"err_tau1" "err_pgram"
"1" 0 0
"2" 0 0.600103090720616
"3" 0 0.01953497819461
"4" 0 0.528921509391737
"5" 0 0.00824433443854679
"6" 0 0.171011264548618
"7" 0 0.0693227765095421
"8" 0 0.196709410990307
"9" 0 0.0866825800801614
"10" 0.239988220024291 0.239988220024291
"11" 0 0.0194983553783279
"12" 0.390574404131091 0.622639888633023
"13" 0 0.574172422557697
"14" 0.380001571175478 0.380001571175478
"15" 0.476450434474813 0
"16" 0 0.0833280822223809
"17" 0.298591100456571 0.298591100456571
"18" 0 0.0241273737980518
"19" 0 0.989988716323847
"20" 0 0.0483604065196808
"21" 0 0.169646140371832
"22" 0.361612304711388 0.361612304711388
"23" 0 0.141216240290292
"24" 0 0.0501533286832773
"25" 0.526430951735924 0.547942761629622
"26" 0 0.0466127510787254
"27" 0.485060216886124 0.051722058415047
"28" 0.825480706858292 0.0712373451103266
"29" 0 0
"30" 0 0.233100524534054
"31" 0.443965147957848 0
"32" 0 0
"33" 0 0
"34" 0 0
"35" 0 0.200830566752006
"36" 1.16000320783289 0.609383045089533
"37" 0 0.0263868040950391
"38" 0.354325119358391 0.385976834479593
"39" 0.892136259166905 0.441818287536604
"40" 0.356241115227273 0.356241115227273
"41" 0 0.111747561123238
"42" 0 0.0475168077729606
"43" 0 0.357581617477484
"44" 0 0.42655324928061
"45" 0 0.620630497448445
"46" 0 0.643107797692855
"47" 0 0.105965383228266
"48" 0 0
"49" 0.4271973771152 0.109950629526289
"50" 0.270932006062079 0.270932006062079
"51" 0 0.260100957906369
"52" 0 0.500357486370067
"53" 0 0.0920184785249801
"54" 0.452807373598933 0
"55" 0.237123695953869 0.237123695953869
"56" 0 0.162967218351491
"57" 0 0.265043124039103
"58" 0 0.417166839230053
"59" 0.829757123644538 0.693588334984975
"60" 0.0442610824617011 0.013757768536092
"61" 0 0
"62" 0.383182041126094 0.383182041126094
"63" 0.807691915729181 0.190328080890727
"64" 0 0.589214212917106
"65" 0.357987665257074 0.357987665257074
"66" 0.288152984653803 0.288152984653803
"67" 0 0.687812360168818
