"x" "a" "b" "w"
"388" 3.29982546496164 3.5021242615255e-16 4.14732252928764e-09 3.5021242615255e-16
"389" 3.310934069584 1.10985066453662e-15 9.19755927441869e-09 1.10985066453662e-15
"390" 3.32204267420636 1.53997879188291e-15 2.08533081009978e-08 1.53997879188291e-15
"391" 3.33315127882872 1.43023704212543e-15 4.58729514546344e-08 1.43023704212543e-15
"392" 3.34425988345108 1.05447945896103e-15 9.79276347990434e-08 1.05447945896103e-15
"393" 3.35536848807344 1.24716531424078e-16 2.02922896216493e-07 1.24716531424078e-16
"394" 3.3664770926958 0 4.08292194463212e-07 0
"395" 3.37758569731816 0 7.97981901015314e-07 0
"396" 3.38869430194053 0 1.51565077439228e-06 0
"397" 3.39980290656289 0 2.799170547593e-06 0
"398" 3.41091151118525 7.19857445301153e-16 5.02994819016119e-06 7.19857445301153e-16
"399" 3.42202011580761 2.24619029367452e-15 8.80078502671366e-06 2.24619029367452e-15
"400" 3.43312872042997 2.82318465400012e-15 1.51257531798703e-05 2.82318465400012e-15
"401" 3.44423732505233 5.81751550962484e-16 2.58634858602824e-05 5.81751550962484e-16
"402" 3.45534592967469 1.67903267416817e-16 4.30033157862104e-05 1.67903267416817e-16
"403" 3.46645453429705 8.78844141611144e-16 6.95578162447717e-05 8.78844141611144e-16
"404" 3.47756313891941 1.32771813840497e-16 0.000109501725261077 1.32771813840497e-16
"405" 3.48867174354177 9.52574268339682e-16 0.000167858792343135 9.52574268339682e-16
"406" 3.49978034816414 1.49750959859664e-16 0.000250693800681194 1.49750959859664e-16
"407" 3.5108889527865 0 0.000364966698160933 0
"408" 3.52199755740886 0 0.000518209045801272 0
"409" 3.53310616203122 0 0.000717992994035341 0
"410" 3.54421476665358 0 0.000971180269595585 0
"411" 3.55532337127594 0 0.00128462058459506 0
"412" 3.5664319758983 0 0.00166360623189033 0
"413" 3.57754058052066 0 0.00209951471846837 0
"414" 3.58864918514302 0 0.00258322546904941 0
"415" 3.59975778976538 0 0.00309992496592198 0
"416" 3.61086639438775 0 0.00362941987560285 0
"417" 3.62197499901011 0 0.00414711826191292 0
"418" 3.63308360363247 1.24734495235851e-15 0.00462565173917177 1.24734495235851e-15
"419" 3.64419220825483 1.93813118963398e-15 0.00503702453774286 1.93813118963398e-15
"420" 3.65530081287719 3.0049022996229e-16 0.0053550952472188 3.0049022996229e-16
"421" 3.66640941749955 0 0.0055581310685348 0
"422" 3.67751802212191 0 0.0056276875597267 0
"423" 3.68862662674427 0 0.00554998665179626 0
"424" 3.69973523136663 0 0.00534284868288502 0
"425" 3.710843835989 0 0.00502140217041089 0
"426" 3.72195244061136 1.81944136727221e-16 0.00460744924166128 1.81944136727221e-16
"427" 3.73306104523372 3.33572178000817e-17 0.00412715778757291 3.33572178000817e-17
"428" 3.74416964985608 0 0.00360851852431222 0
"429" 3.75527825447844 0 0.00307886759561983 0
"430" 3.7663868591008 3.55267477066014e-17 0.00256273609748771 3.55267477066014e-17
"431" 3.77749546372316 6.6949950796305e-18 0.00208022488416346 6.6949950796305e-18
"432" 3.78860406834552 0 0.00164602338089433 0
"433" 3.79971267296788 0 0.00127051810127265 0
"434" 3.81082127759024 0 0.000960857992205997 0
"435" 3.82192988221261 8.13423918880604e-16 0.00070958520748085 8.13423918880604e-16
"436" 3.83303848683497 5.12468201090051e-16 0.000511492919850706 5.12468201090051e-16
"437" 3.84414709145733 6.64392052333265e-16 0.00035971582498608 6.64392052333265e-16
"438" 3.85525569607969 5.76109333973925e-16 0.000246684396122612 5.76109333973925e-16
"439" 3.86636430070205 1.30337947115906e-15 0.000164875100697686 1.30337947115906e-15
"440" 3.87747290532441 2.42579185534459e-16 0.000107341769485367 2.42579185534459e-16
"441" 3.88858150994677 5.86809242193706e-16 6.80390952997125e-05 5.86809242193706e-16
"442" 3.89969011456913 1.18968025999938e-16 4.1967413953442e-05 1.18968025999938e-16
"443" 3.91079871919149 0 2.51786895191546e-05 0
"444" 3.92190732381386 1.65573310171073e-15 1.47712354600939e-05 1.65573310171073e-15
"445" 3.93301592843622 3.42229444551674e-16 8.64165309637338e-06 3.42229444551674e-16
"446" 3.94412453305858 6.558824213852e-17 4.9254504235848e-06 6.558824213852e-17
"447" 3.95523313768094 1.37306193336803e-17 2.73289417303505e-06 1.37306193336803e-17
"448" 3.9663417423033 0 1.47510318619697e-06 0
"449" 3.97745034692566 0 7.74066387207205e-07 0
"450" 3.98855895154802 0 3.94695161450178e-07 0
"451" 3.99966755617038 0 1.95470232011353e-07 0
"452" 4.01077616079274 0 9.39885217027763e-08 0
"453" 4.02188476541511 8.70363483798849e-16 4.38645331975122e-08 8.70363483798849e-16
"454" 4.03299337003747 9.09985710637632e-16 1.98651146326164e-08 9.09985710637632e-16
"455" 4.04410197465983 3.99037556044681e-15 8.83874555703788e-09 3.99037556044681e-15
"456" 4.05521057928219 3.56271018624186e-15 4.04300795688226e-09 3.56271018624186e-15
"457" 4.06631918390455 8.62505495475976e-16 1.78942040292251e-09 8.62505495475976e-16
"458" 4.07742778852691 5.77900873936981e-17 7.6627408437804e-10 5.77900873936981e-17
"459" 4.08853639314927 1.07737760936833e-15 3.17485998111637e-10 1.07737760936833e-15
"460" 4.09964499777163 2.13433474417874e-15 1.27280329400215e-10 2.13433474417874e-15
"461" 4.11075360239399 5.00487351221809e-16 4.93783430341337e-11 5.00487351221809e-16
"462" 4.12186220701636 1.58734334671235e-17 1.85396318918926e-11 1.58734334671235e-17
"463" 4.13297081163872 0 6.73765938092836e-12 0
"464" 4.14407941626108 0 2.37039045525032e-12 0
"465" 4.15518802088344 0 8.07327417979745e-13 0
"466" 4.1662966255058 0 2.71963877665884e-13 0
"467" 4.17740523012816 7.62048528265121e-16 9.84717053678645e-14 7.62048528265121e-16
"468" 4.18851383475052 2.8253616323165e-16 3.40736163146299e-14 2.8253616323165e-16
"469" 4.19962243937288 2.4226176416594e-17 1.1277234917464e-14 2.4226176416594e-17
"470" 4.21073104399524 1.16058834161882e-15 3.58914019630573e-15 1.16058834161882e-15
"471" 4.22183964861761 1.7432948829379e-15 1.1078403134587e-15 1.1078403134587e-15
"472" 4.23294825323997 3.56085562572558e-16 3.2960494773528e-16 3.2960494773528e-16
"473" 4.24405685786233 0 9.49761993090415e-17 0
"474" 4.25516546248469 0 3.85238786356781e-17 0
"475" 4.26627406710705 0 4.10869739389593e-17 0
"476" 4.27738267172941 3.52022745886091e-15 1.22068634074422e-18 1.22068634074422e-18
"477" 4.28849127635177 1.74187850550742e-15 1.54162065569492e-17 1.54162065569492e-17
"478" 4.29959988097413 3.27727282638649e-16 1.61329579442621e-18 1.61329579442621e-18
"479" 4.31070848559649 1.05364592793018e-16 1.04851870181492e-18 1.04851870181492e-18
"480" 4.32181709021885 1.56545073793291e-16 3.70606494133298e-19 3.70606494133298e-19
"481" 4.33292569484122 3.5076582960269e-17 0 0
"482" 4.34403429946358 7.02788687123808e-16 0 0
"483" 4.35514290408594 1.82134625936443e-16 0 0
"484" 4.3662515087083 0 0 0
"485" 4.37736011333066 7.69421079166286e-16 0 0
"486" 4.38846871795302 1.28937711045582e-15 0 0
"487" 4.39957732257538 2.35474711000047e-15 3.21959769281968e-18 3.21959769281968e-18
"488" 4.41068592719774 3.40203879225296e-15 3.98913582513493e-17 3.98913582513493e-17
"489" 4.4217945318201 7.63793064770783e-16 4.10152282304251e-18 4.10152282304251e-18
"490" 4.43290313644246 0 0 0
"491" 4.44401174106483 0 5.75084982080533e-18 0
"492" 4.45512034568719 0 4.1009845992362e-17 0
"493" 4.46622895030955 5.00356792266116e-16 2.82164187060871e-17 2.82164187060871e-17
"494" 4.47733755493191 1.37703107298006e-16 0 0
"495" 4.48844615955427 0 7.59395810826993e-18 0
"496" 4.49955476417663 0 2.67706411091677e-17 0
"497" 4.51066336879899 0 3.44629727860454e-17 0
"498" 4.52177197342135 0 6.12987751721727e-18 0
"499" 4.53288057804371 1.56923464506365e-15 7.45443985592054e-17 7.45443985592054e-17
"500" 4.54398918266608 7.51189954123145e-16 2.35302257556946e-17 2.35302257556946e-17
"501" 4.55509778728844 1.25445159376744e-16 4.7258950467869e-17 4.7258950467869e-17
"502" 4.5662063919108 4.32154877791695e-16 3.64507256023702e-17 3.64507256023702e-17
"503" 4.57731499653316 2.96205923133943e-15 3.09874390227212e-17 3.09874390227212e-17
"504" 4.58842360115552 8.68774577913228e-16 1.95928964180193e-17 1.95928964180193e-17
"505" 4.59953220577788 6.04930261155665e-16 9.8695629356459e-18 9.8695629356459e-18
"506" 4.61064081040024 1.36027483215138e-15 7.05879399336042e-18 7.05879399336042e-18
"507" 4.6217494150226 1.60433633920393e-15 0 0
"508" 4.63285801964496 3.71658549000777e-16 4.46762450667583e-18 4.46762450667583e-18
"509" 4.64396662426733 4.10348738439084e-16 3.05162199917727e-17 3.05162199917727e-17
"510" 4.65507522888969 6.92166018295849e-16 8.32565207950302e-17 8.32565207950302e-17
"511" 4.66618383351205 1.23349648866339e-15 8.23717123509339e-18 8.23717123509339e-18
"512" 4.67729243813441 3.21187399796201e-16 2.241707309666e-17 2.241707309666e-17
