"x" "a" "b" "w"
"150" 0.655977564839703 2.8848845166753e-16 0.668204708967901 2.8848845166753e-16
"151" 0.667086169462064 0 0.653632029694911 0
"152" 0.678194774084425 0 0.636216301355607 0
"153" 0.689303378706786 0 0.616199833021389 0
"154" 0.700411983329147 0 0.593943373088586 0
"155" 0.711520587951508 1.20759479542649e-15 0.56989962234556 1.20759479542649e-15
"156" 0.722629192573869 1.18853252321659e-14 0.544578348463549 1.18853252321659e-14
"157" 0.73373779719623 0 0.518506490757308 0
"158" 0.744846401818591 0 0.492206673497616 0
"159" 0.755955006440952 0 0.466178089013463 0
"160" 0.767063611063313 4.26715568356901e-17 0.440740473504987 4.26715568356901e-17
"161" 0.778172215685674 4.43951294930491e-16 0.416104762339929 4.43951294930491e-16
"162" 0.789280820308035 0 0.392389046393677 0
"163" 0.800389424930396 0 0.369635896857013 0
"164" 0.811498029552757 0 0.34783536986329 0
"165" 0.822606634175119 0 0.326949734574805 0
"166" 0.83371523879748 2.26367754465139e-16 0.306936153702911 2.26367754465139e-16
"167" 0.844823843419841 3.23373915491285e-15 0.28776416998214 3.23373915491285e-15
"168" 0.855932448042202 0.0269802623147695 0.269425850511168 0.0269802623147695
"169" 0.867041052664563 0.330988941076718 0.252001572168192 0.252001572168192
"170" 0.878149657286924 0.260197754428457 0.235505740469373 0.235505740469373
"171" 0.889258261909285 8.05662726479987e-15 0.219942654149441 8.05662726479987e-15
"172" 0.900366866531646 4.13074022378368e-15 0.205336798323638 4.13074022378368e-15
"173" 0.911475471154007 8.72114172036742e-16 0.191689861225842 8.72114172036742e-16
"174" 0.922584075776368 1.46036813115343e-15 0.178975972406584 1.46036813115343e-15
"175" 0.933692680398729 0 0.167141946621403 0
"176" 0.94480128502109 0 0.156112123948878 0
"177" 0.955909889643451 0 0.145796745815181 0
"178" 0.967018494265812 1.97540256762278e-16 0.136102349335062 1.97540256762278e-16
"179" 0.978127098888173 2.83300915524463e-15 0.126942426701213 2.83300915524463e-15
"180" 0.989235703510535 3.44864698245919e-15 0.11827528992854 3.44864698245919e-15
"181" 1.0003443081329 0 0.110038097204264 0
"182" 1.01145291275526 0 0.102196904082594 0
"183" 1.02256151737762 0 0.0947558141597254 0
"184" 1.03367012199998 5.73482889705761e-17 0.0877315261326452 5.73482889705761e-17
"185" 1.04477872662234 8.38445758398572e-16 0.0811462344896157 8.38445758398572e-16
"186" 1.0558873312447 3.64158211365589e-16 0.075020923179976 3.64158211365589e-16
"187" 1.06699593586706 0 0.0693699110861944 0
"188" 1.07810454048942 0 0.0641971776313634 0
"189" 1.08921314511178 1.9957462727893e-17 0.0594946427629207 1.9957462727893e-17
"190" 1.10032174973415 3.32735436874129e-16 0.0552422362439403 3.32735436874129e-16
"191" 1.11143035435651 4.85098789875912e-16 0.0514343484850966 4.85098789875912e-16
"192" 1.12253895897887 9.53288435652911e-16 0.0480136618328618 9.53288435652911e-16
"193" 1.13364756360123 0 0.044915346479425 0
"194" 1.14475616822359 0 0.0420895193678891 0
"195" 1.15586477284595 0 0.0394847712692824 0
"196" 1.16697337746831 0 0.0370499381249614 0
"197" 1.17808198209067 8.27012646670054e-17 0.0347362816030046 8.27012646670054e-17
"198" 1.18919058671303 1.4468939277732e-15 0.0325001823864909 1.4468939277732e-15
"199" 1.20029919133539 2.72765319645136e-17 0.0303062648044262 2.72765319645136e-17
"200" 1.21140779595776 5.65682256673917e-16 0.0281306756349294 5.65682256673917e-16
"201" 1.22251640058012 1.33530683764308e-15 0.0259640607990706 1.33530683764308e-15
"202" 1.23362500520248 7.40610488728951e-16 0.0238168726194819 7.40610488728951e-16
"203" 1.24473360982484 5.32371439208523e-15 0.0217210746991592 5.32371439208523e-15
"204" 1.2558422144472 1.96744853057699e-15 0.0197197276948593 1.96744853057699e-15
"205" 1.26695081906956 1.10965518098627e-16 0.0178644755040572 1.10965518098627e-16
"206" 1.27805942369192 2.35561567597581e-15 0.0162081535110493 2.35561567597581e-15
"207" 1.28916802831428 2.1267700791537e-15 0.0147978149627147 2.1267700791537e-15
"208" 1.30027663293664 3.03514399821884e-15 0.0136682267393901 3.03514399821884e-15
"209" 1.31138523755901 3.75793394784627e-17 0.0128366531309231 3.75793394784627e-17
"210" 1.32249384218137 1.08344326052998e-15 0.0122995984235229 1.08344326052998e-15
"211" 1.33360244680373 5.7005157882109e-15 0.0120319619552893 5.7005157882109e-15
"212" 1.34471105142609 5.84665317524348e-16 0.0119887888335623 5.84665317524348e-16
"213" 1.35581965604845 1.32364752924015e-17 0.0121146035578925 1.32364752924015e-17
"214" 1.36692826067081 4.30181977035169e-16 0.0123247480666262 4.30181977035169e-16
"215" 1.37803686529317 2.8301318227087e-15 0.0125433567104208 2.8301318227087e-15
"216" 1.38914546991553 3.31593580774059e-15 0.0127117666070665 3.31593580774059e-15
"217" 1.40025407453789 1.48923746857043e-15 0.0127860608872895 1.48923746857043e-15
"218" 1.41136267916025 1.19740974861045e-15 0.0127399651090285 1.19740974861045e-15
"219" 1.42247128378262 2.01840491370646e-14 0.0125653932091251 2.01840491370646e-14
"220" 1.43357988840498 6.72671840094642e-16 0.0122707817136745 6.72671840094642e-16
"221" 1.44468849302734 2.66639702910909e-16 0.0118776201200876 2.66639702910909e-16
"222" 1.4557970976497 0 0.0114157979782268 0
"223" 1.46690570227206 4.36826047166007e-17 0.0109185279232373 4.36826047166007e-17
"224" 1.47801430689442 1.39129473984426e-15 0.010419294142052 1.39129473984426e-15
"225" 1.48912291151678 0 0.00994814505970782 0
"226" 1.50023151613914 0 0.00952272060068275 0
"227" 1.5113401207615 8.41973761766256e-17 0.00915497401426849 8.41973761766256e-17
"228" 1.52244872538387 3.05672979671849e-15 0.00885344599340714 3.05672979671849e-15
"229" 1.53355733000623 0 0.00862576524498487 0
"230" 1.54466593462859 0 0.00848085312951519 0
"231" 1.55577453925095 0 0.00843033587131083 0
"232" 1.56688314387331 7.65635806922229e-18 0.00848883953225146 7.65635806922229e-18
"233" 1.57799174849567 3.45702069911799e-16 0.00867304667331405 3.45702069911799e-16
"234" 1.58910035311803 4.33276479822945e-16 0.00899960961756227 4.33276479822945e-16
"235" 1.60020895774039 0 0.0094918684126653 0
"236" 1.61131756236275 1.30741411215973e-17 0.010154751618689 1.30741411215973e-17
"237" 1.62242616698512 6.88769924593178e-16 0.010973308542123 6.88769924593178e-16
"238" 1.63353477160748 0 0.0119286756358111 0
"239" 1.64464337622984 0 0.0129900303941694 0
"240" 1.6557519808522 0 0.0141157894273148 0
"241" 1.66686058547456 0 0.0152558161072865 0
"242" 1.67796919009692 7.81991782396713e-17 0.0163543767135901 7.81991782396713e-17
"243" 1.68907779471928 5.8567296037885e-15 0.0173535542625319 5.8567296037885e-15
"244" 1.70018639934164 1.14587824216085e-18 0.0181968332452682 1.14587824216085e-18
"245" 1.711295003964 1.11657916554791e-16 0.0188326000386628 1.11657916554791e-16
"246" 1.72240360858636 1.12900497628491e-15 0.0192009060951894 1.12900497628491e-15
"247" 1.73351221320873 0 0.0192675961781731 0
"248" 1.74462081783109 0 0.0190329086783608 0
"249" 1.75572942245345 0 0.0184983800038265 0
"250" 1.76683802707581 8.30219156338549e-18 0.0176803157524828 8.30219156338549e-18
"251" 1.77794663169817 1.39729447385485e-15 0.0166088327753019 1.39729447385485e-15
"252" 1.78905523632053 6.3533707573084e-18 0.0153259888783771 6.3533707573084e-18
"253" 1.80016384094289 1.54782948409193e-15 0.0138830780801593 1.54782948409193e-15
"254" 1.81127244556525 1.46909350887429e-16 0.0123372534164593 1.46909350887429e-16
"255" 1.82238105018761 9.36557574995416e-16 0.0107477192048977 9.36557574995416e-16
"256" 1.83348965480998 2.11275944774362e-15 0.0091718016609115 2.11275944774362e-15
"257" 1.84459825943234 4.41380533286231e-16 0.00766755314056171 4.41380533286231e-16
"258" 1.8557068640547 9.86745250611301e-16 0.00628328744936702 9.86745250611301e-16
"259" 1.86681546867706 2.24536423150357e-18 0.00504251661202562 2.24536423150357e-18
"260" 1.87792407329942 0 0.00396095242608377 0
"261" 1.88903267792178 9.65309636227842e-16 0.00304360385043768 9.65309636227842e-16
"262" 1.90014128254414 6.56377012930923e-16 0.0022863533578914 6.56377012930923e-16
"263" 1.9112498871665 2.56858612096644e-15 0.00167798007734268 2.56858612096644e-15
"264" 1.92235849178886 5.04650017135477e-15 0.00120236542207542 5.04650017135477e-15
"265" 1.93346709641123 7.83397630776613e-16 0.000840644947242276 7.83397630776613e-16
"266" 1.94457570103359 6.16986593687455e-16 0.000573116548906433 6.16986593687455e-16
"267" 1.95568430565595 5.88113846136142e-18 0.000380774084690269 5.88113846136142e-18
"268" 1.96679291027831 0 0.000248597745875844 0
"269" 1.97790151490067 3.01840237307807e-16 0.000159900520634364 3.01840237307807e-16
"270" 1.98901011952303 3.74878202123222e-18 0.000100378831231332 3.74878202123222e-18
"271" 2.00011872414539 0 6.1454201845685e-05 0
"272" 2.01122732876775 4.58693887712981e-15 3.66663559395794e-05 4.58693887712981e-15
"273" 2.02233593339011 6.98210651454737e-17 2.13058677653741e-05 6.98210651454737e-17
"274" 2.03344453801247 0 1.20497624298548e-05 0
"275" 2.04455314263484 4.16817794811948e-15 6.62925262461643e-06 4.16817794811948e-15
"276" 2.0556617472572 3.96792554003846e-15 3.54604337034024e-06 3.96792554003846e-15
"277" 2.06677035187956 1.13270176947377e-15 1.84344665802293e-06 1.13270176947377e-15
"278" 2.07787895650192 3.35086868129215e-16 9.31029822407159e-07 3.35086868129215e-16
"279" 2.08898756112428 6.5537025071458e-18 4.67849342065057e-07 6.5537025071458e-18
"280" 2.10009616574664 0 2.34851974090173e-07 0
"281" 2.111204770369 0 1.14474430706738e-07 0
"282" 2.12231337499136 3.09085060819706e-17 5.41513629290413e-08 3.09085060819706e-17
"283" 2.13342197961372 6.93493252356506e-15 2.48492541725671e-08 6.93493252356506e-15
"284" 2.14453058423609 6.23946394247115e-15 1.10581572695332e-08 6.23946394247115e-15
"285" 2.15563918885845 1.13445980680762e-15 4.77108382225256e-09 1.13445980680762e-15
"286" 2.16674779348081 7.96619211592217e-16 1.99546982912831e-09 7.96619211592217e-16
"287" 2.17785639810317 3.17926160715768e-15 8.08945576889652e-10 3.17926160715768e-15
"288" 2.18896500272553 1.92634375499263e-15 3.17840954439703e-10 1.92634375499263e-15
"289" 2.20007360734789 2.13652914159263e-15 1.21032186204829e-10 2.13652914159263e-15
"290" 2.21118221197025 6.53291533548901e-17 4.6804003422453e-11 6.53291533548901e-17
"291" 2.22229081659261 0 1.84625805150261e-11 0
"292" 2.23339942121497 0 7.00111599323601e-12 0
"293" 2.24450802583733 2.44861690038412e-16 2.55574364647737e-12 2.44861690038412e-16
"294" 2.2556166304597 8.63829190500466e-18 8.99114544980264e-13 8.63829190500466e-18
"295" 2.26672523508206 3.9070677395435e-15 3.05075520351381e-13 3.9070677395435e-15
"296" 2.27783383970442 2.91746494256621e-15 9.98782844152359e-14 2.91746494256621e-15
"297" 2.28894244432678 1.79010411474132e-15 3.1556445526752e-14 1.79010411474132e-15
"298" 2.30005104894914 9.2399373374694e-16 9.64213491543647e-15 9.2399373374694e-16
"299" 2.3111596535715 3.44663902583333e-17 2.83343528376762e-15 3.44663902583333e-17
"300" 2.32226825819386 0 6.92090938004093e-16 0
"301" 2.33337686281622 9.74879361201941e-16 1.74743090124643e-16 1.74743090124643e-16
"302" 2.34448546743858 4.20454409468082e-17 1.97809180798888e-17 1.97809180798888e-17
"303" 2.35559407206095 0 0 0
"304" 2.36670267668331 5.82641635429235e-16 0 0
"305" 2.37781128130567 1.05471766929636e-15 1.66017593618586e-17 1.66017593618586e-17
"306" 2.38891988592803 4.84109712695747e-17 1.36729114850332e-17 1.36729114850332e-17
"307" 2.40002849055039 2.97825542154208e-15 0 0
"308" 2.41113709517275 7.65166618037356e-15 0 0
"309" 2.42224569979511 5.05815342609781e-16 0 0
"310" 2.43335430441747 1.75558120809618e-16 0 0
"311" 2.44446290903983 8.80169876760952e-18 2.23078196141503e-18 2.23078196141503e-18
"312" 2.4555715136622 2.17795364640053e-15 4.00855025379632e-17 4.00855025379632e-17
"313" 2.46668011828456 5.81924083825546e-16 5.32650373237544e-18 5.32650373237544e-18
"314" 2.47778872290692 2.55835439706812e-17 0 0
"315" 2.48889732752928 0 0 0
"316" 2.50000593215164 1.95431159992736e-15 1.87281983627855e-17 1.87281983627855e-17
"317" 2.511114536774 1.13690735118318e-16 1.53308063399684e-17 1.53308063399684e-17
"318" 2.52222314139636 0 1.30602340924427e-17 0
"319" 2.53333174601872 0 3.12250225675825e-17 0
"320" 2.54444035064108 2.91457928471122e-15 4.02600190168156e-17 4.02600190168156e-17
"321" 2.55554895526345 1.79841987747063e-15 6.07788400748739e-17 6.07788400748739e-17
"322" 2.56665755988581 5.96316211960018e-16 1.3856951959377e-17 1.3856951959377e-17
"323" 2.57776616450817 3.17704940890746e-17 7.06390328241947e-17 3.17704940890746e-17
"324" 2.58887476913053 1.10304136510841e-15 1.22331329932581e-17 1.22331329932581e-17
"325" 2.59998337375289 1.48614057195149e-15 5.23642103796017e-17 5.23642103796017e-17
"326" 2.61109197837525 9.52476167211791e-17 7.55254474554087e-17 7.55254474554087e-17
"327" 2.62220058299761 0 7.1107067418773e-17 0
"328" 2.63330918761997 0 4.68193886085602e-17 0
"329" 2.64441779224233 0 2.66601357307739e-17 0
"330" 2.65552639686469 3.64441344386591e-16 4.09739625038708e-17 4.09739625038708e-17
"331" 2.66663500148706 2.60728466703428e-15 7.67223707370417e-17 7.67223707370417e-17
"332" 2.67774360610942 1.97324883940587e-15 7.01953193552768e-17 7.01953193552768e-17
"333" 2.68885221073178 8.24613633112158e-16 3.82595543247367e-17 3.82595543247367e-17
"334" 2.69996081535414 3.53215380986493e-16 7.22235871214379e-17 7.22235871214379e-17
"335" 2.7110694199765 1.92310017420116e-15 2.59113951889012e-17 2.59113951889012e-17
"336" 2.72217802459886 1.93658841019388e-15 2.27713793122845e-17 2.27713793122845e-17
"337" 2.73328662922122 9.9264046748612e-16 2.24527373514888e-17 2.24527373514888e-17
"338" 2.74439523384358 9.02520811922216e-16 1.85710563072128e-17 1.85710563072128e-17
"339" 2.75550383846594 6.76237562988903e-17 2.42630293535938e-17 2.42630293535938e-17
"340" 2.76661244308831 1.55837110289596e-15 5.17788038566577e-17 5.17788038566577e-17
"341" 2.77772104771067 1.29611439756189e-16 5.30445259968522e-17 5.30445259968522e-17
"342" 2.78882965233303 0 0 0
"343" 2.79993825695539 0 1.52348487609161e-20 0
"344" 2.81104686157775 0 9.60962619889141e-20 0
"345" 2.82215546620011 0 3.29243245046435e-21 0
"346" 2.83326407082247 8.89007519266412e-16 0 0
"347" 2.84437267544483 7.96603377234137e-17 9.12759958793606e-18 9.12759958793606e-18
"348" 2.85548128006719 3.25705216342872e-15 3.53550583892859e-18 3.53550583892859e-18
"349" 2.86658988468955 2.98892788763877e-16 2.6757490690064e-18 2.6757490690064e-18
"350" 2.87769848931192 0 2.15075485262954e-18 0
"351" 2.88880709393428 1.75052910690967e-15 1.05527604407697e-17 1.05527604407697e-17
"352" 2.89991569855664 1.66347468881646e-16 2.58016424004464e-17 2.58016424004464e-17
"353" 2.911024303179 1.26597492049552e-17 2.0883646728692e-17 1.26597492049552e-17
"354" 2.92213290780136 1.23066076454706e-18 1.83242302794949e-18 1.23066076454706e-18
"355" 2.93324151242372 0 1.48556772562742e-17 0
"356" 2.94435011704608 0 5.58649578808695e-17 0
"357" 2.95545872166844 0 6.25804621416118e-17 0
"358" 2.9665673262908 5.41655451050235e-16 1.04319138466337e-16 1.04319138466337e-16
"359" 2.97767593091317 3.67982885326918e-15 6.21507500350949e-17 6.21507500350949e-17
"360" 2.98878453553553 7.32193662099672e-15 3.32461720555547e-17 3.32461720555547e-17
"361" 2.99989314015789 8.29226458031047e-16 6.61604543452809e-17 6.61604543452809e-17
"362" 3.01100174478025 1.06531044643904e-17 5.7870828046493e-17 1.06531044643904e-17
"363" 3.02211034940261 0 0 0
"364" 3.03321895402497 2.12722120901988e-15 0 0
"365" 3.04432755864733 2.32670003545826e-16 2.11696178209324e-18 2.11696178209324e-18
"366" 3.05543616326969 1.13884160708566e-16 1.30203736413534e-17 1.30203736413534e-17
"367" 3.06654476789205 1.34248051309321e-15 4.02133449171198e-19 4.02133449171198e-19
"368" 3.07765337251441 1.49921686212675e-16 0 0
"369" 3.08876197713678 0 0 0
"370" 3.09987058175914 0 0 0
"371" 3.1109791863815 0 3.37498555844644e-17 0
"372" 3.12208779100386 0 2.70848639645802e-16 0
"373" 3.13319639562622 4.80398334324183e-17 1.063681651951e-15 4.80398334324183e-17
"374" 3.14430500024858 3.43094717071424e-16 3.66724613334458e-15 3.43094717071424e-16
"375" 3.15541360487094 4.07099245698589e-17 1.18264258241567e-14 4.07099245698589e-17
"376" 3.1665222094933 0 3.56401417043207e-14 0
"377" 3.17763081411566 0 1.01839608422071e-13 0
"378" 3.18873941873803 0 2.88917637511366e-13 0
"379" 3.19984802336039 0 8.72143435971338e-13 0
"380" 3.21095662798275 0 2.54733334482841e-12 0
"381" 3.22206523260511 0 7.20263982034691e-12 0
"382" 3.23317383722747 0 1.97120430032566e-11 0
"383" 3.24428244184983 0 5.22111843537767e-11 0
"384" 3.25539104647219 0 1.33820669944084e-10 0
"385" 3.26649965109455 0 3.31856113567542e-10 0
"386" 3.27760825571691 0 7.96140267545169e-10 0
"387" 3.28871686033928 2.58059392203719e-15 1.84757308345723e-09 2.58059392203719e-15
