"err_tau1" "err_pgram"
"1" 0 0.451472167447824
"2" 0 0
"3" 0 0
"4" 0 0
"5" 0 0.0362124576231873
"6" 0 0.500302640104236
"7" 0 0.00165807617735103
"8" 0 0.0326442998243702
"9" 0.031011953582989 0.0446784756498613
"10" 0 0.0136573264131568
"11" 0.0222676960251524 0
"12" 0 0.0411370045330563
"13" 0 0
"14" 0 0
"15" 0 0.0205342366576095
"16" 0 0
"17" 0 0
"18" 0 0
"19" 0 0.0131667053403099
"20" 0 0
"21" 0 0
"22" 0 0.0340922541005749
"23" 0 0.00229138883761269
"24" 0 0
"25" 0.0255187733280121 0.0255187733280121
"26" 0 0
"27" 0 0.0292543726014091
"28" 0 0
"29" 0 0
"30" 0 0.0414851013137891
"31" 0 0.0300526322433737
"32" 0 0
"33" 0 0.0350925240321828
"34" 0 0.492173271257546
"35" 0 0.0197497559757623
"36" 0 0.016759989561228
"37" 0.0165903237141387 0.0254081389401095
"38" 0.136958574840425 0
"39" 0 0
"40" 0 0
"41" 0 0
"42" 0 0
"43" 0 0
"44" 0 0.0275724946660575
"45" 0 0.0125053376433584
"46" 0 0
"47" 0 0
"48" 0 0.0315512599179267
"49" 0 0
"50" 0 0
"51" 0 0.0505047591402565
"52" 0 0.0246206687365196
"53" 0 0
"54" 0 0
"55" 0 0.0274177860227432
"56" 0 0.459292325976666
"57" 0 0
"58" 0 0.0174861641487699
"59" 0 0.473124720701489
"60" 0 0.0237527039072548
"61" 0 0.456916708412516
"62" 0 0
"63" 0 0
"64" 0 0
"65" 0 0.0136089377058182
"66" 0 0
"67" 0 0
"68" 0 0
"69" 0 0
"70" 0 0.0315073845605302
"71" 0 0.000802453102619601
"72" 0 0
"73" 0.0357216649168059 0.0357216649168059
"74" 0.0264304590378323 0.0264304590378323
"75" 0.0358348145291022 0.0358348145291022
"76" 0.113809019683474 0
"77" 0 0.531927556126561
"78" 0 0.0125744066900604
"79" 0.148482141687821 0
"80" 0 0.0116331731241543
"81" 0 0
"82" 0 0.0860462622782809
"83" 0 0.0197122448449023
"84" 0.166304114295802 0.510251831239871
"85" 0 0
"86" 0 0
"87" 0 0.0222415841825073
"88" 0 0
"89" 0 0
"90" 0 0
"91" 0 0.0116895808654902
"92" 0 0.0229005418954284
"93" 0 0
"94" 0 0
"95" 0 0
"96" 0 0
"97" 0 0.00941211990182147
"98" 0 0.658188406702864
"99" 0 0.0233880264522786
"100" 0 0.0256413086400731
"101" 0 0
"102" 0 0
"103" 0 0.0385634856343772
"104" 0 0
"105" 0 0
"106" 0 0.0143356359879569
"107" 0 0
"108" 0 0
"109" 0 0.00594213783243502
"110" 0 0.0310789928935249
"111" 0 0
"112" 0 0.0100600132478663
"113" 0 0.030985920915023
"114" 0 0
"115" 0 0.000489291365899428
"116" 0 0.0405493553213026
"117" 0 0.0593257737471587
"118" 0 0
"119" 0 0.015911350058165
"120" 0 0
"121" 0.0221170719392838 0.0221170719392838
"122" 0 0
"123" 0 0
"124" 0 0
"125" 0 0
"126" 0 0.0200279584867198
"127" 0 0.000584804593894793
"128" 0 0.0358977156793181
"129" 0 0
"130" 0 0.0176204783650948
"131" 0.0372629434061953 0.067534924876773
"132" 0.0230732668047136 0.0234693607284426
"133" 0 0
"134" 0 0.01026171886695
"135" 0 0.0247626214645506
"136" 0 0.0181390068259811
"137" 0 0
"138" 0 0
"139" 0 0
"140" 0.124413395333907 0.460199249985347
"141" 0 0
"142" 0 0.496629788139077
"143" 0 0
"144" 0 0.000474419226567511
"145" 0 0.00630026603873824
"146" 0.16708973556938 0
"147" 0.0310851180125938 0.0310851180125938
"148" 0 0.033777011062474
"149" 0 0.0287954362434552
"150" 0.0199503845465018 0.0199503845465018
"151" 0.0308364015605336 0.0433869064756641
"152" 0 0
"153" 0 0.0033875190872132
"154" 0 0
"155" 0 0.00689856137022749
"156" 0 0.0491044801854195
"157" 0 0.612813233230676
"158" 0 0.0245208261150948
"159" 0.12558103089985 0.417471771502643
"160" 0 0.0296965903698868
"161" 0 0.0152411171726579
"162" 0.0266343677231492 0.0266343677231492
"163" 0 0
"164" 0 0
"165" 0 0
"166" 0 0.0159340978462303
"167" 0 0.0280007011958339
"168" 0 0.049395382024597
"169" 0 0
"170" 0.0316402993291959 0.0316402993291959
"171" 0 0
"172" 0 0
"173" 0 0
"174" 0 0.0428716512700685
"175" 0 0.00654741572052901
"176" 0 0
"177" 0 0
"178" 0 0.00918095950388269
"179" 0 0
"180" 0 0.025961599158503
"181" 0 0.0147207324171551
"182" 0 0.439199054099588
"183" 0 0.010403555567125
"184" 0 0
"185" 0 0.0152664628133335
"186" 0.0331120217431412 0.0480979116413506
"187" 0 0.0167212771746926
"188" 0 0.497167079302499
"189" 0 0
"190" 0 0.0110973718557684
"191" 0.0186247308900191 0.0488364420311065
"192" 0 0
"193" 0 0
"194" 0 0
"195" 0 0.0127161783501019
"196" 0 0.0265093838733452
"197" 0.151303324533647 0
"198" 0 0.00403184729051667
"199" 0 0.0174585691604113
"200" 0 0.0232459859973557
