"err_tau1" "err_pgram"
"1" 0 0.0387671109162161
"2" 0.0872143839418627 0.028328673796932
"3" 0 0.0438687093701899
"4" 0.346351642633367 0
"5" 0 0
"6" 0.338515544244722 0.475943366519168
"7" 0.298943926887197 0
"8" 0 0
"9" 0 0
"10" 0 0
"11" 0 0.0941477083387513
"12" 0 0
"13" 0 0
"14" 0 0
"15" 0 0
"16" 0 0
"17" 0 0
"18" 0 0.0287408864929844
"19" 0 0.0980638855051737
"20" 0.065385792644664 0.416359600548992
"21" 0 0
"22" 0 0
"23" 0 0
"24" 0 0.0480075321117138
"25" 0 0.0582861472505474
"26" 0 0
"27" 0 0.452360436776475
"28" 0 0.0396537029044601
"29" 0 0.478085264397322
"30" 0 0
"31" 0 0.00262661704350171
"32" 0.320939699741013 0.0310402725398172
"33" 0 0
"34" 0 0
"35" 0 0.0528654517746696
"36" 0 0
"37" 0 0.185583489289632
"38" 0 0
"39" 0 0.412450357941982
"40" 0 0.0683184491388644
"41" 0.391874817722433 0.0426223726533804
"42" 0 0.0725717309305773
"43" 0 0
"44" 0 0
"45" 0 0
"46" 0.344545069732312 0
"47" 0 0.0377141221598645
"48" 0 0.0322631398283493
"49" 0 0.0243809773412508
"50" 0 0.0239862871456673
"51" 0 0
"52" 0 0.00994650126198014
"53" 0 0.0756832400665836
"54" 0 0.0416508401351298
"55" 0 0.441081468501492
"56" 0 0
"57" 0 0.0457442589444067
"58" 0 0
"59" 0.126507568633602 0.457226509857651
"60" 0 0.0406026241129898
"61" 0 0
"62" 0 0.476825865698997
"63" 0 0.0724603760558499
"64" 0.347696314618859 0
"65" 0 0
"66" 0 0.0283934397646281
"67" 0 0
"68" 0 0
"69" 0 0.456821008522678
"70" 0 0.0337774423129373
"71" 0.0387831802552351 0.0464076824708541
"72" 0 0
"73" 0 0
"74" 0 0
"75" 0.336820012304804 0.495394142814364
"76" 0 0.134823982536711
"77" 0 0
"78" 0 0
"79" 0 0.465582696974792
"80" 0 0.0397859899208424
"81" 0 0.0462120985115808
"82" 0 0
"83" 0 0.0565401836335113
"84" 0.398426324293456 0.353302147205035
"85" 0.0433238618267223 0.104761609870775
"86" 0.286880828296785 0
"87" 0.320838013093676 0.0423479124967709
"88" 0 0
"89" 0 0.105917013883876
"90" 0 0.0926817658634081
"91" 0 0.591964394927462
"92" 0 0
"93" 0 0.135234580970301
"94" 0.097874015614338 0.496616265104979
"95" 0 0
"96" 0 0.076576609044815
"97" 0.304628212169537 0
"98" 0 0
"99" 0 0.158031067703892
"100" 0 0
"101" 0 0.0414346743463498
"102" 0.251102985208333 0
"103" 0 0
"104" 0 0.485677666068562
"105" 0 0.0679797584575989
"106" 0 0.566161925861179
"107" 0 0.0243997603360352
"108" 0 0
"109" 0 0.139763885903811
"110" 0 0.0626637976949788
"111" 0.367310454566536 0.534521534235618
"112" 0 0
"113" 0 0.081216259407761
"114" 0 0.0205171228930176
"115" 0 0
"116" 0.42564543202228 0
"117" 0.27313016718946 0.464923036222438
"118" 0 0.0673147545817585
"119" 0 0.0493601136391046
"120" 0 0.0359765942978744
"121" 0 0.0332872161423932
"122" 0 0.0411660584856615
"123" 0.336322130486068 0.050704457769226
"124" 0.0345714886746184 0.0345714886746184
"125" 0.0395351299821654 0.0980060346152302
"126" 0 0
"127" 0 0
"128" 0 0
"129" 0 0.0721461253437365
"130" 0 0
"131" 0.331549009769591 0
"132" 0 0
"133" 0 0
"134" 0 0.0461535659128964
"135" 0 0.58299458713061
"136" 0 0.0962449810440412
"137" 0 0.0299370032412105
"138" 0 0
"139" 0.395021842676153 0
"140" 0 0.0112297928549131
"141" 0.0414606553496652 0.151993836784855
"142" 0.0430021093986434 0
"143" 0 0.0188347676752488
"144" 0.358561460165212 0.515547636822503
"145" 0.0545009894080954 0.111444017346499
"146" 0 0
"147" 0 0.0908314878504603
"148" 0 0.0442978136307174
"149" 0 0.0288734595235586
"150" 0 0.103897097122984
"151" 0 0.087865406291211
"152" 0 0
"153" 0 0.0383564525505352
"154" 0 0
"155" 0.301083536590839 0.454150016562156
"156" 0 0.44703675478294
"157" 0 0.627727955199753
"158" 0.0638230885215385 0.0638230885215385
"159" 0 0.0208488391217961
"160" 0.0529936357994347 0.0769927250674846
"161" 0.0564611992758365 0.0288987851424928
"162" 0 0.0214326798489496
"163" 0 0
"164" 0 0
"165" 0 0.00111549998779235
"166" 0 0
"167" 0.362732860091174 0.0407465256630795
"168" 0 0.035268596109392
"169" 0 0.0320732174119639
"170" 0 0.525096821925378
"171" 0.0578922649975827 0.497031570165637
"172" 0 0.426737616422411
"173" 0 0
"174" 0 0.000378297452758334
"175" 0.311772749884222 0.0553825372451903
"176" 0 0.0124272441683896
"177" 0 0.389682984386932
"178" 0.0510447425128646 0
"179" 0 0
"180" 0 0
"181" 0 0.451256693584914
"182" 0 0.0248632992165477
"183" 0 0.0152419759444489
"184" 0 0.0666660298165727
"185" 0 0.0609248543807927
"186" 0 0.0707996758703648
"187" 0.0807966598778622 0.108218080005079
"188" 0 0.627360115408487
"189" 0 0
"190" 0.085986409264729 0.183267650757334
"191" 0 0.0557946968346513
"192" 0 0.0355590621594407
"193" 0 0.0657854693684678
"194" 0 0
"195" 0 0.0540896199015797
"196" 0 0.101644552821874
"197" 0 0.396825763556013
"198" 0 0.0638804895025133
"199" 0 0.0440043237147448
"200" 0 0.0644691502282601
