"err_tau1" "err_pgram"
"1" 0 0.0321981244994919
"2" 0 0
"3" 0 0
"4" 0 0
"5" 0 0.0233259881413278
"6" 0 0
"7" 0 0.0195201546633
"8" 0.0330622274563125 0
"9" 0 0
"10" 0 0.016586417723562
"11" 0 0.438518501429133
"12" 0 0
"13" 0 0.0182336510430257
"14" 0 0
"15" 0.13881794771636 0
"16" 0 0.016994074041848
"17" 0 0
"18" 0.0282890139614673 0.0502336406627088
"19" 0 0
"20" 0 0.0434119629790325
"21" 0 0.00998498768887259
"22" 0.149045020488078 0.484360589772706
"23" 0 0
"24" 0 0.0134138133187639
"25" 0 0
"26" 0 0.0189146185561945
"27" 0 0.000299183292660535
"28" 0 0
"29" 0 0.0138968577587818
"30" 0 0.0821797424012137
"31" 0 0
"32" 0 0
"33" 0 0.0172884901986344
"34" 0 0.00957397005659162
"35" 0.0198127772459011 0.0198127772459011
"36" 0 0
"37" 0 0.0474044230494761
"38" 0 0.557709001342342
"39" 0 0
"40" 0 0
"41" 0 0
"42" 0.138033058921476 0.612780836820326
"43" 0 0
"44" 0 0
"45" 0 0
"46" 0.0352422194726729 0.0352422194726729
"47" 0.12072889346044 0
"48" 0 0.00849385919294446
"49" 0 0.0187644678639984
"50" 0 0.0234324361697279
"51" 0 0.00213232621136117
"52" 0.0361495967260896 0.0361495967260896
"53" 0.160098107265891 0.459998148900397
"54" 0 0.0260726853984684
"55" 0.016512356375513 0.0521910848313128
"56" 0 0
"57" 0 0.0112932454102366
"58" 0 0
"59" 0 0.0368272207228624
"60" 0.141623347112038 0
"61" 0 0
"62" 0 0.525789738387504
"63" 0 0.00164314659819411
"64" 0 0.011180878397444
"65" 0 0.039595738002044
"66" 0 0
"67" 0 0.00464744768557093
"68" 0 0.024978644088371
"69" 0 0
"70" 0 0
"71" 0.125684021859038 0.020803341394027
"72" 0 0.491926649596163
"73" 0.145416546219178 0
"74" 0 0
"75" 0 0
"76" 0 0.0329491689019204
"77" 0 0.0253191844043696
"78" 0 0.0348489040832618
"79" 0 0
"80" 0 0.0116775485651316
"81" 0 0.0119267639266294
"82" 0 0
"83" 0 0.0210224558048103
"84" 0 0
"85" 0 0.0308670563530912
"86" 0 0.0130478768602339
"87" 0 0
"88" 0 0.0460257334468729
"89" 0 0
"90" 0 0
"91" 0 0
"92" 0 0
"93" 0 0.00321160119817838
"94" 0 0
"95" 0 0.0120583958786363
"96" 0 0
"97" 0.174206625554703 0.410371351883393
"98" 0 0.033559121268754
"99" 0 0
"100" 0 0.0233581759677358
"101" 0.0207396466658897 0.0207396466658897
"102" 0 0.0135700905679742
"103" 0 0.49555487815408
"104" 0 0
"105" 0.126035380554484 0.00951706740456994
"106" 0 0.020475996693815
"107" 0 0.0239821308024753
"108" 0 0
"109" 0 0
"110" 0 0.035675647124165
"111" 0 0
"112" 0 0.015259932164475
"113" 0 0.442127179811183
"114" 0 0
"115" 0 0.0457595306909316
"116" 0 0.0107501672208792
"117" 0.126600652313509 0
"118" 0.158199292442931 0.0233605549202203
"119" 0 0
"120" 0 0.0450607290962575
"121" 0 0.450019790372539
"122" 0 0
"123" 0 0
"124" 0 0
"125" 0.145032824509969 0
"126" 0 0.0117747227484152
"127" 0 0.0126121877767654
"128" 0 0
"129" 0 0.0223613448796074
"130" 0 0.022223957137727
"131" 0 0
"132" 0 0
"133" 0 0.00450363592459995
"134" 0 0
"135" 0.0323496853641543 0
"136" 0 0.0145945606511817
"137" 0 0.0217262493345938
"138" 0.146883658077117 0.461284639289582
"139" 0 0.508901102509548
"140" 0 0
"141" 0 0
"142" 0.0268431874419267 0.581434593246142
"143" 0 0
"144" 0.104742650342569 0
"145" 0 0
"146" 0 0.000657431301810783
"147" 0.138332804633354 0.533111091767662
"148" 0 0
"149" 0 0.490515708533943
"150" 0 0
"151" 0 0
"152" 0 0.552427346598503
"153" 0 0.00740786436059931
"154" 0 0.50276563086937
"155" 0 0.0106995451212141
"156" 0 0
"157" 0 0.0180149882278915
"158" 0 0
"159" 0 0.0202463819551727
"160" 0 0.468621172290376
"161" 0 0
"162" 0 0.0267166822687741
"163" 0.0169707819019691 0.0169707819019691
"164" 0 0
"165" 0 0
"166" 0.098007123845781 0
"167" 0 0.0131923830415674
"168" 0 0
"169" 0 0
"170" 0 0.0466387934069011
"171" 0 0
"172" 0.0358408384144105 0.0358408384144105
"173" 0 0
"174" 0 0.0167412000643673
"175" 0 0.0134915186933672
"176" 0 0
"177" 0 0.0236356898035228
"178" 0 0
"179" 0 0
"180" 0 0
"181" 0.018265957805408 0.018265957805408
"182" 0.176582870105226 0
"183" 0 0.0131287167875234
"184" 0 0
"185" 0.145605870498587 0
"186" 0 0
"187" 0 0.451243232899281
"188" 0 0
"189" 0 0
"190" 0 0
"191" 0 0.0113241422627693
"192" 0 0.404303680196515
"193" 0 0
"194" 0 0.0316106145687406
"195" 0 0
"196" 0 0.0315721383135431
"197" 0.137226578513513 0.615278639735506
"198" 0 0.026667070364317
"199" 0 0
"200" 0 0
