#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim2 14A 8 even-skipped Kruppel giant
166 18.98 64.31 73.72 12.32 47.77
167 19.09 73.27 61.03 10.74 40.68
168 19.09 37.89 63.27 15.33 214.18
169 19.35 67.18 71.48 11.48 44.39
170 19.30 49.07 70.92 14.12 177.11
171 19.39 57.98 76.97 16.48 80.66
172 19.56 21.26 42.27 10.29 195.93
173 19.66 34.80 60.48 14.00 228.66
174 19.62 24.73 45.49 12.28 205.49
175 19.54 52.52 75.62 16.12 123.42
176 19.78 28.28 53.85 13.67 219.55
177 19.81 61.50 83.34 15.19 61.13
178 19.92 15.27 23.88 6.65 165.48
179 19.82 43.67 72.77 15.44 213.08
180 20.00 75.77 60.90 8.70 36.34
181 19.91 69.87 75.66 11.93 45.55
182 19.96 40.09 62.36 14.12 207.55
183 20.26 31.35 56.85 12.65 212.20
184 20.35 46.84 76.62 14.69 155.53
185 20.36 64.34 79.25 14.91 58.74
186 20.22 55.52 76.48 15.37 85.90
187 20.27 18.28 32.90 9.82 196.71
188 20.39 72.59 69.39 13.00 51.69
189 20.36 78.53 44.33 6.47 30.63
190 20.60 37.01 64.08 14.27 215.31
191 20.55 49.82 79.69 16.74 150.39
192 20.68 58.66 83.01 16.51 70.82
193 20.72 52.80 77.97 16.11 124.41
194 20.82 67.12 85.41 15.44 61.50
195 20.81 22.75 44.72 10.56 203.47
196 20.83 26.42 50.48 12.76 208.99
197 20.94 41.47 79.97 16.45 184.54
198 21.06 34.05 62.51 14.39 218.11
199 21.24 12.70 25.23 5.61 146.44
200 21.21 44.22 79.54 16.03 195.91
201 21.24 61.77 84.99 17.34 75.72
202 21.26 70.23 71.94 13.90 60.90
203 21.32 80.31 42.59 7.25 40.90
204 21.40 76.76 58.41 10.19 42.52
205 21.43 16.07 36.18 8.06 180.65
206 21.51 29.77 56.54 13.96 211.15
207 21.51 19.83 42.51 8.90 192.56
208 21.43 73.55 70.46 11.46 52.67
209 21.65 38.68 70.12 15.62 195.49
210 21.50 55.88 88.85 17.36 103.14
211 21.72 49.15 79.00 15.85 123.23
212 21.75 64.90 82.26 15.21 72.11
213 21.88 46.49 77.81 16.75 136.28
214 21.92 24.21 51.53 11.68 197.26
215 21.84 52.32 81.69 16.67 116.52
216 22.17 32.58 66.57 15.53 187.42
217 21.97 59.25 89.63 16.46 91.00
218 22.15 67.88 80.85 14.10 66.13
219 22.35 27.48 59.67 13.63 188.92
220 22.37 35.78 71.75 15.13 168.45
221 22.31 41.48 72.87 15.45 164.09
222 22.38 78.29 58.44 9.51 59.62
223 22.43 70.74 73.28 13.76 66.73
224 22.55 81.55 51.57 8.59 70.88
225 22.49 62.13 87.81 16.81 90.53
226 22.66 55.08 94.19 18.31 105.81
227 22.52 74.25 70.06 11.62 71.94
228 22.71 17.88 39.02 8.67 172.70
229 22.77 11.05 21.99 5.50 117.48
230 22.74 14.36 33.53 7.55 150.48
231 22.77 21.42 44.39 11.35 166.95
232 22.85 44.08 81.68 18.46 128.26
233 22.94 57.51 91.71 18.22 97.25
234 22.96 49.87 92.04 19.74 122.54
235 23.04 38.53 76.99 17.01 151.56
236 23.06 52.69 90.50 17.42 114.86
237 23.10 47.02 80.84 18.22 117.16
238 23.01 65.09 86.16 16.62 90.86
239 23.21 30.80 61.13 14.73 164.91
240 23.27 24.82 50.87 11.41 170.08
241 23.38 59.93 84.32 17.71 96.51
242 23.41 76.67 70.83 11.20 75.93
243 23.44 67.73 85.00 16.52 96.33
244 23.52 33.68 62.96 14.20 151.71
245 23.67 28.13 63.64 13.79 160.71
246 23.68 41.07 77.61 17.63 135.96
247 23.79 63.11 95.41 18.31 102.67
248 23.70 70.56 86.66 13.84 98.51
249 23.67 73.63 91.00 16.29 97.84
250 23.81 79.67 71.88 11.64 96.33
251 23.80 36.46 74.15 16.51 139.21
252 23.98 16.00 38.39 9.40 131.81
253 23.96 19.52 47.10 10.94 141.56
254 23.96 12.60 30.75 7.18 114.67
255 23.99 55.17 96.50 20.73 106.42
256 24.15 22.52 48.49 11.74 134.51
257 24.07 43.48 80.93 18.98 119.50
258 24.13 9.48 23.08 4.45 88.56
259 24.25 49.02 91.93 20.45 117.51
260 24.19 51.85 97.53 20.08 114.63
261 24.28 46.14 88.19 18.86 115.52
262 24.42 83.31 57.63 7.59 90.54
263 24.39 57.98 87.50 18.47 108.87
264 24.41 65.77 87.04 17.78 108.79
265 24.66 26.26 54.64 12.89 145.12
266 24.64 32.29 66.97 16.01 142.51
267 24.67 38.13 75.62 17.73 124.59
268 24.62 61.09 94.32 18.78 116.48
269 24.75 29.52 67.14 14.84 146.77
270 24.65 68.22 96.35 16.10 122.45
271 24.81 76.26 155.29 13.10 117.06
272 24.82 35.12 70.64 17.21 132.26
273 24.95 71.24 174.83 14.10 110.94
274 24.92 41.20 76.52 18.62 120.89
275 24.98 53.45 93.46 19.66 107.46
276 25.08 14.12 36.09 7.59 123.14
277 25.13 18.03 44.06 9.89 130.22
278 25.30 11.07 26.08 6.07 94.58
279 25.20 63.03 98.00 18.91 118.82
280 25.24 23.96 58.24 13.02 127.87
281 25.29 44.11 85.49 18.39 115.28
282 25.34 56.09 99.73 20.39 124.00
283 25.48 21.32 47.75 11.13 118.52
284 25.39 47.08 87.57 19.19 122.48
285 25.34 50.49 90.64 19.69 118.25
286 25.40 59.18 92.98 19.29 132.35
287 25.43 65.42 135.78 18.82 122.00
288 25.63 83.21 84.16 7.36 105.42
289 25.84 39.27 77.45 18.73 136.72
290 25.87 33.78 77.56 17.91 141.25
291 25.88 68.47 214.24 19.35 151.59
292 25.79 80.40 132.36 11.49 149.15
293 25.81 30.63 64.75 15.51 138.02
294 25.97 36.57 78.52 17.08 140.67
295 25.84 27.37 60.25 12.82 128.11
296 25.94 74.01 194.00 16.18 142.90
297 26.01 53.17 97.31 20.08 137.86
298 26.23 41.84 81.15 18.59 134.05
299 26.16 61.24 177.03 19.73 172.32
300 26.26 76.99 170.22 13.21 142.40
301 26.23 15.93 42.38 9.14 115.46
302 26.28 19.25 46.27 10.30 123.19
303 26.25 24.24 52.68 12.57 129.81
304 26.28 48.00 84.61 20.56 138.96
305 26.50 63.87 217.02 19.54 157.57
306 26.33 71.30 204.40 14.56 153.12
307 26.53 85.30 60.33 7.97 137.68
308 26.41 12.85 33.02 7.31 104.51
309 26.45 55.39 106.52 20.43 159.55
310 26.50 58.14 201.59 20.31 154.56
311 26.62 9.74 26.05 5.60 90.41
312 26.56 44.92 84.84 19.48 136.00
313 26.60 50.69 108.97 20.83 169.42
314 26.81 28.86 62.93 15.21 130.67
315 26.94 66.74 228.26 20.65 193.60
316 26.83 31.99 68.02 17.11 132.92
317 26.91 78.88 113.87 14.08 185.49
318 27.05 21.96 50.09 11.50 119.50
319 27.01 38.78 71.68 16.83 141.23
320 27.11 35.39 77.03 17.24 147.45
321 27.01 82.66 73.77 8.91 134.06
322 27.16 25.72 58.44 13.66 128.81
323 27.08 73.30 169.49 18.83 180.17
324 27.29 80.43 103.33 12.70 171.51
325 27.18 53.05 135.83 21.20 183.74
326 27.33 88.17 39.62 6.44 122.16
327 27.27 47.67 109.47 21.31 171.38
328 27.34 18.28 46.70 10.89 135.16
329 27.30 42.07 86.86 19.56 152.65
330 27.39 15.11 38.89 9.44 121.67
331 27.46 61.39 229.04 21.26 193.00
332 27.43 70.11 183.41 18.90 197.00
333 27.61 76.05 124.19 15.91 176.96
334 27.63 55.48 221.19 23.12 174.64
335 27.73 7.97 21.49 5.24 88.79
336 27.66 58.47 238.07 24.19 200.01
337 27.75 11.97 30.72 6.25 99.51
338 27.85 30.25 64.84 15.39 143.38
339 27.67 44.90 97.12 18.60 161.62
340 27.71 33.05 67.83 13.89 150.42
341 27.83 50.45 227.08 23.70 192.90
342 27.81 64.38 217.43 18.57 200.72
343 27.96 85.32 63.40 10.90 140.97
344 27.97 90.81 20.94 3.46 58.96
345 28.17 27.33 68.75 15.19 160.25
346 28.00 39.68 88.80 18.78 163.38
347 28.15 67.64 191.20 22.11 213.50
348 28.12 24.04 58.97 13.14 143.55
349 28.20 36.87 99.94 17.88 178.12
350 28.23 21.01 53.74 11.37 140.68
351 28.39 72.99 125.52 18.23 190.11
352 28.42 17.94 48.59 9.42 135.59
353 28.30 42.59 113.11 19.61 175.50
354 28.33 47.32 228.59 22.94 198.38
355 28.69 81.66 73.90 13.60 156.13
356 28.49 53.13 236.89 25.31 219.07
357 28.50 78.66 88.01 15.67 170.07
358 28.56 14.82 50.09 9.33 143.30
359 28.47 34.32 86.12 19.55 170.02
360 28.70 88.02 40.80 7.81 94.07
361 28.74 62.54 189.02 20.88 220.83
362 28.72 57.40 224.59 25.85 228.44
363 28.74 60.13 213.06 23.04 224.06
364 28.80 70.35 120.30 19.76 189.09
365 28.85 9.48 34.16 6.00 119.83
366 28.77 31.38 90.37 18.07 180.22
367 28.89 75.73 96.00 17.54 167.13
368 29.10 44.94 225.16 23.56 219.52
369 29.04 65.22 142.53 22.31 218.64
370 29.03 50.34 230.95 24.87 224.42
371 28.97 28.95 68.41 13.92 151.54
372 29.11 39.86 197.26 20.11 199.46
373 29.13 12.62 65.26 8.79 151.09
374 29.17 22.98 146.62 14.50 184.10
375 29.09 26.09 67.07 14.41 163.05
376 29.27 55.08 185.64 24.89 228.02
377 29.36 35.49 182.89 14.91 170.02
378 29.40 84.17 54.17 10.49 87.19
379 29.46 42.42 231.90 23.72 202.49
380 29.40 47.63 237.41 25.90 230.74
381 29.52 67.66 114.82 20.27 203.76
382 29.46 18.43 170.05 13.62 180.58
383 29.42 20.37 170.54 11.94 190.67
384 29.58 32.52 206.89 18.06 199.07
385 29.67 16.00 162.79 10.36 172.70
386 29.79 7.74 101.70 5.57 109.48
387 29.78 73.15 87.48 17.26 150.59
388 29.82 79.22 78.55 14.58 140.45
389 29.89 52.63 187.79 24.34 236.94
390 29.86 61.00 138.65 25.82 224.82
391 30.12 56.64 168.93 24.63 235.88
392 30.23 86.23 65.31 12.06 78.08
393 30.01 76.28 79.39 16.13 133.94
394 29.99 10.72 133.43 7.02 154.51
395 30.04 28.83 198.24 16.70 187.30
396 30.14 70.35 102.80 20.44 172.38
397 30.09 25.37 202.75 15.07 201.12
398 30.23 49.56 197.96 24.93 243.42
399 30.23 63.89 111.11 21.29 197.56
400 30.49 81.74 73.00 15.65 92.31
401 30.16 13.67 180.62 8.84 186.04
402 30.26 37.62 231.63 22.23 236.48
403 30.31 21.87 214.73 14.45 215.88
404 30.30 46.27 215.36 25.92 241.15
405 30.40 40.53 232.87 25.91 236.10
406 30.41 43.48 234.84 26.61 236.78
407 30.43 34.65 231.30 21.73 235.27
408 30.54 18.51 193.65 14.10 213.88
409 30.63 31.45 223.21 19.55 232.34
410 30.76 66.72 101.53 23.43 183.96
411 30.82 89.72 49.04 7.68 48.66
412 31.07 8.74 130.16 7.66 203.21
413 30.95 59.10 117.65 24.65 221.46
414 30.96 51.43 140.89 26.42 237.72
415 30.94 74.95 84.63 17.63 112.65
416 31.09 15.72 201.65 12.69 222.85
417 30.99 27.18 190.34 17.39 221.14
418 31.10 24.09 191.10 16.37 230.32
419 31.25 61.65 108.48 24.87 204.50
420 31.26 78.21 81.91 18.38 86.72
421 31.18 12.16 151.67 9.60 215.84
422 31.38 72.55 87.08 20.71 127.35
423 31.34 48.02 156.18 26.13 241.33
424 31.37 53.72 114.17 23.78 228.83
425 31.34 69.47 96.69 22.71 148.24
426 31.44 29.75 185.64 20.56 236.64
427 31.38 36.74 223.02 22.78 242.20
428 31.46 39.51 180.44 21.76 237.16
429 31.41 45.12 173.02 24.95 243.77
430 31.44 56.58 119.22 25.37 235.18
431 31.55 87.69 117.85 11.67 51.00
432 31.44 33.63 220.16 21.35 244.24
433 31.53 20.50 162.80 15.37 230.72
434 31.70 64.23 107.47 23.95 176.37
435 31.57 42.19 165.51 25.22 240.02
436 31.56 83.39 92.15 16.08 64.33
437 32.06 26.46 173.94 18.85 244.78
438 32.01 50.19 116.06 28.09 238.55
439 32.10 75.28 92.27 22.64 88.36
440 32.12 80.61 107.03 18.48 52.65
441 32.22 17.39 141.77 12.46 233.64
442 32.24 66.90 102.78 24.42 138.19
443 32.16 23.41 151.73 16.23 244.53
444 32.27 13.91 126.84 11.18 229.81
445 32.27 6.62 57.62 5.28 156.39
446 32.38 58.59 106.08 25.05 196.75
447 32.33 10.04 99.43 9.24 221.67
448 32.36 31.95 178.74 22.82 243.07
449 32.43 35.49 157.16 25.00 246.69
450 32.35 44.19 132.15 24.24 241.61
451 32.51 38.44 146.18 24.10 242.13
452 32.50 52.72 107.91 27.06 226.48
453 32.48 55.51 100.16 25.87 214.62
454 32.47 69.80 98.97 24.56 111.82
455 32.81 89.42 134.02 13.25 26.21
456 32.53 61.47 107.47 26.44 185.03
457 32.60 29.22 147.95 19.66 243.56
458 32.58 47.53 124.48 29.24 231.41
459 32.72 41.52 141.75 28.51 244.66
460 32.66 77.61 93.75 20.53 65.24
461 32.81 72.66 104.07 24.80 84.00
462 32.84 83.88 164.78 16.39 35.75
463 32.82 20.74 105.42 14.41 238.53
464 33.10 64.58 104.40 28.58 134.67
465 33.28 33.44 126.38 21.80 245.54
466 33.21 50.47 108.96 29.73 210.81
467 33.33 23.98 95.92 17.20 238.80
468 33.47 80.68 201.49 22.87 34.04
469 33.50 12.28 77.74 10.21 231.31
470 33.51 16.95 87.63 14.64 237.84
471 33.46 27.03 103.80 17.99 238.75
472 33.40 45.01 101.63 24.66 227.03
473 33.41 75.22 129.91 23.78 59.73
474 33.51 6.11 42.32 6.02 158.23
475 33.60 8.94 59.93 9.44 227.68
476 33.56 56.66 102.07 28.33 190.43
477 33.66 36.45 100.23 21.98 241.81
478 33.57 53.66 107.06 28.89 197.65
479 33.59 67.18 109.65 26.78 108.33
480 33.57 69.91 131.82 27.68 80.67
481 33.64 39.71 102.21 25.61 233.44
482 33.72 59.19 109.59 29.34 159.59
483 33.68 61.93 105.86 28.79 153.00
484 33.79 30.56 103.49 21.71 239.67
485 33.79 48.19 111.07 31.09 219.74
486 34.04 42.61 103.61 27.14 228.29
487 34.09 85.99 184.50 22.07 25.33
488 34.18 77.55 206.26 27.67 38.75
489 34.13 91.56 72.37 10.94 14.61
490 34.15 21.36 81.29 15.94 233.67
491 34.30 72.29 199.91 30.02 51.90
492 34.36 88.73 104.73 12.41 17.34
493 34.31 64.47 111.36 29.68 109.07
494 34.53 83.27 185.80 28.01 26.40
495 34.42 51.41 102.30 28.94 181.08
496 34.48 24.59 77.51 19.32 229.46
497 34.46 33.35 84.84 22.88 237.03
498 34.52 4.93 20.27 4.22 115.02
499 34.57 45.21 99.00 26.93 186.43
500 34.67 27.86 84.33 19.88 230.15
501 34.57 55.01 107.71 31.65 157.20
502 34.67 14.41 60.90 12.15 231.78
503 34.71 37.93 85.52 24.24 217.34
504 34.73 11.13 41.22 9.72 217.76
505 34.70 68.33 190.96 30.58 71.98
506 34.67 7.69 30.81 7.29 178.86
507 34.66 60.83 113.82 31.82 126.90
508 34.99 75.18 199.56 28.12 38.26
509 34.87 18.16 59.14 13.42 231.81
510 34.96 40.83 93.69 25.10 195.92
511 34.81 57.91 109.78 30.90 131.55
512 34.92 48.67 109.71 32.97 184.90
513 35.06 80.37 194.71 35.77 29.39
514 35.06 30.68 75.70 20.16 222.54
515 35.18 35.62 84.20 25.24 215.20
516 35.41 65.83 222.29 35.98 68.34
517 35.36 21.68 64.30 16.66 208.14
518 35.31 53.15 109.95 33.32 134.98
519 35.52 63.12 215.13 31.51 70.66
520 35.61 92.18 51.37 13.75 11.47
521 35.50 46.10 100.93 29.29 154.26
522 35.68 84.53 115.59 22.09 18.94
523 35.61 43.31 96.35 28.85 163.97
524 35.60 24.94 72.16 19.15 216.14
525 35.75 71.57 215.24 42.02 41.18
526 35.64 5.93 21.60 5.96 130.62
527 35.65 50.91 102.43 33.93 140.52
528 35.78 88.65 74.55 19.28 15.10
529 35.93 56.87 193.88 34.18 85.94
530 35.78 9.24 32.49 9.27 195.82
531 35.81 33.18 91.61 25.72 199.82
532 35.96 60.28 220.78 36.11 76.40
533 35.84 15.52 49.66 13.09 207.42
534 35.86 28.16 76.21 21.85 210.13
535 35.85 77.44 157.41 26.61 25.85
536 35.91 38.29 97.47 27.29 168.14
537 36.03 12.64 41.69 12.44 194.31
538 36.14 68.08 208.83 36.22 46.66
539 36.06 48.49 111.74 33.82 146.63
540 36.37 18.67 54.01 15.22 177.77
541 36.26 40.76 105.57 29.02 144.51
542 36.29 80.96 156.44 35.03 23.45
543 36.48 30.65 81.57 23.79 186.84
544 36.46 35.76 81.91 27.03 167.94
545 36.50 53.23 220.50 39.62 82.72
546 36.60 22.17 63.88 20.14 178.22
547 36.48 45.43 113.00 32.72 128.11
548 36.84 6.94 28.05 7.56 152.96
549 36.83 25.08 68.58 19.41 172.70
550 36.99 50.80 218.23 36.38 92.97
551 36.78 65.38 207.27 36.47 46.00
552 36.95 78.40 157.87 54.14 24.55
553 37.01 42.86 208.12 33.95 96.04
554 36.82 62.32 218.07 37.85 50.46
555 37.07 75.48 165.15 44.25 24.44
556 37.15 90.10 67.19 36.02 13.15
557 36.97 92.93 40.54 18.28 11.38
558 37.03 10.31 36.42 12.02 154.65
559 37.05 55.90 224.22 39.58 57.07
560 37.11 84.17 117.09 57.09 18.83
561 37.13 33.26 102.14 28.67 151.16
562 37.09 69.92 190.76 46.42 31.16
563 37.04 15.79 46.72 13.79 143.84
564 37.07 38.41 134.13 31.51 134.53
565 37.12 72.62 177.91 49.65 29.12
566 37.23 28.15 79.63 23.84 160.18
567 37.23 48.06 215.08 34.65 66.34
568 37.51 13.61 54.49 13.27 129.80
569 37.32 58.97 229.80 44.01 50.84
570 37.44 20.44 64.12 18.67 150.26
571 37.76 45.50 222.94 37.08 63.00
572 37.76 80.80 132.14 70.72 20.87
573 37.81 40.44 222.38 35.32 81.64
574 37.67 35.85 187.56 32.22 111.34
575 37.77 67.13 194.11 46.59 31.81
576 37.77 86.81 95.73 55.01 16.49
577 38.29 29.58 188.40 30.55 99.16
578 37.79 53.79 233.54 48.83 51.26
579 37.81 17.83 84.62 18.70 118.00
580 37.84 63.92 180.42 45.08 34.62
581 37.91 23.12 88.78 22.00 112.70
582 37.94 61.62 209.48 55.10 39.34
583 38.06 8.28 44.06 11.13 106.10
584 38.43 90.63 64.00 66.11 14.66
585 38.32 5.11 30.61 7.50 70.22
586 38.40 51.23 229.96 51.04 47.40
587 38.32 56.20 189.83 53.15 38.94
588 38.32 71.01 150.44 60.28 27.52
589 38.30 73.99 139.74 71.48 25.59
590 38.28 77.21 124.97 66.00 22.41
591 38.35 43.20 225.72 40.47 63.73
592 38.44 32.93 201.42 31.80 68.22
593 38.58 38.18 217.95 39.83 68.91
594 38.30 48.58 220.89 48.84 49.68
595 38.54 11.21 124.24 12.62 72.00
596 38.52 59.10 201.23 64.46 38.69
597 38.59 83.20 99.64 80.64 18.24
598 38.43 14.15 101.56 16.61 100.13
599 38.71 20.31 169.82 23.41 68.16
600 39.04 26.10 195.76 28.02 71.09
601 38.83 65.07 155.48 62.66 30.18
602 38.86 68.55 150.45 69.52 30.03
603 39.02 17.01 170.65 20.72 62.80
604 39.02 35.55 222.22 39.46 54.22
605 39.12 23.30 196.00 26.83 58.84
606 39.00 46.35 217.71 52.34 44.20
607 38.94 53.32 192.17 65.29 38.19
608 39.09 86.17 80.60 87.91 17.59
609 39.11 41.05 215.84 45.18 50.98
610 39.06 62.08 168.16 60.02 30.00
611 39.19 79.25 102.47 90.80 20.29
612 39.47 13.55 176.76 21.30 50.62
613 39.34 30.77 171.44 39.23 49.77
614 39.23 75.56 109.08 78.04 22.15
615 39.40 49.04 200.41 66.19 36.83
616 39.53 43.91 217.76 57.85 42.30
617 39.57 91.82 57.85 74.44 13.70
618 39.46 72.38 127.41 97.51 25.90
619 39.66 55.23 192.58 86.14 32.32
620 39.83 59.36 166.14 109.61 29.91
621 39.87 33.33 185.67 50.23 42.18
622 39.84 67.17 143.50 119.86 27.72
623 39.86 51.53 170.98 76.55 33.55
624 39.84 82.48 96.36 117.66 18.82
625 39.96 38.90 192.43 54.82 40.67
626 40.07 10.78 152.43 17.67 39.29
627 40.06 18.95 184.56 29.46 39.18
