#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nb1 14A 8 even-skipped Kruppel giant
166 16.81 50.10 11.98 47.03 54.91
167 16.47 73.44 10.12 8.65 19.23
168 16.82 52.87 12.65 47.12 28.64
169 16.59 69.92 10.93 9.37 47.33
170 16.64 72.07 9.98 8.57 21.32
171 16.77 44.55 12.22 56.45 79.00
172 16.77 25.09 11.13 51.77 19.03
173 16.91 61.95 11.69 11.38 28.60
174 17.00 78.18 9.03 7.52 17.89
175 17.00 41.04 12.55 59.25 78.91
176 17.03 27.50 11.72 58.73 27.89
177 17.02 30.79 13.28 55.95 30.25
178 17.37 59.54 11.21 15.23 23.59
179 17.50 64.42 11.38 9.83 24.37
180 17.57 75.92 10.17 7.45 25.03
181 17.29 74.24 9.92 9.19 24.59
182 17.47 38.24 13.35 63.02 68.89
183 17.71 45.84 14.15 47.04 131.66
184 17.85 56.88 12.26 19.63 26.31
185 17.90 35.59 12.52 55.30 79.80
186 17.99 42.86 13.08 44.72 147.13
187 18.10 72.96 11.18 8.22 24.23
188 17.77 23.05 10.15 49.61 31.05
189 17.90 67.58 12.22 9.68 25.92
190 17.90 33.20 12.46 55.46 67.29
191 18.07 54.27 13.00 39.37 44.10
192 17.78 70.58 11.43 9.88 31.88
193 18.10 25.21 11.71 60.33 56.80
194 18.18 48.63 12.75 38.84 126.20
195 18.19 51.47 13.56 44.67 83.06
196 18.40 27.30 12.59 60.81 75.27
197 18.34 30.51 14.14 50.54 104.17
198 18.38 60.97 11.54 12.18 22.46
199 18.53 40.17 13.21 40.06 154.20
200 18.58 78.46 9.64 7.59 14.71
201 18.49 65.66 12.19 10.04 20.48
202 18.79 58.62 11.66 13.06 27.20
203 19.03 37.52 13.86 42.32 151.73
204 19.00 74.57 11.37 8.97 24.34
205 18.93 70.34 11.47 10.14 34.30
206 18.94 44.78 13.67 35.76 161.70
207 19.05 75.99 11.15 7.70 21.38
208 19.17 23.37 11.83 47.47 113.82
209 18.96 64.84 12.50 9.73 19.33
210 19.29 32.78 12.87 38.47 137.41
211 19.34 67.52 11.39 10.28 31.84
212 19.33 55.39 13.25 24.58 39.14
213 19.22 62.88 11.83 10.61 22.48
214 19.54 52.71 14.02 26.56 98.97
215 19.20 34.88 13.04 37.69 150.82
216 19.35 41.98 13.04 32.81 169.97
217 19.66 49.96 13.27 31.18 126.95
218 19.54 47.12 14.12 37.68 173.67
219 19.54 28.86 13.29 39.33 144.95
220 19.43 25.87 12.49 37.46 124.48
221 19.71 60.70 11.98 11.82 25.84
222 19.56 72.47 11.96 9.09 20.55
223 19.93 57.58 12.82 13.89 35.56
224 19.97 77.77 10.24 7.12 21.73
225 20.04 20.54 11.05 38.92 132.84
226 20.11 39.81 15.04 38.53 169.38
227 19.97 65.39 12.57 9.62 21.05
228 19.87 35.41 12.39 36.06 156.39
229 19.99 64.09 11.77 10.87 23.67
230 19.90 42.47 12.55 31.23 151.84
231 20.11 26.24 12.65 41.35 140.57
232 20.43 31.28 14.09 38.99 169.16
233 20.28 44.56 14.49 32.81 167.74
234 20.09 70.58 13.88 10.42 23.54
235 20.28 75.10 12.05 9.20 29.88
236 20.41 69.46 12.29 10.29 23.81
237 20.62 37.27 14.78 37.54 173.93
238 20.72 62.25 12.21 10.68 29.62
239 20.59 23.54 12.46 39.13 168.30
240 20.69 54.28 14.11 27.25 56.51
241 20.66 72.77 13.67 10.36 29.08
242 20.95 34.21 14.52 39.39 191.17
243 20.77 67.26 13.87 10.65 26.98
244 20.88 28.38 14.19 45.85 181.95
245 20.83 47.69 13.73 23.45 138.06
246 21.00 50.90 13.91 23.09 93.58
247 20.80 79.70 10.88 6.44 23.00
248 20.96 59.54 13.85 13.26 35.74
249 21.05 42.03 14.50 30.76 167.79
250 21.10 56.81 14.41 16.97 42.75
251 21.24 71.51 13.08 10.32 29.17
252 21.39 20.84 12.63 38.22 162.32
253 21.20 64.76 12.66 10.69 27.15
254 21.25 78.01 12.21 8.12 29.72
255 21.35 26.14 16.10 33.30 166.24
256 21.63 39.64 14.42 24.86 177.83
257 21.47 44.62 14.46 21.34 161.68
258 21.66 69.18 13.15 10.32 31.03
259 21.88 52.68 13.71 19.14 70.59
260 21.79 31.29 13.91 32.10 169.98
261 21.68 75.46 13.77 9.12 25.73
262 21.53 76.55 11.33 10.17 30.50
263 22.17 23.98 13.39 34.45 163.81
264 22.00 48.35 15.83 19.50 144.20
265 21.92 36.85 15.81 33.65 160.96
266 22.12 55.10 15.08 14.77 52.53
267 21.85 61.08 13.38 11.67 39.93
268 21.93 73.90 13.45 9.71 29.16
269 22.18 63.24 13.74 11.93 38.09
270 22.27 28.69 14.08 37.47 178.59
271 22.31 80.59 12.01 7.33 31.76
272 22.21 58.03 13.55 12.80 47.14
273 22.22 66.42 14.12 10.87 30.61
274 22.29 18.07 11.13 26.79 138.00
275 22.37 34.13 15.44 34.66 181.30
276 22.35 77.76 14.33 8.88 31.66
277 22.56 45.70 15.16 23.74 168.75
278 22.49 42.43 15.21 23.74 147.47
279 22.34 60.39 14.12 12.29 40.39
280 22.39 71.63 14.06 9.35 31.02
281 22.68 50.42 15.25 18.72 82.47
282 22.31 79.08 11.00 8.50 36.83
283 22.85 21.07 12.76 26.86 151.29
284 22.83 18.83 11.63 28.30 139.02
285 22.89 69.01 13.66 9.44 37.89
286 22.91 76.07 13.87 8.27 35.36
287 22.99 39.75 13.86 23.42 151.88
288 23.23 37.19 14.06 22.80 153.20
289 23.24 73.73 15.43 9.61 43.24
290 23.32 31.28 14.66 27.99 152.00
291 23.25 53.23 15.11 17.01 63.51
292 23.33 59.44 14.34 12.44 46.52
293 23.23 25.97 13.88 35.44 137.32
294 23.27 56.24 15.94 13.41 53.55
295 23.37 61.90 15.30 12.22 44.67
296 23.37 64.57 13.90 11.06 41.61
297 23.44 47.59 15.06 19.50 80.74
298 23.42 66.87 15.47 10.25 39.83
299 23.86 78.34 15.75 8.87 57.85
300 23.63 44.24 16.13 19.86 110.91
301 23.80 16.64 10.38 18.61 94.69
302 23.68 34.57 14.86 21.65 156.87
303 23.79 28.73 15.16 35.34 146.49
304 23.75 70.83 16.08 9.90 48.60
305 23.73 23.63 13.43 24.55 121.17
306 23.76 50.51 16.46 15.31 63.14
307 23.97 41.66 16.21 19.12 135.57
308 23.80 80.94 14.57 7.49 36.97
309 24.05 19.50 12.59 21.27 111.97
310 24.27 68.35 16.35 9.98 52.22
311 24.14 22.44 12.85 22.79 115.28
312 24.26 57.74 16.91 14.42 50.92
313 24.38 75.42 17.49 8.43 52.22
314 24.37 54.28 16.06 14.38 57.51
315 24.37 26.25 14.47 28.37 125.52
316 24.57 39.21 16.20 20.84 103.59
317 24.55 63.25 17.03 11.32 56.36
318 24.74 83.90 15.34 6.97 45.81
319 24.63 36.15 15.55 19.31 120.10
320 24.59 45.91 16.77 17.07 81.04
321 24.56 48.47 16.57 16.54 72.13
322 24.58 60.62 17.21 12.19 54.95
323 24.63 65.72 18.45 10.78 55.51
324 24.55 72.88 20.04 10.04 64.87
325 24.53 51.92 17.39 15.81 63.86
326 24.74 32.58 14.66 22.32 105.26
327 24.86 30.66 15.20 22.15 116.11
328 24.78 33.94 15.64 19.13 101.79
329 24.72 20.60 12.67 20.00 98.21
330 24.92 43.59 16.76 16.85 88.55
331 24.95 81.23 19.81 6.83 48.86
332 24.96 70.10 29.64 10.49 68.52
333 25.15 56.02 17.60 13.82 63.09
334 25.01 15.48 10.11 15.68 66.58
335 25.14 17.18 11.03 18.29 69.76
336 25.27 23.36 15.32 19.54 100.68
337 25.40 28.47 15.11 20.08 120.87
338 25.57 41.51 15.40 17.55 87.75
339 25.36 79.48 41.23 8.34 73.00
340 25.51 58.26 16.84 12.13 61.34
341 25.41 67.19 34.12 10.88 75.80
342 25.57 49.09 17.27 14.82 65.64
343 25.58 76.82 61.13 9.99 118.41
344 25.72 18.83 13.29 18.18 81.35
345 25.72 37.62 15.96 18.30 89.91
346 25.68 46.49 17.89 15.97 72.51
347 25.74 53.90 17.18 13.65 64.03
348 25.72 62.53 21.17 11.64 64.08
349 25.65 74.16 41.44 9.30 87.73
350 25.62 71.58 88.93 10.02 83.05
351 25.88 25.99 15.34 19.71 94.61
352 25.92 60.33 20.13 12.87 67.42
353 25.78 64.77 28.03 11.41 67.43
354 25.90 35.13 15.79 16.65 77.53
355 25.85 51.46 18.47 14.59 70.19
356 26.06 82.82 68.31 8.19 86.61
357 26.01 32.87 15.78 17.77 90.98
358 26.16 69.12 171.18 11.18 74.33
359 26.14 31.42 15.87 16.91 88.33
360 26.12 44.00 18.24 17.02 76.40
361 26.22 85.32 45.01 6.91 43.49
362 26.45 39.51 17.12 18.69 85.78
363 26.35 21.48 14.66 17.50 87.19
364 26.39 56.05 18.97 14.12 75.62
365 26.72 16.89 12.86 16.10 77.04
366 26.62 66.81 174.50 11.83 68.13
367 26.62 81.10 81.60 10.42 124.25
368 26.56 29.61 16.62 19.45 92.60
369 26.65 78.34 105.64 10.55 150.25
370 26.74 24.22 15.39 18.21 87.19
371 26.76 47.19 17.94 16.68 75.43
372 26.76 49.94 19.87 14.96 78.30
373 26.71 71.96 168.00 10.52 90.43
374 26.86 58.43 33.90 13.90 88.45
375 26.97 52.48 21.23 14.14 84.60
376 26.85 62.92 93.39 12.73 92.01
377 26.99 27.45 16.08 17.56 79.99
378 27.06 41.31 17.57 17.02 78.48
379 27.09 74.68 130.35 10.21 137.99
380 27.06 34.71 15.74 18.55 79.19
381 27.11 37.22 15.61 17.26 76.75
382 27.11 45.09 20.25 15.19 71.58
383 27.00 60.85 31.43 13.28 86.38
384 27.21 64.77 207.01 13.69 101.89
385 26.89 19.69 13.71 19.24 89.53
386 27.42 54.44 38.33 13.66 93.35
387 27.38 43.00 19.34 17.19 79.08
388 27.32 31.99 16.54 18.58 87.16
389 27.64 56.43 42.82 12.88 93.76
390 27.96 82.34 44.61 10.41 144.77
391 27.69 13.18 12.90 14.22 68.78
392 27.55 20.42 14.99 17.27 81.32
393 27.48 85.61 22.46 8.03 103.53
394 27.54 14.49 12.10 16.57 71.47
395 27.43 69.14 172.69 11.32 112.58
396 27.95 48.97 23.90 15.90 105.90
397 27.82 29.82 17.09 17.83 83.93
398 27.98 39.45 17.70 16.86 83.72
399 27.85 22.55 16.13 16.93 73.29
400 27.74 18.82 15.69 17.50 75.69
401 28.00 58.81 184.43 14.62 96.04
402 27.84 78.52 66.46 10.66 164.82
403 27.98 61.67 206.77 14.18 124.25
404 27.84 71.73 162.30 11.38 136.01
405 28.07 76.57 78.63 11.75 162.35
406 28.10 86.63 20.61 8.41 103.10
407 28.02 25.24 16.87 18.18 83.81
408 27.77 51.01 24.71 15.18 99.00
409 28.05 66.52 181.36 13.47 124.28
410 28.23 16.13 14.65 15.51 71.23
411 28.34 46.42 26.53 16.44 113.59
412 28.21 28.12 18.17 17.39 88.94
413 28.19 51.90 47.20 14.92 110.13
414 28.23 34.86 18.01 16.51 76.59
415 28.50 37.42 20.30 18.07 88.67
416 28.42 43.88 23.25 17.45 101.36
417 28.56 54.40 168.93 16.05 131.95
418 28.50 63.23 177.95 14.13 135.60
419 28.44 74.19 79.17 11.34 161.34
420 28.63 41.24 24.65 17.08 92.20
421 28.48 69.32 100.04 12.27 168.61
422 28.70 21.35 17.60 16.64 86.43
423 28.71 31.49 18.31 17.28 83.09
424 28.70 84.29 25.83 9.88 143.88
425 28.66 88.11 12.90 7.32 37.08
426 29.04 59.96 208.03 16.31 137.47
427 29.00 71.76 71.78 11.62 171.62
428 29.00 57.09 212.38 16.30 135.93
429 28.84 13.81 15.90 16.06 83.96
430 28.84 23.54 19.11 17.86 84.82
431 29.11 65.01 126.58 14.61 154.19
432 29.07 18.86 19.47 16.26 85.15
433 29.27 29.84 22.54 18.30 89.92
434 29.46 33.32 23.10 17.84 95.50
435 28.97 48.55 72.00 17.93 141.83
436 29.13 12.66 20.08 14.18 83.66
437 29.11 25.04 20.19 18.04 87.54
438 29.50 52.69 188.18 18.66 139.62
439 29.33 67.32 80.47 12.33 189.93
440 29.27 79.06 27.57 10.94 158.12
441 29.38 27.49 21.16 17.77 89.54
442 29.38 16.61 29.85 15.99 102.10
443 29.57 75.65 36.69 12.11 159.19
444 29.64 86.80 18.06 10.07 67.83
445 29.24 15.08 18.68 16.68 96.00
446 30.02 50.46 194.66 19.13 158.11
447 29.44 35.95 24.38 17.04 100.62
448 29.39 43.06 70.50 18.67 135.04
449 29.40 76.89 35.57 11.05 169.62
450 29.46 83.38 23.85 10.09 118.95
451 29.77 73.66 42.86 11.18 164.25
452 29.86 69.89 65.89 12.52 162.47
453 29.66 62.68 130.29 14.58 170.56
454 29.72 47.71 143.62 17.75 154.29
455 29.83 55.54 198.42 16.46 150.31
456 29.80 20.47 32.55 17.10 99.07
457 29.76 22.96 32.89 18.42 110.42
458 29.96 39.79 128.55 17.29 93.62
459 29.82 41.46 141.98 17.80 107.33
460 29.93 45.25 191.79 17.74 120.19
461 30.01 80.79 18.07 8.80 88.04
462 30.04 37.43 43.52 18.07 135.13
463 29.94 15.65 75.67 18.54 124.54
464 30.05 26.41 30.35 17.87 103.31
465 30.17 14.12 123.21 17.08 96.39
466 30.22 60.41 121.50 16.13 215.76
467 30.16 57.78 131.90 14.57 133.48
468 30.13 18.16 111.70 17.72 128.65
469 30.50 65.00 75.12 14.47 178.80
470 30.21 30.48 42.88 17.14 102.07
471 30.29 34.63 45.70 18.18 118.98
472 30.26 42.62 155.93 19.78 146.33
473 30.51 67.52 61.36 13.92 165.80
474 30.51 83.58 21.08 10.89 79.89
475 30.68 71.91 30.28 11.34 137.37
476 30.58 77.92 24.82 12.02 130.31
477 30.86 25.18 166.37 20.70 137.10
478 30.59 22.17 141.78 20.08 149.32
479 30.85 20.10 152.96 18.89 168.60
480 30.85 15.91 157.85 19.19 154.46
481 30.75 47.62 195.92 20.64 195.50
482 30.86 62.53 73.03 15.19 207.16
483 30.88 38.37 219.02 18.86 170.76
484 30.98 74.21 28.51 13.77 119.36
485 30.99 27.88 183.54 19.01 130.94
486 30.90 32.62 209.03 20.39 143.12
487 30.78 54.78 143.41 17.15 184.41
488 31.24 88.97 78.49 10.44 26.90
489 30.99 41.53 198.96 19.45 151.69
490 30.96 44.28 214.53 19.04 197.38
491 31.09 59.19 119.51 16.22 208.10
492 31.15 35.56 218.82 21.09 191.65
493 31.47 30.43 204.38 20.87 190.24
494 31.26 69.51 31.68 12.63 145.12
495 31.32 12.86 135.09 16.86 158.48
496 31.24 52.55 107.47 17.89 223.11
497 31.37 56.62 71.19 17.63 231.91
498 31.45 49.80 114.05 19.12 225.67
499 31.62 82.18 26.35 11.52 63.81
500 31.64 84.87 38.60 13.04 55.81
501 31.66 66.74 44.76 14.21 137.65
502 31.78 75.95 22.89 11.73 98.52
503 31.67 40.06 198.36 20.83 220.63
504 31.54 19.28 171.63 18.67 206.02
505 31.85 64.17 38.95 16.34 174.10
506 31.90 78.36 22.38 12.56 77.69
507 31.82 46.76 135.15 19.00 237.21
508 31.85 61.55 68.61 16.43 181.86
509 31.95 17.42 142.39 20.30 189.62
510 32.01 37.47 151.24 20.56 230.92
511 32.01 44.07 143.27 21.31 239.80
512 31.95 71.64 21.61 13.94 116.01
513 32.13 54.02 65.29 18.58 230.30
514 32.05 15.14 114.93 18.05 195.26
515 32.03 24.30 135.73 18.21 207.57
516 32.09 33.59 182.37 20.01 215.38
517 32.16 26.53 157.43 19.87 219.52
518 32.16 59.09 53.45 17.64 212.25
519 32.27 20.91 126.38 19.93 225.36
520 32.15 22.76 144.97 18.34 222.69
521 32.16 87.62 122.59 14.18 25.03
522 32.46 42.06 122.01 21.67 233.54
523 32.34 51.42 65.03 18.01 228.40
524 32.19 80.47 26.53 12.11 67.00
525 32.44 11.90 83.40 19.62 173.99
526 32.37 28.73 148.35 19.63 205.84
527 32.60 73.79 20.34 12.10 84.70
528 32.53 69.01 22.64 13.79 104.08
529 32.70 35.58 121.37 20.03 238.86
530 32.64 48.80 71.88 19.92 233.28
531 32.60 56.59 39.55 18.55 215.42
532 32.97 85.01 133.62 14.02 26.86
533 32.78 66.49 23.12 15.05 112.53
534 32.85 39.67 144.99 23.82 234.10
535 32.86 31.10 128.32 21.58 236.53
536 33.17 81.36 107.01 13.67 42.52
537 33.01 18.86 83.38 19.61 208.52
538 32.95 45.85 70.35 19.64 236.43
539 32.79 79.34 39.02 13.10 63.47
540 32.98 61.40 31.23 16.89 186.91
541 32.96 63.88 25.68 16.20 122.11
542 33.03 13.95 79.81 19.90 208.74
543 33.05 88.53 114.77 15.04 20.62
544 33.40 16.34 69.99 20.41 221.96
545 33.08 76.07 25.86 13.04 60.83
546 33.17 71.42 20.47 14.34 83.47
547 33.21 23.76 92.79 20.94 229.76
548 33.50 37.39 82.26 22.22 236.75
549 33.48 43.71 67.77 24.29 233.29
550 33.30 54.09 41.66 18.73 208.33
551 33.35 58.85 27.08 17.55 184.62
552 33.39 26.36 78.32 19.97 233.05
553 33.51 33.61 69.73 20.91 243.35
554 33.61 28.82 83.84 20.44 238.93
555 33.45 50.75 48.00 19.47 225.94
556 33.57 21.29 77.18 20.27 221.12
557 33.86 12.09 47.38 18.78 208.65
558 33.62 47.84 49.27 19.90 232.43
559 33.91 41.49 62.20 23.19 224.84
560 33.78 68.46 20.99 15.14 76.10
561 34.06 77.78 152.90 16.07 34.39
562 33.90 56.33 25.95 17.98 167.46
563 33.87 65.58 22.82 17.22 91.13
564 33.89 73.47 27.03 14.87 65.14
565 34.12 62.93 23.90 19.09 110.40
566 34.24 39.34 57.78 22.94 235.02
567 34.12 52.78 53.20 19.01 211.35
568 34.25 31.44 54.06 23.06 238.42
569 34.30 35.55 57.97 21.21 226.59
570 34.29 60.61 24.70 17.93 146.77
571 34.19 70.47 25.94 15.85 67.79
572 34.34 75.55 152.68 15.95 40.73
573 34.15 79.50 153.71 19.15 32.98
574 34.35 88.69 108.78 29.47 14.48
575 34.32 18.99 51.16 20.26 222.14
576 34.50 45.83 37.73 21.82 223.28
577 34.53 86.62 115.05 26.36 17.54
578 34.24 81.83 159.78 17.22 27.84
579 34.30 14.19 41.84 18.84 198.48
580 34.53 24.41 45.39 20.77 221.86
581 34.67 84.05 133.13 20.42 20.74
582 34.76 26.99 49.77 20.57 229.81
583 34.61 58.36 24.72 18.80 133.54
584 34.46 91.39 53.67 20.62 10.83
585 34.67 50.72 32.56 20.65 203.51
586 34.79 48.20 34.93 19.65 203.96
587 34.73 54.84 25.85 19.05 143.43
588 34.65 15.45 40.32 19.31 203.47
589 34.57 17.73 48.83 18.66 216.20
590 34.73 43.21 39.27 25.16 223.22
591 34.63 21.60 46.56 20.72 216.00
592 34.76 66.83 33.11 18.05 72.41
593 34.76 9.00 29.38 16.72 113.76
594 35.00 29.31 38.16 22.08 232.82
595 35.08 33.42 39.89 21.88 233.57
596 35.12 37.77 36.86 20.55 208.96
597 34.97 11.40 31.73 19.98 175.01
598 35.03 64.24 31.14 19.67 83.24
599 35.23 73.62 168.51 17.90 32.83
600 35.11 68.87 58.56 20.66 60.54
601 35.21 71.40 150.33 18.04 40.25
602 35.56 89.49 72.06 27.22 11.62
603 35.36 40.68 31.74 25.16 208.64
604 35.53 20.27 35.06 21.56 218.21
605 35.43 53.38 24.85 21.00 151.81
606 35.28 61.83 32.35 20.00 85.68
607 35.41 80.21 144.53 23.32 20.99
608 35.54 16.96 25.41 18.80 179.61
609 35.53 78.03 193.25 25.60 23.31
610 35.55 56.76 24.88 21.51 109.06
611 35.69 35.61 28.39 21.46 221.52
612 35.73 14.00 25.80 21.62 191.35
613 35.71 31.20 31.31 22.99 219.45
614 35.68 22.89 33.45 19.94 216.18
615 35.62 59.22 32.80 20.81 98.36
616 35.83 75.88 204.87 22.62 25.07
617 35.72 43.99 27.28 24.34 183.18
618 35.94 46.30 27.19 21.62 160.90
619 35.64 91.25 61.02 38.55 8.80
620 35.83 25.51 29.00 23.29 215.64
621 35.80 65.73 171.69 22.19 47.97
622 35.88 51.11 27.13 24.90 156.42
623 36.11 87.56 70.27 32.29 13.22
624 35.97 48.72 25.82 22.67 162.96
625 35.91 82.32 103.64 27.82 16.61
626 36.06 10.57 21.61 19.25 165.53
627 36.02 85.35 75.76 29.29 14.23
