#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
lesl26 14A 8 Kruppel even-skipped fushi-tarazu
166 16.19 52.39 24.72 3.40 30.95
167 16.63 59.74 23.95 3.12 33.39
168 16.40 65.15 18.26 3.59 30.49
169 16.46 45.42 20.86 3.52 34.14
170 16.37 24.73 30.00 2.97 31.27
171 16.50 33.79 46.55 3.79 30.30
172 16.79 32.51 45.87 3.33 30.04
173 16.58 21.69 20.15 2.10 29.56
174 16.59 39.33 36.00 3.67 33.31
175 16.77 26.14 34.87 2.53 30.00
176 16.90 41.74 37.31 3.37 31.91
177 16.64 51.47 20.42 2.90 33.97
178 16.59 69.76 11.88 2.76 26.29
179 16.97 46.99 25.80 3.46 31.26
180 16.89 23.69 29.54 2.00 29.54
181 17.20 28.32 44.22 3.01 30.42
182 17.03 44.45 30.88 3.90 30.69
183 16.95 67.74 13.43 2.79 30.23
184 16.86 53.17 26.00 3.08 37.85
185 17.06 54.44 32.22 3.76 28.67
186 17.16 72.96 12.77 2.21 29.44
187 17.29 30.87 39.25 2.67 28.57
188 17.02 74.89 10.38 2.57 26.86
189 16.99 58.11 15.00 2.50 38.50
190 17.35 64.43 27.36 4.53 31.02
191 17.33 48.89 21.37 3.03 35.76
192 17.69 35.52 36.44 3.32 33.57
193 17.12 65.93 20.00 3.00 30.00
194 17.39 55.85 26.28 3.53 32.66
195 17.87 70.20 12.90 3.79 30.68
196 17.89 22.11 26.36 2.45 28.57
197 17.52 38.30 36.83 3.76 30.66
198 17.17 56.68 24.33 4.33 35.00
199 17.61 66.50 15.27 3.51 32.02
200 17.32 58.45 21.09 2.91 35.36
201 17.52 40.59 23.54 2.37 36.89
202 17.65 50.66 19.53 3.20 33.49
203 17.52 25.98 37.53 2.87 29.63
204 17.84 74.19 11.75 2.45 29.03
205 17.85 53.62 20.70 4.03 34.42
206 18.11 76.06 11.71 3.14 28.36
207 17.79 32.21 28.94 3.32 33.15
208 18.25 46.63 19.88 3.24 35.93
209 18.03 57.56 20.17 4.02 32.13
210 17.87 59.28 18.36 3.50 34.24
211 17.80 60.54 18.40 3.40 34.70
212 18.20 44.79 23.35 3.91 31.58
213 18.22 61.61 22.23 3.67 30.12
214 18.19 26.49 33.92 2.85 31.96
215 18.69 29.26 35.18 2.97 30.79
216 18.25 65.00 15.91 3.20 31.68
217 18.70 39.55 37.44 3.29 33.78
218 18.35 66.82 14.52 3.96 29.67
219 18.57 72.39 12.36 3.67 28.00
220 18.42 51.20 16.75 3.45 33.95
221 18.55 56.21 20.56 3.36 34.18
222 18.66 23.62 25.73 2.76 30.67
223 18.49 73.60 11.55 2.73 30.45
224 18.86 31.59 33.03 3.36 27.16
225 18.64 68.33 13.08 3.23 29.75
226 19.10 25.13 21.92 2.59 28.96
227 18.79 43.39 22.89 3.59 34.15
228 18.81 53.86 20.31 4.06 37.47
229 18.73 34.21 29.55 3.82 40.09
230 19.04 64.65 14.24 3.94 30.34
231 19.02 49.32 17.57 3.74 36.08
232 19.05 70.21 12.99 3.24 29.56
233 18.94 74.66 12.38 3.85 27.55
234 19.06 44.60 19.79 4.53 35.91
235 19.14 63.12 15.25 3.50 32.39
236 19.30 59.62 18.62 4.22 32.71
237 19.21 55.31 18.32 3.90 37.03
238 19.27 57.41 18.00 3.75 35.68
239 19.43 47.25 20.09 3.43 33.66
240 19.57 22.98 18.31 2.50 31.00
241 19.55 51.95 16.20 3.76 33.26
242 19.65 61.18 15.39 3.47 33.95
243 19.49 65.47 12.19 3.71 29.95
244 19.59 74.23 13.54 3.98 28.94
245 19.52 32.08 20.18 2.47 33.65
246 19.76 71.46 13.82 4.12 28.80
247 19.64 77.72 10.98 2.62 28.11
248 19.76 41.02 22.47 3.98 38.53
249 19.83 35.28 26.23 3.32 35.36
250 20.03 43.14 22.45 4.04 32.14
251 19.77 45.24 19.50 4.00 34.29
252 19.74 75.82 13.13 3.65 29.43
253 19.78 29.90 27.48 4.61 34.48
254 20.04 72.83 13.49 3.57 30.98
255 19.83 62.53 17.78 5.11 37.44
256 20.17 68.16 13.41 4.46 32.48
257 20.14 33.48 23.14 3.51 36.05
258 19.93 31.28 21.42 3.25 37.50
259 20.15 65.11 14.00 3.35 33.61
260 20.06 69.23 14.10 4.90 32.70
261 20.05 47.46 20.83 3.33 38.67
262 20.36 63.88 15.21 4.84 33.29
263 20.60 20.53 14.25 2.55 30.43
264 20.51 37.99 19.19 4.18 36.07
265 20.42 49.60 16.18 3.55 32.52
266 20.11 51.51 21.67 3.67 33.67
267 20.45 53.72 19.88 4.12 37.26
268 20.33 27.31 21.59 3.38 32.28
269 20.20 62.85 18.57 4.29 32.57
270 20.28 76.54 13.05 3.18 27.09
271 20.31 30.04 24.25 4.21 30.83
272 20.30 41.10 22.50 5.10 39.20
273 20.88 58.86 16.58 4.23 34.59
274 20.39 60.87 18.82 3.18 33.27
275 20.59 28.76 24.03 3.20 32.26
276 20.47 31.76 25.62 4.10 33.86
277 20.83 62.30 14.20 4.07 32.33
278 20.52 47.77 18.48 4.37 33.11
279 20.73 75.14 11.50 3.42 30.60
280 21.36 45.25 23.01 4.12 35.37
281 21.02 22.65 15.65 3.44 30.44
282 20.94 41.83 18.69 3.15 37.13
283 20.53 67.32 15.50 4.00 35.50
284 20.82 69.67 14.36 5.61 30.79
285 21.12 71.96 13.66 4.20 28.41
286 20.83 26.09 15.13 2.91 35.30
287 20.62 43.82 29.00 4.00 34.50
288 20.77 24.99 19.71 3.06 31.59
289 20.86 36.06 18.32 3.14 33.86
290 20.84 34.49 22.23 3.17 34.60
291 21.04 65.22 14.80 4.37 33.34
292 21.00 46.90 18.64 3.57 36.18
293 21.16 32.38 19.33 3.74 35.71
294 20.93 51.38 17.33 5.00 34.67
295 21.10 60.56 14.88 3.68 30.91
296 21.17 76.63 13.00 4.63 28.50
297 21.29 24.06 16.23 3.71 31.16
298 21.30 27.70 19.20 3.54 33.96
299 21.36 52.08 16.21 3.67 37.54
300 21.54 68.32 13.56 4.42 30.50
301 21.69 19.68 12.48 2.28 30.38
302 21.50 39.25 19.32 4.58 34.84
303 21.46 70.46 12.11 4.50 31.42
304 21.30 37.56 22.12 4.25 34.12
305 21.55 53.82 20.50 4.69 32.83
306 21.57 79.55 11.02 8.69 28.18
307 21.62 36.52 21.69 4.81 37.14
308 21.82 33.97 19.66 3.82 35.17
309 21.56 26.04 18.52 2.70 32.00
310 21.58 61.82 14.23 3.62 33.65
311 21.95 67.19 13.52 4.77 31.98
312 21.86 75.82 11.83 5.17 29.98
313 22.26 38.40 18.95 4.10 36.38
314 22.20 24.72 17.12 3.53 30.39
315 22.12 42.69 18.40 4.81 34.89
316 21.83 60.81 18.20 3.90 31.10
317 22.08 63.53 12.87 4.35 33.86
318 21.97 58.49 14.72 5.06 33.45
319 22.40 31.37 19.49 3.87 34.52
320 22.20 54.49 15.44 4.37 34.04
321 22.01 71.70 13.07 5.60 29.13
322 22.25 27.42 20.47 4.05 32.55
323 21.98 35.75 14.00 5.00 35.00
324 22.25 57.01 15.18 3.96 32.04
325 22.15 52.56 19.15 5.10 34.90
326 22.42 18.24 11.00 2.26 29.94
327 22.38 74.08 11.98 5.10 29.61
328 22.82 77.74 12.72 97.03 31.03
329 22.43 35.64 20.33 3.44 34.93
330 22.55 72.52 12.22 5.53 29.47
331 22.57 50.21 17.05 4.44 36.61
332 22.55 70.48 12.88 4.21 31.62
333 22.70 40.62 16.15 3.89 35.54
334 22.44 51.71 16.42 3.33 36.00
335 22.77 28.30 17.52 3.65 31.96
336 22.75 45.01 17.00 4.00 36.13
337 22.49 19.42 12.25 1.75 29.25
338 22.73 29.87 19.04 3.26 33.57
339 22.69 55.22 18.14 5.68 32.86
340 22.92 58.98 15.36 4.85 33.85
341 23.08 61.39 14.62 4.21 32.29
342 22.77 19.99 11.14 2.00 32.86
343 23.20 22.42 18.56 3.81 30.27
344 23.02 53.89 15.31 3.86 37.22
345 23.02 32.85 18.85 4.09 35.37
346 23.05 52.08 16.11 3.52 35.84
347 23.28 17.60 11.62 2.35 29.01
348 23.38 34.46 17.76 3.87 35.91
349 23.04 41.96 20.55 4.45 38.90
350 23.04 56.25 16.20 5.20 34.33
351 23.26 71.82 13.37 7.68 28.37
352 23.34 79.88 12.17 93.29 30.32
353 23.36 66.79 13.33 5.60 30.62
354 23.02 67.71 13.00 6.33 35.33
355 23.29 68.93 13.04 6.66 32.19
356 23.17 65.35 15.00 4.37 30.21
357 23.36 19.23 13.03 2.44 30.00
358 23.93 63.73 14.97 5.78 31.83
359 24.05 74.36 13.67 115.32 29.01
360 23.59 28.81 17.74 4.14 34.02
361 23.82 26.49 17.07 3.15 31.65
362 23.66 48.64 17.79 5.10 33.79
363 23.78 55.86 15.00 4.47 33.00
364 23.55 59.54 14.50 5.06 33.44
365 23.64 37.46 18.00 4.29 35.00
366 23.74 54.19 17.13 4.22 38.35
367 23.82 40.30 16.57 3.26 38.78
368 23.97 51.72 15.90 4.58 35.17
369 23.73 62.61 16.25 5.67 35.42
370 24.05 38.93 18.34 4.23 36.33
371 24.36 69.30 14.23 80.30 31.34
372 24.03 30.45 17.42 3.54 36.02
373 24.01 35.41 22.64 4.18 35.14
374 24.15 32.56 18.51 3.52 38.20
375 23.91 60.06 19.14 7.29 33.29
376 23.90 65.89 15.33 5.00 32.58
377 24.14 47.38 17.30 5.67 36.82
378 24.50 77.51 13.58 150.21 30.46
379 24.26 19.55 14.76 2.68 31.32
380 24.26 58.13 15.33 5.47 34.28
381 24.40 17.18 10.98 2.24 28.38
382 24.45 65.57 14.94 6.45 32.81
383 24.88 41.75 16.44 5.18 35.47
384 24.31 49.89 13.22 4.44 35.89
385 24.88 80.25 12.08 97.28 27.82
386 24.64 27.53 15.80 4.21 33.26
387 24.74 59.98 15.35 5.85 35.66
388 24.50 49.25 16.17 3.83 40.83
389 24.74 56.72 16.07 5.63 32.60
390 25.08 38.33 16.72 4.72 36.80
391 24.81 25.20 15.37 3.16 29.63
392 24.73 39.42 13.22 4.22 36.67
393 24.97 48.34 15.04 5.13 34.78
394 25.11 35.86 17.46 4.50 36.87
395 25.23 52.20 15.47 5.35 35.81
396 25.05 50.03 14.60 4.69 33.43
397 25.26 54.73 15.64 4.59 35.70
398 25.36 32.58 16.65 3.29 36.21
399 25.14 27.89 15.90 4.00 34.20
400 25.32 47.18 16.81 5.04 35.67
401 25.64 73.06 15.82 149.85 31.60
402 25.36 82.71 12.73 40.52 27.16
403 25.57 70.34 15.57 176.46 32.63
404 25.56 17.25 10.98 2.28 25.26
405 25.46 21.91 13.68 3.32 29.14
406 25.63 67.33 14.86 145.21 34.53
407 25.41 43.71 15.55 4.59 38.68
408 26.02 76.06 14.47 89.32 30.01
409 25.42 56.46 15.69 4.54 34.85
410 25.69 19.41 11.26 2.65 29.30
411 25.51 36.77 15.44 5.56 38.78
412 25.93 59.24 15.31 8.62 36.50
413 25.82 84.86 12.24 15.90 84.22
414 25.82 40.18 17.57 4.86 37.39
415 25.99 49.22 15.64 5.33 35.67
416 25.85 57.56 15.41 7.85 36.11
417 25.89 37.67 13.68 4.45 35.86
418 26.17 44.09 15.97 5.21 36.69
419 25.97 46.05 17.74 5.36 37.43
420 25.91 42.71 14.44 4.83 34.78
421 26.33 38.84 16.22 4.68 34.63
422 26.07 53.62 14.10 5.65 34.00
423 26.44 65.23 15.85 156.02 33.01
424 26.17 36.05 17.90 4.02 35.81
425 26.81 80.11 13.96 19.66 124.54
426 26.62 20.68 12.28 3.14 29.40
427 26.32 56.77 16.45 6.00 37.23
428 26.87 83.82 12.95 16.49 161.32
429 26.43 25.60 12.89 3.81 30.84
430 26.40 54.94 14.96 6.07 39.11
431 26.65 62.54 15.75 115.57 34.64
432 26.48 30.76 14.58 4.26 36.17
433 26.45 47.30 16.12 5.88 37.46
434 26.47 41.49 16.07 4.90 35.12
435 26.89 28.58 15.07 4.16 33.17
436 26.75 51.70 16.21 5.45 34.53
437 26.99 69.50 14.94 129.35 33.95
438 26.82 23.75 14.88 3.68 29.96
439 27.03 72.13 15.32 91.15 33.51
440 26.72 49.51 14.41 5.62 34.17
441 26.79 40.35 16.92 6.17 34.67
442 26.93 86.49 11.56 8.87 139.80
443 27.19 54.37 16.33 9.59 35.58
444 27.36 59.91 15.90 128.70 35.49
445 26.85 43.66 14.67 5.33 34.00
446 27.06 74.52 16.87 52.51 33.28
447 27.34 15.25 9.96 2.23 29.36
448 27.40 44.89 16.74 6.49 35.88
449 27.40 37.91 15.79 5.17 34.87
450 27.07 42.77 16.35 5.25 32.80
451 27.19 47.25 17.02 6.43 37.92
452 27.29 56.82 14.80 13.68 33.45
453 27.54 67.29 15.76 111.91 32.77
454 27.97 76.13 17.72 23.10 137.68
455 27.40 26.22 12.53 3.70 30.19
456 27.89 50.10 16.61 8.81 38.18
457 27.50 22.54 11.87 3.65 30.57
458 27.61 31.46 14.83 4.34 34.19
459 27.37 20.93 12.67 3.44 31.11
460 27.61 52.32 17.96 9.62 36.04
461 28.09 42.65 15.69 6.45 35.55
462 27.93 24.47 11.77 4.04 30.59
463 28.10 64.91 15.82 126.84 34.42
464 27.69 19.73 11.45 3.73 31.36
465 27.71 48.70 16.53 9.33 37.13
466 28.23 72.62 18.04 26.77 164.74
467 27.79 29.14 14.77 5.77 32.41
468 27.85 81.46 16.38 10.35 173.46
469 28.30 46.55 16.18 9.03 35.66
470 28.03 62.45 16.38 79.11 37.81
471 28.25 78.90 16.29 21.89 187.94
472 27.99 27.69 12.47 4.87 29.53
473 28.30 32.87 14.38 6.71 33.33
474 28.09 18.96 10.94 4.50 28.25
475 28.27 21.92 11.17 3.78 28.24
476 28.24 34.30 14.15 6.74 33.00
477 28.62 53.92 14.98 85.35 37.17
478 28.26 56.85 16.67 88.93 38.14
479 28.24 20.22 12.31 3.94 27.69
480 28.35 29.99 14.04 4.92 33.37
481 28.54 85.64 14.40 5.86 157.48
482 28.85 69.50 17.26 34.14 153.82
483 28.49 82.50 15.50 7.56 172.60
484 28.39 35.94 14.71 5.62 35.41
485 28.48 37.46 16.33 6.90 34.33
486 28.52 87.74 13.65 4.65 128.42
487 28.41 45.01 16.19 7.81 31.10
488 28.62 59.50 16.68 79.71 38.51
489 28.67 27.56 13.39 5.31 31.56
490 28.83 66.65 15.98 75.45 36.67
491 29.00 39.83 16.58 8.93 34.30
492 28.65 18.71 14.00 7.17 28.67
493 28.91 31.57 14.41 6.18 33.00
494 29.36 51.74 16.95 100.53 37.95
495 29.26 62.80 17.84 79.42 33.66
496 29.13 20.47 11.29 5.57 29.02
497 29.22 23.74 12.02 5.75 32.14
498 29.16 48.48 15.86 69.13 33.83
499 29.05 56.54 17.43 104.46 40.31
500 29.04 18.03 9.41 6.00 27.29
501 29.10 74.92 15.33 22.33 192.56
502 28.93 19.22 12.25 6.00 31.00
503 29.34 28.77 14.96 8.02 28.02
504 29.59 43.54 16.49 79.97 36.64
505 29.62 74.17 18.36 16.70 199.21
506 29.71 77.43 17.94 10.82 191.40
507 29.61 79.60 18.06 8.22 190.97
508 29.72 83.59 15.90 5.87 135.92
509 29.60 35.95 14.42 10.96 34.64
510 29.73 71.94 18.94 17.96 213.28
511 29.28 21.66 9.67 5.33 27.33
512 29.30 22.46 13.33 5.67 31.00
513 29.81 86.39 14.52 6.55 75.92
514 29.60 88.53 12.75 6.66 56.68
515 29.75 45.85 17.02 80.45 36.66
516 29.57 58.90 17.99 83.58 36.25
517 29.42 18.77 10.00 7.75 32.88
518 29.66 31.22 14.70 8.61 32.55
519 29.90 67.06 19.46 25.05 196.70
520 29.80 26.43 13.38 9.62 30.52
521 30.12 41.08 15.23 129.61 36.28
522 29.91 22.54 13.19 9.72 31.47
523 29.81 18.38 11.70 21.00 38.30
524 30.02 19.62 11.82 18.04 30.47
525 29.77 27.78 13.00 8.25 33.50
526 30.32 55.61 18.69 100.60 37.99
527 30.40 50.21 16.58 141.21 37.93
528 30.63 60.50 18.25 37.31 149.88
529 30.60 65.04 19.48 30.03 186.09
530 30.52 15.09 10.24 52.30 28.56
531 30.97 17.46 11.13 88.64 28.65
532 30.54 25.05 13.18 94.63 33.40
533 30.52 47.78 17.65 164.60 41.79
534 30.51 52.81 18.37 99.31 36.15
535 30.29 58.01 18.60 82.77 43.13
536 30.63 69.81 19.24 16.32 212.50
537 30.68 30.16 14.31 103.27 33.22
538 30.70 33.11 14.66 104.04 35.10
539 30.80 38.85 16.91 172.42 36.89
540 30.73 62.91 16.22 28.40 181.69
541 30.91 87.80 16.36 55.59 26.78
542 31.01 81.03 18.25 7.89 77.03
543 30.93 22.53 12.95 111.46 31.61
544 30.97 35.13 15.46 147.00 36.49
545 31.27 20.21 12.32 84.34 30.76
546 30.94 75.15 19.36 8.82 189.94
547 31.07 43.16 16.65 158.91 36.05
548 31.00 45.42 18.87 140.75 35.76
549 30.92 84.40 17.36 10.42 40.95
550 31.24 72.46 18.82 8.30 202.20
551 30.77 78.39 19.14 6.71 102.71
552 31.47 58.27 18.38 40.15 192.02
553 31.44 77.54 19.46 8.08 82.02
554 31.42 27.35 14.30 128.09 31.38
555 31.41 67.48 18.99 17.36 218.02
556 31.28 53.65 22.32 82.27 39.05
557 31.46 50.67 19.30 108.73 42.70
558 31.50 62.53 19.48 32.92 208.20
559 31.78 36.83 16.67 166.68 40.63
560 31.71 40.98 18.42 154.97 38.29
561 31.89 31.87 16.22 156.92 34.06
562 31.81 47.95 19.34 107.86 39.76
563 31.99 24.79 13.55 114.28 31.81
564 32.13 56.35 18.28 34.61 192.10
565 31.97 13.53 10.86 36.45 26.00
566 31.98 64.95 20.94 11.66 211.59
567 32.33 70.02 19.88 7.68 178.41
568 32.24 84.73 23.67 117.77 30.85
569 32.23 15.61 11.27 59.85 27.55
570 32.17 29.31 15.89 110.11 34.38
571 32.11 44.99 19.13 76.95 36.86
572 32.37 51.92 20.74 30.08 184.68
573 32.44 54.35 19.71 21.44 213.12
574 32.29 60.80 19.33 21.27 203.62
575 32.20 82.01 23.22 68.17 29.60
576 32.37 22.10 12.83 98.80 32.90
577 32.31 75.12 20.90 10.32 85.54
578 32.48 34.72 16.70 111.28 35.47
579 32.37 38.76 19.51 109.61 38.59
580 32.88 72.54 21.56 7.26 108.25
581 32.80 62.74 19.60 11.86 211.60
582 32.77 19.22 11.88 55.99 30.86
583 32.75 67.63 20.27 8.34 189.56
584 33.09 27.06 14.15 67.91 33.92
585 33.18 44.06 20.12 30.06 186.69
586 33.08 48.26 19.88 28.31 194.05
587 33.04 58.44 23.09 15.11 210.86
588 33.06 76.73 23.67 50.25 34.94
589 33.13 86.49 23.49 96.92 31.18
590 32.99 32.77 17.73 65.85 38.92
591 33.41 79.94 26.68 149.15 35.24
592 33.13 14.48 11.98 13.44 31.60
593 33.12 36.97 18.30 61.86 37.74
594 33.34 64.98 20.56 7.40 196.15
595 33.21 24.15 14.31 55.72 30.61
596 33.15 29.94 17.51 60.29 36.82
597 33.73 41.60 19.04 30.19 191.64
598 33.63 50.68 20.42 18.03 225.23
599 33.63 55.81 21.29 13.44 211.95
600 33.71 60.50 19.67 8.88 202.00
601 33.82 83.24 31.91 138.29 31.18
602 33.53 17.99 13.54 23.24 60.37
603 33.76 53.25 21.52 23.49 213.31
604 34.08 39.02 20.33 22.14 178.59
605 33.86 88.69 35.39 57.82 28.88
606 34.05 46.25 21.74 19.92 207.79
607 33.97 32.54 17.34 32.17 167.53
608 34.11 22.87 14.74 25.79 134.77
609 34.31 36.46 18.61 23.84 180.20
610 34.22 67.16 22.15 9.31 86.90
611 33.78 70.32 23.81 9.17 62.05
612 34.03 14.49 11.79 13.26 100.49
613 34.00 25.44 18.50 37.89 38.47
614 34.30 29.56 17.29 31.29 155.00
615 34.24 62.61 23.45 9.36 141.45
616 34.25 77.08 27.69 159.10 36.82
617 34.71 74.72 26.67 154.86 37.27
618 34.42 57.81 21.07 8.38 203.32
619 34.66 70.76 25.54 80.28 35.52
620 34.48 86.14 32.40 72.15 29.04
621 34.36 17.83 13.95 26.62 83.93
622 34.55 48.81 23.65 12.34 226.82
623 34.42 16.09 13.03 11.31 129.38
624 34.48 91.12 35.04 20.59 26.06
625 34.62 13.10 11.50 9.41 131.91
626 34.78 51.84 21.43 10.23 221.17
