#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pe2 14A 8 even-skipped Kruppel giant
628 33.65 59.54 26.81 21.68 135.47
629 33.53 75.39 28.38 18.81 43.82
630 33.49 77.97 43.84 20.02 39.03
631 33.54 18.73 63.76 15.48 161.94
632 33.87 81.17 122.39 20.85 28.47
633 33.62 90.51 52.90 14.71 16.68
634 33.52 24.62 61.38 17.25 178.12
635 33.97 48.57 33.53 23.31 172.48
636 33.87 31.90 50.18 19.35 184.94
637 33.93 45.41 39.30 22.78 176.27
638 33.98 10.23 39.65 11.04 91.45
639 34.02 69.13 24.23 23.22 60.34
640 34.13 57.62 26.59 21.59 135.29
641 34.09 66.25 23.78 21.06 76.36
642 34.15 39.86 40.08 21.24 192.82
643 34.14 23.57 43.04 16.81 165.40
644 34.18 34.59 46.09 19.17 185.97
645 34.27 26.21 46.60 18.29 170.16
646 34.23 89.06 93.72 17.10 19.00
647 34.11 16.51 54.32 14.34 153.17
648 34.33 42.46 32.04 22.51 158.41
649 34.38 61.26 24.65 22.92 103.12
650 34.24 84.06 144.77 19.75 22.30
651 34.37 21.23 44.71 15.86 149.07
652 34.49 71.08 32.71 22.47 44.53
653 34.54 36.96 36.72 20.73 189.75
654 34.67 76.74 122.74 22.91 33.76
655 34.66 30.29 37.96 20.65 156.48
656 34.63 63.68 25.89 23.24 81.66
657 34.71 51.26 28.93 23.14 157.50
658 34.74 73.58 109.73 24.97 34.62
659 34.80 12.02 29.55 11.75 93.70
660 35.02 86.77 127.54 24.79 20.04
661 34.91 46.67 30.02 23.61 165.48
662 34.92 53.93 28.35 22.96 123.14
663 34.98 79.40 149.79 23.48 27.66
664 34.98 14.19 31.96 13.76 127.94
665 34.78 16.50 45.79 15.32 153.74
666 35.13 56.20 27.23 24.35 109.92
667 35.15 28.16 28.07 18.79 144.74
668 35.10 58.68 26.63 23.27 87.25
669 34.97 67.89 34.31 26.82 59.43
670 35.03 18.98 35.46 14.79 142.70
671 35.10 32.80 32.17 19.64 158.23
672 35.22 44.36 30.01 23.61 141.29
673 34.93 20.81 35.91 16.09 138.78
674 34.95 84.32 132.25 20.83 20.40
675 35.30 38.57 29.07 21.40 160.12
676 35.21 40.97 28.89 22.20 134.63
677 35.41 48.88 29.20 24.34 135.97
678 35.19 81.92 157.28 26.56 23.92
679 35.27 9.49 20.73 10.33 81.55
680 35.29 23.68 29.93 17.12 130.90
681 35.33 35.33 28.48 20.81 150.73
682 35.24 65.53 38.09 25.21 58.35
683 35.69 25.99 26.84 17.35 125.54
684 35.55 60.53 32.44 24.64 80.32
685 35.49 89.46 97.70 25.18 16.11
686 35.50 62.54 59.90 28.97 63.85
687 35.74 69.82 129.58 27.77 33.95
688 35.86 52.73 29.80 25.68 103.57
689 35.85 30.59 28.03 19.72 128.62
690 36.06 72.39 177.47 29.15 28.40
691 35.98 21.25 27.88 16.02 123.25
692 36.10 42.50 28.38 24.72 107.97
693 36.16 77.92 163.64 28.88 23.84
694 35.80 82.84 141.41 27.55 20.83
695 36.17 10.99 21.58 12.36 103.18
696 36.09 75.26 183.75 30.72 25.38
697 36.22 13.57 22.75 14.33 109.60
698 36.04 16.22 27.41 13.88 133.83
699 36.16 50.67 29.22 26.26 97.38
700 36.13 46.65 28.38 25.52 121.83
701 36.34 64.34 138.75 28.45 47.84
702 36.18 67.28 138.65 28.66 38.22
703 36.20 37.28 25.91 21.78 124.58
704 36.43 80.47 133.99 34.42 19.41
705 36.27 32.70 26.73 22.49 114.41
706 36.17 58.40 44.39 28.78 67.63
707 36.19 56.27 33.16 27.34 81.55
708 36.41 85.05 117.10 31.88 18.35
709 36.17 89.20 89.10 29.27 15.12
710 36.42 18.86 24.44 16.58 117.14
711 36.48 28.62 26.15 20.57 115.05
712 36.39 39.94 29.06 23.91 115.48
713 36.41 54.31 36.90 25.50 74.94
714 36.50 23.49 24.33 16.19 97.22
715 36.44 34.81 25.97 20.99 117.96
716 36.31 92.58 32.06 24.11 12.89
717 36.69 44.81 34.71 23.75 104.06
718 36.72 61.18 168.84 32.23 47.83
719 36.81 87.39 83.59 34.18 14.96
720 36.79 48.96 42.59 26.96 93.31
721 36.82 90.23 43.92 25.56 13.69
722 36.95 26.20 28.03 18.96 99.32
723 37.04 15.65 23.94 16.46 96.26
724 37.11 30.97 28.84 21.81 85.09
725 37.34 71.29 146.38 36.95 22.38
726 37.20 21.57 23.69 17.69 96.30
727 37.05 51.68 71.83 27.77 75.31
728 37.51 59.36 191.68 35.69 38.14
729 37.30 73.90 154.04 35.39 20.40
730 37.27 38.31 54.25 28.03 83.72
731 37.40 56.96 175.54 30.54 48.27
732 37.31 69.11 180.18 37.86 28.66
733 37.15 82.76 102.70 39.87 18.23
734 37.21 92.38 26.62 31.08 11.88
735 37.34 36.13 38.28 23.66 84.76
736 37.15 42.89 48.71 26.56 77.23
737 37.21 17.62 24.85 17.05 88.27
738 37.37 47.08 51.39 28.64 89.76
739 37.40 76.66 112.68 35.29 19.44
740 37.48 9.28 16.25 11.48 55.74
741 37.51 54.42 171.78 30.70 46.57
742 37.48 63.13 205.76 33.70 33.38
743 37.48 11.81 22.45 14.80 75.12
744 37.52 33.44 34.91 24.54 81.62
745 37.40 78.95 97.29 46.42 18.89
746 37.28 13.02 25.96 16.00 82.70
747 37.46 40.68 75.33 29.13 70.18
748 37.45 66.38 191.07 28.53 30.25
749 37.42 20.17 23.04 19.00 89.67
750 37.66 24.04 29.82 20.24 81.02
751 37.64 28.83 33.82 23.04 72.88
752 37.79 91.31 30.47 49.74 12.05
753 37.64 10.52 19.86 13.36 67.36
754 38.18 52.16 187.16 34.15 45.64
755 37.79 84.83 70.48 50.21 16.07
756 37.77 14.06 28.73 17.25 73.07
757 38.00 49.59 166.77 32.60 52.71
758 37.91 87.33 63.78 45.84 14.43
759 38.00 45.31 138.70 31.73 50.88
760 37.84 80.32 86.65 53.81 16.92
761 38.26 90.05 35.25 68.89 12.40
762 37.99 26.77 51.77 21.95 71.02
763 37.99 82.39 77.46 48.67 17.39
764 38.27 43.04 196.44 31.67 53.53
765 38.21 31.20 83.62 26.07 64.79
766 38.52 38.42 180.13 30.45 46.71
767 38.44 61.19 185.57 41.01 28.64
768 38.41 64.94 169.94 40.35 24.36
769 38.32 22.10 54.04 20.82 59.05
770 38.49 67.79 154.94 35.81 22.78
771 38.44 75.20 89.69 47.73 18.17
772 38.41 19.65 50.80 21.65 70.00
773 38.48 72.81 95.87 43.23 20.62
774 38.41 35.96 105.67 28.07 51.87
775 38.65 40.85 202.89 33.54 42.58
776 38.72 70.34 133.14 54.13 21.63
777 38.48 77.50 70.36 51.79 16.85
778 38.47 11.41 50.85 15.87 51.41
779 38.81 47.67 201.46 37.13 38.62
780 38.61 56.37 174.00 41.27 36.84
781 38.71 33.45 153.45 29.87 53.94
782 38.83 58.64 176.71 43.65 28.47
783 38.81 24.29 117.38 22.95 47.95
784 38.72 17.11 85.39 20.46 51.70
785 38.86 29.18 121.20 26.71 48.90
786 38.80 79.89 66.67 73.63 15.78
787 38.87 85.21 48.18 72.29 16.19
788 38.94 54.35 205.86 37.58 31.17
789 38.85 13.78 77.07 17.32 41.53
790 38.87 82.76 52.55 87.56 16.16
791 38.90 62.96 135.97 43.11 25.66
792 39.06 87.94 31.47 83.01 13.92
793 39.16 26.70 147.02 28.59 46.79
794 39.14 50.63 216.64 37.85 32.98
795 39.20 45.02 203.45 36.13 36.98
796 39.29 21.00 112.48 22.69 40.74
797 39.52 9.70 93.44 17.65 28.67
798 39.46 31.11 174.87 29.39 35.74
799 39.38 92.56 15.25 49.36 11.75
800 39.66 7.55 88.65 16.17 23.03
801 39.38 65.85 118.49 43.81 21.42
802 39.44 90.33 22.40 80.56 12.53
803 39.68 35.46 212.25 39.53 33.84
804 39.37 94.47 9.94 34.80 9.94
805 39.58 42.55 219.92 40.46 33.60
806 39.63 11.67 116.25 18.33 25.61
807 39.50 74.32 72.53 65.00 17.30
808 39.53 77.07 46.15 75.97 15.99
809 39.53 71.86 85.35 50.81 18.00
810 39.61 19.51 139.36 25.56 36.94
811 39.67 37.49 185.09 37.77 31.72
812 39.57 61.01 118.32 53.71 23.76
813 39.62 68.40 103.88 48.61 20.39
814 39.73 14.98 117.19 22.19 27.96
815 39.84 17.20 155.19 27.81 32.88
816 39.74 39.77 200.62 38.24 32.68
817 39.77 13.20 128.04 21.14 27.66
818 39.93 22.71 170.42 27.74 31.43
819 39.92 53.48 169.12 53.98 25.52
820 39.79 56.23 144.78 45.24 24.32
821 39.88 83.58 35.53 89.96 15.91
822 39.98 33.29 201.72 37.20 32.91
823 39.80 79.68 42.03 92.62 15.37
824 40.01 58.95 142.64 55.78 24.79
825 39.84 63.29 105.26 50.76 21.64
826 40.05 46.46 171.36 49.35 28.04
827 39.98 48.86 182.69 47.06 27.60
828 40.11 24.94 170.60 33.47 28.83
829 40.07 81.58 37.40 98.43 16.79
830 40.27 27.75 165.78 33.91 28.02
831 40.22 51.38 162.32 52.80 22.69
832 40.26 70.27 76.91 81.82 18.60
833 40.42 29.89 167.94 37.26 29.55
834 40.27 85.82 31.46 101.82 15.40
835 40.49 88.74 22.09 114.87 13.66
836 40.28 65.86 95.41 75.91 18.02
837 40.50 93.61 11.90 57.14 11.38
838 40.54 44.23 153.86 53.00 24.71
839 40.52 72.64 56.43 102.55 17.37
840 40.50 91.40 14.74 81.07 11.01
841 40.45 75.10 41.72 102.36 17.04
842 40.71 19.22 155.89 36.11 24.33
843 40.60 61.09 83.11 88.11 19.66
844 40.66 77.99 33.37 105.22 16.53
845 40.78 38.77 177.36 57.59 25.48
846 40.70 41.43 179.41 55.23 26.11
847 40.68 68.04 63.41 95.44 18.28
848 40.82 13.14 141.10 29.32 22.82
849 40.88 36.51 168.64 54.85 25.44
850 40.72 57.41 114.97 73.22 21.77
851 40.91 10.96 113.55 25.68 18.14
852 41.08 21.37 146.10 42.01 21.56
853 40.69 63.45 78.91 99.49 19.98
854 40.93 32.09 164.77 48.26 23.09
855 40.82 55.07 122.87 64.92 21.75
856 41.16 16.39 130.68 37.83 20.86
857 41.14 83.44 26.64 121.66 16.11
858 41.12 8.22 89.44 22.37 14.84
859 40.93 47.55 118.18 69.35 24.25
860 41.05 80.60 29.54 112.81 16.48
861 41.00 49.91 121.46 76.80 22.33
862 41.05 34.48 137.96 55.04 22.51
863 41.18 5.92 65.56 19.01 11.56
864 41.15 52.84 112.43 78.83 21.97
865 41.05 59.27 88.92 80.95 20.84
866 41.25 86.41 24.77 122.64 15.19
867 41.29 23.75 150.20 49.08 22.02
868 41.20 26.13 159.85 43.41 21.34
869 41.11 9.92 105.20 22.87 15.80
870 41.27 65.56 55.48 123.51 17.90
871 41.60 28.83 152.33 49.73 21.33
872 41.45 70.39 44.16 112.22 17.05
873 41.41 45.61 108.32 91.06 22.65
874 41.41 76.02 27.16 111.48 16.29
875 41.75 91.61 25.15 128.91 11.78
876 41.53 62.72 52.86 135.01 19.26
877 41.52 42.91 115.33 75.40 20.16
878 41.53 30.80 137.17 57.67 21.83
879 41.59 56.57 79.46 108.22 19.52
880 41.66 73.01 36.66 123.41 18.35
881 41.68 95.59 11.53 51.20 9.08
882 41.65 39.96 115.87 82.55 20.99
883 41.70 54.30 74.22 112.14 19.45
884 41.77 51.03 96.18 119.65 20.27
885 41.84 88.93 26.20 140.53 14.22
886 41.80 37.56 114.74 68.79 21.05
887 41.88 67.81 44.23 139.51 18.32
888 41.72 93.81 15.00 74.76 12.29
889 41.93 33.27 138.76 83.87 20.53
890 41.88 48.35 88.07 108.46 20.94
891 41.99 61.01 45.80 131.81 20.00
892 41.81 58.89 56.36 119.66 19.92
893 42.07 14.07 110.39 46.65 17.03
894 42.06 19.79 107.22 59.98 18.62
895 42.07 78.42 26.06 134.12 15.95
896 42.01 84.18 23.48 142.35 16.26
897 42.11 9.67 79.84 36.29 14.68
898 42.06 35.53 113.36 89.61 19.62
899 42.25 11.55 92.15 44.47 13.09
900 42.26 44.05 84.00 121.95 21.15
901 42.15 81.15 24.21 119.44 16.33
902 42.25 26.83 124.70 66.59 18.50
903 42.46 6.82 55.06 35.72 10.13
904 42.34 22.55 111.05 60.50 18.38
905 42.24 65.18 38.45 135.72 18.90
906 42.20 21.30 108.75 65.25 16.25
907 42.40 24.64 108.92 76.57 18.17
908 42.40 46.16 64.88 138.07 20.40
909 42.32 74.92 26.75 141.08 17.11
910 42.40 16.69 93.76 57.12 15.47
911 42.37 41.22 81.95 116.67 20.33
912 42.40 8.46 65.17 31.62 10.59
913 42.48 52.74 59.41 134.86 19.30
914 42.78 87.07 72.68 154.92 15.89
915 42.30 94.52 14.88 74.35 11.38
916 42.59 57.50 43.16 146.75 18.56
917 42.39 18.39 93.42 59.42 16.45
918 42.48 31.11 117.32 84.36 19.93
919 42.56 55.04 51.54 161.63 19.83
920 42.62 38.65 86.15 121.50 20.11
921 42.50 63.21 35.32 132.05 18.30
922 42.62 70.15 30.85 129.79 18.52
923 42.66 50.32 59.51 139.78 20.42
924 42.76 28.33 76.83 93.32 18.05
925 42.80 59.95 36.83 161.56 19.78
926 42.82 72.85 27.54 148.84 16.78
927 42.72 84.37 38.37 136.87 16.60
928 42.87 33.40 78.51 106.12 17.67
929 42.92 47.88 60.40 152.79 19.58
930 43.10 92.86 67.50 105.13 12.50
931 42.83 36.49 67.57 126.14 20.39
932 42.93 67.27 32.15 153.33 19.31
933 43.04 42.61 48.95 133.03 20.14
934 43.30 62.41 30.90 180.12 19.33
935 43.33 81.33 42.55 152.58 16.13
936 43.04 89.75 68.09 129.49 14.93
937 43.22 75.69 27.50 152.85 17.77
938 43.29 78.06 29.59 149.42 16.13
939 43.19 12.99 76.37 74.16 15.25
940 43.16 29.62 73.75 110.54 19.16
941 43.26 20.17 71.03 91.05 16.12
942 43.20 17.83 63.06 76.46 14.37
943 43.26 22.82 63.91 91.52 15.40
944 43.32 26.19 63.44 110.58 16.81
945 43.22 64.72 30.21 155.69 20.05
946 43.45 8.85 34.00 53.68 10.83
947 43.30 15.43 63.39 82.90 15.09
948 43.53 35.18 49.16 131.72 19.55
949 43.45 45.09 42.01 155.38 18.79
950 43.55 51.87 45.24 162.27 20.00
951 43.54 40.12 54.12 141.24 18.29
952 43.57 53.84 39.76 179.18 20.48
953 43.64 55.90 32.69 162.19 19.96
954 43.70 69.16 31.37 162.90 17.50
955 43.60 5.49 34.70 47.42 8.92
956 43.65 31.08 56.64 123.86 18.28
957 43.71 7.29 28.48 50.69 9.98
958 43.68 49.82 39.49 182.62 18.69
959 43.83 37.64 43.22 146.24 21.23
960 43.76 58.17 33.59 168.96 19.72
961 43.83 71.55 31.82 169.21 19.08
962 43.84 60.55 29.70 183.81 18.69
963 43.97 85.02 135.33 143.34 16.44
964 43.97 73.91 43.73 176.65 16.20
965 44.03 90.69 113.30 126.38 13.68
966 44.03 94.39 65.37 88.09 10.16
967 43.83 10.39 36.24 76.61 11.65
968 43.95 28.26 42.14 123.30 17.91
969 43.99 47.79 40.42 184.99 20.72
970 44.06 24.49 41.53 118.53 16.56
971 43.94 66.43 28.88 163.70 18.80
972 44.21 18.79 37.18 115.81 15.38
973 43.96 42.56 41.37 166.03 19.48
974 44.25 88.12 154.24 156.49 15.52
975 44.15 33.27 44.95 137.55 18.52
976 44.30 64.17 34.95 186.02 18.06
977 44.24 13.79 36.93 96.05 13.55
978 44.24 22.11 35.14 98.43 15.48
979 44.42 76.32 115.24 167.56 15.84
980 44.47 46.00 37.49 177.93 18.75
981 44.55 79.65 134.06 177.12 16.84
982 44.63 39.06 38.07 161.12 19.27
983 44.68 43.99 37.80 179.44 21.32
984 44.63 52.64 39.62 200.07 19.64
985 44.77 35.49 36.27 147.24 19.37
986 44.66 54.86 38.65 187.21 20.23
987 44.69 82.50 160.93 152.11 15.30
988 44.73 26.65 35.09 126.98 16.15
989 44.73 41.14 37.16 174.27 19.19
990 44.65 61.64 51.94 195.22 19.13
991 44.85 8.22 21.16 82.91 10.05
992 44.83 15.90 31.20 108.23 15.38
993 44.83 31.13 39.64 158.95 17.60
994 44.72 50.31 40.48 191.16 20.97
995 44.74 67.92 65.22 180.90 17.85
996 44.81 6.19 16.83 60.43 9.62
997 44.78 56.99 34.04 188.81 18.85
998 44.85 92.04 103.48 110.17 13.25
999 44.97 10.86 27.66 105.86 12.66
1000 44.92 59.08 45.82 192.11 18.86
1001 45.19 70.52 158.65 171.54 17.25
1002 44.89 29.00 35.54 137.96 18.54
1003 45.04 72.76 127.25 158.16 18.06
1004 45.07 23.66 31.64 132.51 16.11
1005 45.16 47.99 39.09 191.33 20.27
1006 45.30 65.80 95.99 191.94 18.88
1007 45.25 17.98 29.14 134.59 14.20
1008 45.41 37.68 43.20 174.24 19.67
1009 45.36 13.44 26.00 105.98 13.77
1010 45.27 89.38 138.49 137.37 14.74
1011 45.41 94.14 61.80 96.47 10.63
1012 45.47 20.86 30.62 133.72 15.03
1013 45.50 33.15 45.92 167.72 20.12
1014 45.51 77.95 187.33 164.11 18.07
1015 45.52 63.34 182.13 184.49 18.88
1016 45.78 83.97 169.12 134.43 16.81
1017 45.65 75.09 161.50 160.92 17.15
1018 45.63 42.83 47.12 188.07 20.50
1019 45.57 45.42 44.52 187.83 19.53
1020 45.65 51.77 126.54 207.18 19.97
1021 45.78 54.05 206.20 195.91 20.19
1022 45.81 86.97 163.36 161.41 14.92
1023 45.78 25.69 41.28 161.21 17.18
1024 45.72 55.99 186.17 216.12 19.97
1025 45.66 60.61 105.65 203.55 19.19
1026 45.71 4.48 12.42 64.33 7.76
1027 45.75 40.18 54.26 192.63 20.17
1028 45.91 81.10 196.68 166.94 16.20
1029 45.81 27.95 39.24 162.29 17.75
1030 45.95 49.58 163.47 199.91 20.00
1031 45.86 68.03 191.76 180.12 19.18
1032 45.95 35.24 75.45 167.80 19.69
1033 45.93 6.69 16.89 78.82 10.09
1034 45.97 30.53 60.71 173.12 18.10
1035 46.10 58.07 200.47 196.89 19.88
1036 46.06 91.38 101.26 143.02 13.16
1037 46.00 8.92 23.01 106.45 11.78
1038 46.01 16.20 29.36 127.73 16.64
1039 46.21 23.43 69.63 147.02 17.07
1040 46.57 72.18 190.71 166.61 16.83
1041 46.24 11.53 27.59 120.94 12.68
1042 46.29 18.62 51.07 160.31 15.44
1043 46.39 47.04 183.10 201.79 20.68
1044 46.54 62.35 227.14 201.00 19.58
1045 46.58 14.10 40.45 141.90 14.27
1046 46.61 69.73 215.77 177.10 19.13
1047 46.67 94.13 55.83 116.76 10.88
1048 46.60 37.20 161.38 192.59 19.29
1049 46.49 44.45 113.23 190.96 21.28
1050 46.61 64.86 228.85 195.67 19.07
1051 46.52 77.76 156.15 162.11 16.67
1052 46.77 88.77 109.88 154.92 14.87
1053 46.63 21.22 104.41 162.45 16.93
1054 46.72 33.06 171.95 177.96 19.55
1055 46.67 41.90 182.65 190.66 20.23
1056 46.78 39.49 186.77 191.91 21.15
1057 46.81 5.22 26.08 84.65 9.69
1058 46.88 28.93 151.64 184.24 17.96
1059 46.80 53.65 227.15 200.42 20.12
1060 46.85 56.02 230.58 203.22 21.18
1061 46.90 60.00 233.15 188.81 19.34
1062 46.80 74.68 152.36 175.41 17.20
1063 46.87 51.24 234.72 192.22 19.91
1064 46.85 66.92 198.16 182.93 19.75
1065 46.85 26.21 135.04 179.40 16.87
1066 46.91 83.13 132.72 165.51 17.04
1067 47.08 7.27 33.38 103.13 10.31
1068 46.96 85.61 112.06 138.84 16.55
1069 47.09 16.62 84.38 142.93 15.09
1070 47.23 48.60 222.73 195.83 19.64
1071 47.16 80.28 156.15 176.35 16.31
1072 47.25 9.62 48.34 134.79 12.74
1073 47.35 35.23 215.46 184.91 20.34
1074 47.42 31.10 206.60 180.15 18.37
1075 47.36 58.13 229.88 197.00 19.30
1076 47.42 44.02 218.02 194.11 20.04
1077 47.44 91.93 50.64 147.10 12.08
1078 47.27 18.70 115.60 162.17 16.09
1079 47.36 23.94 170.99 175.11 15.88
1080 47.63 46.32 226.77 192.98 21.09
1081 47.42 12.05 70.78 135.00 14.17
1082 47.57 90.60 59.05 148.61 13.12
1083 47.58 62.05 228.33 211.22 18.62
1084 47.67 72.79 111.62 178.74 17.42
1085 47.60 20.98 174.81 189.62 14.95
1086 47.63 63.92 171.21 196.05 20.05
1087 47.73 68.29 193.08 211.43 19.23
1088 47.64 77.67 95.26 169.93 17.85
1089 47.84 14.93 137.41 151.70 14.24
1090 47.83 37.50 217.67 179.21 20.51
1091 47.75 41.73 233.90 207.21 20.78
1092 47.84 27.55 218.61 190.29 17.63
1093 47.85 52.68 239.91 210.89 20.12
1094 47.77 54.63 226.92 211.98 20.49
1095 47.85 65.80 157.13 210.17 18.76
1096 47.81 75.38 96.18 195.91 18.40
1097 47.93 50.01 225.73 194.79 19.84
1098 47.96 56.74 218.74 216.90 20.46
1099 47.96 6.00 80.86 102.22 8.04
1100 48.05 22.04 205.03 168.03 14.78
1101 48.04 39.70 229.86 181.37 20.01
1102 47.85 70.34 104.72 185.22 18.09
1103 48.00 88.46 43.84 153.75 14.88
1104 48.07 33.32 228.77 179.28 18.35
1105 48.04 82.88 62.27 175.19 16.46
1106 47.97 85.49 49.62 157.43 17.05
1107 48.11 60.11 220.94 198.94 19.03
1108 48.26 94.03 27.24 125.40 10.75
1109 48.13 19.37 194.88 177.78 15.64
1110 48.22 25.66 223.70 177.64 17.25
1111 48.23 29.51 212.63 189.24 18.51
1112 48.30 17.39 185.22 151.82 16.31
1113 48.28 7.93 99.39 126.82 9.65
1114 48.34 79.71 62.68 175.03 16.70
1115 48.42 10.28 112.98 135.49 11.46
1116 48.51 48.03 205.37 198.76 20.58
1117 48.59 12.76 159.31 160.08 14.17
1118 48.55 23.59 208.71 180.93 15.63
1119 48.49 43.65 233.07 195.54 21.15
1120 48.82 97.85 7.06 47.98 6.03
1121 48.57 35.58 218.44 196.13 21.04
1122 48.48 62.39 132.35 209.67 19.26
1123 48.58 58.51 139.51 221.98 19.63
1124 48.71 73.77 58.97 176.26 17.22
1125 48.66 31.40 188.14 190.66 18.63
1126 48.57 50.99 176.22 222.63 21.89
1127 48.82 71.21 64.29 187.30 17.35
1128 48.69 55.26 160.93 222.09 18.87
1129 48.75 91.19 30.24 138.93 13.37
1130 48.75 45.97 188.25 216.59 21.21
1131 48.83 66.92 111.53 221.33 18.87
1132 48.82 76.72 48.80 170.62 17.40
1133 48.84 53.29 121.38 222.47 19.72
1134 48.87 68.94 87.65 199.56 19.89
1135 48.77 41.38 176.42 208.14 18.80
1136 48.95 64.61 78.82 210.39 19.10
1137 48.85 86.59 31.84 143.43 17.50
1138 48.99 5.31 66.14 101.44 9.00
1139 48.93 27.45 190.64 195.29 17.60
1140 49.27 81.70 41.67 186.33 17.98
1141 49.00 16.16 176.10 141.86 14.78
1142 49.03 20.93 197.42 165.34 15.63
1143 49.23 84.39 37.44 185.95 16.69
1144 49.18 57.03 86.13 230.40 20.13
1145 49.41 95.88 12.46 94.83 9.85
1146 49.15 33.63 168.19 212.78 20.23
1147 49.15 60.50 100.33 221.42 18.80
1148 49.23 88.89 29.05 160.81 13.74
1149 49.24 18.47 189.42 173.80 16.03
1150 49.30 25.41 167.63 198.02 16.69
1151 49.31 29.29 130.72 204.40 18.86
1152 49.33 49.33 126.11 211.47 20.28
1153 49.43 39.42 140.64 215.83 19.20
1154 49.33 43.95 130.22 204.62 18.76
1155 49.50 51.55 79.85 228.69 19.14
1156 49.50 62.67 72.88 225.83 19.15
1157 49.59 78.86 32.26 168.88 17.63
1158 49.56 93.06 19.06 135.30 11.98
1159 49.52 14.12 142.75 168.36 16.13
1160 49.48 23.19 134.79 189.86 15.12
1161 49.72 9.91 137.29 145.94 12.90
1162 49.56 36.01 133.24 214.31 19.70
1163 49.77 47.68 78.09 212.20 22.91
1164 49.75 74.62 34.66 185.77 16.07
1165 49.80 42.06 88.42 218.82 19.99
1166 49.69 8.02 78.08 129.02 11.92
1167 49.67 11.83 121.87 153.06 14.96
1168 49.72 31.46 95.31 201.69 17.74
1169 49.98 3.73 33.16 97.82 8.46
1170 49.73 54.88 59.92 220.47 18.53
1171 49.78 58.81 69.90 220.35 18.41
1172 49.84 45.75 107.29 220.46 21.09
1173 49.99 71.99 34.63 175.12 16.69
1174 49.96 69.44 39.15 197.14 18.45
1175 49.88 16.09 129.98 163.82 14.44
1176 49.87 20.59 118.95 177.71 15.85
1177 49.93 66.79 44.83 210.49 18.60
1178 50.03 27.18 91.46 195.63 16.23
1179 50.02 86.38 24.19 145.60 16.08
1180 50.37 6.31 44.23 135.06 9.58
1181 50.01 89.37 25.33 148.76 14.61
1182 50.34 97.74 6.04 45.22 5.32
1183 50.16 33.50 82.44 204.44 19.63
1184 50.22 52.96 54.92 221.58 20.25
1185 50.25 64.00 44.24 207.30 19.23
1186 50.22 76.44 30.17 164.72 16.64
1187 50.25 18.26 91.46 192.98 14.33
1188 50.32 37.97 70.39 212.01 19.65
1189 50.33 22.42 73.74 186.60 16.20
1190 50.29 24.73 77.44 195.09 15.97
1191 50.31 29.23 68.20 195.07 17.31
1192 50.32 61.13 45.32 204.18 20.03
1193 50.35 56.80 45.11 211.84 18.27
1194 50.40 50.36 56.64 224.40 19.29
1195 50.50 13.55 67.01 175.43 14.47
1196 50.46 43.92 62.99 210.65 20.29
1197 50.57 81.72 26.53 178.83 15.80
1198 50.51 84.27 23.15 141.53 17.38
1199 50.57 35.53 55.21 214.08 17.96
1200 50.57 40.28 62.03 220.47 20.69
1201 50.92 94.20 14.00 110.28 11.13
1202 50.65 91.14 17.31 133.29 12.27
1203 50.81 58.79 41.12 212.27 18.72
1204 50.81 31.05 45.66 195.31 18.27
1205 50.96 46.44 48.39 211.51 20.19
1206 50.82 48.53 44.60 212.90 20.74
1207 50.84 54.67 38.75 202.10 18.27
1208 50.81 88.44 19.75 145.46 14.49
1209 51.05 20.83 52.42 180.85 15.42
1210 50.89 65.68 33.48 208.51 18.11
1211 50.86 78.79 25.35 159.49 16.96
1212 50.80 9.10 37.23 118.14 12.37
1213 50.95 11.20 41.55 151.16 12.60
1214 51.07 15.83 54.10 182.60 15.16
1215 51.05 26.18 47.41 204.47 15.78
1216 50.99 70.92 29.00 181.12 16.86
1217 51.04 73.65 27.70 181.22 17.40
1218 51.01 68.52 34.20 188.21 17.81
1219 51.22 42.08 42.90 210.09 20.12
1220 51.56 24.10 41.51 181.86 16.26
1221 51.32 33.00 41.77 193.53 18.33
1222 51.24 52.46 42.22 207.33 19.34
1223 51.25 62.94 33.48 198.42 19.09
1224 51.32 28.49 39.94 191.22 16.31
1225 51.34 76.39 25.88 189.68 16.89
1226 51.40 4.31 20.34 109.47 8.56
1227 51.22 17.87 49.14 176.76 14.11
1228 51.46 37.36 38.29 206.25 20.33
1229 51.45 60.67 35.66 210.32 19.18
1230 51.46 44.60 38.69 206.92 20.03
1231 51.49 56.40 31.21 201.15 19.15
1232 51.48 39.66 41.27 214.27 20.90
1233 51.54 50.30 36.22 212.78 19.49
1234 51.52 6.40 24.57 142.28 9.21
1235 51.49 13.25 30.17 144.12 13.17
1236 51.59 85.87 29.13 144.69 16.71
1237 51.62 35.29 39.14 205.16 19.68
1238 51.71 83.32 29.13 156.16 15.48
1239 51.66 18.87 41.95 174.59 14.78
1240 51.79 90.39 20.27 168.85 13.56
1241 51.84 80.22 33.19 161.44 16.00
1242 51.75 66.97 31.50 182.17 17.89
1243 51.81 8.71 25.28 137.51 11.36
1244 51.87 48.06 35.67 202.88 18.91
1245 51.85 58.31 35.72 214.91 19.18
1246 51.85 30.64 36.33 194.78 19.01
1247 51.97 54.32 34.76 212.61 19.32
1248 51.91 92.52 16.46 114.88 11.46
1249 51.94 64.59 30.33 179.71 19.53
