#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nk14 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
607 34.02 90.70 20.96 9.83 57.86
608 34.05 32.74 43.29 19.06 201.88
609 34.12 60.56 58.40 22.34 230.86
610 34.09 16.69 23.41 11.91 138.34
611 34.08 86.79 23.73 11.95 80.60
612 34.27 62.85 49.09 21.12 187.60
613 34.27 8.52 15.19 8.34 92.09
614 34.35 29.82 39.21 17.64 190.66
615 34.46 55.95 51.74 23.10 227.42
616 34.34 74.05 26.66 19.52 144.27
617 34.48 83.83 26.57 13.96 86.74
618 34.49 27.10 34.87 16.38 175.78
619 34.52 37.58 46.41 20.46 207.60
620 34.33 77.73 24.63 15.29 103.50
621 34.53 39.89 56.12 21.83 222.31
622 34.43 76.39 24.81 17.30 105.41
623 34.51 11.94 17.89 9.98 105.90
624 34.61 21.29 27.27 15.10 166.15
625 34.66 69.99 33.89 20.27 178.55
626 34.66 24.51 28.88 15.65 178.28
627 34.75 9.25 15.60 9.19 89.05
628 34.66 42.90 49.76 23.75 214.34
629 34.79 65.11 35.80 22.21 199.66
630 34.79 34.96 37.70 19.93 190.02
631 34.83 45.55 47.83 23.26 222.92
632 34.86 80.95 23.64 15.10 75.98
633 34.93 88.52 31.89 12.04 56.63
634 34.86 18.66 20.81 13.63 135.41
635 34.97 48.09 38.41 24.67 220.44
636 34.84 51.09 49.63 24.95 229.80
637 35.03 67.71 30.22 21.42 180.20
638 35.05 14.59 18.82 11.28 96.46
639 35.15 54.00 39.58 24.66 219.36
640 35.09 58.03 34.98 23.05 197.59
641 35.22 32.54 30.37 19.62 186.11
642 35.15 91.00 41.33 11.94 31.39
643 35.31 60.66 34.54 23.94 218.79
644 35.35 72.26 27.21 20.50 133.36
645 35.36 78.42 23.65 17.64 89.92
646 35.38 85.93 31.80 15.38 66.15
647 35.34 62.93 32.16 23.04 192.51
648 35.52 30.19 26.73 18.72 171.36
649 35.60 41.48 35.06 23.27 203.78
650 35.55 75.51 25.01 18.79 108.51
651 35.66 27.83 23.48 18.09 144.70
652 35.56 10.67 15.71 9.99 80.06
653 35.66 22.85 21.62 15.90 146.71
654 35.68 36.88 32.14 22.35 173.98
655 35.76 39.06 33.70 22.63 190.47
656 35.76 17.16 20.03 13.33 105.82
657 35.73 44.40 32.92 23.35 203.98
658 35.90 25.53 22.66 17.87 133.87
659 35.95 49.42 32.22 25.81 198.49
660 36.06 7.76 18.11 9.63 52.49
661 35.89 20.06 21.25 14.72 126.43
662 35.80 51.89 32.09 25.74 211.26
663 35.88 82.97 32.23 16.91 60.38
664 35.97 55.98 33.87 26.88 215.03
665 35.97 69.55 28.32 20.78 128.17
666 36.10 64.68 29.15 23.44 164.22
667 36.06 34.58 31.54 23.24 166.52
668 36.02 47.00 32.07 24.72 195.54
669 36.07 67.07 28.82 22.72 148.83
670 36.23 88.33 108.04 14.90 33.61
671 36.08 58.56 30.69 24.33 193.33
672 36.27 80.01 32.69 18.71 64.46
673 36.24 14.86 21.26 12.91 83.46
674 36.43 32.36 27.39 22.11 153.71
675 36.39 62.02 27.46 23.85 164.75
676 36.52 53.64 31.34 26.01 190.85
677 36.55 74.15 28.64 21.36 83.18
678 36.59 71.47 26.77 22.18 103.21
679 36.74 91.18 110.05 15.78 20.46
680 36.46 13.08 18.90 11.93 71.37
681 36.70 29.80 27.23 20.69 126.55
682 36.68 43.28 31.47 25.05 162.43
683 36.67 77.09 29.81 19.64 67.05
684 36.78 40.75 29.71 24.85 172.78
685 36.70 9.71 28.93 12.97 49.47
686 36.82 23.44 25.20 18.74 115.50
687 36.89 36.13 30.00 23.87 144.94
688 36.93 21.03 24.02 17.40 102.75
689 36.81 84.40 77.46 19.21 38.13
690 36.96 27.53 27.84 19.78 109.50
691 37.08 38.80 31.29 25.80 139.57
692 36.84 51.05 31.75 28.10 176.92
693 36.76 11.95 25.49 13.44 62.02
694 36.97 45.60 34.60 29.06 167.26
695 36.99 59.90 30.45 25.15 152.57
696 36.93 18.03 26.50 15.42 82.44
697 37.11 57.40 31.40 26.78 153.92
698 37.18 48.12 34.92 27.69 154.96
699 37.29 55.10 32.66 27.87 158.77
700 37.26 64.20 35.03 25.03 124.42
701 37.30 81.92 100.59 21.06 38.95
702 37.19 66.69 31.80 25.82 109.49
703 37.30 69.35 40.44 26.00 87.70
704 37.40 25.30 32.58 21.34 97.97
705 37.16 9.17 37.38 10.15 43.38
706 37.41 15.44 51.73 17.32 58.73
707 37.58 34.06 32.53 23.79 100.47
708 37.48 87.12 138.08 19.97 24.79
709 37.51 31.74 36.41 24.63 110.79
710 37.67 78.86 122.78 22.22 37.44
711 37.68 62.04 39.50 28.66 106.57
712 37.63 72.36 61.05 25.43 66.73
713 37.91 93.25 70.46 17.60 10.99
714 37.77 11.46 60.26 15.06 36.59
715 37.54 13.85 56.47 14.16 45.95
716 37.65 75.08 71.38 24.37 61.88
717 37.68 42.64 35.88 26.41 111.81
718 37.93 52.70 40.02 31.34 138.92
719 37.88 50.34 39.00 28.28 113.14
720 37.98 29.53 63.24 23.87 81.10
721 38.00 20.00 46.46 20.25 66.84
722 37.98 22.68 44.04 21.79 71.55
723 38.13 90.51 108.01 20.43 15.21
724 38.07 17.47 72.00 17.10 45.38
725 38.02 45.53 49.39 31.49 116.76
726 38.07 35.91 42.61 26.59 95.95
727 38.21 40.71 52.84 30.81 98.88
728 38.08 59.56 45.94 29.12 112.87
729 38.03 8.59 51.23 12.67 24.47
730 38.22 38.17 44.71 27.37 89.62
731 38.13 67.16 65.96 28.65 83.12
732 38.21 84.32 122.41 23.30 24.16
733 38.30 27.29 80.21 24.33 67.43
734 38.28 57.18 58.92 31.40 114.46
735 38.59 76.99 147.16 28.86 34.54
736 38.31 47.96 59.91 32.07 98.67
737 38.15 64.98 77.54 26.92 63.12
738 38.41 54.84 54.29 30.91 101.17
739 38.39 69.60 133.86 29.08 47.55
740 38.36 15.75 79.79 17.89 32.49
741 38.45 63.76 88.13 28.11 70.42
742 38.61 24.95 91.21 26.62 57.77
743 38.64 31.41 98.65 30.41 73.12
744 38.91 74.38 160.08 31.68 32.78
745 38.74 81.01 121.97 27.52 24.66
746 38.79 13.59 83.33 19.98 26.84
747 38.71 43.64 85.34 33.51 85.66
748 38.94 71.90 155.52 31.02 36.67
749 38.84 88.02 122.50 31.48 16.66
750 38.87 7.02 60.81 16.19 14.29
751 38.85 61.53 136.53 34.88 71.74
752 38.97 11.36 74.70 18.05 20.34
753 38.90 33.63 99.17 31.10 61.52
754 39.08 21.54 87.09 24.95 42.11
755 38.98 50.79 108.01 36.16 76.00
756 39.17 65.65 169.01 34.88 46.98
757 39.13 18.57 91.81 23.19 34.49
758 39.32 45.85 148.74 38.32 67.16
759 39.24 58.94 149.95 34.76 63.23
760 39.20 36.33 117.68 35.28 64.05
761 39.34 67.98 144.07 34.70 44.61
762 39.41 85.48 99.65 30.49 18.31
763 39.39 29.11 126.10 30.47 44.55
764 39.38 53.27 148.78 39.04 65.01
765 39.29 92.86 47.92 24.96 9.79
766 39.24 38.83 110.68 35.63 69.83
767 39.42 41.59 140.11 37.56 56.43
768 39.40 48.42 145.65 38.30 63.45
769 39.46 15.96 80.04 23.43 22.89
770 39.43 56.10 136.47 36.77 58.28
771 39.60 63.18 186.50 37.72 41.55
772 39.46 90.39 76.15 28.60 12.79
773 39.58 9.09 71.70 22.62 14.23
774 39.59 23.97 135.20 30.53 35.53
775 39.64 26.65 134.43 31.49 37.50
776 39.69 77.98 118.67 36.42 22.81
777 39.71 83.20 102.92 37.41 18.79
778 39.83 70.11 168.24 35.77 30.25
779 39.81 31.27 139.47 38.89 36.93
780 39.98 43.95 149.54 43.02 50.74
781 39.98 80.60 118.10 40.97 19.25
782 39.98 34.37 142.10 42.79 38.54
783 40.31 50.07 170.34 46.06 43.75
784 40.01 75.36 111.15 35.33 21.83
785 39.99 12.05 71.36 25.71 14.59
786 40.18 19.86 108.68 33.66 21.18
787 40.09 60.90 163.51 37.55 41.25
788 40.30 39.87 160.11 43.03 38.45
789 40.19 88.32 84.79 38.27 13.11
790 40.25 57.95 183.18 42.43 43.73
791 40.31 72.68 135.20 43.68 24.27
792 40.39 7.06 52.85 26.96 9.58
793 40.49 22.23 120.32 36.17 23.56
794 40.54 14.86 78.19 32.69 14.32
795 40.48 37.10 139.25 43.45 36.61
796 40.39 52.61 152.84 42.07 38.59
797 40.57 55.10 167.90 50.84 38.65
798 40.37 65.42 167.06 43.37 31.11
799 40.54 47.42 152.66 49.66 41.61
800 40.65 17.50 82.53 34.91 16.62
801 40.46 91.74 49.12 48.83 9.82
802 40.62 67.87 162.34 43.24 28.19
803 40.71 27.64 133.03 41.01 23.40
804 40.70 84.53 78.96 44.67 15.68
805 40.76 24.86 124.67 43.45 20.54
806 40.69 32.50 142.83 50.01 31.27
807 40.60 86.24 86.93 41.50 15.70
808 40.83 9.80 60.89 30.34 10.87
809 41.02 44.89 165.05 50.34 34.58
810 40.93 62.99 174.45 47.16 27.42
811 40.90 76.61 83.57 49.15 17.28
812 41.02 30.06 123.33 49.23 25.51
813 41.02 42.41 134.30 51.55 32.35
814 40.90 79.13 83.65 52.46 16.65
815 41.08 59.99 152.46 54.40 30.50
816 41.10 70.53 119.47 59.42 22.89
817 41.02 82.23 68.18 54.27 15.83
818 41.09 74.34 88.22 57.94 20.80
819 41.32 89.56 46.96 65.14 12.10
820 41.16 12.44 61.71 44.96 11.24
821 41.16 34.98 125.57 57.72 29.06
822 41.35 51.29 142.12 57.20 28.18
823 41.33 57.39 152.91 54.70 29.09
824 41.45 39.58 152.57 62.39 27.63
825 41.41 19.71 78.89 50.25 14.44
826 41.64 53.37 128.54 67.38 27.31
827 41.39 87.36 44.94 71.56 13.54
828 41.47 65.31 144.56 58.11 24.11
829 41.55 92.32 31.78 57.67 10.34
830 41.60 46.85 133.67 69.08 28.47
831 41.51 7.89 38.80 43.39 7.92
832 41.59 22.73 89.96 61.19 15.56
833 41.76 49.18 114.40 71.40 25.01
834 41.53 13.92 54.24 44.41 11.24
835 41.79 55.49 139.89 68.25 26.80
836 41.68 85.63 45.45 72.17 13.52
837 41.79 25.48 103.44 63.82 16.67
838 41.80 28.00 112.46 64.28 19.50
839 41.71 16.08 61.43 46.42 12.36
840 41.74 32.60 105.53 70.46 22.04
841 41.89 37.15 114.23 72.02 24.06
842 41.70 68.02 107.35 61.66 21.17
843 41.83 72.76 67.33 68.04 18.17
844 41.89 61.65 110.62 77.28 24.51
845 41.89 80.73 52.62 77.01 16.01
846 41.94 78.09 47.92 90.51 16.10
847 41.98 83.31 40.57 74.28 14.30
848 42.03 11.10 33.34 55.90 9.04
849 42.10 75.22 52.49 81.07 16.29
850 42.11 44.08 111.73 80.36 25.97
851 42.16 59.11 132.91 79.30 24.10
852 42.08 70.63 79.51 88.57 18.41
853 42.16 30.42 98.55 89.37 19.86
854 42.14 35.12 83.83 98.88 22.63
855 42.18 41.60 111.32 73.49 26.26
856 42.27 63.67 110.10 87.38 21.65
857 42.36 94.36 15.04 47.56 7.95
858 42.33 18.59 51.43 77.04 12.82
859 42.30 21.11 50.52 82.58 13.27
860 42.41 6.92 22.77 58.34 8.07
861 42.39 66.19 91.07 104.42 20.72
862 42.42 14.04 34.61 67.70 11.43
863 42.49 88.93 30.71 80.58 11.67
864 42.46 39.17 91.21 102.14 23.50
865 42.57 51.74 88.65 109.48 24.09
866 42.50 46.75 92.34 106.35 24.07
867 42.60 57.16 95.44 98.72 23.00
868 42.60 23.66 68.89 85.20 13.92
869 42.76 26.40 62.65 91.74 15.73
870 42.70 54.62 80.69 102.86 22.60
871 42.72 68.42 66.47 99.39 18.53
872 42.74 32.97 63.59 110.91 19.14
873 42.77 91.60 24.51 75.54 9.88
874 42.80 49.29 78.33 116.16 23.42
875 42.82 60.29 86.63 110.40 22.87
876 42.89 9.46 22.15 72.55 8.67
877 42.87 28.60 53.56 113.35 17.57
878 42.96 73.29 41.87 109.05 17.90
879 42.80 85.50 31.90 89.94 13.44
880 42.93 16.20 31.74 81.38 10.42
881 43.06 77.29 36.90 107.32 15.05
882 43.10 82.33 31.34 96.14 14.72
883 43.07 62.23 57.14 128.94 21.17
884 43.16 79.83 35.31 104.98 14.27
885 43.07 37.28 57.76 115.56 19.72
886 42.98 42.98 65.50 119.89 22.46
887 43.11 70.90 43.53 117.30 19.61
888 43.12 35.02 56.97 120.31 18.75
889 43.26 64.36 48.94 122.09 20.58
890 43.29 21.49 35.10 106.99 12.76
891 43.27 40.34 53.20 131.13 22.17
892 43.30 45.61 58.91 131.08 22.59
893 43.26 11.71 20.12 73.52 9.22
894 43.37 31.02 43.70 125.25 17.81
895 43.49 24.99 44.10 111.32 15.55
896 43.47 75.27 38.00 119.97 16.75
897 43.52 13.12 20.90 80.13 9.73
898 43.51 18.64 26.90 100.35 11.01
899 43.52 66.54 45.71 138.70 18.61
900 43.55 53.60 50.74 134.84 22.46
901 43.65 58.87 51.96 140.93 21.39
902 43.61 56.40 53.28 137.19 21.29
903 43.73 7.23 16.04 82.72 7.55
904 43.76 48.38 48.91 151.95 21.83
905 43.65 51.16 52.47 142.74 22.80
906 43.61 87.66 28.20 100.64 13.20
907 43.71 94.18 17.19 65.55 7.92
908 43.89 68.82 37.86 145.49 19.13
909 43.89 91.22 23.83 90.91 10.33
910 43.96 33.47 36.84 141.44 18.00
911 43.93 43.45 41.79 146.79 21.97
912 44.02 15.43 20.83 90.84 9.92
913 44.12 23.15 29.93 133.70 13.69
914 43.95 28.96 35.72 141.78 15.89
915 44.03 83.48 30.63 119.37 14.46
916 43.90 85.26 28.20 108.78 13.17
917 44.01 61.44 43.80 157.70 20.92
918 44.19 26.83 35.01 128.61 15.34
919 43.99 9.88 15.81 84.52 8.39
920 44.09 38.04 38.31 148.31 19.31
921 44.12 35.79 37.91 143.47 18.56
922 44.14 71.60 32.08 132.43 15.97
923 44.32 73.88 32.36 144.72 17.36
924 44.25 77.39 33.96 143.32 16.08
925 44.28 40.59 39.54 153.43 21.33
926 44.41 20.54 26.04 117.71 11.56
927 44.25 64.49 37.85 149.97 20.15
928 44.38 45.93 39.67 163.85 21.48
929 44.36 80.62 32.91 119.33 14.52
930 44.57 55.03 37.91 169.70 21.12
931 44.56 5.34 15.84 81.53 6.29
932 44.63 12.70 22.85 98.32 9.18
933 44.52 31.24 32.24 150.37 17.33
934 44.66 57.51 41.01 167.05 20.83
935 44.53 10.65 17.96 88.88 9.00
936 44.75 18.12 25.80 120.09 11.13
937 44.73 50.32 38.55 177.88 22.54
938 44.73 52.71 40.07 174.13 22.62
939 44.70 67.03 36.61 171.64 18.67
940 44.87 24.79 30.06 150.83 14.62
941 44.83 42.79 38.31 169.73 20.76
942 44.74 86.41 42.39 121.43 13.80
943 44.84 59.94 37.98 164.66 20.83
944 44.95 62.75 37.95 164.22 20.57
945 44.89 88.75 48.84 111.38 12.95
946 44.90 8.39 18.82 97.20 7.94
947 44.91 69.95 32.59 162.51 17.46
948 44.92 93.98 37.22 77.83 8.82
949 45.04 47.69 37.58 171.93 21.52
950 45.09 91.62 60.08 104.22 11.12
951 45.05 33.59 37.35 159.35 18.01
952 45.11 28.62 36.93 163.42 16.47
953 45.20 38.62 36.18 180.22 20.04
954 45.14 82.60 50.13 133.35 13.76
955 45.09 84.12 49.59 128.12 14.41
956 45.13 36.16 38.77 174.30 19.25
957 45.27 15.64 42.09 121.02 10.33
958 45.25 75.37 52.65 161.52 16.72
959 45.21 78.42 47.23 147.96 16.87
960 45.33 22.06 32.65 143.38 12.21
961 45.27 65.11 42.87 180.68 20.77
962 45.44 44.93 41.16 180.85 21.88
963 45.31 72.74 44.36 162.34 17.18
964 45.21 85.89 56.46 122.12 14.38
965 45.47 41.08 44.33 186.21 20.49
966 45.67 11.42 53.10 114.22 9.40
967 45.67 26.45 48.07 159.88 14.71
968 45.55 5.80 44.27 98.67 6.32
969 45.62 30.89 59.03 166.56 16.41
970 45.68 56.38 52.97 198.61 21.80
971 45.79 54.02 53.46 195.54 22.28
972 45.64 68.36 40.96 185.99 18.67
973 45.77 58.75 57.26 194.84 21.70
974 45.73 80.93 102.87 138.06 16.09
975 45.86 49.45 52.10 197.38 22.36
976 45.87 19.45 70.41 148.42 11.59
977 45.98 51.66 75.60 211.12 22.91
978 45.85 61.35 54.98 189.25 20.78
979 46.02 89.61 113.18 111.88 12.42
980 45.92 9.09 68.67 119.99 8.86
981 46.02 24.14 71.48 166.34 14.38
982 46.02 70.94 95.02 184.55 18.27
983 46.15 35.10 81.96 185.99 19.33
984 46.07 33.08 85.50 177.86 18.34
985 46.11 63.72 73.64 189.24 18.72
986 46.17 85.63 140.77 115.30 14.44
987 46.00 87.18 121.36 108.93 12.86
988 46.11 13.89 83.38 116.08 9.92
989 46.28 47.17 70.22 201.99 22.95
990 46.21 66.38 89.35 204.36 18.94
991 46.26 93.38 107.21 94.52 9.05
992 46.21 96.10 50.28 59.39 5.58
993 46.26 37.30 93.54 196.89 20.22
994 46.01 4.71 55.09 86.73 6.55
995 46.34 42.66 71.75 188.65 21.04
996 46.26 76.21 116.72 162.09 16.59
997 46.30 28.66 100.47 177.51 16.31
998 46.58 82.83 171.04 139.55 15.22
999 46.43 16.62 108.06 142.51 10.65
1000 46.38 40.01 93.91 181.30 19.62
1001 46.37 78.80 115.89 156.28 17.10
1002 46.50 73.52 147.10 175.42 17.20
1003 46.66 6.99 84.71 120.54 7.79
1004 46.60 44.76 124.68 207.11 21.73
1005 46.51 21.71 110.74 173.60 12.84
1006 46.79 57.72 177.71 205.30 20.80
1007 46.79 60.23 172.04 209.10 21.46
1008 46.77 31.19 143.37 192.18 17.16
1009 46.74 55.56 149.88 205.16 22.29
1010 46.66 68.83 140.34 201.54 19.57
1011 47.06 4.59 62.15 93.74 5.53
1012 46.91 26.42 121.15 177.06 15.39
1013 47.07 53.12 170.86 204.33 22.28
1014 46.81 13.76 100.83 115.91 9.09
1015 47.09 19.09 126.53 153.03 11.50
1016 47.16 48.96 171.25 208.48 23.42
1017 47.12 62.51 203.09 210.69 21.06
1018 47.07 9.47 90.52 116.99 8.62
1019 47.16 11.79 97.15 122.82 9.57
1020 47.19 64.76 215.46 204.97 20.64
1021 47.30 51.16 171.25 221.52 23.24
1022 47.13 23.73 150.77 163.46 13.60
1023 47.17 71.35 197.46 177.18 18.09
1024 47.14 88.38 165.09 123.14 12.99
1025 47.40 91.44 146.86 119.11 11.18
1026 47.35 80.45 165.82 152.16 16.53
1027 47.20 33.54 153.92 199.76 18.22
1028 47.36 41.15 177.35 196.08 20.83
1029 47.42 35.89 166.76 192.63 20.05
1030 47.36 38.73 172.09 204.87 20.95
1031 47.69 85.93 181.56 139.34 14.16
1032 47.44 67.07 195.49 201.55 20.11
1033 47.44 75.28 175.14 169.22 17.30
1034 47.55 46.56 199.90 209.19 22.71
1035 47.55 77.59 167.94 158.19 16.69
1036 47.51 94.15 84.66 80.56 7.81
1037 47.55 16.71 127.91 151.94 11.36
1038 47.50 29.44 179.98 180.96 15.57
1039 47.71 21.06 129.54 173.59 12.99
1040 47.71 43.83 191.98 198.71 21.36
1041 47.66 13.92 77.65 133.99 10.29
1042 47.80 54.76 217.29 216.55 21.74
1043 47.75 59.07 220.41 208.10 20.74
1044 47.70 69.33 204.01 190.63 17.69
1045 47.95 73.28 187.36 176.82 18.08
1046 47.85 82.98 158.22 145.34 16.43
1047 48.04 56.99 197.75 214.43 23.05
1048 47.86 6.78 54.70 109.15 6.92
1049 48.05 25.28 149.12 182.90 14.89
1050 47.95 27.55 173.02 193.89 15.70
1051 48.12 31.62 157.24 197.85 17.65
1052 48.10 61.18 215.66 216.22 21.49
1053 48.25 23.06 161.24 173.34 13.50
1054 48.20 9.52 64.46 129.00 8.32
1055 48.10 15.23 98.13 139.30 11.20
1056 48.31 50.08 210.01 222.45 23.61
1057 48.22 34.15 187.72 200.57 19.32
1058 48.24 63.33 222.41 220.16 20.52
1059 48.29 65.72 217.05 217.49 22.03
1060 48.38 5.13 29.12 86.26 6.05
1061 48.39 37.65 159.33 206.93 20.04
1062 48.34 18.90 93.10 171.69 12.21
1063 48.48 41.07 192.72 212.12 21.32
1064 48.24 89.06 138.77 113.08 12.65
1065 48.46 71.04 181.65 200.42 17.98
1066 48.57 48.01 182.25 231.86 23.11
1067 48.48 52.63 213.49 215.35 22.20
1068 48.58 11.82 52.93 145.28 9.51
1069 48.47 79.57 132.81 157.74 15.65
1070 48.55 68.37 185.27 198.28 19.19
1071 48.67 45.74 197.82 227.01 22.80
1072 48.56 75.90 136.99 174.87 16.97
1073 48.56 92.37 86.63 98.92 9.09
1074 48.63 29.33 108.73 202.55 16.14
1075 48.78 95.28 36.43 69.10 7.01
1076 48.85 16.38 54.79 157.42 11.93
1077 48.72 59.34 176.26 215.38 21.34
1078 48.82 84.99 113.88 148.59 13.74
1079 48.95 43.66 152.25 225.66 21.72
1080 48.86 82.26 99.12 144.31 15.33
1081 48.65 87.98 146.96 91.87 12.78
1082 49.01 36.33 143.37 203.56 21.00
1083 48.87 54.98 215.79 224.34 23.15
1084 48.98 21.40 67.29 170.87 12.66
1085 48.95 8.50 38.38 132.82 7.28
1086 49.22 7.42 30.47 128.46 8.03
1087 49.11 64.46 157.88 215.02 21.25
1088 49.11 27.05 78.57 194.26 15.76
1089 49.14 62.02 136.85 221.48 21.57
1090 49.13 73.25 109.35 197.98 18.76
1091 49.18 24.58 73.29 187.84 14.35
1092 49.14 89.79 130.54 97.54 11.14
1093 49.33 13.97 35.15 145.62 9.91
1094 49.24 57.52 129.89 213.53 22.94
1095 49.41 78.02 92.05 175.20 16.33
1096 49.26 33.19 100.36 211.08 18.66
1097 49.32 51.25 136.48 226.67 21.75
1098 49.22 66.98 137.78 211.48 21.75
1099 49.45 87.23 96.88 134.17 13.65
1100 49.43 18.79 43.03 171.37 11.80
1101 49.43 39.26 100.80 216.09 21.20
1102 49.46 30.11 69.79 202.65 16.58
1103 49.46 70.23 112.46 207.30 19.95
1104 49.56 4.86 18.48 99.59 6.04
1105 49.63 11.06 28.27 125.90 8.86
1106 49.64 49.17 108.25 224.22 21.69
1107 49.66 93.17 43.58 110.45 9.68
1108 49.65 46.75 95.00 225.38 22.36
1109 49.70 41.58 78.66 213.82 21.97
1110 49.80 53.32 104.92 226.89 22.89
1111 49.72 80.81 64.44 165.87 16.36
1112 49.73 55.70 103.56 232.06 22.03
1113 49.73 59.54 98.63 225.00 22.07
1114 49.79 75.37 65.31 183.77 16.79
1115 49.97 23.41 46.34 191.39 13.83
1116 49.92 43.97 79.00 226.53 22.90
1117 49.88 84.35 74.75 154.49 14.62
1118 50.18 37.97 64.47 216.89 21.10
1119 50.02 63.87 96.21 217.76 20.86
1120 50.11 20.93 35.83 183.96 13.49
1121 50.10 28.50 54.65 202.06 16.97
1122 49.97 90.12 49.55 116.72 12.64
1123 50.21 16.11 26.24 154.22 10.86
1124 50.24 61.47 76.61 224.83 21.60
1125 50.22 68.41 64.21 217.12 19.77
1126 50.19 72.63 63.29 197.38 18.42
1127 50.26 2.22 8.28 60.24 4.09
1128 50.22 26.00 42.03 197.24 14.58
1129 50.18 36.10 55.77 201.06 19.61
1130 50.14 66.27 91.20 207.45 19.31
1131 50.75 94.42 21.41 95.46 8.19
1132 50.38 7.38 16.44 114.60 6.82
1133 50.41 50.82 65.21 215.38 22.51
1134 50.35 33.86 55.22 213.68 18.98
1135 50.48 57.33 72.80 222.31 22.65
1136 50.52 30.93 47.14 206.55 17.65
1137 50.63 87.73 45.82 144.43 13.62
1138 50.55 18.33 27.14 160.10 11.53
1139 50.68 9.90 19.02 133.83 9.11
1140 50.66 13.57 20.00 136.54 9.71
1141 50.64 40.15 53.02 212.89 21.26
1142 50.72 45.41 60.67 223.04 21.50
1143 50.66 47.72 59.59 223.71 23.13
1144 50.66 70.47 48.43 197.05 18.40
1145 50.54 96.51 10.00 48.08 5.31
1146 50.74 55.05 67.99 231.71 22.73
1147 50.68 4.79 13.41 89.41 5.95
1148 50.76 77.35 43.29 173.03 16.63
1149 50.74 79.91 35.91 154.98 17.03
1150 50.69 11.80 18.78 138.61 8.28
1151 50.81 59.44 53.72 228.33 22.72
1152 50.89 82.41 39.25 155.38 14.68
1153 51.00 42.84 49.43 221.18 21.99
1154 50.90 23.01 34.57 209.03 16.41
1155 51.00 52.93 58.36 210.56 21.42
1156 50.93 74.52 42.85 177.53 17.82
1157 51.04 65.44 54.36 222.64 20.31
1158 50.93 91.29 26.62 108.52 10.70
1159 51.02 63.01 47.03 217.04 20.78
1160 51.18 84.76 32.88 133.36 15.11
1161 51.18 27.47 34.10 191.68 15.18
1162 51.22 20.86 25.99 172.68 12.13
1163 51.34 25.02 34.36 188.75 15.17
1164 51.41 2.54 11.26 56.41 4.23
1165 51.33 32.47 38.89 203.08 17.68
1166 51.45 49.04 46.64 220.14 21.99
1167 51.35 35.29 38.43 206.01 18.85
1168 51.38 67.86 41.90 213.45 22.45
1169 51.49 16.03 24.85 139.10 10.49
1170 51.48 72.65 38.33 194.55 18.59
1171 51.47 29.72 37.07 200.61 17.44
1172 51.40 37.81 36.67 203.70 20.67
1173 51.56 51.04 47.27 219.58 21.92
1174 51.64 5.94 18.74 106.64 6.80
1175 51.61 57.04 42.70 218.48 21.67
1176 51.69 8.65 23.18 123.12 8.28
1177 51.63 18.63 25.05 162.86 11.48
1178 51.68 40.46 43.10 217.64 21.80
1179 51.75 61.51 37.71 208.34 20.53
1180 51.91 90.25 24.33 125.67 11.83
1181 51.72 70.26 36.77 208.60 18.65
1182 51.74 11.23 26.79 129.08 9.44
1183 51.96 95.50 11.78 68.19 6.64
1184 51.95 47.06 43.21 215.27 21.84
1185 51.83 54.59 43.32 217.71 21.43
1186 51.77 59.40 40.39 222.87 22.61
1187 51.80 87.57 26.28 132.46 13.48
1188 51.91 13.72 30.47 132.73 10.16
1189 51.86 76.16 30.35 175.39 16.02
1190 51.89 44.81 40.41 214.09 21.98
1191 51.93 80.84 28.04 147.58 15.14
1192 51.95 78.75 27.03 151.24 15.79
1193 52.03 23.10 39.15 177.75 13.40
1194 52.02 63.89 36.83 209.44 20.60
1195 52.15 92.87 18.29 106.03 9.46
1196 52.14 66.31 36.95 204.82 19.64
1197 52.15 26.86 39.68 186.60 15.32
1198 52.34 85.74 26.93 129.90 14.10
1199 52.26 42.74 41.57 205.21 20.30
1200 52.36 36.51 47.34 202.83 19.49
1201 52.42 52.16 45.93 207.81 21.16
1202 52.37 20.59 38.77 161.27 12.13
1203 52.34 31.42 38.26 189.44 16.85
1204 52.35 34.12 44.41 201.56 18.61
1205 52.47 38.72 56.82 208.86 21.64
1206 52.53 4.51 29.58 84.52 5.61
1207 52.47 29.03 60.86 189.65 15.74
1208 52.61 74.27 33.13 170.48 17.22
1209 52.56 83.23 28.79 165.79 14.71
1210 52.63 49.89 49.27 206.96 21.51
1211 52.66 17.74 72.65 152.10 11.05
1212 52.85 25.18 75.71 182.52 14.53
1213 52.74 56.44 48.57 205.08 20.77
1214 52.76 58.58 43.57 207.32 21.55
1215 52.65 69.28 36.01 201.24 19.59
1216 52.79 60.86 43.06 210.49 20.62
1217 52.81 7.10 62.83 110.38 7.23
1218 52.78 71.86 35.43 186.14 18.77
1219 52.87 9.77 55.98 107.65 7.86
1220 52.98 88.91 27.49 133.53 12.67
1221 52.91 41.20 84.93 199.41 20.84
1222 53.01 77.17 30.40 170.02 16.92
1223 53.01 12.57 65.92 121.58 9.35
1224 52.90 54.12 47.69 209.72 20.89
1225 53.18 15.22 84.02 132.62 10.32
1226 52.99 47.77 79.38 207.26 21.60
