#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd26 14A 8 Kruppel even-skipped fushi-tarazu
166 15.87 53.56 13.40 4.82 37.58
167 15.96 39.82 18.16 3.78 42.98
168 15.67 23.18 14.24 4.27 41.30
169 15.77 62.82 8.10 3.97 37.89
170 15.88 25.03 14.91 3.34 35.34
171 15.97 32.06 16.56 4.26 40.47
172 16.15 44.12 17.18 4.65 41.89
173 15.71 64.84 8.58 4.00 40.50
174 16.13 56.93 10.58 4.15 37.07
175 15.94 50.30 14.05 4.55 43.39
176 15.96 68.95 7.82 4.20 38.30
177 16.46 26.96 15.96 3.93 41.92
178 16.19 76.10 5.89 2.87 35.21
179 16.65 58.46 8.67 3.94 39.95
180 16.17 28.55 13.29 4.65 44.59
181 16.41 71.40 7.03 3.84 36.62
182 16.44 73.66 6.23 3.70 35.26
183 16.29 65.18 8.13 4.13 37.50
184 16.58 35.20 13.80 4.16 44.45
185 16.55 19.69 12.29 3.61 41.21
186 16.88 29.74 15.13 3.85 41.92
187 16.53 24.09 16.48 3.24 37.67
188 16.58 68.04 6.42 4.27 36.79
189 16.68 47.42 15.85 4.39 42.83
190 16.92 62.88 8.13 4.03 38.92
191 16.65 39.11 16.88 4.38 47.38
192 16.91 55.25 10.95 4.34 39.00
193 17.07 37.51 15.86 4.64 43.69
194 16.86 18.50 12.63 3.00 39.11
195 16.94 42.15 17.32 4.46 42.28
196 16.98 32.04 15.27 4.40 45.24
197 17.27 52.84 13.39 4.94 42.53
198 17.12 45.61 15.83 4.89 41.57
199 17.32 23.50 13.98 4.08 41.82
200 17.23 48.40 17.19 5.16 42.44
201 17.53 40.07 16.42 4.46 42.61
202 17.12 72.01 6.57 5.00 42.29
203 17.59 74.93 6.22 3.93 33.18
204 17.52 67.59 7.50 3.91 36.79
205 17.46 33.76 15.85 4.26 39.21
206 17.80 21.12 13.93 4.05 39.22
207 17.68 61.15 8.88 4.25 38.53
208 17.55 19.19 11.41 3.20 40.86
209 17.45 26.04 13.29 4.21 42.00
210 17.60 35.22 14.53 4.47 43.03
211 17.81 44.33 14.63 4.82 44.00
212 17.50 58.37 8.09 4.09 45.55
213 17.97 72.27 7.06 3.88 38.09
214 17.84 49.19 13.05 4.86 42.44
215 17.80 42.25 14.11 4.64 44.47
216 17.88 27.22 13.86 4.19 37.35
217 18.09 32.34 14.26 4.21 40.17
218 17.88 55.78 11.16 4.64 41.50
219 18.52 37.31 12.02 4.72 42.88
220 18.04 57.69 9.00 4.47 42.32
221 18.09 28.98 12.11 3.91 39.22
222 18.14 59.22 8.50 4.35 36.65
223 18.24 17.78 10.62 3.48 37.79
224 18.43 77.79 6.10 3.16 33.95
225 18.29 35.37 12.62 4.68 41.82
226 18.31 30.73 12.47 4.07 40.27
227 18.36 63.72 7.34 4.26 36.13
228 18.52 51.72 14.18 4.49 44.75
229 18.61 53.95 10.80 5.64 42.08
230 18.65 22.75 12.27 4.29 42.13
231 18.64 24.88 12.56 4.22 41.91
232 18.19 43.37 10.50 5.75 51.50
233 18.67 39.57 11.58 4.50 43.84
234 18.30 67.18 6.71 3.86 35.57
235 18.39 48.33 13.00 5.29 42.79
236 18.49 61.39 7.67 4.17 40.08
237 18.55 69.59 7.36 4.26 32.60
238 19.13 43.29 11.49 4.84 46.82
239 18.69 66.14 7.73 4.64 36.86
240 18.58 75.18 7.10 4.00 37.80
241 18.89 26.87 11.39 3.58 41.06
242 18.71 34.06 13.07 4.48 42.00
243 18.76 56.92 9.92 4.42 40.65
244 19.34 48.58 11.55 5.59 45.40
245 18.99 72.46 7.09 4.07 35.09
246 19.12 74.40 6.45 4.08 38.95
247 19.12 76.31 6.08 3.65 33.05
248 19.19 30.73 11.56 4.20 40.24
249 19.27 58.84 8.63 4.74 39.21
250 19.09 61.38 7.71 3.87 40.37
251 19.74 79.28 5.13 3.38 31.17
252 19.43 20.03 9.62 3.86 40.06
253 19.17 21.16 10.07 4.60 42.27
254 19.41 18.14 11.27 3.67 37.94
255 19.43 70.63 6.93 4.28 36.99
256 19.54 51.10 12.67 5.48 45.84
257 19.56 33.10 11.42 4.49 39.82
258 19.64 35.73 11.55 4.26 39.81
259 19.51 65.59 7.54 4.08 34.44
260 19.48 56.25 9.87 4.97 45.49
261 19.46 62.80 8.18 4.35 39.65
262 19.70 53.47 11.20 5.22 43.33
263 19.74 16.41 8.90 3.62 38.81
264 20.06 37.99 10.84 4.68 42.54
265 20.53 40.89 10.69 5.00 43.48
266 20.06 64.05 7.96 4.64 38.07
267 19.91 25.04 11.80 4.00 35.40
268 19.83 27.50 11.61 4.25 38.08
269 19.71 29.07 11.53 4.12 40.25
270 19.75 47.59 11.31 4.62 50.46
271 20.25 62.05 8.53 5.06 42.24
272 20.08 76.92 5.96 4.32 35.62
273 20.19 46.53 11.02 5.14 46.02
274 20.12 43.09 11.63 6.30 45.13
275 20.40 56.55 9.03 5.62 41.76
276 20.39 66.57 7.59 4.10 35.05
277 20.22 30.11 12.85 4.35 38.60
278 20.20 17.66 8.94 3.88 35.25
279 20.58 70.65 7.04 5.03 37.19
280 20.62 35.48 9.98 4.36 43.75
281 20.46 53.44 10.80 4.93 46.20
282 20.62 19.18 8.95 3.59 37.77
283 20.61 22.13 9.82 4.16 39.23
284 20.62 32.36 10.58 4.19 42.42
285 20.66 49.84 12.14 5.16 42.06
286 20.64 15.20 8.12 3.33 35.67
287 20.44 42.20 10.67 5.78 47.33
288 20.76 74.82 7.27 4.45 32.25
289 20.94 28.71 11.10 4.08 42.87
290 20.63 26.10 9.61 4.83 39.96
291 20.52 81.95 4.60 3.00 32.00
292 20.68 80.98 6.60 4.10 31.75
293 20.83 43.88 10.24 5.37 43.53
294 20.72 60.88 9.24 5.29 39.18
295 20.84 59.63 8.23 4.35 40.84
296 20.92 79.50 6.28 3.18 34.10
297 20.84 54.73 10.95 5.52 44.76
298 20.96 38.08 9.00 4.83 46.00
299 21.37 48.62 11.46 5.65 43.85
300 21.14 17.02 8.25 3.58 38.56
301 21.15 46.72 10.35 5.65 46.00
302 21.18 25.23 11.22 4.29 40.04
303 21.15 36.63 10.85 5.65 40.85
304 21.01 31.23 8.00 4.33 51.33
305 21.58 65.59 7.14 4.75 35.22
306 21.63 58.28 8.69 5.26 40.51
307 21.22 63.96 7.71 4.82 38.96
308 21.35 39.10 9.57 5.43 40.60
309 21.14 68.73 8.00 5.40 36.80
310 21.53 23.26 9.39 4.61 38.66
311 21.55 72.29 7.60 4.78 34.02
312 21.81 43.78 10.90 5.74 44.66
313 21.67 61.23 8.50 5.42 42.24
314 21.72 67.52 8.14 5.59 34.62
315 21.68 78.15 6.77 4.11 36.05
316 21.91 33.64 9.82 4.82 41.93
317 21.49 73.88 7.38 4.46 36.46
318 21.90 18.71 8.37 4.06 35.91
319 21.76 15.14 7.95 3.45 37.50
320 22.05 20.80 9.73 4.27 41.77
321 21.68 30.74 11.28 5.44 40.79
322 22.02 27.84 11.71 4.18 37.68
323 22.16 38.24 9.85 5.26 45.12
324 21.71 69.08 7.73 5.00 38.47
325 21.83 63.21 8.38 5.45 40.52
326 22.01 26.13 10.63 5.13 39.46
327 22.03 76.43 6.74 4.77 36.79
328 22.24 41.08 9.25 5.45 43.65
329 21.99 74.72 8.10 5.26 34.26
330 22.05 70.45 7.77 4.70 37.04
331 21.91 56.32 9.93 5.93 42.29
332 22.34 17.54 7.84 3.34 35.21
333 22.68 35.82 9.13 5.17 42.73
334 22.41 31.41 9.43 4.49 39.35
335 22.64 46.81 10.03 5.64 43.95
336 22.34 16.15 7.77 4.08 34.77
337 22.41 59.67 7.73 5.05 40.14
338 22.48 79.24 6.61 4.81 34.25
339 22.43 81.01 5.51 3.76 30.41
340 22.56 23.44 9.44 4.25 39.42
341 22.72 56.21 9.39 5.91 44.45
342 22.54 13.07 7.02 3.56 33.62
343 22.78 29.74 9.76 5.15 43.88
344 22.77 53.27 9.94 6.14 45.12
345 22.74 63.30 8.07 5.83 41.12
346 22.55 69.47 6.71 4.64 36.57
347 22.94 43.86 10.32 6.00 42.90
348 22.56 61.17 9.17 6.30 39.74
349 22.72 73.55 7.62 5.62 32.70
350 22.81 51.01 10.55 6.29 46.73
351 22.74 65.52 7.78 5.26 39.74
352 23.11 58.14 8.96 6.54 41.56
353 22.83 71.75 7.49 5.70 35.34
354 22.72 76.65 6.70 4.10 37.15
355 23.29 32.83 9.69 4.97 42.83
356 23.10 26.15 9.22 4.77 42.42
357 23.02 67.99 7.32 5.39 37.47
358 23.43 39.15 9.37 5.41 43.31
359 23.44 74.69 7.26 5.67 36.75
360 23.31 77.37 7.51 6.12 35.47
361 23.29 42.04 10.19 5.77 45.40
362 23.71 48.62 10.26 6.04 44.92
363 23.22 60.54 9.02 5.75 39.91
364 23.25 17.42 9.17 4.17 37.67
365 23.13 79.17 6.41 5.70 36.26
366 23.06 81.16 5.54 4.85 30.38
367 23.14 28.54 9.62 4.46 40.17
368 23.65 15.23 8.29 4.06 36.79
369 23.32 50.15 8.62 4.54 45.31
370 23.38 18.87 7.86 4.21 38.57
371 23.43 23.71 8.43 5.21 40.79
372 23.62 30.93 9.28 5.51 43.15
373 23.50 83.42 5.63 3.63 33.23
374 23.67 53.88 8.78 6.27 46.44
375 23.76 46.67 10.28 6.00 46.79
376 23.69 70.41 7.69 6.30 35.50
377 23.69 80.85 6.08 5.06 32.08
378 23.98 12.10 6.59 3.02 33.17
379 23.48 36.41 9.00 5.00 51.00
380 23.73 64.37 8.21 6.96 37.17
381 24.08 55.76 9.15 6.59 43.44
382 23.92 66.33 7.87 6.79 39.67
383 23.83 34.73 9.05 5.80 42.33
384 23.71 62.65 8.62 7.04 40.54
385 24.13 78.72 7.10 6.21 31.84
386 23.93 27.35 9.75 4.94 39.38
387 23.94 37.39 10.36 5.62 44.85
388 23.95 28.88 9.40 5.05 40.12
389 24.11 18.61 8.00 4.31 40.13
390 23.81 20.23 8.14 2.86 39.86
391 24.30 24.79 8.55 4.90 40.25
392 24.06 50.89 9.77 6.48 43.75
393 24.06 41.77 9.94 6.26 48.87
394 24.34 61.85 8.90 7.90 42.42
395 24.24 58.96 9.13 6.18 46.76
396 24.56 68.38 7.77 6.93 36.91
397 24.33 40.21 10.74 6.02 46.50
398 24.31 21.26 8.32 4.88 41.80
399 24.48 73.35 7.44 8.13 34.91
400 24.58 76.72 7.16 6.84 33.29
401 24.69 42.56 9.93 6.26 45.76
402 24.68 31.33 9.86 5.58 45.10
403 24.68 44.47 9.87 5.65 46.00
404 24.74 52.83 9.56 6.56 42.57
405 24.47 13.41 6.76 3.82 34.76
406 24.50 57.42 9.48 7.04 43.41
407 24.44 64.73 9.06 7.59 37.47
408 24.63 34.34 9.85 5.50 44.07
409 24.70 15.68 7.94 3.62 34.06
410 24.80 37.11 9.89 5.91 42.73
411 25.16 64.00 8.44 8.88 37.97
412 24.70 17.09 7.21 3.93 37.50
413 24.78 23.41 8.00 4.75 44.45
414 25.13 46.35 10.19 6.40 47.34
415 24.72 49.24 11.50 5.88 51.12
416 25.25 50.73 9.76 7.34 47.72
417 25.06 80.16 6.26 7.68 31.66
418 25.21 22.70 8.16 5.05 39.42
419 25.03 75.18 7.85 8.44 35.62
420 25.14 19.88 8.79 4.40 39.10
421 25.13 28.54 9.55 5.17 40.83
422 24.94 55.20 9.07 7.80 45.20
423 25.18 60.75 8.36 7.89 42.15
424 25.25 17.67 8.76 4.53 35.09
425 25.69 14.68 7.38 4.36 36.66
426 25.26 35.38 9.40 6.03 43.17
427 25.41 57.62 8.66 7.95 44.93
428 25.25 54.37 9.33 8.67 43.22
429 25.50 72.59 7.45 11.67 35.21
430 25.73 25.97 8.41 5.12 42.98
431 25.60 31.52 9.37 5.44 44.71
432 25.67 68.83 8.10 15.03 35.58
433 25.58 42.70 9.84 5.72 47.28
434 25.78 55.35 9.66 8.16 43.10
435 25.76 76.65 6.99 14.39 35.34
436 26.07 33.58 9.13 6.00 43.88
437 26.06 10.70 6.09 3.02 32.45
438 26.13 37.82 10.14 6.66 46.31
439 26.24 43.72 10.27 6.56 46.94
440 26.24 62.68 8.74 13.99 40.12
441 26.13 70.51 7.82 23.58 37.89
442 26.02 20.70 8.15 5.30 36.60
443 26.32 27.77 7.88 5.38 40.13
444 26.24 18.68 8.00 4.93 39.50
445 26.28 22.20 9.04 4.46 36.13
446 26.08 24.49 8.00 5.54 42.08
447 26.56 47.85 10.68 7.16 45.78
448 26.41 39.92 10.04 6.39 46.11
449 26.49 50.24 10.44 8.11 48.69
450 26.32 29.47 8.50 5.54 38.96
451 26.47 53.54 10.00 9.65 44.13
452 26.39 55.76 9.22 9.33 45.00
453 26.66 59.60 9.09 13.30 43.81
454 27.00 75.62 7.53 95.60 31.89
455 26.60 57.14 9.11 9.93 43.16
456 26.63 45.80 9.77 7.59 46.16
457 26.67 24.08 8.06 4.78 38.31
458 26.77 36.49 9.54 5.98 47.44
459 27.02 72.79 8.16 114.13 34.21
460 26.92 82.34 6.63 49.12 28.52
461 27.13 69.65 8.29 129.34 35.94
462 27.33 16.74 7.58 4.91 36.30
463 26.91 30.35 8.92 4.90 40.30
464 27.12 41.19 10.15 7.33 47.89
465 26.94 79.50 7.65 49.76 30.70
466 27.13 26.12 8.99 6.18 39.22
467 26.92 32.89 9.83 6.44 42.78
468 27.39 63.82 9.19 93.05 37.75
469 27.31 66.65 8.76 152.08 37.08
470 27.26 52.44 10.48 9.46 45.26
471 27.08 13.40 6.79 4.54 31.57
472 27.32 19.32 7.90 5.47 36.57
473 27.37 12.22 6.47 4.33 30.75
474 27.34 21.84 8.19 5.87 38.87
475 27.16 15.23 8.33 4.39 41.72
476 27.32 44.27 10.22 7.13 45.41
477 27.42 58.02 9.75 15.44 42.29
478 27.37 28.68 9.32 5.81 43.19
479 27.63 31.98 9.55 6.58 40.98
480 27.48 49.37 10.47 10.11 47.66
481 27.75 84.74 5.97 46.21 28.63
482 27.43 24.02 7.62 5.95 39.05
483 27.80 61.03 10.09 68.54 39.54
484 27.86 78.21 7.48 112.63 33.82
485 27.70 54.43 10.44 13.28 44.22
486 27.68 14.21 7.62 4.90 33.14
487 27.96 35.93 10.21 7.08 44.09
488 27.88 56.24 9.91 17.39 46.06
489 28.21 39.29 10.19 8.40 47.28
490 28.16 81.08 7.29 83.71 30.37
491 27.87 44.92 10.29 8.57 46.43
492 28.29 46.66 10.55 10.69 44.64
493 28.27 10.12 6.19 3.44 30.79
494 28.14 41.88 10.06 8.45 50.75
495 28.29 25.01 8.43 6.41 37.83
496 28.31 11.78 6.37 4.88 33.16
497 28.42 73.55 8.02 175.36 32.53
498 28.55 22.58 8.07 6.79 36.78
499 28.40 70.92 8.47 196.69 32.69
500 28.36 43.93 10.26 9.35 44.35
501 28.43 18.79 7.48 6.34 36.96
502 28.36 33.81 9.80 6.85 41.22
503 28.36 51.33 10.74 15.92 46.39
504 28.44 68.06 9.10 200.25 38.31
505 28.54 76.21 8.10 152.80 33.01
506 28.53 65.12 9.95 199.94 38.68
507 28.48 14.87 7.25 6.62 34.57
508 28.28 54.10 11.25 21.00 45.50
509 28.92 59.25 9.61 166.79 42.08
510 28.63 20.80 8.03 5.89 35.70
511 28.65 28.86 8.38 7.17 43.50
512 28.59 31.34 8.61 8.00 42.22
513 29.02 83.20 6.98 57.12 30.79
514 28.85 26.85 7.71 7.18 37.51
515 28.69 48.77 9.82 13.36 44.76
516 28.97 62.49 9.76 193.43 40.26
517 28.99 56.30 10.15 118.61 41.85
518 28.93 37.27 10.09 8.94 45.72
519 28.96 40.88 9.56 8.60 46.73
520 28.93 85.55 7.24 44.66 34.71
521 29.19 53.41 10.50 79.08 43.60
522 29.33 78.12 8.20 95.48 33.86
523 29.03 11.89 6.56 6.67 29.44
524 29.43 42.89 10.82 14.25 44.03
525 29.45 45.68 10.95 19.28 44.77
526 29.41 34.13 9.36 10.10 43.20
527 29.66 31.75 8.88 9.87 41.51
528 29.65 87.31 6.49 13.29 74.40
529 29.53 69.40 9.04 196.22 37.52
530 29.48 80.48 7.85 61.69 40.94
531 29.68 9.40 6.11 7.09 32.51
532 29.60 14.27 6.94 9.33 33.18
533 29.71 66.68 9.59 207.55 36.98
534 29.43 19.07 7.86 8.07 40.00
535 29.65 20.90 8.38 8.29 37.56
536 29.85 29.78 9.37 11.38 45.20
537 29.64 72.38 8.74 143.56 34.00
538 29.64 75.11 9.04 116.13 34.31
539 29.61 11.56 6.20 6.87 31.22
540 29.48 39.76 9.71 12.94 44.74
541 29.65 22.93 8.52 10.10 32.38
542 29.88 64.34 9.74 207.26 38.40
543 29.70 35.82 8.64 12.00 42.91
544 29.85 37.85 10.50 17.16 44.25
545 29.90 18.29 8.74 9.20 32.77
546 30.22 84.41 6.92 26.73 116.88
547 30.04 24.87 8.26 12.14 40.19
548 30.28 50.64 10.65 128.81 42.09
549 29.98 13.05 6.40 9.15 33.00
550 30.02 44.54 10.79 23.87 44.79
551 30.13 59.46 11.32 223.00 39.57
552 30.31 62.01 10.82 219.16 37.98
553 30.39 53.28 10.79 202.16 46.50
554 30.25 55.95 10.54 181.63 40.07
555 30.16 34.72 9.82 16.47 44.59
556 30.62 78.91 8.60 33.18 148.03
557 30.57 81.89 8.55 28.48 157.33
558 30.39 16.85 8.71 15.09 36.83
559 30.70 48.16 11.19 177.22 44.57
560 30.68 35.70 11.04 28.68 47.07
561 30.58 70.82 9.37 104.82 42.69
562 30.64 12.30 7.09 37.78 30.12
563 30.51 21.50 8.48 12.13 38.21
564 31.17 41.01 11.26 134.11 41.02
565 30.70 68.07 9.87 159.97 41.66
566 30.61 74.09 9.07 51.32 114.88
567 30.64 19.38 8.38 20.62 37.12
568 30.87 24.55 8.68 20.57 37.65
569 30.92 38.58 11.23 129.59 44.71
570 31.07 45.40 11.05 178.98 43.33
571 31.02 87.95 6.86 14.84 120.32
572 30.91 27.66 8.49 22.92 37.19
573 31.06 58.11 10.16 188.00 42.88
574 31.25 15.10 7.75 87.93 31.73
575 30.99 65.55 10.65 153.89 43.08
576 31.61 42.95 11.05 180.81 44.94
577 31.14 85.98 6.73 18.15 124.79
578 31.30 9.97 6.08 74.21 31.69
579 31.25 63.33 10.56 145.32 44.93
580 31.09 22.70 8.83 22.92 38.92
581 31.38 60.62 11.88 173.17 43.86
582 31.28 20.19 8.47 51.73 31.65
583 31.41 55.19 11.63 212.59 45.67
584 31.68 76.31 9.05 27.04 160.72
585 31.60 52.21 11.29 222.20 47.68
586 31.67 30.40 10.03 137.08 39.03
587 31.85 36.88 11.10 177.76 45.41
588 31.63 69.89 10.38 64.26 168.24
589 31.72 72.56 9.86 39.27 168.74
590 31.76 49.58 12.22 223.33 46.99
591 31.76 82.31 8.74 18.44 158.31
592 32.22 12.97 7.44 145.65 30.78
593 31.96 26.33 9.28 132.28 37.02
594 32.34 34.73 11.51 193.04 47.09
595 32.05 47.18 13.13 225.71 46.66
596 31.92 67.29 10.04 52.09 158.49
597 32.09 22.11 8.70 114.80 34.32
598 32.02 79.48 8.83 19.94 169.74
599 32.30 32.55 10.84 181.18 43.34
600 31.99 56.93 12.10 145.38 42.28
601 32.30 18.83 7.94 155.87 34.88
602 32.44 84.60 8.74 16.36 122.00
603 32.32 64.55 10.66 41.73 186.01
604 32.11 88.14 7.40 11.93 130.21
605 32.34 16.21 8.11 139.39 34.94
606 32.20 61.79 11.71 86.00 53.39
607 32.35 59.39 11.24 107.92 52.49
608 32.63 28.38 9.83 215.20 40.71
609 32.43 44.79 11.45 213.04 45.95
610 32.57 54.93 12.05 148.39 51.69
611 32.76 24.26 9.55 186.55 35.88
612 32.76 74.80 10.06 18.77 182.45
613 32.73 10.33 6.84 124.43 30.64
614 32.65 40.17 11.98 223.82 46.90
615 32.82 87.58 8.03 14.60 112.30
616 32.72 52.50 12.31 188.57 50.72
617 32.78 69.34 11.10 27.10 191.32
618 32.90 49.82 12.75 163.64 49.44
619 33.07 90.20 6.86 16.16 69.30
620 33.00 72.00 10.36 20.43 167.06
621 33.16 30.60 10.29 219.42 41.95
622 32.97 77.59 10.00 15.02 157.33
623 33.12 37.50 12.40 211.18 44.41
624 33.11 57.49 12.44 75.43 170.76
625 33.15 81.70 9.15 16.75 128.73
626 33.32 42.38 13.34 185.14 53.12
