#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca14 14A 8 even-skipped Kruppel giant
628 37.00 31.88 26.03 24.00 170.96
629 36.90 50.13 26.31 25.73 128.05
630 36.93 55.89 26.18 25.08 105.18
631 37.12 68.55 93.63 22.13 41.76
632 37.04 19.84 19.48 18.39 107.64
633 37.19 45.82 26.48 27.35 138.82
634 37.18 47.93 27.43 25.03 122.90
635 37.23 60.27 29.33 31.87 107.39
636 37.22 90.27 50.39 26.94 9.77
637 37.32 75.16 210.17 24.21 25.55
638 37.23 93.07 20.91 18.72 7.00
639 37.38 72.28 196.89 28.03 31.67
640 37.23 27.22 24.19 24.89 131.84
641 37.19 39.33 23.95 26.27 123.14
642 37.36 86.88 84.67 34.83 11.56
643 37.42 10.92 14.26 14.20 75.68
644 37.39 35.46 23.52 26.08 124.12
645 37.37 66.26 47.08 26.18 58.18
646 37.46 41.90 25.45 26.25 125.03
647 37.55 57.96 30.64 26.90 85.00
648 37.63 15.80 18.62 18.17 84.08
649 37.64 22.78 21.15 20.21 103.16
650 37.74 63.86 180.54 27.39 48.91
651 37.82 33.62 24.62 26.53 126.83
652 37.64 29.66 26.47 25.49 119.78
653 37.65 54.32 28.53 30.37 94.92
654 37.75 37.51 23.57 28.57 106.41
655 37.80 51.70 29.34 28.06 101.66
656 37.79 82.98 160.30 35.73 14.69
657 37.88 44.17 27.90 28.51 118.08
658 38.00 70.23 213.48 34.98 31.23
659 37.93 79.21 167.26 31.58 18.82
660 38.00 18.17 27.17 20.65 75.87
661 37.97 24.94 22.29 24.98 100.97
662 38.04 49.29 31.26 27.03 95.67
663 38.11 20.73 25.24 22.30 81.51
664 38.06 13.47 26.29 19.03 75.58
665 38.17 61.44 117.08 29.17 62.79
666 38.21 31.70 28.29 24.37 102.96
667 38.19 56.05 72.69 33.71 73.91
668 38.33 76.12 168.91 31.06 19.49
669 38.34 89.01 53.69 36.54 10.09
670 38.26 27.22 25.13 23.13 91.55
671 38.19 40.00 29.84 30.18 100.91
672 38.52 67.98 208.64 35.26 28.20
673 38.36 9.87 22.38 16.02 49.40
674 38.32 46.76 32.12 29.25 99.63
675 38.38 59.14 182.84 36.23 53.27
676 38.39 35.65 27.14 31.20 90.53
677 38.54 65.77 215.21 36.03 35.94
678 38.59 91.60 21.90 30.39 8.42
679 38.51 42.31 34.13 29.44 88.80
680 38.68 72.98 196.25 36.03 22.34
681 38.48 53.48 69.64 30.88 69.90
682 38.70 85.89 71.81 44.36 11.13
683 38.64 29.56 31.83 27.15 84.11
684 38.96 80.26 103.25 34.89 13.58
685 38.72 37.95 34.45 29.57 88.04
686 38.79 16.05 82.12 22.73 55.27
687 38.90 22.55 84.33 26.63 65.08
688 38.81 50.62 106.25 30.82 72.28
689 38.99 63.18 233.02 35.95 35.76
690 39.09 83.07 80.38 42.00 11.82
691 38.87 24.89 37.33 26.22 63.14
692 38.94 33.66 54.85 32.29 85.00
693 38.96 44.48 125.18 32.18 72.97
694 39.22 56.98 227.32 37.79 42.91
695 39.18 48.47 194.57 32.44 65.33
696 39.22 77.57 112.43 41.37 14.30
697 39.09 12.61 91.27 19.18 42.02
698 39.06 19.07 84.41 24.19 55.55
699 39.12 40.05 133.82 32.27 74.73
700 39.34 54.73 217.52 40.85 46.75
701 39.25 31.39 156.47 31.24 65.37
702 39.48 61.13 232.20 38.18 35.03
703 39.14 27.56 80.46 28.54 64.43
704 39.46 52.31 216.96 34.24 47.81
705 39.36 70.18 190.26 38.57 20.69
706 39.33 36.10 121.23 36.69 72.44
707 39.62 46.39 215.99 39.42 58.71
708 39.49 59.14 239.05 38.93 37.93
709 39.61 9.03 94.73 19.96 27.55
710 39.79 25.34 174.54 32.77 47.69
711 39.64 42.49 211.15 38.00 52.29
712 39.59 74.94 94.41 49.51 16.17
713 39.73 87.83 56.97 50.73 8.83
714 39.71 91.56 29.28 49.34 7.76
715 39.65 65.43 194.81 43.10 24.96
716 39.81 38.29 190.29 39.46 44.17
717 39.80 15.21 137.40 27.21 32.62
718 39.83 29.28 198.68 35.09 52.41
719 39.93 20.73 178.40 29.88 37.54
720 39.94 67.73 152.04 45.87 20.66
721 40.00 17.87 160.48 30.87 32.91
722 40.00 34.65 199.69 43.21 47.27
723 39.97 72.43 90.36 57.00 17.09
724 40.22 22.82 187.97 33.27 39.70
725 40.16 32.59 192.33 46.54 39.20
726 40.21 50.45 224.23 43.84 36.10
727 40.05 84.66 58.18 49.55 10.36
728 40.17 40.46 226.09 41.09 40.00
729 40.30 44.64 220.26 49.82 40.16
730 40.11 11.90 121.44 25.39 31.77
731 40.20 63.36 196.81 42.14 23.95
732 40.13 81.10 58.07 53.88 11.89
733 40.37 27.30 214.91 36.63 40.46
734 40.29 77.76 59.21 56.40 13.39
735 40.55 48.29 227.90 45.92 34.85
736 40.54 55.22 200.02 52.88 31.66
737 40.52 6.58 70.90 21.77 14.24
738 40.49 57.39 220.48 43.67 28.18
739 40.57 69.85 109.27 54.02 18.23
740 40.71 36.86 214.67 43.58 35.68
741 40.56 59.97 207.02 48.39 26.53
742 40.64 53.01 214.87 47.65 33.07
743 40.84 30.63 215.25 42.94 31.28
744 40.74 65.66 130.18 64.52 19.45
745 40.65 74.93 58.89 69.20 14.20
746 40.76 14.15 117.88 29.16 21.70
747 40.96 42.33 225.91 55.24 34.21
748 40.94 61.87 143.17 52.98 21.11
749 40.86 9.19 89.77 24.34 18.36
750 40.94 93.10 12.65 48.46 6.83
751 41.02 87.00 28.35 70.46 9.51
752 40.99 16.80 146.56 35.21 21.75
753 41.05 72.41 57.14 81.76 14.86
754 41.02 82.83 44.44 76.28 10.36
755 41.11 89.93 21.90 59.42 8.42
756 41.04 20.08 159.14 35.88 22.54
757 41.10 24.90 178.36 45.65 28.81
758 41.18 39.78 187.36 45.36 27.61
759 41.13 46.59 177.37 58.63 30.22
760 41.18 67.74 101.36 64.86 17.33
761 41.15 34.13 217.73 53.37 29.93
762 41.14 79.56 38.42 70.48 12.89
763 41.23 28.37 163.95 42.70 26.03
764 41.29 11.59 102.69 29.97 17.24
765 41.33 63.86 117.98 69.10 18.04
766 41.33 51.08 170.22 57.15 24.25
767 41.39 58.33 185.26 58.71 20.46
768 41.58 22.47 149.40 48.22 20.89
769 41.42 77.17 44.65 83.91 12.70
770 41.64 44.02 160.41 68.71 24.41
771 41.76 32.25 176.60 65.54 24.30
772 41.71 53.51 143.64 70.00 22.02
773 41.59 55.86 120.14 66.92 23.00
774 41.66 70.03 56.21 96.26 15.54
775 41.81 8.40 61.97 29.90 10.49
776 41.74 48.76 166.36 71.73 23.06
777 41.82 84.27 31.67 88.22 9.68
778 41.83 35.75 195.42 64.65 24.13
779 41.78 37.93 149.30 64.09 27.11
780 41.82 60.39 106.08 74.60 17.88
781 41.93 26.44 129.37 54.63 24.37
782 41.96 74.50 45.15 100.91 13.22
783 41.89 18.22 135.55 45.55 16.98
784 41.89 66.00 107.24 90.44 17.11
785 41.90 14.75 109.43 46.73 15.61
786 42.03 30.30 132.48 58.39 21.54
787 42.11 62.39 65.26 99.11 15.43
788 42.22 80.87 28.51 88.48 10.85
789 42.09 93.22 10.90 49.93 7.47
790 42.18 40.61 128.08 70.65 24.90
791 42.21 46.36 128.87 83.13 21.68
792 42.22 72.06 41.20 104.78 14.77
793 42.38 90.52 16.88 75.40 8.31
794 42.27 20.59 97.38 65.73 17.67
795 42.36 24.57 123.44 62.36 17.05
796 42.32 28.36 124.85 68.06 20.67
797 42.29 11.75 79.26 43.97 13.15
798 42.32 51.17 109.83 95.00 19.77
799 42.47 77.88 30.96 98.00 12.25
800 42.46 87.35 23.46 84.47 9.14
801 42.41 6.29 52.71 38.88 8.99
802 42.26 58.39 88.33 97.91 18.15
803 42.40 64.39 75.00 120.49 15.80
804 42.43 67.98 61.27 106.84 14.79
805 42.52 55.91 84.23 106.38 18.38
806 42.60 34.07 119.54 89.30 19.68
807 42.69 38.62 112.27 94.00 19.35
808 42.77 42.82 74.96 97.09 19.07
809 42.64 48.74 97.17 103.76 20.98
810 42.75 53.45 76.78 125.48 19.75
811 42.79 36.37 119.18 91.47 20.02
812 42.80 22.85 86.05 88.34 16.16
813 42.80 32.03 95.82 107.09 18.89
814 42.92 10.07 63.72 54.34 10.20
815 42.97 45.06 110.84 110.21 20.29
816 42.95 60.85 61.77 141.74 16.95
817 42.93 70.19 38.26 125.24 14.67
818 42.84 14.46 79.15 76.20 13.18
819 42.79 17.42 82.40 76.05 15.02
820 42.97 75.70 28.36 109.03 12.90
821 43.09 83.15 26.76 91.21 10.08
822 43.23 7.89 52.49 63.89 8.75
823 43.17 65.81 46.82 127.05 15.34
824 43.15 27.32 82.91 106.86 17.54
825 43.10 29.93 85.30 101.32 17.68
826 43.08 58.45 72.43 121.26 16.53
827 43.24 63.03 49.70 148.05 17.44
828 43.22 40.70 64.83 128.55 18.78
829 43.22 20.73 70.93 107.34 15.25
830 43.43 92.80 14.05 56.03 7.81
831 43.32 50.61 82.69 123.00 20.97
832 43.41 72.72 30.91 121.81 13.87
833 43.46 80.06 27.67 93.06 10.76
834 43.43 25.21 76.09 120.73 16.82
835 43.49 47.60 61.92 122.05 18.45
836 43.55 13.04 42.01 73.30 10.81
837 43.46 55.49 58.02 135.48 18.06
838 43.46 33.75 58.07 126.67 17.02
839 43.67 88.63 23.36 98.28 8.82
840 43.61 90.88 18.28 76.40 8.47
841 43.60 38.08 58.89 142.09 16.80
842 43.63 67.76 35.48 132.03 14.74
843 43.70 16.12 40.71 94.05 12.07
844 43.65 18.64 49.17 122.83 13.96
845 43.78 35.77 53.66 139.70 17.80
846 43.76 53.38 54.41 151.90 18.05
847 43.81 85.77 24.82 86.61 8.39
848 43.86 31.55 48.23 145.39 16.98
849 43.81 77.45 24.94 108.31 11.87
850 43.82 22.97 49.76 125.92 15.34
851 43.82 43.02 62.39 156.60 18.69
852 43.94 57.54 48.67 157.87 15.73
853 43.94 60.03 42.44 176.73 16.41
854 43.95 10.08 35.09 77.28 8.95
855 44.03 29.38 55.91 145.02 15.48
856 43.99 45.32 49.78 150.73 18.22
857 44.12 64.47 35.00 162.10 15.63
858 44.07 70.33 29.47 139.16 14.44
859 44.13 74.66 30.68 136.31 12.61
860 44.14 27.15 52.46 137.00 15.33
861 44.16 40.20 47.78 163.83 17.30
862 44.29 51.52 49.84 154.97 17.07
863 44.23 62.31 35.87 166.50 14.88
864 44.20 82.44 29.28 109.27 9.84
865 44.37 49.32 47.63 151.08 17.85
866 44.30 20.58 37.58 135.72 12.91
867 44.48 25.03 44.40 141.88 14.40
868 44.49 33.48 43.21 175.21 17.18
869 44.62 94.66 43.94 46.69 6.11
870 44.62 14.52 29.49 106.02 11.32
871 44.55 7.13 18.40 87.76 8.03
872 44.62 55.75 35.91 175.86 17.12
873 44.63 46.97 41.84 170.97 18.53
874 44.61 66.28 31.82 164.46 14.95
875 44.61 11.90 25.04 108.78 9.51
876 44.71 17.83 27.62 122.92 12.15
877 44.62 37.66 38.07 165.58 17.02
878 44.73 42.12 37.91 170.29 16.14
879 44.68 68.31 31.75 158.63 14.47
880 44.73 72.41 29.64 139.65 13.18
881 44.78 76.71 37.14 138.82 11.75
882 44.87 91.32 105.76 88.27 8.07
883 44.90 79.36 51.95 119.46 11.75
884 44.84 35.43 38.18 174.80 16.06
885 44.86 53.60 40.45 171.43 17.02
886 44.84 58.26 37.65 183.12 15.98
887 44.93 87.49 128.98 100.50 8.80
888 44.92 22.82 33.18 143.62 13.45
889 44.96 31.47 37.66 184.88 17.83
890 44.98 44.28 34.56 172.97 17.28
891 44.99 60.42 33.29 180.07 16.36
892 44.93 84.67 112.47 117.35 10.01
893 44.99 29.05 36.63 169.68 15.63
894 45.20 26.84 34.05 154.14 14.16
895 45.18 39.95 38.93 188.33 16.86
896 45.17 9.72 19.92 108.18 8.85
897 45.32 64.66 33.10 178.05 15.44
898 45.30 70.10 35.79 167.36 13.66
899 45.24 62.59 32.92 195.14 15.96
900 45.46 74.40 91.53 161.09 12.77
901 45.40 50.89 38.68 179.34 18.53
902 45.46 15.82 24.17 130.41 11.50
903 45.38 20.22 26.89 143.10 12.57
904 45.46 48.54 40.17 181.84 16.75
905 45.63 81.85 164.78 111.11 11.14
906 45.59 24.69 31.81 173.22 14.00
907 45.62 33.72 36.87 186.60 15.65
908 45.67 46.05 39.38 197.31 16.74
909 45.65 55.58 38.18 199.05 18.52
910 45.65 67.18 44.87 180.13 15.21
911 45.73 36.20 36.78 195.08 17.32
912 45.73 38.11 41.00 197.70 17.23
913 45.85 6.94 21.74 122.45 7.89
914 45.79 41.86 37.22 195.85 17.37
915 45.74 12.78 24.94 121.04 10.50
916 45.78 30.35 36.09 191.98 15.30
917 45.82 53.04 40.78 196.03 17.03
918 45.90 89.06 178.30 100.21 8.98
919 45.71 94.27 60.27 50.36 7.48
920 45.73 58.19 40.23 198.10 16.30
921 45.97 76.98 170.07 134.89 12.65
922 46.03 18.05 31.07 145.92 12.22
923 45.97 22.36 29.80 169.76 13.23
924 46.06 72.14 117.91 167.97 14.31
925 46.09 28.47 34.81 185.30 15.96
926 45.98 60.93 61.37 201.90 17.16
927 46.15 43.77 48.92 203.52 17.17
928 46.17 85.14 192.44 114.58 10.03
929 46.22 32.01 54.41 211.18 18.11
930 46.39 79.44 187.02 133.54 11.74
931 46.35 92.30 95.94 74.26 8.29
932 46.24 63.17 182.15 197.43 15.89
933 46.20 10.29 24.02 121.36 9.13
934 46.36 26.62 61.07 194.00 14.03
935 46.36 39.70 70.75 206.23 15.42
936 46.48 49.85 54.21 195.54 17.12
937 46.33 69.51 185.67 173.41 15.20
938 46.57 65.22 218.45 183.84 16.65
939 46.45 15.14 42.62 140.50 10.85
940 46.55 35.19 124.94 214.63 15.76
941 46.52 47.63 99.02 207.09 17.57
942 46.56 56.44 207.00 193.55 16.72
943 46.61 20.19 72.35 169.68 12.97
944 46.58 59.10 186.30 206.16 17.28
945 46.68 24.39 80.79 191.46 13.50
946 46.73 51.96 67.31 199.98 17.84
947 46.74 67.52 204.57 171.48 13.64
948 46.70 74.69 215.19 149.72 12.06
949 46.71 54.39 79.20 213.61 17.33
950 46.89 37.08 183.54 205.41 16.77
951 46.85 45.37 207.29 188.72 18.07
952 46.88 29.96 172.28 212.21 14.89
953 46.91 11.94 111.98 134.42 10.72
954 46.95 33.45 209.02 213.14 16.60
955 46.91 41.53 164.02 213.52 18.71
956 46.99 82.02 209.72 127.37 11.25
957 47.03 5.46 93.56 120.69 7.22
958 47.14 87.25 197.99 109.32 9.37
959 47.09 90.20 152.54 90.75 8.33
960 47.19 95.56 28.47 45.35 4.57
961 47.03 61.39 232.90 199.40 16.66
962 47.07 8.54 106.20 134.86 8.33
963 47.15 22.22 132.53 183.31 12.84
964 47.26 70.39 229.30 179.15 14.34
965 47.30 72.63 224.24 162.53 12.42
966 47.29 77.51 206.53 128.26 12.26
967 47.22 17.67 138.49 162.38 12.06
968 47.37 63.36 237.38 197.66 16.04
969 47.43 28.04 179.59 202.75 14.71
970 47.38 39.01 212.21 208.76 17.32
971 47.37 57.54 244.00 199.47 15.73
972 47.42 14.66 166.86 156.46 11.11
973 47.49 43.20 227.60 195.15 17.57
974 47.47 25.85 183.22 193.84 12.91
975 47.47 31.62 221.56 214.26 16.92
976 47.47 84.28 177.42 107.00 10.25
977 47.53 48.20 232.26 194.02 17.59
978 47.66 92.63 56.12 79.26 8.20
979 47.60 66.68 232.96 183.94 14.93
980 47.71 59.64 243.69 190.76 15.79
981 47.77 34.85 233.70 204.45 15.83
982 47.76 50.25 232.58 197.58 17.51
983 47.66 53.13 234.25 192.71 16.52
984 47.76 55.46 239.98 191.72 18.23
985 47.72 79.89 177.08 132.05 11.84
986 47.72 19.62 176.59 174.20 11.31
987 47.78 75.50 170.45 141.45 12.77
988 47.86 46.02 237.33 204.58 18.39
989 47.95 23.76 215.96 181.93 14.22
990 48.00 65.00 227.90 170.24 14.45
991 48.05 68.82 233.24 161.60 13.21
992 48.04 9.54 155.79 137.75 9.38
993 48.11 12.30 168.64 160.34 9.80
994 48.14 36.52 223.64 199.25 17.21
995 48.06 41.03 235.79 209.81 17.67
996 48.11 6.61 117.31 134.20 7.48
997 48.14 61.67 217.17 190.56 15.06
998 48.22 30.13 218.70 205.87 15.16
999 48.12 89.53 101.38 98.74 8.74
1000 48.35 82.36 149.12 120.31 9.92
1001 48.26 32.99 236.06 213.92 17.47
1002 48.35 71.19 184.04 166.48 13.61
1003 48.35 73.73 146.94 162.94 12.42
1004 48.44 16.84 182.78 159.68 11.97
1005 48.36 38.76 230.72 201.58 15.75
1006 48.30 57.72 238.94 189.62 15.10
1007 48.41 86.19 131.60 126.12 9.36
1008 48.55 94.72 21.45 60.32 6.89
1009 48.45 21.52 209.98 190.30 14.25
1010 48.50 26.03 214.75 194.80 15.84
1011 48.46 43.80 227.93 218.76 18.00
1012 48.52 28.11 225.62 206.58 14.76
1013 48.50 51.81 238.89 208.17 17.15
1014 48.61 63.40 172.57 194.65 13.88
1015 48.68 48.13 210.40 202.72 19.25
1016 48.71 54.04 234.57 193.32 16.06
1017 48.76 79.34 98.37 142.25 12.00
1018 48.66 76.68 109.27 150.59 12.63
1019 48.76 67.46 178.27 196.64 14.59
1020 48.72 60.00 190.33 212.00 15.77
1021 49.10 92.38 38.87 80.52 7.78
1022 48.95 1.51 12.58 47.50 2.75
1023 48.89 45.71 221.43 208.05 16.03
1024 48.96 56.28 156.68 201.07 16.57
1025 48.99 34.64 156.96 212.80 16.26
1026 49.03 42.17 168.98 226.85 17.83
1027 49.04 50.35 185.20 206.47 17.47
1028 49.05 8.16 71.83 150.14 8.24
1029 49.03 23.64 205.71 190.24 14.34
1030 49.01 65.36 115.40 199.58 14.64
1031 49.03 14.16 115.90 176.63 10.85
1032 49.04 32.41 174.67 224.29 16.38
1033 49.11 40.08 199.88 224.11 16.45
1034 49.03 11.11 106.42 154.38 9.90
1035 49.01 37.32 194.50 204.15 16.18
1036 49.17 2.87 16.28 69.38 5.55
1037 49.14 29.82 176.66 215.77 15.21
1038 49.19 5.13 29.67 111.80 6.62
1039 49.29 70.29 80.13 171.98 15.49
1040 49.31 89.20 68.67 124.83 8.49
1041 49.24 58.39 122.60 214.57 16.10
1042 49.31 61.81 157.72 204.58 15.28
1043 49.44 75.03 81.95 163.76 12.26
1044 49.34 72.50 87.06 160.12 14.27
1045 49.40 82.37 55.29 135.27 11.42
1046 49.47 85.20 58.89 115.02 10.26
1047 49.44 21.17 140.98 202.16 14.52
1048 49.52 27.79 110.67 214.22 15.29
1049 49.53 18.14 94.04 178.99 12.85
1050 49.53 25.71 101.86 209.91 13.82
1051 49.55 52.58 143.84 218.12 17.20
1052 49.61 36.44 120.88 218.26 16.09
1053 49.68 44.02 121.67 214.33 17.42
1054 49.71 49.08 112.40 220.51 17.29
1055 49.78 68.60 85.67 188.10 14.66
1056 49.75 77.48 50.32 150.83 12.08
1057 49.74 46.78 114.67 217.69 17.74
1058 49.81 54.98 89.30 210.60 16.18
1059 49.77 63.71 94.59 185.65 15.59
1060 49.83 31.31 84.06 219.85 15.43
1061 49.87 38.99 113.86 225.71 17.85
1062 49.81 59.80 91.04 219.64 15.71
1063 49.82 66.24 70.80 184.76 13.80
1064 49.98 80.16 41.68 144.91 10.76
1065 50.00 33.43 86.02 216.18 15.12
1066 49.90 12.02 51.96 167.51 10.54
1067 49.95 15.12 50.40 173.25 11.66
1068 49.98 9.37 35.64 155.42 9.51
1069 50.01 23.89 84.88 204.92 14.38
1070 49.98 41.40 93.75 221.57 17.57
1071 50.07 57.39 73.64 207.54 15.73
1072 50.16 1.54 7.18 44.48 3.52
1073 50.18 3.77 12.51 87.10 5.85
1074 50.09 6.72 20.40 120.58 6.53
1075 50.26 29.25 60.23 220.52 16.11
1076 50.28 35.16 57.00 222.51 16.04
1077 50.33 51.05 67.50 212.11 18.06
1078 50.21 90.60 27.50 93.68 9.14
1079 50.41 19.84 47.62 187.52 12.77
1080 50.43 21.90 55.56 206.07 13.42
1081 50.43 61.38 53.56 210.00 17.93
1082 50.43 72.50 42.47 164.46 13.33
1083 50.42 87.35 34.75 132.40 8.08
1084 50.45 26.32 51.40 208.32 14.37
1085 50.79 93.76 12.87 70.79 6.79
1086 50.58 17.36 47.40 182.61 12.87
1087 50.52 37.72 64.43 216.81 16.84
1088 50.58 53.52 57.03 211.90 16.44
1089 50.69 69.91 39.74 182.37 13.34
1090 50.54 83.57 37.47 127.21 9.48
1091 50.64 45.43 60.77 210.62 16.13
1092 50.68 42.91 51.65 218.29 17.54
1093 50.58 48.06 56.91 217.68 17.23
1094 50.76 65.29 48.67 204.72 14.52
1095 50.60 75.40 43.86 154.64 13.13
1096 50.77 11.24 33.72 161.26 8.91
1097 50.85 63.24 36.23 190.49 13.79
1098 50.80 56.06 43.33 203.02 15.96
1099 50.82 67.43 49.29 192.22 14.31
1100 50.91 78.25 28.68 143.57 11.98
1101 50.88 8.43 23.49 151.44 8.05
1102 50.85 31.81 45.88 216.96 15.31
1103 50.84 58.96 46.70 206.45 14.96
1104 50.82 13.72 31.97 168.68 11.45
1105 50.87 40.30 51.98 221.00 18.80
1106 51.02 23.80 40.98 199.15 13.58
1107 51.18 27.96 37.00 216.51 14.25
1108 51.22 5.13 13.65 118.83 5.91
1109 51.18 33.66 38.92 218.13 15.23
1110 51.10 80.72 29.33 144.90 12.03
1111 51.20 36.12 38.20 215.96 16.33
1112 51.22 49.64 42.56 212.67 15.94
1113 51.26 30.14 51.75 219.86 14.86
1114 51.44 89.97 20.30 111.36 8.09
1115 51.43 52.27 37.67 205.49 16.82
1116 51.46 15.79 24.98 166.10 10.45
1117 51.41 21.07 31.29 186.12 12.98
1118 51.47 72.11 31.49 172.83 12.77
1119 51.47 18.47 30.39 169.50 11.45
1120 51.50 61.48 37.28 207.51 16.81
1121 51.55 25.79 34.56 204.19 12.89
1122 51.53 38.47 36.19 208.68 15.74
1123 51.58 44.54 41.00 201.40 16.84
1124 51.50 47.01 38.55 205.84 16.47
1125 51.59 86.35 22.22 105.27 8.54
1126 51.60 54.64 40.68 205.78 16.56
1127 51.54 74.49 28.49 160.40 12.05
1128 51.69 42.28 33.42 204.60 18.05
1129 51.62 57.10 34.08 203.48 16.33
1130 51.67 68.35 37.54 191.22 13.16
1131 51.76 82.87 24.32 125.76 10.19
1132 51.77 59.34 36.60 213.52 16.25
1133 51.78 76.81 24.80 131.42 11.69
1134 51.87 40.31 38.73 212.39 15.76
1135 51.82 64.01 29.88 189.94 15.58
1136 51.91 66.16 34.00 197.09 15.86
1137 51.89 9.72 19.09 156.77 8.41
1138 51.80 13.25 24.10 162.20 10.27
1139 52.02 31.76 46.78 216.00 15.62
1140 51.87 94.43 9.42 43.72 6.87
1141 52.02 7.19 16.12 128.42 7.25
1142 52.00 35.12 35.04 214.72 15.57
1143 52.06 70.24 31.16 166.82 13.02
1144 52.04 23.79 34.84 193.31 12.78
1145 52.14 50.84 33.40 207.86 16.88
1146 52.13 79.52 23.96 128.50 12.22
1147 52.24 27.39 36.98 202.72 12.54
1148 52.24 29.44 52.51 208.65 16.31
1149 52.28 37.19 50.92 208.14 16.14
1150 52.34 48.53 33.71 205.48 17.21
1151 52.35 19.59 34.96 180.68 11.61
1152 52.47 33.58 66.98 207.38 14.11
1153 52.41 21.91 56.35 177.76 12.37
1154 52.50 62.56 30.05 190.14 13.98
1155 52.42 91.66 14.90 92.59 7.51
1156 52.53 4.87 18.52 102.29 6.41
1157 52.49 16.95 37.08 174.55 10.64
1158 52.49 46.05 36.66 196.77 17.16
1159 52.58 53.03 32.32 190.71 16.06
1160 52.62 43.78 37.93 196.42 16.00
1161 52.63 55.58 35.76 199.46 14.82
1162 52.62 57.82 35.20 197.69 15.04
1163 52.59 60.22 56.61 188.71 13.78
1164 52.50 75.42 32.33 129.40 12.62
1165 52.63 73.13 29.14 155.06 12.24
1166 52.64 88.32 19.51 100.11 8.43
1167 52.62 14.16 38.09 145.98 9.72
1168 52.72 25.54 95.65 197.13 12.98
1169 52.82 39.29 131.95 202.30 17.39
1170 52.75 41.53 99.15 190.79 15.51
1171 52.67 67.82 38.77 176.40 13.18
1172 52.83 85.05 21.52 104.74 9.35
1173 52.76 10.90 42.64 147.60 9.15
1174 52.83 64.93 35.09 165.06 13.36
1175 52.99 94.15 9.78 51.00 6.22
1176 52.96 77.64 28.55 138.09 11.03
1177 52.98 82.18 29.44 114.06 9.53
1178 53.01 35.61 110.93 219.31 15.53
1179 53.10 30.20 131.71 202.93 14.27
1180 53.08 7.14 48.87 122.14 7.49
1181 53.25 23.13 142.59 170.92 12.89
1182 53.21 32.23 138.90 205.38 15.96
1183 53.04 70.60 35.91 144.51 13.02
1184 53.19 20.46 59.74 171.81 12.60
1185 53.20 50.08 42.49 177.50 16.39
1186 53.24 27.75 147.40 197.17 15.53
1187 53.31 37.45 183.72 194.24 14.78
1188 53.34 47.28 70.72 187.48 15.86
1189 53.38 61.22 117.33 174.84 13.30
1190 53.45 15.04 110.81 150.86 10.58
1191 53.48 18.21 107.96 150.55 11.80
1192 53.47 79.89 35.49 106.98 10.87
1193 53.56 66.51 55.54 166.63 14.00
1194 53.65 90.49 39.38 101.87 7.03
1195 53.61 9.54 84.63 136.84 7.87
1196 53.61 45.06 157.84 175.40 14.86
1197 53.62 54.58 119.85 183.77 15.43
1198 53.58 59.00 147.28 168.90 15.33
1199 53.59 63.03 148.58 162.64 14.70
1200 53.59 52.34 93.98 179.10 15.07
1201 53.70 68.72 49.32 165.25 13.47
1202 53.60 75.34 58.23 137.43 11.61
1203 53.63 4.22 41.07 70.84 5.82
1204 53.65 12.60 123.43 133.64 8.97
1205 53.74 34.01 202.78 189.24 14.02
1206 53.69 42.70 192.07 173.75 15.47
1207 53.64 56.79 127.58 180.46 14.68
1208 53.81 73.12 80.01 166.11 13.03
1209 53.70 25.06 183.46 160.82 13.75
1210 53.81 40.27 208.81 170.81 15.39
1211 53.84 86.12 42.65 97.70 8.91
1212 53.82 20.96 116.65 167.23 11.27
1213 54.08 70.91 80.72 151.23 12.23
1214 54.07 6.30 84.00 104.13 6.72
1215 54.10 30.77 217.51 174.22 15.33
1216 54.06 48.30 163.45 155.71 14.43
1217 54.28 64.60 200.50 137.26 14.42
1218 54.21 28.98 184.92 161.46 13.52
1219 54.19 38.31 229.88 167.33 15.15
1220 54.20 77.29 139.49 109.14 11.78
1221 54.37 95.35 25.18 45.80 4.84
1222 54.19 36.12 220.12 172.85 15.23
1223 54.25 83.17 129.99 92.36 9.67
1224 54.33 15.79 169.11 124.51 9.14
1225 54.30 26.98 195.14 168.03 13.23
1226 54.44 50.38 208.78 141.78 15.27
1227 54.53 32.55 228.67 155.49 14.75
1228 54.40 60.46 220.54 136.90 13.49
1229 54.50 22.51 181.29 147.24 13.04
1230 54.62 46.12 202.16 162.02 17.11
1231 54.57 80.52 146.43 97.66 9.87
1232 54.66 10.56 159.30 119.90 7.96
1233 54.60 52.88 223.16 128.81 15.33
1234 54.60 58.11 225.60 126.30 14.63
1235 54.68 66.86 202.70 151.73 12.55
1236 54.65 8.04 129.06 103.12 7.10
1237 54.75 18.41 175.33 131.32 11.39
1238 54.64 41.60 235.52 159.13 14.78
1239 54.76 43.90 219.17 149.45 15.83
1240 54.62 55.67 205.96 144.48 16.34
1241 54.81 62.33 226.18 129.90 12.84
1242 54.80 91.33 96.07 71.72 6.69
1243 54.71 12.62 151.57 101.82 9.00
1244 54.73 24.77 195.45 153.80 13.32
1245 54.89 74.22 181.57 104.69 11.43
1246 55.00 86.87 155.84 87.06 8.09
1247 54.92 34.61 209.22 150.30 15.22
1248 54.91 13.78 148.26 105.34 8.54
1249 54.95 69.13 188.59 124.16 11.71
