#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf11 14A 8 even-skipped Kruppel hunchback
1249 55.37 29.54 140.54 150.79 5.21
1250 55.49 40.14 177.51 116.40 6.02
1251 55.53 20.89 159.26 115.80 4.57
1252 55.76 47.40 141.98 115.43 6.00
1253 55.41 54.50 167.36 102.78 6.13
1254 55.44 58.88 174.92 104.02 6.17
1255 55.48 27.47 138.85 126.28 4.23
1256 55.63 14.54 129.06 137.15 3.33
1257 55.58 4.63 27.04 52.16 1.34
1258 55.66 63.96 183.99 99.19 5.55
1259 55.58 86.37 135.04 63.72 4.02
1260 55.79 7.29 65.26 110.17 2.69
1261 55.54 44.88 150.81 109.04 6.55
1262 55.53 67.95 194.81 96.25 5.71
1263 55.65 72.59 186.00 82.29 5.37
1264 55.65 37.95 138.81 124.17 6.29
1265 55.68 77.09 163.42 72.15 5.40
1266 55.81 80.07 181.19 80.12 4.55
1267 55.89 49.86 161.06 104.81 5.92
1268 55.81 10.60 60.51 96.97 3.09
1269 55.85 24.49 128.32 137.18 5.11
1270 55.86 31.49 149.55 119.79 5.59
1271 55.87 36.26 82.69 123.09 4.49
1272 55.88 34.16 107.30 128.27 5.08
1273 55.91 88.98 128.02 57.60 3.30
1274 55.90 42.41 139.91 110.94 6.42
1275 56.00 52.21 147.53 98.90 4.62
1276 56.11 62.19 113.22 93.61 5.44
1277 56.05 91.54 76.75 50.80 2.83
1278 55.97 56.55 166.48 98.11 6.26
1279 56.13 65.95 164.15 89.68 5.74
1280 56.14 82.49 151.49 68.16 5.01
1281 56.37 94.12 47.37 43.11 1.99
1282 56.12 22.58 82.56 117.54 4.23
1283 56.15 17.39 61.80 120.81 3.81
1284 56.26 60.46 142.34 99.58 5.84
1285 56.15 70.47 174.93 74.75 4.40
1286 56.26 74.72 169.68 81.30 4.40
1287 56.26 28.58 100.26 116.94 4.21
1288 56.36 26.36 55.44 115.92 3.95
1289 56.38 19.46 54.44 116.60 3.67
1290 56.39 43.91 97.14 108.10 5.17
1291 56.52 54.19 113.82 101.40 4.72
1292 56.43 39.28 83.65 116.91 5.70
1293 56.59 58.38 104.96 96.61 5.80
1294 56.59 68.23 167.70 81.51 5.11
1295 56.61 30.87 61.69 124.35 4.98
1296 56.68 84.90 134.12 81.99 4.29
1297 56.61 13.12 53.73 112.02 3.06
1298 56.87 78.70 121.09 69.80 4.61
1299 56.76 33.25 48.27 112.70 4.34
1300 56.73 41.51 67.88 117.39 5.48
1301 56.81 87.45 109.87 72.45 3.30
1302 56.84 35.46 47.39 112.59 4.62
1303 56.80 64.05 80.93 87.03 5.40
1304 56.90 72.72 143.92 81.52 4.40
1305 56.84 76.56 141.88 79.55 4.86
1306 56.95 9.36 36.40 93.22 2.58
1307 56.88 37.41 57.80 119.31 5.11
1308 56.88 24.34 49.19 111.87 4.43
1309 56.84 49.57 83.38 106.67 5.65
1310 57.01 45.52 55.62 109.64 5.95
1311 57.07 90.06 86.85 56.19 3.22
1312 57.10 47.55 50.27 122.88 5.55
1313 56.99 56.37 87.02 108.00 5.90
1314 57.02 21.63 37.48 104.93 3.54
1315 57.19 81.25 108.61 81.11 4.53
1316 57.29 16.13 27.92 101.59 2.82
1317 57.51 26.67 37.39 98.70 3.53
1318 57.15 70.71 84.59 90.83 5.22
1319 57.33 29.54 37.50 108.85 4.26
1320 57.21 62.33 42.90 77.37 4.95
1321 57.16 66.16 69.88 93.55 4.91
1322 57.32 59.70 65.29 107.67 4.88
1323 57.18 18.94 35.94 95.97 3.77
1324 57.33 92.58 47.45 47.71 2.40
1325 57.32 39.50 40.12 107.33 4.95
1326 57.47 13.50 31.40 102.45 3.02
1327 57.41 74.86 82.17 86.23 4.54
1328 57.50 43.65 50.87 103.13 4.66
1329 57.44 53.46 44.28 87.91 5.22
1330 57.71 31.92 32.94 100.65 4.31
1331 57.55 68.65 70.46 81.90 4.60
1332 57.71 51.23 38.08 88.09 4.63
1333 57.69 83.41 62.58 71.19 3.92
1334 57.83 20.54 28.02 90.04 2.80
1335 57.82 41.76 37.48 93.49 4.88
1336 57.68 85.71 72.49 66.83 3.26
1337 57.92 33.97 36.80 94.76 4.08
1338 57.90 57.57 42.59 86.68 5.54
1339 57.87 23.40 27.77 82.05 3.17
1340 57.88 55.28 36.96 85.80 5.13
1341 57.92 64.52 39.08 74.15 4.77
1342 58.12 35.97 39.48 91.86 4.57
1343 57.91 88.14 70.35 63.01 3.53
1344 58.25 11.55 21.30 76.84 2.16
1345 58.35 48.54 37.99 82.22 4.81
1346 58.11 60.99 39.31 80.55 4.76
1347 57.84 77.82 54.88 74.96 4.58
1348 57.96 5.31 12.68 44.30 1.35
1349 58.02 73.05 57.01 81.79 4.30
1350 58.63 91.32 38.00 56.31 2.89
1351 58.17 9.29 21.67 66.94 2.08
1352 58.13 37.84 39.30 91.57 4.15
1353 58.11 70.92 48.63 79.03 4.98
1354 58.08 46.10 34.28 90.49 5.01
1355 58.17 66.75 43.23 77.68 4.20
1356 58.06 80.12 54.78 66.45 4.31
1357 58.18 17.51 23.49 76.36 2.57
1358 58.32 30.37 31.03 83.86 3.59
1359 58.56 27.63 38.48 74.58 3.01
1360 58.39 39.89 32.70 75.08 4.22
1361 58.51 62.65 31.13 70.19 4.80
1362 58.35 75.57 48.99 77.01 3.94
1363 58.56 53.08 33.17 70.48 3.91
1364 58.53 59.01 32.89 76.28 4.05
1365 58.55 15.06 23.17 69.69 2.85
1366 58.61 69.20 35.45 70.10 4.09
1367 58.62 43.78 32.76 80.29 4.74
1368 58.75 7.22 18.79 52.93 1.94
1369 58.62 85.86 41.01 67.20 3.10
1370 58.75 19.85 33.77 64.92 2.98
1371 58.73 50.59 33.65 74.21 4.66
1372 58.69 82.17 43.95 65.73 3.86
1373 58.78 24.68 49.68 61.96 3.30
1374 58.66 83.74 38.36 69.00 3.67
1375 58.84 32.42 34.02 74.98 3.82
1376 58.82 41.79 33.52 74.52 4.50
1377 58.84 55.34 33.25 63.39 4.61
1378 58.87 77.98 34.85 65.90 3.90
1379 58.92 88.80 32.08 61.26 3.19
1380 58.89 21.36 37.44 68.97 2.28
1381 58.92 45.80 36.41 74.55 5.05
1382 59.12 34.18 73.16 68.88 4.14
1383 59.18 57.03 38.03 64.65 4.26
1384 59.15 73.44 30.25 66.67 4.61
1385 59.12 80.29 29.22 57.63 3.78
1386 59.19 64.18 28.62 63.38 4.53
1387 59.11 65.85 32.09 66.76 3.98
1388 59.13 71.12 30.46 61.26 3.91
1389 59.31 93.32 14.07 30.19 1.54
1390 59.19 38.17 73.28 63.77 4.22
1391 59.19 17.73 35.64 58.34 2.56
1392 59.18 30.30 50.63 69.12 3.31
1393 59.27 12.69 35.77 59.11 1.81
1394 59.20 35.67 71.88 67.16 3.44
1395 59.26 60.45 58.33 61.26 3.96
1396 59.32 67.87 28.76 59.66 4.34
1397 59.68 8.67 28.92 44.75 1.88
1398 59.55 15.12 40.29 53.15 1.87
1399 59.67 40.31 97.08 55.20 3.96
1400 59.48 52.08 46.25 66.91 4.20
1401 59.51 75.89 28.59 61.67 3.74
1402 59.66 84.75 30.42 63.73 3.38
1403 59.69 27.68 104.79 52.98 3.01
1404 59.74 87.80 27.25 62.74 3.15
1405 59.62 23.39 76.02 52.62 2.47
1406 59.70 49.54 75.21 59.66 3.93
1407 59.77 42.64 86.82 58.65 4.03
1408 59.81 47.04 129.56 51.90 4.16
1409 59.84 58.56 126.26 51.08 4.59
1410 59.85 62.31 113.50 44.20 3.79
1411 59.73 21.37 74.12 49.32 2.73
1412 59.80 44.58 98.88 53.12 4.29
1413 59.74 82.45 26.57 53.81 4.26
1414 59.73 54.72 50.08 49.68 4.42
1415 59.92 69.63 37.56 55.37 3.34
1416 59.90 19.13 78.80 45.91 2.25
1417 59.95 25.43 128.74 45.34 2.38
1418 59.95 32.36 116.39 48.39 3.29
1419 60.03 36.82 147.65 47.68 3.19
1420 59.95 78.61 24.36 58.21 3.47
1421 60.33 34.64 160.82 45.21 3.35
1422 60.08 6.44 28.32 25.78 1.58
1423 60.27 10.99 68.33 39.99 1.71
1424 60.10 29.90 123.50 49.95 3.06
1425 60.14 72.05 27.33 54.75 3.70
1426 60.11 66.71 64.12 47.68 3.91
1427 60.33 74.34 29.85 57.34 3.65
1428 60.35 53.12 124.29 52.59 3.78
1429 60.28 81.08 21.88 49.47 3.74
1430 60.39 56.24 137.89 53.03 4.36
1431 60.33 64.56 100.73 46.67 4.06
1432 60.23 17.45 94.82 37.57 2.07
1433 60.55 38.78 168.11 40.96 3.15
1434 60.65 91.28 15.24 39.25 2.27
1435 60.56 15.38 90.15 41.21 2.03
1436 60.57 50.74 161.14 46.72 4.10
1437 60.59 60.20 167.65 38.34 3.79
1438 60.62 20.93 115.54 38.82 2.98
1439 60.65 76.84 26.39 55.02 3.77
1440 60.75 23.21 153.05 38.88 2.46
1441 60.73 48.41 177.10 49.09 4.40
1442 60.67 86.85 27.96 48.33 3.01
1443 60.92 43.32 177.76 41.44 3.83
1444 60.86 41.08 178.44 40.30 3.10
1445 60.88 45.82 192.66 41.18 3.93
1446 60.80 28.29 164.10 44.03 2.99
1447 60.81 84.06 24.75 48.53 2.98
1448 60.96 68.19 131.05 44.52 3.81
1449 60.96 30.97 180.63 39.36 2.66
1450 60.92 79.55 25.91 44.33 3.07
1451 60.94 8.04 52.59 22.15 1.70
1452 61.16 54.64 214.48 42.70 4.01
1453 60.97 62.35 185.91 42.17 3.88
1454 61.02 70.75 130.22 40.81 3.88
1455 61.27 12.22 94.67 29.53 2.00
1456 61.08 18.96 125.17 33.58 2.42
1457 61.06 25.50 159.39 36.06 2.51
1458 61.07 58.02 186.13 38.77 3.99
1459 61.17 66.02 167.82 37.95 3.11
1460 61.17 33.26 123.90 40.78 3.42
1461 61.19 37.00 193.08 37.82 3.80
1462 61.39 81.79 29.13 46.74 3.26
1463 61.46 72.91 99.83 40.72 3.24
1464 61.52 9.63 85.77 26.83 1.67
1465 61.47 52.05 188.93 38.69 3.86
1466 61.78 27.22 160.58 31.26 2.47
1467 61.66 35.23 172.84 33.94 2.79
1468 61.64 63.98 188.96 38.45 4.11
1469 61.68 86.39 32.14 42.26 2.55
1470 61.73 16.23 126.58 29.40 1.46
1471 61.65 75.02 96.99 43.08 3.57
1472 61.56 39.46 189.20 34.03 3.80
1473 61.65 49.43 204.82 37.28 3.65
1474 61.75 77.66 69.23 43.22 3.76
1475 61.77 89.17 21.32 46.39 2.55
1476 61.81 47.14 188.08 34.30 3.81
1477 61.87 56.50 195.53 34.11 3.20
1478 61.84 59.46 213.44 36.50 4.03
1479 61.82 21.24 142.88 30.25 2.39
1480 61.97 23.83 160.92 28.79 2.09
1481 61.85 29.37 165.86 31.88 3.34
1482 61.92 31.89 170.88 31.46 3.00
1483 62.09 7.27 67.15 22.88 1.19
1484 62.12 13.54 107.80 25.37 1.75
1485 61.93 44.65 191.01 32.57 3.57
1486 61.97 69.53 199.24 36.53 3.33
1487 62.02 91.49 15.55 32.95 1.76
1488 61.87 42.17 172.88 32.49 3.53
1489 61.98 61.56 206.88 32.42 3.82
1490 62.15 83.83 52.74 34.23 2.73
1491 62.21 67.58 202.64 34.28 3.33
1492 62.14 18.99 123.79 27.02 1.81
1493 62.34 79.56 74.79 35.23 3.13
1494 62.30 37.60 157.10 29.94 3.40
1495 62.33 33.97 122.92 27.31 3.27
1496 62.43 71.59 181.15 34.05 3.02
1497 62.42 54.61 187.44 31.40 3.13
1498 62.34 25.74 117.25 28.78 3.11
1499 62.39 52.81 203.94 36.05 4.05
1500 62.33 14.66 114.68 26.28 1.76
1501 62.55 39.76 151.18 29.67 2.95
1502 62.53 65.52 198.81 33.86 3.78
1503 62.57 50.70 205.60 31.63 3.54
1504 62.65 11.33 92.95 26.45 1.74
1505 62.65 58.14 162.10 30.78 3.47
1506 62.51 17.81 111.46 24.32 2.29
1507 62.74 9.27 65.61 22.07 1.89
1508 62.78 48.51 182.19 30.38 3.65
1509 62.74 76.05 146.70 33.43 3.00
1510 62.85 81.86 108.30 32.22 3.11
1511 62.82 41.77 154.93 28.47 3.17
1512 62.76 63.21 196.60 28.75 2.93
1513 62.97 73.65 172.75 32.67 3.28
1514 62.68 86.30 72.36 34.91 2.41
1515 62.81 29.99 137.69 26.02 2.55
1516 62.89 88.15 71.83 35.87 2.53
1517 62.84 22.75 119.74 23.50 2.57
1518 62.89 36.01 122.76 27.92 2.82
1519 62.89 44.10 173.52 29.62 3.96
1520 62.89 46.46 153.46 27.26 3.44
1521 63.04 20.54 97.16 23.07 2.00
1522 63.16 16.21 91.44 21.00 2.02
1523 62.99 32.31 111.76 26.31 2.78
1524 63.09 27.34 105.87 23.62 2.68
1525 63.14 56.19 142.99 31.38 3.62
1526 62.95 60.40 179.20 29.68 3.34
1527 63.15 90.01 46.29 23.95 2.53
1528 63.14 69.58 186.00 28.49 2.64
1529 63.32 24.80 88.04 22.77 1.98
1530 63.27 91.82 39.66 22.50 2.04
1531 63.21 8.00 39.97 16.85 1.33
1532 63.39 18.28 90.19 22.60 2.17
1533 63.37 67.31 192.32 27.85 3.19
1534 63.43 78.07 176.57 30.91 2.99
1535 63.56 13.33 70.57 21.78 1.54
1536 63.49 38.46 91.84 26.57 3.10
1537 63.39 52.44 168.10 28.90 3.70
1538 63.48 84.74 152.11 35.47 3.02
1539 63.63 34.08 92.64 23.52 2.64
1540 63.65 71.55 184.50 28.10 3.74
1541 63.64 65.06 180.91 26.03 2.97
1542 63.69 50.09 146.36 25.75 3.26
1543 63.85 54.29 136.72 27.00 3.08
1544 63.65 57.94 103.81 29.09 3.32
1545 63.74 10.47 52.94 19.56 1.58
1546 63.75 29.19 90.34 24.29 2.54
1547 63.72 40.73 99.17 28.21 3.00
1548 63.74 62.60 166.57 27.61 3.35
1549 63.85 80.25 180.42 30.10 2.76
1550 63.88 45.56 108.23 25.91 3.60
1551 63.87 43.10 86.29 25.06 3.12
1552 63.97 75.69 185.99 27.92 3.17
1553 64.07 87.56 143.61 28.46 2.52
1554 63.92 36.53 66.15 24.03 3.05
1555 64.02 47.81 87.39 26.29 3.39
1556 64.01 60.08 124.09 26.70 3.49
1557 64.02 31.64 68.79 23.47 2.48
1558 64.23 8.17 36.41 18.63 1.41
1559 64.18 20.10 54.48 20.66 2.31
1560 64.19 69.25 172.70 27.59 2.91
1561 64.29 82.46 145.91 24.90 2.49
1562 64.32 26.05 44.62 23.50 2.72
1563 64.25 73.51 176.00 27.93 3.10
1564 64.42 15.09 44.50 18.95 1.61
1565 64.44 55.97 83.55 28.42 3.74
1566 64.42 17.81 38.45 18.71 1.67
1567 64.72 89.58 87.60 24.12 2.49
1568 64.43 67.00 126.83 24.89 3.13
1569 64.60 39.92 62.95 24.63 2.77
1570 64.48 52.13 81.51 24.65 3.15
1571 64.64 34.99 44.91 20.08 2.92
1572 64.63 38.25 44.37 22.59 3.07
1573 64.67 78.08 185.96 24.14 3.07
1574 65.04 85.94 151.52 25.66 2.71
1575 64.66 57.89 73.73 27.03 3.44
1576 64.73 64.70 134.71 24.57 3.41
1577 64.66 49.82 73.44 24.76 3.39
1578 64.63 33.05 39.62 20.31 3.28
1579 64.74 42.11 66.37 24.89 3.48
1580 64.76 62.36 110.86 24.46 2.64
1581 64.86 71.10 164.53 22.82 2.36
1582 64.85 44.63 64.41 23.23 3.02
1583 64.76 11.28 37.19 16.38 0.95
1584 65.15 24.12 37.84 18.84 2.13
1585 64.79 46.91 45.08 25.75 4.00
1586 65.14 10.25 33.15 18.75 1.38
1587 65.07 30.97 51.56 22.64 2.58
1588 64.99 36.77 40.06 23.31 3.53
1589 64.98 53.97 54.80 27.20 3.98
1590 65.17 26.92 39.79 19.58 2.30
1591 65.12 59.96 71.80 23.35 2.89
1592 65.15 75.53 142.06 22.57 3.13
1593 65.14 21.82 41.50 21.12 2.63
1594 65.15 80.36 134.92 23.50 3.08
1595 65.25 48.47 50.11 23.44 3.43
1596 65.30 68.97 113.02 24.28 2.87
1597 65.23 73.08 174.64 23.88 3.52
1598 65.18 17.20 36.14 19.70 1.77
1599 65.34 28.81 47.32 20.49 2.87
1600 65.33 8.70 26.37 14.82 0.95
1601 65.51 45.85 46.16 22.73 3.55
1602 65.32 15.89 33.75 17.65 1.95
1603 65.57 83.19 171.63 24.06 2.64
1604 65.55 14.04 33.05 18.22 1.52
1605 65.50 32.83 48.96 21.11 2.72
1606 65.44 51.30 48.63 23.94 2.84
1607 65.49 66.81 98.21 24.15 2.52
1608 65.52 38.99 46.20 23.24 3.02
1609 65.60 56.02 50.42 23.11 3.42
1610 65.54 41.31 46.23 23.54 3.10
1611 65.70 34.87 55.66 21.84 3.02
1612 65.68 58.26 51.97 22.59 3.31
1613 65.70 61.97 56.57 23.82 3.24
1614 65.84 64.29 74.36 21.19 2.99
1615 65.75 43.39 46.38 23.62 3.67
1616 65.80 78.49 141.60 21.12 2.84
1617 65.93 37.04 63.04 21.65 2.86
1618 65.92 53.90 47.59 23.14 2.97
1619 66.01 70.85 96.97 22.37 3.12
1620 66.09 27.62 70.50 19.27 2.39
1621 66.06 30.73 66.71 21.03 2.80
1622 66.04 21.01 62.31 17.74 2.56
1623 66.06 47.54 46.07 22.69 3.09
1624 66.20 16.96 59.63 17.73 1.80
1625 66.12 10.18 38.57 16.77 1.43
1626 66.21 25.58 63.83 18.70 2.48
1627 66.28 22.83 67.70 18.18 2.20
1628 66.24 49.59 45.60 24.37 3.14
1629 66.19 73.24 113.42 23.09 3.14
1630 66.29 76.38 123.58 21.83 2.69
1631 66.34 40.83 75.05 22.65 3.02
1632 66.35 81.19 143.98 22.72 2.57
1633 66.49 86.71 127.69 19.54 2.05
1634 66.34 51.82 51.99 23.49 3.46
1635 66.38 60.22 43.99 20.79 3.11
1636 66.49 45.46 75.08 22.27 3.23
1637 66.68 13.48 77.96 16.40 1.28
1638 66.50 66.25 62.11 21.93 2.75
1639 66.51 68.64 62.92 20.17 3.09
1640 66.51 32.99 124.10 21.20 2.51
1641 66.62 8.98 38.36 14.64 1.33
1642 66.50 57.28 40.71 22.90 2.74
1643 66.60 62.89 42.71 21.12 2.62
1644 67.02 89.61 73.67 16.64 2.04
1645 66.78 29.32 117.77 18.70 2.22
1646 66.70 38.63 84.55 20.80 2.74
1647 66.77 19.20 90.03 18.67 2.03
1648 66.80 43.51 100.98 22.03 3.41
1649 66.72 55.32 39.44 22.90 3.17
1650 66.69 83.58 125.36 18.10 2.44
1651 67.06 34.55 168.41 21.38 3.09
1652 67.03 36.64 134.81 20.94 2.90
1653 67.12 53.41 81.97 22.82 3.91
1654 67.10 74.49 91.77 19.07 2.90
1655 67.19 48.19 164.99 24.44 3.46
1656 67.02 71.21 42.71 20.71 3.21
1657 67.21 79.16 111.60 21.49 2.72
1658 67.16 24.29 126.86 18.86 2.55
1659 67.24 64.66 38.03 23.20 3.52
1660 67.19 11.12 65.00 16.10 1.96
1661 67.28 26.85 142.46 19.52 2.35
1662 67.28 50.73 104.15 24.03 2.92
1663 67.34 21.60 126.12 17.53 2.12
1664 67.35 41.89 169.64 20.65 3.29
1665 67.31 61.77 42.86 22.08 3.49
1666 67.41 31.41 171.01 21.36 3.01
1667 67.46 57.79 80.43 21.98 3.18
1668 67.64 16.43 124.12 17.64 1.68
1669 67.55 76.92 72.17 18.08 3.24
1670 67.57 39.78 174.66 23.03 3.61
1671 67.39 66.86 36.51 19.49 3.00
1672 67.66 82.36 119.74 17.99 2.16
1673 67.58 45.69 161.51 22.38 2.93
1674 67.62 69.26 34.52 20.23 2.95
1675 67.71 85.15 99.84 18.87 2.40
1676 67.77 55.53 101.87 22.93 3.43
1677 67.87 72.90 37.62 19.12 2.93
1678 67.95 37.57 185.44 21.48 3.32
1679 68.07 87.90 68.23 16.00 2.38
1680 68.05 43.74 176.46 21.91 3.23
1681 68.00 14.15 116.92 15.36 1.72
1682 67.96 19.15 126.75 18.37 2.25
1683 68.01 28.93 144.51 20.20 2.61
1684 68.05 35.29 174.43 20.90 3.04
1685 68.04 23.79 144.99 18.43 2.71
1686 68.15 60.46 128.79 21.32 3.13
1687 68.08 63.50 66.47 22.01 3.22
1688 68.30 51.61 187.05 25.89 3.97
1689 68.39 11.19 98.17 15.84 1.74
1690 68.24 12.80 108.47 17.92 1.33
1691 68.28 33.05 155.23 19.26 3.16
1692 68.32 47.43 214.65 22.56 3.38
1693 68.34 53.60 171.97 21.81 3.75
1694 68.27 71.20 33.40 19.67 2.98
1695 68.39 75.42 38.16 18.10 2.73
1696 68.28 65.59 32.94 20.37 2.69
1697 68.48 49.48 191.24 22.43 3.75
1698 68.22 67.62 32.40 17.96 2.87
1699 68.51 26.55 158.62 18.46 2.68
1700 68.46 78.17 49.77 16.90 2.99
1701 68.59 80.95 62.65 18.62 2.30
1702 68.50 21.18 113.81 17.58 2.27
1703 68.49 41.42 191.43 22.64 3.12
1704 68.46 30.88 136.88 21.34 2.58
1705 68.54 57.77 171.12 22.06 3.56
1706 68.70 9.46 67.03 14.70 2.00
1707 68.74 39.32 177.51 20.33 4.14
1708 68.63 69.46 36.94 20.64 2.52
1709 68.84 45.57 194.30 21.83 3.61
1710 69.00 85.94 56.37 16.76 2.41
1711 68.85 83.37 49.23 15.92 2.69
1712 68.99 15.48 103.53 16.01 2.05
1713 68.97 55.44 199.38 24.06 4.06
1714 68.98 62.61 166.19 24.37 3.17
1715 69.05 35.67 156.90 20.46 3.97
1716 68.92 73.84 31.77 17.96 2.65
1717 69.19 18.42 101.69 15.38 2.34
1718 69.17 29.18 127.05 18.86 3.80
1719 69.20 37.43 156.24 20.34 4.03
1720 69.11 67.52 89.57 19.72 2.62
1721 69.26 43.32 189.60 21.67 3.67
1722 69.21 59.68 179.77 20.81 2.88
1723 68.97 70.36 42.12 17.88 2.62
1724 69.37 65.19 139.04 20.01 3.27
1725 69.49 72.13 76.30 18.81 2.87
1726 69.44 13.21 70.78 14.42 1.96
1727 69.44 22.56 92.53 17.04 3.36
1728 69.40 34.01 134.28 19.10 4.41
1729 69.37 31.78 117.24 18.60 3.28
1730 69.44 25.21 101.35 18.54 3.54
1731 69.41 47.63 181.22 21.04 3.79
1732 69.38 53.08 170.21 22.31 4.27
1733 69.56 50.77 196.87 24.69 3.67
1734 69.43 76.74 28.37 17.73 2.98
1735 69.44 78.69 35.23 16.57 2.23
1736 69.69 41.15 135.06 20.64 3.71
1737 69.60 57.36 194.84 20.78 2.81
1738 69.58 79.81 40.09 17.18 3.03
1739 69.60 87.78 21.36 12.13 2.30
1740 69.70 20.28 70.18 16.91 2.75
1741 69.88 69.64 122.33 19.81 2.52
1742 69.76 27.16 85.18 18.94 3.41
1743 69.78 81.86 40.98 16.50 2.79
1744 69.97 11.21 53.24 13.86 2.05
1745 69.87 45.06 145.43 21.44 4.41
1746 69.90 61.26 199.28 21.19 2.94
1747 69.82 74.96 38.77 19.25 2.49
1748 69.90 84.41 31.11 15.75 2.61
1749 69.93 38.90 102.23 20.94 5.18
1750 70.02 55.29 184.44 22.08 4.22
1751 70.18 63.35 201.92 20.73 3.62
1752 70.23 15.83 65.91 16.90 2.90
1753 70.19 48.84 158.18 21.34 3.85
1754 70.23 67.37 180.77 18.27 2.94
1755 70.25 29.29 92.83 19.04 4.41
1756 70.30 36.17 84.57 19.56 4.62
1757 70.39 59.26 200.41 20.59 2.90
1758 70.30 78.24 28.16 15.79 2.72
1759 70.19 85.69 25.03 14.97 1.91
1760 70.38 33.59 93.25 20.93 5.49
1761 70.50 22.85 57.98 17.06 3.35
1762 70.43 31.31 66.09 19.35 4.15
1763 70.71 18.27 52.40 16.29 3.73
1764 70.53 46.87 107.58 21.05 4.17
1765 70.66 42.85 111.51 21.52 4.81
1766 70.64 53.09 144.83 23.48 4.01
1767 70.65 65.38 189.56 20.11 3.00
1768 70.77 25.21 67.54 17.48 5.05
1769 70.73 73.80 112.84 18.84 2.88
1770 70.79 76.12 61.61 17.65 2.98
1771 70.68 13.59 31.08 15.19 2.91
1772 70.76 40.63 78.93 20.17 5.67
1773 70.85 50.79 158.84 21.22 3.88
1774 70.82 71.39 160.79 18.76 2.87
1775 70.77 80.21 34.06 15.57 2.08
1776 70.82 57.54 178.84 20.84 3.84
1777 71.04 21.03 49.71 16.70 4.80
1778 70.86 38.25 58.90 20.32 4.15
1779 70.99 83.14 34.44 14.45 2.16
1780 70.94 27.53 57.33 16.74 4.10
1781 71.04 45.10 108.58 19.87 4.98
1782 70.99 61.21 203.71 19.41 3.26
1783 71.02 11.37 28.51 14.33 2.13
1784 71.06 55.35 149.73 21.10 4.67
1785 71.26 69.41 198.09 18.88 2.85
1786 71.32 85.77 22.71 14.83 1.98
1787 71.27 32.70 39.83 19.72 7.94
1788 71.46 34.95 38.98 18.61 7.94
1789 71.26 78.20 63.60 14.98 2.73
1790 71.37 30.00 45.56 18.69 5.21
1791 71.32 63.53 182.34 20.59 2.99
1792 71.44 67.30 197.48 19.92 2.68
1793 71.44 48.34 87.77 20.89 5.21
1794 71.76 87.79 17.83 12.54 1.98
1795 71.50 16.09 27.79 15.93 4.62
1796 71.68 37.19 37.07 22.38 7.74
1797 71.73 52.44 113.70 21.32 4.37
1798 71.71 59.20 154.66 20.45 3.53
1799 71.87 41.86 48.28 20.33 6.00
1800 71.65 11.96 24.62 14.41 4.51
1801 71.79 23.71 34.07 17.00 6.27
1802 71.86 73.16 178.85 19.07 2.55
1803 71.83 39.58 39.64 20.71 7.60
1804 71.91 81.22 69.05 15.85 1.92
1805 71.97 57.04 138.07 21.54 3.46
1806 72.03 65.72 182.73 19.64 3.41
1807 72.00 43.75 41.24 20.76 7.68
1808 72.03 54.50 114.97 21.50 4.91
1809 71.90 13.67 26.83 15.33 4.36
1810 71.92 19.80 31.00 16.11 6.36
1811 71.93 27.91 30.68 18.47 7.96
1812 72.05 46.58 69.00 20.21 4.90
1813 71.91 50.14 90.85 20.44 4.65
1814 72.14 75.65 139.88 17.06 2.79
1815 72.01 61.52 162.92 20.76 3.18
1816 72.14 31.30 30.82 18.87 9.28
1817 72.20 70.91 178.78 19.10 3.84
1818 72.22 84.23 42.41 14.59 2.59
1819 72.12 20.88 28.10 16.00 7.50
1820 72.52 78.20 142.40 16.27 2.25
1821 72.23 11.09 18.00 14.07 3.53
1822 72.36 33.47 35.85 20.49 14.51
1823 72.38 63.84 157.20 20.32 3.15
1824 72.45 68.55 168.39 19.07 3.55
1825 72.54 38.60 32.28 20.69 11.53
1826 72.74 51.33 56.47 21.00 5.06
1827 72.84 45.09 36.79 19.82 8.23
1828 72.76 49.08 44.57 19.98 6.32
1829 72.76 59.82 116.56 21.57 4.10
1830 72.85 12.87 24.88 14.42 6.64
1831 73.06 82.72 131.20 14.17 2.10
1832 72.81 41.05 36.75 23.45 14.45
1833 72.84 27.42 31.20 18.44 16.87
1834 73.06 55.70 98.74 21.43 5.10
1835 72.82 14.54 26.43 15.23 8.51
1836 73.03 19.91 29.81 16.63 10.83
1837 73.03 25.12 43.78 16.92 19.11
1838 73.16 57.61 95.52 22.21 5.00
1839 73.27 29.08 44.96 18.98 17.92
1840 73.17 53.60 47.72 22.29 5.33
1841 73.03 73.28 163.86 17.99 3.02
1842 72.96 31.59 33.56 19.38 17.76
1843 73.07 62.49 127.79 19.41 4.18
1844 73.05 66.68 149.03 18.47 3.53
1845 73.37 47.36 39.90 20.22 8.52
1846 73.11 11.46 20.72 14.31 4.31
1847 73.16 35.06 52.27 18.64 24.09
1848 73.23 37.19 53.78 19.41 26.38
1849 73.57 43.26 40.46 19.79 21.19
1850 73.32 70.64 158.04 18.53 3.41
1851 73.29 39.48 44.78 20.78 21.10
1852 73.47 80.26 138.20 14.81 2.47
1853 73.37 76.01 160.88 17.30 2.77
1854 73.70 84.79 75.77 13.51 2.34
