#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em37 14A 8 Kruppel even-skipped fushi-tarazu
627 28.67 46.08 13.84 208.98 42.29
628 28.76 70.52 12.43 31.29 202.64
629 28.51 86.67 8.14 4.02 160.89
630 28.64 59.10 13.77 199.26 41.78
631 28.76 78.76 11.67 14.06 206.12
632 28.70 63.22 12.58 113.16 46.51
633 28.91 22.12 12.12 54.17 36.96
634 28.74 32.03 12.65 53.54 35.81
635 28.65 65.46 13.27 65.54 97.73
636 29.09 81.39 10.38 8.99 184.73
637 29.01 34.33 13.37 126.16 40.34
638 28.81 82.51 10.24 7.79 188.39
639 28.79 24.96 12.56 51.52 33.75
640 29.09 67.75 12.49 37.12 187.55
641 28.98 29.75 12.56 65.13 36.53
642 29.22 17.81 11.43 90.90 36.10
643 29.26 57.02 13.55 197.91 43.24
644 29.44 12.51 9.92 137.22 31.50
645 29.29 27.21 12.41 148.98 37.87
646 29.41 36.88 13.14 213.80 41.37
647 29.39 54.65 13.77 194.85 41.53
648 29.41 60.84 13.25 152.65 50.03
649 29.60 10.07 9.41 151.18 29.22
650 29.35 84.50 9.61 6.37 177.58
651 29.48 20.22 11.77 113.96 37.23
652 29.43 49.95 13.80 242.16 44.87
653 29.60 52.19 13.75 208.86 41.50
654 29.47 41.89 13.39 218.86 41.75
655 29.42 86.78 6.76 4.25 145.51
656 29.79 44.80 14.52 233.48 42.23
657 29.76 24.69 12.09 180.27 38.32
658 29.86 39.29 14.21 234.42 41.48
659 29.86 63.18 13.24 68.99 207.83
660 29.94 31.61 13.47 209.33 40.98
661 30.02 47.36 14.29 224.49 42.52
662 30.04 58.64 13.69 125.24 50.35
663 30.11 65.70 13.28 36.38 217.29
664 30.09 71.14 13.42 15.54 210.91
665 29.81 88.13 7.48 3.87 84.35
666 30.18 14.79 11.10 177.21 35.17
667 30.00 77.84 13.20 10.07 208.32
668 30.19 28.96 12.83 214.51 39.41
669 30.01 80.32 12.41 8.38 174.69
670 30.19 21.95 12.70 199.78 40.94
671 30.29 34.53 14.12 225.51 43.19
672 30.41 68.19 13.05 19.84 210.06
673 30.13 83.47 9.90 8.43 141.10
674 30.70 88.60 7.62 7.51 56.03
675 30.49 56.24 13.96 119.14 53.18
676 30.72 86.44 8.82 6.93 91.00
677 30.54 53.68 14.64 130.92 42.35
678 30.70 41.12 14.91 230.28 43.60
679 30.67 43.32 14.53 199.37 43.91
680 30.36 84.65 10.16 6.36 131.52
681 30.75 37.15 14.71 221.99 43.91
682 30.58 50.22 14.01 163.45 42.02
683 30.80 60.50 14.36 55.35 208.05
684 30.74 26.81 13.48 230.48 39.83
685 30.53 82.32 9.92 9.12 141.08
686 30.84 16.95 11.98 184.64 35.71
687 30.95 11.07 10.06 166.04 31.07
688 30.82 19.51 12.83 220.31 39.77
689 30.76 76.03 14.07 11.05 200.07
690 30.88 8.70 9.46 123.33 29.66
691 30.69 80.46 11.36 9.28 160.74
692 30.95 83.68 9.97 8.70 112.89
693 31.11 13.35 11.07 181.40 35.57
694 31.05 24.27 13.11 226.65 39.32
695 31.08 63.39 13.84 32.03 221.50
696 31.19 32.49 13.85 213.73 44.37
697 31.26 45.15 14.76 159.24 48.05
698 31.16 75.00 14.14 12.27 198.62
699 31.21 70.04 13.91 14.43 211.88
700 31.18 47.71 15.06 150.63 49.89
701 31.45 72.89 13.58 10.99 200.64
702 31.30 29.90 13.75 210.11 42.53
703 31.05 79.06 12.60 10.08 185.88
704 31.21 85.47 9.93 9.67 70.74
705 31.43 57.74 13.89 43.54 206.34
706 31.46 39.16 15.22 177.49 43.30
707 31.21 65.88 14.62 17.64 219.04
708 31.41 52.45 15.38 74.77 60.46
709 31.47 54.69 15.34 43.53 179.98
710 31.74 21.63 12.94 160.96 40.72
711 31.61 35.06 14.61 188.10 44.82
712 31.58 50.34 15.36 95.88 57.03
713 32.03 15.47 13.01 139.36 37.72
714 31.90 67.96 13.56 12.55 227.67
715 31.82 81.01 13.71 13.86 96.40
716 31.60 89.59 8.72 21.24 37.00
717 31.68 78.27 12.11 10.20 164.54
718 31.82 7.71 8.54 67.63 33.79
719 31.99 27.12 13.60 182.10 41.13
720 31.93 61.49 14.14 26.39 234.31
721 31.86 42.15 15.07 149.67 60.44
722 31.94 18.36 12.65 163.09 39.35
723 31.80 65.71 14.94 17.66 223.50
724 31.97 55.69 14.70 46.84 210.62
725 32.07 83.60 11.98 25.96 45.28
726 31.94 88.47 9.74 26.56 37.07
727 32.15 10.08 10.10 93.61 34.84
728 32.20 24.29 13.10 142.84 41.05
729 32.28 48.41 16.22 63.78 180.20
730 32.39 59.12 15.68 23.44 231.04
731 32.26 45.89 16.43 93.32 162.22
732 32.36 75.68 14.27 11.18 123.03
733 32.41 37.15 15.41 127.31 54.44
734 32.36 63.76 15.31 15.00 223.82
735 32.33 12.91 11.22 117.51 36.52
736 32.40 70.86 14.67 10.72 205.49
737 32.84 86.02 14.44 86.14 36.98
738 32.40 32.28 15.58 131.44 53.16
739 32.61 51.57 15.70 36.75 207.14
740 32.42 29.62 14.63 152.72 50.32
741 32.51 39.45 16.11 99.47 69.18
742 32.97 43.94 16.45 57.84 202.70
743 32.80 54.10 15.91 26.62 226.53
744 32.71 34.57 15.38 106.97 69.29
745 32.86 56.83 15.87 21.27 210.33
746 32.81 78.04 14.95 19.85 72.98
747 32.68 7.17 8.05 36.34 136.75
748 32.84 66.08 15.21 11.78 222.42
749 32.98 81.02 15.22 97.27 45.12
750 32.84 20.06 13.04 118.36 53.00
751 33.06 73.41 15.56 12.62 118.47
752 33.02 41.43 15.66 51.63 205.66
753 33.65 88.78 12.57 77.31 30.86
754 33.04 22.33 13.14 85.28 67.13
755 33.14 9.25 9.54 44.07 124.75
756 33.14 17.66 14.15 93.76 61.19
757 33.26 68.68 15.12 12.33 183.82
758 33.17 25.03 14.49 87.46 61.38
759 33.17 61.52 15.61 15.56 223.25
760 33.64 83.31 16.78 125.57 38.25
761 33.53 12.41 12.69 70.50 131.85
762 33.39 27.91 15.98 80.81 148.26
763 33.52 49.29 16.86 29.65 220.04
764 33.41 15.40 12.79 74.88 90.55
765 33.44 46.55 16.29 40.44 225.58
766 33.57 30.73 15.37 64.89 191.29
767 33.66 35.84 15.70 50.35 196.90
768 33.71 38.88 16.50 46.18 211.35
769 33.71 64.11 16.23 11.60 193.59
770 33.79 33.05 15.48 55.04 190.23
771 33.79 59.55 16.60 13.73 226.72
772 33.75 71.11 16.96 17.74 115.23
773 33.65 75.19 16.74 29.29 55.03
774 33.86 55.05 16.64 19.44 232.67
775 33.99 20.63 13.89 55.09 175.99
776 33.94 51.89 17.07 20.26 229.15
777 34.00 78.05 16.76 103.10 41.46
778 33.92 6.17 8.89 17.94 165.71
779 34.18 23.56 14.36 48.36 180.80
780 34.19 66.74 16.09 16.13 154.89
781 34.29 9.19 10.18 30.68 169.92
782 34.28 57.61 17.20 15.80 220.29
783 34.21 41.76 16.22 28.13 217.59
784 34.31 17.79 12.72 41.56 185.00
785 34.38 26.38 15.15 46.55 198.78
786 34.42 44.43 16.85 31.46 216.25
787 34.49 80.93 19.66 143.67 38.89
788 34.60 62.35 16.37 17.82 141.19
789 34.26 10.38 10.20 34.30 175.80
790 34.75 15.45 12.17 41.55 203.63
791 34.58 85.91 17.89 91.98 34.39
792 34.65 11.67 12.84 34.18 183.47
793 34.60 72.73 18.28 91.65 49.58
794 34.65 46.94 17.67 24.33 226.04
795 34.69 29.11 15.62 34.45 214.94
796 34.72 37.46 16.39 26.68 220.94
797 34.54 7.57 11.02 18.82 179.48
798 34.60 69.39 18.87 37.32 72.88
799 34.80 34.03 16.35 35.79 221.25
800 34.87 49.44 18.62 17.63 237.82
801 34.96 53.56 18.63 16.83 228.91
802 34.99 75.44 19.67 128.45 40.10
803 35.19 55.58 18.37 18.86 201.50
804 35.22 31.46 15.70 23.99 208.65
805 35.03 64.87 18.93 23.90 83.95
806 35.10 90.11 15.03 49.79 30.71
807 35.06 18.96 14.84 27.22 208.74
808 35.28 40.16 18.19 21.19 219.99
809 35.34 60.28 17.87 19.49 149.72
810 35.31 83.40 21.71 112.00 34.28
811 35.40 51.55 18.16 18.83 217.21
812 35.31 78.24 22.54 170.99 38.99
813 35.47 88.27 17.31 57.92 35.25
814 35.14 6.64 9.39 13.97 186.70
815 35.27 8.00 10.26 17.06 174.19
816 35.45 20.93 14.29 26.45 209.26
817 35.50 42.67 17.17 18.46 217.81
818 35.22 12.48 12.05 34.23 197.32
819 35.52 22.64 13.43 21.76 209.55
820 35.29 67.30 19.40 56.41 76.16
821 35.20 10.25 10.90 25.00 176.30
822 35.49 24.74 16.11 22.32 223.18
823 35.62 70.47 20.80 165.49 41.69
824 35.40 16.76 13.26 30.67 197.12
825 35.65 27.25 16.09 22.80 209.33
826 35.62 35.92 17.79 21.21 213.61
827 35.85 45.32 17.78 17.04 199.43
828 35.58 57.56 19.97 20.72 129.15
829 35.99 73.09 22.21 169.52 38.54
830 35.92 47.96 17.93 17.27 218.30
831 35.92 15.35 13.50 25.84 203.03
832 36.03 85.81 25.15 85.87 37.54
833 36.10 33.51 18.86 18.91 204.68
834 36.16 38.36 17.38 18.51 186.90
835 36.14 80.93 26.35 119.47 38.84
836 35.82 5.23 8.72 7.11 159.78
837 36.18 9.13 11.41 14.45 172.04
838 36.14 29.25 17.53 20.68 200.05
839 36.18 11.33 13.05 17.27 190.50
840 36.15 65.53 24.35 167.10 50.43
841 36.11 18.61 14.34 18.86 209.33
842 36.12 13.71 15.61 21.58 206.93
843 36.18 90.33 19.82 36.65 26.65
844 36.31 68.23 25.20 200.60 44.95
845 36.40 53.05 20.63 28.76 133.38
846 36.53 75.43 29.29 145.90 39.24
847 36.44 58.66 21.65 80.09 75.79
848 36.37 4.89 8.94 6.33 145.92
849 36.59 50.36 19.48 25.77 150.35
850 36.43 55.66 20.66 50.35 104.84
851 36.54 6.60 8.56 9.00 129.50
852 36.52 60.94 25.12 91.49 59.66
853 36.61 78.07 29.77 120.28 37.65
854 36.63 24.06 15.34 18.23 196.75
855 36.89 31.21 19.49 18.28 181.95
856 36.83 40.66 18.33 20.20 165.49
857 36.91 43.14 19.44 22.30 166.62
858 36.49 15.89 15.09 15.91 200.36
859 36.54 17.25 14.21 15.24 203.29
860 36.84 20.93 14.95 17.33 181.11
861 36.87 63.33 26.72 196.10 47.95
862 37.03 35.23 19.31 19.82 155.57
863 36.83 83.15 30.87 71.13 34.86
864 37.01 26.69 16.52 16.89 179.29
865 37.01 87.37 26.15 47.15 33.43
866 37.12 70.57 28.43 140.85 39.83
867 37.23 90.43 23.09 22.76 85.08
868 37.03 47.89 20.77 30.22 128.98
869 37.15 45.42 21.06 32.20 128.90
870 37.64 13.52 15.18 17.77 123.16
871 37.17 15.26 14.88 16.25 185.21
872 37.29 92.68 17.54 13.06 100.25
873 37.20 84.72 24.65 41.20 40.02
874 37.40 5.13 8.81 7.46 57.36
875 37.45 56.98 27.70 176.82 55.96
876 37.47 37.75 20.37 27.98 122.71
877 37.39 54.28 25.40 157.08 58.32
878 37.44 73.34 32.45 127.18 36.32
879 37.47 11.68 13.85 16.19 131.70
880 37.45 67.77 30.59 191.38 40.91
881 37.35 9.75 12.71 12.65 116.97
882 37.52 18.10 15.63 16.53 162.18
883 37.55 28.92 19.49 20.91 136.61
884 37.54 33.25 20.03 25.06 105.31
885 37.64 65.18 32.30 196.97 45.46
886 37.72 59.22 29.90 205.58 49.53
887 37.57 80.06 41.73 78.25 38.50
888 37.68 23.14 16.48 20.19 161.58
889 37.60 51.81 24.40 146.90 62.82
890 37.71 61.46 32.01 208.44 47.35
891 37.78 7.16 10.59 13.27 66.25
892 37.72 76.62 38.40 95.92 37.36
893 37.86 49.31 25.25 133.67 63.10
894 38.07 25.33 18.42 23.57 123.60
895 37.97 41.73 24.40 52.42 79.70
896 38.13 46.73 24.75 167.38 61.20
897 38.12 44.25 25.59 142.81 62.37
898 38.00 82.75 52.26 58.33 44.41
899 38.09 39.63 24.38 71.04 75.96
900 38.40 88.20 38.27 23.49 125.51
901 38.15 20.47 16.43 21.66 121.18
902 38.18 85.20 43.79 43.70 48.02
903 38.19 35.24 23.12 47.80 78.20
904 38.46 71.71 45.66 119.98 40.76
905 38.29 92.37 27.72 7.81 142.68
906 38.34 9.65 14.27 28.24 68.39
907 38.46 69.17 37.69 114.20 38.52
908 38.47 55.71 33.36 191.38 47.59
909 38.56 63.07 36.42 174.59 44.18
910 38.74 53.22 32.49 200.56 52.66
911 38.39 91.11 35.57 13.43 168.00
912 38.60 66.64 39.74 150.81 41.43
913 38.57 18.71 17.31 31.85 88.31
914 38.70 74.41 50.06 108.58 41.79
915 38.50 11.87 15.56 27.12 72.21
916 38.45 16.94 17.94 27.24 85.71
917 38.55 37.29 25.34 95.10 61.84
918 38.72 33.21 23.74 138.83 49.90
919 38.91 50.75 33.88 187.32 54.45
920 38.76 77.48 57.58 61.22 93.86
921 38.63 7.44 13.58 51.27 36.45
922 39.18 40.66 29.64 194.50 54.17
923 38.78 79.84 57.03 59.52 75.76
924 38.82 90.10 38.24 15.88 181.98
925 38.81 23.40 20.82 46.86 74.20
926 39.00 42.97 28.25 210.97 53.36
927 39.12 57.92 35.71 180.84 47.24
928 38.98 60.47 39.27 202.38 46.06
929 39.13 48.14 33.48 206.07 51.19
930 39.25 83.38 55.45 32.91 151.90
931 38.98 26.26 23.76 132.27 54.85
932 39.20 30.85 25.40 184.75 51.87
933 39.35 5.52 12.08 65.22 31.01
934 39.21 13.92 18.77 117.02 44.87
935 39.16 20.50 19.93 90.82 53.65
936 39.14 92.09 32.30 8.46 148.38
937 39.48 45.29 30.14 206.44 47.63
938 39.39 64.70 50.13 118.18 43.79
939 39.42 38.37 32.24 188.68 49.80
940 39.29 16.03 19.62 108.38 51.97
941 39.56 9.32 17.99 119.91 36.51
942 39.46 35.45 30.72 180.36 51.66
943 39.45 11.51 18.65 131.76 44.71
944 39.61 28.47 26.58 166.62 49.29
945 39.54 69.86 60.86 104.70 51.57
946 39.89 87.15 59.82 17.27 185.12
947 39.85 17.86 21.76 146.13 46.71
948 39.58 72.46 68.16 77.33 60.98
949 39.67 75.36 69.58 54.09 167.43
950 39.70 55.34 41.19 162.90 48.28
951 39.68 67.14 57.16 110.49 48.97
952 40.00 78.39 72.39 36.47 191.30
953 39.98 22.25 23.71 164.61 48.17
954 39.84 25.49 26.16 148.33 48.13
955 39.90 62.52 61.06 121.20 43.92
956 39.79 89.69 57.47 14.17 189.23
957 39.83 92.84 34.97 5.00 131.24
958 40.10 52.63 51.19 158.76 54.36
959 40.07 32.94 31.89 195.69 45.82
960 40.10 49.48 45.08 172.18 50.06
961 40.12 60.01 56.85 153.71 49.69
962 40.31 7.52 17.82 112.36 30.95
963 40.20 42.69 39.27 199.25 49.22
964 40.31 46.86 47.34 187.32 49.62
965 40.43 19.98 26.63 177.23 45.07
966 40.53 80.85 77.88 25.19 196.05
967 40.50 12.41 23.66 154.60 39.14
968 40.45 37.34 37.43 176.99 45.97
969 40.43 57.45 54.97 129.39 52.53
970 40.70 70.65 82.44 51.33 193.95
971 40.32 91.74 39.15 6.79 184.26
972 40.52 15.34 23.70 162.08 41.20
973 40.58 83.98 94.07 21.19 208.86
974 40.68 39.90 46.50 189.24 50.08
975 40.67 67.81 80.13 76.53 186.20
976 40.39 90.01 52.95 13.46 181.39
977 40.61 30.13 37.04 151.38 45.06
978 40.45 75.53 66.12 56.07 195.86
979 40.56 64.87 72.14 89.18 92.19
980 40.81 73.25 91.61 43.79 202.70
981 40.70 27.76 31.26 135.66 46.69
982 40.81 5.51 15.30 73.62 30.43
983 40.86 35.14 39.27 182.04 49.41
984 40.81 55.01 67.78 132.85 64.59
985 40.95 9.91 23.80 122.83 35.20
986 40.90 50.69 63.56 133.28 68.81
987 40.97 44.77 50.23 144.36 58.95
988 40.94 62.01 82.40 120.11 69.28
989 41.11 25.36 33.00 154.27 42.48
990 41.16 18.15 32.35 153.82 43.21
991 41.11 23.52 35.49 167.72 46.47
992 40.97 91.34 56.17 7.93 170.33
993 41.26 32.06 43.43 153.37 47.25
994 41.23 47.75 63.73 117.08 63.01
995 41.31 59.48 82.29 83.90 193.32
996 41.22 42.10 50.48 153.20 62.85
997 41.27 77.81 91.50 23.97 206.42
998 41.57 13.31 32.09 138.50 46.40
999 41.51 53.10 86.20 89.85 196.28
1000 41.60 86.29 83.39 12.25 195.20
1001 41.22 90.05 68.17 10.03 184.37
1002 41.58 93.87 30.24 4.64 94.15
1003 41.53 22.03 35.30 144.02 50.70
1004 41.77 63.88 91.02 67.92 217.14
1005 41.53 38.05 58.17 141.00 69.68
1006 41.74 75.04 97.45 23.01 213.63
1007 41.53 7.32 24.88 92.29 50.49
1008 41.45 20.22 35.88 138.55 44.62
1009 41.67 56.86 81.78 80.96 207.36
1010 41.73 66.30 95.55 58.84 220.66
1011 41.76 82.89 98.50 14.84 207.42
1012 41.39 91.82 57.60 7.40 159.90
1013 41.68 89.03 63.27 10.08 181.78
1014 41.83 15.92 34.46 147.21 46.49
1015 41.77 29.08 52.14 128.89 58.42
1016 41.84 33.80 56.99 129.93 67.66
1017 41.87 69.09 106.19 43.44 219.58
1018 42.08 40.41 69.90 103.93 185.55
1019 42.08 45.25 81.01 101.01 197.37
1020 41.97 50.28 82.51 83.14 207.69
1021 42.11 79.98 115.01 17.57 220.39
1022 41.95 11.36 34.23 112.00 72.93
1023 42.07 71.90 117.39 25.48 221.32
1024 42.25 36.18 64.01 102.85 183.67
1025 42.29 42.90 73.64 106.01 197.22
1026 42.16 61.33 102.40 59.85 218.73
1027 42.00 20.66 38.14 139.95 53.62
1028 42.13 26.80 56.58 108.96 86.81
1029 42.15 24.32 47.82 131.16 83.81
1030 42.26 18.39 46.90 129.95 67.00
1031 42.46 47.31 81.88 72.37 217.97
1032 42.51 54.95 101.21 58.79 220.89
1033 42.41 31.33 66.46 120.06 118.38
1034 42.61 7.77 35.64 59.31 157.62
1035 42.49 5.94 24.85 43.69 160.59
1036 42.55 58.74 107.06 51.40 220.52
1037 42.64 76.60 123.92 16.78 204.84
1038 42.50 94.87 27.18 11.03 22.79
1039 42.62 92.08 50.39 14.90 62.32
1040 42.49 19.65 47.59 134.03 85.66
1041 42.73 89.46 110.99 23.28 132.61
1042 43.24 14.54 57.48 75.26 161.85
1043 42.85 38.65 86.63 77.06 203.93
1044 42.90 52.46 107.73 61.83 214.84
1045 42.79 21.86 54.87 118.90 153.11
1046 42.94 29.00 69.41 85.10 169.49
1047 42.81 68.07 119.52 28.72 229.88
1048 43.05 65.63 142.52 25.70 230.14
1049 42.98 81.27 118.74 16.73 183.71
1050 42.87 85.87 106.09 18.23 134.45
1051 42.81 11.72 46.66 68.73 155.51
1052 42.96 33.64 72.52 85.30 192.41
1053 43.14 63.34 119.89 31.97 231.77
1054 43.09 49.64 103.69 51.50 228.07
1055 43.02 73.71 131.88 18.60 208.88
1056 43.03 82.83 100.28 17.62 172.66
1057 43.28 70.63 118.00 19.42 217.03
1058 43.20 24.59 69.67 85.48 188.47
1059 43.33 56.65 130.26 31.34 231.97
1060 43.42 41.12 101.79 53.46 214.06
1061 43.36 44.19 99.96 46.06 221.07
1062 43.46 61.00 120.55 31.02 225.80
1063 43.56 78.53 128.19 17.96 185.08
1064 43.57 18.75 67.08 73.81 168.81
1065 43.59 27.03 84.80 49.30 192.37
1066 43.81 9.26 55.14 33.57 176.00
1067 43.37 20.21 66.66 81.32 184.46
1068 43.40 5.05 32.41 25.43 179.46
1069 43.55 36.33 98.42 58.75 226.19
1070 43.75 90.86 80.15 71.81 45.93
1071 43.88 58.72 135.07 28.06 227.04
1072 43.83 31.32 92.42 52.47 206.43
1073 43.65 47.30 119.68 43.16 234.31
1074 43.93 53.92 131.70 29.50 220.31
1075 43.78 93.56 45.14 58.28 27.96
1076 43.76 6.64 47.80 30.52 182.29
1077 43.86 75.59 141.64 18.30 165.13
1078 43.85 87.65 108.36 54.62 59.59
1079 43.89 67.79 129.34 19.95 213.21
1080 43.99 83.99 123.94 39.45 71.24
1081 44.05 16.94 73.21 73.24 191.27
1082 43.90 21.93 83.07 68.09 205.36
1083 44.05 50.64 117.58 31.30 232.68
1084 44.03 33.85 101.43 45.04 223.16
1085 44.09 38.45 104.19 34.83 226.07
1086 44.15 72.72 146.99 20.53 192.57
1087 44.15 80.79 141.14 36.19 88.84
1088 44.24 4.84 38.56 14.52 173.21
1089 44.32 29.05 104.00 38.37 205.47
1090 44.31 10.54 65.81 32.34 184.55
1091 44.28 12.05 76.05 40.52 205.20
1092 44.17 65.13 167.06 21.65 206.26
1093 44.42 62.81 154.35 23.00 223.30
1094 44.33 13.58 70.74 46.11 194.30
1095 44.41 42.63 126.66 36.71 219.08
1096 44.44 24.84 96.78 35.27 201.26
1097 44.45 45.32 129.06 28.66 225.50
1098 44.29 7.27 52.24 19.48 168.62
1099 44.24 23.48 96.17 46.83 204.50
1100 44.56 56.03 151.93 24.01 230.10
1101 44.60 70.35 164.30 22.43 182.28
1102 44.81 40.14 140.29 24.90 231.38
1103 44.71 48.04 135.58 23.86 231.98
1104 44.74 35.87 122.75 27.81 223.85
1105 44.87 60.62 160.28 26.32 210.52
1106 44.92 76.96 158.97 47.68 91.18
1107 45.00 93.68 58.20 88.76 31.40
1108 44.83 19.20 91.63 33.51 192.33
1109 44.93 51.84 149.29 23.54 230.85
1110 44.99 26.66 119.47 27.97 196.36
1111 45.08 85.48 131.77 97.49 44.77
1112 45.06 21.64 109.56 29.89 201.86
1113 44.74 65.54 128.09 21.03 183.71
1114 45.02 74.25 165.20 49.49 81.53
1115 45.16 88.14 130.11 131.35 41.58
1116 45.20 90.82 95.12 128.24 40.63
1117 44.98 7.61 65.93 16.51 172.96
1118 45.03 33.14 127.14 25.17 214.76
1119 44.94 67.64 175.59 38.94 159.05
1120 45.07 58.22 172.18 31.33 210.80
1121 45.27 30.89 126.67 25.03 206.83
1122 45.08 17.81 98.65 31.02 198.77
1123 45.40 82.81 144.18 143.70 52.84
1124 45.38 37.78 135.46 23.06 224.16
1125 45.37 54.15 177.30 31.85 219.40
1126 45.26 79.65 170.55 143.32 60.02
1127 45.37 5.44 53.94 9.97 162.18
1128 45.39 8.96 84.07 16.82 178.94
1129 45.50 43.97 163.17 31.48 188.44
1130 45.50 11.33 93.52 18.44 190.20
1131 45.33 15.91 92.72 24.49 192.16
1132 45.37 63.91 173.82 32.15 117.38
1133 45.58 28.59 130.86 24.87 197.90
1134 45.41 13.62 101.88 22.64 190.24
1135 45.59 41.66 160.90 28.72 214.36
1136 45.69 72.15 183.72 145.88 60.49
1137 45.57 46.30 167.36 32.00 197.19
1138 45.60 49.66 178.22 37.95 188.12
1139 45.70 24.12 125.86 29.47 175.70
1140 45.85 66.26 183.92 149.99 86.98
1141 45.66 69.41 187.12 63.92 81.03
1142 45.83 34.95 166.36 28.88 212.07
1143 45.82 56.46 191.02 61.86 145.75
1144 45.99 61.68 201.83 113.32 91.05
1145 46.13 18.38 119.50 25.14 180.78
1146 46.01 59.23 203.36 119.33 108.02
1147 46.09 52.26 208.42 88.76 115.99
1148 46.14 75.32 167.88 193.73 53.17
1149 45.96 21.10 121.33 27.94 164.67
1150 46.14 26.36 151.16 39.09 143.31
1151 46.23 32.71 161.44 30.95 180.15
1152 46.22 39.46 186.47 51.25 120.45
1153 46.31 78.35 164.87 194.71 48.31
1154 46.12 14.84 113.33 22.76 162.00
1155 46.11 94.82 46.07 76.77 25.72
1156 46.34 47.74 196.04 93.94 104.54
1157 46.55 86.55 153.63 167.00 42.76
1158 46.45 6.12 71.68 13.67 137.60
1159 46.40 36.66 188.27 43.96 164.99
1160 46.49 64.31 187.81 203.88 67.34
1161 46.58 81.17 173.16 199.01 50.98
1162 46.65 92.45 85.89 117.12 36.48
1163 46.53 30.43 169.63 44.49 123.44
1164 46.63 89.50 129.61 154.03 40.92
1165 46.37 3.68 38.20 7.04 114.72
1166 46.50 8.18 94.90 18.99 140.61
1167 46.49 11.11 114.49 22.12 156.15
1168 46.64 54.76 203.25 166.50 72.12
1169 46.70 68.15 193.78 229.09 61.27
1170 46.54 21.82 149.90 50.44 105.88
1171 46.53 42.35 187.42 112.34 95.58
1172 46.67 45.05 202.76 139.50 88.63
1173 46.77 70.62 194.24 217.76 57.69
1174 46.65 28.30 169.50 56.00 117.50
1175 46.75 50.07 208.97 182.03 79.45
1176 46.84 83.81 146.98 153.07 43.95
1177 46.73 23.99 160.16 68.37 87.66
1178 46.92 4.24 51.66 20.25 69.74
1179 46.88 57.44 207.69 213.06 67.28
1180 47.02 72.91 189.07 231.54 50.79
1181 46.85 94.86 43.90 63.07 24.24
1182 47.13 34.56 181.16 119.47 81.15
1183 47.26 59.84 195.51 230.48 62.06
1184 47.13 62.21 206.20 239.45 58.51
1185 47.26 37.50 189.54 141.98 72.22
1186 47.11 19.42 153.44 85.63 88.76
1187 47.30 52.37 203.46 229.38 65.07
1188 47.47 66.42 193.66 237.32 55.56
1189 47.37 77.55 173.59 182.37 47.33
1190 47.26 26.20 173.10 153.58 69.87
1191 47.32 40.34 193.61 208.76 69.40
1192 47.21 15.68 148.24 60.29 75.63
1193 47.37 47.44 216.92 227.69 68.07
1194 47.48 75.12 184.29 236.22 51.99
1195 47.33 10.26 131.44 51.99 71.98
1196 47.43 31.81 184.41 202.40 64.55
1197 47.44 21.15 162.44 142.22 66.59
1198 47.58 43.01 199.07 234.80 64.72
1199 47.49 7.73 116.18 54.78 55.80
1200 47.54 5.70 85.14 44.45 51.59
1201 47.70 80.47 159.73 172.84 48.71
1202 47.63 28.93 183.13 194.78 66.34
1203 47.76 64.07 199.60 242.99 55.19
1204 47.81 88.29 145.37 122.92 44.86
1205 47.84 54.62 207.14 245.84 63.28
1206 47.79 23.26 166.10 180.52 57.05
1207 47.74 93.95 58.02 46.51 31.29
1208 47.93 68.84 186.86 234.86 55.80
1209 48.04 91.05 110.20 89.05 41.50
1210 47.73 17.54 160.64 115.18 55.73
1211 48.03 45.39 208.84 244.79 63.57
1212 47.94 50.07 211.08 243.31 61.36
1213 47.76 15.44 159.97 102.75 60.75
1214 48.07 85.77 161.77 146.23 47.45
1215 48.04 13.64 151.80 142.90 54.35
1216 48.00 57.36 218.72 247.30 62.85
1217 48.13 71.31 198.41 229.40 55.65
1218 48.03 19.46 158.13 191.13 52.75
1219 48.24 38.45 202.65 239.48 62.59
1220 48.23 33.66 194.21 226.62 59.02
1221 48.32 83.03 172.04 97.92 53.43
1222 48.47 36.14 195.38 234.31 58.54
1223 48.27 61.64 208.32 244.80 59.14
1224 48.47 10.12 145.82 169.22 46.87
1225 48.51 73.60 201.36 197.19 60.56
1226 48.35 26.39 171.94 227.61 53.79
1227 48.52 40.86 207.50 238.04 65.06
1228 48.51 78.76 190.70 115.56 55.93
1229 48.65 7.11 125.08 143.94 42.96
1230 48.64 52.57 213.14 238.57 65.10
1231 48.51 17.54 154.10 192.48 53.85
1232 48.55 31.00 184.18 238.48 58.38
1233 48.59 47.88 215.80 247.62 62.40
1234 48.72 59.55 208.64 246.50 63.67
1235 48.62 65.48 209.51 239.71 61.14
1236 48.65 76.20 196.48 135.65 57.49
1237 48.63 21.40 168.54 210.10 51.33
1238 48.79 5.34 95.64 118.89 35.60
1239 48.79 15.55 143.59 167.40 49.17
1240 48.82 95.43 44.08 19.50 92.61
1241 48.74 28.60 195.12 234.83 59.28
1242 48.85 43.34 209.38 242.34 65.77
1243 48.76 93.48 69.04 34.59 110.88
1244 48.86 24.37 182.84 222.70 53.86
1245 48.85 55.26 218.69 239.53 63.17
1246 49.04 67.60 209.25 216.46 66.35
1247 48.80 22.98 193.00 224.09 54.91
1248 49.10 63.36 209.13 201.74 59.12
