#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk15 14A 8 even-skipped Kruppel giant
628 35.05 48.65 58.31 36.29 225.69
629 35.11 43.14 93.62 35.80 226.53
630 35.19 65.09 31.26 32.60 157.34
631 35.32 18.72 45.77 24.00 182.08
632 35.39 71.66 32.00 31.49 95.78
633 35.31 31.48 75.65 36.09 223.70
634 35.47 9.57 25.10 18.34 145.49
635 35.41 69.39 30.30 34.22 111.71
636 35.39 23.54 55.88 25.64 204.18
637 35.31 86.92 150.00 28.55 33.51
638 35.58 89.56 128.82 27.80 23.61
639 35.62 28.93 65.23 32.14 216.08
640 35.79 7.30 17.08 14.32 102.18
641 35.89 26.06 49.46 28.57 215.19
642 35.76 37.94 68.81 34.51 226.48
643 35.69 51.09 38.64 33.46 204.54
644 35.92 62.86 33.44 37.48 159.61
645 35.78 12.40 26.05 19.62 157.56
646 35.82 35.16 62.44 33.09 224.65
647 35.82 66.74 31.20 35.85 122.84
648 35.86 78.63 124.68 32.27 49.71
649 35.83 11.12 26.18 18.72 149.08
650 35.78 81.80 181.31 26.56 39.73
651 35.98 55.42 35.12 37.17 199.58
652 35.94 57.87 32.92 35.51 181.15
653 35.91 60.34 32.63 35.37 169.27
654 35.94 21.26 35.68 25.92 191.19
655 36.01 40.21 57.03 35.73 229.46
656 36.09 46.90 43.24 36.26 220.87
657 36.07 14.61 29.17 22.36 164.83
658 36.10 44.56 41.90 34.80 229.48
659 36.15 53.22 35.54 35.87 198.99
660 35.91 74.12 47.21 33.73 67.52
661 36.21 82.89 179.44 33.33 39.09
662 36.27 91.92 63.94 28.40 12.99
663 36.22 42.32 43.73 34.45 223.72
664 36.28 49.15 33.44 38.01 205.40
665 36.44 33.08 44.81 33.83 216.56
666 36.16 85.04 169.89 30.84 29.48
667 36.20 16.93 30.31 22.00 164.16
668 36.55 30.42 35.77 32.45 213.26
669 36.53 64.75 36.69 35.89 121.07
670 36.46 70.56 44.62 34.19 78.35
671 36.57 18.35 26.84 27.16 173.31
672 36.51 68.11 38.49 36.45 90.95
673 36.69 23.23 32.30 28.35 187.12
674 36.83 72.67 132.69 33.89 50.89
675 36.96 76.26 181.97 36.94 40.35
676 36.83 27.70 32.60 29.64 194.97
677 36.79 9.77 18.03 18.31 124.82
678 36.89 35.93 39.02 34.20 214.24
679 36.90 51.44 35.06 38.44 176.82
680 36.98 38.33 36.57 35.48 212.85
681 37.06 61.36 35.22 38.07 122.71
682 36.90 89.33 102.44 33.22 16.29
683 37.08 56.70 33.12 33.71 149.64
684 37.10 59.13 34.94 36.47 130.07
685 37.05 12.43 21.48 21.50 131.90
686 36.85 84.55 155.08 34.68 28.26
687 37.20 86.76 132.80 40.69 19.56
688 37.20 54.37 35.34 37.22 169.20
689 37.31 7.66 14.13 18.31 89.89
690 37.28 20.65 25.96 25.25 150.21
691 37.27 40.63 34.74 38.77 208.24
692 37.25 45.46 34.36 36.26 193.06
693 37.13 16.24 21.36 23.71 128.47
694 37.36 25.26 26.60 30.79 183.79
695 37.30 42.90 33.81 38.99 199.12
696 37.23 80.75 155.96 36.80 27.56
697 37.34 47.82 34.42 40.67 177.99
698 37.25 14.74 23.10 20.79 130.36
699 37.32 63.21 49.82 42.50 106.38
700 37.31 65.84 85.11 40.05 98.52
701 37.57 31.76 31.90 32.95 189.78
702 37.47 68.54 171.60 39.68 53.37
703 37.77 71.20 188.80 39.89 47.19
704 37.72 91.50 81.66 47.76 12.01
705 37.78 33.98 32.45 35.25 189.12
706 37.78 50.11 36.31 38.24 132.73
707 37.86 29.50 31.70 32.76 185.69
708 37.88 18.27 23.62 24.85 136.43
709 37.66 84.04 149.74 43.35 22.50
710 38.04 22.89 26.52 30.66 136.38
711 37.98 36.40 31.73 36.79 181.93
712 37.98 52.70 41.95 37.47 121.61
713 38.16 9.61 18.85 19.69 83.55
714 38.13 27.12 27.40 31.64 161.01
715 37.96 57.86 55.95 37.86 113.26
716 37.97 82.45 138.19 42.67 20.52
717 38.13 38.93 34.47 40.08 166.01
718 38.22 64.23 188.59 46.40 57.60
719 38.08 60.19 67.52 41.05 112.35
720 38.23 73.93 175.41 40.98 36.42
721 38.30 79.49 143.48 38.49 25.34
722 38.23 88.31 80.68 41.74 15.99
723 38.30 43.97 48.16 44.12 148.54
724 38.36 66.65 211.66 49.38 48.70
725 38.15 76.84 177.67 44.47 33.53
726 38.21 13.04 22.62 23.87 104.30
727 38.26 55.40 47.26 40.43 118.69
728 38.35 46.27 46.96 44.40 142.57
729 38.41 61.86 178.55 41.86 65.30
730 38.45 15.96 25.79 25.78 113.45
731 38.47 41.60 39.24 41.98 159.14
732 38.53 7.02 20.04 17.86 56.75
733 38.66 85.57 115.19 59.85 16.95
734 38.53 48.56 52.02 42.15 110.20
735 38.79 24.96 28.98 33.12 125.45
736 38.74 20.34 28.66 27.51 103.81
737 38.76 69.44 192.15 46.41 35.24
738 38.75 31.84 37.24 35.45 137.73
739 38.89 93.16 39.21 60.80 9.77
740 38.76 51.05 69.12 41.40 103.74
741 38.86 57.57 186.60 45.41 78.62
742 38.87 34.36 38.92 42.70 130.29
743 38.94 53.69 152.97 46.03 82.39
744 39.01 28.98 38.75 35.67 136.71
745 38.98 82.07 118.21 55.85 19.97
746 39.22 59.68 213.80 46.28 56.18
747 39.03 36.93 43.83 43.47 123.29
748 39.21 72.07 179.87 55.39 29.86
749 39.25 8.78 49.44 21.11 57.11
750 39.10 39.46 46.05 40.95 120.41
751 39.17 77.08 149.59 49.97 22.68
752 39.24 22.77 48.52 35.20 106.77
753 39.14 90.42 46.63 61.25 11.98
754 39.07 12.41 30.78 21.89 72.44
755 39.39 63.39 223.00 52.52 42.70
756 39.21 10.87 39.76 24.65 68.48
757 39.36 26.66 39.14 38.12 137.63
758 39.39 46.98 182.74 49.96 81.97
759 39.26 43.71 98.48 47.93 98.89
760 39.56 65.47 203.84 58.80 38.67
761 39.55 55.72 203.18 51.18 73.41
762 39.50 17.94 39.26 28.98 92.38
763 39.56 74.59 116.51 54.30 23.45
764 39.64 87.94 61.24 90.43 14.17
765 39.39 15.47 45.50 28.72 77.68
766 39.54 41.99 153.70 49.45 93.03
767 39.70 49.34 190.40 49.43 65.06
768 39.61 67.71 182.07 56.27 30.17
769 39.74 79.32 104.62 61.10 19.15
770 39.62 30.77 70.61 46.69 116.04
771 39.73 61.44 228.88 56.12 43.12
772 39.77 6.59 76.46 22.56 31.31
773 39.75 51.87 212.96 46.51 51.20
774 39.71 32.93 107.63 45.57 94.92
775 40.04 34.89 157.08 49.55 74.45
776 39.93 83.59 85.50 70.53 16.49
777 39.83 20.78 82.75 32.28 69.58
778 39.99 39.60 165.41 49.66 74.10
779 39.93 85.25 61.74 75.02 17.26
780 40.04 13.01 111.53 30.35 50.59
781 40.07 37.12 151.40 51.29 75.24
782 40.17 44.98 189.74 55.09 54.88
783 40.19 23.50 143.53 35.87 52.22
784 40.26 57.55 217.20 60.96 44.98
785 40.15 27.78 132.70 46.98 82.13
786 40.25 69.62 146.50 59.85 25.74
787 40.12 91.71 25.55 73.76 11.21
788 40.29 10.37 109.13 28.99 36.50
789 40.37 54.26 219.10 54.78 45.17
790 40.25 81.23 87.05 73.68 19.05
791 40.35 72.39 140.16 71.11 24.39
792 40.48 15.75 129.97 33.81 41.76
793 40.36 76.35 90.80 73.52 20.77
794 40.51 29.59 186.26 44.11 62.11
795 40.66 25.81 169.38 48.15 50.39
796 40.55 59.82 203.56 60.93 34.16
797 40.66 7.80 111.43 29.28 27.57
798 40.61 18.57 138.44 37.34 45.25
799 40.77 43.02 211.47 60.46 47.47
800 40.63 47.23 195.26 63.78 47.85
801 40.73 31.82 161.42 50.97 44.68
802 40.75 62.77 188.97 70.64 30.30
803 40.82 89.92 34.29 102.93 12.99
804 40.87 40.93 207.55 54.77 49.39
805 40.84 65.20 146.40 74.07 27.82
806 40.75 67.29 116.39 88.03 24.36
807 40.79 51.44 197.28 61.18 40.49
808 40.93 87.16 48.94 109.71 15.05
809 40.66 81.47 80.56 85.56 19.22
810 41.07 21.09 164.78 43.03 35.67
811 41.13 49.17 189.11 70.86 39.04
812 41.20 33.77 195.69 62.85 42.43
813 41.04 9.12 110.76 32.76 29.87
814 41.10 38.22 189.50 57.14 44.13
815 41.10 56.06 162.65 68.93 33.22
816 41.17 78.74 58.20 103.94 17.75
817 41.11 84.38 48.67 105.54 15.49
818 41.21 12.77 122.40 36.22 28.03
819 40.95 82.41 43.93 89.52 18.83
820 41.28 5.84 82.66 27.72 17.35
821 41.37 35.89 197.85 62.63 39.29
822 41.29 93.24 15.89 78.70 9.00
823 41.34 74.09 68.64 101.87 20.41
824 41.34 70.81 97.95 84.58 20.18
825 41.50 58.23 174.61 80.92 27.61
826 41.56 23.71 165.28 55.93 31.08
827 41.46 53.23 156.46 68.78 29.08
828 41.49 28.83 164.21 55.26 38.28
829 41.61 44.91 181.79 69.20 34.07
830 41.45 60.93 152.91 82.83 28.50
831 41.42 68.25 90.67 97.62 22.56
832 41.46 76.32 61.57 106.45 19.00
833 41.63 16.17 112.49 44.60 25.07
834 41.96 10.62 98.06 41.84 20.05
835 41.72 80.95 45.17 112.44 16.62
836 41.83 47.30 167.47 82.40 31.77
837 41.89 26.70 164.35 69.49 33.41
838 41.78 64.00 125.43 96.75 24.54
839 41.90 50.92 151.76 82.61 28.70
840 41.94 18.48 125.57 47.90 24.05
841 41.93 39.93 193.81 68.54 31.99
842 42.03 31.18 150.22 69.24 30.61
843 42.18 42.27 154.67 92.83 29.38
844 42.07 54.73 146.72 87.23 27.18
845 42.18 66.36 88.99 124.31 22.13
846 42.21 8.20 85.50 42.92 16.37
847 42.17 89.14 28.58 121.64 12.70
848 42.26 37.60 173.79 90.02 32.40
849 42.18 86.33 35.00 119.76 14.20
850 42.36 62.25 101.81 126.23 21.99
851 42.32 69.36 56.89 124.95 19.19
852 42.09 76.39 44.31 122.25 17.61
853 42.20 5.54 62.67 36.54 12.51
854 42.40 56.76 128.32 107.54 24.90
855 42.17 20.40 124.52 48.84 23.32
856 42.40 33.30 173.68 80.92 26.67
857 42.39 72.18 54.21 118.33 20.30
858 42.36 13.45 101.71 49.31 18.12
859 42.47 59.96 111.62 120.00 25.02
860 42.42 94.39 18.12 83.81 7.85
861 42.55 78.17 35.73 136.36 17.50
862 42.60 25.13 119.90 85.43 23.51
863 42.67 49.25 122.66 102.12 26.06
864 42.60 82.79 34.01 139.23 16.10
865 42.71 29.17 131.50 91.91 24.57
866 42.75 35.48 168.97 84.57 28.25
867 42.90 75.01 43.27 147.32 18.40
868 42.91 91.92 33.61 119.91 10.29
869 42.78 44.17 125.72 121.09 26.68
870 42.77 52.31 124.21 117.58 24.14
871 42.73 21.20 112.97 64.30 20.73
872 42.89 46.54 110.48 123.50 26.02
873 42.91 23.20 109.41 77.11 19.34
874 42.80 6.14 61.05 44.55 13.70
875 43.10 64.09 69.44 156.79 22.20
876 43.01 40.05 109.40 111.68 25.39
877 43.04 79.91 34.59 125.57 17.28
878 43.21 16.24 103.68 75.15 17.28
879 43.21 58.22 102.23 150.72 22.83
880 43.30 27.31 118.84 100.56 22.41
881 43.24 19.09 101.72 82.90 17.13
882 43.20 67.97 52.01 156.20 21.05
883 43.30 7.30 60.63 57.33 12.17
884 43.28 11.58 79.07 73.08 14.98
885 43.29 31.49 107.65 117.27 23.51
886 43.24 54.61 110.78 134.74 24.00
887 43.34 9.44 67.01 62.13 12.71
888 43.40 65.84 54.73 151.66 20.98
889 43.38 85.05 39.15 137.97 15.00
890 43.50 37.65 111.21 138.81 23.51
891 43.46 87.56 54.98 138.32 13.67
892 43.62 42.54 75.26 144.62 23.70
893 43.40 70.78 41.52 156.58 19.07
894 43.52 4.10 30.57 41.47 8.00
895 43.62 62.00 71.12 161.70 22.09
896 43.66 33.76 118.32 124.56 23.70
897 43.56 83.73 38.02 135.50 15.95
898 43.50 5.46 38.85 51.95 9.49
899 43.45 13.38 66.23 80.77 15.57
900 43.79 48.14 86.95 162.91 24.78
901 43.80 50.38 77.78 155.37 25.26
902 43.86 56.34 64.30 159.22 22.75
903 43.78 60.06 77.10 151.53 22.15
904 43.67 77.04 33.90 140.60 16.74
905 43.86 24.99 80.79 121.60 18.32
906 43.84 45.20 75.20 161.22 25.51
907 43.95 21.98 79.80 110.88 17.67
908 43.97 52.53 65.29 173.05 23.63
909 43.99 81.89 41.88 134.90 16.45
910 44.14 29.57 75.97 135.50 20.50
911 44.29 35.85 78.20 152.97 22.82
912 44.11 79.38 37.45 156.26 16.83
913 44.13 40.11 73.53 164.43 22.50
914 44.31 14.01 44.45 104.83 14.02
915 44.24 69.00 36.68 166.42 20.89
916 44.34 93.23 85.93 95.22 10.69
917 44.36 64.26 48.74 185.72 20.69
918 44.38 75.01 33.84 159.84 17.59
919 44.55 6.48 29.59 85.14 10.47
920 44.51 9.00 35.75 92.48 13.25
921 44.48 16.53 45.79 126.22 16.19
922 44.52 58.24 52.99 187.66 22.35
923 44.43 66.61 41.43 189.24 21.36
924 44.53 90.98 134.16 109.60 11.48
925 44.51 19.90 60.81 131.15 15.72
926 44.53 27.17 61.18 146.11 18.30
927 44.58 31.79 61.09 152.61 21.72
928 44.55 54.29 46.13 181.44 23.05
929 44.60 71.11 38.58 177.13 18.87
930 44.59 11.52 39.28 107.59 13.53
931 44.55 85.13 131.32 157.16 13.42
932 44.76 37.98 62.04 181.00 21.52
933 44.81 44.13 50.98 181.33 24.12
934 44.74 62.45 46.36 189.79 21.00
935 44.74 88.27 160.17 130.62 13.17
936 44.82 41.89 52.76 181.12 23.51
937 44.77 46.81 56.33 187.14 23.11
938 44.97 34.00 53.88 164.59 20.79
939 44.87 49.43 50.78 198.51 24.38
940 44.83 60.37 49.22 180.48 23.19
941 44.77 77.36 52.51 155.58 17.15
942 44.93 24.33 46.09 143.40 17.87
943 45.04 73.04 39.85 163.02 17.63
944 45.10 51.85 54.07 194.50 22.77
945 45.17 95.14 69.97 84.42 7.48
946 45.06 56.37 51.34 191.25 21.85
947 45.20 82.64 136.29 141.49 14.33
948 45.23 21.67 36.39 154.05 15.77
949 45.21 80.30 89.72 151.22 15.23
950 45.45 39.77 46.74 195.09 21.70
951 45.33 29.29 42.35 174.28 18.58
952 45.29 68.12 47.52 184.95 19.01
953 45.45 75.13 60.23 177.03 17.48
954 45.44 65.67 58.40 195.65 20.58
955 45.72 7.91 25.72 127.23 10.04
956 45.60 26.47 40.14 168.05 18.02
957 45.53 84.77 179.89 121.02 15.30
958 45.63 92.98 131.20 115.07 9.83
959 45.50 14.04 27.79 130.89 13.50
960 45.57 18.26 31.88 138.67 15.73
961 45.58 63.61 62.04 202.78 19.81
962 45.63 36.99 42.65 182.10 20.97
963 45.71 58.68 56.01 198.40 21.05
964 45.69 86.39 174.20 149.52 13.48
965 45.70 31.79 42.17 187.83 19.74
966 45.75 47.79 45.80 200.05 24.36
967 45.71 54.39 51.14 205.00 21.95
968 45.69 70.94 81.68 199.25 19.04
969 45.73 89.97 143.48 121.39 11.52
970 45.72 11.04 27.09 118.74 12.38
971 45.76 44.93 45.04 196.17 22.32
972 45.80 61.09 59.86 202.64 21.78
973 45.88 5.18 20.83 120.10 8.46
974 45.92 77.64 142.68 181.90 15.30
975 45.89 42.07 49.22 204.87 23.62
976 45.99 50.15 51.33 205.22 22.39
977 46.00 23.73 39.52 175.52 16.47
978 46.03 34.43 47.67 194.45 20.77
979 46.08 56.61 64.16 210.11 22.70
980 46.28 15.80 36.73 152.91 13.30
981 46.24 20.76 35.54 163.98 14.80
982 46.58 87.91 156.61 128.78 11.75
983 46.41 28.15 52.00 190.37 19.35
984 46.31 52.67 57.42 207.93 23.17
985 46.39 69.15 187.05 207.90 19.48
986 46.37 72.77 154.42 179.51 17.31
987 46.37 79.92 157.65 162.12 14.23
988 46.39 66.78 148.81 204.55 20.80
989 46.41 82.35 171.29 154.80 13.92
990 46.59 30.19 52.84 203.18 19.11
991 46.45 64.55 184.34 206.88 20.24
992 46.52 95.21 65.97 84.91 8.36
993 46.52 39.06 58.60 205.20 22.76
994 46.61 36.57 63.43 203.24 21.49
995 46.59 46.53 66.19 211.14 23.42
996 46.67 43.67 75.89 219.42 22.79
997 46.60 62.21 140.24 208.63 20.96
998 46.77 75.26 173.11 174.24 16.22
999 46.64 12.93 47.24 146.64 13.04
1000 46.74 25.87 57.94 187.37 17.18
1001 46.66 59.76 122.76 211.98 22.22
1002 46.78 84.96 171.53 131.47 13.24
1003 46.81 9.49 42.49 145.98 11.88
1004 46.80 32.47 65.36 208.55 19.72
1005 46.76 54.83 95.44 215.37 23.47
1006 46.84 18.35 50.45 165.85 15.41
1007 46.93 41.17 96.54 216.85 23.22
1008 47.02 90.62 122.16 117.66 9.97
1009 47.04 6.58 40.34 137.74 9.61
1010 46.93 50.95 105.42 222.05 24.12
1011 46.96 4.35 33.59 110.00 8.80
1012 47.09 23.34 88.01 189.35 17.13
1013 46.97 57.28 166.47 219.31 23.52
1014 47.21 70.81 176.21 189.30 17.56
1015 47.25 34.63 144.00 210.28 20.04
1016 47.39 48.11 135.16 215.80 25.51
1017 47.25 77.66 135.88 157.92 14.64
1018 47.41 93.54 110.75 128.44 8.67
1019 47.22 68.09 214.69 198.69 18.11
1020 47.32 21.01 114.33 189.16 16.95
1021 47.48 63.37 221.40 192.78 20.63
1022 47.46 65.74 224.51 199.30 19.82
1023 47.37 15.24 121.56 169.89 14.07
1024 47.45 45.53 187.76 215.42 22.20
1025 47.54 52.65 223.73 199.80 23.96
1026 47.58 73.21 167.87 182.14 16.23
1027 47.59 58.96 236.97 212.48 22.31
1028 47.56 61.15 226.65 206.92 21.19
1029 47.55 27.84 117.59 201.99 19.41
1030 47.60 39.22 180.58 223.73 22.68
1031 47.62 80.32 145.25 160.64 14.09
1032 47.90 96.07 23.50 59.88 6.86
1033 47.60 37.08 155.53 220.46 20.37
1034 47.69 42.97 208.22 213.17 23.64
1035 47.73 10.81 105.15 159.04 12.80
1036 47.75 50.02 219.80 209.05 22.22
1037 47.69 30.10 156.14 211.39 19.43
1038 47.72 54.78 230.74 220.88 23.27
1039 47.73 12.96 145.11 159.56 13.00
1040 47.83 17.45 156.13 183.85 15.08
1041 47.85 25.07 166.85 200.35 16.72
1042 47.79 3.64 71.14 103.52 7.94
1043 47.87 32.63 195.35 216.01 21.59
1044 47.93 86.33 117.06 151.86 11.72
1045 47.99 56.99 233.87 217.69 22.28
1046 48.17 19.77 157.43 196.46 16.27
1047 48.09 69.14 174.72 172.59 17.66
1048 47.95 83.21 120.43 155.47 13.30
1049 48.20 98.04 7.92 28.11 2.31
1050 48.14 8.22 107.80 145.62 11.22
1051 48.09 88.66 85.53 112.31 11.22
1052 48.32 40.84 209.08 214.54 23.55
1053 48.12 75.95 110.77 178.06 13.53
1054 48.23 5.76 95.66 133.69 8.54
1055 48.29 22.59 161.23 191.37 16.42
1056 48.38 91.04 62.89 130.98 9.97
1057 48.30 35.42 206.15 212.71 21.50
1058 48.49 71.52 162.22 194.71 17.34
1059 48.54 15.78 157.89 166.23 13.56
1060 48.46 67.15 180.61 208.19 18.71
1061 48.43 45.76 219.81 203.47 22.57
1062 48.48 78.54 80.88 156.81 14.76
1063 48.44 12.93 133.38 170.58 13.28
1064 48.63 26.28 198.47 210.11 19.27
1065 48.66 28.51 188.82 202.54 19.25
1066 48.71 53.46 220.70 209.20 24.62
1067 48.59 60.06 220.59 211.55 20.68
1068 48.62 64.59 171.19 199.92 19.44
1069 48.62 38.12 209.23 210.86 22.47
1070 48.75 48.28 213.59 210.29 23.23
1071 48.69 62.31 174.74 211.69 19.91
1072 48.72 31.05 200.08 212.76 18.80
1073 48.69 51.04 211.28 202.56 23.39
1074 48.88 43.46 210.78 215.64 23.65
1075 48.91 55.81 216.26 213.94 23.33
1076 48.97 94.50 28.45 94.79 8.15
1077 48.98 33.42 202.04 217.72 20.25
1078 48.84 73.90 79.34 175.01 15.76
1079 48.95 81.54 65.84 169.53 12.27
1080 48.87 10.62 121.47 159.68 12.19
1081 49.01 58.19 209.33 212.46 22.43
1082 49.22 24.06 165.22 205.18 16.72
1083 49.04 84.24 60.20 148.83 11.97
1084 49.20 86.99 65.70 163.84 11.85
1085 49.16 98.37 5.38 26.59 1.21
1086 49.23 20.87 151.77 192.88 17.16
1087 49.27 76.65 61.08 175.14 14.04
1088 49.32 18.35 103.69 182.91 15.16
1089 49.11 14.80 137.14 167.36 13.77
1090 49.03 17.20 120.75 186.50 11.50
1091 49.31 69.50 96.93 204.54 16.14
1092 49.29 6.11 82.16 138.09 9.26
1093 49.35 8.14 88.62 140.75 11.95
1094 49.44 35.47 195.00 217.96 20.93
1095 49.47 41.64 187.04 223.70 23.68
1096 49.31 89.30 41.46 109.87 10.83
1097 49.52 4.83 65.11 137.44 8.11
1098 49.69 39.67 154.98 215.56 20.80
1099 49.46 66.10 104.49 215.70 17.17
1100 49.59 45.74 174.24 215.50 23.04
1101 49.72 37.58 183.82 219.93 20.74
1102 49.68 92.54 34.07 133.38 8.12
1103 49.68 29.45 163.60 207.31 19.16
1104 49.68 79.21 39.70 166.65 13.21
1105 49.63 63.58 115.34 217.91 19.79
1106 49.70 50.25 181.86 216.14 22.08
1107 49.70 60.63 139.52 204.78 20.22
1108 49.78 26.49 151.12 207.29 18.51
1109 49.69 12.83 97.54 173.02 12.66
1110 49.95 31.90 161.51 211.77 19.26
1111 49.88 52.62 125.60 226.18 24.50
1112 49.75 71.79 59.16 185.81 15.11
1113 49.84 10.65 79.46 164.26 13.06
1114 49.98 54.98 127.56 220.00 23.73
1115 50.04 74.97 46.55 188.25 13.82
1116 49.97 16.14 96.95 180.17 14.04
1117 50.05 48.02 125.90 219.44 22.97
1118 50.07 22.06 101.94 198.55 16.27
1119 50.03 58.07 112.65 211.30 21.13
1120 50.02 67.93 78.71 200.91 16.23
1121 50.19 43.61 115.80 219.32 21.62
1122 50.20 85.13 37.10 146.48 10.66
1123 50.41 90.55 26.30 135.86 8.71
1124 50.14 82.04 35.62 147.09 11.41
1125 50.25 94.84 16.43 96.79 7.11
1126 50.33 34.05 117.95 215.70 18.96
1127 50.26 3.81 28.92 128.57 7.04
1128 50.39 19.37 80.83 182.76 15.11
1129 50.47 24.36 94.88 197.37 17.23
1130 50.40 65.45 61.87 204.98 16.98
1131 50.44 6.60 35.99 147.16 10.05
1132 50.45 62.55 73.93 213.90 19.37
1133 50.48 88.01 28.02 134.42 9.98
1134 50.48 13.98 59.74 175.11 14.73
1135 50.58 27.98 109.97 210.69 17.93
1136 50.66 36.33 98.68 217.51 21.75
1137 50.60 41.45 103.08 222.61 21.05
1138 50.74 70.26 37.41 195.94 16.03
1139 50.69 9.08 38.24 152.19 11.24
1140 50.80 56.30 85.68 218.68 21.84
1141 50.74 73.15 37.53 185.65 13.91
1142 50.78 45.85 73.92 215.84 23.16
1143 50.75 50.52 94.18 221.81 22.28
1144 50.84 60.44 82.63 221.27 21.04
1145 50.64 77.39 24.82 151.65 11.65
1146 50.88 79.49 28.69 173.75 11.77
1147 50.88 30.27 81.49 209.22 20.31
1148 50.90 38.77 80.54 215.76 21.73
1149 51.21 92.98 21.08 124.12 7.78
1150 51.00 11.68 41.55 171.52 12.54
1151 51.07 52.75 77.78 214.12 22.51
1152 50.89 3.79 20.90 133.62 8.05
1153 51.03 17.02 53.97 186.65 14.76
1154 51.28 26.17 59.20 208.20 18.17
1155 51.15 58.58 61.80 217.68 21.23
1156 51.01 67.63 46.52 205.79 16.61
1157 51.19 32.55 67.43 218.28 21.17
1158 51.08 21.55 54.70 191.96 15.99
1159 51.16 64.39 47.04 208.15 17.67
1160 51.24 84.10 26.48 135.82 10.60
1161 51.33 1.95 10.40 71.66 6.39
1162 51.24 48.18 65.92 206.17 21.95
1163 51.35 75.75 24.92 175.26 12.46
1164 51.41 43.60 70.01 215.03 21.76
1165 51.49 54.51 57.02 218.99 24.59
1166 51.48 81.56 23.78 145.87 11.16
1167 51.59 5.15 19.22 129.98 8.74
1168 51.54 34.77 65.27 222.11 20.42
1169 51.58 14.41 35.23 172.17 13.71
1170 51.58 23.95 46.61 202.78 16.02
1171 51.59 87.12 24.44 137.50 9.26
1172 51.63 95.25 13.50 87.49 5.98
1173 51.57 41.04 62.04 223.00 21.79
1174 51.66 61.99 42.70 212.30 19.86
1175 51.54 71.78 23.39 165.97 13.98
1176 51.70 19.24 40.44 181.32 14.81
1177 51.71 28.48 49.84 211.32 18.68
1178 51.84 36.92 50.91 221.87 20.94
1179 51.79 7.47 22.92 158.80 10.82
1180 51.72 90.06 20.87 138.45 8.47
1181 51.79 78.03 21.64 142.69 11.72
1182 52.02 9.75 27.27 164.96 11.52
1183 51.92 45.99 52.53 217.44 23.11
1184 51.84 50.53 58.36 223.81 22.01
1185 51.89 66.40 33.86 199.25 16.09
1186 51.91 57.02 50.19 216.44 21.04
1187 51.93 69.25 29.00 192.92 15.18
1188 52.06 30.88 51.29 211.56 19.61
1189 52.08 39.01 47.23 218.75 19.79
1190 52.18 59.92 44.82 213.12 20.26
1191 52.05 73.80 23.01 165.73 12.18
1192 52.17 12.37 30.41 168.70 13.04
1193 52.29 16.25 36.18 174.81 13.14
1194 52.18 21.85 39.54 196.09 15.16
1195 52.17 63.86 33.36 206.26 19.12
1196 52.43 52.53 51.51 208.40 21.98
1197 52.27 3.40 13.85 96.15 7.97
1198 52.32 33.18 48.25 216.68 21.07
1199 52.38 48.18 51.21 216.73 23.69
1200 52.32 82.74 25.09 137.30 10.64
1201 52.66 85.69 31.02 152.00 9.92
1202 52.59 26.84 53.23 204.82 18.04
1203 52.52 44.06 51.37 214.97 21.83
1204 52.74 91.20 34.35 113.14 7.49
1205 52.61 55.06 47.33 206.14 20.98
1206 52.53 80.79 22.95 132.49 9.92
1207 52.65 24.72 53.57 198.70 16.68
1208 52.66 41.89 56.91 217.19 20.92
1209 52.55 71.35 23.77 164.50 12.29
1210 52.72 76.55 27.49 158.23 11.55
1211 52.83 78.94 30.66 159.53 10.51
1212 52.87 18.03 43.56 172.46 14.60
1213 52.83 35.07 61.26 214.98 20.81
1214 52.73 94.47 18.88 75.06 6.72
1215 52.84 29.26 51.35 213.36 18.85
1216 52.76 67.96 29.85 188.02 14.09
1217 52.95 62.12 47.17 201.20 18.64
1218 52.70 88.41 25.71 90.82 8.84
1219 52.96 49.90 62.73 216.08 23.64
1220 52.91 57.92 46.68 204.00 20.19
1221 53.07 20.27 48.61 184.40 14.56
1222 52.93 65.05 33.86 194.54 16.62
1223 53.09 7.63 37.53 147.36 9.69
1224 53.01 37.40 64.04 214.51 20.37
1225 53.14 46.07 53.44 217.15 22.39
1226 52.99 74.02 33.09 180.44 12.19
1227 53.09 39.84 65.57 217.95 20.60
1228 53.09 13.98 42.28 152.69 13.85
1229 53.09 10.90 45.34 140.96 11.20
1230 53.22 32.02 69.16 208.17 19.47
1231 53.40 60.13 66.65 203.10 19.12
1232 53.29 22.94 78.42 187.48 14.45
1233 53.35 70.23 37.42 167.23 13.20
1234 53.29 82.75 43.39 128.14 10.00
1235 53.57 53.86 108.07 209.49 22.44
1236 53.51 16.00 88.96 160.44 13.94
1237 53.67 47.94 75.74 213.00 21.99
1238 53.58 51.65 96.46 206.06 20.90
1239 53.64 43.87 100.68 204.32 21.11
1240 53.70 56.17 77.83 204.27 20.99
1241 53.76 27.66 94.33 201.84 17.52
1242 53.76 66.42 59.90 184.44 14.76
1243 53.81 80.32 85.65 126.52 10.40
1244 53.86 93.78 86.14 70.58 6.61
1245 53.84 25.42 122.83 194.28 15.85
1246 53.78 30.02 116.64 205.30 17.53
1247 53.60 81.45 60.82 114.53 9.94
1248 53.73 89.05 70.67 95.75 7.33
1249 53.84 96.07 49.82 51.96 5.06
