#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
lesl20 14A 8 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
0 1.88 41.14 8.17 2.34 18.98
1 2.23 43.12 9.64 2.63 18.29
2 2.42 39.06 9.76 2.50 17.14
3 2.64 36.62 8.47 2.50 16.84
4 3.12 45.76 10.21 2.34 19.44
5 2.95 48.87 9.11 3.05 19.95
6 3.03 42.56 10.21 2.23 19.08
7 3.45 39.69 10.54 2.62 18.70
8 3.56 36.10 10.49 2.49 18.52
9 3.73 49.07 10.27 2.67 20.28
10 3.81 41.39 11.10 2.63 21.27
11 3.58 43.21 12.71 3.04 17.79
12 4.22 46.69 14.10 2.46 18.58
13 4.20 38.08 12.00 2.77 19.48
14 4.15 45.10 11.28 2.28 21.06
15 4.39 51.61 11.07 2.70 19.90
16 4.23 42.70 13.64 2.45 18.18
17 4.46 48.19 12.42 2.04 20.58
18 4.55 44.04 11.69 3.25 20.41
19 4.66 36.52 16.81 2.76 18.57
20 4.79 33.40 11.94 2.88 19.12
21 5.21 45.25 20.08 2.76 16.34
22 4.90 35.24 13.97 2.25 20.64
23 5.39 48.90 21.41 2.46 17.41
24 5.05 46.80 17.26 2.63 20.58
25 5.19 37.44 13.00 2.43 21.10
26 5.09 30.60 10.60 3.60 16.93
27 5.54 42.77 14.21 2.38 20.60
28 5.22 51.77 12.90 2.86 20.38
29 5.28 53.41 11.78 2.30 19.83
30 5.46 31.28 9.25 2.12 18.50
31 5.66 34.01 13.79 2.59 18.03
32 5.42 36.01 16.65 3.18 19.53
33 5.73 46.96 13.94 2.88 20.78
34 5.68 52.49 14.81 2.67 22.22
35 6.28 31.60 13.59 2.34 18.55
36 5.96 55.76 13.06 2.74 20.23
37 6.21 38.46 14.16 2.48 22.34
38 6.08 40.53 20.94 2.35 16.65
39 6.02 45.33 14.59 3.41 20.86
40 6.26 53.95 17.86 3.01 18.77
41 6.42 43.76 21.89 3.12 16.67
42 6.41 50.82 23.23 2.56 17.23
43 6.35 35.38 15.31 2.56 21.54
44 6.60 36.92 17.65 2.39 20.80
45 6.68 46.82 22.14 2.93 18.95
46 6.66 40.93 15.39 2.52 21.03
47 6.83 42.37 15.47 2.70 23.03
48 6.93 58.75 10.49 2.72 19.37
49 6.94 53.44 22.34 2.43 19.14
50 7.09 39.50 13.23 2.77 20.68
51 7.19 35.95 11.54 2.38 24.17
52 7.18 52.03 16.43 3.36 24.32
53 7.37 54.35 23.41 2.25 18.14
54 7.10 43.46 13.17 3.50 29.17
55 7.45 37.81 18.24 3.60 16.10
56 7.31 29.10 12.26 2.79 17.32
57 7.47 27.80 12.91 2.14 17.81
58 7.51 34.70 14.10 2.48 18.90
59 7.51 42.80 15.08 3.44 22.92
60 7.84 44.64 22.30 2.93 17.06
61 7.64 58.15 10.55 2.70 18.91
62 7.74 30.20 13.77 3.27 18.03
63 7.67 33.27 12.14 3.27 19.36
64 8.07 41.20 20.12 2.57 20.09
65 7.83 39.60 15.47 2.80 22.16
66 7.99 50.94 24.27 3.00 15.83
67 7.81 49.27 19.97 3.06 23.82
68 7.92 54.84 14.40 2.65 23.55
69 7.82 56.82 14.77 3.46 21.38
70 8.24 26.76 13.98 2.26 18.33
71 8.07 25.39 14.38 2.75 16.21
72 8.18 48.06 19.61 3.27 22.90
73 8.46 31.51 13.60 2.76 19.33
74 8.26 56.09 22.82 3.00 16.92
75 8.86 52.81 27.03 2.70 18.42
76 8.32 58.60 14.60 2.63 19.22
77 8.65 46.74 23.07 3.24 16.67
78 8.61 49.75 19.17 3.83 27.17
79 8.74 55.28 19.97 2.59 21.72
80 8.95 45.49 16.49 3.60 23.04
81 8.92 24.76 13.22 2.81 17.53
82 9.19 28.19 17.25 3.09 17.21
83 9.15 58.02 11.61 3.20 21.76
84 8.87 62.64 9.27 2.55 20.73
85 8.88 54.26 26.00 2.86 19.43
86 9.17 26.66 15.26 3.09 16.97
87 9.26 41.51 17.47 3.30 21.53
88 9.55 59.84 17.56 2.85 21.21
89 9.35 50.20 26.70 2.77 19.06
90 9.27 30.41 11.60 3.70 25.40
91 9.55 38.21 17.85 2.61 21.02
92 9.42 63.28 10.38 2.78 20.00
93 9.51 31.64 13.00 2.69 21.97
94 9.74 55.95 14.62 3.57 21.81
95 9.94 49.17 30.58 2.81 19.90
96 9.66 62.27 11.00 1.90 23.70
97 9.98 61.20 15.89 2.26 20.91
98 9.97 29.60 18.02 3.38 18.35
99 9.97 43.35 16.38 2.80 22.95
100 10.19 45.86 23.57 3.00 18.48
101 9.96 57.32 16.11 3.03 21.97
102 10.22 23.62 15.69 3.19 18.76
103 10.18 40.19 21.43 2.77 18.87
104 10.28 27.81 15.82 3.07 19.00
105 10.43 62.85 12.75 2.75 21.00
106 10.36 36.71 21.54 3.19 18.90
107 10.77 35.73 18.25 3.44 22.14
108 10.83 60.12 12.61 3.05 20.71
109 10.89 41.57 16.81 3.60 23.35
110 10.97 43.41 24.20 3.55 17.64
111 10.80 66.43 8.65 2.70 20.63
112 10.81 22.96 11.59 2.71 19.47
113 11.04 29.69 17.44 3.52 21.67
114 10.89 50.21 17.56 3.25 24.56
115 11.24 57.87 13.14 3.19 22.47
116 10.92 24.97 15.48 3.20 18.64
117 11.37 45.39 12.81 3.58 24.97
118 11.25 27.54 14.90 3.21 20.41
119 11.29 61.85 17.31 2.61 22.03
120 11.32 32.14 19.43 2.70 18.64
121 11.42 37.68 16.80 3.29 25.00
122 11.37 21.80 13.42 2.80 19.86
123 11.42 25.76 13.87 2.87 20.70
124 11.61 39.40 29.53 3.38 17.09
125 11.33 59.18 17.60 2.80 19.00
126 11.44 60.75 14.00 2.86 23.50
127 11.61 50.34 14.64 3.65 23.16
128 11.72 24.50 14.93 2.52 19.68
129 11.86 34.43 22.79 3.02 17.14
130 11.70 48.03 22.98 3.15 18.23
131 11.80 36.50 19.81 2.58 23.12
132 11.87 59.89 13.44 2.85 19.07
133 11.93 43.51 16.55 3.16 22.98
134 12.09 54.82 13.75 3.46 22.54
135 11.90 62.49 11.38 2.77 22.92
136 12.06 31.85 14.31 3.69 23.67
137 12.38 41.18 15.80 3.74 24.83
138 12.25 58.03 12.37 2.73 24.40
139 12.48 22.74 15.74 2.79 19.12
140 12.03 49.31 13.50 3.29 25.71
141 12.17 61.47 11.09 3.17 20.26
142 12.14 27.01 17.17 3.00 16.83
143 12.05 56.05 21.25 2.25 22.00
144 12.52 66.71 8.65 2.92 20.57
145 12.58 37.08 26.92 3.33 18.59
146 12.55 47.61 13.58 3.39 23.61
147 12.83 19.74 12.05 2.89 18.70
148 12.44 28.38 17.37 2.58 19.63
149 12.90 55.91 13.22 3.28 24.03
150 12.84 26.46 16.42 3.38 20.15
151 12.64 29.54 14.38 3.48 23.59
152 12.49 32.49 13.86 3.43 22.29
153 13.13 49.57 11.68 3.17 23.23
154 12.66 59.93 12.15 3.24 22.31
155 12.81 34.21 15.00 3.38 24.32
156 13.14 44.46 14.37 3.47 23.08
157 12.91 69.50 7.47 2.52 19.55
158 13.18 51.95 11.83 3.39 23.49
159 13.08 28.47 16.07 2.93 18.00
160 13.10 43.47 13.57 3.93 26.93
161 13.23 38.28 14.71 3.93 25.18
162 13.26 40.26 20.32 3.20 21.88
163 13.55 63.07 9.98 3.39 23.01
164 13.57 61.15 11.16 3.73 21.94
165 13.53 30.16 13.36 3.32 21.05
