#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu15 14A 8 Kruppel even-skipped fushi-tarazu
627 34.82 10.68 3.14 78.20 29.82
628 34.73 57.44 8.25 13.13 175.06
629 34.80 43.95 7.57 45.81 161.94
630 35.09 81.71 9.90 103.38 35.33
631 34.89 63.84 7.45 9.58 144.79
632 34.90 24.54 5.50 142.81 39.48
633 34.89 28.04 6.18 145.18 43.67
634 34.98 45.83 7.32 36.22 185.66
635 34.78 54.08 7.63 14.37 172.59
636 34.87 75.69 9.00 31.35 81.95
637 34.96 33.03 6.83 125.00 44.04
638 35.16 87.16 7.48 80.52 29.39
639 35.13 74.13 9.12 22.54 80.04
640 35.28 39.76 6.53 54.27 167.20
641 35.25 55.01 7.09 13.69 177.24
642 35.34 42.47 6.94 41.04 178.20
643 35.45 15.10 4.86 94.97 36.60
644 35.32 17.72 4.79 97.87 30.38
645 35.23 58.10 7.42 11.38 171.38
646 35.35 30.25 6.17 102.62 44.86
647 35.57 52.18 8.19 14.09 185.90
648 35.78 67.57 8.79 18.03 90.17
649 35.59 35.59 6.10 63.85 124.50
650 35.86 49.53 8.13 13.62 188.93
651 35.90 62.56 8.26 12.50 122.79
652 35.90 84.47 11.29 80.50 38.58
653 35.70 19.82 5.58 78.71 48.42
654 35.74 9.29 3.12 32.71 32.35
655 35.75 26.37 6.31 52.31 167.48
656 35.85 27.98 6.14 49.83 167.33
657 36.23 59.93 7.97 9.73 145.73
658 36.12 33.02 6.54 38.81 173.99
659 35.86 91.54 5.68 27.42 17.80
660 36.17 25.22 5.24 44.13 175.97
661 35.81 58.70 7.71 14.41 176.18
662 36.10 78.97 10.92 107.41 38.60
663 36.34 44.26 7.25 15.72 176.76
664 36.18 76.27 12.60 122.43 42.38
665 36.34 21.15 5.10 41.94 139.58
666 36.22 65.02 9.89 21.24 70.44
667 36.13 72.49 10.91 120.60 46.56
668 36.04 46.86 7.62 17.18 193.20
669 36.45 56.56 8.75 12.11 160.67
670 36.19 38.14 7.42 27.90 180.33
671 36.63 53.79 8.00 10.80 170.22
672 36.36 13.92 4.41 33.24 150.42
673 36.35 42.12 7.76 18.98 180.65
674 36.35 17.79 5.54 40.44 91.92
675 36.48 28.83 5.94 29.70 179.96
676 36.35 81.79 14.98 109.84 31.52
677 36.73 88.36 11.55 49.16 29.10
678 36.48 10.54 3.54 19.84 113.24
679 36.66 31.05 6.03 27.68 184.42
680 36.76 35.42 8.21 23.12 184.38
681 36.68 92.25 5.93 20.88 19.19
682 37.21 69.58 12.93 131.90 40.29
683 36.92 46.54 8.22 12.55 190.74
684 36.86 22.20 5.28 22.89 173.50
685 37.06 24.00 7.02 31.44 173.79
686 37.05 37.49 7.92 19.51 183.44
687 37.09 61.52 10.73 19.62 78.32
688 36.97 82.87 16.97 89.74 33.69
689 37.19 50.49 8.24 11.30 160.42
690 37.16 84.90 17.19 53.09 39.58
691 37.18 18.65 5.85 24.05 155.62
692 37.39 27.35 6.59 13.74 183.33
693 37.64 66.82 12.93 148.04 40.10
694 36.96 14.28 3.53 29.18 149.94
695 37.32 40.01 7.59 13.82 197.11
696 37.03 81.29 16.47 97.95 27.21
697 37.36 64.10 12.06 97.39 40.03
698 37.40 72.67 14.07 161.15 36.47
699 37.26 10.59 3.70 15.32 154.86
700 37.20 48.29 8.68 10.60 176.96
701 37.33 58.58 9.38 21.00 90.67
702 37.42 76.55 16.16 119.85 41.77
703 37.52 16.25 5.18 18.80 159.67
704 37.52 20.55 5.56 22.93 165.42
705 37.51 32.88 6.35 15.48 172.85
706 37.80 42.69 7.92 11.50 175.21
707 37.57 44.90 9.14 11.12 187.49
708 37.55 8.01 3.22 9.81 125.04
709 37.65 22.20 6.11 19.58 181.16
710 37.71 86.99 23.37 42.95 39.66
711 37.88 53.17 9.55 19.23 109.71
712 37.81 79.37 19.14 94.07 32.52
713 37.68 54.69 8.56 23.19 98.31
714 37.82 82.27 25.94 72.50 34.68
715 38.11 14.52 4.86 8.93 172.35
716 37.91 23.69 6.04 14.71 178.71
717 37.92 89.86 16.86 23.97 89.17
718 38.30 25.29 7.09 10.04 179.57
719 38.14 37.12 8.21 13.13 177.52
720 38.39 47.82 10.00 21.02 125.59
721 38.17 59.48 12.32 112.56 45.78
722 37.95 45.65 9.57 9.14 178.14
723 38.18 84.37 40.54 57.89 52.11
724 38.61 17.34 5.83 10.33 168.40
725 38.53 62.12 15.02 155.28 38.24
726 38.33 8.99 3.75 6.80 142.69
727 38.20 30.05 8.30 13.57 181.43
728 38.34 81.12 26.85 73.11 40.37
729 38.62 74.22 23.68 109.42 37.28
730 38.52 21.20 6.55 11.79 177.12
731 38.49 88.41 36.87 25.78 112.61
732 38.69 39.76 8.73 12.84 160.68
733 38.76 54.85 12.29 174.93 43.08
734 38.94 57.28 14.18 164.81 42.21
735 38.76 77.05 28.35 73.21 36.47
736 38.83 68.15 17.90 143.72 38.03
737 38.70 71.01 22.07 123.29 39.57
738 38.92 64.80 17.94 135.78 37.58
739 38.95 87.55 35.97 25.51 116.45
740 39.00 31.72 7.74 11.07 160.17
741 39.08 45.09 10.24 24.46 102.01
742 38.99 52.16 10.97 143.57 41.08
743 38.85 91.05 23.23 18.32 113.21
744 38.98 79.57 32.51 67.43 42.71
745 39.16 84.28 41.53 35.14 126.85
746 39.03 10.50 5.05 4.55 132.15
747 39.28 14.99 4.90 8.25 152.77
748 39.48 38.07 10.89 25.45 122.12
749 39.28 11.98 5.20 8.48 161.90
750 39.32 23.60 7.86 10.20 171.63
751 39.32 41.64 8.49 19.52 108.77
752 39.53 59.90 17.00 157.30 36.52
753 39.52 35.19 8.88 16.20 127.84
754 39.54 81.37 45.03 45.43 125.97
755 39.96 25.91 8.24 13.62 128.22
756 39.73 72.35 38.46 105.56 43.14
757 39.63 77.86 30.47 42.70 115.87
758 40.00 51.21 15.64 184.48 42.00
759 39.71 75.17 37.50 70.15 52.02
760 40.01 86.10 49.33 23.11 144.28
761 40.22 17.93 6.69 18.95 94.89
762 40.14 48.07 14.75 167.38 41.30
763 40.06 62.87 27.77 121.77 43.05
764 39.98 66.36 26.81 112.56 37.20
765 39.90 69.44 34.09 90.57 43.68
766 40.02 10.37 4.15 5.16 109.07
767 40.21 28.08 8.06 18.45 87.48
768 40.01 33.16 10.14 18.38 87.11
769 40.06 54.45 18.16 173.61 39.64
770 40.21 79.76 61.43 41.96 162.87
771 40.08 13.23 4.84 7.10 120.56
772 40.03 87.84 58.27 19.85 137.58
773 40.03 43.11 12.78 94.39 52.93
774 40.19 7.96 3.50 4.53 82.10
775 40.35 21.39 7.29 14.93 116.66
776 40.21 31.03 9.79 20.39 86.26
777 40.17 93.27 18.56 5.73 63.87
778 40.36 57.41 21.22 147.80 45.12
779 40.59 45.23 13.08 164.96 38.33
780 40.49 77.58 58.35 42.93 152.91
781 40.39 90.64 28.19 7.94 107.36
782 40.86 40.78 12.71 179.46 45.14
783 40.59 23.59 8.35 22.46 115.04
784 40.67 74.51 50.17 45.71 142.72
785 40.89 70.59 50.13 57.96 138.33
786 40.94 38.15 13.17 164.65 44.11
787 40.77 60.37 32.25 101.31 42.86
788 40.66 89.02 44.48 13.42 117.16
789 40.95 12.93 5.81 12.63 58.14
790 40.86 34.76 11.79 107.43 47.89
791 40.85 64.89 38.37 74.93 42.67
792 41.16 76.45 56.89 28.52 164.52
793 41.23 81.19 75.69 23.68 162.11
794 40.97 67.78 51.61 69.82 51.78
795 41.37 7.48 4.31 13.49 43.82
796 41.05 85.10 68.47 14.81 156.46
797 40.94 92.35 25.75 4.48 74.98
798 41.21 32.42 11.68 156.69 38.65
799 41.18 50.27 19.15 178.53 43.25
800 41.01 28.91 10.57 77.41 50.76
801 41.29 52.83 27.73 150.12 42.21
802 41.28 55.41 29.97 145.68 43.04
803 41.42 42.99 15.11 194.41 41.84
804 41.28 62.97 38.38 49.40 92.11
805 41.41 21.23 9.95 72.59 46.51
806 41.59 24.30 11.68 111.77 47.70
807 41.60 47.86 24.03 178.06 40.60
808 41.53 57.90 40.03 124.90 41.77
809 41.54 90.48 46.08 8.21 79.95
810 41.59 88.56 69.16 11.64 92.98
811 41.77 36.18 15.86 172.86 42.03
812 41.86 30.13 13.38 179.46 40.44
813 41.67 93.16 21.78 5.07 54.61
814 42.02 10.87 6.79 49.33 31.40
815 41.76 60.49 58.90 95.25 54.73
816 42.00 72.72 81.90 28.29 172.73
817 42.13 27.62 13.44 168.71 39.92
818 42.03 45.31 21.19 163.24 37.74
819 42.20 69.61 67.00 27.99 168.57
820 42.02 79.27 76.03 18.49 147.66
821 42.14 65.44 60.52 41.67 151.67
822 42.03 83.65 77.29 13.49 150.07
823 42.15 15.49 10.92 115.55 33.43
824 42.24 13.13 8.19 80.01 32.53
825 42.00 86.05 75.30 12.40 133.22
826 42.34 18.04 12.36 129.78 33.01
827 42.25 38.41 18.81 169.60 42.75
828 42.57 20.56 12.49 135.71 40.04
829 42.39 40.64 20.62 155.21 42.31
830 42.28 50.50 38.14 116.74 41.98
831 42.51 34.23 20.71 185.61 47.46
832 42.30 53.53 43.44 96.87 45.46
833 42.38 55.77 56.29 71.68 145.73
834 42.46 59.55 57.13 46.70 157.39
835 42.69 31.93 18.23 152.91 38.41
836 42.75 91.03 62.11 27.26 36.96
837 42.71 25.23 16.00 162.89 38.79
838 42.59 62.02 72.92 30.50 167.38
839 42.81 7.85 5.20 54.86 25.88
840 42.72 42.94 27.70 138.16 42.14
841 42.62 87.97 85.26 15.74 59.24
842 42.83 22.81 15.58 140.60 38.13
843 42.65 47.68 35.35 112.28 41.86
844 42.95 64.24 98.85 23.16 175.56
845 42.64 82.42 93.92 15.03 119.26
846 42.75 57.67 65.76 51.76 161.13
847 42.65 76.10 96.88 18.70 161.20
848 42.85 67.46 76.22 22.65 176.00
849 43.12 78.05 116.57 22.32 144.76
850 43.10 51.96 62.54 57.53 162.38
851 43.18 36.29 28.05 147.95 40.98
852 43.08 74.11 100.59 21.75 162.02
853 43.15 85.22 122.09 22.88 62.28
854 43.22 29.58 22.08 129.11 38.13
855 43.37 79.96 128.17 24.26 102.36
856 43.30 9.86 9.52 75.09 27.04
857 43.42 71.97 107.30 19.18 160.70
858 43.33 49.59 56.69 45.24 173.63
859 43.32 38.97 36.22 111.14 43.88
860 43.21 76.62 111.30 20.45 150.25
861 43.30 15.55 15.37 100.38 32.10
862 43.51 54.58 76.79 44.77 181.69
863 43.51 12.40 12.29 88.26 30.98
864 43.27 61.65 90.33 31.67 175.76
865 43.54 59.67 78.23 25.81 187.73
866 43.53 93.34 35.04 47.94 18.96
867 43.74 27.21 27.99 123.79 38.87
868 43.61 41.28 46.35 104.67 48.10
869 43.75 47.34 53.72 54.04 167.79
870 43.66 88.12 103.01 75.81 37.86
871 43.66 19.00 19.40 108.66 36.57
872 43.63 65.57 76.52 13.30 171.82
873 43.83 69.32 112.34 17.06 174.94
874 43.71 82.20 128.43 31.21 71.53
875 43.76 56.78 103.88 33.17 183.77
876 43.85 24.39 27.81 107.06 38.42
877 43.90 21.48 26.64 91.45 35.95
878 43.80 31.72 30.00 95.83 39.02
879 43.85 34.04 33.69 99.02 47.43
880 44.19 63.24 109.76 15.28 187.60
881 43.97 7.26 8.50 40.75 22.39
882 44.46 91.81 58.50 89.68 29.08
883 44.12 74.66 133.35 29.18 113.62
884 44.21 16.89 25.18 97.65 37.30
885 44.25 36.58 43.68 66.37 136.03
886 44.09 38.47 36.95 44.26 155.84
887 44.33 51.86 97.25 30.15 188.83
888 44.34 78.03 129.51 55.47 55.68
889 44.19 43.40 56.27 50.00 178.82
890 44.42 13.85 17.46 74.86 33.56
891 44.46 66.18 106.37 14.47 159.94
892 44.38 9.83 14.63 52.32 27.82
893 44.39 29.24 38.00 89.62 47.14
894 44.45 39.62 61.55 57.34 158.02
895 44.50 84.67 128.51 144.29 41.65
896 44.69 41.82 73.56 46.81 185.62
897 44.79 45.62 83.44 34.53 195.78
898 44.80 57.71 114.16 18.90 189.52
899 44.68 71.14 142.84 50.60 101.60
900 44.76 23.67 48.68 58.25 106.20
901 44.83 60.70 123.73 20.01 186.50
902 44.81 81.31 132.69 154.96 43.36
903 44.68 88.44 114.56 145.08 33.39
904 44.66 19.30 38.97 74.77 45.71
905 44.99 33.91 58.67 45.14 168.50
906 44.74 49.20 90.18 26.84 194.84
907 44.98 53.55 112.50 20.50 192.83
908 44.99 68.03 164.82 24.15 92.76
909 45.26 21.29 40.32 42.61 157.45
910 45.18 12.94 29.29 52.89 95.36
911 45.15 16.32 42.63 53.24 127.45
912 45.47 38.29 82.27 34.08 185.11
913 45.24 76.10 153.58 159.67 48.62
914 45.41 27.72 60.01 46.19 171.03
915 45.27 73.01 152.34 170.70 59.01
916 45.26 87.46 129.30 151.04 39.32
917 45.30 8.55 19.13 22.87 122.30
918 45.31 30.34 51.45 41.64 165.75
919 45.36 64.18 143.14 38.07 81.82
920 45.44 10.29 19.89 23.46 109.60
921 45.67 51.29 127.97 19.63 197.21
922 45.69 18.79 50.00 32.89 169.51
923 45.67 79.18 156.39 179.02 43.90
924 45.75 25.39 59.96 36.35 183.92
925 45.73 48.30 111.18 18.10 187.92
926 45.74 85.06 152.34 160.69 43.91
927 45.75 90.07 99.60 116.38 34.19
928 45.80 69.69 162.90 162.61 55.42
929 45.90 12.15 34.11 26.16 142.33
930 45.79 40.82 107.47 23.54 186.84
931 45.85 61.65 159.64 86.76 65.55
932 45.75 23.08 56.70 27.57 173.44
933 45.87 56.07 143.31 25.74 138.18
934 46.02 31.95 81.81 24.73 181.28
935 46.02 66.47 169.34 146.10 55.59
936 46.02 92.49 57.89 58.75 29.15
937 46.06 45.66 118.98 20.65 192.55
938 45.99 58.87 168.73 38.75 80.72
939 46.18 82.34 147.56 175.40 42.47
940 45.97 43.24 101.48 22.61 189.91
941 46.11 53.62 166.84 25.04 161.55
942 46.22 74.24 176.58 218.44 47.99
943 46.14 7.96 19.46 14.49 132.66
944 46.35 10.34 33.73 21.16 156.96
945 46.54 34.11 102.04 21.63 186.49
946 46.52 87.73 128.30 129.04 34.79
947 46.91 13.96 66.35 17.18 173.82
948 46.55 76.88 163.04 206.43 48.70
949 46.68 16.48 71.67 23.71 181.20
950 46.57 63.52 169.00 152.52 54.93
951 46.81 71.58 175.54 221.98 47.77
952 46.72 28.07 103.17 21.23 180.80
953 46.79 37.02 117.29 21.26 180.96
954 46.71 49.49 162.98 32.00 128.85
955 46.86 39.35 129.90 20.90 163.52
956 46.79 19.75 78.39 18.25 173.70
957 46.84 57.31 173.73 120.84 63.33
958 46.96 41.58 166.80 28.07 131.21
959 46.97 79.82 161.85 152.36 43.94
960 47.04 7.39 32.47 10.35 137.04
961 47.23 10.14 51.61 12.74 150.59
962 46.89 12.49 49.00 13.89 169.58
963 47.15 24.13 88.21 17.23 175.15
964 47.09 51.73 172.63 62.03 98.16
965 46.99 68.52 168.13 199.45 48.30
966 47.28 29.87 102.69 21.68 171.78
967 47.00 47.02 168.98 28.08 93.46
968 47.08 54.64 179.84 134.39 65.29
969 46.92 93.56 42.19 24.35 27.27
970 46.98 44.05 162.18 24.42 103.23
971 47.02 60.23 185.24 163.18 54.88
972 47.02 90.49 81.64 57.74 38.11
973 46.88 31.56 71.47 16.33 177.87
974 47.22 85.38 135.90 103.88 44.51
975 47.09 21.14 83.17 19.03 174.38
976 47.31 65.69 185.92 210.44 50.97
977 47.49 74.27 163.70 216.71 46.99
978 47.54 32.39 132.07 25.93 159.09
979 47.56 82.83 171.54 94.38 49.57
980 47.49 17.73 92.87 17.96 147.58
981 47.58 26.08 115.73 19.58 142.82
982 47.72 77.30 185.02 163.09 54.88
983 47.76 62.95 194.87 223.29 53.73
984 47.78 88.25 131.79 68.35 73.05
985 47.79 49.13 177.71 190.89 59.11
986 47.61 92.89 61.57 20.79 98.98
987 47.78 34.85 158.47 34.67 109.94
988 47.83 37.54 151.22 63.78 68.80
989 47.89 57.55 183.56 221.74 53.18
990 47.81 21.94 118.40 20.95 137.71
991 47.96 14.63 96.80 18.06 148.67
992 47.88 40.15 166.37 109.80 67.88
993 47.96 42.54 178.86 135.74 65.68
994 47.88 45.46 190.02 121.02 58.88
995 48.03 69.93 197.34 175.88 53.77
996 48.14 5.34 26.09 7.29 58.48
997 48.01 95.06 37.59 8.86 65.98
998 48.04 52.29 201.06 210.62 62.90
999 48.14 19.61 129.55 28.51 99.12
1000 48.14 54.67 192.30 230.39 54.97
1001 48.25 28.12 139.13 42.21 65.12
1002 48.21 60.35 187.83 235.20 50.76
1003 48.23 67.43 185.98 178.77 51.93
1004 48.20 80.11 181.09 91.38 105.65
1005 48.32 91.80 98.60 24.51 117.22
1006 48.41 72.20 183.98 170.03 45.81
1007 48.46 85.91 142.01 40.82 136.25
1008 48.43 30.59 157.06 86.10 64.90
1009 48.69 23.06 146.39 77.31 62.95
1010 48.56 65.10 194.88 172.60 57.71
1011 48.51 8.16 63.15 15.64 81.34
1012 48.48 17.22 125.27 40.27 89.44
1013 48.68 32.96 171.03 162.95 62.42
1014 48.66 47.18 184.32 226.93 51.08
1015 48.70 74.74 182.53 85.75 74.18
1016 48.71 25.60 147.69 83.56 55.18
1017 48.76 38.65 164.06 208.54 63.42
1018 48.82 50.49 186.78 216.33 55.58
1019 48.97 82.45 161.81 35.12 156.62
1020 48.96 90.11 104.44 22.75 133.60
1021 48.82 94.32 39.70 8.05 99.16
1022 48.80 12.04 110.84 35.94 54.49
1023 48.83 77.76 178.49 63.90 155.88
1024 48.89 44.16 205.25 210.21 63.90
1025 48.93 56.32 202.45 212.79 51.87
1026 48.95 35.72 171.10 208.50 55.30
1027 49.00 41.43 185.70 205.42 56.15
1028 49.05 62.54 195.81 147.65 53.72
1029 49.02 20.78 138.65 135.14 50.13
1030 49.18 58.81 195.07 114.52 50.88
1031 49.05 15.22 156.00 88.25 66.41
1032 49.18 53.33 183.92 219.66 51.84
1033 49.24 68.42 188.47 62.85 144.15
1034 49.40 7.40 54.37 73.70 28.64
1035 49.34 18.01 135.57 128.86 51.35
1036 49.38 71.15 160.60 51.76 160.47
1037 49.48 28.75 170.46 192.96 53.60
1038 49.43 96.23 17.41 2.80 50.13
1039 49.61 80.02 161.91 26.10 172.46
1040 49.61 47.79 205.33 209.25 57.54
1041 49.72 31.07 157.31 192.70 48.78
1042 49.88 73.61 173.79 32.75 167.51
1043 49.69 10.02 86.01 104.46 35.40
1044 49.66 26.79 166.44 203.08 53.80
1045 49.64 65.37 195.74 67.72 125.26
1046 49.54 85.42 135.29 17.80 160.89
1047 49.54 93.00 88.21 8.92 128.88
1048 49.85 33.67 159.79 202.02 59.97
1049 49.82 38.57 183.82 224.21 55.64
1050 49.84 45.38 196.86 177.21 55.48
1051 49.90 76.50 180.50 31.82 171.46
1052 49.99 24.48 157.47 180.80 47.66
1053 49.95 49.81 210.17 149.58 53.07
1054 49.89 60.75 204.19 94.79 110.14
1055 49.91 13.20 116.35 136.13 43.88
1056 50.05 19.52 146.51 187.86 49.16
1057 50.04 22.04 155.68 192.12 46.90
1058 49.89 42.95 186.91 207.33 54.96
1059 49.85 91.25 83.61 10.44 138.54
1060 49.92 56.11 212.59 98.90 63.67
1061 50.10 51.88 213.89 135.46 56.09
1062 50.07 15.81 140.40 160.28 42.67
1063 50.27 35.84 178.94 211.83 59.34
1064 50.55 90.08 105.00 8.50 136.24
1065 50.23 93.98 45.08 5.05 116.05
1066 50.32 63.12 198.46 51.53 178.11
1067 50.33 69.82 194.74 29.74 180.11
1068 50.20 40.82 190.71 190.16 57.18
1069 50.11 78.49 145.50 21.00 185.09
1070 50.30 82.21 159.32 14.56 163.16
1071 50.40 53.91 213.63 97.28 180.04
1072 50.20 67.24 178.00 27.83 168.34
1073 50.43 58.21 200.70 67.41 164.27
1074 50.61 8.03 78.41 83.49 30.84
1075 50.66 27.27 169.35 165.70 52.07
1076 50.76 10.73 113.17 130.29 35.00
1077 50.73 47.30 200.41 111.67 71.22
1078 50.82 17.51 140.36 143.56 51.94
1079 50.78 31.80 183.14 169.68 55.49
1080 50.79 44.57 205.77 113.95 105.56
1081 51.05 64.99 192.00 20.13 173.80
1082 50.95 71.73 169.04 23.66 170.74
1083 50.84 67.40 170.38 25.79 170.32
1084 51.03 78.89 145.55 17.39 167.11
1085 51.32 95.47 18.10 5.08 44.02
1086 51.01 60.41 204.12 34.44 172.15
1087 51.03 13.92 139.81 146.35 45.93
1088 51.05 42.47 203.92 92.53 180.22
1089 51.08 29.46 168.62 146.57 54.62
1090 51.03 50.32 211.55 73.36 168.23
1091 51.12 55.74 219.44 33.53 185.91
1092 50.81 77.66 183.86 16.43 152.57
1093 51.13 34.08 176.33 159.87 62.13
1094 51.15 39.91 203.97 131.33 72.57
1095 50.97 88.10 117.97 12.03 94.50
1096 51.09 92.55 71.46 7.62 124.27
1097 51.22 20.30 164.46 98.97 51.82
1098 51.19 22.74 174.54 103.90 54.00
1099 51.27 25.06 176.95 108.48 58.17
1100 51.37 85.62 119.14 16.09 129.97
1101 51.35 6.51 59.96 46.22 25.88
1102 51.44 53.03 210.67 53.35 189.97
1103 51.40 81.51 149.13 14.92 145.99
1104 51.68 62.51 181.48 17.71 192.86
1105 51.58 36.07 186.52 100.80 168.34
1106 51.61 69.29 166.10 16.03 182.51
1107 51.71 57.91 198.38 22.97 188.46
1108 51.77 48.40 202.89 49.27 194.77
1109 51.74 15.56 155.72 79.89 78.61
1110 51.73 45.98 195.44 40.87 192.39
1111 51.88 76.71 138.51 25.20 151.35
1112 51.88 27.29 169.52 58.99 148.71
1113 51.80 32.17 177.18 62.65 169.56
1114 51.63 88.52 99.46 13.90 59.02
1115 51.81 11.63 118.52 45.80 119.52
1116 51.77 44.18 135.73 25.54 211.62
1117 52.05 66.89 170.16 13.78 177.78
1118 52.06 4.32 29.55 15.04 60.08
1119 51.98 17.96 161.65 70.43 144.48
1120 52.01 38.23 193.39 66.72 197.80
1121 52.03 51.19 194.30 25.79 190.21
1122 52.15 74.15 145.72 25.90 153.09
1123 52.12 91.26 71.54 21.53 46.11
1124 52.13 41.28 198.29 39.64 188.62
1125 52.33 59.98 172.51 15.12 205.36
1126 52.34 29.94 170.39 42.73 179.18
1127 52.39 71.50 142.97 22.71 157.06
1128 52.23 13.94 127.08 32.44 156.38
1129 52.22 23.29 165.07 46.41 178.94
1130 52.28 55.46 200.61 18.53 193.19
1131 52.24 7.16 51.62 19.40 121.86
1132 52.44 20.66 159.51 46.32 163.23
1133 52.41 34.45 193.75 49.65 189.73
1134 52.34 78.95 132.73 33.20 110.11
1135 52.49 87.13 93.68 61.52 43.26
1136 52.48 43.89 183.59 23.82 205.47
1137 52.62 64.17 160.28 19.69 178.26
1138 52.41 82.85 132.50 74.95 60.45
1139 52.62 81.44 130.02 74.84 61.56
1140 52.63 84.55 120.22 61.02 49.33
1141 52.80 53.31 188.69 14.85 194.04
1142 52.78 49.43 200.80 18.91 198.84
1143 52.77 12.75 130.05 25.95 157.05
1144 52.98 25.31 142.66 21.40 185.63
1145 52.83 46.58 185.90 18.38 196.90
1146 53.08 58.02 181.90 19.05 187.60
1147 52.96 68.71 147.34 24.11 112.58
1148 52.98 17.19 127.82 18.23 183.14
1149 52.94 32.09 174.57 27.42 188.23
1150 52.98 36.75 182.75 23.60 209.38
1151 52.98 39.45 186.03 28.52 200.72
1152 53.03 61.80 179.66 15.03 166.49
1153 53.18 27.70 176.81 21.13 192.12
1154 53.13 89.78 76.49 88.80 31.28
1155 53.21 42.31 173.22 17.09 191.31
1156 53.08 76.16 135.33 85.59 56.15
1157 53.27 7.67 67.68 10.89 145.98
1158 53.30 19.01 141.62 19.90 179.21
1159 53.33 22.85 167.10 19.37 178.84
1160 53.61 92.36 44.91 77.19 24.65
1161 53.41 66.07 150.43 76.81 84.12
1162 53.39 79.58 105.77 144.29 52.67
1163 53.68 9.74 88.57 11.09 159.36
1164 53.43 11.65 130.45 16.87 157.97
1165 53.52 50.86 172.31 18.50 185.17
1166 53.54 55.66 151.67 21.09 175.08
1167 53.46 73.06 134.39 113.92 56.44
1168 53.75 5.43 52.30 6.94 114.60
1169 53.82 29.81 150.82 19.00 177.49
1170 53.66 34.61 160.42 22.35 194.31
1171 53.66 44.87 165.73 15.84 176.23
1172 53.75 86.59 85.95 126.19 37.36
1173 53.70 70.56 127.10 74.24 53.60
1174 53.76 83.00 91.52 159.38 41.62
1175 53.93 13.78 131.22 15.68 144.14
1176 53.92 37.71 173.11 19.55 182.77
1177 54.07 20.37 129.61 17.48 164.33
1178 53.86 47.74 153.80 16.44 168.20
1179 53.87 63.09 158.32 21.47 118.97
1180 53.67 85.27 89.15 141.85 36.69
1181 54.09 40.41 149.87 18.19 170.94
1182 53.95 60.19 164.54 52.92 85.80
1183 54.16 94.82 13.66 34.29 16.01
1184 54.08 32.22 162.84 19.68 183.12
1185 53.99 53.05 183.23 37.02 121.95
1186 54.14 25.57 143.15 18.31 171.21
1187 54.22 74.80 108.04 176.24 40.43
1188 54.22 77.65 102.78 192.20 44.86
1189 54.20 67.96 130.21 109.00 49.48
1190 54.28 16.51 138.69 18.40 136.16
1191 54.36 43.12 148.60 21.34 155.90
1192 54.28 57.75 148.17 91.26 80.51
1193 54.45 89.77 50.37 112.10 28.28
1194 54.46 23.27 131.72 25.61 135.97
1195 54.65 80.56 86.83 162.93 39.98
1196 54.63 27.67 147.57 32.06 116.30
1197 54.70 35.52 146.89 35.21 103.04
1198 54.57 65.34 114.18 171.87 49.23
1199 54.58 50.55 151.44 83.96 67.98
1200 54.65 55.18 140.19 108.65 61.51
1201 54.87 45.71 155.15 69.18 71.52
1202 55.06 86.97 69.07 143.54 32.98
1203 54.84 69.91 105.65 175.64 43.75
1204 55.00 72.51 83.11 188.88 41.28
1205 54.96 83.84 70.75 155.44 38.36
1206 54.91 48.15 161.35 96.96 79.12
1207 54.98 62.51 122.91 175.98 46.15
1208 54.99 13.73 120.83 34.64 85.67
1209 54.97 38.00 141.06 33.60 101.06
1210 55.11 59.99 126.35 197.48 49.34
1211 55.10 30.39 135.63 43.49 82.81
1212 55.03 33.16 141.56 49.28 95.94
1213 55.16 52.64 132.97 200.19 54.92
1214 55.09 18.25 124.87 53.85 71.43
1215 55.16 41.00 143.51 72.42 86.83
1216 55.22 8.86 90.12 51.74 54.14
1217 55.21 20.83 124.88 102.77 71.10
1218 55.75 93.44 25.09 57.23 23.95
1219 55.42 57.30 119.57 183.92 46.51
1220 55.36 15.71 125.92 89.02 54.22
1221 55.42 25.62 128.38 79.94 65.57
1222 55.40 43.67 141.24 122.61 67.89
1223 55.48 67.43 95.39 163.93 45.32
1224 55.43 78.01 84.76 158.70 41.54
1225 55.63 75.38 77.32 171.73 43.23
1226 55.60 23.19 119.52 142.82 50.02
1227 55.66 11.73 109.37 97.10 42.43
1228 55.65 28.23 128.98 144.38 55.55
1229 55.76 64.69 96.00 200.40 42.10
1230 55.82 49.75 121.45 184.85 45.55
1231 55.85 54.74 117.55 197.72 48.61
1232 55.88 89.39 57.00 95.56 31.30
1233 55.95 34.23 111.59 171.03 52.30
1234 55.93 36.68 118.34 143.62 56.93
1235 55.76 80.04 70.05 114.90 39.05
1236 56.05 6.89 62.01 74.67 27.79
1237 55.96 39.35 125.08 174.27 55.13
1238 56.03 47.01 110.40 187.50 49.12
1239 55.96 70.33 78.39 152.48 40.06
1240 56.12 31.45 118.93 147.56 55.71
1241 56.21 62.04 108.64 181.92 46.26
1242 56.33 83.97 66.82 119.98 43.45
1243 56.21 19.48 111.37 148.88 43.45
1244 56.06 81.43 68.24 109.60 34.05
1245 56.28 17.22 94.14 153.79 40.15
1246 56.27 41.98 102.43 191.71 49.13
1247 56.35 14.18 98.87 122.42 37.87
1248 56.39 59.54 91.89 218.30 42.23
