#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nk11 14A 8 even-skipped Kruppel giant
628 37.73 27.26 22.93 19.97 131.12
629 37.86 47.54 178.43 31.17 64.56
630 37.76 63.07 190.58 51.88 33.52
631 37.92 20.27 18.34 15.84 122.15
632 37.99 10.81 13.50 11.74 100.33
633 37.98 42.06 171.51 28.66 69.08
634 38.00 44.89 196.71 29.10 67.09
635 37.86 58.60 175.77 44.49 35.15
636 37.92 67.32 117.38 55.38 25.50
637 38.33 87.15 30.18 125.26 16.95
638 37.90 37.32 40.45 26.68 98.11
639 38.05 50.02 210.97 35.87 50.25
640 38.18 60.92 184.29 53.45 31.42
641 38.12 75.83 61.05 99.96 19.83
642 38.11 89.97 26.13 113.58 13.58
643 38.13 14.78 15.86 13.68 115.60
644 38.12 24.78 22.67 18.23 130.28
645 38.14 52.42 203.48 37.58 45.82
646 38.21 17.33 17.31 14.46 113.49
647 38.29 72.81 67.37 88.95 22.40
648 38.39 54.67 192.37 44.02 35.80
649 38.47 79.80 47.66 114.44 19.43
650 38.42 83.40 39.48 132.86 18.63
651 38.32 8.04 12.27 10.88 70.76
652 38.44 65.17 104.35 62.57 26.27
653 38.46 30.45 41.79 23.83 91.62
654 38.43 32.78 38.21 21.10 88.57
655 38.41 34.99 128.06 26.54 81.84
656 38.62 22.37 32.89 17.58 109.62
657 38.53 70.06 67.55 83.65 23.47
658 38.57 39.40 153.16 29.47 54.93
659 38.65 56.92 178.11 49.13 30.98
660 38.74 12.58 18.81 11.17 76.87
661 38.81 26.27 35.76 22.18 104.64
662 38.88 62.97 110.14 68.42 26.37
663 39.10 36.67 174.76 29.14 50.91
664 38.95 59.17 120.42 69.62 30.33
665 39.05 48.61 204.34 40.16 45.13
666 38.96 19.99 22.50 18.22 73.22
667 39.20 43.86 206.14 33.81 40.15
668 39.18 46.32 180.58 37.46 41.61
669 39.13 67.43 76.30 107.58 23.00
670 39.26 74.40 51.26 131.59 20.63
671 39.00 10.02 24.56 13.08 62.29
672 39.07 15.04 27.98 15.15 91.52
673 39.20 53.12 142.35 50.70 34.02
674 39.33 77.58 34.60 135.24 20.71
675 39.26 41.42 191.62 33.09 44.32
676 39.21 24.18 95.45 20.02 64.42
677 39.46 50.93 175.51 51.83 34.75
678 39.48 71.81 60.51 142.94 20.67
679 39.55 89.85 22.40 137.67 15.64
680 39.46 31.36 188.85 24.24 46.51
681 39.31 8.61 27.09 11.57 52.52
682 39.68 33.99 185.36 28.88 43.52
683 39.60 28.77 171.14 27.30 45.42
684 39.51 60.90 89.78 87.78 25.08
685 39.62 55.24 111.00 67.90 28.47
686 39.58 82.27 31.98 158.86 19.02
687 39.67 65.17 70.60 108.98 22.07
688 39.58 57.63 99.27 72.37 26.61
689 39.81 69.47 55.94 151.11 20.93
690 39.64 87.52 28.13 142.98 16.93
691 39.68 22.11 104.70 19.15 52.34
692 39.86 38.49 165.30 32.15 38.49
693 39.74 80.22 32.35 141.68 19.50
694 39.80 84.75 29.55 142.96 17.72
695 39.80 13.01 86.25 15.53 49.82
696 39.94 26.30 165.77 25.41 50.24
697 40.02 63.12 60.46 110.18 22.51
698 40.02 19.27 136.83 19.03 46.24
699 40.08 92.58 18.80 107.45 13.23
700 40.23 16.30 127.91 18.37 43.72
701 40.38 23.95 135.44 24.79 38.97
702 40.47 10.53 102.23 14.80 28.31
703 40.14 48.32 135.03 52.42 30.62
704 40.28 59.29 65.02 104.96 23.24
705 40.65 7.06 82.83 13.88 20.99
706 40.34 45.31 119.38 47.02 31.11
707 40.19 52.89 95.77 69.82 25.61
708 40.28 76.04 36.81 154.39 18.52
709 40.33 40.45 132.02 36.41 29.73
710 40.46 42.93 140.18 47.83 30.55
711 40.31 66.95 53.23 133.37 22.49
712 40.55 36.25 149.69 34.74 32.97
713 40.47 73.41 38.62 147.70 21.27
714 40.63 30.01 172.29 38.38 33.38
715 40.52 56.85 92.63 98.25 23.83
716 40.62 61.54 67.87 134.96 25.40
717 40.71 78.43 32.33 160.65 19.85
718 40.71 70.92 37.52 159.13 20.93
719 40.92 21.25 148.03 24.54 30.42
720 40.84 32.21 157.78 35.28 28.28
721 40.67 50.63 93.24 68.60 26.88
722 40.86 54.62 87.48 112.46 24.25
723 40.81 89.12 33.18 127.59 16.82
724 41.10 27.87 149.23 36.86 26.38
725 40.88 64.77 50.82 158.22 24.25
726 40.95 68.53 35.88 151.92 22.46
727 40.91 82.05 30.38 144.26 19.15
728 41.01 34.29 113.45 45.17 28.83
729 41.01 46.90 98.33 66.65 26.87
730 41.25 13.70 112.72 18.50 21.65
731 41.28 18.69 138.05 24.45 28.50
732 41.19 38.65 115.86 43.18 25.87
733 41.23 86.26 45.71 170.30 16.84
734 41.27 25.22 131.28 30.67 28.19
735 41.23 52.55 85.06 97.50 23.90
736 41.32 58.38 48.57 146.60 22.91
737 41.30 75.19 31.84 165.93 20.19
738 41.55 91.20 64.96 153.38 14.76
739 41.38 41.33 110.45 57.62 23.43
740 41.49 48.80 72.66 98.10 22.40
741 41.39 16.03 115.07 22.62 24.91
742 41.51 60.63 49.40 183.14 23.13
743 41.47 44.44 92.93 65.23 24.74
744 41.56 72.54 30.56 164.74 20.26
745 41.68 8.90 76.62 23.08 16.55
746 41.64 56.16 61.22 159.11 20.59
747 41.65 62.82 37.23 185.00 22.77
748 41.68 67.07 33.08 179.52 22.31
749 42.00 6.31 52.22 20.20 10.70
750 41.75 22.62 97.02 32.21 23.45
751 41.91 80.83 47.51 182.29 18.72
752 41.83 30.19 112.22 50.40 24.17
753 41.86 35.68 87.29 66.59 25.40
754 42.05 50.55 56.20 152.51 22.36
755 41.93 77.25 40.76 191.90 19.90
756 41.87 70.03 32.95 189.65 23.32
757 41.94 64.99 36.85 200.70 22.96
758 41.98 32.86 119.64 58.23 21.69
759 42.20 11.90 83.79 23.91 15.29
760 42.16 53.69 56.53 176.14 22.23
761 42.03 27.03 80.34 40.39 20.97
762 42.15 46.62 65.54 114.93 22.49
763 42.36 42.78 72.39 102.93 21.42
764 42.25 37.90 92.62 73.00 22.07
765 42.32 59.37 36.48 202.07 22.41
766 42.54 93.65 87.82 111.22 11.99
767 42.43 20.29 99.19 39.33 17.58
768 42.32 24.38 94.08 42.94 18.81
769 42.48 17.22 98.56 35.50 16.41
770 42.48 40.43 80.13 93.48 22.80
771 42.35 74.28 44.84 180.56 19.38
772 42.44 86.03 149.78 164.87 18.33
773 42.58 57.32 39.81 194.92 23.29
774 42.75 28.97 74.31 71.20 18.03
775 42.75 61.39 34.09 203.77 24.12
776 42.76 55.26 44.96 190.60 22.17
777 42.73 48.84 40.91 149.30 24.72
778 42.84 51.91 45.07 175.33 23.00
779 42.78 63.52 34.47 206.91 23.07
780 42.76 68.41 43.19 214.00 22.71
781 42.99 44.78 52.37 146.59 24.34
782 42.82 71.38 43.48 208.17 21.76
783 42.99 8.13 48.94 31.63 10.43
784 42.87 65.88 34.98 206.08 22.03
785 43.02 33.79 69.14 96.08 19.49
786 42.88 79.21 101.73 191.55 19.11
787 42.88 90.98 139.62 132.15 14.77
788 43.15 22.08 89.60 59.88 16.15
789 43.02 26.59 71.73 65.64 17.95
790 43.00 83.06 184.09 195.42 18.75
791 43.18 10.31 59.64 42.54 12.53
792 43.00 31.27 59.74 92.75 20.04
793 43.10 36.34 70.06 107.60 20.21
794 42.99 76.40 119.34 210.04 21.19
795 43.38 88.58 215.44 186.70 16.06
796 43.33 73.49 81.52 215.46 21.86
797 43.30 39.08 49.01 122.27 21.01
798 43.43 15.05 71.11 47.90 12.31
799 43.44 47.13 43.25 165.08 22.04
800 43.34 24.48 87.83 69.63 15.98
801 43.31 58.81 36.98 201.21 22.85
802 43.34 12.50 66.95 48.98 14.18
803 43.32 53.69 32.86 175.39 20.57
804 43.54 42.01 39.79 129.12 20.98
805 43.64 50.00 35.27 190.94 23.11
806 43.63 56.47 42.10 211.33 23.08
807 43.64 85.73 189.11 141.02 17.69
808 43.67 19.14 67.16 62.32 13.87
809 43.79 62.75 53.10 225.26 22.31
810 43.76 66.99 61.12 214.54 23.44
811 43.81 69.61 92.02 218.10 22.21
812 43.81 60.62 57.16 212.94 21.59
813 43.89 64.69 69.46 211.56 21.80
814 43.94 77.92 222.41 198.65 20.72
815 43.89 80.44 217.10 173.04 19.87
816 43.87 28.10 49.12 106.31 16.51
817 43.86 93.82 60.80 85.24 11.57
818 44.04 75.38 206.86 217.06 21.98
819 44.16 30.26 40.95 128.02 18.68
820 44.13 35.07 40.30 130.89 19.19
821 44.00 52.15 38.83 208.85 23.82
822 44.11 71.69 178.45 211.62 21.70
823 43.97 95.94 29.96 53.47 5.55
824 44.09 32.45 42.55 128.66 17.89
825 44.33 91.54 161.30 179.17 15.06
826 44.16 43.65 31.19 171.05 20.44
827 44.34 9.40 28.06 58.89 9.30
828 44.18 54.45 52.60 206.88 21.81
829 44.35 83.54 218.46 178.11 18.84
830 44.37 37.44 33.73 160.66 19.43
831 44.33 40.09 32.39 141.76 19.21
832 44.31 45.83 33.56 166.90 20.44
833 44.35 23.45 41.96 112.99 14.81
834 44.43 25.88 40.64 117.16 15.00
835 44.30 58.04 89.08 224.49 21.40
836 44.70 6.67 21.45 66.02 7.16
837 44.53 48.24 41.90 185.75 20.90
838 44.50 12.41 32.27 64.91 11.36
839 44.61 14.96 32.88 86.48 12.65
840 44.79 73.53 195.70 199.64 22.28
841 44.69 18.24 34.22 91.70 12.80
842 44.74 61.63 225.25 216.90 21.42
843 44.71 67.93 201.60 220.34 23.38
844 44.77 56.09 124.66 224.96 23.15
845 44.65 88.73 181.00 171.36 16.46
846 44.80 21.28 35.69 95.37 14.61
847 44.87 50.32 53.03 211.18 22.90
848 44.83 59.72 203.38 228.77 21.77
849 44.96 65.63 223.52 212.68 22.89
850 44.87 28.12 32.59 140.71 17.80
851 44.98 63.58 224.20 222.50 24.92
852 45.05 41.72 30.95 167.18 21.37
853 45.04 70.02 222.90 204.78 22.64
854 44.97 52.46 80.79 225.93 23.52
855 45.18 78.69 217.10 181.58 21.01
856 45.02 86.43 131.40 125.51 17.89
857 45.25 93.72 86.58 136.01 13.04
858 45.06 33.93 30.15 155.98 17.92
859 45.19 76.23 207.04 204.66 21.99
860 45.25 31.87 31.18 147.49 18.16
861 45.23 44.33 39.23 188.88 20.74
862 45.30 81.32 217.27 171.07 19.67
863 45.24 54.22 226.98 214.54 24.19
864 45.22 57.95 231.80 224.40 22.13
865 45.47 36.20 39.85 172.25 20.32
866 45.41 38.86 39.74 171.35 18.91
867 45.40 46.64 45.83 195.44 21.65
868 45.49 10.59 19.15 85.90 9.55
869 45.58 29.94 29.73 159.80 16.08
870 45.40 88.99 120.07 179.30 15.95
871 45.44 23.50 25.03 127.82 13.00
872 45.73 72.09 183.78 206.45 22.25
873 45.56 25.72 26.34 150.34 15.59
874 45.70 13.39 23.76 99.22 11.67
875 45.71 84.24 191.86 187.00 19.23
876 45.74 15.75 20.80 110.90 11.83
877 45.84 19.12 23.07 116.03 12.74
878 45.75 48.63 156.92 201.10 22.77
879 45.72 59.79 234.75 212.82 21.98
880 45.84 67.32 223.96 211.41 23.31
881 45.91 62.02 234.46 206.57 21.81
882 45.89 27.95 30.55 158.90 15.45
883 45.94 55.77 238.56 211.89 22.04
884 46.07 6.43 15.70 92.66 7.55
885 46.09 50.39 229.85 214.65 20.82
886 45.98 52.44 235.11 199.96 20.89
887 46.17 91.53 69.82 142.78 14.17
888 46.11 74.39 196.10 186.20 20.13
889 46.04 42.68 60.04 193.51 19.49
890 46.13 64.28 209.05 219.16 25.15
891 46.23 21.98 27.09 129.94 13.87
892 46.11 33.92 46.02 177.49 18.38
893 46.17 40.38 105.00 189.62 20.51
894 46.25 70.04 200.72 223.04 24.04
895 46.27 45.08 104.71 198.04 21.31
896 46.35 57.76 233.41 210.95 22.71
897 46.37 77.02 149.78 200.00 20.19
898 46.48 80.01 150.23 187.48 20.29
899 46.40 88.08 88.71 173.14 16.14
900 46.48 9.09 22.50 103.02 9.15
901 46.38 37.76 137.35 187.82 18.88
902 46.46 31.62 51.95 166.18 17.25
903 46.59 46.99 222.27 186.75 21.14
904 46.71 24.10 47.46 158.15 14.76
905 46.60 26.48 49.36 168.40 16.57
906 46.72 35.71 196.06 193.53 18.48
907 46.73 54.00 223.66 210.66 24.77
908 46.80 85.59 81.25 162.30 18.72
909 46.73 60.06 219.95 212.39 23.21
910 46.78 66.02 178.04 204.69 23.17
911 46.76 29.32 63.94 166.96 17.06
912 47.01 13.00 51.92 109.63 11.47
913 46.94 16.18 37.43 127.43 11.70
914 46.91 49.20 206.52 200.95 21.45
915 47.06 68.11 182.78 215.45 24.33
916 47.01 72.91 144.12 196.60 21.28
917 47.07 19.60 38.75 140.11 12.61
918 47.10 43.45 198.86 192.52 20.04
919 47.24 41.18 224.43 195.24 19.26
920 47.11 62.23 182.26 219.79 24.70
921 47.24 5.02 31.30 94.74 7.24
922 47.19 51.61 217.65 202.02 23.07
923 47.17 55.87 217.14 214.41 22.78
924 47.24 90.67 52.76 162.02 14.99
925 47.25 33.75 201.04 173.32 17.22
926 47.17 39.08 215.44 196.85 19.37
927 47.18 82.63 103.47 186.68 18.74
928 47.40 64.20 167.38 216.96 24.11
929 47.29 75.56 94.77 193.45 21.22
930 47.42 78.60 107.37 211.03 21.31
931 47.74 93.47 31.65 152.26 14.05
932 47.48 57.99 183.03 213.00 22.00
933 47.39 70.65 131.60 221.78 22.19
934 47.53 25.30 172.07 165.39 14.50
935 47.58 27.38 185.04 175.72 16.09
936 47.64 22.21 136.05 156.64 14.05
937 47.48 31.59 164.58 176.13 15.93
938 47.63 37.09 215.92 180.85 18.98
939 47.52 45.29 209.76 175.71 21.36
940 47.65 9.87 84.85 113.64 9.22
941 47.76 29.42 196.51 179.40 16.05
942 47.76 47.59 223.02 203.00 21.62
943 47.91 87.52 45.89 178.28 17.30
944 47.89 60.07 125.43 220.27 22.23
945 47.96 66.14 84.75 221.05 22.42
946 47.80 53.81 155.84 210.78 20.92
947 47.98 12.19 125.88 101.48 10.73
948 48.04 49.77 199.13 201.93 20.90
949 48.15 16.56 118.60 142.85 11.86
950 48.04 7.23 85.58 122.40 8.14
951 48.24 74.71 74.13 221.45 22.40
952 48.05 84.10 50.07 165.21 18.79
953 48.09 19.82 138.30 146.13 13.94
954 48.16 35.16 193.74 191.26 18.72
955 48.27 62.12 104.03 215.15 22.84
956 48.37 72.72 91.41 218.91 23.02
957 48.25 80.76 52.99 195.99 19.06
958 48.21 39.46 218.02 177.26 17.89
959 48.23 55.86 180.96 218.41 23.33
960 48.32 68.28 75.15 207.57 22.47
961 48.51 43.09 182.20 203.34 20.55
962 48.40 77.47 53.03 202.93 20.38
963 48.41 51.94 130.71 216.11 20.61
964 48.52 14.32 143.15 128.58 10.75
965 48.53 33.16 203.58 184.69 16.39
966 48.40 5.26 86.34 90.68 7.50
967 48.62 95.61 15.31 89.92 10.63
968 48.48 45.81 191.40 206.45 20.84
969 48.53 70.53 70.10 218.71 21.98
970 48.62 31.01 167.67 179.88 15.23
971 48.63 64.30 83.07 218.52 23.19
972 48.68 9.82 139.15 120.51 9.06
973 48.63 26.12 202.33 158.02 15.76
974 48.63 57.78 122.80 217.86 21.53
975 48.76 22.19 187.33 155.03 14.19
976 49.46 89.99 29.09 169.52 15.47
977 48.88 18.35 177.15 148.56 12.78
978 48.80 28.47 194.43 173.58 16.97
979 48.70 54.04 96.89 222.66 20.70
980 48.83 36.86 192.39 199.92 18.95
981 48.98 40.98 185.90 194.25 20.78
982 49.07 47.90 148.20 206.43 21.15
983 49.03 60.07 68.83 225.18 20.97
984 49.03 83.70 38.13 191.97 18.96
985 49.06 92.65 23.39 145.42 14.50
986 48.96 86.22 32.26 153.30 17.19
987 49.27 12.36 129.99 118.80 10.15
988 49.27 66.45 58.26 213.16 23.46
989 49.34 20.51 168.25 149.16 13.21
990 49.24 50.13 108.72 219.25 21.88
991 49.44 24.46 157.57 161.63 14.67
992 49.39 38.79 177.17 190.62 19.77
993 49.32 75.81 42.56 222.61 21.10
994 49.24 81.69 38.70 189.89 19.07
995 49.34 55.46 82.31 225.10 24.40
996 49.35 62.61 70.02 215.09 22.16
997 49.43 34.43 131.58 195.94 18.69
998 49.48 78.82 37.91 200.59 21.49
999 49.49 45.17 99.67 212.25 21.55
1000 49.54 68.91 51.35 220.38 22.49
1001 49.51 71.61 47.93 219.39 23.20
1002 49.45 16.71 124.10 110.20 11.47
1003 49.52 52.74 96.18 212.75 21.63
1004 49.63 14.77 113.12 136.56 12.02
1005 49.57 57.87 57.46 202.80 22.05
1006 49.85 73.63 44.06 212.03 21.68
1007 49.77 27.15 162.91 170.54 15.69
1008 49.74 29.78 110.47 181.39 16.43
1009 49.89 94.72 14.16 95.86 12.02
1010 49.86 9.78 84.32 108.70 9.59
1011 49.87 42.38 80.44 201.81 19.11
1012 49.94 36.09 94.81 197.35 18.56
1013 50.02 64.79 48.31 217.28 23.40
1014 50.20 18.89 110.47 152.97 12.60
1015 49.99 60.52 53.96 211.76 23.50
1016 50.16 22.36 91.15 151.08 13.80
1017 50.17 48.78 71.78 214.82 21.52
1018 50.19 84.66 33.21 190.35 18.07
1019 50.25 46.63 73.43 205.24 19.93
1020 50.15 80.58 32.30 174.58 20.16
1021 50.25 87.26 26.91 153.22 17.76
1022 50.35 40.25 65.30 196.63 18.72
1023 50.28 51.12 63.36 211.45 21.81
1024 50.33 55.90 47.67 211.94 22.71
1025 50.44 12.16 68.95 122.98 10.75
1026 50.18 14.18 72.74 142.34 11.20
1027 50.30 32.24 94.43 190.42 17.49
1028 50.21 76.31 33.49 183.56 21.53
1029 50.41 37.91 80.51 191.24 17.49
1030 50.44 53.79 50.94 205.76 22.07
1031 50.47 62.58 47.60 225.42 23.48
1032 50.35 67.72 39.48 210.18 24.10
1033 50.40 70.38 37.53 200.35 21.31
1034 50.49 7.68 43.79 92.05 8.21
1035 50.44 44.27 50.72 193.74 18.85
1036 50.59 58.04 40.91 205.43 21.23
1037 50.52 24.98 68.50 170.30 15.09
1038 50.67 33.98 47.69 199.68 17.33
1039 50.77 16.72 61.23 148.45 11.97
1040 50.61 29.84 66.47 185.97 16.67
1041 50.74 78.30 39.59 177.94 19.27
1042 50.84 89.45 28.41 164.18 16.42
1043 50.79 4.35 34.92 77.78 6.75
1044 50.77 10.23 46.88 115.37 10.22
1045 50.79 27.31 60.35 176.22 14.35
1046 50.93 42.32 48.04 198.75 18.84
1047 50.89 59.78 42.24 217.39 22.04
1048 51.05 66.20 64.92 216.03 23.68
1049 50.93 74.45 36.79 194.84 21.48
1050 51.02 94.67 15.91 95.61 11.38
1051 51.03 20.98 45.83 146.39 13.11
1052 51.06 72.12 39.49 200.81 20.80
1053 51.06 80.70 42.36 176.94 18.49
1054 51.20 14.20 42.22 138.32 11.16
1055 51.09 35.99 60.04 186.13 16.20
1056 51.14 96.68 8.18 36.68 6.53
1057 51.24 49.42 42.95 220.71 22.53
1058 51.25 51.85 41.70 213.88 21.03
1059 51.58 92.01 42.48 165.60 13.80
1060 51.19 23.04 39.71 155.79 14.00
1061 51.26 47.30 45.47 193.75 19.88
1062 51.25 63.90 45.73 216.50 23.12
1063 51.30 69.08 46.67 200.88 20.57
1064 51.40 44.98 38.17 202.56 20.69
1065 51.44 87.19 49.17 142.27 17.27
1066 51.43 31.97 46.50 178.54 17.62
1067 51.34 38.39 39.07 202.22 17.07
1068 51.35 56.27 45.20 202.31 20.76
1069 51.49 76.42 62.05 201.74 19.16
1070 51.35 82.17 49.38 165.40 18.20
1071 51.50 18.69 32.97 140.80 12.28
1072 51.38 25.14 43.18 179.65 14.12
1073 51.50 54.08 41.37 205.35 22.37
1074 51.50 61.24 48.64 206.88 24.11
1075 51.42 84.67 54.86 168.17 17.07
1076 51.63 6.21 31.73 111.42 6.57
1077 51.47 29.65 32.64 188.93 16.27
1078 51.39 10.82 26.54 117.38 8.69
1079 51.65 40.69 40.51 201.42 18.44
1080 51.77 8.87 27.48 120.78 8.31
1081 51.71 33.98 35.26 185.30 16.91
1082 51.83 27.70 36.19 175.53 14.56
1083 51.82 58.53 48.54 195.92 20.97
1084 51.82 12.09 25.87 129.68 10.34
1085 51.88 79.09 126.81 190.06 20.50
1086 51.94 15.88 28.70 128.27 11.27
1087 52.06 42.84 38.71 193.60 18.90
1088 52.01 73.76 80.61 198.91 21.55
1089 52.00 66.95 95.33 198.39 21.80
1090 52.07 71.11 57.59 198.76 20.63
1091 52.09 64.78 66.30 205.36 21.77
1092 52.13 20.66 24.82 138.34 12.12
1093 52.18 36.43 36.66 190.90 16.79
1094 52.13 22.86 29.56 158.27 13.61
1095 52.20 49.99 45.67 197.62 20.03
1096 52.21 62.45 71.55 196.64 21.23
1097 52.30 94.13 32.14 92.08 10.59
1098 52.24 52.19 50.09 202.62 20.62
1099 52.40 55.96 56.79 193.77 21.55
1100 52.34 30.37 33.91 171.58 14.81
1101 52.32 38.78 45.28 184.87 19.06
1102 52.36 47.29 49.45 185.62 20.28
1103 52.34 82.15 183.12 139.30 18.19
1104 52.38 25.60 30.38 159.19 14.79
1105 52.50 68.64 115.46 190.65 20.61
1106 52.35 86.18 162.71 154.02 16.04
1107 52.51 44.90 46.38 194.10 20.83
1108 52.54 17.85 26.70 141.53 12.08
1109 52.54 76.92 171.80 186.64 19.24
1110 52.67 32.29 51.55 181.62 17.75
1111 52.61 53.73 75.86 213.47 20.86
1112 52.57 59.98 109.16 193.84 21.57
1113 52.74 10.32 22.64 129.80 10.24
1114 52.66 34.36 42.68 181.24 16.88
1115 52.71 13.07 23.35 134.40 11.36
1116 52.88 89.00 190.49 113.19 15.10
1117 52.80 41.03 60.00 192.29 19.96
1118 52.93 5.45 15.13 100.15 7.11
1119 52.86 28.32 53.30 173.57 15.43
1120 52.82 57.86 100.24 180.29 20.56
1121 52.96 79.33 226.22 147.91 17.90
1122 52.99 74.84 219.42 154.69 20.94
1123 53.14 84.39 206.55 114.31 17.50
1124 53.11 91.58 170.44 117.82 14.25
1125 53.05 15.54 29.10 123.60 10.79
1126 53.04 63.66 232.70 169.84 20.51
1127 53.08 66.06 231.67 168.53 20.77
1128 53.00 70.30 197.94 169.89 21.48
1129 53.07 61.52 191.26 168.23 20.44
1130 53.26 72.55 202.67 148.22 20.01
1131 53.04 50.81 92.08 183.53 19.05
1132 53.20 19.78 49.02 135.68 12.76
1133 53.18 23.07 51.31 149.89 13.84
1134 53.17 48.46 95.25 187.81 20.60
1135 53.17 38.28 82.98 172.32 18.02
1136 53.22 42.92 167.85 189.60 18.92
1137 53.30 35.98 89.52 181.38 17.55
1138 53.32 26.33 56.04 162.53 15.49
1139 53.38 45.58 107.09 183.98 19.53
1140 53.46 55.02 196.25 163.64 19.12
1141 53.67 7.89 44.50 107.72 7.36
1142 53.61 59.69 232.55 159.39 19.95
1143 53.70 81.76 220.90 111.72 17.66
1144 53.83 87.00 207.06 108.08 15.77
1145 53.58 33.71 121.39 172.12 17.00
1146 53.75 57.16 229.81 152.18 20.72
1147 53.68 67.98 224.43 170.26 20.30
1148 53.77 76.92 215.79 135.84 18.83
1149 53.63 17.97 48.57 117.69 11.40
1150 53.66 40.05 189.25 166.50 18.80
1151 53.87 31.57 199.84 144.04 15.54
1152 53.79 10.76 55.65 103.45 8.86
1153 53.72 13.21 53.08 117.40 10.40
1154 53.86 28.00 145.76 136.37 15.24
1155 54.02 43.74 223.46 150.95 17.59
1156 53.91 51.26 216.87 150.02 18.43
1157 53.96 4.96 28.51 74.16 6.17
1158 54.07 47.05 224.96 159.79 18.77
1159 53.98 37.54 203.19 149.19 16.55
1160 54.14 49.27 199.06 128.66 17.67
1161 53.98 64.57 221.08 158.08 20.15
1162 54.03 70.47 216.18 144.94 19.68
1163 54.02 22.38 146.90 125.92 13.45
1164 54.01 62.13 227.68 161.41 21.73
1165 54.07 25.48 168.23 143.02 13.50
1166 54.14 20.29 147.03 122.73 13.00
1167 54.26 74.68 200.40 138.30 17.79
1168 54.18 15.85 120.64 99.45 11.08
1169 54.32 41.55 216.82 141.54 17.78
1170 54.27 35.29 200.02 146.15 17.13
1171 54.44 79.19 230.64 120.03 17.52
1172 54.52 89.81 163.72 109.94 14.28
1173 54.55 92.55 125.63 98.25 11.44
1174 54.55 29.52 186.96 128.08 14.47
1175 54.56 53.25 229.82 136.40 19.71
1176 54.44 55.29 218.61 141.89 21.14
1177 54.57 65.92 202.13 138.42 19.09
1178 54.58 84.09 199.40 108.35 15.61
1179 54.58 33.15 223.00 143.12 14.86
1180 54.72 72.67 189.29 126.87 18.66
1181 54.57 58.79 225.52 153.24 19.76
1182 54.63 17.88 141.65 100.81 11.73
1183 54.70 39.11 216.27 124.61 17.28
1184 54.69 12.68 132.34 98.06 9.68
1185 54.83 45.44 202.00 147.91 19.91
1186 54.84 23.94 181.95 110.93 12.37
1187 54.80 68.17 197.04 135.16 19.77
1188 54.57 6.16 49.12 88.25 7.38
1189 54.95 10.80 130.04 85.15 8.65
1190 54.93 60.78 208.68 150.25 20.77
1191 54.92 27.03 178.56 110.65 13.76
1192 54.96 50.91 215.41 131.42 18.89
1193 54.90 63.10 195.76 139.82 19.26
1194 55.28 8.65 126.41 84.62 8.14
1195 55.01 36.73 182.02 131.22 16.78
1196 55.15 76.74 150.60 124.38 17.30
1197 55.07 94.60 47.63 46.22 10.35
1198 55.14 15.21 131.50 89.53 9.33
1199 55.10 56.71 198.80 139.61 20.24
1200 55.28 70.66 159.80 131.45 19.23
1201 55.25 19.60 159.45 105.40 11.78
1202 55.23 21.98 157.17 90.09 12.74
1203 55.32 87.26 152.56 99.86 14.86
1204 55.20 31.49 175.56 122.24 15.54
1205 55.30 43.06 177.25 126.33 18.80
1206 55.26 48.00 151.13 119.07 19.77
1207 55.20 81.13 156.74 99.90 16.82
1208 55.33 6.33 90.72 82.70 6.03
1209 55.43 34.33 190.65 125.67 16.19
1210 55.53 40.66 146.05 126.84 16.97
1211 55.62 74.68 122.22 126.02 18.66
1212 55.72 54.63 175.74 130.86 18.74
1213 55.73 64.31 148.47 126.88 19.08
1214 55.74 66.44 141.56 119.39 19.54
1215 55.66 58.75 150.18 142.74 20.70
1216 55.69 91.14 75.49 65.50 12.44
1217 55.77 79.05 160.42 108.57 16.69
1218 55.78 84.13 167.19 97.16 16.40
1219 55.60 12.98 138.09 71.27 10.45
1220 55.81 25.01 150.68 115.64 12.25
1221 55.88 38.51 120.06 116.54 15.43
1222 55.96 62.05 150.18 134.03 18.77
1223 55.96 52.42 150.05 124.95 18.97
1224 55.92 68.69 120.35 128.67 18.71
1225 55.98 50.16 119.23 113.07 17.52
1226 56.11 17.60 124.08 89.08 10.57
1227 55.92 27.27 147.00 117.42 13.37
1228 56.02 36.14 149.80 115.71 14.44
1229 55.91 46.28 110.35 113.95 18.22
1230 56.05 72.53 118.31 119.19 16.89
1231 56.13 30.52 118.61 114.27 13.97
1232 56.06 32.83 146.32 114.07 15.95
1233 56.26 44.41 124.16 111.53 17.96
1234 56.11 88.71 72.36 73.75 14.74
1235 56.30 5.00 65.10 60.23 6.67
1236 56.14 12.53 125.71 81.31 9.31
1237 56.42 23.05 136.55 97.31 11.87
1238 56.23 56.89 117.93 130.75 17.82
1239 56.38 94.10 48.13 64.82 10.58
1240 56.24 15.33 112.41 73.80 10.47
1241 56.26 20.61 142.61 89.77 11.07
1242 56.31 10.06 107.55 87.77 8.74
1243 56.38 60.16 81.96 122.31 20.43
1244 56.53 48.46 117.28 111.78 20.99
1245 56.37 7.41 80.44 63.16 6.91
1246 56.41 41.97 98.38 118.34 17.32
1247 56.56 76.61 80.49 107.49 16.75
1248 56.48 81.94 120.34 92.37 15.10
1249 56.63 70.16 93.11 117.67 19.84
