#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mu20 14A 8 Kruppel even-skipped fushi-tarazu
627 31.74 57.38 7.19 24.87 131.38
628 31.89 88.21 6.16 9.06 79.56
629 31.71 90.30 5.07 8.48 73.35
630 31.74 68.71 8.17 20.61 119.86
631 31.94 24.10 6.51 148.86 32.64
632 31.79 73.82 7.64 15.64 123.72
633 31.74 76.22 8.16 12.68 121.20
634 32.03 29.48 6.76 133.10 35.45
635 32.00 16.63 6.12 120.13 27.90
636 31.88 32.39 7.18 111.82 51.38
637 32.14 51.91 8.11 27.87 143.34
638 32.06 74.94 7.76 12.55 117.00
639 31.87 38.00 8.85 91.94 35.38
640 32.04 35.23 7.45 114.08 43.63
641 31.87 77.46 9.20 14.90 115.00
642 32.10 66.78 7.24 16.68 126.94
643 32.25 84.32 6.94 11.53 81.38
644 32.02 63.39 6.67 20.78 122.00
645 32.40 42.21 7.74 37.89 136.14
646 32.26 59.82 7.48 19.22 139.66
647 32.27 21.46 5.84 103.69 49.80
648 32.55 44.75 7.92 34.10 141.43
649 32.38 71.77 7.91 14.24 124.27
650 32.53 39.50 8.37 38.00 128.41
651 32.39 86.04 5.92 11.54 84.69
652 32.41 19.13 5.91 95.66 33.30
653 32.42 92.32 3.63 6.75 43.41
654 32.54 48.88 8.28 22.27 145.22
655 32.46 54.51 7.43 19.38 156.81
656 32.37 62.33 6.29 24.52 140.19
657 32.50 12.04 5.18 55.24 30.03
658 32.48 26.75 6.50 115.39 46.81
659 32.89 37.03 7.63 42.61 141.44
660 32.47 90.83 5.20 9.75 58.90
661 32.72 33.36 7.51 60.37 137.74
662 32.55 56.05 8.17 14.53 154.00
663 32.90 68.61 8.71 13.84 128.06
664 32.42 77.44 6.58 10.08 110.17
665 32.75 8.91 3.75 27.19 92.75
666 33.06 73.65 7.69 12.12 111.76
667 32.61 76.17 7.36 14.05 102.36
668 32.70 31.28 7.97 36.16 131.24
669 32.67 78.51 7.12 15.08 109.88
670 33.20 61.35 8.90 13.97 132.04
671 33.07 80.13 8.63 12.98 83.08
672 32.89 14.60 5.78 63.12 35.12
673 32.86 63.04 7.89 11.33 149.11
674 33.11 87.19 6.61 20.56 52.16
675 33.21 28.01 7.31 52.89 136.43
676 33.24 82.13 8.05 15.45 68.59
677 33.03 24.07 6.92 73.36 101.31
678 33.30 57.72 8.66 13.40 138.20
679 33.23 17.23 6.13 49.68 120.50
680 33.29 20.93 7.13 48.32 138.22
681 33.16 47.38 8.08 21.74 157.18
682 33.36 64.31 9.08 15.11 130.71
683 33.10 89.48 5.93 30.76 35.51
684 33.04 25.45 6.59 40.45 134.27
685 33.31 29.57 7.67 41.05 142.94
686 33.50 51.50 8.60 14.45 148.07
687 33.50 34.86 8.22 31.41 157.92
688 33.38 71.08 9.10 14.59 120.86
689 33.32 65.78 7.20 14.07 136.27
690 33.35 77.07 8.48 15.04 79.04
691 33.24 78.11 9.00 14.25 91.70
692 33.19 30.90 5.43 54.43 166.14
693 33.72 66.80 9.33 12.59 114.92
694 33.65 54.24 8.37 14.34 148.70
695 33.63 26.26 6.81 32.04 139.08
696 33.61 46.26 8.13 21.37 155.89
697 33.44 83.71 7.30 23.25 51.95
698 33.59 13.10 5.45 20.38 99.38
699 33.80 48.90 8.15 13.46 139.00
700 33.91 43.69 8.33 15.66 153.97
701 34.42 90.57 7.42 97.19 24.82
702 34.06 22.77 7.21 31.56 137.20
703 33.83 75.99 9.18 16.54 64.78
704 34.07 15.35 5.74 24.15 130.66
705 33.92 59.32 9.28 12.54 110.44
706 33.71 85.17 8.32 26.92 47.43
707 33.91 6.99 3.38 8.35 74.73
708 33.96 40.76 8.34 13.85 153.66
709 34.01 12.11 5.11 23.61 126.83
710 34.59 87.12 8.62 112.91 27.86
711 34.34 38.16 8.74 16.04 141.99
712 34.34 60.25 9.34 13.19 87.66
713 34.61 30.00 7.45 16.24 154.88
714 34.39 73.54 9.82 17.32 63.02
715 34.59 80.89 9.60 76.80 45.02
716 34.21 19.58 6.10 13.90 143.30
717 34.66 25.14 7.82 16.46 140.42
718 34.64 56.77 10.35 15.30 107.68
719 34.69 27.55 8.03 17.90 142.81
720 34.25 34.83 8.33 27.11 156.11
721 34.54 63.21 9.64 14.34 61.71
722 34.34 68.02 8.85 18.45 87.05
723 34.64 6.45 3.45 3.42 71.60
724 34.52 8.52 4.76 7.05 113.66
725 34.59 11.19 5.55 10.61 131.46
726 34.81 45.64 8.23 12.18 134.80
727 34.72 65.74 10.33 21.00 77.70
728 34.83 36.44 9.07 14.84 146.96
729 34.95 53.50 10.05 15.55 97.78
730 34.72 69.40 8.74 25.88 72.43
731 34.76 20.09 7.77 18.30 151.63
732 34.87 76.09 11.04 96.75 34.62
733 34.97 18.09 7.05 19.15 141.03
734 35.06 50.73 9.21 12.92 115.49
735 35.00 21.44 7.85 15.72 156.55
736 34.87 71.46 9.66 28.71 52.54
737 34.98 33.92 8.62 12.55 143.48
738 34.94 35.44 9.41 14.23 147.77
739 35.42 42.78 9.27 12.94 115.58
740 35.41 39.98 9.20 13.59 125.64
741 35.32 47.99 9.39 12.23 111.96
742 35.12 58.77 9.89 20.39 49.07
743 35.12 23.96 7.00 12.14 144.57
744 35.76 31.92 9.88 12.79 122.41
745 35.48 83.71 10.64 130.76 29.88
746 35.50 13.38 6.90 10.93 117.29
747 35.50 15.57 7.49 11.83 128.91
748 35.57 78.36 11.69 132.38 31.38
749 35.32 9.32 3.63 5.70 99.74
750 35.75 73.51 11.89 161.64 33.13
751 35.64 68.17 12.43 116.27 33.39
752 35.44 37.14 7.32 13.32 122.96
753 36.03 28.61 8.81 12.60 122.83
754 35.81 63.12 11.80 131.05 36.69
755 35.96 18.56 8.83 13.43 131.03
756 35.85 23.05 7.87 12.62 138.09
757 36.14 70.79 12.43 169.21 34.00
758 35.83 55.58 11.75 62.33 34.22
759 36.01 65.86 12.51 178.15 31.25
760 36.08 25.62 7.98 13.56 113.57
761 36.12 89.81 12.71 117.02 25.74
762 36.12 20.17 7.75 15.24 115.69
763 36.21 60.07 11.81 145.21 34.76
764 36.11 34.70 9.66 14.13 102.67
765 36.24 37.22 9.84 18.05 95.65
766 35.98 45.70 11.70 16.30 79.23
767 36.16 52.63 11.55 65.09 38.77
768 36.33 80.85 14.35 147.06 29.80
769 36.39 86.28 14.10 119.27 24.56
770 36.56 9.90 5.82 9.06 79.03
771 36.18 49.88 10.94 23.06 53.13
772 36.12 76.42 16.54 131.40 30.60
773 36.65 12.26 6.64 11.88 79.11
774 36.35 44.17 10.79 24.05 67.62
775 36.58 7.21 4.01 5.84 49.74
776 36.41 47.13 9.51 18.16 69.04
777 36.59 16.56 7.55 14.55 86.32
778 36.54 41.26 9.21 20.87 65.25
779 36.88 57.53 14.01 179.90 32.39
780 36.86 22.10 9.68 20.28 89.03
781 36.66 14.86 6.15 11.18 74.21
782 37.08 54.65 13.28 170.85 34.70
783 36.79 18.01 7.47 21.67 77.69
784 37.20 69.12 16.28 196.09 32.65
785 36.99 32.32 9.98 26.21 63.85
786 37.25 61.84 16.08 202.76 31.30
787 37.21 78.76 19.24 100.36 28.34
788 37.32 64.23 17.16 202.67 29.76
789 37.30 66.71 18.22 218.40 31.22
790 37.18 73.75 18.62 148.28 30.98
791 37.05 29.82 10.22 23.33 55.57
792 37.56 82.49 21.55 100.40 29.11
793 37.17 26.85 9.83 25.41 64.14
794 37.33 51.60 13.68 176.77 35.21
795 37.15 38.31 11.04 71.63 42.14
796 37.38 48.71 12.67 161.95 34.23
797 37.40 42.95 12.32 129.63 38.17
798 37.39 45.58 13.48 132.29 36.90
799 37.51 89.00 22.95 96.28 23.38
800 37.49 91.71 14.28 60.34 21.62
801 37.32 87.26 19.75 93.68 22.64
802 37.63 19.69 10.02 59.92 42.34
803 37.66 40.26 12.24 141.02 38.25
804 37.71 71.46 19.15 146.94 29.43
805 37.54 17.41 8.98 53.62 43.88
806 37.90 76.02 22.64 105.41 32.77
807 37.87 11.43 7.63 53.71 36.10
808 37.99 36.31 13.63 156.68 37.65
809 38.02 59.63 18.21 145.83 32.62
810 38.11 31.32 11.54 143.78 36.71
811 38.28 34.02 12.36 166.39 36.69
812 37.96 22.52 11.14 107.50 39.00
813 38.11 28.55 12.05 124.22 38.80
814 38.16 85.66 24.96 76.01 36.21
815 37.89 12.96 6.60 63.33 38.93
816 38.20 56.42 17.54 153.54 30.46
817 38.08 6.87 5.26 44.30 23.63
818 38.34 14.88 10.37 102.07 31.44
819 38.31 26.05 12.57 131.15 33.82
820 38.53 67.97 25.36 139.83 29.99
821 38.77 17.61 11.56 140.29 32.59
822 38.53 53.77 21.79 133.86 27.62
823 38.57 62.14 22.46 122.90 32.66
824 38.56 47.41 15.11 177.58 31.01
825 38.63 50.90 19.49 150.78 34.22
826 38.54 73.40 27.44 101.57 31.27
827 38.86 37.72 15.92 196.57 37.42
828 38.77 44.87 18.59 199.34 36.91
829 38.65 65.06 26.37 150.77 30.65
830 38.63 78.20 28.70 94.89 33.59
831 38.62 89.40 28.08 38.84 103.79
832 38.89 9.45 8.32 88.72 28.83
833 38.78 42.46 18.46 185.18 32.56
834 39.04 20.58 13.53 153.06 32.71
835 38.96 39.99 17.30 196.26 33.54
836 39.00 70.41 30.41 91.26 28.33
837 39.04 58.22 25.68 124.65 31.23
838 38.97 82.07 36.76 40.76 93.04
839 39.20 12.38 11.62 131.71 28.80
840 39.19 5.17 4.49 33.21 15.44
841 39.29 27.58 15.54 167.26 34.11
842 39.08 75.72 35.36 66.45 40.00
843 39.38 23.23 14.08 164.69 33.68
844 39.34 80.39 44.07 51.37 112.36
845 39.40 30.35 15.85 175.49 31.46
846 39.34 86.58 41.07 40.50 94.93
847 39.54 48.82 24.84 127.52 35.18
848 39.64 32.86 17.86 156.18 32.49
849 39.60 6.35 6.80 44.58 24.48
850 39.68 35.46 20.01 153.18 31.14
851 39.71 56.40 40.30 87.32 33.26
852 39.61 60.24 39.86 82.27 37.36
853 39.60 62.92 40.18 82.53 36.01
854 39.43 72.57 42.67 46.19 99.04
855 39.66 67.97 41.96 80.79 34.91
856 39.87 25.29 17.93 141.57 32.75
857 39.68 53.82 35.21 85.86 35.77
858 39.75 65.63 43.84 88.70 34.53
859 39.81 51.31 30.24 89.59 35.16
860 39.77 82.60 42.33 31.64 112.33
861 39.92 93.37 18.76 9.77 79.66
862 40.06 46.37 29.53 141.33 34.33
863 39.86 84.59 44.85 30.51 107.32
864 40.02 8.25 11.72 68.03 27.32
865 40.15 15.66 16.73 114.96 32.37
866 39.95 41.17 20.85 149.86 27.39
867 40.12 43.71 24.70 161.48 31.08
868 40.16 18.51 17.75 139.56 32.05
869 40.13 38.49 22.84 150.85 35.19
870 40.12 70.42 49.84 44.53 119.00
871 39.81 88.46 48.27 28.55 106.64
872 39.99 74.37 33.07 20.21 114.79
873 40.53 75.50 58.39 35.42 124.23
874 40.25 10.54 17.64 88.52 31.58
875 40.63 57.91 53.07 45.85 131.36
876 40.42 12.97 18.79 96.92 37.57
877 40.51 21.31 21.63 137.06 35.30
878 40.61 61.45 58.20 47.35 126.83
879 40.35 88.91 49.68 21.68 100.34
880 40.50 82.61 52.04 32.25 118.71
881 40.58 29.26 23.46 124.94 41.06
882 40.68 26.98 22.71 108.70 39.51
883 40.65 64.40 58.20 50.14 126.18
884 40.58 80.11 60.12 23.68 110.11
885 40.42 4.64 6.48 19.00 18.52
886 40.62 49.40 41.57 87.80 42.77
887 40.72 54.81 53.66 40.76 111.54
888 40.87 85.71 64.08 22.32 115.60
889 40.75 67.20 67.83 51.20 120.55
890 40.77 31.52 29.55 112.11 37.36
891 40.76 34.02 30.19 115.69 39.59
892 40.84 51.55 54.31 52.44 106.00
893 40.85 36.38 27.49 99.89 36.45
894 40.94 90.33 49.77 16.18 111.87
895 40.93 5.69 10.86 26.59 41.41
896 40.78 7.36 15.13 27.55 90.66
897 40.93 24.09 28.51 107.87 43.73
898 40.89 68.50 65.83 44.69 126.10
899 40.76 70.92 41.56 37.19 124.06
900 40.94 41.23 38.48 130.96 38.88
901 41.18 72.61 76.88 30.73 126.75
902 40.94 81.08 59.86 20.32 108.41
903 40.81 4.13 5.50 12.00 22.00
904 41.04 44.92 43.75 111.38 39.67
905 41.28 47.22 54.36 62.92 128.08
906 41.28 88.29 69.45 15.34 97.39
907 41.07 78.37 45.26 14.69 113.43
908 41.48 13.94 30.98 60.89 97.86
909 41.26 38.55 37.74 129.77 39.00
910 41.33 16.58 33.04 81.79 46.63
911 41.55 11.17 32.59 49.61 113.43
912 41.35 19.12 39.80 119.96 51.68
913 41.12 70.31 45.13 18.93 137.73
914 41.57 21.86 40.63 69.20 131.71
915 41.74 42.85 59.08 62.16 136.84
916 41.74 65.63 78.66 22.88 141.57
917 41.70 50.24 75.26 46.69 146.34
918 41.67 82.30 86.07 17.80 110.34
919 41.61 29.52 43.06 80.83 78.46
920 41.76 32.55 49.72 48.41 158.99
921 41.56 59.76 91.44 22.21 139.12
922 41.57 76.67 78.27 17.07 133.37
923 42.18 7.39 26.23 19.70 99.38
924 41.64 26.57 43.68 75.61 70.08
925 41.75 34.93 56.84 102.14 74.19
926 41.83 62.72 87.55 20.98 139.38
927 41.77 70.18 86.57 26.89 140.44
928 41.65 5.47 11.63 10.07 62.77
929 42.15 80.10 87.40 13.85 113.05
930 41.98 40.39 69.46 61.26 146.00
931 42.20 37.12 59.61 56.13 139.68
932 42.09 53.74 87.57 36.16 137.02
933 42.10 24.31 48.16 57.49 132.45
934 42.08 77.61 66.71 15.31 122.21
935 42.20 92.14 60.59 12.72 83.36
936 42.18 56.61 85.43 26.28 144.30
937 42.41 67.62 99.98 21.96 135.66
938 42.33 4.99 14.05 9.42 61.18
939 42.38 17.49 56.43 31.62 129.26
940 42.17 60.11 79.59 23.48 138.33
941 42.40 86.47 101.64 14.74 81.38
942 42.62 19.95 62.36 36.73 142.07
943 42.62 47.78 79.87 35.39 150.46
944 42.55 14.98 55.66 26.27 122.64
945 42.62 30.57 63.06 49.01 138.44
946 42.73 9.52 44.87 22.90 117.35
947 42.57 27.66 63.85 41.24 134.38
948 42.75 72.86 98.13 16.47 120.60
949 42.35 81.97 61.64 13.82 106.00
950 42.57 45.18 79.05 42.00 130.00
951 42.85 88.77 95.46 17.23 69.39
952 42.76 12.19 54.13 19.30 122.76
953 42.73 50.70 89.15 25.07 148.72
954 42.88 33.67 76.33 41.17 162.12
955 42.71 58.43 112.21 18.36 149.52
956 42.73 61.18 100.25 15.03 147.58
957 42.89 69.94 106.98 18.61 131.31
958 42.94 64.69 115.90 19.41 136.88
959 43.12 22.41 68.49 30.63 150.50
960 43.18 40.23 79.13 27.04 145.46
961 43.17 84.09 113.91 15.68 63.45
962 43.20 25.45 68.77 26.48 146.04
963 43.10 43.07 92.42 31.89 151.82
964 43.20 75.74 119.30 21.27 87.85
965 43.27 78.46 120.04 19.91 53.34
966 43.18 56.37 120.35 19.06 139.98
967 43.12 59.62 94.54 21.38 131.80
968 43.23 93.63 55.74 12.84 31.61
969 43.21 62.34 106.04 18.74 136.06
970 43.36 90.99 78.21 18.05 40.63
971 43.16 36.31 90.33 27.30 145.40
972 43.20 53.52 130.56 19.44 143.62
973 43.40 4.64 18.62 5.53 50.05
974 43.53 80.98 120.42 26.04 45.87
975 43.22 7.78 32.80 8.20 101.40
976 43.67 28.55 102.20 24.78 146.03
977 43.85 45.40 114.60 18.92 130.32
978 43.81 48.21 105.86 19.20 148.39
979 43.83 86.61 108.10 33.21 40.36
980 43.62 6.44 30.47 8.21 88.78
981 43.74 51.12 126.27 16.88 151.78
982 43.72 66.77 126.64 26.62 99.23
983 43.68 24.19 79.09 25.50 145.53
984 43.71 31.46 102.88 22.94 144.14
985 43.88 17.72 66.90 14.73 128.78
986 43.85 38.20 106.60 17.08 159.17
987 43.87 71.30 126.30 33.20 73.00
988 43.96 9.01 52.88 11.02 119.28
989 44.01 33.97 100.16 20.08 156.55
990 44.01 12.27 66.50 10.95 119.22
991 43.70 54.33 120.00 22.78 137.78
992 44.07 60.95 142.44 22.76 71.11
993 44.25 26.60 113.13 17.33 150.38
994 44.08 19.82 73.97 16.73 137.22
995 44.54 35.94 133.28 18.28 145.35
996 44.22 58.32 157.62 25.93 89.52
997 44.15 64.05 136.47 32.75 59.26
998 44.25 73.93 138.45 60.79 43.13
999 44.47 89.20 97.08 103.02 29.91
1000 44.11 42.70 113.59 15.75 144.19
1001 44.33 68.98 137.54 39.58 71.68
1002 44.42 55.75 159.92 34.26 68.61
1003 44.54 22.21 102.68 16.68 140.72
1004 44.47 77.30 121.83 123.44 40.17
1005 44.40 83.04 115.61 42.74 35.80
1006 44.69 93.39 68.01 106.83 26.76
1007 44.61 53.04 149.38 35.04 80.08
1008 44.46 10.92 53.98 9.36 115.30
1009 44.19 21.12 107.00 20.00 143.71
1010 44.32 30.61 80.21 18.88 138.21
1011 44.36 6.89 30.52 5.45 80.27
1012 44.60 40.41 141.26 16.19 134.55
1013 44.66 80.12 100.12 133.55 35.89
1014 44.45 4.83 24.11 4.21 53.26
1015 44.73 24.30 118.63 22.01 136.23
1016 44.74 32.30 140.06 21.48 143.02
1017 44.91 49.85 150.93 28.66 81.05
1018 44.87 3.49 17.37 3.37 23.68
1019 44.92 28.54 135.13 18.89 118.99
1020 44.96 47.09 144.81 25.77 97.56
1021 44.79 16.70 101.45 14.40 110.48
1022 45.07 66.06 138.96 132.99 41.40
1023 45.01 71.54 139.99 113.32 40.79
1024 44.86 84.22 137.02 88.33 37.29
1025 44.95 5.66 32.67 6.97 53.62
1026 45.14 42.57 147.79 26.86 65.62
1027 45.19 62.63 157.55 129.62 39.78
1028 45.18 86.69 109.62 158.89 34.21
1029 45.20 13.84 98.03 24.66 84.02
1030 45.15 20.07 123.57 17.76 86.56
1031 45.17 8.45 69.41 13.45 56.49
1032 45.37 44.72 147.97 45.72 52.80
1033 45.32 60.00 152.16 137.70 40.84
1034 45.35 75.59 126.01 157.84 39.16
1035 45.28 38.05 154.65 27.91 79.87
1036 45.50 57.37 168.76 175.33 47.24
1037 45.57 30.47 154.75 41.01 57.71
1038 45.49 34.16 153.72 37.61 74.08
1039 45.19 15.01 106.44 21.44 92.22
1040 45.47 11.42 103.33 31.00 78.23
1041 45.62 25.72 144.01 42.99 58.44
1042 45.74 54.63 165.72 154.43 45.04
1043 45.71 68.93 145.86 199.52 39.41
1044 45.84 18.00 137.14 64.37 46.46
1045 45.91 78.29 126.37 193.64 36.65
1046 46.01 81.64 121.92 177.29 39.73
1047 45.74 40.33 165.65 81.84 48.67
1048 45.95 90.08 97.76 170.82 29.18
1049 45.79 51.76 160.86 93.44 41.87
1050 45.76 80.42 123.71 191.09 32.76
1051 45.90 23.07 129.53 83.36 46.55
1052 45.99 73.54 148.34 196.79 40.36
1053 45.84 84.49 130.71 174.06 35.44
1054 45.73 82.95 114.62 166.69 33.62
1055 46.10 6.06 53.08 40.83 27.24
1056 46.14 15.50 118.55 89.40 43.88
1057 46.24 64.29 144.52 207.79 40.29
1058 46.11 36.05 161.67 92.53 49.27
1059 46.26 32.40 172.40 164.11 49.84
1060 46.31 49.41 149.40 169.39 43.63
1061 46.19 27.99 154.70 89.23 44.63
1062 46.20 46.88 166.50 168.22 47.24
1063 46.22 93.16 68.02 115.48 24.13
1064 46.32 42.51 176.42 148.60 46.78
1065 46.57 66.84 141.83 226.65 40.48
1066 46.32 9.33 96.84 66.68 34.42
1067 46.47 61.70 138.64 206.91 39.18
1068 46.38 20.67 146.96 84.73 41.95
1069 46.54 12.83 115.68 92.23 37.71
1070 46.68 71.30 140.98 208.33 38.20
1071 46.57 59.13 163.46 204.36 42.98
1072 46.59 38.27 158.58 190.21 44.41
1073 46.61 87.39 108.28 174.90 33.98
1074 46.51 85.12 125.36 180.02 34.45
1075 46.80 76.00 136.44 212.52 37.97
1076 46.82 56.31 168.86 213.56 44.13
1077 46.92 44.65 157.50 189.62 42.04
1078 46.93 52.97 164.04 209.52 42.21
1079 47.02 25.33 150.38 164.53 39.88
1080 47.04 30.69 155.32 180.08 45.09
1081 47.10 34.10 157.53 207.99 44.04
1082 47.03 40.55 171.40 222.68 44.99
1083 47.16 95.66 36.18 61.10 19.60
1084 47.23 82.74 122.34 163.53 34.34
1085 47.13 79.56 145.11 170.97 39.36
1086 47.14 18.15 146.19 176.02 39.67
1087 47.01 22.81 150.02 157.97 42.26
1088 47.27 69.06 147.58 187.30 40.55
1089 47.43 90.85 118.41 134.02 29.94
1090 47.35 7.18 62.95 83.66 26.71
1091 47.36 47.48 166.04 212.46 43.79
1092 47.53 36.56 158.78 204.91 42.48
1093 47.37 28.03 144.72 194.62 45.10
1094 47.59 50.22 175.61 226.60 45.52
1095 47.51 10.50 88.47 123.27 33.78
1096 47.57 15.68 132.77 161.26 35.89
1097 47.52 73.45 153.82 180.41 39.40
1098 47.63 63.23 159.82 210.46 41.72
1099 47.75 93.89 77.76 85.40 34.02
1100 47.64 65.64 158.58 200.60 40.79
1101 47.64 85.73 132.70 151.48 36.13
1102 47.67 60.56 156.52 181.84 44.40
1103 47.85 4.36 27.98 45.41 21.66
1104 47.85 20.38 140.65 185.49 41.19
1105 47.78 78.00 148.57 132.60 35.65
1106 47.87 42.50 158.97 218.42 42.70
1107 47.87 57.99 183.74 171.03 49.23
1108 47.83 88.06 114.75 126.83 37.03
1109 47.93 12.81 132.24 160.26 35.64
1110 47.95 55.21 187.59 154.79 44.01
1111 48.08 32.50 165.98 218.68 46.51
1112 48.00 39.28 179.06 186.47 42.52
1113 48.10 70.99 146.14 173.82 41.78
1114 48.14 75.65 153.71 129.40 35.03
1115 48.09 52.59 183.73 196.00 49.51
1116 48.23 29.94 158.70 210.23 44.47
1117 48.09 45.27 183.29 160.97 46.97
1118 48.33 68.04 170.96 151.64 41.78
1119 48.09 84.61 130.80 139.68 48.28
1120 48.36 80.82 138.01 72.15 45.07
1121 48.30 24.28 142.89 161.25 40.87
1122 48.39 26.82 168.09 163.04 42.95
1123 48.42 34.93 174.87 193.15 47.71
1124 48.48 6.23 55.21 72.67 24.54
1125 48.47 48.09 186.00 122.97 53.07
1126 48.54 8.87 82.17 110.12 29.81
1127 48.69 96.34 29.59 24.54 38.23
1128 48.72 62.18 179.31 112.79 108.85
1129 48.80 21.59 164.51 172.98 49.01
1130 48.87 50.77 191.24 116.94 54.78
1131 48.79 73.13 157.08 81.29 46.43
1132 48.74 37.41 179.14 165.38 55.42
1133 48.81 65.31 160.31 75.92 66.88
1134 48.94 89.91 122.17 48.02 92.99
1135 48.84 14.57 132.47 110.55 41.57
1136 48.92 59.61 182.30 57.37 116.21
1137 48.97 11.34 123.87 112.09 38.40
1138 48.90 40.61 174.51 116.51 51.37
1139 48.86 78.19 148.86 60.87 73.11
1140 48.98 83.41 134.80 46.92 111.93
1141 48.91 43.16 180.38 140.72 49.98
1142 49.08 53.95 187.17 64.33 112.35
1143 48.91 56.57 170.33 50.17 119.65
1144 49.07 45.92 174.58 71.16 126.07
1145 49.14 94.36 60.19 26.59 94.28
1146 49.08 87.05 126.05 51.02 90.13
1147 49.21 28.93 176.75 119.71 52.22
1148 49.28 70.48 157.78 69.41 126.23
1149 49.37 25.33 174.09 109.71 58.13
1150 49.28 31.38 167.00 116.37 53.61
1151 49.39 33.66 185.35 104.75 77.96
1152 49.58 75.35 161.35 61.38 99.01
1153 49.23 76.73 164.38 59.29 96.67
1154 49.53 23.24 172.75 75.99 134.63
1155 49.40 57.55 170.40 52.00 127.68
1156 49.55 67.84 173.84 56.94 134.62
1157 49.65 16.48 135.96 58.99 137.47
1158 49.39 7.14 60.51 35.18 104.61
1159 49.49 18.76 160.21 87.45 79.64
1160 49.82 38.89 175.59 85.28 145.46
1161 49.77 48.84 182.86 48.40 144.42
1162 49.47 81.36 143.31 37.09 124.80
1163 49.66 9.43 110.91 52.85 112.51
1164 49.74 36.32 181.60 64.54 145.24
1165 49.77 63.35 189.64 38.65 154.62
1166 49.90 13.58 142.91 50.54 110.14
1167 50.03 41.39 192.26 48.84 143.86
1168 50.01 43.74 186.21 52.42 144.07
1169 50.09 27.30 182.43 64.28 147.93
1170 50.08 60.76 165.57 25.89 147.67
1171 49.91 5.13 36.53 20.12 84.29
1172 50.16 20.89 152.34 37.00 139.83
1173 50.01 52.06 176.06 32.98 147.75
1174 50.15 72.97 152.30 32.58 115.42
1175 50.14 85.77 134.91 23.15 121.56
1176 50.08 55.29 185.07 29.78 152.19
1177 50.19 46.17 176.25 34.91 170.07
1178 50.28 65.66 176.04 36.55 141.34
1179 50.14 77.83 148.14 24.22 136.19
1180 50.17 88.82 112.38 18.91 97.04
1181 50.36 11.21 136.68 29.47 122.91
1182 50.34 29.88 165.32 51.03 151.49
1183 50.24 91.31 107.48 19.51 97.48
1184 50.49 32.20 176.95 54.68 156.04
1185 50.53 58.25 185.92 19.42 148.79
1186 50.67 70.77 166.67 19.52 141.94
1187 50.38 18.73 148.67 26.14 150.83
1188 50.68 34.73 179.95 30.10 151.99
1189 50.66 82.03 143.09 18.96 131.50
1190 50.79 22.93 158.57 26.63 156.64
1191 50.77 68.46 171.52 20.05 153.76
1192 50.93 16.01 144.45 21.40 122.16
1193 50.90 25.24 165.94 26.19 145.37
1194 50.95 6.73 52.93 10.02 101.12
1195 50.89 75.33 153.62 20.87 122.72
1196 50.97 50.53 178.01 19.75 156.99
1197 50.85 4.75 43.09 8.06 85.86
1198 51.05 37.42 177.33 24.04 152.56
1199 51.04 47.80 177.19 20.24 140.92
1200 50.98 62.94 176.42 19.57 139.99
1201 50.97 18.20 144.71 21.61 138.44
1202 51.21 53.33 171.80 17.60 156.66
1203 51.19 39.81 182.66 22.03 153.47
1204 51.31 80.15 132.85 14.12 137.64
1205 51.25 56.14 173.09 16.40 157.21
1206 51.15 90.22 106.40 13.00 126.11
1207 51.28 42.66 148.59 17.87 164.89
1208 51.27 13.36 121.31 14.61 117.13
1209 51.26 96.28 25.18 4.50 69.05
1210 51.28 92.79 59.29 8.85 113.68
1211 51.37 28.04 157.08 18.54 154.38
1212 51.44 60.17 183.56 15.78 151.95
1213 51.75 85.81 111.00 12.31 118.99
1214 51.39 45.33 166.50 15.97 154.46
1215 51.41 8.15 60.83 11.14 117.17
1216 51.57 66.95 161.89 17.17 146.11
1217 51.51 20.62 153.20 16.91 152.26
1218 51.59 30.48 161.54 19.84 159.97
1219 51.62 72.72 154.78 16.01 131.55
1220 51.69 77.47 140.69 13.95 135.24
1221 51.74 10.03 108.75 13.25 125.56
1222 51.69 33.05 147.38 17.64 152.41
1223 51.84 83.24 138.48 12.74 129.70
1224 51.97 64.85 171.48 18.89 148.09
1225 51.78 95.16 36.69 5.07 94.82
1226 51.94 35.71 159.26 16.97 158.69
1227 51.98 23.05 155.59 16.02 134.00
1228 51.95 91.90 74.61 10.22 123.03
1229 52.07 69.93 162.88 16.02 144.09
1230 52.17 18.29 127.24 15.39 129.75
1231 52.23 49.15 174.33 18.97 152.54
1232 52.27 57.80 156.66 16.00 144.59
1233 52.32 15.66 138.66 19.38 126.25
1234 52.24 25.65 153.08 16.53 143.52
1235 52.24 6.47 48.85 9.81 80.71
1236 52.32 62.22 169.93 21.17 147.47
1237 52.34 52.05 159.10 17.91 155.63
1238 52.32 74.80 129.06 13.96 114.53
1239 52.22 93.56 85.02 8.65 111.28
1240 52.50 38.57 152.92 19.13 146.74
1241 52.55 41.34 136.38 18.80 147.22
1242 52.36 46.57 161.11 18.65 155.19
1243 52.36 54.77 158.17 17.54 148.69
1244 52.45 8.50 86.46 14.59 75.82
1245 52.40 43.72 158.44 20.17 129.89
1246 52.55 88.39 132.47 12.50 111.89
1247 52.50 12.82 130.83 26.56 82.05
1248 52.84 4.73 30.87 14.59 40.42
