#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim12 14A 8 even-skipped Kruppel giant
166 18.12 72.54 57.12 7.81 35.94
167 18.38 43.69 45.15 12.42 199.69
168 18.22 75.43 44.91 6.52 29.77
169 18.40 24.73 34.08 10.89 150.00
170 18.41 63.07 57.69 8.74 44.76
171 18.42 60.30 55.27 10.27 53.60
172 18.55 51.58 51.85 11.15 131.64
173 18.35 67.80 59.46 8.15 32.62
174 18.76 19.01 24.99 6.75 127.67
175 18.76 38.33 42.93 9.56 199.90
176 18.74 46.23 47.11 11.53 173.02
177 18.80 30.93 39.27 8.88 192.54
178 18.95 21.88 32.82 8.15 165.20
179 18.90 54.66 48.76 12.11 89.89
180 19.08 35.06 38.20 9.29 194.76
181 19.20 70.73 58.93 8.08 36.32
182 19.35 77.02 48.14 6.52 30.90
183 19.26 41.29 48.45 10.03 208.79
184 19.28 49.03 53.80 11.50 190.59
185 19.33 27.29 37.26 9.30 181.13
186 19.44 67.42 60.39 9.39 41.38
187 19.60 74.08 57.70 8.03 34.82
188 19.37 57.95 56.57 10.11 65.13
189 19.59 64.26 59.57 10.58 46.91
190 19.53 61.03 52.57 9.20 46.27
191 19.90 43.83 47.96 10.16 194.22
192 19.89 32.90 42.93 9.53 206.78
193 19.85 52.08 54.04 11.08 105.81
194 20.01 24.52 38.54 8.87 182.73
195 19.85 38.53 40.16 8.91 184.16
196 20.04 46.61 46.75 11.41 176.80
197 20.15 15.83 26.70 5.99 157.15
198 20.11 18.78 27.85 5.75 153.62
199 20.16 29.71 39.40 9.12 192.20
200 20.16 79.18 41.89 6.31 29.18
201 20.10 54.90 56.79 12.08 97.59
202 20.24 21.67 32.99 6.54 189.72
203 20.35 35.83 42.84 10.93 203.86
204 20.55 49.77 54.37 11.83 146.71
205 20.37 69.46 61.25 9.20 47.42
206 20.55 59.94 58.92 11.30 71.94
207 20.62 41.37 44.00 9.30 189.46
208 20.58 57.08 58.78 11.58 86.56
209 20.56 62.73 61.74 10.31 58.90
210 20.70 66.44 61.06 10.52 50.87
211 20.73 72.29 52.76 7.96 42.27
212 20.74 76.19 60.26 8.79 43.81
213 20.96 38.69 44.12 9.85 198.48
214 21.15 26.43 35.85 9.78 192.54
215 21.11 52.81 61.55 12.89 107.82
216 21.24 44.80 52.77 12.14 153.35
217 21.21 32.81 43.58 9.24 206.20
218 21.30 47.43 54.85 11.67 164.52
219 21.36 13.17 20.48 3.80 134.21
220 21.37 19.71 33.88 6.35 190.74
221 21.32 29.48 39.19 10.32 190.04
222 21.55 23.27 32.54 7.50 178.57
223 21.53 64.06 64.49 12.31 62.43
224 21.41 69.99 68.13 10.20 57.81
225 21.57 16.49 23.98 5.32 148.30
226 21.67 35.69 46.50 11.15 212.68
227 21.45 76.72 53.66 7.75 36.98
228 21.59 58.01 56.19 11.42 85.63
229 21.87 42.65 47.79 10.43 173.40
230 21.89 49.70 53.34 12.90 115.48
231 21.75 54.95 59.07 11.28 102.54
232 21.86 60.85 64.69 12.54 76.18
233 21.86 67.07 62.79 11.55 61.41
234 22.01 73.00 64.81 10.52 60.06
235 22.09 81.49 42.76 6.17 35.62
236 22.18 38.61 45.49 9.60 182.76
237 22.28 78.94 54.34 8.24 50.81
238 22.50 30.73 42.05 9.63 197.87
239 22.35 52.13 56.85 12.50 115.60
240 22.27 11.30 15.89 3.00 69.24
241 22.61 27.84 41.60 8.75 170.72
242 22.51 46.45 50.67 11.53 128.38
243 22.72 25.18 38.10 7.78 180.37
244 22.73 33.39 46.13 9.79 186.10
245 22.55 20.20 32.54 6.41 165.89
246 22.62 14.40 22.26 4.27 112.80
247 22.81 41.05 51.44 11.23 172.14
248 22.58 69.61 64.21 10.55 63.63
249 22.70 17.70 27.09 5.09 141.95
250 22.64 57.40 63.67 13.28 91.95
251 22.78 63.43 62.91 12.16 74.49
252 23.01 22.38 36.79 8.36 170.97
253 22.89 54.77 63.85 12.84 98.31
254 23.10 36.02 45.67 9.75 181.89
255 23.03 66.60 63.35 11.04 75.67
256 23.04 59.89 61.00 12.45 86.23
257 23.28 43.72 53.79 10.82 137.73
258 23.20 77.01 64.30 9.43 73.39
259 23.17 49.17 58.66 11.20 113.79
260 23.46 10.19 17.09 3.11 74.16
261 23.39 72.50 69.01 10.84 76.32
262 23.56 81.00 58.59 7.88 58.52
263 23.59 38.76 44.74 10.04 162.76
264 23.54 52.55 56.98 13.58 108.08
265 23.86 13.01 24.59 4.29 91.73
266 23.77 15.97 30.70 5.08 117.62
267 23.73 46.12 53.65 11.25 128.06
268 23.71 68.91 60.91 10.67 81.69
269 23.74 30.18 43.67 9.16 153.71
270 23.86 64.66 66.21 11.96 87.47
271 23.94 19.02 33.22 6.71 117.52
272 23.60 21.76 36.42 6.58 159.75
273 23.87 56.35 68.36 13.33 96.39
274 23.86 61.88 65.49 13.33 94.27
275 24.07 27.33 41.12 8.82 132.76
276 24.05 33.27 41.23 9.42 151.86
277 24.10 74.78 69.56 10.19 89.29
278 24.12 24.51 41.91 8.22 124.71
279 24.25 41.06 52.23 11.71 138.92
280 24.10 59.04 65.82 11.92 109.08
281 24.23 36.44 51.30 11.20 146.17
282 24.43 50.92 61.15 12.49 116.86
283 24.48 48.11 57.89 12.29 118.78
284 24.33 77.82 71.70 9.73 93.87
285 24.56 82.70 49.44 7.19 54.37
286 24.68 21.45 35.19 7.04 114.69
287 24.74 43.30 52.25 12.48 124.31
288 24.64 66.26 63.79 12.29 103.53
289 24.48 70.41 65.57 11.68 89.30
290 24.75 53.86 66.72 13.82 126.66
291 24.95 10.56 19.13 3.42 67.48
292 24.87 73.17 93.84 11.67 104.74
293 24.94 29.96 41.71 9.62 129.18
294 25.02 38.54 50.56 11.81 129.27
295 24.95 62.98 63.09 12.11 104.04
296 24.99 45.47 60.22 12.32 120.00
297 24.97 57.05 62.57 13.21 106.87
298 25.06 16.84 32.20 5.34 94.17
299 25.47 60.70 64.36 14.30 123.08
300 24.96 79.75 62.07 8.22 85.04
301 25.13 13.89 26.87 4.87 73.62
302 25.22 32.81 48.13 10.32 134.83
303 25.26 68.32 112.81 13.32 126.85
304 25.26 35.61 50.39 11.69 136.79
305 25.33 24.48 40.50 8.42 110.30
306 25.45 27.36 40.07 9.29 118.46
307 25.36 76.15 149.25 10.56 124.15
308 25.50 50.33 59.18 12.61 120.61
309 25.82 71.02 204.00 14.20 138.57
310 25.75 40.51 50.18 11.82 123.75
311 25.73 47.60 62.02 13.33 125.59
312 25.87 82.80 69.99 7.47 60.26
313 25.68 55.07 58.06 13.50 118.62
314 25.88 64.94 130.50 14.51 140.48
315 26.30 52.96 58.86 12.80 135.96
316 25.94 58.08 64.57 14.23 126.68
317 25.89 42.90 50.06 11.80 117.49
318 26.04 79.71 159.13 11.32 127.54
319 26.06 11.57 19.22 4.60 59.08
320 26.10 31.24 45.07 10.33 121.53
321 26.14 45.14 48.20 12.18 117.91
322 26.24 14.26 27.06 5.89 81.02
323 26.27 16.81 36.35 5.85 91.10
324 26.42 28.89 39.76 10.50 106.59
325 26.47 34.44 47.74 11.79 124.21
326 26.53 76.60 208.22 11.49 158.93
327 26.53 19.77 39.66 6.57 101.36
328 26.55 25.75 40.85 8.37 110.81
329 26.52 67.81 210.57 15.51 152.69
330 26.58 49.08 62.73 14.42 125.17
331 26.84 56.12 70.97 14.80 156.63
332 26.82 62.53 213.02 12.72 170.52
333 26.93 38.41 47.95 12.60 125.88
334 26.84 8.88 15.09 2.91 40.16
335 26.93 41.21 58.34 12.77 137.57
336 27.25 59.67 183.30 14.94 174.55
337 26.88 81.21 155.88 9.07 117.57
338 27.46 84.59 121.19 9.87 127.30
339 27.16 11.97 24.59 4.40 77.07
340 27.08 22.77 36.65 8.79 108.75
341 27.10 43.77 51.02 12.32 135.22
342 27.11 46.41 60.38 15.04 142.24
343 27.15 65.38 231.48 16.11 194.73
344 27.24 51.18 65.72 14.49 161.32
345 27.16 70.91 213.34 14.03 177.55
346 27.21 73.79 216.87 14.76 177.86
347 27.45 32.22 46.54 11.00 122.66
348 27.41 28.16 47.92 10.13 119.49
349 27.43 78.33 196.67 11.19 182.10
350 27.42 15.68 30.47 5.19 91.19
351 27.88 35.44 51.05 13.09 136.27
352 27.65 25.34 42.55 9.31 118.22
353 27.58 19.14 38.31 7.11 99.31
354 27.68 67.92 214.36 15.74 187.38
355 27.80 54.13 126.79 16.66 181.47
356 28.04 8.88 20.87 3.46 69.43
357 27.97 48.39 103.66 15.64 178.70
358 27.88 39.04 50.95 11.67 141.14
359 27.88 63.07 226.09 16.36 218.20
360 27.99 81.13 159.77 13.20 191.66
361 27.93 41.95 51.44 12.42 132.19
362 28.03 56.83 219.63 15.45 194.47
363 27.92 75.41 198.81 13.47 190.42
364 28.13 22.34 41.62 8.53 122.33
365 28.20 30.11 42.69 10.16 126.18
366 28.78 45.48 146.99 14.13 187.26
367 28.24 70.17 201.54 16.60 203.80
368 28.24 72.48 192.06 15.19 186.71
369 28.35 65.51 202.04 17.07 222.47
370 28.55 14.85 29.65 5.24 99.40
371 28.58 27.69 39.65 9.78 131.55
372 28.63 17.66 34.65 6.91 113.09
373 28.61 77.76 167.60 15.19 212.34
374 28.53 59.24 223.15 18.83 224.40
375 28.73 86.55 71.45 8.16 110.82
376 29.19 37.18 99.13 13.06 171.99
377 28.80 20.47 44.02 8.09 125.42
378 28.72 40.41 53.22 13.16 154.84
379 28.69 53.07 202.27 14.30 188.91
380 29.08 25.30 61.35 9.63 145.55
381 28.70 62.23 216.56 16.21 218.46
382 28.90 32.26 46.47 11.22 149.00
383 28.95 43.07 72.77 14.02 175.84
384 29.00 83.75 118.58 11.70 173.75
385 29.04 68.12 175.66 19.03 221.67
386 29.11 74.64 163.16 17.15 212.80
387 29.28 11.04 28.19 4.57 93.78
388 29.30 56.98 230.96 20.88 239.65
389 29.24 71.61 169.48 17.62 221.55
390 29.35 50.28 216.69 17.57 210.79
391 29.42 80.22 123.55 13.41 193.19
392 29.31 29.53 48.55 10.05 137.71
393 29.36 65.00 165.06 19.28 230.78
394 29.45 34.72 52.37 11.11 150.77
395 29.51 59.49 191.04 20.88 236.33
396 29.61 52.67 224.33 20.00 231.82
397 29.63 62.40 182.70 20.98 242.51
398 29.77 16.78 95.79 6.80 146.41
399 29.70 23.13 154.58 8.98 139.07
400 29.86 41.33 193.04 14.06 185.32
401 29.88 20.09 148.71 7.26 162.94
402 29.86 32.30 161.17 13.39 169.70
403 29.92 76.82 141.06 18.15 202.82
404 30.06 43.66 196.83 14.49 202.80
405 30.51 85.77 71.30 11.89 134.36
406 30.22 14.36 141.85 6.28 148.31
407 30.22 70.23 110.77 17.86 208.76
408 30.27 27.86 192.67 10.98 203.28
409 30.17 66.72 113.18 17.88 222.25
410 30.35 8.38 78.84 3.29 70.13
411 30.22 82.57 91.94 13.69 147.90
412 30.49 11.25 138.72 5.25 128.92
413 30.42 46.04 200.12 17.92 229.76
414 30.40 56.96 181.70 21.77 238.28
415 30.44 73.52 122.20 18.46 183.26
416 30.52 24.95 181.94 11.30 203.68
417 30.46 54.03 192.54 20.46 234.20
418 30.62 30.34 190.98 12.40 203.84
419 30.52 35.54 193.94 12.14 199.57
420 30.58 48.63 206.55 17.71 236.02
421 30.53 51.14 208.68 20.93 240.16
422 30.64 38.92 208.82 15.22 209.52
423 30.59 60.03 165.77 22.47 239.55
424 30.59 63.25 152.18 22.54 239.02
425 30.62 79.43 105.58 16.28 185.60
426 30.92 21.88 186.94 9.56 210.54
427 30.78 32.96 190.32 13.42 202.08
428 30.85 18.88 163.88 9.24 194.55
429 30.91 41.62 200.13 16.79 217.08
430 31.39 77.39 96.08 17.36 167.48
431 31.17 68.25 129.31 20.19 222.68
432 31.24 44.04 179.20 17.94 234.78
433 31.24 16.73 131.26 7.26 174.35
434 31.39 64.82 131.36 20.58 227.63
435 31.35 87.98 48.67 10.43 86.19
436 31.29 13.70 139.93 5.82 166.16
437 31.37 28.11 184.85 12.57 222.57
438 31.47 55.29 162.70 21.78 241.48
439 31.38 71.52 89.29 17.98 181.32
440 31.57 82.03 81.58 15.52 135.74
441 31.52 52.46 164.87 19.19 241.48
442 31.48 58.36 125.46 21.79 241.57
443 31.92 7.83 62.51 3.88 126.07
444 31.47 36.88 191.26 14.00 225.23
445 31.42 46.79 167.00 15.69 230.86
446 31.55 34.46 187.53 15.16 222.82
447 31.64 24.67 160.50 11.52 225.26
448 31.60 49.74 169.57 22.43 244.40
449 31.61 61.44 114.98 21.64 231.76
450 31.69 31.51 186.40 13.42 227.18
451 31.70 39.51 190.74 16.82 236.94
452 31.78 73.98 78.88 17.98 160.14
453 31.86 19.69 159.16 9.35 222.56
454 32.02 11.66 89.78 5.87 163.24
455 32.07 42.19 165.87 17.74 236.77
456 32.27 85.49 79.44 14.40 113.64
457 32.14 90.25 39.73 7.93 42.77
458 32.28 69.14 94.07 22.40 199.47
459 32.39 16.79 142.63 9.45 224.82
460 32.48 22.12 120.34 10.45 228.18
461 32.32 27.08 133.90 12.38 233.04
462 32.33 44.74 126.49 17.51 235.89
463 32.31 47.67 141.04 20.15 244.66
464 32.47 29.82 147.91 14.34 236.55
465 32.52 37.45 146.81 17.04 240.05
466 32.51 56.93 111.88 21.90 238.30
467 32.51 76.29 88.80 20.33 144.57
468 32.53 63.54 91.24 23.15 216.36
469 32.57 53.82 122.92 21.44 238.44
470 32.56 59.93 108.18 20.00 236.16
471 32.67 72.08 84.93 21.15 174.57
472 32.65 50.84 120.91 22.98 238.88
473 32.86 32.92 144.44 16.80 236.70
474 32.87 40.32 135.38 16.42 240.42
475 32.77 79.14 75.29 17.51 118.16
476 33.01 24.93 118.45 12.71 234.53
477 32.90 81.87 69.16 13.93 95.71
478 33.21 10.95 76.11 5.67 195.36
479 33.14 66.17 78.52 19.72 164.10
480 33.31 19.99 91.34 10.48 219.33
481 33.31 14.05 94.36 7.67 211.33
482 33.42 42.66 111.39 19.56 238.61
483 33.35 45.54 106.58 19.52 238.62
484 33.30 48.19 96.09 19.64 232.98
485 33.45 73.80 87.51 20.51 134.82
486 33.38 61.30 83.97 19.64 190.42
487 33.35 69.39 89.59 22.73 161.22
488 33.47 8.07 55.61 4.47 156.65
489 33.49 27.59 121.90 14.25 232.56
490 33.58 35.59 97.52 16.92 236.73
491 33.58 55.79 83.63 23.00 227.96
492 33.60 58.75 83.31 23.31 220.53
493 33.37 85.25 74.97 16.92 79.62
494 33.62 30.60 91.57 14.64 237.64
495 33.61 38.09 93.33 16.17 236.26
496 33.84 76.82 86.01 22.79 113.44
497 33.67 52.94 88.40 22.10 216.25
498 33.76 17.40 84.23 9.15 217.21
499 33.77 63.84 87.09 25.54 182.96
500 33.87 80.36 87.25 21.62 103.58
501 33.82 23.34 70.27 11.19 232.44
502 33.93 50.24 83.89 21.60 229.81
503 33.89 83.41 100.98 18.62 75.58
504 34.03 5.27 28.46 3.11 100.00
505 34.08 40.24 90.93 18.62 233.55
506 34.13 33.30 69.29 15.37 236.45
507 34.27 67.41 78.88 23.05 144.57
508 34.36 87.44 135.48 12.20 32.92
509 34.33 71.06 89.56 23.67 121.83
510 34.31 47.26 77.09 21.41 228.94
511 34.46 25.73 74.36 14.56 230.58
512 34.48 12.19 58.52 6.53 204.28
513 34.51 21.28 73.67 10.67 224.68
514 34.46 44.44 76.13 19.77 229.92
515 34.50 9.53 51.33 6.56 178.36
516 34.52 61.03 81.43 25.72 159.67
517 34.61 15.39 63.29 8.71 213.54
518 34.70 28.29 68.07 15.14 232.63
519 34.60 54.90 71.80 24.98 198.82
520 34.62 57.78 85.51 24.51 187.37
521 34.66 30.95 72.02 15.60 234.46
522 34.69 37.52 71.13 17.91 231.96
523 35.25 85.31 205.76 22.12 42.07
524 34.83 42.02 69.38 18.77 232.53
525 34.72 51.79 73.37 21.20 209.76
526 34.84 64.41 82.53 24.64 144.09
527 34.99 19.00 54.22 10.61 222.56
528 35.09 35.16 57.75 16.83 222.63
529 35.41 6.11 26.32 4.71 118.59
530 35.00 78.84 134.40 22.84 72.05
531 35.14 49.14 71.10 21.42 220.48
532 35.31 81.46 197.85 22.71 56.90
533 35.22 23.85 52.69 12.31 219.38
534 35.40 75.59 159.79 25.40 71.16
535 35.36 39.51 62.67 17.92 225.38
536 35.40 46.47 68.93 21.09 220.54
537 35.53 32.44 57.36 16.57 221.29
538 35.35 67.85 84.27 25.35 103.29
539 35.55 59.59 85.66 27.08 148.73
540 35.51 70.55 93.98 30.12 99.24
541 35.57 53.58 70.86 23.30 188.62
542 35.56 62.23 78.55 23.25 116.40
543 35.78 10.27 35.16 6.94 176.71
544 35.73 15.22 42.11 8.91 208.08
545 35.75 43.68 62.44 20.85 215.42
546 35.76 56.32 81.53 23.22 172.53
547 35.89 89.52 142.61 19.19 23.59
548 35.92 26.57 44.78 13.21 207.06
549 35.88 29.70 51.44 15.88 222.00
550 35.87 21.66 46.61 13.06 215.79
551 35.95 50.97 73.42 24.85 197.06
552 35.83 64.94 81.86 25.12 102.98
553 36.13 37.10 57.23 19.33 200.72
554 36.06 72.65 157.70 26.58 70.61
555 36.23 41.44 60.57 21.26 191.56
556 36.46 79.20 218.90 31.17 48.18
557 36.28 33.99 51.12 15.90 205.74
558 36.48 48.21 68.65 21.30 189.49
559 36.52 19.30 40.78 11.75 188.23
560 36.41 67.31 138.04 28.78 90.40
561 36.59 83.71 202.21 26.86 32.58
562 36.94 23.25 44.55 13.61 175.83
563 36.50 45.58 65.11 22.21 191.51
564 36.50 60.92 106.05 30.91 122.33
565 36.66 39.29 60.86 20.14 196.36
566 36.54 58.09 81.00 27.63 121.71
567 36.59 8.39 22.41 5.80 125.48
568 36.72 53.18 72.31 25.35 152.33
569 37.08 70.92 218.13 31.24 60.65
570 36.76 12.33 37.74 9.21 175.83
571 36.75 64.23 144.96 29.60 85.43
572 37.01 75.23 217.06 30.51 44.55
573 36.96 87.14 187.95 33.54 26.29
574 36.86 55.62 82.30 27.60 148.98
575 36.86 15.75 38.45 9.66 168.36
576 36.85 28.76 47.93 16.30 185.70
577 37.13 31.70 50.80 16.43 174.99
578 37.03 35.36 51.27 17.16 196.27
579 37.02 50.40 75.62 24.57 164.45
580 37.13 43.28 62.15 22.06 156.56
581 37.26 5.20 13.75 4.10 67.77
582 37.37 26.22 46.19 14.34 160.30
583 37.49 62.26 208.88 31.60 73.72
584 37.50 37.66 56.48 17.66 158.50
585 37.61 41.06 58.43 21.91 142.81
586 37.63 10.31 29.33 7.65 133.55
587 37.66 59.58 216.64 33.20 80.97
588 37.62 67.62 225.44 31.55 59.45
589 37.55 45.91 65.47 23.94 146.87
590 37.78 7.76 23.49 5.92 91.98
591 37.65 78.45 186.47 30.96 34.33
592 37.84 17.94 39.79 12.04 146.14
593 37.74 56.99 194.37 30.12 105.59
594 37.77 48.65 75.87 27.98 145.43
595 37.83 13.33 34.54 8.80 136.98
596 37.87 64.74 224.74 31.33 57.59
597 37.75 29.24 49.94 14.35 140.06
598 37.85 54.33 166.24 31.85 107.80
599 37.97 81.30 172.54 40.76 28.66
600 37.95 34.27 69.30 21.15 145.61
601 38.11 84.44 167.34 40.47 24.97
602 38.36 87.90 151.91 44.04 20.70
603 38.31 76.11 202.51 44.95 36.46
604 38.26 43.73 78.95 24.83 122.60
605 38.44 91.09 95.88 29.20 15.62
606 38.36 21.38 43.89 13.59 138.95
607 38.34 24.68 56.11 15.68 127.04
608 38.38 31.26 76.90 19.10 130.46
609 38.33 39.36 100.67 21.33 138.53
610 38.44 70.25 217.37 37.57 44.07
611 38.42 73.06 189.32 36.75 36.05
612 38.54 5.79 20.36 5.43 57.62
613 38.54 27.82 88.67 18.18 117.96
614 38.62 36.88 153.88 22.50 113.67
615 38.67 46.73 193.29 28.53 89.83
616 38.68 49.93 183.76 26.59 78.51
617 38.73 61.28 229.66 40.87 51.25
618 38.84 52.60 217.66 32.25 67.45
619 38.78 55.42 214.12 30.67 63.98
620 38.82 58.19 230.36 32.98 64.48
621 38.80 67.18 216.27 44.24 41.60
622 38.89 41.82 162.65 28.02 110.12
623 38.82 10.99 31.85 9.00 89.79
624 38.96 18.13 74.15 12.15 112.97
625 38.95 63.93 223.22 41.08 48.35
626 38.93 78.61 149.71 42.98 26.13
627 38.96 14.50 63.02 12.15 112.98
