#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca1 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1840 77.06 35.37 186.83 17.69 33.10
1841 77.09 52.56 34.45 16.74 76.16
1842 77.17 24.32 178.40 13.06 21.40
1843 77.17 29.93 193.07 16.19 24.95
1844 77.16 61.71 50.16 16.16 81.14
1845 77.15 46.68 51.34 14.56 61.88
1846 77.20 50.45 34.63 16.61 79.04
1847 77.28 54.97 28.33 16.74 73.58
1848 77.58 69.83 89.81 13.18 77.26
1849 77.67 14.10 138.63 10.74 13.94
1850 77.48 57.58 26.92 13.94 69.16
1851 77.54 45.11 110.78 15.12 37.71
1852 77.64 81.46 104.04 12.63 61.04
1853 77.74 22.27 146.91 12.74 17.83
1854 77.77 48.26 139.87 17.37 44.01
1855 78.16 78.70 124.10 12.75 57.71
1856 77.94 60.22 29.51 15.57 73.13
1857 77.82 64.94 43.93 15.84 77.34
1858 78.02 25.85 155.62 13.38 17.00
1859 78.03 37.04 188.36 16.78 25.21
1860 77.92 39.42 203.36 16.86 28.73
1861 78.19 42.57 204.31 19.83 31.91
1862 77.91 51.75 68.58 16.46 50.83
1863 78.29 74.71 111.47 14.95 91.14
1864 78.17 18.09 157.40 11.68 14.60
1865 77.99 53.98 34.23 17.62 59.27
1866 78.17 27.79 166.49 14.81 17.83
1867 78.17 62.93 34.15 15.01 80.00
1868 78.19 32.30 161.34 15.31 19.48
1869 78.22 34.58 181.39 15.52 21.41
1870 78.46 49.83 147.73 16.43 44.60
1871 78.46 67.26 51.59 13.77 88.66
1872 78.32 56.27 29.06 18.06 66.82
1873 78.46 30.07 156.76 15.34 15.61
1874 78.59 71.95 71.79 13.83 80.78
1875 78.68 20.39 140.99 12.62 12.64
1876 78.55 44.71 187.59 16.70 36.28
1877 78.65 23.94 145.07 13.71 14.61
1878 78.78 47.07 176.64 19.02 40.41
1879 78.69 58.53 26.68 14.03 59.65
1880 79.07 51.90 155.45 16.77 38.33
1881 78.99 14.06 80.92 10.22 9.25
1882 78.92 16.48 110.96 10.48 10.48
1883 78.95 40.79 187.41 16.91 24.83
1884 78.89 69.68 70.83 13.89 80.11
1885 78.84 54.28 90.45 15.96 40.94
1886 79.03 65.08 27.76 13.41 66.95
1887 79.25 81.36 103.66 12.48 58.24
1888 79.03 61.23 24.82 15.42 58.59
1889 79.04 38.58 172.50 16.47 21.18
1890 79.24 36.22 152.06 17.16 17.16
1891 79.27 56.45 83.34 14.07 43.39
1892 79.43 26.15 95.30 13.16 12.22
1893 79.32 28.27 112.67 14.50 13.66
1894 79.34 31.76 146.20 15.23 14.24
1895 79.43 34.21 140.33 14.90 14.87
1896 79.54 63.28 22.03 14.11 60.89
1897 79.80 77.21 73.79 13.27 70.07
1898 79.53 43.27 159.66 16.34 20.05
1899 79.57 18.67 100.84 10.95 10.59
1900 79.43 73.52 54.80 11.60 78.20
1901 79.78 45.54 195.26 17.39 27.33
1902 79.70 49.40 189.82 16.77 35.82
1903 79.85 24.20 83.81 11.97 11.36
1904 79.98 54.05 172.13 16.42 33.22
1905 80.03 58.09 115.96 16.47 39.41
1906 79.93 74.61 58.11 12.54 76.88
1907 79.88 67.38 24.58 13.68 71.38
1908 79.92 70.73 38.69 13.59 76.54
1909 79.81 72.28 51.08 13.38 79.75
1910 80.04 21.37 78.77 11.36 8.99
1911 80.06 15.96 73.05 9.97 7.64
1912 80.19 30.00 83.91 16.00 11.53
1913 80.23 39.60 166.55 16.77 15.06
1914 80.27 47.54 176.82 16.96 23.79
1915 80.26 41.63 141.31 16.07 18.25
1916 80.67 37.60 93.29 15.34 12.97
1917 80.44 65.67 21.28 13.40 53.33
1918 80.47 33.05 96.40 14.09 11.70
1919 80.60 51.70 169.36 16.33 26.36
1920 80.66 56.02 175.80 15.49 29.92
1921 80.51 27.81 61.94 12.74 9.48
1922 80.78 80.56 47.30 11.97 57.58
1923 80.63 18.96 69.32 10.71 7.69
1924 80.63 35.45 81.50 15.03 13.37
1925 80.82 60.37 104.47 14.29 38.04
1926 80.76 69.35 23.97 12.88 63.18
1927 80.87 25.55 56.12 12.78 9.47
1928 80.71 43.59 154.51 17.30 17.88
1929 80.75 63.93 25.08 13.43 51.08
1930 80.93 49.60 160.75 16.21 20.21
1931 80.86 23.18 51.40 11.06 9.75
1932 80.78 17.61 59.46 9.62 7.85
1933 81.50 45.31 123.60 17.18 16.08
1934 81.65 78.37 37.37 12.22 55.48
1935 81.30 73.67 35.55 13.64 63.49
1936 81.37 16.40 35.15 10.29 6.45
1937 81.30 20.90 49.80 10.94 7.37
1938 81.29 31.39 55.42 13.05 11.12
1939 81.38 67.76 19.67 12.27 53.66
1940 81.43 53.80 187.85 16.07 22.00
1941 81.45 58.33 154.93 14.83 25.40
1942 81.34 29.28 40.51 11.57 8.49
1943 81.41 40.16 97.74 15.32 13.14
1944 81.48 62.56 75.62 13.52 36.57
1945 81.76 42.49 98.37 16.73 13.36
1946 81.62 65.92 28.82 12.73 47.57
1947 81.70 47.82 137.28 16.20 15.49
1948 81.93 27.38 41.02 13.60 8.64
1949 81.85 50.88 156.57 16.14 18.71
1950 81.97 18.65 44.35 10.31 6.10
1951 82.09 56.18 170.67 15.11 20.99
1952 81.93 23.25 35.29 12.54 7.36
1953 82.00 25.14 34.63 10.85 8.54
1954 82.21 60.42 147.78 14.64 25.47
1955 82.11 70.22 18.40 11.66 49.90
1956 82.00 36.19 51.70 15.65 10.68
1957 82.39 64.49 117.67 12.52 26.91
1958 82.47 29.75 32.83 13.34 8.38
1959 82.24 31.96 35.60 12.40 10.21
1960 82.26 38.33 47.01 15.50 11.04
1961 82.69 52.11 135.66 16.30 16.20
1962 82.46 40.69 48.49 15.13 9.85
1963 82.62 21.83 30.40 11.45 7.15
1964 82.57 68.36 31.24 13.18 62.38
1965 82.42 76.57 24.30 12.80 48.70
1966 82.37 71.72 21.21 11.86 52.79
1967 82.72 49.16 79.83 15.72 12.94
1968 82.69 74.12 23.10 12.16 60.09
1969 82.71 46.86 84.90 15.33 13.61
1970 82.65 66.54 73.03 13.30 41.70
1971 82.88 58.33 150.72 14.51 21.60
1972 82.99 62.35 162.04 14.81 22.23
1973 82.86 42.76 61.15 14.70 10.75
1974 82.97 36.33 34.55 14.27 9.53
1975 82.94 44.64 47.40 15.46 11.76
1976 83.05 54.69 109.72 14.61 15.73
1977 83.06 26.09 28.18 13.12 7.14
1978 83.13 19.66 22.63 9.73 6.01
1979 83.56 32.36 32.24 13.73 8.05
1980 83.37 39.87 39.08 15.49 9.61
1981 83.42 23.90 23.89 11.20 7.59
1982 83.78 72.63 17.78 12.82 47.03
1983 83.42 28.11 26.46 12.63 8.33
1984 83.48 34.66 28.07 13.19 9.26
1985 83.47 38.09 33.63 14.36 10.12
1986 83.60 56.65 113.00 13.86 14.53
1987 83.64 60.24 148.38 14.23 18.86
1988 83.71 67.99 83.03 12.80 38.88
1989 83.75 30.31 27.87 12.08 8.18
1990 83.73 41.77 41.06 14.86 8.80
1991 84.01 48.09 40.75 15.02 10.80
1992 83.75 64.88 128.59 13.13 20.64
1993 83.82 21.96 20.59 10.37 6.71
1994 83.82 46.15 40.12 15.37 9.95
1995 83.85 52.58 84.12 15.49 12.09
1996 83.93 75.90 16.20 11.89 44.15
1997 83.85 43.72 38.71 16.47 10.14
1998 84.02 50.16 52.62 14.32 11.20
1999 84.44 37.23 27.99 13.98 7.76
2000 84.31 62.30 180.33 13.57 16.80
2001 84.23 54.73 72.07 13.50 11.73
2002 84.27 20.34 18.18 9.68 5.42
2003 84.37 58.35 88.11 14.36 14.11
2004 84.57 40.07 31.14 13.78 7.91
2005 84.67 28.42 23.64 11.34 6.62
2006 84.62 35.33 23.67 13.91 7.84
2007 84.73 23.55 19.44 10.77 6.36
2008 84.73 70.02 96.40 11.64 30.33
2009 84.66 42.32 29.40 14.24 8.32
2010 84.68 44.92 29.22 14.18 8.99
2011 84.88 32.99 22.59 13.06 7.58
2012 84.83 51.88 40.61 14.20 11.16
2013 84.93 56.45 57.29 13.81 12.24
2014 85.04 64.43 152.40 11.55 13.84
2015 84.93 30.67 23.49 13.76 6.80
2016 85.07 60.06 95.18 12.73 13.78
2017 85.06 49.83 38.03 13.99 9.99
2018 85.06 67.11 142.66 12.57 19.38
2019 85.03 77.10 14.16 10.82 27.78
2020 85.18 21.24 18.76 10.19 5.36
2021 85.24 74.33 24.45 11.86 33.31
2022 85.35 53.70 40.47 12.56 10.13
2023 85.32 25.77 22.17 10.95 7.36
2024 85.74 43.24 24.17 14.53 7.88
2025 85.62 38.87 23.23 13.01 7.35
2026 85.52 45.01 26.04 13.65 7.91
2027 85.67 36.69 24.65 13.23 7.92
2028 85.79 58.12 42.88 12.97 10.55
2029 85.79 62.19 122.64 13.48 11.83
2030 85.45 34.00 21.75 12.00 6.00
2031 85.75 41.28 24.37 15.67 7.65
2032 85.92 34.82 21.28 11.58 6.68
2033 85.72 76.91 17.00 11.65 31.00
2034 86.09 28.00 18.95 10.78 6.54
2035 86.08 23.48 17.90 10.44 5.44
2036 86.16 45.72 24.15 14.15 8.65
2037 86.18 55.09 32.99 13.73 9.13
2038 86.25 69.72 138.47 11.68 16.86
2039 86.22 72.92 78.53 11.15 23.46
2040 85.98 49.52 24.51 14.10 9.27
2041 85.96 26.22 20.41 11.12 7.59
2042 86.07 51.55 27.74 12.83 8.68
2043 86.41 65.42 132.21 12.49 12.90
2044 86.26 30.28 19.50 12.25 6.86
2045 86.55 60.20 78.62 12.03 10.36
2046 86.84 40.30 23.71 12.24 6.70
2047 86.62 75.83 49.88 10.82 22.01
2048 86.61 47.76 22.40 13.30 6.72
2049 86.70 42.33 20.63 11.96 6.13
2050 86.98 26.49 18.50 10.33 5.22
2051 86.79 56.57 30.55 11.91 9.94
2052 86.89 34.72 19.78 12.04 6.22
2053 87.08 62.91 100.49 12.82 10.25
2054 87.24 58.40 37.10 13.45 9.74
2055 87.07 31.44 17.95 12.11 5.68
2056 87.38 29.76 17.59 11.67 6.14
2057 87.08 51.99 20.76 13.31 8.29
2058 87.31 25.04 17.75 11.21 5.35
2059 87.60 22.90 13.49 11.97 5.05
2060 87.47 49.54 21.46 12.65 7.13
2061 87.36 70.74 96.04 11.44 14.69
2062 87.31 38.06 18.53 10.91 7.24
2063 87.82 73.54 86.76 11.34 16.91
2064 87.66 47.15 19.49 12.49 7.43
2065 87.72 55.80 23.23 12.09 8.30
2066 87.86 44.54 20.24 11.44 6.97
2067 88.10 68.78 108.88 12.45 10.55
2068 87.82 42.36 19.35 11.41 6.98
2069 87.96 66.16 98.21 12.46 8.86
2070 87.88 36.43 18.23 13.68 5.89
2071 87.95 53.60 19.35 12.48 6.97
2072 88.18 59.90 36.28 11.23 8.69
2073 88.00 38.80 17.85 11.35 5.76
2074 88.16 27.23 17.24 17.24 5.65
2075 88.20 40.41 18.17 11.92 6.10
2076 88.37 51.72 18.75 11.82 7.12
2077 87.91 25.84 19.00 15.40 3.50
2078 88.00 34.31 17.90 14.48 6.36
2079 88.40 31.54 17.56 19.79 5.93
2080 88.32 63.15 58.59 11.83 8.04
2081 88.44 25.03 14.06 16.77 4.62
2082 88.49 49.38 18.19 11.82 7.21
2083 88.65 28.90 17.71 22.15 5.64
2084 88.64 71.14 50.82 11.75 8.82
2085 88.70 46.86 18.22 11.30 6.53
2086 88.56 33.79 16.88 18.35 6.15
2087 88.55 23.84 14.46 14.69 5.85
2088 88.97 55.85 20.92 11.11 7.09
2089 88.88 22.19 10.73 18.90 4.65
2090 89.06 42.52 16.66 15.10 6.21
2091 89.15 44.56 17.11 12.31 6.42
2092 89.06 35.68 17.15 21.27 6.16
2093 89.14 64.38 58.40 10.28 7.89
2094 89.43 40.47 16.60 16.19 6.41
2095 89.25 60.59 31.77 10.87 6.68
2096 89.36 38.22 15.54 19.39 6.29
2097 89.09 33.85 16.73 19.55 6.45
2098 89.49 67.66 98.50 11.83 7.26
2099 89.53 24.22 13.54 24.34 4.89
2100 89.61 26.48 12.89 22.27 4.82
2101 89.43 50.76 16.82 12.00 6.80
2102 89.89 30.84 16.05 26.22 6.25
2103 89.58 28.51 16.24 24.59 5.61
2104 89.61 48.26 17.11 11.86 5.92
2105 89.69 33.15 16.41 20.36 5.64
2106 89.77 45.99 17.68 12.66 6.00
2107 89.80 52.23 17.71 10.03 6.71
2108 89.89 58.06 19.45 11.05 6.16
2109 90.19 36.59 16.68 25.82 5.67
2110 90.72 35.02 15.71 24.44 6.30
2111 90.37 43.73 16.18 13.09 5.82
2112 90.38 64.74 44.76 10.93 6.64
2113 90.34 49.80 15.12 9.98 5.14
2114 90.62 38.92 16.75 23.55 5.33
2115 90.82 41.43 15.99 23.70 6.17
2116 90.64 66.73 44.21 11.61 6.51
2117 90.38 54.15 17.26 11.26 6.47
2118 90.33 56.49 17.50 10.33 7.83
2119 90.69 59.85 20.33 10.45 6.49
2120 90.77 52.43 15.68 10.69 6.56
2121 91.05 32.41 15.03 23.16 6.16
2122 90.82 47.42 14.71 15.61 5.67
2123 90.78 55.38 16.78 10.18 5.26
2124 90.92 57.50 17.74 9.68 6.53
2125 91.10 28.93 13.91 26.22 4.71
2126 91.06 26.28 13.77 25.16 4.30
2127 91.38 45.00 16.40 14.63 5.40
2128 91.48 49.63 16.25 16.50 5.24
2129 91.57 53.01 14.23 10.98 5.32
2130 91.74 65.29 22.91 10.07 5.48
2131 91.77 43.11 13.83 18.03 5.10
2132 91.89 37.22 15.12 25.41 5.81
2133 91.82 55.03 14.71 10.75 5.59
2134 91.84 61.83 21.41 10.24 5.40
2135 91.91 57.14 14.83 10.09 5.32
2136 91.70 31.16 13.86 22.43 5.14
2137 92.07 40.17 15.48 20.08 4.86
2138 92.19 34.44 14.30 23.58 5.50
2139 92.48 27.30 12.59 23.99 4.00
2140 92.27 30.31 14.12 24.16 4.44
2141 92.17 44.79 15.74 16.55 6.03
2142 92.46 46.79 14.73 19.31 5.53
2143 92.08 58.64 14.62 7.75 5.38
2144 92.38 59.77 13.74 9.43 5.19
2145 92.72 32.32 13.70 20.46 5.21
2146 92.50 49.37 14.47 16.35 5.89
2147 92.40 51.63 15.92 11.25 4.75
2148 92.43 42.23 15.47 16.47 5.53
2149 92.82 63.84 14.51 10.15 4.19
2150 92.97 38.80 15.16 13.87 4.78
2151 93.09 44.38 13.08 17.64 5.20
2152 92.96 55.09 13.17 10.70 5.51
2153 92.80 61.59 12.54 9.46 4.58
2154 93.17 42.15 14.33 16.68 4.78
2155 92.96 58.84 12.71 8.76 3.86
2156 93.03 51.26 14.12 13.81 5.38
2157 93.49 36.00 13.71 21.82 4.93
2158 93.16 29.44 11.50 23.50 4.70
2159 93.28 60.28 13.32 8.85 4.25
2160 93.31 48.74 11.79 20.26 5.47
2161 93.58 27.85 12.22 21.10 3.76
2162 94.10 40.73 13.15 17.26 5.16
2163 93.88 30.71 12.72 20.09 4.41
2164 93.86 32.93 11.61 17.45 4.49
2165 93.76 57.17 12.13 10.55 4.19
2166 93.69 49.57 12.62 21.31 5.31
2167 94.06 47.83 12.80 19.20 5.12
2168 93.83 55.19 11.42 11.90 5.22
2169 94.34 50.51 12.43 22.56 4.72
2170 94.07 38.23 14.08 10.98 4.62
2171 94.13 45.70 13.02 12.77 4.93
2172 94.10 59.43 12.62 9.59 3.79
2173 94.48 43.60 13.11 18.22 4.45
2174 95.03 58.94 9.80 10.54 3.52
2175 94.88 52.21 11.10 16.49 4.86
2176 94.93 35.28 13.24 15.76 4.54
2177 95.04 57.23 11.15 10.77 4.00
2178 95.12 55.11 9.85 12.14 3.97
2179 95.35 45.89 12.41 9.41 4.59
2180 95.91 40.02 11.59 17.80 4.10
2181 95.54 48.48 10.81 16.63 4.25
2182 95.49 43.34 11.81 15.33 5.19
2183 95.95 42.36 12.22 13.86 4.24
2184 95.73 57.22 8.50 11.00 4.19
2185 95.92 54.65 11.88 10.94 3.71
2186 96.01 44.86 10.63 12.22 4.35
2187 96.35 52.28 10.63 16.45 3.77
2188 96.11 46.71 12.97 7.84 4.22
2189 96.35 56.70 7.15 13.00 4.13
2190 96.99 43.94 10.83 12.07 3.43
2191 96.77 54.39 10.64 10.86 3.24
2192 96.91 46.90 12.07 10.64 2.66
2193 97.04 50.63 8.46 17.15 3.50
2194 97.21 48.94 9.83 14.10 4.38
2195 97.92 45.59 10.20 14.35 2.63
2196 97.93 48.46 8.29 13.22 3.13
2197 97.68 50.09 7.50 21.50 4.00
2198 97.98 51.01 6.49 15.83 3.60

