#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca1 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
618 35.81 38.58 44.26 29.00 184.00
619 35.97 70.63 19.56 25.53 78.69
620 36.12 53.82 28.36 30.92 161.50
621 36.04 88.50 43.70 22.40 30.00
622 36.15 33.87 42.21 26.10 189.46
623 36.14 22.74 43.09 22.20 161.28
624 36.19 58.23 24.70 29.68 120.03
625 36.24 73.75 18.92 24.20 62.95
626 36.14 79.77 21.01 21.46 41.02
627 36.35 76.88 22.43 23.48 44.91
628 36.35 45.53 28.60 28.81 174.70
629 36.27 83.67 73.84 25.46 33.59
630 36.31 41.18 29.76 28.33 182.55
631 36.43 17.78 35.57 21.74 138.27
632 36.40 49.95 25.29 27.85 130.97
633 36.34 30.95 42.85 25.56 156.94
634 36.50 48.02 27.92 28.97 184.46
635 36.54 56.11 25.07 29.55 129.35
636 36.41 60.50 24.27 27.61 94.01
637 36.47 28.46 34.54 26.68 161.28
638 36.58 12.74 35.96 19.52 140.10
639 36.59 25.66 36.72 24.81 165.40
640 36.54 36.45 37.74 26.60 162.68
641 36.79 8.84 24.05 15.42 80.89
642 36.77 65.72 22.11 27.54 82.52
643 36.86 68.90 21.73 26.98 67.45
644 36.88 20.44 33.98 22.69 155.29
645 36.88 52.11 24.47 30.85 120.44
646 36.87 63.12 23.05 28.84 81.52
647 37.19 86.80 89.75 24.72 19.42
648 36.97 38.78 25.84 29.10 154.42
649 36.77 43.28 25.26 26.74 125.40
650 37.10 71.75 21.27 27.05 60.51
651 37.24 80.65 98.08 21.86 25.16
652 37.22 32.07 30.29 23.46 167.42
653 37.35 34.65 28.92 28.47 164.63
654 37.35 54.12 24.80 30.19 106.03
655 37.60 14.74 19.61 20.77 108.15
656 37.24 75.17 26.00 23.55 46.40
657 37.45 58.17 24.71 28.34 93.95
658 37.61 22.70 24.54 23.81 134.27
659 37.38 29.70 25.59 24.67 135.04
660 37.42 45.54 26.62 31.03 132.88
661 37.47 60.72 22.82 30.58 74.05
662 37.56 41.02 24.57 29.85 120.46
663 37.32 43.47 27.22 28.33 125.67
664 37.47 11.67 17.43 18.91 90.33
665 37.54 27.26 24.38 25.26 117.77
666 37.73 48.32 24.95 29.30 123.93
667 37.52 50.72 24.28 30.28 96.50
668 37.81 83.13 107.67 25.05 19.52
669 38.00 77.87 114.92 26.05 27.42
670 37.81 18.11 20.69 20.99 125.36
671 37.73 36.73 23.73 25.38 107.73
672 37.86 55.76 26.91 32.58 96.10
673 37.77 25.03 23.36 24.91 132.52
674 37.70 67.32 25.68 29.31 64.35
675 37.83 64.71 26.66 27.75 59.75
676 37.84 70.22 24.82 27.33 44.61
677 38.07 73.03 83.79 26.04 34.90
678 38.06 43.22 24.82 31.27 113.92
679 38.03 62.76 31.31 34.81 71.27
680 37.98 19.99 21.36 24.41 128.54
681 38.21 38.85 24.88 30.89 136.68
682 38.47 28.47 23.74 26.89 139.52
683 38.20 32.90 25.94 28.15 142.11
684 38.15 52.68 26.15 27.62 68.70
685 38.55 10.73 15.39 19.34 83.63
686 38.49 30.65 24.41 26.28 131.96
687 38.64 75.34 147.11 27.33 27.46
688 38.34 59.41 31.56 28.74 66.47
689 38.47 15.92 18.23 23.78 100.04
690 38.48 21.25 21.12 21.23 108.60
691 38.57 34.92 25.09 29.66 113.21
692 38.47 50.49 28.48 31.84 82.38
693 38.54 68.46 64.73 29.75 45.41
694 38.62 7.61 13.24 16.04 64.21
695 38.60 45.65 27.48 34.43 96.75
696 38.56 57.33 34.87 31.11 84.15
697 38.97 80.47 91.19 26.65 15.81
698 38.91 85.63 80.70 34.55 16.62
699 38.86 92.45 45.28 30.37 10.77
700 38.85 66.12 144.37 32.87 36.38
701 38.92 70.77 134.08 32.36 34.03
702 38.75 88.87 56.46 26.71 13.71
703 38.84 26.13 21.49 27.26 114.69
704 38.71 54.11 35.14 30.54 80.34
705 38.85 61.64 109.69 26.67 33.47
706 38.93 23.74 21.40 26.03 100.76
707 38.99 36.81 24.86 34.75 105.44
708 38.81 41.17 25.94 30.36 114.44
709 38.88 47.98 33.38 35.75 88.88
710 38.90 18.58 19.67 21.93 89.90
711 39.23 63.95 174.14 33.84 36.43
712 39.27 52.05 152.22 32.33 51.38
713 39.33 55.59 176.87 30.88 54.96
714 39.23 59.71 164.66 33.52 45.39
715 39.46 13.63 20.49 21.67 71.45
716 39.32 19.80 19.66 22.62 90.97
717 39.35 32.33 25.76 29.28 100.69
718 39.27 43.33 33.59 30.49 94.29
719 39.60 73.19 155.36 31.67 25.70
720 39.58 77.72 118.05 32.58 16.89
721 39.48 7.80 13.38 19.06 59.32
722 39.43 38.91 28.98 30.16 101.84
723 39.57 49.74 146.24 33.83 45.33
724 39.56 17.18 21.74 23.12 77.90
725 39.71 57.43 174.20 36.48 40.07
726 39.60 29.93 25.54 26.77 84.19
727 39.64 34.73 27.30 33.70 96.25
728 39.78 68.69 152.80 38.46 25.35
729 39.82 27.66 24.97 27.42 102.88
730 39.96 53.73 194.22 38.31 46.94
731 39.73 47.27 109.56 34.70 49.42
732 40.21 83.45 58.91 42.46 13.61
733 39.88 89.21 51.18 38.51 10.11
734 39.73 15.65 20.71 26.29 71.71
735 40.04 87.23 54.85 37.70 12.23
736 39.92 10.71 23.47 18.82 50.97
737 40.13 90.89 30.66 33.74 10.81
738 40.07 41.19 142.78 30.68 66.46
739 40.06 25.62 27.25 27.75 80.03
740 40.25 62.03 171.49 36.49 28.22
741 40.08 22.68 27.30 25.66 83.07
742 40.24 75.39 111.08 41.98 20.39
743 40.12 36.91 39.67 35.08 81.69
744 40.32 66.48 172.10 40.01 26.72
745 40.47 71.08 119.58 41.06 22.08
746 40.30 19.95 27.98 24.37 72.20
747 40.36 43.58 160.71 30.20 41.96
748 40.44 59.63 177.71 37.76 31.93
749 40.80 80.27 57.82 53.36 14.05
750 40.45 8.29 27.43 20.94 45.54
751 40.39 38.89 131.78 31.84 51.82
752 40.46 30.81 60.95 29.43 73.48
753 40.81 50.54 190.80 41.21 39.78
754 40.82 64.45 153.05 40.28 25.01
755 40.77 45.87 185.41 37.74 48.62
756 40.70 35.01 139.29 33.66 58.88
757 40.82 48.36 177.40 40.83 37.50
758 40.77 55.70 153.03 35.83 31.16
759 40.89 52.25 178.79 39.97 32.54
760 40.97 15.49 94.56 27.14 38.10
761 40.91 77.71 72.16 39.47 14.39
762 40.75 24.51 72.97 24.23 52.61
763 41.13 73.30 64.69 51.47 17.19
764 41.45 12.64 97.70 24.67 28.36
765 41.16 57.83 153.24 41.99 28.39
766 41.26 9.95 82.15 22.16 27.94
767 41.24 26.57 133.02 34.37 45.99
768 41.22 68.87 91.99 54.69 21.79
769 41.55 87.40 29.23 67.96 10.94
770 41.38 22.56 125.61 27.44 35.39
771 41.21 32.65 157.75 31.52 42.49
772 41.42 37.24 176.54 35.91 45.64
773 41.35 39.88 181.36 36.84 48.69
774 41.39 19.12 139.72 26.95 35.63
775 41.33 20.87 145.56 27.29 39.21
776 41.40 42.39 168.41 37.74 38.27
777 41.59 30.43 159.18 33.02 36.71
778 41.61 53.83 132.19 47.41 24.96
779 41.60 60.46 112.34 45.54 24.64
780 41.67 62.69 109.71 46.30 20.01
781 41.50 82.01 38.04 51.18 13.51
782 42.23 90.71 21.57 75.05 9.43
783 41.78 75.72 68.09 57.14 13.46
784 41.79 66.90 86.48 58.82 19.75
785 41.76 83.78 35.12 53.65 12.52
786 41.77 7.55 61.71 21.18 15.92
787 42.03 24.11 139.93 37.29 35.12
788 41.80 44.70 165.22 41.86 36.33
789 41.94 71.06 44.76 55.11 16.66
790 42.02 28.47 167.59 35.08 31.74
791 42.01 34.70 189.00 36.93 37.00
792 41.99 47.11 136.87 44.22 28.74
793 42.14 55.90 121.86 52.58 22.77
794 42.81 93.45 12.91 72.88 8.48
795 42.24 49.49 87.90 43.67 20.71
796 42.11 51.40 122.06 48.24 26.35
797 42.24 64.89 77.94 57.76 20.57
798 42.35 58.42 105.65 51.25 21.61
799 42.50 32.24 169.99 43.00 29.38
800 42.45 68.83 41.83 63.74 17.56
801 42.57 73.27 45.55 75.38 14.60
802 42.57 41.07 174.58 44.77 30.24
803 42.55 80.29 30.06 70.56 12.98
804 42.64 11.39 85.07 33.60 16.88
805 42.63 9.36 78.64 31.55 14.96
806 42.93 25.48 129.85 44.60 25.17
807 42.67 38.34 167.33 47.64 27.80
808 42.61 43.51 129.50 47.83 28.44
809 42.63 19.58 133.12 33.51 23.61
810 42.94 60.79 82.04 64.67 19.71
811 42.69 53.69 76.59 60.47 22.20
812 42.88 36.33 155.00 44.82 32.10
813 43.00 6.44 48.33 29.65 10.14
814 42.82 22.11 122.15 35.44 24.52
815 42.87 30.00 114.04 48.16 25.11
816 43.07 63.01 60.55 70.81 18.81
817 42.92 84.02 19.43 75.06 10.77
818 43.27 47.94 76.41 59.34 19.56
819 43.14 17.01 105.66 50.63 17.17
820 43.14 66.87 56.29 77.39 16.43
821 43.18 75.65 31.89 96.84 12.51
822 43.17 45.75 93.44 58.44 22.92
823 43.03 56.94 78.38 54.69 18.42
824 43.29 34.22 118.17 48.40 23.40
825 43.14 51.73 84.85 55.05 17.47
826 43.29 70.88 40.90 91.03 15.38
827 43.44 87.25 17.42 89.01 9.42
828 43.35 27.92 110.18 51.06 22.77
829 43.48 78.27 32.21 103.98 12.02
830 43.65 49.68 73.18 78.04 20.81
831 43.69 55.37 67.36 82.30 18.47
832 43.60 14.47 72.90 49.18 13.23
833 43.73 59.04 60.76 87.64 18.67
834 43.81 64.88 42.18 95.80 16.36
835 43.61 40.02 108.71 61.79 23.13
836 43.71 8.62 59.34 39.83 8.95
837 43.71 32.05 123.63 57.09 22.01
838 43.93 68.80 34.93 96.11 14.98
839 44.03 80.95 22.73 104.62 11.48
840 43.80 19.97 84.51 50.56 16.41
841 43.73 43.16 79.64 62.06 21.55
842 43.82 22.31 85.68 50.39 16.14
843 43.88 37.20 92.80 60.96 21.96
844 43.82 73.09 29.88 103.69 12.72
845 43.91 11.36 59.05 40.64 10.58
846 44.14 53.33 62.49 89.12 18.15
847 44.14 30.00 73.04 66.73 17.09
848 44.70 87.96 17.27 90.14 9.88
849 44.16 26.37 80.62 59.89 15.68
850 44.34 84.43 19.73 93.22 10.41
851 44.24 34.90 65.36 57.53 19.32
852 44.44 51.17 50.43 101.17 17.89
853 44.26 18.09 55.57 48.32 14.16
854 44.32 62.22 36.91 100.87 16.00
855 44.55 24.29 61.39 78.25 14.92
856 44.55 66.62 38.08 117.08 15.46
857 44.46 75.39 24.44 116.10 12.02
858 44.33 92.92 14.30 92.36 9.06
859 44.37 95.77 7.37 68.23 8.21
860 44.54 45.52 49.76 95.07 17.81
861 44.43 47.75 47.58 79.69 18.69
862 44.64 70.87 30.77 126.04 14.21
863 44.54 41.56 64.52 84.32 17.90
864 44.62 60.07 41.60 104.17 18.10
865 44.69 57.31 45.68 118.76 18.51
866 44.90 28.23 57.18 92.71 14.14
867 44.79 32.65 72.69 79.36 17.47
868 44.82 39.11 52.09 86.55 18.10
869 44.94 72.94 24.35 116.17 13.60
870 44.89 77.46 20.78 110.06 12.68
871 44.85 14.97 51.89 85.23 10.87
872 44.98 43.58 48.81 94.32 19.01
873 44.99 10.11 46.40 67.47 8.19
874 45.00 19.82 55.96 81.58 12.98
875 45.12 22.19 43.59 89.79 13.87
876 45.17 36.55 52.90 93.71 15.40
877 45.09 55.13 42.00 132.60 17.17
878 45.56 64.20 30.63 136.65 14.88
879 45.30 92.19 15.71 105.18 9.06
880 45.50 82.85 21.79 120.41 12.00
881 45.10 94.83 14.42 109.96 8.13
882 45.04 12.38 36.29 71.02 9.85
883 45.31 17.53 40.17 88.20 11.67
884 45.29 68.59 27.51 124.46 13.81
885 45.25 47.96 42.59 109.78 18.59
886 45.52 49.93 40.25 155.30 18.48
887 45.37 52.71 37.63 137.80 18.43
888 45.44 30.47 52.13 105.64 16.02
889 45.43 26.19 39.00 107.78 14.22
890 45.27 41.32 55.22 98.26 16.57
891 45.50 61.73 27.82 147.80 16.68
892 45.61 34.39 50.43 107.80 15.00
893 45.58 59.08 37.20 156.32 16.80
894 45.66 79.91 19.75 112.21 12.37
895 45.69 74.69 22.36 127.25 11.45
896 45.79 45.92 37.25 126.66 18.14
897 45.75 90.21 21.33 108.07 9.14
898 45.87 56.62 32.08 133.62 16.60
899 45.82 70.62 23.21 125.11 13.92
900 45.83 24.22 38.94 103.54 14.14
901 45.86 66.51 25.72 142.17 15.70
902 45.80 95.35 15.21 103.23 8.67
903 45.87 40.69 40.55 103.66 17.96
904 46.27 88.86 55.32 115.84 9.51
905 46.05 11.91 23.86 94.31 9.21
906 46.04 14.43 26.49 102.29 9.73
907 45.90 16.73 25.85 98.09 10.03
908 46.01 38.58 40.98 101.60 16.70
909 46.13 28.36 29.66 118.06 13.57
910 46.15 32.13 37.00 128.49 15.03
911 46.11 76.96 23.99 121.18 11.25
912 46.35 19.18 26.00 108.64 11.31
913 46.28 21.50 29.89 120.00 12.76
914 46.16 9.84 19.94 82.18 8.06
915 46.29 43.27 32.13 126.54 17.45
916 46.25 54.34 29.79 156.75 17.15
917 46.40 72.63 32.23 139.03 14.15
918 46.45 36.55 35.71 131.36 15.61
919 46.44 47.72 35.19 145.06 17.32
920 46.54 7.74 17.75 110.01 6.68
921 46.43 51.80 29.24 148.84 16.02
922 46.50 60.37 27.20 149.12 16.42
923 46.57 68.46 25.64 142.82 14.42
924 46.71 86.82 45.81 126.98 10.70
925 46.50 25.94 29.49 116.96 13.32
926 46.81 93.26 43.72 126.41 7.81
927 46.66 58.03 30.60 161.61 16.60
928 46.64 62.33 25.55 142.40 14.36
929 46.59 82.13 45.89 139.09 11.43
930 46.63 78.84 32.25 135.11 11.51
931 46.77 30.24 33.25 145.42 15.08
932 46.85 34.32 32.13 148.86 15.91
933 46.77 40.74 33.49 125.89 17.23
934 46.92 16.95 27.61 122.15 10.33
935 46.93 23.47 27.07 145.73 11.79
936 47.04 45.57 32.01 154.87 18.09
937 46.98 66.16 30.34 163.78 15.83
938 47.04 70.54 43.71 155.76 14.96
939 46.94 74.65 34.78 150.63 11.86
940 47.04 95.98 39.07 101.86 7.12
941 47.08 55.94 32.04 170.04 17.74
942 47.14 38.45 34.00 154.81 16.38
943 47.35 12.13 24.75 115.98 8.95
944 47.77 14.73 73.63 133.10 10.37
945 47.17 27.89 27.37 137.31 13.04
946 47.32 53.60 30.80 171.64 17.88
947 47.25 63.72 38.58 155.05 15.63
948 47.32 50.89 37.66 164.55 16.83
949 47.57 47.95 56.46 186.58 16.75
950 47.33 7.13 15.69 120.97 7.14
951 47.50 20.90 37.76 145.58 12.21
952 47.42 43.20 32.78 172.19 17.11
953 47.37 76.90 58.51 148.97 11.69
954 48.12 84.76 130.14 133.18 10.77
955 47.53 4.62 15.38 97.12 5.89
956 47.79 24.68 41.85 161.42 13.03
957 47.53 61.01 45.13 169.00 15.18
958 47.62 72.61 76.46 169.43 13.86
959 48.04 78.84 146.79 133.48 11.43
960 47.94 90.85 105.14 108.38 9.66
961 47.66 36.16 55.72 144.80 17.67
962 47.66 58.33 57.71 180.59 17.21
963 47.78 40.82 53.45 150.46 18.56
964 47.77 68.25 47.09 150.03 16.31
965 47.89 30.41 45.54 169.40 13.62
966 47.78 82.14 157.15 120.85 11.77
967 48.00 33.63 58.92 171.49 14.93
968 48.09 18.06 44.91 133.36 10.64
969 48.00 65.18 60.90 179.28 15.75
970 48.10 74.96 157.10 156.55 13.86
971 48.18 87.15 135.49 106.25 11.30
972 48.12 27.16 47.80 169.29 13.63
973 48.05 55.83 65.13 182.04 17.38
974 48.25 70.39 112.67 182.52 13.28
975 48.29 62.73 149.11 183.54 17.52
976 48.18 38.68 52.31 177.25 16.42
977 48.18 52.61 54.45 169.85 17.75
978 48.18 50.02 70.07 182.07 16.40
979 48.21 82.99 149.00 133.68 12.05
980 48.51 7.41 50.43 120.33 6.45
981 48.46 10.51 59.13 140.20 8.29
982 48.42 60.38 177.50 171.05 17.21
983 48.36 43.54 71.57 196.34 18.53
984 48.61 45.61 167.62 172.53 16.88
985 48.70 66.62 146.33 182.34 15.12
986 48.66 36.39 117.96 187.80 15.57
987 48.70 58.30 164.10 174.68 17.17
988 48.73 72.51 171.12 164.47 13.82
989 48.72 54.44 158.17 172.10 16.38
990 49.05 80.73 158.39 144.15 11.32
991 48.58 20.09 111.64 155.90 13.03
992 48.59 48.03 159.97 185.76 17.92
993 48.95 22.21 133.08 171.13 12.16
994 48.76 25.10 92.18 168.98 13.54
995 48.76 41.17 124.67 184.20 17.94
996 48.92 88.13 110.08 119.64 10.08
997 49.00 16.22 141.17 166.59 10.03
998 49.06 68.59 169.37 163.44 15.37
999 48.97 27.76 193.91 175.31 13.91
1000 48.95 50.46 195.79 165.06 16.12
1001 49.05 56.46 180.77 179.23 16.45
1002 48.99 29.81 150.42 181.74 13.88
1003 49.16 64.48 179.18 180.99 15.36
1004 49.40 93.23 94.66 124.78 7.49
1005 49.09 12.22 131.68 140.05 9.48
1006 49.39 76.37 157.54 143.37 13.24
1007 49.28 39.00 192.16 178.94 16.73
1008 49.17 52.84 221.15 174.97 17.70
1009 49.42 74.39 172.63 164.35 12.08
1010 49.32 90.39 107.93 118.30 8.65
1011 49.40 32.93 194.63 172.11 14.31
1012 49.34 43.16 186.16 178.31 17.13
1013 49.29 62.09 188.22 176.56 16.04
1014 49.29 13.98 167.67 145.86 9.69
1015 49.51 70.72 150.57 158.68 14.00
1016 49.49 47.00 216.43 171.49 17.49
1017 49.55 20.20 162.90 168.13 12.03
1018 49.57 59.83 210.73 165.97 18.53
1019 49.60 95.80 57.32 108.26 8.42
1020 49.51 10.05 140.67 128.13 8.39
1021 49.56 82.79 115.95 97.32 12.25
1022 49.98 23.40 172.26 173.69 13.15
1023 49.87 30.76 194.78 166.96 16.35
1024 49.75 36.84 187.33 174.46 16.12
1025 49.91 48.87 183.71 184.15 16.99
1026 49.97 85.32 94.79 112.61 10.67
1027 49.77 6.30 85.26 121.31 6.28
1028 49.88 40.98 184.89 173.07 16.35
1029 50.05 44.77 176.39 178.11 19.26
1030 50.10 57.74 171.81 171.65 16.35
1031 50.47 97.75 12.36 52.50 4.16
1032 49.97 17.93 152.35 122.57 10.91
1033 49.90 26.39 179.58 145.83 13.40
1034 50.04 34.83 176.32 165.94 16.19
1035 50.13 55.56 166.61 181.43 16.27
1036 50.02 66.43 146.52 167.63 16.11
1037 50.20 78.38 103.31 135.82 11.42
1038 50.12 28.50 174.69 172.65 14.09
1039 50.18 50.97 166.77 191.32 16.26
1040 50.22 72.89 112.90 163.22 13.76
1041 50.10 14.86 134.75 164.42 9.99
1042 50.35 53.48 184.99 180.10 16.57
1043 50.27 63.64 147.74 174.90 16.10
1044 50.34 88.45 73.76 139.96 10.20
1045 50.37 11.75 116.92 157.86 8.22
1046 50.40 68.94 115.29 168.98 14.72
1047 50.41 61.35 186.06 178.38 16.12
1048 50.44 9.52 72.69 143.48 7.32
1049 50.72 39.44 147.96 186.48 16.26
1050 50.69 42.52 130.51 183.72 16.61
1051 50.67 81.87 83.74 141.30 11.41
1052 50.65 32.41 163.04 172.90 16.00
1053 50.92 90.95 51.01 136.61 8.69
1054 50.82 20.03 113.48 162.34 11.55
1055 50.66 25.36 172.14 162.84 13.58
1056 50.81 46.90 163.51 184.80 17.89
1057 50.79 75.74 78.95 150.96 12.80
1058 51.02 94.12 42.43 114.69 7.50
1059 50.96 37.19 144.13 186.75 16.57
1060 51.00 71.13 78.36 163.44 14.29
1061 51.17 17.05 83.28 146.05 10.74
1062 51.00 59.39 96.87 192.93 16.87
1063 51.13 13.29 85.54 169.56 8.56
1064 51.34 6.69 42.00 132.35 6.49
1065 51.21 29.96 130.82 183.01 15.46
1066 51.05 49.43 91.84 192.81 17.67
1067 51.24 65.07 80.75 184.35 14.83
1068 51.32 67.18 60.93 159.31 14.83
1069 51.17 27.51 109.36 169.15 14.33
1070 51.18 34.92 129.05 182.81 16.09
1071 51.20 52.08 88.76 179.82 16.65
1072 51.32 23.41 72.64 174.73 12.67
1073 51.26 44.18 113.42 193.95 17.41
1074 51.35 57.26 110.45 201.17 18.12
1075 51.35 86.08 47.24 111.55 11.02
1076 51.36 54.92 84.16 189.35 17.60
1077 51.47 73.58 48.44 159.21 13.91
1078 51.50 62.28 92.68 181.37 15.75
1079 51.46 78.48 45.26 138.36 12.16
1080 51.94 89.17 30.32 136.59 9.18
1081 51.81 69.26 50.17 162.53 14.20
1082 51.80 82.60 44.91 146.23 10.65
1083 51.63 9.40 47.85 144.91 7.04
1084 51.67 41.32 88.22 169.48 17.68
1085 51.88 20.89 57.08 172.63 11.03
1086 51.83 32.13 87.97 187.37 14.61
1087 51.89 39.23 88.00 196.07 16.26
1088 51.85 48.15 70.42 202.60 16.88
1089 51.86 25.70 54.07 181.66 12.23
1090 52.18 98.31 4.01 43.04 2.16
1091 51.97 45.55 75.70 199.56 17.62
1092 52.02 75.95 50.71 164.51 12.04
1093 52.08 92.74 23.06 122.85 8.52
1094 51.98 50.58 68.20 185.37 17.96
1095 52.01 59.93 70.03 216.86 17.49
1096 52.08 14.67 44.62 160.53 10.78
1097 52.13 36.95 67.84 191.88 15.94
1098 52.09 28.66 65.03 190.53 14.00
1099 52.27 34.37 69.19 194.60 14.91
1100 52.18 52.86 56.10 197.28 16.97
1101 52.30 71.55 46.03 169.47 13.65
1102 52.37 96.14 9.09 76.47 6.59
1103 52.29 43.19 69.88 192.10 17.26
1104 52.25 11.91 36.78 127.76 8.40
1105 52.42 85.20 32.09 125.61 10.39
1106 52.43 18.59 46.13 167.19 10.34
1107 52.33 64.39 43.32 191.49 15.79
1108 52.48 80.28 32.71 138.69 11.12
1109 52.59 3.85 10.66 93.30 5.31
1110 52.28 9.15 28.50 161.55 7.31
1111 52.42 57.15 50.62 194.35 17.16
1112 52.46 55.17 48.95 193.45 17.53
1113 52.54 6.36 24.78 143.13 6.00
1114 52.63 24.42 41.45 180.70 12.38
1115 52.71 87.33 26.40 122.47 10.26
1116 52.55 66.97 37.88 162.66 14.54
1117 52.76 62.28 51.03 201.26 17.26
1118 52.75 73.79 33.32 168.38 12.59
1119 52.84 27.23 35.65 184.58 12.96
1120 52.83 40.87 61.92 183.43 15.95
1121 52.80 77.82 26.82 148.27 11.60
1122 52.80 46.81 55.09 196.84 18.15
1123 52.95 49.31 37.91 188.45 16.91
1124 52.83 59.22 38.48 196.30 16.08
1125 52.97 69.59 30.24 178.03 13.43
1126 52.88 83.17 30.00 133.02 10.62
1127 53.01 21.45 32.54 162.18 12.57
1128 52.99 38.49 50.92 195.26 16.28
1129 53.04 14.53 28.23 161.61 9.09
1130 52.99 32.81 39.06 171.72 16.11
1131 53.11 51.42 44.06 188.15 16.20
1132 53.19 10.35 24.50 140.17 7.97
1133 53.47 7.83 22.58 155.29 6.30
1134 53.18 29.86 41.78 189.26 13.36
1135 53.19 91.71 18.00 115.65 7.64
1136 53.12 35.66 41.78 191.25 14.05
1137 53.28 53.52 39.89 189.89 17.86
1138 53.61 16.90 32.61 163.72 9.84
1139 54.03 45.48 41.05 177.04 16.39
1140 53.47 75.56 25.28 156.81 11.33
1141 53.33 12.39 25.67 127.06 9.72
1142 53.45 42.94 43.52 185.46 16.48
1143 53.38 64.86 32.69 181.83 15.31
1144 53.50 23.34 31.31 163.61 11.97
1145 53.68 55.36 39.26 171.74 16.52
1146 53.58 61.52 39.15 177.29 16.17
1147 53.66 57.40 35.15 172.10 16.23
1148 53.64 72.08 27.41 166.60 13.47
1149 53.61 89.05 16.78 110.58 9.32
1150 53.63 95.46 8.17 90.75 6.88
1151 54.10 19.88 42.10 154.54 10.24
1152 53.65 80.94 25.59 126.59 11.07
1153 53.44 83.74 19.29 129.62 11.17
1154 53.62 67.52 28.85 164.55 13.45
1155 53.66 86.37 20.50 122.75 10.20
1156 53.88 25.91 40.28 164.77 12.86
1157 53.78 32.06 39.42 167.90 14.92
1158 53.94 39.34 35.85 190.96 16.43
1159 53.87 59.56 32.73 197.00 16.55
1160 53.79 47.54 36.23 180.22 15.12
1161 53.94 34.10 38.56 189.26 13.81
1162 53.98 36.91 33.17 183.33 14.71
1163 54.02 28.51 36.95 178.81 14.36
1164 54.16 78.78 22.51 142.25 11.06
1165 54.26 4.81 22.28 103.67 5.68
1166 54.00 14.62 28.40 129.03 9.49
1167 54.11 50.15 35.38 182.93 15.93
1168 54.05 70.01 26.44 161.19 12.85
1169 54.25 30.55 40.96 173.13 12.13
1170 54.24 63.49 29.30 158.47 16.85
1171 54.41 83.71 19.19 128.26 10.37
1172 54.31 41.59 37.94 183.67 16.15
1173 54.48 12.08 46.26 146.76 8.05
1174 54.31 52.42 35.35 180.91 16.32
1175 54.52 73.91 24.62 150.20 12.09
1176 54.34 9.59 38.08 126.68 7.86
1177 54.52 22.56 64.01 153.59 12.17
1178 54.48 66.02 28.38 164.58 13.83
1179 54.73 91.58 13.56 102.46 7.59
1180 54.58 76.40 25.66 132.58 11.71
1181 55.25 86.03 21.27 131.52 8.93
1182 54.73 43.81 43.95 164.63 15.89
1183 54.66 61.17 31.84 155.49 16.16
1184 54.74 24.63 76.89 150.21 12.16
1185 54.77 68.51 27.03 167.62 13.32
1186 54.75 88.45 17.58 118.88 8.67
1187 54.83 16.73 68.72 144.00 9.65
1188 54.82 54.43 33.42 168.44 15.83
1189 54.83 56.44 41.90 153.39 15.15
1190 54.78 58.53 39.38 170.25 14.67
1191 54.91 33.42 80.30 170.91 14.69
1192 54.82 35.60 51.10 154.31 14.02
1193 54.97 71.46 31.64 153.64 12.33
1194 54.95 26.98 74.69 170.23 12.33
1195 54.96 48.07 36.59 167.37 16.55
1196 55.01 37.71 57.78 181.14 14.45
1197 54.94 81.20 19.62 115.43 11.42
1198 55.01 39.98 51.24 181.82 15.52
1199 55.40 8.08 97.52 139.28 6.38
1200 55.07 14.82 63.79 118.91 9.47
1201 55.14 31.57 100.89 159.91 13.52
1202 55.10 29.45 80.29 162.35 12.79
1203 55.24 50.51 48.83 151.38 14.88
1204 55.25 64.50 38.32 169.71 15.09
1205 55.56 5.09 48.81 92.31 5.56
1206 55.37 78.91 31.62 114.20 12.21
1207 55.37 42.41 59.90 159.05 16.18
1208 55.39 10.44 81.40 128.00 7.16
1209 55.42 18.76 154.00 121.43 10.26
1210 55.83 20.78 148.16 109.88 10.13
1211 55.47 62.22 61.15 154.04 15.96
1212 55.59 52.82 67.39 147.17 15.33
1213 55.57 67.22 48.35 146.68 15.21
1214 55.85 13.27 124.33 117.31 7.73
1215 55.56 46.04 70.32 158.54 16.98
1216 55.62 76.37 38.43 131.88 10.49
1217 55.70 69.62 41.10 137.17 12.98
1218 55.69 73.70 40.44 139.61 12.17
1219 55.73 28.07 189.26 136.52 12.51
1220 55.66 59.90 62.45 150.20 14.73
1221 55.74 82.11 34.61 104.37 10.96
1222 55.81 88.98 21.77 85.07 8.75
1223 55.60 35.65 144.72 118.31 14.61
1224 55.72 57.47 87.26 155.20 13.46
1225 55.86 44.47 165.80 117.63 15.31
1226 55.89 24.55 169.78 121.78 10.74
1227 55.91 38.38 196.88 134.02 14.90
1228 55.87 40.60 180.02 145.29 14.62
1229 55.82 92.62 15.46 78.33 7.85
1230 56.32 15.85 152.10 114.58 8.53
1231 55.96 30.67 193.69 116.71 12.91
1232 55.95 54.94 70.10 151.39 15.88
1233 55.87 94.23 12.27 81.27 7.55
1234 56.07 48.30 62.86 153.57 15.08
1235 56.14 71.56 74.96 142.98 12.08
1236 56.23 50.90 171.56 135.48 13.90
