#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim11 14A 8 even-skipped Kruppel giant
166 16.68 25.94 28.08 19.58 42.34
167 17.14 55.63 34.25 14.39 39.15
168 17.18 74.17 26.24 5.95 30.24
169 17.15 46.37 35.92 18.75 131.16
170 17.35 39.73 29.01 14.77 174.83
171 17.48 70.83 30.36 6.83 50.40
172 17.45 58.55 36.69 11.48 37.60
173 17.46 78.54 22.48 4.56 22.73
174 17.67 27.25 24.77 14.80 102.02
175 17.56 52.08 35.05 16.01 79.83
176 17.70 43.18 31.71 15.62 170.85
177 17.76 67.81 32.15 9.15 29.36
178 17.71 17.37 17.51 7.96 41.61
179 17.82 63.00 37.17 9.88 33.72
180 17.85 37.57 28.22 12.48 178.25
181 17.98 48.89 38.42 16.73 118.68
182 18.14 30.38 24.35 12.20 149.05
183 17.89 21.26 20.16 9.09 57.55
184 18.16 34.59 29.08 13.20 161.20
185 18.40 46.20 35.44 13.98 149.66
186 18.35 60.20 39.83 12.07 39.83
187 18.51 65.32 34.81 9.64 33.27
188 18.38 74.68 31.80 6.86 24.23
189 18.22 76.83 26.59 5.46 22.74
190 18.51 54.13 36.54 14.21 61.65
191 18.72 56.82 36.86 12.59 45.10
192 18.73 79.13 18.49 3.99 26.60
193 18.78 81.43 20.82 3.66 22.26
194 18.63 24.55 22.82 10.06 121.62
195 18.70 40.37 31.18 14.49 185.22
196 18.84 15.80 14.98 4.84 87.85
197 18.92 19.28 19.02 6.17 126.63
198 19.02 51.11 40.99 13.80 100.58
199 19.16 32.67 29.07 12.37 186.02
200 19.17 27.50 24.62 8.47 160.16
201 19.10 36.82 33.07 11.82 194.60
202 19.10 43.23 35.57 14.81 182.80
203 19.13 70.44 35.15 7.37 26.85
204 19.35 67.81 37.00 9.30 43.33
205 19.29 62.52 37.89 11.77 39.23
206 19.03 60.46 47.18 8.82 28.64
207 19.42 22.20 23.17 7.73 154.52
208 19.83 45.48 36.92 13.27 167.24
209 19.43 76.68 27.20 5.44 29.78
210 19.77 48.37 37.92 13.88 132.47
211 19.74 30.01 30.24 10.12 184.08
212 19.84 59.28 43.14 12.38 43.62
213 20.01 53.88 40.13 13.97 78.09
214 19.89 73.74 30.94 7.37 40.11
215 20.07 38.44 34.03 12.18 195.46
216 20.12 41.35 34.99 12.99 183.47
217 20.16 25.45 24.81 7.54 176.63
218 20.17 35.18 29.46 12.31 190.17
219 20.18 56.60 41.93 13.50 54.80
220 20.17 64.07 44.35 11.22 36.68
221 20.17 14.42 14.54 3.56 131.87
222 20.19 17.32 18.54 4.27 144.57
223 20.35 78.78 28.97 6.95 31.62
224 19.91 61.44 42.79 11.86 28.86
225 20.33 51.08 42.78 12.70 102.94
226 20.56 70.02 42.35 10.39 35.42
227 20.56 32.85 30.37 11.16 191.30
228 20.57 19.99 22.97 5.80 160.53
229 20.93 28.00 27.49 6.73 188.49
230 20.85 75.90 34.72 8.31 31.33
231 21.06 23.17 24.54 6.67 174.29
232 20.94 43.61 37.57 11.86 144.85
233 20.97 61.47 43.22 12.53 45.10
234 20.87 67.48 40.38 10.12 35.66
235 21.30 80.16 30.02 6.65 34.46
236 21.23 46.48 38.27 12.94 136.45
237 21.19 30.61 31.15 9.07 195.45
238 21.17 58.40 41.71 12.94 50.85
239 21.23 39.42 33.00 11.38 179.19
240 21.47 49.16 38.24 11.87 111.37
241 21.46 13.25 15.60 3.22 135.30
242 21.52 36.50 33.82 10.80 167.48
243 21.31 55.08 44.52 13.64 63.00
244 21.26 73.87 33.82 10.42 34.52
245 21.56 16.46 18.42 4.06 151.01
246 21.37 64.42 42.33 12.52 38.90
247 21.34 83.53 19.92 3.58 24.75
248 21.64 52.17 44.11 13.67 87.95
249 21.61 71.49 38.83 9.63 44.36
250 21.85 25.77 27.57 6.89 168.22
251 21.92 41.77 34.99 11.64 156.33
252 21.88 33.97 31.15 10.75 169.25
253 21.76 77.91 34.38 7.51 35.74
254 21.66 75.02 39.20 7.80 28.60
255 22.03 68.70 36.93 10.58 43.55
256 22.15 19.44 21.20 4.73 144.07
257 22.26 59.90 45.38 13.16 56.96
258 22.35 44.18 37.69 12.24 136.39
259 22.27 82.03 29.41 6.36 35.93
260 22.35 22.01 25.80 5.93 144.41
261 22.36 56.78 46.88 15.20 62.23
262 22.37 62.70 46.71 14.19 50.44
263 22.55 85.13 16.91 4.02 38.36
264 22.55 39.07 35.74 12.39 170.56
265 22.43 31.21 29.71 9.67 159.46
266 22.51 53.87 44.52 14.45 71.13
267 22.42 65.64 43.75 13.84 45.93
268 22.43 73.18 32.56 8.86 49.99
269 22.82 28.10 27.72 7.57 157.16
270 22.70 47.37 41.18 13.38 89.63
271 22.72 79.67 32.27 7.05 41.19
272 22.74 50.42 45.45 13.90 83.70
273 22.77 78.01 37.40 7.60 41.31
274 23.04 11.56 12.30 1.92 85.51
275 22.91 14.41 19.25 3.69 110.24
276 22.97 17.61 21.98 4.80 138.85
277 22.97 36.15 34.85 10.04 162.43
278 22.95 69.94 39.08 10.87 50.42
279 23.18 25.10 26.78 6.66 139.76
280 23.19 75.10 37.53 9.08 61.72
281 23.39 44.97 44.10 12.10 111.58
282 23.69 33.60 34.04 10.91 146.26
283 23.41 40.59 39.63 11.51 140.63
284 23.41 58.12 47.57 15.01 59.78
285 23.48 64.46 43.32 12.69 68.50
286 23.49 61.17 46.49 14.89 59.46
287 23.42 67.50 38.89 12.30 51.63
288 23.77 83.52 26.37 5.53 55.92
289 23.55 55.12 47.69 15.01 64.28
290 23.63 8.85 7.75 1.36 52.28
291 23.50 70.74 41.62 10.62 61.62
292 23.83 20.17 23.77 4.90 113.00
293 23.79 30.35 32.11 9.58 134.20
294 23.91 48.91 43.33 14.08 77.20
295 23.73 51.92 48.51 14.90 74.30
296 23.53 78.48 38.94 8.50 55.50
297 23.85 22.88 24.95 5.20 124.94
298 24.16 42.61 45.35 14.19 112.71
299 24.06 71.93 44.24 10.84 75.04
300 23.98 79.88 31.43 7.32 57.95
301 24.00 17.62 20.64 3.25 110.25
302 24.21 36.54 38.47 11.79 119.70
303 23.99 74.90 45.39 11.00 81.00
304 24.31 46.24 46.90 15.21 89.85
305 24.17 13.65 15.33 2.48 79.60
306 24.26 16.12 20.48 4.68 112.23
307 24.38 76.68 39.53 9.95 79.94
308 24.47 25.56 26.64 7.18 117.16
309 24.50 28.18 29.68 8.41 109.66
310 24.46 59.72 48.19 15.99 76.08
311 24.45 68.59 43.37 13.28 67.99
312 24.60 10.47 11.14 1.63 64.82
313 24.49 39.26 38.86 12.87 111.25
314 24.79 56.37 49.58 16.06 70.06
315 24.57 62.71 45.58 14.28 74.20
316 24.59 65.83 47.62 14.40 74.34
317 24.68 53.66 48.16 15.00 70.53
318 24.86 31.76 34.01 9.93 115.40
319 24.99 50.49 46.81 17.05 82.87
320 25.09 22.54 26.05 6.32 101.82
321 25.07 81.15 30.33 6.88 65.14
322 25.06 85.62 21.42 4.18 69.12
323 25.24 73.70 143.59 11.30 99.21
324 25.22 19.64 22.94 4.78 84.28
325 25.28 70.78 161.50 13.48 91.75
326 25.25 34.43 37.25 11.03 96.84
327 25.24 44.17 42.91 15.23 87.23
328 25.23 78.15 74.75 9.02 96.15
329 25.30 47.36 46.08 14.26 81.47
330 25.43 40.97 42.99 11.88 98.00
331 25.24 15.69 21.16 3.19 80.66
332 25.44 12.78 16.24 2.24 66.46
333 25.55 58.58 48.20 14.92 89.99
334 25.49 37.43 39.49 12.14 95.83
335 25.50 64.01 53.97 14.91 93.31
336 25.68 26.92 32.67 8.20 98.70
337 25.82 61.46 62.23 16.12 109.17
338 25.78 29.74 31.72 9.17 91.41
339 26.04 52.10 46.37 16.88 88.37
340 26.04 66.22 149.96 15.29 99.97
341 26.07 68.72 168.81 15.36 116.85
342 26.17 87.68 36.31 5.21 91.36
343 25.94 9.95 10.12 1.54 46.84
344 26.59 82.25 74.73 9.08 139.59
345 26.05 54.82 51.45 16.49 89.46
346 26.22 75.48 158.79 12.98 144.46
347 26.21 24.73 27.36 7.51 76.89
348 26.01 49.25 52.11 15.22 83.09
349 26.30 31.94 38.55 12.02 99.78
350 26.36 78.76 105.84 9.57 125.23
351 26.27 45.41 45.65 15.84 91.68
352 26.15 20.65 29.55 5.31 76.62
353 26.31 15.23 19.49 3.68 71.00
354 26.27 18.17 25.56 5.11 73.50
355 26.49 34.86 38.09 11.92 89.71
356 26.30 42.83 44.04 14.04 83.87
357 26.32 22.16 27.11 6.68 77.84
358 26.43 39.55 45.78 14.02 95.11
359 27.06 37.62 42.68 12.85 92.40
360 26.72 56.76 65.16 17.17 102.57
361 26.54 71.60 168.07 15.25 140.92
362 26.62 12.15 15.60 2.77 58.40
363 26.91 48.73 46.43 16.94 102.52
364 26.84 63.02 185.68 17.13 135.72
365 26.89 59.63 154.33 18.26 129.88
366 26.86 27.93 33.51 8.74 82.98
367 26.59 29.22 36.50 6.50 86.00
368 26.78 7.97 6.28 1.47 34.17
369 27.10 46.49 52.22 16.63 110.30
370 27.15 53.84 75.18 17.27 121.86
371 27.11 9.97 12.69 1.92 47.12
372 27.18 23.45 30.32 6.38 74.82
373 27.68 90.15 20.79 4.22 83.32
374 27.43 14.29 21.86 3.99 71.76
375 27.22 68.93 165.89 18.93 171.35
376 27.34 32.78 41.76 10.73 84.92
377 27.28 75.88 102.36 13.94 147.31
378 27.68 50.60 51.58 16.87 131.75
379 27.37 65.56 194.73 18.30 145.63
380 27.49 73.01 114.17 15.77 184.95
381 27.71 84.77 49.80 9.65 163.53
382 27.53 17.30 26.67 4.81 74.59
383 27.60 26.67 31.46 8.49 82.58
384 27.55 30.05 37.97 10.87 84.63
385 27.66 43.34 48.58 16.45 110.26
386 27.92 40.14 44.29 14.46 104.57
387 28.09 34.76 45.15 12.52 103.78
388 27.68 87.26 34.50 8.10 125.74
389 27.85 55.71 179.44 17.38 130.68
390 27.93 78.17 72.20 13.24 159.54
391 28.21 11.69 17.30 2.72 65.52
392 28.00 58.52 206.83 21.02 181.07
393 27.91 61.85 200.15 18.68 144.27
394 28.16 70.73 101.18 18.94 195.89
395 28.05 52.95 143.96 17.41 128.43
396 28.16 47.31 61.38 15.44 133.12
397 28.24 67.74 112.24 17.80 193.71
398 28.20 45.00 47.10 16.61 127.56
399 28.23 24.25 29.00 6.55 86.50
400 28.28 21.46 30.11 6.82 86.58
401 28.57 37.18 40.88 13.26 119.97
402 28.49 75.05 79.89 15.26 174.43
403 28.44 64.58 138.65 19.96 194.75
404 28.48 15.77 20.19 4.28 75.48
405 28.60 29.15 38.90 10.21 97.57
406 28.71 31.78 41.06 11.41 105.63
407 28.62 80.88 45.85 12.25 152.26
408 28.91 41.65 77.91 15.87 155.74
409 28.34 14.33 21.67 2.67 82.00
410 28.64 18.83 21.30 4.32 81.98
411 28.95 26.58 37.97 8.58 103.40
412 28.86 59.29 207.72 21.73 220.85
413 29.10 88.20 29.37 8.02 103.96
414 29.11 51.24 189.24 20.90 190.93
415 29.07 53.77 206.17 20.71 173.02
416 28.92 56.18 200.70 20.28 183.91
417 29.11 61.74 122.07 20.71 210.97
418 29.32 72.33 77.44 17.33 167.21
419 29.15 48.47 190.08 19.45 168.04
420 29.37 44.10 184.59 19.61 183.55
421 29.25 23.83 31.92 7.31 100.66
422 29.31 66.85 93.66 21.50 174.36
423 29.24 84.63 36.87 9.98 121.05
424 29.30 13.78 21.46 3.37 84.28
425 29.33 20.95 32.22 6.24 107.33
426 29.77 38.53 147.15 16.57 168.04
427 29.48 78.03 54.44 15.01 163.15
428 29.04 91.40 19.09 5.13 38.83
429 29.15 34.01 43.16 11.95 124.05
430 29.54 69.62 82.90 19.90 160.19
431 29.74 46.49 179.34 19.17 197.14
432 29.39 16.55 24.68 4.19 92.66
433 29.54 36.08 64.19 14.79 154.56
434 29.88 92.43 18.16 4.60 32.82
435 29.77 8.47 32.99 1.46 49.66
436 30.22 28.64 103.87 10.58 151.16
437 29.76 64.32 87.25 19.67 190.58
438 29.71 56.90 147.67 22.71 224.80
439 29.81 74.88 60.42 17.70 166.84
440 29.81 81.46 46.04 12.50 146.95
441 30.01 11.48 91.36 3.36 105.61
442 29.99 31.00 136.27 14.43 142.36
443 29.83 33.36 54.73 14.18 137.49
444 29.66 40.21 143.25 18.62 176.44
445 30.17 17.82 105.69 4.45 123.16
446 30.23 26.09 151.17 9.35 152.62
447 30.11 59.37 98.99 21.52 213.96
448 30.26 54.38 159.95 22.28 228.67
449 30.29 20.36 122.69 6.34 150.57
450 30.19 49.14 201.31 23.63 208.35
451 30.14 51.92 201.79 24.23 214.28
452 30.28 89.47 27.26 6.86 53.32
453 30.48 23.63 142.23 8.94 147.76
454 30.26 42.62 186.14 18.98 207.12
455 30.51 61.73 89.79 23.54 207.20
456 30.53 85.56 40.76 12.35 98.85
457 30.48 35.70 183.39 15.90 163.31
458 30.62 67.37 66.97 20.68 158.13
459 30.51 14.71 103.12 3.60 129.05
460 30.75 40.31 173.99 17.68 211.16
461 30.51 45.15 180.78 20.58 221.81
462 30.84 70.45 63.49 21.44 139.28
463 30.91 73.29 60.38 17.66 133.86
464 30.89 76.54 51.44 15.39 137.97
465 30.87 7.34 33.23 1.37 60.76
466 30.92 32.93 187.03 17.24 189.91
467 30.88 82.78 43.39 14.55 80.08
468 30.87 56.77 102.06 21.51 204.43
469 31.00 64.26 82.94 24.81 181.64
470 31.14 47.02 154.32 21.37 219.11
471 31.10 79.66 49.23 16.21 108.80
472 31.14 50.04 122.89 23.64 225.50
473 31.16 52.52 142.25 25.25 231.26
474 31.52 92.24 55.85 6.14 18.76
475 31.25 18.71 152.51 7.77 198.36
476 31.34 37.68 156.97 20.07 212.55
477 31.37 30.57 170.07 14.17 188.74
478 31.46 59.50 76.46 23.83 189.31
479 31.40 21.85 150.62 8.24 189.11
480 31.33 43.53 142.48 20.81 225.14
481 31.45 12.49 103.14 3.87 156.08
482 31.60 88.16 95.55 13.50 45.09
483 31.47 27.12 175.78 13.68 210.46
484 31.55 35.36 172.97 18.67 210.34
485 31.70 90.01 91.60 10.79 34.63
486 31.60 15.98 113.56 4.86 187.80
487 31.58 24.55 131.55 9.15 183.64
488 31.75 54.63 107.27 24.51 211.22
489 31.82 9.40 48.70 2.66 138.84
490 31.91 68.61 58.23 23.31 125.28
491 31.84 86.17 92.58 14.19 45.22
492 31.96 40.28 142.60 21.05 225.21
493 31.94 84.23 86.64 14.45 47.54
494 32.17 6.51 30.53 1.69 98.34
495 31.94 65.49 66.48 25.00 145.65
496 32.08 71.73 53.31 21.61 105.51
497 32.07 61.85 72.57 25.05 175.67
498 32.08 33.21 135.12 18.03 218.38
499 32.19 74.64 56.52 18.41 102.11
500 31.97 81.11 54.38 17.41 64.56
501 32.12 48.13 100.58 22.68 230.16
502 32.57 56.82 70.86 26.42 189.90
503 32.24 51.01 92.59 23.23 225.82
504 32.29 77.55 49.79 18.53 70.00
505 32.35 45.38 98.82 22.64 227.22
506 32.56 14.08 84.03 5.72 200.52
507 32.34 19.64 107.04 8.07 205.71
508 32.57 30.99 123.29 16.47 230.56
509 32.59 28.71 146.80 13.95 227.56
510 32.53 26.20 109.62 14.55 222.99
511 32.52 37.93 125.04 20.53 222.81
512 32.54 42.62 93.73 22.00 232.00
513 32.59 22.40 101.34 10.11 210.26
514 32.63 93.64 36.84 5.12 14.18
515 32.79 11.01 54.24 3.67 175.60
516 32.87 35.34 96.43 17.27 215.99
517 32.77 53.06 76.01 26.46 206.27
518 32.93 16.88 75.74 6.54 201.95
519 33.03 82.92 138.39 18.30 43.85
520 33.08 88.32 141.70 16.01 25.49
521 33.05 59.43 65.57 27.97 149.27
522 32.96 63.56 62.72 27.62 126.18
523 33.00 66.63 59.51 23.01 99.23
524 33.21 80.67 142.50 19.40 44.49
525 33.18 69.78 57.61 23.90 88.59
526 33.16 49.30 83.74 24.86 216.74
527 33.57 85.31 145.48 18.69 29.85
528 33.27 8.34 33.14 2.88 140.77
529 33.35 24.44 95.66 12.84 216.18
530 33.23 90.95 85.20 9.20 20.19
531 33.50 40.49 70.61 21.54 212.81
532 33.35 72.85 58.67 25.30 80.38
533 33.51 46.56 72.83 23.67 213.45
534 33.44 78.70 122.21 21.17 45.59
535 33.47 32.71 94.47 18.92 222.62
536 33.58 19.60 74.51 8.16 210.81
537 33.63 75.88 113.07 21.90 58.25
538 33.62 43.55 79.42 22.63 212.85
539 33.53 92.81 45.52 9.30 14.67
540 33.74 5.69 14.65 1.69 90.45
541 33.86 12.82 42.33 4.92 201.74
542 33.76 37.65 60.64 20.44 212.27
543 33.83 51.23 64.17 26.03 186.81
544 33.81 61.24 62.03 25.67 101.73
545 33.80 27.12 68.91 14.36 222.77
546 33.92 54.13 63.12 25.84 177.77
547 33.95 29.79 79.35 16.95 227.35
548 34.12 15.24 42.38 6.19 201.69
549 34.07 22.36 54.21 9.62 210.95
550 34.09 57.18 68.94 28.97 147.11
551 34.04 64.12 67.20 29.07 94.24
552 34.22 35.03 66.12 19.10 214.35
553 34.11 67.30 66.22 27.44 76.03
554 34.41 10.30 29.51 4.07 181.27
555 34.06 93.89 32.73 7.07 15.60
556 34.43 70.62 103.08 28.59 60.98
557 34.59 17.73 42.95 7.86 205.71
558 34.46 48.33 62.40 26.14 179.23
559 34.35 91.06 74.19 21.15 16.62
560 34.67 59.13 68.22 29.72 115.74
561 34.41 82.92 155.51 20.37 30.94
562 34.43 88.06 98.87 17.87 20.65
563 34.49 80.89 158.23 25.66 32.32
564 34.63 44.73 61.52 24.41 196.29
565 34.81 73.70 174.03 29.24 46.24
566 34.67 7.84 16.73 2.86 142.81
567 34.70 77.99 176.58 31.53 40.55
568 34.67 39.57 61.17 23.33 199.55
569 34.77 42.03 57.42 23.40 191.76
570 34.79 24.33 60.94 13.21 207.96
571 34.75 31.99 61.89 16.92 215.12
572 35.00 27.23 52.44 13.60 207.59
573 35.00 52.33 64.23 27.28 155.18
574 34.95 61.39 66.40 34.64 96.02
575 34.88 92.27 56.60 19.49 16.56
576 35.22 5.30 9.23 2.16 82.69
577 35.40 85.30 119.88 27.93 22.05
578 35.12 55.25 65.74 28.62 142.85
579 35.16 64.54 169.90 29.85 60.25
580 35.06 20.73 34.69 8.99 193.20
581 35.31 37.31 54.86 20.78 188.16
582 35.30 67.97 180.38 31.58 55.01
583 35.11 93.87 35.71 11.00 15.75
584 35.30 12.76 28.84 5.42 172.64
585 35.31 29.74 52.68 16.25 209.86
586 35.42 49.79 64.87 27.24 155.58
587 35.46 15.19 32.78 6.93 190.44
588 35.36 34.26 56.44 19.39 201.89
589 35.45 46.29 61.70 25.64 167.10
590 35.41 57.50 73.03 33.51 108.62
591 35.54 81.19 140.33 33.45 27.69
592 35.72 75.80 166.95 27.67 34.09
593 35.80 71.12 190.64 31.42 42.16
594 35.93 89.24 81.15 37.64 20.75
595 35.82 10.46 18.63 3.72 144.59
596 35.82 40.57 58.83 24.62 166.22
597 35.45 94.64 30.75 11.50 14.25
598 35.92 18.07 30.41 8.67 185.31
599 35.90 43.59 61.10 26.37 178.67
600 35.89 92.36 57.37 32.20 15.18
601 36.03 7.61 14.25 3.12 124.70
602 35.97 22.35 38.30 11.76 182.28
603 36.18 24.90 40.88 13.24 184.51
604 36.09 62.16 204.81 37.22 66.11
605 36.13 32.32 55.16 22.37 184.70
606 36.18 78.51 163.06 40.38 30.23
607 36.10 47.67 67.61 28.39 144.95
608 36.29 59.42 195.21 33.90 64.88
609 36.18 52.26 71.56 32.71 112.42
610 36.15 54.81 82.41 37.66 110.27
611 36.40 27.20 43.63 15.42 181.22
612 36.39 35.46 52.70 21.63 179.92
613 36.41 65.69 197.81 36.91 49.19
614 36.61 20.14 33.46 10.89 162.00
615 36.52 29.75 46.93 18.38 182.39
616 36.59 38.46 54.32 23.21 153.82
617 36.64 73.19 160.69 38.58 35.10
618 36.74 56.62 191.78 37.79 59.31
619 36.64 12.65 23.25 5.40 136.38
620 36.63 68.37 177.93 35.16 40.64
621 36.68 50.11 121.77 32.57 102.43
622 36.71 82.98 88.52 39.54 23.90
623 36.68 15.28 26.62 6.81 153.90
624 36.86 44.95 64.19 29.26 143.91
625 37.13 5.16 8.72 2.01 56.13
626 36.79 85.68 93.25 55.79 22.82
627 36.84 41.96 64.66 28.20 137.90
