#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rge9 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
624 37.11 62.21 169.15 47.78 31.36
625 37.05 54.50 89.54 49.65 73.97
626 37.30 35.63 35.78 46.01 116.51
627 37.23 65.04 187.77 51.97 29.23
628 37.06 83.17 103.70 35.60 10.80
629 37.28 25.06 33.04 40.54 98.56
630 37.25 51.19 62.64 51.30 86.82
631 37.36 42.76 43.37 51.98 124.07
632 37.46 32.68 35.00 43.05 106.47
633 37.50 59.59 190.55 53.49 35.25
634 37.48 92.21 24.98 21.17 4.63
635 37.49 11.99 38.96 27.85 53.29
636 37.65 81.90 86.51 40.78 10.09
637 37.62 89.83 58.41 30.91 6.10
638 37.58 14.83 31.74 29.42 58.61
639 37.55 38.01 40.22 49.55 136.98
640 37.92 8.16 65.43 24.60 31.13
641 37.59 19.88 34.48 35.01 76.76
642 37.59 76.26 127.44 52.40 14.18
643 37.62 40.49 41.92 49.88 121.33
644 37.80 52.82 180.38 52.58 50.84
645 37.77 86.95 81.35 39.59 8.80
646 37.72 27.46 52.71 46.34 85.84
647 37.96 79.16 102.19 54.42 11.77
648 37.84 17.39 45.54 34.37 63.19
649 37.75 47.36 94.58 56.08 96.42
650 38.00 55.30 186.08 57.19 38.47
651 37.93 30.44 65.85 45.52 101.02
652 38.04 49.32 166.00 50.97 54.75
653 37.94 68.15 167.54 62.27 19.59
654 38.26 57.58 201.34 61.73 32.93
655 38.03 22.65 59.86 43.47 72.35
656 38.02 45.19 102.98 52.76 87.74
657 38.24 63.67 182.00 59.30 22.77
658 38.21 70.94 131.79 64.02 15.15
659 38.15 84.52 69.52 51.74 8.98
660 38.30 74.06 122.77 60.58 13.55
661 38.24 24.88 87.35 44.92 62.27
662 38.34 61.48 186.92 62.40 23.40
663 38.58 12.62 112.61 30.61 29.95
664 38.27 34.34 64.26 52.06 91.91
665 38.37 36.71 84.10 51.08 87.27
666 38.29 43.07 119.26 54.35 85.96
667 38.46 66.01 159.14 64.35 20.63
668 38.64 28.75 132.54 48.49 55.73
669 38.60 31.75 123.10 51.43 62.05
670 38.65 51.14 201.82 60.16 34.69
671 38.90 10.74 102.02 29.68 24.34
672 38.80 18.72 108.68 39.55 39.55
673 38.77 21.06 125.52 41.35 43.16
674 38.69 41.25 149.34 55.60 70.57
675 38.72 47.26 190.38 54.52 50.38
676 38.89 59.65 174.66 71.38 23.18
677 38.78 77.26 80.59 73.79 11.39
678 38.80 90.49 45.22 40.56 6.73
679 39.01 16.08 112.95 37.26 28.01
680 38.94 26.59 128.01 49.27 47.04
681 38.95 53.53 192.33 62.37 31.81
682 39.01 68.34 126.82 74.74 16.91
683 39.12 87.28 55.20 63.12 7.67
684 39.09 45.14 193.83 54.77 45.20
685 39.12 80.36 66.32 72.75 10.01
686 39.16 72.77 100.92 83.00 12.84
687 39.24 55.81 195.97 72.62 25.20
688 39.20 23.51 149.10 45.75 38.88
689 39.34 33.26 165.09 55.10 44.83
690 39.32 35.63 178.37 54.89 46.71
691 39.30 39.63 185.78 59.75 54.20
692 39.64 37.66 186.21 57.83 41.64
693 39.47 43.25 189.00 63.13 41.11
694 39.42 49.31 193.92 69.03 34.24
695 39.42 62.39 137.44 80.49 16.81
696 39.43 64.52 133.34 76.51 17.16
697 39.49 70.55 110.60 91.97 13.60
698 39.51 7.30 89.91 27.28 13.28
699 39.47 8.89 103.74 33.64 15.94
700 39.53 30.25 166.63 55.63 37.00
701 39.53 57.87 157.04 78.15 21.56
702 39.58 75.15 84.95 98.78 11.68
703 39.80 66.68 118.65 92.83 15.70
704 39.77 83.43 43.08 76.86 8.49
705 39.71 51.90 161.74 70.88 26.16
706 40.09 90.65 27.64 60.22 6.39
707 39.89 13.62 123.60 38.58 19.14
708 39.88 47.20 200.60 67.48 33.78
709 39.58 81.67 49.00 80.83 8.17
710 39.94 25.84 177.19 57.15 30.28
711 40.02 21.08 150.13 49.31 24.29
712 40.02 41.49 185.37 66.42 37.13
713 40.03 78.10 52.53 92.60 11.12
714 40.05 18.41 135.54 48.14 23.13
715 40.01 60.46 142.98 87.52 19.33
716 40.08 94.01 10.23 26.08 2.94
717 40.21 28.27 161.72 53.73 27.07
718 40.03 54.13 153.42 85.71 21.29
719 40.25 10.73 107.64 38.44 13.70
720 40.31 69.01 73.88 117.41 14.33
721 40.37 86.18 38.10 85.45 7.69
722 40.41 23.71 164.83 60.44 23.04
723 40.42 45.17 186.74 77.27 28.67
724 40.33 72.38 60.70 114.79 13.23
725 40.45 50.33 170.54 88.07 19.89
726 40.58 16.20 118.88 51.94 17.35
727 40.47 33.08 171.36 63.19 30.05
728 40.55 80.54 38.00 99.01 10.16
729 40.61 35.48 165.11 67.51 26.71
730 40.61 56.29 127.68 103.27 17.66
731 40.54 58.37 150.88 100.46 17.33
732 40.60 7.27 89.63 38.15 8.90
733 40.61 30.55 164.52 69.00 25.31
734 40.55 39.58 163.82 71.43 29.10
735 40.56 65.05 105.73 124.46 16.07
736 40.64 62.77 97.00 112.79 17.29
737 40.78 43.20 162.33 77.37 24.82
738 40.86 48.49 159.62 90.43 22.14
739 40.75 75.48 46.29 114.50 10.46
740 40.81 52.20 148.82 98.27 20.12
741 41.00 37.61 171.11 72.61 26.65
742 41.12 67.20 54.43 140.78 15.00
743 41.26 92.83 17.25 57.72 5.36
744 41.03 26.59 138.50 72.77 20.11
745 41.22 19.66 108.17 64.06 15.06
746 41.22 22.05 143.56 65.45 18.00
747 41.12 46.59 142.36 85.23 19.89
748 41.10 54.28 129.96 124.67 18.43
749 41.14 60.21 111.00 143.00 17.60
750 41.22 83.22 34.97 98.57 8.67
751 41.35 9.95 84.64 51.12 9.94
752 41.22 13.69 94.41 56.97 12.34
753 41.32 70.21 54.84 155.96 13.26
754 41.33 41.65 141.77 90.31 21.04
755 41.44 77.69 36.39 126.01 10.66
756 41.38 72.80 46.19 140.74 11.88
757 41.53 87.19 29.38 95.29 7.69
758 41.59 90.17 22.56 83.25 6.56
759 41.57 24.40 145.65 68.58 14.83
760 41.65 28.90 125.03 77.44 17.90
761 41.63 17.33 96.15 73.77 12.47
762 41.58 33.85 144.61 87.39 19.68
763 41.62 31.49 134.99 79.13 17.36
764 41.60 50.49 116.02 115.96 16.59
765 41.64 64.56 54.45 148.99 15.39
766 41.70 39.51 153.24 93.82 18.15
767 41.68 57.87 86.14 154.55 16.45
768 41.74 44.30 131.27 108.50 18.25
769 41.78 62.02 67.49 152.31 16.48
770 41.75 80.11 34.51 111.18 10.06
771 41.86 35.97 134.88 96.75 17.93
772 41.99 6.67 65.23 51.70 7.87
773 41.90 52.98 105.08 145.38 16.52
774 41.89 55.61 83.28 147.93 16.41
775 41.99 75.12 38.35 133.26 11.11
776 42.03 8.13 60.95 60.62 7.49
777 42.09 48.85 100.28 142.20 19.69
778 42.07 46.59 117.88 134.93 16.97
779 42.10 68.11 45.53 167.95 13.65
780 42.17 26.65 117.24 88.16 15.03
781 42.27 59.92 58.30 161.83 16.07
782 42.30 13.03 67.50 74.70 9.73
783 42.38 21.73 85.78 96.90 12.94
784 42.48 15.89 66.03 82.10 10.14
785 42.32 41.86 112.56 120.29 18.31
786 42.48 19.40 77.60 106.00 12.32
787 42.58 37.60 97.16 125.81 17.25
788 42.54 84.84 38.27 105.26 8.21
789 42.55 70.23 45.52 168.70 13.27
790 42.49 72.51 53.59 156.00 13.44
791 42.61 66.06 47.94 172.16 14.66
792 42.55 82.09 50.94 119.11 8.80
793 42.62 63.05 48.48 171.98 13.90
794 42.76 10.34 50.63 77.16 7.68
795 42.68 23.88 94.42 96.77 12.39
796 42.61 30.54 106.69 100.98 14.57
797 42.68 33.09 101.19 111.68 16.30
798 42.60 51.73 70.20 162.41 16.29
799 42.83 43.71 99.24 139.18 16.59
800 42.66 56.62 61.45 173.12 16.33
801 42.81 88.40 35.35 112.11 6.92
802 42.82 39.76 85.90 132.53 15.83
803 42.86 77.10 48.08 135.85 10.57
804 42.91 54.23 60.25 169.84 14.52
805 43.23 6.82 34.14 74.88 6.53
806 43.10 35.20 83.54 122.78 15.59
807 43.11 28.47 83.95 118.33 13.94
808 42.97 45.88 83.37 155.16 17.14
809 43.03 48.09 64.96 158.77 16.25
810 43.05 58.58 49.93 179.18 16.35
811 43.16 50.16 60.98 167.67 16.45
812 43.12 79.53 77.10 131.92 10.17
813 43.19 74.34 85.56 161.06 11.84
814 43.28 25.88 63.19 119.69 13.29
815 43.30 61.03 46.56 194.29 15.12
816 43.30 68.24 53.23 172.88 14.61
817 43.34 64.45 47.49 190.62 15.40
818 43.47 18.22 41.49 114.97 10.32
819 43.43 41.59 73.24 157.71 16.38
820 43.51 13.11 45.80 97.55 8.61
821 43.55 71.09 94.00 173.18 12.31
822 43.59 15.75 44.61 118.98 9.33
823 43.66 20.76 48.12 123.28 10.94
824 43.59 83.62 99.22 126.30 8.88
825 43.59 52.44 52.39 186.31 15.35
826 43.63 56.57 49.85 191.58 14.21
827 43.75 23.40 53.88 133.25 11.77
828 43.74 30.71 68.09 143.56 14.15
829 43.77 36.99 67.33 141.13 15.05
830 43.72 92.35 77.75 78.43 6.70
831 43.83 39.13 63.42 163.26 15.36
832 43.87 44.74 58.93 175.34 15.75
833 43.89 89.68 117.77 107.52 7.00
834 43.92 33.18 59.28 142.25 14.39
835 44.04 10.29 32.56 106.51 7.17
836 43.94 46.87 48.85 174.96 14.34
837 43.99 54.53 57.13 189.54 16.00
838 44.08 66.06 62.63 180.70 14.38
839 44.12 80.75 148.13 127.20 9.42
840 44.06 62.96 54.98 187.54 15.02
841 43.93 87.20 106.78 120.39 8.59
842 44.10 27.17 50.52 144.92 13.90
843 44.08 48.98 51.37 183.27 15.40
844 44.08 58.99 55.65 195.88 15.10
845 44.13 75.86 170.17 148.56 10.82
846 44.21 42.80 53.60 176.48 15.36
847 44.23 85.71 114.43 122.49 8.62
848 44.20 73.13 164.29 164.01 12.01
849 44.38 50.83 50.12 191.58 15.48
850 44.37 69.09 112.37 190.61 14.07
851 44.50 35.16 51.03 160.67 14.59
852 44.67 78.08 187.85 141.70 9.99
853 44.53 60.84 84.85 202.33 14.96
854 44.55 14.79 32.13 124.56 8.70
855 44.58 17.45 31.56 137.22 9.03
856 44.60 40.44 50.40 173.10 16.33
857 44.66 24.95 40.21 143.36 11.86
858 44.67 29.26 42.34 157.69 13.70
859 44.59 57.05 71.94 205.29 14.44
860 44.63 22.30 37.04 139.90 10.26
861 44.66 52.80 63.33 208.06 15.85
862 44.84 71.16 198.62 189.00 12.58
863 44.90 83.24 144.48 120.00 8.73
864 45.03 92.69 119.06 92.05 6.18
865 44.95 31.55 42.07 164.85 13.29
866 44.80 37.56 51.48 177.45 15.22
867 45.00 12.72 28.79 129.59 8.01
868 45.05 20.17 36.06 149.44 9.15
869 44.87 45.38 47.98 192.65 13.88
870 44.91 47.71 51.18 200.63 15.39
871 45.01 67.12 127.25 201.57 14.86
872 45.06 87.80 163.38 112.36 7.82
873 45.03 55.03 93.10 209.69 14.85
874 45.07 63.04 153.50 204.50 14.95
875 45.28 10.08 24.00 126.06 6.97
876 45.34 33.68 40.90 172.76 13.67
877 45.27 43.31 55.81 197.08 16.64
878 45.25 58.98 163.92 211.71 15.85
879 45.37 65.06 172.41 198.59 14.82
880 45.28 27.29 39.51 163.48 12.47
881 45.40 49.57 72.56 208.48 16.44
882 45.39 73.47 207.13 168.19 11.17
883 45.48 75.84 191.43 152.52 10.30
884 45.54 80.26 182.46 127.61 9.61
885 45.50 4.95 21.59 95.38 5.48
886 45.49 41.16 63.41 197.84 15.71
887 45.49 68.89 191.62 198.67 13.75
888 45.51 51.40 81.89 203.86 13.98
889 45.62 22.68 44.58 162.52 10.58
890 45.71 15.39 34.34 139.30 8.51
891 45.65 18.19 38.86 160.97 9.23
892 45.65 35.97 47.89 186.17 14.09
893 45.72 38.46 49.29 180.42 14.13
894 45.65 53.25 157.79 218.12 15.37
895 45.64 56.84 182.32 213.40 15.44
896 45.65 60.83 215.15 208.57 15.72
897 45.98 85.29 161.37 119.24 8.36
898 45.71 46.53 75.98 210.20 15.12
899 45.82 7.42 28.28 130.56 6.71
900 45.81 25.09 48.25 174.31 11.65
901 45.88 29.76 52.62 179.54 12.74
902 46.00 70.74 216.70 190.70 13.12
903 46.08 44.54 92.44 209.68 15.64
904 46.29 77.99 171.26 151.17 10.21
905 46.15 54.73 213.20 215.24 16.26
906 46.15 67.32 203.44 199.14 13.80
907 46.23 82.45 164.39 123.51 8.79
908 46.21 31.91 57.25 184.29 13.46
909 46.15 62.90 215.52 203.13 14.95
910 46.32 89.01 151.62 110.93 6.87
911 46.28 48.26 149.76 210.49 16.10
912 46.28 11.76 40.11 141.05 7.68
913 46.28 13.20 49.48 140.60 7.52
914 46.34 20.33 76.50 171.63 9.73
915 46.36 58.40 214.00 214.12 15.52
916 46.39 92.26 114.34 87.27 6.38
917 46.32 27.69 68.53 182.47 12.56
918 46.37 40.00 85.39 203.29 15.12
919 46.43 42.34 139.60 204.98 15.27
920 46.51 9.67 48.79 137.00 7.16
921 46.57 34.08 80.10 196.22 13.83
922 46.58 50.16 202.91 213.50 16.15
923 46.60 65.14 199.84 201.05 13.41
924 46.53 72.95 210.80 186.23 13.07
925 46.57 52.25 205.23 219.73 16.17
926 46.65 17.18 96.14 156.04 7.94
927 46.66 36.19 109.12 197.31 14.81
928 46.69 60.50 213.73 207.83 15.52
929 46.66 23.05 115.08 171.67 10.48
930 46.82 75.48 172.72 162.99 11.24
931 46.75 56.21 221.88 210.69 14.47
932 46.80 46.26 203.60 206.14 15.74
933 46.93 5.09 67.84 105.75 5.52
934 46.95 14.71 81.82 152.01 7.99
935 47.00 38.20 106.82 202.08 13.53
936 47.04 7.33 82.39 134.10 6.03
937 46.90 25.57 114.66 185.36 11.20
938 46.99 69.97 171.51 194.19 13.38
939 47.11 80.52 117.80 146.46 9.78
940 47.11 30.11 146.52 191.10 13.05
941 47.19 44.09 212.42 213.36 15.77
942 47.27 86.85 115.93 111.33 7.43
943 47.20 62.94 207.11 204.48 14.76
944 47.23 54.06 217.26 215.67 15.78
945 47.26 67.26 162.35 198.03 13.92
946 47.37 32.27 179.67 190.92 14.02
947 47.37 21.22 159.08 176.34 10.69
948 47.37 27.92 167.22 188.07 12.64
949 47.39 83.75 116.35 129.50 8.33
950 47.45 11.35 118.50 142.57 7.19
951 47.47 18.65 142.85 175.71 8.53
952 47.35 40.22 192.31 212.22 14.43
953 47.47 48.04 195.23 213.65 14.89
954 47.48 93.59 52.00 78.42 5.86
955 47.53 42.28 220.53 207.53 14.88
956 47.46 58.72 195.02 211.13 14.80
957 47.58 52.04 201.65 220.92 15.83
958 47.53 72.92 131.56 174.72 10.92
959 47.65 78.17 104.27 155.20 10.68
960 47.56 90.54 92.60 107.47 6.56
961 47.70 23.76 172.78 181.93 10.90
962 47.73 34.46 175.88 201.18 14.07
963 47.67 50.02 202.42 215.08 14.48
964 47.72 36.53 192.75 200.92 13.94
965 47.67 56.41 188.66 212.55 14.45
966 47.77 64.93 145.49 207.08 13.80
967 47.73 61.03 155.02 207.96 14.36
968 47.81 45.82 219.46 217.16 14.70
969 47.99 13.62 133.24 155.77 7.76
970 48.01 16.19 141.22 164.90 8.81
971 48.00 69.19 143.12 197.53 13.98
972 48.04 75.73 122.16 161.98 10.33
973 48.01 8.40 114.12 142.25 6.83
974 48.01 26.11 176.00 186.97 10.82
975 48.32 71.51 116.16 183.29 12.49
976 48.25 54.81 179.89 218.60 16.13
977 48.28 30.71 190.20 196.63 13.03
978 48.31 39.71 186.10 205.93 14.34
979 48.31 81.15 61.35 133.05 8.80
980 48.31 20.04 163.02 180.74 9.55
981 48.37 66.79 123.67 204.46 13.42
982 48.45 88.27 70.42 110.15 7.14
983 48.35 28.70 168.72 185.14 11.33
984 48.45 62.75 93.91 199.16 14.40
985 48.50 44.25 172.10 211.03 14.34
986 48.44 84.40 63.78 119.97 7.78
987 48.54 37.71 181.91 209.52 13.63
988 48.49 52.83 170.64 219.75 14.93
989 48.48 57.71 128.89 207.41 14.09
990 48.49 86.14 61.88 116.72 7.22
991 48.58 22.28 158.92 175.96 10.15
992 48.57 42.07 191.52 211.53 15.03
993 48.54 59.85 98.65 211.54 14.63
994 48.49 94.05 26.44 71.81 5.92
995 48.63 10.66 140.84 157.75 7.54
996 48.59 48.76 152.62 215.42 14.46
997 48.63 32.81 164.47 196.39 13.84
998 48.68 46.75 144.40 216.58 14.90
999 48.67 50.84 128.41 212.80 14.65
1000 48.67 73.98 75.39 176.82 10.96
1001 48.81 17.98 146.94 174.70 9.41
1002 48.93 91.52 41.75 113.34 6.08
1003 48.79 35.58 177.03 205.74 14.77
1004 48.91 77.89 56.41 147.11 10.32
1005 48.98 64.83 90.49 206.77 14.05
1006 48.96 24.63 145.98 184.81 11.31
1007 49.02 26.97 162.16 186.73 11.35
1008 49.07 68.40 82.13 201.17 13.56
1009 49.02 7.72 93.80 141.66 6.46
1010 48.96 13.27 117.63 155.33 8.18
1011 49.22 56.16 88.12 216.98 14.32
1012 49.32 70.53 72.23 187.36 13.73
1013 49.30 15.73 109.72 165.66 8.27
1014 49.27 54.16 101.62 219.76 14.73
1015 49.43 83.29 36.14 124.86 8.08
1016 49.35 40.76 135.43 210.82 14.54
1017 49.39 61.23 74.63 212.37 14.50
1018 49.40 20.32 92.86 180.03 9.71
1019 49.49 80.20 42.31 147.29 9.08
1020 49.47 29.61 121.47 191.91 11.69
1021 49.63 75.66 43.56 163.26 10.26
1022 49.55 38.65 125.21 205.85 14.52
1023 49.53 45.19 112.57 215.06 15.74
1024 49.55 52.13 87.27 215.44 15.29
1025 49.55 58.85 77.84 209.39 14.20
1026 49.60 72.94 47.16 170.94 10.99
1027 49.53 34.08 131.02 196.21 13.19
1028 49.69 42.99 116.29 207.22 13.89
1029 49.60 49.51 90.86 214.06 15.02
1030 49.67 66.64 60.47 204.12 14.21
1031 49.63 86.43 35.05 113.73 6.98
1032 49.69 88.30 27.57 105.59 6.80
1033 49.68 31.70 90.14 193.16 11.95
1034 49.71 63.17 65.87 204.07 14.02
1035 49.74 22.66 105.33 180.95 9.70
1036 49.63 47.38 91.39 214.49 14.73
1037 49.73 10.32 72.56 148.92 6.90
1038 49.85 36.71 105.61 207.10 13.86
1039 49.96 17.92 75.79 169.37 8.32
1040 50.12 93.55 18.89 91.74 6.18
1041 49.98 7.14 45.30 135.49 5.84
1042 49.96 13.19 61.58 158.32 7.65
1043 50.11 24.98 80.20 187.98 10.37
1044 50.01 27.38 93.83 191.79 11.83
1045 50.09 56.98 61.78 211.92 13.80
1046 50.28 69.00 43.75 188.61 12.49
1047 50.27 90.32 22.77 91.98 6.25
1048 50.27 54.49 67.55 211.87 14.53
1049 50.42 78.41 35.12 151.05 9.21
1050 50.46 64.82 53.52 197.55 12.83
1051 50.31 50.77 69.46 215.17 15.96
1052 50.35 40.61 74.32 202.51 14.25
1053 50.35 60.51 54.31 207.00 14.84
1054 50.46 34.86 76.29 199.67 13.29
1055 50.52 71.33 40.23 172.00 10.97
1056 50.55 15.46 54.30 156.99 8.11
1057 50.48 20.29 57.75 172.32 8.54
1058 50.55 84.93 27.86 120.20 7.97
1059 50.61 43.98 72.19 209.91 14.64
1060 50.55 46.12 59.41 210.33 15.89
1061 50.53 81.93 29.18 128.28 8.27
1062 50.66 32.83 62.37 197.93 13.32
1063 50.65 48.22 55.15 206.76 14.67
1064 50.75 38.61 68.25 204.75 14.75
1065 50.80 5.45 24.13 117.24 5.49
1066 50.77 28.97 66.07 195.84 11.70
1067 50.79 30.86 52.05 185.79 12.50
1068 50.73 52.65 57.79 212.60 14.57
1069 50.81 58.55 48.12 202.44 14.98
1070 50.83 73.63 39.55 167.15 11.00
1071 50.72 9.08 36.58 143.89 6.63
1072 50.86 22.52 50.89 177.95 10.15
1073 50.82 62.64 48.76 199.96 13.51
1074 50.83 66.89 44.16 195.70 12.95
1075 50.83 76.06 34.03 154.28 9.84
1076 50.69 10.88 41.00 156.41 6.47
1077 51.04 95.90 10.42 54.25 3.42
1078 50.88 12.36 38.66 150.54 6.36
1079 50.94 87.93 25.99 114.52 8.16
1080 50.98 26.53 57.70 191.54 11.34
1081 51.06 36.55 54.64 203.73 13.98
1082 51.06 41.84 51.58 200.21 14.02
1083 51.03 56.33 47.20 198.56 13.45
1084 51.11 18.22 38.06 168.69 8.67
1085 51.29 24.49 41.39 183.40 10.79
1086 51.20 50.14 54.78 211.46 14.26
1087 51.22 91.43 22.46 91.54 7.02
1088 51.39 60.76 52.33 196.63 14.41
1089 51.44 54.30 53.48 204.40 15.00
1090 51.39 69.21 45.03 177.24 12.53
1091 51.51 80.21 32.21 134.68 8.71
1092 51.63 92.89 17.39 80.36 5.59
1093 51.65 9.11 26.67 142.28 6.51
1094 51.56 20.62 31.78 163.90 9.19
1095 51.56 34.32 48.58 196.30 13.08
1096 51.55 45.99 52.23 197.72 13.98
1097 51.59 64.90 54.66 189.43 13.38
1098 51.56 15.89 37.12 168.17 8.12
1099 51.81 86.25 38.48 110.02 7.76
1100 51.78 39.98 53.85 201.42 13.65
1101 51.69 43.80 56.41 202.95 13.41
1102 51.68 51.93 52.91 197.04 12.70
1103 51.65 71.64 43.91 158.41 12.14
1104 51.72 83.54 32.60 122.90 7.85
1105 51.71 48.29 69.98 198.74 14.51
1106 51.85 13.39 29.70 144.75 7.82
1107 51.77 32.23 53.31 186.54 12.44
1108 51.93 77.56 45.65 145.99 9.66
1109 51.86 27.96 49.64 187.48 11.61
1110 51.86 38.00 53.24 202.33 13.80
1111 51.88 74.90 55.21 151.97 10.04
1112 51.87 58.58 71.35 194.12 14.77
1113 51.96 62.93 67.83 191.00 13.37
1114 51.90 67.09 73.54 173.65 11.94
1115 52.10 89.34 31.98 94.92 6.40
1116 52.01 5.43 21.17 119.04 6.30
1117 52.01 30.08 50.58 180.21 12.21
1118 52.08 56.36 76.05 195.89 14.58
1119 52.17 22.96 39.09 168.55 9.34
1120 52.15 25.90 46.25 181.88 10.86
1121 52.13 41.76 60.54 197.04 14.69
1122 52.13 35.99 48.72 191.65 13.76
1123 52.23 94.70 19.59 64.53 4.23
1124 52.26 18.20 33.66 154.87 8.63
1125 52.37 50.09 126.06 191.17 14.11
1126 52.42 54.13 110.11 199.83 13.77
1127 52.41 60.63 78.25 187.77 13.37
1128 52.44 70.14 94.00 169.11 12.16
1129 52.55 45.18 101.27 186.20 12.91
1130 52.50 47.32 101.48 194.87 12.91
1131 52.55 20.65 47.39 171.28 8.70
1132 52.59 73.09 100.38 154.18 10.73
1133 52.55 15.63 38.72 151.52 8.40
1134 52.63 79.69 78.11 133.61 8.39
1135 52.70 33.77 85.96 182.25 12.74
1136 52.60 52.29 112.37 196.30 13.67
1137 52.66 11.32 48.65 141.96 7.25
1138 52.73 64.89 140.93 164.83 12.53
1139 52.74 82.57 83.31 121.84 7.72
1140 52.75 8.38 36.61 126.14 5.48
1141 52.85 38.45 95.53 189.07 13.91
1142 52.90 43.07 132.54 189.00 13.87
1143 52.90 31.61 130.74 170.20 10.62
1144 52.88 58.08 170.45 178.89 13.04
1145 52.93 75.90 120.03 147.55 9.53
1146 53.00 92.75 47.61 72.95 5.08
1147 52.93 29.08 123.61 172.14 11.84
1148 52.99 40.52 116.48 188.56 12.38
1149 52.91 67.27 152.72 171.22 12.22
1150 53.00 24.38 74.95 175.04 11.41
1151 52.90 86.12 72.88 98.61 6.66
1152 53.06 62.61 164.40 181.54 13.02
1153 53.04 6.05 56.48 115.60 5.64
1154 53.15 26.73 89.05 170.54 10.41
1155 53.07 55.53 177.98 192.52 14.59
1156 53.15 89.88 66.58 96.11 6.05
1157 53.07 35.96 106.43 183.13 12.30
1158 53.29 13.65 75.98 137.17 7.18
1159 53.19 48.84 182.22 188.02 13.57
1160 53.34 19.21 76.71 158.27 8.27
1161 53.35 69.23 175.46 165.78 11.24
1162 53.47 78.11 166.92 123.79 9.20
1163 53.37 51.22 203.43 182.65 13.90
1164 53.39 71.50 172.35 149.31 10.13
1165 53.43 16.74 92.27 155.12 8.16
1166 53.40 46.52 164.58 182.53 12.33
1167 53.40 60.42 162.38 175.44 11.85
1168 53.48 21.97 105.66 167.43 8.98
1169 53.57 53.30 197.16 172.30 12.96
1170 53.61 44.50 174.35 184.69 13.73
1171 53.70 74.00 180.41 128.69 10.21
1172 53.71 80.88 152.83 119.16 8.15
1173 53.70 83.83 128.22 98.20 6.68
1174 53.67 10.49 98.91 127.65 6.31
1175 53.79 56.79 214.23 174.42 12.48
1176 53.85 64.58 202.15 154.13 12.57
1177 53.78 33.43 150.67 163.90 12.02
1178 53.85 37.76 191.07 172.84 13.12
1179 53.86 41.91 188.89 173.95 12.71
1180 53.86 30.80 161.14 154.80 11.16
1181 53.97 67.10 197.02 155.73 12.00
1182 53.90 7.62 90.85 119.61 6.21
1183 53.91 28.51 138.83 164.55 10.98
1184 54.00 58.65 215.18 166.04 11.98
1185 53.99 86.94 125.62 87.51 6.62
1186 54.04 4.98 92.73 102.80 4.92
1187 54.07 39.82 202.04 170.07 13.34
1188 54.00 23.96 148.98 155.04 9.54
1189 54.06 35.55 190.34 165.98 12.81
1190 54.16 54.96 218.81 160.78 14.03
1191 54.24 93.57 83.22 52.99 5.14
1192 54.11 50.09 210.44 158.46 13.30
1193 54.11 62.39 201.19 157.70 12.09
1194 54.22 47.77 205.73 166.75 12.70
1195 54.24 26.32 142.76 151.97 9.92
1196 54.42 76.51 188.54 118.38 8.91
1197 54.27 90.71 118.58 72.80 5.94
1198 54.21 20.09 136.13 148.30 8.79
1199 54.41 17.58 139.81 134.18 7.70
1200 54.37 69.81 202.89 139.36 11.08
1201 54.39 15.10 120.24 126.02 7.68
1202 54.64 96.19 49.10 34.94 3.08
1203 54.53 45.72 206.74 152.34 12.31
1204 54.55 72.12 189.74 127.34 9.46
1205 54.41 12.86 119.14 124.76 6.60
1206 54.51 60.35 216.44 155.19 13.21
1207 54.58 43.47 188.71 158.11 13.36
1208 54.66 51.98 187.92 147.79 12.69
1209 54.64 78.98 177.88 104.40 7.68
1210 54.78 21.75 157.16 135.43 9.13
1211 54.75 32.00 165.63 147.52 11.37
1212 54.68 8.85 122.78 105.51 5.82
1213 54.86 81.77 160.78 88.89 7.09
1214 54.92 66.06 186.76 135.71 11.02
1215 54.85 29.24 145.98 142.95 10.80
1216 54.88 34.23 160.02 144.67 11.48
1217 54.97 36.50 189.40 154.59 12.35
1218 54.90 74.45 194.02 121.89 9.80
1219 54.98 38.74 189.27 146.56 11.92
1220 54.91 53.99 199.49 156.44 12.62
1221 54.94 57.09 209.19 144.09 12.22
1222 55.01 84.74 151.87 83.49 7.35
1223 54.96 6.14 105.48 94.12 5.35
1224 54.99 24.32 154.63 137.36 9.54
1225 55.09 40.94 191.00 154.00 12.48
1226 55.10 64.12 194.84 144.54 12.07
1227 55.04 49.48 186.06 143.10 12.86
1228 55.15 88.16 139.54 69.39 5.96
1229 55.21 68.16 188.87 130.31 11.15
1230 55.24 62.01 201.37 137.37 11.00
1231 55.24 19.16 143.41 136.67 8.85
1232 55.38 26.82 140.11 128.28 10.01
1233 55.34 47.34 183.44 146.54 12.38
1234 55.42 59.34 189.44 138.36 12.36
1235 55.46 11.07 126.44 112.48 6.31
1236 55.61 92.22 115.90 56.66 5.08
1237 55.47 16.39 124.28 122.67 7.55
1238 55.56 14.01 112.66 112.23 7.32
1239 55.47 42.74 172.96 145.59 12.16
1240 55.46 70.67 197.36 131.88 10.72
1241 55.60 45.23 166.71 143.08 13.54
1242 55.91 95.11 73.60 38.07 3.86
