#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf9 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1829 76.14 43.09 75.44 18.94 19.91
1830 76.16 19.99 38.29 10.86 8.63
1831 76.25 71.85 83.06 14.27 3.09
1832 76.37 81.09 155.35 12.60 1.88
1833 76.30 87.20 58.13 7.97 1.13
1834 76.43 33.44 111.68 14.93 22.91
1835 76.42 48.52 77.18 18.50 16.95
1836 76.43 30.86 89.05 14.69 21.51
1837 76.48 16.27 27.75 8.14 3.86
1838 76.47 51.94 52.14 17.22 15.83
1839 76.53 56.20 43.48 17.72 10.86
1840 76.57 66.53 51.79 14.93 4.22
1841 76.73 28.64 86.31 13.87 18.44
1842 76.76 40.15 127.99 16.79 23.72
1843 76.90 83.23 105.89 10.24 1.63
1844 76.57 59.78 42.52 14.74 8.74
1845 76.92 22.10 84.95 12.10 16.58
1846 76.88 44.54 128.94 18.75 26.71
1847 76.94 78.60 115.80 11.58 2.46
1848 76.99 54.06 88.15 17.74 16.23
1849 76.91 74.56 73.72 12.94 3.07
1850 77.08 14.64 24.52 7.22 3.33
1851 77.25 24.69 115.16 13.53 31.81
1852 76.95 62.28 40.98 16.24 8.00
1853 77.35 46.51 143.66 18.21 31.92
1854 77.26 19.38 72.09 10.52 12.58
1855 77.34 50.17 119.50 18.44 26.63
1856 77.08 58.30 45.14 17.56 13.90
1857 77.53 37.86 153.84 17.61 34.06
1858 77.45 42.20 159.16 18.12 31.98
1859 77.44 16.72 56.40 8.79 8.38
1860 77.43 35.54 183.93 17.04 34.85
1861 77.30 71.91 51.26 13.34 4.37
1862 77.29 85.22 74.09 9.50 1.82
1863 77.76 26.93 165.84 13.51 38.57
1864 77.35 17.99 71.56 9.22 7.04
1865 77.51 69.38 41.31 14.07 4.96
1866 77.69 80.79 89.82 10.14 1.81
1867 77.69 33.22 170.96 16.51 39.29
1868 77.90 51.97 161.51 17.39 33.21
1869 77.70 60.67 50.98 16.23 16.58
1870 77.79 67.54 41.20 14.74 5.86
1871 77.80 76.79 80.78 11.48 2.61
1872 77.96 31.09 170.25 15.62 37.74
1873 78.13 48.29 186.72 17.01 42.12
1874 77.91 63.18 43.94 16.15 14.10
1875 78.13 40.17 196.23 17.68 51.46
1876 77.79 55.88 68.51 17.63 20.15
1877 77.88 65.45 39.05 13.39 9.39
1878 78.06 74.11 52.61 11.98 3.67
1879 78.14 58.47 115.75 16.42 22.69
1880 78.07 83.35 76.13 9.22 1.71
1881 78.00 19.62 88.68 11.47 16.82
1882 78.32 29.18 179.29 14.79 50.31
1883 78.19 44.25 195.84 18.53 44.02
1884 78.34 71.25 40.38 13.03 6.31
1885 78.31 22.13 142.18 10.74 31.69
1886 78.38 53.95 182.82 18.16 31.43
1887 78.16 23.23 142.38 10.14 27.19
1888 78.08 17.23 68.42 8.08 12.42
1889 78.57 68.37 43.63 13.77 11.62
1890 78.60 79.18 64.31 10.95 2.55
1891 78.60 18.37 100.98 10.12 16.35
1892 78.72 25.07 174.74 12.47 41.47
1893 78.70 35.72 211.44 15.93 47.84
1894 78.92 46.50 214.30 17.64 49.82
1895 78.73 56.27 166.87 17.97 33.63
1896 78.91 42.14 206.08 18.67 60.23
1897 78.93 50.32 206.54 16.95 44.94
1898 78.61 65.81 56.17 14.60 15.77
1899 78.90 63.68 84.37 15.33 19.38
1900 78.96 38.52 197.58 17.35 57.11
1901 79.12 20.61 156.12 11.98 34.73
1902 79.12 81.61 65.77 9.95 2.57
1903 78.97 33.08 195.18 16.91 56.15
1904 79.05 61.04 142.71 16.10 31.18
1905 79.02 76.24 48.81 10.58 3.68
1906 78.76 16.92 76.95 8.55 11.50
1907 79.23 66.61 61.54 14.10 19.78
1908 79.33 27.71 186.93 14.19 54.01
1909 79.52 84.26 32.96 8.01 1.63
1910 79.50 52.37 215.45 17.94 54.61
1911 79.35 58.49 205.40 16.59 39.83
1912 79.38 71.94 40.18 12.93 7.63
1913 79.49 30.72 206.46 14.41 56.39
1914 79.41 44.47 217.31 16.62 71.48
1915 79.42 17.00 81.48 8.65 13.85
1916 79.70 23.23 178.02 12.48 45.14
1917 79.67 48.38 212.73 18.25 62.55
1918 79.65 54.53 217.65 16.69 48.78
1919 79.30 77.71 59.86 13.14 3.71
1920 79.88 41.16 202.86 17.14 75.21
1921 79.70 68.58 56.76 13.35 18.74
1922 79.53 78.76 65.41 10.76 2.76
1923 79.96 36.66 199.58 16.10 73.81
1924 80.00 34.33 193.09 14.98 67.94
1925 79.95 64.70 153.46 14.33 35.19
1926 80.15 25.80 190.39 12.70 62.96
1927 80.08 19.32 113.53 10.47 27.17
1928 80.11 56.80 214.72 16.76 49.36
1929 80.14 39.03 206.66 16.84 86.52
1930 80.17 79.25 53.93 10.52 2.68
1931 80.12 77.13 44.67 11.02 4.26
1932 80.34 62.47 196.26 16.04 42.20
1933 80.28 16.50 73.12 7.34 14.26
1934 80.33 50.47 216.80 17.66 76.29
1935 80.24 73.39 39.76 11.20 9.71
1936 80.38 43.60 212.92 17.65 82.04
1937 80.38 46.28 204.34 17.78 82.49
1938 80.35 59.75 205.50 17.92 47.29
1939 80.12 74.71 34.29 11.03 5.80
1940 80.33 81.75 33.11 8.93 2.85
1941 80.52 67.17 134.00 14.93 29.53
1942 80.41 28.55 206.88 12.82 68.90
1943 80.25 76.01 36.96 11.04 5.32
1944 80.77 21.22 132.22 11.84 33.35
1945 80.71 32.07 188.80 13.65 70.64
1946 80.62 71.75 79.24 11.87 14.73
1947 80.80 69.52 117.39 12.47 24.72
1948 80.70 29.63 198.60 14.07 65.16
1949 80.96 52.27 217.99 16.55 83.55
1950 80.73 54.43 225.85 16.91 71.34
1951 80.97 48.46 205.72 16.61 91.08
1952 81.15 23.97 158.17 12.01 55.78
1953 81.21 40.32 172.16 16.64 95.88
1954 81.34 18.24 72.01 8.54 17.81
1955 81.20 35.22 169.98 14.41 81.41
1956 81.20 38.03 180.89 16.59 89.02
1957 81.29 76.18 48.65 11.12 7.69
1958 81.18 56.50 216.81 16.62 77.31
1959 81.19 65.03 191.24 14.38 44.95
1960 81.36 42.72 198.93 16.71 101.20
1961 81.34 26.93 162.38 13.01 69.89
1962 81.19 78.41 32.53 10.17 4.36
1963 81.45 58.68 211.35 16.56 75.59
1964 81.49 45.36 159.01 16.57 108.59
1965 81.54 61.02 214.48 15.34 59.64
1966 81.26 72.59 94.36 14.82 18.18
1967 81.75 73.87 82.76 11.11 17.75
1968 81.47 80.68 23.14 9.17 2.45
1969 81.72 50.55 192.48 16.70 93.58
1970 81.81 30.05 163.33 13.73 82.39
1971 81.81 63.04 199.95 15.65 60.10
1972 81.82 21.05 88.70 9.72 30.20
1973 81.86 54.21 208.20 16.30 91.22
1974 81.88 68.14 173.39 13.30 39.37
1975 81.90 70.91 147.18 12.85 31.06
1976 81.94 33.02 143.99 14.16 82.81
1977 82.04 47.70 177.69 16.12 102.08
1978 82.14 36.55 128.01 14.85 104.96
1979 82.02 22.11 89.90 9.50 35.80
1980 82.34 24.42 111.96 11.07 59.41
1981 82.43 41.52 160.74 16.13 111.66
1982 82.31 56.91 195.53 17.65 93.89
1983 82.25 65.61 203.58 14.69 58.66
1984 82.36 80.40 23.78 9.36 4.31
1985 82.52 27.72 135.25 13.37 79.50
1986 82.59 39.36 107.78 14.94 110.70
1987 82.49 76.08 86.66 10.52 15.80
1988 82.65 43.73 167.00 16.46 109.03
1989 82.55 52.62 187.14 16.18 103.94
1990 82.61 59.44 204.99 15.55 91.08
1991 82.56 19.31 57.37 9.17 21.08
1992 82.89 45.80 139.36 16.03 113.29
1993 82.77 49.58 172.60 16.63 112.84
1994 83.02 78.42 59.17 9.76 8.48
1995 82.58 68.37 175.79 13.71 48.93
1996 82.98 73.33 141.46 11.86 23.55
1997 82.99 61.40 186.45 14.80 77.00
1998 83.03 21.75 71.47 9.88 39.91
1999 82.82 69.65 189.47 13.33 42.25
2000 83.16 35.04 81.91 14.56 109.18
2001 83.01 55.23 169.06 15.05 107.15
2002 83.01 32.42 116.55 13.82 106.66
2003 83.25 29.88 92.84 12.16 103.33
2004 83.15 63.98 183.84 14.87 77.00
2005 83.07 71.19 185.93 13.86 37.77
2006 83.29 37.39 82.73 15.51 125.10
2007 83.32 25.76 96.64 12.37 85.37
2008 83.31 66.26 195.60 13.62 68.06
2009 83.53 47.85 125.48 15.13 129.92
2010 83.44 51.38 142.09 15.71 126.29
2011 83.46 57.64 186.92 15.15 110.93
2012 83.46 67.61 188.59 11.87 54.74
2013 83.77 75.90 138.26 12.27 21.22
2014 83.58 53.50 159.12 16.57 113.18
2015 83.80 41.51 81.56 14.32 119.24
2016 84.06 60.56 173.20 15.28 98.53
2017 84.12 39.25 66.35 14.07 122.06
2018 83.98 44.02 91.48 15.02 123.70
2019 84.07 69.41 192.43 12.91 52.88
2020 84.19 22.98 51.03 10.31 48.08
2021 84.12 33.57 63.15 13.05 118.31
2022 84.22 49.82 118.20 16.82 143.78
2023 84.44 77.96 85.45 9.61 11.68
2024 84.23 28.34 69.44 12.43 104.79
2025 83.95 54.53 142.76 16.35 104.41
2026 84.27 71.89 189.19 11.86 41.43
2027 84.38 46.50 84.68 15.12 137.19
2028 84.25 64.93 155.39 12.59 73.65
2029 84.46 56.25 125.11 14.38 115.68
2030 84.49 73.99 196.48 11.86 36.53
2031 84.59 31.22 56.29 12.76 115.96
2032 84.37 36.46 55.90 14.79 135.85
2033 84.44 62.85 158.73 13.53 82.79
2034 84.55 25.48 64.61 11.27 93.73
2035 84.57 52.25 116.63 14.87 130.37
2036 84.64 58.49 149.71 14.76 116.06
2037 84.70 67.54 178.25 14.04 81.21
2038 85.07 54.41 87.27 15.00 129.77
2039 85.21 42.73 48.10 14.25 125.97
2040 85.16 48.45 58.57 15.12 139.62
2041 85.26 40.60 44.77 13.97 126.83
2042 85.14 44.91 59.42 15.77 133.64
2043 85.35 75.97 154.39 10.09 27.73
2044 85.38 27.27 43.59 12.06 93.44
2045 85.36 33.32 49.62 13.25 108.20
2046 85.48 35.61 47.04 14.26 120.70
2047 85.41 38.27 43.88 13.93 133.06
2048 85.47 50.56 62.44 14.81 146.48
2049 85.50 60.90 98.34 13.73 114.21
2050 85.70 29.70 44.78 12.34 101.43
2051 85.63 70.53 172.77 12.31 57.09
2052 85.66 24.37 33.51 9.87 48.57
2053 85.53 65.73 133.42 13.19 96.19
2054 85.64 62.96 104.48 13.58 98.00
2055 85.47 64.29 125.94 12.47 83.34
2056 85.83 73.23 175.36 10.99 44.20
2057 85.81 56.51 88.26 13.83 109.17
2058 85.84 46.54 47.02 16.18 120.86
2059 85.76 68.72 163.93 12.14 79.04
2060 85.89 52.49 55.54 15.60 130.66
2061 85.85 58.92 92.41 14.57 130.38
2062 85.97 78.06 93.42 7.62 13.08
2063 86.51 31.67 33.18 12.44 99.83
2064 86.41 54.53 46.56 14.19 123.95
2065 86.40 41.57 32.78 13.33 121.24
2066 86.41 44.10 35.94 13.54 118.71
2067 86.35 48.49 45.10 14.35 124.66
2068 86.54 67.50 112.82 12.35 77.23
2069 86.61 36.90 37.46 14.02 109.19
2070 86.64 27.62 32.12 11.25 81.09
2071 86.64 34.14 33.32 13.21 100.94
2072 86.70 39.25 33.14 13.66 107.94
2073 86.71 50.50 41.68 13.49 120.95
2074 86.70 62.12 63.84 12.73 110.71
2075 86.71 64.75 82.72 13.45 105.80
2076 86.83 75.58 154.83 9.79 38.12
2077 86.92 70.36 147.32 12.08 61.43
2078 86.83 58.27 57.82 13.91 124.14
2079 87.11 46.00 29.78 14.50 117.21
2080 87.12 52.62 41.66 14.64 119.41
2081 87.25 56.36 47.90 14.05 119.99
2082 87.29 72.73 137.94 10.63 41.91
2083 87.39 29.61 28.09 11.94 87.55
2084 87.40 60.25 51.56 14.11 101.67
2085 87.43 42.54 28.86 14.10 108.73
2086 87.68 77.39 83.37 7.70 14.09
2087 87.56 48.40 31.14 13.64 112.70
2088 87.64 35.16 27.16 13.31 104.41
2089 87.57 66.34 79.29 13.98 97.66
2090 87.76 40.25 27.12 13.02 97.53
2091 87.78 54.50 37.16 13.87 111.85
2092 87.98 32.51 22.21 11.97 74.30
2093 87.96 37.72 24.90 14.03 97.37
2094 87.87 50.82 32.95 13.93 115.71
2095 87.96 69.15 110.58 12.27 68.70
2096 87.91 64.22 55.42 13.42 108.18
2097 87.90 62.05 48.25 12.48 115.34
2098 88.11 27.73 22.17 10.91 58.51
2099 88.20 44.30 27.15 13.85 96.07
2100 87.97 58.59 38.56 13.53 107.08
2101 88.04 74.71 92.41 8.55 21.24
2102 88.39 46.57 27.39 12.48 104.52
2103 88.48 71.53 102.58 11.52 55.79
2104 88.52 52.97 29.46 13.74 114.80
2105 88.42 56.47 33.08 12.52 100.49
2106 88.62 42.07 22.58 13.15 89.03
2107 88.79 30.43 19.82 10.27 62.76
2108 88.80 49.16 24.10 13.31 95.52
2109 88.82 34.66 23.14 12.29 78.47
2110 88.83 66.86 63.07 12.11 91.39
2111 88.87 59.84 34.81 12.67 97.24
2112 88.76 76.33 49.46 7.42 6.58
2113 89.03 39.76 20.39 12.98 77.25
2114 89.17 62.01 39.52 13.99 97.81
2115 89.18 64.39 48.03 13.85 108.14
2116 89.25 73.91 78.89 9.02 29.64
2117 89.15 51.24 29.22 12.78 92.39
2118 89.21 54.90 29.32 12.41 112.75
2119 89.28 37.19 20.24 12.77 79.02
2120 89.44 45.33 22.67 13.04 73.28
2121 89.33 57.86 28.88 13.19 94.94
2122 89.43 69.28 59.39 11.69 60.04
2123 89.45 32.30 18.48 10.27 52.00
2124 89.60 47.48 22.33 12.28 82.14
2125 89.65 43.15 21.04 11.97 60.97
2126 89.91 71.62 51.30 9.32 37.94
2127 90.03 66.56 36.32 12.18 78.62
2128 90.08 52.00 23.56 12.64 76.07
2129 90.19 30.24 16.09 11.07 37.78
2130 90.16 35.33 18.53 11.20 59.42
2131 90.06 32.89 17.63 10.71 49.56
2132 90.20 40.91 19.64 12.40 54.48
2133 90.21 49.48 21.87 12.26 61.94
2134 90.21 54.39 21.72 12.86 78.60
2135 90.30 38.39 19.73 11.64 51.80
2136 90.35 56.63 24.92 12.53 74.86
2137 90.39 63.71 33.88 13.04 90.41
2138 90.41 59.23 24.62 12.51 80.11
2139 90.44 61.51 27.16 13.32 88.14
2140 90.62 44.47 19.75 12.41 51.30
2141 90.74 70.20 41.42 9.53 49.98
2142 90.74 47.14 19.10 12.77 48.38
2143 91.03 67.90 34.22 11.77 57.42
2144 91.10 53.10 19.70 12.73 54.03
2145 91.15 42.23 18.77 12.19 43.44
2146 91.11 65.42 27.67 11.60 76.10
2147 91.28 31.93 16.08 11.03 27.24
2148 91.42 34.33 16.71 11.77 37.20
2149 91.34 36.95 17.39 12.07 39.00
2150 91.38 51.00 19.10 12.70 43.90
2151 91.47 39.49 18.91 12.12 37.58
2152 91.48 55.61 20.78 12.46 51.95
2153 91.39 58.23 20.31 12.79 60.21
2154 91.53 48.75 18.15 12.69 36.75
2155 91.72 61.07 20.99 11.75 62.82
2156 91.68 45.71 19.06 12.13 35.48
2157 91.82 63.50 20.76 11.84 62.11
2158 91.97 69.47 24.83 8.59 36.93
2159 92.33 43.37 18.43 12.96 27.67
2160 92.11 66.44 26.09 11.11 59.14
2161 92.44 52.87 18.76 10.33 35.46
2162 92.44 40.95 17.50 13.18 25.37
2163 92.37 57.24 20.19 11.54 37.16
2164 92.58 50.12 16.76 12.23 26.72
2165 92.65 47.73 17.29 12.68 25.08
2166 92.77 38.35 16.34 14.64 24.43
2167 92.75 33.59 16.50 12.61 20.07
2168 92.80 36.06 16.77 12.68 22.20
2169 92.75 55.36 15.56 11.87 32.12
2170 92.72 59.63 18.72 10.80 45.47
2171 92.98 45.35 17.46 12.90 22.08
2172 93.08 62.12 17.41 10.24 42.54
2173 93.07 65.08 19.09 11.12 45.96
2174 93.25 51.11 19.84 12.55 17.35
2175 93.73 40.22 17.23 19.27 15.22
2176 93.47 54.05 17.10 10.78 20.97
2177 93.70 57.47 17.69 11.07 24.79
2178 93.69 42.72 19.03 15.37 15.77
2179 93.73 49.20 18.15 15.88 22.12
2180 93.57 47.56 19.00 13.50 8.50
2181 93.71 51.97 20.00 12.18 16.96
2182 94.02 46.60 16.89 13.86 17.96
2183 93.91 63.40 17.06 9.38 25.20
2184 94.09 60.06 17.41 10.65 29.09
2185 93.98 55.15 17.08 10.33 21.00
2186 94.38 37.41 16.90 13.86 15.41
2187 94.45 38.84 17.07 20.00 15.77
2188 94.54 43.92 18.25 14.36 15.47
2189 94.59 56.11 16.39 12.19 21.24
2190 94.85 61.64 15.15 9.62 15.76
2191 94.47 40.32 14.82 18.91 11.09
2192 95.00 48.87 17.92 20.35 12.77
2193 94.59 45.65 19.42 13.00 8.58
2194 94.88 51.09 16.12 13.02 15.93
2195 94.65 47.34 17.71 17.86 13.57
2196 94.94 58.27 17.81 10.71 18.71
2197 94.91 39.68 16.71 17.35 9.45
2198 95.02 41.55 15.64 14.97 11.51
2199 95.38 54.11 16.88 12.41 11.20
2200 95.26 43.82 17.36 16.79 9.43
2201 95.85 59.37 17.01 9.86 9.96
2202 95.66 42.64 14.32 17.54 9.77
2203 95.98 57.16 15.86 10.94 11.76
2204 95.93 38.52 16.80 16.54 12.24
2205 96.09 50.93 15.74 13.91 12.76
2206 96.17 40.49 16.54 18.88 9.50
2207 96.20 46.26 17.10 13.31 7.71
2208 96.07 48.69 19.58 16.56 7.15
2209 96.31 44.38 16.46 14.35 5.87
2210 96.65 55.42 17.14 11.27 9.44
2211 96.27 49.80 18.94 13.69 11.81
2212 96.85 47.68 15.54 15.16 10.40
2213 97.28 53.52 16.75 10.71 6.04
2214 97.60 48.37 13.88 10.72 7.20
2215 97.19 51.03 16.42 12.17 4.08
2216 97.54 43.99 13.95 13.12 4.17
2217 97.29 52.13 16.08 12.17 10.92
2218 97.81 49.93 14.30 10.78 6.22
2219 97.50 46.86 13.14 11.43 5.57
2220 98.04 51.84 12.60 13.05 6.13

