#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf9 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
606 37.87 70.98 166.39 35.10 148.06
607 37.86 68.38 155.64 41.18 167.25
608 37.91 73.41 180.31 37.65 150.02
609 38.07 10.04 20.53 15.26 70.68
610 37.98 18.28 26.14 20.08 140.19
611 37.96 58.00 45.18 35.17 182.98
612 38.04 34.74 33.00 32.21 191.28
613 38.14 64.18 94.07 37.52 173.71
614 37.86 75.51 168.58 30.62 143.21
615 37.99 16.25 26.00 21.36 124.96
616 38.29 86.89 126.26 33.28 108.10
617 38.32 23.60 27.10 25.04 158.63
618 38.36 47.25 39.14 34.97 180.99
619 38.10 82.86 149.03 27.16 80.77
620 38.41 90.79 93.06 32.02 65.74
621 38.31 26.93 30.73 25.57 166.29
622 38.40 66.35 144.58 38.39 162.08
623 38.13 93.54 48.75 24.02 25.53
624 38.55 77.31 159.50 40.47 140.64
625 38.50 51.69 57.93 37.06 189.70
626 38.53 61.80 150.07 40.17 171.72
627 38.56 55.72 70.18 35.41 177.92
628 38.71 29.65 29.54 28.84 170.19
629 38.59 39.42 34.46 34.98 189.47
630 38.80 41.83 35.95 36.13 178.90
631 38.62 44.92 35.76 34.79 186.52
632 38.79 81.87 137.90 41.00 123.93
633 38.89 59.74 134.34 43.44 178.22
634 38.96 74.72 163.36 42.69 147.55
635 38.68 85.18 134.59 39.88 113.75
636 38.87 20.70 28.36 23.60 163.05
637 38.95 32.65 29.87 29.01 157.76
638 38.92 69.14 202.86 42.97 148.93
639 38.95 35.67 32.99 31.37 193.10
640 39.06 71.99 192.15 39.96 158.52
641 39.07 12.43 30.68 18.56 115.98
642 39.03 15.32 32.24 21.40 131.03
643 39.07 49.09 56.16 35.89 183.86
644 39.16 57.62 202.29 40.71 179.45
645 39.22 18.54 35.53 22.38 151.06
646 39.30 25.24 36.78 26.75 177.38
647 39.32 84.32 109.76 50.15 133.63
648 39.23 17.25 34.98 22.74 154.55
649 39.35 65.27 191.62 42.74 173.90
650 39.42 37.59 40.75 33.40 184.11
651 39.45 53.63 179.72 41.95 175.18
652 39.52 63.19 217.38 44.82 158.69
653 39.42 27.60 36.30 30.55 163.37
654 39.57 89.40 81.11 46.91 91.53
655 39.42 9.45 34.16 17.08 57.89
656 39.57 79.11 122.59 46.45 141.76
657 39.50 43.69 59.99 36.86 177.63
658 39.67 22.63 38.75 27.60 171.67
659 39.65 92.40 54.62 45.21 56.29
660 39.59 51.24 168.61 41.22 182.12
661 39.72 67.58 175.08 47.69 177.59
662 39.63 46.54 97.02 35.32 179.34
663 39.68 94.85 26.54 26.48 17.50
664 39.80 31.01 58.24 33.14 184.80
665 39.80 39.89 71.00 42.13 194.67
666 39.88 55.69 223.69 44.87 183.27
667 39.85 86.91 85.54 52.94 110.78
668 40.11 61.25 218.97 41.45 177.50
669 39.95 76.27 109.50 47.07 127.73
670 39.99 35.00 48.89 32.00 179.74
671 40.08 58.95 219.22 44.16 172.23
672 40.08 70.28 172.89 52.23 169.60
673 40.10 81.65 90.43 50.33 130.75
674 40.11 20.08 58.05 28.61 174.82
675 39.97 73.83 126.58 51.00 147.48
676 40.23 14.46 90.83 21.98 141.11
677 40.27 41.98 120.51 44.11 183.35
678 40.35 29.07 81.68 34.65 184.35
679 40.23 49.18 204.58 44.00 185.92
680 40.34 11.67 85.49 21.46 110.80
681 40.36 17.43 98.12 25.93 160.70
682 40.30 72.54 122.33 57.69 160.04
683 40.48 24.31 103.58 33.78 187.89
684 40.49 44.45 206.33 42.46 163.77
685 40.48 32.98 112.99 36.93 190.95
686 40.54 84.38 86.53 63.20 126.90
687 40.72 8.96 106.36 20.06 70.56
688 40.64 26.70 127.37 32.10 178.77
689 40.63 66.11 165.27 52.78 167.61
690 40.65 37.75 86.97 39.41 202.46
691 40.65 52.09 202.33 47.50 176.93
692 40.63 93.45 29.44 41.29 24.86
693 40.75 63.85 172.75 46.96 172.30
694 40.85 47.18 207.22 43.78 181.35
695 40.88 57.11 200.48 50.85 185.53
696 40.81 90.37 56.99 63.87 68.40
697 41.00 54.50 190.40 50.29 192.55
698 40.72 79.11 91.65 61.62 143.98
699 40.92 68.41 155.66 60.51 169.65
700 41.11 21.53 156.72 29.36 148.52
701 41.11 40.14 188.53 42.22 146.98
702 41.20 30.84 175.41 35.55 166.13
703 41.12 76.20 95.94 67.76 153.50
704 41.16 87.69 67.94 75.45 103.88
705 41.19 73.49 110.24 74.05 176.96
706 41.18 35.56 180.09 40.91 190.45
707 41.31 59.59 193.47 56.85 205.16
708 41.25 70.69 132.50 66.73 174.98
709 41.46 16.20 166.38 27.54 141.45
710 41.41 62.18 183.11 59.62 200.90
711 41.42 19.02 127.89 29.70 131.06
712 41.41 49.94 170.51 47.86 173.76
713 41.48 13.29 140.03 24.73 128.22
714 41.45 81.88 67.55 85.82 145.97
715 41.62 42.63 205.13 51.32 183.83
716 41.56 45.13 206.23 50.48 191.41
717 41.31 79.04 70.41 75.03 145.65
718 41.65 28.39 180.16 39.68 177.08
719 41.54 33.27 213.37 44.43 186.25
720 41.58 23.90 173.46 34.40 174.01
721 41.88 85.00 58.35 92.17 120.75
722 41.86 92.39 29.34 65.84 38.19
723 41.94 10.51 118.89 23.70 99.94
724 41.98 25.90 186.01 37.32 181.39
725 41.93 37.63 203.46 49.20 203.70
726 41.93 52.34 175.70 59.10 194.32
727 41.79 65.51 148.37 74.91 194.05
728 42.01 8.13 79.90 18.93 40.21
729 42.08 47.57 197.44 54.91 194.43
730 42.14 77.46 66.53 94.88 146.33
731 41.98 57.06 176.57 67.69 209.86
732 42.08 68.08 102.86 85.06 196.06
733 42.17 89.55 35.99 75.29 68.93
734 42.29 54.47 157.74 68.65 207.54
735 42.20 71.91 81.86 94.34 171.96
736 42.29 60.87 146.10 72.12 215.29
737 42.34 74.67 64.72 101.84 161.55
738 42.33 40.29 201.56 54.60 179.57
739 42.54 80.05 42.14 123.75 126.66
740 42.50 31.99 179.46 44.40 188.64
741 42.44 34.82 185.81 49.80 196.34
742 42.85 94.29 13.71 51.60 14.47
743 42.59 19.92 162.62 36.02 170.41
744 42.51 63.54 123.10 80.73 208.53
745 42.57 22.73 157.22 41.25 180.85
746 42.41 87.21 45.49 98.09 98.26
747 42.70 29.56 169.67 47.56 188.04
748 42.67 16.97 138.51 34.14 144.59
749 42.62 49.98 157.92 59.82 186.96
750 42.70 45.03 153.15 60.08 200.45
751 42.79 69.93 78.01 120.08 180.73
752 42.77 13.24 123.42 32.82 152.52
753 42.77 82.87 37.20 122.43 122.44
754 42.94 58.99 124.65 76.88 203.50
755 43.19 6.87 50.13 20.95 42.52
756 42.99 26.85 161.80 47.36 186.16
757 42.92 42.60 176.24 67.55 202.44
758 43.00 65.87 93.88 110.69 191.59
759 43.12 38.08 175.75 64.10 209.83
760 42.88 86.16 32.30 101.67 95.70
761 43.04 56.68 121.60 96.01 219.33
762 43.27 10.32 80.31 25.67 97.09
763 43.31 52.20 144.30 85.80 214.93
764 43.46 35.89 132.63 63.09 211.05
765 43.37 67.90 66.43 123.57 192.92
766 43.50 91.36 21.54 73.75 31.37
767 43.34 72.72 51.12 133.64 166.03
768 43.30 47.41 142.40 73.96 210.05
769 43.35 61.53 95.55 107.24 204.01
770 43.34 77.70 39.99 130.64 146.39
771 43.52 88.52 32.35 114.83 79.19
772 43.55 24.42 150.31 50.33 190.57
773 43.55 54.76 116.43 95.84 207.01
774 43.60 75.20 39.76 133.33 144.70
775 43.65 40.00 149.64 73.86 209.74
776 43.59 21.18 145.63 51.80 185.64
777 43.70 33.59 140.58 59.06 187.73
778 43.70 31.28 150.02 63.59 204.92
779 43.71 15.22 129.82 47.82 167.36
780 43.68 63.90 89.28 127.38 193.13
781 43.80 85.70 33.46 126.97 86.42
782 43.92 18.16 132.48 48.72 185.59
783 43.82 49.66 130.02 89.08 214.84
784 43.93 44.79 114.40 82.60 214.93
785 43.89 79.83 32.44 131.36 98.55
786 43.92 28.60 146.71 57.12 193.77
787 43.95 70.22 42.36 146.92 162.45
788 43.94 82.21 31.21 130.88 81.83
789 43.92 83.82 33.95 136.43 86.73
790 44.05 42.22 129.34 83.94 209.28
791 44.13 57.26 88.37 128.31 204.47
792 44.18 59.55 88.67 118.39 200.13
793 44.30 12.45 82.90 43.26 141.40
794 44.43 26.54 135.80 71.13 202.95
795 44.38 66.12 45.68 144.37 176.19
796 44.30 94.38 18.31 61.64 10.43
797 44.48 9.22 72.13 40.10 99.50
798 44.44 22.60 116.94 73.30 208.62
799 44.51 37.52 92.91 88.40 206.58
800 44.46 47.11 114.55 107.23 213.32
801 44.49 53.55 103.22 125.46 215.77
802 44.49 61.75 58.70 145.34 184.68
803 44.57 72.06 34.91 160.15 132.66
804 44.65 68.09 42.66 149.68 157.85
805 44.74 51.52 75.16 139.42 206.45
806 44.59 76.76 30.81 145.29 102.67
807 45.12 92.45 63.27 99.28 21.10
808 44.78 90.03 42.74 129.64 49.24
809 44.85 6.47 37.80 36.11 45.45
810 44.86 19.97 93.61 65.38 185.16
811 44.75 30.35 112.35 81.11 211.60
812 44.74 34.94 124.45 100.46 215.14
813 44.82 74.09 38.85 154.95 110.03
814 44.77 64.03 53.52 172.21 176.01
815 44.85 15.82 101.98 62.11 166.60
816 44.94 32.59 104.41 95.83 201.36
817 44.85 40.20 105.42 111.03 205.69
818 45.09 87.51 45.47 135.98 59.38
819 45.07 24.57 85.46 82.43 199.51
820 45.04 55.69 76.92 138.47 198.21
821 45.00 49.28 75.39 136.02 199.73
822 45.00 81.02 36.51 141.62 79.07
823 45.02 83.97 49.31 149.64 63.26
824 45.08 43.16 99.59 125.10 195.68
825 45.36 45.64 76.77 130.81 194.91
826 45.30 58.19 57.12 156.46 176.25
827 45.18 85.55 48.57 140.91 56.55
828 45.40 28.57 88.62 100.59 191.31
829 45.35 69.92 39.58 181.27 129.01
830 45.43 78.43 47.91 166.10 77.16
831 45.68 94.98 55.53 70.23 8.88
832 45.53 13.30 58.83 75.54 154.82
833 45.57 17.82 57.72 76.29 151.91
834 45.55 60.24 47.64 167.93 147.47
835 45.68 10.70 54.61 60.08 105.91
836 45.62 96.82 30.20 37.44 3.49
837 45.70 22.26 76.96 95.23 181.96
838 45.71 38.67 67.78 125.59 182.52
839 45.67 62.70 42.08 184.12 149.31
840 45.67 65.58 41.09 175.58 121.30
841 45.84 26.49 69.66 100.98 187.46
842 45.78 35.93 69.67 121.98 181.94
843 45.81 53.83 56.54 149.88 158.38
844 45.84 8.19 39.46 56.86 70.86
845 45.76 72.19 47.52 182.89 102.12
846 45.92 48.05 50.49 143.40 155.18
847 45.89 75.23 52.04 163.96 83.28
848 45.99 41.47 68.13 155.47 179.23
849 45.98 67.80 51.34 178.97 112.39
850 45.97 30.88 55.54 124.30 169.31
851 45.90 51.22 48.64 168.61 164.66
852 46.02 5.52 15.82 36.88 21.25
853 46.15 33.33 59.46 127.80 170.51
854 46.07 82.75 73.76 164.62 57.30
855 46.09 89.49 110.26 125.98 36.16
856 46.31 15.33 40.08 103.77 136.03
857 46.29 19.87 51.35 98.95 173.78
858 46.26 43.86 56.55 157.29 177.19
859 46.22 80.17 83.77 174.53 64.67
860 46.24 56.64 47.55 172.34 132.28
861 46.17 86.01 106.42 141.57 48.31
862 46.41 24.39 47.93 119.35 163.79
863 46.39 91.84 116.63 97.26 10.63
864 46.54 61.34 56.42 194.54 106.88
865 46.60 77.37 113.35 180.25 58.25
866 46.78 93.30 102.73 88.67 9.97
867 46.71 58.99 63.43 187.66 123.84
868 46.57 63.82 71.19 197.75 109.03
869 46.62 70.24 98.94 202.81 77.51
870 46.65 28.74 41.57 135.47 141.78
871 46.93 45.48 53.71 171.72 140.08
872 46.62 72.90 89.42 189.06 74.12
873 46.82 37.94 50.30 165.54 141.37
874 46.87 40.12 50.48 176.19 148.18
875 46.88 7.27 21.97 61.08 39.08
876 46.89 12.42 33.12 96.80 92.57
877 46.97 17.50 34.32 105.53 131.03
878 46.85 50.20 54.88 181.78 119.56
879 46.88 35.65 54.12 165.20 158.29
880 46.88 52.94 60.53 191.09 128.45
881 46.88 66.02 118.57 205.51 96.58
882 47.02 9.78 27.68 75.28 61.17
883 47.01 22.09 42.60 118.16 142.39
884 47.07 55.43 71.80 197.20 117.93
885 47.13 88.25 188.70 139.72 30.78
886 47.27 4.63 14.76 47.90 16.24
887 47.09 26.46 44.03 139.16 137.72
888 47.11 47.66 58.51 178.65 127.22
889 47.10 75.12 119.50 201.86 66.76
890 47.18 85.44 192.55 160.12 31.92
891 47.15 31.44 44.20 161.76 134.74
892 47.12 68.11 127.42 209.12 75.83
893 47.27 90.62 161.73 128.52 23.64
894 47.63 95.36 67.25 65.33 3.82
895 47.22 82.14 161.28 154.60 42.07
896 47.33 42.33 53.30 184.90 144.48
897 47.30 79.66 166.70 182.23 47.25
898 47.44 33.73 57.94 174.77 133.61
899 47.55 57.67 147.22 200.40 92.01
900 47.58 19.87 35.97 118.44 120.26
901 47.49 63.64 186.63 198.33 76.30
902 47.68 14.77 41.05 114.28 82.98
903 47.52 61.16 127.13 211.20 86.54
904 47.71 24.02 44.22 144.14 115.48
905 47.63 72.32 190.67 189.09 59.10
906 47.77 29.33 56.39 164.35 115.04
907 47.87 70.04 211.74 191.02 56.85
908 47.79 36.92 72.35 190.79 112.76
909 47.95 51.84 177.33 198.86 86.09
910 48.01 77.73 183.15 186.75 38.68
911 47.80 49.41 129.92 195.01 91.53
912 47.87 54.13 155.39 213.89 92.00
913 47.94 65.54 219.65 207.67 70.42
914 48.13 92.52 107.35 103.94 10.47
915 48.06 6.88 35.12 76.69 24.86
916 47.94 39.89 61.82 182.43 107.92
917 48.08 44.13 92.80 201.18 105.24
918 48.14 46.57 124.22 204.09 92.07
919 48.16 59.98 186.42 204.79 68.89
920 48.10 74.73 215.62 170.23 39.42
921 48.23 9.28 38.25 100.98 52.50
922 48.22 12.18 64.58 107.80 61.15
923 48.21 17.20 40.67 130.20 89.96
924 48.16 26.13 59.01 164.92 110.75
925 48.21 67.76 219.24 187.86 53.49
926 48.35 83.77 174.89 163.29 29.06
927 48.33 87.50 191.59 148.80 23.38
928 48.28 32.32 114.54 172.70 94.04
929 48.44 56.28 217.14 204.09 71.11
930 48.30 80.76 173.60 163.32 32.27
931 48.46 22.01 56.63 153.53 90.10
932 48.47 35.08 158.84 197.21 93.36
933 48.49 62.93 226.24 185.23 54.40
934 48.37 90.15 158.97 124.46 18.27
935 48.66 42.37 181.69 200.53 79.02
936 48.67 28.09 113.32 190.86 88.51
937 48.82 4.85 34.76 59.81 9.52
938 48.69 37.71 150.54 200.22 82.69
939 48.67 19.53 66.70 154.51 97.22
940 48.84 58.59 218.14 190.35 52.58
941 48.88 30.25 131.38 188.03 88.85
942 48.72 86.19 167.07 164.24 22.74
943 48.74 97.05 24.33 38.05 1.90
944 48.74 49.02 223.70 194.47 69.24
945 48.87 72.16 185.33 195.22 32.33
946 48.91 14.97 112.26 139.31 63.45
947 48.96 24.13 86.76 174.96 83.53
948 48.86 53.88 227.34 205.72 65.39
949 49.04 94.52 52.77 81.23 4.46
950 49.03 39.66 150.25 204.70 87.99
951 49.00 65.35 225.77 189.33 45.38
952 49.15 76.52 184.67 174.24 27.19
953 48.98 89.40 130.86 146.52 17.66
954 49.16 70.14 189.31 174.74 33.94
955 49.11 45.82 212.82 200.96 66.75
956 49.17 51.45 231.54 194.69 50.37
957 49.31 10.59 122.52 120.23 38.39
958 49.28 26.28 200.52 185.74 62.39
959 49.23 61.15 223.39 202.67 50.83
960 49.35 34.23 212.72 194.94 62.28
961 49.35 68.14 210.27 196.58 33.20
962 49.29 74.18 194.12 192.22 33.80
963 49.33 79.19 150.88 176.60 23.71
964 49.35 32.10 196.63 194.96 73.47
965 49.36 91.75 57.51 97.37 6.67
966 49.40 17.42 136.98 151.21 66.01
967 49.41 81.89 148.87 153.57 20.80
968 49.50 7.76 77.34 76.89 14.95
969 49.71 12.86 163.97 137.58 39.30
970 49.40 98.36 9.35 22.10 0.19
971 49.61 85.08 111.33 173.54 19.65
972 49.74 36.87 222.26 192.22 53.31
973 49.62 20.17 192.00 161.11 56.49
974 49.76 22.50 183.81 167.81 57.18
975 49.68 41.23 227.31 200.92 60.51
976 49.74 55.23 220.88 202.31 45.08
977 49.78 57.41 202.60 210.16 41.05
978 49.86 43.71 228.72 198.67 52.79
979 49.78 63.30 212.51 213.04 38.10
980 49.90 96.11 20.04 52.69 1.61
981 49.81 28.50 203.80 186.84 58.91
982 49.84 48.45 224.71 191.82 43.42
983 49.91 87.60 109.48 142.76 16.02
984 50.04 89.83 66.07 133.44 12.21
985 50.14 52.84 218.37 209.73 43.31
986 50.13 59.93 195.91 212.71 35.65
987 50.03 65.73 192.16 198.73 33.12
988 50.17 4.60 61.31 68.81 7.32
989 50.23 30.59 207.52 192.88 50.13
990 50.32 24.63 179.52 180.95 47.13
991 50.26 38.94 206.31 189.74 45.07
992 50.24 15.22 168.76 140.05 40.79
993 50.16 98.00 8.89 31.08 0.44
994 50.32 46.04 213.08 206.13 44.95
995 50.26 93.47 27.94 76.58 3.56
996 50.35 70.38 123.46 195.85 24.85
997 50.32 72.72 133.01 199.37 22.79
998 50.46 50.40 216.19 207.29 37.27
999 50.34 77.92 104.59 197.13 20.93
1000 50.54 32.68 198.21 199.07 48.41
1001 50.49 35.03 201.20 207.06 47.13
1002 50.41 75.28 126.45 186.06 23.26
1003 50.49 18.00 175.67 152.12 37.12
1004 50.55 26.72 202.54 185.27 39.44
1005 50.51 83.27 70.76 182.99 14.96
1006 50.59 10.27 97.95 115.63 22.33
1007 50.56 80.58 78.81 179.00 17.87
1008 50.55 67.66 113.25 208.06 27.44
1009 50.69 62.06 177.56 219.74 29.50
1010 50.82 20.52 174.32 166.06 33.40
1011 50.80 41.50 209.94 194.86 38.29
1012 50.91 91.36 37.24 122.50 7.51
1013 50.96 7.33 81.22 102.10 15.40
1014 50.91 56.30 147.77 209.91 30.42
1015 50.89 58.46 149.43 216.92 28.01
1016 51.04 85.88 52.53 161.69 12.87
1017 51.12 22.87 160.90 180.25 34.75
1018 51.00 64.53 109.25 210.80 24.09
1019 51.09 28.78 176.40 187.65 37.31
1020 51.17 43.81 170.72 212.01 36.26
1021 51.09 54.03 156.18 205.75 30.15
1022 51.19 12.80 118.57 136.14 25.20
1023 51.29 36.37 164.06 200.19 33.75
1024 51.24 48.32 133.31 208.02 27.70
1025 51.43 95.89 12.23 52.51 1.67
1026 51.33 88.64 48.18 151.61 11.34
1027 51.21 2.35 21.75 40.08 1.98
1028 51.55 4.85 45.95 75.52 5.85
1029 51.47 15.37 149.69 143.56 28.50
1030 51.45 51.49 132.98 210.64 27.06
1031 51.46 69.21 83.80 199.02 22.31
1032 51.41 74.02 72.36 189.53 18.10
1033 51.39 77.30 55.38 185.86 14.71
1034 51.45 38.70 155.02 203.44 34.03
1035 51.57 60.43 96.30 212.48 23.93
1036 51.57 71.63 63.34 196.30 16.93
1037 51.72 93.27 20.96 95.67 4.00
1038 51.54 33.73 149.92 208.51 34.86
1039 51.54 45.99 120.54 214.19 31.02
1040 51.57 66.84 76.00 205.83 18.95
1041 51.65 30.86 116.50 201.40 32.59
1042 51.65 25.63 113.66 191.40 28.54
1043 51.66 80.03 41.63 182.20 13.52
1044 51.67 82.98 35.41 167.65 10.92
1045 51.79 18.25 123.50 166.20 26.28
1046 51.89 9.47 68.80 128.58 18.52
1047 51.80 62.94 70.30 216.87 21.38
1048 52.00 2.08 14.92 38.53 1.37
1049 51.95 41.05 135.32 202.07 28.48
1050 52.00 58.04 72.62 212.29 21.85
1051 52.08 21.06 108.19 168.63 24.91
1052 52.09 55.54 81.07 214.61 22.63
1053 52.18 28.09 103.13 197.90 24.14
1054 52.25 65.26 59.19 206.46 17.67
1055 52.29 90.68 22.27 114.70 6.55
1056 52.32 23.66 86.42 185.69 23.73
1057 52.23 75.74 45.79 182.24 14.00
1058 52.35 53.07 88.51 201.41 22.00
1059 52.35 85.50 33.93 151.65 9.41
1060 52.40 37.03 86.58 215.99 26.81
1061 52.33 43.38 110.58 215.76 26.72
1062 52.44 50.32 73.46 207.86 22.33
1063 52.48 7.23 38.04 91.08 7.62
1064 52.40 32.47 91.58 209.63 26.47
1065 52.54 47.92 63.33 207.29 21.33
1066 52.63 34.85 66.55 199.56 23.49
1067 52.57 88.00 31.93 136.98 9.26
1068 52.58 13.44 68.67 145.85 19.23
1069 52.60 69.97 48.78 208.17 15.15
1070 52.58 16.21 65.23 147.11 18.19
1071 52.64 72.88 37.92 173.81 11.40
1072 52.64 78.65 35.98 169.24 9.73
1073 52.75 39.20 73.56 210.32 22.92
1074 52.61 45.66 73.01 212.69 23.00
1075 52.71 61.45 55.57 218.83 17.93
1076 52.64 67.58 47.04 206.69 16.46
1077 52.64 81.75 31.31 156.87 9.78
1078 52.83 94.70 14.24 75.21 3.16
1079 52.86 25.84 57.02 194.30 20.13
1080 52.92 30.54 77.21 194.03 22.48
1081 52.92 59.38 48.22 203.82 17.20
1082 53.00 4.39 16.92 65.93 3.29
1083 52.88 10.85 41.44 135.76 14.98
1084 53.03 19.17 58.32 172.08 16.58
1085 53.15 96.47 9.28 48.30 0.85
1086 52.82 1.84 8.65 34.17 0.83
1087 53.06 63.58 50.25 201.19 15.14
1088 53.12 57.02 55.80 207.85 18.19
1089 53.19 41.51 51.28 202.47 15.40
1090 53.24 22.12 57.90 174.69 18.00
1091 53.32 92.54 20.77 92.35 4.05
1092 53.30 54.62 55.95 204.41 17.70
1093 53.29 9.52 39.60 119.80 10.28
1094 53.27 28.33 55.56 197.75 19.65
1095 53.18 76.36 36.19 170.89 11.49
1096 53.40 83.51 32.58 152.54 7.86
1097 53.43 65.76 47.07 188.16 11.89
1098 53.49 44.27 50.08 200.53 18.11
1099 53.50 52.11 50.19 199.43 17.19
1100 53.71 89.82 32.52 130.61 6.33
1101 53.52 33.13 48.72 194.85 19.62
1102 53.56 37.28 55.34 207.82 18.80
1103 53.57 49.42 52.26 205.48 17.11
1104 53.69 74.55 43.14 186.52 9.70
1105 53.51 1.58 6.14 33.23 0.58
1106 53.59 84.89 32.86 147.78 8.12
1107 53.62 16.92 45.13 149.55 14.45
1108 53.60 80.92 35.51 152.41 8.59
1109 53.67 86.45 34.90 135.22 8.75
1110 53.76 24.16 44.24 178.33 14.82
1111 53.76 70.37 50.46 188.02 11.19
1112 53.62 8.37 31.37 103.41 8.72
1113 53.75 14.14 36.63 146.70 13.22
1114 53.72 46.65 56.34 215.17 18.41
1115 53.72 68.06 44.11 195.53 12.24
1116 53.94 6.49 19.44 87.77 5.17
1117 53.94 72.41 55.03 188.43 9.90
1118 54.00 35.30 46.20 188.96 15.93
1119 53.89 78.45 43.98 174.14 8.55
1120 53.96 60.45 60.09 204.81 13.31
1121 54.04 11.28 29.91 135.70 10.93
1122 53.93 39.67 50.10 197.08 16.87
1123 54.00 62.33 61.19 211.86 13.06
1124 54.04 26.58 44.41 186.30 15.47
1125 54.15 31.24 49.07 196.51 16.06
1126 54.14 58.45 55.22 192.35 14.34
1127 54.17 20.51 41.96 167.38 15.32
1128 54.54 94.72 27.55 64.72 2.27
1129 54.28 29.15 49.04 189.21 14.73
1130 54.24 42.73 57.76 198.42 16.48
1131 54.35 56.12 59.20 198.16 13.99
1132 54.32 64.50 80.72 204.13 12.55
1133 54.60 18.51 46.21 155.90 13.20
1134 54.53 83.20 58.86 163.39 7.68
1135 54.52 53.61 75.97 202.52 14.10
1136 54.53 92.00 46.74 99.28 3.78
1137 54.47 96.87 13.05 31.55 0.89
1138 54.61 48.18 73.16 198.35 14.17
1139 54.58 50.97 65.01 199.86 14.12
1140 54.69 76.40 67.67 169.50 7.63
1141 54.67 8.70 28.66 105.05 8.33
1142 54.79 22.37 49.59 165.37 13.32
1143 54.65 66.95 87.00 189.03 11.35
1144 54.73 45.54 94.93 193.61 13.06
1145 54.75 16.03 44.83 161.16 11.54
1146 54.74 37.67 87.68 208.13 14.83
1147 54.64 88.17 75.69 121.14 5.91
1148 54.81 33.12 64.04 193.05 14.39
1149 54.74 80.62 84.76 150.63 6.40
1150 54.76 86.01 66.81 133.69 5.45
1151 54.90 24.82 67.04 177.61 12.43
1152 54.86 69.29 110.53 189.38 9.53
1153 54.90 40.52 82.84 194.85 13.55
1154 54.99 13.44 40.75 140.19 10.98
1155 55.02 74.10 122.64 171.62 8.33
1156 54.96 71.52 111.49 176.47 8.79
1157 55.09 27.34 72.71 184.53 12.58
1158 55.06 60.15 144.25 186.53 10.86
1159 55.09 62.57 165.16 181.82 10.99
1160 55.09 78.42 123.48 157.75 7.56
1161 55.27 35.20 111.11 200.59 12.90
1162 55.42 5.83 33.49 78.30 4.18
1163 55.35 11.12 38.51 109.47 8.34
1164 55.29 57.72 142.27 186.58 12.71
1165 55.25 65.16 204.35 167.36 9.80
1166 55.26 30.31 87.24 194.73 14.72
1167 55.23 43.22 148.09 189.57 12.51
1168 55.49 55.39 141.62 178.62 10.55
1169 55.61 88.32 143.98 118.75 5.57
1170 55.63 90.94 125.18 92.24 4.02
1171 55.50 49.73 149.46 183.27 9.97
1172 55.49 93.50 65.74 66.07 2.54
1173 55.61 19.73 66.45 143.43 8.29
1174 55.58 52.61 174.13 176.30 11.83
1175 55.55 3.53 17.31 48.03 1.61
1176 55.63 39.19 147.88 195.69 11.93
1177 55.70 47.34 209.16 157.26 11.28
1178 55.58 83.08 147.48 146.96 6.27
1179 55.67 68.10 175.25 174.73 9.19
1180 55.82 80.26 163.23 127.02 5.25
1181 55.74 7.70 50.78 87.00 6.67
1182 55.75 17.07 88.30 130.14 8.02
1183 55.83 37.31 199.89 185.60 11.81
1184 55.90 44.93 208.02 158.36 10.89
1185 55.80 22.69 61.98 158.52 9.50
1186 55.88 70.88 200.54 156.51 7.28
1187 55.96 73.34 198.75 140.63 6.72
1188 55.93 77.34 170.45 112.12 5.96
1189 55.82 95.71 43.40 30.09 1.05
1190 55.93 9.10 55.69 98.75 6.03
1191 55.95 28.12 186.19 165.91 10.84
1192 55.83 32.71 154.30 177.27 11.92
1193 55.99 41.91 218.91 164.77 10.29
1194 55.91 25.31 121.83 161.96 11.00
1195 56.04 61.34 201.74 162.86 8.93
1196 56.14 59.02 211.14 153.15 8.10
1197 56.16 13.54 108.31 115.03 8.41
1198 56.17 63.54 208.58 142.11 8.33
1199 56.12 66.10 221.14 156.45 7.60
1200 56.33 85.08 171.32 100.14 4.50
1201 56.26 30.47 205.46 164.60 11.78
1202 56.33 35.59 208.97 169.00 11.32
1203 56.16 75.94 182.48 128.56 5.00
1204 56.43 50.78 200.03 169.01 11.24
1205 56.44 54.26 205.76 154.02 9.93
1206 56.66 56.67 196.44 148.75 8.79
1207 56.54 4.55 38.88 48.49 1.97
1208 56.70 92.96 98.60 64.27 2.95
1209 56.74 95.27 57.13 44.29 1.40
1210 56.62 11.28 117.78 87.88 5.88
1211 56.64 20.90 153.58 135.97 7.86
1212 56.66 69.52 217.75 146.14 7.37
1213 56.70 18.11 119.50 130.41 7.14
1214 56.62 39.62 214.65 154.07 10.79
1215 56.63 81.88 188.40 104.70 5.52
1216 56.85 33.98 212.82 158.01 9.67
1217 56.84 48.57 209.59 139.01 9.17
1218 56.77 23.61 175.08 140.38 7.87
1219 56.81 26.36 196.66 148.09 9.04
1220 56.74 75.68 179.51 132.67 6.48
1221 56.85 87.36 177.85 101.18 4.40
1222 56.73 90.22 130.55 68.97 3.47
1223 56.98 6.87 78.33 71.60 3.52
1224 56.80 15.46 143.84 106.16 6.33
1225 56.86 46.21 216.47 147.16 9.22
