#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf6 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
612 38.83 39.71 53.74 33.05 123.49
613 39.01 78.91 67.87 53.21 90.91
614 38.99 14.95 34.26 26.01 96.55
615 38.92 34.12 53.74 32.23 133.58
616 39.37 87.92 33.29 61.85 47.58
617 39.02 31.00 53.29 31.89 136.43
618 39.18 12.37 41.16 25.65 82.85
619 39.13 57.36 207.04 36.15 101.32
620 39.04 36.98 87.04 34.54 142.04
621 39.29 28.59 48.17 33.56 140.78
622 39.32 25.95 47.05 29.19 130.06
623 39.39 52.00 207.94 41.81 106.08
624 39.33 54.53 212.41 34.61 89.51
625 39.29 82.24 41.76 58.52 88.64
626 39.45 85.22 31.67 56.03 61.34
627 39.74 92.41 16.34 50.95 15.34
628 39.73 43.78 220.63 41.51 121.63
629 39.53 46.46 200.54 33.64 117.33
630 39.54 41.08 188.99 35.17 120.37
631 39.48 71.80 83.62 55.71 96.78
632 39.67 63.85 182.66 47.30 125.37
633 39.62 66.55 134.82 52.19 124.75
634 39.62 23.73 81.04 31.84 129.06
635 39.76 19.60 86.47 30.88 126.01
636 39.84 32.51 184.94 38.09 121.76
637 39.87 49.41 220.22 47.54 126.35
638 39.94 61.43 154.89 48.62 123.34
639 39.94 16.72 89.83 32.03 125.73
640 39.91 69.15 86.65 64.59 121.15
641 40.06 35.26 206.31 39.12 129.77
642 40.07 9.21 91.91 25.89 42.27
643 40.07 59.07 189.52 41.51 105.87
644 40.19 38.19 217.46 45.20 129.02
645 40.14 74.43 47.21 65.67 85.34
646 40.29 21.74 169.02 34.06 96.31
647 40.18 76.92 37.56 65.46 65.08
648 40.32 80.46 34.48 67.70 87.39
649 40.27 14.16 132.80 34.29 90.55
650 40.31 56.42 196.59 49.49 115.35
651 40.34 26.96 168.34 37.58 100.10
652 40.37 29.95 185.64 36.57 133.43
653 40.53 53.92 188.91 52.12 119.20
654 40.59 83.64 30.22 75.89 66.62
655 40.54 11.96 135.50 34.04 54.66
656 40.68 47.72 196.21 46.16 118.68
657 40.81 45.08 191.86 48.21 134.50
658 40.78 65.32 88.83 59.62 131.36
659 40.68 71.49 43.76 89.01 113.34
660 40.87 24.27 192.46 38.41 108.40
661 40.75 40.77 212.47 51.67 127.96
662 40.88 86.47 30.53 83.79 48.88
663 40.68 89.15 27.03 66.02 25.52
664 40.88 51.35 183.71 52.12 113.57
665 40.69 94.33 14.42 37.11 4.16
666 41.03 18.82 195.54 35.53 107.24
667 41.01 67.86 69.49 81.79 132.62
668 41.03 62.99 90.28 65.88 110.46
669 40.83 92.02 23.91 56.13 12.76
670 40.98 32.93 201.42 52.44 134.16
671 41.35 15.92 175.79 45.46 106.20
672 41.28 58.15 125.70 59.68 149.68
673 41.33 60.65 93.94 66.26 144.45
674 41.33 35.64 192.49 56.90 119.85
675 41.36 43.07 157.58 66.17 151.76
676 41.41 78.56 33.01 96.84 74.24
677 41.43 28.26 185.10 50.80 134.87
678 41.41 75.63 30.08 73.10 39.55
679 41.47 73.43 37.63 91.89 86.66
680 41.61 10.23 133.08 42.21 69.51
681 41.60 38.00 176.52 53.87 145.07
682 41.63 13.20 144.15 43.35 79.23
683 41.66 49.36 162.50 63.45 144.91
684 41.76 55.99 137.27 66.97 148.00
685 41.66 21.23 199.22 48.32 110.99
686 41.78 30.73 198.15 56.48 125.23
687 41.67 53.41 127.17 65.32 119.96
688 41.63 81.46 28.93 79.04 52.09
689 41.85 25.97 185.42 50.53 119.78
690 41.76 70.32 41.53 95.69 101.34
691 41.88 89.53 98.26 85.88 21.20
692 41.92 46.85 123.79 73.28 148.00
693 41.92 84.23 45.19 98.64 54.59
694 42.07 40.52 159.40 73.64 154.50
695 41.99 64.79 53.27 85.42 118.47
696 42.23 33.40 176.74 68.94 139.53
697 42.10 67.34 43.37 104.87 93.06
698 42.11 87.01 85.02 98.69 35.27
699 42.33 23.38 176.69 57.72 114.90
700 42.08 92.42 66.23 31.25 3.11
701 42.45 45.02 105.64 87.58 147.32
702 42.20 62.33 60.35 93.67 130.53
703 42.46 51.31 115.41 80.78 155.21
704 42.39 18.16 137.29 56.18 105.18
705 42.46 58.93 71.93 93.57 148.48
706 42.59 74.85 46.30 101.52 60.94
707 42.43 77.80 43.39 96.32 44.71
708 42.64 36.00 148.15 76.11 158.75
709 42.54 14.86 120.01 58.59 108.58
710 42.72 42.82 103.39 94.87 162.47
711 42.73 72.11 34.07 110.65 81.90
712 42.71 11.56 98.51 66.32 80.91
713 42.79 28.65 135.87 72.79 115.85
714 42.72 54.57 87.31 93.61 171.92
715 42.73 79.53 41.14 110.88 49.81
716 42.80 8.62 74.12 47.53 37.47
717 42.86 20.56 130.90 71.19 140.82
718 42.71 81.41 76.72 113.49 52.42
719 42.90 48.63 82.78 90.11 155.88
720 42.97 69.10 32.80 108.40 75.37
721 43.17 93.21 78.82 50.31 2.81
722 43.02 38.62 106.44 90.91 166.29
723 42.96 83.90 170.86 88.58 24.16
724 43.07 31.18 115.19 83.82 155.98
725 43.06 25.22 126.96 72.71 145.42
726 43.14 56.73 70.20 115.63 150.82
727 43.11 66.18 32.42 111.78 77.92
728 43.18 88.38 156.82 82.81 14.58
729 43.23 61.16 54.38 109.81 124.18
730 43.21 63.78 35.52 119.62 119.60
731 43.49 16.66 113.45 87.00 126.64
732 43.44 52.37 63.73 121.82 142.82
733 43.39 46.61 76.96 107.09 138.43
734 43.58 41.18 64.94 107.33 166.36
735 43.59 34.02 83.91 101.70 146.33
736 43.67 13.34 90.53 89.22 104.30
737 43.78 27.12 107.82 102.69 164.45
738 43.78 6.89 38.88 59.26 31.84
739 43.95 22.32 84.21 92.43 147.60
740 43.77 58.73 45.31 112.13 119.49
741 43.83 77.92 188.88 94.85 28.83
742 43.74 81.22 190.95 90.50 31.14
743 43.87 19.48 76.39 89.82 116.82
744 43.77 71.10 37.89 114.99 64.71
745 43.75 10.50 55.86 71.74 55.54
746 43.88 44.16 58.84 120.46 151.18
747 43.73 95.74 43.26 27.05 0.89
748 43.89 36.80 66.91 101.07 151.64
749 43.93 49.39 54.48 128.00 151.99
750 43.96 54.47 43.06 122.02 145.18
751 43.93 73.80 75.86 124.82 52.69
752 44.09 68.14 45.85 123.87 69.16
753 44.28 84.36 207.23 109.53 23.66
754 44.07 90.93 81.45 43.20 3.23
755 44.24 65.52 39.06 134.80 75.10
756 44.32 24.67 76.63 117.95 148.88
757 44.41 39.45 52.23 124.51 153.18
758 44.55 28.82 48.20 136.10 150.60
759 44.21 31.05 59.49 117.87 140.44
760 44.43 63.19 41.39 139.54 85.22
761 44.52 46.38 51.16 142.03 133.03
762 44.45 56.70 36.28 136.60 113.87
763 44.44 60.81 39.67 145.30 104.18
764 44.53 88.44 149.90 81.57 9.07
765 44.57 15.26 71.86 103.61 122.72
766 44.60 51.59 43.04 127.82 135.45
767 44.70 33.01 45.72 123.54 145.22
768 44.59 9.12 19.13 63.55 22.62
769 44.78 75.37 185.13 99.60 18.35
770 44.74 41.97 45.63 138.16 137.40
771 44.85 94.10 47.03 46.42 1.57
772 44.87 12.44 39.09 111.86 79.60
773 44.85 35.51 51.07 123.84 135.89
774 44.71 70.48 137.09 129.03 43.40
775 44.80 79.26 212.41 96.86 24.38
776 44.94 18.03 47.06 117.20 125.15
777 45.16 20.89 43.69 126.16 121.47
778 45.19 72.92 187.17 118.40 21.88
779 45.11 53.98 37.30 135.01 119.09
780 45.15 59.14 46.90 158.74 101.89
781 45.54 82.70 206.59 120.48 19.76
782 45.22 26.34 43.26 140.66 123.90
783 45.17 48.46 41.75 147.96 111.18
784 45.07 67.23 123.00 135.98 61.82
785 45.29 43.93 41.00 150.48 113.35
786 45.18 85.80 121.86 66.05 6.29
787 45.28 91.28 73.96 66.11 3.80
788 45.26 38.13 41.03 142.24 119.82
789 45.41 23.52 38.74 140.52 137.29
790 45.35 64.50 176.09 134.26 53.19
791 45.46 30.56 35.59 139.43 118.99
792 45.65 77.19 217.58 103.86 15.46
793 45.57 7.30 20.64 85.01 28.58
794 45.41 61.88 61.18 157.00 78.75
795 45.47 56.87 44.24 151.48 89.77
796 45.66 50.89 41.52 136.97 90.14
797 45.73 69.80 198.25 115.88 33.42
798 45.93 10.62 29.41 139.08 78.71
799 45.68 15.89 37.60 120.86 75.93
800 45.83 41.08 43.62 161.87 89.74
801 45.95 88.67 126.37 87.06 8.22
802 45.81 33.60 40.10 138.98 99.85
803 45.84 45.90 44.09 163.77 94.11
804 46.07 27.77 37.45 166.54 86.76
805 46.08 36.13 46.77 154.08 102.64
806 46.14 79.94 209.56 107.90 18.96
807 46.11 67.06 228.90 136.82 32.04
808 46.16 13.74 29.91 129.97 60.51
809 46.13 19.20 35.51 139.82 72.34
810 46.11 54.55 52.90 146.28 80.76
811 46.39 94.15 26.31 48.02 1.53
812 46.32 60.37 218.15 149.41 43.55
813 46.45 75.36 209.00 114.92 13.56
814 46.34 58.45 160.29 151.94 63.35
815 46.33 22.18 36.42 161.75 81.57
816 46.26 47.97 56.27 172.76 71.40
817 46.35 62.62 221.25 146.85 42.12
818 46.41 38.60 50.62 149.19 81.42
819 46.67 85.76 113.90 94.18 8.96
820 46.48 25.31 43.99 154.52 69.12
821 46.40 52.36 55.10 160.22 79.74
822 46.38 72.25 177.64 97.40 16.10
823 46.51 43.34 59.94 185.37 75.77
824 46.59 64.83 232.68 144.89 28.30
825 46.63 29.66 45.57 173.49 90.38
826 46.64 56.22 173.42 146.70 60.01
827 46.64 31.98 45.09 172.70 88.87
828 46.59 49.91 111.60 184.55 69.62
829 46.58 91.56 45.31 71.09 4.14
830 47.08 6.78 39.71 117.41 19.99
831 46.75 16.15 43.02 157.74 65.78
832 46.91 45.69 134.47 176.98 80.19
833 46.98 69.48 207.56 126.46 20.96
834 47.11 34.14 109.32 183.87 71.96
835 47.07 40.60 83.69 173.51 74.06
836 47.18 78.21 167.66 116.42 11.42
837 47.05 82.06 151.95 93.36 9.59
838 47.04 90.43 37.49 80.32 3.68
839 47.25 11.01 91.92 157.83 31.27
840 47.16 36.92 145.11 188.83 67.09
841 47.31 73.82 174.81 134.14 15.57
842 47.26 18.45 77.11 176.88 57.34
843 47.28 20.79 118.18 182.50 60.62
844 47.32 23.57 65.52 185.59 57.55
845 47.31 53.85 218.64 156.89 56.56
846 47.39 66.70 225.95 138.60 19.53
847 47.48 48.27 231.82 170.97 44.06
848 47.45 27.71 128.63 186.97 70.22
849 47.43 51.06 231.65 154.27 48.95
850 47.53 13.58 99.53 178.76 51.90
851 47.51 59.09 234.43 152.06 33.16
852 47.47 87.86 57.84 87.13 5.62
853 47.56 61.56 228.81 158.15 27.11
854 47.67 63.77 218.15 141.74 21.12
855 47.66 43.30 217.20 181.33 48.09
856 47.68 56.59 240.44 155.13 34.63
857 47.65 30.80 169.62 193.21 58.76
858 48.10 90.82 31.89 77.00 3.54
859 47.76 94.81 13.63 28.90 0.80
860 47.94 3.75 25.37 57.36 2.48
861 47.83 25.82 142.42 185.64 48.31
862 47.74 84.91 98.15 108.66 9.11
863 48.02 71.39 113.95 135.60 13.41
864 47.88 45.88 216.34 165.59 47.55
865 47.87 96.47 7.18 25.38 0.03
866 48.12 37.89 225.17 190.38 47.26
867 48.10 16.26 183.30 172.54 34.01
868 48.09 76.67 78.36 115.45 7.89
869 48.16 35.17 235.99 186.65 39.80
870 48.08 40.63 228.13 181.19 46.40
871 48.18 8.52 115.54 132.92 12.08
872 48.17 32.68 221.08 184.70 37.13
873 48.26 68.38 142.08 139.18 15.35
874 48.35 82.70 86.47 119.91 9.56
875 48.37 52.43 232.88 181.93 29.73
876 48.47 21.21 205.71 185.35 32.81
877 48.37 79.65 91.74 114.78 9.28
878 48.50 18.73 206.35 177.43 35.39
879 48.48 10.99 168.45 152.93 15.35
880 48.45 23.70 224.55 193.42 35.82
881 48.56 27.80 228.38 190.06 36.70
882 49.12 54.85 186.47 159.22 21.98
883 48.56 65.61 126.01 148.20 16.24
884 48.50 74.28 78.21 140.57 11.96
885 48.65 50.04 223.24 177.80 27.17
886 48.60 60.26 217.69 155.88 22.66
887 48.41 85.56 53.00 103.25 7.31
888 48.77 13.82 192.66 177.85 30.61
889 48.78 30.41 215.16 189.50 25.49
890 48.71 57.60 222.88 145.81 22.03
891 48.84 47.58 224.88 173.09 27.70
892 48.71 87.20 40.34 88.07 5.97
893 48.88 62.74 133.86 164.76 18.62
894 48.95 6.57 75.36 91.58 4.21
895 48.98 42.23 225.85 185.56 32.49
896 48.91 44.80 214.66 167.49 37.56
897 49.37 4.63 47.42 68.17 1.50
898 49.15 70.06 68.22 144.62 10.85
899 49.37 25.63 205.42 191.62 29.13
900 49.24 39.06 214.79 180.80 28.97
901 49.17 33.13 215.91 193.45 25.71
902 49.43 36.24 219.42 187.85 26.37
903 49.36 78.03 51.07 110.72 6.37
904 49.24 8.52 119.62 143.67 7.92
905 49.55 72.58 53.79 138.28 9.33
906 49.51 84.79 38.54 97.44 5.34
907 49.36 17.01 182.25 153.82 15.49
908 49.64 75.56 43.36 137.84 7.36
909 49.64 67.55 75.45 149.66 12.41
910 49.48 81.34 47.04 106.41 6.92
911 49.47 90.49 24.32 81.89 3.48
912 49.57 52.16 168.09 165.85 18.87
913 49.71 28.68 198.96 208.52 26.25
914 49.60 64.91 84.29 162.23 15.34
915 49.76 9.24 108.60 149.06 7.88
916 49.66 19.99 171.64 170.40 17.05
917 49.72 11.91 126.19 173.18 16.03
918 49.76 22.49 164.95 202.41 22.25
919 49.80 87.82 27.85 83.86 4.32
920 49.92 49.34 130.96 176.08 18.59
921 49.80 60.28 97.03 154.78 15.54
922 49.93 57.61 113.12 170.35 16.24
923 49.94 93.23 15.95 53.79 1.60
924 49.76 18.04 148.81 159.71 16.05
925 49.97 14.95 122.47 180.67 16.28
926 50.10 43.95 162.93 177.15 23.71
927 50.08 46.64 162.74 180.72 24.02
928 50.14 62.81 71.12 163.39 13.18
929 50.26 31.18 98.84 200.42 18.57
930 50.14 41.18 155.71 198.77 21.88
931 50.24 33.95 187.06 200.64 22.55
932 50.45 7.28 41.23 96.70 2.66
933 50.33 70.35 48.55 150.35 8.99
934 50.43 38.03 118.38 193.48 19.32
935 50.51 79.34 33.88 111.08 5.25
936 50.59 24.01 99.43 214.71 18.12
937 50.64 26.53 97.49 203.76 16.58
938 50.60 82.62 36.93 115.38 5.80
939 50.60 53.55 100.74 178.53 13.74
940 50.62 65.43 45.53 153.94 9.67
941 50.63 73.70 35.69 115.40 6.65
942 50.86 85.68 30.14 99.54 4.73
943 50.67 90.40 24.35 74.92 3.15
944 50.74 16.79 77.93 190.84 12.96
945 50.72 51.13 84.74 185.94 13.77
946 50.76 56.03 81.81 168.94 13.19
947 50.67 76.42 31.19 92.68 5.16
948 50.62 10.05 62.71 137.64 5.48
949 50.87 19.39 77.22 181.30 11.46
950 50.91 28.97 90.69 211.45 17.08
951 50.82 68.03 41.22 118.12 6.97
952 51.03 58.67 59.78 154.39 10.62
953 50.91 61.11 58.33 146.86 10.57
954 51.07 94.48 17.56 50.30 1.16
955 51.15 35.80 78.01 192.21 15.50
956 51.15 21.74 80.52 182.63 11.87
957 50.93 88.02 26.70 70.13 3.85
958 51.14 13.70 57.62 173.84 9.31
959 51.12 40.47 147.34 199.46 16.50
960 51.04 48.35 77.18 179.75 14.62
961 50.98 11.20 62.32 151.24 6.12
962 51.24 45.50 79.14 190.05 14.08
963 51.32 42.99 73.33 185.85 14.84
964 51.34 32.81 60.19 202.38 14.96
965 51.26 71.14 28.99 85.31 3.70
966 51.49 63.13 42.14 151.00 8.42
967 51.52 9.03 28.09 123.38 4.00
968 51.64 92.11 36.56 63.29 1.59
969 51.68 38.36 61.38 195.45 14.46
970 51.56 77.60 32.49 88.13 3.80
971 51.68 52.39 46.85 159.92 10.58
972 51.68 54.83 51.96 172.31 10.73
973 51.80 6.28 19.31 104.29 2.60
974 51.63 24.45 47.24 205.59 13.11
975 51.66 80.81 34.93 101.40 4.52
976 51.64 65.79 34.75 137.30 7.25
977 51.64 74.38 27.90 94.00 3.76
978 51.90 27.14 43.72 202.90 11.65
979 51.89 30.12 46.93 188.57 11.52
980 51.85 49.89 48.28 172.83 11.05
981 51.84 84.13 48.57 98.75 4.42
982 51.86 68.49 31.91 107.27 4.61
983 52.00 11.50 35.94 170.18 7.21
984 51.90 17.20 43.82 178.61 9.07
985 52.10 57.04 38.62 151.06 9.86
986 51.91 59.97 41.05 144.14 9.00
987 51.88 89.38 50.16 64.79 2.60
988 52.18 20.01 44.13 180.33 8.91
989 52.14 47.05 45.81 178.42 11.48
990 52.13 86.91 68.32 80.48 3.26
991 52.19 71.53 43.26 114.60 4.68
992 52.32 34.66 45.93 190.21 11.21
993 52.46 94.66 57.18 44.28 0.67
994 52.31 40.84 46.30 181.97 12.30
995 52.37 44.15 45.09 172.28 10.12
996 52.53 14.32 33.99 168.83 8.44
997 52.38 32.25 41.13 183.22 9.60
998 52.56 22.47 45.27 189.94 9.29
999 52.66 37.41 50.12 181.26 10.77
1000 52.40 76.30 40.93 93.64 4.10
1001 52.92 8.39 32.93 126.74 3.95
1002 52.61 61.74 44.73 134.74 7.04
1003 52.59 64.16 42.75 143.93 7.17
1004 52.62 79.27 63.98 107.55 4.35
1005 52.65 66.85 42.43 135.48 5.84
1006 52.68 81.32 126.57 76.67 3.41
1007 52.80 25.18 40.14 185.18 9.84
1008 52.75 54.42 47.35 141.05 7.88
1009 52.78 51.49 39.63 151.11 9.17
1010 52.80 73.87 65.93 110.37 5.26
1011 52.84 84.32 176.08 66.89 3.77
1012 52.94 91.60 89.44 42.44 1.56
1013 53.04 28.08 51.57 191.48 8.99
1014 52.90 58.90 45.03 138.11 6.93
1015 53.01 69.20 52.16 115.77 5.69
1016 52.92 88.60 127.76 58.67 2.42
1017 53.00 48.78 44.72 155.65 9.16
1018 53.05 17.90 46.17 159.18 7.20
1019 52.94 82.43 150.65 98.77 4.92
1020 53.09 5.06 19.30 88.58 1.22
1021 53.20 30.60 47.49 177.60 7.29
1022 53.21 42.06 48.52 160.70 9.17
1023 53.33 46.36 56.06 170.21 9.43
1024 53.27 71.14 129.49 106.30 4.90
1025 53.29 77.82 158.18 82.29 3.34
1026 53.34 56.50 67.76 139.38 7.18
1027 53.57 11.91 67.27 149.92 6.52
1028 53.41 35.72 50.61 174.35 8.35
1029 53.38 33.16 74.30 177.10 9.45
1030 53.48 39.62 56.58 181.22 10.42
1031 53.47 20.67 78.14 164.23 5.69
1032 53.53 75.39 195.82 83.26 3.70
1033 53.51 86.25 176.21 53.74 2.21
1034 53.48 65.16 111.08 121.30 5.84
1035 53.68 44.04 70.18 149.57 7.37
1036 53.68 15.16 83.37 165.98 6.69
1037 53.63 52.84 64.48 146.55 7.66
1038 53.57 60.71 71.15 123.69 6.73
1039 53.73 62.98 85.93 118.40 5.38
1040 53.82 67.30 177.62 98.35 4.73
1041 53.75 95.05 48.56 21.79 0.19
1042 53.76 23.91 84.59 162.61 6.91
1043 53.96 80.06 207.35 61.54 3.24
1044 53.85 50.18 96.32 154.02 7.37
1045 53.85 26.41 78.50 183.43 7.78
1046 54.01 72.57 214.45 73.93 3.44
1047 53.92 82.71 213.48 62.31 3.01
1048 53.83 93.01 76.86 28.37 1.40
1049 54.01 58.10 170.51 114.17 5.78
1050 54.07 54.56 167.08 112.24 6.11
1051 54.09 89.82 151.38 45.09 1.74
1052 54.11 37.33 95.75 167.98 8.12
1053 54.30 9.38 102.63 140.01 4.23
1054 54.13 29.17 86.01 177.31 7.97
1055 54.16 17.73 109.25 153.28 5.91
1056 54.39 69.66 219.96 76.39 3.61
1057 54.18 47.77 111.43 139.53 7.53
1058 54.25 31.77 154.03 155.05 6.81
1059 54.40 34.72 209.59 147.13 6.53
1060 54.36 41.73 181.26 129.93 5.60
1061 54.42 77.21 205.30 78.38 2.59
1062 54.48 64.93 224.11 86.12 4.34
1063 54.59 85.85 216.56 58.54 2.35
1064 54.63 20.02 199.16 143.06 5.76
1065 54.57 39.07 190.16 147.27 7.39
1066 54.56 45.18 220.64 112.17 5.73
1067 54.52 60.53 225.48 89.75 4.73
1068 54.66 7.18 79.75 84.35 2.40
1069 54.59 22.48 191.88 146.60 5.64
1070 54.63 52.13 234.92 111.80 6.00
1071 54.69 92.21 74.33 27.15 1.36
1072 54.87 56.16 222.52 91.73 5.63
1073 54.77 25.14 201.58 143.68 6.71
1074 54.88 74.38 208.97 73.39 3.23
1075 54.79 14.59 169.14 131.58 4.69
1076 54.76 94.85 50.00 29.18 0.15
1077 54.76 12.02 156.84 114.54 4.35
1078 54.94 27.53 213.75 149.40 7.19
1079 54.95 49.51 221.19 103.72 5.62
1080 54.94 88.24 148.81 41.05 1.98
1081 55.12 62.77 235.58 86.65 3.94
1082 55.10 67.34 228.46 81.59 3.52
1083 55.09 30.09 208.17 135.56 5.62
1084 55.32 81.49 219.13 58.34 2.83
1085 55.25 71.77 217.35 68.40 3.08
1086 55.30 83.87 198.48 52.84 2.72
1087 55.20 33.09 219.00 127.57 5.41
1088 55.27 17.20 168.08 128.05 4.85
1089 55.44 42.60 228.21 111.28 5.88
1090 55.40 58.26 217.97 93.07 4.29
1091 55.30 46.97 226.06 109.11 5.05
1092 55.33 36.69 210.98 121.46 5.49
1093 55.48 54.08 217.24 93.64 5.38
1094 55.49 78.81 201.64 61.48 2.66
1095 55.53 40.12 232.38 121.86 5.02
1096 55.43 11.67 135.94 107.51 3.83
1097 55.42 90.09 86.14 30.20 1.34
1098 55.57 8.98 135.62 111.77 3.36
1099 55.56 76.17 141.58 58.50 2.69
1100 55.68 21.84 193.20 129.22 5.18
1101 55.76 60.54 221.40 91.10 4.48
1102 55.75 64.76 225.84 71.83 3.59
1103 55.89 19.40 179.34 133.49 5.14
1104 55.93 24.05 194.27 133.35 4.92
1105 55.90 51.62 228.34 88.98 4.72
1106 55.88 44.84 224.28 106.40 4.95
1107 55.84 69.19 173.33 69.12 3.01
1108 56.04 86.50 159.82 55.59 1.86
1109 55.75 92.82 57.88 26.48 1.18
1110 56.15 26.32 198.14 110.05 4.69
1111 56.00 14.75 155.19 106.09 3.48
1112 56.17 28.65 217.39 125.04 5.44
1113 56.13 31.45 218.39 125.93 5.25
1114 56.24 34.42 200.48 108.65 4.67
1115 56.31 49.50 200.83 91.08 4.32
1116 56.41 38.66 195.10 105.55 4.43
1117 56.46 74.59 138.54 54.06 2.63
1118 56.36 56.20 162.49 83.78 3.86
1119 56.41 66.58 181.73 72.22 3.54
1120 56.33 72.37 166.58 64.06 2.71
1121 56.87 91.24 79.98 32.08 1.16
1122 56.51 47.26 196.10 90.46 5.19
1123 56.55 62.09 217.00 76.06 3.70
1124 56.42 88.85 104.98 35.78 1.41
1125 56.63 12.58 122.37 92.23 2.91
1126 56.67 36.61 169.01 117.10 4.90
1127 56.56 77.19 147.47 55.54 2.40
1128 56.91 10.06 108.34 97.88 2.53
1129 56.76 17.80 166.93 117.37 4.37
1130 56.63 83.43 133.60 46.17 2.14
1131 56.71 42.86 190.23 98.89 4.85
1132 56.67 53.48 186.63 89.66 4.34
1133 56.65 59.08 186.49 80.57 3.43
1134 56.75 80.48 174.79 51.43 2.19
1135 56.87 70.37 120.86 61.24 2.65
1136 56.89 6.94 69.52 77.36 1.68
1137 56.99 40.69 156.58 94.48 4.89
1138 57.00 4.80 44.44 47.53 0.90
1139 56.92 64.21 157.32 75.60 3.39
1140 56.99 21.73 149.80 111.55 4.23
1141 57.11 32.59 151.91 115.17 4.17
1142 57.31 25.10 116.43 113.23 4.13
1143 57.27 45.46 158.46 88.23 4.10
1144 57.21 68.05 110.04 61.76 2.44
1145 57.21 15.13 144.38 113.64 4.15
1146 57.35 93.58 32.88 19.56 0.57
1147 57.32 29.99 184.23 118.38 4.59
1148 57.33 51.42 128.24 78.65 4.12
1149 57.19 85.47 98.50 35.60 1.60
1150 57.40 27.43 132.19 103.38 3.66
1151 57.58 35.03 128.03 97.24 4.12
1152 57.58 57.30 159.97 80.17 3.82
1153 57.60 87.16 97.13 61.35 1.96
1154 57.53 54.73 128.25 73.59 3.56
1155 57.54 77.92 132.69 51.92 2.07
1156 57.60 48.56 128.66 82.90 4.09
1157 57.63 72.85 93.38 54.02 2.24
1158 57.69 38.28 118.76 90.17 4.28
1159 57.57 82.61 87.28 41.85 2.30
1160 57.71 60.07 151.24 69.72 3.39
1161 57.76 62.67 126.54 72.16 3.20
1162 57.87 75.28 85.83 57.74 2.01
1163 57.87 65.38 109.22 63.71 2.78
1164 57.88 89.11 57.39 33.23 1.59
1165 58.02 13.00 91.13 113.74 3.34
1166 58.00 18.02 117.82 99.22 3.52
1167 58.02 20.71 56.79 100.96 3.93
1168 57.93 42.99 98.87 78.38 4.06
1169 58.02 10.99 67.43 78.57 2.79
1170 58.18 7.35 62.97 70.34 2.03
1171 58.12 23.48 79.89 108.24 4.56
1172 58.11 70.42 77.17 56.74 2.62
1173 58.28 80.10 87.82 58.10 2.08
1174 58.31 40.63 101.93 91.26 3.99
1175 58.27 32.50 89.22 98.52 3.99
1176 58.65 85.40 75.74 43.85 1.63
1177 58.42 53.14 72.77 67.62 3.96
1178 58.29 67.70 89.41 59.29 2.67
1179 58.55 50.69 54.90 66.18 3.80
1180 58.52 91.12 34.05 26.86 0.81
1181 58.61 15.54 94.83 100.58 3.30
1182 58.48 29.13 70.88 104.76 3.85
1183 58.44 45.76 65.39 78.79 3.82
1184 58.55 26.81 40.59 81.49 3.44
1185 58.62 36.05 49.78 80.64 3.26
1186 58.71 55.85 48.80 67.11 3.12
1187 58.71 58.70 60.18 69.85 3.50
1188 58.84 48.23 50.95 71.94 3.68
1189 58.79 61.43 75.72 64.73 2.51
1190 58.80 77.46 47.44 57.82 2.17
1191 58.95 82.09 60.01 47.29 2.35
1192 59.00 64.15 42.48 63.39 2.49
1193 59.00 72.70 38.06 50.07 2.24
1194 59.03 38.80 43.02 74.11 3.60
1195 59.11 21.93 37.92 87.32 3.34
1196 59.15 24.81 34.98 82.16 3.04
1197 59.21 75.06 38.88 43.36 1.91
1198 59.17 9.91 35.05 68.40 1.84
1199 59.17 18.83 32.58 86.71 3.22
1200 59.20 43.58 40.11 68.15 3.94
1201 59.18 69.65 47.12 53.59 2.36
1202 59.17 31.13 38.94 81.33 4.02
1203 59.29 66.60 40.72 57.61 2.27
1204 59.40 6.54 18.71 51.26 0.98
1205 59.35 12.66 34.66 87.40 2.66
1206 59.39 33.85 38.24 71.22 3.13
1207 59.53 51.65 37.49 59.32 3.43
1208 59.59 41.35 38.15 62.36 3.15
1209 59.85 90.36 22.63 27.24 0.98
1210 59.60 54.19 36.66 53.16 3.14
1211 59.56 57.37 36.40 60.37 2.90
1212 59.67 28.97 37.27 74.10 3.70
1213 59.76 80.31 34.40 43.59 1.76
1214 59.65 36.57 36.74 67.55 2.93
1215 59.71 46.31 35.17 58.30 3.04
1216 59.88 92.44 17.01 22.21 0.66
1217 59.86 26.63 32.09 69.23 2.85
1218 59.78 83.47 38.45 35.59 1.54
1219 59.71 15.64 29.96 81.65 2.87
1220 59.79 60.04 36.48 60.97 2.79
1221 59.91 49.25 35.76 57.88 3.04
1222 59.98 62.74 32.74 54.77 2.43
1223 59.95 77.16 32.00 44.77 1.48
1224 60.10 20.71 29.28 71.80 2.94
1225 60.09 23.69 36.91 70.14 3.04
1226 60.02 31.78 44.49 68.94 3.47
1227 60.23 65.22 29.96 41.95 2.17
1228 60.14 71.12 31.86 41.48 2.11
1229 60.21 73.76 28.95 37.60 2.03
1230 60.22 68.27 31.31 45.62 1.91
