#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf6 14A 8 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1231 60.05 39.25 41.39 58.68 2.80
1232 60.25 87.03 29.93 33.19 1.21
1233 60.31 10.36 21.76 52.19 2.06
1234 60.19 44.13 46.07 58.56 3.91
1235 60.39 17.78 28.66 64.34 2.42
1236 60.33 7.95 16.30 38.11 1.50
1237 60.31 56.02 37.73 52.39 3.06
1238 60.41 34.73 43.56 61.00 3.42
1239 60.47 12.83 25.49 56.84 2.07
1240 60.71 53.59 94.49 38.04 2.38
1241 60.47 58.37 44.04 53.58 2.53
1242 60.53 36.82 75.62 48.68 3.02
1243 60.68 30.01 98.11 48.49 3.14
1244 60.64 41.66 95.22 42.96 3.35
1245 60.67 14.91 29.80 66.96 2.17
1246 60.60 47.27 45.09 50.45 3.25
1247 60.64 61.12 38.41 47.91 1.98
1248 60.93 25.07 129.14 42.12 2.51
1249 60.91 32.72 151.64 43.10 2.68
1250 60.85 75.47 33.05 34.14 1.60
1251 60.90 78.70 28.13 38.58 1.84
1252 60.90 81.17 28.65 35.35 1.51
1253 60.87 22.24 39.23 62.67 2.62
1254 61.02 38.63 197.44 39.56 2.49
1255 60.94 49.36 96.70 39.67 2.66
1256 60.95 72.47 35.23 28.93 1.11
1257 60.87 82.62 27.39 34.61 1.24
1258 61.11 44.78 177.24 34.76 2.82
1259 61.05 19.39 37.69 57.18 2.08
1260 61.05 63.78 32.41 40.51 1.71
1261 61.03 66.80 36.30 44.34 2.21
1262 61.65 70.57 108.17 28.12 1.85
1263 61.21 56.31 108.51 33.61 1.95
1264 61.37 89.08 25.74 27.49 1.01
1265 61.45 58.87 178.58 30.20 2.25
1266 61.28 8.18 44.37 34.86 1.55
1267 61.47 51.74 185.08 34.39 2.49
1268 61.60 11.37 81.31 36.00 1.92
1269 61.63 28.88 186.67 41.44 2.35
1270 61.52 85.35 27.78 27.24 1.39
1271 61.44 16.58 85.63 45.44 2.14
1272 61.63 35.90 203.10 32.28 2.87
1273 61.51 61.44 101.88 33.62 2.01
1274 61.66 74.27 62.38 27.17 1.61
1275 61.61 13.03 74.46 38.27 2.21
1276 61.72 40.64 214.40 36.76 3.05
1277 61.82 47.44 199.68 30.64 2.68
1278 61.68 20.75 119.87 41.79 2.35
1279 61.83 22.85 134.39 40.04 2.10
1280 62.02 26.85 188.32 37.49 2.13
1281 61.72 65.39 57.42 29.67 1.60
1282 61.79 68.22 67.81 30.55 2.00
1283 61.69 76.92 51.54 26.76 1.76
1284 61.95 31.15 202.10 37.13 2.55
1285 62.01 42.90 219.39 31.85 2.38
1286 61.79 79.88 34.14 26.80 1.45
1287 62.09 33.63 217.89 33.92 2.53
1288 62.10 54.27 220.31 32.94 2.37
1289 62.21 63.19 147.92 26.03 1.78
1290 62.27 49.98 222.41 30.86 2.52
1291 62.34 18.31 168.67 34.84 2.24
1292 62.46 24.76 197.21 34.96 2.42
1293 62.36 38.32 223.79 32.69 2.55
1294 62.82 81.58 117.82 25.29 1.11
1295 62.36 45.17 216.51 29.12 2.45
1296 62.44 56.83 227.01 27.38 1.98
1297 62.45 84.36 64.45 20.04 1.30
1298 62.61 15.45 135.96 30.29 2.36
1299 62.77 78.53 172.94 22.18 1.29
1300 62.65 59.83 220.20 26.96 2.19
1301 62.70 66.77 178.03 25.70 1.72
1302 62.49 91.61 20.28 14.12 0.37
1303 62.88 72.77 180.96 21.18 1.53
1304 62.75 88.25 51.61 17.29 0.66
1305 62.82 10.30 89.21 22.43 1.28
1306 62.85 75.65 180.76 20.37 1.41
1307 63.01 86.37 90.26 15.05 1.36
1308 62.90 12.90 123.58 27.73 2.22
1309 62.95 21.10 191.07 31.78 2.26
1310 62.92 52.46 199.77 29.08 2.65
1311 63.05 36.45 206.92 28.91 2.48
1312 62.91 40.83 223.17 31.36 2.55
1313 63.04 48.32 197.68 27.64 2.19
1314 63.06 69.69 198.02 22.94 1.82
1315 63.06 31.54 167.50 30.33 2.21
1316 63.12 28.77 171.37 29.54 1.90
1317 63.11 34.45 175.05 26.87 2.38
1318 63.32 61.93 221.18 24.13 1.71
1319 63.36 64.42 213.36 24.08 1.62
1320 63.40 43.44 189.72 26.52 2.42
1321 63.39 46.12 198.94 26.86 2.65
1322 63.67 90.38 63.93 13.19 0.56
1323 63.54 55.09 177.64 23.52 2.14
1324 63.46 23.64 153.97 27.39 2.34
1325 63.56 26.21 173.49 28.51 2.28
1326 63.50 57.62 208.78 23.51 2.05
1327 63.81 38.22 174.37 25.30 2.27
1328 63.65 50.56 149.70 22.80 2.32
1329 63.65 18.35 152.15 25.50 2.16
1330 63.71 93.04 33.37 8.49 0.19
1331 63.55 8.71 57.07 17.47 0.53
1332 63.78 15.12 144.62 26.74 2.11
1333 63.93 83.37 197.83 16.45 1.36
1334 64.07 59.90 205.22 20.58 1.99
1335 63.88 66.84 218.18 22.11 1.43
1336 63.96 74.43 212.80 20.70 1.39
1337 63.96 11.37 78.82 19.08 1.53
1338 63.97 33.09 141.76 24.59 2.50
1339 64.07 85.24 193.95 18.73 1.19
1340 64.27 87.32 107.44 12.85 1.08
1341 63.96 40.99 168.36 24.44 2.46
1342 64.01 77.72 219.38 18.48 1.30
1343 64.05 7.84 44.60 16.35 0.19
1344 64.18 52.98 155.31 22.99 2.48
1345 64.28 71.82 215.56 20.04 1.43
1346 64.15 69.34 198.34 19.02 1.51
1347 64.23 80.76 199.17 16.83 1.36
1348 64.20 21.57 148.56 24.68 2.08
1349 64.28 30.45 153.50 25.16 2.13
1350 64.37 9.56 57.77 16.71 1.67
1351 64.29 48.31 151.20 23.07 1.98
1352 64.38 27.96 136.95 24.24 2.20
1353 64.35 35.51 100.53 22.82 2.42
1354 64.41 44.93 145.78 22.46 2.21
1355 64.49 62.22 188.63 20.18 1.46
1356 64.50 24.53 113.65 22.19 1.98
1357 64.54 57.70 143.26 20.14 2.15
1358 64.62 64.69 165.61 20.10 1.70
1359 64.74 91.61 60.47 10.09 0.19
1360 64.86 13.16 99.21 18.18 1.27
1361 64.76 16.85 98.54 21.45 1.59
1362 64.73 19.28 92.62 22.78 2.37
1363 64.79 42.70 103.21 22.14 2.51
1364 64.86 55.31 124.17 20.92 1.61
1365 64.82 50.92 99.28 20.63 2.18
1366 64.83 76.08 205.70 18.86 1.48
1367 64.96 39.97 98.32 23.69 2.44
1368 65.02 67.32 181.70 18.00 1.53
1369 64.91 15.36 111.36 19.96 1.92
1370 65.17 37.44 75.73 22.80 2.21
1371 64.96 33.02 84.51 21.48 2.30
1372 65.23 46.59 81.98 20.90 1.93
1373 65.19 83.86 183.35 15.91 1.04
1374 65.23 74.02 168.68 18.39 1.45
1375 65.26 78.30 193.19 14.45 1.10
1376 65.37 26.99 75.21 20.97 1.96
1377 65.27 9.25 47.48 14.10 0.72
1378 65.35 70.01 164.83 16.81 1.25
1379 65.43 59.94 117.15 19.16 1.83
1380 65.39 21.32 70.04 19.57 1.96
1381 65.50 24.06 69.78 21.61 1.74
1382 65.47 30.00 69.99 21.96 1.98
1383 65.58 49.10 59.88 21.85 2.07
1384 65.46 52.98 83.05 19.14 1.79
1385 65.63 80.93 170.68 14.47 0.94
1386 65.66 35.09 54.95 20.43 2.06
1387 65.60 57.41 102.71 19.64 1.73
1388 65.58 62.69 130.64 17.04 1.47
1389 65.75 72.31 128.74 17.19 1.60
1390 65.72 18.55 48.01 18.91 1.84
1391 65.73 44.38 59.35 21.02 2.39
1392 65.81 65.28 116.99 15.42 1.40
1393 66.02 88.09 117.27 10.55 0.67
1394 66.00 15.22 54.17 16.98 1.43
1395 65.87 42.02 63.94 20.40 2.23
1396 66.16 11.27 44.11 15.36 1.16
1397 66.04 32.61 55.46 20.91 1.76
1398 66.48 91.07 56.61 8.20 0.41
1399 66.13 75.92 157.99 14.30 1.20
1400 66.10 39.42 50.00 21.59 2.00
1401 66.10 55.16 67.02 19.34 1.89
1402 66.18 51.40 50.52 18.77 2.31
1403 66.02 22.34 55.04 18.80 1.24
1404 66.18 68.12 123.61 14.88 1.09
1405 66.31 85.05 109.50 10.97 1.13
1406 66.49 28.10 45.92 20.58 2.01
1407 66.46 25.56 39.11 18.13 1.79
1408 66.36 37.00 41.36 20.16 1.89
1409 66.30 82.64 95.81 12.62 1.09
1410 66.46 46.70 44.88 18.72 2.15
1411 66.52 61.00 68.55 16.35 1.74
1412 66.59 78.60 152.08 13.32 0.95
1413 66.60 70.92 95.31 14.28 1.24
1414 66.57 30.56 45.12 19.80 2.08
1415 66.38 23.54 43.50 20.30 1.30
1416 66.64 58.43 65.21 16.68 1.82
1417 66.68 63.64 78.71 15.17 1.45
1418 66.72 18.08 34.43 17.48 1.92
1419 66.73 22.42 39.98 19.50 1.63
1420 66.77 49.30 40.79 18.13 1.87
1421 66.85 73.84 91.72 13.48 1.26
1422 66.91 41.78 43.12 19.53 2.06
1423 66.89 53.16 40.85 17.74 2.08
1424 66.93 12.83 33.10 17.16 1.98
1425 66.88 44.39 37.80 19.85 1.97
1426 66.87 33.95 40.19 18.66 2.19
1427 67.05 66.41 72.09 14.03 1.11
1428 67.08 39.18 48.00 21.25 1.93
1429 67.04 15.80 30.96 17.51 1.73
1430 67.25 81.08 111.24 12.29 1.06
1431 67.00 56.19 44.86 15.72 1.69
1432 67.28 36.23 58.96 20.29 1.90
1433 67.43 86.77 65.88 9.85 0.71
1434 67.36 83.80 76.71 10.30 1.16
1435 67.28 23.70 37.73 17.47 2.00
1436 67.44 55.34 42.66 16.27 1.73
1437 67.47 76.40 104.87 12.41 0.97
1438 67.54 26.67 57.44 16.75 1.69
1439 67.49 29.40 43.89 19.23 2.06
1440 67.58 62.14 58.17 14.98 1.40
1441 67.48 21.59 41.53 17.89 1.74
1442 67.73 33.70 63.54 18.64 2.20
1443 67.74 57.88 40.63 15.04 1.77
1444 67.44 14.70 32.43 16.57 1.43
1445 67.67 72.13 58.49 13.79 1.47
1446 67.64 18.63 42.81 16.89 2.03
1447 67.93 60.06 40.25 15.25 1.47
1448 67.88 64.66 42.82 14.96 1.09
1449 67.81 45.18 53.26 17.93 2.56
1450 68.04 10.81 24.52 13.32 1.64
1451 67.80 42.07 54.50 18.40 2.08
1452 67.84 53.27 41.18 16.93 1.80
1453 68.12 38.68 132.25 19.42 2.38
1454 68.23 50.16 113.88 16.44 1.98
1455 68.02 13.01 35.51 15.55 1.53
1456 67.92 15.89 57.62 14.68 1.82
1457 68.16 23.95 84.96 19.30 1.74
1458 68.37 31.44 157.27 18.55 1.97
1459 68.28 74.35 61.47 12.19 1.23
1460 68.37 47.66 175.26 18.21 2.22
1461 68.16 67.35 39.98 13.20 1.20
1462 68.28 70.00 53.08 13.27 1.36
1463 68.38 80.59 80.89 10.65 0.65
1464 68.51 20.77 159.22 17.28 2.08
1465 68.50 84.88 51.73 9.52 0.88
1466 68.62 28.61 141.08 17.44 2.09
1467 68.63 43.49 174.69 18.79 2.23
1468 68.71 35.97 184.91 19.12 1.72
1469 68.77 54.41 134.20 16.08 1.67
1470 68.50 15.19 72.73 15.57 1.51
1471 68.75 17.93 127.74 16.35 1.83
1472 68.60 87.32 26.78 7.74 0.75
1473 68.66 62.96 34.78 12.81 1.60
1474 68.87 26.21 152.59 18.22 2.31
1475 68.97 40.99 203.57 19.35 2.02
1476 68.88 76.89 49.41 10.91 1.13
1477 68.96 52.03 188.64 16.49 2.28
1478 68.77 58.53 54.32 14.03 1.25
1479 68.88 65.80 43.64 13.75 1.54
1480 68.74 14.41 81.43 15.43 1.43
1481 69.07 71.98 40.00 11.44 1.60
1482 69.20 33.61 210.14 19.73 2.58
1483 69.13 61.18 36.46 13.62 1.56
1484 69.11 12.90 87.62 14.70 1.70
1485 69.24 45.82 217.32 17.27 1.98
1486 69.26 22.89 188.74 17.71 1.85
1487 69.25 69.25 33.55 12.95 1.23
1488 69.44 79.37 42.17 10.10 0.92
1489 69.45 38.06 221.04 18.97 2.31
1490 69.52 56.53 165.37 14.73 1.70
1491 69.57 82.57 42.65 9.04 0.78
1492 69.81 15.86 151.83 15.60 1.76
1493 69.53 74.72 40.90 11.24 0.80
1494 69.60 48.55 232.14 16.94 2.05
1495 69.57 63.97 57.07 11.41 1.09
1496 69.35 85.79 33.58 7.58 0.08
1497 69.65 30.84 216.16 18.47 2.29
1498 69.76 89.01 21.71 7.23 0.54
1499 69.84 59.54 172.28 13.95 1.50
1500 69.80 67.25 71.57 12.27 1.12
1501 69.90 28.29 215.83 18.47 2.14
1502 70.04 50.91 223.16 17.42 2.21
1503 69.97 85.15 32.07 8.59 0.65
1504 69.86 87.08 31.13 7.59 0.83
1505 69.88 19.74 169.83 16.16 1.61
1506 69.84 24.85 183.17 16.12 2.08
1507 70.00 43.44 226.77 17.87 2.36
1508 70.25 35.34 212.12 19.20 2.35
1509 70.02 53.67 229.48 16.07 1.85
1510 70.24 40.42 225.53 19.06 2.19
1511 70.43 62.16 187.92 13.32 1.51
1512 70.28 77.25 40.76 9.94 0.95
1513 69.93 33.20 218.78 19.00 2.11
1514 70.22 72.33 43.56 10.83 1.06
1515 70.19 70.10 35.24 10.93 1.36
1516 70.46 13.39 153.85 15.85 1.66
1517 70.45 22.15 195.60 16.81 1.93
1518 70.63 26.40 197.75 18.25 2.37
1519 70.45 46.27 226.25 18.44 2.39
1520 70.44 32.99 193.91 19.16 2.30
1521 70.66 65.51 190.86 13.53 1.41
1522 70.58 80.53 36.98 10.28 0.90
1523 70.58 57.64 216.17 14.55 1.41
1524 70.65 37.94 226.47 18.72 2.22
1525 70.67 74.77 70.84 10.11 0.97
1526 70.72 48.87 201.70 17.37 2.38
1527 70.86 30.89 201.04 17.60 2.12
1528 70.89 55.34 225.20 15.63 1.81
1529 70.85 83.53 26.77 8.21 0.86
1530 71.12 11.45 104.10 13.98 1.55
1531 71.19 17.02 125.77 14.19 1.95
1532 71.08 68.63 130.09 12.79 1.04
1533 71.15 19.45 177.07 16.66 1.75
1534 70.98 42.23 174.50 17.66 2.12
1535 71.07 52.86 193.41 17.17 2.17
1536 71.19 59.84 228.42 13.15 1.23
1537 71.30 24.08 153.52 17.09 2.28
1538 71.27 44.65 168.48 17.34 2.15
1539 71.44 71.06 147.10 11.59 1.22
1540 71.74 28.95 114.11 17.71 2.63
1541 71.42 36.37 175.68 17.82 2.62
1542 71.45 63.70 222.54 14.24 1.05
1543 71.62 33.36 124.24 16.85 2.75
1544 71.66 76.71 113.06 9.96 0.72
1545 71.44 50.39 163.08 17.07 2.57
1546 71.51 79.14 65.17 9.56 0.75
1547 71.65 47.25 160.20 16.28 2.44
1548 71.76 73.59 165.31 10.70 0.62
1549 71.68 14.61 113.17 13.89 2.26
1550 71.63 81.19 46.51 9.85 0.89
1551 71.88 22.04 108.42 15.84 2.62
1552 71.71 57.32 202.22 15.14 1.76
1553 71.66 82.81 35.77 8.37 0.74
1554 71.86 66.73 202.56 13.01 1.40
1555 71.66 89.17 20.85 6.78 0.34
1556 71.85 84.69 24.12 8.18 0.88
1557 72.05 61.72 216.91 12.63 1.16
1558 72.00 26.30 99.70 16.19 2.49
1559 72.01 42.48 159.56 16.99 3.11
1560 72.07 55.09 151.66 14.02 1.80
1561 72.28 53.27 115.98 15.24 2.29
1562 72.37 51.04 144.50 16.29 2.36
1563 72.48 35.29 93.07 18.59 3.73
1564 72.67 37.94 111.53 18.16 3.78
1565 72.43 59.30 177.53 13.63 1.67
1566 72.49 19.03 72.47 14.74 2.66
1567 72.67 69.40 210.92 11.74 1.43
1568 72.75 16.53 92.12 14.81 2.68
1569 72.52 44.91 96.19 17.26 2.86
1570 72.65 49.01 116.45 16.37 2.19
1571 72.55 64.60 209.08 13.12 1.30
1572 72.65 80.27 139.60 8.33 0.91
1573 72.90 83.15 121.58 8.18 0.69
1574 72.69 24.23 66.95 16.67 3.36
1575 72.83 40.40 87.60 16.90 3.67
1576 72.91 72.01 211.98 10.22 1.20
1577 72.93 86.56 57.12 6.44 0.60
1578 72.94 46.89 90.94 15.69 2.36
1579 72.93 56.71 157.17 14.87 1.83
1580 72.97 31.68 56.56 17.06 4.39
1581 73.10 74.81 212.63 10.09 0.89
1582 73.10 77.80 196.09 9.91 0.60
1583 72.88 27.42 44.24 15.97 3.68
1584 73.12 66.97 167.92 11.73 1.37
1585 73.21 42.83 90.62 16.19 3.48
1586 73.34 13.95 41.95 12.83 2.48
1587 73.23 21.60 51.36 14.99 3.55
1588 73.31 61.00 154.20 12.45 1.55
1589 73.33 63.32 174.96 11.89 1.61
1590 73.39 29.08 38.57 16.81 4.69
1591 73.46 26.73 35.59 16.41 4.84
1592 73.56 33.84 50.20 17.22 4.69
1593 73.46 52.12 89.98 14.22 2.59
1594 73.54 54.66 82.49 13.31 2.49
1595 73.71 58.61 116.54 13.31 2.14
1596 73.72 36.25 52.49 17.51 4.97
1597 73.71 85.16 103.89 7.80 0.61
1598 73.88 19.22 37.88 14.42 3.92
1599 73.76 23.90 36.46 14.41 5.43
1600 74.12 49.89 57.25 14.28 3.34
1601 73.85 39.38 46.54 16.22 5.32
1602 74.12 44.45 48.41 16.06 3.94
1603 74.15 47.20 48.95 14.74 3.53
1604 74.12 70.66 153.84 10.39 1.15
1605 74.06 68.26 153.27 11.55 1.42
1606 74.14 16.63 38.42 14.01 3.03
1607 74.12 65.15 84.73 11.45 1.51
1608 74.32 82.01 191.01 8.74 0.71
1609 73.95 25.44 33.64 15.36 5.73
1610 74.18 73.22 184.31 10.26 1.13
1611 74.25 41.64 36.22 14.81 4.78
1612 74.40 56.70 74.15 13.52 2.47
1613 74.26 76.30 189.61 9.19 1.14
1614 74.48 79.16 206.12 8.62 0.72
1615 74.29 21.70 29.69 13.89 5.22
1616 74.27 26.68 34.23 14.39 9.55
1617 74.50 86.67 65.89 6.04 0.38
1618 74.52 62.80 87.32 11.89 2.11
1619 74.54 52.88 47.75 13.53 3.72
1620 74.53 60.47 70.03 11.86 2.14
1621 74.54 29.56 33.68 14.60 13.88
1622 74.53 84.43 103.91 8.30 0.79
1623 74.61 34.93 38.20 16.61 7.22
1624 74.64 37.51 37.60 16.61 7.23
1625 74.89 23.46 35.02 14.23 14.46
1626 74.84 39.90 35.70 15.48 8.30
1627 74.92 66.76 91.49 11.38 1.54
1628 75.07 54.96 33.07 12.97 4.29
1629 75.00 31.56 46.06 17.30 12.51
1630 75.07 48.56 34.41 15.78 7.12
1631 75.26 17.73 27.93 12.99 6.75
1632 75.09 27.13 58.96 15.03 12.84
1633 75.29 58.87 52.88 12.54 2.91
1634 75.05 45.79 35.96 15.57 6.70
1635 75.25 69.12 85.29 10.70 1.58
1636 75.17 15.37 23.80 12.57 4.90
1637 75.30 74.95 177.02 9.83 1.13
1638 75.41 41.76 53.07 14.78 7.70
1639 75.39 72.02 132.94 9.64 1.15
1640 75.25 21.12 37.41 14.27 9.69
1641 75.32 51.01 32.67 14.41 5.06
1642 75.53 64.18 59.70 11.52 2.22
1643 75.62 34.13 106.58 16.46 17.31
1644 75.70 78.31 181.96 8.42 0.56
1645 75.65 85.49 85.10 6.46 0.33
1646 75.73 24.43 90.87 14.96 21.05
1647 75.81 82.12 168.22 7.97 0.71
1648 75.68 29.43 75.21 15.80 18.05
1649 75.70 38.51 74.41 14.41 15.29
1650 75.87 61.68 48.69 11.97 2.60
1651 75.65 53.11 31.21 14.18 5.58
1652 75.78 56.85 31.44 12.80 4.50
1653 75.96 47.57 71.31 13.98 10.47
1654 75.87 44.88 44.18 13.49 8.37
1655 76.04 66.57 80.46 11.04 2.23
1656 76.02 19.11 61.83 13.89 10.25
1657 75.95 15.99 38.86 13.72 5.84
1658 76.49 21.63 115.94 15.44 20.29
1659 76.34 31.61 186.98 14.86 31.50
1660 76.23 70.06 78.82 9.92 1.32
1661 76.30 36.60 115.79 15.46 24.14
1662 76.43 26.85 175.60 15.44 31.14
1663 76.51 43.41 168.20 14.85 25.97
1664 76.43 54.60 34.64 12.81 10.15
1665 76.47 51.85 47.76 13.66 11.80
1666 76.50 75.14 130.93 9.47 1.27
1667 76.62 40.56 183.30 15.60 23.80
1668 76.48 59.43 33.67 12.98 5.32
1669 77.12 17.23 113.45 13.16 15.57
1670 76.83 64.65 36.88 10.14 3.36
1671 76.91 72.48 122.14 9.52 1.12
1672 77.08 79.58 118.72 8.29 0.89
1673 76.91 84.08 81.33 6.75 0.67
1674 76.93 14.29 70.98 11.94 8.22
1675 76.77 77.17 91.38 8.00 1.19
1676 77.10 29.22 204.90 15.75 37.03
1677 76.98 49.58 181.52 15.28 20.04
1678 76.83 57.02 32.25 11.21 7.25
1679 77.26 24.32 190.66 15.58 40.33
1680 77.07 46.69 195.75 15.26 19.84
1681 77.02 67.71 35.97 9.43 1.62
1682 77.15 37.89 219.38 15.88 40.72
1683 76.99 62.23 32.49 11.72 7.26
1684 77.11 34.39 212.90 15.46 31.30
1685 77.64 82.08 71.37 7.05 0.85
1686 77.63 19.47 176.26 15.38 28.49
1687 77.50 69.92 43.68 9.63 1.58
1688 77.55 52.21 185.62 14.08 19.68
1689 77.43 59.12 44.08 11.35 14.14
1690 77.62 54.93 156.80 13.42 16.65
1691 77.65 31.31 204.82 15.49 43.89
1692 77.81 42.49 229.78 15.06 44.21
1693 77.77 44.92 236.18 14.45 47.22
1694 77.99 26.92 213.53 16.01 47.93
1695 77.91 40.23 229.44 15.24 41.89
1696 77.91 61.43 71.14 10.77 13.87
1697 77.94 63.54 42.00 10.26 7.52
1698 78.16 57.15 183.52 11.90 19.90
1699 77.89 75.13 74.76 9.08 1.33
1700 77.99 66.60 28.28 10.43 3.79
1701 78.19 22.07 201.54 14.85 38.62
1702 78.14 33.22 226.44 16.40 51.40
1703 78.22 36.06 220.44 16.93 51.43
1704 78.12 49.04 235.13 15.54 30.97
1705 78.50 71.92 45.84 8.91 1.91
1706 78.55 29.44 207.29 15.62 40.38
1707 78.59 38.55 220.51 15.87 44.46
1708 78.25 79.31 46.95 7.58 0.53
1709 78.62 46.80 219.23 15.33 30.91
1710 78.60 53.41 222.60 12.74 29.79
1711 78.74 59.67 202.30 12.27 24.48
1712 78.61 80.82 40.43 7.05 0.68
1713 78.70 17.45 149.75 13.97 23.32
1714 78.71 24.98 182.17 15.22 42.22
1715 78.59 78.21 44.02 8.35 1.33
1716 78.81 50.86 227.97 13.96 44.70
1717 79.14 65.26 91.80 10.07 16.29
1718 78.93 44.21 225.69 14.38 50.74
1719 79.19 19.90 188.68 13.63 39.93
1720 79.10 41.64 207.66 15.76 50.02
1721 79.10 62.44 190.87 11.50 25.17
1722 78.89 76.87 42.60 8.77 0.80
1723 79.22 55.60 217.69 13.12 33.77
1724 79.35 31.80 197.07 17.01 68.15
1725 79.26 67.52 33.53 10.37 8.41
1726 79.35 27.52 184.55 14.05 46.24
1727 79.33 34.24 209.94 15.82 50.33
1728 79.26 70.16 29.39 9.34 3.30
1729 79.34 23.04 160.18 14.82 31.59
1730 79.44 48.64 221.10 14.67 58.54
1731 79.49 81.99 26.55 6.49 0.38
1732 79.46 36.71 185.59 16.55 69.76
1733 79.63 58.03 228.45 12.22 33.81
1734 79.58 79.70 25.60 7.22 1.06
1735 79.75 39.40 183.53 16.13 65.16
1736 79.68 52.50 229.79 13.12 49.49
1737 79.66 76.63 36.73 7.82 1.54
1738 79.90 46.39 224.23 14.63 69.00
1739 79.85 72.06 31.43 8.73 2.86
1740 80.02 25.30 196.23 15.82 62.38
1741 79.98 29.79 174.86 15.36 72.42
1742 80.04 17.93 113.00 12.36 20.24
1743 80.08 44.06 205.99 15.49 73.25
1744 80.08 60.71 220.84 11.95 36.25
1745 79.92 73.66 29.94 8.35 4.03
1746 80.24 50.41 200.52 13.04 45.85
1747 80.26 54.43 221.62 12.26 56.83
1748 80.37 63.57 216.55 11.11 30.21
1749 80.27 69.04 100.02 9.02 13.20
1750 80.29 20.97 133.55 13.51 28.32
1751 80.37 41.73 182.71 13.48 70.40
1752 80.32 78.83 29.87 6.89 1.57
1753 80.54 56.65 230.32 12.88 51.09
1754 80.65 66.19 180.31 10.68 20.33
1755 80.72 32.54 145.50 14.45 67.06
1756 80.49 34.83 172.97 14.87 73.60
1757 80.46 74.78 27.33 8.08 3.21
1758 80.55 23.07 143.47 15.04 40.58
1759 80.32 82.06 21.86 6.86 0.21
1760 80.67 37.51 161.74 15.07 70.07
1761 80.78 27.47 162.08 13.57 59.96
1762 80.71 48.37 180.04 14.17 68.94
1763 80.84 71.64 72.65 8.27 7.36
1764 80.93 59.00 212.91 12.00 48.61
1765 80.82 80.76 19.02 6.44 0.97
1766 80.97 52.43 209.51 13.02 66.51
1767 81.03 39.70 155.33 14.87 85.30
1768 81.05 29.96 135.45 14.35 63.15
1769 81.26 46.12 185.20 13.03 72.03
1770 81.20 43.60 160.00 14.14 76.26
1771 81.33 61.63 217.28 10.79 38.36
1772 81.53 24.65 152.63 13.65 65.76
1773 81.49 50.46 151.75 12.30 82.62
1774 81.44 54.73 201.68 13.12 58.17
1775 81.52 68.53 193.46 9.61 25.39
1776 81.57 76.63 39.68 7.51 3.71
1777 81.57 36.05 130.62 14.60 78.97
1778 81.30 80.27 18.89 6.33 0.56
1779 81.97 21.49 90.21 12.30 38.77
1780 81.84 73.55 119.57 8.61 9.93
1781 81.72 64.10 189.85 9.94 30.24
1782 81.92 41.44 131.20 14.38 78.80
1783 81.79 57.28 193.11 12.02 60.31
1784 82.11 34.06 125.35 14.37 79.32
1785 82.00 48.40 154.46 13.63 90.72
1786 81.77 78.63 22.33 6.52 2.58
1787 81.99 31.76 116.80 14.84 77.02
1788 82.11 70.97 214.40 9.27 21.07
1789 82.31 26.92 98.42 13.90 87.86
1790 82.19 38.74 100.79 13.64 93.13
1791 81.99 80.22 19.43 6.48 1.20
1792 82.13 29.61 94.24 14.85 70.83
1793 82.18 59.68 185.51 10.36 58.05
1794 82.32 66.58 214.65 10.45 29.29
1795 82.26 44.47 121.15 12.64 88.14
1796 82.28 52.81 139.81 11.96 72.91
1797 82.57 55.46 162.09 11.17 61.23
1798 82.74 62.38 177.88 10.83 49.89
1799 82.84 36.74 87.40 13.43 97.01
1800 82.83 46.58 81.32 12.96 89.14
1801 82.83 50.94 103.02 12.30 86.15
1802 82.89 24.32 53.68 13.47 46.98
1803 82.82 78.10 65.82 7.45 3.72
1804 83.22 69.06 205.93 9.81 28.12
1805 83.18 75.17 180.84 7.94 12.74
1806 83.10 64.69 191.57 10.41 37.88
1807 83.13 42.32 58.40 13.45 106.02
1808 83.13 57.88 134.11 10.67 66.66
1809 83.26 72.12 222.47 8.51 23.97
1810 83.19 31.98 55.49 13.94 76.03
1811 83.28 48.86 93.17 13.70 96.85
1812 83.42 29.03 63.25 14.26 85.82
1813 83.30 39.93 63.63 12.83 95.87
1814 83.40 34.65 74.12 14.56 92.58
1815 83.37 54.44 96.71 12.03 73.53
1816 83.46 60.40 158.67 11.31 66.81
1817 83.58 44.32 61.74 13.70 100.14
1818 83.62 26.36 36.15 14.06 65.75
1819 83.73 66.70 193.04 11.23 34.12
1820 83.90 52.57 67.99 12.11 105.72
1821 84.04 37.21 47.29 13.67 103.51
1822 84.12 46.41 59.73 12.44 105.49
1823 84.27 56.93 73.64 10.58 70.70
1824 84.22 77.83 113.17 6.49 5.86
1825 84.23 62.15 118.58 9.84 39.43
1826 84.30 33.25 44.20 15.38 113.06
1827 84.34 64.58 142.79 9.02 55.80
1828 84.35 41.97 43.85 12.25 85.78
1829 84.56 25.32 25.31 12.63 39.00
1830 84.59 30.95 32.39 13.84 96.71
1831 84.31 48.64 49.60 12.82 98.40
1832 84.52 50.84 46.80 11.41 84.14
1833 84.40 70.96 204.62 9.03 22.29
