#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk1 14A 8 even-skipped Kruppel giant
628 35.22 66.86 54.70 30.16 54.68
629 35.47 77.14 200.04 26.78 24.20
630 35.44 85.94 99.37 23.53 12.97
631 35.57 28.13 51.58 23.20 185.46
632 35.50 57.68 30.73 26.90 109.23
633 35.54 25.76 46.45 20.65 177.63
634 35.37 87.96 94.00 21.26 12.43
635 35.45 64.51 56.49 32.89 66.55
636 35.57 60.00 37.35 28.90 93.99
637 35.72 79.59 160.42 30.27 18.45
638 35.66 49.03 35.27 28.31 183.73
639 35.83 14.88 20.19 12.54 92.06
640 35.60 62.06 37.12 28.02 70.92
641 35.70 36.54 45.67 26.05 186.07
642 35.79 46.55 39.91 29.98 194.14
643 36.03 73.17 207.01 36.53 30.84
644 35.92 82.76 111.91 27.77 13.97
645 35.95 11.85 18.25 12.12 89.28
646 36.28 92.00 70.91 25.90 8.39
647 36.19 22.25 31.12 19.79 163.40
648 36.24 19.44 23.95 15.81 120.82
649 36.24 7.48 15.74 10.55 69.74
650 36.27 67.76 189.53 33.12 38.95
651 36.20 39.95 33.69 27.92 202.08
652 36.31 75.38 209.41 35.78 22.52
653 36.24 55.76 36.61 31.49 113.19
654 36.37 65.45 178.54 32.49 37.07
655 36.36 70.40 206.58 35.24 32.27
656 36.35 9.04 17.18 11.44 78.25
657 36.28 31.15 35.98 22.58 175.42
658 36.26 42.41 34.96 27.29 193.06
659 36.29 52.96 33.35 29.70 152.60
660 36.59 24.38 28.90 20.73 140.23
661 36.41 33.64 33.11 25.41 174.88
662 36.44 37.84 35.44 27.19 180.52
663 36.43 44.53 28.06 26.27 149.01
664 36.55 62.97 166.22 30.21 45.45
665 36.50 50.50 32.81 28.32 149.60
666 36.60 17.03 20.34 15.93 100.95
667 36.48 58.35 48.44 31.42 80.65
668 36.76 88.68 90.23 33.57 10.55
669 36.55 60.43 108.10 30.32 59.91
670 36.81 85.38 92.26 29.96 10.71
671 36.69 26.65 35.30 20.74 156.60
672 36.86 29.31 28.00 23.67 149.36
673 36.78 48.14 33.47 29.27 133.71
674 36.90 77.47 161.25 40.38 17.84
675 36.99 35.88 31.93 25.32 162.94
676 36.96 80.34 107.78 39.65 13.96
677 37.20 45.92 32.26 29.47 128.34
678 37.27 15.01 21.06 15.16 87.24
679 37.12 54.28 40.73 31.80 91.13
680 37.20 40.94 31.09 28.91 144.74
681 37.32 72.03 182.04 42.98 22.95
682 37.32 11.72 18.40 12.87 70.23
683 37.30 74.10 147.26 42.10 21.08
684 37.31 20.67 22.84 18.17 104.37
685 37.18 56.49 91.43 34.93 72.21
686 37.32 51.93 38.37 31.73 100.25
687 37.44 68.87 204.35 42.33 26.33
688 37.47 83.28 74.33 41.48 11.50
689 37.46 93.69 35.44 37.54 7.20
690 37.49 31.72 30.22 25.59 150.87
691 37.44 38.35 30.95 26.88 132.66
692 37.53 59.14 183.42 32.40 39.39
693 37.55 43.46 34.94 29.69 126.00
694 37.62 8.61 19.36 12.12 57.49
695 37.51 49.64 43.88 33.50 106.11
696 37.61 61.64 203.64 34.88 37.45
697 37.67 22.90 25.68 20.20 117.59
698 37.68 27.46 28.50 23.59 125.28
699 37.67 66.65 180.97 39.24 27.82
700 37.62 34.03 26.87 25.63 140.87
701 37.67 64.40 201.44 34.94 32.30
702 37.78 18.28 23.84 17.09 87.97
703 37.94 90.62 57.45 48.41 9.18
704 37.91 24.99 27.07 20.93 106.49
705 37.89 47.23 43.58 30.52 95.56
706 38.12 75.76 128.50 57.52 17.05
707 38.15 78.34 112.16 52.86 14.03
708 38.27 87.10 45.24 60.44 9.09
709 38.16 54.83 166.70 34.04 45.10
710 38.11 57.12 211.78 36.02 37.72
711 38.17 70.58 163.04 46.89 21.71
712 37.96 88.57 59.03 56.77 8.46
713 38.21 29.33 31.15 25.60 105.54
714 38.29 36.09 36.36 28.48 118.84
715 38.20 41.43 40.10 30.15 107.32
716 38.42 81.46 55.71 76.67 12.30
717 38.28 13.49 33.21 15.30 54.80
718 38.35 38.94 40.03 30.19 102.00
719 38.31 45.10 60.59 32.47 103.00
720 38.45 50.95 163.99 36.18 60.31
721 38.49 48.79 147.11 31.45 65.55
722 38.54 73.12 140.98 61.87 19.65
723 38.53 16.14 32.69 17.61 68.65
724 38.45 21.27 36.71 20.96 82.83
725 38.68 63.26 175.75 43.00 27.41
726 38.70 6.43 71.39 13.00 25.27
727 38.50 11.20 32.64 13.11 44.73
728 38.62 33.51 40.36 28.39 103.71
729 38.87 84.83 41.29 70.99 10.86
730 38.72 31.20 38.68 25.91 100.34
731 38.77 60.98 196.22 43.51 28.04
732 38.69 8.44 68.27 14.67 36.38
733 38.78 68.25 142.77 55.76 21.97
734 38.79 93.75 25.73 62.56 7.51
735 38.73 26.52 40.97 24.91 92.50
736 38.79 42.93 102.05 33.63 74.44
737 38.78 65.63 156.58 51.82 23.82
738 38.89 58.87 211.30 41.76 30.98
739 39.00 52.93 208.44 38.22 39.24
740 38.93 23.48 70.34 24.73 73.02
741 38.95 18.83 42.81 19.10 61.89
742 39.01 46.84 151.74 34.44 57.65
743 39.10 91.91 29.31 67.09 8.90
744 39.12 37.44 71.61 32.78 87.24
745 39.10 40.27 115.06 32.64 77.18
746 39.31 79.47 64.04 87.04 13.46
747 39.34 56.81 202.56 43.83 29.86
748 39.23 28.29 79.44 30.18 72.89
749 39.30 70.91 119.25 67.61 18.52
750 39.40 74.87 86.26 86.10 15.39
751 39.23 12.84 76.04 12.91 27.11
752 39.37 44.72 142.15 34.97 58.33
753 39.40 54.81 184.08 41.62 32.54
754 39.55 77.15 55.20 83.46 13.87
755 39.48 88.82 29.07 71.67 9.33
756 39.46 14.60 95.49 16.16 33.37
757 39.50 21.16 125.40 25.78 53.20
758 39.47 34.93 117.86 31.15 64.22
759 39.60 8.90 81.77 15.31 23.40
760 39.58 25.18 132.05 27.28 52.70
761 39.51 10.43 82.11 14.47 24.62
762 39.54 32.53 104.80 32.81 67.03
763 39.69 49.00 196.22 39.92 42.89
764 39.74 29.97 122.87 27.87 58.44
765 39.80 17.00 111.51 21.52 30.45
766 39.81 51.18 191.28 41.81 36.17
767 39.77 82.24 36.44 79.76 11.21
768 39.85 62.28 150.31 58.83 22.16
769 39.85 64.51 140.16 67.15 21.26
770 39.90 66.79 123.25 69.95 18.98
771 39.82 7.01 87.89 16.26 14.53
772 40.02 39.12 182.69 33.39 42.84
773 39.91 42.27 190.07 36.87 44.63
774 40.07 72.95 74.89 117.28 17.25
775 39.96 60.00 160.56 51.66 20.95
776 40.08 69.08 118.36 80.62 19.23
777 39.94 11.36 91.60 15.17 21.69
778 40.19 36.75 200.39 34.78 42.43
779 40.34 22.85 166.61 28.91 36.41
780 40.25 86.11 28.91 99.39 10.46
781 40.02 5.54 89.75 14.60 12.35
782 40.23 27.42 166.39 31.68 41.06
783 40.27 46.93 187.78 41.16 35.74
784 40.26 84.44 27.50 81.00 11.28
785 40.30 19.41 120.70 25.72 28.96
786 40.32 53.21 207.50 48.08 26.34
787 40.25 91.28 24.42 71.78 8.04
788 40.52 12.94 95.77 17.90 21.76
789 40.32 57.93 152.30 57.15 22.55
790 40.22 93.31 20.31 68.11 7.75
791 40.47 55.77 173.12 57.14 25.09
792 40.55 31.39 164.42 34.47 44.08
793 40.48 44.56 191.32 39.82 36.40
794 40.66 33.73 183.46 37.52 34.92
795 40.56 79.44 39.37 100.98 13.07
796 40.42 6.73 87.92 16.67 15.38
797 40.85 15.31 101.32 23.55 20.15
798 40.77 71.22 76.18 115.52 18.99
799 40.63 75.76 43.91 115.26 15.11
800 40.79 25.05 156.54 32.47 29.35
801 40.80 50.06 162.45 51.83 26.56
802 40.81 87.81 25.87 86.93 8.63
803 41.04 10.08 82.84 19.25 13.92
804 40.92 40.50 191.34 43.39 29.90
805 41.10 29.41 186.42 41.32 30.32
806 41.11 63.23 102.15 91.91 18.90
807 41.05 65.33 91.34 110.61 18.86
808 41.00 82.42 33.06 105.89 11.32
809 40.98 61.25 112.36 81.34 19.28
810 41.14 67.59 80.19 113.68 17.86
811 41.33 20.68 114.84 31.03 20.30
812 41.23 35.62 187.36 42.15 30.91
813 41.19 59.13 123.03 74.40 18.57
814 41.23 90.02 37.74 103.70 8.57
815 41.25 18.01 111.66 29.52 18.39
816 41.32 73.66 45.11 146.20 17.28
817 41.33 47.95 151.80 54.30 24.35
818 41.31 77.70 37.69 117.35 14.06
819 41.35 42.88 162.18 47.50 25.48
820 41.29 54.36 152.32 70.12 20.79
821 41.44 38.01 168.82 47.56 26.51
822 41.42 52.04 151.96 59.30 21.93
823 41.43 93.54 28.55 77.44 7.92
824 41.45 27.30 162.39 38.91 23.77
825 41.27 86.25 29.00 94.00 10.43
826 41.52 45.61 156.59 48.75 24.37
827 41.65 69.75 64.52 147.92 20.04
828 41.74 8.06 79.43 26.27 10.68
829 41.54 57.02 147.40 81.76 19.50
830 41.67 22.89 139.44 42.09 20.23
831 41.73 31.75 172.51 48.46 24.09
832 41.95 84.19 44.59 111.25 11.13
833 41.99 80.75 42.94 125.31 12.23
834 41.89 12.80 77.06 26.00 13.06
835 41.96 25.27 125.19 50.34 19.49
836 42.03 33.77 147.44 54.82 21.72
837 41.99 49.98 143.22 69.00 21.34
838 42.13 75.63 42.51 143.70 15.12
839 42.02 16.11 91.34 33.04 13.74
840 42.16 71.80 46.90 165.37 18.99
841 42.09 40.34 145.97 58.14 20.51
842 42.10 60.83 78.68 113.97 17.49
843 42.21 63.98 57.22 131.40 18.68
844 42.25 66.07 51.05 148.34 18.47
845 42.20 87.85 74.73 113.34 9.68
846 42.36 55.37 120.66 109.48 20.24
847 42.35 58.71 94.86 116.33 18.49
848 42.47 68.28 47.60 164.60 18.40
849 42.43 29.93 135.67 55.20 18.82
850 42.34 35.88 150.97 60.38 21.32
851 42.43 53.36 120.82 94.54 19.21
852 42.39 78.17 49.85 152.60 14.47
853 42.45 18.84 107.36 45.68 14.12
854 42.42 91.17 106.97 112.45 9.10
855 42.46 42.69 129.56 66.05 20.22
856 42.64 27.80 121.18 65.62 18.86
857 42.68 21.21 95.95 57.98 15.31
858 42.64 47.47 132.18 72.21 18.90
859 42.66 73.73 56.12 172.89 17.35
860 42.73 45.03 122.20 74.82 20.62
861 42.80 14.25 75.98 42.33 11.28
862 42.72 38.26 140.78 66.83 19.27
863 42.86 62.38 56.67 162.32 19.32
864 42.87 51.67 114.61 114.57 20.03
865 42.77 6.15 63.04 41.23 7.30
866 42.82 9.75 68.66 37.27 9.58
867 42.90 23.62 108.05 63.41 15.03
868 43.15 94.27 128.42 91.92 8.13
869 42.84 8.08 64.82 42.46 7.11
870 43.13 31.72 101.30 81.07 16.75
871 43.04 57.00 69.37 136.78 19.26
872 43.06 70.21 55.88 185.63 18.86
873 43.12 84.91 125.64 124.61 11.51
874 43.30 11.93 57.51 41.48 8.98
875 43.11 25.83 109.38 75.57 15.27
876 43.23 82.06 141.36 131.00 12.26
877 43.18 49.62 108.64 104.07 18.83
878 43.26 16.82 76.78 57.59 11.03
879 43.22 33.91 117.33 92.18 18.42
880 43.27 79.50 137.43 143.59 13.92
881 43.36 40.54 98.60 112.93 18.59
882 43.37 60.73 48.28 153.45 18.43
883 43.35 66.78 49.47 186.22 18.39
884 43.44 88.15 172.02 111.24 10.26
885 43.46 64.38 55.74 176.21 19.64
886 43.34 76.74 100.37 168.81 15.06
887 43.48 36.46 118.12 90.80 17.83
888 43.48 58.75 50.16 155.10 18.28
889 43.58 72.20 96.32 197.83 18.86
890 43.57 29.18 100.52 98.87 15.90
891 43.57 55.24 52.14 133.12 18.61
892 43.73 74.57 157.37 181.88 16.14
893 43.77 91.42 174.65 107.34 9.29
894 43.73 19.61 79.65 66.66 11.72
895 43.70 43.05 74.60 109.66 17.38
896 43.72 53.27 71.57 148.84 19.79
897 43.89 22.22 81.75 87.47 13.17
898 43.97 45.63 74.00 117.41 18.71
899 43.99 68.52 60.20 200.72 18.53
900 44.02 8.48 35.03 58.27 7.62
901 44.01 48.04 72.86 124.19 19.82
902 44.16 38.71 76.79 132.92 17.93
903 44.13 14.21 44.84 65.22 8.94
904 44.16 27.07 68.27 124.54 14.77
905 44.19 24.60 70.91 112.20 14.59
906 44.18 51.03 56.21 148.50 20.58
907 44.18 62.44 55.27 187.85 18.52
908 44.37 32.57 57.53 122.70 15.05
909 44.28 85.95 171.45 115.37 11.25
910 44.34 34.65 68.15 124.58 17.28
911 44.35 57.39 51.07 161.76 18.53
912 44.38 30.53 52.78 113.84 14.59
913 44.41 70.44 118.38 207.37 18.49
914 44.34 79.88 213.76 145.30 13.59
915 44.50 83.13 195.94 129.96 12.45
916 44.44 66.22 88.43 201.84 19.80
917 44.40 76.96 225.35 158.77 15.29
918 44.47 16.86 50.71 77.45 9.08
919 44.39 59.78 56.32 183.88 18.47
920 44.67 41.01 53.83 141.46 18.35
921 44.62 55.26 52.17 179.09 19.44
922 44.76 11.61 28.99 66.57 8.18
923 44.84 36.92 51.43 142.17 16.87
924 44.69 64.27 103.77 201.67 19.92
925 44.80 72.34 202.02 199.88 18.88
926 44.72 95.60 77.84 76.33 6.39
927 44.51 10.20 32.50 63.90 7.80
928 44.95 92.85 146.10 117.20 8.29
929 45.08 21.19 51.16 106.17 11.97
930 44.97 88.95 160.26 107.53 9.49
931 45.00 28.59 40.13 136.30 15.51
932 44.90 43.40 48.79 141.10 17.59
933 44.99 19.04 40.70 106.98 11.69
934 44.95 53.09 49.13 174.45 19.03
935 44.90 74.50 224.88 180.28 16.40
936 45.02 5.93 20.21 72.87 6.92
937 45.05 49.18 47.99 151.63 18.83
938 45.08 46.33 47.88 147.67 19.06
939 45.15 23.31 40.73 116.40 12.95
940 45.12 61.25 163.20 204.85 17.42
941 45.05 68.38 178.85 207.47 19.70
942 45.30 25.90 43.82 138.51 14.64
943 45.33 14.69 27.72 82.98 9.72
944 45.38 51.24 57.18 184.17 18.27
945 45.37 59.01 142.35 204.08 20.11
946 45.48 77.96 223.85 173.58 15.47
947 45.50 34.95 43.23 157.57 16.20
948 45.53 39.21 49.29 159.88 17.80
949 45.43 85.68 138.06 123.77 10.53
950 45.57 30.72 42.37 157.32 14.45
951 45.46 56.84 119.77 205.45 19.05
952 45.45 62.93 161.34 216.26 19.80
953 45.56 80.62 188.45 140.92 13.91
954 45.62 32.92 45.95 168.29 15.97
955 45.67 9.28 21.62 73.14 7.07
956 45.59 70.48 218.43 200.94 18.49
957 45.52 65.79 196.90 212.74 18.61
958 45.70 54.58 83.54 201.80 20.17
959 45.80 17.15 26.95 111.05 10.41
960 45.86 83.10 162.70 134.73 12.83
961 45.87 75.52 220.42 170.45 15.85
962 45.87 44.15 58.82 182.78 17.15
963 45.96 12.48 24.05 85.97 8.41
964 46.03 41.52 64.03 182.31 18.35
965 46.07 72.91 215.88 190.78 17.52
966 46.07 27.81 43.47 171.05 15.32
967 46.01 47.95 65.10 172.62 18.27
968 46.03 68.07 223.51 192.20 17.87
969 46.12 95.07 63.50 90.33 6.85
970 46.07 36.89 56.38 174.94 16.05
971 46.18 19.78 36.96 127.77 11.00
972 46.17 23.88 40.87 158.57 14.15
973 46.20 52.38 167.83 213.78 20.64
974 46.02 86.96 86.35 135.15 9.91
975 46.14 60.86 236.66 206.66 19.68
976 46.28 63.91 231.72 209.75 20.22
977 46.30 92.04 104.42 118.99 9.54
978 46.38 50.13 161.06 199.03 19.52
979 46.52 6.35 34.36 102.41 6.94
980 46.38 58.47 221.67 209.19 20.46
981 46.50 88.60 77.65 121.68 10.00
982 46.51 45.80 154.74 202.90 19.74
983 46.45 56.26 199.38 216.33 20.25
984 46.59 25.89 53.35 168.17 14.41
985 46.67 79.08 170.09 172.72 15.40
986 46.59 15.05 45.04 109.76 8.79
987 46.69 21.95 49.81 146.63 12.51
988 46.70 29.54 73.83 190.67 15.04
989 46.63 66.07 218.88 218.68 19.56
990 46.67 31.62 91.21 190.60 16.61
991 46.67 34.06 94.26 187.25 16.47
992 46.70 70.46 220.61 202.49 18.02
993 46.74 10.20 25.95 90.74 8.06
994 47.03 97.18 21.92 58.08 4.03
995 46.76 38.84 127.46 194.02 17.51
996 46.78 54.10 223.94 195.74 19.99
997 46.98 76.81 164.11 165.51 15.95
998 46.89 84.95 84.17 134.46 11.08
999 46.90 43.21 203.57 196.95 18.09
1000 46.94 17.54 56.56 127.41 10.26
1001 47.16 81.58 90.51 143.78 13.19
1002 47.06 62.18 228.27 218.87 20.40
1003 47.12 74.45 205.02 185.85 16.62
1004 47.17 36.31 181.49 198.98 16.04
1005 47.07 47.85 193.72 198.51 19.83
1006 47.17 68.17 204.75 197.98 18.63
1007 47.24 60.26 238.03 218.00 19.50
1008 47.25 40.97 208.36 190.69 17.16
1009 47.25 51.96 225.84 204.18 19.92
1010 47.29 12.64 48.70 113.75 8.97
1011 47.30 24.08 133.61 189.91 13.88
1012 47.30 27.37 145.33 190.99 16.00
1013 47.35 20.03 99.90 169.75 12.30
1014 47.51 72.19 169.37 207.60 18.80
1015 47.48 64.13 217.76 209.20 20.49
1016 47.44 58.23 222.61 215.38 19.83
1017 47.51 56.07 236.27 200.15 20.28
1018 47.59 91.95 53.22 107.90 8.34
1019 47.49 4.52 62.13 90.31 5.83
1020 47.64 7.83 97.13 116.08 7.07
1021 47.57 49.88 234.56 202.85 21.26
1022 47.47 5.85 68.43 104.38 5.52
1023 47.70 32.20 196.78 202.71 17.40
1024 47.64 45.05 237.34 202.60 19.72
1025 47.80 34.44 217.01 205.82 16.58
1026 47.73 87.53 56.98 119.46 9.88
1027 47.75 15.09 101.87 128.77 9.33
1028 47.80 29.77 202.48 198.22 16.12
1029 47.90 38.06 213.98 195.84 17.07
1030 48.00 22.58 175.95 172.79 13.82
1031 47.93 66.24 183.89 210.23 19.55
1032 47.95 53.91 233.20 204.26 21.24
1033 48.03 70.21 138.92 213.65 17.70
1034 47.95 78.83 98.94 168.90 13.74
1035 48.12 10.46 109.89 130.44 8.34
1036 47.99 17.78 152.32 146.21 10.94
1037 48.15 83.94 72.14 134.28 11.56
1038 48.27 25.03 192.62 197.77 15.22
1039 48.26 42.83 213.88 204.29 18.88
1040 48.17 47.30 234.09 210.28 19.24
1041 48.22 76.20 105.20 188.99 16.51
1042 48.31 40.34 226.66 198.28 16.70
1043 48.37 62.30 172.61 222.77 20.16
1044 48.28 27.34 211.71 191.67 14.62
1045 48.41 73.80 124.02 192.41 16.57
1046 48.37 60.30 158.44 217.62 19.90
1047 48.45 20.39 176.26 161.89 11.64
1048 48.40 68.25 150.26 207.40 18.71
1049 48.57 4.25 115.86 109.16 6.19
1050 48.49 51.77 200.95 215.05 19.23
1051 48.53 81.40 64.74 142.36 12.62
1052 48.64 95.85 19.65 78.32 5.93
1053 48.71 36.02 194.20 204.89 17.82
1054 48.49 57.85 174.22 223.27 20.39
1055 48.70 12.90 116.19 121.76 8.94
1056 48.66 90.56 38.23 125.39 9.13
1057 48.71 49.44 217.52 213.86 22.00
1058 48.71 64.55 133.29 210.37 19.67
1059 48.85 31.27 224.44 208.27 17.25
1060 48.76 55.75 179.85 222.72 19.63
1061 48.53 6.05 114.92 96.54 7.54
1062 48.86 7.23 103.11 122.14 7.99
1063 48.89 33.54 212.31 203.16 16.36
1064 48.84 45.19 206.19 209.71 20.28
1065 48.87 15.60 127.99 139.63 9.67
1066 48.91 71.59 66.01 197.04 17.35
1067 48.97 86.50 36.73 133.64 10.79
1068 48.95 93.52 27.59 116.95 8.11
1069 49.06 29.03 194.41 206.29 16.39
1070 49.15 79.43 58.11 168.46 13.98
1071 48.97 8.90 123.87 111.84 7.81
1072 49.17 18.27 166.34 160.89 11.56
1073 49.15 38.37 144.08 211.33 16.94
1074 49.16 53.77 164.86 212.66 19.39
1075 49.35 77.29 68.80 186.39 14.96
1076 49.24 22.09 140.56 181.56 12.45
1077 49.30 67.05 92.83 215.57 20.42
1078 49.49 24.06 152.01 201.41 14.49
1079 49.31 26.47 183.48 202.69 14.96
1080 49.31 59.14 109.66 218.43 19.78
1081 49.46 75.20 74.52 190.67 16.52
1082 49.46 69.43 69.07 199.51 18.48
1083 49.45 10.30 104.22 120.00 8.86
1084 49.43 40.86 157.79 205.35 17.98
1085 49.43 47.32 158.28 206.76 18.12
1086 49.56 83.55 36.50 133.06 12.00
1087 49.57 43.30 138.04 211.20 17.78
1088 49.54 63.01 107.31 217.13 18.99
1089 49.70 61.00 75.83 205.19 20.96
1090 49.66 57.08 107.35 216.20 19.36
1091 49.69 73.26 66.69 198.66 17.16
1092 49.66 89.43 27.97 115.08 9.36
1093 49.83 20.17 146.08 180.01 12.47
1094 49.68 51.93 114.52 222.29 18.52
1095 49.78 93.72 21.13 104.22 7.86
1096 49.85 49.86 144.38 215.81 19.09
1097 49.79 65.22 72.46 216.29 18.75
1098 50.03 4.31 41.60 104.93 6.59
1099 49.96 13.59 76.80 136.18 8.59
1100 49.93 32.24 110.08 215.68 15.88
1101 49.96 36.42 131.87 217.91 18.37
1102 50.08 81.22 34.41 144.18 12.52
1103 50.02 34.31 111.28 210.99 16.83
1104 49.90 6.57 68.31 121.10 7.78
1105 49.96 16.20 104.91 155.14 10.21
1106 50.09 30.19 119.90 212.40 16.56
1107 50.10 55.26 94.25 221.47 21.62
1108 49.99 8.21 70.68 124.70 7.77
1109 50.20 28.00 132.09 211.70 15.67
1110 50.24 45.28 84.35 214.29 19.46
1111 50.18 71.40 50.27 189.44 16.01
1112 50.22 86.44 24.98 124.35 11.02
1113 50.30 38.83 102.36 201.73 16.08
1114 50.34 25.74 97.49 204.72 15.43
1115 50.45 78.70 39.98 165.68 14.77
1116 50.46 21.93 75.27 184.10 13.16
1117 50.37 59.00 62.68 208.28 19.65
1118 50.51 41.44 89.60 212.35 17.72
1119 50.50 53.44 73.97 219.54 19.49
1120 50.50 11.26 65.86 128.68 8.38
1121 50.53 18.27 74.30 175.61 11.10
1122 50.52 47.53 83.80 215.24 19.83
1123 50.58 67.28 53.77 204.64 18.82
1124 50.67 1.66 16.95 80.93 3.63
1125 50.62 76.28 53.97 190.64 16.89
1126 50.64 62.79 55.64 209.88 19.05
1127 50.72 69.39 50.58 196.31 18.82
1128 50.80 23.79 79.31 188.18 12.45
1129 50.88 43.46 59.55 204.49 18.34
1130 50.79 57.06 57.93 216.83 19.96
1131 50.94 93.38 20.49 104.17 7.92
1132 50.82 51.25 62.81 207.62 18.88
1133 50.80 65.07 54.91 213.80 18.09
1134 50.84 73.90 49.32 190.24 17.04
1135 50.84 90.02 22.81 105.60 9.14
1136 50.88 6.20 41.61 129.11 7.16
1137 50.91 83.65 26.21 130.44 11.58
1138 50.99 32.30 60.28 210.79 16.29
1139 51.02 60.62 46.97 190.03 18.88
1140 51.08 8.97 38.85 137.88 7.86
1141 51.03 15.75 49.27 152.20 9.24
1142 51.09 37.07 71.32 207.06 16.77
1143 51.11 49.23 60.52 209.52 18.69
1144 51.16 29.56 61.77 209.22 16.24
1145 51.11 34.82 61.79 211.12 16.73
1146 51.33 20.18 49.74 184.56 12.17
1147 51.33 13.34 49.01 142.32 8.43
1148 51.41 27.47 53.15 210.96 16.01
1149 51.26 71.53 48.87 187.15 17.00
1150 51.26 88.11 27.80 117.06 9.94
1151 51.43 3.25 18.41 96.94 5.35
1152 51.36 80.76 35.57 136.63 11.88
1153 51.39 39.58 54.75 204.22 16.73
1154 51.36 54.57 46.06 201.89 18.45
1155 51.43 25.58 63.91 211.98 14.59
1156 51.40 86.48 30.55 112.86 9.18
1157 51.55 46.12 51.81 198.25 19.09
1158 51.65 58.80 47.61 196.40 18.58
1159 51.62 17.97 40.49 164.82 10.35
1160 51.73 22.01 48.50 180.44 13.49
1161 51.75 52.76 55.57 205.62 18.50
1162 51.68 78.07 50.59 167.34 14.81
1163 51.83 41.72 49.23 202.52 18.40
1164 51.74 62.13 52.47 196.45 18.26
1165 51.75 66.58 49.44 197.60 17.71
1166 51.76 75.75 53.68 183.95 15.04
1167 51.76 64.25 49.39 202.16 18.46
1168 51.82 56.20 48.33 205.67 19.57
1169 51.96 11.43 29.85 124.11 8.86
1170 51.95 30.72 45.21 205.06 15.11
1171 51.75 5.69 26.58 126.46 5.75
1172 51.92 68.84 56.50 186.21 18.03
1173 52.01 23.97 43.04 200.36 13.01
1174 52.05 44.05 49.54 195.78 18.00
1175 52.04 48.31 55.75 208.26 19.31
1176 52.02 73.38 84.75 187.82 16.64
1177 52.03 33.20 45.36 205.99 15.86
1178 52.05 50.73 56.68 207.03 20.58
1179 52.05 84.60 31.41 113.05 10.43
1180 52.04 91.19 28.72 102.20 8.42
1181 52.16 35.51 51.08 203.42 16.73
1182 52.20 15.18 27.76 142.82 9.42
1183 52.23 37.86 48.31 198.97 17.62
1184 52.28 7.93 25.94 126.11 7.49
1185 52.35 94.17 29.72 97.80 7.19
1186 52.43 28.57 48.08 202.70 16.15
1187 52.35 71.17 64.35 172.74 16.41
1188 52.44 82.00 73.68 122.57 10.93
1189 52.29 9.68 25.31 129.35 8.00
1190 52.45 60.58 62.93 189.31 18.58
1191 52.37 89.02 44.81 108.33 8.84
1192 52.35 5.65 20.61 125.25 5.89
1193 52.49 57.65 70.02 198.38 18.59
1194 52.68 19.69 39.41 172.15 12.62
1195 52.62 26.20 48.81 199.00 14.33
1196 52.63 79.66 83.05 136.63 12.68
1197 52.63 17.49 37.49 159.10 9.91
1198 52.76 40.14 57.34 185.19 16.65
1199 52.63 54.30 82.22 190.26 18.19
1200 52.60 87.24 49.23 100.52 9.62
1201 52.69 62.93 107.50 196.55 19.88
1202 52.72 65.37 87.64 187.69 17.61
1203 52.74 75.07 117.62 165.10 14.92
1204 52.89 77.41 168.09 156.72 13.48
1205 52.85 4.59 18.91 102.45 6.48
1206 52.97 13.06 30.48 130.23 8.89
1207 52.92 21.64 53.72 174.51 12.18
1208 52.88 31.52 66.07 195.07 15.81
1209 52.87 46.92 62.62 178.14 17.35
1210 53.00 67.46 150.22 172.42 17.08
1211 52.92 52.17 96.85 194.79 20.27
1212 53.05 42.43 86.19 193.53 18.34
1213 53.00 23.92 62.38 182.00 13.00
1214 53.07 44.83 81.97 195.43 17.74
1215 53.00 49.33 97.27 189.80 18.36
1216 53.05 69.67 130.97 182.72 15.93
1217 53.12 33.60 57.33 187.62 15.23
1218 53.12 56.15 166.10 183.60 17.25
1219 53.24 58.86 168.04 178.67 17.63
1220 53.17 72.99 144.09 164.52 16.02
1221 53.27 84.57 109.36 91.58 9.23
1222 53.20 35.89 79.38 191.34 16.37
1223 53.17 90.33 105.68 85.11 7.92
1224 53.42 6.83 34.52 107.40 6.56
1225 53.30 10.08 37.26 122.15 7.86
1226 53.34 92.37 98.95 98.71 7.94
1227 53.42 29.68 69.42 194.40 15.34
1228 53.41 38.25 119.58 192.81 16.53
1229 53.43 15.62 31.94 129.25 8.81
1230 53.50 27.45 101.84 199.51 14.76
1231 53.52 60.90 203.36 162.96 18.45
1232 53.59 81.75 120.23 92.88 11.31
1233 53.67 63.30 223.61 163.68 17.44
1234 53.76 79.45 191.14 105.83 12.45
1235 53.68 94.74 68.27 57.30 8.10
1236 53.75 50.61 176.84 172.05 17.45
1237 53.72 54.51 193.72 168.84 17.87
1238 53.81 71.15 206.28 137.16 15.71
1239 53.72 87.60 127.78 76.58 9.68
1240 53.74 18.30 77.61 152.16 10.51
1241 53.72 65.36 220.45 157.16 16.59
1242 53.81 25.32 141.56 177.65 13.24
1243 53.89 40.92 185.15 176.61 16.68
1244 53.79 75.37 220.20 134.00 14.80
1245 53.88 23.00 112.76 179.44 12.71
1246 53.96 20.55 106.35 164.35 11.96
1247 53.95 46.01 169.73 177.27 18.54
1248 53.98 52.48 209.19 156.53 17.49
1249 54.05 4.35 45.22 99.97 6.57
