#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl30 14A 8 Kruppel even-skipped fushi-tarazu
627 31.08 32.96 12.13 179.34 32.97
628 31.11 36.97 12.51 181.54 31.20
629 31.21 46.32 13.00 194.11 38.26
630 31.25 78.22 12.59 13.17 174.43
631 31.35 12.42 8.70 93.90 29.39
632 31.15 58.88 13.82 92.78 44.55
633 31.31 75.27 12.66 17.27 174.37
634 31.29 89.29 9.31 5.06 147.50
635 31.12 61.09 13.68 51.81 100.08
636 31.27 51.97 13.91 133.71 35.97
637 31.45 81.25 12.09 10.72 164.79
638 31.42 72.37 12.27 18.87 183.05
639 31.49 9.97 7.42 64.51 30.68
640 31.19 62.23 14.46 44.54 107.31
641 31.36 16.70 9.63 112.09 28.22
642 31.68 85.00 10.56 9.39 150.06
643 31.66 30.35 11.76 165.26 32.99
644 31.72 63.61 14.40 24.21 188.77
645 31.63 69.44 12.38 18.62 189.31
646 31.75 90.79 7.51 5.23 95.87
647 31.74 20.66 10.39 119.94 33.39
648 31.67 27.61 11.46 139.25 33.22
649 31.73 34.93 12.15 153.82 32.68
650 31.75 18.08 9.70 97.58 30.39
651 31.72 54.79 13.78 109.04 39.82
652 32.00 66.49 13.03 19.07 195.36
653 31.82 42.59 13.20 142.04 35.21
654 31.90 39.28 13.63 158.74 37.47
655 31.89 50.37 14.48 114.29 44.88
656 31.92 48.10 13.39 137.40 42.36
657 32.07 60.14 14.81 31.72 191.02
658 32.04 14.74 8.92 74.78 39.02
659 32.20 57.40 14.09 41.89 134.13
660 32.32 25.50 12.28 119.26 39.06
661 32.33 52.80 14.42 43.72 167.25
662 32.25 45.26 14.39 109.05 46.79
663 32.35 36.98 13.51 108.10 39.69
664 32.61 76.56 13.94 10.36 164.86
665 32.19 22.01 11.40 119.95 37.85
666 32.49 32.79 13.33 106.89 40.73
667 32.64 79.30 13.30 10.19 149.03
668 32.57 8.45 6.90 24.28 124.46
669 32.90 10.05 7.01 25.36 146.75
670 32.53 12.16 8.46 43.19 131.44
671 32.64 73.73 14.00 10.38 168.91
672 32.53 23.31 12.62 105.35 44.62
673 32.66 89.12 9.43 11.54 81.99
674 32.71 71.18 13.69 11.89 185.49
675 32.57 41.06 15.31 103.05 47.24
676 32.94 16.83 9.99 45.16 145.81
677 32.87 55.21 13.92 29.80 200.39
678 32.81 68.45 13.09 11.64 197.76
679 32.71 28.14 12.35 83.89 49.35
680 32.85 62.20 14.64 17.81 199.53
681 32.95 82.84 13.36 12.90 101.02
682 32.73 30.21 13.02 91.55 46.39
683 32.93 43.54 15.08 53.76 184.09
684 32.66 91.27 7.42 15.42 32.97
685 32.76 35.03 14.72 86.90 49.38
686 32.84 47.36 15.73 47.21 135.82
687 32.92 86.44 11.37 12.91 94.96
688 33.01 50.06 14.33 41.32 177.00
689 33.12 64.58 14.50 12.90 194.48
690 33.16 21.35 11.44 46.32 161.57
691 33.27 14.08 9.37 39.22 165.18
692 33.22 39.02 13.82 59.36 179.50
693 32.94 92.27 7.33 16.67 22.75
694 33.32 59.62 14.25 16.49 214.20
695 33.52 26.40 12.88 40.79 180.07
696 33.61 36.67 13.25 34.98 180.66
697 33.59 57.26 14.20 17.69 209.88
698 33.76 45.44 14.12 26.30 201.45
699 33.54 52.53 14.39 19.81 198.37
700 33.77 89.45 10.50 62.56 26.37
701 33.83 18.65 10.44 31.41 176.02
702 33.81 23.66 11.56 38.93 165.60
703 33.77 31.85 12.38 33.99 179.64
704 33.68 41.42 14.37 31.37 201.47
705 33.82 66.75 15.34 11.32 190.21
706 33.86 34.15 13.68 30.47 182.46
707 33.75 29.21 12.69 34.98 183.71
708 33.79 78.30 14.77 14.73 64.92
709 33.86 91.86 8.93 62.90 22.82
710 33.99 73.10 14.79 12.37 131.57
711 33.73 7.80 8.03 12.57 154.08
712 34.02 47.96 15.13 22.79 199.17
713 34.10 75.82 15.22 15.31 66.89
714 34.10 69.43 14.31 11.28 162.66
715 34.15 84.97 14.43 81.49 36.80
716 33.98 11.44 8.69 13.56 157.91
717 34.11 62.01 13.68 11.55 199.21
718 34.18 54.75 15.15 13.89 201.13
719 34.33 50.10 15.14 16.37 205.02
720 34.31 9.26 7.65 11.41 168.17
721 34.52 43.28 15.62 20.06 203.87
722 34.50 64.89 16.44 13.54 169.43
723 34.40 15.19 9.48 16.01 170.13
724 34.53 59.14 15.62 11.26 193.43
725 34.56 21.13 11.19 19.11 176.48
726 34.66 25.45 12.39 18.78 201.20
727 34.40 38.23 13.17 15.78 183.17
728 34.63 39.94 15.76 18.51 198.24
729 34.57 7.25 7.37 6.56 150.19
730 34.75 91.76 9.99 73.13 21.53
731 34.88 52.13 15.03 13.61 210.15
732 34.64 10.20 7.57 10.43 158.21
733 34.85 30.30 13.69 18.65 206.15
734 34.98 56.79 15.36 11.88 203.80
735 35.09 27.82 12.48 14.98 193.52
736 34.95 71.15 17.04 19.95 69.79
737 34.97 80.69 16.52 123.98 31.50
738 35.11 17.45 10.42 15.47 177.67
739 35.10 35.09 13.26 14.62 181.09
740 34.97 37.34 13.44 17.22 193.14
741 34.93 77.47 16.96 64.29 32.61
742 35.14 23.04 11.12 14.48 186.34
743 35.03 46.88 16.36 14.74 201.57
744 35.18 67.19 15.98 17.47 120.42
745 35.08 13.40 10.68 10.66 174.54
746 34.90 19.36 10.63 19.86 182.06
747 35.09 88.10 14.17 92.53 22.95
748 35.31 32.49 14.28 16.12 187.10
749 35.27 63.35 16.42 15.15 124.65
750 35.59 60.50 16.14 13.19 133.81
751 35.55 44.35 16.28 13.49 215.32
752 35.39 54.15 16.06 10.85 209.49
753 35.73 11.17 9.86 8.33 138.59
754 35.61 84.41 18.05 134.96 26.06
755 36.02 8.40 7.78 6.50 126.24
756 35.67 41.70 15.77 13.37 198.57
757 35.59 49.92 16.18 12.22 188.72
758 35.76 13.76 8.83 9.12 150.67
759 35.92 39.02 14.39 12.63 193.13
760 35.90 75.18 17.28 109.21 32.07
761 35.77 68.97 17.56 63.27 46.23
762 35.69 21.01 12.29 11.82 169.02
763 35.87 90.53 14.99 71.58 22.71
764 35.88 25.41 13.69 12.03 185.38
765 35.72 15.96 10.16 9.28 167.68
766 36.06 29.74 13.61 13.43 177.16
767 36.22 58.16 15.94 15.02 115.32
768 36.08 72.04 20.12 125.04 34.41
769 36.10 78.27 19.27 150.55 29.94
770 36.21 36.28 14.57 12.42 166.00
771 36.34 47.98 17.06 13.39 173.92
772 36.27 55.41 17.07 12.71 159.57
773 36.20 81.18 20.24 133.67 28.41
774 36.36 19.77 11.78 11.78 162.34
775 36.58 45.65 16.23 11.74 175.59
776 36.42 52.42 16.47 12.79 148.27
777 36.36 18.00 11.78 10.84 168.34
778 36.46 33.66 14.67 12.41 158.92
779 36.20 63.52 15.76 25.83 50.59
780 36.41 87.75 18.87 83.37 25.24
781 36.49 15.80 10.61 9.75 132.44
782 36.41 22.92 12.62 12.87 144.55
783 36.67 27.13 12.56 12.15 142.80
784 36.56 66.95 20.58 145.65 37.29
785 36.48 5.66 6.08 4.63 52.03
786 36.83 43.12 16.83 13.05 120.40
787 36.81 92.66 13.66 38.76 21.88
788 36.91 13.13 10.35 8.72 77.02
789 36.98 49.93 17.12 16.33 115.50
790 37.04 31.28 14.92 16.10 99.33
791 36.93 40.76 16.60 13.00 99.14
792 37.06 69.68 21.92 175.12 36.08
793 37.20 84.85 25.36 95.31 25.18
794 37.14 62.56 19.44 127.54 38.38
795 37.19 76.54 23.70 147.62 30.31
796 37.21 38.02 15.70 15.12 106.05
797 37.18 81.95 24.88 101.66 27.83
798 37.18 89.83 21.85 56.62 24.03
799 37.36 24.88 13.89 16.76 84.54
800 37.09 56.22 19.91 19.93 68.67
801 37.31 10.03 9.24 12.10 52.16
802 37.37 72.35 21.25 149.22 33.39
803 37.43 21.80 13.42 16.96 82.77
804 37.43 28.79 15.09 18.67 82.07
805 37.52 65.06 21.74 188.00 34.25
806 37.36 5.79 7.14 10.40 31.95
807 37.45 53.99 19.70 31.68 72.02
808 37.57 35.43 16.22 17.79 79.66
809 37.45 58.13 19.97 66.50 41.06
810 37.52 19.02 12.80 16.31 97.19
811 37.64 79.15 24.92 94.04 28.69
812 37.71 33.13 16.75 23.35 73.80
813 37.65 51.83 19.19 35.61 67.31
814 37.64 47.31 18.41 23.04 68.78
815 37.94 60.25 24.87 169.19 37.59
816 37.77 14.85 11.42 17.81 56.21
817 37.99 74.39 25.44 106.24 31.86
818 37.77 11.91 11.81 20.21 50.49
819 37.70 40.27 18.11 34.00 58.95
820 37.77 44.62 18.67 36.31 58.00
821 38.11 67.36 25.98 158.35 33.29
822 38.06 42.25 19.26 50.30 46.83
823 38.19 49.14 20.59 122.98 49.02
824 38.20 55.90 22.07 152.72 41.30
825 38.12 91.36 24.14 35.33 83.51
826 38.09 39.33 17.56 33.58 54.25
827 38.37 7.56 10.00 54.64 26.17
828 38.09 86.96 30.64 61.12 35.78
829 38.17 30.51 17.31 64.12 73.65
830 38.40 69.88 26.46 139.70 33.21
831 38.31 5.67 7.35 41.83 25.59
832 38.31 37.48 17.78 50.30 51.80
833 38.40 63.09 26.48 178.38 33.23
834 38.35 81.77 34.72 86.29 33.01
835 38.51 89.21 31.46 40.36 109.19
836 38.28 23.51 16.18 48.67 60.25
837 38.69 16.39 13.92 65.66 36.40
838 38.57 76.80 32.22 75.80 30.94
839 38.65 9.90 11.82 69.42 28.18
840 38.50 84.70 36.05 69.37 36.35
841 38.84 53.75 22.20 169.38 40.30
842 38.70 20.87 14.21 75.34 39.41
843 38.81 28.17 17.90 123.46 39.06
844 38.64 46.73 22.35 117.16 43.65
845 38.76 58.23 25.83 165.44 33.40
846 38.69 32.48 18.15 118.11 57.10
847 38.77 44.11 21.74 123.93 45.69
848 38.79 51.25 22.62 180.71 45.22
849 38.88 14.19 14.27 76.70 30.66
850 38.87 72.37 32.74 101.02 31.84
851 38.97 35.18 18.54 128.33 39.05
852 39.18 93.71 21.83 12.10 106.92
853 38.94 25.23 18.56 108.75 40.14
854 38.94 40.71 20.46 134.44 41.80
855 39.03 65.56 30.63 127.48 30.28
856 39.05 11.99 12.37 82.66 26.86
857 39.12 79.05 39.18 64.29 39.57
858 39.31 87.07 42.71 40.33 117.30
859 39.22 60.78 30.60 167.13 35.03
860 39.36 37.72 21.41 152.08 43.53
861 39.46 48.69 24.62 163.04 41.14
862 39.38 74.59 38.83 72.08 32.72
863 39.55 30.26 21.13 160.16 37.27
864 39.47 18.29 17.90 119.31 32.39
865 39.61 22.75 18.59 137.20 30.98
866 39.63 67.57 42.52 91.66 35.09
867 39.55 56.16 28.26 154.94 36.28
868 39.58 81.42 49.70 52.65 147.57
869 39.64 91.20 38.35 19.70 136.28
870 39.59 63.21 33.98 135.16 36.35
871 39.78 45.73 25.81 173.04 38.94
872 39.55 70.09 43.25 80.35 34.01
873 39.72 83.36 58.86 38.14 150.65
874 39.83 7.34 11.60 75.95 27.03
875 39.91 84.90 57.36 31.81 146.09
876 39.91 42.94 27.75 185.46 40.33
877 39.83 32.76 23.38 155.40 40.01
878 40.20 9.95 15.71 83.50 26.64
879 39.94 51.87 28.94 168.10 36.78
880 39.81 77.06 48.90 58.00 44.73
881 39.98 26.62 21.92 149.64 33.38
882 40.11 20.55 20.46 131.61 30.77
883 40.02 58.94 33.72 134.19 33.49
884 40.09 16.02 19.88 118.22 32.06
885 40.18 13.22 17.46 104.72 27.76
886 40.20 39.71 26.84 166.11 39.97
887 40.08 72.34 57.66 65.76 52.98
888 40.25 54.14 31.84 133.95 36.23
889 40.12 89.26 51.41 23.72 142.49
890 40.45 34.46 26.85 163.12 35.55
891 40.35 64.56 43.91 89.13 38.70
892 40.45 78.81 51.67 35.64 137.07
893 40.55 36.91 26.76 154.59 38.74
894 40.50 28.80 25.13 137.03 34.88
895 40.49 61.52 43.44 101.75 37.65
896 40.60 74.86 64.19 31.16 151.06
897 40.56 49.89 31.53 163.64 37.04
898 40.65 69.88 55.98 39.87 129.80
899 40.71 24.33 23.35 113.96 30.20
900 40.73 47.21 33.94 150.56 37.23
901 40.73 56.84 39.89 123.65 38.65
902 40.77 87.12 64.49 23.69 163.37
903 40.73 67.24 56.63 46.68 81.63
904 41.08 17.42 26.18 92.62 38.95
905 40.77 92.72 44.03 11.37 142.08
906 40.91 19.49 25.42 103.68 32.92
907 40.92 31.55 29.77 134.32 35.26
908 40.92 41.76 34.89 148.51 38.79
909 40.86 90.14 57.11 18.59 144.52
910 40.86 5.61 13.18 47.48 26.36
911 41.11 44.40 36.78 151.57 37.03
912 41.11 82.03 77.26 18.16 163.94
913 41.05 7.93 19.99 65.85 33.54
914 40.89 79.94 56.00 37.05 160.05
915 41.22 52.27 40.94 130.69 41.11
916 41.13 59.17 50.08 92.76 41.59
917 41.32 77.25 80.46 20.94 180.00
918 41.10 12.48 22.56 75.91 33.16
919 41.25 21.98 28.52 95.03 33.90
920 41.24 26.66 30.96 101.73 36.46
921 41.18 14.94 27.56 91.75 38.53
922 41.46 72.14 80.58 29.55 183.96
923 41.15 85.34 71.03 22.38 164.72
924 41.28 54.76 45.24 104.68 44.63
925 41.39 64.05 63.91 47.47 142.41
926 41.45 39.60 36.74 125.93 36.92
927 41.45 61.63 68.87 83.42 50.98
928 41.59 29.18 32.84 122.17 39.52
929 41.77 66.62 77.32 27.82 189.06
930 41.59 34.21 37.58 111.99 36.63
931 42.11 9.62 32.35 54.25 130.90
932 41.71 37.21 34.74 111.96 36.56
933 41.54 49.53 45.36 118.13 44.84
934 41.87 92.04 56.38 7.25 135.97
935 41.81 6.23 19.55 40.76 130.74
936 41.74 80.03 86.61 13.90 176.21
937 42.01 88.63 74.40 10.43 146.13
938 41.80 46.42 50.37 127.04 46.70
939 41.80 57.11 66.64 82.90 59.21
940 42.01 69.52 88.69 19.92 189.48
941 41.85 24.30 36.70 94.05 44.58
942 41.85 19.69 38.18 89.63 51.94
943 41.97 42.09 47.50 101.99 41.42
944 41.98 74.65 91.98 20.26 191.80
945 41.86 12.03 30.82 56.82 108.85
946 42.05 31.51 40.25 94.02 50.05
947 42.16 14.59 35.02 58.28 125.65
948 42.12 59.76 76.73 53.45 165.00
949 42.30 85.24 87.23 15.07 161.01
950 42.18 51.75 66.51 85.87 107.93
951 42.14 54.39 61.68 61.45 132.08
952 42.31 94.25 35.93 4.71 99.70
953 42.31 26.74 43.69 75.92 132.72
954 42.36 22.37 47.86 53.58 143.14
955 42.40 82.79 106.92 16.28 162.08
956 42.62 62.29 73.98 34.02 189.54
957 42.40 48.80 64.44 80.48 143.52
958 42.29 79.20 94.71 14.54 175.34
959 42.60 36.01 52.13 95.97 63.00
960 42.49 39.41 59.03 101.67 58.36
961 42.46 4.78 18.14 25.17 137.14
962 42.57 33.43 57.41 103.19 57.41
963 42.72 64.88 105.51 23.45 192.74
964 42.79 72.06 99.36 14.44 185.61
965 42.78 77.17 101.40 13.92 177.25
966 42.82 19.42 53.63 43.34 162.22
967 42.80 57.70 86.94 40.88 192.81
968 42.81 29.34 49.87 60.48 162.62
969 42.85 46.04 68.06 64.84 186.96
970 42.92 67.56 108.55 16.99 200.15
971 43.07 24.83 60.23 49.86 175.55
972 43.11 41.49 60.42 62.29 141.74
973 43.14 50.58 89.33 52.84 202.69
974 43.20 55.47 85.10 39.99 203.95
975 43.05 17.34 52.61 34.83 159.15
976 43.26 52.96 85.33 44.89 207.98
977 43.18 15.39 54.50 36.98 162.02
978 43.19 90.55 85.00 13.35 66.22
979 43.37 12.89 58.33 25.37 169.07
980 43.40 74.43 102.49 12.26 167.07
981 43.38 10.56 59.08 21.88 169.62
982 43.47 31.80 70.12 50.50 189.04
983 43.36 38.25 72.34 56.31 190.83
984 43.23 87.92 107.71 15.10 100.76
985 43.12 7.41 44.07 24.07 160.60
986 43.52 59.96 99.39 23.05 200.46
987 43.44 79.82 108.59 19.16 139.27
988 43.73 93.10 65.51 17.68 37.98
989 43.58 43.61 84.09 42.34 203.55
990 43.52 70.02 112.05 14.62 188.30
991 43.31 95.34 37.24 6.98 24.02
992 43.51 34.68 76.68 45.36 190.47
993 43.56 27.33 72.33 36.72 191.90
994 43.58 48.28 89.77 50.70 205.42
995 43.54 8.29 50.68 18.63 147.53
996 43.72 83.39 135.22 22.62 83.20
997 43.65 6.33 36.25 12.75 158.30
998 43.67 22.83 72.61 28.64 197.12
999 43.86 62.36 108.30 18.24 208.07
1000 43.88 64.87 118.62 13.20 183.71
1001 44.02 57.61 118.27 21.96 206.09
1002 44.00 76.95 127.94 16.19 120.22
1003 44.07 17.97 70.02 19.62 189.40
1004 44.02 67.49 128.15 12.58 192.24
1005 44.07 46.13 110.60 39.07 219.26
1006 44.17 29.50 85.55 31.91 194.20
1007 44.33 71.94 138.78 17.67 118.23
1008 44.21 15.49 69.83 16.34 176.22
1009 44.31 36.64 97.48 30.81 197.27
1010 44.35 39.81 94.86 30.05 197.94
1011 44.25 88.79 105.53 34.29 37.14
1012 44.39 90.31 97.07 38.96 34.79
1013 44.51 13.94 74.94 14.56 169.50
1014 44.37 50.56 106.74 23.57 213.21
1015 44.37 55.16 124.74 20.97 212.26
1016 44.19 23.26 86.21 21.53 202.58
1017 44.63 41.98 103.81 21.17 206.14
1018 44.43 81.62 134.15 43.89 53.14
1019 44.42 8.76 63.57 8.68 162.27
1020 44.57 24.59 92.60 18.37 192.22
1021 44.44 86.30 128.19 39.30 53.13
1022 44.34 3.96 35.25 5.28 133.78
1023 44.51 52.86 118.77 20.82 219.84
1024 44.53 11.47 82.66 12.23 167.02
1025 44.51 33.49 94.91 29.96 202.48
1026 44.66 26.88 99.47 20.47 198.78
1027 44.60 74.16 137.86 20.10 101.74
1028 44.76 78.91 143.22 73.58 48.95
1029 44.88 47.81 109.93 20.81 202.65
1030 44.95 59.24 128.03 15.21 201.41
1031 44.89 61.54 140.54 13.88 201.09
1032 44.83 69.33 150.57 22.57 82.81
1033 44.89 44.35 115.20 19.23 211.41
1034 44.99 31.11 110.28 17.41 205.96
1035 45.03 22.21 94.39 14.20 182.62
1036 45.02 64.13 154.21 17.44 176.03
1037 45.17 91.80 81.89 70.32 25.79
1038 44.83 5.16 43.57 4.71 146.57
1039 45.18 16.30 80.83 10.93 161.05
1040 45.26 56.87 129.28 15.22 205.38
1041 45.10 66.69 146.16 14.89 137.07
1042 45.03 83.50 123.92 116.16 39.00
1043 45.23 19.06 96.75 11.92 163.86
1044 45.27 76.16 145.82 40.45 46.68
1045 45.32 38.11 122.50 19.56 204.72
1046 45.47 6.60 71.49 8.24 133.36
1047 45.39 35.55 108.24 16.85 196.26
1048 45.47 28.80 114.25 15.31 195.48
1049 45.50 4.84 57.67 7.54 127.33
1050 45.56 8.17 79.63 7.83 132.08
1051 45.56 54.54 148.59 19.96 186.44
1052 45.43 87.96 111.62 106.81 32.96
1053 45.43 84.96 128.63 129.00 37.82
1054 45.63 10.41 83.98 9.56 133.29
1055 45.60 49.64 133.37 17.98 198.09
1056 45.56 52.14 133.00 16.78 188.13
1057 45.58 12.96 89.07 10.30 141.49
1058 45.73 32.96 125.48 14.02 200.54
1059 45.77 40.46 125.14 18.80 199.59
1060 46.06 94.27 51.26 64.73 23.91
1061 45.73 71.09 149.26 69.57 47.40
1062 45.75 73.48 148.19 96.41 41.83
1063 45.63 81.33 133.39 146.43 37.40
1064 45.81 26.40 111.15 16.49 169.42
1065 45.78 45.43 159.13 20.01 145.23
1066 45.89 23.97 111.82 17.02 163.17
1067 45.96 42.89 142.29 22.29 170.58
1068 45.98 60.69 178.86 31.38 82.35
1069 45.89 3.64 39.44 9.79 72.68
1070 46.05 68.54 168.02 127.67 50.89
1071 46.01 78.04 150.20 124.87 37.89
1072 46.28 47.36 150.84 22.93 171.79
1073 46.04 65.69 163.05 73.51 52.15
1074 46.19 21.34 119.02 19.54 118.99
1075 46.22 63.12 175.16 80.24 60.37
1076 46.18 15.65 106.60 15.65 120.01
1077 46.21 58.17 161.73 30.47 87.89
1078 46.32 30.56 123.06 20.16 166.66
1079 46.40 89.87 112.54 113.16 30.05
1080 46.37 92.44 67.22 74.34 29.54
1081 46.49 37.49 141.24 24.88 158.01
1082 46.40 86.26 127.40 134.07 31.76
1083 46.36 17.85 113.58 17.13 80.13
1084 46.46 19.29 125.22 22.08 76.17
1085 46.45 35.01 145.43 20.85 179.16
1086 46.61 75.73 149.76 128.30 37.80
1087 46.53 83.94 119.45 153.51 31.16
1088 46.66 28.28 129.45 29.46 131.70
1089 46.52 50.91 160.88 30.66 82.93
1090 46.64 55.57 165.40 84.51 55.55
1091 46.68 53.28 162.75 63.42 55.12
1092 46.74 79.59 144.18 184.04 38.38
1093 46.62 3.64 43.54 23.09 24.98
1094 46.72 10.79 101.67 25.60 52.49
1095 46.70 5.81 71.29 30.52 34.81
1096 46.82 8.53 103.06 28.15 46.48
1097 46.94 82.38 124.74 166.92 34.22
1098 46.87 39.61 155.16 39.42 83.32
1099 46.71 12.03 107.33 29.00 46.67
1100 46.87 44.77 163.00 67.39 59.83
1101 46.90 25.70 132.47 40.54 78.04
1102 46.95 72.95 150.09 169.33 37.56
1103 47.02 13.27 117.04 43.46 48.23
1104 47.03 32.64 157.98 43.64 88.25
1105 47.11 49.05 170.39 65.00 66.24
1106 47.12 42.12 152.24 74.05 61.99
1107 47.14 59.55 193.88 165.46 51.83
1108 47.03 61.59 183.63 168.67 44.68
1109 47.00 65.03 177.76 164.25 42.57
1110 47.03 70.27 163.94 176.31 40.20
1111 47.18 23.34 128.55 55.96 64.02
1112 47.17 67.71 166.15 185.88 40.91
1113 47.24 15.51 130.24 74.38 43.95
1114 47.25 57.34 180.29 179.16 53.55
1115 47.32 20.89 137.25 70.32 49.08
1116 47.45 94.30 58.12 49.59 25.79
1117 47.31 17.31 127.35 84.09 44.41
1118 47.59 86.62 146.76 139.76 33.28
1119 47.56 30.21 150.69 69.20 55.35
1120 47.47 35.24 156.36 67.66 58.75
1121 47.61 77.42 159.41 156.24 38.21
1122 47.77 91.20 109.97 97.10 29.74
1123 47.59 46.89 178.38 162.40 47.80
1124 47.56 51.25 179.62 144.50 48.33
1125 47.65 18.84 142.52 79.59 40.23
1126 47.60 5.52 76.13 79.51 28.93
1127 47.68 27.45 147.37 104.40 52.40
1128 47.82 37.68 176.44 117.59 49.11
1129 47.76 53.82 189.16 170.32 46.12
1130 47.85 63.14 171.75 218.45 41.64
1131 47.83 7.22 90.50 89.00 30.56
1132 47.82 80.46 156.45 180.70 36.46
1133 47.94 10.34 113.68 93.30 33.57
1134 47.94 74.63 157.10 166.80 38.30
1135 47.90 40.08 167.91 123.84 50.80
1136 47.98 44.28 166.64 192.10 46.36
1137 48.10 55.93 180.69 203.08 44.48
1138 48.02 66.12 171.58 194.84 39.50
1139 48.17 96.41 31.03 14.81 14.94
1140 48.12 25.17 138.34 159.58 44.04
1141 48.09 71.89 167.57 136.41 38.06
1142 48.13 33.05 155.71 138.33 45.75
1143 48.25 60.65 169.89 219.63 41.24
1144 48.20 13.55 137.10 114.75 34.88
1145 48.27 69.19 174.14 185.61 42.67
1146 48.34 58.45 174.71 211.16 44.90
1147 48.44 42.15 172.17 194.02 44.73
1148 48.43 49.02 173.84 201.77 47.49
1149 48.38 22.44 139.69 164.12 42.07
1150 48.56 82.85 157.36 106.26 58.89
1151 48.51 5.22 67.94 83.92 26.91
1152 48.51 16.46 136.29 137.47 35.95
1153 48.63 35.36 163.59 200.49 46.18
1154 48.56 28.53 150.10 184.49 43.21
1155 48.60 51.70 171.33 221.53 47.21
1156 48.66 94.15 63.70 30.90 41.30
1157 48.73 31.12 163.56 165.71 42.54
1158 48.67 46.34 177.52 221.60 48.01
1159 48.67 20.06 138.00 158.62 40.90
1160 48.62 18.69 138.97 163.64 36.94
1161 48.80 76.53 169.15 143.19 44.99
1162 48.74 88.42 112.00 63.72 45.42
1163 48.82 64.41 189.60 193.04 46.35
1164 48.79 79.35 169.88 131.60 48.42
1165 48.85 85.66 149.36 91.02 56.02
1166 48.86 7.40 102.99 99.55 31.65
1167 48.89 54.33 186.93 213.87 44.95
1168 49.05 37.51 182.27 193.93 47.29
1169 49.04 39.76 165.63 193.77 43.49
1170 49.17 91.19 129.30 45.75 103.23
1171 49.08 62.10 183.15 156.07 47.92
1172 49.13 66.84 177.34 152.12 47.23
1173 49.26 26.43 157.52 155.83 45.58
1174 49.18 73.61 175.83 91.80 50.06
1175 49.34 9.46 118.06 98.44 36.03
1176 49.19 71.19 178.39 85.44 67.66
1177 49.07 11.06 127.59 117.88 36.28
1178 49.34 44.32 177.00 194.49 45.38
1179 49.21 57.09 184.47 187.42 48.08
1180 49.24 12.53 129.06 133.02 38.41
1181 49.44 33.54 163.02 170.26 44.47
1182 49.43 22.70 150.14 149.88 44.83
1183 49.50 59.68 191.56 143.25 53.47
1184 49.44 14.70 131.77 121.15 38.82
1185 49.55 81.67 166.38 67.02 150.50
1186 49.56 50.05 168.00 193.67 49.72
1187 49.64 69.09 177.16 95.27 63.80
1188 49.54 5.32 69.76 40.73 42.01
1189 49.60 17.83 144.02 131.86 49.40
1190 49.62 29.01 162.51 158.74 51.01
1191 49.61 47.51 176.94 191.70 48.11
1192 49.62 41.84 175.41 170.99 50.00
1193 49.76 94.96 49.34 7.94 96.84
1194 49.67 52.72 194.26 200.29 49.49
1195 49.81 87.42 141.35 30.61 151.50
1196 49.85 31.45 168.71 133.19 52.75
1197 49.97 78.92 153.97 60.01 166.13
1198 49.92 36.02 171.90 140.53 56.41
1199 49.92 55.22 179.42 137.07 62.46
1200 49.85 64.34 184.41 92.37 69.63
1201 49.86 75.80 183.81 81.39 147.70
1202 49.98 84.23 128.68 35.60 168.49
1203 50.30 93.07 61.02 7.78 142.54
1204 50.07 7.20 93.38 45.14 91.11
1205 50.23 38.40 175.89 141.19 60.91
1206 50.19 61.94 190.66 79.66 137.88
1207 49.96 12.14 123.89 64.89 57.44
1208 50.27 57.77 191.12 72.09 144.04
1209 50.34 66.93 188.27 52.73 186.26
1210 50.54 72.07 152.66 29.34 187.98
1211 50.66 96.38 34.69 3.45 77.55
1212 50.36 14.12 141.88 50.78 80.43
1213 50.41 25.12 158.50 61.00 110.30
1214 50.52 90.59 106.09 12.16 163.81
1215 50.48 46.11 187.11 135.55 65.07
1216 50.45 19.64 147.65 85.96 91.61
1217 50.48 27.37 167.62 80.99 121.18
1218 50.47 43.41 187.36 108.20 71.65
1219 50.48 11.31 125.41 52.54 96.37
1220 50.48 22.20 154.66 72.73 109.20
1221 50.56 40.62 181.99 107.50 109.17
1222 50.50 9.26 125.32 48.27 118.39
1223 50.51 51.08 186.62 96.09 65.39
1224 50.71 74.35 171.31 29.30 191.50
1225 50.64 81.87 168.90 34.34 189.71
1226 50.70 29.89 161.72 68.66 148.39
1227 50.73 34.75 185.14 72.20 148.54
1228 50.72 48.68 190.88 93.19 158.80
1229 50.76 60.04 192.38 40.60 206.86
1230 50.69 16.53 140.67 42.56 115.53
1231 50.71 53.44 196.26 81.79 146.29
1232 50.77 32.57 167.74 65.32 141.90
1233 50.85 69.61 178.86 28.72 199.84
1234 50.94 77.34 163.04 21.68 191.59
1235 50.92 64.49 189.03 37.28 200.38
1236 51.07 85.21 142.56 15.08 179.89
1237 51.06 55.79 189.48 46.46 200.18
1238 51.30 6.83 99.46 16.43 140.26
1239 51.16 87.83 129.81 13.82 167.12
1240 51.57 5.04 68.97 9.16 111.78
1241 51.31 36.85 164.89 39.60 196.19
1242 51.33 80.07 160.32 19.13 191.09
1243 51.19 13.16 126.35 21.01 149.32
1244 51.44 62.36 181.63 31.98 214.90
1245 51.16 92.42 101.66 7.19 161.88
1246 51.52 25.82 153.02 23.45 189.93
1247 51.55 44.58 170.77 40.12 204.97
1248 51.48 57.99 192.61 25.96 212.26
