#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra7 14A 8 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
607 35.10 22.14 53.19 12.06 197.41
608 35.11 60.32 29.47 17.59 194.76
609 35.22 39.95 72.74 17.05 227.20
610 35.24 33.12 89.09 16.72 218.12
611 35.14 45.17 58.32 17.81 234.20
612 35.11 57.67 34.21 17.90 190.03
613 35.25 19.79 39.96 11.80 183.09
614 35.16 42.49 63.40 17.45 236.98
615 35.37 28.11 46.35 14.94 204.89
616 35.20 10.16 21.43 8.94 102.38
617 35.34 79.80 114.00 18.80 42.30
618 35.37 15.04 36.67 11.73 168.15
619 35.49 76.83 74.23 19.16 49.95
620 35.36 62.60 29.67 18.58 152.94
621 35.47 72.53 31.26 18.18 72.87
622 35.53 83.05 196.12 21.73 32.29
623 35.70 88.96 156.73 23.32 17.56
624 35.48 51.67 37.40 19.32 209.16
625 35.48 65.17 31.14 19.68 128.66
626 35.71 85.99 175.36 22.03 22.82
627 35.81 46.87 46.64 19.20 217.54
628 35.65 49.29 49.35 20.00 204.34
629 35.63 67.65 31.72 19.72 104.05
630 35.58 11.33 24.50 9.34 140.93
631 35.76 31.03 54.33 17.47 206.12
632 35.75 24.74 39.50 13.65 208.35
633 35.89 12.95 25.99 10.76 157.10
634 35.87 37.75 47.06 17.63 224.78
635 35.98 35.15 46.70 17.11 203.49
636 35.91 74.27 66.59 22.49 59.49
637 36.15 17.57 27.92 11.95 170.41
638 36.04 70.11 36.18 21.00 79.58
639 36.06 43.83 41.86 18.96 219.92
640 36.12 58.69 32.26 19.83 145.46
641 36.12 54.12 31.38 20.22 182.16
642 36.20 41.39 41.32 18.26 203.35
643 36.29 56.53 33.36 18.83 167.17
644 36.26 60.96 31.43 20.11 125.65
645 36.23 22.52 31.09 14.14 197.01
646 36.29 26.79 28.42 14.85 160.27
647 36.35 63.59 30.98 19.11 125.82
648 36.38 20.13 25.22 13.22 157.14
649 36.43 29.04 37.21 15.71 177.44
650 36.34 78.51 190.42 19.05 27.40
651 36.49 32.99 33.91 17.86 198.51
652 36.55 50.94 33.00 21.20 175.24
653 36.70 81.82 198.75 24.91 26.61
654 36.60 15.42 24.44 12.26 158.71
655 36.61 39.25 33.22 17.79 192.57
656 36.65 65.80 38.60 20.83 93.11
657 36.70 10.93 17.36 9.90 113.55
658 36.91 76.63 213.25 23.85 29.59
659 36.82 79.74 214.56 26.78 30.12
660 36.63 67.94 85.17 23.32 71.22
661 36.75 71.73 110.19 21.04 49.99
662 36.76 48.94 32.03 20.62 159.18
663 36.91 45.12 31.94 19.58 186.61
664 37.14 8.65 16.20 10.13 86.68
665 37.09 52.94 31.30 20.27 159.91
666 37.02 24.47 26.75 14.31 169.01
667 36.92 36.76 31.95 17.48 169.47
668 36.95 13.56 19.59 10.87 136.21
669 36.94 47.02 30.16 19.78 153.94
670 37.07 74.04 184.29 23.65 33.38
671 37.13 84.39 192.19 29.47 17.93
672 37.08 87.40 157.14 35.60 12.76
673 37.12 31.01 28.37 15.87 161.15
674 37.11 90.08 74.92 25.06 9.85
675 36.97 92.43 36.08 17.04 6.62
676 37.12 42.60 32.41 19.83 186.94
677 37.33 55.07 38.50 20.95 123.00
678 37.15 61.70 45.83 21.95 98.97
679 37.12 59.18 41.62 22.56 102.89
680 37.32 34.78 28.80 17.20 166.98
681 37.36 18.82 22.29 12.82 141.00
682 37.45 69.58 197.86 23.48 38.71
683 37.31 21.67 22.53 14.15 141.73
684 37.44 26.78 29.52 16.07 164.28
685 37.48 40.33 27.50 19.95 147.96
686 37.51 57.16 38.49 22.04 123.09
687 37.63 16.83 22.40 11.82 109.25
688 37.61 28.93 29.41 17.67 150.41
689 37.74 67.18 191.67 24.30 43.60
690 37.73 50.99 36.68 22.90 126.25
691 37.83 64.96 174.94 27.95 55.41
692 37.93 32.47 28.13 18.45 138.29
693 37.97 11.50 22.91 13.07 90.16
694 37.86 48.76 33.56 21.80 136.59
695 37.77 81.02 144.56 27.04 17.27
696 37.98 14.46 22.52 12.63 112.90
697 38.07 78.61 190.06 34.60 19.59
698 38.04 43.90 30.77 20.42 163.73
699 37.95 46.34 32.88 20.93 123.93
700 38.23 73.20 200.14 27.50 24.81
701 38.14 91.49 40.07 31.88 7.22
702 38.05 59.35 160.43 25.61 68.46
703 38.17 7.54 16.60 9.73 46.30
704 38.26 36.67 31.93 20.19 140.30
705 38.26 23.07 25.59 15.14 131.30
706 38.22 25.20 26.81 16.31 130.79
707 38.29 61.62 195.33 26.52 56.50
708 38.39 70.98 198.56 29.25 27.55
709 38.40 75.90 187.84 36.25 20.11
710 38.40 41.49 33.47 20.75 135.06
711 38.46 83.04 169.10 33.55 14.03
712 38.37 86.13 112.53 38.63 11.57
713 38.48 89.07 93.94 42.41 9.54
714 38.46 20.53 26.87 14.80 110.69
715 38.55 34.25 30.08 19.37 136.87
716 38.40 52.62 101.07 24.08 90.24
717 38.29 54.67 58.77 25.54 91.00
718 38.54 39.10 36.94 23.39 105.24
719 38.81 63.59 222.16 28.20 40.28
720 38.61 30.36 35.50 19.74 114.80
721 38.65 27.47 35.56 17.86 108.55
722 38.70 17.94 31.32 14.81 97.25
723 38.74 9.84 29.79 11.72 60.21
724 38.79 57.27 176.92 28.63 60.76
725 38.92 68.56 213.04 30.04 27.18
726 38.83 15.69 26.71 14.24 87.44
727 38.82 47.72 80.29 24.24 106.60
728 38.83 50.03 124.78 23.28 95.54
729 38.93 65.97 211.49 30.46 28.45
730 38.91 45.10 55.35 24.25 105.52
731 39.01 80.14 130.34 39.84 15.29
732 39.09 13.01 43.29 14.89 68.14
733 39.21 42.68 72.81 29.14 102.47
734 39.24 32.57 49.39 23.54 95.58
735 39.38 60.32 231.78 33.09 38.97
736 39.41 54.21 200.68 26.21 54.33
737 39.29 22.62 42.10 18.06 106.73
738 39.29 37.44 58.43 25.16 98.94
739 39.49 51.68 200.66 27.79 65.28
740 39.30 77.61 110.41 39.20 13.93
741 39.27 24.77 58.67 19.37 86.40
742 39.38 28.82 92.59 20.41 86.43
743 39.40 72.78 160.28 43.91 17.63
744 39.66 75.05 125.58 51.55 16.40
745 39.59 85.24 94.24 66.06 10.33
746 39.76 7.79 60.25 13.41 35.27
747 39.43 40.17 84.27 26.85 88.69
748 39.63 90.91 37.11 61.56 8.08
749 39.49 34.96 67.33 26.30 98.22
750 39.63 19.58 103.72 18.62 73.36
751 39.77 70.57 167.17 41.29 19.02
752 39.85 81.53 119.37 50.85 11.94
753 39.74 46.34 165.53 28.61 61.99
754 39.87 62.33 225.55 37.47 29.74
755 39.62 88.09 52.05 69.85 10.31
756 39.79 26.45 99.78 20.26 69.41
757 39.78 15.13 81.88 15.88 50.38
758 39.97 30.72 142.62 25.46 53.71
759 40.31 48.31 212.64 35.04 48.46
760 40.03 56.18 225.04 36.61 37.83
761 39.86 17.05 110.23 18.49 57.67
762 40.02 43.62 179.09 28.67 54.01
763 39.99 66.69 172.04 42.88 20.85
764 39.94 10.28 91.06 16.02 44.63
765 40.01 58.58 224.44 34.59 36.75
766 40.17 64.61 176.01 43.48 24.42
767 40.26 38.49 159.11 29.33 55.84
768 40.24 79.33 117.85 63.83 12.93
769 40.06 11.77 89.90 15.25 47.81
770 40.27 35.97 152.14 27.95 54.66
771 40.40 68.63 170.66 47.98 18.69
772 40.46 40.89 197.73 33.03 46.88
773 40.28 21.88 138.01 20.28 56.59
774 40.47 32.92 159.02 30.01 39.50
775 40.30 76.85 88.13 62.36 14.54
776 40.47 24.10 157.18 21.09 47.09
777 40.50 13.59 101.62 17.16 36.43
778 40.63 28.48 160.44 26.36 45.56
779 40.54 53.16 219.75 33.68 35.71
780 40.64 83.29 88.41 77.68 10.93
781 40.55 72.95 111.20 67.01 13.81
782 40.84 89.38 33.35 83.66 8.76
783 40.75 60.44 189.35 42.55 25.72
784 41.00 26.12 147.94 28.92 38.36
785 40.92 50.88 223.54 41.57 35.66
786 40.95 19.30 137.42 23.82 31.16
787 40.80 87.01 41.48 91.71 9.85
788 40.80 6.68 63.43 14.53 17.42
789 41.03 45.08 217.94 37.95 34.45
790 40.81 15.26 123.60 19.14 30.66
791 41.04 91.30 23.89 71.36 8.68
792 41.10 8.75 95.75 18.53 23.82
793 40.96 57.74 202.97 44.29 24.27
794 41.16 75.42 72.67 81.02 14.04
795 41.07 16.58 129.92 21.46 28.76
796 40.98 62.75 183.58 46.01 19.24
797 41.07 70.64 117.63 67.00 14.50
798 41.06 66.39 120.18 52.08 17.17
799 41.22 10.78 113.67 21.04 26.49
800 41.28 30.48 173.61 30.75 30.78
801 41.22 81.24 57.51 80.84 12.24
802 41.30 34.50 173.94 35.52 36.26
803 41.32 42.55 204.51 37.64 29.52
804 41.38 77.90 57.58 93.39 11.40
805 41.17 79.44 52.39 96.32 11.92
806 41.64 48.77 204.45 46.11 29.60
807 41.52 22.27 152.94 31.79 31.25
808 41.52 36.88 181.73 39.92 29.71
809 41.62 38.95 198.70 43.75 29.07
810 41.58 64.55 113.83 65.45 15.92
811 41.78 52.72 210.42 51.08 25.18
812 41.71 68.65 116.40 85.10 13.77
813 41.63 73.05 79.09 93.15 13.38
814 41.66 86.71 36.65 93.73 9.46
815 41.76 83.98 43.50 107.10 11.01
816 41.92 54.75 173.01 52.41 20.19
817 41.86 59.64 143.99 51.52 15.53
818 42.03 13.51 101.66 24.87 16.40
819 41.91 24.61 135.44 33.71 21.00
820 41.77 27.96 153.62 33.90 27.98
821 41.99 32.25 160.63 43.37 23.40
822 41.90 56.85 167.58 61.92 19.14
823 41.95 15.47 113.25 28.41 18.91
824 42.09 46.86 164.70 44.17 24.61
825 42.03 62.13 142.44 64.09 15.33
826 42.15 40.85 167.83 56.65 21.65
827 42.30 7.42 69.92 24.59 13.30
828 42.18 20.16 134.55 33.34 20.84
829 42.09 44.60 187.32 40.75 29.69
830 42.11 50.57 186.64 49.54 23.74
831 42.12 66.75 83.53 94.71 14.14
832 42.30 87.51 30.73 95.30 8.53
833 42.21 71.05 68.80 104.10 13.39
834 42.33 76.79 41.04 115.01 11.08
835 42.21 79.44 34.24 102.72 10.19
836 42.43 91.44 21.94 82.94 6.87
837 42.33 35.19 139.75 40.52 21.62
838 42.33 81.48 30.64 98.96 10.94
839 42.48 9.87 69.56 22.83 13.25
840 42.50 29.81 160.07 44.85 19.86
841 42.71 73.95 48.28 118.56 11.95
842 42.67 27.06 135.79 46.42 18.11
843 42.60 64.66 79.68 107.22 14.38
844 42.82 42.83 151.39 56.72 19.99
845 42.59 22.52 107.24 32.96 17.98
846 42.73 37.60 141.56 50.92 20.43
847 42.90 12.22 79.02 36.05 11.57
848 42.54 16.95 99.28 33.56 16.56
849 42.68 58.04 107.02 88.17 15.04
850 42.93 33.48 129.46 59.12 16.98
851 42.89 83.82 35.06 112.24 10.20
852 42.92 69.25 53.53 123.74 12.72
853 43.19 15.29 83.59 40.72 12.00
854 42.90 48.55 144.32 57.88 19.78
855 42.84 60.54 95.50 90.89 14.91
856 43.01 24.75 114.34 50.66 15.02
857 42.94 39.82 138.31 59.92 17.18
858 43.08 53.23 141.24 72.05 16.73
859 43.11 17.90 87.97 47.59 12.92
860 43.02 51.24 137.53 74.00 17.47
861 42.97 55.50 131.81 86.06 16.14
862 42.99 45.54 155.06 58.88 16.52
863 43.24 87.57 37.12 130.99 10.24
864 42.99 14.10 87.15 32.85 10.27
865 43.16 62.79 71.10 122.24 15.07
866 42.91 79.98 34.10 132.25 11.55
867 43.13 66.76 49.78 125.18 13.36
868 43.30 20.33 95.15 52.72 14.25
869 43.37 31.30 125.39 57.34 14.70
870 43.35 71.60 39.84 127.24 13.15
871 43.52 59.12 58.85 115.27 14.42
872 43.50 75.10 39.29 123.16 12.16
873 43.50 28.86 120.57 64.93 14.76
874 43.51 35.82 112.41 72.42 17.08
875 43.47 79.80 37.15 144.58 10.98
876 43.61 81.87 36.08 121.84 11.93
877 43.57 22.91 86.76 61.00 12.78
878 43.62 77.34 38.34 134.50 11.47
879 43.62 7.93 51.69 45.47 9.28
880 43.55 89.61 33.23 108.02 8.79
881 43.68 91.75 35.17 108.75 8.20
882 43.64 57.07 82.30 115.10 14.96
883 43.65 41.54 123.66 87.47 16.24
884 43.77 64.83 41.06 131.03 13.04
885 43.69 26.58 94.00 76.20 13.39
886 43.69 38.85 96.77 101.44 15.95
887 43.74 46.99 89.38 94.59 17.16
888 43.66 49.71 99.43 93.96 18.14
889 43.77 44.38 98.32 103.93 17.95
890 43.89 61.04 59.62 144.22 14.79
891 44.02 68.61 37.90 142.65 13.45
892 44.14 93.89 55.72 83.44 6.74
893 43.93 13.28 56.14 52.64 10.22
894 43.99 84.54 53.31 132.70 10.49
895 43.95 33.65 88.63 87.02 14.98
896 44.09 54.49 71.66 126.10 16.07
897 44.06 52.14 79.09 115.06 16.00
898 44.20 73.32 35.43 135.79 13.04
899 44.27 24.85 65.73 88.37 10.65
900 44.28 19.29 67.29 79.85 11.77
901 44.30 37.23 79.75 126.22 14.51
902 44.39 62.96 43.14 171.09 14.91
903 44.32 66.54 38.02 147.73 13.20
904 44.44 29.73 79.66 106.27 13.88
905 44.46 31.90 70.50 99.95 13.61
906 44.47 71.08 36.71 156.99 12.20
907 44.53 87.56 132.73 130.53 9.92
908 44.46 40.86 74.73 121.46 14.88
909 44.56 79.20 73.13 150.69 11.56
910 44.42 10.92 30.29 56.22 8.36
911 44.51 27.58 58.63 95.62 13.72
912 44.50 49.60 59.06 135.81 15.30
913 44.61 43.34 60.20 124.75 14.40
914 44.66 5.67 17.24 55.01 6.24
915 44.63 56.43 47.70 131.13 14.41
916 44.59 58.80 44.58 139.88 14.65
917 44.60 76.34 55.51 148.89 11.53
918 44.76 89.84 146.39 111.24 8.89
919 44.76 47.57 53.51 120.74 14.64
920 44.76 34.74 61.56 114.80 15.05
921 44.81 45.55 49.50 136.63 15.08
922 44.85 8.13 22.75 70.22 8.28
923 44.87 81.59 169.59 144.13 11.23
924 44.97 21.07 45.87 94.21 11.05
925 44.90 14.53 37.30 79.87 10.16
926 45.01 39.10 48.89 126.83 14.37
927 45.01 60.99 39.66 169.53 15.03
928 45.14 51.09 40.67 162.10 15.87
929 45.15 53.06 42.81 147.70 15.45
930 45.06 64.92 38.13 175.40 13.83
931 45.15 23.43 37.38 106.00 10.61
932 45.15 84.21 191.68 132.46 10.44
933 45.27 74.24 69.26 166.76 12.44
934 45.04 75.53 54.45 176.35 10.30
935 45.32 18.63 28.35 93.19 9.67
936 45.30 25.85 35.03 114.58 11.53
937 45.29 67.06 41.56 159.92 12.82
938 45.56 92.11 147.40 102.53 7.27
939 45.54 95.05 65.65 58.15 5.16
940 45.36 36.57 40.35 130.84 14.28
941 45.46 54.99 39.00 138.69 15.54
942 45.34 69.31 37.97 164.17 12.82
943 45.39 10.79 23.79 89.42 8.08
944 45.40 41.88 40.09 133.11 14.20
945 45.50 30.33 42.29 123.27 12.89
946 45.52 32.59 41.05 128.27 12.22
947 45.56 71.93 65.53 152.07 12.38
948 45.64 28.08 38.51 122.44 11.44
949 45.63 57.36 42.18 176.92 14.81
950 45.56 63.04 41.02 186.76 14.95
951 45.74 49.00 41.68 166.06 15.67
952 45.63 59.36 35.84 155.74 13.86
953 45.76 44.50 37.39 154.36 13.73
954 45.86 76.82 214.90 147.32 12.19
955 45.80 79.51 211.43 149.99 11.71
956 45.98 34.67 35.53 153.36 13.53
957 45.99 86.37 220.97 141.64 10.10
958 45.99 6.29 19.26 88.41 7.24
959 45.96 15.85 27.36 110.61 9.57
960 46.02 46.85 37.53 175.52 15.15
961 46.09 40.32 39.40 159.00 13.97
962 46.00 89.18 177.73 104.89 8.89
963 46.09 38.16 35.76 156.72 13.96
964 46.11 82.24 227.32 142.68 11.02
965 46.02 21.53 28.87 116.61 10.94
966 46.10 65.60 53.64 176.33 13.33
967 46.19 24.23 29.45 127.85 10.27
968 46.19 61.11 55.17 168.39 14.15
969 46.28 8.96 20.13 90.61 7.86
970 46.33 12.23 22.08 103.43 8.55
971 46.29 51.34 40.86 178.74 14.34
972 46.27 68.35 101.08 182.27 11.93
973 46.39 53.60 45.41 176.52 15.28
974 46.31 73.98 175.26 165.80 11.39
975 46.43 42.81 36.55 175.20 14.13
976 46.57 19.57 29.72 119.12 10.51
977 46.54 26.45 30.18 132.90 11.15
978 46.59 30.92 33.20 139.09 11.14
979 46.56 56.04 47.48 176.08 14.89
980 46.55 63.36 96.18 190.09 14.66
981 46.66 94.18 89.11 89.40 5.99
982 46.66 33.01 33.60 152.13 12.97
983 46.75 36.24 43.26 161.30 13.92
984 46.77 28.67 37.56 153.02 12.25
985 46.86 4.30 24.76 81.65 6.72
986 46.64 58.60 93.03 174.08 15.28
987 46.80 71.65 217.89 159.65 12.02
988 46.86 78.53 220.33 142.58 12.15
989 46.94 91.06 167.33 115.90 8.11
990 46.93 22.32 32.06 125.24 10.46
991 46.87 45.39 57.19 189.82 15.14
992 46.89 17.31 33.55 121.30 9.75
993 46.82 49.52 48.31 181.06 15.37
994 46.87 69.71 179.33 175.15 13.44
995 47.08 75.74 226.95 143.96 11.98
996 47.07 84.16 226.30 135.70 10.33
997 47.10 80.91 223.73 143.54 11.12
998 47.18 47.74 71.25 200.15 15.08
999 47.08 87.02 205.76 115.12 9.59
1000 47.14 40.83 43.97 180.22 14.72
1001 47.20 65.01 209.15 205.65 14.51
1002 47.18 67.05 235.46 178.37 13.08
1003 47.37 7.08 58.85 101.45 7.21
1004 47.19 38.48 44.83 173.20 13.39
1005 47.26 14.10 51.75 115.21 9.01
1006 47.15 61.04 161.34 188.98 14.06
1007 47.23 88.53 185.95 119.26 8.69
1008 47.35 24.69 64.99 146.31 10.94
1009 47.33 54.64 178.43 188.72 14.77
1010 47.34 52.03 130.24 189.27 15.54
1011 47.44 10.61 49.23 118.06 8.73
1012 47.57 34.35 63.51 164.24 13.04
1013 47.41 43.24 102.82 191.54 14.25
1014 47.57 56.74 184.92 170.63 14.93
1015 47.59 73.45 218.60 165.81 11.47
1016 47.60 30.08 68.87 155.78 12.24
1017 47.61 20.73 51.02 132.14 9.46
1018 47.69 59.10 230.28 182.60 13.70
1019 47.75 26.78 90.24 152.59 11.63
1020 47.73 32.29 78.81 166.85 12.81
1021 47.77 62.60 237.04 174.35 14.05
1022 47.82 68.72 234.76 165.28 13.58
1023 47.85 49.96 170.06 167.27 14.63
1024 47.96 77.42 224.58 159.45 11.81
1025 47.98 70.87 223.60 162.62 12.50
1026 48.00 93.70 93.36 101.50 7.11
1027 47.94 16.39 86.68 133.77 10.06
1028 48.01 18.61 110.70 130.36 9.87
1029 47.89 36.29 118.33 177.77 13.60
1030 48.02 44.68 161.46 200.78 14.91
1031 48.10 46.44 167.52 191.17 14.83
1032 48.10 82.41 215.37 140.08 11.24
1033 48.17 79.70 161.71 161.58 11.74
1034 48.13 85.72 194.62 149.43 9.43
1035 48.26 4.96 90.21 91.07 6.87
1036 48.11 22.72 132.70 148.61 9.10
1037 48.13 41.16 121.72 195.68 15.07
1038 48.22 91.25 105.33 125.20 8.59
1039 48.34 28.55 143.34 168.87 12.11
1040 48.25 38.76 124.62 185.47 14.13
1041 48.29 53.58 232.43 182.60 15.72
1042 48.25 64.42 237.85 184.02 13.66
1043 48.25 88.98 100.43 122.93 9.85
1044 48.37 66.72 238.79 157.60 13.41
1045 48.50 48.21 223.26 183.49 14.42
1046 48.46 75.36 220.19 169.18 12.68
1047 48.49 11.75 141.89 115.42 8.79
1048 48.55 13.88 151.17 120.79 9.77
1049 48.54 24.78 150.50 161.38 10.63
1050 48.68 51.44 237.45 175.26 15.23
1051 48.65 55.81 239.23 175.86 14.40
1052 48.52 60.88 235.27 162.33 14.84
1053 48.67 9.23 120.65 107.35 7.39
1054 48.64 58.28 241.20 170.30 14.26
1055 48.73 30.43 158.88 170.42 12.02
1056 48.73 73.14 215.46 159.40 12.01
1057 48.59 7.00 104.07 105.11 6.70
1058 48.83 42.62 209.96 186.78 14.57
1059 49.04 19.54 163.94 132.86 10.83
1060 48.86 32.52 175.25 170.37 13.15
1061 48.87 34.49 197.68 176.16 13.61
1062 48.91 36.73 207.15 180.25 14.55
1063 48.90 94.98 26.23 68.78 4.86
1064 49.06 26.68 193.01 158.42 11.63
1065 48.99 69.07 221.50 178.94 12.81
1066 48.92 3.03 48.37 60.81 4.84
1067 49.28 15.53 151.99 140.06 10.21
1068 49.16 86.77 118.42 151.18 9.87
1069 49.21 63.08 225.19 176.31 13.90
1070 49.15 77.86 180.61 156.18 11.26
1071 49.30 44.82 220.67 183.38 14.73
1072 49.18 65.17 220.94 173.43 11.90
1073 49.09 71.24 205.77 189.27 12.71
1074 49.09 81.11 130.84 158.64 11.78
1075 49.28 39.93 216.72 184.14 14.80
1076 49.19 83.60 141.56 135.06 11.03
1077 49.47 49.51 227.89 178.80 14.80
1078 49.21 7.30 104.51 106.60 8.07
1079 49.37 22.85 171.39 154.34 11.43
1080 49.32 92.40 47.23 106.42 7.79
1081 49.38 5.12 77.08 103.90 7.09
1082 49.37 53.74 220.55 181.66 15.22
1083 49.39 89.80 73.04 128.78 8.99
1084 49.56 47.01 223.31 181.93 14.24
1085 49.54 59.58 228.04 187.46 14.11
1086 49.59 67.20 152.64 200.48 13.49
1087 49.54 57.36 212.36 194.53 15.23
1088 49.69 28.43 193.37 153.66 10.97
1089 49.69 61.52 223.24 175.59 14.03
1090 49.57 75.47 141.63 172.24 13.28
1091 49.73 12.02 102.14 129.48 8.97
1092 49.82 37.66 221.89 171.73 13.60
1093 49.89 9.62 84.72 121.93 7.61
1094 49.83 30.82 197.34 166.61 12.76
1095 49.90 25.38 154.86 170.81 11.48
1096 49.96 35.22 208.93 172.60 13.42
1097 49.87 42.10 216.05 195.18 14.87
1098 49.98 51.96 187.17 188.67 14.58
1099 49.90 55.77 188.04 198.89 15.04
1100 50.01 71.82 138.48 188.04 13.61
1101 50.02 79.61 75.04 168.96 11.10
1102 50.02 32.95 193.82 172.92 12.93
1103 50.19 20.11 143.79 162.75 11.33
1104 49.93 87.65 86.71 152.43 9.33
1105 50.07 16.27 114.31 135.00 10.51
1106 50.23 68.68 120.26 200.47 12.47
1107 50.31 84.26 74.22 152.49 11.17
1108 50.19 65.35 125.55 192.77 12.80
1109 50.30 82.08 85.82 159.33 11.81
1110 50.12 90.95 49.25 114.49 9.09
1111 50.33 44.07 188.36 195.05 14.90
1112 50.41 39.84 216.75 190.16 14.42
1113 50.43 58.70 157.52 208.58 14.76
1114 50.54 63.05 123.17 192.36 13.86
1115 50.59 77.55 73.80 160.81 11.80
1116 50.50 5.25 44.24 105.18 6.76
1117 50.51 23.58 117.39 160.58 10.45
1118 50.51 48.27 139.56 194.52 14.29
1119 50.49 54.12 166.79 202.82 14.88
1120 50.38 86.86 82.32 142.00 8.58
1121 50.45 88.48 53.93 137.74 8.64
1122 50.61 50.48 124.39 200.79 15.16
1123 50.48 7.58 54.20 115.67 6.65
1124 50.55 27.29 118.24 172.85 12.53
1125 50.68 46.13 128.06 197.77 14.55
1126 50.54 75.02 79.01 159.30 12.70
1127 50.76 13.87 61.58 141.02 8.67
1128 50.60 60.77 140.38 194.47 13.83
1129 50.69 29.53 165.03 170.40 12.32
1130 50.81 41.55 189.67 196.71 15.19
1131 50.88 56.92 89.94 197.56 13.67
1132 50.93 36.37 114.06 191.29 14.53
1133 50.78 90.65 41.08 115.56 8.29
1134 50.98 31.65 102.48 190.84 12.62
1135 50.89 34.26 106.93 178.67 12.70
1136 51.01 38.28 140.83 199.52 14.59
1137 51.14 10.14 35.78 119.38 7.65
1138 51.03 67.29 58.72 175.28 12.77
1139 51.08 21.71 75.19 151.39 10.61
1140 51.11 25.53 88.80 163.26 11.14
1141 51.08 17.21 52.01 147.36 10.63
1142 51.11 65.31 77.91 206.53 13.47
1143 51.05 71.75 51.67 149.98 11.90
1144 51.33 93.00 23.03 91.96 6.30
1145 51.41 1.76 10.93 58.70 3.30
1146 51.31 52.74 70.34 202.10 14.64
1147 51.20 69.49 53.10 184.84 12.02
1148 51.29 80.10 39.17 151.44 10.95
1149 51.33 43.58 98.45 203.24 14.80
1150 51.36 73.88 63.78 177.16 12.89
1151 51.32 85.73 63.94 161.45 10.36
1152 51.38 19.60 57.30 145.33 10.89
1153 51.43 4.13 19.82 89.33 6.03
1154 51.48 55.13 64.54 205.97 14.67
1155 51.46 59.41 70.91 205.63 14.54
1156 51.68 82.56 48.87 149.09 10.45
1157 51.47 7.00 28.37 121.56 6.54
1158 51.63 48.88 61.34 198.03 14.46
1159 51.56 61.46 63.11 209.23 14.35
1160 51.52 27.99 62.19 180.40 12.66
1161 51.70 46.96 52.30 190.96 14.86
1162 51.53 88.26 35.75 127.88 9.91
1163 51.70 23.75 56.97 168.85 10.62
1164 51.72 33.25 66.34 186.21 12.69
1165 51.70 76.49 45.14 175.49 11.82
1166 51.80 39.56 70.91 186.74 13.78
1167 51.81 50.92 53.89 196.42 15.03
1168 51.79 63.55 52.68 208.74 12.70
1169 51.79 30.01 51.18 179.29 11.45
1170 51.73 90.52 25.60 113.03 8.07
1171 51.86 41.48 76.86 197.71 13.56
1172 51.97 45.22 60.24 199.72 15.21
1173 52.00 12.46 26.29 129.47 8.16
1174 51.93 15.07 29.49 137.41 9.32
1175 52.04 35.33 63.97 181.68 13.38
1176 52.01 57.68 48.01 197.38 14.47
1177 52.05 78.25 34.69 145.92 11.75
1178 52.02 37.33 55.52 187.48 13.70
1179 52.09 65.85 39.69 183.06 12.32
1180 52.13 72.42 46.71 180.17 12.24
1181 52.15 26.35 49.55 177.29 10.46
1182 52.19 68.06 39.40 183.08 12.65
1183 52.13 17.86 30.24 142.57 9.46
1184 52.23 70.42 38.05 183.68 12.58
1185 52.23 20.92 34.61 151.98 10.12
1186 52.41 32.02 42.41 175.55 11.58
1187 52.28 10.53 21.60 110.32 8.46
1188 52.42 53.61 39.40 188.50 13.85
1189 52.44 85.17 33.59 139.18 9.60
1190 52.44 4.28 14.29 90.51 5.66
1191 52.66 88.13 28.31 144.21 9.17
1192 52.69 92.97 21.53 122.91 7.72
1193 52.51 80.30 33.46 147.66 10.61
1194 52.50 7.96 18.49 121.94 7.48
1195 52.53 22.48 31.84 166.95 10.40
1196 52.56 43.00 42.71 188.51 14.76
1197 52.53 55.83 42.84 200.43 13.76
1198 52.62 74.61 37.19 178.98 12.21
1199 52.66 28.21 32.28 168.68 11.16
1200 52.66 1.48 7.07 39.95 3.05
1201 52.66 59.70 38.54 187.04 12.66
1202 52.63 62.02 42.40 186.92 13.64
1203 52.72 24.58 33.48 159.77 10.37
1204 52.82 49.25 40.81 183.27 14.00
1205 52.87 30.44 37.89 178.32 11.29
1206 52.89 51.49 43.78 190.50 14.71
1207 52.94 40.84 34.09 183.67 12.81
1208 53.00 34.04 37.22 175.28 12.25
1209 52.90 38.54 40.48 187.33 12.85
1210 52.99 47.13 39.67 182.81 13.79
1211 52.87 64.33 36.58 175.29 12.58
1212 53.08 76.79 30.66 158.76 10.90
1213 53.08 82.80 42.68 147.17 10.25
1214 53.02 95.26 13.94 90.15 6.33
1215 53.09 13.95 23.50 126.98 8.59
1216 53.07 19.34 26.87 136.08 8.99
1217 53.12 16.72 25.77 134.21 9.32
1218 53.12 36.25 38.40 175.54 13.22
1219 53.06 45.15 37.26 183.64 13.62
1220 53.17 66.75 37.61 174.67 12.32
1221 53.26 57.70 44.19 191.10 14.75
1222 53.19 69.34 32.96 161.32 10.75
1223 53.24 11.68 22.73 114.77 7.85
1224 53.45 78.72 32.11 146.56 11.06
1225 53.31 9.69 18.24 103.63 7.88
1226 53.44 26.07 39.06 157.47 10.59
