#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd9 14A 8 Kruppel even-skipped fushi-tarazu
166 14.96 55.52 14.43 5.70 40.57
167 14.84 63.70 11.05 4.47 41.21
168 15.34 25.34 19.97 5.12 39.72
169 14.93 44.61 22.00 5.24 36.95
170 15.26 28.41 24.52 5.32 40.32
171 15.09 67.69 10.78 4.38 39.62
172 15.48 62.48 11.12 4.87 40.03
173 15.11 29.92 18.93 5.50 42.50
174 15.52 31.53 17.53 5.87 44.44
175 15.58 69.34 10.78 4.94 35.27
176 15.92 39.03 16.73 5.73 40.01
177 15.47 65.67 10.74 4.66 38.15
178 15.48 71.46 9.23 4.79 34.58
179 15.70 45.19 17.31 5.78 43.49
180 15.56 73.84 8.83 4.01 35.31
181 15.32 26.78 18.00 6.67 45.33
182 15.53 47.00 15.90 5.28 45.64
183 15.60 49.73 18.02 5.80 43.73
184 15.46 59.24 11.78 5.00 39.00
185 15.72 56.72 12.63 5.47 40.50
186 15.91 53.63 13.56 5.20 45.72
187 15.96 58.27 12.04 5.16 39.78
188 16.11 60.35 11.55 4.91 36.07
189 16.17 22.43 17.75 4.73 37.64
190 16.01 43.30 19.85 6.38 47.92
191 16.18 27.87 20.21 5.10 37.88
192 16.22 42.22 15.63 5.60 43.63
193 16.28 35.52 16.23 4.89 40.13
194 16.19 52.51 13.75 5.83 45.83
195 16.35 47.29 17.57 4.43 44.57
196 16.22 62.08 11.85 4.62 40.31
197 16.62 64.61 10.68 5.54 39.06
198 16.46 50.78 15.85 4.98 43.75
199 16.55 67.46 11.66 5.17 36.80
200 16.54 25.60 18.58 5.19 42.88
201 16.58 33.41 18.62 6.10 40.74
202 16.39 40.59 19.71 6.14 42.14
203 16.98 44.62 15.69 5.59 41.72
204 16.64 72.54 9.47 3.97 37.76
205 16.60 30.45 16.39 6.02 39.50
206 16.61 69.61 9.93 4.38 37.10
207 16.76 48.39 16.70 5.68 43.48
208 16.81 37.13 17.00 6.06 40.32
209 16.85 41.54 14.22 5.20 43.98
210 17.17 75.21 9.67 4.44 34.14
211 17.00 54.02 13.53 5.34 43.58
212 16.95 61.23 11.93 4.98 40.77
213 17.24 26.32 16.97 5.33 38.61
214 17.36 56.41 12.84 5.32 40.27
215 17.19 22.46 15.57 4.74 36.83
216 17.23 20.23 15.88 4.26 34.82
217 17.00 70.94 10.00 5.60 37.20
218 17.19 32.26 15.04 6.04 39.04
219 17.15 38.34 13.38 5.69 43.31
220 17.53 50.73 13.69 6.06 45.14
221 17.55 35.11 16.10 5.97 41.19
222 17.71 47.67 14.79 5.47 46.27
223 17.27 58.25 12.58 4.92 46.83
224 17.51 23.98 18.29 5.35 36.00
225 17.79 59.31 11.94 5.83 43.41
226 17.66 39.49 14.83 5.17 41.42
227 17.84 41.01 13.64 6.06 43.00
228 17.77 61.95 10.99 5.06 39.16
229 17.69 71.59 10.04 4.60 37.15
230 17.84 65.72 10.12 5.56 39.36
231 17.93 18.32 11.60 4.45 37.08
232 17.81 42.82 15.12 5.28 42.47
233 17.77 63.71 10.00 4.36 43.00
234 17.98 69.44 10.41 5.41 38.10
235 17.92 20.90 13.14 4.18 37.69
236 18.21 28.96 14.63 5.56 40.91
237 18.02 53.24 13.72 6.30 45.65
238 17.98 32.17 14.01 5.11 41.95
239 18.33 38.08 14.49 5.44 39.74
240 17.85 74.57 9.80 4.60 37.35
241 17.83 77.51 6.50 3.92 30.08
242 18.39 73.34 9.69 4.27 34.41
243 18.59 24.09 14.01 5.24 37.86
244 18.16 26.23 13.65 5.29 40.29
245 18.52 78.49 8.34 4.05 36.53
246 18.47 43.73 14.76 5.03 40.21
247 18.81 35.49 14.30 5.70 43.94
248 18.83 45.95 15.44 5.64 40.69
249 18.87 52.10 13.86 6.49 44.84
250 18.72 62.55 11.19 5.19 40.04
251 18.82 21.33 13.89 5.10 34.16
252 19.05 40.89 14.28 6.04 41.43
253 18.73 65.69 11.53 5.09 42.53
254 19.26 48.64 14.34 6.25 42.58
255 18.75 58.23 12.80 5.44 44.38
256 18.75 26.65 13.47 5.77 40.60
257 18.86 69.74 10.03 4.54 40.38
258 19.30 60.07 11.27 6.04 42.89
259 19.08 67.27 10.79 4.79 41.21
260 19.22 31.72 14.43 5.51 40.63
261 19.48 57.09 12.81 5.38 41.50
262 19.12 43.54 14.76 6.88 44.12
263 19.33 18.61 11.43 4.47 36.53
264 19.22 71.06 10.42 4.67 36.46
265 19.17 29.62 13.89 5.26 38.95
266 19.75 38.20 13.29 5.96 43.81
267 19.56 64.83 11.22 6.06 42.31
268 19.42 26.30 14.14 5.35 40.19
269 19.37 63.33 11.11 6.11 44.33
270 19.62 23.50 13.41 5.33 37.63
271 19.58 42.33 14.12 5.38 46.21
272 19.55 50.93 14.08 6.64 42.64
273 20.13 76.25 9.44 4.97 36.05
274 19.98 53.85 12.65 6.40 44.53
275 19.96 28.19 14.00 5.69 37.74
276 19.79 35.87 14.59 6.14 43.93
277 19.99 43.94 13.50 6.00 41.50
278 19.83 67.96 9.59 4.82 38.41
279 19.90 62.49 11.88 6.06 39.90
280 19.87 33.41 14.77 5.35 41.23
281 20.11 55.87 12.33 5.60 44.55
282 19.91 79.68 9.24 4.40 37.08
283 19.95 25.22 12.52 5.19 36.52
284 20.09 20.40 12.51 5.02 36.88
285 19.97 70.62 9.46 5.57 35.24
286 20.72 52.59 13.25 6.90 46.59
287 20.24 50.14 12.77 5.82 46.48
288 20.14 40.55 14.73 7.27 39.55
289 20.37 46.33 13.62 6.82 44.17
290 20.05 60.67 11.75 6.75 49.00
291 20.61 72.81 10.15 5.44 38.39
292 20.39 17.99 12.21 5.37 38.72
293 20.06 30.24 14.33 5.67 39.33
294 20.69 42.02 14.12 6.15 43.58
295 20.53 39.41 13.89 6.16 42.04
296 20.82 33.42 13.73 6.01 39.65
297 20.62 64.74 11.42 5.84 39.84
298 20.69 31.04 13.35 5.61 40.05
299 20.88 61.60 11.50 5.71 39.79
300 20.83 67.82 11.17 5.09 39.67
301 20.82 69.98 10.17 4.98 37.69
302 20.72 78.04 9.88 4.90 36.35
303 20.86 35.84 14.04 6.32 39.72
304 20.98 26.08 13.69 5.89 40.31
305 21.09 24.22 11.53 5.31 40.03
306 21.11 19.92 11.38 5.34 39.38
307 21.14 49.55 13.74 6.18 46.41
308 21.45 47.04 13.38 6.38 46.43
309 21.38 55.46 12.54 6.10 43.56
310 21.17 17.46 11.16 5.47 33.16
311 21.47 28.77 13.52 5.83 41.43
312 21.53 64.25 10.74 5.32 38.22
313 21.75 22.25 11.93 5.41 35.76
314 21.58 37.50 13.40 5.86 42.00
315 21.48 39.11 14.53 5.78 47.11
316 21.44 75.78 11.08 5.08 38.26
317 21.47 79.80 9.41 4.78 35.35
318 21.51 44.31 13.32 6.25 44.55
319 21.51 51.13 13.94 6.70 44.91
320 21.70 73.24 10.89 5.62 38.49
321 21.60 59.98 11.86 6.20 41.78
322 21.50 78.19 8.00 5.83 37.83
323 21.73 31.24 14.22 5.62 41.11
324 21.80 67.24 11.07 5.04 39.52
325 21.80 42.27 13.68 6.88 47.90
326 21.60 65.97 9.33 6.33 41.00
327 21.68 20.69 11.50 4.50 43.88
328 22.10 33.40 13.71 6.56 43.74
329 21.96 40.63 14.70 6.27 44.75
330 21.91 52.44 14.48 6.39 47.30
331 22.00 70.53 10.84 5.72 35.62
332 22.30 25.31 12.97 6.01 40.80
333 22.50 19.20 11.64 4.73 36.24
334 22.24 49.12 13.53 7.16 46.45
335 22.56 58.58 13.02 6.40 43.71
336 22.49 78.90 10.18 5.86 39.12
337 22.24 61.96 12.02 6.68 42.07
338 22.09 20.19 11.86 4.14 42.14
339 22.47 36.04 13.29 6.84 45.12
340 22.42 76.03 10.30 6.42 37.63
341 22.35 27.36 12.96 6.15 41.00
342 22.27 45.22 13.39 6.46 46.25
343 22.35 68.74 10.55 5.94 38.52
344 22.34 81.81 9.20 4.49 32.98
345 22.40 16.96 12.08 5.39 38.78
346 22.69 64.09 11.79 6.19 38.58
347 22.44 30.31 13.52 6.50 36.89
348 22.37 46.78 12.57 6.93 44.57
349 22.79 14.93 10.51 4.34 36.47
350 22.35 37.51 12.00 7.00 50.20
351 22.80 53.40 13.85 7.11 43.74
352 22.73 74.47 10.59 6.22 38.93
353 22.91 66.38 11.00 6.49 38.11
354 22.69 72.91 11.23 5.71 36.17
355 23.04 39.09 13.66 6.06 44.15
356 22.69 42.42 13.77 7.17 45.11
357 23.11 22.36 12.09 6.01 38.74
358 22.95 44.25 12.82 6.96 45.33
359 22.86 51.19 13.98 6.74 46.79
360 22.87 56.52 12.90 6.46 47.29
361 23.41 46.45 13.99 6.68 43.26
362 22.99 60.71 13.52 6.45 43.50
363 23.19 28.49 12.63 6.18 43.75
364 23.27 41.18 13.07 6.57 43.37
365 23.05 24.44 13.61 5.94 39.94
366 23.08 71.21 11.69 5.75 43.88
367 23.17 32.95 12.96 6.38 43.92
368 23.14 69.25 11.14 5.98 36.44
369 23.33 49.63 14.85 7.24 47.17
370 23.98 31.24 13.08 6.60 40.83
371 23.54 77.01 10.17 6.39 37.78
372 23.44 78.85 10.26 6.08 37.41
373 23.84 83.52 8.64 5.66 33.14
374 23.59 36.09 14.03 6.53 44.44
375 23.77 16.03 11.19 4.95 34.95
376 23.85 17.46 11.87 5.19 34.47
377 23.57 75.15 10.50 6.50 42.33
378 23.58 26.36 12.92 5.32 41.04
379 23.88 62.02 12.49 7.00 42.81
380 23.78 73.39 12.15 6.40 35.92
381 23.70 43.40 13.88 6.42 43.38
382 23.76 63.97 11.67 6.89 42.92
383 23.75 33.92 13.79 7.33 43.88
384 23.71 54.32 12.79 8.18 42.92
385 23.83 56.33 12.95 8.23 46.27
386 24.03 68.16 10.06 6.48 36.77
387 23.79 71.62 10.92 7.42 38.38
388 23.94 80.88 9.73 5.51 38.63
389 24.04 25.26 12.53 6.84 38.49
390 24.08 51.56 15.06 7.51 46.88
391 23.98 48.32 13.32 7.54 45.03
392 24.51 65.21 11.54 7.60 37.81
393 24.20 37.72 13.00 6.32 43.23
394 24.02 53.06 13.87 7.80 39.80
395 24.01 58.64 13.00 6.15 42.92
396 24.18 22.55 11.42 5.98 37.75
397 24.05 39.03 14.55 6.73 48.45
398 24.47 14.11 9.30 4.64 33.95
399 24.64 42.98 14.08 7.06 45.50
400 24.33 57.50 12.90 8.17 47.31
401 24.17 41.16 12.29 7.29 43.86
402 24.27 59.85 14.62 7.65 41.69
403 24.28 55.00 12.50 8.83 50.42
404 24.35 70.49 10.13 7.48 34.83
405 24.62 27.72 12.00 5.94 39.69
406 25.00 40.28 13.77 7.85 42.07
407 24.58 74.46 11.03 6.93 37.79
408 24.62 78.73 10.14 8.14 35.62
409 24.38 23.83 11.88 6.25 40.75
410 24.64 34.55 13.49 7.14 48.10
411 24.94 45.63 14.50 8.22 45.95
412 25.02 76.73 10.39 7.12 36.39
413 25.38 29.61 13.00 7.04 39.65
414 24.92 71.88 10.94 8.04 36.30
415 24.87 48.14 14.39 7.72 46.22
416 24.82 61.28 12.66 7.12 41.90
417 24.82 53.84 13.22 9.67 47.94
418 24.87 69.09 11.74 6.79 37.26
419 25.03 55.14 13.43 8.95 46.80
420 24.98 82.38 9.11 8.17 36.31
421 25.14 52.47 14.10 8.02 49.41
422 25.21 66.67 11.79 7.72 36.34
423 25.54 80.19 9.99 8.20 36.49
424 24.98 85.45 8.37 6.49 38.32
425 25.12 18.30 12.29 5.47 38.14
426 25.10 36.98 13.84 7.16 43.80
427 25.67 84.27 8.57 8.17 33.12
428 25.13 26.09 13.16 6.76 39.08
429 25.17 57.32 13.06 7.73 45.25
430 25.33 22.01 12.08 6.29 38.37
431 25.18 32.68 14.46 6.81 41.58
432 25.68 63.14 11.63 11.43 42.91
433 25.72 14.41 10.98 5.26 32.25
434 25.40 59.67 13.35 8.67 43.40
435 25.56 16.49 10.75 5.33 39.75
436 25.50 38.59 13.79 7.91 43.97
437 25.62 35.42 13.57 7.82 44.43
438 25.92 70.01 11.27 10.17 38.47
439 25.86 42.55 13.29 7.89 44.46
440 25.84 31.72 13.45 6.78 41.33
441 25.85 50.04 13.80 8.97 46.52
442 25.89 74.81 11.41 9.49 37.86
443 25.95 72.66 10.75 9.17 38.60
444 26.21 26.22 11.95 6.06 40.67
445 25.99 54.86 13.62 10.20 42.22
446 26.27 19.87 11.47 5.99 36.23
447 26.15 47.28 13.53 8.97 45.52
448 26.26 67.62 11.34 13.45 38.29
449 26.19 77.13 11.11 10.23 37.15
450 26.12 34.24 13.03 7.18 41.87
451 26.13 52.74 14.68 10.66 47.21
452 26.12 24.34 13.29 6.66 40.73
453 26.42 56.93 14.62 13.34 47.42
454 26.25 44.82 13.73 8.56 43.04
455 26.28 17.20 10.72 6.00 36.96
456 26.43 28.53 12.55 7.02 42.72
457 26.37 36.64 13.93 8.18 40.93
458 26.63 59.38 13.40 13.56 44.72
459 26.39 22.58 12.47 6.78 37.19
460 26.53 51.17 13.68 10.68 44.73
461 26.58 39.90 13.61 8.53 42.56
462 26.49 18.51 11.38 5.46 40.00
463 26.78 81.82 10.00 11.71 36.38
464 26.68 85.01 8.76 12.21 33.56
465 26.81 74.34 10.31 11.47 36.94
466 26.88 30.94 13.67 7.12 42.09
467 27.19 14.28 10.82 5.97 33.80
468 26.97 42.89 14.57 9.32 45.55
469 26.93 54.54 15.06 16.28 45.53
470 27.19 71.01 9.85 16.02 37.38
471 26.92 49.09 14.96 12.83 44.15
472 26.90 21.50 12.62 6.31 35.31
473 27.40 65.49 12.27 123.62 38.42
474 26.74 76.30 13.00 13.00 49.00
475 27.14 35.32 13.41 8.90 41.88
476 27.64 68.70 11.53 91.20 33.89
477 27.30 33.20 13.85 7.64 43.34
478 27.42 44.87 14.51 10.98 46.12
479 27.24 78.95 10.36 12.44 36.76
480 27.45 19.90 11.77 7.19 35.20
481 27.40 26.74 12.85 7.41 39.78
482 27.12 28.45 11.92 7.92 41.92
483 27.51 76.61 9.97 15.16 39.09
484 27.03 41.06 13.00 11.00 41.00
485 27.39 46.84 14.28 12.53 46.26
486 27.34 52.32 13.77 16.65 45.39
487 27.37 16.45 10.55 7.48 37.41
488 27.29 24.03 13.34 6.95 34.95
489 27.72 17.85 12.32 8.20 34.20
490 27.59 62.46 13.17 114.59 42.02
491 27.48 84.20 9.38 17.12 33.60
492 27.52 40.66 14.52 9.80 43.18
493 27.70 37.75 12.77 8.98 42.78
494 27.69 59.31 13.62 58.93 39.62
495 27.69 73.19 10.49 16.43 37.19
496 27.84 29.73 13.13 7.91 39.78
497 27.70 42.79 14.36 10.64 45.00
498 27.85 50.05 14.17 18.97 46.69
499 28.05 11.93 9.24 6.76 32.00
500 27.90 81.27 9.60 19.62 35.40
501 27.98 22.27 12.52 6.84 35.57
502 28.50 31.56 12.93 9.30 42.51
503 28.50 86.33 8.83 52.29 31.66
504 28.20 39.91 14.41 10.97 44.44
505 28.47 55.00 14.61 175.21 43.98
506 28.07 20.29 11.38 7.50 43.88
507 28.33 48.30 16.18 23.22 45.95
508 28.73 82.84 9.59 59.96 35.05
509 28.16 27.27 12.89 8.89 36.89
510 28.47 42.64 14.68 14.94 43.03
511 28.61 57.85 13.63 198.99 41.67
512 28.35 25.91 12.00 7.71 39.34
513 28.44 45.50 13.40 19.29 45.19
514 28.71 73.99 11.54 77.95 35.24
515 28.66 51.99 14.63 186.70 43.33
516 28.48 28.45 13.13 8.13 41.09
517 28.55 71.35 11.78 105.46 37.27
518 28.51 20.56 11.10 8.79 35.03
519 28.66 22.95 12.29 7.87 33.35
520 28.86 76.74 10.24 85.76 33.96
521 29.14 80.06 10.36 85.17 37.93
522 28.86 61.00 12.80 219.11 39.55
523 28.89 63.85 12.05 209.94 40.53
524 28.96 66.56 11.81 212.81 37.07
525 29.02 37.09 13.96 13.14 42.12
526 29.08 40.60 14.10 18.16 46.36
527 29.18 15.96 11.13 16.32 34.39
528 29.23 69.37 12.19 180.89 37.00
529 28.89 17.59 11.18 9.64 38.14
530 29.06 19.40 11.73 11.68 35.24
531 29.29 34.98 13.89 14.89 41.30
532 29.44 47.84 14.55 188.50 45.38
533 29.38 29.36 12.75 12.84 37.14
534 29.16 38.80 13.68 15.11 44.53
535 29.51 32.52 13.95 14.02 40.44
536 29.20 45.04 14.00 55.29 37.24
537 29.34 21.65 12.73 10.56 36.31
538 29.50 42.64 14.38 51.65 39.92
539 29.52 11.88 10.00 14.96 31.66
540 29.65 56.63 15.61 241.70 46.30
541 29.75 50.65 14.44 240.81 43.44
542 29.60 23.15 12.64 16.64 34.96
543 29.73 27.15 12.35 15.43 41.84
544 29.80 24.77 12.39 17.55 37.79
545 29.80 53.79 14.08 245.07 40.83
546 29.86 19.43 13.42 23.11 39.28
547 30.12 59.28 13.54 206.85 44.60
548 29.98 83.12 10.85 53.25 38.08
549 29.77 85.22 12.07 42.54 39.93
550 30.08 62.23 13.57 192.46 39.14
551 30.12 71.56 11.86 95.75 35.25
552 30.19 77.63 11.13 95.84 38.61
553 30.21 74.35 11.32 76.84 38.30
554 30.14 65.37 13.08 197.60 38.57
555 30.46 88.73 8.90 19.33 125.28
556 30.43 38.23 14.62 151.80 41.74
557 30.29 45.89 15.54 241.13 41.45
558 30.57 14.02 10.69 113.57 27.99
559 30.53 17.42 11.43 128.14 33.61
560 30.49 43.35 14.83 230.81 43.12
561 30.39 68.34 12.79 150.58 36.32
562 30.43 20.78 12.07 43.43 30.11
563 30.68 40.62 14.75 218.86 43.38
564 30.41 80.74 12.89 53.52 42.00
565 30.68 35.59 13.91 155.53 40.88
566 30.77 85.75 10.41 26.96 133.41
567 30.40 90.20 6.80 17.13 149.20
568 30.56 30.30 13.58 50.58 35.61
569 30.83 32.90 13.73 179.74 36.98
570 30.77 56.16 15.42 212.38 43.78
571 30.82 27.38 12.66 100.57 37.36
572 30.78 49.77 16.14 235.03 43.10
573 30.82 52.82 16.75 231.60 45.96
574 30.99 23.40 12.32 122.86 31.59
575 31.03 63.77 13.70 143.05 41.33
576 31.20 83.90 12.07 22.84 161.39
577 31.24 47.53 14.65 243.65 46.89
578 31.25 61.00 14.05 145.12 46.85
579 31.34 70.42 12.57 37.75 120.95
580 31.51 81.62 12.16 21.30 165.99
581 31.60 87.74 10.62 13.74 166.76
582 31.23 66.34 13.67 68.58 157.64
583 31.63 78.74 11.52 26.28 156.68
584 31.59 19.90 12.08 199.72 34.06
585 31.55 30.39 13.73 209.75 37.59
586 31.50 58.28 15.31 159.41 46.14
587 31.58 44.49 15.87 231.11 43.83
588 31.58 67.69 14.08 62.37 144.79
589 31.74 51.66 16.29 170.00 44.74
590 31.98 25.34 13.07 217.49 38.79
591 31.75 54.77 15.36 164.31 54.52
592 31.89 16.44 11.21 210.50 30.61
593 31.96 39.01 15.92 236.82 44.19
594 31.88 41.61 15.36 238.75 46.06
595 32.01 12.77 10.93 179.46 32.16
596 31.99 36.35 16.04 232.08 46.39
597 31.99 33.64 14.01 240.19 37.77
598 32.10 75.49 12.91 21.97 159.31
599 32.10 28.05 13.63 231.89 37.20
600 32.06 64.25 14.32 41.46 198.67
601 32.16 49.26 16.22 171.02 51.31
602 32.34 22.33 13.35 223.23 34.88
603 32.55 59.90 15.59 47.48 198.89
604 32.34 46.30 15.81 217.20 53.23
605 32.50 84.06 11.79 17.03 179.81
606 32.28 56.56 16.55 58.86 155.96
607 32.65 70.64 13.60 22.32 187.05
608 32.91 73.52 12.95 20.40 191.30
609 32.74 67.76 14.34 29.17 205.65
610 32.75 30.99 14.13 232.53 39.53
611 32.71 43.04 15.73 187.05 47.84
612 32.65 52.17 16.82 94.37 146.37
613 32.93 18.64 12.32 207.92 32.64
614 32.92 54.68 16.46 67.48 220.87
615 32.80 57.59 15.78 71.10 170.43
616 33.04 62.21 15.12 46.67 208.07
617 33.35 80.91 12.51 16.28 160.90
618 33.20 86.93 11.89 14.62 154.62
619 33.26 90.34 10.10 18.35 131.17
620 33.19 15.31 11.49 166.49 32.17
621 33.00 37.45 15.71 202.52 48.60
622 33.03 34.08 15.23 214.23 47.22
623 33.07 40.38 17.38 167.94 46.73
624 33.21 77.84 13.29 18.06 179.64
625 33.38 12.25 10.65 150.08 30.94
626 33.20 27.78 13.75 210.39 40.98
