#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra6 14A 8 even-skipped Kruppel giant
628 36.63 70.83 37.70 19.62 50.44
629 36.75 66.23 33.24 20.53 66.79
630 36.91 34.93 55.40 23.58 191.91
631 36.78 57.86 35.54 22.86 125.16
632 37.05 12.17 31.79 13.98 118.67
633 36.99 19.14 36.71 17.35 131.88
634 37.00 25.89 41.67 20.06 166.28
635 37.07 7.04 15.10 10.85 58.37
636 37.06 9.42 21.33 13.72 98.95
637 37.18 43.93 42.64 25.19 171.69
638 36.81 51.16 39.12 24.17 151.79
639 37.17 75.33 122.42 19.07 37.68
640 37.63 80.85 164.24 18.63 19.46
641 37.12 68.51 43.13 22.22 53.65
642 37.39 28.40 37.97 21.24 152.89
643 37.17 89.10 108.43 14.50 9.57
644 37.48 21.48 28.46 19.22 132.74
645 37.54 32.86 37.04 22.31 154.81
646 37.37 50.38 37.91 24.01 125.66
647 37.32 60.69 34.49 22.54 93.84
648 37.55 90.88 94.50 18.18 8.28
649 37.57 16.99 27.60 16.08 118.20
650 37.60 48.10 36.51 25.34 117.71
651 37.54 72.87 110.15 19.68 36.42
652 37.48 64.29 40.34 22.36 68.48
653 37.68 23.73 32.31 18.41 135.94
654 37.49 55.77 36.46 25.48 115.75
655 37.50 83.25 128.98 16.19 14.91
656 37.64 52.97 37.47 24.32 113.88
657 37.74 30.48 35.53 22.34 150.02
658 38.04 46.05 37.92 26.73 136.16
659 37.95 70.26 161.43 23.16 32.46
660 37.82 38.61 38.40 26.28 159.88
661 37.82 41.43 37.71 24.77 155.92
662 37.88 58.32 37.28 24.56 102.39
663 37.85 86.61 107.84 18.09 11.58
664 38.01 62.32 41.40 23.42 73.14
665 37.64 84.31 112.08 17.50 11.83
666 38.09 67.30 129.65 23.74 38.93
667 38.10 14.46 24.02 15.94 105.62
668 38.22 77.38 197.55 21.59 21.01
669 38.16 35.78 36.54 26.80 146.71
670 38.34 93.19 46.55 21.33 4.79
671 38.32 8.69 16.67 12.88 69.72
672 38.26 26.41 29.99 20.28 130.76
673 38.27 10.89 21.24 14.02 92.84
674 38.61 12.19 18.61 15.36 85.81
675 38.66 19.14 23.05 18.84 89.58
676 38.54 43.66 37.84 25.71 126.51
677 38.68 75.01 204.17 23.58 20.16
678 38.56 50.57 42.32 30.57 100.30
679 38.53 60.10 45.43 25.30 71.93
680 38.60 65.31 119.05 25.27 40.50
681 38.67 53.66 47.63 27.36 84.35
682 38.47 56.02 45.50 26.09 85.03
683 38.71 89.27 92.64 25.16 7.67
684 38.82 21.59 25.72 19.96 101.40
685 38.91 28.94 29.94 24.32 122.14
686 38.82 39.79 35.57 26.19 114.71
687 39.01 31.26 31.25 23.09 113.17
688 38.86 33.70 32.89 25.39 128.64
689 38.98 85.37 102.50 28.06 10.36
690 38.93 16.66 23.13 18.34 102.08
691 38.95 72.46 198.27 22.93 21.34
692 39.07 24.17 26.23 20.71 109.08
693 38.91 48.07 38.51 29.32 89.82
694 39.21 37.46 35.64 27.73 119.41
695 39.18 62.96 194.90 27.44 37.35
696 39.13 79.29 149.29 23.63 13.71
697 39.16 58.01 106.06 26.93 65.36
698 39.11 81.90 119.70 24.94 12.07
699 39.28 41.86 42.46 28.46 97.14
700 39.23 69.53 211.08 26.38 24.58
701 39.52 14.15 22.92 16.86 73.71
702 39.20 45.69 44.11 26.31 93.00
703 39.64 67.21 209.06 30.22 24.05
704 39.59 51.27 102.77 32.29 63.69
705 39.62 60.80 181.22 29.81 40.88
706 39.48 26.70 31.14 23.83 99.91
707 39.67 35.44 39.99 27.51 100.85
708 39.54 55.88 138.78 28.06 51.10
709 39.68 90.42 73.05 31.78 5.98
710 39.57 10.02 20.05 15.75 65.69
711 39.75 7.40 16.63 14.61 45.66
712 39.89 65.05 207.10 29.53 24.91
713 39.53 92.28 51.82 41.87 5.28
714 39.86 77.32 161.21 29.40 12.89
715 39.80 43.86 67.93 31.23 81.18
716 40.23 53.25 196.55 30.40 37.52
717 40.18 48.31 151.77 31.88 49.48
718 40.05 86.81 85.66 34.26 7.25
719 40.08 19.86 28.42 20.58 72.25
720 40.04 74.50 169.19 32.35 14.75
721 40.12 22.43 30.02 22.87 79.35
722 40.19 17.30 29.48 19.41 66.50
723 40.08 32.87 46.26 28.53 91.50
724 40.34 59.19 218.36 33.81 33.61
725 40.17 71.41 167.77 31.23 16.92
726 40.32 12.07 25.17 16.52 52.98
727 40.33 30.42 42.19 26.34 76.94
728 40.09 39.29 54.59 31.03 81.57
729 40.28 84.02 90.55 31.42 8.12
730 40.36 28.10 38.20 26.00 74.14
731 40.51 45.82 180.98 29.90 44.38
732 40.23 80.66 108.26 35.34 11.03
733 40.11 93.61 29.23 45.61 4.35
734 40.45 25.19 40.19 24.95 76.24
735 40.51 41.41 106.01 31.38 61.77
736 40.51 57.29 215.53 33.88 33.98
737 40.61 68.59 161.89 38.19 16.13
738 40.69 37.12 105.82 30.40 67.81
739 40.73 63.17 200.39 35.64 21.84
740 41.09 55.12 190.00 36.56 26.86
741 41.03 43.53 190.98 34.57 41.81
742 40.85 9.71 52.31 18.11 39.92
743 40.77 14.50 37.70 19.97 56.35
744 40.74 89.81 46.73 56.97 6.58
745 40.84 34.55 127.89 32.26 62.71
746 41.05 6.15 58.53 15.89 24.55
747 40.57 93.69 29.00 44.67 4.17
748 40.73 92.62 36.03 47.67 5.08
749 40.95 50.28 170.83 35.28 31.98
750 41.10 65.96 182.44 36.03 17.63
751 41.14 61.01 192.48 38.50 22.24
752 41.19 72.96 97.82 44.66 13.28
753 41.20 78.12 119.41 45.98 10.26
754 41.12 75.59 115.65 39.08 11.73
755 41.46 39.64 178.14 33.76 41.42
756 41.34 20.84 102.88 24.81 43.94
757 41.27 86.78 50.43 55.88 7.67
758 41.48 32.52 171.91 33.16 46.40
759 41.35 81.19 80.86 62.37 9.10
760 41.63 18.63 108.01 25.55 39.09
761 41.44 23.49 92.28 27.48 49.98
762 41.51 70.50 110.51 48.09 13.52
763 41.65 16.18 114.55 23.65 36.16
764 41.64 25.95 125.74 28.51 49.74
765 41.66 28.22 149.84 30.33 48.09
766 41.47 84.07 57.87 53.46 8.34
767 41.58 94.43 16.34 51.81 3.77
768 41.61 49.31 185.22 40.78 30.81
769 41.54 91.70 29.97 62.41 5.38
770 41.73 11.66 90.63 21.94 29.21
771 41.87 51.93 187.97 43.70 25.37
772 41.75 30.41 190.04 34.58 44.33
773 41.74 47.36 177.68 37.15 27.52
774 41.91 35.37 200.47 37.40 36.06
775 41.95 58.86 153.11 50.55 19.88
776 42.06 37.53 197.05 39.24 30.71
777 41.90 68.14 113.00 53.21 13.75
778 42.05 42.14 190.68 36.62 29.44
779 41.89 56.81 164.59 43.73 22.38
780 42.16 8.45 87.26 20.52 18.69
781 41.99 63.54 165.34 47.55 16.30
782 42.19 44.86 183.63 44.30 27.62
783 42.03 88.70 38.60 67.68 6.64
784 42.27 60.96 168.74 52.14 16.79
785 42.47 14.02 115.83 25.32 21.72
786 42.18 73.85 76.10 58.54 11.53
787 42.32 65.77 148.87 53.51 14.36
788 42.36 76.82 63.86 77.29 9.37
789 42.51 79.13 55.72 75.14 8.89
790 42.45 82.75 42.92 71.83 9.17
791 42.56 21.96 140.83 33.26 25.23
792 42.51 53.90 159.33 52.92 19.75
793 42.38 55.14 155.71 51.12 20.68
794 42.38 92.25 26.53 71.71 4.92
795 42.67 85.52 38.33 71.45 7.61
796 42.84 5.97 69.67 21.51 11.16
797 42.86 24.60 155.66 33.15 25.21
798 42.58 70.19 82.82 69.20 12.69
799 42.87 33.94 180.48 41.64 25.44
800 42.89 49.73 142.70 52.68 20.41
801 42.65 89.73 33.13 67.94 6.25
802 42.93 29.06 163.84 38.88 23.65
803 42.99 31.34 188.03 43.48 25.97
804 43.01 38.86 184.48 50.67 22.70
805 43.19 19.62 131.62 34.70 19.33
806 43.09 26.72 143.47 40.04 22.98
807 42.84 57.33 126.77 54.82 17.51
808 43.17 16.86 123.52 29.84 17.18
809 43.19 41.00 190.40 47.46 22.21
810 43.08 72.21 55.49 89.11 10.49
811 42.95 62.62 115.16 66.35 14.19
812 43.03 67.86 90.20 78.56 12.10
813 43.15 11.26 104.84 30.25 14.07
814 43.20 75.14 47.14 98.65 9.74
815 43.37 36.58 174.69 50.78 20.31
816 43.36 52.60 126.69 71.35 17.04
817 43.27 59.58 116.35 83.23 15.41
818 43.43 45.17 161.59 58.45 20.63
819 43.41 81.32 38.24 88.91 8.67
820 43.50 43.01 135.71 61.63 20.06
821 43.29 47.77 124.09 53.42 18.70
822 43.53 8.41 76.61 27.34 10.82
823 43.35 64.98 88.53 86.62 13.09
824 43.36 85.94 37.33 75.37 7.56
825 43.58 55.28 127.84 82.46 17.11
826 43.77 77.95 40.91 95.98 8.60
827 43.69 88.39 38.56 76.38 7.08
828 43.75 69.93 47.64 108.52 11.11
829 43.76 90.39 50.41 74.31 5.93
830 43.64 91.86 31.12 74.92 5.25
831 43.75 22.61 132.01 42.47 15.06
832 43.89 32.65 156.32 57.32 16.82
833 43.96 14.24 92.87 38.41 10.95
834 43.95 5.45 52.10 33.07 6.24
835 43.90 57.52 115.92 88.72 16.50
836 43.79 62.31 68.26 102.94 13.26
837 44.16 34.95 147.96 67.89 16.48
838 44.10 49.56 94.91 98.39 17.22
839 44.02 67.04 54.17 116.05 12.52
840 44.16 28.00 122.89 49.62 15.09
841 44.13 72.73 37.69 109.25 10.33
842 44.44 30.57 129.71 66.79 14.75
843 44.17 60.02 72.18 109.16 14.49
844 44.39 18.14 98.52 49.07 11.42
845 44.36 25.52 102.41 57.52 14.35
846 44.19 38.93 125.63 79.25 16.61
847 44.31 46.88 111.77 82.14 17.62
848 44.42 83.82 44.76 86.04 8.14
849 44.16 51.28 99.77 87.92 15.88
850 44.36 75.37 40.98 109.91 9.68
851 44.41 64.52 52.86 122.53 13.31
852 44.48 11.45 75.55 43.86 8.82
853 44.36 53.17 99.49 98.01 17.33
854 44.57 86.51 47.64 92.11 7.86
855 44.53 41.72 126.65 86.68 17.67
856 44.46 80.79 44.14 114.90 9.89
857 44.66 20.72 102.79 53.84 12.26
858 44.75 93.26 84.99 80.72 4.66
859 44.67 55.64 70.61 119.40 16.11
860 44.54 7.77 56.18 37.96 7.39
861 44.67 9.28 58.40 42.00 7.51
862 44.54 6.17 49.26 32.22 4.87
863 44.70 44.36 94.80 92.38 16.87
864 44.83 37.25 99.66 97.13 15.76
865 44.84 62.24 42.91 124.46 13.91
866 44.82 23.30 107.43 67.74 12.19
867 44.87 71.03 38.56 131.78 10.73
868 44.94 57.92 57.43 127.30 14.95
869 44.88 68.58 44.01 149.48 12.17
870 44.91 90.34 86.92 90.06 6.12
871 45.04 32.88 82.07 104.89 14.31
872 45.16 50.80 54.29 129.88 16.44
873 45.18 66.10 42.44 155.09 12.57
874 45.23 60.04 44.93 147.62 15.24
875 45.29 78.95 62.77 121.89 9.40
876 45.22 28.95 101.84 90.01 13.34
877 45.25 40.15 72.12 128.77 15.30
878 45.27 34.97 81.25 117.86 14.18
879 45.34 73.46 45.22 143.32 11.03
880 45.27 47.92 55.45 136.68 17.91
881 45.57 27.13 61.36 97.16 11.32
882 45.42 53.44 50.54 143.40 15.11
883 45.49 76.06 51.22 136.41 10.29
884 45.54 6.95 35.12 59.91 6.00
885 45.64 24.86 60.02 100.15 10.25
886 45.60 63.66 42.46 159.74 13.70
887 45.72 87.34 166.39 90.69 7.42
888 45.59 19.09 58.12 80.02 9.55
889 45.56 81.85 101.14 108.49 8.93
890 45.70 96.08 68.20 70.66 3.07
891 45.51 13.07 57.42 79.38 8.10
892 45.66 42.86 57.12 140.09 15.29
893 45.76 31.36 62.64 125.64 13.08
894 45.74 45.37 47.96 148.33 15.84
895 45.76 11.66 37.94 80.96 7.55
896 45.76 56.05 47.29 155.86 15.73
897 45.74 9.64 39.27 77.52 7.26
898 45.79 22.23 56.15 99.06 10.28
899 45.86 69.75 51.26 156.14 11.91
900 45.99 38.61 53.25 152.84 14.68
901 45.99 36.34 58.37 151.66 14.33
902 46.02 84.50 170.28 91.17 8.29
903 46.05 92.98 136.67 87.58 5.30
904 46.03 16.64 39.66 91.20 8.46
905 46.08 67.48 43.90 163.45 12.18
906 46.08 61.28 45.19 170.19 13.15
907 46.20 58.48 46.46 163.74 13.80
908 46.43 33.92 44.62 143.95 13.46
909 46.35 71.75 70.34 162.55 11.04
910 46.11 90.79 146.17 93.11 6.28
911 46.20 49.36 47.10 161.35 16.62
912 46.40 65.21 50.54 178.58 13.94
913 46.13 88.89 162.46 84.09 7.24
914 46.25 52.09 43.58 150.94 15.28
915 46.46 29.14 44.37 138.74 12.30
916 46.44 41.16 45.03 160.91 15.69
917 46.48 14.27 29.96 96.90 8.34
918 46.49 77.15 135.42 145.59 10.10
919 46.56 79.75 185.45 114.70 9.81
920 46.65 46.64 52.38 183.90 16.34
921 46.66 21.05 36.36 115.72 8.86
922 46.62 26.22 36.85 126.37 10.13
923 46.66 73.86 114.59 151.49 10.71
924 46.64 54.22 47.35 168.88 16.00
925 46.69 95.52 87.74 67.15 4.11
926 46.71 7.98 22.15 80.25 5.56
927 46.86 18.53 29.52 114.82 8.83
928 46.82 63.04 56.67 186.38 13.91
929 46.85 43.80 47.44 182.86 15.69
930 47.02 82.43 200.05 102.42 9.08
931 46.93 23.63 33.11 127.92 9.21
932 46.86 31.70 40.89 157.91 12.63
933 46.86 10.65 25.16 96.90 6.22
934 47.06 56.25 68.90 172.91 15.20
935 46.89 90.36 179.29 91.85 6.60
936 47.05 50.89 49.71 182.06 15.13
937 47.05 12.33 26.86 95.06 6.78
938 47.03 36.68 43.53 177.12 13.59
939 47.17 39.17 43.11 181.93 13.44
940 47.12 69.32 165.82 166.62 11.31
941 47.23 87.66 189.09 87.90 7.60
942 47.30 58.74 105.56 201.45 14.36
943 47.12 60.93 79.86 182.20 13.39
944 47.21 66.91 151.35 178.30 11.38
945 47.32 92.93 153.42 89.02 5.20
946 47.40 48.34 66.73 192.29 15.75
947 47.24 94.83 106.90 73.20 4.40
948 47.49 16.02 27.53 125.98 8.25
949 47.61 27.91 39.87 162.99 11.46
950 47.58 75.10 217.96 137.43 10.30
951 47.39 85.22 213.14 112.38 7.50
952 47.65 41.39 56.48 202.42 15.48
953 47.65 52.75 79.67 174.60 14.49
954 47.81 30.33 43.76 168.29 12.06
955 47.67 64.48 165.23 192.93 14.45
956 47.72 8.99 24.64 105.57 6.43
957 47.75 25.59 39.80 159.60 9.79
958 47.82 34.84 50.15 173.91 13.44
959 47.80 71.19 210.17 167.89 11.69
960 47.85 77.59 217.31 122.91 9.33
961 47.76 20.07 34.14 134.39 9.12
962 47.81 45.58 125.36 200.10 15.31
963 47.85 80.30 215.66 111.98 10.02
964 47.85 6.00 18.65 99.89 5.19
965 47.64 13.16 28.30 117.90 6.45
966 48.00 32.64 58.69 185.86 13.27
967 48.08 22.32 38.61 143.90 8.87
968 47.90 62.01 207.38 204.01 14.54
969 48.00 54.74 149.48 186.36 15.80
970 48.15 14.03 29.40 125.55 8.08
971 48.12 43.24 106.59 201.04 14.51
972 47.92 90.59 170.30 102.42 6.79
973 48.16 37.26 97.97 198.49 13.83
974 48.17 84.90 194.93 90.58 7.64
975 48.43 73.14 231.38 151.76 11.28
976 48.26 59.54 221.75 182.39 14.59
977 48.29 66.56 233.54 178.82 12.97
978 48.25 95.00 87.16 91.40 4.13
979 48.36 18.01 38.96 143.14 8.34
980 48.31 39.49 95.18 209.47 13.62
981 48.21 50.29 140.92 191.11 16.13
982 48.43 68.92 235.93 171.83 11.59
983 48.53 11.11 40.29 125.34 7.60
984 48.51 56.89 226.81 189.01 15.71
985 48.58 47.02 199.70 188.14 14.20
986 48.51 87.67 136.06 96.92 8.58
987 48.69 24.46 88.43 177.75 9.77
988 48.49 93.43 100.31 77.53 4.58
989 48.69 81.99 200.67 111.61 9.45
990 48.51 88.98 144.76 101.34 7.58
991 48.79 29.13 100.54 185.88 11.74
992 48.61 91.43 129.66 90.78 5.45
993 48.77 63.02 231.28 195.94 13.28
994 48.75 52.99 216.94 189.57 15.56
995 48.87 7.84 40.24 115.70 5.73
996 48.93 75.72 206.76 147.57 10.72
997 49.01 26.85 131.10 173.90 10.75
998 49.11 4.92 37.07 111.29 4.51
999 49.01 16.23 105.06 153.80 7.84
1000 49.11 33.53 198.85 194.52 13.48
1001 49.14 40.97 219.57 195.98 16.13
1002 49.14 64.91 232.67 175.82 13.15
1003 49.00 20.60 93.89 170.86 8.85
1004 49.10 35.77 182.48 204.29 13.85
1005 49.16 43.83 222.30 192.08 14.93
1006 49.18 60.96 237.53 177.36 14.36
1007 49.16 70.80 201.10 169.37 11.92
1008 49.36 31.18 188.97 188.48 12.70
1009 49.24 48.58 237.39 193.22 15.35
1010 49.26 78.49 178.63 125.83 9.66
1011 49.37 13.24 106.32 138.44 7.55
1012 49.49 86.66 126.69 107.98 8.56
1013 49.37 38.30 202.94 202.10 14.05
1014 49.49 51.01 233.76 180.98 15.35
1015 49.39 54.86 232.19 181.17 15.47
1016 49.39 67.32 231.86 184.85 12.26
1017 49.79 57.60 233.09 200.88 14.58
1018 49.36 84.60 140.74 111.39 8.94
1019 49.49 93.13 47.70 94.42 4.67
1020 49.61 23.19 143.27 173.44 8.93
1021 49.53 90.08 65.54 100.30 6.55
1022 49.73 18.25 132.93 158.66 8.59
1023 49.85 83.41 154.14 107.93 8.79
1024 49.63 73.37 202.41 163.16 10.63
1025 49.79 80.86 157.20 118.96 9.20
1026 49.83 10.06 121.81 127.51 6.58
1027 49.77 45.72 215.25 189.78 15.03
1028 50.11 25.77 187.77 174.65 10.65
1029 50.09 52.93 217.71 197.26 15.21
1030 50.10 68.73 173.99 185.47 11.59
1031 50.10 6.92 117.76 120.29 5.80
1032 50.07 28.80 184.34 183.46 11.51
1033 49.98 63.28 192.83 188.67 13.33
1034 50.04 76.35 147.49 151.42 9.73
1035 50.13 36.24 228.28 201.77 14.03
1036 50.22 20.96 163.87 174.68 9.31
1037 50.14 41.89 237.78 210.05 15.94
1038 50.21 71.37 128.01 191.99 12.08
1039 50.32 4.14 81.06 108.41 4.71
1040 50.30 15.34 116.06 153.54 8.62
1041 50.22 33.56 206.41 190.06 12.87
1042 50.30 48.53 226.67 184.66 15.51
1043 50.24 61.07 193.00 187.42 13.71
1044 50.28 65.81 165.34 209.31 13.32
1045 50.43 38.99 216.67 206.01 15.20
1046 50.63 79.18 113.87 129.45 9.45
1047 50.62 88.91 48.30 98.64 6.76
1048 50.60 95.05 25.80 84.73 3.58
1049 50.70 31.14 203.71 208.34 13.03
1050 50.74 43.74 220.22 210.17 15.39
1051 50.66 92.48 36.80 110.64 5.29
1052 50.64 74.24 91.64 167.80 10.10
1053 50.64 85.95 79.04 118.04 8.41
1054 50.66 12.10 121.58 134.86 7.51
1055 50.69 14.12 141.75 142.64 8.52
1056 50.71 58.91 186.39 201.01 13.93
1057 50.80 51.10 189.28 208.05 15.91
1058 50.71 54.86 194.98 191.75 14.95
1059 50.85 23.52 150.62 184.66 9.70
1060 50.80 46.19 230.91 189.97 14.82
1061 50.89 82.42 80.32 122.84 9.27
1062 51.14 19.15 147.02 165.74 8.61
1063 50.92 63.89 128.68 194.73 13.41
1064 51.06 69.60 76.08 181.22 12.01
1065 51.09 8.92 126.76 137.72 6.27
1066 51.26 5.98 125.52 129.70 5.51
1067 51.12 27.72 204.47 197.31 10.90
1068 51.13 41.05 185.21 212.15 14.16
1069 51.14 66.99 97.30 204.08 13.10
1070 51.21 76.96 65.77 153.69 9.57
1071 51.13 36.23 182.57 212.75 14.44
1072 51.21 57.09 119.59 205.55 15.34
1073 51.15 61.13 105.88 201.32 13.55
1074 51.31 25.69 147.07 197.00 9.90
1075 51.21 33.58 130.29 216.05 12.96
1076 51.33 72.28 70.66 171.65 11.20
1077 51.42 53.07 104.99 210.12 16.14
1078 51.36 48.63 124.92 214.31 15.61
1079 51.63 3.73 60.78 117.90 4.00
1080 51.53 21.80 87.39 178.49 8.95
1081 51.73 29.52 115.59 211.20 13.01
1082 51.52 38.94 158.31 221.02 15.47
1083 51.81 84.38 54.35 123.24 8.09
1084 51.88 90.57 31.49 107.76 5.92
1085 51.83 15.69 91.81 171.46 8.45
1086 51.71 45.83 124.09 199.38 15.37
1087 51.69 11.68 82.11 149.30 7.50
1088 51.78 13.41 96.06 147.72 8.06
1089 51.76 87.71 40.63 100.63 7.48
1090 51.86 80.44 57.57 120.69 8.39
1091 51.82 93.22 21.92 85.29 4.65
1092 51.89 43.24 114.29 212.45 15.20
1093 51.79 55.11 102.75 211.67 15.72
1094 51.97 65.07 70.66 192.85 13.09
1095 51.89 74.58 49.81 149.12 9.93
1096 51.94 50.66 83.18 215.51 15.92
1097 51.84 59.39 79.00 207.42 14.94
1098 51.88 62.70 66.87 198.14 13.19
1099 52.05 31.58 71.91 213.89 13.21
1100 52.13 24.41 67.09 192.23 10.36
1101 52.23 36.50 84.17 219.48 14.18
1102 52.24 68.95 46.10 187.41 11.63
1103 52.09 10.66 66.92 145.40 7.16
1104 52.24 70.99 47.33 176.70 11.24
1105 52.21 34.06 73.05 216.72 13.72
1106 52.46 67.18 48.67 187.33 12.41
1107 52.34 20.32 55.97 185.14 8.13
1108 52.41 27.34 68.55 201.60 11.36
1109 52.45 40.98 78.01 215.85 15.27
1110 52.26 77.32 39.27 146.09 9.47
1111 52.40 8.59 50.24 138.12 6.46
1112 52.57 18.01 51.32 160.38 8.61
1113 52.51 57.01 60.15 201.21 14.60
1114 52.55 5.79 37.10 120.55 4.92
1115 52.44 48.03 78.51 207.26 16.01
1116 52.65 38.60 70.61 214.25 13.74
1117 52.81 61.29 44.14 188.52 14.08
1118 52.73 52.40 57.48 209.20 15.98
1119 52.86 45.64 63.72 199.38 15.77
1120 52.88 22.63 43.71 184.91 9.42
1121 53.00 72.51 39.06 158.00 10.72
1122 52.95 79.85 45.74 131.25 8.89
1123 52.71 86.57 31.83 107.44 8.08
1124 53.07 94.63 22.59 89.10 4.16
1125 52.93 59.04 51.24 199.56 14.27
1126 52.80 54.70 61.89 214.68 14.97
1127 52.88 85.10 37.81 108.94 8.45
1128 53.03 29.77 48.46 201.54 11.32
1129 52.97 63.73 45.54 194.96 13.55
1130 52.95 75.22 39.51 169.42 10.21
1131 53.01 3.38 21.01 99.54 3.88
1132 53.01 12.05 37.44 147.06 7.12
1133 53.02 15.61 37.57 147.40 7.65
1134 53.06 43.32 57.35 207.03 14.67
1135 53.10 82.78 42.80 124.63 8.25
1136 53.04 88.85 27.11 85.79 7.15
1137 53.14 49.48 49.66 185.69 15.47
1138 53.21 25.18 40.78 189.98 10.45
1139 53.24 32.38 45.01 216.06 13.06
1140 53.23 91.98 28.36 89.72 5.09
1141 53.19 34.79 49.93 222.67 12.79
1142 53.32 65.83 52.07 189.89 13.17
1143 53.43 69.74 42.82 184.69 11.57
1144 53.56 77.58 37.98 149.85 9.64
1145 53.72 36.71 44.74 207.76 14.73
1146 53.54 20.28 33.18 178.45 8.58
1147 53.41 5.81 20.95 129.34 4.50
1148 53.50 8.78 28.47 130.30 5.98
1149 53.61 27.47 41.86 201.09 11.03
1150 53.74 39.25 50.93 205.92 13.76
1151 53.89 41.84 47.49 205.42 15.00
1152 53.86 47.00 52.69 191.34 14.67
1153 53.89 50.87 49.88 187.48 15.39
1154 53.79 55.26 48.54 187.76 15.00
1155 53.89 13.86 31.16 151.30 7.41
1156 54.01 18.05 31.72 162.33 8.15
1157 53.99 57.81 48.52 179.27 13.83
1158 54.00 67.44 52.61 183.41 11.83
1159 54.02 85.35 47.32 110.83 8.34
1160 53.96 53.00 52.50 201.61 15.65
1161 53.97 60.16 50.30 188.41 14.44
1162 53.91 62.71 46.49 184.79 13.05
1163 54.03 22.83 36.40 199.66 9.94
1164 53.98 74.52 37.09 145.66 10.33
1165 54.13 89.51 49.50 91.70 6.04
1166 54.18 31.51 45.14 202.05 12.89
1167 54.20 44.65 48.74 207.07 15.53
1168 54.11 80.72 52.04 129.04 8.74
1169 54.12 5.43 22.29 132.34 4.79
1170 54.33 29.37 44.34 205.89 12.25
1171 54.21 72.02 90.78 174.07 10.95
1172 54.29 34.25 46.83 205.42 12.80
1173 54.34 25.23 38.95 195.86 10.37
1174 54.49 64.80 70.39 172.33 12.11
1175 54.51 10.62 27.94 145.99 6.81
1176 54.58 92.62 66.44 78.63 4.57
1177 54.58 48.58 96.40 186.72 14.75
1178 54.63 69.37 59.04 163.39 10.77
1179 54.66 7.78 24.15 130.86 5.89
1180 54.75 20.48 47.04 182.66 8.82
1181 54.64 77.19 58.92 146.81 9.64
1182 54.88 37.72 56.78 195.45 13.93
1183 54.83 40.39 81.65 192.38 13.84
1184 54.82 16.38 36.66 151.05 8.16
1185 54.87 27.28 58.38 198.38 11.37
1186 54.87 56.27 78.25 180.83 14.45
1187 54.90 61.80 72.34 171.54 13.32
1188 55.03 82.05 104.79 110.46 8.25
1189 54.97 53.77 115.66 185.05 15.29
1190 55.01 74.36 92.69 148.50 10.14
1191 55.09 86.61 119.21 86.23 7.04
1192 55.09 43.23 74.28 189.18 14.67
1193 55.09 50.77 139.00 178.81 14.41
1194 55.22 13.53 35.55 146.40 7.34
1195 55.19 23.06 66.25 186.02 9.22
1196 55.24 59.00 125.20 159.79 13.71
1197 55.25 33.12 95.64 190.48 12.78
1198 55.33 35.49 113.44 190.66 13.52
1199 55.37 45.90 137.86 183.69 15.62
1200 55.21 66.66 130.44 161.91 11.46
1201 55.30 5.94 30.68 125.62 4.39
1202 55.32 79.19 122.40 116.98 8.84
1203 55.35 90.30 117.07 75.96 5.62
1204 55.47 31.02 144.35 189.86 12.80
1205 55.29 71.72 109.51 141.39 10.10
1206 55.65 18.50 71.31 157.56 8.24
1207 55.51 25.32 93.89 187.36 10.43
1208 55.67 28.85 132.99 187.31 11.64
1209 55.65 63.90 179.03 154.82 12.61
1210 55.74 10.59 42.92 141.52 7.19
1211 55.72 8.47 34.42 133.07 6.46
1212 55.86 47.80 171.44 149.29 14.23
1213 55.78 69.28 184.94 150.98 10.74
1214 55.75 76.44 133.20 123.46 8.50
1215 55.98 84.08 185.14 86.42 7.99
1216 55.95 39.01 146.18 172.25 13.08
1217 55.76 92.95 93.91 60.66 4.62
1218 55.98 21.00 88.04 165.12 9.35
1219 55.96 41.49 162.16 179.87 13.55
1220 55.94 51.93 197.06 143.10 13.96
1221 56.00 15.80 94.86 136.48 7.71
1222 56.09 54.07 201.35 140.86 13.76
1223 56.10 56.55 196.02 142.12 13.65
1224 55.97 61.88 189.11 147.63 12.49
1225 56.15 73.71 197.26 110.60 9.25
1226 56.42 36.63 177.68 153.61 13.06
1227 56.34 81.14 188.16 94.14 8.23
1228 56.40 26.73 144.52 157.52 10.75
1229 56.34 43.88 162.82 174.10 14.84
1230 56.34 67.38 214.28 137.14 11.09
1231 56.14 60.42 213.16 125.28 13.00
1232 56.37 86.51 200.28 72.69 7.15
1233 56.45 65.32 220.19 143.36 11.71
1234 56.43 23.83 113.97 157.70 9.14
1235 56.63 34.27 177.76 152.29 12.39
1236 56.51 49.74 203.63 152.84 14.79
1237 56.42 5.43 56.45 108.35 4.85
1238 56.52 89.76 175.90 73.24 5.46
1239 56.44 92.54 126.07 70.41 4.07
1240 56.63 32.06 187.66 166.85 12.55
1241 56.57 59.12 210.60 124.37 13.31
1242 56.63 71.13 201.05 116.60 10.19
1243 56.65 78.45 198.49 99.94 8.22
1244 56.53 12.50 89.64 125.42 7.73
1245 56.77 94.67 82.20 54.61 3.37
1246 56.79 29.62 191.18 142.95 11.06
1247 56.95 75.80 197.80 96.66 8.68
1248 57.09 19.38 133.41 129.04 7.54
1249 57.12 7.26 91.16 112.87 5.26
