"prop.corr" "prop.mean" "prop.sd" "prop.lm.coef" "prop.lm.pvalue" "prop.cos"
"bk14.txt" 0.775366744312142 0.834435218131374 1.52262195049456 0.283252857459079 4.77853055860967e-38 0.871717254802076
"bk2.txt" 0.72654367059175 6.88134051903743 47.4098386684404 0.286985567670097 7.18287534539863e-33 0.840121564547709
"cq3.txt" 0.869923377024555 3.52107003859841 14.527614279104 0.420518872799036 3.91566660482504e-50 0.922305634426202
"gb8.txt" 0.88019445856795 2.93937603903504 14.3309168816833 0.348665490942086 2.10504785060091e-53 0.932019056566874
"nb12.txt" 0.921094208832456 1.09822977107639 1.33247489878182 0.638758916107661 9.494932082652e-61 0.949529735184487
"nb9.txt" 0.74870491475808 2.64602521342339 9.23476459904853 0.372593994809914 2.86268472753359e-34 0.849423806478916
"nk9.txt" 0.92909155906661 0.841470022305518 0.994985717658996 0.375188421082208 5.40930688695659e-64 0.955715879216195
"pe3.txt" 0.866340373771943 1.36894905509078 4.0758870258981 0.325936906259987 3.23148557444087e-50 0.922570569773957
"pf10.txt" 0.903087132391897 17.9613896955086 175.511150615003 0.371941055111615 3.12112179764933e-59 0.946339989533059
"pf7.txt" 0.554749528227553 1.88082966769197 7.8431134615021 0.282288996103008 9.56155180087707e-23 0.750065593759819
"ra4.txt" 0.883400034049329 1.57909173958334 2.75662786692435 0.377622821360865 5.42487348385842e-55 0.936275806995843
"ra9.txt" 0.582516250338833 5.11416767848771 35.3573068649628 0.194476444507776 9.0356309646669e-23 0.750345578031811
"rge10.txt" 0.594556990112154 8.95886350174764 68.3600150897359 0.369346010355414 2.06278144824898e-25 0.778414606335798
"rge11.txt" 0.639939232383922 1.5014650957289 4.58688957646426 0.226052363224971 2.80633916263216e-27 0.796054671674499
"rge4.txt" 0.843931244699442 2.51418032785696 12.4630558939163 0.254096803742916 3.37245467315859e-47 0.912352738768556
"tim20.txt" 0.527900155555559 13.3073500206903 79.062628452846 0.170110584552112 1.1020544433202e-19 0.712043063521601
"tim3.txt" 0.891441405354834 0.508417168576212 0.722831492277578 0.194472937965441 1.15635246399383e-52 0.929937487242769
"tim4.txt" 0.933184916047323 11.8559557031031 63.6777920082497 0.263651905443097 8.99472941800611e-64 0.955320534852226
