"prop.corr" "prop.mean" "prop.sd" "prop.lm.coef" "prop.lm.pvalue" "prop.cos"
"bk1.txt" 0.785934724081825 1.18884939812593 3.54049732626954 0.546614699637474 6.81917980574633e-46 0.90750393117834
"bk15.txt" 0.736854664008825 1.06139448982005 2.98941272938779 0.368767627773105 9.6575781706665e-43 0.894602049253983
"ca1.txt" 0.732899574360149 1.38783550226407 3.00048968630499 0.646042145199871 6.7409659932987e-44 0.899543560865175
"ca14.txt" 0.782433803199331 1.10855111130193 5.22164921560729 0.292122652316446 6.21146051490169e-50 0.921665222541795
"nb1.txt" 0.72836229029975 1.27251859341292 1.80893769680557 0.559223091160649 3.98972142324393e-44 0.90048790034322
"nb11.txt" 0.703357906124973 12.3565507936354 123.930765932971 0.672517507917278 4.26515012192062e-33 0.841667909285759
"nb5.txt" 0.92256895441876 0.558292563279141 1.23525231485792 0.239740695139705 2.53260753108144e-75 0.971872624386654
"nk11.txt" 0.802830575257159 2.57931204117727 19.9307743622383 0.467690193994895 1.78493681320892e-46 0.909699387090402
"nk14.txt" 0.408779592079492 0.321323227009386 0.566164326761558 0.154228257191502 7.00361987003139e-20 0.71468936488251
"nk5.txt" 0.799842474244731 2.02536691597194 11.8991210572169 0.436867887461488 3.02793684327391e-48 0.916047127148038
"pe2.txt" 0.75880334751693 1.92298560310126 9.3121899725556 0.398532920505114 2.52322758943874e-44 0.901305196265596
"ra6.txt" 0.663427063110799 0.669116310704606 0.925371069049019 0.436443833085416 1.71711272853873e-37 0.868675739233176
"ra7.txt" 0.850153648491125 0.499922077807827 0.851467098796041 0.346054809484713 2.47779770629536e-58 0.944350666770636
"rge7.txt" 0.78242039508948 0.428662230602177 0.602071241968298 0.320208873273069 2.31519902334056e-44 0.901457886482036
"rge9.txt" 0.551822946155395 5.10666256940385 30.3030142534715 0.757570286027213 9.68967256276987e-30 0.816938092542489
"tim11.txt" 0.712346255598456 0.999719101368907 1.68424918512175 0.491991420115993 4.58059947554619e-41 0.886975615187495
"tim12.txt" 0.802372784990776 0.572108009952008 1.3327118553314 0.269333172104566 2.66058960581281e-49 0.91960984669442
"tim15.txt" 0.865618816110174 0.524721442281701 0.812489023927504 0.3297703882855 1.33462829287419e-60 0.949227534112072
"tim18.txt" 0.747217107062784 2.69788515761205 11.9743691077976 0.596184747902949 7.72673546025851e-45 0.903383588087101
"tim2.txt" 0.812435284443208 0.634351844360551 1.61776659295994 0.398353479746995 1.95670684160297e-49 0.920048644177199
