#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd16 14A 4 Kruppel even-skipped fushi-tarazu
166 13.02 33.31 10.67 6.88 40.02
167 13.18 52.72 10.27 7.29 44.63
168 13.47 35.24 10.35 7.12 39.90
169 13.43 45.00 10.02 6.70 40.94
170 13.42 31.11 9.61 6.00 42.73
171 13.58 47.67 9.45 6.88 43.42
172 13.60 55.00 9.25 6.66 42.61
173 13.58 57.26 9.40 6.60 45.73
174 13.73 59.22 9.08 6.37 45.92
175 13.61 61.84 8.29 6.16 42.53
176 14.11 49.69 9.93 6.74 42.09
177 13.82 64.55 8.00 6.89 39.57
178 13.55 30.02 9.80 5.40 44.20
179 14.24 33.20 9.86 6.48 42.14
180 14.17 25.54 8.95 5.63 36.35
181 13.95 52.48 10.22 6.84 45.22
182 14.16 29.31 9.08 6.21 43.45
183 14.16 27.44 9.08 4.94 39.42
184 14.54 42.72 9.97 6.39 41.86
185 14.52 23.28 8.08 4.62 34.51
186 14.08 69.12 6.69 4.16 33.81
187 14.25 57.89 8.67 6.49 45.35
188 14.15 31.30 9.32 7.00 43.95
189 14.32 44.96 10.14 6.06 41.59
190 14.31 37.11 9.79 6.72 43.29
191 14.42 63.36 8.53 6.74 42.89
192 14.36 46.96 8.70 6.36 40.73
193 14.64 54.95 9.62 6.35 46.82
194 14.24 41.52 11.67 5.33 55.00
195 14.84 66.47 7.31 6.04 39.58
196 14.79 21.30 7.44 5.04 30.98
197 14.79 52.56 9.62 7.31 45.13
198 14.91 61.84 9.15 7.12 44.21
199 15.02 71.19 6.50 4.38 28.69
200 14.83 35.45 9.59 6.16 38.54
201 14.87 39.76 10.41 6.91 41.75
202 14.82 69.10 6.78 6.24 37.61
203 15.20 27.09 8.61 6.07 38.27
204 15.08 60.60 8.45 6.63 43.80
205 15.13 57.19 9.10 7.17 45.87
206 15.07 37.63 9.26 6.62 40.48
207 15.09 45.11 10.26 6.00 37.97
208 15.29 46.43 9.52 7.16 41.48
209 15.43 25.10 8.98 5.48 37.20
210 15.39 47.87 9.52 7.22 41.55
211 15.22 34.32 10.43 6.32 40.11
212 15.55 41.07 10.57 7.03 40.93
213 15.34 53.70 10.25 7.44 44.62
214 15.42 49.38 9.91 7.02 46.77
215 15.46 55.41 9.18 7.48 46.80
216 15.49 69.46 6.43 5.62 36.52
217 15.62 31.57 9.60 7.24 42.62
218 15.55 52.24 9.78 6.83 44.95
219 15.62 29.00 9.57 7.52 37.75
220 15.55 72.67 5.70 3.43 28.13
221 15.74 22.15 7.65 4.68 33.61
222 15.67 42.74 9.07 6.57 41.73
223 15.83 35.60 9.54 6.55 43.05
224 15.84 61.54 9.29 7.40 45.51
225 15.84 37.91 10.58 5.70 43.07
226 15.91 45.16 9.40 6.25 44.02
227 16.20 58.53 9.37 7.84 48.07
228 16.04 27.78 8.89 6.42 37.03
229 15.97 54.10 10.29 6.06 47.12
230 16.23 60.19 9.78 9.05 46.03
231 16.11 33.48 9.97 6.38 40.66
232 16.27 43.45 8.80 7.12 39.90
233 16.11 67.25 7.54 6.93 40.15
234 16.59 64.21 8.95 8.21 43.79
235 16.31 73.41 6.31 4.25 28.71
236 16.48 70.69 7.80 6.55 38.28
237 16.37 48.67 9.19 6.65 44.16
238 16.50 30.06 10.12 7.08 41.69
239 16.40 25.60 8.62 6.47 37.92
240 16.51 54.03 10.38 7.48 46.55
241 16.51 35.35 10.38 6.84 39.41
242 16.99 36.91 9.96 6.43 40.48
243 16.47 26.78 8.38 6.62 39.88
244 16.53 45.31 8.82 7.18 42.00
245 16.60 51.25 9.54 8.04 43.77
246 16.78 31.35 10.81 7.19 46.31
247 16.93 32.80 10.35 7.66 45.82
248 16.81 47.37 9.32 7.36 43.22
249 16.94 27.92 9.23 7.24 41.41
250 16.77 49.82 10.24 7.74 46.91
251 16.75 53.09 10.36 7.64 47.45
252 17.37 40.78 9.86 6.42 40.11
253 17.01 20.52 7.57 4.76 33.27
254 16.90 22.90 8.30 5.94 36.24
255 17.13 45.40 9.53 7.28 43.96
256 17.40 60.16 9.17 7.84 47.20
257 17.28 18.97 6.67 3.80 31.14
258 17.38 43.23 9.65 6.73 41.66
259 17.18 52.25 9.69 7.27 43.43
260 17.19 38.34 9.72 6.58 44.08
261 17.34 58.24 9.76 8.56 47.06
262 17.21 71.36 6.64 7.82 37.34
263 17.52 64.47 9.52 8.55 40.27
264 17.28 69.49 8.35 8.75 37.25
265 17.41 35.25 9.42 7.40 43.60
266 17.27 30.64 9.88 8.25 45.38
267 17.38 49.96 9.66 7.21 43.24
268 17.68 25.88 9.63 6.12 36.67
269 17.23 27.03 9.33 6.00 46.33
270 17.30 47.35 10.10 7.00 44.30
271 17.67 29.19 10.15 6.82 41.82
272 17.50 55.95 9.67 8.38 44.12
273 17.55 61.85 9.93 8.98 44.83
274 17.70 48.72 10.45 7.61 42.42
275 17.73 72.45 6.39 6.61 37.58
276 17.84 67.79 8.52 9.58 43.02
277 17.59 68.84 8.56 7.00 43.44
278 17.69 38.90 11.33 6.50 41.83
279 17.90 47.24 10.31 7.18 40.73
280 17.87 71.28 7.88 7.69 38.58
281 17.99 52.57 9.58 7.00 42.97
282 18.05 37.85 9.76 6.73 41.45
283 18.27 45.33 9.74 7.62 40.59
284 18.32 50.58 9.75 7.16 45.81
285 18.01 69.75 7.84 8.73 38.25
286 18.13 35.46 9.46 7.76 43.05
287 18.26 54.42 10.23 8.39 44.00
288 18.13 23.91 8.54 7.10 37.71
289 18.04 34.28 10.71 6.29 44.86
290 18.48 73.26 7.59 7.48 35.98
291 18.39 41.11 9.72 7.21 46.49
292 18.39 42.69 9.78 6.73 42.95
293 18.32 63.07 8.89 10.14 46.32
294 18.42 32.07 10.31 6.98 42.72
295 18.43 74.90 6.37 6.00 32.31
296 18.49 29.84 11.17 7.77 41.80
297 18.46 33.64 10.13 7.44 42.13
298 18.47 64.42 8.84 9.07 44.02
299 18.70 67.48 8.88 9.93 44.02
300 18.61 21.10 7.95 6.14 35.02
301 18.80 57.34 10.16 8.58 46.01
302 18.40 72.11 7.38 13.38 33.25
303 18.62 48.09 9.63 8.02 45.10
304 18.77 70.39 7.70 10.64 39.38
305 18.87 23.84 9.28 6.30 39.31
306 19.09 27.86 10.00 6.97 43.23
307 18.93 39.97 9.11 8.64 42.70
308 18.92 19.94 7.39 5.23 33.10
309 19.02 26.17 9.61 6.18 39.66
310 19.13 51.79 8.98 7.53 42.02
311 19.11 68.88 8.37 8.69 41.46
312 19.28 34.82 11.05 7.00 43.98
313 19.34 45.47 9.31 8.24 45.87
314 19.18 49.31 10.12 7.96 45.76
315 19.47 30.36 9.58 7.42 44.10
316 19.13 31.10 9.75 6.42 39.83
317 19.37 53.93 10.24 7.71 46.76
318 19.46 72.12 7.55 9.58 39.94
319 19.73 74.05 7.34 10.23 35.73
320 19.34 18.05 7.37 4.65 32.69
321 19.28 22.61 9.21 6.38 35.17
322 19.34 47.64 9.52 7.74 44.41
323 19.42 76.92 5.54 7.20 28.02
324 19.51 60.68 9.74 9.82 48.08
325 19.63 75.35 7.24 8.48 35.11
326 19.75 20.87 8.05 5.45 35.42
327 19.55 36.53 10.58 7.92 41.98
328 19.51 64.38 10.00 11.53 45.07
329 19.39 19.25 8.00 4.00 36.89
330 19.42 61.81 10.86 8.14 50.00
331 19.58 66.03 9.07 11.51 44.19
332 19.63 58.89 10.32 9.74 45.66
333 19.77 33.50 9.95 6.60 43.90
334 19.91 62.78 9.68 11.08 46.49
335 19.89 69.95 8.53 12.76 42.06
336 19.66 39.80 9.63 7.41 44.22
337 20.03 50.24 9.95 8.24 45.51
338 20.11 47.63 8.99 7.42 46.51
339 19.83 41.41 10.19 8.19 47.00
340 19.83 56.29 9.87 8.93 42.26
341 20.38 68.15 9.01 12.87 45.55
342 19.96 22.90 9.21 6.59 37.69
343 20.29 24.63 9.75 6.69 40.29
344 20.35 27.80 9.56 7.28 42.28
345 20.26 17.56 7.28 4.80 31.33
346 20.09 77.70 5.65 5.96 26.22
347 20.29 44.74 10.35 8.32 44.90
348 20.11 65.11 9.59 11.71 44.29
349 20.20 54.44 10.11 10.44 45.56
350 20.26 30.80 10.49 8.09 42.77
351 20.19 26.16 9.92 7.50 43.92
352 20.23 59.94 10.42 11.37 44.21
353 20.33 35.94 10.59 8.68 43.73
354 20.50 57.41 9.70 9.47 45.86
355 20.23 64.13 8.44 12.00 46.56
356 20.39 76.05 6.94 13.51 33.90
357 20.51 52.65 10.11 9.00 42.86
358 20.58 19.48 7.83 6.55 33.17
359 20.41 33.87 9.53 7.47 40.35
360 20.43 38.64 10.09 8.09 41.88
361 20.49 71.37 7.54 13.29 41.29
362 20.77 61.01 9.78 11.93 48.55
363 20.67 41.68 10.02 7.77 44.69
364 20.51 46.40 10.14 8.49 47.26
365 20.55 65.79 9.60 14.20 47.35
366 20.59 42.80 10.33 8.00 45.08
367 20.95 77.66 6.10 12.16 30.93
368 20.98 64.35 10.39 13.23 44.70
369 20.86 54.80 9.81 9.72 46.81
370 20.87 74.14 6.85 21.23 37.38
371 20.97 62.38 9.65 11.00 48.55
372 20.99 31.51 10.29 7.31 46.10
373 20.92 34.45 10.68 8.64 43.64
374 21.17 33.05 9.84 8.62 43.29
375 20.99 35.85 9.97 6.59 47.18
376 21.14 66.85 9.58 17.92 44.30
377 21.02 72.74 8.37 18.97 40.13
378 21.04 23.62 8.41 7.36 37.67
379 21.31 47.70 10.04 7.62 46.63
380 21.29 49.42 9.50 9.26 42.07
381 21.26 39.28 10.93 6.90 43.95
382 21.41 44.44 9.28 8.95 45.70
383 21.28 18.84 8.57 5.64 33.50
384 21.30 22.06 9.27 6.32 37.59
385 21.57 29.72 10.38 8.90 45.87
386 21.26 75.70 6.97 19.17 36.26
387 21.24 52.66 10.35 9.30 43.37
388 21.44 27.24 10.34 7.88 41.08
389 21.35 71.49 8.42 20.27 42.30
390 21.37 38.31 10.09 8.73 45.45
391 21.55 24.85 9.58 7.25 42.58
392 21.53 69.62 8.91 19.20 46.26
393 21.74 55.21 9.72 10.51 45.61
394 21.45 79.12 6.25 10.00 26.54
395 21.53 46.65 9.29 8.29 45.86
396 21.59 36.15 9.67 7.23 46.03
397 21.66 41.68 10.00 8.76 43.16
398 21.91 37.49 10.80 9.23 43.07
399 21.69 77.92 6.62 13.29 33.57
400 21.92 66.41 10.21 17.86 47.16
401 22.04 60.45 9.97 13.02 47.19
402 21.85 17.70 8.26 6.45 32.90
403 21.90 21.06 8.52 8.38 37.25
404 21.96 23.55 9.23 7.80 38.16
405 21.85 53.44 10.84 9.66 45.37
406 22.06 26.14 10.08 8.35 42.29
407 21.95 45.72 10.48 9.27 44.89
408 22.01 56.91 10.09 12.30 47.96
409 22.08 43.21 9.83 9.26 42.50
410 22.10 76.34 7.68 23.79 39.29
411 22.28 39.85 10.70 8.03 43.99
412 22.30 78.60 7.04 31.04 26.94
413 22.14 35.26 10.93 8.73 39.93
414 22.27 48.65 10.09 10.52 43.64
415 22.24 80.14 6.42 16.50 24.17
416 22.48 73.96 10.15 58.49 44.26
417 22.56 31.01 10.19 8.90 42.39
418 22.51 47.24 10.55 8.59 45.67
419 22.46 33.86 10.69 8.69 45.94
420 22.80 51.54 10.33 11.65 46.00
421 22.30 61.68 9.50 16.50 56.00
422 22.80 63.06 10.00 19.26 49.76
423 22.81 27.00 10.15 8.61 40.19
424 22.56 53.48 9.76 11.07 48.55
425 22.67 28.53 9.81 9.67 41.92
426 22.79 15.36 7.41 4.95 31.94
427 22.83 37.91 10.40 8.79 45.00
428 22.92 43.82 10.55 8.47 44.29
429 22.56 49.62 10.20 9.20 42.00
430 23.01 76.59 7.60 55.81 33.33
431 23.03 21.59 9.70 8.44 39.01
432 22.84 56.24 10.19 14.00 47.05
433 22.83 66.51 10.50 33.50 47.39
434 22.97 36.04 10.93 8.69 43.51
435 23.01 23.72 10.02 7.44 41.98
436 23.01 59.45 9.91 16.65 45.17
437 23.25 72.28 8.98 74.47 40.56
438 23.47 40.74 9.89 9.63 44.81
439 23.13 18.50 7.32 7.11 33.23
440 23.17 45.56 10.29 10.11 48.93
441 23.14 48.57 10.44 12.67 43.79
442 23.18 33.76 10.06 9.51 45.49
443 23.54 62.05 9.81 22.04 46.09
444 23.19 54.87 8.50 12.30 47.90
445 23.39 70.36 9.26 68.10 42.28
446 23.42 31.30 10.26 8.34 46.18
447 23.53 56.26 10.54 18.00 45.67
448 23.79 28.27 10.00 8.72 41.20
449 23.83 32.43 10.90 9.62 44.08
450 23.67 34.78 10.47 8.48 46.59
451 23.69 47.00 10.76 12.06 48.69
452 23.77 54.52 10.42 16.68 47.91
453 23.76 58.03 9.79 20.31 45.90
454 23.87 42.97 10.70 10.67 43.52
455 23.82 69.28 9.80 75.08 42.27
456 23.82 52.49 10.26 13.88 45.73
457 23.72 60.44 9.46 25.84 45.30
458 24.13 74.23 9.35 109.60 37.52
459 23.95 78.93 6.97 50.74 33.65
460 23.95 66.55 9.83 61.19 41.06
461 23.96 15.54 7.80 6.13 32.75
462 23.99 22.82 9.32 9.66 38.57
463 24.13 19.07 8.74 9.28 36.20
464 24.27 76.64 9.65 102.98 40.13
465 24.12 25.58 10.18 10.51 43.47
466 24.39 35.86 11.19 10.34 43.39
467 24.06 58.95 9.36 20.18 44.91
468 24.51 71.22 9.22 113.05 43.24
469 24.46 63.21 9.95 63.61 44.02
470 24.72 47.14 10.77 14.38 45.74
471 24.69 81.06 6.60 48.29 31.55
472 24.42 40.25 10.70 9.40 46.70
473 24.80 55.76 10.72 22.28 49.48
474 24.72 59.17 9.38 32.31 48.02
475 24.66 50.92 10.50 14.78 50.09
476 24.72 21.12 8.96 11.21 39.74
477 24.80 14.90 7.62 8.67 29.19
478 24.78 32.35 9.80 9.25 45.84
479 24.57 57.18 10.11 25.89 47.44
480 25.05 27.15 10.33 11.44 40.92
481 24.74 30.06 10.40 9.95 43.95
482 24.82 37.69 9.89 9.93 46.70
483 24.81 42.04 10.98 10.93 46.79
484 24.98 52.92 10.29 20.88 47.76
485 24.93 68.28 9.32 101.53 42.26
486 25.02 18.65 8.65 8.83 37.88
487 24.93 39.21 10.49 11.32 43.36
488 25.15 65.57 9.79 89.53 40.13
489 25.00 16.81 8.49 9.63 34.24
490 25.02 48.91 11.00 13.73 44.44
491 25.41 62.99 9.87 92.96 43.25
492 25.36 78.13 7.38 82.52 36.78
493 25.16 73.07 9.34 122.19 43.10
494 25.15 25.40 9.84 13.00 42.53
495 25.21 29.36 11.00 10.13 42.00
496 25.22 44.68 11.28 13.65 47.41
497 25.59 75.55 8.04 108.77 39.14
498 25.41 60.19 10.25 68.44 41.91
499 25.71 15.67 7.83 9.80 33.80
500 25.37 31.24 11.43 15.00 39.10
501 25.48 34.94 11.07 10.44 47.07
502 25.42 37.03 10.04 13.80 43.36
503 25.68 82.67 6.85 53.45 29.05
504 25.55 20.48 9.60 11.92 40.56
505 25.47 39.91 11.12 11.88 44.47
506 26.01 51.47 10.68 27.69 46.96
507 25.59 52.82 11.79 18.33 47.30
508 25.75 70.52 9.28 131.76 42.71
509 25.73 41.64 11.10 14.15 45.89
510 25.97 48.20 10.78 19.82 47.81
511 25.59 28.72 10.12 13.75 42.06
512 25.94 80.59 7.72 70.84 36.20
513 25.93 46.10 11.38 18.02 49.74
514 25.93 32.32 11.14 13.46 47.14
515 25.80 73.13 10.19 119.15 44.17
516 25.79 43.16 10.88 13.59 46.12
517 26.05 23.58 10.03 12.84 42.13
518 26.22 58.43 10.73 85.86 40.54
519 26.22 25.71 10.21 15.28 41.59
520 26.02 39.33 9.98 15.31 45.27
521 26.16 67.44 9.85 123.06 43.63
522 26.09 30.44 11.22 14.61 42.34
523 26.16 37.56 10.63 15.83 45.56
524 26.45 13.84 7.13 10.30 32.80
525 26.44 64.35 9.83 131.78 42.36
526 26.24 43.92 10.69 17.69 48.77
527 26.40 61.25 10.65 123.38 42.62
528 26.56 19.50 8.95 15.48 39.26
529 26.50 36.00 10.38 17.14 47.20
530 26.58 52.88 10.61 53.95 40.45
531 26.44 27.58 10.35 14.89 43.04
532 26.66 33.54 12.72 20.65 47.99
533 26.53 41.42 11.07 16.63 47.54
534 26.63 78.48 8.17 95.31 40.48
535 26.65 56.05 10.63 85.78 43.11
536 26.54 50.11 10.85 38.27 46.46
537 26.71 76.20 8.57 124.12 44.33
538 26.84 21.90 10.29 18.75 40.14
539 26.56 31.44 9.50 17.14 43.93
540 26.91 72.89 9.18 129.57 44.92
541 26.69 46.20 11.28 21.52 49.12
542 26.90 70.03 10.44 145.78 45.75
543 27.06 75.14 9.44 127.00 45.98
544 27.08 81.71 7.15 68.34 40.90
545 26.70 30.66 12.25 18.25 45.75
546 27.07 28.59 11.13 20.80 41.45
547 27.20 66.27 11.05 160.17 46.50
548 27.08 47.59 11.58 33.35 49.47
549 27.02 48.88 11.91 38.70 51.61
550 27.39 59.93 10.25 142.12 42.67
551 27.48 23.64 10.76 20.85 46.66
552 27.10 40.66 10.15 18.92 50.00
553 27.48 62.36 11.15 153.62 44.70
554 27.28 17.46 9.33 17.98 37.95
555 27.45 54.29 11.15 100.85 42.38
556 27.28 13.19 7.00 18.61 30.72
557 27.48 32.80 10.95 24.86 45.60
558 27.58 57.61 10.97 139.17 43.73
559 27.41 85.02 6.62 25.85 50.49
560 27.28 19.72 10.43 22.64 43.21
561 27.72 51.97 11.19 96.15 41.61
562 27.66 49.93 11.50 70.12 43.24
563 27.61 46.22 10.90 51.22 40.15
564 27.39 86.00 6.17 16.33 33.67
565 27.86 38.13 10.88 26.68 47.64
566 27.74 18.99 9.67 25.19 42.92
567 27.67 39.98 11.24 28.10 46.98
568 27.85 68.86 10.79 147.44 46.70
569 27.76 77.68 8.87 99.21 55.68
570 28.07 64.28 10.44 158.34 47.06
571 27.90 42.23 11.02 33.25 46.58
572 27.87 29.77 9.11 23.11 44.67
573 28.11 48.02 11.09 78.24 44.27
574 28.23 71.39 9.87 118.31 50.59
575 28.00 16.94 9.28 40.70 31.52
576 28.13 74.51 9.80 109.81 55.84
577 28.15 13.49 6.95 40.95 27.86
578 28.29 55.73 10.80 151.21 43.13
579 28.26 79.89 8.92 87.00 74.92
580 28.46 87.35 5.27 17.75 40.79
581 28.22 25.34 10.96 39.57 41.45
582 28.37 84.22 6.91 43.76 89.81
583 28.19 33.51 11.90 25.58 51.19
584 28.44 66.57 10.61 150.41 52.60
585 28.68 27.36 11.02 46.86 43.25
586 28.43 20.22 9.19 50.11 36.27
587 28.23 28.82 11.42 25.33 46.33
588 28.56 60.09 10.09 176.52 47.85
589 28.68 22.92 10.30 54.94 37.11
590 28.66 45.27 12.13 77.74 44.15
591 28.75 30.00 11.31 54.82 36.89
592 28.80 53.35 11.86 145.38 44.20
593 28.92 62.33 10.82 177.19 54.98
594 28.86 39.68 11.29 67.48 39.80
595 28.78 42.29 11.46 70.10 44.30
596 28.93 50.60 11.62 125.24 42.34
597 28.76 77.04 10.13 90.99 108.45
598 28.93 34.89 11.51 68.51 38.73
599 28.92 57.86 11.10 172.81 45.59
600 28.89 32.47 11.09 70.20 42.11
601 29.13 17.89 9.37 78.09 35.89
602 29.06 15.38 8.56 75.86 32.00
603 28.84 36.89 10.71 63.85 35.97
604 29.11 68.78 10.89 128.86 68.09
605 29.12 73.06 10.77 108.88 99.62
606 29.14 47.92 11.43 119.70 40.96
607 29.43 12.70 7.51 83.43 27.59
608 29.20 37.70 11.17 65.44 40.59
609 29.46 25.20 10.71 79.12 37.20
610 29.44 75.51 9.94 83.72 124.17
611 29.30 21.52 10.63 90.78 39.66
612 29.49 64.27 11.31 143.31 74.25
613 29.59 43.89 12.30 118.42 43.42
614 29.59 55.48 11.77 175.10 46.48
615 29.56 20.23 9.79 104.50 35.45
616 29.67 71.03 11.38 116.54 114.25
617 29.41 87.83 5.61 14.61 51.07
618 29.64 66.51 10.88 134.03 86.71
619 29.78 30.68 11.10 101.63 40.54
620 29.94 85.07 7.95 35.28 114.80
621 29.66 89.11 4.41 15.36 35.95
622 29.88 27.96 10.67 90.97 38.41
623 29.87 41.59 11.82 131.03 44.36
624 29.89 60.31 10.88 173.09 66.75
625 30.07 33.39 11.55 138.93 43.80
626 30.00 36.26 11.49 115.65 43.30
