#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nk9 14A 4 even-skipped Kruppel giant
166 17.63 29.93 12.19 16.24 69.55
167 17.64 41.55 15.45 20.37 97.14
168 17.79 54.71 17.85 23.44 99.16
169 17.78 24.61 10.55 13.29 68.71
170 17.78 27.43 12.05 15.85 77.32
171 17.91 63.23 18.68 20.66 82.20
172 18.03 32.26 14.05 17.76 81.73
173 18.01 35.08 15.72 18.61 94.01
174 18.04 37.37 14.25 19.79 103.36
175 18.02 70.02 18.45 18.45 69.04
176 18.21 39.62 15.99 20.84 116.13
177 18.16 58.57 17.17 22.87 97.77
178 18.21 45.93 15.99 22.14 111.94
179 18.35 48.87 15.88 23.68 121.77
180 18.51 43.72 16.21 21.89 119.20
181 18.55 65.48 18.78 19.52 80.86
182 18.57 72.75 20.09 15.52 70.41
183 18.61 60.90 21.03 22.36 93.23
184 18.93 51.06 18.26 23.74 125.34
185 18.79 56.31 17.72 23.40 112.60
186 18.87 53.42 20.16 24.02 126.04
187 19.11 41.50 14.29 21.28 126.20
188 19.02 29.83 13.16 16.45 92.36
189 19.10 33.78 15.25 18.34 116.62
190 19.02 68.02 21.93 20.50 81.39
191 19.10 26.76 12.06 15.19 99.40
192 19.17 75.22 17.16 15.19 63.76
193 19.31 24.10 11.94 14.46 99.42
194 19.43 46.65 16.90 23.36 139.30
195 19.30 21.70 10.35 13.11 86.24
196 19.39 36.17 15.02 20.55 121.75
197 19.35 38.75 16.24 21.35 139.03
198 19.52 70.76 23.30 18.77 80.64
199 19.45 63.29 20.79 21.32 95.59
200 19.46 58.64 19.32 21.68 115.80
201 19.70 31.94 14.67 18.71 124.03
202 19.55 48.91 18.89 22.10 138.00
203 19.80 44.53 16.87 22.43 141.24
204 19.85 54.76 19.12 23.58 129.98
205 19.88 60.84 21.39 21.61 106.91
206 19.92 65.96 22.51 21.05 91.54
207 20.12 73.08 23.84 17.83 87.49
208 20.19 52.42 18.86 24.12 136.05
209 20.21 56.83 20.74 22.87 130.28
210 20.21 28.31 14.88 17.15 124.61
211 20.31 42.50 17.44 22.30 145.84
212 20.34 68.77 24.92 20.46 94.79
213 20.52 34.05 16.42 19.35 134.96
214 20.46 37.84 16.34 21.47 152.26
215 20.60 40.06 17.58 21.35 152.42
216 20.48 26.12 14.14 14.82 120.21
217 20.62 30.45 14.38 17.38 128.51
218 20.63 50.22 21.11 24.69 154.58
219 20.61 20.82 11.02 12.12 104.83
220 20.72 47.99 19.04 22.08 149.47
221 20.58 75.23 22.09 15.36 79.70
222 20.84 23.39 12.24 13.78 112.45
223 20.85 59.07 24.87 22.45 123.36
224 20.79 62.11 24.75 22.55 116.40
225 20.96 45.94 19.35 23.94 155.68
226 20.93 64.37 25.40 22.24 107.81
227 21.15 36.13 17.55 21.58 162.67
228 21.07 54.60 21.22 23.89 140.49
229 21.20 70.97 30.68 19.87 100.24
230 21.32 44.00 18.93 23.55 159.48
231 21.24 66.82 29.24 22.52 102.53
232 21.57 31.95 15.69 18.37 142.46
233 21.59 18.93 10.32 11.34 96.65
234 21.45 51.71 20.92 23.65 159.06
235 21.39 56.93 23.38 24.80 137.92
236 21.54 41.91 17.94 22.29 161.74
237 21.56 28.90 15.36 16.08 135.33
238 21.69 25.77 13.77 15.26 127.11
239 21.76 38.27 17.32 21.70 148.84
240 21.75 76.26 34.90 17.55 100.20
241 21.91 34.33 15.66 19.03 157.68
242 21.92 60.38 26.58 22.86 135.84
243 21.98 68.60 38.07 21.27 102.38
244 21.89 47.75 19.55 23.31 154.31
245 21.85 73.58 34.85 18.42 107.48
246 22.05 21.61 13.66 12.73 116.41
247 22.06 49.70 21.33 25.01 160.78
248 22.02 62.75 28.17 23.78 124.46
249 22.14 53.25 22.64 23.56 161.73
250 22.21 40.20 19.42 21.84 154.23
251 22.34 45.93 21.81 23.46 172.64
252 22.35 55.36 26.32 24.86 163.39
253 22.25 65.19 32.84 22.47 117.48
254 22.35 57.98 27.30 24.37 151.53
255 22.60 24.11 15.84 14.76 136.00
256 22.54 36.41 17.39 21.41 162.34
257 22.71 27.18 15.64 14.85 136.78
258 22.55 43.90 20.65 24.11 167.23
259 22.64 71.69 44.91 20.15 114.21
260 22.85 31.22 16.36 17.99 143.51
261 22.87 77.85 44.65 16.52 107.88
262 22.80 51.36 23.36 26.27 168.58
263 22.95 29.28 16.48 17.39 142.34
264 22.87 41.97 21.35 22.60 165.65
265 22.99 33.32 16.72 19.13 153.00
266 22.91 74.92 47.82 18.02 109.37
267 23.09 20.17 14.16 12.97 116.19
268 23.07 38.44 21.07 21.55 164.89
269 23.21 47.51 24.15 24.41 173.42
270 23.10 61.07 36.47 25.36 152.72
271 23.20 66.65 48.58 23.24 134.04
272 23.23 69.26 61.28 22.56 129.87
273 23.36 17.84 12.74 12.12 110.31
274 23.39 49.47 25.34 25.82 183.09
275 23.26 63.57 37.48 23.89 140.04
276 23.40 53.83 28.42 24.62 175.19
277 23.50 35.24 20.31 20.59 164.44
278 23.41 56.44 29.85 25.45 162.23
279 23.47 58.97 33.13 25.09 158.27
280 23.63 23.12 16.77 14.26 134.05
281 23.54 45.14 23.28 22.63 178.28
282 23.66 79.61 45.32 15.81 101.62
283 23.69 40.52 21.60 21.26 167.66
284 23.79 25.93 15.70 16.08 131.76
285 23.91 73.52 66.56 19.38 131.57
286 23.90 43.09 22.50 24.05 172.68
287 24.08 37.08 20.81 21.69 174.84
288 23.93 51.59 28.74 24.95 184.56
289 24.14 28.46 18.62 17.91 142.34
290 24.09 71.03 74.76 21.91 142.28
291 24.25 30.85 18.87 16.93 140.63
292 24.21 33.02 19.16 18.91 163.36
293 24.18 62.01 46.69 25.57 155.94
294 24.21 76.10 62.73 19.25 123.16
295 24.29 64.65 61.14 25.55 158.05
296 24.48 39.18 23.82 21.46 175.65
297 24.46 68.01 82.03 23.87 150.22
298 24.41 21.23 17.59 14.15 129.92
299 24.47 48.06 28.00 24.49 178.63
300 24.55 45.87 26.85 24.48 177.14
301 24.45 55.64 39.28 26.39 177.95
302 24.47 57.93 44.05 26.38 185.38
303 24.60 18.80 16.03 12.32 124.00
304 24.63 53.43 34.13 25.74 174.56
305 24.72 81.39 47.28 15.25 84.02
306 24.68 49.96 32.53 24.55 189.58
307 24.82 60.14 51.61 25.87 177.46
308 24.75 35.27 20.20 20.16 171.52
309 24.81 41.45 24.25 23.39 173.90
310 25.02 23.93 17.62 14.49 136.30
311 25.00 78.36 64.20 18.09 114.58
312 25.03 43.49 26.88 24.28 181.78
313 25.07 26.48 19.55 16.55 148.72
314 25.11 66.07 91.87 24.31 168.50
315 25.11 72.88 80.67 21.71 136.71
316 25.34 51.48 40.32 24.78 187.97
317 25.34 37.27 23.16 21.13 178.34
318 25.26 62.59 78.29 26.66 168.89
319 25.31 70.03 93.45 22.60 144.65
320 25.38 28.94 21.07 17.78 148.39
321 25.35 33.51 22.38 18.11 173.73
322 25.53 31.31 20.21 18.41 151.25
323 25.48 75.48 80.52 20.51 132.08
324 25.56 47.23 35.53 24.05 185.98
325 25.52 55.64 54.30 26.67 180.44
326 25.58 57.99 64.51 28.01 192.97
327 25.67 21.64 21.18 12.73 135.18
328 25.62 39.34 25.93 23.03 177.73
329 25.67 15.90 19.09 10.70 111.10
330 25.68 45.04 32.54 24.04 192.35
331 25.89 49.42 47.23 26.38 195.88
332 25.91 19.16 21.73 11.45 119.88
333 25.84 53.41 53.86 26.84 188.65
334 25.94 64.37 108.50 26.18 182.02
335 25.92 41.51 29.88 22.88 187.94
336 26.04 67.41 108.04 26.01 166.56
337 26.01 80.05 58.33 18.83 106.52
338 26.16 35.52 27.97 20.83 175.08
339 26.06 60.20 83.42 26.72 199.09
340 26.18 25.20 23.00 16.58 145.97
341 26.24 71.63 109.80 24.01 149.81
342 26.48 27.70 24.78 17.40 164.85
343 26.51 43.25 40.64 25.07 189.88
344 26.46 77.25 74.99 19.82 130.31
345 26.50 62.31 113.97 27.33 184.55
346 26.50 30.11 28.43 17.92 169.07
347 26.52 33.50 28.36 20.09 168.55
348 26.54 51.34 55.84 25.44 194.20
349 26.58 37.50 31.76 21.61 182.06
350 26.63 74.15 89.43 21.69 139.80
351 26.59 55.55 91.92 27.03 191.12
352 26.73 69.22 103.10 24.78 159.42
353 26.68 47.54 51.48 23.78 196.02
354 26.81 17.46 30.45 12.33 121.89
355 26.71 39.73 35.18 21.56 177.12
356 26.67 45.36 47.24 25.26 203.59
357 26.71 58.04 99.86 27.27 195.77
358 26.83 22.60 27.75 14.44 141.08
359 27.05 14.93 31.36 11.21 112.82
360 26.99 53.24 84.10 26.17 199.64
361 27.02 65.21 129.15 26.89 177.45
362 27.19 31.98 38.70 18.67 170.13
363 27.15 49.39 69.91 25.26 204.47
364 27.20 81.49 58.49 19.65 94.64
365 27.04 20.47 31.05 13.03 122.86
366 27.30 41.43 47.21 25.03 187.38
367 27.28 60.56 120.57 28.00 196.28
368 27.30 25.24 31.30 14.68 153.91
369 27.42 78.54 66.20 20.89 120.85
370 27.41 35.26 37.54 20.30 169.98
371 27.47 71.90 99.74 24.47 154.40
372 27.57 67.19 127.50 27.41 176.41
373 27.58 19.62 33.72 11.70 120.94
374 27.63 29.80 39.33 18.64 166.58
375 27.60 56.50 125.60 30.72 205.03
376 27.66 62.85 136.16 28.55 189.21
377 27.79 27.40 40.63 18.11 164.37
378 27.64 45.78 76.69 25.83 200.15
379 27.75 75.00 77.85 23.68 131.52
380 27.72 37.32 44.32 20.93 179.57
381 27.67 43.39 62.07 24.73 192.02
382 27.76 39.39 51.19 23.57 181.21
383 27.78 51.07 91.22 28.41 202.60
384 27.85 54.48 116.10 28.74 193.42
385 27.87 47.76 95.55 28.33 205.54
386 27.87 58.66 141.24 29.25 211.88
387 28.05 22.36 43.17 14.90 132.78
388 28.01 69.45 114.37 25.75 172.04
389 28.15 33.53 58.54 20.96 183.03
390 28.15 17.75 52.15 12.48 128.71
391 28.31 65.04 135.59 28.47 185.78
392 28.37 24.69 48.09 14.95 147.96
393 28.39 52.68 121.16 28.59 203.38
394 28.38 80.37 66.36 20.97 99.32
395 28.54 15.43 63.26 12.64 127.69
396 28.47 31.48 61.92 19.28 182.09
397 28.64 83.01 58.91 20.78 79.66
398 28.56 40.87 74.08 23.90 191.45
399 28.54 60.39 139.60 27.89 193.17
400 28.61 35.80 69.78 21.72 181.60
401 28.56 44.87 103.64 25.83 195.86
402 28.64 49.25 108.60 28.28 194.83
403 28.59 76.77 70.67 23.20 121.90
404 28.82 20.81 64.08 14.42 147.14
405 28.70 71.98 92.47 24.68 151.32
406 28.87 85.34 38.80 17.99 47.13
407 28.79 29.02 67.47 17.41 172.15
408 28.78 38.39 77.20 21.34 184.20
409 28.75 42.75 90.41 26.65 194.78
410 28.70 56.83 146.97 29.07 207.52
411 28.84 62.80 138.32 28.72 187.88
412 28.90 46.84 118.62 27.46 200.38
413 28.88 67.20 114.16 25.65 168.46
414 29.10 26.65 68.35 16.88 158.82
415 29.07 54.75 143.03 28.90 201.99
416 29.11 74.15 73.03 24.95 132.90
417 29.18 13.10 73.97 10.73 114.06
418 29.12 51.13 146.07 29.15 208.63
419 29.21 69.47 109.86 28.86 171.53
420 29.32 58.28 127.30 29.10 196.00
421 29.32 78.60 69.83 22.66 104.52
422 29.36 33.75 84.57 21.70 184.78
423 29.35 18.38 77.62 11.98 135.97
424 29.59 24.05 79.95 15.77 146.13
425 29.59 64.99 115.81 28.30 180.24
426 29.66 31.81 97.22 19.52 188.48
427 29.58 44.53 129.00 25.03 203.93
428 29.71 40.16 108.34 23.34 187.31
429 29.74 48.28 131.11 27.98 204.44
430 29.67 52.91 148.07 28.02 206.93
431 29.63 60.60 120.05 28.41 193.42
432 29.73 35.81 109.55 22.86 194.23
433 29.80 81.35 66.79 22.19 81.37
434 29.91 15.43 95.55 11.41 130.39
435 29.86 29.88 102.56 19.95 183.94
436 29.84 42.29 128.92 24.62 199.82
437 29.83 37.88 109.24 22.06 197.61
438 29.88 76.09 71.36 25.92 115.79
439 30.05 56.09 130.59 29.93 199.09
440 29.99 71.92 89.75 29.02 146.86
441 29.99 21.41 94.52 14.32 155.30
442 30.20 27.86 101.38 19.49 170.41
443 30.10 50.37 145.60 31.11 209.53
444 30.11 62.77 100.74 28.20 175.99
445 30.19 83.96 58.34 23.96 57.62
446 30.19 67.22 109.12 28.66 172.38
447 30.25 46.18 139.50 25.59 198.90
448 30.42 69.65 99.26 29.51 163.37
449 30.45 18.11 105.61 12.75 147.42
450 30.51 54.01 120.04 29.37 202.15
451 30.46 58.18 122.52 29.20 191.35
452 30.49 78.88 71.86 24.51 90.01
453 30.68 25.91 108.82 17.28 165.38
454 30.57 34.22 120.91 21.14 188.16
455 30.71 73.99 78.19 27.72 125.62
456 30.80 13.55 95.25 11.62 116.49
457 30.77 44.10 153.34 26.89 207.71
458 30.72 60.49 104.93 30.10 185.58
459 30.81 36.94 136.00 23.45 192.20
460 30.83 51.90 138.36 32.57 208.28
461 30.94 86.26 46.68 22.22 32.83
462 30.93 23.62 113.31 16.12 157.83
463 30.82 31.91 125.36 20.95 188.13
464 30.75 39.23 123.85 24.61 186.28
465 30.85 49.03 139.00 29.47 200.31
466 30.93 64.55 85.61 28.75 162.06
467 30.91 41.81 138.13 23.95 194.53
468 31.03 20.42 117.04 16.16 153.87
469 31.14 29.56 112.89 21.11 183.66
470 31.18 76.16 73.57 28.23 104.18
471 31.17 81.18 80.07 26.30 61.36
472 31.30 16.30 113.60 12.47 132.77
473 31.24 47.12 138.07 27.89 198.61
474 31.28 55.20 97.76 28.39 192.80
475 31.34 71.70 78.85 29.42 135.76
476 31.36 66.75 82.41 30.66 159.86
477 31.47 62.36 92.03 31.65 180.88
478 31.50 11.50 81.96 10.78 98.03
479 31.48 58.27 109.28 31.52 197.63
480 31.60 35.50 134.72 20.45 183.57
481 31.61 69.10 83.38 30.44 140.77
482 31.71 83.49 70.88 27.32 45.60
483 31.75 27.51 108.51 18.68 168.34
484 31.66 40.43 125.40 26.12 194.82
485 31.74 50.42 116.30 30.34 206.34
486 31.73 78.61 80.08 29.67 75.48
487 31.83 33.29 130.34 22.03 183.03
488 31.85 45.53 118.36 25.94 198.60
489 31.92 38.25 129.35 23.18 188.06
490 31.88 52.70 97.97 30.37 193.25
491 31.90 22.53 112.58 16.20 149.90
492 31.83 43.27 120.02 25.88 196.62
493 31.99 18.77 116.98 14.09 148.99
494 31.92 31.23 119.49 19.70 185.67
495 31.96 60.21 93.45 31.13 183.13
496 32.17 25.30 102.37 17.98 162.57
497 32.04 56.51 94.31 31.56 200.42
498 32.19 14.64 94.08 12.02 125.28
499 32.25 73.68 93.34 31.73 99.61
500 32.18 48.38 116.11 28.74 193.80
501 32.21 64.66 81.38 31.30 160.04
502 32.43 85.72 63.27 32.01 28.29
503 32.36 76.07 91.74 31.32 84.25
504 32.62 29.60 109.40 19.19 176.75
505 32.54 54.38 90.23 30.77 192.86
506 32.68 80.78 88.26 30.38 46.27
507 32.74 36.44 121.70 23.03 190.04
508 32.65 67.06 75.16 33.27 142.34
509 32.62 71.48 89.30 33.07 115.27
510 32.76 20.74 97.77 17.72 149.61
511 32.67 62.41 75.75 31.52 168.06
512 32.67 40.02 115.66 26.46 195.97
513 32.74 42.25 112.75 26.16 200.02
514 32.76 58.61 82.93 32.52 188.16
515 32.81 34.42 106.14 22.31 183.12
516 32.80 69.26 83.11 35.48 130.52
517 32.75 12.06 78.33 11.22 110.55
518 32.94 46.56 100.46 27.91 196.75
519 32.86 50.78 102.71 30.03 198.41
520 32.95 44.45 103.75 26.30 193.87
521 32.98 17.34 86.21 14.34 137.48
522 33.08 27.58 106.65 19.53 178.16
523 33.03 32.05 109.31 22.13 174.63
524 33.11 23.45 103.13 17.20 153.35
525 33.06 78.14 90.33 34.77 57.31
526 33.30 83.21 86.72 33.81 33.17
527 33.11 56.49 88.69 29.66 180.92
528 33.38 88.35 43.25 29.24 14.96
529 33.32 52.85 86.01 30.87 185.10
530 33.37 60.57 75.92 32.41 163.92
531 33.25 48.63 103.30 30.77 194.23
532 33.55 37.59 91.15 23.95 176.41
533 33.46 65.16 80.61 34.75 141.24
534 33.47 14.32 85.51 12.68 123.05
535 33.47 75.34 108.17 40.79 65.17
536 33.65 25.84 95.11 19.76 165.08
537 33.73 39.27 92.41 22.17 183.98
538 33.80 72.88 110.05 38.51 76.61
539 33.85 85.68 85.05 38.42 24.53
540 33.75 41.13 89.46 25.61 181.00
541 33.82 70.55 107.83 37.45 95.04
542 33.94 11.21 64.60 11.29 97.27
543 33.83 29.58 92.05 21.36 171.47
544 33.91 54.93 74.41 31.20 169.79
545 33.84 62.86 73.40 33.76 141.19
546 33.91 68.11 88.16 36.96 111.12
547 34.07 19.08 78.29 15.10 136.48
548 33.93 21.50 82.45 16.40 149.12
549 33.89 33.86 96.98 24.25 182.40
550 33.99 43.03 91.63 27.14 187.17
551 34.05 57.64 76.51 31.58 154.01
552 34.12 49.74 89.37 32.52 179.60
553 34.17 31.73 86.92 23.39 168.70
554 34.10 45.15 87.00 28.72 185.36
555 34.23 80.52 101.06 38.00 34.39
556 34.29 16.38 80.54 14.17 126.42
557 34.32 35.80 78.28 24.12 173.01
558 34.19 47.33 95.91 30.94 187.58
559 34.26 51.74 84.62 31.35 181.75
560 34.21 77.71 105.98 42.95 44.70
561 34.43 23.75 75.15 19.28 149.46
562 34.44 59.75 77.12 36.46 143.00
563 34.68 28.09 81.41 21.74 160.80
564 34.52 66.11 85.34 39.22 113.36
565 34.71 87.86 60.62 44.18 17.09
566 34.78 13.63 57.38 12.82 106.62
567 34.71 75.11 126.23 44.51 47.89
568 34.84 37.72 76.14 24.96 170.89
569 34.86 53.46 71.93 34.26 155.03
570 34.82 83.21 97.28 41.41 27.28
571 34.86 25.94 77.70 21.18 168.24
572 34.86 61.71 79.44 38.70 122.92
573 34.84 40.43 78.35 25.59 161.90
574 34.95 64.05 93.19 40.65 109.78
575 35.10 30.43 69.78 22.16 152.82
576 35.00 33.41 72.60 22.63 168.63
577 34.97 70.44 113.21 43.24 63.27
578 35.02 55.62 72.40 36.07 135.72
579 35.22 72.84 121.29 44.77 49.58
580 35.18 21.34 61.35 15.82 134.75
581 35.12 42.71 77.89 27.73 166.92
582 35.19 68.02 112.13 43.21 76.91
583 35.21 44.92 78.90 30.19 170.14
584 35.22 49.67 83.68 33.15 157.96
585 35.21 47.30 76.24 30.95 150.36
586 35.26 58.00 84.84 36.00 122.98
587 35.44 11.12 45.86 12.24 86.10
588 35.36 18.30 59.97 16.26 123.98
589 35.34 78.33 110.87 50.07 33.92
590 35.61 85.69 77.89 48.56 19.52
591 35.59 51.87 74.21 33.75 139.51
592 35.60 35.36 69.87 24.75 164.80
593 35.76 15.83 55.90 15.48 107.25
594 35.72 39.04 68.61 26.00 156.33
595 35.78 81.21 101.58 49.67 26.37
596 35.69 23.99 60.91 18.73 147.90
597 35.80 60.15 82.87 39.93 99.22
598 35.75 65.68 113.36 46.42 80.24
599 35.92 26.80 61.94 22.18 150.27
600 35.83 62.54 95.06 39.52 84.89
601 35.92 75.79 122.00 55.21 35.67
602 36.09 28.90 59.05 23.78 141.20
603 36.03 32.73 66.00 24.68 150.06
604 36.11 88.67 48.35 51.56 13.71
605 36.05 41.29 65.71 28.29 152.97
606 36.09 54.01 78.71 38.38 115.09
607 36.15 69.64 125.78 51.49 50.29
608 36.26 13.43 45.85 14.70 90.31
609 36.12 56.21 87.66 40.00 112.75
610 36.21 37.13 63.28 27.22 140.15
611 36.20 45.96 70.24 30.15 139.98
612 36.22 20.03 55.44 16.03 115.98
613 36.25 30.82 58.81 25.49 138.02
614 36.29 43.56 69.84 29.40 146.02
615 36.36 71.77 134.90 57.93 38.97
616 36.42 48.04 73.81 32.81 124.34
617 36.34 50.10 76.02 37.46 122.79
618 36.47 67.44 125.90 52.21 50.94
619 36.58 83.69 83.70 56.61 20.71
620 36.47 58.33 106.19 43.37 92.03
621 36.58 78.65 118.70 61.42 27.78
622 36.65 64.26 117.61 49.86 64.35
623 36.75 73.97 130.31 60.06 31.88
624 36.77 22.48 48.36 19.41 112.51
625 36.72 34.68 61.89 26.76 132.52
626 36.74 25.11 50.84 21.39 128.66
627 36.90 16.99 41.73 17.51 86.31
