#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em8 14A 4 Kruppel even-skipped fushi-tarazu
1249 51.77 82.05 142.09 26.29 119.44
1250 51.80 42.78 190.73 47.78 139.42
1251 51.72 55.61 198.29 47.19 180.46
1252 51.86 22.40 145.59 37.97 88.88
1253 51.91 25.23 149.61 39.88 92.30
1254 51.80 70.86 170.75 33.19 145.75
1255 51.96 36.47 184.05 46.38 129.09
1256 51.96 65.94 167.29 32.80 177.84
1257 52.06 19.77 134.17 31.79 91.83
1258 51.94 34.38 189.51 44.25 133.29
1259 51.87 47.72 196.80 49.22 160.13
1260 51.98 85.33 133.34 22.33 106.02
1261 52.09 30.32 159.22 40.38 129.76
1262 52.08 63.00 198.91 38.18 176.10
1263 52.06 27.72 154.01 39.89 104.12
1264 52.11 15.33 123.75 31.27 93.17
1265 52.08 50.53 186.73 44.38 188.68
1266 52.15 40.58 189.37 37.98 123.59
1267 52.13 53.42 193.85 43.20 200.90
1268 52.35 88.62 113.65 21.39 98.96
1269 52.27 12.11 111.14 26.63 78.89
1270 52.22 95.11 32.81 5.16 41.43
1271 52.36 68.18 176.71 36.90 147.16
1272 52.56 79.67 144.52 27.02 124.90
1273 52.53 4.03 55.22 13.73 36.91
1274 52.53 32.59 173.02 37.29 140.20
1275 52.62 73.63 163.24 30.57 135.03
1276 52.60 1.78 28.51 6.81 13.92
1277 52.66 44.27 184.92 37.03 180.71
1278 52.74 58.76 187.13 33.66 184.38
1279 52.78 60.81 187.02 34.86 182.54
1280 52.78 38.19 184.32 35.78 140.79
1281 52.92 6.35 84.88 17.02 76.94
1282 52.81 48.71 192.88 41.57 178.17
1283 52.86 56.51 192.95 32.78 194.45
1284 52.88 76.80 149.64 31.37 127.68
1285 52.92 17.64 128.47 26.62 96.12
1286 52.86 9.24 104.87 22.18 77.02
1287 52.92 46.49 196.53 39.28 172.77
1288 52.93 23.19 147.01 27.13 111.03
1289 52.91 70.56 190.35 36.83 147.37
1290 53.06 91.53 85.00 19.27 83.24
1291 53.04 28.90 160.96 29.78 133.41
1292 53.00 51.81 189.91 41.68 194.47
1293 53.11 82.64 135.49 25.96 108.05
1294 53.01 35.61 182.64 37.40 158.96
1295 53.09 54.30 188.75 35.93 202.40
1296 53.11 25.80 154.90 25.99 114.85
1297 53.14 65.40 173.61 41.03 151.73
1298 53.27 85.76 121.19 22.95 113.28
1299 53.15 40.45 196.02 33.57 146.75
1300 53.13 62.97 180.74 37.37 176.35
1301 53.28 14.65 122.12 22.88 95.82
1302 53.29 20.61 130.40 22.81 105.91
1303 53.46 42.60 192.50 35.07 153.23
1304 53.52 67.99 170.77 44.95 138.29
1305 53.68 2.62 35.88 6.14 25.13
1306 53.52 33.64 173.93 32.33 167.29
1307 53.55 31.35 167.94 35.27 160.35
1308 53.61 50.07 193.04 50.01 154.87
1309 53.88 11.76 105.75 19.63 105.54
1310 53.67 88.89 107.39 22.53 77.80
1311 53.85 95.41 33.31 9.31 26.49
1312 53.75 72.57 164.32 41.97 125.32
1313 53.83 75.40 145.20 38.21 107.58
1314 53.90 37.24 174.75 37.65 164.43
1315 53.84 44.97 181.48 36.92 169.32
1316 53.89 79.45 132.28 32.82 100.35
1317 53.84 58.02 190.93 40.15 164.27
1318 53.96 27.45 163.11 29.25 120.62
1319 54.00 47.78 181.18 41.76 160.15
1320 54.06 60.77 186.21 48.64 164.77
1321 54.12 17.92 124.93 22.06 109.73
1322 54.08 23.67 140.91 23.88 127.70
1323 54.00 39.41 186.48 40.68 160.73
1324 54.08 8.38 96.24 18.01 96.26
1325 54.00 55.21 201.19 44.82 172.46
1326 54.09 52.54 196.43 53.35 163.47
1327 54.21 70.22 168.08 51.63 117.16
1328 54.45 5.11 69.99 11.15 63.57
1329 54.15 63.29 183.35 57.62 159.14
1330 54.33 35.14 175.68 37.37 170.86
1331 54.29 66.04 173.39 60.04 115.08
1332 54.30 92.18 72.08 22.28 55.37
1333 54.35 29.88 165.57 36.11 146.29
1334 54.48 41.45 186.23 49.48 151.31
1335 54.43 82.96 126.61 33.10 83.19
1336 54.48 14.90 120.88 25.19 99.84
1337 54.47 20.81 143.04 25.13 118.70
1338 54.56 86.12 122.26 30.16 85.04
1339 54.64 32.82 169.48 37.09 155.07
1340 54.64 50.10 194.70 61.52 145.33
1341 54.77 25.70 143.30 32.45 122.67
1342 54.87 77.44 138.21 51.34 82.82
1343 54.80 45.75 183.71 51.97 129.08
1344 54.82 58.79 191.08 68.33 154.91
1345 54.89 74.01 145.86 56.56 89.03
1346 54.88 56.38 193.30 61.25 145.51
1347 54.97 43.28 179.07 58.50 123.56
1348 54.98 88.90 111.74 33.28 75.37
1349 54.99 68.31 160.99 69.57 105.25
1350 55.04 39.01 178.92 57.99 138.15
1351 55.03 53.95 187.82 72.23 127.03
1352 55.11 64.43 191.88 81.77 119.28
1353 55.19 80.65 128.01 48.51 75.83
1354 55.14 95.38 31.02 13.59 19.63
1355 55.24 10.02 103.54 24.98 89.52
1356 55.16 36.75 174.83 51.05 142.60
1357 55.22 48.21 182.73 68.56 123.06
1358 55.22 62.13 181.93 83.11 127.22
1359 55.28 28.11 142.17 47.99 117.68
1360 55.19 51.73 184.77 81.30 128.00
1361 55.33 71.20 158.00 70.15 99.17
1362 55.34 31.03 162.38 42.88 145.68
1363 55.40 12.99 116.01 27.50 97.36
1364 55.44 22.81 145.54 37.04 116.80
1365 55.46 7.22 95.21 26.18 72.48
1366 55.36 17.07 118.92 29.02 113.44
1367 55.54 20.05 125.24 33.77 106.60
1368 55.68 91.69 76.91 36.36 50.05
1369 55.71 60.24 177.49 96.88 114.67
1370 55.41 93.50 48.12 25.24 34.44
1371 55.55 34.20 160.90 49.59 123.26
1372 55.68 84.83 117.24 49.08 71.39
1373 55.70 40.88 179.99 84.12 108.82
1374 55.79 66.22 161.68 93.59 102.87
1375 55.83 4.80 70.01 21.56 46.04
1376 55.83 25.06 136.85 50.24 95.45
1377 55.82 46.19 177.18 86.72 112.15
1378 55.87 57.55 167.19 85.87 130.44
1379 56.00 76.48 133.49 74.43 80.06
1380 55.96 55.17 179.53 100.35 117.60
1381 56.00 44.05 167.74 91.27 97.54
1382 56.08 50.36 171.41 91.86 100.04
1383 56.10 73.66 135.99 73.64 89.60
1384 56.12 38.50 167.18 87.01 112.31
1385 56.20 68.53 148.62 103.53 96.07
1386 56.19 88.42 104.31 49.96 52.80
1387 56.19 52.69 171.48 92.16 103.81
1388 56.22 35.85 174.36 75.70 114.06
1389 56.33 79.49 127.74 82.50 77.23
1390 56.25 29.66 141.99 68.63 107.87
1391 56.33 32.39 154.39 64.37 111.84
1392 56.30 63.75 164.57 95.16 111.78
1393 56.39 15.04 105.68 35.39 82.39
1394 56.52 82.74 109.70 65.89 76.56
1395 56.41 48.19 172.34 103.89 104.85
1396 56.45 27.02 132.32 66.47 94.39
1397 56.27 95.08 26.07 29.23 18.05
1398 56.48 8.46 92.29 34.64 65.23
1399 56.51 42.23 169.41 106.19 93.57
1400 56.52 18.17 112.16 49.93 93.05
1401 56.60 70.83 142.66 105.30 97.97
1402 56.59 11.51 99.92 38.54 73.20
1403 56.65 21.22 112.90 53.05 90.07
1404 56.77 59.29 166.33 110.70 106.63
1405 56.66 86.70 105.69 66.29 65.31
1406 56.68 93.70 43.84 42.31 28.89
1407 56.90 61.62 156.24 105.36 106.37
1408 56.92 24.04 120.09 69.38 80.52
1409 56.90 46.05 168.69 118.96 99.51
1410 56.95 5.30 62.94 34.14 41.11
1411 56.98 40.08 162.72 107.87 96.51
1412 56.91 91.14 85.10 57.17 45.17
1413 56.96 54.31 173.84 111.53 108.14
1414 56.98 66.38 146.42 114.82 93.14
1415 57.01 56.97 164.95 97.79 101.59
1416 57.03 85.62 100.72 77.65 65.85
1417 57.09 34.53 146.12 94.40 92.00
1418 57.08 37.31 157.02 107.53 110.06
1419 57.23 44.16 159.59 111.26 90.58
1420 57.23 73.05 127.11 105.04 84.93
1421 57.22 49.91 159.61 109.03 101.27
1422 57.28 75.87 119.48 96.20 77.89
1423 57.11 95.33 23.46 25.71 12.20
1424 57.27 28.74 132.41 102.63 90.21
1425 57.37 31.01 134.43 87.93 104.82
1426 57.32 51.95 164.30 99.01 99.72
1427 57.53 78.69 138.06 107.56 87.17
1428 57.49 14.68 92.09 49.96 74.85
1429 57.48 63.99 151.02 113.01 99.00
1430 57.50 68.99 139.54 110.86 104.71
1431 57.66 8.16 82.70 47.61 57.58
1432 57.58 47.68 160.64 114.75 105.88
1433 57.57 42.18 155.75 117.47 98.75
1434 57.70 81.75 100.17 90.49 82.88
1435 57.68 88.49 86.55 77.89 57.81
1436 57.69 26.53 119.33 88.72 93.30
1437 57.64 18.25 97.01 54.24 83.75
1438 58.07 93.63 33.13 37.94 25.79
1439 57.86 11.16 83.01 46.71 62.49
1440 57.77 21.85 108.56 62.59 77.79
1441 57.97 32.81 126.42 85.00 107.28
1442 57.91 59.81 143.88 115.15 107.11
1443 57.95 39.12 138.90 112.78 96.15
1444 57.93 55.51 149.19 117.94 118.07
1445 58.09 85.14 90.14 80.92 68.99
1446 58.17 71.44 126.23 112.90 80.01
1447 58.11 45.58 145.81 116.82 107.33
1448 58.13 57.68 151.43 119.54 107.68
1449 58.15 36.84 134.19 99.69 100.12
1450 58.20 53.36 143.73 106.71 122.61
1451 58.20 61.96 142.43 113.56 103.30
1452 58.22 66.92 128.43 122.25 104.00
1453 58.26 24.40 107.64 67.43 83.15
1454 58.27 49.28 154.41 94.31 110.52
1455 58.48 90.87 56.69 69.91 49.98
1456 58.44 74.26 108.19 99.65 83.88
1457 58.52 5.69 56.56 38.08 42.53
1458 58.38 29.09 113.04 88.89 92.65
1459 58.41 34.87 120.75 97.00 112.48
1460 58.45 41.19 139.05 119.40 114.85
1461 58.44 43.52 138.25 115.84 111.74
1462 58.50 51.26 140.45 86.93 113.62
1463 58.36 12.88 83.30 40.15 64.63
1464 58.66 77.20 98.56 93.89 73.35
1465 58.74 20.08 82.50 47.74 88.60
1466 58.63 64.17 149.62 120.08 113.52
1467 58.66 14.35 83.11 44.09 67.34
1468 58.85 31.24 108.95 79.05 106.31
1469 58.74 47.43 142.55 90.40 107.74
1470 58.83 17.38 80.59 46.15 82.70
1471 58.88 69.61 119.98 129.34 86.09
1472 58.87 27.27 100.87 73.36 93.16
1473 58.95 80.11 92.88 99.01 78.73
1474 59.01 8.28 66.15 45.21 61.03
1475 58.97 82.88 85.98 96.63 78.28
1476 59.05 87.34 72.50 80.84 68.99
1477 58.71 88.77 56.67 61.47 87.47
1478 58.95 38.49 118.02 101.38 108.90
1479 59.09 22.66 91.37 57.87 87.09
1480 59.03 55.35 126.21 84.44 117.89
1481 59.16 58.04 124.15 99.63 110.10
1482 59.31 60.56 128.38 91.96 117.10
1483 59.23 11.24 74.07 40.36 68.46
1484 59.29 33.43 98.43 75.71 131.13
1485 59.31 36.38 91.48 71.42 115.77
1486 59.27 45.40 115.12 74.31 134.14
1487 59.33 66.14 115.71 121.47 116.67
1488 59.20 25.60 83.88 51.22 95.98
1489 59.36 49.72 109.23 59.54 137.90
1490 59.45 72.32 106.64 107.07 86.95
1491 59.50 40.69 107.84 94.04 129.14
1492 59.50 43.08 114.70 75.56 120.38
1493 59.33 52.83 123.74 69.29 114.30
1494 59.47 29.15 88.93 67.89 112.63
1495 59.67 14.82 61.82 32.17 79.38
1496 59.49 93.07 32.40 40.84 26.54
1497 59.29 85.90 75.31 73.00 91.15
1498 59.62 62.67 128.25 97.90 115.11
1499 59.76 68.23 105.01 118.62 100.49
1500 59.68 75.25 88.56 90.31 79.41
1501 59.73 84.75 77.16 83.04 75.07
1502 59.69 30.48 72.74 59.08 128.15
1503 59.51 37.96 63.00 51.60 126.60
1504 59.75 26.03 62.00 44.39 104.04
1505 60.04 47.92 107.62 63.19 126.85
1506 59.96 78.51 78.14 73.71 78.05
1507 59.85 90.94 49.75 56.58 63.46
1508 59.96 6.48 43.88 27.32 61.65
1509 60.10 18.68 52.41 25.25 88.56
1510 60.16 27.07 76.17 46.21 110.05
1511 60.12 17.14 58.17 26.75 91.49
1512 60.15 34.88 79.44 52.72 129.42
1513 60.05 56.48 109.06 68.16 122.42
1514 60.30 65.06 102.25 87.01 120.05
1515 60.21 54.10 104.41 63.20 136.32
1516 60.27 7.78 52.44 31.60 56.44
1517 60.15 39.21 90.19 72.19 119.54
1518 59.94 86.10 54.20 58.67 69.33
1519 60.26 22.85 56.99 32.51 106.44
1520 60.37 32.47 74.06 50.09 129.32
1521 60.15 51.15 113.29 61.08 126.16
1522 59.92 52.27 66.00 30.50 128.17
1523 60.36 70.21 88.23 97.63 102.72
1524 60.23 88.09 68.52 66.11 68.02
1525 60.40 10.71 53.00 30.74 83.61
1526 60.25 58.90 105.68 69.19 117.22
1527 60.28 37.08 85.38 54.58 130.70
1528 60.47 82.68 61.63 62.35 95.04
1529 60.34 45.98 82.97 43.29 135.91
1530 60.70 89.25 42.77 42.41 76.11
1531 60.47 9.33 51.37 26.79 73.92
1532 60.50 20.49 56.97 30.72 94.54
1533 60.48 73.48 73.55 70.09 91.84
1534 60.62 29.26 69.75 44.58 122.88
1535 60.60 44.03 80.43 47.40 128.38
1536 60.62 13.03 57.20 30.31 83.27
1537 60.77 60.70 88.90 53.52 120.77
1538 60.56 76.46 68.33 65.58 90.75
1539 60.73 91.83 28.77 28.62 58.06
1540 60.78 62.89 102.06 66.17 116.84
1541 60.50 23.82 68.70 41.80 121.10
1542 60.73 40.46 86.42 55.22 125.48
1543 60.92 84.84 65.44 60.14 79.75
1544 60.79 24.73 48.68 23.24 113.73
1545 60.71 42.09 79.33 47.74 128.82
1546 60.94 52.72 87.73 50.20 140.09
1547 60.91 67.89 83.81 82.02 107.78
1548 61.09 55.39 85.28 53.84 131.38
1549 60.97 75.45 75.89 80.30 86.33
1550 60.71 87.01 59.50 59.00 77.75
1551 61.21 46.32 79.43 44.07 138.42
1552 61.15 79.23 74.67 74.47 90.96
1553 61.15 39.03 70.98 43.47 138.12
1554 61.07 57.55 97.91 64.28 117.20
1555 61.14 86.52 46.98 42.09 79.43
1556 61.20 18.37 48.44 22.90 81.35
1557 61.37 27.93 48.90 33.31 122.59
1558 61.26 34.28 57.90 38.37 121.38
1559 61.45 36.51 55.88 34.37 123.73
1560 61.19 10.25 38.08 20.66 78.47
1561 61.30 22.31 49.85 30.58 102.32
1562 61.40 7.89 38.23 20.84 67.49
1563 61.45 25.60 50.63 32.52 109.91
1564 61.28 32.25 58.89 36.93 112.89
1565 61.34 81.59 53.69 53.88 81.35
1566 61.66 19.59 36.56 20.87 89.16
1567 61.51 71.48 66.42 61.56 108.86
1568 61.63 15.00 43.27 22.74 82.03
1569 61.83 59.09 70.70 43.72 122.78
1570 61.37 90.94 29.00 25.18 60.29
1571 61.55 43.24 75.27 47.03 128.10
1572 61.79 49.53 69.28 35.65 123.68
1573 61.74 30.39 50.56 32.05 114.84
1574 61.89 83.33 54.39 49.43 80.07
1575 61.72 63.05 94.44 67.12 105.02
1576 62.07 13.25 39.54 21.15 85.99
1577 61.95 68.68 68.40 58.80 121.16
1578 61.87 73.64 74.78 73.85 102.41
1579 61.86 77.12 67.29 77.74 97.55
1580 61.86 89.22 44.11 40.24 68.23
1581 61.78 21.31 41.07 27.48 90.81
1582 62.10 47.28 57.59 32.66 126.64
1583 62.02 54.20 73.31 43.58 134.68
1584 62.09 61.16 68.17 45.96 123.80
1585 61.82 91.89 26.62 21.27 49.08
1586 62.09 11.01 36.68 22.51 70.40
1587 62.11 85.29 56.17 50.66 79.28
1588 61.86 87.14 38.14 31.86 77.18
1589 61.92 33.21 34.41 20.69 109.41
1590 62.16 17.08 35.06 21.74 83.99
1591 62.27 23.24 38.63 31.45 108.24
1592 62.41 66.19 66.99 60.73 117.57
1593 61.96 71.02 60.92 62.00 114.75
1594 62.14 7.65 25.94 14.43 70.74
1595 62.45 26.17 37.29 30.39 111.26
1596 62.20 28.27 45.45 31.15 110.15
1597 62.31 56.70 72.18 52.86 118.45
1598 62.59 42.47 50.74 34.41 125.24
1599 62.43 35.84 49.48 36.44 115.12
1600 62.41 38.11 49.13 34.45 120.64
1601 62.38 78.21 35.84 31.47 90.22
1602 62.69 40.13 50.00 37.60 116.99
1603 62.55 63.38 51.11 37.79 108.59
1604 62.72 31.83 36.47 29.57 113.38
1605 62.94 20.29 32.41 28.96 78.85
1606 62.73 33.81 42.75 33.65 105.80
1607 62.86 52.98 57.64 43.08 132.29
1608 62.65 70.51 64.91 63.11 116.36
1609 63.01 74.80 55.08 58.93 116.43
1610 62.83 15.26 30.83 23.74 72.60
1611 62.80 17.85 28.07 18.29 79.01
1612 62.75 92.63 17.00 12.59 32.80
1613 62.62 21.47 30.88 26.41 95.88
1614 62.84 45.73 42.30 31.65 101.08
1615 62.79 49.14 55.15 35.73 107.07
1616 62.86 80.89 44.61 44.00 86.33
1617 62.86 8.54 24.42 17.43 64.22
1618 62.60 85.73 34.00 27.50 89.00
1619 62.93 58.88 58.88 40.10 133.06
1620 63.14 14.10 27.93 22.73 71.69
1621 63.43 83.04 38.69 33.06 73.29
1622 63.03 89.75 29.48 29.11 79.05
1623 63.15 55.21 59.31 44.34 132.59
1624 62.99 88.05 35.14 30.14 78.66
1625 63.19 10.85 25.95 21.13 66.32
1626 63.13 78.56 51.25 45.79 92.03
1627 62.96 25.25 31.56 27.78 119.78
1628 63.20 60.80 61.12 46.88 129.58
1629 63.14 68.45 60.67 58.03 113.81
1630 63.11 71.51 41.55 40.42 106.34
1631 63.27 85.15 40.08 35.17 84.07
1632 63.18 57.36 52.82 38.74 108.69
1633 63.29 22.99 34.19 33.50 98.00
1634 63.29 38.20 41.55 40.82 115.87
1635 63.37 47.15 45.14 33.88 112.28
1636 63.27 26.11 29.10 28.85 111.15
1637 63.61 35.49 35.97 37.16 108.43
1638 63.24 62.72 61.00 55.62 116.58
1639 63.47 7.07 15.66 11.32 56.73
1640 63.30 16.36 25.00 21.21 78.14
1641 63.42 64.14 51.05 42.00 112.05
1642 63.47 24.51 24.92 30.40 95.40
1643 63.46 27.40 23.43 27.43 114.36
1644 63.86 65.76 42.59 43.38 118.43
1645 63.54 31.45 34.72 41.17 118.56
1646 63.82 32.58 25.64 30.12 105.84
1647 63.84 48.99 43.15 39.54 114.45
1648 63.98 80.69 43.32 40.32 77.11
1649 63.82 8.65 18.26 14.28 57.11
1650 63.95 45.45 37.70 41.05 95.44
1651 63.99 18.70 23.45 25.90 69.55
1652 63.81 42.06 34.70 32.48 103.73
1653 63.72 88.21 23.45 18.80 73.51
1654 63.88 26.48 30.41 37.91 111.30
1655 63.99 51.13 45.84 38.29 112.27
1656 64.07 75.92 46.70 50.22 84.25
1657 63.78 78.64 36.94 33.22 86.22
1658 63.79 90.91 16.20 12.97 52.95
1659 64.07 53.51 49.35 43.57 118.35
1660 64.10 70.69 54.62 56.63 119.00
1661 63.96 72.85 48.56 48.24 99.36
1662 64.01 16.75 23.91 25.20 76.33
1663 63.90 20.75 26.52 31.52 84.21
1664 63.80 23.71 29.00 39.00 104.36
1665 64.10 39.87 34.55 51.30 115.42
1666 63.89 57.58 48.30 48.09 114.16
1667 63.96 10.24 19.92 19.63 64.18
1668 63.96 13.46 21.03 20.15 67.21
1669 64.21 59.82 42.11 43.63 124.97
1670 64.17 62.27 49.23 51.44 109.37
1671 64.09 11.99 22.62 25.29 67.00
1672 64.28 14.65 21.75 29.62 76.90
1673 64.04 55.50 43.65 45.04 122.81
1674 64.50 28.30 26.37 44.47 107.94
1675 64.38 37.13 32.99 52.66 117.68
1676 64.60 31.12 26.36 41.55 108.03
1677 64.43 25.19 23.98 35.40 99.97
1678 64.44 68.19 45.49 50.67 111.33
1679 64.38 87.21 25.55 26.14 67.73
1680 64.55 47.40 38.84 53.52 106.19
1681 64.51 21.59 22.06 39.25 93.06
1682 64.63 82.30 36.37 34.75 72.02
1683 64.79 78.94 39.60 40.73 80.10
1684 64.65 55.51 42.31 47.71 120.98
1685 64.76 11.93 18.65 20.89 69.49
1686 64.82 19.36 21.40 38.35 89.95
1687 64.88 66.38 41.87 56.95 108.30
1688 64.62 9.04 19.56 25.80 62.71
1689 64.65 63.87 35.82 41.88 122.09
1690 64.95 41.53 31.49 59.29 113.01
1691 64.87 49.62 36.44 46.01 111.85
1692 65.05 73.42 35.32 37.93 95.60
1693 64.69 88.54 16.33 16.92 55.42
1694 65.11 33.18 26.05 56.23 123.58
1695 65.12 35.79 28.18 52.23 109.48
1696 65.14 53.11 36.32 49.08 110.26
1697 65.05 76.81 32.70 35.98 92.54
1698 65.02 7.59 13.41 17.30 60.27
1699 64.96 86.80 25.67 26.71 66.08
1700 65.04 44.73 32.29 55.36 105.84
1701 65.23 69.82 38.96 51.24 93.63
1702 64.97 46.45 26.60 37.40 99.90
1703 65.24 62.09 37.48 54.02 119.39
1704 65.33 25.68 21.83 41.09 108.91
1705 65.37 38.28 29.42 66.96 126.48
1706 65.32 64.29 37.88 47.48 119.46
1707 65.38 75.34 36.84 44.53 96.29
1708 65.31 20.75 20.55 44.80 85.95
1709 65.39 60.17 33.04 52.62 113.78
1710 65.40 88.44 24.36 30.92 64.76
1711 65.64 81.19 29.34 40.17 82.74
1712 65.68 10.77 16.38 26.97 73.13
1713 65.53 90.19 14.69 17.49 43.61
1714 65.30 45.93 30.33 54.11 115.11
1715 65.51 22.91 20.82 51.85 102.49
1716 65.57 85.09 25.74 29.67 74.15
1717 65.69 14.50 19.78 35.56 74.05
1718 65.68 27.26 20.37 40.65 116.56
1719 65.61 29.48 21.55 45.53 109.87
1720 65.77 39.82 21.20 50.67 143.32
1721 65.60 47.65 33.37 72.44 108.71
1722 65.70 13.06 16.54 25.69 73.17
1723 66.26 7.23 10.91 26.04 56.90
1724 65.89 19.16 19.36 42.30 95.68
1725 65.76 56.95 27.71 47.24 112.94
1726 66.01 42.39 25.19 61.35 147.73
1727 66.00 49.89 31.29 65.07 111.61
1728 65.99 58.69 30.49 63.65 115.40
1729 65.81 8.25 12.89 32.78 62.78
1730 65.95 45.56 25.18 57.16 140.60
1731 66.25 77.84 27.69 37.67 91.14
1732 66.17 34.98 24.31 65.52 144.72
1733 66.20 37.16 27.14 71.25 139.48
1734 66.31 82.81 23.13 33.00 73.95
1735 66.23 74.66 31.65 46.88 95.84
1736 66.10 54.02 31.79 58.80 113.14
1737 65.96 55.50 31.33 56.07 114.20
1738 66.36 32.76 21.47 59.90 145.61
1739 66.32 24.43 19.29 52.08 118.92
1740 66.11 28.81 19.86 43.42 118.06
1741 66.25 71.92 34.20 48.64 86.81
1742 66.40 63.57 31.46 67.47 116.43
1743 66.38 68.08 34.52 62.10 88.65
1744 66.41 51.88 31.34 72.00 120.59
1745 66.60 15.91 15.48 29.82 95.47
1746 66.42 25.64 18.42 48.20 114.32
1747 66.54 46.13 25.46 60.45 149.33
1748 66.37 47.99 28.80 75.40 119.52
1749 66.36 10.44 12.96 26.32 82.64
1750 66.56 87.62 16.08 24.06 55.40
1751 66.81 21.09 17.49 44.15 122.13
1752 66.62 41.39 22.71 64.40 162.76
1753 66.62 60.65 29.57 63.30 119.00
1754 66.46 69.29 27.92 43.46 88.00
1755 66.57 39.63 27.04 83.93 155.73
1756 66.61 12.43 14.56 30.21 81.13
1757 66.76 27.80 20.72 60.08 137.03
1758 66.54 56.48 27.56 62.27 121.56
1759 66.77 30.57 19.06 54.30 138.85
1760 66.69 80.26 25.54 41.13 76.36
1761 66.94 13.75 15.94 39.61 89.07
1762 67.03 43.78 25.82 78.93 156.08
1763 67.09 9.66 12.03 25.74 86.32
1764 67.11 50.26 27.36 86.52 142.33
1765 67.15 58.68 25.42 58.95 140.33
1766 67.11 54.00 26.38 61.92 147.30
1767 67.24 65.71 30.51 68.14 111.08
1768 67.11 84.32 20.68 32.95 72.15
1769 67.29 36.30 20.28 61.87 170.40
1770 67.04 48.26 26.32 66.10 147.70
1771 67.03 69.81 27.83 56.33 92.78
1772 66.90 23.36 16.21 39.71 110.29
1773 67.17 17.63 14.54 25.89 101.85
1774 67.31 38.67 22.81 72.62 166.22
1775 67.22 29.41 19.31 61.95 141.13
1776 67.51 33.87 20.12 69.19 188.51
1777 67.32 41.63 22.27 63.18 168.46
1778 67.40 73.78 26.94 59.82 98.95
1779 67.39 80.61 22.13 38.48 82.89
1780 67.42 46.30 24.96 74.42 169.66
1781 67.45 77.29 23.71 43.36 87.80
1782 67.54 26.30 17.57 48.79 138.29
1783 67.24 57.53 26.00 66.83 167.50
1784 67.69 60.80 25.09 66.44 121.62
1785 67.71 63.04 25.78 75.33 119.79
1786 67.54 23.61 16.80 46.45 128.52
1787 67.69 67.92 26.48 64.90 95.63
1788 67.74 48.78 22.34 66.60 167.96
1789 67.71 51.86 24.39 86.53 166.73
1790 67.57 19.15 14.42 31.24 109.07
1791 67.76 56.04 26.00 68.08 137.60
1792 68.14 88.30 12.97 25.19 51.35
1793 67.87 15.48 13.52 31.38 112.18
1794 67.92 31.47 17.49 63.82 180.65
1795 68.14 85.55 15.62 29.61 71.46
1796 68.22 8.53 9.30 22.28 87.55
1797 68.15 40.04 20.43 58.87 187.56
1798 67.75 28.17 17.57 49.57 161.29
1799 68.08 13.28 13.23 36.07 108.86
1800 68.18 44.52 21.33 74.29 185.44
1801 67.85 12.18 13.00 33.71 114.79
1802 68.16 42.33 21.85 71.81 164.67
1803 68.08 82.54 19.33 37.33 87.69
1804 68.07 20.37 16.62 45.15 108.54
1805 67.93 21.97 14.53 28.20 121.13
1806 68.28 28.58 16.22 48.31 154.00
1807 68.30 17.01 14.47 32.10 112.21
1808 68.18 71.30 23.79 77.37 120.47
1809 68.30 54.16 25.50 81.37 162.94
1810 68.42 58.88 23.74 65.00 150.61
1811 68.07 59.60 18.88 43.38 156.12
1812 68.23 65.40 25.83 73.26 124.52
1813 68.35 75.54 18.16 37.68 101.14
1814 68.31 18.62 13.09 27.15 113.32
1815 68.44 34.97 18.79 60.98 183.10
1816 68.33 37.44 19.56 58.45 179.80
1817 68.40 68.81 23.94 74.44 112.73
1818 68.51 46.63 21.26 78.11 196.32
1819 68.47 81.66 18.23 34.61 93.36
1820 68.46 11.97 11.94 27.14 102.97
1821 68.55 72.53 19.20 58.24 110.06
1822 68.52 51.01 23.83 81.46 182.75
1823 68.61 74.16 23.83 65.95 115.36
1824 68.67 25.31 15.66 36.22 145.28
1825 68.58 49.01 23.63 85.54 187.52
1826 68.62 21.37 15.03 38.14 128.02
1827 68.54 64.03 23.56 71.69 132.59
1828 68.66 22.90 16.76 44.54 138.27
1829 68.63 60.74 23.54 60.29 131.29
1830 68.70 15.34 13.32 35.24 110.36
1831 68.54 70.09 22.29 59.71 116.43
1832 69.04 30.38 16.49 56.32 176.23
1833 69.17 66.73 20.61 56.80 141.45
1834 68.83 77.21 19.64 53.59 93.03
1835 69.18 80.03 17.73 47.14 95.72
1836 69.09 18.58 13.24 42.88 117.39
1837 69.37 39.29 17.44 56.63 175.74
1838 69.15 52.74 20.96 74.91 186.06
1839 68.99 13.97 12.73 39.51 110.29
1840 69.08 81.25 15.64 36.00 96.00
1841 69.00 89.60 8.07 13.27 29.53
1842 69.25 41.61 19.91 62.74 180.57
1843 69.50 10.53 9.38 26.53 98.92
1844 69.38 43.68 20.73 69.99 181.43
1845 69.38 55.14 21.70 69.44 166.21
1846 69.20 87.79 11.25 26.81 60.19
1847 69.53 28.14 15.03 45.45 145.06
1848 69.18 50.39 20.87 60.83 182.83
1849 69.23 63.71 16.95 34.14 149.27
1850 69.29 32.29 17.26 60.57 167.31
1851 69.49 85.70 12.65 26.31 69.85
1852 69.69 22.17 13.71 37.80 139.40
1853 69.51 35.85 17.77 58.26 167.71
1854 69.62 72.79 18.92 57.40 131.75
