#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
gb8 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
601 36.62 24.54 80.86 38.88 104.22
602 36.46 79.18 148.90 53.73 26.41
603 36.69 88.71 90.46 59.31 13.83
604 36.79 26.76 80.82 38.44 110.30
605 36.73 12.61 56.97 30.94 90.26
606 36.81 40.98 97.71 46.39 118.74
607 36.71 59.53 127.34 50.37 70.68
608 36.70 16.82 62.31 28.55 90.98
609 36.77 63.68 129.27 50.38 63.92
610 36.82 74.70 156.13 58.64 31.38
611 36.81 84.82 115.14 55.50 20.82
612 36.93 33.26 84.18 42.18 108.93
613 36.94 91.73 55.72 61.10 9.48
614 36.99 50.95 109.43 50.80 103.70
615 37.14 9.82 54.33 29.67 64.39
616 37.05 68.14 138.43 51.78 42.78
617 37.38 7.11 39.92 29.19 41.33
618 37.08 47.79 102.26 50.12 95.10
619 37.18 61.65 138.44 53.68 68.79
620 37.16 81.81 124.56 60.61 20.75
621 37.31 22.04 74.62 37.41 88.60
622 37.36 72.34 150.19 57.95 33.29
623 37.46 30.87 77.37 43.55 97.45
624 37.53 43.28 101.93 50.78 99.19
625 37.39 53.55 126.86 54.76 73.48
626 37.55 55.59 139.25 57.03 61.22
627 37.56 57.76 141.28 57.78 57.42
628 37.60 65.37 140.75 61.36 49.37
629 37.63 86.75 101.98 69.72 14.88
630 37.59 35.64 89.78 45.57 86.68
631 37.69 14.08 63.52 34.07 71.62
632 37.73 19.58 66.48 38.03 73.35
633 37.83 28.52 79.99 42.47 81.97
634 37.73 39.00 95.88 49.56 86.58
635 37.67 78.61 141.48 63.97 22.99
636 37.88 16.98 63.49 37.06 71.98
637 37.74 45.60 104.80 52.22 84.07
638 37.86 75.63 141.17 70.41 24.63
639 37.93 49.55 122.54 53.49 79.58
640 37.99 70.02 146.66 70.97 33.20
641 38.11 24.01 79.80 45.11 77.92
642 38.11 59.69 155.16 67.01 50.19
643 37.93 90.29 71.63 70.34 11.16
644 38.21 26.33 84.91 45.38 75.28
645 38.14 63.07 154.94 65.78 45.69
646 38.17 32.79 77.94 46.16 75.85
647 38.10 83.72 112.49 71.06 18.49
648 38.29 52.00 135.49 59.15 60.66
649 38.27 41.15 107.69 52.52 76.69
650 38.28 67.63 144.83 68.87 35.29
651 38.39 10.61 63.29 35.30 47.54
652 38.52 37.48 103.74 56.65 61.76
653 38.58 47.47 137.00 58.85 66.53
654 38.60 72.18 139.45 73.92 25.95
655 38.68 80.62 111.98 81.51 19.52
656 38.86 53.95 150.10 67.33 46.42
657 38.76 56.23 151.49 73.05 43.02
658 38.76 34.97 103.48 55.75 60.97
659 38.92 7.19 52.30 35.34 30.78
660 38.96 21.99 80.85 46.39 57.52
661 38.86 30.20 88.13 50.78 60.32
662 38.92 61.17 156.94 71.03 36.13
663 38.89 77.78 123.41 88.13 20.64
664 38.95 45.13 131.46 60.17 64.49
665 38.85 14.16 71.64 35.99 43.12
666 38.98 65.60 153.26 79.97 34.50
667 38.96 74.52 133.96 87.80 24.17
668 38.99 93.60 21.33 63.26 6.32
669 39.02 19.21 73.21 42.32 47.04
670 39.03 42.68 128.79 62.21 64.77
671 39.10 85.71 84.80 85.12 15.28
672 39.16 91.23 43.12 86.66 10.24
673 39.13 50.32 133.17 62.31 47.10
674 39.15 58.31 152.15 76.40 38.92
675 39.01 88.46 75.45 94.35 12.47
676 39.28 69.48 136.14 84.65 27.04
677 39.35 27.85 93.91 54.59 54.41
678 39.35 39.58 122.83 66.79 51.38
679 39.35 63.54 150.89 88.47 35.53
680 39.34 82.98 94.29 92.02 17.45
681 39.56 16.89 78.14 43.90 44.53
682 39.38 25.20 115.19 59.20 63.63
683 39.44 32.79 114.08 60.23 51.54
684 39.70 10.90 70.93 42.14 33.16
685 39.56 36.61 116.28 64.30 46.78
686 40.08 8.51 70.50 44.46 23.01
687 39.78 48.10 137.80 73.26 49.43
688 39.79 75.98 106.04 108.36 19.73
689 39.91 67.20 131.08 100.39 25.88
690 39.94 55.33 156.57 84.76 32.06
691 40.14 14.07 76.97 48.32 31.30
692 40.07 30.66 118.30 62.17 40.97
693 40.06 52.96 173.97 83.98 35.05
694 40.04 73.30 113.35 115.08 21.89
695 40.15 41.77 141.27 66.57 41.73
696 40.03 61.72 139.96 92.26 28.59
697 40.02 80.65 83.95 110.00 17.66
698 39.98 88.26 61.72 101.86 13.80
699 40.16 23.25 97.77 54.61 37.56
700 40.12 44.38 140.17 68.04 42.90
701 40.20 70.94 111.23 111.11 23.95
702 40.20 20.07 96.86 51.79 37.22
703 40.23 50.73 158.49 82.12 36.80
704 40.28 59.20 142.81 98.19 29.84
705 40.20 78.07 84.76 120.03 19.65
706 40.37 34.53 133.60 66.10 37.49
707 40.36 93.72 18.34 81.76 7.34
708 40.37 57.09 149.90 91.69 30.58
709 40.37 64.86 128.42 110.88 28.42
710 40.53 6.19 60.82 48.84 16.96
711 40.44 38.02 144.30 74.66 35.83
712 40.28 85.20 63.40 111.58 15.66
713 40.44 91.05 36.72 103.14 9.94
714 40.53 26.37 110.86 66.14 34.11
715 40.66 28.76 121.42 66.58 35.39
716 40.67 46.52 142.17 79.89 39.13
717 40.88 39.99 134.26 78.11 35.15
718 40.82 68.90 107.07 115.95 23.52
719 40.87 16.60 86.51 54.37 27.70
720 40.99 32.03 123.90 79.18 33.39
721 40.91 82.28 66.77 117.35 16.22
722 41.02 12.21 78.46 55.20 22.81
723 40.94 74.94 78.56 124.58 19.26
724 41.03 48.96 136.57 89.34 31.71
725 41.02 54.42 149.72 106.91 30.09
726 41.01 61.44 118.83 124.13 27.28
727 41.26 36.21 149.55 82.58 33.27
728 41.22 86.73 57.06 124.50 13.61
729 41.35 22.29 96.00 74.92 27.03
730 41.30 51.71 150.91 107.96 30.49
731 41.29 66.74 98.18 128.50 23.27
732 41.46 19.38 95.90 66.10 26.23
733 41.31 64.08 101.78 136.17 25.66
734 41.40 72.35 76.49 141.82 20.86
735 41.47 89.61 44.78 116.54 12.03
736 41.47 24.93 96.34 77.50 27.46
737 41.49 42.10 141.54 92.06 32.94
738 41.48 44.23 146.68 90.85 30.68
739 41.32 78.36 63.06 134.98 18.00
740 41.49 59.33 124.59 126.09 26.44
741 41.69 7.40 63.06 65.98 16.79
742 41.61 10.12 76.95 64.30 21.05
743 41.54 56.60 128.68 124.68 26.71
744 41.68 33.90 128.86 86.80 28.31
745 41.83 30.15 119.00 94.44 26.38
746 41.80 92.19 31.17 105.30 9.44
747 41.97 14.61 81.46 71.04 21.67
748 41.77 27.82 109.10 84.48 28.17
749 41.95 38.15 130.94 102.16 29.12
750 41.81 69.93 77.16 145.87 21.90
751 41.92 46.28 131.66 107.66 28.27
752 42.08 84.06 61.13 129.30 15.99
753 41.94 75.88 64.69 151.69 18.52
754 41.98 80.92 59.18 141.67 15.93
755 42.03 48.63 130.03 117.26 29.11
756 42.06 54.42 112.93 137.67 25.68
757 42.06 61.90 86.27 147.94 24.56
758 42.32 4.98 40.62 68.79 12.20
759 42.13 17.29 89.02 75.68 20.98
760 42.29 40.25 131.43 108.46 28.71
761 42.31 67.25 71.84 155.51 22.21
762 42.33 51.73 122.55 135.42 26.88
763 42.37 57.97 105.89 156.49 25.32
764 42.34 64.51 75.44 152.46 22.67
765 42.57 12.41 64.13 81.57 18.60
766 42.41 32.14 113.67 101.48 24.50
767 42.40 21.71 80.44 91.71 21.73
768 42.51 36.07 122.56 118.00 26.42
769 42.60 73.91 62.78 166.95 20.43
770 42.57 86.88 54.67 137.56 13.68
771 42.72 24.63 76.07 113.79 22.35
772 42.66 26.89 82.71 107.60 23.67
773 42.68 77.55 57.39 154.26 17.78
774 42.70 43.06 116.60 122.10 26.60
775 42.80 71.59 58.11 162.86 20.11
776 42.74 89.38 45.46 125.79 11.60
777 42.78 9.28 53.84 83.34 15.29
778 42.90 59.96 80.29 151.96 21.89
779 42.97 34.17 106.33 136.26 23.94
780 42.88 45.61 109.96 132.07 26.34
781 43.00 29.59 86.41 122.00 23.21
782 42.98 49.90 107.64 143.52 25.17
783 43.08 56.14 86.27 159.77 24.42
784 43.10 69.39 59.48 168.33 20.98
785 43.20 19.89 67.46 108.00 18.81
786 43.06 80.23 63.01 164.06 17.32
787 43.09 91.61 39.04 121.62 9.25
788 43.13 53.85 89.13 160.52 24.77
789 43.11 17.25 69.84 97.26 18.23
790 43.25 38.06 94.14 129.45 24.35
791 43.18 62.23 70.64 168.19 22.93
792 43.33 83.27 62.67 148.30 15.87
793 43.43 47.74 90.23 156.97 26.29
794 43.48 7.04 41.26 102.97 13.57
795 43.39 40.98 91.15 140.59 27.57
796 43.46 64.81 65.62 181.36 22.59
797 43.57 15.05 61.05 107.66 17.35
798 43.57 22.73 61.29 122.37 19.06
799 43.59 32.17 75.56 137.65 23.35
800 43.59 67.35 68.11 188.37 22.14
801 43.60 75.29 60.60 172.24 17.14
802 43.65 11.56 46.56 97.89 16.02
803 43.67 58.51 71.24 176.97 23.60
804 43.80 51.78 79.88 171.45 24.68
805 43.72 27.24 63.50 137.86 20.05
806 43.75 44.12 87.00 151.02 25.10
807 43.85 35.46 78.86 145.79 24.05
808 43.85 85.98 63.76 140.16 13.97
809 43.84 78.02 64.17 171.39 16.14
810 43.84 88.80 61.51 130.34 13.04
811 43.96 72.71 64.35 189.70 18.76
812 44.05 93.10 37.61 115.74 8.70
813 44.08 25.12 62.27 152.24 21.11
814 44.15 29.53 62.30 160.35 22.17
815 44.14 81.29 65.04 157.58 16.96
816 44.35 70.41 70.54 193.32 18.97
817 44.37 39.38 70.25 165.90 24.22
818 44.33 49.54 73.13 175.41 23.47
819 44.29 54.28 65.25 187.85 24.28
820 44.28 56.63 68.90 189.00 23.38
821 44.24 62.48 72.54 201.70 24.95
822 44.45 9.63 38.45 121.55 15.58
823 44.43 17.31 46.64 124.75 16.14
824 44.39 42.03 70.65 167.60 22.41
825 44.43 46.27 64.89 169.54 24.46
826 44.42 20.17 48.61 135.14 17.14
827 44.49 60.20 70.20 191.67 22.95
828 44.59 36.99 67.64 172.22 24.42
829 44.60 13.85 43.59 118.42 16.21
830 44.68 90.58 70.32 139.42 11.49
831 44.54 65.78 74.75 198.27 21.60
832 44.82 6.60 32.42 114.59 12.84
833 44.71 31.71 54.57 169.54 20.97
834 44.77 68.20 75.82 196.97 22.20
835 44.95 34.10 55.89 169.33 21.64
836 44.78 75.14 77.10 185.92 18.01
837 44.87 27.69 56.68 170.44 20.43
838 44.88 78.03 78.01 172.73 16.95
839 45.07 84.37 81.00 156.02 15.58
840 45.21 22.18 42.31 158.58 18.91
841 45.07 24.35 50.40 175.09 18.79
842 45.11 44.29 64.61 187.66 24.80
843 45.09 52.80 66.84 195.08 23.70
844 44.95 87.47 80.97 144.38 12.95
845 45.12 63.56 75.66 204.64 21.98
846 45.23 72.58 90.60 193.91 18.48
847 45.25 58.28 73.59 204.78 23.40
848 45.37 50.64 67.77 200.81 23.44
849 45.22 81.01 84.32 173.20 16.94
850 45.31 93.93 41.47 116.44 8.52
851 45.36 47.71 59.68 198.07 23.66
852 45.38 11.99 37.22 135.12 16.05
853 45.39 55.72 69.76 202.07 23.69
854 45.54 29.96 51.90 190.29 21.40
855 45.42 41.49 59.00 195.35 22.33
856 45.61 38.87 57.57 182.97 21.49
857 45.58 61.13 78.08 200.60 23.82
858 45.72 17.34 40.78 149.91 16.49
859 45.75 26.18 49.60 181.58 18.32
860 45.75 36.33 58.39 187.83 21.53
861 45.71 65.62 92.43 202.90 22.14
862 45.72 70.26 103.70 201.58 20.70
863 45.76 14.73 39.68 152.09 16.45
864 45.76 19.94 40.08 159.31 16.62
865 45.81 8.74 32.41 129.72 13.72
866 45.73 10.50 43.21 142.21 14.97
867 45.94 91.63 79.09 144.70 10.20
868 45.91 67.93 96.90 206.92 20.76
869 46.11 31.93 55.55 197.58 20.64
870 45.87 74.94 97.08 183.72 17.62
871 45.99 88.93 98.78 156.51 12.97
872 45.99 78.46 95.65 178.22 17.06
873 46.26 28.24 54.89 196.63 19.69
874 46.30 43.52 61.08 206.09 24.18
875 46.26 46.00 64.66 211.31 23.76
876 46.14 82.32 101.63 170.10 16.55
877 46.31 23.83 47.61 191.31 18.41
878 46.28 34.27 57.77 191.62 21.64
879 46.29 53.95 83.79 213.22 23.12
880 46.31 48.95 70.29 216.19 23.61
881 46.31 63.31 102.05 210.75 21.69
882 46.32 85.90 108.71 154.16 15.25
883 46.37 58.97 88.28 211.50 23.92
884 46.46 51.69 76.39 211.89 22.65
885 46.49 41.12 58.12 196.46 23.25
886 46.50 56.56 99.62 214.83 23.71
887 46.51 71.79 125.40 203.52 19.22
888 46.65 6.68 30.73 135.44 12.70
889 46.67 93.61 54.06 135.59 8.66
890 46.69 12.26 38.41 156.38 14.69
891 46.71 38.27 60.44 200.06 23.77
892 46.83 61.26 98.02 217.29 22.05
893 46.79 76.78 107.28 189.91 17.56
894 46.93 22.00 46.14 191.78 18.06
895 46.88 65.81 119.97 207.09 19.97
896 46.97 19.64 46.45 175.03 17.41
897 46.94 25.95 52.78 194.95 18.38
898 46.90 74.09 119.20 199.12 17.50
899 47.01 14.92 44.18 173.06 16.07
900 47.05 17.26 56.47 200.06 17.27
901 46.99 80.21 104.17 172.74 16.87
902 47.09 68.27 113.51 212.36 20.36
903 47.19 29.32 64.65 202.55 21.17
904 47.11 83.55 102.29 167.78 15.78
905 47.34 9.78 37.89 147.98 13.85
906 47.15 88.81 89.96 155.16 12.57
907 47.26 35.03 70.19 205.80 21.80
908 47.32 44.91 74.08 216.47 23.59
909 47.30 47.42 82.09 218.95 23.30
910 47.34 50.07 93.08 217.48 22.97
911 47.38 31.63 64.93 205.95 20.51
912 47.39 54.71 119.48 228.79 26.49
913 47.49 70.35 126.81 207.90 20.32
914 47.56 91.54 70.21 147.38 12.47
915 47.48 63.54 121.46 217.19 21.60
916 47.67 37.01 79.22 214.88 21.67
917 47.51 40.92 71.59 214.00 21.25
918 47.60 57.17 130.32 216.63 22.43
919 47.64 59.54 125.42 218.77 22.20
920 47.80 52.30 96.43 220.57 22.94
921 47.82 86.64 79.05 157.67 14.58
922 47.79 24.03 56.92 201.33 17.24
923 47.82 72.61 127.27 208.89 17.57
924 47.79 77.80 100.33 192.54 17.30
925 47.93 26.91 72.07 202.41 19.07
926 47.90 7.33 41.77 149.20 13.23
927 48.07 42.91 82.14 221.25 22.05
928 47.94 75.07 111.78 207.56 16.99
929 47.90 94.10 41.36 123.95 8.79
930 47.91 4.51 36.34 132.21 11.82
931 48.05 12.30 49.47 166.56 15.66
932 48.10 21.08 52.49 187.84 17.54
933 48.11 33.37 80.95 213.85 20.64
934 48.13 39.09 80.36 218.25 22.32
935 48.09 61.71 120.96 222.46 22.11
936 48.04 65.55 125.05 214.44 20.26
937 48.09 80.99 86.61 173.45 16.40
938 48.22 18.22 50.67 174.11 15.62
939 48.26 84.10 83.69 166.40 14.96
940 48.44 89.93 73.24 155.86 11.85
941 48.38 14.94 47.59 168.94 14.64
942 48.39 29.22 72.43 208.62 20.18
943 48.30 68.02 118.26 207.88 21.15
944 48.35 48.28 97.06 217.35 23.11
945 48.51 45.00 89.83 226.70 24.13
946 48.45 54.34 107.97 213.32 24.55
947 48.69 35.68 97.89 212.59 20.83
948 49.03 95.29 20.95 107.75 6.65
949 48.74 51.18 102.34 221.05 22.89
950 48.67 57.43 111.59 222.24 23.17
951 48.81 70.47 100.11 203.70 19.45
952 48.90 31.52 82.97 218.63 19.97
953 48.86 23.37 66.51 200.24 17.56
954 48.88 41.04 97.17 220.70 22.30
955 48.87 59.96 113.33 225.57 21.98
956 48.85 76.47 86.95 200.32 16.79
957 48.94 9.44 48.27 159.92 13.02
958 48.94 79.10 74.78 191.54 17.46
959 49.01 26.08 74.99 203.23 19.37
960 48.95 73.10 84.45 211.67 17.97
961 48.79 88.02 60.13 150.09 13.22
962 49.01 5.77 35.62 146.13 12.16
963 49.10 62.51 108.45 219.77 23.48
964 49.06 92.45 48.68 148.95 10.22
965 49.11 38.02 90.31 224.59 22.07
966 49.10 65.06 101.56 212.31 21.69
967 49.29 46.86 101.38 223.86 23.32
968 49.22 86.97 62.82 157.02 15.70
969 49.26 16.92 47.49 179.12 15.25
970 49.32 20.93 53.04 199.03 16.84
971 49.35 82.34 65.99 166.70 16.69
972 49.39 12.03 42.89 162.07 14.22
973 49.43 33.90 83.75 213.30 20.68
974 49.45 54.63 92.62 217.27 22.51
975 49.38 67.67 83.22 213.48 21.18
976 49.61 85.03 62.13 170.08 14.93
977 49.49 49.36 95.42 227.40 23.02
978 49.44 29.14 68.22 213.30 20.19
979 49.65 44.56 93.54 222.59 23.39
980 49.50 88.40 57.94 149.12 13.88
981 49.90 90.32 48.90 152.19 11.60
982 49.85 42.21 91.46 216.05 21.95
983 49.81 57.08 82.58 218.23 21.66
984 49.78 74.82 67.15 203.46 16.30
985 49.85 51.71 80.49 219.81 22.63
986 49.88 14.54 42.78 177.48 14.11
987 49.97 18.94 48.33 188.36 16.74
988 49.88 59.52 83.01 212.69 22.19
989 49.87 24.06 61.09 205.58 17.55
990 49.98 39.75 85.94 220.71 22.11
991 49.94 77.64 62.91 197.46 17.34
992 50.07 69.83 65.31 201.06 19.22
993 50.03 72.27 67.44 211.76 18.15
994 50.03 8.20 37.77 161.93 13.26
995 50.14 26.98 57.89 204.57 19.19
996 50.12 36.82 83.38 219.95 21.15
997 50.05 63.61 79.18 225.71 21.69
998 50.09 80.20 60.77 181.72 16.67
999 50.25 5.00 30.77 142.67 11.66
1000 50.26 32.14 65.08 218.98 20.28
1001 50.48 65.48 63.00 218.65 21.37
1002 50.44 29.79 58.61 214.02 18.41
1003 50.58 48.10 80.72 221.10 22.62
1004 50.57 53.41 72.00 217.24 22.23
1005 50.62 62.04 67.84 220.40 23.25
1006 50.45 87.93 48.26 146.44 13.34
1007 50.60 21.88 47.84 195.01 17.43
1008 50.60 67.73 61.02 210.27 19.09
1009 50.64 92.72 34.51 151.12 9.94
1010 50.63 12.16 36.40 163.78 14.33
1011 50.59 34.54 67.91 222.62 21.33
1012 50.72 45.91 72.91 222.64 22.09
1013 50.84 16.20 41.24 178.27 14.23
1014 50.76 55.68 70.56 216.38 23.15
1015 50.86 43.69 71.18 222.37 23.29
1016 50.86 50.34 70.81 225.21 21.55
1017 50.87 82.41 52.70 166.95 15.83
1018 50.98 85.56 50.08 160.65 14.89
1019 50.89 76.34 58.10 199.63 17.37
1020 50.93 24.68 53.58 198.71 18.90
1021 51.05 73.91 60.69 204.26 17.83
1022 50.97 59.86 64.88 221.29 21.07
1023 51.05 8.56 33.93 162.70 12.89
1024 51.04 38.80 61.99 224.42 21.69
1025 51.15 18.78 39.84 185.55 16.20
1026 51.28 41.56 65.30 216.94 21.76
1027 51.12 71.25 58.40 202.43 17.72
1028 51.25 78.82 54.96 184.86 17.20
1029 51.33 57.69 63.73 226.61 21.82
1030 51.38 28.15 51.93 207.81 18.72
1031 51.46 35.91 55.82 222.48 21.00
1032 51.50 30.70 52.46 216.61 19.46
1033 51.49 64.54 61.82 225.06 22.69
1034 51.54 91.24 43.72 152.56 11.53
1035 51.65 32.87 55.23 220.80 20.67
1036 51.58 52.46 59.91 223.54 22.58
1037 51.59 5.06 26.13 138.51 11.97
1038 51.69 88.74 48.31 158.00 12.55
1039 51.70 21.30 42.15 195.29 16.56
1040 51.75 69.28 62.97 207.09 19.43
1041 51.86 14.10 38.78 173.25 12.91
1042 51.82 66.92 62.41 209.73 20.14
1043 51.76 11.33 35.61 162.49 12.98
1044 51.84 25.89 53.12 205.96 18.04
1045 51.80 61.88 60.20 219.43 21.90
1046 51.92 46.28 61.25 215.55 21.54
1047 52.00 48.64 61.57 217.19 22.81
1048 52.05 54.60 62.24 218.48 23.02
1049 52.13 7.88 31.39 154.54 12.71
1050 52.09 39.75 54.89 224.11 21.51
1051 52.03 75.80 73.99 199.28 16.97
1052 52.14 83.36 61.58 171.49 15.70
1053 52.18 43.58 60.09 219.80 21.76
1054 52.18 80.71 59.12 166.86 15.97
1055 52.35 23.29 50.46 191.67 17.38
1056 52.21 50.66 60.12 221.50 22.29
1057 52.20 59.29 63.48 219.85 21.89
1058 52.15 72.69 67.85 204.42 18.85
1059 52.36 86.13 58.17 161.33 14.54
1060 52.24 16.63 41.69 172.50 14.91
1061 52.29 37.50 51.95 218.71 21.80
1062 52.43 19.26 48.04 196.70 15.80
1063 52.48 56.77 65.32 222.60 22.65
1064 52.49 34.29 56.57 220.24 20.57
1065 52.60 30.35 48.45 203.06 19.90
1066 52.62 78.07 68.80 184.90 16.20
1067 52.56 63.80 66.56 205.43 20.44
1068 52.70 27.40 51.95 205.09 19.11
1069 52.75 91.62 53.70 161.18 9.85
1070 52.90 41.16 58.43 222.59 22.30
1071 52.83 70.72 90.41 207.94 19.05
1072 52.94 52.32 64.62 216.41 22.40
1073 52.99 10.57 37.03 149.77 12.57
1074 52.91 61.05 81.93 216.53 21.14
1075 53.03 66.21 79.52 200.11 20.04
1076 53.01 45.25 64.06 216.98 22.56
1077 53.04 88.66 61.01 151.02 11.93
1078 53.09 68.52 90.08 201.30 21.34
1079 53.04 74.42 95.69 198.98 17.04
1080 53.17 14.41 46.44 164.38 14.89
1081 53.29 24.71 53.38 186.73 17.56
1082 53.27 35.87 57.52 219.70 20.36
1083 53.24 47.81 72.17 223.18 22.66
1084 53.32 20.84 51.16 183.09 16.52
1085 53.41 54.42 81.47 209.19 20.57
1086 53.31 7.45 39.66 154.61 12.19
1087 53.49 33.24 59.77 207.27 19.69
1088 53.32 83.41 76.81 161.68 15.50
1089 53.44 17.27 51.73 169.01 14.01
1090 53.48 38.18 61.50 215.74 20.48
1091 53.60 49.93 67.64 214.02 21.88
1092 53.59 80.11 77.73 167.99 15.78
1093 53.58 28.73 61.28 207.45 18.45
1094 53.54 56.72 104.21 212.19 21.23
1095 53.60 4.97 29.47 137.32 11.83
1096 53.67 42.77 76.85 214.93 22.54
1097 53.62 59.05 92.36 209.94 21.53
1098 53.63 76.88 86.63 189.56 16.38
1099 53.89 31.07 68.81 199.57 20.30
1100 53.81 64.37 93.77 209.64 20.97
1101 53.74 72.14 109.53 205.56 18.51
1102 53.80 62.11 93.36 215.34 22.90
1103 53.98 12.50 48.31 152.85 13.58
1104 53.89 86.47 81.43 147.48 15.15
1105 53.92 90.41 69.15 148.18 10.82
1106 54.20 93.10 53.61 132.98 9.04
1107 54.22 26.73 82.10 196.96 19.18
1108 54.09 40.17 73.79 216.02 22.03
1109 54.04 45.90 78.89 219.16 22.16
1110 54.13 68.86 121.12 192.50 20.00
1111 54.10 52.06 102.87 209.87 21.85
1112 54.35 21.89 66.97 184.68 16.68
1113 54.39 18.88 57.87 175.49 14.87
1114 54.28 74.75 103.73 198.55 18.64
1115 54.47 9.58 48.30 139.58 12.24
1116 54.32 66.38 124.20 202.33 19.96
1117 54.39 82.83 111.05 183.45 18.80
1118 54.53 24.27 66.97 180.28 16.84
1119 54.46 35.69 78.62 209.56 21.01
1120 54.54 48.24 100.56 215.98 22.08
1121 54.58 55.85 115.81 209.83 22.40
1122 54.74 15.86 58.53 152.49 13.51
1123 54.60 43.77 92.05 220.29 22.33
1124 54.63 78.04 97.82 175.22 16.38
1125 54.71 95.25 30.66 90.83 5.86
1126 54.72 6.43 42.83 143.71 12.07
1127 54.76 33.31 88.18 190.93 18.93
1128 54.73 53.81 123.49 211.02 19.76
1129 54.75 58.27 111.75 200.43 21.32
1130 54.80 70.49 134.06 190.46 18.43
1131 54.82 38.19 77.54 211.17 20.36
1132 54.79 60.43 100.63 201.14 22.29
1133 54.88 29.46 85.87 194.64 17.99
1134 54.88 62.83 110.13 197.39 21.11
1135 54.98 80.44 106.34 167.94 16.98
1136 54.96 85.89 90.42 138.24 14.26
1137 54.97 89.71 93.45 134.01 11.91
1138 55.10 51.17 100.65 195.44 21.83
1139 55.02 72.95 129.84 186.53 18.16
1140 55.19 40.84 90.46 203.13 21.56
1141 55.19 13.32 58.79 139.36 13.58
1142 55.16 45.98 128.28 224.13 25.42
1143 55.28 64.92 129.57 201.77 20.55
1144 55.23 67.35 122.95 188.18 18.90
1145 55.48 75.71 106.58 178.79 17.12
1146 55.47 26.92 91.60 179.55 17.68
1147 55.60 21.32 74.92 166.46 16.37
1148 55.59 31.54 83.65 187.85 19.38
1149 55.52 18.47 64.67 167.21 13.52
1150 55.51 92.40 71.54 120.86 9.73
1151 55.64 36.45 102.47 203.13 19.52
1152 55.57 48.86 109.94 199.09 21.77
1153 55.66 43.37 112.88 200.02 22.70
1154 55.67 7.90 52.10 131.18 12.05
1155 55.67 24.15 87.03 179.12 16.43
1156 55.67 57.01 109.68 197.02 22.29
1157 55.80 88.18 97.61 129.67 12.54
1158 55.75 82.40 101.76 151.01 15.72
1159 55.87 10.79 57.76 133.42 13.24
1160 55.94 34.11 95.58 187.06 20.79
1161 55.80 53.56 114.09 187.59 21.34
1162 55.84 78.42 105.36 164.56 15.93
1163 55.86 60.82 112.75 185.68 22.12
1164 55.90 70.78 127.08 178.94 18.70
1165 56.06 4.37 39.24 111.92 10.57
1166 56.09 38.69 91.56 196.23 19.38
1167 55.99 86.05 89.81 130.84 14.59
1168 56.19 28.99 85.94 176.41 18.28
1169 56.14 73.32 111.50 173.66 17.25
1170 56.27 16.05 67.01 141.38 14.51
1171 56.15 63.18 112.64 179.66 19.11
1172 56.14 68.24 115.00 187.28 19.82
1173 56.19 45.90 107.44 185.28 21.65
1174 56.27 84.46 101.27 123.86 15.09
1175 56.33 51.15 92.49 186.30 21.08
1176 56.45 41.61 108.35 184.26 20.41
1177 56.36 65.57 119.95 180.03 19.52
1178 56.57 2.11 25.87 84.07 8.02
1179 56.58 13.13 59.63 132.79 13.19
1180 56.49 55.61 117.79 175.02 20.78
1181 56.54 59.01 101.03 179.91 21.17
1182 56.60 90.46 93.34 123.06 11.16
1183 56.64 19.12 65.60 147.20 14.60
1184 56.77 93.02 73.64 113.28 8.91
1185 56.65 48.60 94.39 180.42 21.86
1186 56.79 6.48 44.37 115.54 12.34
1187 56.75 26.48 89.99 160.58 15.90
1188 56.72 80.79 102.51 148.78 16.56
1189 56.77 31.27 77.78 172.13 18.35
1190 56.99 21.96 81.50 153.16 16.24
1191 56.91 24.23 81.71 167.38 16.65
1192 56.91 75.25 92.84 152.44 15.91
1193 56.89 36.23 76.19 175.01 20.63
1194 56.86 77.96 102.11 163.00 16.82
1195 57.08 43.88 94.40 173.51 20.75
1196 57.07 9.59 49.51 110.89 12.33
1197 57.05 39.47 87.64 178.26 19.49
1198 56.98 53.08 93.78 165.95 21.47
1199 57.00 61.55 91.76 161.29 20.73
1200 57.03 87.60 90.52 119.51 13.64
1201 57.04 69.30 99.67 162.89 19.30
1202 57.03 71.80 96.11 162.30 18.42
1203 57.22 33.58 74.95 166.29 19.86
1204 57.49 46.03 73.66 158.68 20.72
1205 57.35 57.40 86.92 163.15 20.25
1206 57.47 28.64 69.53 166.02 18.71
1207 57.46 63.86 84.02 149.70 20.32
1208 57.31 66.48 95.12 165.71 20.20
1209 57.60 82.79 86.75 134.67 14.08
1210 57.46 85.38 94.04 124.22 15.19
1211 57.58 17.06 49.93 126.30 14.74
1212 57.83 14.31 41.15 110.17 13.90
1213 57.68 50.67 74.57 151.03 21.80
1214 57.89 4.61 31.49 92.33 10.14
1215 57.67 41.58 76.89 146.66 19.94
1216 57.76 55.01 76.27 158.10 22.10
1217 57.85 19.79 58.06 140.01 15.47
1218 57.78 48.25 77.00 157.40 20.66
1219 57.95 37.94 64.13 146.67 19.96
1220 57.84 59.66 74.87 154.31 20.58
