#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ms16 14A 4 even-skipped Kruppel bicoid
627 35.38 41.76 129.14 15.80 46.82
628 35.47 55.86 91.58 14.93 40.98
629 35.60 76.51 102.53 17.14 36.26
630 35.53 50.95 105.45 16.01 45.42
631 35.72 64.36 95.28 17.22 39.82
632 35.86 21.70 106.15 12.58 36.47
633 35.64 68.08 96.31 18.18 39.72
634 35.51 83.28 97.06 13.71 31.41
635 35.88 15.54 106.99 12.77 34.46
636 35.84 44.18 122.91 16.94 48.45
637 35.69 48.65 110.33 17.15 48.24
638 35.68 81.67 104.35 18.40 34.59
639 35.79 31.05 97.89 14.38 40.58
640 35.84 39.19 110.32 15.64 42.24
641 35.70 79.61 109.88 17.40 32.56
642 35.87 33.57 102.73 14.58 38.31
643 35.90 46.59 116.11 17.37 49.26
644 35.87 36.63 103.59 14.64 42.84
645 35.91 73.73 104.52 18.57 35.54
646 35.96 11.57 100.29 10.56 32.04
647 36.04 59.51 86.09 17.14 39.26
648 36.28 17.70 96.81 11.79 35.36
649 36.15 78.63 123.55 19.05 35.11
650 36.24 90.69 99.21 14.79 28.90
651 36.21 23.98 96.36 13.16 37.44
652 36.48 9.17 84.42 9.56 28.11
653 36.40 26.56 99.23 13.20 37.21
654 36.36 54.23 89.15 18.49 43.21
655 36.42 57.24 89.26 17.54 43.43
656 36.43 71.19 130.10 19.88 35.24
657 36.48 84.20 125.56 20.46 33.85
658 36.49 28.97 94.71 14.77 37.81
659 36.35 41.78 112.12 16.91 45.40
660 36.49 49.94 100.74 19.36 48.23
661 36.52 61.74 102.31 17.67 38.09
662 36.53 66.09 114.73 19.94 37.55
663 36.57 87.27 112.80 19.82 32.21
664 36.81 13.78 92.30 12.19 33.05
665 36.72 51.85 90.55 19.18 45.14
666 36.77 81.59 126.94 20.80 35.74
667 36.73 35.04 90.42 15.30 39.87
668 36.83 76.56 128.93 21.41 34.89
669 36.89 47.86 100.73 20.03 46.33
670 36.98 68.63 135.86 24.26 37.76
671 36.87 19.94 88.89 13.76 35.30
672 36.94 45.82 101.78 18.18 47.34
673 36.91 39.31 93.39 16.60 43.76
674 37.01 30.87 90.32 14.26 37.18
675 37.02 43.75 99.23 18.36 44.91
676 37.26 93.06 99.62 16.00 22.13
677 37.04 11.27 80.55 11.15 31.02
678 37.22 79.25 140.91 25.04 34.19
679 37.17 37.00 95.03 16.73 38.75
680 37.20 32.98 82.03 14.97 38.69
681 37.29 22.16 83.87 14.23 33.24
682 37.25 63.36 126.66 22.08 37.63
683 37.26 74.08 156.75 23.98 35.17
684 37.31 16.45 79.32 13.65 33.16
685 37.31 24.77 79.44 14.58 35.94
686 37.24 55.85 109.75 20.44 40.86
687 37.25 58.88 101.69 21.54 40.24
688 37.37 89.98 113.98 20.63 28.22
689 37.35 41.68 93.26 17.85 42.20
690 37.32 53.46 104.89 22.09 43.88
691 37.53 27.54 80.19 14.56 34.95
692 37.37 86.84 109.47 22.47 28.06
693 37.60 49.59 95.95 21.00 42.23
694 37.73 85.55 119.27 24.87 30.98
695 37.61 9.10 72.40 11.40 25.93
696 37.67 65.73 150.17 23.69 36.20
697 37.70 71.00 159.09 26.19 37.40
698 37.73 83.69 121.23 27.78 33.71
699 37.88 61.06 129.10 23.20 36.36
700 38.09 12.19 81.85 12.58 29.35
701 38.03 19.73 74.66 14.56 32.85
702 38.03 38.33 94.20 17.80 38.84
703 37.95 44.73 105.41 21.24 45.00
704 38.05 51.45 105.32 22.38 40.18
705 38.01 30.34 93.89 17.89 36.43
706 38.02 47.22 112.55 23.01 43.51
707 38.15 14.68 81.07 15.92 32.86
708 38.20 35.48 99.33 18.00 37.63
709 38.13 40.78 102.42 20.75 41.16
710 38.17 77.05 138.15 28.74 32.81
711 38.38 88.45 115.22 28.59 29.87
712 38.26 56.42 132.74 27.17 40.36
713 38.36 80.65 130.22 29.93 32.79
714 38.19 6.66 58.62 8.98 23.00
715 38.44 33.19 101.78 17.90 35.28
716 38.23 53.93 117.72 23.65 40.13
717 38.30 68.07 156.13 29.27 34.57
718 38.35 23.01 75.67 16.06 32.69
719 38.41 58.60 139.13 26.85 37.33
720 38.44 25.63 79.85 15.80 32.70
721 38.63 94.18 87.69 19.39 19.77
722 38.40 17.47 78.33 14.20 31.87
723 38.54 73.58 156.28 29.45 33.03
724 38.74 91.75 114.88 27.93 25.80
725 38.66 43.08 107.72 21.80 39.18
726 38.72 62.86 149.58 27.83 33.75
727 38.66 27.83 88.67 17.59 33.85
728 38.74 49.14 130.51 24.14 43.54
729 38.90 9.23 83.47 13.98 27.16
730 38.80 65.24 166.01 31.72 33.99
731 38.81 45.98 132.73 26.66 44.76
732 38.92 71.13 152.67 32.51 31.96
733 38.98 85.44 123.00 34.01 31.20
734 38.80 7.02 66.84 11.65 23.30
735 39.05 82.96 130.81 38.38 32.54
736 39.04 37.10 111.92 20.40 36.86
737 39.11 21.16 77.95 16.13 32.14
738 39.01 30.03 104.85 18.72 35.15
739 39.07 39.82 108.15 22.11 38.03
740 39.08 52.13 146.90 29.59 41.58
741 39.19 60.01 160.82 31.24 34.09
742 39.20 54.66 164.64 31.80 40.27
743 39.26 75.96 150.71 37.89 32.69
744 39.36 78.65 133.69 37.16 32.29
745 39.36 11.61 94.41 16.47 28.46
746 39.40 14.09 91.71 16.82 29.19
747 39.45 16.47 95.01 18.79 32.65
748 39.44 19.02 86.60 17.32 31.11
749 39.35 24.04 86.42 16.91 32.14
750 39.68 69.25 170.86 38.53 32.92
751 39.56 89.91 115.82 37.56 28.31
752 39.49 57.08 172.97 33.33 35.29
753 39.68 41.85 118.25 24.83 38.62
754 39.65 44.72 148.59 26.86 39.80
755 39.60 66.69 176.54 37.18 34.36
756 39.69 87.43 130.96 42.19 30.44
757 39.71 26.33 104.39 17.94 32.60
758 39.70 31.50 120.68 21.05 34.22
759 39.66 47.21 163.00 29.80 41.81
760 39.83 34.09 125.67 21.73 31.61
761 39.75 49.67 175.98 32.10 40.24
762 40.01 61.45 162.44 40.59 33.91
763 40.05 81.26 116.58 46.10 30.42
764 40.10 74.16 135.56 44.33 30.78
765 40.18 63.87 173.77 44.38 33.83
766 40.15 28.50 121.10 22.35 31.76
767 40.03 36.65 122.82 23.45 34.23
768 40.26 94.39 83.23 34.10 21.18
769 40.18 22.34 102.48 19.66 30.19
770 40.20 39.42 136.42 25.75 34.93
771 40.09 51.82 196.04 36.58 38.15
772 40.17 8.86 96.46 16.72 24.37
773 40.28 71.65 151.69 44.78 31.38
774 40.41 84.17 114.15 51.78 31.49
775 40.52 92.07 98.39 42.27 24.07
776 40.30 54.20 194.48 37.62 37.61
777 40.37 58.91 172.10 44.07 33.74
778 40.50 18.08 115.34 21.57 27.44
779 40.47 43.32 160.42 32.20 38.47
780 40.57 11.89 109.94 21.09 26.21
781 40.62 77.07 133.74 53.98 32.03
782 40.73 20.37 125.26 20.87 28.43
783 40.72 24.87 129.40 22.46 29.42
784 40.63 56.47 184.61 43.09 35.62
785 40.71 14.57 121.11 21.00 27.99
786 40.82 79.35 117.00 51.24 30.80
787 40.64 48.15 183.45 38.59 39.44
788 40.68 66.42 164.84 54.85 33.07
789 40.77 30.52 152.25 26.98 34.15
790 40.91 45.67 181.92 36.21 36.99
791 40.93 89.51 104.24 45.74 27.97
792 41.03 32.62 157.31 25.21 32.23
793 41.02 6.38 94.46 15.37 19.32
794 40.92 87.01 105.86 56.77 30.07
795 41.01 36.01 153.49 28.52 32.21
796 41.12 41.06 165.04 33.99 34.38
797 41.05 50.40 202.05 46.46 38.25
798 41.03 7.72 104.06 18.00 22.04
799 41.13 68.91 146.80 56.21 30.37
800 41.24 27.09 144.92 28.00 31.01
801 41.17 38.48 157.71 32.52 37.10
802 41.25 60.45 162.28 56.17 32.80
803 41.27 52.56 190.58 46.55 38.76
804 41.33 74.72 117.46 56.36 29.53
805 41.49 83.07 104.54 65.01 29.81
806 41.47 23.01 143.19 26.64 29.30
807 41.41 63.11 158.13 63.89 32.03
808 41.33 9.62 117.77 24.22 23.74
809 41.49 43.36 198.58 39.88 36.70
810 41.59 54.80 183.02 55.28 36.84
811 41.57 71.64 130.23 61.27 29.51
812 41.55 81.35 94.94 62.60 27.57
813 41.53 16.07 140.69 27.23 27.64
814 41.63 57.35 167.50 54.44 33.71
815 41.74 18.67 143.71 27.16 27.77
816 41.63 47.12 202.88 46.08 37.55
817 41.70 34.37 183.45 32.46 33.49
818 41.75 29.42 160.69 30.12 29.43
819 41.90 85.34 95.81 65.87 29.81
820 41.82 93.91 66.96 47.15 20.54
821 41.88 11.87 143.09 28.57 25.38
822 41.79 65.96 143.66 64.85 31.13
823 41.69 5.23 82.56 17.96 15.92
824 41.89 80.14 98.58 66.62 32.87
825 42.02 91.32 81.50 55.78 25.38
826 41.98 49.07 196.74 55.02 38.11
827 42.02 21.03 161.59 31.01 29.39
828 42.35 14.13 154.98 33.86 26.09
829 42.15 77.82 92.20 70.93 29.43
830 41.93 9.85 112.16 24.89 22.63
831 42.25 25.56 154.02 34.25 28.65
832 42.11 88.38 85.51 59.83 28.58
833 41.99 16.82 145.39 29.30 27.26
834 42.20 37.01 178.51 42.78 33.33
835 42.23 7.35 111.69 26.51 19.96
836 42.22 39.67 181.45 43.00 32.06
837 42.32 32.01 176.74 37.11 31.56
838 42.42 58.81 141.53 70.99 32.74
839 42.37 44.59 199.35 52.80 35.21
840 42.30 51.22 180.47 70.73 40.48
841 42.39 69.24 118.41 80.69 29.95
842 42.43 41.98 183.21 51.01 35.00
843 42.54 61.09 136.41 77.04 33.05
844 42.51 53.45 165.10 76.17 37.76
845 42.45 74.76 96.42 74.93 30.32
846 42.67 27.93 165.84 39.38 28.42
847 42.62 63.88 135.98 82.82 31.45
848 42.64 46.97 200.95 60.05 38.01
849 42.74 72.04 102.51 78.53 28.09
850 42.86 23.37 158.53 38.29 27.25
851 42.73 34.71 171.29 46.43 31.30
852 42.83 56.04 142.31 74.11 34.73
853 42.91 95.30 47.43 48.28 17.50
854 42.88 66.71 118.59 87.59 29.96
855 42.92 16.78 158.00 38.90 27.73
856 42.94 80.88 78.28 81.25 28.47
857 42.94 83.61 82.94 78.10 28.16
858 43.03 30.31 171.12 46.65 28.66
859 43.09 86.62 75.39 80.22 28.25
860 43.19 9.24 113.88 37.87 20.81
861 43.32 18.94 147.38 47.77 26.72
862 43.27 5.57 105.33 32.63 18.92
863 43.15 11.72 131.23 41.77 24.25
864 43.17 21.00 163.99 47.00 29.80
865 43.12 49.18 173.14 75.01 36.46
866 43.16 38.30 178.72 53.38 32.51
867 43.28 89.56 70.27 79.78 27.57
868 43.38 92.13 60.91 66.48 23.56
869 43.26 76.70 73.01 85.28 30.78
870 43.41 51.34 157.00 86.07 36.69
871 43.43 45.08 171.17 71.81 35.78
872 43.54 42.90 167.15 69.62 35.13
873 43.51 62.28 119.36 105.04 32.16
874 43.60 14.53 140.00 49.81 25.21
875 43.55 26.25 143.75 51.26 26.82
876 43.61 40.53 168.38 66.98 30.97
877 43.64 32.67 190.44 71.58 37.87
878 43.62 53.36 137.01 97.50 35.77
879 43.71 70.26 80.94 93.27 29.20
880 43.72 57.80 108.22 94.57 32.47
881 43.74 73.55 71.29 90.94 28.07
882 43.74 47.22 170.80 84.28 37.42
883 43.89 78.67 57.40 88.84 28.46
884 43.73 35.16 150.41 62.01 28.50
885 43.85 60.01 106.65 113.36 33.72
886 43.88 64.70 96.01 102.72 28.98
887 43.89 67.52 89.59 101.93 27.75
888 43.96 29.47 155.32 64.52 28.54
889 43.91 55.47 122.65 103.51 37.00
890 44.12 94.20 50.31 66.80 19.09
891 44.18 84.98 69.36 91.11 28.31
892 44.23 7.51 107.74 51.98 20.53
893 44.16 81.39 61.94 89.91 29.35
894 44.03 16.41 127.86 56.81 27.78
895 44.23 24.12 130.05 60.40 26.21
896 44.15 37.49 142.45 72.84 30.75
897 44.13 79.89 62.41 85.54 28.35
898 44.08 82.81 67.69 89.43 26.76
899 44.29 12.17 121.34 58.63 24.69
900 44.24 21.85 143.02 63.30 26.46
901 44.23 49.49 137.09 103.03 34.20
902 44.36 87.60 68.21 92.40 27.15
903 44.29 17.59 118.71 58.89 25.82
904 44.26 76.06 61.56 91.93 29.73
905 44.49 9.75 111.15 58.49 21.88
906 44.62 90.08 58.55 86.18 25.83
907 44.48 44.70 133.56 92.04 34.05
908 44.58 51.56 116.89 111.87 35.94
909 44.55 42.13 130.93 95.08 31.99
910 44.67 32.11 124.06 76.77 27.26
911 44.74 61.94 89.93 118.36 29.78
912 44.82 19.62 111.84 73.00 25.12
913 44.74 39.70 127.88 93.99 30.38
914 44.68 53.80 105.13 126.38 35.74
915 44.76 26.18 116.38 72.34 27.44
916 44.75 47.62 132.49 113.07 34.23
917 44.81 71.34 64.30 104.18 27.62
918 44.96 92.41 55.71 78.36 23.68
919 44.93 28.41 124.73 82.95 27.34
920 44.87 14.74 105.44 81.41 25.47
921 44.85 34.91 113.27 85.01 29.19
922 44.86 56.65 92.21 133.12 33.54
923 44.94 59.08 88.62 129.19 34.17
924 44.92 68.03 70.26 113.48 28.41
925 44.97 64.83 77.59 118.81 29.15
926 45.09 74.22 60.90 103.69 27.73
927 45.16 83.35 68.57 101.36 27.86
928 45.26 77.61 60.05 98.25 26.68
929 45.21 37.37 105.67 100.58 28.74
930 45.29 45.82 126.04 117.98 34.65
931 45.24 16.98 87.20 84.94 26.33
932 45.26 22.07 109.70 89.62 27.39
933 45.44 30.73 102.94 99.59 27.68
934 45.33 49.62 104.82 134.11 34.31
935 45.46 80.55 62.53 101.45 25.37
936 45.47 94.89 51.33 76.61 20.47
937 45.38 12.47 93.07 86.20 23.83
938 45.61 86.00 76.33 106.29 27.71
939 45.65 7.59 79.61 80.16 20.94
940 45.56 43.59 96.90 125.72 32.68
941 45.57 41.39 100.71 119.42 30.22
942 45.68 24.31 83.73 93.11 25.86
943 45.59 54.65 78.96 136.86 34.96
944 45.68 10.16 79.11 89.75 21.44
945 45.69 51.91 88.12 137.65 33.52
946 45.83 88.52 69.45 102.08 26.07
947 45.80 33.51 88.42 113.33 27.75
948 45.83 69.38 70.16 121.21 26.76
949 45.82 60.55 71.71 132.15 28.26
950 45.91 39.12 96.34 139.58 34.41
951 46.04 90.76 61.06 91.47 24.45
952 45.90 47.44 98.89 142.47 34.43
953 45.88 57.44 82.70 143.56 32.17
954 45.92 26.89 84.61 109.20 24.87
955 45.94 63.51 80.13 131.80 28.86
956 46.01 18.99 76.40 103.16 25.83
957 46.02 36.13 92.31 135.29 29.07
958 46.03 71.65 71.88 112.66 28.53
959 46.06 5.31 65.70 71.73 18.14
960 46.14 66.45 77.25 126.57 26.98
961 46.22 14.08 72.45 102.81 24.67
962 46.24 29.00 73.36 116.71 25.71
963 46.29 16.27 69.38 113.58 25.15
964 46.26 21.42 83.25 117.82 24.91
965 46.19 72.95 77.40 116.90 28.57
966 46.26 75.15 73.80 104.75 26.33
967 46.23 83.12 68.80 104.63 26.44
968 46.39 45.22 91.31 151.11 34.03
969 46.43 78.26 76.21 110.84 26.19
970 46.43 49.19 85.59 155.93 33.23
971 46.50 31.57 71.52 118.40 27.45
972 46.58 53.27 93.87 168.45 33.32
973 46.70 11.99 67.35 109.91 21.72
974 46.55 55.42 96.00 151.77 33.49
975 46.76 92.62 70.63 100.86 23.36
976 46.68 95.00 69.00 84.75 19.67
977 46.71 40.99 84.93 143.86 29.09
978 46.80 43.29 80.26 148.60 31.57
979 46.72 25.29 76.97 121.04 26.03
980 46.70 58.74 95.95 154.86 30.32
981 46.81 9.16 60.94 102.98 20.11
982 46.79 51.11 97.42 171.29 33.22
983 46.86 37.91 73.88 138.12 27.84
984 46.86 87.05 80.29 103.05 26.01
985 46.85 34.75 82.67 161.22 31.48
986 46.85 61.31 92.46 140.86 28.98
987 46.91 80.99 79.33 116.23 26.49
988 46.90 69.35 81.65 124.08 26.90
989 47.12 22.84 71.10 120.35 23.47
990 47.01 46.86 83.43 169.60 33.72
991 47.17 6.46 51.25 91.33 18.08
992 47.05 64.18 92.71 133.27 27.46
993 47.21 84.63 86.62 110.65 28.05
994 47.28 17.81 64.79 121.08 22.71
995 47.37 27.14 72.25 131.37 23.54
996 47.36 89.34 100.22 105.57 24.15
997 47.34 20.25 64.38 126.75 24.24
998 47.30 72.55 83.65 118.98 24.86
999 47.41 56.84 113.89 152.39 30.32
1000 47.35 75.50 92.19 117.43 25.97
1001 47.45 15.26 68.20 123.35 22.76
1002 47.38 29.73 71.60 134.03 24.63
1003 47.53 67.08 95.64 136.83 25.28
1004 47.47 48.47 100.27 178.86 34.08
1005 47.58 32.33 76.46 134.10 23.67
1006 47.64 39.88 82.05 150.58 26.97
1007 47.63 78.64 88.08 117.63 26.21
1008 47.64 54.41 118.97 169.47 32.55
1009 47.79 45.38 87.25 172.25 31.33
1010 47.77 37.01 81.43 150.30 26.69
1011 47.78 52.50 118.69 179.64 32.42
1012 47.81 50.41 117.08 186.55 32.22
1013 47.79 59.38 116.46 158.62 29.61
1014 47.96 91.66 102.06 102.56 23.64
1015 47.71 11.52 69.83 118.80 21.60
1016 47.91 94.41 85.27 90.45 19.23
1017 47.93 24.56 84.93 137.37 24.35
1018 47.84 42.77 96.49 167.26 30.06
1019 48.00 8.65 77.14 121.74 19.80
1020 47.94 34.49 80.43 147.11 23.16
1021 47.97 61.94 128.88 147.93 28.39
1022 47.99 70.23 108.29 127.69 25.82
1023 48.14 87.06 101.59 108.10 25.74
1024 48.35 13.67 89.06 131.53 20.91
1025 48.26 64.47 137.17 132.14 25.95
1026 48.24 81.53 110.04 119.66 25.57
1027 48.34 22.08 96.23 130.79 21.47
1028 48.46 6.25 66.91 113.31 17.48
1029 48.44 28.36 91.22 149.48 24.56
1030 48.43 84.48 110.87 112.44 25.29
1031 48.37 19.16 77.54 140.48 23.20
1032 48.40 75.70 98.93 121.69 25.42
1033 48.56 30.70 101.94 149.32 23.75
1034 48.44 55.67 146.81 175.70 30.85
1035 48.45 48.37 121.47 188.99 32.18
1036 48.63 16.41 82.59 137.18 20.76
1037 48.78 72.81 108.37 122.43 24.47
1038 48.68 38.50 120.09 172.65 25.42
1039 48.64 41.35 123.41 171.94 29.36
1040 48.80 89.77 108.67 105.37 25.14
1041 48.63 10.30 101.57 133.70 21.89
1042 48.74 66.84 127.39 142.66 26.61
1043 48.74 57.77 146.04 166.85 30.32
1044 48.90 26.26 105.72 150.17 24.78
1045 48.77 36.05 121.22 165.71 24.24
1046 48.73 44.03 133.18 186.26 31.00
1047 48.74 51.12 156.96 194.87 33.25
1048 48.83 33.04 123.82 159.37 25.09
1049 48.89 46.56 141.14 187.60 31.45
1050 48.96 79.03 116.02 121.59 25.67
1051 48.92 11.40 101.44 132.15 20.54
1052 48.95 53.54 151.72 184.16 30.33
1053 48.93 60.13 162.89 158.83 28.04
1054 49.16 94.74 96.09 83.83 18.02
1055 49.04 69.52 134.34 134.65 25.29
1056 49.26 20.69 124.97 155.10 23.46
1057 49.20 23.86 118.96 146.51 22.21
1058 49.20 62.92 161.46 156.46 26.11
1059 49.31 8.06 101.66 123.60 18.25
1060 49.40 92.34 110.04 99.60 21.62
1061 49.17 96.67 79.38 57.47 13.32
1062 49.47 18.35 125.79 146.08 21.36
1063 49.46 82.03 111.66 115.47 24.26
1064 49.45 85.97 109.92 120.43 25.36
1065 49.49 49.35 176.34 191.32 31.42
1066 49.62 3.84 81.43 105.72 14.26
1067 49.50 39.91 141.85 175.74 24.73
1068 49.53 76.51 114.84 123.20 23.73
1069 49.48 29.24 124.42 149.72 23.31
1070 49.69 14.61 117.62 149.82 21.65
1071 49.57 56.07 178.01 174.74 29.03
1072 49.70 88.38 83.11 107.16 25.34
1073 49.69 42.44 157.57 178.68 28.04
1074 49.66 45.45 171.88 184.20 29.31
1075 49.83 5.94 97.63 121.06 17.28
1076 49.74 12.33 126.33 142.29 21.15
1077 49.70 34.52 161.08 162.62 24.08
1078 49.71 51.73 178.04 190.99 31.15
1079 49.77 65.17 140.96 148.77 25.08
1080 49.84 37.44 149.18 165.40 24.76
1081 50.05 9.98 134.25 135.73 20.59
1082 49.86 32.11 154.88 166.42 24.31
1083 49.94 70.97 129.46 144.81 25.86
1084 50.02 67.80 132.12 144.51 23.74
1085 50.06 73.97 123.34 124.38 24.22
1086 50.09 47.85 194.73 197.24 32.31
1087 50.01 58.34 180.72 169.29 28.75
1088 50.00 61.02 180.67 154.26 27.04
1089 50.07 22.40 137.09 152.08 22.59
1090 49.98 25.89 135.09 155.81 22.41
1091 50.16 54.15 177.31 187.54 29.04
1092 50.19 16.93 141.39 149.68 20.18
1093 50.28 79.94 119.58 120.63 24.17
1094 50.37 44.13 174.11 199.94 29.37
1095 50.54 30.42 140.98 157.74 21.59
1096 50.41 84.55 101.05 117.72 24.14
1097 50.61 19.40 135.78 149.86 22.76
1098 50.58 28.30 143.61 165.49 23.67
1099 50.54 90.32 94.40 131.88 26.51
1100 50.55 93.30 90.33 97.42 19.41
1101 50.63 7.95 119.82 127.03 18.65
1102 50.49 40.20 154.91 184.96 26.36
1103 50.55 78.23 119.91 133.26 26.02
1104 50.61 35.47 166.05 168.70 22.70
1105 50.63 63.22 162.70 158.15 25.12
1106 50.64 50.13 181.57 192.74 29.77
1107 50.68 76.62 108.76 122.61 22.94
1108 50.78 46.38 188.57 185.81 28.79
1109 50.77 52.35 192.08 194.13 30.13
1110 50.78 56.47 168.10 179.65 27.14
1111 50.85 82.19 100.86 120.92 25.38
1112 50.91 12.16 126.66 142.96 18.68
1113 50.82 3.68 83.00 102.49 13.87
1114 51.00 23.71 134.93 158.73 22.01
1115 50.88 87.70 77.40 117.44 24.89
1116 50.93 42.22 163.18 191.31 25.74
1117 50.82 85.57 94.36 113.42 25.64
1118 50.97 14.99 138.25 150.73 22.46
1119 50.70 16.68 155.12 159.75 20.75
1120 50.97 38.09 160.15 178.66 23.00
1121 50.99 71.58 104.69 139.86 24.20
1122 50.92 59.72 168.05 173.98 27.46
1123 51.14 66.21 128.99 156.31 24.16
1124 51.09 25.86 140.96 168.10 22.52
1125 51.02 32.83 150.39 153.28 21.60
1126 51.12 68.98 104.28 141.63 23.04
1127 51.26 5.85 93.32 125.21 16.52
1128 51.18 21.35 142.26 157.49 21.34
1129 51.37 73.83 100.85 142.16 23.70
1130 51.29 48.59 166.03 201.15 29.14
1131 51.19 9.99 117.90 147.41 18.69
1132 51.28 54.37 170.36 199.13 29.90
1133 51.49 17.42 140.95 157.11 21.06
1134 51.44 44.61 155.95 185.95 26.56
1135 51.50 36.02 148.46 179.20 23.93
1136 51.67 76.19 84.99 132.28 23.51
1137 51.57 40.40 153.22 196.53 24.60
1138 51.61 63.85 137.25 165.01 25.72
1139 51.67 91.86 62.58 103.77 20.14
1140 51.64 94.52 57.17 86.51 16.82
1141 51.74 61.29 145.79 161.96 26.44
1142 51.72 79.25 84.45 122.87 23.97
1143 51.70 27.77 115.10 160.04 21.64
1144 51.82 30.53 125.10 160.26 22.06
1145 51.72 50.73 164.22 199.44 28.55
1146 51.84 83.91 74.40 130.06 24.05
1147 51.89 86.37 62.73 121.02 24.60
1148 51.78 58.33 139.02 183.08 27.32
1149 51.94 8.10 103.59 144.65 18.72
1150 51.85 13.63 117.71 154.29 20.10
1151 51.91 52.65 162.49 199.55 30.88
1152 52.01 89.10 61.27 117.23 23.07
1153 51.80 10.08 111.73 143.19 18.97
1154 51.96 47.06 133.24 204.36 27.49
1155 51.92 56.14 151.27 184.47 29.05
1156 52.15 19.76 115.80 163.14 21.33
1157 52.06 42.68 140.56 187.95 25.59
1158 52.02 33.04 133.84 197.38 27.06
1159 52.10 38.12 126.51 182.34 22.98
1160 52.22 71.37 89.02 137.89 23.93
1161 52.18 24.31 107.71 174.45 21.81
1162 52.17 68.26 91.99 144.88 22.50
1163 52.33 4.45 72.06 109.04 13.64
1164 52.53 11.36 88.75 151.33 19.30
1165 52.46 81.44 61.87 120.54 22.55
1166 52.38 22.06 97.98 157.29 19.42
1167 52.43 35.14 95.59 170.24 21.94
1168 52.53 15.48 98.96 158.23 20.34
1169 52.47 49.03 122.83 200.76 26.92
1170 52.44 45.24 111.29 196.13 27.51
1171 52.53 64.88 98.67 162.88 24.02
1172 52.63 40.86 116.58 193.99 24.40
1173 52.58 54.27 117.60 188.84 26.97
1174 52.75 6.61 74.80 130.52 16.81
1175 52.66 17.55 99.74 174.14 20.83
1176 52.65 26.44 88.21 158.75 21.17
1177 52.70 74.16 68.90 136.40 23.07
1178 52.72 28.78 79.53 167.41 21.31
1179 52.72 59.53 96.58 174.73 26.39
1180 52.73 76.97 69.36 130.28 22.80
1181 52.87 93.87 39.53 94.27 18.45
1182 52.79 51.12 118.09 195.59 27.79
1183 52.90 62.26 81.17 158.06 23.29
1184 52.93 91.51 47.17 111.40 21.44
1185 52.88 56.79 96.39 181.05 27.19
1186 52.99 13.38 81.38 156.11 20.33
1187 53.08 31.00 83.78 201.63 24.67
1188 53.07 67.03 73.29 157.60 24.64
1189 53.16 86.83 46.82 123.79 23.38
1190 53.04 43.45 87.18 194.60 24.68
1191 53.27 79.11 60.11 133.16 22.34
1192 53.14 83.48 49.00 122.59 23.56
1193 53.14 9.14 66.30 142.66 18.39
1194 53.17 36.83 78.77 188.43 22.96
1195 53.16 39.09 88.21 186.16 23.50
1196 53.13 33.18 79.73 177.53 21.88
1197 53.22 47.62 85.18 205.58 28.88
1198 53.12 84.97 49.56 121.80 23.89
1199 53.20 70.05 80.07 145.46 21.74
1200 53.40 89.25 42.70 115.08 23.08
1201 53.34 19.75 66.32 156.94 19.07
1202 53.45 24.58 61.29 172.83 20.37
1203 53.53 52.24 76.84 192.96 26.68
1204 53.45 22.35 65.83 170.18 19.11
1205 53.48 45.69 80.03 220.97 30.63
1206 53.59 4.64 47.27 126.80 14.30
1207 53.59 54.57 70.31 190.18 26.94
1208 53.73 41.34 76.06 195.49 24.49
1209 53.69 49.92 79.29 197.44 26.93
1210 53.86 73.21 47.12 134.84 21.83
1211 53.79 64.74 59.98 149.70 22.81
1212 53.82 16.71 63.50 159.88 18.73
1213 53.82 26.88 53.00 164.14 19.57
1214 53.80 35.00 61.23 175.55 21.60
1215 53.76 57.27 65.29 179.80 27.42
1216 53.85 76.13 48.11 134.60 21.90
1217 53.95 14.40 63.41 160.18 19.28
1218 53.84 59.80 61.98 173.84 22.97
1219 53.90 81.49 44.08 131.46 24.12
1220 53.91 11.75 55.68 154.96 19.38
1221 54.12 6.96 39.67 134.56 16.15
1222 53.97 29.57 55.77 167.14 21.60
1223 54.03 43.54 64.00 183.38 23.81
1224 54.11 62.11 57.91 159.37 23.24
1225 54.14 94.07 30.60 97.84 17.14
1226 54.14 37.65 70.42 186.32 22.95
1227 54.12 67.71 60.50 147.47 23.43
1228 54.20 32.57 56.84 168.11 20.45
1229 54.32 91.31 38.33 107.76 20.28
1230 54.33 9.25 41.81 138.52 16.94
1231 54.27 70.61 49.57 137.52 21.87
1232 54.30 48.27 59.42 190.38 27.23
1233 54.34 84.24 39.57 118.26 22.76
1234 54.35 87.56 42.36 120.10 21.26
1235 54.47 18.75 52.61 158.05 17.63
1236 54.46 21.43 52.68 172.58 19.54
1237 54.55 39.82 72.99 193.78 23.85
1238 54.47 53.25 57.94 192.26 26.58
1239 54.57 55.91 59.59 177.19 25.82
1240 54.47 45.97 63.18 194.79 24.71
1241 54.55 78.65 41.75 126.08 21.73
1242 54.64 23.83 53.10 168.22 18.32
1243 54.70 51.12 56.22 190.91 24.86
1244 54.74 58.32 53.70 171.81 24.51
1245 54.90 28.14 49.82 160.60 20.11
1246 54.95 4.93 37.15 122.54 13.82
1247 54.91 35.44 61.26 168.74 19.70
1248 54.96 41.76 84.36 188.51 23.32
