#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
co2 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
630 31.41 34.84 16.34 199.27 42.07
631 31.48 71.24 18.95 83.45 165.58
632 31.40 83.75 16.83 89.89 112.40
633 31.68 75.28 18.99 73.27 139.45
634 31.56 16.33 12.40 183.00 36.34
635 31.64 32.10 15.43 200.35 47.36
636 31.79 84.99 15.42 53.32 105.14
637 31.61 19.83 12.68 188.96 41.91
638 31.65 50.17 17.28 193.10 94.28
639 31.72 88.63 10.00 28.15 42.36
640 31.73 39.81 17.33 196.79 46.49
641 31.99 62.14 18.77 110.60 155.42
642 31.92 43.30 17.68 193.82 62.53
643 31.86 53.22 17.53 178.30 124.12
644 31.98 22.14 14.24 199.44 41.33
645 32.06 81.31 20.07 86.00 117.27
646 32.04 57.42 18.49 136.93 152.44
647 32.10 59.79 18.40 124.94 156.14
648 32.10 47.68 20.81 196.70 96.06
649 32.18 64.64 19.19 89.98 170.78
650 32.17 26.35 14.35 207.82 46.92
651 32.21 28.99 14.57 207.11 50.05
652 32.31 72.98 20.44 82.62 141.76
653 32.27 9.66 8.91 162.09 31.61
654 32.43 68.30 19.28 72.59 157.92
655 32.48 36.39 16.68 194.41 49.27
656 32.42 55.47 18.82 123.00 156.17
657 32.33 90.84 8.91 19.58 24.53
658 32.44 45.47 17.80 172.71 89.71
659 32.54 18.12 12.74 200.01 42.61
660 32.48 86.46 17.22 76.73 61.41
661 32.56 33.79 17.02 191.82 49.38
662 32.66 15.51 11.82 188.52 43.72
663 32.67 51.61 18.06 171.89 141.52
664 32.78 12.16 11.02 180.25 43.20
665 32.77 38.80 16.16 193.11 67.10
666 32.84 41.24 16.95 178.53 71.23
667 32.84 83.54 21.29 109.25 77.23
668 32.77 31.24 15.84 199.68 55.25
669 32.89 79.40 21.70 73.71 120.50
670 32.80 49.30 19.41 164.36 133.74
671 33.05 70.72 22.14 78.74 156.80
672 32.64 76.08 20.10 59.71 136.57
673 32.99 20.51 15.11 205.37 56.50
674 33.16 75.38 21.32 74.34 130.16
675 33.16 66.13 20.31 76.69 157.62
676 33.21 22.98 14.79 210.63 50.09
677 33.13 43.52 17.10 155.88 102.22
678 33.22 58.22 19.22 95.01 164.74
679 33.21 25.20 14.66 213.22 49.31
680 33.21 8.21 8.29 130.84 40.26
681 33.30 53.66 19.46 131.16 162.56
682 33.37 27.65 15.68 216.35 61.06
683 33.28 60.84 19.35 90.68 165.46
684 33.32 63.48 19.42 75.41 160.37
685 33.42 89.61 12.52 47.25 35.00
686 33.35 46.55 20.67 147.38 139.57
687 33.37 81.72 20.66 89.00 101.63
688 33.57 35.11 17.49 178.44 77.32
689 33.57 72.94 22.06 78.87 133.11
690 33.72 86.15 21.41 103.18 55.77
691 33.67 56.13 18.29 97.89 165.40
692 33.82 14.29 12.30 171.67 58.55
693 33.73 29.91 15.61 193.47 78.91
694 33.75 17.25 13.38 189.46 53.93
695 33.78 32.68 16.73 178.08 86.03
696 33.88 37.29 17.85 163.76 95.48
697 33.76 51.30 21.15 140.12 163.30
698 33.80 68.56 23.74 81.50 152.34
699 33.89 48.92 20.20 124.36 169.88
700 34.06 76.77 25.62 84.58 101.67
701 33.90 39.55 18.18 150.04 129.17
702 33.84 80.68 24.76 107.00 84.67
703 34.26 9.59 9.93 130.10 56.20
704 34.18 11.91 10.27 154.54 73.01
705 34.09 42.14 16.94 115.01 141.19
706 34.15 44.72 18.52 114.05 148.62
707 34.14 83.47 27.35 121.42 57.15
708 34.09 20.06 13.45 181.34 66.47
709 34.32 66.07 21.14 70.54 154.11
710 34.52 78.81 27.18 112.34 75.53
711 34.51 58.91 21.99 85.90 163.13
712 34.34 91.13 10.54 28.19 19.50
713 34.64 6.84 8.23 76.74 53.42
714 34.45 22.80 14.48 181.46 75.86
715 34.43 25.50 14.92 180.81 92.13
716 34.56 54.27 19.22 88.42 166.29
717 34.46 70.93 24.77 89.45 130.16
718 34.44 61.00 23.43 77.45 161.03
719 34.53 63.02 22.90 75.80 168.13
720 34.49 73.61 25.61 97.10 119.45
721 34.51 47.08 18.80 97.80 159.37
722 34.66 28.38 16.27 173.08 106.12
723 34.80 87.85 23.42 84.68 43.14
724 34.72 31.24 16.85 161.28 122.68
725 34.70 34.36 21.44 180.56 148.99
726 34.80 56.78 21.75 82.77 163.84
727 34.81 51.43 19.89 100.01 170.73
728 34.92 17.87 14.26 158.57 83.19
729 34.95 81.52 31.69 129.90 61.90
730 35.04 15.45 13.05 147.24 85.20
731 34.96 39.60 18.55 118.77 152.38
732 35.00 36.95 17.39 122.99 147.86
733 35.10 68.42 24.20 85.37 142.72
734 35.20 84.82 32.07 113.77 49.16
735 35.02 92.53 8.98 18.44 18.84
736 35.29 64.50 24.07 73.76 161.90
737 35.29 43.96 19.04 98.08 161.95
738 35.13 41.62 17.85 100.81 159.72
739 35.37 48.77 21.27 85.18 167.71
740 35.45 74.96 30.39 118.07 75.28
741 35.43 13.01 12.35 133.76 109.82
742 35.41 19.97 14.16 132.00 106.49
743 35.45 10.22 10.40 98.74 89.98
744 35.53 26.86 16.31 142.97 128.14
745 35.58 32.89 17.31 108.55 149.52
746 35.52 60.81 23.12 81.65 146.60
747 35.65 72.18 29.85 116.28 99.28
748 35.61 22.08 16.00 130.84 113.76
749 35.61 24.37 16.11 131.65 133.19
750 35.59 46.50 20.19 70.00 163.73
751 35.64 55.41 21.83 79.01 174.78
752 35.81 29.75 17.12 123.01 138.25
753 35.80 77.19 33.70 125.74 61.32
754 35.74 79.53 33.96 147.57 54.68
755 35.73 91.79 13.77 27.95 19.25
756 35.92 66.35 27.11 91.41 143.54
757 35.77 89.29 20.31 53.78 31.43
758 35.76 7.71 8.63 92.11 66.47
759 35.87 35.01 19.07 106.23 155.27
760 35.92 50.73 22.10 86.33 158.62
761 35.87 53.11 21.67 79.86 167.30
762 35.88 58.36 23.65 82.42 150.26
763 35.88 37.75 19.66 97.05 159.62
764 35.96 69.84 31.32 116.39 108.08
765 35.90 16.95 13.50 95.09 124.12
766 36.15 82.75 42.22 128.56 51.48
767 36.25 40.79 19.86 79.59 161.74
768 36.29 86.21 42.64 107.78 48.06
769 36.28 17.96 15.06 108.02 127.43
770 36.01 45.56 21.23 75.85 154.92
771 36.23 13.95 11.61 80.46 119.04
772 36.25 80.54 39.50 139.60 60.60
773 36.37 12.40 11.81 76.17 103.22
774 36.54 15.03 14.18 84.44 120.36
775 36.66 28.05 17.26 92.48 140.88
776 36.25 38.72 19.00 76.52 160.52
777 36.57 43.62 22.01 89.05 159.20
778 36.39 62.69 28.57 79.84 133.88
779 36.65 48.75 21.92 74.54 146.96
780 36.61 60.20 25.17 94.09 141.91
781 36.81 22.90 15.59 88.02 130.08
782 36.69 25.35 16.81 95.06 139.76
783 36.71 56.42 24.77 85.04 156.74
784 36.78 73.39 36.47 143.03 63.31
785 36.83 9.06 10.81 68.83 101.60
786 36.77 67.76 30.52 140.08 95.89
787 36.82 89.05 35.78 66.41 41.85
788 36.77 32.45 18.75 83.74 154.91
789 36.79 91.28 22.05 34.37 28.92
790 36.85 46.06 21.93 87.86 152.97
791 36.97 54.11 24.50 88.27 151.44
792 37.11 76.13 44.16 145.08 54.90
793 36.78 11.54 12.97 88.06 92.44
794 36.90 19.87 15.74 83.56 127.73
795 36.97 35.26 21.25 85.74 161.09
796 37.00 70.79 37.28 143.69 72.04
797 36.95 64.64 30.77 109.04 111.00
798 37.01 78.55 45.87 146.25 55.01
799 37.00 51.70 23.85 91.20 140.50
800 37.23 29.99 18.95 79.45 138.27
801 37.07 38.02 20.23 82.09 161.37
802 37.26 84.09 55.80 116.73 50.26
803 36.99 26.43 17.11 79.32 138.68
804 37.32 16.49 14.57 75.61 137.86
805 37.42 57.85 27.07 103.36 126.96
806 37.43 81.20 56.12 129.37 57.77
807 37.12 92.65 15.91 16.27 24.95
808 37.41 40.38 22.67 73.51 144.51
809 37.39 62.19 30.12 117.68 100.74
810 37.73 13.59 13.85 66.17 114.68
811 37.85 6.64 9.73 45.66 80.94
812 37.67 42.88 25.02 85.78 140.50
813 37.64 86.71 56.61 93.73 86.19
814 37.75 47.68 27.44 81.62 137.37
815 37.83 68.65 39.16 156.53 68.91
816 37.86 21.47 16.33 73.05 117.57
817 37.84 50.13 27.16 88.70 130.10
818 37.80 66.19 37.93 156.51 77.42
819 37.82 59.98 33.99 135.49 104.18
820 37.95 26.78 18.99 77.64 123.79
821 37.98 36.62 22.75 84.06 145.40
822 37.93 55.26 31.75 110.43 127.26
823 37.93 11.63 13.28 60.87 105.95
824 37.94 24.23 17.90 68.41 129.98
825 37.72 27.89 18.41 67.14 133.64
826 38.01 9.82 12.72 50.86 105.48
827 37.89 33.54 21.52 76.88 142.04
828 37.83 44.83 26.53 104.53 130.95
829 37.86 93.98 13.83 8.62 23.58
830 37.79 17.93 14.75 69.75 136.62
831 38.20 18.34 16.07 65.72 123.09
832 38.08 71.77 46.65 145.69 63.19
833 38.08 52.42 29.11 114.88 118.73
834 38.32 31.20 21.24 76.84 136.22
835 38.23 74.39 56.71 143.24 57.03
836 38.22 45.81 23.94 71.80 117.69
837 38.24 64.06 36.60 151.16 72.99
838 38.23 78.93 67.05 124.21 58.48
839 38.12 7.91 11.90 51.30 94.75
840 38.38 82.96 74.87 102.75 77.28
841 38.51 38.82 23.58 83.47 134.84
842 38.24 89.98 43.62 50.57 65.90
843 38.57 29.06 22.23 73.01 125.42
844 38.32 92.93 23.95 16.98 33.95
845 38.53 15.24 16.49 63.57 121.67
846 38.18 19.41 13.00 57.67 131.33
847 38.54 85.46 76.18 74.19 106.48
848 38.32 86.83 58.33 47.83 111.83
849 38.78 76.72 72.80 128.24 64.00
850 38.61 57.92 36.32 135.97 88.87
851 38.67 41.53 26.73 102.22 132.19
852 38.81 35.10 23.53 86.72 132.64
853 38.94 19.71 18.54 64.57 113.00
854 38.83 48.17 29.36 107.54 110.20
855 38.93 62.20 42.33 166.41 74.68
856 38.73 88.76 44.57 38.28 104.67
857 38.83 69.35 54.15 151.02 61.76
858 38.88 94.45 16.02 8.49 29.74
859 38.97 9.10 12.54 53.97 96.25
860 39.02 43.77 29.57 111.74 112.47
861 38.98 53.34 33.95 144.64 92.73
862 38.96 60.10 38.82 167.58 78.68
863 39.02 6.96 11.33 38.02 74.52
864 39.08 50.62 32.08 126.70 101.49
865 39.02 55.89 35.94 140.94 81.95
866 38.96 66.55 48.81 161.47 63.43
867 39.03 12.29 15.46 62.39 100.86
868 39.19 81.17 89.57 89.70 84.32
869 39.03 91.68 28.16 15.25 69.12
870 39.05 21.77 19.22 71.41 106.51
871 39.21 24.74 19.34 69.99 104.43
872 39.23 32.84 25.56 87.78 113.59
873 39.28 17.47 17.15 63.55 111.22
874 39.17 26.95 22.04 77.09 104.13
875 39.33 72.31 63.93 137.98 67.50
876 39.38 45.94 33.55 132.88 95.71
877 39.35 84.48 79.90 61.63 109.09
878 39.57 64.26 52.24 172.90 64.98
879 39.53 74.65 84.82 120.10 72.60
880 39.63 37.34 27.40 116.58 109.68
881 39.53 39.68 30.57 116.40 103.70
882 39.55 78.86 92.77 101.32 80.02
883 39.57 14.69 16.05 58.37 98.66
884 39.26 16.12 14.88 49.00 123.62
885 39.56 89.13 63.69 45.41 113.47
886 39.60 93.20 25.73 12.37 41.53
887 39.78 29.94 25.29 86.90 98.50
888 39.79 58.53 45.65 162.32 66.40
889 39.57 22.55 16.88 58.59 102.00
890 39.85 70.15 72.37 140.12 72.08
891 39.90 34.89 29.08 109.36 97.90
892 39.97 41.91 32.40 135.58 81.52
893 39.97 47.90 37.91 140.96 86.36
894 39.98 54.52 46.66 161.21 70.42
895 39.98 67.69 63.78 157.94 67.48
896 40.04 83.36 107.46 68.24 113.34
897 40.14 52.13 41.32 145.99 72.88
898 40.22 86.51 90.79 48.25 118.38
899 39.92 9.25 12.77 49.85 71.51
900 40.17 60.92 55.60 158.90 67.20
901 40.14 76.75 94.42 97.04 109.01
902 40.34 5.45 10.51 39.39 53.33
903 40.37 56.57 52.36 167.74 62.41
904 40.25 20.06 20.91 81.93 85.43
905 40.27 25.41 24.62 93.72 75.93
906 40.30 27.85 25.28 92.71 81.17
907 40.35 44.20 37.98 158.37 73.21
908 40.17 94.99 16.73 5.86 29.11
909 40.34 32.00 30.65 103.96 83.05
910 40.43 49.88 41.47 149.18 79.40
911 40.53 12.23 17.69 63.17 79.21
912 40.29 22.97 21.59 97.89 75.01
913 40.54 81.01 100.84 59.04 120.69
914 40.54 65.49 70.31 149.56 78.22
915 40.46 17.12 20.48 72.21 79.77
916 40.82 8.10 14.80 59.28 59.12
917 40.66 62.88 68.27 153.55 70.75
918 40.67 93.12 31.17 10.28 48.56
919 40.69 71.72 79.01 105.19 128.04
920 40.76 74.08 99.14 93.33 121.47
921 40.69 39.48 36.42 135.79 68.01
922 40.86 78.82 107.83 65.80 133.99
923 40.83 88.83 98.56 39.42 110.79
924 40.81 36.70 35.94 142.67 77.52
925 40.88 46.43 47.08 165.75 73.70
926 40.92 34.01 33.32 130.50 72.03
927 40.89 69.13 88.29 119.39 87.86
928 40.92 14.51 20.07 77.56 75.42
929 40.96 58.64 62.51 163.25 74.66
930 41.16 30.08 31.54 130.26 66.71
931 41.09 53.86 55.64 165.29 68.99
932 41.15 84.34 117.13 52.61 121.87
933 41.19 91.15 64.50 21.81 76.90
934 41.21 42.03 45.41 158.29 64.97
935 41.32 76.20 111.65 74.36 128.64
936 41.36 19.20 24.04 92.44 60.33
937 41.29 22.22 26.93 106.07 60.22
938 41.43 67.00 86.17 104.95 123.97
939 41.31 25.19 28.42 108.53 70.64
940 41.38 51.30 57.71 153.99 89.68
941 41.43 10.09 20.54 73.43 59.98
942 41.45 48.53 55.12 171.22 80.55
943 41.46 61.31 80.64 140.94 92.24
944 41.52 27.84 32.00 120.39 65.98
945 41.66 44.64 54.69 164.43 74.33
946 41.61 56.10 64.86 154.03 84.94
947 41.55 64.28 87.68 134.10 119.83
948 41.80 82.29 128.71 47.98 139.82
949 41.63 16.64 24.12 85.57 59.10
950 41.77 32.46 41.86 136.47 63.36
951 41.79 38.02 48.68 150.34 66.41
952 41.85 87.02 116.20 37.77 113.20
953 41.97 5.99 15.57 68.03 35.77
954 41.93 13.12 24.15 83.66 54.74
955 41.90 35.25 42.68 145.53 63.07
956 41.95 69.84 97.65 74.57 140.44
957 41.86 73.34 97.25 56.20 147.70
958 42.22 79.82 138.91 54.24 146.77
959 42.15 40.23 51.75 144.00 64.81
960 41.93 58.84 80.66 145.96 101.59
961 41.81 92.04 43.33 14.44 66.44
962 42.03 90.20 63.44 24.93 99.67
963 42.14 52.89 75.59 151.80 106.43
964 42.17 72.05 129.45 77.18 144.92
965 42.53 74.85 130.64 56.40 151.04
966 42.31 21.01 33.06 115.27 64.97
967 42.34 46.92 69.72 145.94 105.80
968 42.41 23.63 33.56 108.33 65.76
969 42.30 96.06 17.71 5.06 18.86
970 42.43 26.13 38.05 130.63 66.23
971 42.41 50.04 76.87 137.77 108.50
972 42.38 65.55 107.07 81.45 145.20
973 42.54 8.13 20.84 78.28 44.34
974 42.50 30.69 51.19 144.31 71.48
975 42.45 42.75 64.82 147.66 71.03
976 42.56 62.96 107.99 90.02 126.92
977 42.61 15.49 29.78 90.11 59.25
978 42.54 10.90 26.45 90.58 50.68
979 42.51 60.64 95.64 104.09 131.95
980 42.70 77.16 151.64 55.26 138.63
981 42.68 84.46 137.25 46.75 111.23
982 42.61 17.97 31.91 111.52 55.50
983 42.59 89.25 111.27 31.83 89.63
984 42.61 55.14 95.35 139.35 101.16
985 42.79 92.11 71.29 24.52 55.32
986 42.85 67.98 115.57 56.97 150.97
987 42.85 28.40 48.60 138.82 82.43
988 42.70 57.53 101.90 127.97 118.84
989 42.85 36.30 62.21 124.80 66.85
990 42.90 33.28 62.83 131.38 73.22
991 43.04 44.76 80.85 132.36 112.22
992 43.12 38.69 68.54 135.44 93.30
993 43.25 87.18 132.89 44.81 93.13
994 43.24 72.56 158.70 57.98 160.28
995 43.34 70.20 139.06 52.58 160.02
996 43.27 81.77 154.14 50.51 141.36
997 43.20 94.82 31.36 11.55 28.17
998 43.21 53.29 96.12 109.78 131.52
999 43.29 41.32 79.82 139.16 112.52
1000 43.34 48.11 91.45 114.82 125.34
1001 43.38 19.93 43.83 113.19 73.21
1002 43.43 5.72 20.20 60.59 37.37
1003 43.59 12.40 35.17 84.34 65.67
1004 43.48 50.76 103.31 110.02 118.99
1005 43.50 59.86 109.59 71.20 152.71
1006 43.52 22.72 49.56 112.79 81.19
1007 43.49 25.31 52.18 117.08 79.17
1008 43.62 79.07 163.96 48.77 152.88
1009 43.41 7.03 20.59 61.19 53.63
1010 43.57 61.98 145.33 79.64 150.27
1011 43.64 9.38 32.67 84.39 61.06
1012 43.66 30.34 67.46 115.72 105.64
1013 43.89 55.57 117.12 63.93 156.03
1014 43.76 57.66 119.13 73.07 160.52
1015 43.70 34.74 77.94 105.49 104.26
1016 43.68 45.94 87.80 97.49 128.71
1017 43.86 14.86 42.56 94.87 70.81
1018 43.86 17.37 44.16 105.42 73.77
1019 43.95 74.39 159.39 45.15 140.70
1020 44.02 89.49 114.48 46.56 72.83
1021 44.16 63.88 155.57 52.67 156.78
1022 44.03 85.19 148.75 55.73 89.93
1023 43.98 92.54 63.94 30.26 46.56
1024 44.00 27.83 67.04 117.18 95.69
1025 44.00 37.03 104.45 125.45 126.84
1026 44.09 32.32 88.04 112.72 113.52
1027 44.20 43.05 99.94 96.25 145.40
1028 44.16 76.78 167.39 49.40 140.87
1029 43.95 96.26 20.08 9.45 19.37
1030 44.13 53.01 124.27 73.66 150.52
1031 44.02 40.39 87.96 98.39 141.84
1032 44.25 68.39 167.38 50.62 145.78
1033 44.31 20.90 61.46 90.93 105.48
1034 44.07 59.43 137.07 64.43 152.64
1035 44.42 83.08 162.82 55.78 105.89
1036 44.43 6.87 32.64 71.48 73.30
1037 44.36 49.02 128.00 83.85 136.99
1038 44.52 71.70 175.18 44.97 121.54
1039 44.58 25.73 73.01 96.00 126.75
1040 44.59 66.16 161.04 46.40 156.66
1041 44.74 61.78 159.64 51.04 154.37
1042 44.70 95.29 29.79 17.84 20.22
1043 44.54 5.18 25.56 58.83 63.33
1044 44.79 23.25 69.39 81.16 124.63
1045 44.76 38.83 106.46 78.51 154.48
1046 44.79 51.32 140.50 73.74 153.87
1047 44.73 80.30 172.76 55.73 113.00
1048 44.66 8.61 40.77 63.35 90.44
1049 44.70 10.73 49.69 61.82 90.16
1050 44.50 13.41 43.52 68.52 80.83
1051 44.89 34.32 98.71 75.88 144.93
1052 44.87 44.82 123.85 68.45 144.32
1053 44.56 30.04 78.13 73.95 137.00
1054 44.88 87.10 146.33 74.19 67.25
1055 44.63 19.06 62.48 80.04 108.07
1056 44.64 15.52 44.50 55.15 94.96
1057 45.16 47.13 134.86 56.11 145.79
1058 44.96 59.38 165.17 55.15 153.68
1059 44.89 12.17 56.54 80.12 96.49
1060 44.89 18.09 66.42 89.88 104.91
1061 45.06 57.02 151.65 51.45 160.83
1062 45.13 36.54 116.50 75.53 142.77
1063 45.07 54.13 160.01 57.24 168.99
1064 45.13 74.84 181.57 59.61 99.21
1065 45.21 92.23 74.88 46.90 40.55
1066 45.41 27.70 88.92 63.83 128.83
1067 45.34 31.93 102.31 66.62 140.46
1068 45.35 40.80 126.08 68.33 156.54
1069 45.21 69.58 185.25 50.07 117.93
1070 45.29 77.68 177.42 69.86 109.37
1071 45.17 29.61 95.70 79.21 130.85
1072 45.33 89.68 115.19 63.93 48.90
1073 45.32 16.27 67.24 67.13 117.09
1074 45.34 20.77 76.14 62.73 131.37
1075 45.44 64.32 180.01 49.69 134.63
1076 45.53 6.45 40.36 42.21 90.52
1077 45.55 49.64 157.01 53.65 155.82
1078 45.57 67.17 187.85 50.84 118.34
1079 45.60 82.24 171.11 78.76 79.76
1080 45.49 9.31 49.63 40.82 96.16
1081 45.60 13.18 59.12 51.36 117.40
1082 45.75 84.83 149.84 81.59 61.35
1083 45.87 42.67 137.47 52.23 145.28
1084 45.71 72.63 179.17 57.36 92.48
1085 45.94 14.53 75.16 50.76 109.78
1086 45.87 25.48 101.59 60.18 136.94
1087 45.88 11.60 70.23 45.77 108.48
1088 45.86 18.20 79.77 52.44 139.73
1089 45.93 55.23 175.66 45.58 160.38
1090 45.84 61.51 181.50 52.72 148.13
1091 45.93 52.53 166.70 50.57 157.22
1092 46.21 94.38 42.97 32.63 21.97
1093 45.99 23.15 104.02 56.08 146.59
1094 46.01 37.94 141.73 56.19 143.78
1095 46.05 45.07 158.31 49.63 141.20
1096 46.21 79.90 178.24 87.88 85.80
1097 46.03 8.20 54.74 39.92 101.10
1098 46.20 35.09 127.64 56.02 141.95
1099 46.21 59.33 193.59 51.37 131.86
1100 46.23 70.65 198.94 64.10 94.52
1101 46.30 87.66 145.87 89.06 58.30
1102 46.24 30.01 130.88 58.86 137.95
1103 46.30 75.17 185.05 79.08 87.43
1104 46.40 57.20 194.46 48.92 133.19
1105 46.45 48.29 169.63 49.29 145.42
1106 46.43 10.13 73.23 42.23 113.79
1107 46.53 63.20 193.61 63.87 133.70
1108 46.51 65.73 196.76 66.29 104.71
1109 46.58 77.65 186.74 93.94 81.12
1110 46.56 90.97 103.99 65.63 45.99
1111 46.56 68.33 194.20 79.26 103.45
1112 46.80 5.96 50.91 24.71 106.01
1113 46.71 20.40 98.96 43.75 141.27
1114 46.64 32.58 134.46 48.37 136.37
1115 46.61 39.92 167.92 51.90 135.13
1116 46.61 50.77 188.10 51.85 144.62
1117 46.68 27.78 133.88 48.23 139.58
1118 46.93 82.01 170.67 97.93 68.38
1119 46.82 7.51 63.77 29.32 108.13
1120 46.60 11.40 73.00 31.50 120.17
1121 46.97 15.68 99.09 36.89 126.15
1122 46.72 96.72 20.18 11.93 15.11
1123 47.01 46.19 178.94 51.92 133.00
1124 46.96 54.41 193.57 65.88 121.72
1125 46.87 3.81 35.11 16.18 67.81
1126 47.09 73.20 188.14 84.04 81.63
1127 47.00 85.22 164.18 98.16 71.72
1128 47.21 22.67 116.18 38.61 132.28
1129 47.10 43.65 179.56 48.87 123.54
1130 47.32 13.37 104.16 32.49 120.56
1131 47.09 17.94 102.32 41.15 138.73
1132 47.17 25.77 129.26 44.27 130.87
1133 47.13 61.12 201.58 72.75 101.79
1134 47.12 37.29 169.02 45.71 127.86
1135 47.37 41.29 172.30 49.03 124.89
1136 47.41 52.32 191.30 65.01 104.84
1137 47.33 70.74 200.05 96.60 88.85
1138 47.41 29.65 142.51 40.89 120.28
1139 47.42 34.72 158.68 47.05 132.38
1140 47.40 58.70 200.65 74.61 93.06
1141 47.38 93.37 54.73 45.97 29.48
1142 47.44 76.00 195.54 104.61 77.36
1143 47.45 10.94 100.81 33.01 104.78
1144 47.48 64.29 204.45 89.63 91.26
1145 47.53 56.38 196.54 65.51 109.95
1146 47.62 88.84 133.08 87.79 61.94
1147 47.56 96.02 24.96 15.55 13.93
1148 47.60 49.91 186.32 63.14 116.35
1149 47.61 66.61 196.77 98.97 84.12
1150 47.66 79.53 179.99 119.42 77.37
1151 47.73 68.78 198.58 111.47 78.08
1152 47.76 32.09 161.08 46.02 115.28
1153 47.80 47.63 192.06 72.11 110.62
1154 47.91 83.38 161.12 90.00 76.49
1155 47.96 39.04 178.46 51.79 102.27
1156 48.23 91.37 93.88 50.42 49.05
1157 48.11 62.37 207.91 108.29 81.96
1158 48.00 19.35 127.54 40.48 120.84
1159 48.11 45.15 194.50 71.57 100.57
1160 48.15 27.08 147.78 41.76 109.99
1161 48.21 86.31 149.53 81.43 67.51
1162 48.19 24.08 139.69 41.21 104.67
1163 48.18 53.98 199.68 83.54 90.90
1164 48.27 16.48 126.91 36.74 104.28
1165 48.34 60.25 207.27 102.70 78.67
1166 48.33 72.19 193.79 111.07 71.19
1167 48.29 36.75 182.03 56.69 96.61
1168 48.30 42.76 188.84 68.63 89.90
1169 48.40 74.62 192.04 102.24 73.77
1170 48.34 77.36 190.85 109.49 75.77
1171 48.27 8.97 94.19 27.43 97.23
1172 48.45 14.05 126.16 35.38 98.79
1173 48.42 21.49 137.59 39.74 99.95
1174 48.60 94.24 45.11 20.45 26.44
1175 48.52 34.23 182.94 54.98 96.40
1176 48.54 58.08 204.55 104.01 89.38
1177 48.50 64.96 208.59 122.59 77.09
1178 48.54 29.36 162.61 48.11 91.07
1179 48.56 51.69 193.93 86.06 81.24
1180 48.67 81.12 171.18 86.70 84.94
1181 48.70 3.12 40.51 13.88 49.36
1182 48.76 11.79 117.64 37.21 92.39
1183 48.62 56.07 208.46 95.28 89.63
1184 48.76 40.65 196.18 88.39 82.27
1185 48.66 48.94 197.97 84.09 83.03
1186 48.74 69.87 202.23 119.84 76.26
1187 48.77 67.41 190.44 118.62 80.98
1188 48.93 88.76 132.45 56.55 71.10
1189 48.89 31.65 172.65 53.21 87.35
1190 49.04 7.46 101.76 34.42 86.12
1191 48.99 46.67 198.78 92.89 86.82
1192 48.96 4.90 73.72 24.19 67.67
1193 49.08 84.15 162.68 70.49 82.71
1194 49.03 18.58 147.98 45.32 84.93
1195 49.08 25.27 163.24 55.86 86.74
1196 49.17 63.17 207.40 135.70 75.00
1197 49.28 38.68 186.32 84.28 70.62
1198 49.28 78.64 187.09 88.39 94.09
1199 49.20 44.29 196.19 90.07 75.40
1200 49.31 54.52 211.03 124.08 85.99
1201 49.32 35.98 178.12 77.89 80.08
1202 49.45 22.82 154.04 50.40 72.44
1203 49.45 50.44 208.06 102.93 83.40
1204 49.53 27.32 168.57 69.19 83.33
1205 49.59 61.19 211.53 121.31 84.02
1206 49.45 75.87 189.23 90.96 87.26
1207 49.53 42.11 205.99 113.39 81.00
1208 49.51 59.19 211.83 125.86 79.21
1209 49.53 73.24 192.02 97.74 79.82
1210 49.74 9.59 119.08 44.36 67.38
1211 49.57 14.84 129.50 47.78 63.13
1212 49.63 33.34 183.22 75.74 77.35
1213 49.61 65.72 203.90 115.11 77.80
1214 49.61 92.20 81.42 24.76 49.84
1215 49.67 29.57 181.95 66.36 76.62
1216 49.75 20.42 154.28 50.27 73.41
1217 49.74 56.95 207.98 118.71 82.13
1218 49.76 70.79 203.02 98.24 95.70
1219 49.85 86.73 140.07 47.54 108.80
1220 49.78 52.54 204.70 122.84 83.25
1221 49.88 48.41 208.71 102.28 87.62
1222 49.91 82.07 174.35 65.90 98.93
1223 49.90 68.28 207.38 100.42 84.51
1224 49.94 4.01 62.07 29.50 44.32
1225 50.02 12.00 123.45 55.15 60.96
1226 50.04 17.75 149.94 47.49 64.40
1227 49.89 95.82 26.92 5.88 28.17
1228 50.05 45.92 201.65 107.93 74.55
1229 50.26 89.64 124.48 32.74 80.15
1230 50.26 7.08 110.87 43.43 59.21
1231 50.18 24.97 169.15 73.06 73.72
1232 50.28 31.47 183.09 76.93 68.64
1233 50.29 37.13 189.10 83.56 73.79
1234 50.24 63.63 205.12 104.61 85.25
1235 50.33 79.80 183.24 52.43 122.40
1236 50.31 43.67 206.55 110.14 74.80
1237 50.38 34.87 185.99 85.06 70.70
1238 50.52 84.35 163.71 46.81 119.93
1239 50.49 41.06 200.94 111.94 75.01
1240 50.41 54.70 208.79 121.28 105.28
1241 50.55 39.06 200.20 85.47 77.78
1242 50.46 77.21 189.18 62.64 117.17
1243 50.54 74.43 216.62 83.74 114.61
1244 50.59 94.76 38.47 8.44 38.30
1245 50.62 15.81 153.07 59.40 60.49
1246 50.65 22.60 164.14 62.62 67.73
1247 50.62 50.49 212.31 109.69 100.12
