#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
co2 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
0 2.30 41.05 13.78 5.92 31.84
1 2.49 43.23 14.71 6.56 28.69
2 2.81 36.21 20.86 8.18 36.04
3 3.41 34.45 16.88 6.80 32.20
4 3.98 45.93 18.83 7.13 37.03
5 3.95 48.13 15.51 6.94 35.14
6 3.99 38.75 16.16 8.62 38.27
7 3.89 42.86 19.15 6.69 37.54
8 4.50 31.74 15.63 7.62 36.84
9 4.18 41.75 18.39 6.93 37.73
10 4.35 44.15 18.12 7.39 36.80
11 4.94 39.45 20.62 8.79 37.38
12 5.12 46.92 18.24 7.65 35.01
13 5.24 36.59 20.00 7.67 37.85
14 5.13 44.96 18.15 7.31 39.69
15 5.71 35.41 22.01 8.09 38.04
16 5.79 50.41 14.23 7.31 37.57
17 5.63 45.46 18.09 8.42 39.16
18 5.91 41.14 19.95 8.31 40.15
19 6.06 47.95 15.72 7.97 39.99
20 5.93 38.69 20.62 7.60 41.06
21 6.08 29.78 17.62 6.43 37.11
22 6.22 36.98 18.94 8.59 38.41
23 6.49 45.86 17.16 7.63 43.30
24 6.68 34.04 22.02 7.63 35.77
25 6.76 53.59 12.31 8.37 34.87
26 6.61 39.29 20.25 8.70 35.68
27 6.67 27.78 17.71 6.60 30.89
28 6.83 37.11 17.60 8.42 40.38
29 6.72 49.89 16.48 7.45 39.58
30 6.63 51.71 16.67 8.04 38.48
31 7.02 29.86 20.67 6.90 36.91
32 6.92 31.70 21.59 8.94 38.12
33 6.84 32.75 26.08 8.58 38.75
34 7.46 44.71 18.70 9.30 40.73
35 7.30 50.96 13.97 8.76 40.91
36 7.51 27.97 18.15 7.20 38.54
37 7.47 38.43 18.63 8.60 37.90
38 7.45 46.53 20.00 9.62 39.98
39 7.59 34.53 18.14 9.67 39.00
40 7.86 47.84 16.70 8.26 38.67
41 7.89 30.86 18.43 8.69 37.94
42 8.01 36.63 21.97 10.03 38.36
43 8.09 32.34 20.86 6.93 40.14
44 8.03 52.24 15.18 7.65 43.97
45 8.08 57.46 12.90 6.33 34.12
46 8.08 45.96 18.84 9.39 43.52
47 8.15 33.81 21.41 8.53 40.53
48 7.99 38.03 20.09 10.00 49.00
49 8.41 27.24 19.49 7.30 39.85
50 8.26 44.97 19.56 11.33 44.11
51 8.31 47.11 22.56 8.56 41.56
52 8.52 38.95 20.05 9.58 40.87
53 8.82 30.39 18.12 9.26 38.92
54 8.62 44.15 17.42 7.67 45.21
55 8.87 51.96 15.06 8.17 42.96
56 8.60 45.62 19.56 7.78 46.00
57 8.83 47.75 18.30 9.08 42.16
58 8.76 40.80 18.17 8.54 40.66
59 8.90 54.03 15.98 8.93 40.25
60 9.05 33.66 21.01 9.83 38.92
61 9.05 42.89 18.00 8.27 43.42
62 9.19 37.38 19.23 9.54 42.32
63 9.20 44.88 22.60 11.47 39.58
64 9.16 28.75 18.88 9.46 39.58
65 9.35 32.28 21.52 9.79 41.76
66 9.26 41.30 17.71 10.48 41.29
67 9.66 48.87 16.00 10.24 44.59
68 9.51 27.39 17.73 9.05 39.50
69 9.94 29.73 19.49 8.75 39.41
70 9.55 52.67 13.88 6.88 42.53
71 9.62 43.40 18.73 8.85 41.64
72 9.86 40.20 19.59 9.26 41.57
73 9.94 23.62 15.06 7.94 34.72
74 9.94 25.29 15.83 8.76 38.67
75 9.87 46.05 15.40 9.49 41.98
76 9.69 31.95 24.00 7.50 45.50
77 9.91 31.27 21.90 10.52 43.24
78 9.98 53.19 14.64 9.86 41.28
79 10.34 38.66 19.42 9.01 41.07
80 10.07 26.96 17.57 10.05 40.90
81 9.99 43.83 21.50 9.00 51.00
82 10.51 50.85 16.26 10.91 46.26
83 10.36 34.89 21.45 9.39 42.61
84 10.27 44.67 17.57 10.64 36.61
85 10.45 47.44 16.66 9.55 42.53
86 10.52 32.04 20.13 9.08 41.99
87 10.78 40.93 16.59 9.68 43.96
88 10.68 27.71 17.94 9.13 40.31
89 10.99 52.92 15.28 9.51 43.10
90 10.76 25.68 14.83 8.60 42.19
91 10.76 43.81 18.47 10.17 42.14
92 11.01 59.80 11.49 7.59 36.73
93 11.23 48.24 16.63 9.81 45.48
94 11.13 61.32 10.86 8.11 36.32
95 11.12 45.02 15.88 10.38 39.42
96 11.26 50.16 14.84 8.89 45.79
97 11.52 62.30 10.86 7.64 35.26
98 11.54 46.34 17.53 10.53 38.28
99 11.57 57.51 13.35 8.81 37.93
100 11.64 35.40 17.56 9.03 40.68
101 11.88 43.32 16.45 9.63 44.32
102 11.58 30.73 20.38 9.56 43.58
103 11.66 55.12 15.67 10.67 41.54
104 11.57 51.36 19.27 14.27 40.93
105 11.74 29.29 15.40 9.04 44.08
106 11.94 41.32 17.95 8.87 40.92
107 11.92 33.10 18.49 11.05 43.24
108 11.87 60.11 12.76 9.43 38.90
109 11.78 53.63 14.95 12.57 40.19
110 12.03 58.80 11.10 9.40 43.00
111 12.25 22.06 13.05 8.03 34.05
112 12.31 23.95 13.46 8.77 37.48
113 12.20 26.10 14.53 9.67 40.44
114 12.43 37.85 16.52 9.52 40.86
115 12.31 45.37 16.90 10.59 43.63
116 12.36 51.48 15.85 10.12 43.05
117 12.32 64.12 11.76 7.98 32.63
118 12.14 31.02 18.71 11.00 45.00
119 12.44 53.43 13.74 11.13 42.85
120 12.55 55.75 15.93 10.74 39.93
121 12.41 65.37 7.38 7.69 35.92
122 12.43 40.80 15.22 11.89 43.33
123 12.52 49.39 13.08 9.62 45.50
124 12.78 28.10 15.27 10.11 41.40
125 12.53 31.79 19.55 10.29 42.77
126 12.57 47.44 13.21 8.26 44.05
127 12.56 25.26 17.82 8.06 34.65
128 12.55 59.81 11.58 8.92 44.17
129 13.20 33.30 17.30 9.21 44.54
130 13.00 40.35 15.57 9.24 42.74
131 13.02 44.25 16.94 9.96 42.56
132 12.90 62.35 13.00 11.41 39.08
133 12.95 30.48 17.78 8.95 39.40
134 13.07 34.98 16.91 10.89 42.04
135 13.15 20.85 12.38 8.91 36.22
136 12.96 23.00 14.25 9.82 40.42
137 13.07 47.93 18.09 11.24 45.15
138 13.19 54.25 15.33 12.02 43.97
139 13.04 60.23 14.15 10.41 45.35
140 13.57 25.58 14.30 10.65 41.14
141 13.20 57.02 12.60 10.34 41.83
142 13.33 38.24 15.85 10.38 43.44
143 13.53 52.35 14.52 9.58 46.01
144 13.45 45.95 15.91 9.44 45.24
145 13.39 61.04 15.26 11.11 41.89
146 13.52 29.47 17.37 12.11 42.51
147 13.63 58.88 13.15 10.85 45.37
148 13.59 62.24 11.82 9.33 39.91
149 13.79 31.31 14.45 9.20 42.45
150 13.78 47.12 14.29 12.35 45.06
151 13.76 22.64 14.72 8.89 39.89
152 13.92 36.96 15.07 8.84 42.31
153 13.89 40.50 15.62 9.79 42.78
154 13.98 34.87 16.18 9.19 41.13
155 14.04 64.34 12.08 10.18 37.45
156 14.04 48.14 14.62 8.96 45.12
157 14.13 58.01 14.31 10.37 45.40
158 14.40 20.40 11.85 7.11 36.94
159 14.33 28.21 13.94 10.68 43.40
160 14.31 32.11 17.48 10.38 40.14
161 14.06 45.78 14.80 11.00 42.80
162 14.08 65.80 12.33 9.67 36.67
163 14.47 44.43 14.52 10.49 44.44
164 14.30 61.89 12.38 11.04 44.21
165 14.52 54.68 14.66 11.92 43.30
166 14.64 24.61 13.87 9.07 43.93
167 14.73 56.50 13.68 11.57 42.92
168 14.57 39.83 13.69 10.38 46.08
169 14.67 52.35 15.74 9.98 46.21
170 15.05 66.30 11.86 11.41 36.94
171 14.85 47.26 14.75 10.99 46.28
172 14.73 58.61 12.89 13.17 45.03
173 15.03 22.72 12.96 9.31 40.04
174 14.86 60.19 12.71 10.54 41.14
175 14.90 64.85 11.20 12.76 34.68
176 15.12 30.69 13.87 11.04 42.05
177 15.09 38.35 14.64 9.31 43.27
178 15.18 67.80 10.90 10.39 34.65
179 15.35 41.09 15.66 12.10 43.13
180 15.27 18.44 10.64 7.33 33.83
181 15.43 44.77 13.41 10.07 43.52
182 15.41 58.55 13.00 11.78 44.16
183 15.40 54.13 14.88 13.00 41.50
184 15.57 35.76 14.23 10.18 45.77
185 15.59 43.02 14.84 10.02 44.98
186 15.60 34.10 14.21 8.85 44.74
187 15.62 24.56 13.89 8.85 43.78
188 15.71 46.14 14.16 13.03 44.24
189 15.66 27.04 14.30 9.33 40.60
190 15.63 63.04 12.89 11.60 40.40
191 15.63 53.02 14.00 18.80 44.40
192 15.79 69.26 10.10 11.43 36.67
193 15.93 23.45 14.70 8.97 40.07
194 16.01 37.27 15.39 12.04 42.63
195 16.20 31.80 13.65 10.18 41.69
196 16.08 67.12 11.23 12.23 37.12
197 16.05 52.31 14.90 12.60 42.90
198 16.28 30.35 14.75 8.48 38.60
199 16.33 48.74 15.29 12.10 47.47
200 16.24 70.43 9.93 9.33 35.18
201 16.56 44.78 14.91 11.09 43.14
202 16.18 45.72 11.80 8.80 44.40
203 16.38 68.40 10.14 10.86 37.97
204 16.65 35.74 15.18 9.98 41.10
205 16.33 42.43 14.21 10.56 47.85
206 16.37 46.80 14.21 11.21 45.00
207 16.53 23.06 14.06 9.73 39.61
208 16.56 62.65 14.09 14.29 38.76
209 16.41 65.41 13.00 13.60 40.80
210 16.49 28.90 16.31 10.62 44.38
211 16.65 53.10 14.11 12.53 47.21
212 16.92 56.76 13.75 13.20 46.53
213 16.87 41.06 13.12 11.55 44.87
214 16.76 47.60 16.12 12.31 43.97
215 16.77 37.16 15.63 11.39 40.68
216 16.75 59.89 14.31 11.74 45.67
217 16.79 39.70 12.06 10.39 47.56
218 16.91 66.47 12.22 15.37 39.37
219 16.88 32.82 14.19 9.48 39.42
220 16.66 58.32 18.00 14.00 40.00
221 16.89 68.81 10.86 13.57 36.37
222 17.14 63.29 11.57 11.45 42.34
223 17.13 29.12 15.65 9.77 47.04
224 17.12 21.40 11.87 11.15 39.38
225 17.63 46.43 15.04 11.59 46.33
226 17.13 49.41 14.15 11.48 50.40
227 17.41 30.85 14.96 10.70 45.74
228 17.19 38.90 14.35 11.68 42.18
229 17.30 52.44 14.32 12.49 47.68
230 17.13 61.02 14.96 16.92 43.42
231 17.23 23.25 11.85 9.59 43.95
232 17.49 59.34 13.14 13.27 42.95
233 17.75 70.82 11.05 12.57 38.29
234 17.53 54.49 13.65 11.54 50.07
235 17.65 37.37 14.78 12.25 44.83
236 17.73 61.43 13.90 14.02 47.90
237 17.63 67.88 12.34 14.63 41.10
238 17.93 25.12 13.61 11.40 44.11
239 17.80 36.12 12.84 10.39 47.51
240 17.65 40.72 13.06 9.28 43.28
241 17.67 48.49 14.50 11.96 45.18
242 17.75 50.05 14.70 14.64 44.85
243 17.75 21.19 11.73 8.51 38.12
244 17.67 58.08 14.71 15.00 55.86
245 18.06 28.63 13.88 12.00 46.14
246 18.00 41.73 14.08 12.62 44.24
247 17.92 64.70 12.17 15.02 42.52
248 18.20 34.58 14.13 11.05 46.56
249 18.11 56.01 14.73 12.92 46.92
250 18.23 57.98 13.32 14.76 47.79
251 18.32 27.11 12.53 11.33 45.22
252 18.20 39.81 12.80 11.83 43.80
253 18.30 19.33 10.55 8.41 38.03
254 18.40 30.24 14.73 12.41 40.16
255 18.49 48.21 14.21 12.35 45.10
256 18.61 52.12 15.45 13.71 46.91
257 18.46 17.21 9.75 8.27 35.12
258 18.38 31.76 14.00 9.46 48.94
259 18.30 59.92 13.64 15.00 44.14
260 18.44 62.05 12.46 17.23 43.18
261 18.41 63.40 13.88 15.18 46.94
262 18.50 21.80 12.06 9.62 36.59
263 18.59 67.18 11.12 17.02 45.00
264 18.33 72.61 9.67 12.67 39.00
265 18.51 38.93 15.00 13.50 43.33
266 19.00 65.78 12.08 15.11 42.15
267 18.85 55.65 14.24 15.96 47.49
268 18.92 64.11 14.36 18.62 44.67
269 18.80 59.32 14.30 11.70 48.13
270 18.88 72.90 11.23 21.80 34.09
271 18.96 37.90 17.00 12.30 45.20
272 18.92 46.56 15.88 12.98 46.12
273 18.98 23.83 13.52 10.90 43.67
274 19.04 40.61 12.84 12.60 43.84
275 19.09 60.46 14.11 15.34 46.37
276 19.21 57.88 14.83 14.33 48.53
277 19.34 20.79 12.09 10.90 41.31
278 19.41 27.79 13.72 12.25 46.67
279 19.33 30.68 13.30 12.91 42.11
280 19.16 44.94 14.32 13.20 48.80
281 19.42 61.88 15.05 16.45 47.65
282 19.26 16.41 10.48 8.16 31.36
283 19.40 50.02 14.68 12.44 48.15
284 19.67 47.68 14.15 12.92 48.85
285 19.43 51.96 13.00 14.17 55.33
286 19.51 71.61 11.29 26.59 36.88
287 19.54 17.63 8.77 8.68 34.68
288 19.63 24.14 11.61 10.94 44.00
289 19.72 64.27 13.65 19.70 47.00
290 19.60 51.20 13.08 13.67 47.83
291 19.58 25.87 11.69 9.31 41.06
292 19.65 37.87 14.00 10.09 49.52
293 20.08 44.94 14.54 13.12 49.75
294 19.87 73.65 11.98 21.81 39.87
295 19.82 52.77 16.36 17.19 45.64
296 20.04 35.00 13.31 12.33 40.96
297 20.04 56.56 15.02 16.95 48.85
298 19.92 26.77 11.65 12.22 43.22
299 19.94 58.50 14.57 17.61 48.22
300 20.01 72.28 11.23 20.65 39.96
301 20.31 32.77 13.35 11.70 46.47
302 20.21 38.71 14.42 11.61 47.31
303 20.26 65.16 13.42 25.08 44.34
304 20.16 60.13 14.69 16.40 44.45
305 20.51 28.42 13.92 12.03 43.08
306 20.29 30.42 14.52 13.72 43.36
307 20.22 76.06 9.85 17.77 36.77
308 20.35 27.22 14.38 12.23 43.23
309 20.54 25.94 13.57 10.57 45.51
310 20.49 46.57 15.41 15.00 47.48
311 20.43 68.58 15.22 38.72 40.22
312 20.57 51.87 14.13 13.87 49.26
313 20.63 18.92 11.03 9.45 40.10
314 20.37 47.36 16.67 11.00 58.67
315 20.67 24.09 12.61 12.65 47.06
316 20.68 36.07 14.58 12.29 46.58
317 20.65 55.41 13.94 14.16 48.16
318 20.45 75.55 8.25 21.50 41.75
319 20.93 70.51 12.84 39.40 39.38
320 20.83 76.62 10.26 34.24 34.56
321 20.82 16.22 9.90 9.42 36.51
322 21.10 52.98 14.04 13.05 47.13
323 20.80 32.27 14.00 11.60 44.16
324 20.88 20.77 12.54 10.37 43.48
325 21.45 48.13 14.16 14.43 50.06
326 21.14 44.83 13.88 13.05 46.98
327 21.15 25.53 13.22 14.54 45.59
328 21.31 29.16 13.35 13.09 46.59
329 21.43 31.63 12.92 12.75 47.22
330 21.60 34.48 13.75 15.27 44.47
331 21.30 35.72 16.25 15.33 49.50
332 21.59 54.22 13.68 16.09 48.44
333 21.77 68.86 13.86 52.85 41.13
334 21.64 73.59 13.57 53.66 35.77
335 21.76 78.89 10.15 36.05 25.96
336 21.66 23.45 13.67 12.33 46.15
337 21.66 19.93 11.70 10.20 43.73
338 21.60 26.85 11.64 11.78 40.19
339 21.72 37.10 13.52 13.41 46.94
340 21.77 50.08 14.52 14.70 45.91
341 22.07 76.17 11.39 53.64 36.73
342 21.78 61.29 14.23 25.74 46.45
343 21.81 30.17 14.00 13.11 46.78
344 21.81 39.12 14.34 12.50 46.82
345 22.10 41.40 14.31 14.81 48.75
346 21.93 58.39 14.56 22.32 48.70
347 22.15 24.44 12.95 12.86 45.05
348 22.23 71.41 14.08 70.70 40.91
349 22.19 15.13 8.35 9.06 35.86
350 22.06 18.43 10.24 10.55 44.52
351 22.08 35.73 12.57 11.86 49.43
352 21.99 26.19 14.50 16.83 42.33
353 22.31 51.79 14.55 19.74 49.84
354 22.33 27.66 12.62 14.23 45.26
355 22.26 47.08 15.44 18.97 47.85
356 22.42 17.14 9.59 10.82 36.62
357 22.11 46.06 13.00 10.00 57.50
358 22.41 19.95 11.78 13.68 40.32
359 22.36 43.25 13.51 12.63 46.12
360 22.34 54.47 14.90 20.84 46.18
361 22.60 64.37 14.62 53.22 40.14
362 22.62 29.61 13.85 11.88 44.19
363 22.45 61.02 13.34 32.09 47.72
364 22.80 67.20 16.01 74.86 43.44
365 22.69 34.85 13.26 15.23 45.23
366 22.68 62.43 15.92 47.57 42.14
367 22.83 45.00 14.04 16.80 51.24
368 22.79 48.32 14.67 13.80 47.33
369 22.66 56.13 15.34 23.47 46.13
370 22.92 26.02 13.72 13.03 43.70
371 22.90 79.95 10.19 61.21 26.37
372 22.84 59.55 14.18 29.76 49.21
373 23.01 73.97 12.79 84.58 36.64
374 23.29 77.25 11.64 87.99 32.42
375 23.02 30.98 13.29 14.48 45.81
376 23.14 57.92 14.68 36.43 45.89
377 23.17 69.90 15.13 95.81 44.54
378 22.98 19.12 11.44 16.11 38.11
379 22.90 53.04 16.25 24.75 41.25
380 23.21 16.33 10.18 12.84 35.46
381 23.28 34.07 13.24 15.59 46.60
382 23.35 40.20 14.18 16.74 45.96
383 23.12 51.68 13.74 19.42 45.81
384 23.07 54.58 14.81 19.92 47.22
385 23.16 42.93 15.61 19.39 46.76
386 23.50 18.57 11.24 14.28 39.89
387 23.47 36.65 14.79 14.60 47.86
388 23.54 60.51 15.74 54.76 44.05
389 23.66 65.69 15.33 102.03 41.58
390 23.39 38.16 13.82 13.82 49.71
391 23.43 41.69 13.96 13.88 49.92
392 23.47 48.80 15.14 21.77 43.05
393 23.50 22.35 13.12 14.88 46.19
394 23.54 55.60 14.55 28.42 49.73
395 23.69 63.15 14.90 78.10 43.08
396 23.65 50.83 16.39 25.07 47.82
397 23.91 46.31 14.58 18.77 47.72
398 23.84 53.52 14.99 30.46 50.09
399 24.10 72.28 14.34 143.63 40.94
400 23.89 27.29 13.20 15.48 45.44
401 23.82 42.60 13.23 17.00 53.54
402 24.06 33.42 13.22 15.23 45.23
403 24.47 37.23 14.54 17.49 48.19
404 24.22 23.45 12.36 15.60 45.77
405 24.08 58.08 14.68 61.67 45.67
406 24.27 74.78 13.23 127.80 38.51
407 24.16 16.00 10.95 13.32 37.56
408 24.02 56.36 13.29 24.07 57.64
409 24.40 67.61 14.77 137.08 43.33
410 24.34 69.99 14.21 148.50 43.56
411 24.29 79.62 11.58 85.89 29.69
412 24.25 48.59 14.02 21.40 50.70
413 24.38 41.89 14.73 21.65 51.40
414 24.65 55.23 15.33 53.49 45.53
415 24.38 40.36 13.83 14.00 47.40
416 24.58 44.67 14.56 20.34 46.58
417 24.67 61.88 18.82 125.67 44.74
418 24.48 17.92 10.84 13.24 39.78
419 24.84 77.12 13.17 136.98 35.94
420 24.54 14.74 9.97 14.52 37.06
421 24.54 21.37 12.15 14.45 42.57
422 24.71 64.39 15.95 119.19 44.69
423 24.86 59.67 16.28 104.12 43.95
424 24.83 19.63 12.75 16.14 41.77
425 24.66 43.01 15.63 24.78 50.93
426 24.60 49.91 13.27 29.87 51.93
427 24.92 33.37 13.97 15.93 49.78
428 24.99 52.94 16.08 49.65 46.32
429 24.78 24.74 12.10 13.75 46.00
430 24.77 46.75 15.12 20.06 50.94
431 25.35 31.64 14.71 16.34 50.06
432 24.64 47.93 17.00 38.50 61.00
433 25.11 82.14 11.45 60.70 26.72
434 24.79 39.57 15.00 17.33 43.33
435 25.21 57.23 17.03 92.20 43.80
436 25.12 23.26 13.73 18.12 42.93
437 24.94 15.83 10.50 13.50 37.60
438 25.27 16.90 10.32 13.53 39.04
439 25.27 40.58 14.75 21.88 45.02
440 25.23 29.12 14.57 17.90 50.26
441 25.24 42.60 15.81 21.89 50.56
442 25.49 66.28 14.89 163.24 42.54
443 25.46 18.64 12.26 16.21 39.89
444 25.36 35.54 14.12 17.55 48.03
445 25.33 43.73 15.28 26.06 46.89
446 25.62 46.72 16.77 35.59 48.62
447 25.52 72.46 15.37 163.03 42.20
448 25.51 69.55 14.75 165.07 44.86
449 25.53 79.40 12.97 116.87 39.72
450 25.76 75.08 13.13 155.33 40.24
451 25.59 21.70 13.71 15.10 45.04
452 25.43 30.31 14.00 17.50 51.22
453 25.41 28.05 14.50 20.00 49.50
454 25.65 38.39 14.48 25.33 46.74
455 25.83 63.53 16.72 155.36 45.91
456 25.85 20.13 12.66 15.21 42.80
457 25.92 50.05 15.51 51.57 49.53
458 25.88 61.21 15.90 152.12 42.66
459 25.84 84.72 8.55 34.37 22.27
460 26.12 33.53 15.06 24.15 45.18
461 25.93 54.97 17.12 96.18 47.60
462 25.80 15.92 11.33 19.29 38.46
463 25.91 41.40 15.23 22.30 51.16
464 25.69 42.67 13.00 13.80 52.40
465 26.03 58.66 17.00 148.29 48.29
466 26.16 27.24 13.49 18.70 49.98
467 26.14 52.49 17.00 77.09 49.00
468 26.07 44.16 14.19 45.74 37.72
469 26.48 35.58 13.96 22.68 51.99
470 26.16 40.18 14.83 24.44 47.61
471 26.51 67.98 15.52 176.45 39.36
472 26.43 77.73 13.55 133.34 43.01
473 26.38 81.36 12.08 88.67 50.30
474 26.33 15.28 8.62 15.49 38.11
475 26.64 70.61 15.94 171.18 42.35
476 26.27 31.03 12.62 19.12 50.75
477 26.56 21.46 13.84 20.19 46.72
478 26.63 65.41 14.77 180.53 44.61
479 26.69 56.77 16.63 151.46 46.92
480 26.56 26.05 11.04 15.40 47.60
481 26.61 39.24 12.67 25.28 50.69
482 26.63 16.87 11.14 18.49 36.59
483 26.53 19.56 14.20 20.70 42.60
484 26.66 29.40 13.35 20.75 47.85
485 26.82 46.43 16.05 62.95 45.61
486 26.91 73.20 15.31 167.58 48.75
487 26.86 32.44 13.92 27.31 46.52
488 26.96 48.83 15.32 80.80 45.85
489 26.85 18.62 11.79 19.52 40.90
490 26.95 23.10 12.02 26.22 44.84
491 26.89 38.04 15.81 38.58 46.48
492 27.00 60.07 15.62 179.69 43.47
493 27.10 62.46 14.75 182.30 45.57
494 27.14 53.84 15.84 138.55 42.94
495 27.18 75.64 15.83 148.66 55.20
496 27.20 51.41 15.88 112.49 46.91
497 27.12 30.93 14.27 23.01 47.56
498 27.33 42.82 17.17 60.88 46.89
499 27.10 25.80 13.24 28.00 45.90
500 27.18 34.46 14.84 30.14 47.68
501 27.51 40.43 16.11 59.01 44.96
502 27.44 13.26 10.01 22.99 35.63
503 27.25 37.14 13.88 31.65 48.76
504 27.42 80.78 13.43 100.23 76.67
505 27.71 20.60 13.47 29.66 43.37
506 27.77 78.14 14.80 117.16 80.45
507 27.77 44.79 15.97 94.51 45.56
508 27.71 58.17 17.11 202.63 46.33
509 27.72 64.46 15.20 180.37 50.33
510 27.71 55.86 16.75 176.69 45.53
511 28.12 17.50 11.36 36.56 40.73
512 27.77 66.85 15.98 185.24 51.44
513 27.79 69.30 16.26 164.61 52.98
514 27.56 33.52 13.25 22.25 57.20
515 27.80 83.87 9.79 32.96 88.27
516 27.47 18.42 10.83 20.50 45.00
517 27.58 38.64 13.17 26.31 54.72
518 27.59 15.79 9.00 22.00 37.50
519 27.96 71.74 16.87 158.46 64.09
520 27.87 29.00 13.90 42.20 42.34
521 27.80 35.97 16.10 47.52 44.66
522 27.94 47.33 16.14 122.85 47.77
523 28.08 14.37 10.59 41.42 36.50
524 27.75 16.84 11.62 25.00 49.62
525 27.83 31.38 13.97 44.65 42.10
526 28.10 49.59 16.66 137.92 44.56
527 27.98 88.39 6.53 9.92 25.11
528 27.98 19.54 10.65 29.94 48.00
529 28.26 60.35 17.96 205.10 49.58
530 28.26 74.24 16.43 137.46 90.64
531 28.15 33.93 15.38 56.76 41.94
532 27.95 16.24 9.83 30.67 50.67
533 28.05 30.24 11.70 19.50 55.40
534 28.36 85.68 10.25 29.51 72.70
535 28.26 27.44 12.83 29.86 49.97
536 28.29 37.96 15.12 63.36 46.13
537 28.37 51.64 17.03 171.18 50.00
538 28.42 53.81 16.51 171.80 45.98
539 28.48 62.42 16.80 191.46 55.33
540 28.15 32.21 14.00 41.50 49.00
541 28.23 87.31 8.43 17.00 34.29
542 28.49 80.14 13.21 66.67 110.31
543 28.42 19.07 11.59 40.18 41.29
544 28.45 23.37 13.40 46.67 43.02
545 28.65 42.62 17.12 121.05 44.00
546 28.70 40.35 16.00 104.13 49.05
547 28.76 76.79 16.31 108.21 93.11
548 28.59 20.29 12.73 47.08 34.89
549 28.79 30.13 13.87 63.10 43.12
550 28.98 35.65 13.91 87.40 46.68
551 28.80 46.06 17.74 168.22 47.72
552 28.95 25.21 13.28 67.89 41.01
553 28.86 55.92 15.85 197.64 50.42
554 28.89 58.14 18.05 209.75 52.38
555 28.89 84.39 12.04 33.74 105.04
556 28.76 22.06 13.90 44.00 45.62
557 28.90 64.66 16.83 176.67 68.24
558 28.97 67.38 16.59 155.02 89.50
559 28.66 87.52 8.57 16.71 51.43
560 28.96 70.02 16.62 140.63 116.38
561 29.13 15.37 11.26 65.87 38.66
562 29.13 32.98 13.83 84.91 42.07
563 29.11 27.92 14.17 67.70 44.64
564 29.20 48.38 16.29 182.98 48.10
565 29.13 87.13 10.07 17.44 60.37
566 29.28 72.48 17.55 124.45 121.05
567 29.36 44.16 16.00 182.42 42.65
568 29.24 79.20 14.67 64.76 130.56
569 29.19 81.82 13.12 51.71 127.71
570 29.32 12.60 10.38 63.79 31.95
571 29.36 18.01 11.70 81.19 37.48
572 29.33 38.40 15.52 114.61 44.49
573 29.40 50.63 17.29 189.64 45.44
574 29.34 19.92 11.95 79.32 37.55
575 29.55 52.95 17.51 193.63 47.01
576 29.70 88.73 8.27 12.83 38.11
577 29.55 21.10 12.84 82.43 42.24
578 29.71 60.03 16.74 188.03 76.22
579 29.68 83.72 13.55 48.94 122.69
580 29.69 23.29 13.67 87.94 38.96
581 29.74 62.59 17.73 176.22 81.03
582 29.80 78.54 18.12 93.00 123.86
583 29.93 10.41 8.75 86.40 31.20
584 29.78 41.49 15.98 178.97 47.50
585 29.84 30.99 14.70 125.77 45.06
586 29.89 55.26 19.10 205.53 66.38
587 30.24 86.04 12.24 39.39 90.62
588 29.97 65.22 16.17 148.35 114.21
589 29.98 46.19 17.16 201.45 49.54
590 30.05 57.49 17.92 191.20 87.11
591 30.08 28.65 14.16 126.40 43.33
592 30.15 70.69 18.03 106.72 148.41
593 30.21 37.19 16.45 157.90 44.05
594 30.08 67.80 18.69 122.69 133.46
595 30.41 81.85 14.86 52.45 124.90
596 30.23 35.03 15.38 161.99 48.54
597 30.11 75.08 17.06 87.41 131.35
598 30.24 13.27 10.24 108.80 36.06
599 30.32 25.46 14.52 123.12 39.93
600 30.36 16.02 11.65 133.96 35.51
601 30.38 49.44 16.37 208.84 56.93
602 30.48 32.94 14.99 175.75 44.67
603 30.50 39.55 16.63 175.93 43.24
604 30.48 19.65 12.58 129.75 37.52
605 30.48 43.57 16.81 202.43 46.48
606 30.74 77.10 18.65 80.56 135.26
607 30.66 51.69 17.69 207.75 60.81
608 30.68 73.11 17.68 84.49 143.80
609 30.70 22.20 14.99 157.78 42.44
610 30.77 53.93 17.92 200.67 83.28
611 30.81 61.10 16.71 150.90 122.99
612 30.91 47.70 17.74 209.44 58.23
613 30.71 88.89 8.68 21.55 38.00
614 30.94 63.76 17.90 129.12 144.13
615 31.06 68.98 18.42 97.71 160.60
616 31.05 27.32 15.12 174.95 43.76
617 31.02 58.62 17.53 156.71 132.44
618 31.08 30.08 15.21 183.53 43.46
619 31.13 41.69 16.79 201.79 49.84
620 31.19 45.46 17.34 202.67 56.17
621 31.16 55.95 20.01 166.52 128.87
622 31.22 11.45 9.79 151.71 33.61
623 31.29 66.29 18.14 97.74 146.28
624 31.33 79.48 20.52 86.04 143.60
625 31.28 17.57 11.61 173.02 38.14
626 31.29 90.48 8.02 14.35 25.55
627 31.41 37.43 16.40 190.88 45.88
628 31.56 13.96 10.95 173.82 36.79
629 31.55 24.37 13.82 185.79 43.02
