#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
iz9 14A 4 even-skipped Kruppel bicoid
1249 55.37 37.64 64.17 165.82 20.90
1250 55.36 71.74 62.70 187.60 22.70
1251 55.48 54.83 84.55 206.67 29.05
1252 55.51 51.10 82.83 202.33 26.80
1253 55.36 69.19 72.47 198.13 23.92
1254 55.47 18.21 53.15 142.73 17.93
1255 55.56 74.41 65.17 172.83 22.81
1256 55.64 86.10 54.15 160.30 19.74
1257 55.74 42.35 85.58 172.03 23.04
1258 55.81 9.44 48.65 122.09 16.02
1259 55.70 62.75 98.05 197.97 24.97
1260 55.78 13.37 49.87 131.00 17.03
1261 55.77 57.01 97.81 210.85 26.18
1262 55.70 33.62 57.60 161.11 20.05
1263 55.93 88.44 48.67 143.27 18.92
1264 55.96 20.56 72.98 145.02 18.62
1265 55.93 25.07 61.90 140.36 18.72
1266 55.92 77.79 58.05 174.04 21.95
1267 55.98 59.27 114.80 208.61 25.46
1268 56.01 67.44 81.68 200.21 24.88
1269 56.04 27.91 71.01 145.49 18.26
1270 56.07 30.86 69.34 156.95 20.74
1271 56.08 65.37 88.59 205.67 26.10
1272 56.01 82.70 54.34 163.52 22.01
1273 56.07 91.44 40.48 119.97 14.39
1274 56.17 93.67 29.43 84.25 11.53
1275 56.08 45.10 103.54 171.63 24.62
1276 56.07 48.85 103.94 187.23 24.63
1277 56.20 36.21 77.61 165.60 19.99
1278 56.20 53.03 128.64 206.67 27.89
1279 56.23 39.16 86.77 149.65 19.64
1280 56.27 70.20 71.37 185.65 21.67
1281 56.38 80.46 63.66 166.55 21.48
1282 56.34 5.71 47.22 105.02 11.97
1283 56.44 22.77 77.21 138.82 19.31
1284 56.37 61.16 135.17 209.41 27.31
1285 56.40 75.69 68.75 170.77 21.68
1286 56.43 16.07 75.26 128.17 16.36
1287 56.46 72.74 71.19 172.96 21.75
1288 56.53 11.47 62.15 123.30 15.73
1289 56.53 55.05 117.48 198.64 27.55
1290 56.52 84.74 61.26 161.62 21.32
1291 56.55 18.45 85.51 139.26 17.59
1292 56.71 7.99 61.89 115.81 13.95
1293 56.69 51.14 136.59 198.18 25.70
1294 56.63 63.71 119.90 196.57 23.97
1295 56.73 33.86 78.26 152.63 18.16
1296 56.82 41.05 104.42 169.68 21.45
1297 56.82 57.11 143.17 205.98 25.52
1298 56.77 13.76 71.73 122.00 16.52
1299 56.81 29.19 89.54 154.57 18.51
1300 56.88 46.63 126.40 169.46 23.05
1301 56.93 43.73 127.05 161.37 23.03
1302 56.93 87.19 67.56 145.29 18.26
1303 56.99 89.85 63.66 131.02 16.89
1304 56.88 25.91 90.08 134.14 16.26
1305 56.95 59.24 146.64 202.43 26.00
1306 57.00 68.15 120.76 207.35 27.44
1307 57.00 78.10 85.83 163.95 22.55
1308 57.04 49.07 136.25 185.40 26.12
1309 57.12 37.16 95.23 153.08 18.91
1310 57.27 82.79 77.39 153.15 20.53
1311 57.23 66.04 107.57 191.51 24.16
1312 57.38 9.87 68.99 111.83 14.19
1313 57.19 20.78 79.47 124.04 16.67
1314 57.23 92.37 52.92 98.56 13.14
1315 57.29 31.51 93.71 142.66 17.19
1316 57.29 53.14 154.39 183.95 25.17
1317 57.34 61.48 153.18 190.97 26.45
1318 57.27 70.63 104.77 177.95 21.32
1319 57.28 74.65 107.70 162.80 20.95
1320 57.33 94.56 32.46 60.94 8.45
1321 57.44 6.25 62.32 96.77 12.46
1322 57.57 15.07 92.42 111.21 16.08
1323 57.54 23.55 79.85 130.10 17.75
1324 57.54 55.42 145.61 187.12 26.94
1325 57.63 17.55 99.18 120.71 17.14
1326 57.60 80.20 105.02 160.72 19.62
1327 57.73 39.45 106.77 136.10 20.43
1328 57.54 63.74 133.94 189.39 22.96
1329 57.70 85.07 97.47 149.96 19.29
1330 57.73 12.29 75.41 113.10 15.97
1331 57.65 28.18 97.71 137.00 18.86
1332 57.75 34.31 78.62 140.00 18.06
1333 57.76 42.33 114.34 143.31 20.34
1334 57.73 50.94 144.44 179.59 25.36
1335 57.88 45.61 133.55 147.95 23.55
1336 57.82 58.13 169.62 197.57 24.20
1337 57.86 48.05 147.75 163.25 24.14
1338 57.82 77.09 112.88 157.83 20.91
1339 57.95 25.76 86.62 128.38 16.42
1340 57.92 72.94 121.25 157.44 20.15
1341 57.98 88.06 101.28 128.57 17.10
1342 58.08 67.96 135.14 169.66 21.84
1343 58.20 8.05 74.49 100.72 13.61
1344 58.22 19.62 87.93 109.66 16.56
1345 58.10 36.82 105.75 128.33 18.03
1346 58.19 60.32 167.35 179.89 23.92
1347 58.22 91.58 80.93 110.39 13.51
1348 58.24 30.34 91.33 139.53 18.93
1349 58.26 65.41 125.04 180.48 22.58
1350 58.33 21.68 79.28 121.46 15.53
1351 58.32 70.68 132.05 154.87 21.25
1352 58.46 5.49 60.43 84.12 11.07
1353 58.28 53.25 141.12 170.31 25.74
1354 58.31 62.90 143.16 184.61 23.54
1355 58.37 56.32 149.46 180.04 26.02
1356 58.51 93.93 48.88 60.64 8.87
1357 58.52 32.71 86.79 119.04 16.79
1358 58.53 50.25 126.38 162.83 23.40
1359 58.56 75.71 122.78 153.65 20.80
1360 58.53 81.53 135.22 155.60 20.80
1361 58.67 10.53 68.70 92.26 14.90
1362 58.61 15.70 89.75 109.93 16.92
1363 58.58 43.58 109.59 138.68 23.11
1364 58.64 40.77 103.17 124.14 19.76
1365 58.74 24.14 77.98 111.82 16.96
1366 58.67 27.89 76.53 116.00 15.95
1367 58.73 13.27 85.67 101.28 14.92
1368 58.81 90.05 98.08 110.21 15.68
1369 58.77 78.62 128.90 148.73 20.39
1370 58.84 83.75 123.09 151.50 19.95
1371 58.84 86.02 118.96 136.13 19.13
1372 58.81 47.97 112.61 147.49 21.30
1373 58.87 58.58 174.11 156.31 23.74
1374 58.92 35.21 87.67 114.06 18.49
1375 58.95 38.40 80.53 113.69 19.14
1376 59.07 17.94 68.82 101.57 14.83
1377 59.00 54.64 129.95 158.57 23.89
1378 58.98 45.70 100.21 133.39 22.01
1379 59.02 61.66 136.74 169.17 22.31
1380 59.08 69.03 121.31 159.27 21.15
1381 58.98 73.35 139.04 134.88 19.51
1382 59.19 52.10 128.18 151.40 24.97
1383 59.22 88.30 129.27 114.87 16.56
1384 59.18 64.18 134.53 159.19 21.55
1385 59.20 66.77 113.01 155.38 20.36
1386 59.38 8.37 62.21 84.79 12.71
1387 59.31 31.05 81.58 94.59 16.21
1388 59.47 92.37 82.68 72.88 12.06
1389 59.37 22.26 68.97 101.36 15.90
1390 59.49 26.14 70.00 105.45 16.31
1391 59.45 42.14 98.11 104.10 19.85
1392 59.49 49.53 111.21 134.79 25.58
1393 59.40 56.60 139.03 150.05 26.41
1394 59.47 71.36 123.97 150.44 21.12
1395 59.52 20.05 60.89 92.06 15.05
1396 59.55 5.92 52.68 74.23 11.32
1397 59.58 60.00 142.30 145.42 25.40
1398 59.60 80.83 144.60 148.50 20.03
1399 59.63 28.68 72.48 93.83 18.12
1400 59.64 75.87 122.36 138.66 20.19
1401 59.70 15.93 67.46 88.71 16.27
1402 59.80 33.63 77.22 89.02 16.37
1403 59.87 10.83 60.16 78.01 13.66
1404 59.75 36.85 79.30 94.55 17.88
1405 59.84 44.30 91.88 97.38 19.84
1406 59.80 13.29 65.22 84.24 14.63
1407 59.82 47.09 93.16 116.64 21.58
1408 59.90 78.45 135.18 133.77 18.38
1409 59.97 39.93 78.36 86.94 17.57
1410 59.98 53.57 126.81 118.83 22.93
1411 59.96 62.49 127.43 139.48 22.97
1412 60.03 83.15 139.21 138.33 19.85
1413 60.11 85.45 130.13 119.12 17.35
1414 60.07 58.32 138.02 124.33 23.81
1415 60.02 65.14 121.50 141.03 22.30
1416 60.12 24.30 60.61 87.94 15.33
1417 60.13 73.64 110.22 135.60 20.35
1418 60.15 90.29 107.54 90.29 14.65
1419 60.20 51.05 112.28 108.34 23.15
1420 60.05 93.88 52.74 49.98 8.65
1421 60.24 69.97 104.88 131.44 19.91
1422 60.32 87.87 135.84 108.88 17.06
1423 60.28 55.44 128.81 114.34 24.39
1424 60.25 67.69 104.98 140.33 21.68
1425 60.32 18.41 59.45 78.72 15.58
1426 60.38 21.68 56.36 75.64 15.49
1427 60.41 30.54 74.20 68.21 15.57
1428 60.53 8.69 50.84 65.64 13.77
1429 60.50 27.50 64.50 77.68 15.89
1430 60.48 60.54 121.31 118.90 22.96
1431 60.61 6.45 42.22 56.64 11.64
1432 60.61 35.24 80.21 72.92 18.05
1433 60.57 42.34 88.36 74.58 19.49
1434 60.67 48.42 95.55 89.11 21.22
1435 60.67 45.87 91.15 84.49 20.23
1436 60.66 76.57 105.34 123.63 19.99
1437 60.73 37.72 85.60 66.78 18.04
1438 60.70 15.77 52.98 69.58 14.89
1439 60.70 81.03 118.17 124.91 19.44
1440 61.11 93.20 58.17 49.81 9.38
1441 60.80 57.15 136.29 104.04 23.08
1442 60.88 32.86 73.23 59.41 15.44
1443 60.85 63.36 117.81 116.64 21.33
1444 60.91 13.32 55.39 60.75 14.88
1445 60.90 72.11 101.39 129.79 19.49
1446 60.92 65.71 109.23 118.30 21.25
1447 61.22 19.94 57.91 59.55 14.44
1448 60.99 52.77 105.77 90.97 22.90
1449 61.17 79.10 107.48 111.60 19.75
1450 61.15 23.02 50.63 65.82 16.29
1451 61.17 39.69 82.09 62.16 18.99
1452 61.25 25.19 61.40 66.93 15.01
1453 61.12 50.41 105.86 84.87 22.24
1454 61.19 83.87 108.43 112.51 17.72
1455 61.26 59.14 130.37 93.58 23.75
1456 61.30 74.81 98.97 109.61 18.85
1457 61.23 86.50 101.16 103.30 17.28
1458 61.29 89.47 87.32 85.84 13.60
1459 61.29 44.27 98.38 70.03 18.74
1460 61.39 61.18 118.75 96.35 22.35
1461 61.38 69.99 92.40 114.92 18.24
1462 61.35 55.10 120.38 83.52 22.28
1463 61.31 67.66 100.65 120.42 20.62
1464 61.51 17.89 51.70 55.22 14.21
1465 61.46 27.76 63.78 55.99 16.79
1466 61.45 30.42 69.20 54.27 15.80
1467 61.62 41.73 91.48 55.34 17.90
1468 61.60 36.33 84.74 48.83 16.64
1469 61.69 7.78 42.12 39.32 10.70
1470 61.73 48.52 106.56 73.94 21.34
1471 61.69 57.23 128.60 81.17 22.40
1472 61.84 77.39 96.25 96.23 18.65
1473 61.84 81.96 109.57 97.66 17.39
1474 61.86 15.36 59.90 47.94 13.68
1475 61.81 46.15 103.99 61.22 19.29
1476 61.77 63.34 112.43 93.64 20.39
1477 61.89 33.13 75.48 45.26 16.15
1478 61.93 12.58 47.37 40.87 14.85
1479 61.98 53.38 121.45 76.09 21.06
1480 61.92 65.63 103.05 93.63 19.80
1481 61.92 72.71 95.76 97.47 18.18
1482 62.00 91.44 55.00 62.20 11.48
1483 61.96 21.41 57.37 54.19 15.93
1484 61.98 51.13 112.97 67.14 21.81
1485 62.15 37.86 95.67 44.91 16.38
1486 62.30 9.72 44.98 34.79 12.49
1487 62.23 86.29 90.81 91.17 16.18
1488 62.24 23.67 64.38 49.59 14.83
1489 62.34 43.48 108.74 47.70 18.38
1490 62.29 59.05 104.53 71.20 22.17
1491 62.30 31.01 75.32 41.93 15.25
1492 62.28 68.23 100.00 83.03 19.13
1493 62.40 79.96 93.51 93.41 18.21
1494 62.42 88.77 67.52 71.77 13.31
1495 62.35 5.68 40.26 32.22 10.10
1496 62.36 26.09 64.89 45.74 14.69
1497 62.39 28.56 76.67 43.65 14.67
1498 62.53 84.19 98.78 86.73 17.41
1499 62.38 61.43 107.21 78.37 21.23
1500 62.54 40.08 100.71 41.47 17.63
1501 62.43 75.29 95.09 87.82 17.70
1502 62.45 56.44 121.48 70.88 22.40
1503 62.51 70.71 101.01 84.85 17.59
1504 62.60 35.08 90.20 36.91 14.96
1505 62.63 17.41 55.61 36.56 13.85
1506 62.57 46.85 119.88 47.81 19.16
1507 62.79 19.69 59.24 41.63 14.74
1508 62.68 49.24 118.16 51.59 19.95
1509 62.70 63.80 114.10 77.97 20.40
1510 62.66 54.54 128.22 59.38 22.00
1511 62.90 14.59 62.50 33.68 12.95
1512 62.88 66.50 109.49 69.49 20.07
1513 62.93 51.42 125.81 53.80 21.12
1514 63.04 77.89 91.08 79.54 17.15
1515 63.02 11.97 63.26 28.22 11.99
1516 63.07 22.12 69.56 35.42 15.80
1517 63.08 7.33 48.21 27.51 10.44
1518 63.11 32.80 95.18 35.00 15.77
1519 63.06 73.16 95.63 79.75 17.81
1520 63.14 82.14 98.95 79.81 17.17
1521 63.23 91.51 47.59 42.36 10.62
1522 63.29 29.91 95.60 32.56 15.43
1523 63.24 41.94 111.64 36.68 17.27
1524 63.23 44.83 117.07 39.00 17.48
1525 63.14 59.69 112.57 65.55 21.98
1526 63.37 27.16 89.67 30.19 14.45
1527 63.27 57.31 123.82 56.93 20.89
1528 63.31 24.72 77.26 31.26 14.14
1529 63.41 52.99 138.70 50.75 21.38
1530 63.31 36.94 104.31 33.25 16.43
1531 63.27 62.02 115.45 61.45 19.82
1532 63.30 69.04 105.28 69.95 19.25
1533 63.42 9.44 58.21 24.06 11.93
1534 63.35 86.62 84.61 70.67 15.17
1535 63.46 47.33 126.78 40.18 18.66
1536 63.45 55.16 140.57 45.65 19.82
1537 63.57 65.14 112.81 58.70 19.07
1538 63.53 75.64 92.92 64.49 18.13
1539 63.59 89.14 67.86 51.47 11.99
1540 63.60 39.53 114.34 32.81 16.01
1541 63.67 17.98 76.69 31.92 13.81
1542 63.70 80.05 86.20 65.69 17.31
1543 63.72 15.91 76.84 29.71 14.18
1544 63.73 50.02 147.41 39.27 19.70
1545 63.72 71.48 105.36 60.16 17.40
1546 63.85 83.93 92.67 64.20 15.53
1547 63.90 34.54 113.69 29.37 16.17
1548 64.04 13.58 88.63 24.11 14.38
1549 63.91 20.47 84.09 28.26 13.97
1550 63.95 67.41 99.68 60.00 17.14
1551 64.02 58.64 126.39 49.81 21.07
1552 64.09 42.99 133.17 30.16 17.04
1553 64.15 31.37 112.18 25.50 14.65
1554 64.08 60.68 125.58 49.58 21.68
1555 64.15 63.07 125.58 49.27 19.78
1556 64.25 10.90 81.66 22.98 12.33
1557 64.12 22.80 88.47 24.88 14.65
1558 64.42 25.80 108.76 23.72 14.27
1559 64.37 38.19 135.50 25.26 16.40
1560 64.23 56.34 140.89 44.51 18.60
1561 64.40 45.39 135.73 32.14 17.75
1562 64.30 53.79 146.66 36.58 20.39
1563 64.32 74.22 97.96 58.05 17.87
1564 64.36 77.55 91.32 59.40 17.95
1565 64.43 28.37 115.35 24.52 13.44
1566 64.36 69.57 111.68 55.99 18.68
1567 64.37 48.03 140.72 33.83 18.01
1568 64.45 51.32 138.06 35.65 19.84
1569 64.45 86.12 102.14 54.47 15.07
1570 64.48 90.93 43.80 30.36 10.25
1571 64.48 8.18 67.28 19.78 10.20
1572 64.76 82.32 87.17 52.67 15.97
1573 64.71 88.55 73.53 39.96 13.17
1574 64.70 40.76 132.51 25.00 16.23
1575 64.61 65.34 111.98 44.92 18.59
1576 64.67 17.70 92.45 20.26 11.21
1577 64.91 23.91 105.72 21.81 14.01
1578 64.86 35.74 136.54 21.03 15.35
1579 64.81 19.33 104.38 20.52 13.88
1580 64.82 15.73 86.96 20.25 13.51
1581 64.86 71.92 117.82 51.27 16.87
1582 64.80 80.16 90.56 57.86 17.05
1583 64.95 57.56 145.79 39.96 20.04
1584 65.02 60.22 143.62 36.71 22.00
1585 64.98 33.02 121.60 23.78 15.01
1586 65.08 21.61 93.36 20.09 13.10
1587 65.09 67.39 116.15 41.52 18.12
1588 65.16 12.25 97.86 17.56 12.91
1589 65.12 43.23 124.78 24.14 16.81
1590 65.08 62.79 139.24 38.59 18.91
1591 65.12 55.13 160.52 33.40 19.53
1592 65.19 76.05 103.80 44.82 17.86
1593 65.23 30.34 122.73 23.63 14.18
1594 65.21 48.79 132.33 26.61 18.31
1595 65.21 52.95 145.72 32.64 18.64
1596 65.34 84.37 101.44 46.96 14.83
1597 65.61 9.57 81.79 13.89 11.23
1598 65.32 46.38 133.66 24.84 16.74
1599 65.42 38.19 131.64 21.54 16.53
1600 65.45 50.76 145.18 30.50 20.28
1601 65.45 69.61 126.92 40.98 18.92
1602 65.50 91.63 37.64 22.93 8.17
1603 65.72 13.85 85.08 15.82 13.14
1604 65.57 78.42 107.86 44.49 17.93
1605 65.57 28.03 121.09 18.97 13.95
1606 65.56 74.06 121.90 40.54 16.48
1607 65.59 87.05 86.80 38.20 13.43
1608 65.62 7.05 64.54 12.20 8.77
1609 65.57 65.07 134.88 34.42 16.95
1610 65.75 25.53 106.39 18.15 13.69
1611 65.70 58.44 156.53 32.58 19.42
1612 66.00 89.69 63.49 28.51 10.68
1613 65.78 18.16 94.75 17.80 13.41
1614 65.80 40.64 118.56 21.05 14.99
1615 65.83 61.46 156.19 30.40 19.32
1616 65.91 15.96 89.38 16.05 12.36
1617 65.91 80.90 102.43 38.85 15.96
1618 65.97 20.34 96.09 18.09 12.55
1619 66.05 55.90 165.96 30.39 19.95
1620 65.94 35.50 116.84 18.61 15.05
1621 66.03 43.78 111.68 18.77 16.55
1622 66.01 72.11 130.08 38.20 16.83
1623 65.98 32.46 124.95 19.76 14.51
1624 66.07 23.07 90.37 15.82 12.85
1625 66.13 67.54 131.81 33.44 17.88
1626 66.17 53.33 146.94 27.15 18.04
1627 66.30 48.67 128.89 23.11 18.23
1628 66.28 63.52 154.60 30.49 17.01
1629 66.30 11.73 81.17 13.14 12.68
1630 66.30 29.94 113.41 18.41 13.17
1631 66.32 76.70 132.92 35.14 16.30
1632 66.37 46.31 107.72 21.64 17.41
1633 66.40 82.85 104.40 41.15 13.73
1634 66.42 38.07 109.90 18.08 15.92
1635 66.43 50.93 139.57 24.00 18.19
1636 66.50 59.66 165.08 28.64 18.34
1637 66.41 70.08 139.89 35.26 17.77
1638 66.52 85.26 96.19 37.18 14.41
1639 66.63 57.66 147.44 29.42 19.40
1640 66.63 65.63 141.42 30.36 17.80
1641 66.75 27.61 106.51 16.72 13.50
1642 66.71 87.60 91.14 31.03 11.90
1643 66.78 8.86 72.55 10.43 10.55
1644 66.80 34.10 112.71 15.79 14.09
1645 66.76 41.54 96.66 18.81 14.67
1646 66.78 74.44 128.85 29.34 18.45
1647 66.85 25.33 97.03 17.15 13.56
1648 66.81 79.27 118.85 30.18 16.80
1649 66.88 21.06 81.21 16.15 12.15
1650 66.94 16.40 85.06 15.04 12.56
1651 66.89 61.67 156.70 27.14 17.92
1652 66.97 18.81 69.67 15.13 12.21
1653 67.06 13.58 81.98 12.89 12.42
1654 67.16 31.70 105.55 15.91 13.81
1655 67.04 53.89 140.53 24.58 20.16
1656 67.09 44.30 90.54 18.42 17.34
1657 67.20 55.78 136.38 26.78 19.22
1658 67.22 23.23 81.16 15.16 13.04
1659 67.26 36.30 97.19 16.14 13.60
1660 67.34 72.26 132.98 25.90 16.86
1661 67.31 51.93 112.26 22.56 19.02
1662 67.32 67.56 139.03 28.63 17.06
1663 67.29 90.22 49.83 16.90 9.36
1664 67.41 10.85 73.35 11.21 10.38
1665 67.36 39.13 89.21 16.59 14.76
1666 67.33 47.23 106.94 21.27 16.96
1667 67.32 69.76 126.75 27.97 17.17
1668 67.40 63.82 146.77 29.39 17.32
1669 67.48 49.60 115.50 20.28 17.48
1670 67.57 81.31 119.35 27.77 16.19
1671 67.58 29.31 102.97 14.86 13.08
1672 67.54 76.69 122.93 27.17 16.36
1673 67.49 84.06 120.86 29.12 14.83
1674 67.51 59.85 130.06 23.35 17.97
1675 67.59 6.84 53.03 8.25 8.23
1676 67.57 57.63 128.56 24.75 18.27
1677 67.72 26.78 82.83 14.85 14.07
1678 67.78 87.06 91.95 21.36 10.99
1679 67.77 41.68 95.03 17.55 15.32
1680 67.79 65.84 141.78 23.15 18.29
1681 67.86 78.92 125.02 26.80 16.28
1682 67.88 15.25 71.67 11.97 11.18
1683 68.00 20.64 74.28 14.54 12.44
1684 67.91 33.80 91.33 15.83 13.84
1685 67.97 62.29 124.86 24.42 16.59
1686 67.99 74.31 125.68 23.77 17.07
1687 68.01 44.06 89.88 19.03 15.08
1688 67.97 17.94 68.80 11.55 12.22
1689 68.02 54.10 113.37 19.94 18.28
1690 68.13 9.07 62.05 9.42 8.93
1691 68.16 12.74 69.40 11.36 11.11
1692 68.22 23.16 72.91 13.66 13.20
1693 68.16 37.08 94.05 16.30 15.39
1694 68.24 46.41 101.47 18.32 15.85
1695 68.24 51.92 100.77 22.12 16.77
1696 68.22 70.46 122.69 24.34 17.70
1697 68.40 30.76 83.08 14.11 13.76
1698 68.45 48.52 105.61 19.18 16.51
1699 68.34 56.58 114.57 22.12 16.74
1700 68.34 58.92 114.59 23.04 17.41
1701 68.34 67.94 124.25 23.08 16.76
1702 68.62 85.24 132.30 21.40 12.60
1703 68.50 39.79 96.54 16.43 13.22
1704 68.62 25.18 77.17 13.91 12.95
1705 68.57 82.59 119.51 24.85 14.81
1706 68.58 64.67 125.91 23.69 17.03
1707 68.40 10.30 57.21 10.14 8.57
1708 68.67 27.88 83.04 13.57 14.20
1709 68.70 60.84 116.70 23.13 16.44
1710 68.72 76.98 132.60 23.21 16.88
1711 68.98 87.76 96.92 16.39 10.27
1712 68.79 16.51 69.52 11.00 11.06
1713 68.83 79.92 131.04 23.38 13.70
1714 68.94 35.09 79.72 14.43 13.97
1715 68.95 72.13 123.34 20.30 15.68
1716 68.96 32.46 79.68 12.96 12.79
1717 68.99 42.00 95.09 16.49 16.00
1718 68.88 50.53 102.13 18.81 17.39
1719 69.12 11.64 60.35 8.99 9.91
1720 69.04 44.72 100.09 16.10 15.26
1721 69.06 53.42 107.71 21.10 18.41
1722 69.14 14.19 63.86 9.86 11.39
1723 69.15 55.41 117.87 20.19 18.12
1724 68.98 74.58 129.83 23.43 15.55
1725 69.01 21.42 72.59 11.86 12.23
1726 69.21 62.99 122.89 21.03 17.67
1727 69.14 69.57 122.92 20.44 15.84
1728 69.23 66.89 123.56 20.74 16.89
1729 69.28 9.18 60.49 7.08 9.04
1730 69.17 37.74 86.51 15.81 13.99
1731 69.29 19.15 70.70 10.13 12.80
1732 69.25 58.63 121.38 20.44 18.00
1733 69.40 46.93 109.35 16.35 15.82
1734 69.45 29.37 84.44 14.03 13.41
1735 69.49 23.71 68.36 12.02 11.51
1736 69.73 84.22 125.58 18.10 12.33
1737 69.65 26.55 78.81 12.31 12.75
1738 69.64 49.15 104.84 18.11 15.79
1739 69.63 60.90 119.80 20.64 17.36
1740 69.81 39.76 108.94 13.97 14.69
1741 69.73 51.70 112.00 19.84 16.34
1742 69.77 64.87 123.30 20.79 17.11
1743 69.74 81.70 128.03 18.47 15.09
1744 69.86 33.97 87.38 13.28 13.47
1745 69.76 57.34 120.34 19.04 16.68
1746 69.80 16.87 73.37 10.88 12.56
1747 69.94 73.62 125.31 17.73 15.34
1748 69.84 76.27 129.08 19.03 16.22
1749 69.84 78.92 134.01 20.05 14.78
1750 69.91 42.88 118.62 15.00 14.78
1751 70.01 31.44 90.86 12.34 13.42
1752 70.07 21.61 89.83 11.40 13.04
1753 70.04 69.00 126.71 20.27 15.96
1754 70.09 71.35 123.46 19.10 17.25
1755 70.11 36.74 89.92 13.82 13.68
1756 70.15 86.94 97.12 13.55 10.76
1757 70.28 11.35 74.54 8.21 10.08
1758 70.21 13.73 69.47 9.04 11.29
1759 70.28 45.33 120.68 15.21 15.45
1760 70.14 55.43 126.88 21.62 16.85
1761 70.36 53.16 126.26 18.93 18.37
1762 70.33 59.45 118.55 20.17 16.40
1763 70.34 62.38 125.14 18.88 16.76
1764 70.32 18.76 88.72 11.39 11.80
1765 70.50 24.73 98.49 10.89 11.36
1766 70.45 8.89 64.74 7.12 8.06
1767 70.43 27.63 95.53 11.93 12.81
1768 70.44 66.69 116.90 17.98 16.13
1769 70.54 47.96 119.38 16.74 17.18
1770 70.60 50.52 127.83 17.60 16.38
1771 70.77 15.72 81.53 9.71 11.64
1772 70.78 64.35 118.05 17.62 15.11
1773 70.78 29.88 105.60 12.89 12.63
1774 70.79 40.50 125.14 13.57 14.21
1775 70.86 57.18 135.86 19.03 16.08
1776 70.79 82.88 121.60 14.44 12.49
1777 70.95 80.48 113.04 17.10 13.64
1778 70.89 34.66 95.30 13.70 12.96
1779 70.92 78.06 117.17 15.81 14.47
1780 70.92 43.18 132.64 14.50 14.50
1781 71.03 85.47 94.94 12.27 10.70
1782 70.95 37.66 111.43 14.09 13.49
1783 71.06 68.77 110.34 17.38 15.91
1784 70.90 75.21 123.30 16.76 15.36
1785 71.03 20.14 116.90 10.94 11.33
1786 71.02 54.82 149.00 18.48 16.61
1787 71.07 32.31 106.22 13.25 11.27
1788 71.18 22.27 118.65 11.23 11.07
1789 71.20 61.26 144.53 16.10 16.31
1790 71.16 72.16 114.29 15.87 15.86
1791 71.34 59.18 145.94 15.90 16.32
1792 71.26 46.45 140.38 16.18 15.22
1793 71.42 10.79 74.72 7.10 8.54
1794 71.42 13.76 92.35 8.43 10.84
1795 71.37 17.53 98.32 9.88 12.09
1796 71.37 52.40 144.69 16.37 16.79
1797 71.43 27.15 122.35 11.54 11.84
1798 71.50 66.18 118.52 16.97 15.77
1799 71.52 49.51 137.55 18.72 15.50
1800 71.51 24.50 126.03 13.00 12.60
1801 71.78 63.64 133.02 18.26 15.22
1802 71.78 35.45 118.36 12.68 13.03
1803 71.76 41.44 131.46 12.76 13.19
1804 71.84 29.74 126.58 12.47 10.85
1805 71.81 44.36 143.60 15.61 14.81
1806 71.85 38.34 123.07 13.00 13.18
1807 71.86 82.69 99.05 14.26 12.72
1808 71.96 57.40 167.57 18.11 16.21
1809 71.99 70.32 114.32 16.49 15.02
1810 71.94 77.78 101.02 14.98 15.39
1811 71.97 54.93 172.22 18.10 16.15
1812 71.88 75.11 118.33 16.27 15.34
1813 72.04 19.47 117.01 10.42 10.67
1814 72.10 32.57 126.89 12.56 12.02
1815 72.23 87.57 45.76 8.10 8.33
1816 72.26 80.50 91.39 12.91 12.73
1817 72.18 47.40 160.73 15.21 15.67
1818 72.22 51.13 162.23 17.20 16.15
1819 72.24 85.20 68.66 11.01 10.01
1820 72.32 16.23 102.62 8.85 10.95
1821 72.26 67.90 124.88 16.71 14.37
1822 72.28 22.95 131.33 10.53 12.64
1823 72.31 61.82 159.66 16.60 14.45
1824 72.28 72.94 125.20 14.99 15.00
1825 72.39 26.06 140.80 11.30 11.99
1826 72.60 11.50 89.70 7.21 9.29
1827 72.49 53.27 176.29 17.40 16.58
1828 72.44 59.73 164.54 16.97 16.07
1829 72.57 65.53 134.10 16.20 14.54
1830 72.60 14.00 98.56 8.51 10.24
1831 72.61 40.03 132.06 12.65 13.27
1832 72.83 42.78 148.07 14.54 13.49
1833 72.81 28.26 130.06 10.70 11.12
1834 72.83 45.33 166.32 15.64 15.11
1835 72.74 35.02 125.63 12.55 12.23
1836 72.84 49.33 155.14 14.95 15.65
1837 72.85 76.82 103.11 15.23 13.49
1838 72.90 20.82 122.36 9.77 10.51
1839 72.86 56.10 170.00 15.68 15.83
1840 72.97 37.69 125.56 12.55 12.82
1841 72.98 30.61 111.13 11.60 12.33
1842 72.98 83.19 74.43 11.31 10.96
1843 73.04 63.43 158.42 15.33 14.32
1844 73.10 18.35 103.48 9.50 11.18
1845 73.22 24.20 107.01 10.52 10.85
1846 73.09 71.36 134.73 14.89 16.14
1847 73.20 79.43 96.75 12.88 13.07
1848 73.18 58.23 173.13 17.06 13.59
1849 73.28 69.05 133.66 16.40 15.38
1850 73.31 74.50 101.91 14.62 14.80
1851 73.47 32.76 119.58 12.51 12.52
1852 73.39 52.14 166.83 15.99 14.60
1853 73.41 60.67 170.06 17.72 15.90
1854 73.53 85.81 47.42 8.51 8.10
