#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra4 14A 4 even-skipped Kruppel giant
628 32.80 27.13 162.31 13.40 124.95
629 32.74 46.46 178.19 18.90 153.82
630 32.70 37.79 171.43 16.12 139.68
631 32.83 71.71 104.05 22.85 90.60
632 32.91 79.78 72.77 23.35 62.33
633 32.90 6.19 98.71 7.23 71.41
634 32.81 30.12 180.37 13.98 132.89
635 32.97 90.21 61.13 18.72 44.37
636 32.91 77.23 82.25 22.41 72.42
637 33.10 84.38 79.41 23.12 50.28
638 32.98 33.63 165.95 14.79 130.11
639 32.97 54.45 142.72 20.95 142.17
640 33.40 69.73 90.92 22.15 86.25
641 33.22 35.77 166.86 15.37 134.11
642 33.08 40.13 177.68 17.05 134.68
643 33.25 8.85 126.28 8.07 81.53
644 33.26 20.45 146.71 10.91 107.32
645 33.11 24.65 155.88 12.19 114.31
646 33.21 59.24 140.19 20.33 124.31
647 33.23 65.23 129.37 21.93 111.32
648 33.16 87.57 67.65 19.17 47.13
649 33.30 12.82 143.30 9.16 96.03
650 33.22 44.12 177.00 17.64 138.60
651 33.31 56.98 132.76 19.98 133.30
652 33.36 48.59 152.02 20.61 145.28
653 33.39 51.52 140.70 20.42 147.06
654 33.43 61.43 143.30 22.99 125.55
655 33.47 67.49 118.78 22.41 106.49
656 33.53 74.24 90.99 24.34 72.78
657 33.44 86.41 71.94 21.73 48.06
658 33.66 31.63 164.12 14.81 123.09
659 33.76 22.51 159.78 12.81 116.95
660 33.73 42.25 168.55 18.59 138.61
661 33.73 28.98 170.94 14.72 134.86
662 33.76 38.09 168.37 16.87 135.42
663 33.80 15.33 151.56 10.08 98.27
664 33.88 46.19 146.18 18.62 143.00
665 33.97 81.80 79.72 25.50 45.77
666 33.95 53.31 127.94 20.99 145.57
667 33.99 18.19 141.76 10.97 90.84
668 34.11 63.42 124.44 24.97 110.84
669 34.00 91.62 63.69 18.85 36.08
670 34.15 10.91 131.08 9.88 96.07
671 34.20 27.04 157.95 13.87 129.73
672 34.13 76.40 88.86 23.94 58.14
673 34.17 55.74 107.59 21.91 140.71
674 34.16 33.90 150.17 15.66 130.77
675 34.20 71.83 93.20 24.19 73.23
676 34.19 78.91 78.12 26.41 50.03
677 34.40 7.36 93.12 7.36 72.14
678 34.37 50.03 121.15 20.58 138.23
679 34.28 24.74 156.62 13.13 116.46
680 34.30 40.28 164.76 17.48 137.55
681 34.24 88.70 79.26 23.56 40.23
682 34.25 58.58 120.66 21.81 116.69
683 34.43 84.61 84.57 24.66 37.00
684 34.44 44.28 144.19 18.95 153.49
685 34.37 65.82 120.46 25.06 104.55
686 34.54 36.23 150.83 17.33 136.03
687 34.50 47.78 132.53 19.36 141.25
688 34.46 61.03 129.15 23.56 118.80
689 34.71 68.58 101.18 24.88 83.66
690 34.72 21.15 140.20 11.99 110.06
691 34.73 29.72 152.78 14.94 123.77
692 34.85 13.27 130.43 9.42 85.30
693 34.86 16.24 137.29 10.12 90.69
694 34.96 52.00 101.59 21.80 127.90
695 34.91 73.75 91.97 27.94 54.80
696 35.06 31.82 127.99 14.36 125.88
697 34.92 38.51 155.40 17.70 127.61
698 34.99 42.27 140.53 18.50 136.78
699 35.05 54.33 95.87 21.84 126.13
700 35.23 86.75 81.57 26.21 34.46
701 35.25 19.20 124.83 11.85 100.64
702 35.21 57.12 98.56 23.76 122.05
703 35.24 23.65 141.85 13.02 117.10
704 35.29 70.79 100.52 26.97 63.43
705 35.34 10.13 100.78 9.23 80.64
706 35.35 45.45 121.01 20.01 142.21
707 35.31 76.64 95.99 28.07 43.31
708 35.28 79.96 97.03 31.33 35.22
709 35.30 26.53 133.27 13.69 127.41
710 35.28 34.01 134.63 16.35 119.63
711 35.37 64.36 119.29 26.02 93.28
712 35.47 82.58 94.34 30.24 32.83
713 35.37 59.61 106.76 24.24 106.39
714 35.44 62.08 114.73 24.80 101.04
715 35.51 89.92 75.08 27.17 28.89
716 35.47 66.81 104.79 28.54 78.30
717 35.53 47.62 102.74 19.85 131.52
718 35.65 50.05 100.13 21.80 120.51
719 35.76 40.54 120.64 20.16 133.26
720 35.76 7.29 78.39 8.99 72.43
721 35.74 35.99 125.16 16.73 119.72
722 35.71 29.09 133.22 15.48 127.13
723 35.97 43.43 105.65 19.25 125.23
724 35.96 16.99 115.47 12.03 96.01
725 36.03 14.50 118.55 11.04 88.41
726 36.02 21.59 106.83 12.78 100.52
727 36.00 38.15 123.29 18.12 127.69
728 36.07 55.44 89.11 25.89 109.60
729 36.11 68.74 104.36 29.34 57.40
730 36.05 52.93 90.41 25.06 104.80
731 36.05 74.17 106.68 31.79 40.12
732 36.19 84.77 92.66 33.60 28.03
733 36.36 11.99 91.07 10.34 85.64
734 36.27 24.57 98.64 13.56 110.04
735 36.29 31.32 107.06 16.55 118.55
736 36.33 58.43 106.01 27.35 100.73
737 36.32 71.53 107.50 29.10 42.81
738 36.33 78.36 102.57 33.73 31.48
739 36.18 92.39 72.64 30.42 23.27
740 36.46 33.64 116.90 18.15 132.46
741 36.50 27.18 104.04 15.09 113.95
742 36.53 46.18 93.12 21.87 122.77
743 36.45 65.64 113.54 29.93 64.54
744 36.52 86.64 89.87 31.95 27.74
745 36.58 18.99 90.50 11.76 98.97
746 36.57 60.76 114.10 27.25 82.92
747 36.53 63.15 125.07 29.71 78.23
748 36.55 48.51 90.10 23.22 111.66
749 36.77 81.27 92.89 35.43 26.29
750 36.76 9.33 71.06 9.12 66.36
751 36.75 51.32 94.34 25.72 91.82
752 36.69 91.37 72.79 27.58 20.98
753 36.79 41.54 95.44 20.50 126.83
754 36.90 89.05 79.63 30.93 23.57
755 37.05 29.52 101.95 16.53 116.25
756 36.84 36.31 105.49 18.91 123.14
757 37.00 75.90 103.68 36.19 31.78
758 36.98 56.77 98.82 27.17 87.00
759 37.00 38.93 107.76 19.03 120.41
760 37.16 23.09 87.54 14.41 99.65
761 37.06 44.13 83.35 22.49 112.76
762 37.15 69.69 120.62 34.28 39.01
763 37.19 54.02 91.87 26.81 79.13
764 37.25 67.26 115.31 33.72 46.33
765 37.31 13.89 75.43 11.08 79.35
766 37.21 73.38 111.84 35.30 32.39
767 37.26 16.50 85.28 12.86 89.50
768 37.33 20.82 83.26 14.93 100.31
769 37.46 83.58 88.74 36.17 24.26
770 37.49 25.84 81.89 14.20 105.82
771 37.54 32.16 89.55 17.91 110.60
772 37.46 49.41 87.81 26.19 98.18
773 37.50 64.18 120.24 35.02 53.75
774 37.50 78.72 99.53 36.58 24.55
775 37.62 59.32 109.19 31.05 72.92
776 37.65 61.81 119.11 32.34 62.43
777 37.61 34.90 88.80 18.93 116.11
778 37.86 86.54 87.47 37.67 21.21
779 37.71 46.24 78.05 22.30 89.48
780 37.87 11.26 64.41 10.53 62.85
781 37.90 71.49 122.76 38.88 30.21
782 37.87 8.32 60.45 10.22 56.10
783 37.98 18.70 72.18 12.61 86.52
784 37.85 40.25 86.76 21.23 109.51
785 37.90 42.54 77.38 22.86 106.12
786 37.84 51.63 89.62 28.76 74.95
787 37.99 91.71 72.05 39.86 17.35
788 38.05 28.30 80.85 16.53 95.22
789 38.06 37.33 82.89 20.39 100.13
790 37.98 56.83 101.28 27.39 69.09
791 37.98 81.26 77.58 42.33 24.09
792 38.22 89.47 82.21 38.71 19.97
793 38.20 65.63 117.58 38.45 41.25
794 38.20 76.12 108.96 45.51 26.81
795 38.30 69.23 125.19 42.93 32.38
796 38.30 48.37 86.92 27.29 81.71
797 38.34 23.88 77.63 16.32 94.56
798 38.35 54.71 95.28 27.93 57.10
799 38.49 30.56 81.77 20.04 96.74
800 38.54 73.71 113.20 46.04 26.46
801 38.50 21.01 75.32 14.36 88.11
802 38.58 16.34 67.30 14.07 70.93
803 38.66 44.38 74.93 25.04 78.24
804 38.59 13.59 65.00 12.91 60.85
805 38.62 34.30 74.83 19.62 92.97
806 38.72 52.71 99.23 30.32 52.64
807 38.67 60.80 122.50 35.94 50.22
808 38.80 63.07 127.51 40.41 44.93
809 38.57 81.20 82.23 39.01 20.61
810 38.80 84.08 88.02 48.04 21.42
811 38.81 26.23 70.01 16.19 82.81
812 38.74 78.52 91.98 45.50 22.93
813 38.72 58.40 116.74 32.87 57.14
814 38.90 67.32 132.26 46.47 32.05
815 38.90 39.22 79.45 24.31 89.49
816 38.90 50.49 101.80 32.32 67.22
817 39.00 41.61 74.53 26.30 82.32
818 39.03 46.71 86.63 28.84 64.72
819 39.10 8.96 55.12 11.54 43.00
820 39.24 32.51 77.30 20.98 85.07
821 39.19 87.06 86.19 49.12 20.33
822 39.25 36.92 75.82 21.53 79.41
823 39.35 56.46 114.64 34.85 45.76
824 39.22 71.29 114.74 51.55 26.28
825 39.26 92.24 70.65 51.67 15.01
826 39.45 11.60 58.70 13.27 47.45
827 39.38 19.04 71.01 15.27 70.15
828 39.34 22.52 66.68 15.97 73.20
829 39.43 28.32 73.23 20.19 66.15
830 39.33 65.12 134.13 45.57 34.17
831 39.40 75.61 105.76 59.19 22.29
832 39.50 89.73 76.19 49.16 17.66
833 39.58 54.25 115.12 37.03 47.71
834 39.62 48.92 97.08 33.31 62.83
835 39.70 68.97 117.92 52.86 27.32
836 39.62 82.20 87.17 54.94 20.06
837 39.81 14.53 65.69 14.86 47.32
838 39.73 58.95 126.56 41.51 38.32
839 39.82 24.59 61.79 19.11 59.53
840 39.81 61.37 138.43 46.32 35.68
841 39.74 43.21 85.49 27.75 57.93
842 39.83 79.51 83.50 60.76 19.68
843 39.94 30.54 75.39 19.87 56.56
844 39.98 6.73 50.41 13.05 29.17
845 39.95 35.12 80.59 23.74 71.29
846 39.91 51.86 127.26 36.25 46.77
847 39.92 94.27 50.39 62.80 11.10
848 39.99 17.04 69.58 15.69 51.13
849 40.00 73.33 103.64 62.35 22.49
850 39.97 45.46 99.90 32.44 50.67
851 39.98 39.82 91.72 26.22 63.96
852 40.22 66.57 126.83 53.19 26.61
853 40.30 63.83 135.43 55.98 29.70
854 40.23 76.89 90.77 75.34 22.08
855 40.29 21.05 67.31 17.39 56.33
856 40.35 84.45 78.72 64.84 19.34
857 40.40 26.56 68.85 21.97 48.95
858 40.30 87.21 69.24 63.50 18.44
859 40.48 9.57 65.45 13.23 29.82
860 40.44 32.99 73.24 22.79 53.39
861 40.38 37.58 89.46 26.78 59.31
862 40.56 41.86 108.70 32.19 43.15
863 40.48 47.69 113.60 36.58 45.06
864 40.53 70.80 105.68 71.13 23.98
865 40.74 57.05 140.50 68.23 33.64
866 40.54 90.61 64.44 64.14 15.76
867 40.68 55.01 134.69 50.56 36.06
868 40.69 50.05 133.21 40.57 42.60
869 40.82 12.62 67.07 16.23 30.49
870 40.91 28.81 86.91 24.54 44.56
871 40.62 80.39 71.52 81.21 20.38
872 41.01 23.75 70.68 21.42 42.99
873 40.79 59.26 134.25 54.47 29.14
874 40.99 44.25 104.67 36.05 33.71
875 40.93 52.79 137.74 48.27 36.44
876 40.81 81.62 79.75 63.31 17.89
877 41.01 75.08 79.72 82.53 19.48
878 41.02 18.73 76.75 18.97 38.00
879 40.89 61.59 139.21 60.42 26.41
880 41.00 68.45 104.16 72.69 22.96
881 41.02 92.86 47.54 75.86 12.88
882 41.12 15.59 74.95 18.23 29.65
883 41.14 39.81 115.95 33.86 41.48
884 41.15 78.23 71.63 89.75 19.14
885 41.18 35.78 93.94 31.07 45.59
886 41.25 72.59 92.00 87.55 21.04
887 41.35 6.60 63.04 16.39 19.58
888 41.21 31.10 85.61 24.85 42.10
889 41.33 46.45 110.43 40.90 31.17
890 41.46 88.57 56.32 83.32 16.68
891 41.39 66.07 116.48 77.34 23.08
892 41.43 21.45 71.10 20.97 36.94
893 41.50 83.40 66.31 82.37 17.32
894 41.54 33.56 97.23 28.72 36.47
895 41.60 37.81 110.64 34.35 38.57
896 41.51 63.82 119.99 70.31 22.90
897 41.56 86.04 62.32 85.37 17.56
898 41.57 26.21 84.37 25.91 35.27
899 41.77 48.60 119.78 48.34 28.14
900 41.74 51.32 138.09 51.13 27.59
901 41.73 9.83 72.68 18.34 23.53
902 41.72 42.30 119.56 41.18 30.14
903 41.73 11.16 79.95 17.93 21.35
904 41.83 70.15 98.80 95.45 18.96
905 41.72 54.53 151.25 65.18 28.16
906 41.71 59.08 127.61 68.59 23.70
907 41.83 80.59 60.82 94.02 17.28
908 42.02 91.09 45.01 89.50 14.22
909 41.92 61.48 119.94 81.70 23.63
910 42.10 94.21 35.04 81.82 9.89
911 42.11 13.05 84.63 22.09 20.62
912 42.19 28.32 91.59 28.45 27.61
913 42.25 56.05 129.29 70.41 22.78
914 42.15 74.72 69.31 114.30 18.26
915 42.19 76.99 60.13 109.86 17.41
916 42.31 17.63 90.43 25.22 23.01
917 42.26 67.74 93.32 104.23 21.03
918 42.19 45.04 114.10 48.09 25.17
919 42.42 15.36 91.12 23.84 19.61
920 42.30 30.79 107.68 29.84 25.03
921 42.34 40.13 130.47 44.75 27.81
922 42.39 35.71 114.64 40.24 29.68
923 42.40 20.01 85.13 24.03 25.89
924 42.53 22.65 80.69 28.27 25.29
925 42.42 72.33 78.80 117.16 18.92
926 42.50 52.92 129.72 64.12 22.00
927 42.53 58.02 121.00 92.41 22.66
928 42.70 5.85 68.91 18.78 10.69
929 42.61 8.20 78.98 21.57 15.54
930 42.53 25.02 85.67 31.03 28.09
931 42.53 65.47 97.70 111.09 21.51
932 42.67 50.18 129.74 65.21 23.46
933 42.62 63.07 95.85 103.63 20.66
934 42.66 33.47 114.87 38.15 26.81
935 42.74 47.16 123.23 62.67 23.68
936 42.83 84.62 49.13 100.89 15.86
937 42.88 87.22 44.14 100.31 17.16
938 42.83 37.87 116.83 47.86 24.33
939 42.69 42.55 124.68 54.90 21.78
940 42.78 60.32 111.88 104.32 22.05
941 42.89 78.86 56.11 114.16 17.48
942 42.94 81.74 50.38 107.96 17.59
943 43.11 11.13 81.22 25.81 16.39
944 42.96 70.09 77.10 126.39 19.25
945 43.10 92.57 35.52 93.73 12.18
946 43.14 89.93 44.12 115.82 14.98
947 43.22 54.03 112.84 81.81 19.94
948 43.35 26.84 103.45 38.13 20.50
949 43.22 44.49 120.28 61.89 21.99
950 43.32 74.14 64.46 132.55 17.79
951 43.40 29.05 106.29 40.89 20.09
952 43.30 31.58 127.70 41.69 21.88
953 43.31 56.43 104.59 100.85 21.19
954 43.42 68.11 70.94 126.20 19.22
955 43.60 13.88 80.41 31.31 15.59
956 43.45 19.24 89.39 35.64 17.53
957 43.54 48.97 120.75 80.24 20.39
958 43.63 76.64 54.49 126.77 17.25
959 43.64 16.45 89.12 32.95 16.56
960 43.54 51.51 118.16 89.47 21.96
961 43.54 95.57 29.93 91.15 8.18
962 43.63 39.57 127.81 57.54 20.87
963 43.59 63.68 72.05 125.33 18.62
964 43.57 65.87 74.25 132.28 18.82
965 43.54 24.09 96.47 41.09 20.74
966 43.59 35.06 131.55 54.62 20.81
967 43.61 41.83 126.50 61.95 19.05
968 43.54 58.59 88.10 125.84 21.47
969 43.79 21.78 87.21 36.15 18.03
970 43.64 61.28 76.55 126.54 20.65
971 43.74 71.84 63.14 137.77 18.49
972 43.91 4.76 60.28 27.07 8.38
973 43.84 46.16 114.60 81.77 19.48
974 43.84 8.33 78.62 28.71 11.88
975 43.96 37.23 129.16 59.55 19.35
976 43.98 82.93 47.23 122.71 16.22
977 43.94 25.18 92.64 31.24 17.58
978 44.10 32.83 117.54 52.94 19.05
979 44.03 79.73 48.05 129.01 16.00
980 44.11 54.97 95.31 121.05 20.21
981 43.98 94.38 27.92 95.42 10.50
982 44.20 88.90 43.95 120.34 15.21
983 44.36 11.70 78.98 37.97 12.17
984 44.29 43.84 107.19 89.74 19.90
985 44.33 91.63 40.01 110.12 13.76
986 44.32 52.65 89.15 114.71 19.32
987 44.36 30.30 111.00 55.52 18.31
988 44.41 69.68 58.16 138.52 18.09
989 44.45 86.12 38.95 120.81 15.65
990 44.38 47.70 110.46 104.96 18.87
991 44.45 57.20 75.12 139.71 20.30
992 44.48 59.88 68.54 141.57 19.35
993 44.54 67.15 59.08 143.72 17.81
994 44.56 27.46 99.59 53.77 16.70
995 44.57 50.15 93.30 118.02 19.65
996 44.69 62.40 63.62 147.44 18.44
997 44.62 74.72 49.22 137.63 16.80
998 44.62 19.36 84.16 48.91 15.11
999 44.59 41.34 106.48 82.71 17.68
1000 44.68 64.76 56.37 142.59 17.85
1001 44.69 23.41 100.67 55.94 17.03
1002 44.71 34.57 116.29 66.31 17.01
1003 44.82 16.95 84.44 43.76 13.09
1004 44.74 38.99 114.88 82.40 17.85
1005 44.94 93.87 31.52 110.39 10.62
1006 44.92 6.69 63.74 36.77 9.74
1007 44.90 77.90 47.39 137.25 16.12
1008 44.91 72.11 51.50 151.20 16.32
1009 45.15 13.94 75.71 45.29 11.96
1010 44.99 36.63 117.39 79.74 17.03
1011 45.06 9.59 72.25 44.19 11.42
1012 45.02 45.56 87.10 112.89 18.78
1013 45.05 83.67 44.29 131.15 16.46
1014 45.18 80.80 48.82 136.56 16.01
1015 45.26 25.50 92.90 65.09 15.91
1016 45.14 54.52 69.77 137.90 18.29
1017 45.27 21.30 81.89 64.43 13.84
1018 45.28 32.34 95.75 77.98 16.39
1019 45.26 48.35 84.36 134.40 17.82
1020 45.37 58.77 61.58 157.32 18.76
1021 45.30 43.02 88.63 118.25 18.62
1022 45.38 51.83 67.05 137.82 18.03
1023 45.39 88.51 47.13 132.90 15.92
1024 45.35 29.97 93.77 71.32 16.55
1025 45.55 68.55 59.01 156.74 17.59
1026 45.45 40.39 88.88 111.70 17.19
1027 45.52 56.69 60.48 155.01 19.21
1028 45.57 60.81 61.77 163.02 19.65
1029 45.56 91.29 43.39 120.73 14.13
1030 45.71 76.24 46.61 147.57 16.07
1031 45.68 95.98 25.17 105.81 7.81
1032 45.76 27.79 86.87 84.71 14.88
1033 45.74 66.35 58.22 152.64 18.47
1034 45.88 11.15 64.40 54.16 11.86
1035 45.75 37.81 85.25 115.76 17.10
1036 45.82 64.11 56.83 165.28 19.00
1037 45.73 18.49 66.48 66.77 12.94
1038 45.72 34.53 84.75 96.87 17.08
1039 45.91 70.67 59.65 161.54 17.32
1040 45.88 23.22 68.68 82.62 13.31
1041 45.99 73.50 51.44 154.97 16.55
1042 45.99 50.06 64.36 157.96 18.44
1043 46.02 85.78 45.08 133.31 16.37
1044 45.96 15.75 69.04 68.01 12.41
1045 45.96 46.64 67.74 140.94 17.36
1046 46.01 8.13 54.07 54.02 9.87
1047 46.12 44.46 67.30 142.55 18.15
1048 46.17 78.97 48.42 144.50 15.81
1049 46.37 5.19 34.85 56.89 7.09
1050 46.11 53.48 58.92 159.56 17.23
1051 46.17 82.38 48.33 145.18 15.67
1052 46.24 30.78 70.09 102.90 15.68
1053 46.30 42.09 68.29 139.65 17.76
1054 46.36 62.17 57.77 170.13 18.18
1055 46.38 20.68 57.81 80.70 12.55
1056 46.49 35.85 67.73 114.36 16.51
1057 46.40 55.62 59.01 172.57 17.66
1058 46.42 93.37 37.17 117.58 11.56
1059 46.43 25.49 61.88 96.01 13.92
1060 46.37 39.68 75.37 140.89 16.94
1061 46.41 58.29 60.56 176.83 18.76
1062 46.56 89.62 46.75 126.10 15.03
1063 46.60 48.40 64.51 158.36 17.73
1064 46.48 13.20 46.12 67.93 9.95
1065 46.65 33.22 62.51 112.63 14.68
1066 46.77 17.61 49.90 86.30 11.66
1067 46.77 51.76 57.89 169.96 17.48
1068 46.87 28.37 64.69 110.97 15.39
1069 46.91 66.70 64.74 172.34 17.36
1070 46.83 75.46 49.75 158.28 16.93
1071 46.94 69.20 60.18 164.16 17.15
1072 46.95 37.80 61.67 135.00 16.15
1073 46.99 60.45 61.80 188.32 18.95
1074 46.93 71.81 61.70 180.63 16.80
1075 47.15 9.56 39.91 73.55 10.29
1076 47.06 15.03 54.24 83.20 11.27
1077 47.00 64.18 59.85 172.74 18.95
1078 47.20 87.23 46.37 128.90 15.70
1079 47.13 7.02 32.81 62.43 8.91
1080 46.99 12.04 50.59 72.66 10.29
1081 47.04 23.09 49.53 106.13 12.48
1082 47.07 46.07 55.30 161.02 17.11
1083 47.17 84.27 53.06 141.80 15.38
1084 47.27 80.73 49.77 146.33 15.37
1085 47.22 54.10 54.95 172.82 17.48
1086 47.40 91.89 50.23 129.64 13.80
1087 47.17 43.62 62.14 158.80 17.14
1088 47.29 77.82 53.14 155.43 15.12
1089 47.26 40.70 60.27 151.08 17.13
1090 47.34 30.79 55.98 124.84 14.54
1091 47.42 56.36 55.77 182.78 17.41
1092 47.43 19.79 42.50 104.78 11.37
1093 47.48 58.44 60.77 188.55 19.08
1094 47.52 26.17 48.06 125.39 14.00
1095 47.65 50.35 58.65 178.07 18.09
1096 47.42 94.31 37.33 123.95 9.40
1097 47.68 73.44 62.59 177.41 17.48
1098 47.73 35.83 54.87 140.46 15.29
1099 47.65 48.03 56.49 173.40 17.33
1100 47.65 33.36 59.97 155.20 16.84
1101 47.75 62.26 65.55 184.86 18.31
1102 47.96 4.91 26.31 73.81 6.49
1103 47.90 52.46 56.13 183.10 17.96
1104 48.07 89.21 48.22 134.10 15.31
1105 47.95 38.27 56.92 156.40 16.06
1106 47.83 13.36 38.54 97.57 11.83
1107 47.98 42.45 58.73 163.88 17.29
1108 48.01 65.15 73.00 179.39 16.70
1109 48.08 17.51 36.61 102.62 10.95
1110 48.05 68.16 78.35 180.33 16.44
1111 48.07 70.73 79.94 173.85 17.47
1112 47.96 95.32 42.17 123.55 8.68
1113 48.14 21.63 40.92 116.83 12.88
1114 48.16 24.08 41.44 122.12 12.00
1115 48.12 28.68 45.18 132.37 13.66
1116 48.04 45.11 59.69 177.05 17.92
1117 48.27 75.63 65.24 168.66 15.80
1118 48.16 83.17 59.83 149.76 15.53
1119 48.26 12.30 41.06 102.29 10.95
1120 48.25 59.90 69.26 190.79 19.16
1121 48.34 15.16 39.88 103.47 11.77
1122 48.45 7.41 29.51 81.46 8.71
1123 48.30 40.32 54.67 167.19 16.94
1124 48.38 54.88 70.64 189.67 18.19
1125 48.16 93.28 45.87 132.85 13.18
1126 48.46 10.42 34.43 89.58 9.57
1127 48.46 78.25 60.02 159.64 15.70
1128 48.41 31.57 49.16 138.97 14.24
1129 48.49 57.24 72.27 193.02 17.51
1130 48.57 80.91 57.57 152.26 16.52
1131 48.62 86.55 54.30 137.73 15.82
1132 48.57 49.00 60.23 175.76 16.57
1133 48.63 34.41 56.16 155.74 15.49
1134 48.70 26.13 41.36 137.35 13.19
1135 48.73 46.73 63.15 182.08 17.00
1136 48.73 63.06 87.01 190.21 18.12
1137 48.89 19.70 41.09 118.13 11.03
1138 48.84 43.62 58.61 178.39 16.07
1139 48.82 66.45 93.12 191.88 17.50
1140 48.85 73.16 68.05 174.58 16.38
1141 49.07 91.29 52.91 136.42 15.33
1142 48.98 36.85 58.82 162.97 15.25
1143 48.87 52.72 84.41 199.44 19.47
1144 48.78 93.51 54.37 135.88 12.16
1145 49.16 50.71 77.73 199.59 17.99
1146 49.22 29.88 54.78 150.87 14.36
1147 49.17 61.05 82.13 193.40 17.40
1148 49.15 95.72 39.63 114.16 8.33
1149 49.19 39.07 56.61 165.64 16.36
1150 49.19 41.47 59.50 172.95 16.76
1151 49.18 84.23 55.73 146.68 15.10
1152 49.06 90.15 43.88 135.64 13.92
1153 49.37 4.13 23.16 85.28 6.35
1154 49.20 22.73 40.87 128.97 12.77
1155 49.33 68.48 83.82 189.55 16.41
1156 49.28 70.73 79.81 186.36 16.95
1157 49.32 58.81 91.70 207.22 18.82
1158 49.33 9.50 34.47 98.04 10.21
1159 49.38 16.83 40.58 110.10 11.88
1160 49.45 27.73 49.39 149.23 13.60
1161 49.40 13.76 39.26 104.04 10.86
1162 49.43 32.53 53.92 149.83 14.17
1163 49.48 64.59 99.09 188.51 18.20
1164 49.55 98.21 18.08 66.99 4.43
1165 49.53 45.09 74.40 185.12 15.75
1166 49.52 56.48 95.15 197.20 17.35
1167 49.61 75.34 61.89 169.27 15.68
1168 49.58 54.43 95.68 196.32 18.82
1169 49.68 77.71 59.77 154.56 15.48
1170 49.57 8.09 33.52 100.04 9.48
1171 49.56 48.52 74.67 190.44 18.33
1172 49.73 88.62 50.42 134.87 15.90
1173 49.63 80.40 61.77 163.84 15.29
1174 49.77 34.75 66.19 144.43 15.14
1175 49.86 6.28 33.09 92.03 7.87
1176 49.78 93.35 48.19 133.07 11.82
1177 49.94 11.25 40.75 101.35 10.83
1178 49.82 24.88 47.97 151.06 13.44
1179 49.98 19.22 44.17 127.50 10.82
1180 49.99 52.28 90.22 194.03 18.47
1181 49.99 62.52 85.06 199.15 16.99
1182 50.02 43.07 75.07 188.92 15.89
1183 50.09 66.33 83.85 191.72 16.74
1184 50.05 72.88 64.60 177.70 16.30
1185 50.20 82.71 54.02 146.93 15.06
1186 50.14 46.92 77.73 191.34 17.77
1187 50.12 86.06 48.75 143.42 15.93
1188 50.24 36.69 78.61 165.22 15.77
1189 50.19 21.74 45.74 140.29 12.25
1190 50.23 31.13 67.19 162.58 12.51
1191 50.27 38.72 84.18 182.71 16.74
1192 50.25 60.12 93.57 200.29 18.11
1193 50.26 40.81 73.86 187.44 16.32
1194 50.30 50.14 85.84 199.37 17.54
1195 50.38 96.30 28.23 110.61 7.49
1196 50.39 57.98 107.15 202.42 17.81
1197 50.45 15.39 48.64 118.68 11.40
1198 50.52 90.78 48.61 136.30 14.67
1199 50.49 26.93 57.77 157.61 12.92
1200 50.51 68.42 66.37 196.25 16.69
1201 50.55 70.70 60.28 199.47 16.42
1202 50.67 29.10 62.38 160.00 13.37
1203 50.58 8.78 36.38 103.33 8.71
1204 50.66 53.97 93.74 198.43 16.95
1205 50.79 13.05 49.06 111.46 10.87
1206 50.76 33.28 70.48 168.47 14.61
1207 50.67 44.95 83.01 189.68 16.78
1208 50.80 56.02 94.18 201.69 18.47
1209 50.71 79.61 55.69 150.12 15.54
1210 50.99 98.30 11.93 66.17 4.21
1211 50.80 64.22 75.18 192.05 18.45
1212 50.86 4.94 32.96 98.73 6.56
1213 50.83 17.84 50.05 129.32 11.47
1214 50.92 23.52 48.93 142.75 12.43
1215 50.80 74.79 58.15 182.15 16.08
1216 51.10 2.42 17.57 72.17 3.93
1217 51.03 93.67 39.37 126.69 11.49
1218 51.01 48.57 86.15 193.86 16.12
1219 51.07 61.87 80.88 203.04 18.83
1220 51.21 77.02 53.87 171.49 15.91
1221 51.15 35.53 72.15 182.98 15.19
1222 51.09 42.80 79.32 191.31 15.49
1223 51.16 84.52 41.60 151.07 15.21
1224 51.16 88.37 40.50 147.22 15.71
1225 51.16 51.47 86.00 195.69 16.85
1226 51.32 25.59 55.95 161.67 13.01
1227 51.26 66.31 60.79 196.09 17.59
1228 51.36 21.07 44.28 142.23 12.53
1229 51.37 72.56 51.56 185.56 15.63
1230 51.38 37.99 71.59 177.75 15.10
1231 51.28 40.56 82.43 188.79 16.78
1232 51.41 46.40 74.57 194.97 17.05
1233 51.33 59.50 85.13 208.42 18.43
1234 51.39 30.95 67.81 171.65 13.99
1235 51.61 7.35 37.31 101.76 7.98
1236 51.57 10.67 45.67 109.52 10.28
1237 51.46 81.79 45.70 161.28 14.99
1238 51.55 69.25 51.04 189.19 15.98
1239 51.71 95.80 24.93 117.98 8.17
1240 51.62 53.42 79.49 205.91 17.67
1241 51.74 15.97 48.77 123.07 11.94
1242 51.79 57.41 74.72 201.08 17.84
1243 51.82 28.06 55.07 167.42 13.19
1244 51.86 44.27 77.95 194.70 16.08
1245 51.84 18.71 48.88 135.39 10.63
1246 51.87 91.25 32.24 135.18 13.70
1247 51.89 13.38 45.43 117.85 11.47
1248 51.89 79.31 43.54 163.10 15.30
1249 51.97 86.46 37.24 143.86 15.71
