#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em39 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
1225 54.39 72.46 169.18 31.56 111.23
1226 54.46 17.36 130.01 22.45 91.98
1227 54.48 69.73 178.89 28.54 122.04
1228 54.62 37.66 174.65 32.87 115.62
1229 54.57 32.07 162.74 26.63 122.13
1230 54.60 41.62 174.79 30.03 119.22
1231 54.74 83.71 142.89 22.00 91.45
1232 54.80 87.90 131.09 18.32 68.69
1233 54.86 13.95 116.24 22.34 80.88
1234 54.72 52.72 183.08 30.77 125.46
1235 54.89 60.97 182.80 31.99 125.99
1236 54.94 19.77 125.88 22.69 95.21
1237 54.99 67.49 169.64 29.85 118.63
1238 55.04 63.37 190.20 33.85 114.32
1239 54.99 11.04 104.48 18.55 59.89
1240 54.98 24.20 150.48 28.26 81.20
1241 55.19 47.72 179.79 28.69 114.71
1242 55.25 91.12 101.74 13.98 62.32
1243 55.25 26.30 144.60 31.21 83.49
1244 55.18 45.10 175.60 28.12 103.71
1245 55.20 56.17 189.99 49.59 134.02
1246 55.30 34.18 154.20 35.98 109.61
1247 55.37 50.72 177.13 34.80 113.52
1248 55.44 5.91 60.54 12.80 23.79
1249 55.31 21.86 165.78 37.74 87.43
1250 55.24 28.73 153.66 28.88 99.06
1251 55.24 78.14 149.58 27.95 78.21
1252 55.36 39.56 161.86 43.51 92.75
1253 55.30 73.93 168.62 31.71 93.94
1254 55.78 95.08 42.04 5.06 21.29
1255 55.39 8.46 86.72 16.49 42.34
1256 55.54 58.91 169.17 36.12 122.20
1257 55.49 31.15 152.50 29.52 97.31
1258 55.50 70.92 163.74 30.92 97.73
1259 55.54 17.13 121.16 31.55 76.45
1260 55.57 42.27 166.86 37.95 90.22
1261 55.55 81.58 142.99 26.85 67.98
1262 55.68 65.15 181.16 35.84 115.31
1263 55.65 36.94 161.83 41.30 91.91
1264 55.70 53.13 181.92 43.67 124.46
1265 55.95 85.05 127.07 22.35 67.70
1266 55.97 61.98 179.88 39.47 101.37
1267 55.71 83.08 150.29 25.71 73.43
1268 56.02 12.59 109.25 26.79 57.98
1269 56.07 49.01 178.74 44.31 88.13
1270 56.13 75.81 155.22 37.35 77.84
1271 56.06 19.27 122.16 39.33 71.85
1272 56.11 88.94 124.37 19.92 62.00
1273 56.17 15.05 115.40 35.09 58.62
1274 56.09 24.44 130.18 42.25 69.86
1275 56.17 67.47 165.56 39.46 113.37
1276 56.17 44.45 164.78 47.64 81.57
1277 56.28 32.78 141.62 46.80 87.31
1278 56.38 46.94 164.65 43.95 72.62
1279 56.29 55.06 172.52 56.57 100.35
1280 56.30 57.23 184.14 50.93 95.32
1281 56.38 10.35 97.57 28.40 43.58
1282 56.27 27.63 140.53 44.63 83.21
1283 56.28 79.46 144.07 42.08 69.74
1284 56.40 35.44 146.39 56.30 85.64
1285 56.45 73.01 148.70 40.91 81.76
1286 56.44 21.83 124.83 46.81 61.07
1287 56.46 30.05 141.25 43.84 78.68
1288 56.50 38.66 148.10 61.23 70.21
1289 56.55 69.87 161.75 42.58 87.10
1290 56.48 7.63 74.83 24.37 30.61
1291 56.59 40.84 157.69 53.46 75.80
1292 56.64 91.49 88.47 19.48 40.06
1293 56.81 50.35 165.24 67.81 79.86
1294 56.79 52.84 164.39 63.71 84.92
1295 56.81 64.51 164.54 51.53 98.46
1296 56.86 82.79 134.33 42.92 62.58
1297 56.90 61.12 170.77 53.09 80.59
1298 57.02 5.14 45.02 15.11 15.84
1299 57.01 42.86 161.42 64.62 79.42
1300 57.07 58.81 165.60 63.61 86.02
1301 57.10 16.93 123.68 48.41 57.52
1302 57.16 94.93 39.88 9.75 15.56
1303 56.81 14.06 103.67 40.25 45.83
1304 57.07 26.19 129.04 58.14 65.83
1305 57.13 77.55 141.11 57.02 68.34
1306 56.98 86.94 120.97 31.59 48.16
1307 57.24 13.23 94.15 35.70 46.86
1308 57.19 45.40 158.83 57.33 66.08
1309 57.29 36.85 137.74 73.41 73.91
1310 57.22 19.68 102.79 43.09 63.12
1311 57.27 23.90 114.28 53.01 62.67
1312 57.36 88.45 114.77 37.14 55.84
1313 57.30 33.92 129.41 61.29 68.34
1314 57.43 85.33 114.82 46.58 51.75
1315 57.42 31.42 121.27 49.56 71.22
1316 57.39 55.22 156.96 70.78 77.02
1317 57.35 67.43 158.69 55.16 85.54
1318 57.46 74.63 144.20 54.79 71.73
1319 57.40 28.86 128.69 59.33 66.64
1320 57.45 80.42 133.13 57.92 61.34
1321 57.47 10.94 85.58 33.68 47.42
1322 57.51 71.41 148.52 63.25 74.08
1323 57.57 48.43 151.67 68.73 70.05
1324 57.58 8.28 71.50 27.10 31.37
1325 57.47 21.57 100.59 50.45 49.30
1326 57.67 39.13 132.42 74.08 65.36
1327 57.77 63.01 161.71 65.76 77.26
1328 57.72 51.78 152.63 77.34 70.89
1329 57.91 90.75 87.14 35.78 37.93
1330 57.96 41.29 136.84 72.09 70.89
1331 57.96 57.41 163.82 74.79 72.16
1332 58.03 60.48 155.06 65.06 67.88
1333 57.83 83.59 112.44 49.94 50.62
1334 58.15 93.69 51.22 21.94 20.52
1335 58.17 45.93 135.10 79.11 71.17
1336 58.13 65.54 163.90 74.14 76.46
1337 58.08 15.20 87.88 34.58 54.63
1338 58.19 35.37 120.76 62.75 69.80
1339 58.19 43.59 138.19 75.68 77.37
1340 58.23 27.18 105.06 61.49 64.19
1341 58.27 69.01 146.47 82.12 68.72
1342 58.23 19.14 93.40 43.51 58.64
1343 58.31 76.89 127.46 69.07 59.49
1344 58.39 24.59 94.56 45.99 70.05
1345 58.34 53.82 142.61 91.47 80.69
1346 58.40 82.18 115.50 69.84 54.32
1347 58.36 22.02 89.10 41.75 67.15
1348 58.38 50.15 144.05 84.65 72.61
1349 58.44 11.57 78.42 27.90 53.50
1350 58.39 30.13 102.90 51.41 65.44
1351 58.50 33.14 99.85 48.73 71.25
1352 58.55 87.45 101.89 55.84 45.74
1353 58.55 37.50 112.15 63.55 87.41
1354 58.64 5.69 42.11 12.43 17.67
1355 58.70 71.78 142.64 79.19 61.69
1356 58.70 74.14 132.31 87.15 63.22
1357 58.74 79.34 116.47 71.33 63.96
1358 58.69 8.31 59.96 17.90 37.96
1359 58.85 17.04 80.86 34.46 59.42
1360 58.81 47.50 127.45 75.85 78.54
1361 58.86 55.94 137.64 84.04 77.67
1362 58.85 84.58 106.78 69.06 46.56
1363 58.64 95.77 24.41 9.00 9.56
1364 58.94 39.84 115.79 56.69 74.22
1365 58.90 58.90 147.96 74.10 77.01
1366 59.00 14.02 73.42 29.15 57.83
1367 59.07 61.78 141.00 62.70 74.91
1368 59.05 64.17 142.18 71.01 65.62
1369 59.13 52.32 124.04 72.12 81.88
1370 59.14 66.94 137.26 85.67 66.17
1371 59.12 42.17 113.13 60.83 89.28
1372 59.10 90.14 80.30 48.59 38.53
1373 59.26 20.14 77.50 30.81 58.46
1374 59.25 28.44 84.33 38.84 72.78
1375 59.24 31.64 90.69 40.89 83.98
1376 59.42 23.02 73.08 34.06 71.97
1377 59.24 25.81 82.47 41.44 69.90
1378 59.32 44.80 119.05 68.44 71.00
1379 59.52 93.85 42.42 20.50 16.85
1380 59.38 35.75 99.68 45.76 80.06
1381 59.39 49.61 120.88 67.47 83.51
1382 59.48 69.80 132.50 91.16 63.87
1383 59.46 76.13 120.46 87.95 68.05
1384 59.67 11.73 63.47 21.10 51.99
1385 59.58 9.45 56.61 16.14 45.28
1386 59.44 21.67 76.77 27.92 75.85
1387 59.68 38.12 90.81 49.45 87.60
1388 59.65 81.36 103.28 76.16 56.16
1389 59.74 6.71 41.09 11.82 33.99
1390 59.74 33.74 85.92 40.10 74.97
1391 59.91 54.43 113.53 59.82 83.48
1392 59.84 85.97 87.10 61.88 50.82
1393 59.97 18.23 63.91 28.00 62.43
1394 59.86 57.07 125.90 68.87 76.13
1395 59.97 15.54 64.58 30.23 56.93
1396 60.01 30.11 80.05 37.39 85.09
1397 59.96 59.80 130.68 64.90 72.12
1398 60.05 72.36 121.01 88.89 67.37
1399 59.96 47.39 112.18 64.31 80.94
1400 60.26 77.97 99.08 70.72 68.26
1401 59.97 40.22 81.62 40.02 87.74
1402 60.14 51.39 108.92 57.25 87.56
1403 60.19 65.09 128.58 69.41 75.67
1404 60.26 42.74 84.88 50.11 87.73
1405 60.21 62.53 129.57 63.99 85.71
1406 60.29 67.75 127.23 82.88 78.20
1407 60.36 89.17 78.82 58.31 43.15
1408 60.24 91.78 61.22 47.44 34.01
1409 60.36 74.67 105.28 76.81 70.12
1410 60.51 27.49 58.24 28.49 77.92
1411 60.43 21.28 57.11 27.69 69.85
1412 60.53 36.59 65.11 34.76 85.45
1413 60.49 45.18 85.70 47.64 100.14
1414 60.81 83.21 82.91 71.16 65.94
1415 60.43 24.55 56.58 30.74 77.26
1416 60.70 34.32 55.51 26.66 83.24
1417 60.72 49.29 94.12 47.38 91.25
1418 60.69 70.31 116.42 77.00 71.12
1419 60.76 80.46 92.39 80.46 59.77
1420 60.91 10.56 43.41 19.57 46.87
1421 60.84 8.16 35.91 13.04 39.97
1422 60.91 55.59 98.04 49.03 89.83
1423 60.94 58.27 122.68 57.12 90.21
1424 60.78 38.81 56.56 32.51 87.21
1425 61.29 23.55 45.75 31.07 67.93
1426 60.86 25.60 42.21 19.45 75.21
1427 61.12 46.99 83.12 41.77 97.27
1428 60.91 52.78 92.34 48.87 92.63
1429 61.12 60.94 98.18 47.33 94.73
1430 61.06 16.80 52.42 25.78 58.60
1431 61.01 86.05 80.36 70.35 63.31
1432 61.14 29.43 52.97 29.45 83.75
1433 61.36 18.92 49.95 27.53 66.48
1434 61.35 43.33 64.65 37.97 85.87
1435 61.32 63.62 101.58 55.91 85.67
1436 61.25 66.25 131.43 83.01 102.54
1437 61.23 41.13 51.51 30.96 79.61
1438 61.35 75.33 88.72 73.48 74.28
1439 61.63 71.90 86.11 61.24 79.78
1440 61.50 78.43 79.29 53.91 80.32
1441 61.46 37.59 43.61 28.87 83.71
1442 61.55 88.30 68.47 56.43 52.72
1443 61.57 91.40 52.02 37.33 36.42
1444 61.34 35.55 46.00 25.47 79.59
1445 61.57 68.91 95.51 70.36 81.48
1446 61.65 20.79 44.30 29.34 63.36
1447 61.65 25.99 41.61 31.39 74.99
1448 61.54 39.12 49.19 30.92 81.90
1449 61.72 32.47 40.95 25.58 84.79
1450 61.57 50.55 83.81 46.31 74.66
1451 61.60 13.38 42.12 25.92 58.08
1452 61.81 54.13 78.65 41.62 100.33
1453 62.04 10.16 28.28 16.20 47.11
1454 61.64 12.05 38.82 19.73 57.50
1455 61.79 6.95 24.76 11.12 29.27
1456 61.97 15.03 38.65 23.75 61.30
1457 61.84 33.69 51.58 38.88 89.78
1458 61.85 56.58 71.74 34.33 91.70
1459 62.19 36.71 39.32 29.02 83.02
1460 61.81 80.21 80.39 56.30 64.74
1461 61.81 77.08 74.76 47.05 79.05
1462 62.06 81.55 61.45 46.88 77.97
1463 62.00 44.96 58.76 36.94 81.15
1464 61.97 28.39 45.70 33.72 77.85
1465 62.11 30.69 36.87 29.38 78.37
1466 62.03 59.92 82.48 39.15 80.58
1467 62.08 85.50 66.98 55.40 54.95
1468 62.12 74.48 70.04 54.65 83.47
1469 62.04 43.45 41.36 28.36 83.09
1470 62.13 57.88 72.70 33.70 84.09
1471 62.49 39.47 34.56 30.81 75.95
1472 62.34 48.32 60.45 37.76 85.70
1473 62.37 66.86 76.42 55.06 80.90
1474 62.32 63.73 75.54 48.08 85.92
1475 62.29 73.22 79.40 62.40 76.80
1476 62.56 83.76 63.32 50.52 67.35
1477 62.46 27.20 34.80 30.72 77.88
1478 62.66 51.72 63.61 38.54 82.86
1479 62.66 69.65 76.30 55.82 79.63
1480 62.53 77.02 55.88 34.10 80.30
1481 62.86 6.33 15.56 10.44 26.17
1482 62.68 79.25 59.93 38.87 80.44
1483 62.63 90.55 46.84 32.93 47.88
1484 62.70 17.08 27.91 24.17 61.13
1485 62.63 87.83 60.65 44.14 53.77
1486 62.53 89.18 53.85 33.08 63.85
1487 62.73 29.21 33.19 30.74 68.87
1488 62.64 41.01 44.66 41.49 81.46
1489 63.28 42.69 33.67 36.05 86.71
1490 62.68 32.34 34.32 35.32 86.84
1491 62.97 75.61 70.68 51.35 83.59
1492 62.86 12.62 27.05 27.20 54.78
1493 62.90 24.68 31.56 41.44 73.21
1494 63.06 15.48 27.06 35.18 63.96
1495 62.94 21.61 29.21 35.08 70.54
1496 63.15 49.39 44.18 35.85 84.21
1497 63.30 35.17 26.83 44.52 85.41
1498 63.27 72.60 65.24 47.89 76.39
1499 63.09 57.89 62.11 40.92 89.21
1500 63.41 65.83 57.68 41.57 88.07
1501 63.23 33.23 28.72 39.58 88.90
1502 63.44 53.99 43.12 36.24 84.91
1503 63.29 19.58 26.34 30.09 59.30
1504 63.15 31.51 33.65 39.40 75.55
1505 63.30 86.82 47.16 33.04 61.92
1506 63.32 81.73 60.39 46.98 67.73
1507 63.29 17.97 25.89 32.21 69.00
1508 63.40 64.00 43.98 29.27 86.68
1509 63.33 78.45 59.02 37.75 79.25
1510 63.26 38.20 26.62 29.77 75.92
1511 63.41 88.67 41.62 26.77 62.70
1512 63.76 68.15 56.91 41.18 89.37
1513 63.59 27.49 26.52 37.89 82.40
1514 63.44 29.80 29.08 36.31 71.56
1515 63.57 91.59 27.15 15.53 44.17
1516 63.56 52.30 37.20 26.52 75.96
1517 63.55 14.42 20.91 31.38 70.22
1518 63.62 25.02 25.10 41.77 89.28
1519 63.46 46.52 35.20 34.60 100.80
1520 63.69 69.96 67.86 46.90 77.10
1521 63.85 10.48 18.57 38.42 58.06
1522 63.84 39.43 29.56 53.35 82.10
1523 63.83 22.27 23.08 36.94 82.64
1524 63.76 47.45 39.10 38.00 87.63
1525 63.90 74.45 58.49 49.00 75.14
1526 63.87 85.61 49.89 39.04 66.83
1527 63.94 8.65 15.77 29.47 52.83
1528 63.77 62.89 51.46 48.77 86.00
1529 64.12 45.49 32.51 47.12 100.78
1530 63.96 51.29 41.34 48.05 76.92
1531 63.77 31.19 20.90 35.60 79.00
1532 63.96 83.11 35.62 25.94 70.65
1533 64.12 14.01 20.51 37.94 72.86
1534 64.10 61.32 34.16 33.09 91.25
1535 64.04 79.73 57.14 50.92 65.51
1536 64.02 32.20 22.64 46.76 84.60
1537 64.16 58.18 40.20 43.05 90.59
1538 64.40 37.46 23.80 62.48 105.37
1539 64.25 30.09 23.51 46.75 87.04
1540 64.31 88.47 42.71 31.01 56.21
1541 64.36 49.19 32.79 48.24 87.46
1542 64.71 25.30 20.44 43.01 114.06
1543 64.45 35.29 24.35 50.81 100.02
1544 64.27 56.92 44.37 37.00 90.84
1545 64.46 33.58 22.86 43.00 107.30
1546 64.40 81.02 34.58 25.87 69.44
1547 64.41 52.78 38.12 56.55 80.64
1548 64.55 55.35 39.72 50.72 88.92
1549 64.83 89.98 22.79 13.48 49.79
1550 64.53 16.18 18.26 37.97 86.74
1551 64.54 65.44 46.72 45.98 76.32
1552 64.77 27.72 20.41 41.58 104.11
1553 64.75 63.12 39.04 45.16 75.95
1554 64.73 41.30 26.40 54.92 116.34
1555 64.71 69.93 50.40 46.48 85.02
1556 64.94 22.90 20.49 45.10 115.45
1557 64.81 6.97 11.62 25.95 37.73
1558 65.03 46.39 24.90 59.50 110.91
1559 65.09 73.50 39.36 44.25 79.15
1560 64.74 82.69 45.25 42.22 72.28
1561 65.01 84.55 38.87 33.92 64.93
1562 65.11 78.97 38.84 40.82 78.72
1563 64.96 10.03 15.24 36.55 70.81
1564 65.10 17.84 16.12 42.50 105.16
1565 65.08 39.46 22.68 54.97 124.34
1566 65.09 13.21 14.40 33.43 95.77
1567 65.09 51.66 28.19 54.05 98.69
1568 65.05 30.22 17.36 41.51 104.38
1569 65.38 76.22 34.44 38.94 80.46
1570 65.17 32.51 18.86 48.05 121.12
1571 65.30 20.51 18.74 44.97 111.78
1572 65.32 57.69 31.30 50.24 92.54
1573 65.19 67.11 43.08 43.61 79.69
1574 65.07 86.05 40.27 37.38 75.81
1575 65.22 48.88 25.69 61.26 109.33
1576 65.20 15.43 17.42 37.84 108.21
1577 65.12 55.75 33.33 46.47 86.13
1578 65.39 81.90 32.81 33.45 70.33
1579 65.52 91.78 19.01 12.12 31.81
1580 65.43 35.41 20.86 61.68 119.30
1581 65.65 65.21 34.93 45.79 75.95
1582 65.46 38.07 16.83 46.88 121.38
1583 65.79 7.33 10.14 20.88 54.86
1584 65.54 86.68 26.07 21.93 71.63
1585 65.63 62.82 30.37 44.34 75.45
1586 65.62 68.33 35.72 48.64 79.48
1587 65.82 11.30 12.40 32.51 102.51
1588 65.76 26.56 16.98 46.41 125.97
1589 66.16 16.09 13.93 34.05 101.29
1590 65.81 29.46 19.09 50.71 127.87
1591 65.82 53.62 27.02 62.52 109.07
1592 65.93 80.23 30.69 35.29 70.75
1593 65.98 88.64 25.43 23.10 50.19
1594 65.99 23.88 17.02 44.00 118.04
1595 65.84 41.65 19.76 51.10 121.16
1596 65.95 61.28 29.72 48.23 86.66
1597 65.97 69.95 33.05 48.00 79.52
1598 65.98 44.55 20.34 56.11 133.72
1599 65.91 51.09 22.26 57.44 112.77
1600 66.05 18.30 15.20 40.33 107.28
1601 66.08 37.28 20.32 51.80 126.66
1602 66.23 47.41 21.97 61.41 133.32
1603 66.10 84.19 29.59 35.52 59.33
1604 66.26 21.62 15.76 34.57 122.59
1605 66.20 72.31 30.62 46.00 75.00
1606 66.37 13.51 12.49 37.40 113.16
1607 66.45 39.63 18.29 46.39 142.82
1608 66.11 49.63 22.60 69.76 116.40
1609 66.11 82.42 30.00 34.79 62.40
1610 66.39 32.53 17.66 52.24 126.68
1611 66.28 55.74 27.06 62.28 105.11
1612 66.41 77.56 27.88 39.14 81.31
1613 66.19 25.18 14.85 35.90 128.15
1614 66.50 35.04 17.00 47.28 143.34
1615 66.46 74.71 35.17 56.57 83.22
1616 66.47 27.95 15.47 45.20 138.72
1617 66.27 42.89 17.08 37.75 136.75
1618 66.52 19.60 14.00 45.93 114.95
1619 66.53 68.65 29.93 50.43 90.39
1620 66.62 10.25 10.97 29.28 95.03
1621 66.96 51.59 20.68 65.41 134.40
1622 66.74 64.01 28.68 54.84 85.48
1623 66.57 78.75 29.12 32.12 79.29
1624 67.06 8.55 9.93 22.67 81.40
1625 66.67 60.56 26.44 60.00 95.59
1626 66.95 30.60 16.76 48.89 132.56
1627 67.07 41.36 16.05 47.76 139.38
1628 66.85 61.81 24.46 59.51 102.29
1629 66.86 80.32 25.79 39.32 71.15
1630 67.01 45.93 18.15 60.69 155.00
1631 66.91 58.03 20.80 51.37 116.05
1632 66.94 18.07 14.24 32.18 115.21
1633 67.10 43.38 17.48 53.21 140.29
1634 66.98 86.50 22.16 28.60 59.25
1635 67.03 91.38 14.53 16.53 24.25
1636 67.17 48.66 19.36 61.11 155.75
1637 67.34 22.93 14.09 34.45 120.49
1638 67.23 25.42 15.01 36.57 126.08
1639 67.16 82.71 22.34 36.65 61.58
1640 66.99 27.98 15.10 37.50 150.00
1641 67.27 55.54 21.54 63.31 123.03
1642 67.35 71.82 23.55 57.69 92.44
1643 67.11 7.46 8.12 18.38 81.75
1644 67.07 13.25 13.55 31.18 120.00
1645 67.25 89.18 16.53 21.86 48.31
1646 67.53 14.93 11.89 33.20 110.72
1647 67.43 20.56 12.84 35.05 126.53
1648 67.44 66.95 24.55 59.19 104.21
1649 67.74 76.69 21.78 46.43 84.94
1650 67.58 11.52 11.42 27.59 107.22
1651 67.72 59.80 20.42 63.85 125.38
1652 67.51 16.89 12.38 39.40 108.72
1653 67.60 32.96 13.94 40.28 142.06
1654 67.65 27.92 12.95 40.53 126.27
1655 67.64 35.83 14.81 43.26 150.57
1656 67.80 52.66 18.84 61.93 143.00
1657 67.59 57.71 20.61 60.96 128.21
1658 67.80 62.32 21.89 73.29 116.76
1659 67.86 79.90 22.82 40.77 70.69
1660 67.99 44.90 16.69 52.92 162.27
1661 68.11 39.71 15.16 47.37 144.20
1662 68.22 18.70 12.29 32.99 119.22
1663 68.08 85.34 20.79 39.49 67.32
1664 67.95 88.04 16.71 26.51 54.13
1665 68.11 47.32 17.27 56.67 151.97
1666 68.04 50.01 17.81 58.28 156.68
1667 68.17 30.27 14.19 42.90 131.71
1668 68.06 42.45 15.69 45.33 142.67
1669 68.25 54.77 21.92 70.33 155.14
1670 68.20 90.99 12.70 18.21 24.12
1671 68.27 8.13 8.29 15.02 60.59
1672 68.44 70.12 19.51 60.42 110.47
1673 68.47 24.71 13.48 37.27 110.27
1674 68.45 37.15 14.24 47.61 130.40
1675 68.44 57.76 18.47 60.59 128.27
1676 68.50 13.20 10.90 26.08 103.41
1677 68.55 34.66 13.53 40.19 150.48
1678 68.43 72.29 21.85 84.80 110.85
1679 68.54 82.55 20.29 45.92 84.37
1680 68.78 16.08 11.30 33.86 114.15
1681 68.62 66.82 21.98 77.56 116.55
1682 68.57 10.12 9.51 22.55 78.25
1683 68.84 27.66 13.40 38.64 124.94
1684 69.03 63.22 18.29 67.00 140.37
1685 68.87 75.40 20.16 66.82 101.40
1686 68.99 32.44 13.36 40.53 137.34
1687 68.76 43.15 15.00 36.90 136.84
1688 68.69 86.61 15.64 33.27 60.76
1689 68.73 78.19 16.77 50.82 87.73
1690 69.08 41.33 14.34 44.47 144.75
1691 68.90 49.33 14.92 46.38 160.46
1692 68.94 51.52 16.24 47.02 163.52
1693 69.05 60.77 18.18 58.82 148.22
1694 69.05 45.92 15.44 46.97 147.21
1695 68.99 84.06 16.22 35.95 78.51
1696 69.25 38.99 13.60 48.00 144.56
1697 69.38 53.88 16.30 46.21 160.95
1698 69.36 56.38 16.86 52.44 145.14
1699 69.08 87.71 13.93 26.03 58.45
1700 69.29 30.12 12.88 49.98 127.94
1701 68.94 76.66 17.50 52.50 102.33
1702 69.13 48.05 15.72 56.28 147.36
1703 69.39 78.63 18.30 48.43 103.36
1704 69.01 77.32 23.25 64.25 98.50
1705 69.37 18.18 11.21 34.51 102.31
1706 69.53 25.73 12.74 41.65 106.76
1707 69.54 68.66 18.49 74.59 129.57
1708 69.51 71.50 17.45 69.18 125.07
1709 69.56 81.34 17.28 46.88 92.15
1710 69.82 11.79 9.64 25.92 83.98
1711 69.68 88.94 12.46 26.62 51.44
1712 69.45 19.59 11.53 42.11 105.18
1713 69.52 36.29 12.34 48.88 123.44
1714 69.36 73.39 18.17 75.55 125.76
1715 69.48 23.79 12.24 46.89 104.95
1716 69.90 21.35 12.44 41.78 100.04
1717 69.80 43.60 13.86 49.82 125.53
1718 69.87 14.60 10.84 32.17 90.73
1719 69.65 84.24 16.47 43.12 95.97
1720 69.77 34.06 12.96 53.40 117.98
1721 70.04 28.57 13.99 61.14 131.77
1722 70.07 51.32 15.60 46.08 151.22
1723 70.07 48.57 13.68 48.29 141.69
1724 69.91 58.64 15.36 63.77 165.50
1725 70.00 76.32 15.77 56.82 117.40
1726 70.08 17.06 11.06 40.52 90.33
1727 70.06 46.11 13.99 46.57 145.39
1728 70.02 73.93 15.62 57.21 117.64
1729 70.06 86.11 13.70 45.23 94.89
1730 70.00 9.37 8.80 22.50 59.82
1731 70.12 83.15 16.94 53.75 95.75
1732 70.28 62.82 16.76 54.52 157.73
1733 70.15 23.44 12.50 36.56 90.56
1734 70.41 31.41 12.39 60.29 104.36
1735 70.28 41.22 13.28 49.68 124.84
1736 70.30 38.43 12.66 56.09 128.18
1737 70.42 60.40 15.44 58.72 155.47
1738 70.45 79.29 15.09 50.74 125.22
1739 70.42 57.36 16.00 55.81 142.55
1740 70.27 65.43 14.76 51.81 136.19
1741 70.54 19.33 11.33 47.15 87.45
1742 70.34 55.07 15.76 55.55 136.73
1743 70.53 26.46 12.32 57.15 108.26
1744 70.48 89.91 10.05 23.94 43.02
1745 70.52 35.89 11.47 61.88 110.56
1746 70.73 71.30 15.29 57.55 132.03
1747 70.84 81.85 14.64 48.69 116.14
1748 70.79 9.19 8.23 22.26 49.03
1749 70.74 76.75 14.89 37.89 112.02
1750 70.99 74.33 15.67 58.64 126.74
1751 71.08 33.93 12.29 64.18 104.54
1752 71.02 44.76 15.09 61.72 129.04
1753 71.01 53.05 13.81 53.65 131.58
1754 71.06 84.88 13.88 48.03 111.33
1755 71.12 15.01 10.26 41.19 77.46
1756 70.92 49.90 13.49 62.32 128.62
1757 71.10 22.34 11.67 51.15 82.51
1758 71.13 42.49 12.42 62.91 115.63
1759 70.98 47.16 13.16 55.33 127.79
1760 71.18 29.01 11.90 60.84 93.30
1761 71.24 24.99 12.56 56.65 92.71
1762 70.95 40.07 12.83 68.00 120.67
1763 71.10 36.79 12.72 57.67 110.46
1764 71.06 57.60 15.15 39.50 132.46
1765 71.18 90.76 8.28 13.20 30.89
1766 71.60 61.85 14.90 54.10 136.89
1767 71.31 87.76 10.56 39.10 82.26
1768 71.48 64.02 14.54 56.76 139.36
1769 71.37 48.19 13.64 48.29 126.18
1770 71.41 39.01 12.96 61.47 104.67
1771 71.47 55.91 14.81 52.27 132.95
1772 71.43 18.29 11.00 49.26 80.16
1773 71.66 31.07 12.20 73.14 80.38
1774 71.79 66.62 14.01 56.24 135.24
1775 71.62 75.42 15.21 62.16 135.51
1776 71.79 69.40 14.88 56.54 139.26
1777 71.90 9.17 8.19 25.10 42.27
1778 71.66 17.17 11.27 43.67 79.42
1779 71.87 19.72 11.55 52.67 71.76
1780 71.92 27.21 11.41 71.47 73.88
1781 71.56 41.00 12.00 65.62 104.56
1782 71.84 77.05 13.71 50.75 125.48
1783 71.76 79.86 14.48 52.60 113.06
1784 71.82 71.78 14.95 64.02 132.08
1785 72.19 57.84 13.56 66.01 122.30
1786 71.89 59.75 14.23 41.98 143.77
1787 72.01 82.50 13.49 47.57 111.20
1788 72.13 47.35 13.07 67.36 107.82
1789 72.04 89.19 8.39 21.05 47.74
1790 72.10 45.03 13.34 68.77 99.52
1791 72.15 49.92 13.08 66.56 115.02
1792 71.94 33.22 12.02 75.98 93.58
1793 72.18 37.50 11.98 72.89 81.91
1794 72.11 53.15 12.85 67.42 110.06
1795 71.92 85.17 12.39 33.21 107.36
1796 72.18 22.30 11.04 58.88 79.77
1797 72.14 40.42 12.95 80.95 93.02
1798 72.29 11.26 8.76 28.02 60.47
1799 72.29 15.29 10.89 47.02 68.23
1800 72.47 25.02 12.81 74.46 77.92
1801 72.34 55.25 13.77 66.80 113.55
1802 72.41 83.68 12.81 35.50 106.55
1803 72.41 13.76 9.64 36.20 65.98
1804 72.33 34.23 12.00 67.65 92.26
1805 72.69 86.23 10.91 29.23 86.24
1806 72.59 17.65 11.90 59.30 82.47
1807 72.56 63.74 13.69 61.01 121.29
1808 72.77 60.96 14.03 68.48 122.97
1809 72.59 31.39 10.18 77.64 86.82
1810 72.89 74.87 13.00 58.45 119.42
1811 72.58 12.49 9.62 38.00 66.23
1812 72.87 32.52 11.43 60.97 85.60
1813 72.82 66.71 13.68 65.12 135.51
1814 72.79 69.84 13.60 56.84 142.02
1815 72.98 72.37 13.14 57.18 127.94
1816 72.94 77.86 12.82 55.64 125.56
1817 73.04 80.98 12.70 46.68 113.78
1818 72.59 76.23 12.80 42.20 148.00
1819 73.04 9.11 7.46 27.87 40.78
1820 72.74 10.64 8.00 28.25 55.25
1821 72.77 19.59 10.73 55.18 73.00
1822 72.95 46.47 12.32 71.41 91.49
1823 72.96 20.96 10.98 61.71 70.19
1824 73.02 35.39 11.83 68.50 73.16
1825 73.16 49.02 12.62 74.92 92.49
1826 73.45 30.11 10.88 61.32 91.72
