#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
em39 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
605 33.39 42.66 14.77 152.92 115.78
606 33.57 75.95 17.99 88.50 132.75
607 33.49 82.57 17.50 77.64 101.60
608 33.55 9.70 9.12 46.34 44.34
609 33.39 23.20 13.03 141.65 88.88
610 33.61 25.88 15.69 126.41 110.75
611 33.71 32.43 14.15 111.11 126.45
612 33.65 39.87 15.33 143.76 114.06
613 33.81 13.73 11.59 104.51 102.81
614 33.60 20.52 15.16 139.51 113.14
615 33.87 37.11 15.62 115.27 126.64
616 33.93 68.70 17.64 70.33 144.67
617 34.05 44.71 16.68 129.60 154.27
618 34.11 56.36 18.94 92.06 163.39
619 34.11 59.48 18.00 75.24 157.88
620 34.08 30.12 15.36 105.17 138.57
621 34.11 47.52 15.87 100.06 160.32
622 34.21 85.32 16.58 74.66 78.24
623 34.29 27.96 15.00 103.75 142.28
624 34.22 53.59 16.53 84.71 157.51
625 34.27 65.62 18.39 68.73 139.25
626 34.39 73.45 18.81 82.83 131.21
627 34.20 18.15 13.06 104.02 116.59
628 34.33 50.32 16.97 86.01 155.84
629 34.18 80.26 18.27 83.27 108.43
630 34.45 10.57 9.93 42.73 74.00
631 34.55 15.65 11.66 90.16 122.45
632 34.36 23.70 14.07 101.06 138.41
633 34.50 62.33 18.48 73.82 146.60
634 34.46 34.52 15.76 88.61 141.73
635 34.33 41.75 15.24 81.18 142.35
636 34.67 77.03 19.43 84.11 107.64
637 34.78 70.88 19.34 78.56 147.71
638 34.82 82.56 19.88 91.21 72.35
639 34.63 20.76 13.93 86.71 138.23
640 34.74 88.04 15.03 55.30 52.59
641 34.80 39.80 15.46 111.09 159.49
642 34.98 25.85 14.88 71.07 143.76
643 34.82 42.72 15.66 117.72 150.69
644 35.17 12.66 11.64 55.24 104.33
645 34.84 79.63 19.08 87.13 88.13
646 35.11 31.92 15.46 79.97 148.69
647 35.00 58.04 18.15 67.01 158.83
648 35.05 67.88 19.71 76.45 141.86
649 35.09 37.11 18.64 111.82 176.99
650 35.28 17.19 13.66 70.53 131.78
651 35.46 29.45 16.83 69.77 142.46
652 35.19 45.46 16.65 86.37 161.32
653 35.19 48.30 15.66 74.01 173.52
654 35.20 54.17 17.24 67.64 148.00
655 35.46 51.31 17.34 70.37 146.55
656 35.39 64.33 21.30 68.88 131.61
657 35.52 22.96 15.08 69.54 142.99
658 35.48 60.81 20.11 72.02 131.70
659 35.69 84.76 21.47 86.25 52.01
660 35.71 20.06 14.85 64.77 151.05
661 35.66 34.28 16.87 69.24 152.61
662 35.66 9.27 9.48 19.50 60.08
663 35.62 74.62 21.46 84.89 107.91
664 35.75 10.99 11.46 35.74 82.26
665 35.91 41.46 17.63 78.83 163.31
666 35.83 90.30 13.54 40.07 25.48
667 35.70 62.16 17.62 47.31 122.00
668 35.95 71.86 22.26 95.93 122.28
669 35.90 77.50 24.23 102.43 77.15
670 35.63 14.00 11.43 49.57 117.86
671 35.85 80.63 24.07 103.37 59.58
672 36.15 43.90 16.84 74.87 170.38
673 36.03 55.91 17.91 65.19 146.20
674 36.02 87.20 21.91 75.18 40.09
675 36.19 27.50 16.73 62.32 143.61
676 36.06 38.86 16.94 71.94 161.66
677 36.12 58.61 20.91 66.25 131.48
678 36.24 24.74 15.42 58.26 143.56
679 36.19 15.24 13.49 52.66 122.26
680 36.04 66.50 23.26 96.03 123.40
681 36.27 48.78 18.87 60.89 160.41
682 36.37 69.04 23.31 99.55 105.73
683 36.32 36.01 16.98 62.49 156.12
684 36.44 53.31 19.34 63.37 145.89
685 36.39 46.23 18.41 67.98 162.00
686 36.15 88.54 19.09 68.22 30.35
687 36.44 31.97 17.92 58.16 148.65
688 36.55 18.06 14.23 54.91 126.33
689 36.59 63.43 22.38 74.50 119.24
690 36.83 12.85 12.94 40.68 96.62
691 36.82 60.80 22.33 82.78 118.26
692 36.79 82.12 28.81 103.83 50.19
693 36.89 50.77 19.72 63.21 148.32
694 36.78 75.10 28.96 129.37 70.06
695 36.79 21.09 16.39 57.40 125.38
696 36.96 29.44 21.11 68.31 151.94
697 37.06 85.49 28.64 96.44 43.15
698 36.90 79.00 29.57 112.62 54.90
699 36.88 83.48 28.35 100.19 51.32
700 37.18 91.07 18.71 42.33 20.98
701 37.05 65.75 26.27 114.88 97.47
702 37.36 34.49 18.86 56.45 146.77
703 37.25 37.37 19.47 52.50 161.11
704 37.18 56.80 22.11 75.91 125.93
705 37.33 88.27 28.20 78.27 34.54
706 37.17 42.26 19.81 66.22 145.59
707 37.22 72.29 28.86 127.15 74.43
708 37.39 39.74 18.70 63.79 148.13
709 37.16 15.11 15.44 46.80 90.98
710 37.21 9.90 11.41 19.73 66.78
711 37.29 23.88 17.27 55.33 120.03
712 37.49 26.32 18.56 58.36 125.39
713 37.47 16.59 17.13 50.98 93.33
714 37.56 44.47 18.14 64.78 140.06
715 37.59 47.14 20.53 69.91 132.12
716 37.67 54.52 21.21 72.54 115.50
717 37.57 69.95 37.96 164.58 87.10
718 37.36 8.67 9.71 17.21 47.07
719 37.66 18.91 17.32 53.70 98.05
720 37.64 31.66 20.62 59.66 131.74
721 37.90 58.95 24.78 92.14 113.86
722 37.82 67.57 31.07 134.82 66.75
723 37.99 49.38 22.62 73.67 119.03
724 37.81 63.94 29.66 116.72 87.49
725 37.89 77.31 36.90 117.31 50.18
726 37.93 80.75 37.14 116.62 47.55
727 38.03 21.72 18.41 53.73 106.64
728 37.99 51.61 22.07 67.36 112.80
729 38.14 61.26 29.22 109.47 95.50
730 38.19 14.19 15.44 49.79 92.33
731 38.01 74.42 34.84 132.96 60.32
732 37.92 11.76 13.87 35.69 75.92
733 38.22 28.62 21.19 58.36 110.04
734 38.30 83.48 38.54 97.84 49.58
735 38.43 24.55 19.55 59.66 98.31
736 38.28 41.17 22.22 70.78 122.56
737 38.39 89.59 30.76 50.36 38.50
738 38.46 86.10 39.56 83.04 39.06
739 38.60 16.71 18.28 51.83 97.70
740 38.53 37.82 21.39 56.20 119.62
741 38.53 56.48 27.72 98.51 92.41
742 38.66 71.48 40.44 132.27 59.40
743 38.48 33.98 22.36 69.23 117.13
744 38.49 10.50 12.47 27.19 59.37
745 38.59 45.22 23.49 87.81 120.71
746 38.90 19.53 21.27 56.43 99.12
747 38.68 31.29 23.59 68.66 103.85
748 38.85 53.32 26.48 93.88 89.65
749 38.93 66.29 40.32 147.89 57.45
750 39.02 68.91 42.24 141.41 62.92
751 38.76 42.90 23.41 66.61 114.48
752 38.84 63.48 36.56 145.48 67.79
753 39.12 47.44 25.46 97.54 105.78
754 38.96 79.27 46.25 114.68 55.67
755 39.17 26.67 23.72 68.79 89.70
756 39.09 50.18 28.03 102.07 92.99
757 39.27 76.48 48.74 120.76 57.58
758 39.43 23.33 23.37 72.41 96.01
759 39.18 35.72 28.44 85.67 105.26
760 39.28 73.68 49.77 121.59 60.49
761 39.26 12.74 17.27 57.89 54.57
762 39.48 59.81 37.43 121.81 69.93
763 39.63 9.58 15.70 42.75 37.55
764 39.37 15.05 20.03 61.82 71.00
765 39.50 29.27 26.26 83.54 74.06
766 39.48 40.23 28.04 92.42 91.78
767 39.57 57.37 36.80 120.76 67.47
768 39.49 90.53 38.61 50.41 39.83
769 39.57 82.01 53.97 96.17 80.69
770 39.42 42.78 24.73 81.05 108.07
771 39.58 87.62 46.02 67.16 62.05
772 39.82 84.68 55.46 78.34 69.50
773 39.61 33.02 26.90 80.30 96.69
774 39.63 92.31 24.70 23.88 34.12
775 39.67 37.75 27.32 88.48 87.55
776 39.90 44.44 27.25 101.03 106.01
777 39.84 54.79 35.96 110.37 60.33
778 39.79 62.17 44.67 143.46 63.93
779 39.90 51.87 34.47 114.04 79.23
780 39.97 64.90 48.23 144.57 60.37
781 39.93 18.53 24.94 77.03 73.03
782 40.14 70.29 57.80 127.34 57.92
783 40.02 20.72 25.82 74.04 80.38
784 40.27 11.84 22.08 63.36 46.54
785 40.26 48.95 35.26 133.72 72.80
786 40.14 79.08 60.30 103.32 75.35
787 40.42 67.73 59.80 136.16 66.38
788 40.43 72.60 62.62 113.15 77.52
789 40.37 14.48 25.50 79.72 60.42
790 40.38 26.73 30.98 95.93 71.90
791 40.42 31.37 31.81 101.19 70.91
792 40.39 46.57 33.81 133.15 83.17
793 40.49 75.52 67.04 101.65 92.91
794 40.46 88.74 60.48 58.87 66.73
795 40.44 22.15 28.20 90.56 65.12
796 40.47 41.84 34.84 117.90 83.94
797 40.73 36.38 38.21 121.36 65.28
798 40.69 39.03 35.68 119.59 63.82
799 40.60 90.51 43.51 28.07 61.27
800 40.72 29.12 34.01 115.04 66.93
801 40.74 33.99 37.48 121.06 66.85
802 40.73 57.70 49.76 122.15 66.30
803 40.77 92.39 36.87 21.34 31.68
804 40.89 16.84 30.89 89.15 60.55
805 40.84 60.56 54.21 132.79 65.03
806 40.80 53.16 46.77 123.04 58.25
807 40.92 85.78 65.81 59.10 89.60
808 41.06 81.96 61.60 67.45 100.25
809 41.19 9.94 22.92 49.63 40.60
810 41.10 63.19 60.85 138.63 75.40
811 41.02 19.19 33.23 85.74 66.00
812 41.10 50.56 45.85 120.35 63.75
813 41.21 24.61 36.59 108.42 72.10
814 41.33 55.05 59.53 116.89 71.15
815 41.17 65.73 70.71 130.94 92.56
816 41.19 45.21 42.61 137.26 62.92
817 41.21 79.21 54.25 61.55 102.58
818 41.04 20.52 32.81 88.06 61.00
819 41.32 13.69 32.67 75.19 49.72
820 41.41 76.80 74.61 74.40 103.54
821 41.38 84.19 100.66 90.98 92.64
822 41.51 87.66 67.97 50.65 89.14
823 41.46 89.61 45.43 21.96 79.37
824 41.37 22.06 39.68 90.18 63.61
825 41.38 70.24 77.50 108.08 95.68
826 41.57 40.55 46.00 143.60 70.54
827 41.73 43.01 45.35 133.22 67.07
828 41.53 48.03 48.65 133.47 59.92
829 41.55 73.46 84.06 89.80 107.33
830 41.63 27.48 40.62 116.31 70.57
831 41.78 32.45 45.43 130.50 76.44
832 41.87 30.13 46.98 118.15 77.21
833 41.53 91.31 45.10 14.70 57.20
834 41.87 37.70 48.35 126.21 74.27
835 41.88 57.13 66.64 122.32 81.04
836 41.89 52.40 63.09 113.58 70.58
837 41.93 59.86 69.84 120.85 89.94
838 41.90 18.41 40.67 80.97 80.42
839 41.95 34.99 48.73 131.08 78.38
840 42.03 67.82 89.53 101.72 108.62
841 41.93 92.26 41.12 14.89 46.30
842 41.82 15.24 37.94 67.53 64.41
843 42.26 82.50 77.35 52.45 115.52
844 42.25 12.41 42.07 69.16 73.03
845 42.08 80.21 85.25 60.89 111.49
846 42.81 7.73 29.02 28.86 43.64
847 42.56 20.76 50.00 76.97 100.63
848 42.26 62.61 80.30 105.70 119.05
849 42.11 76.88 77.88 63.95 111.12
850 42.36 45.15 53.36 114.18 82.17
851 42.42 50.09 66.29 116.39 89.79
852 42.37 64.94 89.75 105.49 121.43
853 42.49 23.38 50.62 88.14 109.67
854 42.37 25.85 54.07 111.72 98.25
855 42.29 14.34 43.95 78.78 62.45
856 42.40 71.05 101.75 85.82 123.80
857 42.49 90.36 56.67 20.70 82.98
858 42.71 16.30 49.41 62.78 99.00
859 42.62 55.33 76.94 95.35 127.85
860 42.56 86.60 86.02 42.41 100.10
861 42.60 47.59 64.16 118.43 77.51
862 42.75 41.42 57.42 120.43 98.63
863 42.94 39.16 58.46 114.63 109.61
864 42.83 74.60 100.19 56.26 129.58
865 43.12 84.07 91.47 46.82 114.43
866 42.97 27.82 66.47 94.90 105.86
867 43.14 18.50 56.87 66.23 111.76
868 42.91 30.35 67.84 95.42 89.56
869 43.00 32.74 61.92 112.28 102.10
870 42.94 52.81 104.77 103.52 140.80
871 42.90 88.79 86.15 35.82 94.56
872 42.96 36.33 62.92 108.09 114.33
873 43.03 59.34 81.38 86.33 127.56
874 43.19 68.81 100.79 67.36 127.57
875 43.31 61.45 96.18 78.00 138.55
876 43.23 66.39 100.29 69.72 135.52
877 43.21 10.78 46.07 41.17 92.86
878 43.21 77.20 133.28 66.52 119.34
879 43.29 43.56 67.56 99.43 109.21
880 43.45 71.52 114.47 56.12 130.42
881 43.47 80.39 104.08 43.66 116.62
882 43.56 46.06 73.68 81.71 119.18
883 43.68 13.91 59.98 40.83 106.60
884 43.56 24.99 70.95 76.87 126.07
885 43.49 48.91 79.17 74.43 132.36
886 43.50 56.86 104.56 82.94 141.69
887 43.82 63.55 110.93 63.31 131.17
888 43.70 34.46 77.41 93.41 138.32
889 43.50 78.39 103.29 50.29 133.36
890 43.69 51.16 98.07 79.34 146.90
891 43.84 29.54 74.08 57.49 133.05
892 43.98 88.35 98.15 32.45 84.00
893 44.10 54.25 109.22 62.27 140.17
894 44.06 16.87 73.14 44.06 127.98
895 44.06 36.90 81.21 75.20 123.47
896 44.26 41.94 83.30 76.10 123.06
897 44.07 73.94 127.46 55.44 136.63
898 44.09 85.86 109.54 41.52 93.24
899 44.22 19.97 80.80 49.06 135.41
900 43.97 47.86 70.50 61.81 132.92
901 44.34 32.38 86.87 66.52 136.04
902 44.04 39.39 75.70 89.37 114.00
903 44.29 8.34 46.42 17.86 68.68
904 44.22 59.71 122.48 60.05 134.31
905 44.33 76.21 130.66 56.47 131.29
906 44.11 95.03 29.59 6.61 16.68
907 44.39 44.40 88.89 66.44 131.81
908 44.38 27.26 83.55 61.91 137.95
909 44.28 30.52 78.97 71.79 123.03
910 44.47 68.94 125.18 55.38 133.72
911 44.35 81.95 118.40 43.37 97.37
912 44.24 11.10 61.76 25.95 103.87
913 44.27 50.05 78.29 40.32 152.36
914 44.35 66.26 128.47 60.27 142.52
915 44.57 93.71 44.08 12.54 27.63
916 44.70 22.48 83.96 38.36 156.33
917 44.48 57.14 120.62 54.44 150.52
918 44.47 89.61 71.42 18.98 95.49
919 44.51 91.59 65.74 17.91 58.81
920 45.02 12.96 79.28 27.11 114.86
921 44.78 34.83 100.64 56.03 140.18
922 44.33 77.51 107.50 38.00 152.50
923 44.76 78.84 127.38 42.90 106.46
924 44.86 24.87 94.07 54.74 152.19
925 44.73 71.26 142.06 55.18 117.49
926 44.90 46.98 103.74 57.37 141.40
927 44.87 51.81 115.41 51.39 152.81
928 44.61 83.41 96.33 40.05 108.33
929 44.74 49.01 114.14 61.49 148.30
930 44.76 14.99 81.48 27.09 128.61
931 44.99 61.96 135.54 50.73 137.20
932 45.40 37.50 104.98 48.67 144.04
933 45.07 39.83 105.00 66.51 148.71
934 45.01 10.52 60.89 16.50 91.36
935 45.28 64.60 137.39 49.91 141.83
936 45.01 16.24 93.14 31.36 132.27
937 45.14 30.08 115.11 50.30 144.17
938 45.37 55.65 132.47 46.45 166.97
939 45.30 86.69 113.61 39.25 102.98
940 45.33 88.97 103.57 31.14 90.26
941 45.32 73.35 146.34 47.48 106.21
942 45.55 94.98 36.15 10.35 18.08
943 45.49 20.26 105.13 33.75 135.49
944 45.36 58.91 138.42 46.80 142.73
945 45.41 84.89 122.74 39.31 88.77
946 45.37 27.54 131.48 50.16 147.28
947 45.51 32.42 115.29 47.16 152.11
948 45.61 67.24 143.55 56.55 128.50
949 45.71 42.16 115.35 52.97 141.99
950 45.52 44.64 116.65 49.22 152.95
951 45.62 82.60 128.61 42.67 105.39
952 45.66 53.10 147.82 45.77 150.78
953 45.67 76.12 135.21 44.66 102.38
954 45.72 92.12 66.30 20.35 43.01
955 45.49 15.52 92.67 26.71 123.86
956 45.78 23.62 105.92 37.15 148.07
957 45.72 49.56 134.77 48.15 141.83
958 45.75 70.19 152.19 55.82 122.84
959 46.00 11.23 84.57 19.83 102.00
960 45.72 8.83 58.48 14.12 80.45
961 45.86 79.76 132.29 43.64 109.66
962 46.03 35.33 127.46 49.14 141.12
963 46.18 60.74 150.20 52.25 150.23
964 46.33 6.70 45.45 8.70 40.95
965 46.15 47.09 132.98 44.02 143.60
966 46.15 25.60 124.29 39.26 139.88
967 46.19 14.72 101.51 23.92 96.09
968 46.31 28.62 122.64 39.07 149.45
969 46.40 63.31 155.35 48.83 138.94
970 46.44 39.69 133.08 45.16 143.96
971 46.46 87.30 121.92 43.11 88.39
972 46.72 89.90 110.26 34.52 53.73
973 46.53 30.88 131.97 40.17 128.36
974 46.58 51.16 144.99 43.54 138.44
975 46.45 55.56 154.77 49.48 142.20
976 46.46 58.08 154.86 51.41 133.29
977 46.47 73.72 155.73 54.26 113.29
978 46.46 18.49 144.41 35.70 106.82
979 46.58 33.15 137.93 41.07 144.62
980 46.66 77.68 163.37 65.98 106.12
981 46.59 21.34 127.41 33.90 120.73
982 46.74 65.70 160.86 51.68 126.30
983 46.69 68.52 168.81 58.05 124.68
984 46.67 44.27 141.21 46.14 145.76
985 46.79 71.41 177.79 68.20 120.86
986 46.76 37.36 148.17 43.77 149.10
987 46.88 84.65 139.14 55.47 84.57
988 46.96 92.82 72.33 24.40 30.27
989 46.87 9.13 81.41 21.15 60.42
990 46.93 53.57 153.40 49.22 131.42
991 46.90 81.56 135.37 52.62 89.57
992 47.02 41.99 148.37 46.38 137.53
993 47.06 24.17 152.91 44.12 115.66
994 47.06 15.53 120.11 31.31 86.06
995 47.16 12.36 130.32 33.69 81.95
996 47.14 48.94 156.78 50.18 130.44
997 47.31 46.41 172.13 59.33 158.09
998 47.39 34.63 152.64 44.51 130.62
999 47.33 26.61 136.00 41.86 98.05
1000 47.31 61.55 167.49 64.03 112.32
1001 47.34 75.13 185.18 84.15 96.73
1002 47.45 6.97 54.75 13.61 40.22
1003 47.47 17.49 131.84 37.37 82.39
1004 47.44 29.07 135.40 46.78 107.45
1005 47.49 56.15 169.52 63.99 125.44
1006 47.50 59.05 166.61 66.08 107.53
1007 47.52 5.31 39.93 7.93 19.27
1008 47.55 20.04 137.90 40.72 88.20
1009 47.63 32.06 153.02 51.74 107.79
1010 47.68 39.28 155.53 49.73 133.09
1011 47.77 67.63 175.18 75.02 106.45
1012 47.77 36.69 154.03 48.88 141.25
1013 47.82 22.42 136.93 44.60 82.48
1014 47.75 52.14 165.82 63.69 109.00
1015 47.80 70.16 169.75 78.98 96.15
1016 47.95 79.88 150.25 67.53 71.27
1017 47.80 86.72 135.42 55.01 61.14
1018 47.92 43.85 158.19 52.08 147.18
1019 47.91 72.96 164.34 72.33 85.61
1020 47.93 77.12 148.39 78.02 68.28
1021 47.98 65.19 172.81 75.45 106.11
1022 48.16 63.03 174.80 75.66 106.62
1023 48.01 82.78 146.05 60.44 77.31
1024 48.06 90.22 111.26 41.66 52.65
1025 47.84 7.77 65.17 23.75 39.33
1026 48.06 13.38 120.50 42.68 73.74
1027 48.30 93.40 62.85 27.43 19.16
1028 48.00 95.70 32.42 13.06 10.75
1029 48.18 9.41 90.07 28.34 51.76
1030 48.18 41.54 163.42 57.06 112.73
1031 48.13 49.20 166.01 73.20 113.13
1032 48.23 15.75 136.43 43.60 69.07
1033 48.36 24.91 137.86 56.89 97.12
1034 48.45 54.80 164.12 88.77 95.74
1035 48.40 29.99 148.65 64.59 102.31
1036 48.38 45.96 166.39 61.21 138.07
1037 48.42 57.83 171.56 83.74 100.86
1038 48.40 5.32 46.20 11.61 17.63
1039 48.52 27.51 149.30 66.88 98.55
1040 48.65 60.88 174.82 84.82 95.11
1041 48.73 11.70 109.58 41.67 58.71
1042 48.59 18.70 133.42 54.57 71.44
1043 48.73 34.49 184.38 78.82 95.85
1044 48.74 32.12 149.97 75.34 96.31
1045 48.81 75.01 158.15 72.66 72.44
1046 48.86 7.08 67.87 22.54 26.87
1047 48.81 37.04 165.62 66.88 97.64
1048 48.75 52.19 175.16 77.41 92.80
1049 48.83 21.17 143.38 61.11 72.60
1050 48.87 39.47 167.21 68.06 89.49
1051 48.88 71.52 162.90 92.34 78.65
1052 49.01 68.90 165.79 99.86 88.95
1053 49.05 66.31 170.68 104.41 88.68
1054 49.05 84.02 153.93 68.10 59.82
1055 48.95 87.27 133.07 56.35 60.90
1056 49.07 78.22 156.84 75.69 63.29
1057 49.12 47.53 182.12 83.29 107.39
1058 49.19 50.02 183.93 92.61 108.35
1059 49.08 90.96 110.29 40.91 39.46
1060 49.33 42.21 166.90 70.18 90.46
1061 49.34 44.62 168.57 67.73 94.73
1062 49.38 63.82 181.96 97.12 87.72
1063 49.28 23.74 149.91 68.66 86.67
1064 49.43 81.01 153.17 75.36 60.69
1065 49.51 95.06 41.72 18.06 13.53
1066 49.31 16.53 141.32 68.77 69.31
1067 49.44 14.21 120.65 56.85 66.49
1068 49.39 56.79 169.76 111.45 96.00
1069 49.48 59.21 177.25 103.43 96.99
1070 49.62 9.80 94.51 40.05 53.15
1071 49.55 26.79 170.52 94.31 95.63
1072 49.53 29.93 157.59 76.74 80.40
1073 49.42 89.40 108.10 36.28 50.03
1074 49.64 54.22 179.70 111.04 93.62
1075 49.98 92.53 79.31 29.80 32.01
1076 49.78 73.33 164.91 89.64 72.94
1077 49.80 32.61 183.65 101.60 71.34
1078 49.84 19.78 146.45 81.95 71.50
1079 49.92 61.65 179.28 103.73 89.85
1080 49.85 37.58 167.89 87.55 99.65
1081 49.90 51.94 180.28 109.75 97.89
1082 49.94 35.00 170.55 88.99 83.84
1083 50.03 12.18 114.39 48.27 65.88
1084 50.05 76.12 156.58 73.73 77.69
1085 50.00 40.06 176.16 91.27 84.32
1086 50.06 86.47 139.89 52.68 56.91
1087 50.14 7.35 78.07 32.44 35.51
1088 50.21 68.07 173.79 111.25 96.31
1089 50.19 70.65 170.64 105.63 84.90
1090 50.15 49.05 178.76 87.64 88.14
1091 50.21 21.87 149.48 74.95 83.25
1092 50.28 46.58 173.43 84.96 105.89
1093 50.35 65.67 175.28 104.58 99.14
1094 50.30 24.53 147.51 74.27 88.64
1095 50.35 78.77 152.42 70.64 74.52
1096 50.43 89.66 116.53 42.70 51.20
1097 50.52 97.82 18.42 6.49 6.46
1098 50.39 28.45 156.64 85.52 75.45
1099 50.45 43.97 177.19 86.19 91.12
1100 50.38 56.44 181.71 116.69 90.53
1101 50.42 83.02 142.25 66.92 66.13
1102 50.37 17.27 140.28 76.64 74.36
1103 50.81 94.70 50.71 21.48 20.16
1104 50.67 30.56 159.29 90.68 79.39
1105 50.64 59.58 174.99 107.82 99.55
1106 50.96 14.04 126.40 54.79 79.64
1107 50.59 3.87 36.50 11.22 13.76
1108 50.76 41.81 185.56 88.22 86.66
1109 50.78 63.41 184.43 111.48 91.88
1110 50.87 54.17 183.25 104.48 99.22
1111 50.94 26.59 155.53 71.85 89.29
1112 50.85 33.09 171.04 89.66 85.70
1113 50.91 36.58 178.04 94.48 94.73
1114 50.87 51.18 185.34 99.37 104.16
1115 50.88 8.92 100.49 38.13 57.17
1116 50.89 73.10 165.37 73.61 80.37
1117 50.94 5.59 51.51 16.04 20.24
1118 51.01 39.05 179.01 93.62 91.47
1119 51.18 11.38 114.60 40.52 79.47
1120 51.10 19.63 139.74 72.44 89.61
1121 51.17 80.81 156.16 58.89 75.69
1122 51.30 75.98 164.91 61.40 88.74
1123 51.31 48.65 180.99 96.19 95.35
1124 51.28 85.99 151.38 47.02 67.92
1125 51.36 57.54 186.78 100.26 109.31
1126 51.33 16.80 134.30 62.86 91.23
1127 51.33 23.41 148.06 60.22 95.10
1128 51.30 45.78 180.60 87.57 121.40
1129 51.49 91.97 100.23 32.26 44.74
1130 51.41 70.22 173.78 78.87 87.79
1131 51.64 61.84 168.06 104.15 100.28
1132 51.47 67.35 177.12 86.97 97.92
1133 51.56 34.53 170.63 85.04 115.51
1134 51.68 78.35 163.25 62.38 91.37
1135 51.69 28.81 154.76 72.07 100.16
1136 51.79 88.79 134.66 40.55 68.15
1137 52.30 95.68 40.22 9.77 17.85
1138 51.74 43.78 210.77 78.43 125.37
1139 51.76 64.67 183.16 93.88 106.12
1140 51.72 52.98 179.58 101.78 126.10
1141 51.78 41.24 179.01 69.99 111.92
1142 51.91 6.44 71.54 16.23 38.85
1143 51.90 21.36 146.96 47.95 111.07
1144 51.78 31.73 169.54 69.07 107.24
1145 51.87 83.43 151.73 43.55 75.44
1146 52.02 59.69 174.24 86.90 126.48
1147 52.07 55.62 180.96 81.09 116.70
1148 51.94 73.61 169.79 52.24 100.62
1149 51.98 9.42 105.60 26.36 74.60
1150 51.98 25.79 152.75 53.65 91.94
1151 52.01 50.77 197.54 98.26 122.69
1152 52.05 38.54 186.13 85.12 117.20
1153 52.15 36.37 177.07 70.07 110.07
1154 52.22 15.14 137.85 41.99 92.18
1155 52.21 46.94 183.20 62.68 116.32
1156 52.45 12.85 124.79 31.30 88.36
1157 52.28 18.81 142.59 43.59 94.28
1158 52.51 68.69 178.51 55.23 95.98
1159 52.48 71.36 176.94 47.85 98.55
1160 52.62 81.28 154.35 44.88 89.08
1161 52.66 49.23 188.73 59.38 116.01
1162 52.69 76.13 155.81 39.98 97.91
1163 52.72 23.46 153.56 33.31 108.22
1164 52.72 66.22 211.89 71.03 125.11
1165 52.74 85.61 146.70 37.11 76.46
1166 52.76 90.92 116.39 25.73 62.37
1167 52.62 30.32 174.71 51.86 110.85
1168 52.63 33.41 171.56 52.23 113.68
1169 52.72 42.94 187.12 47.31 118.09
1170 52.72 57.94 184.01 64.45 143.28
1171 52.98 4.72 49.29 5.13 21.46
1172 52.88 28.10 152.41 37.14 102.02
1173 52.81 40.24 178.11 48.54 116.71
1174 52.78 52.62 185.49 70.13 138.47
1175 52.94 20.80 146.94 28.99 118.43
1176 52.92 63.77 174.16 50.69 120.63
1177 52.95 10.83 114.76 19.47 90.62
1178 53.04 45.23 181.98 35.11 115.81
1179 52.98 78.85 157.91 36.45 92.78
1180 53.02 7.89 93.84 13.82 53.84
1181 53.07 25.81 153.14 36.31 125.86
1182 53.18 60.65 172.52 45.94 130.31
1183 53.18 55.25 185.90 51.16 141.94
1184 53.21 88.42 134.02 28.37 73.60
1185 53.37 97.65 19.95 2.26 9.25
1186 53.22 35.69 174.85 40.84 129.25
1187 53.24 16.88 137.42 24.69 93.52
1188 53.31 37.95 169.47 42.46 125.60
1189 53.30 73.73 160.53 34.04 98.55
1190 53.38 47.82 184.39 35.55 132.23
1191 53.48 31.25 167.84 34.34 100.22
1192 53.54 83.20 148.14 27.30 78.03
1193 53.49 70.53 175.82 34.01 106.52
1194 53.56 41.92 206.87 40.67 138.90
1195 53.65 50.79 185.80 43.28 129.37
1196 53.68 14.44 131.84 21.14 97.46
1197 53.70 33.61 192.50 34.54 129.85
1198 53.70 67.61 180.57 34.64 132.00
1199 53.67 57.46 184.81 39.94 146.64
1200 53.82 19.16 134.53 22.45 97.89
1201 53.93 12.25 120.36 16.18 86.04
1202 53.77 53.23 186.72 38.42 145.72
1203 53.89 62.54 177.63 37.86 131.70
1204 54.17 94.94 44.23 5.59 20.80
1205 53.92 24.18 146.33 24.91 95.46
1206 54.00 9.56 105.56 12.39 71.84
1207 53.97 85.97 135.90 23.78 94.12
1208 54.13 29.32 168.46 26.56 113.55
1209 54.08 39.60 179.59 33.27 135.11
1210 54.08 21.65 138.19 23.66 89.31
1211 54.11 26.88 152.13 22.98 121.34
1212 54.06 91.19 102.76 17.08 60.46
1213 54.22 7.02 83.40 10.16 39.19
1214 54.20 43.98 179.83 26.60 111.03
1215 54.23 65.22 177.06 39.48 124.20
1216 54.09 78.33 162.85 29.71 102.06
1217 54.18 46.44 180.07 27.00 124.83
1218 54.33 80.92 144.47 24.80 93.33
1219 54.24 4.48 46.13 5.21 22.97
1220 54.31 59.04 183.51 33.98 131.42
1221 54.37 75.54 164.29 29.75 93.69
1222 54.41 35.54 173.03 30.80 118.69
1223 54.35 49.21 185.51 30.76 132.90
1224 54.34 55.42 184.61 33.97 152.10
