#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl34 14A 4 Kruppel even-skipped fushi-tarazu
627 31.81 83.18 17.41 51.38 87.96
628 31.42 84.28 15.00 42.30 79.22
629 31.47 81.27 17.67 58.28 88.13
630 31.66 45.35 19.46 155.45 52.93
631 31.71 60.58 19.14 118.03 93.47
632 31.70 54.28 19.55 123.40 63.97
633 31.86 89.36 14.13 38.47 60.55
634 32.04 25.86 14.92 139.02 44.83
635 32.03 32.93 16.70 153.56 45.55
636 31.89 49.68 20.13 131.35 51.75
637 32.00 64.63 18.05 94.20 107.40
638 31.86 13.82 14.69 108.00 47.69
639 32.12 39.35 18.30 151.23 49.54
640 32.24 58.36 20.18 102.22 109.91
641 32.24 43.19 17.53 149.59 59.24
642 32.27 67.47 18.47 82.37 106.37
643 32.26 30.51 15.89 151.93 46.34
644 32.36 36.92 17.53 151.64 55.42
645 32.28 47.52 18.91 145.17 56.35
646 32.41 21.24 15.45 119.73 45.73
647 32.35 71.84 17.67 64.22 102.74
648 32.43 7.19 9.18 83.59 39.70
649 32.42 62.38 19.97 83.47 114.28
650 32.37 79.86 17.50 44.16 91.90
651 32.48 10.71 11.38 93.96 46.02
652 32.28 85.72 15.62 34.99 68.22
653 32.44 15.54 14.56 108.84 66.81
654 32.42 13.14 13.46 102.36 52.90
655 32.52 51.69 19.43 115.04 80.12
656 32.48 56.07 19.42 95.86 106.45
657 32.51 16.97 13.86 106.89 62.60
658 32.83 74.21 18.27 51.27 91.69
659 32.81 27.69 16.49 117.86 53.19
660 32.69 53.85 20.97 94.40 114.28
661 32.81 77.40 17.55 44.38 86.39
662 32.75 69.76 16.43 57.43 106.43
663 32.92 34.54 18.39 147.67 56.13
664 32.88 45.57 19.70 131.27 74.52
665 32.99 41.24 19.28 129.41 63.98
666 32.84 82.53 17.49 40.96 82.10
667 32.75 88.63 14.02 36.30 54.98
668 33.02 18.76 14.34 100.13 60.26
669 32.99 49.49 19.67 118.18 84.33
670 33.01 60.26 19.36 74.78 121.26
671 33.12 23.92 15.63 112.80 56.76
672 33.06 65.05 19.36 64.19 120.12
673 32.81 75.97 19.83 43.17 91.17
674 32.90 86.26 17.30 46.96 65.26
675 33.12 84.62 18.51 42.96 67.73
676 33.29 38.72 17.95 125.08 76.11
677 33.33 29.91 16.65 108.61 65.97
678 33.49 32.20 17.05 110.82 65.86
679 33.40 43.51 19.83 124.90 90.84
680 33.45 13.91 13.94 70.40 78.86
681 33.55 67.30 18.27 52.69 116.01
682 33.42 63.14 19.98 53.58 120.90
683 33.24 69.39 16.15 69.00 98.92
684 33.67 8.70 11.81 80.51 62.42
685 33.52 47.41 18.78 110.82 86.18
686 33.40 56.83 20.25 65.50 124.75
687 33.60 55.66 19.80 66.68 130.83
688 33.63 21.31 16.08 99.61 71.94
689 33.65 36.32 18.08 121.25 79.61
690 33.70 51.37 20.60 81.40 123.63
691 33.77 58.49 20.90 62.27 134.73
692 33.70 72.09 18.81 48.86 96.70
693 33.75 26.07 15.89 97.24 76.44
694 33.73 16.47 17.37 87.07 103.60
695 33.91 79.82 20.51 47.72 88.17
696 33.73 87.72 19.65 57.84 49.11
697 33.99 6.62 9.54 53.04 55.38
698 33.77 53.56 20.64 63.10 131.67
699 34.01 11.12 13.45 69.91 78.30
700 33.84 12.73 13.24 63.67 78.71
701 34.13 45.21 19.65 88.57 108.97
702 34.21 77.17 20.55 51.82 84.73
703 34.06 40.15 19.32 97.30 102.23
704 34.26 49.33 21.49 73.90 124.66
705 34.19 33.95 18.77 95.57 92.41
706 34.18 60.83 21.43 55.49 128.01
707 33.93 62.68 19.72 62.00 119.40
708 34.22 69.60 23.64 60.65 130.61
709 34.11 28.47 17.04 91.04 87.12
710 34.34 74.60 20.81 53.50 80.86
711 34.22 84.93 20.48 55.32 63.53
712 34.28 42.23 20.86 88.28 107.89
713 34.31 65.10 20.94 50.47 115.26
714 34.42 37.60 18.85 86.21 113.51
715 34.55 24.19 15.93 70.02 87.36
716 34.61 90.26 20.11 57.61 42.13
717 34.56 30.50 18.28 68.44 97.80
718 34.62 47.24 19.95 68.93 117.59
719 34.71 54.52 21.64 51.19 139.28
720 34.87 12.91 15.35 44.98 81.13
721 34.75 21.24 15.71 57.92 80.29
722 34.74 15.04 15.02 48.44 86.14
723 34.86 52.47 22.32 59.31 137.29
724 34.81 57.32 22.01 54.06 126.15
725 34.86 81.71 23.33 60.62 69.20
726 35.10 8.92 11.86 44.04 69.96
727 34.96 27.44 16.21 57.85 105.10
728 35.10 34.99 19.64 62.61 105.92
729 34.93 62.63 21.56 41.74 111.55
730 35.03 67.26 20.84 50.81 100.76
731 34.76 43.62 18.53 46.37 124.79
732 34.77 55.60 19.42 54.42 137.05
733 35.12 72.50 25.07 59.14 93.97
734 34.88 88.99 22.80 61.17 42.67
735 34.90 17.69 15.06 48.84 79.13
736 35.07 39.70 20.48 64.16 122.16
737 35.11 86.97 23.79 65.45 47.90
738 35.21 59.67 21.88 51.93 116.13
739 35.29 50.55 21.24 50.13 125.28
740 35.07 16.56 13.43 54.07 89.86
741 35.24 44.21 21.94 67.53 130.08
742 35.38 32.47 18.85 60.04 96.92
743 35.39 79.16 25.70 65.53 62.97
744 35.51 76.30 29.18 80.31 72.41
745 35.57 41.87 20.99 60.13 129.02
746 35.58 69.61 22.66 54.23 86.52
747 35.57 37.28 20.47 56.44 122.41
748 35.60 46.04 21.51 54.82 133.24
749 35.52 83.91 24.91 72.00 54.37
750 35.67 25.12 17.33 48.68 101.33
751 35.72 29.93 17.69 50.22 105.71
752 35.60 11.42 14.98 30.60 73.88
753 35.78 48.37 22.59 50.62 128.01
754 35.63 64.86 23.08 48.24 104.31
755 35.68 20.18 16.73 41.79 79.95
756 35.47 62.94 23.16 46.58 102.26
757 35.95 22.77 17.04 43.87 94.29
758 35.82 55.71 26.45 55.69 151.22
759 35.74 7.15 12.20 33.22 73.55
760 35.93 14.21 15.39 34.00 76.77
761 35.62 17.62 15.08 35.85 81.15
762 35.77 53.63 21.45 39.39 122.63
763 36.01 91.51 23.31 58.90 32.73
764 36.10 16.61 15.49 34.84 76.69
765 36.17 58.02 24.66 48.81 108.96
766 36.18 61.32 23.10 45.23 93.40
767 36.28 88.98 30.31 64.66 44.99
768 36.22 74.33 26.19 71.15 55.07
769 36.02 18.46 15.83 38.87 78.78
770 36.27 66.95 24.76 57.55 89.97
771 36.40 71.88 26.52 67.05 69.12
772 36.22 52.92 22.71 48.17 118.69
773 36.41 27.18 18.28 42.47 106.23
774 36.33 39.42 20.52 48.55 117.96
775 36.15 8.09 11.93 33.50 67.00
776 36.32 9.59 13.48 33.44 66.90
777 36.39 44.39 22.14 46.84 116.48
778 36.32 86.50 33.21 77.41 53.75
779 36.47 11.78 14.97 38.56 74.86
780 36.51 34.02 20.13 46.67 111.20
781 36.60 82.36 32.54 85.82 53.93
782 36.27 20.70 15.24 42.36 79.52
783 36.48 50.88 22.60 40.83 118.68
784 36.65 36.60 21.74 42.63 120.32
785 36.55 6.98 12.38 31.79 56.50
786 36.65 79.73 31.60 86.49 46.82
787 36.62 84.97 30.71 74.35 46.32
788 36.81 31.44 19.82 45.85 114.96
789 36.78 42.19 22.64 47.01 124.59
790 36.94 46.52 23.27 42.43 118.90
791 36.78 69.35 26.56 67.27 70.28
792 36.93 76.85 29.74 85.75 46.98
793 37.18 24.10 18.68 36.79 85.06
794 36.94 55.28 25.74 48.03 97.93
795 37.05 59.90 24.87 53.04 86.99
796 37.20 18.58 17.10 30.64 74.85
797 37.34 21.82 17.38 34.74 81.60
798 37.33 15.90 16.55 30.34 78.70
799 37.23 48.70 26.19 44.79 113.86
800 37.11 13.39 16.90 30.12 73.18
801 37.42 66.26 29.39 73.27 79.81
802 37.29 53.09 26.31 52.01 97.57
803 37.37 57.29 26.48 55.91 98.70
804 37.48 61.95 26.53 66.92 75.40
805 37.38 74.07 32.36 92.15 48.65
806 37.55 91.94 28.57 56.04 35.94
807 37.52 40.27 24.10 49.69 118.30
808 37.54 87.34 39.90 72.51 46.68
809 37.34 90.25 32.00 56.00 37.08
810 37.33 26.04 20.39 33.17 88.70
811 37.52 38.31 22.58 38.62 109.31
812 37.76 44.29 25.19 44.92 108.99
813 37.68 71.46 34.24 87.09 49.67
814 37.78 27.33 20.58 43.05 80.55
815 37.59 50.62 27.48 47.10 92.20
816 37.92 68.69 33.02 83.00 60.76
817 37.60 84.11 45.51 79.43 47.43
818 37.79 32.69 21.47 39.72 96.03
819 37.51 59.19 25.07 59.13 89.87
820 37.92 63.97 32.88 84.38 63.94
821 37.87 35.73 21.93 45.10 102.80
822 37.62 34.55 19.29 30.95 96.00
823 37.98 79.20 41.21 83.81 48.01
824 38.10 10.20 16.56 35.11 54.92
825 37.96 81.94 41.39 76.01 49.45
826 38.08 42.35 25.80 52.17 100.93
827 38.02 37.53 23.08 38.86 106.70
828 38.20 55.15 29.65 67.79 81.29
829 38.08 85.44 36.61 62.20 52.95
830 38.11 7.10 15.25 34.38 52.34
831 38.25 46.44 26.86 51.16 96.48
832 38.36 89.50 46.18 65.91 39.86
833 38.36 29.76 21.29 47.60 84.15
834 38.20 20.48 18.55 31.39 67.94
835 38.00 56.39 21.29 42.43 75.57
836 38.31 58.92 31.61 79.10 75.28
837 38.37 76.41 41.13 85.93 44.72
838 38.33 18.17 20.92 36.25 67.35
839 38.18 51.07 25.00 47.35 83.31
840 38.55 24.56 25.66 54.17 86.26
841 38.76 15.07 19.95 31.96 62.71
842 38.55 52.90 29.59 71.00 73.60
843 38.64 73.58 44.02 83.81 46.62
844 38.60 11.54 17.73 37.78 60.93
845 38.53 48.76 27.54 55.40 89.40
846 38.62 61.69 32.84 89.51 55.71
847 38.73 17.05 19.24 30.48 62.67
848 38.72 65.52 35.52 93.16 56.67
849 38.71 40.18 28.42 57.20 97.47
850 38.96 26.95 20.79 50.34 67.92
851 38.77 32.30 24.64 49.49 90.11
852 38.74 22.32 20.43 43.14 65.52
853 38.91 70.90 46.51 92.76 54.32
854 38.90 87.11 56.24 67.33 51.43
855 38.93 20.34 18.93 35.67 61.15
856 39.12 84.51 56.25 66.76 57.99
857 38.92 34.82 25.09 53.42 85.66
858 39.02 37.64 25.98 56.43 89.62
859 39.06 50.34 32.67 68.78 74.89
860 39.01 68.09 41.95 96.22 50.41
861 39.14 57.28 36.26 98.75 62.38
862 39.24 45.09 29.79 63.79 83.15
863 39.26 9.19 18.32 43.51 41.22
864 39.19 81.55 59.05 70.69 55.93
865 39.30 42.58 31.54 65.35 89.00
866 39.28 78.53 53.11 76.25 54.97
867 39.29 54.86 33.09 92.38 62.81
868 39.29 91.32 51.47 55.49 42.88
869 39.23 13.23 19.67 40.81 50.23
870 39.35 23.01 21.98 54.08 55.81
871 39.43 60.01 38.64 109.90 59.78
872 39.61 18.71 22.07 43.53 50.59
873 39.52 47.73 31.84 75.76 65.99
874 39.59 63.01 42.44 105.82 56.18
875 39.65 75.49 60.26 77.37 54.03
876 39.63 29.24 25.60 63.96 62.92
877 39.41 11.91 16.10 35.80 51.10
878 39.79 52.02 36.58 89.71 68.29
879 39.80 88.79 57.90 44.95 56.44
880 39.74 5.51 17.32 43.48 34.56
881 39.80 25.59 25.57 65.97 54.18
882 39.89 31.58 26.45 68.57 67.07
883 39.88 65.48 46.18 93.19 53.44
884 39.90 72.90 62.35 82.59 54.20
885 40.04 33.77 26.86 73.08 68.44
886 40.02 36.28 29.36 79.21 71.23
887 39.94 40.50 29.93 72.74 68.55
888 40.06 70.33 55.81 89.06 51.37
889 40.05 11.38 19.76 54.99 38.62
890 40.10 67.84 55.12 92.62 54.40
891 40.28 83.09 74.36 57.04 77.12
892 40.31 16.28 23.53 48.29 47.94
893 40.25 21.27 25.95 56.59 46.81
894 40.25 49.82 35.88 84.16 63.56
895 40.31 56.39 43.11 112.07 52.38
896 40.16 6.71 15.82 42.77 38.57
897 40.28 43.95 36.59 83.13 62.56
898 40.31 54.07 42.45 108.35 54.07
899 40.39 58.71 45.96 115.10 55.16
900 40.52 38.56 36.47 100.68 68.67
901 40.57 23.97 27.26 71.77 49.54
902 40.55 27.34 28.62 72.52 49.83
903 40.50 80.36 75.97 57.36 65.60
904 40.49 91.37 63.68 40.73 59.34
905 40.42 9.24 19.97 55.05 36.50
906 40.56 46.24 37.08 89.44 60.95
907 40.43 77.69 69.39 63.38 64.52
908 40.57 61.28 55.04 107.45 61.86
909 40.55 86.09 72.47 50.87 68.54
910 40.82 41.91 39.47 94.25 54.16
911 40.80 63.93 58.21 98.54 57.99
912 40.80 74.78 75.85 64.59 75.90
913 41.03 18.51 27.17 63.22 42.76
914 40.91 29.56 30.32 76.91 54.78
915 41.00 14.19 23.80 57.35 41.56
916 41.03 48.19 43.82 94.78 58.15
917 41.05 32.06 32.16 88.10 58.58
918 40.99 71.72 80.28 66.89 71.26
919 41.06 52.48 47.01 106.04 56.00
920 41.02 7.86 20.70 54.05 40.91
921 41.04 66.34 74.00 86.76 64.87
922 41.21 34.40 35.21 96.13 62.31
923 41.08 68.93 76.56 80.23 73.79
924 41.27 36.65 38.16 103.44 63.31
925 41.50 10.55 24.81 60.09 40.28
926 41.41 50.41 49.14 103.88 62.07
927 41.55 20.80 29.85 72.35 42.72
928 41.48 54.87 56.33 102.98 59.53
929 41.39 57.35 59.62 103.78 60.59
930 41.61 40.34 42.54 100.95 59.54
931 41.42 44.12 43.89 90.10 57.42
932 41.50 82.88 86.18 42.94 77.56
933 41.37 88.70 79.35 36.07 72.17
934 41.53 59.89 75.14 102.39 69.19
935 41.66 26.04 33.72 78.22 50.18
936 41.63 79.64 88.19 47.35 88.71
937 41.68 86.34 87.74 38.67 79.29
938 41.68 92.58 63.95 29.88 65.41
939 41.72 23.35 33.27 78.01 46.98
940 41.66 62.27 78.53 94.53 65.44
941 41.67 76.73 97.29 50.24 100.52
942 41.71 89.97 71.65 36.14 71.43
943 41.94 46.18 52.38 93.40 61.23
944 41.91 73.65 91.05 46.35 103.08
945 41.82 64.40 84.04 80.06 79.37
946 42.11 28.35 38.10 80.33 54.39
947 42.04 30.72 39.54 88.15 57.62
948 42.03 38.23 48.74 104.29 56.75
949 42.18 66.51 83.80 55.17 97.70
950 42.12 7.47 27.48 57.47 40.98
951 42.18 12.66 34.52 69.14 45.29
952 42.18 68.65 88.28 62.39 99.53
953 42.16 48.69 57.45 103.57 63.82
954 42.19 52.19 65.74 104.93 72.75
955 42.34 33.11 48.01 95.57 62.14
956 42.35 43.02 65.59 93.65 65.37
957 42.46 71.00 97.27 48.01 104.45
958 42.35 17.18 35.99 57.47 58.49
959 42.46 35.69 48.94 92.10 64.23
960 42.38 58.47 89.50 84.85 77.38
961 42.54 19.30 41.68 65.46 54.17
962 42.44 56.33 89.04 87.31 80.58
963 42.62 81.79 103.07 40.67 89.27
964 42.88 87.75 95.08 30.49 82.44
965 42.62 60.72 96.56 67.47 81.19
966 42.61 54.24 77.18 86.77 83.98
967 42.63 14.53 35.54 50.44 58.14
968 42.83 63.13 95.36 54.59 108.22
969 42.76 78.65 104.19 41.06 106.09
970 42.80 10.49 38.13 59.30 55.58
971 42.82 24.52 43.48 74.90 58.81
972 42.70 41.04 64.61 96.39 73.08
973 42.85 75.62 103.53 37.84 107.16
974 42.86 84.71 96.20 33.12 88.49
975 42.88 50.66 79.22 96.12 83.22
976 42.96 90.49 92.41 28.18 74.15
977 43.06 93.07 105.37 35.35 80.15
978 43.01 44.34 77.68 79.63 78.49
979 42.97 46.46 74.13 87.73 78.60
980 43.13 26.86 53.24 79.70 62.31
981 43.26 65.30 113.96 50.34 119.16
982 43.09 7.51 34.91 41.70 55.98
983 43.04 38.53 61.72 83.47 73.23
984 43.15 31.07 54.43 76.73 63.54
985 43.29 72.81 118.18 38.60 117.59
986 43.37 67.86 120.07 43.37 122.68
987 43.26 48.60 81.68 81.07 97.47
988 43.52 29.06 57.63 64.58 83.50
989 43.42 52.45 91.48 67.80 98.73
990 43.48 59.10 107.78 57.91 116.46
991 43.38 33.38 65.88 82.95 68.88
992 43.55 56.91 107.74 53.82 113.18
993 43.49 36.00 69.41 69.42 80.17
994 43.60 54.68 103.51 58.22 112.57
995 43.57 6.71 36.29 41.49 57.12
996 43.77 42.45 92.00 61.57 95.69
997 43.75 70.17 129.34 38.01 122.58
998 43.77 16.24 74.28 61.69 95.19
999 43.78 40.28 84.27 69.89 91.52
1000 43.80 61.63 113.14 44.51 113.26
1001 43.78 80.35 152.11 45.88 129.09
1002 43.93 83.20 120.04 34.47 96.31
1003 43.87 9.48 45.26 36.18 70.97
1004 43.92 77.43 120.83 35.88 112.79
1005 43.85 22.53 55.93 54.21 63.88
1006 43.99 24.90 57.46 57.34 77.83
1007 44.02 44.78 93.20 59.63 97.48
1008 44.03 50.57 104.30 61.19 101.42
1009 43.82 37.52 69.38 43.46 95.31
1010 43.98 47.11 98.18 64.70 109.58
1011 44.14 74.52 129.72 34.70 113.89
1012 44.27 85.95 114.33 31.04 83.48
1013 44.21 89.40 110.15 30.54 73.37
1014 44.30 63.93 143.53 40.81 136.11
1015 44.18 27.21 66.22 51.11 80.70
1016 44.34 31.44 80.43 60.17 83.51
1017 44.27 38.40 86.04 63.88 96.94
1018 44.32 34.02 84.83 59.35 97.68
1019 44.45 92.39 101.05 27.10 59.58
1020 44.33 17.85 55.04 29.68 80.88
1021 44.50 66.41 140.36 38.76 125.30
1022 44.73 5.89 43.77 26.93 72.47
1023 44.52 20.80 63.37 34.96 77.41
1024 44.60 53.18 134.14 51.62 131.83
1025 44.64 57.87 140.81 41.65 130.96
1026 44.62 59.98 139.81 42.65 134.55
1027 44.64 8.10 53.58 31.42 74.88
1028 44.65 71.88 145.37 37.34 117.32
1029 44.78 36.31 94.14 46.13 108.21
1030 44.76 48.84 115.13 48.76 126.68
1031 44.69 55.66 130.16 44.68 127.75
1032 44.84 68.96 145.44 34.68 118.69
1033 45.00 12.62 67.57 28.59 89.48
1034 44.53 23.79 42.00 32.14 85.71
1035 44.92 29.37 80.22 45.10 98.10
1036 44.99 79.02 137.26 38.84 97.73
1037 44.89 14.60 68.55 29.45 95.25
1038 44.91 15.96 73.65 33.31 92.37
1039 44.97 18.18 69.51 36.33 75.93
1040 44.90 41.11 121.06 46.29 109.50
1041 45.04 81.91 133.41 37.18 92.89
1042 45.03 22.93 77.62 36.81 89.71
1043 45.04 43.63 112.22 40.47 117.49
1044 44.95 46.23 127.96 43.33 123.33
1045 44.79 27.37 70.61 58.17 81.17
1046 45.01 76.04 138.62 37.38 101.76
1047 45.19 51.26 137.75 45.59 132.25
1048 45.22 61.78 158.64 34.83 125.33
1049 45.24 25.30 79.59 31.89 94.13
1050 45.27 38.68 117.27 36.96 119.07
1051 45.29 33.42 109.24 42.74 114.41
1052 45.36 10.83 68.62 27.86 85.21
1053 45.47 87.38 121.54 35.33 68.32
1054 45.52 84.51 133.68 38.91 84.17
1055 45.57 63.90 163.38 35.80 123.60
1056 45.67 73.62 147.74 40.32 91.96
1057 45.60 90.55 112.05 33.68 58.05
1058 45.68 31.20 107.65 37.33 110.97
1059 45.61 66.13 172.00 38.44 113.59
1060 45.66 54.84 162.44 38.68 132.97
1061 45.79 4.16 50.81 16.44 61.57
1062 45.72 9.77 68.77 24.70 86.92
1063 45.85 27.66 108.65 33.91 108.43
1064 45.77 70.85 152.53 37.03 96.97
1065 45.77 57.22 162.46 38.28 113.83
1066 45.82 93.68 87.63 36.08 45.53
1067 45.90 59.51 166.88 39.99 105.76
1068 45.58 8.07 60.90 19.70 89.90
1069 45.85 47.20 150.66 38.98 133.42
1070 45.87 49.47 143.96 38.66 142.61
1071 45.96 42.27 140.39 37.00 116.71
1072 46.04 7.67 79.33 22.45 83.33
1073 45.96 19.60 84.33 25.29 91.49
1074 45.91 35.70 128.35 35.95 116.71
1075 45.95 68.26 155.29 38.22 104.04
1076 46.08 52.96 163.04 41.25 133.14
1077 46.12 45.04 146.71 33.99 115.57
1078 46.41 14.69 90.56 24.63 90.59
1079 46.07 76.70 151.78 48.22 89.61
1080 46.12 79.73 140.88 46.20 85.75
1081 46.16 23.24 104.76 27.27 100.39
1082 46.19 40.01 132.57 34.70 120.27
1083 46.40 33.52 131.17 32.77 123.04
1084 46.38 82.50 145.38 55.46 76.19
1085 46.57 37.80 147.91 31.71 106.46
1086 46.42 61.97 175.79 41.79 96.88
1087 46.55 29.52 124.71 30.33 109.57
1088 46.59 51.11 165.50 36.96 125.51
1089 46.64 11.25 91.21 22.70 96.65
1090 46.71 25.82 114.51 25.97 105.62
1091 46.67 64.77 174.09 46.83 88.07
1092 46.68 89.01 120.60 47.11 55.28
1093 46.70 55.63 180.94 44.90 98.73
1094 46.72 85.84 131.83 47.62 67.89
1095 46.79 47.99 155.30 35.18 120.71
1096 46.83 72.18 167.64 51.33 77.54
1097 46.86 57.83 184.92 46.00 96.26
1098 46.90 69.55 169.45 49.56 81.38
1099 47.05 95.32 66.66 32.59 33.59
1100 47.03 21.06 106.88 23.07 97.34
1101 46.99 67.00 179.51 54.36 82.86
1102 46.99 74.76 152.27 52.61 74.51
1103 46.98 43.51 168.58 37.82 117.27
1104 47.03 92.39 133.93 55.34 62.94
1105 46.84 4.09 62.14 16.51 58.10
1106 46.95 8.99 93.81 20.85 84.89
1107 47.12 31.56 140.01 32.47 114.74
1108 47.07 35.79 148.86 30.61 103.29
1109 47.22 18.34 100.29 21.83 89.47
1110 47.17 41.47 163.23 40.36 115.62
1111 47.16 60.06 189.46 55.66 88.85
1112 47.37 6.17 85.47 19.43 70.75
1113 47.18 77.65 146.03 56.66 77.49
1114 47.33 53.87 182.74 53.03 104.11
1115 47.34 45.52 178.36 42.18 122.34
1116 47.46 27.76 137.82 30.48 98.79
1117 47.38 80.46 145.47 61.64 72.82
1118 47.39 23.81 127.56 25.21 92.74
1119 47.43 39.49 167.71 37.68 104.11
1120 47.41 62.93 184.60 58.42 84.63
1121 47.60 49.74 178.70 45.99 97.80
1122 47.64 83.31 145.99 67.11 66.52
1123 47.63 51.83 183.65 50.45 97.52
1124 47.71 13.99 106.50 21.39 76.66
1125 47.72 33.74 159.35 37.43 106.32
1126 47.91 11.09 107.94 21.81 79.79
1127 47.80 56.10 188.38 71.90 88.12
1128 47.78 47.60 188.91 50.62 116.11
1129 47.93 88.24 139.58 53.68 59.79
1130 47.95 65.67 179.58 72.69 76.71
1131 47.89 70.71 169.90 61.49 65.64
1132 48.01 90.80 130.22 48.88 47.22
1133 48.06 16.65 110.78 24.45 74.90
1134 48.01 29.95 145.89 33.96 97.78
1135 48.05 73.25 174.56 59.92 69.57
1136 48.00 8.42 101.39 20.88 72.16
1137 48.05 85.76 141.37 63.86 69.16
1138 48.00 58.40 195.82 74.16 81.32
1139 48.16 38.13 166.14 44.56 86.99
1140 48.04 68.08 177.38 67.96 69.80
1141 48.18 22.17 124.44 25.82 84.77
1142 48.24 25.52 130.50 30.81 79.65
1143 48.12 43.23 174.86 48.66 91.47
1144 48.19 61.07 189.88 72.01 80.47
1145 48.21 75.80 158.83 63.26 66.61
1146 48.17 35.95 167.22 41.08 82.96
1147 48.31 3.87 69.38 15.91 43.66
1148 48.43 19.41 119.48 26.99 70.44
1149 48.38 63.43 200.12 80.51 80.19
1150 48.41 78.49 155.64 64.84 66.16
1151 48.45 40.70 177.19 62.82 86.68
1152 48.44 93.62 88.41 39.40 44.64
1153 48.52 32.14 161.94 49.39 96.19
1154 48.42 45.95 184.59 64.37 93.78
1155 48.48 52.97 188.65 77.00 82.91
1156 48.67 95.79 64.08 29.29 28.63
1157 48.62 81.24 147.78 64.48 66.69
1158 48.71 27.99 149.82 39.73 77.67
1159 48.70 48.42 179.57 71.43 91.79
1160 48.75 55.02 195.91 92.73 80.61
1161 48.85 50.72 186.46 72.72 80.28
1162 49.02 6.41 108.86 24.85 56.36
1163 48.81 15.31 114.83 26.83 61.61
1164 48.95 69.40 183.10 77.39 77.75
1165 49.01 71.66 199.13 81.60 84.17
1166 48.93 92.31 104.32 37.43 44.57
1167 49.04 34.27 176.10 56.07 80.72
1168 49.03 57.23 202.41 97.69 81.86
1169 49.06 84.03 147.27 69.10 71.52
1170 49.01 59.39 192.07 86.57 76.31
1171 49.18 11.68 121.98 33.22 60.38
1172 49.10 14.04 125.08 33.84 63.08
1173 49.25 23.95 142.71 39.70 67.28
1174 49.16 44.60 201.33 97.30 97.06
1175 49.15 64.83 182.56 77.05 73.01
1176 49.25 67.11 192.29 78.70 76.23
1177 49.34 98.05 29.63 12.52 14.27
1178 49.21 9.01 113.83 28.42 58.58
1179 49.20 42.30 192.44 78.33 78.57
1180 49.20 87.12 135.77 56.24 57.55
1181 49.29 36.44 179.94 62.26 69.21
1182 49.19 38.72 180.16 63.00 69.11
1183 49.37 89.89 124.39 41.31 52.38
1184 49.31 21.51 129.66 34.87 63.72
1185 49.32 30.50 164.49 56.00 75.56
1186 49.36 73.93 166.42 63.10 70.02
1187 49.33 62.01 194.94 86.99 80.92
1188 49.42 76.44 162.32 63.91 66.96
1189 49.51 3.97 83.45 23.22 37.68
1190 49.52 17.07 121.07 33.43 59.87
1191 49.53 46.92 191.16 94.40 87.75
1192 49.65 26.18 151.70 49.99 61.98
1193 49.54 53.11 190.92 94.97 79.17
1194 49.62 79.15 152.86 60.15 66.33
1195 49.81 19.30 133.29 38.90 56.85
1196 49.83 40.29 191.88 80.67 70.01
1197 49.78 49.12 192.59 97.80 79.70
1198 49.90 32.82 167.71 63.31 77.12
1199 49.89 81.71 142.48 56.32 76.97
1200 49.87 55.47 205.06 108.83 86.00
1201 49.96 95.12 75.63 22.86 40.74
1202 49.99 28.46 157.07 52.14 60.57
1203 50.08 51.15 200.38 96.11 76.62
1204 49.96 59.94 198.35 83.21 76.22
1205 50.17 91.95 107.32 31.39 51.35
1206 50.08 69.33 177.35 65.29 83.08
1207 50.12 43.91 191.73 95.14 73.39
1208 50.19 85.09 139.63 50.44 67.87
1209 50.24 57.59 198.72 94.64 84.45
1210 50.17 64.43 190.34 67.49 95.56
1211 50.23 71.83 163.42 55.74 81.87
1212 50.22 14.35 121.78 40.76 52.54
1213 50.34 35.10 177.19 63.26 76.84
1214 50.24 37.91 190.01 73.87 70.39
1215 50.33 10.80 121.58 38.97 49.60
1216 50.44 7.81 116.52 33.93 51.10
1217 50.57 5.32 101.86 31.74 44.94
1218 50.55 24.11 145.82 49.10 59.70
1219 50.46 41.91 198.50 91.98 73.72
1220 50.44 46.29 198.43 93.14 81.89
1221 50.45 66.88 185.64 68.28 87.45
1222 50.57 30.78 180.76 60.83 68.36
1223 50.52 62.14 181.04 63.71 86.63
1224 50.57 88.15 125.66 37.32 66.26
1225 50.68 98.05 27.80 7.63 13.08
1226 50.58 21.61 141.84 40.91 56.50
1227 50.58 74.67 161.50 50.87 75.18
1228 50.58 77.33 159.90 52.65 82.17
1229 50.74 2.18 59.12 19.38 22.04
1230 50.62 53.39 197.26 87.60 90.34
1231 50.85 17.17 129.46 38.11 56.04
1232 50.82 48.75 201.24 87.54 84.44
1233 50.94 26.56 162.39 50.62 61.59
1234 51.13 79.71 150.21 37.77 91.37
1235 51.00 39.85 187.16 67.45 77.00
1236 51.04 55.54 200.57 90.14 98.44
1237 50.94 59.74 196.03 65.06 101.81
1238 51.03 82.73 150.83 39.89 84.80
1239 51.16 32.71 180.56 60.65 76.35
1240 51.05 50.99 195.88 79.42 88.47
1241 51.16 28.67 170.03 49.57 65.13
1242 51.15 36.76 182.86 59.44 77.35
1243 51.13 44.52 193.41 65.54 80.44
1244 51.24 69.49 183.16 47.99 100.54
1245 51.29 95.79 63.03 15.15 42.20
1246 51.34 12.19 125.56 36.07 52.57
1247 51.33 93.26 99.60 21.30 58.96
1248 51.28 64.43 185.27 47.40 110.72
