#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
sl15 14A 4 Kruppel even-skipped fushi-tarazu
627 33.60 45.84 25.79 90.11 185.22
628 33.52 49.40 24.27 81.03 190.25
629 33.71 85.79 25.80 85.16 50.04
630 33.65 9.16 16.59 126.58 80.01
631 33.65 67.02 23.16 52.75 141.88
632 33.72 81.99 27.05 91.20 57.98
633 33.77 39.29 24.87 108.48 154.88
634 33.95 74.54 25.22 75.53 90.74
635 33.87 17.47 19.20 116.89 104.22
636 34.25 76.82 26.11 84.84 68.05
637 34.04 22.47 21.53 139.47 120.56
638 34.18 54.47 24.18 63.09 190.62
639 34.06 31.33 23.65 116.57 143.17
640 34.22 69.52 23.55 62.89 108.44
641 34.14 26.79 22.67 130.55 150.82
642 34.29 35.26 24.60 95.71 155.56
643 34.10 43.00 26.06 89.68 183.07
644 34.25 64.93 23.68 56.44 139.08
645 34.45 11.40 19.26 100.83 115.82
646 34.53 48.06 25.23 68.16 184.60
647 34.37 61.96 24.35 57.76 159.24
648 34.45 37.54 25.26 96.54 171.61
649 34.60 33.25 24.03 87.53 167.03
650 34.58 52.63 24.72 64.64 185.91
651 34.47 29.21 22.11 106.21 162.12
652 34.57 40.66 25.00 85.81 185.72
653 34.72 83.33 32.38 101.62 46.23
654 34.59 14.37 19.77 99.60 119.05
655 34.55 20.20 21.51 107.18 123.90
656 34.68 50.47 25.60 73.19 189.68
657 34.74 56.95 25.84 63.04 177.79
658 34.79 59.24 25.65 62.23 157.99
659 34.76 79.79 28.47 92.54 54.41
660 34.94 24.57 22.34 93.84 142.35
661 34.74 89.05 30.84 67.56 39.99
662 34.73 45.78 25.21 71.03 180.02
663 34.75 8.60 16.83 74.76 112.36
664 34.89 71.80 27.47 83.61 70.44
665 35.05 67.61 25.84 77.98 116.46
666 34.97 16.29 20.51 79.37 127.05
667 35.09 17.97 20.68 94.23 129.90
668 35.14 43.53 26.11 64.64 190.93
669 35.36 31.35 24.19 74.13 166.93
670 35.28 74.04 30.20 107.89 57.99
671 35.28 27.27 22.30 85.12 160.39
672 35.24 63.39 26.16 67.63 126.29
673 35.50 85.63 35.07 95.93 50.10
674 35.36 22.52 22.33 86.73 150.76
675 35.37 54.51 28.02 67.41 167.70
676 35.45 36.60 26.36 72.93 180.39
677 35.64 39.14 26.88 68.49 183.39
678 35.55 65.63 27.45 85.50 107.34
679 35.58 76.85 33.33 104.83 53.34
680 35.71 11.04 19.57 64.44 123.36
681 35.64 41.55 24.92 65.19 189.52
682 35.45 12.90 17.64 61.73 121.64
683 35.75 69.70 31.65 108.19 68.90
684 35.64 20.07 21.26 65.03 135.44
685 35.69 60.86 27.16 77.71 132.53
686 35.78 52.50 26.79 68.40 160.82
687 35.57 21.15 22.11 67.78 149.67
688 35.86 34.28 26.47 62.65 173.28
689 35.91 47.53 27.78 60.34 184.31
690 35.76 49.90 26.85 63.13 174.77
691 36.00 14.38 20.19 67.35 120.96
692 35.93 45.33 30.76 68.26 202.82
693 35.92 56.29 26.92 73.20 150.46
694 35.98 88.55 39.91 81.11 49.82
695 36.04 8.01 17.80 50.36 124.40
696 36.12 82.40 35.98 98.23 53.57
697 36.14 29.40 24.71 72.28 171.46
698 36.12 58.67 28.01 81.57 124.12
699 36.06 79.62 35.83 95.94 48.34
700 36.31 16.94 21.56 63.81 124.42
701 36.23 71.82 35.38 106.94 55.00
702 36.19 90.98 40.98 58.96 44.74
703 36.15 19.15 22.33 68.76 128.80
704 36.38 62.67 30.07 95.71 125.39
705 36.39 26.39 23.68 65.99 147.34
706 36.52 23.69 22.56 58.07 141.19
707 36.44 67.29 32.54 115.38 81.40
708 36.54 74.67 35.28 117.41 49.67
709 36.52 43.17 28.64 56.99 181.48
710 36.60 32.45 23.69 57.16 166.70
711 36.65 37.83 27.34 63.40 180.15
712 36.75 54.48 29.09 80.89 125.89
713 36.77 64.94 33.17 111.03 87.82
714 36.71 51.71 28.24 81.19 161.00
715 36.68 21.48 22.75 54.63 131.49
716 36.80 40.63 28.47 61.73 173.54
717 36.87 60.55 29.37 104.27 111.50
718 36.77 86.90 44.14 82.08 71.59
719 36.87 10.34 20.01 52.73 118.44
720 36.88 48.80 29.66 64.70 155.43
721 36.94 77.16 41.93 104.11 45.73
722 37.19 12.97 21.09 49.20 117.47
723 37.07 69.47 38.37 124.99 65.98
724 37.12 84.45 44.76 94.90 65.97
725 37.01 35.53 26.68 57.95 172.26
726 37.38 46.24 30.51 67.93 143.48
727 37.01 56.74 28.68 88.21 118.77
728 37.24 30.27 27.10 62.19 150.50
729 37.38 89.77 49.42 55.81 66.72
730 37.61 28.11 26.32 66.10 139.31
731 37.44 72.67 43.43 122.60 52.69
732 37.50 79.32 48.30 98.91 55.09
733 37.41 7.91 19.93 45.55 96.87
734 37.57 16.66 22.10 51.32 119.48
735 37.23 24.91 23.39 57.83 150.48
736 37.54 19.32 24.03 51.72 121.23
737 37.57 43.87 29.83 65.16 157.63
738 37.69 81.82 48.87 91.78 79.55
739 37.49 58.60 34.26 122.38 95.45
740 37.61 62.66 35.68 122.09 84.40
741 37.64 67.19 40.72 129.42 65.76
742 37.75 25.75 24.24 58.98 146.21
743 37.73 32.89 27.47 60.94 141.45
744 37.70 50.58 31.31 101.76 127.49
745 37.81 53.20 31.92 104.61 121.19
746 37.76 38.06 28.28 60.63 148.49
747 37.77 6.35 17.46 27.92 83.27
748 37.91 41.33 29.74 64.24 146.68
749 38.02 75.14 50.43 109.44 54.36
750 38.00 22.98 24.35 61.40 119.65
751 38.06 92.72 47.55 26.53 66.91
752 38.09 48.31 33.68 100.18 127.95
753 38.06 55.54 34.55 114.91 92.97
754 38.08 64.71 41.53 139.66 62.71
755 38.03 10.17 22.66 47.15 101.58
756 38.06 34.92 28.52 73.66 152.13
757 38.15 70.39 46.35 134.89 62.99
758 38.17 86.98 57.04 63.88 101.11
759 38.17 60.50 38.52 136.12 75.80
760 38.62 13.89 25.53 56.06 99.66
761 38.48 20.80 25.98 57.30 103.93
762 38.61 7.78 20.83 44.77 73.85
763 38.59 39.48 31.63 75.56 137.48
764 38.44 45.54 32.39 98.71 123.26
765 38.58 57.77 42.65 157.13 82.67
766 38.70 83.52 59.10 71.52 105.80
767 38.65 77.29 61.84 97.36 73.70
768 38.69 89.18 60.72 47.11 101.61
769 38.67 30.37 29.68 80.76 115.33
770 38.63 17.10 26.57 58.71 97.08
771 38.67 43.38 32.81 98.03 122.86
772 38.77 66.66 52.45 143.89 68.89
773 38.78 72.77 59.31 122.55 76.42
774 38.87 79.52 61.65 75.61 89.26
775 38.76 51.06 38.18 124.34 94.98
776 38.97 37.21 32.58 79.01 123.53
777 38.91 62.40 46.13 154.10 69.99
778 39.03 68.57 56.07 139.70 83.16
779 39.03 28.19 31.65 88.09 106.74
780 39.05 32.54 32.58 86.23 113.98
781 39.02 24.10 27.77 74.59 102.83
782 39.12 53.46 43.03 136.30 96.70
783 38.91 87.50 56.96 60.39 102.56
784 39.03 10.58 24.90 55.95 91.05
785 39.24 34.59 32.79 90.96 128.00
786 39.18 48.87 41.03 124.25 85.26
787 39.27 55.84 42.96 142.53 79.62
788 39.29 19.31 27.36 62.61 93.40
789 39.25 59.83 47.25 145.85 63.38
790 39.31 64.57 61.02 170.36 82.65
791 39.38 74.94 66.03 97.61 95.88
792 39.26 4.80 17.36 29.79 49.74
793 39.16 6.54 21.00 40.38 60.86
794 39.34 41.17 36.02 100.67 115.50
795 39.34 46.28 38.65 115.97 86.76
796 39.49 70.60 64.59 127.32 114.62
797 39.69 43.81 37.98 126.20 93.06
798 39.80 84.89 73.20 52.17 124.86
799 39.76 21.77 32.19 72.06 90.67
800 39.74 80.69 64.82 51.21 101.82
801 39.78 87.91 76.33 48.76 113.80
802 39.64 5.86 20.60 49.07 54.07
803 39.87 8.49 26.96 66.89 62.63
804 39.98 11.81 29.09 69.89 74.20
805 39.95 31.13 33.86 113.21 96.65
806 39.86 51.35 44.77 135.10 76.93
807 39.76 76.96 65.85 59.21 108.82
808 39.90 78.58 69.62 61.92 107.50
809 40.08 26.26 32.78 95.89 86.72
810 40.00 38.82 38.56 103.65 94.14
811 39.97 66.30 58.56 134.06 113.37
812 40.09 72.71 77.80 92.84 137.20
813 40.17 28.79 35.59 110.59 87.53
814 40.15 36.26 37.45 111.77 99.32
815 40.21 58.51 53.25 135.43 79.70
816 40.13 63.13 60.20 144.51 79.96
817 40.14 82.22 69.41 52.37 111.84
818 40.27 17.53 31.94 80.16 68.34
819 40.19 48.08 49.25 142.74 74.84
820 40.25 60.81 59.79 137.43 77.52
821 40.23 68.70 67.98 119.88 129.33
822 40.29 42.03 42.21 121.73 88.42
823 40.34 54.07 50.58 133.94 84.25
824 40.39 56.39 56.43 142.05 82.03
825 40.49 33.57 41.64 107.77 88.05
826 40.50 45.95 47.40 139.44 74.14
827 40.32 75.36 75.40 52.16 120.72
828 40.46 89.20 63.98 30.17 110.24
829 40.57 20.28 35.49 93.86 69.07
830 40.60 6.48 26.88 65.93 46.47
831 40.63 23.83 35.51 99.15 77.75
832 40.77 49.98 56.13 151.12 86.00
833 40.76 40.17 48.87 127.60 79.69
834 40.98 70.72 82.30 66.50 152.23
835 40.88 74.36 80.93 69.64 137.41
836 40.98 79.40 83.18 44.93 126.09
837 40.72 91.06 76.12 25.32 117.85
838 40.89 77.03 82.21 51.51 136.57
839 40.95 13.57 38.07 97.52 70.86
840 40.96 64.55 72.30 112.24 138.17
841 40.99 9.00 33.55 84.42 56.21
842 41.04 43.89 51.48 135.72 84.83
843 41.04 52.26 64.25 145.04 84.33
844 40.99 66.92 76.72 97.62 163.98
845 41.16 94.33 61.97 16.47 95.36
846 41.06 30.48 43.46 125.86 75.55
847 41.17 83.16 88.25 39.79 133.86
848 41.25 11.01 36.95 91.25 63.98
849 41.34 16.36 41.38 98.80 75.86
850 41.17 61.84 72.11 120.89 136.89
851 41.18 36.60 49.22 124.28 87.09
852 41.28 27.40 41.62 114.12 72.94
853 41.39 57.46 70.95 128.10 126.55
854 41.45 5.17 29.35 63.96 42.06
855 41.46 47.99 60.29 148.79 89.44
856 41.53 22.20 45.71 108.19 72.39
857 41.56 38.82 53.94 127.60 77.90
858 41.56 19.33 42.01 99.16 72.84
859 41.51 55.05 72.14 124.57 126.03
860 41.52 59.50 77.12 126.92 122.67
861 41.56 68.77 91.41 81.70 158.67
862 41.62 88.70 92.29 31.58 132.84
863 41.64 41.71 57.30 141.70 83.53
864 41.68 34.52 49.21 125.93 83.65
865 41.64 72.72 98.56 48.91 169.51
866 41.78 24.90 49.98 110.05 75.84
867 41.74 32.35 53.35 136.40 83.21
868 41.45 76.21 78.10 54.40 148.50
869 41.59 92.49 58.68 16.12 107.38
870 41.86 45.45 61.16 137.83 85.25
871 41.89 50.43 73.83 132.82 125.02
872 41.98 63.79 91.32 77.95 180.56
873 42.04 53.08 82.76 119.91 131.67
874 42.05 7.56 40.80 84.49 66.93
875 42.18 66.36 95.55 67.38 183.32
876 42.16 74.96 103.18 46.82 155.49
877 42.14 13.65 47.39 98.72 82.07
878 42.16 29.83 58.64 127.49 77.79
879 42.21 77.39 103.92 38.28 160.28
880 42.21 80.55 92.49 37.00 140.76
881 42.05 82.05 86.14 29.89 134.69
882 42.22 61.08 90.16 85.84 173.89
883 42.36 84.32 93.59 28.10 133.43
884 42.42 36.63 67.19 131.43 95.58
885 42.38 85.86 91.43 28.15 143.26
886 42.47 10.36 46.52 89.58 89.22
887 42.49 27.52 61.03 124.93 85.55
888 42.25 93.82 66.27 16.15 89.36
889 42.36 17.11 53.02 97.85 91.87
890 42.50 57.38 91.68 96.78 160.54
891 42.59 70.88 119.74 47.38 180.26
892 42.55 43.13 73.03 135.22 122.03
893 42.50 47.27 82.31 146.44 130.16
894 42.62 68.62 108.81 54.75 180.43
895 42.61 38.86 71.04 134.90 97.75
896 42.79 91.19 84.87 24.51 120.13
897 42.62 19.65 56.12 95.08 83.23
898 42.66 22.70 59.21 103.60 81.67
899 42.85 55.44 94.09 82.58 175.56
900 42.73 41.00 75.58 129.87 115.78
901 42.85 49.24 84.26 101.20 165.35
902 42.83 31.87 72.51 140.26 106.13
903 42.82 34.22 70.64 133.25 107.76
904 43.08 79.18 118.34 33.60 153.92
905 43.03 59.26 107.21 74.47 190.20
906 43.10 51.39 100.89 97.58 162.06
907 43.01 62.82 110.68 62.00 197.58
908 42.95 25.63 66.43 109.75 97.45
909 42.96 45.28 88.30 110.92 154.88
910 43.29 87.72 91.30 28.56 132.57
911 43.07 53.38 96.12 91.47 172.34
912 43.19 73.61 123.50 37.97 170.25
913 43.31 82.52 100.80 28.52 134.13
914 43.11 12.57 53.82 71.23 105.80
915 43.24 65.16 116.00 50.34 192.63
916 43.11 7.74 54.86 69.76 110.84
917 43.57 94.00 75.99 19.13 93.07
918 43.37 4.83 44.26 45.92 107.72
919 43.37 30.00 86.68 114.36 101.52
920 43.52 16.19 69.62 69.19 120.04
921 43.41 67.33 152.38 54.60 206.12
922 43.61 76.76 117.52 30.14 152.20
923 43.51 37.25 87.96 114.96 141.65
924 43.58 19.37 72.57 78.28 120.41
925 43.76 21.70 74.84 87.71 126.30
926 43.73 23.94 76.64 92.28 135.99
927 43.66 39.63 89.31 89.05 163.47
928 43.79 60.94 119.02 52.16 194.46
929 43.52 28.25 88.14 96.50 113.29
930 43.79 47.51 102.81 75.85 184.22
931 43.80 71.43 133.50 39.20 167.36
932 43.81 10.38 66.81 56.62 121.89
933 43.82 42.06 102.33 82.16 157.57
934 43.84 32.56 91.25 93.40 152.26
935 43.87 35.05 89.59 101.67 158.78
936 43.96 57.09 122.57 59.71 191.99
937 44.00 69.19 133.18 37.69 183.24
938 43.90 44.94 107.27 77.93 177.95
939 44.14 84.91 112.19 34.27 120.50
940 44.07 90.57 99.49 31.54 107.33
941 43.87 13.34 77.81 66.52 123.26
942 43.99 49.93 118.72 65.13 198.80
943 44.11 26.38 89.91 78.15 151.34
944 44.28 6.24 72.75 46.03 117.70
945 44.02 11.73 85.61 72.53 120.00
946 44.16 54.63 135.72 61.01 193.36
947 44.15 8.71 74.22 55.70 131.37
948 44.08 63.43 125.65 42.51 192.68
949 44.36 74.89 142.43 32.85 151.53
950 44.42 52.20 129.28 60.54 194.14
951 44.36 79.15 119.65 34.40 142.83
952 44.54 30.38 103.14 71.81 163.17
953 44.52 59.12 140.63 51.08 197.62
954 44.42 66.60 140.78 37.81 185.42
955 44.50 14.26 83.12 58.92 137.48
956 44.61 37.35 112.34 75.82 173.71
957 44.76 72.80 143.31 36.25 164.31
958 44.79 87.37 103.87 36.31 114.32
959 45.02 17.30 94.61 50.20 149.17
960 44.71 20.39 92.12 57.77 152.98
961 44.72 43.67 120.09 61.72 195.60
962 44.48 10.00 86.60 64.90 141.90
963 44.86 82.24 118.10 38.08 120.33
964 44.87 39.80 118.71 59.07 188.92
965 45.03 92.53 95.70 40.86 94.23
966 44.98 24.69 116.14 57.26 152.32
967 44.99 27.98 113.62 55.49 162.65
968 45.01 32.83 134.87 69.99 185.29
969 44.91 61.85 155.58 42.71 185.93
970 45.09 70.45 151.15 39.34 158.41
971 45.03 47.08 132.50 50.51 197.08
972 45.04 64.52 150.66 40.09 187.75
973 45.07 77.04 159.03 37.90 127.57
974 44.99 49.40 149.29 53.88 197.90
975 45.34 11.63 99.49 42.60 138.47
976 45.16 35.35 126.27 55.90 182.49
977 45.23 55.28 146.84 47.83 197.99
978 45.27 9.02 98.11 39.79 135.72
979 45.15 95.46 71.34 28.46 59.54
980 45.40 57.73 160.34 47.73 192.64
981 45.45 67.94 153.55 42.21 171.10
982 45.55 22.22 113.84 42.31 158.84
983 45.46 42.14 142.94 51.78 188.81
984 45.46 52.81 156.29 48.03 186.24
985 45.50 79.53 136.49 42.17 106.51
986 45.56 89.91 100.41 48.24 83.70
987 45.69 4.94 79.51 20.76 119.66
988 45.43 14.30 102.24 41.66 143.76
989 45.72 84.45 109.38 46.33 114.97
990 45.70 60.38 164.83 44.33 189.27
991 45.67 74.97 189.88 54.06 141.22
992 45.75 19.28 111.38 37.99 165.28
993 45.66 45.14 149.19 47.19 194.93
994 45.91 50.32 155.74 42.96 189.75
995 45.98 37.22 150.78 44.03 188.61
996 45.95 63.09 168.64 44.55 182.42
997 45.98 65.89 171.15 45.59 150.90
998 45.95 72.66 154.36 49.80 120.84
999 46.69 6.45 118.72 27.67 128.88
1000 46.01 27.17 131.34 38.37 164.34
1001 45.86 95.33 76.50 34.52 53.08
1002 46.14 24.60 131.37 37.01 176.58
1003 46.14 34.07 143.49 45.25 190.83
1004 46.24 87.04 111.84 55.64 99.67
1005 46.19 47.45 160.63 46.64 186.27
1006 46.35 56.13 166.56 57.61 183.57
1007 46.33 69.65 168.44 58.08 130.71
1008 46.32 81.34 134.26 55.64 89.50
1009 46.48 31.74 141.22 40.57 178.38
1010 46.37 77.40 145.81 57.33 98.26
1011 46.42 41.22 162.53 42.81 196.54
1012 46.45 53.96 181.91 56.62 176.47
1013 46.57 10.09 127.52 35.37 146.90
1014 46.51 13.67 124.24 31.98 145.93
1015 46.53 17.22 118.79 30.27 150.25
1016 46.64 93.04 92.64 49.88 66.80
1017 46.54 43.96 165.66 47.96 190.90
1018 46.59 58.34 178.44 56.37 172.25
1019 46.82 97.08 52.74 22.87 21.47
1020 46.63 20.81 130.86 32.59 150.99
1021 46.81 51.87 185.00 63.21 161.03
1022 46.92 29.25 146.19 38.85 166.92
1023 46.87 35.97 166.27 45.85 184.61
1024 46.85 60.44 172.84 56.02 150.85
1025 46.94 67.58 172.12 74.15 108.36
1026 46.96 74.71 159.75 70.32 96.56
1027 46.93 89.49 110.44 64.79 86.32
1028 46.87 71.78 164.91 69.97 98.71
1029 46.95 39.11 177.53 44.32 182.91
1030 46.98 65.14 183.11 69.28 115.77
1031 47.03 49.42 184.87 58.19 161.76
1032 47.03 62.77 169.95 57.48 130.73
1033 47.18 23.38 142.93 35.24 160.05
1034 47.18 83.26 124.04 69.72 76.82
1035 47.09 26.48 155.69 32.91 160.03
1036 47.11 46.70 182.54 55.75 165.71
1037 47.37 79.74 138.67 75.06 74.96
1038 47.37 33.47 169.88 51.86 175.62
1039 47.46 12.25 128.85 29.87 143.13
1040 47.53 86.72 113.73 78.12 83.07
1041 47.54 56.32 187.11 71.18 130.04
1042 47.62 16.81 136.15 33.24 137.03
1043 47.69 20.04 139.97 36.23 134.80
1044 47.48 41.73 179.48 58.97 155.65
1045 47.61 77.00 156.38 85.38 84.88
1046 47.60 44.21 186.12 61.23 163.25
1047 47.62 69.98 178.15 94.74 99.42
1048 47.69 8.40 143.87 40.08 122.66
1049 47.60 10.47 146.54 38.06 134.19
1050 47.67 14.17 131.51 34.15 131.32
1051 47.70 53.89 186.36 84.00 130.61
1052 47.79 91.85 104.58 62.83 63.25
1053 47.76 31.10 173.03 57.73 157.30
1054 47.81 58.78 187.89 80.94 110.38
1055 47.92 72.70 172.29 93.57 85.23
1056 47.90 35.96 178.59 64.35 148.95
1057 47.90 51.48 196.41 91.18 120.40
1058 47.96 28.08 176.96 49.83 135.65
1059 48.01 38.26 188.51 65.44 122.22
1060 47.90 61.26 178.62 85.55 113.38
1061 48.12 98.07 38.66 14.26 11.05
1062 48.06 66.26 185.32 93.73 90.95
1063 48.04 64.10 189.90 85.43 91.92
1064 48.23 95.35 74.53 37.33 35.14
1065 48.12 25.33 178.37 48.32 134.60
1066 48.14 48.76 185.92 94.86 128.23
1067 48.14 46.35 191.10 83.75 141.24
1068 48.18 5.85 129.13 40.05 97.44
1069 48.22 22.67 165.39 52.23 122.01
1070 48.33 84.32 130.11 83.33 74.49
1071 48.41 68.24 178.69 107.89 86.82
1072 48.37 40.55 190.05 80.17 115.75
1073 48.34 74.94 158.84 94.13 78.75
1074 48.52 81.60 131.37 88.81 73.49
1075 48.49 89.17 101.76 75.65 66.26
1076 48.48 33.91 185.14 79.13 140.43
1077 48.57 78.95 150.47 103.58 68.88
1078 48.58 43.27 189.04 88.61 116.03
1079 48.64 10.69 154.33 51.24 122.29
1080 48.68 57.42 195.25 103.34 95.69
1081 48.57 12.49 144.08 45.49 116.26
1082 48.74 70.75 174.61 110.74 83.86
1083 48.77 55.12 186.98 102.97 97.89
1084 48.98 8.19 147.22 57.40 106.64
1085 48.70 14.99 149.20 50.70 116.64
1086 48.64 17.40 147.69 53.35 118.85
1087 48.80 18.78 150.07 57.59 111.54
1088 48.88 31.75 195.71 80.75 121.88
1089 48.86 62.73 192.37 117.03 92.06
1090 48.91 50.52 197.44 118.14 111.74
1091 48.93 52.78 203.36 121.41 115.92
1092 48.87 60.39 189.84 114.74 99.84
1093 48.93 28.89 178.87 82.60 100.44
1094 49.14 86.14 119.72 82.22 69.12
1095 49.07 93.04 101.61 56.98 54.61
1096 49.04 20.92 172.82 72.15 102.05
1097 48.98 36.52 191.22 93.81 113.37
1098 49.16 76.83 156.62 100.48 74.39
1099 49.04 46.02 202.54 121.30 112.30
1100 49.21 26.28 185.04 81.55 95.94
1101 48.87 97.67 38.15 13.46 12.46
1102 49.19 65.14 192.59 119.46 97.93
1103 49.29 73.30 177.28 102.76 88.45
1104 49.29 23.83 177.13 82.81 93.04
1105 49.31 39.10 194.44 106.81 95.70
1106 49.39 5.36 139.80 54.22 67.46
1107 49.44 48.58 195.36 124.11 101.79
1108 49.46 41.56 196.71 107.27 101.19
1109 49.54 67.01 190.97 115.90 97.90
1110 49.90 90.81 102.44 60.20 82.74
1111 49.65 58.85 195.54 120.79 89.57
1112 49.69 10.65 168.13 70.41 86.51
1113 49.59 34.25 194.22 106.57 111.16
1114 49.70 69.13 186.34 130.68 91.54
1115 49.67 13.30 163.54 69.13 90.80
1116 49.67 44.04 202.42 125.89 108.70
1117 49.77 79.72 142.95 88.19 74.04
1118 49.70 16.48 162.45 74.30 89.10
1119 49.83 82.70 133.25 77.24 70.41
1120 49.88 56.78 199.36 132.69 96.03
1121 49.80 30.24 193.02 93.38 98.27
1122 49.89 71.20 181.43 118.65 104.65
1123 49.85 54.25 195.98 138.35 103.48
1124 49.91 61.08 201.05 115.77 87.86
1125 50.04 75.11 172.23 97.34 88.22
1126 50.03 88.12 123.27 75.43 80.56
1127 49.95 63.53 190.97 125.17 101.88
1128 50.06 19.30 173.74 72.00 82.82
1129 50.01 51.28 204.50 137.66 101.26
1130 50.12 27.77 197.67 99.33 98.14
1131 50.04 37.30 203.18 122.57 104.78
1132 50.11 22.11 180.32 83.57 85.19
1133 50.09 46.66 214.48 130.27 103.48
1134 50.29 32.25 195.28 107.98 110.40
1135 50.29 8.77 168.35 71.47 75.03
1136 50.45 25.13 182.21 85.96 88.08
1137 50.50 93.41 93.91 36.99 73.36
1138 50.46 65.61 193.50 120.66 117.36
1139 50.50 77.39 157.73 78.41 81.99
1140 50.51 6.49 156.24 70.08 70.41
1141 50.57 39.49 202.94 116.93 111.16
1142 50.58 35.01 213.57 113.80 110.95
1143 50.55 41.98 196.76 119.02 113.40
1144 50.67 84.80 119.69 62.56 93.41
1145 50.61 49.10 202.68 132.36 94.10
1146 50.64 73.03 178.82 92.04 114.03
1147 50.40 86.23 124.00 63.09 78.00
1148 50.75 68.18 195.12 105.08 122.40
1149 50.79 12.59 165.66 74.75 80.90
1150 50.76 44.58 190.91 116.91 118.45
1151 50.78 52.94 208.85 133.70 115.32
1152 50.80 59.45 188.95 112.23 114.94
1153 50.76 16.54 166.70 66.43 80.75
1154 50.90 55.22 203.12 131.12 98.28
1155 50.82 62.20 193.13 117.61 118.49
1156 50.92 80.73 146.80 62.73 84.53
1157 50.82 14.87 168.69 71.90 90.18
1158 50.88 29.80 200.02 113.95 105.58
1159 51.12 70.83 176.56 88.13 111.24
1160 51.30 10.08 164.29 65.01 80.33
1161 51.07 20.71 178.35 70.30 81.68
1162 51.17 57.20 196.03 100.97 110.48
1163 51.16 36.79 203.45 111.24 99.84
1164 51.17 46.98 206.36 107.50 102.59
1165 51.24 23.20 192.23 81.59 84.85
1166 51.27 50.95 209.80 107.84 124.46
1167 51.34 88.80 109.13 46.75 82.37
1168 51.32 27.62 193.26 94.93 89.59
1169 51.45 17.99 175.30 71.93 80.94
1170 51.32 33.23 202.75 106.88 115.75
1171 51.42 75.37 174.44 62.46 114.21
1172 51.47 63.99 199.54 89.26 143.80
1173 51.47 66.23 195.77 83.32 142.96
1174 51.68 82.72 132.37 43.05 103.06
1175 51.65 7.81 175.03 61.83 81.86
1176 51.60 78.23 158.35 55.27 98.92
1177 51.65 42.99 211.82 88.77 125.18
1178 51.68 38.70 212.37 89.36 117.37
1179 51.72 40.82 227.69 101.10 143.13
1180 51.75 92.43 102.00 27.40 80.64
1181 51.75 25.38 194.00 71.21 93.52
1182 51.80 91.02 108.41 33.91 80.57
1183 51.78 31.06 196.66 100.97 116.09
1184 51.77 69.01 188.38 69.21 131.66
1185 51.84 5.62 139.54 41.24 82.54
1186 51.80 48.85 202.13 77.93 115.70
1187 51.76 61.43 198.20 87.88 139.78
1188 51.80 73.05 177.31 63.20 121.88
1189 51.86 53.53 203.02 87.41 132.02
1190 51.92 45.09 202.52 83.83 133.95
1191 51.84 58.80 199.97 71.64 149.00
1192 51.95 85.65 119.28 41.08 100.56
1193 51.93 14.63 173.81 58.70 85.88
1194 52.04 35.10 201.48 73.69 119.59
1195 52.14 55.66 207.34 73.53 144.52
1196 52.28 19.76 181.51 55.86 92.85
1197 52.30 22.20 193.00 50.34 98.34
1198 52.23 12.10 163.28 53.03 90.66
1199 52.37 29.06 193.23 65.29 112.61
1200 52.43 51.55 210.48 58.83 154.36
1201 52.45 67.04 188.77 48.35 158.33
1202 52.48 79.80 144.36 30.76 107.66
1203 52.42 70.96 176.89 46.12 127.48
1204 52.55 46.97 203.12 51.20 147.85
1205 52.52 76.31 158.94 39.25 134.61
1206 52.59 37.39 205.57 62.28 126.40
1207 52.55 64.95 188.29 53.91 155.86
1208 52.62 10.35 160.75 40.37 91.49
1209 52.57 32.80 193.41 65.16 134.22
1210 52.70 26.80 193.64 43.54 106.71
1211 52.65 60.14 211.46 58.38 173.41
1212 52.66 62.76 194.18 52.25 143.57
1213 52.83 88.59 113.57 29.34 101.75
1214 52.75 17.07 177.13 36.94 87.28
1215 52.74 42.35 214.17 52.61 130.52
1216 52.81 39.70 219.48 56.20 137.95
1217 52.91 24.36 193.02 35.65 104.25
1218 52.83 49.37 205.68 47.32 134.55
1219 52.87 57.81 188.12 37.81 151.51
1220 52.92 73.77 171.32 39.31 139.89
1221 52.97 82.40 129.19 25.99 113.32
1222 52.98 7.26 162.89 29.74 88.61
1223 53.03 44.75 211.30 47.57 147.64
1224 52.97 68.94 194.06 42.76 153.92
1225 53.03 91.39 108.59 20.60 91.87
1226 53.26 53.52 199.36 46.67 150.73
1227 53.11 14.16 168.28 32.84 86.72
1228 53.16 35.39 205.12 40.92 132.42
1229 53.22 85.38 123.14 24.51 106.00
1230 53.22 55.74 199.92 36.92 157.98
1231 53.33 30.90 197.75 37.67 133.38
1232 53.40 4.80 132.86 18.83 79.88
1233 53.51 19.72 185.40 29.67 111.96
1234 53.49 22.17 188.24 29.61 114.88
1235 53.47 77.74 157.57 28.07 114.47
1236 53.57 71.31 182.63 31.07 156.22
1237 53.58 28.55 202.93 30.66 108.37
1238 53.60 51.41 210.02 37.26 147.61
1239 53.54 61.09 203.10 38.25 172.67
1240 53.70 64.85 190.76 31.84 148.97
1241 53.69 66.94 192.84 31.71 145.93
1242 53.64 2.17 57.96 6.33 35.32
1243 53.70 11.10 178.65 25.87 99.74
1244 53.66 40.93 208.38 41.08 149.62
1245 53.67 46.93 198.84 35.85 143.05
1246 53.79 8.82 163.28 22.33 102.97
1247 53.74 33.19 197.50 32.81 128.48
1248 53.82 37.95 206.67 37.20 140.96
