#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
nb12 14A 4 even-skipped Kruppel giant
166 15.01 66.82 16.56 19.53 68.94
167 15.32 32.52 17.97 16.75 42.52
168 15.15 57.29 19.63 21.55 76.06
169 15.14 37.77 16.11 18.52 53.63
170 15.34 54.77 18.63 21.01 76.28
171 15.44 71.71 16.72 15.13 72.17
172 15.55 25.89 15.94 14.20 32.22
173 15.54 34.96 18.20 17.80 50.00
174 15.61 21.84 14.93 10.95 29.00
175 15.69 44.05 18.86 20.68 94.33
176 15.75 52.26 19.55 22.67 90.09
177 15.88 46.42 18.26 22.34 106.97
178 15.76 38.21 17.00 20.14 64.30
179 15.95 40.44 19.02 21.09 78.49
180 15.96 62.76 19.64 20.83 80.57
181 15.97 64.85 19.26 21.30 78.03
182 16.10 67.30 19.58 20.63 78.69
183 16.19 30.15 17.01 15.62 47.26
184 16.07 49.63 21.05 21.43 112.78
185 16.25 58.79 20.21 20.72 87.30
186 16.33 69.66 19.58 19.44 83.45
187 16.48 24.05 16.49 14.05 41.97
188 16.44 75.01 16.90 14.74 70.79
189 16.51 42.49 18.77 21.02 102.60
190 16.53 27.99 17.59 14.67 50.77
191 16.56 60.98 21.44 21.99 90.80
192 16.56 36.66 18.66 19.52 77.15
193 16.54 56.51 19.80 22.42 90.49
194 16.24 65.74 18.77 17.85 85.77
195 16.72 32.27 17.76 17.03 65.00
196 16.69 54.02 18.69 22.52 105.83
197 16.90 34.48 17.75 18.34 72.36
198 16.87 72.34 20.42 18.45 87.01
199 16.92 47.88 20.23 20.89 129.71
200 17.12 38.65 18.85 20.10 105.23
201 17.06 45.11 20.07 21.37 124.27
202 16.80 21.35 15.31 10.54 46.27
203 17.07 51.51 19.40 21.64 128.10
204 17.31 26.19 16.66 13.53 61.56
205 17.34 64.17 20.73 21.08 92.26
206 17.45 40.80 20.39 21.43 123.30
207 17.42 22.00 15.40 11.61 51.48
208 17.56 67.15 21.64 19.25 88.69
209 17.46 59.08 20.45 22.33 97.88
210 17.70 69.97 22.38 19.86 96.57
211 17.42 74.28 17.87 16.00 88.70
212 17.83 28.84 17.96 15.31 77.02
213 17.82 43.04 19.28 20.60 136.66
214 17.92 31.37 17.30 14.82 87.82
215 17.88 49.84 19.97 22.20 145.56
216 17.84 57.06 21.35 22.70 105.70
217 17.87 61.93 22.20 21.38 98.08
218 17.95 77.09 20.75 15.93 88.49
219 17.88 54.61 21.85 21.95 117.10
220 18.03 36.57 19.08 19.16 110.06
221 18.10 24.15 17.43 13.01 70.15
222 17.96 59.95 20.63 22.49 99.59
223 18.10 47.34 19.79 22.21 147.38
224 18.25 34.02 19.22 18.09 112.63
225 18.07 74.70 20.06 16.60 88.13
226 18.35 72.01 23.47 19.34 99.61
227 18.34 52.28 21.82 22.15 140.25
228 18.51 45.24 22.25 21.11 148.69
229 18.60 39.13 20.82 20.70 139.42
230 18.91 41.14 22.10 22.81 166.97
231 18.86 26.82 17.77 14.21 94.50
232 18.88 63.26 24.54 22.42 108.03
233 18.84 65.60 22.64 20.63 100.05
234 18.88 68.28 24.27 19.16 104.59
235 18.95 21.64 15.97 11.85 80.90
236 18.95 58.40 23.50 22.43 119.38
237 19.10 29.56 19.46 15.74 113.93
238 19.10 43.40 20.80 22.33 158.78
239 19.03 48.98 21.86 21.10 161.65
240 19.06 55.88 22.07 21.62 132.15
241 19.23 18.84 14.53 10.21 84.95
242 19.18 60.77 24.04 23.22 120.04
243 19.33 75.93 27.18 18.47 113.52
244 19.20 32.19 18.36 18.15 126.20
245 19.37 37.49 18.56 19.25 147.52
246 19.46 35.22 20.31 17.34 138.67
247 19.37 53.62 23.08 22.71 142.83
248 19.51 51.11 21.94 22.92 159.49
249 19.40 73.98 29.37 19.20 121.55
250 19.52 78.11 29.59 16.81 118.50
251 19.55 46.74 21.80 22.95 163.19
252 19.60 71.69 27.84 19.39 115.82
253 19.56 24.55 18.60 12.43 106.29
254 19.94 66.32 29.42 21.50 128.92
255 20.14 39.28 22.33 22.64 175.33
256 20.18 44.76 22.19 22.00 170.34
257 20.12 42.26 20.78 21.99 167.69
258 20.10 63.62 27.67 22.04 129.92
259 20.12 69.27 31.80 19.57 132.71
260 20.20 27.96 18.42 14.83 132.58
261 20.16 58.90 26.31 22.60 140.22
262 20.19 48.82 23.43 23.46 173.28
263 20.32 33.48 20.24 18.80 158.44
264 20.26 55.39 27.13 22.24 154.47
265 20.49 22.53 16.95 12.34 120.00
266 20.51 30.77 20.03 16.89 148.99
267 20.48 61.40 28.88 22.29 141.05
268 20.53 52.77 24.90 24.06 166.26
269 20.55 19.97 16.04 12.28 122.40
270 20.72 36.92 20.62 19.78 170.74
271 20.78 74.45 33.77 19.18 133.66
272 20.69 18.35 15.59 10.07 120.78
273 20.91 25.49 19.69 13.70 132.71
274 20.91 47.05 25.07 22.18 181.53
275 20.93 50.37 24.02 22.78 186.65
276 20.87 77.73 36.23 17.50 133.19
277 20.99 40.93 22.08 21.82 180.26
278 20.91 57.33 26.24 23.62 167.84
279 21.19 65.46 36.26 21.67 154.57
280 21.14 68.11 37.44 21.70 150.36
281 21.25 71.62 42.30 20.28 142.19
282 21.37 43.21 22.55 22.15 179.07
283 21.50 35.27 21.72 20.07 171.26
284 21.36 63.02 35.13 22.17 159.25
285 21.42 80.57 43.94 18.44 158.13
286 21.47 32.66 20.98 18.41 172.24
287 21.50 45.27 24.93 24.52 188.68
288 21.48 28.66 18.83 16.01 155.88
289 21.44 54.39 28.65 23.40 183.45
290 21.53 59.60 34.67 22.55 173.06
291 21.71 39.37 23.77 22.60 189.72
292 21.70 51.91 27.08 24.74 195.84
293 21.85 21.00 19.23 12.29 139.34
294 21.80 75.94 45.05 20.30 157.17
295 21.86 48.57 27.61 23.90 192.51
296 22.01 18.14 16.87 11.21 140.64
297 22.03 23.88 19.26 13.30 142.69
298 21.91 56.85 32.51 23.81 187.82
299 22.27 30.88 21.30 17.20 183.52
300 22.21 37.66 22.71 20.60 196.96
301 22.23 26.85 20.54 14.75 147.42
302 22.14 69.37 57.01 21.09 172.16
303 22.26 41.75 25.47 22.41 188.21
304 22.25 61.55 44.15 25.30 188.25
305 21.98 79.32 50.33 16.92 173.17
306 22.41 73.39 55.51 22.59 172.20
307 22.37 66.72 54.27 22.70 179.33
308 22.52 46.44 28.02 22.11 198.71
309 22.41 64.22 52.37 24.32 185.48
310 22.44 78.27 48.04 19.82 159.08
311 22.62 50.50 30.61 22.96 208.20
312 22.63 33.75 23.03 17.21 172.44
313 22.55 54.93 35.52 22.57 204.32
314 22.73 44.15 27.15 22.57 202.77
315 22.46 81.44 47.88 15.88 134.28
316 22.79 52.71 33.86 25.10 211.96
317 22.74 58.56 43.39 24.28 195.76
318 22.97 36.04 23.85 20.50 186.57
319 23.17 28.87 20.76 14.87 170.51
320 23.04 70.84 66.32 23.46 184.28
321 23.11 39.60 26.42 21.22 186.70
322 23.08 80.83 52.42 19.00 147.44
323 23.08 48.53 32.22 24.79 219.61
324 23.11 83.91 50.12 16.83 137.61
325 23.18 75.98 58.48 21.27 160.19
326 23.25 16.68 19.06 10.07 133.77
327 23.24 22.13 20.72 12.33 152.86
328 23.20 25.55 19.91 14.39 158.29
329 23.40 19.32 19.64 12.05 145.37
330 23.31 60.54 56.80 23.01 205.81
331 23.43 56.52 45.73 23.51 216.59
332 23.43 62.94 70.79 25.02 215.98
333 23.53 32.16 23.87 16.91 174.14
334 23.40 41.87 27.67 22.37 197.35
335 23.42 68.14 75.72 23.95 198.36
336 23.53 65.47 71.49 24.03 200.79
337 23.85 37.54 25.24 19.86 187.06
338 23.71 54.09 44.19 23.75 228.53
339 23.76 46.64 31.99 23.70 218.38
340 23.84 51.52 39.94 23.29 220.96
341 23.84 78.52 57.01 18.95 160.16
342 23.90 73.17 65.67 20.97 172.19
343 24.02 34.75 24.20 16.80 181.18
344 23.94 44.14 30.07 22.93 214.61
345 24.10 49.42 37.40 24.83 227.46
346 24.16 58.59 68.68 23.74 222.31
347 23.87 82.22 57.78 18.59 162.08
348 24.29 23.83 21.70 12.91 162.33
349 23.93 30.40 25.04 15.76 176.64
350 24.37 26.53 22.74 14.91 155.94
351 24.23 70.11 76.93 21.64 181.56
352 24.34 39.75 28.23 22.72 193.98
353 24.45 61.49 86.09 24.93 228.84
354 24.66 28.80 23.69 16.35 175.29
355 24.60 42.27 29.90 22.56 214.00
356 24.70 64.26 90.57 23.89 218.20
357 24.58 66.93 92.91 26.47 208.00
358 24.70 75.48 71.57 21.57 171.55
359 24.58 17.44 21.71 10.93 144.30
360 24.62 55.78 65.78 24.06 232.06
361 24.84 80.56 61.46 20.37 155.31
362 24.46 82.87 59.16 19.73 141.50
363 24.71 20.74 23.27 12.47 162.44
364 24.52 30.92 22.84 18.09 169.13
365 24.74 53.08 55.61 24.81 231.72
366 24.78 45.66 34.34 23.25 227.00
367 24.96 33.07 27.15 17.58 182.20
368 25.00 47.96 40.60 23.07 229.03
369 24.93 14.04 18.07 9.15 128.09
370 25.07 36.17 28.57 20.41 183.01
371 25.13 50.64 50.86 24.81 234.07
372 25.26 71.49 92.40 23.18 190.67
373 25.31 38.29 32.49 21.68 199.07
374 25.29 57.55 95.49 25.06 235.76
375 25.40 60.02 107.76 24.20 226.27
376 25.23 78.65 72.52 21.22 173.30
377 25.44 69.00 99.62 24.52 203.23
378 25.49 73.67 90.80 21.80 194.51
379 25.48 40.60 35.61 22.46 220.03
380 25.54 25.28 25.62 14.79 172.30
381 25.76 22.87 24.82 13.46 163.66
382 25.59 77.45 67.88 22.78 174.84
383 25.71 30.44 28.07 17.25 173.10
384 25.62 42.92 39.05 23.69 226.29
385 25.66 62.47 111.95 27.33 233.57
386 25.74 83.04 59.53 18.40 140.31
387 25.68 44.97 39.69 23.05 223.17
388 25.75 54.63 82.51 26.33 234.80
389 25.79 27.87 27.26 15.09 168.65
390 25.83 16.38 23.72 9.84 143.95
391 25.81 19.21 23.24 11.89 155.52
392 25.88 52.41 78.44 25.04 241.60
393 25.74 66.63 126.91 25.36 228.20
394 26.05 34.89 30.72 19.97 190.17
395 26.04 47.21 53.94 23.81 236.89
396 26.32 49.32 62.69 24.19 234.51
397 26.31 64.65 118.68 25.32 227.31
398 26.24 32.82 28.94 19.04 188.95
399 26.24 75.81 85.54 21.90 180.92
400 26.48 13.69 26.20 10.12 133.29
401 26.28 58.46 121.51 25.15 237.32
402 26.46 36.94 39.08 20.26 205.80
403 26.48 56.17 116.90 25.66 233.72
404 26.40 79.91 60.94 21.32 145.72
405 26.49 39.07 38.88 19.89 212.39
406 26.55 70.34 104.53 23.43 206.91
407 26.60 41.38 46.39 22.12 224.91
408 26.79 21.79 30.92 14.17 163.97
409 26.77 43.64 52.01 23.53 228.85
410 26.78 84.89 55.15 18.87 125.19
411 26.79 60.49 139.22 24.96 236.68
412 26.73 73.18 100.97 23.80 191.99
413 26.78 25.64 30.90 14.65 168.66
414 26.79 45.86 55.96 22.60 229.75
415 26.81 51.10 86.85 25.57 243.19
416 26.83 67.46 117.16 24.17 228.29
417 26.93 30.88 34.44 17.60 182.13
418 27.01 62.58 130.83 25.78 231.31
419 27.13 28.55 36.01 16.22 174.34
420 27.03 53.58 105.95 25.27 235.62
421 27.11 19.08 33.44 12.18 156.95
422 27.22 16.27 35.15 10.81 147.14
423 27.35 77.20 73.69 23.48 173.35
424 27.19 82.70 67.82 22.40 148.03
425 27.35 35.36 40.59 20.40 196.64
426 27.36 48.19 85.86 23.84 237.04
427 27.37 58.15 132.68 27.01 239.64
428 27.49 32.96 40.63 18.61 194.00
429 27.61 65.54 114.47 25.45 221.25
430 27.66 37.93 53.98 20.32 221.52
431 27.68 40.39 62.87 21.51 227.42
432 27.70 24.50 39.46 14.71 178.30
433 27.64 55.68 144.26 25.43 237.61
434 27.76 68.83 109.89 24.02 213.19
435 27.72 80.08 65.71 22.64 153.16
436 27.83 71.39 94.85 22.91 192.75
437 27.80 74.24 87.23 24.98 186.72
438 27.97 86.10 51.06 20.45 108.08
439 27.93 14.06 46.64 8.44 142.86
440 27.85 42.66 72.18 20.81 230.27
441 27.83 45.25 80.41 23.55 234.06
442 27.81 51.21 140.41 26.06 243.89
443 28.11 22.28 47.60 14.76 175.64
444 28.13 26.94 45.42 15.67 182.64
445 28.07 63.25 126.66 25.45 238.79
446 28.17 30.48 45.68 17.25 182.67
447 28.06 60.24 135.88 25.86 235.84
448 27.97 82.80 52.59 20.29 109.32
449 28.26 53.39 147.12 25.24 236.59
450 28.24 19.25 54.73 11.79 172.91
451 28.37 47.29 119.67 24.33 238.04
452 28.53 49.49 135.35 25.16 242.06
453 28.49 16.98 60.54 11.01 157.00
454 28.43 57.41 151.55 26.52 244.77
455 28.57 33.03 60.89 20.20 212.57
456 28.57 35.28 63.69 20.39 209.51
457 28.71 67.05 98.19 25.64 220.84
458 28.77 78.22 60.97 24.97 149.16
459 28.68 39.78 88.16 22.62 234.78
460 28.75 75.62 75.61 24.34 177.61
461 28.61 20.39 52.33 12.06 166.12
462 28.72 37.40 81.20 21.16 230.46
463 28.65 84.27 57.62 23.76 109.12
464 28.82 55.32 153.98 24.82 243.29
465 28.96 28.74 69.32 17.32 202.98
466 28.85 43.23 112.45 23.85 237.02
467 28.92 24.80 66.44 14.60 185.42
468 28.94 81.16 56.44 23.38 121.86
469 29.04 64.47 104.09 25.55 229.37
470 28.98 69.69 92.71 26.67 207.57
471 29.02 61.75 125.26 26.83 234.17
472 29.02 72.80 77.74 26.21 182.85
473 29.19 11.82 80.17 8.72 147.06
474 29.07 45.41 124.11 22.16 234.95
475 29.13 51.50 156.05 26.78 239.87
476 29.18 14.55 82.43 11.10 148.66
477 29.20 58.91 123.13 24.73 232.38
478 29.40 41.49 119.62 23.31 238.61
479 29.12 87.52 51.38 21.60 83.15
480 29.46 31.05 90.41 19.07 217.40
481 29.11 82.99 49.00 21.21 99.11
482 29.47 22.15 84.59 14.15 183.21
483 29.54 47.85 141.77 22.84 242.08
484 29.66 26.92 90.42 16.41 203.58
485 29.50 18.71 87.27 12.65 171.16
486 29.62 38.65 121.11 23.04 234.51
487 29.70 53.78 141.55 26.46 238.31
488 29.70 33.31 101.25 19.30 216.52
489 29.73 36.19 113.46 20.54 224.00
490 29.86 56.24 115.41 25.64 238.89
491 29.94 16.95 99.83 11.58 161.37
492 29.75 20.05 83.61 12.61 160.91
493 29.93 66.11 87.52 25.86 219.63
494 29.81 87.71 52.31 25.72 71.61
495 30.01 49.95 148.29 25.26 245.43
496 29.97 71.07 74.70 26.15 183.49
497 29.97 44.07 134.58 22.00 235.09
498 29.99 76.09 64.82 25.79 150.34
499 30.05 79.15 54.89 24.85 115.13
500 30.21 82.78 53.88 27.01 88.88
501 30.17 60.53 104.04 25.98 231.78
502 30.18 62.78 101.74 26.66 231.78
503 30.22 68.57 78.04 26.74 188.90
504 30.26 24.72 111.46 15.30 202.75
505 30.31 29.24 123.01 17.76 214.24
506 30.33 46.30 150.84 25.57 241.31
507 30.45 73.39 63.22 27.64 170.45
508 30.38 40.42 146.36 23.97 236.70
509 30.38 52.14 127.62 26.07 239.14
510 30.31 58.30 101.47 27.24 236.71
511 30.40 14.36 111.97 10.12 155.39
512 30.28 11.03 108.86 8.53 149.25
513 30.49 34.49 133.62 22.02 228.71
514 30.69 42.48 145.55 25.86 240.87
515 30.71 38.29 151.80 20.76 232.58
516 30.75 22.32 130.02 14.77 183.55
517 30.84 31.66 127.96 18.73 222.09
518 30.83 64.31 93.68 28.20 227.05
519 30.88 11.98 114.25 9.76 164.33
520 30.84 48.43 153.82 25.07 243.06
521 30.90 19.62 123.26 11.82 176.44
522 30.96 54.88 102.34 25.82 233.13
523 30.75 85.89 60.89 26.18 65.31
524 31.11 26.84 138.87 17.68 212.03
525 31.18 36.09 149.21 21.40 228.51
526 31.22 44.80 141.57 25.58 242.58
527 31.20 66.77 77.21 28.02 203.73
528 31.25 77.59 57.38 27.98 106.00
529 31.18 57.20 96.29 25.04 230.04
530 31.17 80.74 57.62 29.45 93.51
531 31.25 71.23 66.10 28.32 160.97
532 31.36 17.02 131.39 12.74 170.57
533 31.33 50.38 124.87 25.74 241.01
534 31.30 74.85 58.36 27.67 123.40
535 31.13 88.95 63.33 28.73 46.13
536 31.33 59.94 86.06 25.74 222.17
537 31.51 68.98 72.32 29.22 178.24
538 31.61 86.81 72.91 31.47 45.17
539 31.49 52.47 96.45 26.44 235.27
540 31.53 33.85 155.93 22.10 227.36
541 31.20 53.70 106.25 24.00 244.25
542 31.48 29.27 139.46 19.17 220.87
543 31.68 62.19 75.34 26.14 200.37
544 31.70 24.38 143.80 15.82 201.38
545 31.66 40.39 142.06 22.83 236.05
546 31.73 10.49 114.33 9.31 146.58
547 31.65 14.42 129.69 11.55 172.27
548 31.69 46.95 129.45 24.00 238.90
549 31.76 37.95 155.27 22.42 233.00
550 31.85 42.71 127.78 24.49 237.84
551 32.05 21.81 143.79 13.92 198.50
552 31.90 64.87 72.47 27.50 193.13
553 32.14 73.15 60.90 30.78 127.88
554 32.15 32.03 124.31 18.04 217.34
555 32.15 55.97 84.03 24.85 215.85
556 32.43 89.83 73.20 37.93 31.49
557 32.33 19.23 140.61 13.48 183.41
558 32.23 58.20 75.64 25.95 212.79
559 32.38 48.94 111.96 24.51 230.85
560 32.35 81.43 71.00 33.82 61.95
561 32.40 53.75 84.24 26.94 217.99
562 32.45 78.52 69.72 32.24 66.09
563 32.33 80.02 74.29 34.79 65.34
564 32.46 27.05 151.74 17.92 213.74
565 32.53 29.82 130.12 17.00 212.93
566 32.44 45.17 121.88 24.49 236.94
567 32.48 70.46 60.66 30.69 126.44
568 32.63 12.99 123.82 11.07 173.24
569 32.61 36.55 133.25 21.73 219.79
570 32.51 67.61 66.29 29.23 151.35
571 32.53 75.93 69.38 31.88 89.57
572 32.57 51.20 88.41 27.73 223.72
573 32.73 34.35 139.92 22.18 225.37
574 32.71 60.24 68.46 27.91 195.96
575 32.83 15.85 131.40 12.24 175.71
576 32.73 38.96 142.14 23.26 234.59
577 32.75 63.16 65.62 28.05 170.93
578 32.97 41.19 112.98 21.78 227.76
579 32.91 24.16 151.70 16.91 202.25
580 33.07 10.27 104.39 9.55 159.72
581 33.07 43.38 114.90 24.69 238.51
582 33.08 47.01 98.85 25.83 230.43
583 33.18 84.08 85.81 34.87 34.47
584 33.11 65.58 63.96 29.59 151.46
585 32.91 88.23 70.40 33.20 25.60
586 33.42 21.16 129.90 14.08 188.69
587 33.27 31.99 127.09 19.86 222.50
588 33.32 55.45 74.96 25.89 182.46
589 33.27 72.67 64.01 36.48 89.36
590 33.37 57.91 67.61 26.44 183.48
591 33.45 18.00 127.54 14.09 181.14
592 33.60 87.16 83.06 39.83 28.87
593 33.62 7.77 79.63 8.49 119.38
594 33.54 28.68 134.15 17.98 206.68
595 33.50 80.87 91.23 40.00 45.20
596 33.55 52.96 76.32 27.84 202.61
597 33.53 77.87 88.66 35.68 52.33
598 33.65 61.36 64.28 28.70 179.78
599 33.59 69.93 62.40 33.67 102.07
600 33.74 26.00 143.47 17.91 209.07
601 33.91 48.70 82.94 27.60 209.68
602 33.76 50.72 82.54 26.14 210.26
603 33.77 67.70 67.65 30.99 113.13
604 33.79 36.46 114.47 22.43 226.86
605 33.87 44.73 100.05 25.39 225.10
606 33.84 75.07 83.44 35.47 59.38
607 33.82 39.12 107.34 22.23 223.04
608 33.92 12.95 103.30 11.19 158.02
609 33.94 63.58 61.08 29.48 137.85
610 33.95 34.10 120.68 22.42 218.79
611 34.05 90.24 78.23 42.35 20.69
612 34.17 23.60 120.17 15.70 190.26
613 34.18 31.01 115.65 19.56 218.00
614 34.22 42.28 90.73 24.13 221.83
615 34.33 15.87 103.08 11.51 167.67
616 34.35 46.62 85.41 27.32 222.42
617 34.37 59.51 62.44 29.40 151.41
618 34.40 56.87 65.22 28.28 160.84
619 34.39 65.65 63.10 31.20 104.42
620 34.37 72.19 78.69 36.56 64.86
621 34.40 9.94 75.07 8.93 144.53
622 34.45 19.01 105.95 14.61 177.38
623 34.47 54.50 74.49 29.57 181.60
624 34.32 84.74 93.38 43.20 28.26
625 34.57 79.34 98.95 43.05 35.58
626 34.75 81.61 95.15 42.84 30.42
627 34.61 27.84 112.80 20.24 207.65
