#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk14 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
613 32.77 26.63 140.00 28.06 193.58
614 32.72 45.89 143.12 40.73 218.99
615 32.86 12.17 108.58 18.31 139.35
616 32.82 51.54 128.61 43.49 209.54
617 32.78 63.80 75.40 39.25 179.36
618 32.66 83.46 70.63 35.70 53.02
619 32.93 66.02 71.64 44.14 160.28
620 33.01 88.95 77.69 35.00 24.80
621 32.97 24.07 132.39 26.21 184.33
622 32.90 32.75 136.83 32.21 200.63
623 33.02 55.95 96.49 41.90 195.02
624 33.08 35.25 148.94 33.34 206.80
625 33.18 21.74 135.50 24.64 176.20
626 33.19 49.49 123.30 44.08 214.70
627 33.19 61.31 80.16 41.08 180.17
628 33.05 14.27 120.57 17.77 161.70
629 33.23 68.42 66.93 40.46 126.83
630 33.28 37.33 143.92 37.91 211.83
631 33.32 39.71 139.61 36.78 212.85
632 33.37 57.87 88.20 42.47 189.35
633 33.29 71.09 69.19 40.04 119.83
634 33.32 73.89 67.23 39.67 104.84
635 33.08 84.48 74.10 41.15 55.00
636 33.48 42.17 126.97 36.36 210.85
637 33.50 44.52 120.56 39.81 214.14
638 33.57 86.05 90.51 39.65 33.68
639 33.47 79.61 68.57 39.98 68.08
640 33.57 19.24 118.82 23.33 161.78
641 33.42 15.19 102.37 20.83 141.49
642 33.52 76.85 66.71 40.47 85.87
643 33.60 82.29 79.96 39.46 51.73
644 33.75 28.32 116.58 30.75 193.14
645 33.72 8.04 84.41 15.25 114.92
646 33.75 47.53 113.16 40.85 209.15
647 33.84 30.53 118.18 32.46 190.69
648 33.79 64.29 67.27 40.40 146.62
649 33.93 25.59 110.52 27.52 179.10
650 33.87 33.21 127.66 35.02 193.61
651 33.92 54.56 92.85 45.74 193.74
652 34.09 16.72 105.74 21.59 155.97
653 33.96 51.06 92.43 43.54 197.55
654 34.22 10.72 86.52 17.24 126.01
655 34.11 59.66 71.26 42.84 150.64
656 34.18 66.50 63.74 40.47 105.61
657 34.28 62.19 64.58 43.43 138.43
658 34.28 89.20 85.79 46.40 18.30
659 34.26 72.20 68.02 41.58 95.54
660 34.48 34.96 100.52 34.22 195.99
661 34.32 38.98 111.31 38.62 197.82
662 34.28 90.66 71.05 45.32 16.32
663 34.47 13.51 90.83 19.51 136.28
664 34.50 36.97 107.93 36.42 198.01
665 34.41 56.90 70.08 43.46 162.66
666 34.39 68.98 68.81 42.84 98.60
667 34.38 21.75 100.97 25.78 164.79
668 34.63 52.73 77.22 43.20 181.39
669 34.45 75.00 77.50 41.68 70.44
670 34.61 46.18 96.99 40.27 195.78
671 34.68 40.99 92.63 36.69 191.70
672 34.56 43.46 95.64 38.68 202.96
673 34.52 77.73 77.31 42.75 60.24
674 34.76 48.85 87.98 41.22 188.94
675 34.75 80.73 93.07 44.97 42.59
676 34.86 83.71 101.26 45.69 33.18
677 34.92 24.05 84.14 24.60 146.06
678 34.87 86.72 107.49 45.40 24.84
679 34.85 32.01 105.77 33.53 186.76
680 34.90 18.92 89.67 21.66 148.72
681 34.95 8.18 58.40 16.74 100.29
682 34.97 26.70 82.51 29.87 157.89
683 35.03 29.19 97.28 30.37 173.70
684 34.97 64.24 65.55 43.55 109.09
685 35.07 54.83 68.72 46.52 159.82
686 35.19 58.43 66.12 44.98 130.85
687 35.15 70.65 76.91 50.12 77.27
688 35.22 60.75 61.49 45.19 117.60
689 35.33 16.05 73.38 21.38 133.25
690 35.32 50.69 77.02 44.37 169.63
691 35.31 73.19 87.08 44.39 61.17
692 35.31 66.41 77.42 44.73 93.78
693 35.47 91.59 63.90 49.69 11.53
694 35.54 38.91 78.12 38.87 176.71
695 35.50 44.74 77.10 42.86 176.47
696 35.51 89.11 95.09 56.41 16.95
697 35.57 21.23 81.32 24.75 143.25
698 35.67 68.57 87.01 48.72 66.88
699 35.68 75.79 101.56 47.81 45.91
700 35.48 78.32 103.37 45.51 36.91
701 35.65 34.23 77.66 36.78 167.07
702 35.75 10.88 56.95 18.12 102.79
703 35.58 36.55 79.72 37.75 177.96
704 35.71 42.08 70.09 39.79 166.99
705 35.80 47.75 76.56 41.44 154.42
706 35.78 62.59 70.76 51.84 92.62
707 35.86 12.86 60.38 19.28 115.22
708 35.93 56.15 64.22 46.83 126.14
709 35.86 30.97 72.23 32.63 145.05
710 36.01 53.35 68.57 44.51 135.19
711 36.04 27.85 71.00 31.84 144.35
712 36.09 80.84 109.56 54.47 32.11
713 36.07 25.58 70.87 30.85 135.16
714 36.08 18.99 65.65 24.49 127.06
715 36.22 23.34 66.03 28.46 135.79
716 36.18 83.34 103.01 54.42 25.54
717 36.27 8.00 45.46 16.24 85.37
718 36.26 64.54 82.24 52.34 70.45
719 36.28 86.76 106.15 59.17 20.78
720 36.27 58.73 70.83 50.34 104.74
721 36.18 71.19 99.00 51.60 51.12
722 36.35 17.92 58.40 23.82 118.35
723 36.34 51.04 68.41 45.29 140.44
724 36.42 60.66 74.72 50.46 80.63
725 36.44 66.70 95.89 52.89 60.72
726 36.50 40.24 65.42 38.15 147.98
727 36.52 45.55 69.58 45.16 139.38
728 36.54 33.02 67.39 38.36 132.14
729 36.52 73.81 100.06 50.79 40.54
730 36.63 92.89 45.21 57.98 7.42
731 36.68 43.11 67.34 42.67 144.01
732 36.73 15.95 52.09 21.94 105.20
733 36.61 36.85 66.10 41.06 144.52
734 36.78 90.10 83.75 64.47 13.81
735 36.81 21.00 59.76 27.29 111.26
736 37.00 28.91 60.34 33.49 115.90
737 36.96 49.41 73.66 45.01 111.74
738 36.83 69.06 107.98 52.51 47.76
739 36.88 76.95 115.58 55.87 31.16
740 37.03 30.99 60.12 34.84 109.28
741 36.94 62.60 94.25 56.07 61.30
742 37.12 34.89 62.32 40.58 115.47
743 37.04 47.30 73.16 46.89 119.06
744 36.95 57.06 80.44 53.44 94.41
745 37.19 10.15 44.79 19.44 79.55
746 37.05 12.31 48.75 20.61 86.99
747 37.09 54.79 69.07 49.59 96.84
748 37.15 13.84 43.87 22.28 79.47
749 37.21 26.14 55.53 31.78 111.63
750 37.30 38.69 65.02 39.31 112.98
751 37.21 52.64 70.40 49.28 107.38
752 37.22 81.60 113.31 68.02 26.41
753 37.36 84.91 111.20 68.54 21.28
754 37.30 71.71 110.52 61.56 38.69
755 37.38 23.53 55.01 30.97 107.61
756 37.35 59.47 91.16 51.57 64.52
757 37.50 18.45 48.25 24.68 82.88
758 37.60 7.39 37.98 18.60 64.83
759 37.59 41.34 66.91 43.04 110.70
760 37.60 64.21 111.28 58.82 47.86
761 37.52 66.57 117.22 62.16 43.67
762 37.77 78.81 124.49 68.91 25.29
763 37.64 44.03 70.51 44.85 102.98
764 37.69 74.07 132.41 66.78 35.64
765 37.78 32.76 58.67 38.36 94.34
766 37.89 36.73 64.23 41.81 92.16
767 37.93 50.90 88.70 49.00 80.55
768 37.96 61.54 108.20 58.42 44.18
769 37.99 16.01 48.17 25.08 75.45
770 37.92 69.40 127.24 64.59 36.60
771 38.02 93.21 42.24 72.95 7.57
772 37.94 20.71 55.51 27.86 82.05
773 38.10 87.38 97.81 83.71 17.61
774 38.07 46.04 85.62 49.63 90.58
775 37.90 56.96 99.31 56.59 63.35
776 38.08 90.46 85.06 87.10 13.11
777 38.03 48.58 84.31 48.96 82.04
778 38.06 27.70 60.78 35.03 84.57
779 38.19 30.13 61.13 39.78 80.13
780 38.20 76.12 127.22 75.51 27.57
781 38.33 13.46 43.56 24.72 64.25
782 38.23 54.68 101.22 53.17 65.32
783 38.35 24.80 56.22 35.33 80.43
784 38.35 34.69 61.64 44.96 75.79
785 38.37 9.74 41.29 22.53 56.22
786 38.36 39.17 70.72 46.47 83.51
787 38.49 52.67 101.38 56.42 67.93
788 38.40 81.12 113.64 75.96 22.76
789 38.55 11.21 39.16 22.03 54.61
790 38.45 59.27 119.52 58.51 44.91
791 38.52 71.91 127.07 74.55 27.90
792 38.69 84.15 104.75 83.59 20.06
793 38.64 22.40 57.51 32.46 63.00
794 38.61 67.48 145.13 77.40 34.21
795 38.74 65.25 136.61 78.14 36.03
796 38.63 41.19 86.97 48.54 75.76
797 38.73 43.26 86.92 49.58 68.26
798 38.85 63.17 132.27 72.37 36.97
799 38.86 7.82 43.12 21.69 47.01
800 38.81 18.90 54.97 29.31 55.81
801 38.81 32.13 63.66 40.05 71.70
802 38.93 37.15 69.57 45.26 60.54
803 39.01 56.68 118.52 62.36 44.03
804 39.06 74.01 129.66 83.59 26.08
805 39.01 47.60 101.53 50.57 55.34
806 39.05 26.21 72.33 35.61 55.00
807 39.05 50.14 102.12 51.59 52.85
808 39.11 69.66 132.39 79.15 27.98
809 39.07 78.07 126.85 89.72 23.07
810 39.11 28.29 70.20 38.20 55.90
811 39.19 45.15 105.15 46.79 56.63
812 39.37 88.96 85.86 105.78 15.58
813 39.21 16.15 52.53 28.00 46.10
814 39.31 61.13 131.43 71.57 34.36
815 39.49 86.41 96.68 100.26 17.68
816 39.41 91.42 62.61 106.43 12.25
817 39.27 34.37 73.70 44.85 51.01
818 39.44 54.43 113.78 65.53 42.40
819 39.53 39.32 98.76 50.80 47.29
820 39.51 58.69 130.05 74.08 35.54
821 39.62 13.87 51.72 27.33 38.52
822 39.53 23.80 74.76 33.17 41.64
823 39.54 30.05 82.05 43.88 46.05
824 39.68 21.12 73.24 34.35 37.80
825 39.64 51.99 120.50 64.44 43.68
826 39.56 10.33 48.94 23.38 34.12
827 39.60 80.96 103.74 100.65 21.02
828 39.78 93.54 34.34 101.06 8.64
829 39.68 41.84 115.59 55.45 45.95
830 39.66 66.70 140.99 88.28 28.33
831 39.79 75.79 117.49 104.25 25.39
832 39.82 71.90 129.54 92.32 24.67
833 39.87 5.86 42.09 20.99 23.27
834 39.55 8.90 51.33 23.67 27.00
835 39.85 36.17 85.62 50.83 41.58
836 39.94 18.56 68.59 34.29 32.42
837 39.85 32.06 94.03 46.06 43.52
838 39.87 83.77 93.56 88.38 19.32
839 40.12 64.53 130.36 95.34 29.38
840 40.09 49.09 117.01 62.88 41.77
841 40.12 46.62 127.55 58.67 40.67
842 40.19 26.14 85.26 39.36 33.13
843 40.23 44.13 122.88 60.61 41.11
844 40.26 56.92 141.67 76.57 33.69
845 40.24 62.54 134.51 92.29 29.64
846 40.23 69.22 131.80 104.96 25.83
847 40.30 78.70 104.26 113.77 21.47
848 40.34 33.84 100.49 50.54 35.57
849 40.38 59.98 139.26 85.97 30.81
850 40.34 12.64 61.15 27.36 24.79
851 40.50 16.03 67.91 33.06 25.95
852 40.47 28.27 89.55 44.76 33.19
853 40.53 11.14 60.22 27.96 23.74
854 40.57 37.93 109.46 58.51 34.84
855 40.38 83.01 93.76 100.85 18.26
856 40.58 53.14 138.82 80.04 33.54
857 40.76 73.79 105.50 113.62 23.38
858 40.65 23.74 97.51 42.18 28.78
859 40.77 40.03 119.53 64.73 35.35
860 40.79 55.04 147.13 79.20 32.72
861 40.75 88.79 79.23 125.23 14.50
862 40.81 8.45 54.84 27.20 19.77
863 40.79 30.57 105.72 49.03 31.88
864 40.86 91.42 65.57 134.87 12.74
865 40.86 42.13 136.96 64.76 34.00
866 40.90 51.18 134.44 77.60 33.53
867 40.79 66.80 116.82 112.16 25.54
868 40.87 86.09 81.27 123.25 17.40
869 40.92 21.11 89.58 42.73 24.03
870 40.95 81.28 88.12 129.04 20.73
871 41.01 76.45 96.50 128.20 22.23
872 40.97 71.07 105.00 119.75 25.47
873 41.04 93.87 29.35 111.86 8.81
874 41.00 35.55 117.77 57.33 30.73
875 40.91 5.14 44.71 21.13 12.90
876 41.20 13.79 66.43 38.01 22.77
877 41.24 18.55 81.62 38.65 23.59
878 41.22 46.71 120.76 70.27 33.43
879 41.24 49.16 129.62 85.65 34.15
880 41.32 61.34 131.08 113.03 28.11
881 41.32 63.63 113.10 114.47 24.61
882 41.36 32.89 117.91 62.63 29.97
883 41.47 59.03 133.12 98.26 28.45
884 41.43 26.27 106.72 53.71 27.01
885 41.42 44.13 127.19 71.79 31.48
886 41.49 56.76 147.45 101.49 28.65
887 41.57 68.71 98.73 140.15 23.25
888 41.54 78.96 86.41 144.44 20.44
889 41.70 28.71 103.72 62.62 25.89
890 41.61 10.56 65.32 34.00 17.81
891 41.67 83.33 73.48 130.33 18.23
892 41.53 5.23 50.91 30.34 13.32
893 41.77 65.69 106.75 131.99 25.67
894 41.74 37.23 118.29 69.08 28.59
895 41.51 11.73 62.20 31.80 16.80
896 41.74 23.40 108.76 51.48 21.19
897 41.89 53.78 136.78 105.70 28.10
898 42.00 16.18 77.84 44.59 17.06
899 42.05 30.75 112.92 66.66 25.62
900 42.08 39.11 124.26 81.38 28.80
901 41.97 41.17 131.64 82.29 29.94
902 42.04 73.13 86.02 150.99 21.76
903 41.99 87.48 69.38 132.01 15.82
904 42.02 71.13 85.64 147.39 22.93
905 42.09 75.37 82.73 150.89 21.61
906 42.14 51.56 133.82 94.73 28.91
907 42.19 20.83 93.47 53.53 19.48
908 42.15 90.45 57.09 138.44 12.40
909 42.13 92.88 43.68 129.54 10.14
910 42.15 34.98 123.58 76.97 27.35
911 42.14 9.54 57.54 34.49 13.32
912 42.38 45.10 131.46 91.52 30.17
913 42.36 47.37 119.96 97.17 27.58
914 42.46 49.53 131.74 97.40 28.72
915 42.36 61.79 114.64 138.92 25.12
916 42.46 80.70 72.42 156.73 20.49
917 42.55 55.83 127.61 124.35 26.57
918 42.39 7.73 60.84 39.71 15.14
919 42.62 18.68 88.41 55.92 16.59
920 42.62 25.10 107.18 72.57 20.43
921 42.53 77.80 74.60 158.80 20.59
922 42.52 14.13 71.09 47.59 16.80
923 42.66 42.96 112.35 97.99 29.24
924 42.58 58.20 118.45 126.93 25.02
925 42.55 63.86 90.17 147.11 24.34
926 42.58 67.34 75.40 158.37 24.62
927 42.67 27.49 110.44 73.42 20.98
928 42.67 32.74 118.99 75.81 24.26
929 42.81 84.68 68.13 145.23 17.31
930 42.75 69.66 73.90 167.93 22.75
931 42.69 12.64 60.63 44.86 15.53
932 43.05 22.69 94.90 68.78 18.74
933 42.98 37.32 103.88 98.00 25.25
934 43.10 10.50 56.53 44.23 14.42
935 43.13 60.02 96.09 151.95 24.50
936 43.08 40.21 107.59 104.24 25.17
937 43.20 65.56 77.23 169.59 22.51
938 43.21 94.05 37.62 135.57 8.45
939 43.26 71.57 70.34 176.03 21.66
940 43.19 86.88 70.69 150.03 16.47
941 43.26 30.75 104.42 95.74 23.04
942 43.22 52.38 130.33 134.53 27.47
943 43.23 74.03 73.46 168.74 21.70
944 43.28 34.79 114.37 99.76 24.46
945 43.42 54.43 111.88 142.67 25.68
946 43.30 16.67 74.09 58.79 16.28
947 43.39 46.29 109.32 122.28 26.29
948 43.51 76.36 71.93 177.91 19.65
949 43.56 89.32 62.39 155.57 14.36
950 43.59 8.56 60.03 51.59 12.35
951 43.39 91.80 52.51 142.45 11.13
952 43.31 11.56 57.21 49.43 14.71
953 43.50 82.00 67.77 163.45 19.18
954 43.62 48.45 107.81 131.16 25.37
955 43.49 62.74 84.34 171.92 23.82
956 43.71 20.08 74.41 78.90 15.78
957 43.74 29.03 91.20 102.72 21.85
958 43.54 78.99 67.77 163.77 19.75
959 43.78 50.49 102.65 141.64 24.51
960 43.65 68.27 68.52 184.46 23.02
961 43.78 13.77 60.94 62.62 14.15
962 43.80 44.37 95.27 127.23 25.54
963 43.63 56.98 95.52 154.00 26.54
964 43.80 26.45 89.30 97.19 19.95
965 43.89 42.38 90.10 121.41 25.51
966 44.16 6.17 52.05 58.16 10.21
967 44.11 24.32 80.52 97.55 17.63
968 44.02 32.84 93.09 114.76 21.83
969 44.06 4.05 40.57 50.82 7.63
970 44.12 38.29 84.01 124.61 23.60
971 44.15 40.54 86.87 133.05 23.96
972 44.13 60.81 79.43 183.76 24.06
973 44.19 36.19 89.98 119.64 24.40
974 44.13 64.88 76.66 184.98 23.22
975 44.37 22.02 72.69 92.39 17.30
976 44.40 58.72 80.54 182.43 24.30
977 44.32 86.24 67.36 150.67 15.99
978 44.38 66.82 72.58 190.34 24.38
979 44.40 69.90 71.34 189.44 22.65
980 44.32 72.46 70.29 181.58 21.90
981 44.50 18.18 63.22 85.05 15.11
982 44.31 52.74 95.01 170.20 24.49
983 44.37 80.54 70.95 171.54 18.50
984 44.44 95.81 25.56 103.61 4.96
985 44.54 11.03 59.12 72.38 12.73
986 44.52 74.71 71.29 187.36 20.87
987 44.62 83.42 71.44 165.60 17.07
988 44.60 46.54 77.53 148.34 25.47
989 44.52 93.04 51.44 146.46 10.02
990 44.59 63.11 70.67 188.54 23.15
991 44.77 30.95 76.13 127.52 21.54
992 44.74 54.68 80.84 172.02 23.68
993 44.66 77.71 70.76 181.23 19.47
994 44.73 90.14 67.63 159.43 14.08
995 44.76 28.15 69.73 121.68 18.09
996 44.69 56.76 77.44 179.12 24.74
997 44.67 12.61 51.49 69.98 12.66
998 44.92 34.42 76.59 137.03 21.95
999 44.84 48.72 79.90 163.88 26.46
1000 44.93 15.37 50.86 87.68 14.66
1001 44.97 44.24 73.47 157.92 24.23
1002 45.11 50.73 76.36 168.71 24.36
1003 45.06 25.84 65.90 124.34 17.06
1004 45.28 4.85 39.00 74.65 7.64
1005 45.16 39.13 66.59 159.10 23.12
1006 45.19 41.48 65.31 154.84 23.48
1007 45.22 67.88 75.03 200.12 22.63
1008 45.15 9.07 44.11 78.73 11.66
1009 45.36 20.50 58.27 120.40 16.22
1010 45.28 61.61 72.44 198.96 24.21
1011 45.29 65.27 85.17 195.53 23.44
1012 45.29 71.60 80.73 200.83 22.01
1013 45.40 88.18 75.49 158.69 16.26
1014 45.46 23.05 56.70 121.98 17.16
1015 45.45 36.49 64.57 150.00 22.50
1016 45.43 59.85 74.75 201.19 24.29
1017 45.44 52.75 72.25 187.87 24.75
1018 45.47 75.76 86.27 197.75 19.96
1019 45.61 32.64 61.34 153.60 21.73
1020 45.53 85.63 79.79 160.16 16.96
1021 45.48 80.62 87.96 177.20 18.54
1022 45.66 7.16 43.28 84.98 10.08
1023 45.77 29.51 64.98 140.24 19.25
1024 45.75 69.54 88.11 198.41 22.43
1025 45.75 94.52 62.39 139.32 8.22
1026 45.73 12.83 45.71 94.33 13.60
1027 45.73 18.11 49.34 111.44 14.05
1028 45.79 58.00 72.10 201.83 24.91
1029 45.76 92.05 76.02 159.68 11.61
1030 45.72 46.35 66.90 173.50 24.25
1031 45.88 73.50 85.23 189.69 21.11
1032 45.81 43.22 61.87 179.48 24.00
1033 45.72 55.74 72.74 194.05 23.84
1034 45.84 63.56 95.16 199.29 22.81
1035 45.83 78.07 89.83 185.23 18.95
1036 45.98 82.96 91.07 175.22 17.15
1037 46.24 10.54 33.71 92.29 11.24
1038 46.08 24.98 53.47 144.90 16.99
1039 46.18 27.33 58.10 144.95 18.00
1040 46.06 48.69 69.70 184.31 26.31
1041 46.14 15.52 44.99 110.45 13.66
1042 46.18 38.32 58.58 175.77 23.23
1043 46.32 40.52 63.10 180.35 23.87
1044 46.20 66.85 92.17 198.92 22.73
1045 46.47 90.11 81.63 149.39 13.35
1046 46.42 9.03 36.04 96.17 10.93
1047 46.35 34.53 63.60 161.56 21.81
1048 46.29 50.80 80.09 189.34 23.38
1049 46.31 53.67 77.34 196.25 23.41
1050 46.49 30.99 57.81 158.82 20.75
1051 46.47 71.23 107.14 203.30 21.84
1052 46.48 61.85 96.13 199.82 22.73
1053 46.58 21.11 44.53 132.86 15.14
1054 46.67 44.71 68.74 188.92 24.49
1055 46.68 59.75 94.39 201.90 23.84
1056 46.59 75.57 102.81 195.70 20.56
1057 46.58 86.94 91.96 166.61 15.83
1058 46.63 5.70 34.62 96.34 8.13
1059 46.75 36.53 60.67 176.07 21.46
1060 46.69 64.85 115.59 206.09 23.81
1061 46.70 80.67 95.58 184.99 18.18
1062 46.88 23.66 49.70 149.28 16.71
1063 46.77 46.83 77.39 197.24 22.63
1064 46.82 42.50 63.04 190.34 23.23
1065 46.80 55.83 85.73 199.88 23.77
1066 46.86 4.01 28.42 95.74 6.34
1067 46.90 7.25 28.79 96.00 9.19
1068 46.84 13.16 39.19 110.18 12.11
1069 46.89 18.22 42.19 131.90 13.64
1070 46.88 69.05 108.81 204.15 23.38
1071 46.94 95.74 36.17 123.08 5.94
1072 46.91 57.80 91.06 204.47 22.00
1073 46.98 77.97 103.69 188.50 18.43
1074 47.09 32.69 60.18 175.71 20.52
1075 47.04 83.94 93.60 173.50 17.59
1076 47.09 93.35 75.96 156.13 9.36
1077 47.15 52.03 91.56 206.20 24.70
1078 47.21 28.56 57.21 167.75 17.59
1079 47.20 72.69 121.98 206.99 20.94
1080 47.25 26.21 54.14 164.34 17.50
1081 47.28 39.02 66.64 184.59 22.44
1082 47.32 66.76 120.65 207.37 23.63
1083 47.37 15.70 42.13 130.06 13.62
1084 47.47 49.95 93.57 202.49 24.07
1085 47.40 53.98 107.43 205.83 23.67
1086 47.45 63.28 130.46 206.51 24.36
1087 47.59 48.08 91.00 201.49 23.67
1088 47.59 11.03 36.60 115.33 12.32
1089 47.65 34.64 67.67 177.26 21.12
1090 47.63 89.06 91.32 175.02 15.30
1091 47.63 30.65 67.15 176.42 20.12
1092 47.63 74.63 124.39 206.47 19.47
1093 47.78 19.78 45.24 150.66 14.23
1094 47.77 41.21 81.10 190.81 23.33
1095 47.68 61.31 117.03 206.95 23.28
1096 47.77 22.32 53.41 158.00 15.42
1097 48.01 91.52 77.61 167.76 11.73
1098 47.86 36.88 78.63 190.34 21.53
1099 47.96 81.56 106.25 174.32 18.44
1100 48.00 43.32 91.74 199.10 23.40
1101 47.83 45.50 92.77 197.34 24.42
1102 47.86 59.40 127.36 210.14 23.65
1103 47.96 70.68 136.46 211.18 21.98
1104 47.98 8.35 38.10 122.49 9.45
1105 47.89 79.20 110.67 196.13 19.03
1106 47.93 86.47 93.22 169.31 16.38
1107 47.95 5.93 31.13 120.01 7.94
1108 47.88 57.21 127.31 212.82 23.51
1109 48.04 3.49 22.98 97.03 5.92
1110 48.01 65.05 134.97 211.67 23.25
1111 47.93 68.44 133.57 210.82 22.48
1112 48.12 55.28 126.79 205.74 22.59
1113 48.12 76.73 130.58 195.30 19.61
1114 48.14 24.81 68.67 177.62 18.34
1115 48.26 13.70 43.79 127.87 12.42
1116 48.31 84.07 99.75 176.53 17.20
1117 48.20 51.94 104.40 200.82 24.17
1118 48.34 96.29 25.69 97.63 4.58
1119 48.36 17.07 50.14 138.95 13.21
1120 48.31 32.86 77.39 185.14 20.83
1121 48.41 94.07 53.96 148.32 8.61
1122 48.43 29.02 71.59 178.99 17.23
1123 48.43 26.90 69.93 171.98 18.68
1124 48.38 39.13 90.74 195.78 22.42
1125 48.50 72.69 132.86 211.12 20.70
1126 48.62 47.03 112.56 204.59 24.00
1127 48.66 49.84 126.29 207.51 24.64
1128 48.63 62.29 135.58 206.69 22.98
1129 48.81 20.85 61.00 165.82 14.11
1130 48.81 53.65 130.34 211.80 24.27
1131 48.79 66.72 127.80 207.53 22.88
1132 48.79 74.80 127.70 208.18 20.14
1133 48.77 11.08 46.45 121.10 11.63
1134 48.81 31.05 89.23 190.91 18.30
1135 48.79 88.30 82.32 173.61 15.69
1136 48.89 23.26 70.02 168.46 14.77
1137 48.81 58.12 143.01 210.51 23.25
1138 48.97 34.78 91.84 186.90 21.35
1139 48.95 36.94 104.21 196.15 21.09
1140 48.92 41.56 97.95 197.68 21.99
1141 48.88 64.28 139.62 216.19 23.53
1142 48.87 9.46 45.92 128.39 11.33
1143 48.93 44.73 102.98 203.90 22.76
1144 49.04 60.40 142.00 209.84 23.69
1145 48.93 69.17 123.32 203.54 21.04
1146 48.94 79.27 99.14 200.18 18.07
1147 49.09 6.24 39.91 122.16 8.54
1148 49.17 55.97 149.17 208.45 23.58
1149 49.17 3.79 28.97 110.63 5.85
1150 49.26 82.39 89.96 178.38 17.92
1151 49.38 85.96 76.90 171.88 17.14
1152 49.14 7.93 27.92 104.08 9.50
1153 49.38 18.79 60.79 158.14 14.66
1154 49.37 71.61 134.04 212.61 20.94
1155 49.40 92.17 61.98 162.13 11.68
1156 49.40 76.93 101.16 198.31 20.37
1157 49.52 12.86 53.19 130.46 12.57
1158 49.39 15.52 54.05 138.52 12.87
1159 49.37 48.35 131.24 208.89 23.31
1160 49.39 51.81 133.54 209.00 22.08
1161 49.52 89.96 69.78 167.85 14.19
1162 49.67 24.89 73.72 177.47 17.06
1163 49.46 27.68 76.19 176.67 16.71
1164 49.45 39.10 105.02 193.93 20.74
1165 49.59 32.62 86.89 184.47 20.81
1166 49.74 94.50 37.66 142.22 7.89
1167 49.75 29.99 87.14 188.76 17.23
1168 49.72 62.47 127.95 212.87 23.00
1169 49.97 46.22 113.71 201.45 23.66
1170 49.76 58.54 139.51 213.24 21.99
1171 49.88 44.08 106.51 201.42 23.81
1172 49.80 64.87 111.77 205.20 22.73
1173 49.79 67.33 103.38 205.99 22.60
1174 49.92 22.28 73.41 173.49 15.38
1175 49.87 54.11 125.00 206.92 23.94
1176 49.86 74.41 104.94 202.35 18.95
1177 49.90 10.20 49.86 125.61 11.23
1178 49.89 41.74 102.88 203.25 22.46
1179 49.96 80.10 86.52 184.71 18.85
1180 50.10 50.21 125.15 203.84 24.20
1181 49.90 88.40 62.56 153.18 14.10
1182 50.06 36.68 99.55 195.42 20.80
1183 50.02 69.82 116.43 213.05 21.99
1184 50.20 7.34 42.31 126.66 9.17
1185 50.18 34.27 87.44 194.17 21.27
1186 50.30 17.15 57.35 145.26 12.63
1187 50.24 56.40 129.77 211.93 23.92
1188 50.31 84.17 62.40 173.33 16.77
1189 50.18 4.50 35.86 114.98 6.86
1190 50.35 60.60 113.71 205.88 22.51
1191 50.45 20.23 62.23 167.52 13.88
1192 50.37 26.74 73.92 183.58 16.84
1193 50.43 48.28 112.24 207.38 22.47
1194 50.46 72.35 94.65 204.28 20.38
1195 50.48 39.27 90.16 195.05 22.12
1196 50.56 52.20 105.09 212.78 23.51
1197 50.51 77.01 89.83 203.57 19.33
1198 50.70 31.50 75.17 185.48 18.49
1199 50.77 86.62 58.03 162.42 16.61
1200 50.64 63.44 104.60 208.74 23.38
1201 50.84 92.85 40.78 166.41 10.58
1202 50.70 12.55 50.26 131.02 12.28
1203 50.70 28.98 65.46 193.57 19.24
1204 50.71 65.94 90.11 204.50 22.27
1205 50.93 90.01 51.68 158.75 13.80
1206 50.87 15.04 49.63 146.26 12.62
1207 50.97 81.79 60.99 184.76 17.69
1208 50.91 43.20 100.13 199.23 22.46
1209 50.81 58.51 114.23 214.05 23.96
1210 50.89 68.18 88.64 209.80 21.00
1211 51.02 25.02 62.36 172.87 15.16
1212 50.98 41.12 95.85 196.60 21.45
1213 50.91 54.40 98.14 212.17 23.83
1214 50.98 74.63 78.18 208.14 18.42
1215 51.00 22.54 59.33 166.17 14.20
1216 51.02 35.42 73.89 194.80 20.17
1217 51.01 79.15 72.87 193.21 18.48
1218 51.02 9.58 40.27 124.40 11.43
1219 51.08 70.35 74.59 207.86 21.86
1220 51.17 37.50 69.70 195.34 20.55
1221 51.21 45.14 86.52 209.47 22.30
1222 51.16 95.25 22.98 131.67 7.83
1223 51.20 3.01 26.62 117.66 6.28
1224 51.25 5.61 36.70 130.52 8.08
1225 51.22 47.05 82.19 207.88 23.36
1226 51.27 18.57 46.15 151.03 12.99
1227 51.24 50.13 98.23 206.95 24.04
1228 51.30 61.79 96.53 216.79 23.79
1229 51.38 33.30 66.96 193.97 18.72
1230 51.30 56.28 95.21 217.03 22.73
1231 51.47 64.58 80.29 219.59 23.99
