#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pf10 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1214 56.63 89.37 66.16 108.41 10.93
1215 56.63 14.38 34.05 86.18 9.95
1216 56.68 41.32 63.08 117.75 13.54
1217 56.78 74.74 101.89 125.89 14.90
1218 56.81 19.58 41.62 97.80 10.39
1219 56.92 38.93 65.40 120.20 14.03
1220 56.86 53.56 86.99 136.63 17.17
1221 56.86 57.50 93.29 137.04 15.76
1222 56.91 62.47 93.52 138.67 16.75
1223 56.95 47.34 77.83 130.89 15.68
1224 57.08 32.63 50.29 114.28 13.26
1225 57.11 67.64 80.80 126.38 16.51
1226 57.07 80.93 97.86 100.63 13.69
1227 57.08 23.10 42.98 95.78 11.00
1228 57.10 25.54 45.06 96.46 11.10
1229 57.12 45.27 66.05 120.84 15.75
1230 56.93 11.40 34.54 90.56 8.54
1231 57.16 94.04 34.17 71.60 7.27
1232 57.21 43.11 59.03 114.96 15.02
1233 57.22 59.66 103.51 135.09 16.23
1234 57.29 55.57 93.79 128.86 16.94
1235 57.33 65.29 87.80 136.04 16.45
1236 57.29 84.52 87.64 95.08 12.62
1237 57.39 49.66 70.60 125.41 14.95
1238 57.38 70.43 87.18 123.93 15.83
1239 57.49 27.94 42.02 97.45 12.26
1240 57.36 35.18 58.68 105.43 14.62
1241 57.53 30.47 43.96 99.78 13.41
1242 57.63 6.00 26.75 71.06 5.42
1243 57.56 83.01 84.49 84.13 14.00
1244 57.63 78.42 96.65 100.68 15.19
1245 57.52 10.95 31.00 85.06 9.68
1246 57.72 16.46 37.69 84.06 10.06
1247 57.74 51.82 66.76 116.46 15.11
1248 57.84 72.96 91.74 114.40 14.64
1249 57.73 8.71 33.04 79.23 7.80
1250 57.79 21.12 37.89 85.19 10.57
1251 57.86 89.89 72.22 94.04 8.97
1252 58.02 92.41 55.15 80.31 9.03
1253 57.80 14.87 39.10 86.42 10.00
1254 57.89 18.40 34.05 84.97 10.72
1255 57.92 75.65 99.11 106.65 14.32
1256 57.94 38.00 54.60 99.75 14.41
1257 57.86 40.51 55.81 100.56 14.44
1258 58.09 87.01 80.34 91.89 11.95
1259 58.05 12.94 34.51 81.36 9.06
1260 58.01 57.74 78.75 124.89 14.71
1261 57.95 61.18 94.88 130.29 15.74
1262 58.10 63.45 76.97 123.03 15.44
1263 58.05 47.73 66.69 113.14 13.99
1264 58.08 53.96 77.00 110.89 15.21
1265 58.13 33.06 42.35 92.89 12.58
1266 58.22 25.77 41.35 85.65 11.25
1267 58.24 43.10 59.22 99.42 14.14
1268 58.27 45.56 61.70 103.63 17.06
1269 58.30 67.95 73.91 122.93 15.43
1270 58.41 23.20 39.56 77.47 11.40
1271 58.37 35.89 49.36 90.13 13.02
1272 58.52 80.44 86.27 81.27 13.56
1273 58.56 55.82 65.19 117.28 15.04
1274 58.58 29.09 37.67 81.36 12.30
1275 58.52 49.92 59.21 105.85 14.74
1276 58.65 65.73 79.85 117.53 15.53
1277 58.60 70.46 78.09 114.84 14.95
1278 58.63 11.05 29.35 72.73 8.75
1279 58.52 82.01 75.68 87.61 12.00
1280 58.52 84.92 71.98 84.00 12.49
1281 58.70 59.47 70.90 109.05 15.25
1282 58.72 83.50 78.83 79.47 12.62
1283 58.84 31.45 36.56 80.49 12.42
1284 58.85 77.70 87.12 96.76 13.60
1285 58.86 7.87 27.31 67.96 7.56
1286 58.80 19.79 33.87 77.88 9.69
1287 58.88 41.13 52.31 82.94 14.04
1288 58.78 52.20 54.06 93.28 14.79
1289 58.96 61.98 66.69 107.78 15.99
1290 59.02 14.20 30.80 68.69 8.49
1291 59.01 39.06 51.24 79.49 13.81
1292 59.04 15.93 37.86 70.24 9.86
1293 59.08 17.35 33.02 65.64 10.28
1294 59.13 34.27 40.33 72.15 12.54
1295 59.31 93.83 33.61 54.10 6.31
1296 59.13 72.84 79.74 104.15 14.18
1297 59.26 75.25 74.86 95.93 14.68
1298 59.17 91.10 59.70 75.98 9.55
1299 59.15 27.04 35.83 75.03 12.11
1300 59.13 44.39 50.97 80.69 15.37
1301 59.16 47.53 54.09 94.90 14.56
1302 59.28 88.62 68.40 77.60 11.03
1303 59.30 57.57 57.83 105.10 15.31
1304 59.31 37.08 47.92 70.20 14.00
1305 59.36 54.09 54.26 101.03 16.01
1306 59.47 21.66 35.43 67.22 10.98
1307 59.39 24.54 37.23 64.78 10.98
1308 59.58 64.05 63.76 101.88 16.09
1309 59.51 68.52 64.33 103.64 14.75
1310 59.56 49.79 47.80 85.17 15.56
1311 59.75 9.11 23.06 63.00 7.41
1312 59.74 42.27 49.41 68.08 14.11
1313 59.82 51.92 47.52 84.39 15.35
1314 59.84 79.45 68.94 80.38 13.63
1315 59.82 82.54 66.20 75.79 12.67
1316 59.72 87.36 78.71 70.00 11.09
1317 59.85 11.95 26.39 64.13 8.51
1318 59.87 30.49 36.85 59.57 11.81
1319 59.81 59.83 57.46 98.68 14.39
1320 59.88 85.32 67.01 69.19 12.41
1321 59.99 32.74 37.89 65.22 13.57
1322 60.08 66.28 56.05 95.60 15.30
1323 59.99 6.18 18.82 50.68 6.27
1324 59.92 18.60 31.41 58.95 9.66
1325 60.09 28.38 38.29 61.76 11.68
1326 60.08 46.26 47.12 73.04 16.08
1327 60.04 71.08 57.79 94.94 14.34
1328 60.02 55.88 49.30 91.76 15.00
1329 60.05 40.08 47.06 64.28 14.10
1330 60.08 61.79 54.88 91.20 16.36
1331 60.18 35.55 38.73 58.79 12.14
1332 60.18 44.14 46.32 70.18 13.79
1333 60.24 25.98 37.55 56.67 11.34
1334 60.39 14.76 27.97 54.88 9.83
1335 60.36 37.96 40.95 58.10 14.54
1336 60.34 48.21 46.57 71.40 14.75
1337 60.46 23.34 32.74 52.51 11.84
1338 60.44 74.04 62.42 87.25 13.23
1339 60.45 76.83 55.41 79.54 14.27
1340 60.46 91.55 44.07 59.90 8.89
1341 60.51 58.07 51.23 84.23 14.49
1342 60.63 88.62 53.27 59.91 10.11
1343 60.63 20.39 29.10 49.59 10.09
1344 60.62 53.56 42.50 72.06 16.24
1345 60.53 94.45 17.57 41.83 5.25
1346 60.64 50.61 45.89 68.41 15.66
1347 60.80 17.02 27.60 48.40 10.71
1348 60.73 68.99 51.91 83.23 14.97
1349 60.75 63.47 53.04 86.49 15.46
1350 60.87 41.55 48.03 52.03 14.46
1351 61.07 8.26 20.29 47.76 6.79
1352 60.97 33.93 43.17 51.02 13.61
1353 61.04 10.33 25.85 51.10 8.18
1354 60.92 31.51 43.57 46.37 13.80
1355 60.97 60.18 53.14 80.97 15.55
1356 61.20 83.44 54.44 64.96 12.50
1357 61.04 12.19 27.38 47.53 10.08
1358 61.11 80.37 57.85 64.38 12.82
1359 61.04 55.86 48.08 73.79 15.31
1360 61.29 85.96 55.19 58.28 11.83
1361 61.22 29.60 41.39 49.38 12.29
1362 61.22 72.01 55.54 78.89 13.74
1363 61.30 6.32 16.57 36.12 6.51
1364 61.11 44.42 49.70 59.07 14.89
1365 61.30 66.84 51.22 76.90 15.58
1366 61.20 27.23 36.79 48.97 13.23
1367 61.29 35.90 43.41 46.85 13.81
1368 61.29 46.63 43.75 58.28 15.52
1369 61.28 48.95 41.49 56.56 15.34
1370 61.38 21.91 31.35 40.17 11.39
1371 61.40 24.81 33.88 45.82 11.60
1372 61.33 38.24 46.73 48.39 14.46
1373 61.63 14.28 29.84 40.12 10.09
1374 61.53 18.21 31.38 39.95 9.82
1375 61.53 40.24 49.69 43.95 14.90
1376 61.58 64.45 53.66 70.23 15.32
1377 61.64 51.52 52.00 57.09 15.74
1378 61.64 57.64 50.47 69.03 14.32
1379 61.65 93.39 25.76 48.00 6.81
1380 61.69 61.66 52.07 64.19 15.81
1381 61.72 74.81 50.31 65.23 13.83
1382 61.68 77.57 48.85 61.78 12.63
1383 61.66 54.15 51.43 61.60 15.18
1384 61.84 90.51 39.02 51.02 7.95
1385 61.76 32.49 52.88 39.09 14.61
1386 61.79 42.64 53.34 44.68 16.21
1387 61.82 69.23 49.29 65.67 14.45
1388 61.97 20.03 33.63 36.74 12.07
1389 61.90 16.17 28.14 36.88 9.25
1390 62.03 44.87 56.84 46.40 15.81
1391 62.14 59.29 53.03 58.76 16.02
1392 62.15 27.64 39.73 35.40 12.87
1393 62.31 9.61 22.12 38.45 7.59
1394 62.25 29.77 47.14 32.85 14.48
1395 62.34 36.27 53.69 36.05 14.64
1396 62.20 48.88 57.44 53.12 16.31
1397 62.34 81.00 51.40 49.52 12.32
1398 62.28 87.17 48.83 49.97 11.15
1399 62.21 26.31 39.83 28.56 13.17
1400 62.31 38.43 60.72 34.49 15.17
1401 62.46 46.70 55.47 38.20 16.78
1402 62.36 55.78 62.11 54.05 15.60
1403 62.33 72.25 49.31 58.34 14.91
1404 62.51 7.45 17.76 31.71 6.80
1405 62.49 22.51 40.24 31.52 12.42
1406 62.43 65.74 53.85 60.65 15.43
1407 62.30 24.41 40.00 30.58 13.00
1408 62.53 40.66 54.23 35.35 16.29
1409 62.50 52.96 56.83 50.41 16.53
1410 62.52 63.13 49.96 57.71 15.01
1411 62.73 83.79 51.42 46.92 11.97
1412 62.75 12.57 28.08 34.12 8.88
1413 62.46 16.84 35.22 21.44 11.56
1414 62.73 14.11 31.78 28.82 8.80
1415 62.78 60.64 60.78 51.41 15.97
1416 62.78 67.84 56.40 55.05 14.29
1417 62.85 42.72 64.76 34.87 17.54
1418 62.81 78.38 43.52 50.89 14.24
1419 63.12 25.35 43.66 28.30 13.40
1420 62.91 75.57 49.13 49.67 13.77
1421 62.96 92.70 23.84 41.40 7.32
1422 62.98 57.49 61.81 46.83 15.54
1423 63.08 70.23 56.25 50.32 13.86
1424 62.96 32.12 57.35 29.64 15.62
1425 63.18 90.15 34.11 47.88 8.67
1426 63.14 28.07 48.47 27.85 13.20
1427 63.06 17.41 32.38 27.30 10.87
1428 63.18 48.53 64.55 33.25 18.33
1429 63.29 20.76 34.88 24.42 11.50
1430 63.12 15.59 33.24 25.66 10.71
1431 63.24 11.02 27.34 28.98 8.55
1432 63.31 30.11 53.81 29.31 16.95
1433 63.24 44.67 74.42 33.41 16.37
1434 63.04 50.80 63.00 47.80 15.53
1435 63.33 54.74 81.76 41.36 15.65
1436 63.44 38.09 71.10 27.26 17.76
1437 63.57 62.61 60.19 42.03 15.47
1438 63.42 52.58 65.81 39.11 16.21
1439 63.45 65.22 60.96 47.93 16.06
1440 63.51 72.75 54.78 42.52 14.20
1441 63.46 35.89 62.36 28.06 17.70
1442 63.35 85.96 45.72 40.10 10.69
1443 63.56 80.80 49.16 38.01 13.93
1444 63.57 8.47 21.02 23.48 6.92
1445 63.64 40.18 79.69 26.99 19.10
1446 63.80 50.48 72.21 34.71 20.36
1447 63.81 33.71 62.27 25.84 18.28
1448 63.85 46.50 71.29 30.75 18.79
1449 63.85 60.34 68.56 41.60 15.83
1450 64.02 12.26 36.02 21.11 9.91
1451 63.90 67.86 65.02 45.10 16.30
1452 63.96 87.08 42.63 40.00 10.40
1453 63.77 22.07 38.58 20.82 14.55
1454 63.90 58.27 70.92 39.78 17.02
1455 63.95 42.33 86.12 28.91 20.96
1456 63.97 78.06 51.99 37.66 12.87
1457 63.81 18.59 37.40 19.36 11.71
1458 64.14 84.07 46.06 37.15 11.79
1459 64.20 16.40 40.19 20.38 12.28
1460 64.15 26.77 52.16 22.00 14.91
1461 64.22 56.44 78.35 38.09 18.01
1462 64.16 31.34 65.70 23.73 17.30
1463 64.31 70.07 65.77 39.34 15.00
1464 64.29 74.90 57.00 35.73 13.73
1465 64.39 92.61 19.82 28.10 6.31
1466 64.04 9.72 30.45 14.36 7.91
1467 64.40 48.31 71.65 28.70 20.55
1468 64.44 14.33 37.16 19.01 11.22
1469 64.35 44.42 78.81 27.84 22.81
1470 64.62 20.87 42.60 19.54 14.90
1471 64.55 28.97 60.75 21.17 19.47
1472 64.13 88.61 42.70 31.30 9.00
1473 64.53 54.44 81.62 29.72 19.16
1474 64.50 10.56 35.20 20.09 8.35
1475 64.58 24.33 52.18 19.89 17.23
1476 64.47 90.16 35.83 38.61 8.26
1477 64.58 35.83 69.92 22.95 19.94
1478 64.57 52.28 76.37 31.76 20.62
1479 64.47 18.99 40.17 20.28 12.19
1480 64.58 38.19 81.92 23.26 23.26
1481 64.61 63.65 70.05 37.18 17.68
1482 64.55 65.98 71.54 37.10 16.85
1483 64.62 61.61 69.37 36.38 17.63
1484 64.78 8.32 26.20 17.42 7.86
1485 64.82 72.43 68.29 35.89 15.78
1486 65.05 33.81 69.28 22.66 23.26
1487 64.96 40.21 86.81 23.95 25.73
1488 64.84 80.83 53.77 31.36 12.97
1489 64.89 50.00 71.10 27.79 22.80
1490 64.97 59.32 74.49 31.24 18.97
1491 65.04 46.48 74.56 26.42 25.13
1492 65.11 86.06 47.78 31.71 11.33
1493 65.13 42.61 86.26 24.86 27.83
1494 64.87 77.44 60.46 24.46 14.61
1495 65.20 12.84 36.92 17.27 11.26
1496 65.24 26.41 55.73 18.93 20.04
1497 65.29 30.95 62.13 18.28 23.85
1498 65.38 57.47 81.42 29.38 21.21
1499 65.47 67.69 74.20 32.52 18.65
1500 65.37 17.66 43.44 15.92 15.74
1501 65.55 10.32 34.50 16.54 10.44
1502 65.52 75.48 68.85 31.43 14.89
1503 65.44 78.26 57.69 31.07 14.23
1504 65.78 20.09 46.93 18.21 21.21
1505 65.57 44.72 73.96 22.14 28.26
1506 65.67 83.06 58.18 25.00 13.43
1507 65.62 70.11 76.61 29.67 17.18
1508 65.33 84.11 56.29 29.57 11.19
1509 65.55 15.32 40.64 16.08 14.50
1510 65.53 22.78 48.35 15.74 18.06
1511 65.63 64.93 79.44 32.17 19.68
1512 65.53 37.08 66.79 21.97 29.60
1513 65.62 55.53 81.17 27.70 22.68
1514 65.56 61.98 74.05 30.85 18.30
1515 65.57 90.23 34.60 26.70 9.42
1516 65.88 28.87 55.61 18.37 27.51
1517 65.69 48.17 70.85 27.42 29.73
1518 65.68 51.35 75.41 26.87 27.74
1519 65.73 53.48 75.84 27.21 25.33
1520 65.86 72.95 82.86 28.63 16.80
1521 65.93 24.28 45.86 17.92 21.61
1522 66.02 80.94 58.40 26.57 13.90
1523 66.13 35.11 62.98 19.90 31.17
1524 66.00 41.18 72.80 21.98 34.86
1525 66.22 39.03 67.75 18.75 35.71
1526 66.25 60.14 83.81 27.97 23.47
1527 66.24 32.77 63.22 18.31 31.29
1528 66.16 79.44 59.83 23.49 14.31
1529 66.55 13.23 41.21 13.83 15.08
1530 66.38 26.80 47.72 16.60 28.69
1531 66.34 45.93 67.86 21.69 39.08
1532 66.49 49.75 67.81 20.27 36.07
1533 66.48 43.30 65.52 20.15 39.51
1534 66.42 17.74 39.31 13.19 22.31
1535 66.48 57.92 91.34 26.36 29.43
1536 66.49 62.94 82.69 25.70 20.93
1537 66.84 22.05 39.90 14.86 30.74
1538 66.57 15.20 42.19 15.23 17.91
1539 66.70 30.52 58.97 15.56 37.55
1540 66.60 37.04 62.26 17.92 42.19
1541 66.66 55.89 76.08 23.09 28.60
1542 66.76 76.96 67.77 26.71 16.45
1543 66.95 84.94 59.40 22.05 13.28
1544 66.54 88.48 51.73 25.80 10.71
1545 66.71 68.53 81.86 27.38 21.61
1546 66.84 51.71 71.13 22.81 36.14
1547 66.83 66.02 83.23 25.83 22.98
1548 66.74 90.36 39.02 23.20 9.48
1549 66.84 53.74 78.80 22.54 32.32
1550 66.77 71.35 85.15 27.54 19.74
1551 66.64 87.07 55.66 24.34 10.86
1552 66.51 12.09 39.86 15.29 20.71
1553 66.83 47.89 65.79 22.30 40.52
1554 66.91 74.11 80.25 23.25 19.16
1555 66.94 24.39 40.98 15.77 32.47
1556 67.00 19.29 39.46 13.08 27.33
1557 66.97 41.22 63.69 19.23 50.13
1558 67.27 81.98 64.62 20.66 14.38
1559 66.87 16.77 39.50 11.67 23.92
1560 67.27 79.41 70.84 23.40 16.90
1561 67.12 10.54 33.83 13.28 14.86
1562 67.34 32.44 55.14 16.01 46.27
1563 67.41 59.30 84.74 22.45 28.63
1564 67.36 45.97 64.24 19.90 47.79
1565 67.42 35.00 54.22 17.31 51.40
1566 67.48 63.89 81.58 24.22 25.17
1567 67.59 61.53 80.15 24.32 29.32
1568 67.18 16.28 35.14 11.86 17.57
1569 67.53 39.37 58.53 17.36 56.24
1570 67.62 12.38 39.95 11.52 22.04
1571 67.60 29.05 49.56 16.02 48.05
1572 67.60 43.95 62.10 19.69 56.52
1573 67.71 88.10 54.33 17.97 11.04
1574 67.66 26.58 41.95 15.20 45.94
1575 67.61 56.96 79.18 21.40 33.61
1576 67.63 54.66 73.52 21.00 37.66
1577 67.75 50.37 66.49 21.11 47.45
1578 67.84 70.08 84.99 22.85 25.73
1579 67.74 9.79 31.91 11.02 16.43
1580 67.96 67.40 79.92 23.69 28.24
1581 68.04 48.17 61.39 20.42 57.58
1582 67.86 15.84 37.35 11.38 27.65
1583 67.77 20.59 38.00 12.61 32.74
1584 67.90 41.58 56.85 18.06 66.86
1585 68.05 75.06 77.82 19.29 21.35
1586 67.71 17.84 37.57 10.71 21.00
1587 67.91 37.22 54.79 17.54 57.00
1588 68.16 72.62 80.72 20.43 24.15
1589 68.14 52.68 69.39 20.31 52.19
1590 68.13 21.80 36.96 14.00 42.02
1591 68.27 24.46 40.64 13.11 52.01
1592 68.05 89.48 43.80 19.31 10.00
1593 68.35 17.76 38.38 11.34 33.45
1594 68.29 30.78 46.33 14.69 60.93
1595 68.16 76.47 73.58 20.55 21.74
1596 68.58 85.07 66.85 20.08 15.44
1597 68.43 33.66 51.91 15.60 67.73
1598 68.41 46.05 61.51 18.13 61.69
1599 68.37 65.21 77.54 23.71 33.94
1600 68.20 54.66 76.93 21.36 46.79
1601 68.48 80.57 66.82 18.44 18.50
1602 68.58 19.40 36.24 11.86 41.20
1603 68.68 60.51 71.66 23.47 39.37
1604 68.71 56.11 74.50 20.70 48.02
1605 68.69 62.87 67.41 20.52 39.19
1606 68.67 82.42 67.62 18.21 17.31
1607 68.65 58.29 72.96 20.57 41.42
1608 68.51 78.83 65.70 20.65 22.46
1609 68.62 11.24 32.87 9.65 27.83
1610 68.71 27.92 39.82 13.38 60.92
1611 68.84 36.07 53.26 15.53 75.89
1612 68.77 38.51 60.75 16.23 79.37
1613 68.88 13.75 36.00 10.51 33.74
1614 68.78 43.05 59.38 17.03 75.29
1615 68.81 49.62 62.88 17.96 64.47
1616 68.94 40.62 62.10 17.99 77.61
1617 69.02 69.30 80.46 20.14 35.00
1618 69.19 16.13 36.59 11.54 43.12
1619 69.16 20.63 36.42 12.19 50.16
1620 69.16 54.11 65.31 18.76 67.27
1621 69.33 52.12 65.54 18.50 72.62
1622 69.26 66.91 74.13 20.17 40.14
1623 69.42 71.72 73.06 18.30 34.27
1624 69.38 74.46 69.59 17.83 28.67
1625 69.33 25.57 37.44 13.79 63.37
1626 69.33 31.94 49.90 14.35 83.45
1627 69.28 45.13 62.14 17.11 82.86
1628 69.35 47.77 57.19 18.05 75.84
1629 69.53 29.53 43.20 12.90 77.54
1630 69.34 77.02 62.74 19.64 26.72
1631 69.48 22.63 36.85 12.00 56.13
1632 69.54 64.45 65.17 20.52 48.27
1633 69.77 79.50 63.42 18.40 25.02
1634 69.96 86.58 50.47 16.32 17.18
1635 69.63 34.22 51.84 15.37 89.19
1636 69.66 59.27 66.29 19.20 56.18
1637 69.91 12.62 32.66 9.61 39.59
1638 69.90 38.37 61.40 15.30 91.99
1639 70.03 18.12 37.63 10.44 48.80
1640 69.77 56.30 68.52 19.27 69.34
1641 69.88 62.06 65.20 20.17 55.67
1642 69.95 43.31 61.07 15.44 92.00
1643 69.89 49.92 61.42 18.08 90.14
1644 69.83 81.73 64.39 17.39 22.65
1645 69.83 83.61 63.30 17.22 20.28
1646 70.03 40.56 61.46 15.74 85.96
1647 70.12 27.11 41.57 12.40 75.50
1648 70.22 36.02 53.81 15.12 93.30
1649 70.03 77.07 60.60 17.28 25.65
1650 70.28 46.02 58.40 16.10 92.10
1651 70.36 68.91 71.14 16.90 49.94
1652 70.17 15.53 36.90 10.15 44.81
1653 70.38 54.08 64.91 18.30 85.23
1654 70.44 66.29 65.45 18.41 55.02
1655 70.36 24.30 41.57 11.80 72.21
1656 70.54 20.87 37.50 10.01 57.83
1657 70.52 31.24 47.34 13.68 87.36
1658 70.50 52.05 66.00 17.33 87.92
1659 70.62 58.17 65.90 18.87 74.16
1660 70.56 48.06 62.02 17.78 94.88
1661 70.62 71.52 64.56 18.38 45.72
1662 70.56 74.85 62.77 17.05 36.04
1663 70.43 82.60 61.07 15.87 25.13
1664 70.70 60.51 68.82 17.56 65.19
1665 70.84 33.65 57.13 12.76 95.93
1666 70.80 64.04 61.74 18.49 67.81
1667 70.77 42.22 56.97 17.03 101.20
1668 70.83 56.02 67.75 18.11 82.98
1669 70.97 28.72 47.06 12.46 85.32
1670 70.99 49.95 62.47 16.69 99.70
1671 71.12 12.95 33.06 7.86 47.03
1672 71.08 44.56 58.38 15.43 98.88
1673 71.09 80.44 60.75 15.66 31.88
1674 71.06 37.52 52.95 13.49 92.87
1675 71.28 87.32 40.49 13.57 22.17
1676 71.25 39.88 57.17 15.38 107.80
1677 71.26 78.23 59.73 15.97 33.57
1678 71.27 83.48 53.63 15.71 27.24
1679 71.47 25.90 40.74 11.57 81.36
1680 71.38 23.15 40.96 10.76 73.67
1681 71.46 62.20 66.15 17.41 78.16
1682 71.51 67.92 64.70 17.63 77.57
1683 71.55 47.21 61.85 17.15 108.23
1684 71.60 52.47 72.81 17.63 96.27
1685 71.46 76.66 62.11 15.09 36.11
1686 71.43 31.43 51.19 11.44 87.69
1687 71.69 35.36 51.73 13.19 101.81
1688 71.72 54.70 69.51 17.26 97.64
1689 71.69 73.32 58.74 15.19 50.41
1690 71.72 30.55 46.41 11.64 88.57
1691 71.78 41.96 54.01 15.82 103.11
1692 71.82 59.50 64.95 16.73 88.06
1693 71.87 15.01 34.55 8.98 64.24
1694 71.80 20.37 38.36 9.58 72.29
1695 71.75 57.13 68.36 16.88 92.80
1696 71.85 70.57 64.43 15.95 62.24
1697 71.96 65.77 65.92 17.87 81.01
1698 71.80 17.36 34.46 9.61 71.26
1699 71.66 21.78 34.00 10.13 73.13
1700 71.95 50.33 69.63 16.65 111.10
1701 72.10 33.07 52.28 12.15 98.71
1702 72.08 44.26 58.01 14.18 102.74
1703 72.18 28.37 46.09 11.33 86.95
1704 72.35 75.71 56.57 15.02 48.24
1705 72.35 81.16 53.69 13.76 36.84
1706 72.25 38.10 53.10 12.92 107.21
1707 72.43 63.84 67.68 15.85 86.49
1708 72.27 23.69 41.96 10.27 79.69
1709 72.57 13.05 31.88 7.57 59.06
1710 72.52 85.48 42.26 12.26 31.02
1711 72.57 46.27 55.32 15.56 121.29
1712 72.52 48.56 59.54 15.93 116.88
1713 72.65 40.21 52.68 14.12 105.07
1714 72.62 61.49 68.13 16.63 93.51
1715 72.67 53.16 65.63 16.07 109.78
1716 72.81 78.47 55.09 13.81 45.86
1717 72.75 57.68 70.77 16.68 105.94
1718 72.81 68.10 63.37 14.92 85.74
1719 72.78 72.58 59.94 15.37 66.85
1720 72.79 26.15 39.27 10.02 87.48
1721 72.81 31.03 45.89 12.20 94.47
1722 72.85 35.80 45.14 12.95 100.90
1723 72.93 55.25 67.42 16.37 109.28
1724 72.67 22.28 37.00 8.92 78.59
1725 72.98 42.40 49.67 14.05 108.43
1726 72.92 51.06 55.84 15.22 117.84
1727 73.08 17.84 35.69 8.75 82.80
1728 72.72 24.48 40.94 9.25 76.00
1729 73.10 15.50 33.31 8.41 70.07
1730 73.05 20.63 36.49 8.64 86.48
1731 73.31 33.68 44.52 13.50 108.48
1732 73.21 59.61 70.10 17.38 103.75
1733 73.27 70.62 59.12 15.18 84.26
1734 73.40 44.44 57.71 15.12 123.35
1735 73.42 28.93 41.25 10.63 95.71
1736 73.54 65.91 68.22 15.42 96.82
1737 73.48 37.59 43.10 12.49 106.77
1738 73.62 48.64 51.70 15.01 123.64
1739 73.62 63.49 71.07 15.80 99.64
1740 73.69 12.07 28.21 6.55 51.13
1741 73.69 76.09 53.83 13.55 62.01
1742 73.77 46.46 51.42 13.42 123.78
1743 73.75 83.30 44.98 12.60 46.54
1744 73.90 85.81 36.09 10.49 37.91
1745 73.78 53.33 59.45 15.21 120.70
1746 73.80 56.92 65.34 16.63 116.60
1747 73.79 23.37 33.86 10.17 88.55
1748 73.85 39.58 45.50 13.39 107.30
1749 74.02 80.56 47.12 12.84 50.26
1750 73.97 61.37 65.35 15.02 106.14
1751 74.08 31.40 35.55 11.39 92.31
1752 73.94 50.83 54.47 14.87 122.04
1753 74.04 26.37 31.65 10.05 80.61
1754 74.31 14.23 26.17 7.54 62.25
1755 74.13 41.72 45.39 14.72 110.92
1756 74.07 73.06 56.56 15.35 75.05
1757 74.24 35.57 38.79 11.45 102.16
1758 74.29 19.67 27.89 8.98 78.36
1759 74.00 20.83 26.08 8.97 75.87
1760 74.18 68.27 66.51 15.40 102.06
1761 74.33 16.85 27.86 8.58 74.51
1762 74.33 55.08 56.77 16.45 113.73
1763 74.31 59.05 63.41 15.12 108.32
1764 74.55 43.66 42.68 13.88 111.68
1765 74.77 33.53 34.24 11.64 96.09
1766 74.59 70.83 63.05 14.04 91.69
1767 74.63 28.84 33.60 10.80 85.15
1768 74.87 64.95 63.94 15.22 102.09
1769 74.73 48.10 44.40 13.18 122.65
1770 74.82 77.94 52.65 12.83 63.67
1771 74.76 37.86 33.97 11.97 97.63
1772 74.85 23.91 29.31 9.58 90.65
1773 74.83 45.84 41.31 14.08 105.81
1774 74.83 52.60 54.11 16.05 118.50
1775 75.01 62.87 66.79 14.95 104.96
1776 75.11 40.07 36.61 13.28 97.11
1777 75.03 57.40 57.59 15.11 110.67
1778 75.21 84.44 42.29 10.96 50.03
1779 75.10 50.10 50.33 15.51 123.08
1780 75.07 21.90 27.06 9.09 82.81
1781 75.23 60.75 56.74 14.85 104.64
1782 75.27 67.07 65.06 14.35 104.74
1783 75.02 74.11 63.53 13.70 73.23
1784 75.20 75.63 54.71 13.46 73.63
1785 75.47 81.44 46.39 10.47 53.71
1786 75.29 31.34 30.09 10.56 81.01
1787 75.44 18.09 25.83 8.07 76.49
1788 75.39 26.26 31.32 10.14 80.43
1789 75.41 55.44 50.28 14.64 110.69
1790 75.72 13.11 20.15 6.61 53.22
1791 75.53 36.42 33.70 11.77 92.60
1792 75.36 82.59 41.35 11.50 54.35
1793 75.65 42.63 35.58 12.86 96.91
1794 75.68 72.31 62.91 13.73 88.13
1795 75.58 15.54 22.69 7.22 67.65
1796 75.87 69.66 64.35 13.15 91.42
1797 75.80 45.19 38.22 13.64 94.19
1798 75.84 47.53 39.43 13.92 101.73
1799 75.88 53.46 47.88 15.79 112.20
1800 75.87 59.04 51.62 15.19 102.29
1801 75.93 79.49 53.34 11.25 67.65
1802 75.92 28.86 29.24 10.63 80.49
1803 75.85 33.96 28.03 10.62 84.57
1804 76.03 51.49 42.79 14.51 107.24
1805 76.09 22.93 26.64 9.94 83.55
1806 76.22 20.05 24.99 8.57 76.29
1807 76.13 77.26 52.85 11.56 74.99
1808 76.23 62.80 60.16 15.13 107.20
1809 76.22 40.24 37.11 13.21 89.20
1810 76.37 57.15 46.42 14.73 103.15
1811 76.47 30.86 30.23 10.71 74.20
1812 76.46 38.00 33.27 12.49 85.34
1813 76.37 49.60 37.19 13.49 103.78
1814 76.63 65.10 59.04 13.50 97.17
1815 76.49 67.48 62.94 13.04 98.56
1816 76.60 25.08 25.38 9.57 76.11
