#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pf10 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
594 35.92 38.54 53.68 19.14 125.73
595 36.11 84.37 85.67 38.26 18.77
596 35.95 47.66 64.84 24.49 91.44
597 36.16 45.33 63.80 22.95 94.86
598 36.15 13.42 47.27 11.52 102.48
599 36.07 61.74 91.66 33.05 55.59
600 36.20 55.66 82.28 31.19 74.52
601 36.21 32.83 56.67 20.49 127.05
602 36.33 53.14 76.70 30.37 76.93
603 36.38 72.43 100.74 38.78 28.74
604 36.27 81.44 89.50 36.86 20.17
605 36.30 16.83 43.49 13.17 103.72
606 36.42 36.06 54.20 20.57 119.69
607 36.36 59.08 91.87 34.23 57.38
608 36.47 69.58 105.09 40.40 30.66
609 36.57 41.02 52.33 22.97 103.05
610 36.52 66.80 106.64 39.57 36.21
611 36.56 21.85 44.73 14.80 92.88
612 36.68 63.76 102.06 39.70 41.53
613 36.67 88.51 69.53 39.75 13.74
614 36.71 78.21 97.43 41.27 22.54
615 36.86 19.04 39.45 14.04 83.13
616 36.80 28.13 46.13 18.54 99.39
617 36.74 49.24 76.03 28.74 69.78
618 36.93 30.77 53.40 20.14 103.51
619 36.84 75.17 102.36 43.87 24.02
620 36.91 25.31 48.75 16.36 89.21
621 37.03 57.33 97.72 35.57 49.15
622 37.02 43.14 64.40 26.37 81.36
623 37.00 90.91 44.01 34.50 10.49
624 37.05 9.54 35.55 10.73 72.53
625 36.82 40.06 52.20 20.00 104.50
626 37.18 38.43 59.13 24.43 97.17
627 37.26 51.19 81.81 31.07 60.35
628 37.36 86.33 76.57 47.89 15.31
629 37.29 34.08 59.94 22.40 97.40
630 37.22 11.12 34.98 11.98 71.32
631 37.43 47.38 81.84 28.54 60.24
632 37.36 61.15 105.88 40.26 38.19
633 37.64 82.56 85.53 49.74 17.10
634 37.67 13.17 38.45 14.09 74.42
635 37.57 45.08 83.23 29.10 66.07
636 37.57 53.35 97.28 35.08 53.39
637 37.60 55.45 102.29 37.54 46.48
638 37.54 65.51 116.60 41.97 29.36
639 37.66 23.04 49.37 19.49 73.98
640 37.65 16.53 37.93 14.26 72.83
641 37.78 68.05 108.62 49.91 26.79
642 37.75 70.84 111.12 49.40 22.95
643 37.85 73.39 110.88 53.60 22.27
644 37.54 92.07 33.65 34.38 8.23
645 37.85 79.33 91.47 50.63 18.64
646 38.01 7.77 32.91 12.21 44.99
647 37.92 36.42 62.72 23.69 78.46
648 37.94 58.85 110.61 40.60 34.62
649 37.73 80.99 89.86 56.17 18.28
650 38.02 20.28 47.40 17.37 65.33
651 37.93 40.80 68.62 27.38 72.53
652 38.03 89.80 57.32 48.69 11.60
653 38.02 26.89 53.42 19.79 64.39
654 38.12 32.19 61.75 22.46 80.26
655 38.16 29.49 55.45 21.42 72.26
656 38.13 63.24 116.31 46.73 30.22
657 38.18 76.03 98.41 53.78 20.34
658 38.22 49.37 98.51 32.34 43.26
659 38.38 43.17 81.18 28.59 53.97
660 38.52 38.64 73.55 25.90 62.75
661 38.64 84.10 81.32 57.57 16.14
662 38.62 10.83 38.22 13.69 46.96
663 38.60 24.54 62.19 22.18 53.20
664 38.71 34.60 74.52 26.72 60.39
665 38.63 46.25 95.47 31.51 44.95
666 38.66 51.56 99.67 37.05 40.76
667 38.66 60.76 116.68 48.32 26.83
668 38.42 88.90 67.50 53.64 12.18
669 38.69 56.66 109.60 43.76 33.13
670 38.77 65.86 107.07 59.06 25.12
671 38.84 54.17 110.77 43.95 34.08
672 38.76 16.33 47.91 16.62 54.08
673 38.88 87.22 65.83 59.39 12.91
674 39.05 77.96 96.46 65.86 17.74
675 38.92 69.53 106.22 64.23 23.90
676 39.03 13.95 41.42 16.16 44.80
677 39.20 22.40 57.24 20.36 41.08
678 39.10 81.01 89.22 62.04 17.11
679 38.90 85.47 70.09 62.74 16.00
680 39.15 72.66 97.15 62.87 18.59
681 39.19 19.53 54.90 19.16 42.16
682 39.29 31.08 74.93 27.70 51.66
683 39.34 26.25 74.35 25.54 46.71
684 39.38 8.12 34.28 13.35 31.17
685 39.38 48.45 112.28 40.99 34.30
686 39.47 36.86 85.77 29.57 43.38
687 39.51 42.15 92.93 32.21 38.03
688 39.49 28.70 69.49 25.74 42.77
689 39.48 63.29 113.68 63.18 23.94
690 39.56 39.74 89.07 33.26 40.53
691 39.59 90.96 42.55 59.81 9.21
692 39.59 44.70 104.20 39.10 35.20
693 39.68 58.51 106.29 59.02 25.96
694 39.73 52.77 103.22 48.06 29.66
695 39.71 67.65 98.57 76.63 20.80
696 39.80 75.41 86.27 74.14 17.62
697 39.47 88.59 44.04 63.21 12.02
698 39.72 33.34 80.70 29.18 43.17
699 39.90 11.53 51.47 17.19 30.56
700 39.90 55.82 108.24 54.20 27.66
701 39.93 60.91 104.16 63.29 22.04
702 40.07 17.69 56.29 20.01 30.10
703 40.11 16.14 54.84 17.97 29.77
704 40.06 50.33 109.10 49.78 28.06
705 40.22 86.21 62.97 76.62 14.49
706 40.08 93.62 14.47 40.53 5.49
707 40.00 83.46 72.46 73.46 14.86
708 40.19 65.34 96.70 81.04 20.31
709 40.13 70.63 89.12 78.36 18.99
710 40.24 46.99 96.37 42.19 26.07
711 40.22 13.43 56.31 18.58 25.18
712 40.41 20.33 67.28 23.36 28.47
713 40.47 25.07 74.01 28.42 30.08
714 40.37 78.82 72.07 79.99 15.72
715 40.46 8.59 47.30 16.61 24.49
716 40.49 22.82 71.60 26.45 28.05
717 40.58 30.03 82.02 30.89 32.21
718 40.60 35.22 85.64 35.25 30.66
719 40.68 88.97 48.20 77.18 12.05
720 40.72 73.22 81.90 83.98 17.35
721 40.62 38.04 98.26 37.98 30.83
722 40.40 14.50 55.84 18.89 28.05
723 40.78 27.56 79.91 30.49 27.44
724 40.67 43.49 99.41 44.91 28.36
725 40.75 40.91 96.51 43.97 27.83
726 41.03 54.10 95.73 71.60 24.03
727 40.99 5.95 38.16 16.37 15.95
728 40.93 32.40 87.87 34.62 28.25
729 40.93 63.44 86.13 87.29 19.88
730 40.90 68.57 79.58 93.40 19.00
731 41.06 58.65 89.41 81.25 22.16
732 41.18 91.54 29.63 66.65 9.78
733 41.00 56.36 99.25 87.48 22.75
734 41.20 45.85 95.79 52.42 24.40
735 41.15 49.09 102.52 62.39 23.70
736 41.14 61.03 95.63 87.12 21.11
737 40.86 14.76 54.33 18.56 23.67
738 41.18 76.05 68.42 90.50 16.04
739 41.37 81.31 66.28 97.31 15.38
740 41.17 12.40 55.30 22.70 20.23
741 41.45 66.33 75.08 94.81 18.86
742 41.25 83.62 63.17 90.49 14.79
743 41.45 11.30 52.42 21.88 18.58
744 41.33 13.76 55.70 19.37 19.84
745 41.34 18.26 67.35 26.27 22.41
746 41.58 86.51 51.02 88.53 12.59
747 41.40 16.00 64.27 23.88 18.69
748 41.58 70.97 69.77 101.28 16.62
749 41.72 8.44 50.40 20.72 15.48
750 41.74 39.51 100.65 49.46 23.74
751 41.70 22.97 70.48 33.33 21.05
752 41.75 36.81 92.01 44.00 22.68
753 41.77 42.65 88.98 55.63 21.81
754 41.86 78.54 59.44 99.44 15.11
755 42.09 20.47 69.48 32.05 18.68
756 41.92 51.27 87.02 78.44 22.21
757 41.97 28.57 83.48 41.68 21.08
758 41.97 31.09 85.76 41.60 21.37
759 42.01 33.99 87.09 44.59 22.35
760 41.90 15.32 64.32 23.50 19.90
761 42.08 47.90 87.01 76.40 20.61
762 42.15 73.49 65.63 105.95 15.79
763 42.32 88.79 42.57 92.75 11.93
764 42.14 56.38 81.82 98.17 20.61
765 42.14 63.77 72.23 106.39 17.51
766 42.23 68.68 63.66 109.84 17.17
767 42.28 45.14 83.55 66.17 20.69
768 42.34 61.22 75.50 111.28 19.33
769 42.42 58.80 70.65 102.52 19.48
770 42.48 53.95 77.20 104.57 21.12
771 42.59 17.65 65.54 31.19 16.51
772 42.59 75.87 63.11 112.54 16.04
773 42.66 13.55 58.20 30.16 15.08
774 42.57 83.34 56.31 104.76 14.72
775 42.63 91.35 33.29 87.22 10.20
776 42.79 10.31 53.87 27.88 13.87
777 42.78 41.10 81.42 66.28 20.21
778 42.79 65.76 63.10 117.75 17.26
779 42.80 50.02 78.38 88.57 20.74
780 42.95 36.03 74.92 57.21 19.25
781 42.85 23.29 63.84 36.79 18.13
782 42.99 38.54 74.20 60.63 18.12
783 42.94 71.26 57.69 116.51 16.09
784 43.12 85.75 47.29 100.69 12.88
785 43.00 26.75 73.11 49.83 18.46
786 43.11 81.05 55.11 110.59 15.17
787 43.08 31.82 74.37 56.89 16.92
788 43.04 43.60 77.88 74.99 19.66
789 43.24 29.40 68.78 55.05 16.86
790 43.18 47.14 69.70 91.12 19.19
791 43.29 52.44 66.36 108.72 19.19
792 43.26 78.41 55.18 114.39 15.44
793 43.16 24.28 63.21 51.56 17.95
794 43.45 21.19 57.38 41.65 14.58
795 43.39 62.94 64.28 126.66 18.39
796 43.38 67.84 56.93 131.76 17.41
797 43.42 55.84 58.53 116.44 18.61
798 43.48 33.95 75.96 67.67 17.25
799 43.58 58.18 60.72 126.15 18.33
800 43.58 60.61 61.56 126.48 17.92
801 43.63 16.26 54.54 40.00 12.94
802 43.72 74.59 60.19 122.00 15.03
803 43.72 18.19 59.03 42.22 13.58
804 43.87 88.29 44.32 107.60 11.78
805 43.86 92.65 28.72 86.09 7.92
806 43.98 9.23 48.94 35.70 11.87
807 43.91 45.21 56.81 96.61 18.54
808 44.02 40.56 63.45 87.93 16.79
809 43.92 50.41 58.71 109.09 19.19
810 44.02 12.10 53.71 39.31 12.55
811 43.89 14.76 54.65 37.00 13.12
812 44.00 25.11 60.59 57.24 14.11
813 44.01 65.08 57.07 133.56 17.59
814 44.05 69.81 59.51 138.24 16.18
815 44.09 83.05 51.11 108.51 13.95
816 44.16 42.98 56.93 91.24 17.22
817 44.20 48.29 56.92 114.92 18.17
818 44.27 72.31 62.10 132.45 16.06
819 44.28 90.42 43.08 105.60 10.76
820 44.22 27.58 60.38 66.54 15.17
821 44.29 38.07 56.21 83.80 16.26
822 44.36 54.49 55.40 139.77 18.06
823 44.38 35.55 60.26 80.64 16.50
824 44.39 32.50 59.77 79.24 15.96
825 44.41 76.99 60.47 125.66 14.66
826 44.55 30.08 58.80 72.77 15.61
827 44.51 52.31 53.06 135.76 18.91
828 44.25 18.62 53.25 47.94 11.88
829 44.70 23.09 53.10 61.33 13.56
830 44.62 80.08 55.28 121.52 14.43
831 44.67 85.75 54.17 113.90 13.88
832 44.63 57.14 52.33 138.14 18.09
833 44.64 67.37 57.87 141.71 17.30
834 44.74 62.70 55.70 145.14 18.67
835 44.73 59.97 56.88 147.98 18.24
836 44.54 13.63 52.17 40.89 11.39
837 44.86 20.51 49.84 62.40 13.32
838 44.79 46.06 52.63 131.64 18.55
839 44.99 14.66 42.49 53.52 12.17
840 45.00 94.32 23.15 73.76 6.27
841 45.11 17.33 44.54 54.82 12.38
842 45.15 74.46 64.31 136.54 15.19
843 45.17 7.34 33.19 46.48 9.07
844 45.09 41.84 51.97 109.56 17.42
845 45.16 50.27 47.16 129.89 18.00
846 45.13 10.43 40.67 51.01 10.52
847 45.42 88.99 57.41 116.87 11.72
848 45.29 25.54 44.85 77.44 13.31
849 45.25 65.13 57.26 152.47 17.58
850 45.21 70.35 68.62 152.65 16.40
851 45.39 39.15 45.80 107.12 16.61
852 45.45 28.27 48.19 90.39 14.92
853 45.56 34.18 46.68 100.11 15.25
854 45.52 91.96 46.25 99.44 9.81
855 45.50 36.74 47.08 106.27 15.90
856 45.45 47.90 46.39 132.72 17.39
857 45.51 31.72 46.70 99.26 15.34
858 45.57 55.75 55.91 143.83 18.03
859 45.51 82.88 54.93 118.25 14.45
860 45.65 44.93 52.63 136.48 17.45
861 45.59 53.30 51.93 145.92 17.52
862 45.65 77.13 63.50 130.87 15.52
863 45.42 12.10 42.42 58.58 10.25
864 45.69 58.68 57.18 157.34 17.68
865 45.81 67.90 63.77 160.13 16.81
866 45.91 13.18 35.25 63.24 10.32
867 45.90 61.28 58.45 155.63 16.76
868 45.99 72.35 61.90 148.92 15.92
869 45.81 86.63 58.05 121.81 14.11
870 46.02 80.00 60.52 126.82 15.12
871 46.04 21.05 37.08 75.79 12.68
872 46.09 23.51 38.03 80.69 13.16
873 46.12 42.93 44.20 134.27 16.34
874 46.18 63.57 66.88 168.53 17.13
875 46.16 85.32 65.08 118.96 13.40
876 46.25 4.20 15.62 39.20 5.96
877 46.33 15.80 38.75 67.68 11.34
878 46.28 18.56 39.24 79.65 12.04
879 46.26 30.02 43.23 112.72 14.53
880 46.24 40.52 47.15 126.28 16.67
881 46.27 51.35 58.32 153.53 16.41
882 46.35 6.67 25.43 54.55 7.68
883 46.43 9.95 29.71 66.18 9.80
884 46.42 49.17 56.56 151.10 17.24
885 46.47 26.76 38.48 94.42 12.94
886 46.54 65.91 70.24 168.54 17.78
887 46.42 94.41 24.21 76.01 6.74
888 46.57 46.77 49.96 145.83 16.40
889 46.57 70.12 74.27 156.46 16.44
890 46.60 74.82 67.40 141.68 15.86
891 46.60 57.19 65.35 159.41 17.20
892 46.56 35.70 44.81 116.65 13.91
893 46.65 38.19 48.05 129.94 15.07
894 46.66 32.37 41.76 112.32 14.90
895 46.64 54.46 63.90 160.82 17.30
896 46.79 83.30 59.77 125.79 14.25
897 46.86 88.45 62.93 130.18 12.13
898 46.79 91.15 49.92 102.01 10.60
899 46.88 59.62 71.90 169.17 16.99
900 46.92 44.57 50.61 151.04 16.43
901 47.01 77.50 68.75 133.87 15.54
902 47.06 13.72 30.40 78.19 9.93
903 47.18 68.13 73.84 166.34 16.60
904 47.19 24.61 33.38 101.10 13.35
905 47.23 61.98 82.95 179.16 17.12
906 47.29 21.56 31.36 93.12 11.68
907 47.22 29.09 37.41 109.61 13.24
908 47.19 41.41 50.00 139.20 15.13
909 47.26 52.53 73.61 167.92 17.71
910 47.44 34.10 43.22 131.02 15.21
911 47.40 80.14 68.63 133.80 14.33
912 47.36 72.47 72.56 151.32 15.68
913 47.51 93.75 32.73 96.13 8.10
914 47.45 64.41 79.19 172.89 16.63
915 47.56 85.87 62.83 119.35 13.18
916 47.34 12.42 32.10 81.93 10.55
917 47.50 18.89 30.31 83.03 11.82
918 47.51 50.19 75.83 158.25 16.26
919 47.57 4.78 16.63 57.02 6.44
920 47.50 55.82 73.39 171.30 15.64
921 47.59 47.96 63.85 153.17 16.48
922 47.83 7.55 23.59 71.51 8.49
923 47.71 10.40 27.11 84.90 9.82
924 47.72 15.82 29.22 83.09 9.96
925 47.74 36.91 48.28 136.02 15.51
926 47.73 39.39 53.49 144.65 15.44
927 47.78 31.62 43.51 129.54 14.23
928 47.86 95.98 14.39 58.26 3.42
929 47.80 43.00 55.96 151.56 16.72
930 47.89 27.00 36.75 113.99 12.90
931 47.95 57.81 72.62 171.46 16.94
932 47.82 92.69 38.06 101.61 9.39
933 47.97 45.65 67.49 164.06 17.12
934 48.07 66.61 84.62 174.73 17.29
935 48.06 70.02 75.43 165.40 16.79
936 48.11 75.24 72.72 145.90 16.37
937 48.05 90.54 47.83 116.35 11.38
938 48.04 60.12 82.84 176.36 18.35
939 48.19 54.24 80.25 177.18 16.89
940 48.20 23.12 34.21 110.84 11.36
941 48.18 83.38 65.12 131.25 13.66
942 48.30 77.94 72.90 141.82 15.48
943 48.36 88.26 56.22 121.90 12.12
944 48.37 63.18 82.42 170.20 16.59
945 48.38 13.17 31.39 90.72 11.05
946 48.37 29.59 38.23 124.96 13.21
947 48.36 51.82 85.37 175.69 17.74
948 48.54 17.48 29.45 92.41 10.99
949 48.52 35.23 54.37 147.16 15.19
950 48.59 41.32 69.49 154.64 16.64
951 48.56 72.69 73.71 154.44 16.18
952 48.63 80.63 63.80 135.82 15.21
953 48.85 20.11 32.97 103.47 12.34
954 48.80 32.98 48.19 146.62 14.31
955 48.66 49.65 74.60 169.27 16.67
956 48.85 25.29 35.78 117.50 12.04
957 48.72 44.03 70.58 166.45 17.52
958 48.72 47.42 66.44 165.41 17.10
959 48.85 5.05 18.33 66.93 6.33
960 48.80 38.88 66.74 156.96 15.55
961 48.95 56.19 77.52 180.40 16.68
962 48.88 92.58 33.97 108.54 9.68
963 48.96 9.64 29.42 96.60 10.54
964 49.04 68.27 76.19 167.90 17.48
965 49.05 61.05 80.11 168.92 17.93
966 49.14 65.39 73.18 168.65 16.65
967 49.25 85.61 58.10 129.07 12.96
968 49.12 58.62 77.32 175.85 17.90
969 49.28 7.41 22.97 89.37 9.06
970 49.22 15.09 30.76 95.61 10.40
971 49.20 27.94 38.57 134.46 13.21
972 49.29 36.91 58.51 145.69 15.28
973 49.21 53.54 75.14 164.70 16.70
974 49.42 30.73 45.04 138.80 14.29
975 49.37 70.66 71.55 153.23 16.13
976 49.36 22.56 35.31 122.11 11.42
977 49.47 76.90 64.13 144.69 15.41
978 49.53 74.15 62.81 148.48 15.76
979 49.53 45.80 67.05 171.97 17.74
980 49.58 90.08 44.59 127.12 11.12
981 49.63 11.91 30.16 98.00 9.95
982 49.54 50.99 72.52 170.05 16.95
983 49.58 82.66 55.14 130.79 14.19
984 49.62 62.98 74.85 178.85 17.27
985 49.72 34.78 54.60 148.50 15.96
986 49.69 40.67 62.29 161.48 16.05
987 49.68 43.38 75.81 172.09 15.19
988 49.73 48.45 71.65 171.99 17.13
989 49.86 17.57 30.98 100.40 11.16
990 49.94 79.56 56.34 134.20 14.71
991 50.01 26.07 34.99 131.50 12.07
992 50.10 93.64 24.38 96.86 8.35
993 50.14 32.56 54.96 147.62 13.89
994 50.12 38.46 63.55 152.65 16.23
995 50.14 57.47 65.31 176.33 16.47
996 50.07 67.12 65.65 170.30 17.41
997 50.11 55.25 74.03 169.27 16.15
998 50.15 60.05 68.14 178.01 17.49
999 50.25 87.65 48.55 125.70 12.29
1000 50.32 5.75 24.31 82.38 6.23
1001 50.38 21.08 35.61 112.66 11.67
1002 50.40 23.81 35.12 122.06 12.56
1003 50.22 52.76 66.39 165.59 16.49
1004 50.20 9.52 26.47 93.39 8.25
1005 50.36 28.78 41.58 136.69 14.09
1006 50.44 64.81 56.40 165.64 17.31
1007 50.43 72.08 57.78 154.24 16.39
1008 50.37 14.24 33.88 99.95 10.33
1009 50.56 69.23 59.66 169.37 15.79
1010 50.45 97.57 5.46 33.31 1.44
1011 50.52 8.14 28.94 93.90 7.58
1012 50.54 46.85 55.17 160.11 16.68
1013 50.62 91.66 32.60 113.54 10.70
1014 50.64 42.30 57.30 159.01 15.90
1015 50.56 49.84 57.99 176.18 17.51
1016 50.82 36.59 58.23 153.88 14.36
1017 50.75 44.57 61.32 167.35 16.07
1018 50.76 62.50 59.21 168.52 16.25
1019 50.77 74.93 53.48 142.28 15.38
1020 50.62 85.94 45.33 123.88 14.21
1021 50.94 95.44 11.83 66.70 4.62
1022 50.85 77.56 54.84 143.44 15.14
1023 50.81 81.50 49.21 130.11 15.46
1024 50.96 84.77 48.00 127.49 13.26
1025 50.92 10.82 29.54 93.53 8.97
1026 50.80 18.70 38.57 112.21 11.01
1027 50.88 40.20 55.13 167.29 15.81
1028 50.74 12.49 31.12 92.00 10.30
1029 50.98 30.98 46.01 143.45 14.72
1030 50.99 34.52 57.28 151.78 14.01
1031 50.98 16.07 32.34 100.16 11.29
1032 51.13 53.65 56.85 174.84 16.74
1033 51.39 89.83 34.49 125.32 11.43
1034 51.25 26.23 38.02 132.86 12.42
1035 51.29 56.05 55.77 167.80 17.05
1036 51.25 58.24 54.51 170.47 17.04
1037 51.26 51.38 57.26 178.26 17.27
1038 51.25 60.50 52.91 175.81 16.70
1039 51.34 66.86 52.16 169.41 16.28
1040 51.88 96.77 7.75 46.18 2.88
1041 51.43 48.44 52.01 176.45 16.61
1042 51.51 38.39 50.51 160.63 16.47
1043 51.62 5.07 20.27 78.67 6.68
1044 51.53 23.43 35.01 129.87 11.60
1045 51.60 70.46 51.90 165.62 16.18
1046 51.63 28.72 38.51 144.57 13.34
1047 51.63 73.01 50.78 149.83 15.24
1048 51.73 79.77 48.59 133.23 14.52
1049 51.70 7.77 24.31 91.98 7.32
1050 51.64 20.61 34.80 122.35 11.97
1051 51.68 64.44 44.80 165.77 16.51
1052 51.65 46.12 53.45 168.00 15.96
1053 51.63 15.12 30.92 97.61 9.97
1054 51.76 32.90 47.48 153.33 14.23
1055 51.84 13.21 29.73 107.95 9.71
1056 51.81 43.60 47.31 161.30 15.19
1057 51.86 87.22 40.63 125.10 12.86
1058 51.49 16.59 33.25 111.00 10.75
1059 51.92 41.40 48.59 155.82 15.43
1060 51.98 92.52 27.53 109.82 8.91
1061 51.89 17.84 33.18 120.70 11.40
1062 52.03 9.82 24.88 99.57 9.24
1063 52.04 76.50 52.01 141.74 14.36
1064 52.00 83.33 43.37 122.96 14.59
1065 52.08 62.23 47.76 166.81 16.95
1066 52.06 54.23 50.97 167.80 16.33
1067 52.26 36.74 44.33 144.71 15.59
1068 52.25 68.49 49.60 164.53 15.47
1069 52.12 11.22 24.81 104.35 9.46
1070 52.27 30.82 41.62 145.56 14.27
1071 52.21 50.02 48.78 167.60 15.97
1072 52.30 59.82 49.44 172.36 16.56
1073 52.42 34.69 42.23 144.37 13.78
1074 52.44 52.01 49.10 167.27 16.80
1075 52.46 57.76 53.08 170.29 16.95
1076 52.49 2.29 8.97 44.58 2.68
1077 52.57 24.85 31.01 125.78 12.20
1078 52.52 27.13 36.72 139.17 12.72
1079 52.48 39.38 42.40 156.97 14.68
1080 52.60 66.25 47.05 167.00 16.17
1081 52.60 22.22 29.71 118.29 10.77
1082 52.56 47.67 45.55 160.84 15.62
1083 52.64 74.14 51.01 151.90 14.93
1084 52.67 55.85 48.97 163.94 16.18
1085 52.74 45.26 40.76 162.65 15.79
1086 52.87 19.16 29.06 115.43 11.31
1087 52.82 71.28 53.12 160.27 15.44
1088 52.83 4.76 17.18 76.62 6.26
1089 52.98 16.04 28.18 107.24 10.68
1090 52.97 78.65 48.48 135.17 14.85
1091 52.99 81.45 49.28 122.29 14.87
1092 52.93 63.92 49.64 170.00 16.66
1093 52.92 85.52 44.18 118.84 13.34
1094 53.00 89.52 35.33 112.21 11.14
1095 53.14 13.37 25.24 110.31 9.90
1096 53.07 29.12 35.67 146.82 12.38
1097 52.97 42.85 43.65 156.94 15.79
1098 53.02 8.31 24.33 93.92 8.21
1099 53.11 32.74 36.89 134.55 14.27
1100 53.15 53.98 54.22 177.76 19.15
1101 53.18 61.20 46.01 169.81 16.75
1102 53.19 11.10 23.96 100.80 9.03
1103 53.29 49.43 51.90 167.80 16.04
1104 53.43 40.76 44.51 156.00 15.45
1105 53.39 92.59 31.89 108.07 9.74
1106 53.37 35.84 42.96 152.18 15.21
1107 53.35 68.64 49.69 163.29 16.47
1108 53.47 76.09 60.36 141.94 15.26
1109 53.47 38.39 43.29 140.80 14.30
1110 53.59 58.92 53.08 167.51 16.97
1111 53.82 2.31 7.13 43.81 2.50
1112 53.53 51.55 57.68 168.82 17.05
1113 53.69 21.11 29.92 117.95 11.15
1114 53.66 26.18 33.10 138.32 12.26
1115 53.69 47.21 47.10 158.91 16.91
1116 53.76 23.58 30.66 129.34 12.49
1117 53.82 83.64 54.86 120.40 14.69
1118 53.81 30.76 35.42 133.35 14.08
1119 53.72 56.44 57.70 165.08 17.01
1120 53.78 73.21 58.69 153.81 15.63
1121 53.79 65.80 52.11 164.86 16.89
1122 54.04 87.55 51.81 113.78 12.17
1123 53.78 44.66 48.58 152.03 15.72
1124 53.94 63.05 54.86 162.71 17.15
1125 54.07 18.67 27.52 111.94 10.43
1126 54.06 5.45 17.38 77.22 6.85
1127 54.07 70.73 60.79 160.78 16.24
1128 54.17 28.37 33.12 130.64 11.99
1129 54.12 53.37 55.25 153.28 15.75
1130 54.23 80.18 65.39 121.98 14.79
1131 54.24 8.00 22.97 96.91 8.03
1132 54.29 34.64 45.66 143.04 14.66
1133 54.24 42.38 46.05 145.80 16.44
1134 54.22 16.07 26.15 100.88 10.20
1135 54.29 10.37 25.51 100.40 9.30
1136 54.32 60.95 56.87 164.58 16.38
1137 54.36 32.53 38.96 138.59 14.46
1138 54.50 90.87 42.04 111.64 9.76
1139 54.37 37.15 50.29 143.61 14.39
1140 54.33 49.80 58.57 158.84 16.73
1141 54.51 12.58 28.63 106.07 9.65
1142 54.26 14.15 25.88 97.64 10.64
1143 54.46 68.07 66.26 160.80 16.88
1144 54.53 77.72 72.30 128.83 14.40
1145 54.57 93.84 27.10 88.69 7.83
1146 54.59 39.85 55.10 141.70 16.67
1147 54.75 57.26 67.51 159.87 16.42
1148 54.72 74.71 73.24 137.66 15.29
1149 54.70 46.33 60.97 171.45 18.03
1150 54.83 54.97 70.95 153.95 17.37
1151 54.83 51.91 65.23 162.37 16.40
1152 54.76 21.40 39.65 145.99 14.35
1153 54.84 26.18 34.99 125.77 12.23
1154 54.87 23.84 36.46 122.84 11.16
1155 54.92 63.97 63.18 157.95 17.38
1156 54.80 1.45 4.30 30.45 1.15
1157 54.96 44.29 56.19 143.90 15.65
1158 55.01 30.54 38.68 128.22 15.05
1159 55.15 85.81 65.72 113.99 12.65
1160 55.10 48.23 71.50 154.06 16.35
1161 55.06 59.45 71.53 173.57 16.33
1162 55.00 66.09 69.33 159.44 16.23
1163 54.99 82.63 76.09 119.57 13.83
1164 55.12 72.16 74.85 145.79 16.58
1165 55.11 3.39 10.18 54.72 4.33
1166 55.18 17.76 34.27 112.07 10.84
1167 55.29 69.61 76.80 152.86 17.13
1168 55.26 28.36 40.14 126.83 12.50
1169 55.35 35.73 55.74 132.68 14.75
1170 55.31 88.56 61.46 111.63 10.24
1171 55.38 5.90 21.32 76.05 6.75
1172 55.31 8.96 26.18 89.27 9.09
1173 55.46 62.02 77.22 158.30 17.78
1174 55.41 37.97 64.12 132.38 15.38
1175 55.41 42.05 66.28 139.72 14.82
1176 55.46 15.12 33.61 105.62 9.77
1177 55.43 33.22 49.81 131.51 14.05
1178 55.44 50.28 72.69 154.40 16.31
1179 55.36 80.71 79.78 121.22 15.09
1180 55.63 19.90 38.63 111.67 10.69
1181 55.63 75.92 86.89 124.78 14.85
1182 55.71 53.27 77.60 145.59 16.26
1183 55.74 79.74 91.39 117.91 14.60
1184 55.75 12.01 31.52 93.13 9.33
1185 55.82 39.86 67.83 138.35 14.11
1186 55.76 93.81 40.25 89.61 7.94
1187 56.04 91.61 53.93 99.44 9.94
1188 55.85 57.98 83.12 146.80 16.28
1189 55.99 22.14 40.94 109.52 11.56
1190 55.94 24.67 42.93 118.70 11.93
1191 55.90 46.33 69.28 136.42 15.84
1192 56.01 55.64 89.16 151.05 16.40
1193 55.99 66.97 85.14 150.82 16.45
1194 56.09 96.15 12.66 46.35 3.39
1195 56.12 31.33 52.36 126.90 13.09
1196 56.18 27.00 42.70 115.92 12.48
1197 56.12 43.94 64.56 129.62 15.49
1198 56.19 60.31 91.41 155.22 15.55
1199 56.14 64.36 88.75 150.61 16.80
1200 56.18 83.22 88.64 109.12 13.47
1201 56.28 48.92 74.13 140.06 15.83
1202 56.31 72.40 88.09 135.01 15.48
1203 56.38 29.20 46.36 113.74 13.57
1204 56.33 34.48 64.46 116.79 14.34
1205 56.43 7.08 25.00 83.55 7.65
1206 56.50 36.88 63.73 118.01 14.18
1207 56.49 51.39 78.13 134.23 16.72
1208 56.34 69.60 84.27 142.00 15.72
1209 56.52 4.01 14.46 57.13 4.45
1210 56.50 16.91 40.42 96.31 10.80
1211 56.48 77.82 91.31 114.75 14.14
1212 56.56 86.48 80.91 104.44 12.72
1213 56.52 9.53 29.79 93.90 8.48
