#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd29 14A 4 Kruppel even-skipped fushi-tarazu
166 14.60 50.24 13.07 9.46 52.28
167 14.44 59.48 11.59 10.97 47.72
168 14.30 65.16 10.03 10.52 45.86
169 14.60 48.09 13.78 9.63 51.39
170 14.58 51.37 12.17 11.25 51.75
171 14.76 24.32 8.52 5.48 27.83
172 14.74 32.71 11.83 7.83 44.46
173 14.81 39.64 12.52 9.43 47.39
174 14.97 25.77 9.29 6.30 37.14
175 14.72 27.75 10.44 6.83 41.39
176 14.91 46.41 12.40 9.23 50.26
177 14.84 52.90 12.81 10.58 50.27
178 14.89 66.91 10.02 10.00 44.83
179 15.02 37.52 11.93 9.20 49.48
180 14.99 44.27 12.25 8.93 49.89
181 15.16 41.47 12.78 9.31 52.76
182 15.28 71.30 8.61 7.69 35.79
183 15.27 31.43 11.19 8.32 48.25
184 14.99 62.68 9.12 10.50 52.88
185 15.44 55.18 12.73 10.31 51.43
186 15.26 64.34 10.65 10.58 49.92
187 15.32 59.20 11.20 11.89 51.00
188 15.44 27.52 10.27 7.30 41.90
189 15.85 29.02 10.60 8.62 41.20
190 15.62 39.09 12.33 9.33 50.61
191 15.60 24.18 8.11 5.74 35.17
192 15.63 42.58 13.03 10.23 48.18
193 15.75 67.02 10.66 9.95 46.50
194 15.77 48.52 12.46 10.06 51.72
195 15.75 36.15 12.48 8.82 49.74
196 15.99 46.03 13.52 9.10 52.93
197 15.89 44.11 13.48 9.12 49.83
198 15.75 61.39 11.60 12.48 48.94
199 15.86 26.47 10.28 7.12 41.57
200 16.03 40.62 12.41 10.33 50.87
201 15.69 72.87 7.22 8.22 35.67
202 15.74 47.10 14.77 9.85 52.62
203 16.15 69.46 8.71 10.81 41.69
204 16.22 53.57 12.36 9.63 54.31
205 16.05 32.61 9.96 7.78 46.22
206 16.11 73.59 7.55 8.32 36.12
207 16.14 34.01 11.77 8.00 46.06
208 16.23 38.44 13.46 9.54 47.69
209 16.00 24.67 9.00 5.33 50.00
210 16.75 31.58 11.53 9.71 47.08
211 16.12 54.81 13.38 12.15 55.54
212 16.40 36.87 12.58 10.42 50.02
213 16.48 25.32 10.00 7.23 38.16
214 16.51 66.93 9.93 11.66 48.41
215 16.45 63.56 10.70 10.57 49.78
216 16.58 68.14 10.24 10.79 45.64
217 16.54 71.51 8.40 9.91 42.66
218 16.44 35.05 13.85 10.75 47.30
219 16.66 57.10 11.59 10.26 53.25
220 16.64 42.01 12.08 8.86 50.31
221 16.57 24.02 9.24 5.57 40.10
222 16.51 43.91 11.71 10.33 53.48
223 16.61 26.94 10.00 7.38 39.94
224 16.71 49.81 11.48 11.65 51.42
225 16.91 52.66 12.92 12.59 48.27
226 16.79 23.03 8.04 7.56 37.12
227 16.81 46.33 13.58 10.10 49.58
228 16.84 38.10 12.14 8.90 48.45
229 17.01 44.64 12.85 9.40 50.64
230 16.87 48.85 11.94 8.22 47.94
231 16.79 70.21 9.64 10.91 45.18
232 16.90 33.45 11.59 10.66 46.47
233 17.09 40.14 11.81 9.51 49.74
234 16.99 54.78 12.83 11.92 51.31
235 16.99 65.79 12.23 15.61 49.94
236 17.08 51.01 12.66 11.24 51.42
237 17.44 36.21 12.77 10.50 50.22
238 17.22 64.08 11.62 14.30 51.76
239 17.27 24.38 9.48 6.52 36.52
240 17.48 73.55 8.17 10.60 41.66
241 17.24 69.57 9.88 13.21 45.75
242 17.27 22.34 9.30 6.14 31.43
243 17.41 55.74 12.57 11.45 53.61
244 17.55 38.40 12.91 11.02 47.85
245 17.44 34.15 12.44 8.62 51.00
246 17.47 47.28 12.64 10.31 52.57
247 17.44 57.99 12.77 14.10 50.67
248 17.51 71.00 9.37 13.55 43.55
249 17.73 61.14 11.93 12.62 53.27
250 17.59 66.34 9.88 13.92 49.06
251 17.70 43.15 12.47 10.00 52.69
252 17.72 26.68 10.87 9.96 44.60
253 17.60 49.59 14.47 14.33 51.80
254 17.85 30.74 11.42 10.31 44.50
255 17.62 51.24 13.93 10.73 54.07
256 17.85 53.75 12.25 12.44 49.28
257 17.69 64.69 12.44 11.11 47.56
258 17.86 32.79 12.05 10.34 46.13
259 17.92 40.50 12.18 12.07 47.91
260 17.84 59.54 12.16 11.84 52.71
261 17.78 63.37 12.26 12.85 53.44
262 17.92 68.99 9.52 12.19 45.72
263 18.28 24.42 9.34 8.27 39.26
264 18.00 22.23 8.19 7.24 32.45
265 18.29 35.12 10.64 10.18 47.70
266 18.28 45.10 12.89 11.54 50.02
267 18.12 57.20 12.12 13.37 55.67
268 18.10 55.35 13.36 11.36 56.44
269 18.01 65.06 10.85 15.55 48.20
270 18.65 75.74 8.07 12.52 36.25
271 18.46 50.85 13.14 11.84 52.51
272 18.35 46.58 13.50 10.57 51.00
273 18.14 49.69 12.72 10.21 53.07
274 18.53 29.61 10.97 9.79 45.70
275 18.18 71.51 11.65 17.18 44.76
276 18.39 72.78 9.30 14.10 41.40
277 18.20 44.07 12.00 11.71 51.86
278 18.32 58.63 11.24 10.48 55.76
279 18.70 67.95 11.34 14.86 51.39
280 18.53 43.14 13.44 11.22 50.12
281 18.34 48.80 13.40 11.00 57.00
282 18.70 21.75 9.00 6.87 33.39
283 18.93 53.82 12.56 11.82 53.86
284 18.72 60.24 11.72 13.82 50.74
285 18.56 37.53 11.50 10.42 50.00
286 18.59 69.68 12.50 20.00 43.80
287 18.84 55.97 12.89 15.30 52.48
288 18.59 57.90 11.80 11.20 60.20
289 19.09 26.53 10.67 9.87 42.01
290 19.14 52.23 13.14 13.05 52.88
291 19.10 48.30 12.79 11.82 52.04
292 18.97 70.49 9.45 14.98 47.37
293 19.15 22.95 8.77 8.69 37.71
294 18.94 36.55 12.43 9.79 48.57
295 19.11 32.85 11.49 8.60 48.73
296 19.20 45.09 12.29 11.95 52.41
297 18.93 33.87 10.78 9.22 46.89
298 19.47 57.78 12.86 13.82 56.41
299 19.28 42.17 11.66 10.74 53.55
300 19.37 35.10 11.83 11.49 47.40
301 19.47 60.66 12.11 14.04 54.28
302 19.55 72.40 9.66 17.79 48.69
303 19.37 74.29 9.18 16.35 41.96
304 19.48 24.70 10.67 11.31 42.20
305 19.74 29.08 11.08 10.00 45.39
306 19.50 55.41 13.64 9.57 55.93
307 19.57 49.54 13.00 9.00 55.43
308 19.66 77.70 6.74 12.03 31.95
309 19.54 44.35 12.00 11.17 55.33
310 20.19 20.78 8.14 7.89 33.35
311 19.69 70.30 11.40 22.20 47.62
312 19.89 67.83 11.63 19.64 50.46
313 19.95 33.55 11.15 10.18 48.88
314 19.94 40.32 12.49 11.93 51.39
315 20.12 62.48 12.03 17.97 51.38
316 19.95 64.64 10.76 16.28 53.20
317 19.83 43.58 12.61 14.22 52.91
318 20.35 55.39 13.48 14.92 55.87
319 20.23 74.68 9.62 21.19 44.25
320 20.07 26.72 10.04 9.37 48.57
321 20.23 35.65 12.28 11.77 47.60
322 20.04 59.60 12.47 13.42 52.53
323 20.07 31.30 12.00 14.11 49.78
324 20.28 52.33 11.90 12.87 55.71
325 20.36 32.49 12.51 11.95 48.81
326 20.46 76.78 9.17 27.18 36.72
327 20.43 42.35 12.62 11.74 52.67
328 20.52 72.71 10.12 23.76 43.62
329 20.43 25.40 11.41 10.00 46.29
330 20.44 66.19 11.95 23.15 48.40
331 20.47 29.62 12.35 10.93 46.65
332 20.54 53.79 12.96 14.00 52.11
333 20.67 39.85 13.11 11.82 53.14
334 20.59 60.72 12.46 17.92 53.58
335 20.73 68.96 11.54 20.12 49.46
336 20.87 44.15 12.78 12.60 52.76
337 20.83 37.82 11.79 12.08 53.06
338 20.75 71.19 10.93 17.85 50.59
339 20.89 22.81 10.28 11.03 42.47
340 20.89 30.79 10.76 11.67 46.53
341 20.94 49.43 13.20 14.41 56.96
342 21.46 51.41 12.68 14.47 55.63
343 21.04 41.41 12.28 12.12 48.80
344 21.14 46.02 13.73 14.19 56.67
345 21.04 24.64 10.18 11.79 41.58
346 21.02 36.59 12.37 11.11 52.11
347 21.18 53.20 14.68 15.92 57.84
348 21.12 58.80 12.20 15.86 55.44
349 21.23 34.69 11.44 11.63 47.41
350 21.19 63.23 11.28 18.48 49.10
351 21.21 26.09 10.44 12.03 44.47
352 21.20 61.19 13.37 24.68 48.71
353 21.44 20.06 8.49 8.18 36.75
354 21.61 38.97 12.09 14.30 50.23
355 21.40 70.55 10.74 29.28 50.96
356 21.49 22.32 9.94 11.90 41.04
357 21.53 68.49 10.87 26.69 53.42
358 21.64 55.99 14.96 23.96 59.81
359 21.77 77.30 9.32 49.55 37.01
360 22.02 80.06 7.47 42.94 30.56
361 21.69 18.46 8.12 10.24 31.97
362 21.78 43.84 12.65 12.06 54.17
363 21.59 32.34 12.38 13.69 46.54
364 21.89 74.74 10.48 61.41 44.24
365 21.99 25.03 11.43 13.45 43.38
366 21.72 58.72 14.12 19.25 59.75
367 21.74 62.66 12.58 29.17 54.83
368 22.21 60.34 12.64 23.42 54.36
369 21.98 64.48 12.10 26.53 53.08
370 21.93 54.63 14.48 21.38 57.57
371 22.03 57.65 13.48 19.86 56.61
372 21.94 21.29 8.94 13.18 37.94
373 22.14 30.06 11.64 12.08 49.72
374 22.11 32.20 12.33 15.58 48.54
375 22.07 49.90 13.20 15.38 51.30
376 22.18 62.42 11.61 26.85 54.22
377 22.17 40.30 13.97 12.21 49.84
378 22.14 37.65 12.46 14.09 48.54
379 22.27 35.44 12.51 12.32 48.39
380 22.31 69.13 12.46 54.83 45.84
381 22.26 71.09 11.26 51.51 44.40
382 22.31 20.43 8.64 10.04 38.07
383 22.81 54.70 13.44 21.75 55.79
384 22.56 43.14 13.50 14.73 56.23
385 22.61 47.67 13.40 16.46 58.95
386 22.81 72.92 11.81 74.39 45.41
387 22.88 21.56 9.93 12.97 41.55
388 22.86 17.24 7.45 9.31 31.92
389 22.92 78.28 9.23 69.89 39.64
390 23.00 75.76 10.00 83.64 42.00
391 23.06 19.17 9.57 12.82 37.36
392 22.79 20.01 9.90 9.80 38.50
393 22.89 32.87 12.85 14.24 45.94
394 22.93 25.73 12.13 13.97 43.49
395 23.01 49.31 14.53 20.47 55.83
396 23.15 62.81 13.71 41.58 52.12
397 23.14 23.41 11.37 15.63 43.15
398 23.03 52.66 13.43 20.33 55.62
399 23.11 50.81 13.34 15.39 58.09
400 23.44 80.64 8.47 75.15 33.94
401 23.19 35.01 14.79 15.71 52.64
402 23.18 48.18 13.17 14.83 61.39
403 23.43 69.89 12.02 73.91 48.18
404 23.17 43.13 14.93 21.93 53.29
405 23.40 38.34 12.78 13.46 56.50
406 23.52 64.63 13.26 64.88 47.56
407 23.21 25.01 14.00 15.50 47.00
408 23.58 17.89 7.97 16.34 34.22
409 23.45 30.53 12.96 13.19 47.89
410 23.60 67.03 12.54 77.60 49.34
411 23.77 34.43 13.04 16.19 52.73
412 23.73 40.09 12.98 19.73 51.54
413 23.85 28.68 12.24 16.45 46.76
414 24.03 82.94 7.81 60.88 28.56
415 23.62 22.33 10.77 14.92 43.23
416 23.76 31.83 11.72 14.67 47.54
417 23.88 72.55 12.09 104.01 46.27
418 23.76 48.01 13.56 16.00 59.33
419 23.82 54.69 13.51 22.07 56.47
420 23.88 25.66 11.59 15.24 42.46
421 23.89 50.92 13.34 22.62 58.61
422 24.03 42.36 14.32 21.09 53.75
423 23.96 19.77 9.58 14.39 40.20
424 24.00 62.26 14.09 75.68 51.17
425 23.92 21.52 9.81 14.50 42.19
426 24.21 75.42 11.89 111.84 44.30
427 24.19 78.20 9.31 101.61 40.33
428 24.11 33.10 12.84 16.06 53.87
429 24.02 48.97 13.00 19.50 63.25
430 24.36 23.09 11.53 20.83 41.08
431 24.06 52.62 13.43 29.86 54.86
432 24.46 68.45 12.64 117.81 48.80
433 24.30 18.30 9.55 23.28 35.66
434 24.45 58.72 14.28 70.67 54.43
435 24.51 24.92 12.64 22.79 43.52
436 24.57 38.16 13.57 20.19 52.24
437 24.73 52.83 14.75 43.54 58.16
438 24.64 65.87 13.70 115.26 49.32
439 24.79 40.74 13.66 17.77 54.34
440 24.74 63.56 13.52 117.98 46.01
441 24.79 49.41 14.27 28.57 58.72
442 24.63 55.20 14.40 56.80 51.26
443 24.79 60.54 13.66 107.06 51.00
444 24.77 71.10 13.13 145.82 48.50
445 24.70 29.87 12.57 17.52 49.61
446 24.87 21.06 10.59 23.80 42.78
447 24.72 43.76 14.53 21.88 56.62
448 24.95 80.86 9.14 98.61 38.90
449 24.86 32.95 12.09 20.94 49.32
450 25.25 83.71 7.84 60.93 31.08
451 24.95 42.35 14.38 19.71 55.48
452 25.03 57.10 15.04 81.56 52.21
453 24.97 19.10 9.98 23.20 38.11
454 25.12 73.67 12.25 148.26 47.80
455 24.99 16.89 8.74 22.58 37.47
456 24.96 27.82 11.79 18.35 46.77
457 25.05 50.88 15.09 47.57 61.11
458 25.33 23.98 10.93 20.21 45.95
459 25.48 38.52 13.22 24.25 55.02
460 25.00 39.66 12.75 29.75 51.50
461 25.39 26.12 12.46 22.92 46.66
462 25.23 31.13 12.18 23.71 47.32
463 25.26 44.71 13.92 27.84 58.78
464 25.43 78.59 10.57 128.01 47.05
465 25.48 54.12 14.82 78.15 52.48
466 25.53 69.45 12.96 166.42 48.78
467 25.66 76.18 12.05 153.50 46.68
468 25.65 61.70 14.76 154.07 53.23
469 25.72 67.28 14.12 170.47 52.04
470 25.70 18.22 10.50 47.31 33.73
471 25.54 47.29 16.04 51.11 53.48
472 25.47 32.31 12.67 21.21 47.92
473 25.75 35.96 13.21 24.92 55.00
474 25.82 58.85 15.51 134.38 56.74
475 25.74 64.76 13.72 170.31 51.31
476 25.82 49.41 15.33 56.21 54.49
477 25.86 28.97 12.80 28.11 48.52
478 25.84 51.84 15.43 77.39 53.89
479 25.58 20.94 11.00 25.20 46.80
480 25.84 31.29 13.25 30.06 53.44
481 25.95 41.18 14.71 28.07 56.96
482 25.98 56.35 15.84 123.88 52.50
483 25.90 22.58 11.80 49.05 40.17
484 26.16 71.40 13.35 171.85 51.51
485 26.03 45.26 15.97 56.88 51.15
486 26.27 81.34 10.34 100.27 53.52
487 26.59 20.30 11.52 68.62 40.61
488 26.40 73.67 13.54 170.06 51.88
489 26.09 46.93 14.34 40.78 59.38
490 26.36 84.19 9.23 72.02 45.59
491 26.57 63.15 14.86 189.33 55.17
492 26.40 39.91 15.78 51.46 50.43
493 26.53 54.08 16.21 128.84 51.66
494 26.65 78.50 12.20 130.48 53.67
495 26.73 17.68 10.39 82.18 36.34
496 26.71 60.57 14.09 185.21 54.06
497 26.67 47.67 16.13 83.55 53.62
498 26.79 27.24 12.35 57.42 39.83
499 26.83 68.93 13.76 176.16 47.57
500 26.76 29.44 13.85 58.26 42.62
501 26.78 42.40 14.95 54.43 55.48
502 26.76 66.17 13.99 185.79 52.54
503 26.81 34.67 13.79 53.18 51.64
504 26.87 51.76 16.34 134.08 53.25
505 26.98 22.95 12.10 75.03 43.01
506 26.91 49.75 16.68 114.18 55.34
507 26.91 45.37 15.37 77.43 57.63
508 26.98 75.74 12.82 145.64 57.56
509 27.28 14.96 9.04 92.52 28.78
510 27.05 31.67 13.90 68.99 48.06
511 27.03 56.26 15.58 185.10 56.23
512 27.12 58.63 14.59 198.83 57.76
513 27.38 37.86 15.00 77.63 50.59
514 27.38 40.09 15.21 85.09 56.04
515 27.48 80.61 11.63 98.63 91.32
516 27.35 83.06 11.41 73.95 100.90
517 27.48 71.02 13.77 173.44 64.27
518 27.51 43.45 15.20 97.11 53.28
519 27.62 25.64 12.43 86.84 46.35
520 27.59 64.61 15.21 200.38 56.02
521 27.54 53.32 16.79 190.88 59.56
522 27.61 62.19 15.83 217.12 53.43
523 27.72 35.70 15.08 102.44 46.92
524 27.66 73.48 14.03 155.88 80.70
525 27.79 48.03 16.47 157.31 55.47
526 27.77 67.24 14.75 181.51 58.97
527 27.83 27.96 13.27 111.00 43.84
528 27.86 33.35 14.94 102.36 48.72
529 27.81 77.04 14.08 131.36 90.56
530 27.91 17.41 11.08 136.12 35.92
531 27.96 20.54 11.96 118.65 39.31
532 27.99 50.42 16.43 204.90 59.09
533 27.92 45.60 16.14 140.01 55.33
534 28.01 57.32 18.45 233.30 66.03
535 28.18 41.63 16.95 132.52 52.65
536 28.12 60.18 15.65 214.17 64.58
537 28.14 23.53 13.13 127.10 43.23
538 28.20 31.21 14.03 141.52 47.10
539 28.22 55.11 15.90 206.86 63.06
540 28.15 84.68 10.70 56.85 97.70
541 28.34 78.95 13.58 102.24 135.95
542 28.37 69.07 14.48 176.35 77.98
543 28.27 86.70 8.91 36.66 89.02
544 28.18 83.26 10.91 69.82 101.82
545 28.45 52.57 17.10 218.56 59.55
546 28.45 75.10 15.00 123.04 142.24
547 28.57 37.30 15.38 148.29 55.28
548 28.78 13.08 8.84 122.69 29.88
549 28.67 15.69 10.06 143.45 36.94
550 28.63 39.41 16.34 146.31 53.82
551 28.58 63.12 15.69 216.63 74.04
552 28.59 82.24 11.98 64.61 118.63
553 28.64 65.64 15.84 193.99 79.09
554 28.77 43.54 16.27 165.19 56.12
555 28.66 71.73 14.39 161.77 104.87
556 28.83 34.87 15.52 160.05 51.08
557 29.00 27.24 13.72 156.62 45.87
558 28.97 29.58 13.89 174.67 48.13
559 28.86 46.18 17.85 198.12 58.41
560 28.90 58.68 16.49 213.31 65.00
561 28.87 48.89 16.37 211.63 61.68
562 29.01 76.83 14.81 130.28 123.51
563 29.13 22.58 12.92 167.44 44.14
564 28.91 74.11 13.30 145.46 126.44
565 28.86 85.86 9.84 70.57 106.51
566 29.27 25.17 13.69 167.25 48.00
567 29.16 56.39 17.69 212.77 73.69
568 29.25 32.68 15.09 171.36 51.09
569 29.27 18.08 12.73 186.21 47.53
570 29.35 61.73 16.73 204.14 90.65
571 29.42 20.31 13.31 172.28 43.11
572 29.40 67.32 15.31 156.04 118.10
573 29.35 51.66 17.59 224.43 74.01
574 29.14 81.22 12.35 73.54 127.40
575 29.52 83.99 13.39 71.93 113.98
576 29.49 88.42 7.72 33.72 59.62
577 29.39 41.07 16.72 197.61 58.46
578 29.40 54.01 17.19 232.02 74.67
579 29.45 69.73 14.52 162.48 109.55
580 29.32 85.27 8.95 50.26 103.47
581 29.59 64.39 16.36 186.01 119.98
582 29.44 73.18 14.71 106.14 161.00
583 29.63 36.64 15.01 206.66 54.37
584 29.78 38.88 17.09 214.22 57.17
585 29.79 47.35 16.21 222.48 68.53
586 29.93 14.58 10.23 139.96 36.90
587 29.79 59.72 17.58 204.14 101.60
588 29.84 44.87 16.90 212.11 66.31
589 29.82 72.16 16.75 154.71 154.18
590 29.66 78.59 16.35 75.00 153.94
591 29.94 30.78 15.13 202.48 49.13
592 29.94 49.85 17.05 224.22 75.16
593 29.99 74.90 16.42 129.28 153.59
594 29.83 80.75 15.56 92.69 132.20
595 30.16 11.66 7.67 105.08 34.42
596 30.05 42.60 16.81 208.54 59.06
597 30.27 34.88 16.35 217.70 56.02
598 30.14 57.56 17.24 203.64 119.67
599 30.20 28.36 14.97 198.78 50.02
600 30.18 77.91 15.08 105.75 161.94
601 30.44 16.84 12.13 172.20 48.00
602 30.25 55.19 18.25 213.84 112.95
603 30.33 22.89 13.74 191.84 49.28
604 30.38 65.97 18.29 158.06 155.68
605 30.19 83.73 15.00 56.65 124.71
606 30.53 25.75 14.10 188.87 51.88
607 30.53 32.86 15.79 207.52 56.17
608 30.50 61.11 17.75 168.34 171.35
609 30.44 70.44 16.15 114.44 161.55
610 30.46 52.34 17.95 211.78 109.48
611 30.57 63.39 17.13 174.20 154.92
612 30.78 68.08 17.24 105.67 172.97
613 30.68 19.43 13.13 186.71 58.75
614 30.58 86.01 13.19 62.30 99.03
615 30.71 39.95 16.10 207.43 58.26
616 30.46 81.05 14.88 73.91 138.03
617 30.62 82.72 16.02 60.19 129.12
618 30.72 37.34 16.57 229.61 64.97
619 30.82 48.12 18.00 219.77 101.83
620 30.82 72.48 17.18 91.56 156.23
621 30.96 45.89 18.30 209.99 91.35
622 30.83 76.46 17.67 96.83 160.77
623 30.96 43.77 18.72 213.21 73.57
624 31.06 59.22 17.59 163.76 163.33
625 31.08 30.68 16.13 200.27 61.01
626 31.13 50.22 18.07 203.48 153.13
