#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
tim20 14A 4 even-skipped Kruppel giant
166 15.70 35.33 44.45 19.14 38.49
167 15.61 22.48 27.64 11.41 32.77
168 15.85 50.63 52.57 22.62 119.22
169 15.75 73.48 24.51 10.56 24.53
170 15.96 57.40 53.00 20.58 113.93
171 15.89 55.08 51.92 21.48 123.02
172 15.89 27.59 36.33 15.11 37.70
173 16.06 32.75 41.69 18.06 39.55
174 16.06 44.05 48.94 20.73 88.21
175 16.36 48.58 55.52 23.00 131.29
176 16.34 17.65 19.53 7.64 30.92
177 16.42 52.64 57.14 23.31 136.48
178 16.51 20.27 24.47 10.76 40.00
179 16.59 41.91 49.59 20.11 90.91
180 16.51 37.17 47.19 20.01 65.33
181 16.65 39.33 45.03 19.70 79.88
182 16.52 59.54 57.51 22.18 119.63
183 16.67 70.04 40.27 15.01 60.82
184 16.58 24.82 32.42 12.82 50.99
185 16.77 46.55 51.80 22.39 125.96
186 16.62 62.06 54.78 20.65 105.65
187 16.66 67.47 45.18 17.07 86.45
188 16.76 29.81 36.72 15.40 53.38
189 16.70 64.91 51.85 18.82 95.59
190 16.64 74.88 21.06 9.40 22.26
191 16.89 34.80 42.41 19.43 68.28
192 16.87 72.54 35.93 13.05 45.93
193 17.12 27.10 35.04 14.34 67.25
194 17.18 55.30 56.37 23.42 144.85
195 17.31 44.52 49.99 21.97 126.89
196 17.40 22.83 30.29 12.05 66.90
197 17.23 32.25 41.63 16.78 64.71
198 17.34 50.11 55.00 22.20 148.10
199 17.44 57.75 53.80 22.65 139.10
200 17.51 17.79 20.01 8.06 53.65
201 17.62 52.86 57.90 23.30 151.37
202 17.66 40.71 51.96 21.09 120.70
203 17.70 63.16 59.09 21.65 126.08
204 17.65 75.86 25.14 10.53 27.75
205 17.82 36.55 42.98 19.00 98.87
206 17.86 60.56 56.46 23.80 135.33
207 17.54 77.18 17.83 10.00 21.75
208 17.85 67.97 50.88 18.32 97.04
209 18.00 73.45 36.88 14.31 55.28
210 18.05 20.51 27.36 10.29 80.16
211 17.95 47.67 55.54 22.94 149.38
212 18.04 29.12 37.80 15.24 87.86
213 18.03 70.52 45.89 15.25 79.37
214 18.20 25.40 34.54 13.15 91.72
215 18.27 34.06 41.38 17.87 104.72
216 18.25 38.64 51.32 19.70 122.67
217 18.18 42.81 51.34 22.32 146.92
218 18.19 65.46 55.18 21.56 115.54
219 18.44 31.53 40.72 16.83 106.47
220 18.53 15.22 17.77 6.75 61.28
221 18.10 17.98 22.83 9.17 61.42
222 18.46 51.06 56.57 23.75 156.52
223 18.48 56.05 56.96 24.18 153.60
224 18.58 45.20 54.32 22.39 162.27
225 18.59 58.43 54.76 23.13 148.83
226 18.62 78.14 19.92 9.24 26.77
227 18.81 53.78 60.83 24.86 168.06
228 18.83 75.53 35.35 13.06 50.85
229 18.96 23.30 33.38 11.89 109.83
230 19.02 27.48 38.15 13.59 110.36
231 19.04 41.09 51.23 21.64 152.12
232 18.87 62.75 58.76 23.97 141.94
233 19.04 18.25 24.58 8.65 96.82
234 19.09 49.10 54.77 23.55 166.47
235 19.26 36.72 45.70 19.06 147.55
236 19.05 67.15 54.30 20.36 112.29
237 19.33 46.99 57.73 24.97 172.46
238 19.27 60.47 56.70 23.51 143.49
239 19.21 70.31 51.35 18.71 103.08
240 19.36 72.87 45.90 15.94 77.72
241 19.57 29.81 39.54 15.99 125.07
242 19.47 34.61 46.07 18.21 144.25
243 19.51 38.85 48.68 20.89 155.70
244 19.48 43.39 54.17 22.06 165.65
245 19.55 21.02 29.25 10.42 111.93
246 19.68 13.51 13.55 6.24 55.39
247 19.62 51.78 57.50 26.09 165.29
248 19.80 32.41 47.30 16.74 141.85
249 19.74 63.85 59.36 25.05 130.82
250 19.70 55.50 57.89 24.74 165.89
251 19.79 58.04 60.96 24.08 150.75
252 19.69 77.68 27.81 11.53 41.26
253 20.15 26.19 35.32 12.95 130.90
254 20.14 68.30 57.42 20.77 119.56
255 20.12 75.22 43.86 15.04 78.85
256 20.32 45.18 56.44 24.23 172.01
257 20.27 79.92 22.26 9.00 31.41
258 20.30 17.78 23.63 9.27 103.31
259 20.32 23.74 35.62 11.34 124.52
260 20.27 49.48 56.74 25.72 170.75
261 20.36 40.35 54.67 21.34 169.42
262 20.37 65.47 60.06 23.83 132.08
263 20.47 53.59 62.73 27.54 166.56
264 20.43 60.57 62.38 24.81 148.01
265 20.53 70.76 57.49 19.49 117.59
266 20.60 42.64 54.44 21.36 167.87
267 20.74 28.75 38.37 15.20 139.51
268 20.63 34.89 44.89 20.02 156.21
269 20.71 37.59 51.17 20.09 163.90
270 20.79 47.33 59.05 24.38 170.96
271 20.78 21.22 30.55 10.84 121.92
272 20.68 73.04 55.43 18.26 109.02
273 20.70 56.61 60.97 26.53 154.42
274 20.85 15.11 20.19 7.67 91.36
275 20.82 31.41 43.21 16.22 144.78
276 20.89 51.23 60.43 26.60 165.89
277 20.82 77.33 39.96 14.65 73.56
278 21.04 62.54 63.53 25.27 146.66
279 21.21 12.49 14.23 5.37 55.75
280 21.25 66.62 59.95 23.92 140.87
281 21.34 58.94 66.97 27.67 154.06
282 21.58 19.57 31.68 9.76 126.98
283 21.62 25.12 36.47 13.11 141.16
284 21.40 40.44 51.29 22.35 171.72
285 21.62 54.75 62.27 25.17 156.59
286 21.53 78.93 34.10 12.43 55.34
287 21.64 33.53 45.26 19.85 154.80
288 21.65 45.38 57.56 25.64 174.07
289 21.63 68.98 62.91 21.39 134.72
290 21.71 27.66 40.00 14.88 141.83
291 21.64 49.14 57.86 26.31 166.73
292 21.62 74.12 58.41 18.29 120.58
293 21.80 82.50 20.04 7.68 28.29
294 21.65 43.19 53.68 22.97 175.94
295 21.78 52.61 60.29 28.01 169.64
296 21.85 16.85 26.56 9.27 110.93
297 21.86 36.09 49.60 20.23 161.78
298 21.82 64.01 67.83 26.62 142.76
299 21.82 56.81 65.03 27.51 161.67
300 21.88 71.43 65.79 21.40 132.64
301 21.97 31.05 40.42 16.67 147.32
302 21.96 38.46 56.32 21.50 171.60
303 22.02 22.59 34.03 12.35 136.88
304 22.10 60.59 65.95 27.37 158.56
305 21.99 76.32 59.50 17.15 109.64
306 22.19 14.04 18.40 7.36 81.06
307 22.34 47.24 62.51 28.13 176.94
308 22.54 50.94 64.55 27.29 179.08
309 22.39 66.52 71.23 24.54 151.76
310 22.48 40.89 55.42 22.76 166.82
311 22.62 11.83 14.90 6.32 52.27
312 22.59 58.14 68.63 30.24 169.13
313 22.66 80.38 45.61 13.21 60.39
314 22.71 29.30 44.24 17.23 145.27
315 22.68 43.26 55.34 25.61 176.60
316 22.80 78.20 68.27 15.70 102.58
317 22.87 26.59 41.82 14.01 138.28
318 22.82 33.77 47.29 19.35 160.72
319 22.84 62.12 69.66 27.90 167.82
320 22.90 68.63 77.08 24.38 150.18
321 22.83 73.49 83.65 20.83 144.63
322 22.85 18.95 28.75 10.08 123.63
323 22.93 55.34 67.00 28.83 170.68
324 22.94 53.09 64.31 29.46 175.73
325 23.13 45.19 59.54 27.01 179.16
326 23.08 49.16 61.89 28.05 178.70
327 23.04 64.49 69.00 27.21 166.18
328 23.09 21.57 31.77 12.25 132.38
329 23.52 82.29 48.00 10.82 48.09
330 23.19 36.01 48.29 20.09 159.60
331 23.11 38.23 51.88 23.32 171.75
332 23.09 71.09 88.13 23.67 152.00
333 23.35 24.21 40.71 14.74 140.10
334 23.22 16.33 25.62 8.52 110.42
335 23.27 75.72 88.85 19.25 135.83
336 23.30 84.67 21.74 6.84 25.14
337 23.41 31.53 46.29 18.46 154.25
338 23.49 59.14 72.39 29.74 171.05
339 23.59 13.61 18.81 7.10 88.47
340 23.57 40.47 55.93 22.82 177.25
341 23.54 47.18 61.55 25.02 180.82
342 23.76 66.36 84.58 26.76 168.73
343 23.64 42.61 55.92 24.54 166.71
344 23.68 56.88 74.46 29.94 177.56
345 23.89 11.19 14.30 6.07 49.34
346 23.82 51.03 63.72 29.94 178.23
347 23.79 28.99 44.75 16.75 148.87
348 24.01 60.77 80.80 29.35 178.35
349 23.97 78.78 92.73 16.60 119.02
350 23.98 63.04 80.62 27.88 174.85
351 24.02 33.83 48.91 20.81 162.35
352 24.07 53.11 67.69 29.75 181.62
353 24.09 19.08 29.48 10.67 125.42
354 24.20 26.32 40.77 14.86 144.68
355 24.14 68.79 98.86 27.19 168.56
356 24.21 73.74 110.02 21.63 157.82
357 24.23 38.90 57.48 23.54 174.68
358 24.31 55.11 69.00 30.27 182.02
359 24.29 71.28 108.22 23.45 168.29
360 24.29 21.79 36.49 12.34 128.46
361 24.40 49.01 63.85 28.00 178.01
362 24.35 36.28 53.61 22.07 168.61
363 24.53 44.07 60.71 27.32 176.28
364 24.38 46.03 61.21 27.90 178.67
365 24.49 16.29 29.78 9.19 119.61
366 24.43 76.18 114.07 20.75 152.16
367 24.64 57.94 79.96 29.59 181.72
368 24.69 30.98 46.76 17.80 158.78
369 24.66 41.93 58.65 23.65 170.05
370 24.88 24.26 39.38 13.96 137.11
371 24.89 82.86 60.71 12.73 57.88
372 24.78 9.42 11.98 5.18 37.34
373 24.81 64.64 103.06 29.97 176.67
374 24.84 28.49 46.09 17.15 156.68
375 24.93 13.76 25.18 8.43 105.86
376 25.02 80.14 102.35 17.65 113.31
377 25.08 85.12 32.11 8.31 34.69
378 25.01 51.37 72.20 28.70 185.78
379 25.13 62.18 95.61 28.94 181.29
380 25.12 66.94 131.62 30.04 179.01
381 25.11 33.27 51.42 21.67 163.17
382 25.19 59.86 90.41 31.42 182.84
383 25.17 37.87 55.55 24.18 179.82
384 25.28 40.21 56.85 23.91 176.62
385 25.24 47.25 63.94 28.46 183.23
386 25.30 53.42 77.78 31.62 187.77
387 25.33 77.77 121.51 20.09 158.01
388 25.38 11.47 18.21 6.31 72.62
389 25.31 55.86 79.60 31.09 187.64
390 25.43 35.58 54.99 21.74 172.99
391 25.36 69.54 144.65 28.85 181.40
392 25.38 18.89 31.47 10.72 128.68
393 25.44 72.35 143.09 25.09 180.83
394 25.50 22.04 40.41 13.18 138.64
395 25.58 26.59 42.86 15.96 150.09
396 25.61 49.60 70.53 27.09 187.98
397 25.62 74.88 138.23 23.85 169.25
398 25.65 44.81 66.01 26.51 182.79
399 25.87 16.32 30.24 9.73 123.53
400 25.84 42.46 64.31 25.76 182.82
401 25.86 57.55 89.08 30.45 186.68
402 25.99 29.38 50.31 18.68 153.92
403 25.87 31.68 51.78 19.75 163.90
404 25.91 81.70 90.94 15.58 103.98
405 25.78 8.80 12.04 5.15 37.41
406 25.99 64.79 135.87 31.24 187.69
407 26.10 86.23 30.09 8.09 34.06
408 26.19 37.99 57.89 23.12 179.35
409 26.31 13.51 29.10 8.30 108.39
410 26.27 33.97 54.52 22.25 164.46
411 26.25 51.80 76.52 30.42 189.55
412 26.29 54.50 91.09 31.56 191.90
413 26.17 61.82 126.86 32.27 189.25
414 26.29 67.07 153.58 32.12 188.60
415 26.42 24.93 45.70 16.00 149.08
416 26.29 47.79 74.17 29.44 188.69
417 26.33 59.45 120.22 32.92 192.15
418 26.52 83.87 64.70 13.76 72.04
419 26.39 20.15 41.64 11.83 141.32
420 26.61 79.35 117.13 21.40 148.79
421 26.37 40.38 64.18 26.21 180.19
422 26.60 10.50 20.02 6.17 71.07
423 26.54 69.59 167.46 29.86 184.86
424 26.53 76.76 135.28 22.93 172.68
425 26.68 45.69 73.33 28.30 188.48
426 26.66 71.91 157.68 28.93 185.18
427 26.69 22.71 44.86 13.54 147.90
428 26.67 27.42 50.22 17.25 158.30
429 26.83 36.34 62.06 22.55 174.16
430 26.80 8.15 15.37 4.82 42.25
431 26.85 43.54 74.43 27.55 189.52
432 26.88 49.82 82.52 29.66 194.87
433 26.88 56.65 116.82 33.48 196.26
434 26.82 63.50 151.66 34.50 198.45
435 26.94 74.22 150.48 26.69 181.43
436 26.73 86.88 27.00 8.14 30.89
437 26.91 31.43 62.75 20.22 169.96
438 27.08 15.95 38.60 10.18 133.23
439 27.16 52.79 101.00 31.51 198.66
440 27.31 18.55 51.04 11.64 141.37
441 27.27 39.07 69.67 24.84 175.89
442 27.28 60.87 150.17 34.94 195.31
443 27.34 81.68 89.27 19.46 129.98
444 27.29 34.60 69.78 21.42 177.40
445 27.37 41.44 73.44 27.06 182.24
446 27.41 29.37 60.41 17.68 165.37
447 27.42 47.88 90.73 30.65 191.87
448 27.45 58.59 148.38 33.54 196.39
449 27.35 67.64 163.42 31.01 187.15
450 27.52 54.72 134.35 34.03 199.35
451 27.38 88.19 16.96 6.18 22.06
452 27.55 12.52 30.18 8.50 102.22
453 27.69 65.36 158.00 33.95 200.84
454 27.52 84.86 47.80 14.25 64.29
455 27.61 21.20 53.40 13.21 152.27
456 27.68 24.02 59.02 15.06 158.65
457 27.82 5.64 11.68 3.37 23.14
458 27.75 26.67 67.82 17.08 166.68
459 27.73 70.60 150.74 30.21 178.17
460 27.81 32.86 77.56 22.00 174.93
461 27.74 45.62 94.69 30.25 195.80
462 27.80 51.11 113.45 33.91 205.88
463 27.68 76.74 122.88 24.22 177.27
464 27.96 9.52 23.69 5.91 62.23
465 27.81 62.76 161.37 36.23 202.48
466 27.90 37.22 82.32 24.30 176.70
467 28.05 43.50 96.95 28.57 188.82
468 28.11 79.20 101.00 22.47 160.83
469 28.14 56.59 152.38 34.36 207.27
470 28.06 73.41 131.36 28.42 180.57
471 28.19 15.00 52.61 9.11 135.10
472 28.36 31.20 94.87 22.47 185.31
473 28.56 85.84 35.41 12.64 52.42
474 28.32 39.50 96.19 25.36 185.40
475 28.40 49.45 132.48 33.00 205.29
476 28.37 34.95 95.16 22.59 176.95
477 28.42 53.26 147.39 33.76 205.39
478 28.38 68.08 146.67 32.64 196.27
479 28.45 47.27 130.93 31.51 205.71
480 28.46 29.01 89.25 19.08 181.29
481 28.52 59.17 158.14 36.92 206.77
482 28.47 82.64 66.56 19.39 108.66
483 28.49 18.62 71.85 12.16 144.70
484 28.55 41.51 104.41 27.78 191.24
485 28.66 61.26 159.70 36.75 201.70
486 28.63 21.62 84.99 14.73 156.30
487 28.68 25.11 94.68 17.08 178.14
488 28.69 75.85 115.59 28.61 176.35
489 28.72 6.58 21.65 4.44 33.25
490 28.78 63.77 161.76 35.39 205.83
491 28.84 12.15 51.99 7.97 106.25
492 28.92 70.90 134.98 33.58 180.94
493 28.99 8.59 31.83 5.98 53.19
494 28.91 88.76 19.02 7.38 20.64
495 28.91 37.46 116.87 25.71 188.45
496 29.06 45.33 145.70 32.15 194.00
497 28.98 51.55 159.78 34.95 207.02
498 29.05 55.01 160.34 34.02 208.62
499 29.13 65.94 150.80 36.12 198.16
500 29.17 27.60 111.26 19.34 184.63
501 29.20 16.35 87.10 10.85 152.15
502 29.21 32.82 120.64 21.59 178.78
503 29.22 57.25 163.39 37.87 208.79
504 29.17 80.42 85.14 23.29 148.33
505 29.25 43.25 149.49 32.22 199.52
506 29.30 73.58 115.51 30.93 180.73
507 29.35 77.94 95.05 27.15 166.82
508 29.37 35.43 138.77 25.33 189.97
509 29.53 23.70 117.11 16.37 175.44
510 29.46 47.54 161.33 32.97 205.79
511 29.48 68.33 127.87 35.29 196.81
512 29.50 30.30 129.87 21.01 186.53
513 29.50 49.73 156.65 35.06 209.06
514 29.68 83.83 59.92 18.83 94.27
515 29.58 41.12 146.98 30.42 195.20
516 29.72 38.96 148.23 27.19 200.72
517 29.74 59.64 149.76 37.67 205.47
518 29.70 61.91 149.30 36.55 201.67
519 29.83 14.11 81.70 9.89 128.99
520 29.86 18.49 106.36 12.40 158.65
521 29.72 21.00 118.63 13.80 166.54
522 29.81 53.26 163.11 35.89 211.37
523 29.84 86.86 30.58 12.93 40.24
524 30.10 7.36 27.32 5.10 46.40
525 29.92 10.12 49.45 7.10 78.27
526 29.65 11.63 52.54 6.54 85.62
527 29.96 26.36 130.20 18.38 183.24
528 29.99 64.05 130.88 37.44 203.34
529 30.24 89.01 22.86 9.18 19.63
530 30.06 75.48 98.60 31.02 167.53
531 30.11 71.43 107.94 35.36 182.60
532 30.11 5.08 17.98 3.98 25.00
533 30.17 55.64 163.90 37.85 210.03
534 30.20 34.25 155.25 25.83 191.06
535 30.25 36.80 150.95 25.94 191.40
536 30.30 51.37 159.48 35.85 207.65
537 30.20 81.09 78.75 23.96 133.43
538 30.24 43.97 169.02 32.42 204.13
539 30.30 46.23 168.90 33.84 202.10
540 30.39 57.77 155.09 39.14 211.43
541 30.42 28.84 141.47 19.90 186.71
542 30.44 31.57 148.35 22.39 190.84
543 30.54 66.36 114.95 35.70 192.83
544 30.50 68.94 116.47 36.74 195.40
545 30.48 48.74 165.90 34.61 200.79
546 30.63 16.48 104.97 11.98 148.51
547 30.55 40.71 167.38 29.35 200.80
548 30.65 78.34 80.98 28.57 144.00
549 30.70 12.25 74.40 8.60 122.45
550 30.72 22.80 133.10 15.22 179.84
551 30.82 25.19 136.00 17.95 184.67
552 30.80 61.48 130.23 37.37 209.41
553 30.63 90.25 17.48 7.17 11.96
554 30.97 38.56 156.95 30.70 202.54
555 30.91 20.29 126.10 13.76 178.33
556 31.11 85.64 56.33 19.58 55.59
557 30.93 54.15 153.25 36.77 205.93
558 31.03 73.48 95.34 33.76 167.26
559 31.14 42.68 161.34 33.41 201.66
560 31.15 82.90 73.91 24.93 93.93
561 31.24 9.75 55.70 7.07 88.00
562 31.06 64.08 116.61 38.12 201.03
563 31.24 59.41 129.87 39.49 204.41
564 31.25 33.46 148.04 25.24 196.48
565 31.04 5.25 20.08 4.00 26.26
566 31.24 35.72 152.57 27.43 193.52
567 31.26 44.93 141.35 31.95 205.30
568 31.32 76.04 101.12 32.10 152.22
569 31.36 47.19 143.11 32.94 203.74
570 31.36 50.05 147.33 37.61 205.03
571 31.33 70.86 97.15 36.13 178.24
572 31.23 91.09 17.81 6.46 9.43
573 31.51 14.19 86.68 9.94 142.14
574 31.46 52.23 151.87 38.48 202.32
575 31.42 56.80 143.06 38.71 206.44
576 31.49 80.37 87.97 28.36 117.80
577 31.57 27.14 128.76 20.64 187.71
578 31.52 29.50 146.03 20.57 194.22
579 31.48 88.43 33.75 11.74 21.12
580 31.60 7.08 28.98 5.37 43.33
581 31.71 18.84 114.09 13.72 166.05
582 31.57 40.58 155.00 30.77 206.79
583 31.62 67.75 102.82 39.36 183.53
584 31.76 31.58 140.37 23.65 197.07
585 31.82 4.02 13.38 3.47 21.44
586 31.92 16.55 106.35 12.04 158.44
587 31.85 22.23 131.65 16.58 179.50
588 31.88 62.25 111.44 40.13 204.28
589 32.00 37.31 149.75 29.05 200.85
590 31.99 24.80 119.17 18.97 180.92
591 31.95 54.21 132.50 38.67 200.81
592 32.09 64.91 101.15 38.89 187.84
593 32.33 43.95 126.75 33.03 200.80
594 32.25 48.67 123.92 35.22 203.97
595 32.27 78.42 91.48 29.99 116.86
596 32.39 12.05 61.57 10.18 125.99
597 32.27 59.04 110.73 38.39 204.57
598 32.28 72.87 94.74 35.44 149.43
599 32.17 90.17 28.71 9.12 10.35
600 32.42 35.25 131.55 27.42 198.28
601 32.46 39.22 135.59 30.56 206.90
602 32.45 46.05 125.06 34.34 201.11
603 32.40 85.33 77.39 24.46 53.07
604 32.55 9.02 39.24 7.34 73.99
605 32.48 41.76 134.37 31.26 202.03
606 32.46 69.75 95.42 39.01 169.05
607 32.50 82.46 93.95 27.02 76.57
608 32.50 50.97 118.27 39.87 202.08
609 32.51 56.18 116.77 41.41 203.66
610 32.35 5.09 16.26 4.04 27.19
611 32.53 75.97 96.38 33.29 123.66
612 32.70 33.22 128.63 25.34 194.54
613 32.58 91.44 23.78 7.36 9.06
614 32.63 28.45 136.70 22.10 189.77
615 32.83 20.75 103.46 15.55 164.84
616 32.80 61.46 107.58 42.77 193.83
617 32.78 66.70 98.10 41.21 173.69
618 32.86 15.08 82.12 12.01 154.81
619 32.91 30.79 126.37 24.58 186.96
620 32.84 6.50 22.64 5.26 39.30
621 33.01 18.15 90.19 13.56 157.60
622 32.99 26.32 112.82 20.55 186.29
623 33.01 23.49 101.75 18.30 173.66
624 32.95 53.79 111.76 38.98 203.14
625 33.20 63.64 103.53 44.12 183.93
626 33.26 80.32 108.51 30.82 77.03
627 33.24 37.51 116.03 30.27 198.73
