#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kd32 14A 4 Kruppel even-skipped fushi-tarazu

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - Kr, channel 2 - eve, channel 3 - ftz>
617 32.07 65.54 20.71 146.91 95.96
618 31.89 84.35 17.34 56.80 153.80
619 32.16 15.77 13.37 157.41 40.38
620 32.28 69.71 19.95 121.11 121.67
621 32.15 23.82 14.50 153.63 44.60
622 32.22 31.00 16.13 150.59 46.19
623 32.22 74.24 19.36 97.71 154.93
624 32.31 48.24 21.13 177.15 60.80
625 32.08 86.54 17.31 37.34 156.14
626 32.27 61.78 20.58 170.75 75.06
627 32.25 81.47 17.50 52.45 146.64
628 32.45 71.94 19.90 109.35 153.07
629 32.32 79.81 18.55 66.99 177.10
630 32.51 12.99 12.87 152.10 41.94
631 32.65 42.87 19.49 175.81 57.89
632 32.59 67.47 20.98 129.32 137.02
633 32.75 35.54 17.50 167.27 53.38
634 32.61 55.29 20.86 184.86 67.43
635 32.65 76.70 19.32 67.92 174.18
636 32.78 40.33 18.91 166.16 52.34
637 32.68 45.43 19.45 179.77 58.24
638 32.37 83.30 16.90 52.60 139.40
639 32.75 28.59 16.19 170.65 47.09
640 32.71 87.63 16.56 26.85 134.05
641 33.01 63.14 21.31 116.33 126.07
642 33.04 37.86 18.22 171.07 56.85
643 33.04 52.86 20.70 181.30 67.39
644 33.07 85.07 18.27 47.53 161.51
645 33.04 89.83 14.22 32.57 94.94
646 33.11 25.98 15.49 184.98 49.00
647 33.16 57.74 21.22 170.16 91.81
648 33.10 20.27 14.62 182.79 46.38
649 33.21 32.60 17.47 181.60 51.27
650 33.31 82.20 19.65 53.67 161.43
651 33.49 10.82 11.97 135.55 47.46
652 33.28 18.23 14.50 174.90 49.84
653 33.28 49.65 20.60 181.57 66.33
654 33.24 60.36 21.10 145.93 133.82
655 33.35 23.25 14.97 175.13 46.58
656 33.38 65.35 19.69 99.39 171.95
657 33.59 70.08 21.68 81.74 185.90
658 33.48 78.54 20.21 55.88 179.77
659 33.58 15.14 13.62 152.33 47.56
660 33.61 47.55 20.49 184.33 73.98
661 33.65 73.29 19.73 69.27 178.70
662 33.85 67.87 20.56 73.84 175.28
663 33.71 30.10 16.14 187.54 53.05
664 33.77 88.03 17.52 39.88 112.09
665 33.71 55.25 21.69 155.34 103.29
666 33.91 43.43 19.76 194.93 71.64
667 33.91 45.60 20.91 191.97 73.57
668 33.96 13.32 13.79 144.55 59.45
669 33.91 34.46 17.58 197.57 52.94
670 33.89 51.28 21.70 160.61 81.10
671 33.94 41.18 19.83 193.19 61.53
672 34.10 76.09 20.25 51.23 179.51
673 34.13 27.39 15.90 177.17 49.67
674 34.21 39.06 18.50 179.12 65.26
675 34.23 36.75 18.50 190.45 60.53
676 34.29 21.55 15.38 153.74 59.66
677 34.12 61.42 22.66 84.70 185.85
678 34.27 63.82 22.21 73.77 190.80
679 34.18 53.32 22.11 150.20 127.41
680 34.17 58.74 21.25 108.56 173.90
681 34.19 84.34 22.94 61.43 144.87
682 34.35 86.15 19.63 43.70 125.51
683 34.43 24.69 15.45 164.17 58.71
684 34.56 80.29 21.06 49.89 174.84
685 34.58 56.84 20.77 89.93 185.46
686 34.46 49.31 21.00 155.47 93.78
687 34.48 18.35 14.81 147.22 67.74
688 34.47 31.95 17.49 180.62 55.90
689 34.56 90.17 19.14 60.33 56.34
690 34.94 82.61 21.98 59.27 150.82
691 34.85 71.12 21.26 49.38 198.60
692 34.97 11.03 12.59 104.54 104.04
693 34.81 47.16 21.56 144.39 107.33
694 35.11 65.67 22.11 54.25 193.43
695 34.95 73.94 21.30 52.90 183.67
696 35.05 77.86 22.02 48.11 175.13
697 35.02 15.16 15.76 126.82 97.75
698 34.99 29.19 16.61 174.04 60.98
699 35.05 54.47 22.73 89.00 178.90
700 35.02 35.02 19.82 209.99 80.04
701 35.02 44.68 20.73 146.42 129.98
702 34.99 51.56 22.18 108.17 156.66
703 34.99 42.34 20.20 161.04 93.94
704 35.14 68.31 21.47 52.85 192.08
705 35.04 12.81 13.95 109.38 84.46
706 35.29 87.86 24.76 82.85 67.73
707 35.25 38.04 18.03 156.49 81.94
708 35.37 40.24 20.19 149.03 110.67
709 35.26 20.79 14.63 134.37 97.96
710 35.35 26.42 16.24 144.09 91.31
711 35.24 62.63 23.41 66.17 197.83
712 35.48 33.00 19.04 178.27 95.91
713 35.32 60.30 22.62 66.39 206.83
714 35.53 85.14 26.54 86.49 101.02
715 35.53 23.48 18.16 146.75 108.84
716 35.67 58.13 23.00 66.25 204.36
717 35.59 49.02 21.92 99.83 177.01
718 35.89 75.51 23.60 46.37 180.34
719 35.74 17.39 15.41 119.83 120.82
720 35.52 19.27 15.26 132.48 125.00
721 35.83 30.94 18.36 152.65 94.38
722 35.73 46.47 20.87 95.59 170.71
723 35.84 36.41 19.97 158.44 125.66
724 35.86 79.55 24.01 57.62 133.13
725 36.13 70.04 23.60 44.99 192.12
726 36.08 72.68 22.91 45.20 179.62
727 36.14 89.85 27.53 87.91 44.14
728 36.17 44.04 20.54 96.72 193.19
729 36.17 55.74 21.90 61.32 197.15
730 36.17 41.75 20.90 106.06 191.70
731 36.19 53.32 23.06 68.59 208.86
732 36.20 63.39 22.42 43.73 202.78
733 36.14 51.05 22.25 79.20 206.75
734 36.11 28.38 17.67 131.76 121.18
735 36.23 11.93 13.59 62.95 128.27
736 36.50 14.98 15.23 72.94 138.18
737 36.27 82.83 28.50 100.93 94.73
738 36.37 34.49 20.32 133.85 148.22
739 36.34 20.76 16.12 80.15 149.70
740 36.37 60.55 22.89 46.82 208.62
741 36.53 67.84 22.18 37.93 188.98
742 36.30 81.41 28.54 99.62 97.62
743 36.44 38.73 19.95 102.55 182.33
744 36.57 25.67 16.35 89.20 144.71
745 36.65 65.56 23.61 42.14 194.20
746 36.72 87.35 30.39 109.12 57.12
747 36.68 9.37 13.23 49.58 137.65
748 36.84 47.46 22.13 71.95 207.10
749 36.90 76.98 24.51 66.20 145.13
750 36.89 32.62 18.53 106.82 175.09
751 36.77 84.87 32.83 126.11 69.74
752 36.93 58.33 24.59 47.73 210.60
753 37.03 17.99 14.84 66.50 148.97
754 37.01 23.37 16.52 70.97 162.35
755 37.11 36.69 19.67 80.59 182.34
756 36.97 49.46 22.71 67.24 214.64
757 36.81 80.11 24.04 87.21 108.58
758 36.97 7.92 11.60 35.22 125.25
759 37.02 30.08 17.77 95.76 160.38
760 37.15 40.45 20.80 76.65 214.04
761 37.30 27.76 18.17 79.32 167.87
762 37.01 74.01 26.76 60.10 148.86
763 37.33 45.12 22.43 59.70 207.23
764 37.35 71.40 25.58 48.34 167.59
765 37.41 12.76 14.21 40.48 147.62
766 37.35 52.01 22.74 56.29 211.74
767 37.43 42.80 21.31 65.56 194.22
768 37.32 54.33 24.23 48.93 206.44
769 37.34 61.59 25.20 43.11 203.75
770 37.28 79.03 27.94 100.77 109.32
771 37.59 56.56 25.36 46.78 206.03
772 37.44 81.76 31.71 121.11 69.63
773 37.54 20.87 16.07 62.46 167.74
774 37.58 89.52 37.12 101.44 46.23
775 37.69 63.83 25.33 44.64 185.24
776 37.31 13.81 15.54 48.38 161.31
777 37.62 34.74 20.09 84.37 183.71
778 37.86 10.66 14.83 39.46 144.76
779 37.90 69.05 26.37 54.09 173.59
780 37.59 67.17 23.66 42.47 171.28
781 38.12 38.40 20.08 57.07 184.52
782 37.59 74.64 24.69 50.15 119.62
783 38.17 26.41 17.21 52.52 158.50
784 38.16 15.66 15.61 45.10 150.40
785 38.14 8.02 13.17 29.42 116.54
786 38.14 31.73 19.37 61.18 179.94
787 38.02 59.33 27.65 45.42 201.41
788 37.99 65.92 28.07 44.48 172.67
789 38.02 85.04 41.20 133.57 55.18
790 37.86 32.60 18.00 68.11 191.07
791 37.85 49.24 22.90 47.70 217.40
792 38.11 47.43 24.89 47.86 209.24
793 38.11 50.36 24.18 51.93 214.32
794 38.39 87.37 47.84 117.46 63.86
795 38.29 23.11 16.45 39.34 161.66
796 37.99 73.05 27.12 69.44 122.00
797 38.21 77.18 31.94 102.71 84.78
798 38.44 18.11 15.70 41.84 155.45
799 38.34 40.77 21.11 49.09 207.65
800 38.33 29.44 18.47 54.64 170.72
801 38.50 79.81 34.98 121.00 65.60
802 38.59 74.70 33.05 105.95 98.86
803 38.60 45.28 22.91 41.69 184.70
804 38.48 54.66 26.11 45.58 188.06
805 38.46 72.25 30.48 78.48 125.24
806 38.69 36.35 21.06 50.80 182.68
807 38.56 61.80 27.33 49.22 189.05
808 38.61 91.54 42.48 69.03 46.89
809 38.70 21.38 18.08 40.23 156.06
810 38.62 52.18 24.08 48.95 202.60
811 38.69 34.22 20.21 57.33 179.55
812 38.69 42.95 23.58 46.22 186.06
813 38.65 82.53 44.31 127.16 60.90
814 39.01 12.97 15.54 34.23 135.22
815 38.82 57.51 25.41 44.42 180.01
816 38.96 70.37 30.45 90.76 130.86
817 38.95 67.09 29.09 73.18 132.81
818 39.03 89.31 54.29 97.15 51.55
819 39.27 6.72 13.52 19.38 87.22
820 39.06 64.50 28.32 57.72 141.74
821 38.88 19.95 15.83 37.50 144.97
822 39.13 49.77 24.94 45.49 207.38
823 39.16 9.98 15.40 34.29 106.04
824 39.21 25.13 19.16 44.43 158.66
825 39.31 31.34 20.18 43.97 150.50
826 39.31 59.88 28.58 48.04 163.47
827 39.52 28.89 20.14 40.74 161.64
828 39.27 47.28 24.82 47.73 192.93
829 39.43 76.40 36.75 133.76 72.59
830 39.33 40.20 22.97 43.15 171.08
831 39.42 84.39 56.28 118.91 65.94
832 39.38 23.92 18.16 31.97 149.50
833 39.62 55.77 27.59 49.26 175.34
834 39.57 72.46 36.14 121.18 86.25
835 39.65 15.96 16.40 34.40 125.81
836 39.68 37.94 22.73 46.42 168.07
837 39.73 53.46 27.10 53.11 183.48
838 39.70 78.80 42.88 125.33 61.67
839 39.59 44.35 23.84 42.79 164.31
840 39.73 62.34 30.12 65.70 127.02
841 39.67 86.50 56.93 105.17 78.36
842 39.87 26.71 20.07 42.05 141.85
843 39.88 33.51 21.39 50.11 163.81
844 39.92 18.96 17.59 35.81 134.47
845 40.01 51.50 27.40 52.55 182.86
846 39.60 8.85 14.21 25.93 89.21
847 39.83 81.60 48.19 124.86 64.11
848 39.91 91.99 47.64 48.23 84.27
849 40.18 11.19 16.37 32.86 98.00
850 39.98 22.20 18.75 36.40 144.28
851 40.29 35.62 22.90 50.42 152.16
852 40.09 42.04 24.55 47.31 160.26
853 39.87 68.85 34.21 123.91 100.85
854 39.98 65.82 32.46 98.99 104.90
855 40.23 74.78 44.94 138.63 71.61
856 40.22 48.93 27.39 57.91 184.55
857 40.09 88.85 64.87 75.02 121.70
858 40.41 46.36 27.30 60.80 148.13
859 40.30 8.75 15.09 28.14 87.25
860 40.28 5.98 13.11 24.80 61.56
861 40.57 25.10 21.77 49.22 117.94
862 40.59 31.28 22.81 53.46 130.44
863 40.53 39.73 25.66 58.39 153.03
864 40.29 84.39 60.60 108.07 80.47
865 40.52 60.66 31.73 98.57 114.20
866 40.68 70.38 42.65 139.43 75.09
867 40.74 44.11 27.14 55.76 132.34
868 40.66 63.43 35.24 117.23 95.62
869 40.63 56.58 31.03 74.83 140.77
870 40.77 72.78 48.82 137.33 71.88
871 40.67 83.24 65.05 108.53 75.49
872 40.64 87.89 64.36 74.36 128.29
873 40.86 23.74 20.94 43.84 98.20
874 40.92 28.26 22.24 51.25 121.02
875 40.90 67.87 49.26 166.20 96.01
876 40.84 77.24 57.45 121.68 68.21
877 40.87 9.63 16.76 40.41 82.64
878 40.83 52.87 29.02 72.68 141.18
879 40.84 16.78 19.13 44.36 107.58
880 41.01 37.47 26.24 68.67 141.19
881 40.79 54.28 31.31 73.44 144.41
882 40.82 80.26 63.54 118.86 70.76
883 41.15 92.90 54.72 28.53 118.24
884 41.15 85.88 71.89 73.66 137.50
885 40.99 14.61 18.87 43.10 101.10
886 41.01 20.27 20.17 43.62 100.64
887 41.13 65.43 38.99 135.75 88.66
888 41.20 18.41 19.70 45.33 94.48
889 41.06 21.78 20.37 54.41 101.16
890 41.23 90.75 77.30 41.69 142.67
891 41.03 6.07 15.19 29.42 56.98
892 41.35 33.59 26.10 72.29 107.52
893 41.26 48.28 32.25 94.97 140.17
894 41.24 50.64 30.42 91.25 139.35
895 40.99 55.62 34.00 76.62 128.50
896 41.20 59.01 35.38 104.95 122.53
897 41.30 41.56 29.54 76.91 130.94
898 41.44 88.83 91.78 59.36 146.52
899 41.31 12.54 19.37 58.41 83.83
900 41.62 25.67 24.34 65.95 87.87
901 41.67 61.57 43.09 137.05 87.75
902 41.65 74.64 60.53 121.34 91.74
903 41.72 35.51 29.48 86.71 102.08
904 41.91 8.45 21.05 62.44 60.83
905 41.45 15.50 19.64 41.05 81.09
906 41.54 30.55 27.02 72.88 101.97
907 41.66 46.25 32.28 105.73 110.72
908 41.62 81.98 77.14 98.71 123.28
909 41.62 83.60 73.57 84.75 127.65
910 41.73 57.26 38.81 123.07 104.83
911 41.76 54.99 37.55 119.63 99.11
912 41.83 52.65 36.18 120.49 105.02
913 41.85 71.89 59.30 133.67 81.76
914 41.84 23.10 25.81 70.63 79.31
915 41.82 39.64 29.72 100.23 117.77
916 41.74 43.72 39.06 117.43 117.58
917 41.96 69.50 52.84 141.99 79.49
918 41.98 63.85 44.37 138.30 85.01
919 41.93 76.65 73.83 108.14 114.38
920 41.88 13.55 21.03 58.24 69.24
921 42.02 66.99 54.87 149.44 79.99
922 42.07 20.79 22.80 68.38 71.26
923 42.14 87.95 78.73 42.63 148.80
924 42.24 16.89 24.17 65.92 75.48
925 42.25 32.17 31.22 109.86 75.36
926 42.16 19.28 23.33 59.48 76.26
927 42.20 28.32 28.69 98.41 81.17
928 42.21 59.41 48.07 131.97 81.16
929 42.34 37.69 31.06 102.31 98.21
930 42.20 48.93 34.74 132.79 101.96
931 42.25 85.97 102.39 52.94 138.76
932 42.59 42.27 33.48 123.62 91.89
933 42.51 44.92 36.79 129.21 90.59
934 42.62 51.05 40.95 143.33 84.51
935 42.66 90.37 94.75 35.74 147.33
936 42.53 91.90 76.81 24.42 142.65
937 42.65 84.37 102.80 68.14 146.41
938 42.55 93.71 62.84 20.89 112.98
939 42.80 33.95 35.62 132.59 76.03
940 42.76 25.69 30.71 97.67 59.60
941 42.80 81.76 95.37 68.82 151.97
942 42.75 56.52 51.88 149.93 78.36
943 42.90 54.19 48.04 134.37 85.35
944 42.73 73.15 86.63 109.40 121.86
945 43.03 78.54 83.79 65.34 159.66
946 42.91 11.75 26.44 77.20 59.26
947 42.94 22.75 29.59 98.92 63.30
948 42.94 36.11 35.87 127.93 86.84
949 42.96 46.93 40.43 141.49 82.90
950 42.94 65.41 65.10 135.32 102.98
951 42.99 39.85 36.43 131.48 74.87
952 42.96 62.80 56.18 133.73 95.45
953 43.02 30.57 36.77 113.15 69.16
954 43.05 60.82 75.13 164.21 99.73
955 43.08 68.08 84.47 155.15 123.37
956 43.03 70.64 85.89 127.19 127.97
957 43.09 75.60 85.74 71.91 142.34
958 43.08 8.62 27.97 79.15 58.13
959 43.17 19.49 30.21 86.86 56.16
960 43.40 48.90 48.00 157.80 81.49
961 43.31 58.44 59.58 151.51 95.13
962 43.61 89.14 110.53 35.20 159.85
963 43.36 28.05 37.93 121.06 69.60
964 43.49 93.22 91.00 24.65 120.77
965 43.49 52.34 52.22 162.86 79.59
966 43.52 86.56 107.25 44.58 165.82
967 43.44 15.91 29.91 77.42 72.89
968 43.55 44.74 43.08 148.37 87.07
969 43.75 72.73 100.75 68.04 178.32
970 43.86 37.58 46.53 143.58 86.52
971 43.71 42.06 42.34 142.04 79.45
972 43.69 95.07 52.16 12.39 71.89
973 43.89 32.67 46.47 139.12 75.28
974 43.97 13.78 34.44 80.30 78.69
975 43.88 83.76 113.12 46.21 171.12
976 43.99 9.70 37.81 84.48 85.60
977 43.80 64.39 83.46 106.54 152.32
978 43.97 24.69 43.30 110.45 77.69
979 44.00 35.24 49.99 143.24 94.97
980 44.10 80.29 116.70 47.85 173.80
981 44.05 56.35 69.90 140.88 126.01
982 44.16 7.04 33.25 71.47 61.47
983 44.07 21.61 37.25 97.88 69.40
984 44.08 66.60 97.21 86.85 173.48
985 44.10 69.65 117.58 84.32 171.78
986 43.95 11.51 42.48 99.18 72.00
987 44.11 50.41 60.61 158.95 91.89
988 44.07 54.06 68.86 148.67 97.63
989 44.16 61.48 85.96 97.92 161.66
990 44.19 30.24 49.53 129.61 82.28
991 44.26 39.65 52.84 124.57 106.21
992 44.29 47.24 59.90 147.57 105.48
993 44.32 77.68 120.33 52.17 170.01
994 44.19 59.12 84.28 131.60 131.23
995 44.31 18.01 39.87 88.78 82.67
996 44.28 19.30 41.20 96.95 83.62
997 44.33 63.61 79.80 80.54 164.28
998 44.44 75.00 125.35 52.16 190.48
999 44.40 27.40 49.49 118.58 103.77
1000 44.16 81.61 114.31 45.46 166.08
1001 44.45 44.21 58.23 147.70 93.52
1002 44.83 16.04 42.69 70.85 113.88
1003 44.74 92.18 102.61 25.42 129.63
1004 44.89 11.24 45.21 70.66 123.07
1005 44.87 86.10 128.27 37.01 154.48
1006 44.93 94.35 88.46 22.21 69.34
1007 44.88 33.78 64.82 111.32 106.84
1008 44.77 41.70 62.68 140.78 124.20
1009 44.82 71.99 135.90 60.40 195.48
1010 45.13 22.97 53.39 82.44 129.58
1011 44.94 52.19 86.03 136.17 136.33
1012 45.09 57.29 94.29 96.01 187.68
1013 44.98 89.14 124.48 36.17 144.84
1014 44.93 65.39 116.35 67.23 183.74
1015 45.03 82.58 122.91 35.75 177.82
1016 45.08 25.68 54.00 72.81 137.01
1017 45.00 54.62 85.47 124.11 164.06
1018 45.28 36.03 76.14 112.87 144.51
1019 45.03 49.54 80.44 132.66 135.50
1020 45.07 68.32 124.39 57.20 187.32
1021 45.32 31.65 67.94 102.94 146.20
1022 45.23 20.19 57.11 92.36 140.47
1023 45.09 38.07 70.03 103.54 131.98
1024 45.19 62.61 117.88 64.71 185.56
1025 45.02 13.10 47.96 70.04 123.58
1026 45.33 29.12 67.59 98.33 127.26
1027 45.19 45.59 81.28 125.08 135.36
1028 45.17 59.81 107.00 82.29 188.67
1029 45.22 8.41 46.60 52.18 124.30
1030 45.65 5.94 49.83 45.66 100.40
1031 45.44 79.66 141.07 38.11 170.33
1032 45.56 47.35 89.55 100.70 167.08
1033 45.46 76.73 139.59 40.63 191.16
1034 45.59 13.49 51.72 63.99 128.81
1035 45.74 40.17 82.59 83.18 160.31
1036 45.65 73.54 141.36 42.79 201.03
1037 45.59 42.45 74.10 80.84 155.78
1038 45.85 70.58 148.30 44.03 208.46
1039 45.63 26.02 63.84 88.28 135.52
1040 45.96 66.64 136.14 44.08 203.30
1041 46.14 53.47 107.60 76.64 196.34
1042 45.86 55.55 111.44 78.51 196.30
1043 45.97 91.22 128.73 35.56 91.71
1044 46.25 18.41 68.32 51.74 161.98
1045 45.89 49.87 87.43 83.81 171.40
1046 46.15 51.35 111.00 74.59 185.43
1047 46.24 15.64 61.85 51.06 159.72
1048 45.86 60.91 129.46 54.78 204.70
1049 45.88 84.43 128.95 36.51 154.27
1050 46.09 87.03 141.67 41.29 121.05
1051 46.00 64.52 134.54 48.66 209.72
1052 46.28 21.37 74.30 55.89 169.95
1053 46.15 94.49 85.01 30.34 68.32
1054 46.19 38.07 90.85 70.93 176.12
1055 46.23 58.54 130.58 56.67 200.10
1056 46.10 82.91 155.59 39.11 137.18
1057 46.30 11.03 62.51 45.50 149.18
1058 46.56 27.13 80.72 59.32 160.11
1059 46.36 24.26 77.18 56.83 168.53
1060 46.25 48.69 103.42 68.24 183.21
1061 46.46 68.59 152.68 44.65 203.28
1062 46.33 29.04 81.95 63.86 164.68
1063 46.40 34.00 84.96 64.96 170.04
1064 46.47 44.96 104.29 73.35 188.54
1065 46.56 62.58 150.13 43.36 199.83
1066 46.46 75.24 151.07 38.28 185.38
1067 46.45 80.77 150.93 41.44 139.17
1068 46.47 42.26 98.34 63.14 182.22
1069 46.70 31.97 106.03 61.03 178.80
1070 46.60 35.85 110.62 60.65 169.33
1071 46.70 7.95 62.77 33.15 141.57
1072 46.71 77.98 148.61 37.34 146.00
1073 46.85 47.26 119.15 61.44 194.97
1074 46.77 72.40 154.29 39.83 182.43
1075 46.76 56.18 138.62 55.58 214.16
1076 46.90 89.19 140.67 46.67 83.85
1077 47.15 13.52 77.14 40.98 153.31
1078 47.04 84.99 149.04 46.48 112.90
1079 47.05 64.95 147.01 38.30 204.46
1080 47.07 4.99 60.33 21.34 113.98
1081 47.21 40.12 126.28 47.08 194.25
1082 47.20 92.17 129.76 49.60 84.69
1083 47.12 60.52 152.11 40.51 205.03
1084 47.20 52.56 142.82 57.34 207.84
1085 47.42 82.30 165.74 46.02 110.28
1086 47.28 50.01 139.54 55.67 197.34
1087 47.44 37.75 133.12 44.77 193.50
1088 47.34 70.18 177.06 43.59 171.40
1089 47.37 29.27 115.80 46.02 192.52
1090 47.49 10.08 74.92 28.88 156.30
1091 47.52 57.89 160.67 42.29 200.63
1092 47.45 95.07 82.83 41.00 50.40
1093 47.52 23.10 96.47 35.86 192.53
1094 47.51 25.72 105.57 37.10 193.36
1095 47.47 67.54 159.42 39.68 173.48
1096 47.51 16.51 83.73 36.75 168.59
1097 47.44 20.14 96.30 41.18 181.70
1098 47.72 33.21 117.63 38.70 196.35
1099 47.45 42.99 136.05 45.26 199.59
1100 47.54 55.02 149.77 45.86 204.84
1101 47.58 87.01 140.88 60.98 87.22
1102 47.47 11.92 82.83 34.37 152.70
1103 47.69 79.74 161.88 50.75 109.54
1104 47.68 35.39 115.66 42.66 202.20
1105 47.69 45.58 127.14 44.73 210.30
1106 47.53 75.17 176.22 49.27 138.47
1107 47.80 62.86 171.41 34.30 196.70
1108 47.80 5.67 73.26 23.97 124.46
1109 47.99 30.88 121.19 35.05 192.56
1110 47.93 72.49 169.36 48.23 145.72
1111 48.05 88.72 151.07 71.66 78.81
1112 48.15 48.18 162.60 50.73 206.00
1113 47.96 59.90 189.39 37.80 181.36
1114 48.11 77.37 169.76 51.58 111.14
1115 48.30 8.21 88.78 26.21 142.90
1116 48.31 27.69 127.82 35.34 175.59
1117 48.16 65.43 182.92 41.18 169.73
1118 48.23 52.66 169.39 43.23 201.28
1119 48.31 84.56 149.11 68.90 93.55
1120 48.31 90.45 133.87 74.04 74.38
1121 48.48 14.10 100.72 29.68 157.60
1122 48.37 18.57 101.03 31.27 180.51
1123 48.47 41.34 152.84 39.65 193.29
1124 48.38 50.48 172.88 44.03 187.31
1125 48.51 39.19 158.06 39.43 170.90
1126 48.52 56.46 182.16 40.27 177.06
1127 48.40 70.03 178.72 49.02 137.24
1128 48.66 36.94 145.94 38.23 171.34
1129 48.67 43.73 152.05 37.22 198.94
1130 48.59 92.60 126.06 69.03 59.94
1131 48.79 11.29 92.35 24.28 147.12
1132 48.71 21.82 111.65 28.29 173.28
1133 48.64 4.04 79.90 18.84 110.85
1134 48.59 24.87 121.76 31.91 179.91
1135 48.56 67.57 186.12 47.18 153.46
1136 48.75 95.43 77.78 51.94 39.88
1137 48.73 54.54 173.24 41.76 189.39
1138 48.63 74.85 176.47 62.74 113.00
1139 48.71 58.53 181.65 40.67 177.96
1140 48.70 81.75 152.85 66.15 93.00
1141 48.71 61.41 181.46 41.18 161.58
1142 48.81 34.56 152.96 37.38 183.95
1143 48.82 45.97 170.62 45.28 181.11
1144 48.89 63.90 191.00 49.10 142.97
1145 48.96 79.31 168.10 74.49 92.51
1146 49.14 6.38 95.91 23.10 131.62
1147 48.74 85.83 151.27 78.53 88.47
1148 48.96 87.11 146.82 88.29 79.55
1149 49.16 16.59 110.96 27.37 148.40
1150 49.09 72.76 175.16 63.66 113.74
1151 49.27 29.19 146.13 35.06 153.42
1152 49.01 31.38 147.92 36.70 159.76
1153 49.35 47.90 177.32 49.06 168.02
1154 49.54 19.69 117.51 33.40 157.20
1155 49.37 76.82 170.88 84.26 106.51
1156 49.36 52.56 183.00 46.48 154.30
1157 49.46 50.06 184.20 56.04 138.80
1158 49.52 66.17 187.09 64.25 117.72
1159 49.54 70.75 179.62 70.32 106.97
1160 49.55 84.62 148.33 81.92 87.27
1161 49.35 88.45 141.98 84.42 82.09
1162 49.58 8.91 113.99 29.04 140.29
1163 49.51 26.98 141.89 36.02 163.63
1164 49.58 33.13 154.42 43.39 139.81
1165 49.57 68.60 188.90 69.83 112.27
1166 49.56 40.34 156.25 47.46 133.35
1167 49.61 59.81 192.90 65.81 146.16
1168 49.65 24.03 138.67 37.04 153.13
1169 49.69 42.56 177.96 51.49 169.20
1170 49.64 90.68 129.26 79.02 76.51
1171 49.76 38.29 174.04 49.78 117.71
1172 49.72 57.57 181.53 60.78 140.67
1173 49.93 14.05 116.41 29.71 111.63
1174 49.77 55.43 187.41 52.70 127.78
1175 49.77 62.02 192.68 71.46 129.81
1176 49.83 94.20 115.94 68.67 59.01
1177 49.83 36.01 165.44 46.60 130.39
1178 50.17 4.92 100.23 32.05 72.15
1179 49.92 45.88 179.96 62.56 130.61
1180 49.93 81.64 164.89 90.14 93.11
1181 49.96 74.65 183.27 102.28 100.45
1182 49.99 64.16 204.03 81.68 122.06
1183 50.13 11.41 118.22 30.38 123.84
1184 50.16 78.81 180.57 93.61 97.16
1185 50.30 21.76 150.07 43.55 122.49
1186 50.01 89.18 140.67 75.53 87.87
1187 50.34 30.53 153.68 57.31 115.92
1188 50.36 72.42 184.35 100.71 96.44
1189 50.35 17.61 130.85 32.20 103.22
1190 50.35 51.44 187.28 81.17 116.72
1191 50.36 53.75 194.31 78.71 107.88
1192 50.35 87.05 149.21 94.43 91.27
1193 50.42 44.00 193.09 82.79 116.02
1194 50.43 48.31 187.56 80.04 125.65
1195 50.66 1.51 59.02 24.33 29.55
1196 50.59 7.34 118.69 42.26 89.62
1197 50.70 92.57 132.52 87.56 69.82
1198 50.53 25.71 155.80 53.11 117.18
1199 50.67 28.24 155.94 58.53 129.87
1200 50.57 67.16 191.94 109.41 99.69
1201 50.62 69.83 195.06 115.82 102.03
1202 50.64 76.54 181.96 104.71 108.57
1203 50.64 32.98 152.50 69.89 101.94
1204 50.66 40.60 183.95 88.58 104.60
1205 50.74 35.25 173.63 66.48 95.33
1206 50.64 59.73 203.89 102.97 107.27
1207 50.72 57.17 196.32 94.72 107.55
1208 50.84 62.17 193.63 115.19 107.99
1209 50.83 83.44 151.59 98.94 86.48
1210 50.87 38.20 174.75 85.98 101.98
1211 50.96 89.78 143.69 81.78 92.56
1212 51.16 19.34 124.12 55.78 101.84
1213 50.93 9.78 114.75 41.23 87.06
1214 51.07 15.67 118.59 42.40 85.41
1215 50.95 64.66 183.22 122.20 109.16
1216 51.08 23.54 153.02 64.93 105.43
1217 51.08 50.00 195.03 106.71 117.39
1218 51.04 45.88 222.49 122.33 130.19
1219 51.22 42.42 188.44 113.70 104.44
1220 51.18 74.34 180.39 106.90 98.05
1221 51.09 80.07 167.54 104.16 93.56
1222 51.20 55.25 201.91 110.46 97.71
1223 51.47 2.73 77.51 36.44 36.01
1224 51.19 11.79 121.71 43.65 71.00
1225 51.59 5.31 116.19 51.92 60.13
1226 51.38 52.49 198.48 125.13 110.92
1227 51.45 71.68 190.67 123.47 99.24
1228 51.49 31.40 168.60 93.98 96.30
1229 51.47 86.48 171.46 101.61 109.99
1230 51.63 66.60 193.11 139.28 99.65
1231 51.60 69.06 193.17 152.73 108.25
1232 51.61 26.30 156.51 70.29 86.94
1233 51.62 36.39 181.21 90.90 91.03
1234 51.59 47.96 200.19 120.47 99.79
1235 51.58 58.28 204.78 134.25 111.15
