#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pf7 14A 4 even-skipped Kruppel giant
628 37.69 67.45 112.19 31.17 87.54
629 37.84 71.94 111.50 32.29 67.86
630 37.89 60.83 91.55 28.96 115.49
631 37.76 63.15 101.52 30.24 102.80
632 37.94 16.20 64.99 14.21 98.39
633 37.78 38.81 94.05 21.80 151.20
634 38.06 52.79 89.29 27.27 135.66
635 37.98 58.40 94.22 29.13 124.77
636 38.09 12.98 56.65 13.94 86.09
637 38.08 28.56 86.58 18.70 130.26
638 37.97 41.62 96.54 24.01 143.92
639 38.27 19.64 65.92 15.64 100.36
640 38.27 34.07 86.06 21.96 139.89
641 38.25 55.68 101.29 29.68 128.86
642 38.47 24.02 75.92 17.71 114.70
643 38.36 50.56 91.28 28.10 138.05
644 38.45 65.04 110.82 32.75 78.42
645 38.47 69.60 120.93 35.38 60.62
646 38.38 82.78 135.20 42.88 35.68
647 38.46 8.79 45.47 13.88 57.13
648 38.42 45.26 89.99 26.76 124.68
649 38.40 77.29 119.29 39.41 50.21
650 38.50 91.35 100.63 32.89 18.54
651 38.64 31.52 81.67 20.16 128.41
652 38.78 6.03 28.70 11.43 29.43
653 38.72 48.10 85.69 26.56 127.71
654 38.85 37.71 78.93 23.91 119.46
655 38.78 74.01 116.63 38.00 48.78
656 38.73 4.07 14.94 7.94 12.56
657 38.66 79.65 127.93 41.38 36.14
658 39.12 21.30 62.12 16.81 92.92
659 38.98 43.00 87.27 27.38 117.27
660 39.01 40.37 85.94 25.49 117.02
661 39.10 85.28 134.62 47.40 27.53
662 39.11 88.13 132.80 46.28 25.27
663 39.24 11.05 50.48 15.30 61.11
664 39.02 62.67 104.81 33.55 71.18
665 39.04 67.37 124.78 37.43 62.99
666 39.15 26.69 72.37 19.36 98.96
667 39.14 60.02 102.40 35.74 85.67
668 39.17 13.83 57.07 15.44 74.24
669 39.15 57.36 101.25 35.29 96.64
670 39.32 71.71 131.86 42.65 46.75
671 39.31 35.26 85.36 24.34 115.62
672 39.16 80.53 131.37 42.00 36.28
673 39.42 29.68 78.56 21.60 106.03
674 39.31 54.53 101.78 31.58 110.86
675 39.50 17.79 56.35 17.07 76.41
676 39.48 51.82 90.02 32.48 106.52
677 39.59 75.75 127.83 44.45 38.29
678 39.54 46.58 93.65 30.73 99.59
679 39.33 83.79 139.30 60.30 33.20
680 39.83 93.07 70.76 38.73 14.85
681 39.79 8.27 42.23 15.80 41.31
682 39.65 23.79 77.86 19.80 92.29
683 39.81 4.11 18.04 9.77 11.80
684 39.80 32.65 76.26 23.91 102.86
685 39.83 49.34 94.01 33.52 94.23
686 39.76 65.25 127.98 41.19 55.20
687 39.78 82.64 130.41 50.69 30.34
688 39.94 78.56 136.62 52.08 33.61
689 39.99 69.32 138.44 45.53 50.04
690 40.02 90.77 106.49 50.92 18.53
691 40.03 44.34 96.25 29.88 86.06
692 40.06 37.08 81.77 27.22 95.38
693 40.14 39.48 94.17 32.52 90.84
694 40.16 41.91 96.44 29.77 79.47
695 40.15 62.36 131.26 41.14 56.68
696 40.31 56.26 117.15 38.29 71.83
697 40.32 15.00 59.61 19.30 58.65
698 40.29 28.09 68.33 23.45 81.92
699 40.26 59.16 117.15 40.99 62.26
700 40.46 88.20 117.30 59.64 22.58
701 40.44 53.47 110.53 38.40 69.16
702 40.50 11.98 56.70 18.72 41.51
703 40.54 19.98 60.99 20.21 63.14
704 40.68 74.11 136.13 52.24 32.69
705 40.55 80.94 144.68 57.32 28.60
706 40.55 25.59 65.28 22.35 68.40
707 40.60 67.14 149.81 50.87 45.71
708 40.22 83.94 123.00 46.50 28.00
709 40.23 85.87 127.54 71.27 24.36
710 40.60 71.61 143.54 56.28 36.90
711 40.80 22.72 63.10 22.19 60.41
712 40.76 34.79 84.05 31.14 72.87
713 40.62 46.78 105.54 36.62 73.41
714 40.57 84.75 133.81 64.25 25.94
715 40.86 9.95 55.89 19.00 34.68
716 40.95 30.19 71.87 27.03 68.21
717 40.89 76.62 131.30 55.98 29.19
718 40.64 12.98 58.27 17.82 46.18
719 41.22 51.56 123.43 44.44 60.18
720 41.02 64.48 155.81 49.24 43.78
721 41.00 32.54 86.30 30.90 74.90
722 40.94 49.27 116.90 40.37 70.26
723 40.94 85.88 117.34 56.68 23.00
724 41.18 16.94 56.41 21.42 48.14
725 41.07 61.12 147.19 51.20 50.96
726 41.06 7.77 51.52 19.38 24.95
727 41.23 37.32 93.31 35.33 58.28
728 41.26 57.92 136.92 51.41 52.51
729 41.32 39.91 102.78 36.98 56.54
730 41.28 44.67 108.28 38.47 58.39
731 41.37 83.23 113.30 66.70 25.28
732 41.50 42.34 117.65 39.10 52.99
733 41.51 69.34 143.59 62.11 33.85
734 41.48 90.76 85.90 72.35 19.30
735 41.67 4.53 27.75 13.93 9.31
736 41.62 79.02 126.63 69.46 26.16
737 41.69 93.00 64.51 60.87 15.29
738 41.53 55.26 122.90 46.67 48.93
739 41.56 14.94 56.59 22.98 36.83
740 41.57 27.24 78.37 28.29 53.65
741 41.62 89.05 97.07 70.85 20.95
742 41.67 6.38 42.37 18.21 17.77
743 41.93 11.69 63.14 25.77 30.42
744 41.81 24.60 66.97 27.32 46.77
745 41.88 47.25 121.52 44.74 51.18
746 41.88 13.71 61.90 21.68 29.70
747 41.79 72.40 136.18 68.96 30.24
748 41.85 66.64 148.98 61.88 35.38
749 41.95 21.76 65.95 27.57 42.82
750 41.95 87.08 98.17 77.83 22.69
751 42.09 60.11 153.05 58.78 40.49
752 41.99 62.84 159.24 60.56 38.60
753 42.12 31.29 94.57 32.81 48.33
754 42.04 33.93 90.80 35.55 44.90
755 42.18 20.11 65.89 28.38 32.83
756 42.08 9.24 60.88 23.24 22.17
757 42.19 49.51 143.91 48.73 43.95
758 42.31 53.27 145.22 56.90 39.30
759 42.16 76.36 124.11 76.67 27.65
760 42.30 36.51 108.83 39.65 43.88
761 42.35 81.25 114.61 83.00 24.25
762 42.44 28.83 89.80 33.30 40.80
763 42.30 7.76 53.24 20.67 19.33
764 42.58 57.91 144.60 60.11 38.71
765 42.64 39.01 114.00 48.23 38.33
766 42.53 45.06 120.44 48.52 41.68
767 42.40 85.75 101.85 85.85 23.65
768 42.65 16.69 64.79 26.82 28.56
769 42.64 84.29 98.34 85.35 24.05
770 42.66 41.90 116.74 45.72 38.51
771 42.72 64.72 151.32 69.49 30.38
772 42.62 90.72 74.09 83.90 17.22
773 42.82 55.61 143.12 58.89 38.26
774 42.83 74.42 129.42 90.49 27.39
775 42.84 69.39 136.23 83.56 29.40
776 42.86 26.04 85.62 37.20 35.30
777 43.01 51.31 151.67 57.07 36.75
778 42.81 4.26 28.83 18.51 9.26
779 42.95 71.87 124.72 88.63 27.00
780 43.16 67.00 144.99 83.65 29.36
781 43.07 78.55 100.81 94.52 24.02
782 43.13 23.04 79.95 35.79 29.74
783 43.21 88.20 76.38 92.87 21.79
784 43.30 7.63 62.26 28.38 16.26
785 43.20 10.54 71.52 31.25 20.75
786 43.18 62.09 146.26 76.77 33.01
787 43.21 14.36 64.91 31.87 24.36
788 43.27 32.88 110.05 44.70 32.04
789 43.25 35.25 123.77 47.24 33.25
790 43.09 8.86 65.35 30.17 17.65
791 43.28 12.59 70.40 31.20 19.87
792 43.47 92.39 55.31 83.81 14.20
793 43.35 48.45 150.61 62.53 36.76
794 43.61 5.50 48.72 26.80 12.24
795 43.44 30.58 96.55 43.06 29.43
796 43.39 19.59 70.78 33.81 25.29
797 43.47 81.69 83.82 102.89 23.56
798 43.58 59.85 142.42 78.49 33.00
799 43.65 45.67 136.31 64.39 34.15
800 43.74 28.02 96.76 42.52 28.78
801 43.70 40.61 130.69 61.18 34.78
802 43.76 43.11 129.05 59.69 32.08
803 43.82 76.30 94.66 101.23 25.44
804 43.79 37.60 107.99 55.95 30.41
805 43.83 54.61 138.21 73.56 33.14
806 43.90 57.32 129.82 77.99 31.75
807 43.93 84.49 81.78 107.85 22.79
808 43.83 17.27 70.67 37.63 21.04
809 43.92 64.22 135.13 89.87 29.90
810 44.07 25.20 90.57 47.39 25.37
811 44.16 15.86 70.63 32.62 20.80
812 44.07 70.89 109.38 116.67 27.43
813 44.05 73.70 101.15 105.09 26.15
814 44.18 52.38 135.12 72.16 30.78
815 44.13 68.46 112.46 106.97 26.35
816 44.31 22.07 81.79 45.86 22.77
817 44.30 78.99 78.95 112.88 23.36
818 44.28 86.98 77.06 102.69 21.28
819 44.39 50.02 140.70 76.95 31.67
820 44.41 9.29 66.53 43.95 17.09
821 44.48 11.63 74.12 46.92 17.91
822 44.61 32.41 112.28 62.21 25.65
823 44.42 34.81 117.13 61.37 27.01
824 44.60 47.52 132.47 74.30 30.18
825 44.56 61.92 124.12 103.22 29.09
826 44.70 91.02 52.26 100.39 17.27
827 44.56 19.74 78.17 46.67 20.23
828 44.66 66.46 108.07 119.40 27.45
829 44.74 94.14 35.14 75.32 13.27
830 44.82 39.67 110.32 71.54 27.38
831 44.78 7.03 52.85 43.35 13.34
832 44.76 29.99 101.76 62.60 23.96
833 44.73 81.89 70.24 114.94 23.89
834 44.74 44.41 130.12 74.62 28.26
835 44.87 59.62 126.82 102.61 28.52
836 44.86 14.09 65.44 55.89 17.75
837 45.01 4.39 33.51 31.59 9.49
838 45.00 37.28 113.21 77.57 28.11
839 44.81 18.29 78.68 40.18 18.59
840 45.01 27.62 92.65 65.01 22.46
841 45.25 41.75 112.47 79.06 27.52
842 45.01 54.51 124.88 97.87 29.42
843 45.03 57.08 115.09 103.01 29.16
844 45.34 88.52 64.17 114.04 20.28
845 45.05 71.85 84.51 123.71 24.59
846 45.13 24.61 81.41 59.60 22.48
847 45.16 64.20 112.03 124.25 26.63
848 45.23 74.51 79.59 130.08 23.92
849 45.25 84.61 66.57 116.37 22.50
850 45.33 76.83 79.49 126.84 23.59
851 45.28 16.65 70.99 57.87 18.89
852 45.37 69.09 90.84 134.07 25.51
853 45.39 51.76 119.18 102.16 27.44
854 45.64 22.46 74.37 67.32 19.59
855 45.56 46.13 110.58 90.73 27.17
856 45.54 34.88 101.47 86.93 26.07
857 45.58 79.63 73.88 137.38 24.09
858 45.68 49.16 110.70 100.82 28.61
859 45.82 11.54 50.14 66.20 16.19
860 45.60 13.76 62.70 54.85 17.41
861 45.75 19.69 68.38 63.32 19.67
862 45.79 31.10 85.21 89.49 24.57
863 45.87 8.76 50.72 61.42 13.42
864 45.82 61.70 95.51 129.78 27.37
865 45.85 66.46 87.76 136.72 26.54
866 46.13 95.21 28.72 71.53 11.75
867 45.88 43.74 102.45 100.06 25.91
868 46.03 82.53 66.02 130.64 23.07
869 46.07 26.69 76.07 82.77 21.57
870 46.14 6.28 39.08 54.83 11.99
871 46.08 59.17 96.06 133.71 28.16
872 46.14 56.90 93.18 130.26 28.07
873 46.20 93.19 49.63 108.81 15.12
874 46.29 29.04 73.26 100.43 22.20
875 46.23 33.06 77.50 107.74 25.37
876 46.10 37.41 90.03 102.15 23.02
877 46.23 39.88 85.07 102.53 25.03
878 46.12 54.11 92.74 123.97 28.79
879 46.15 71.14 68.78 147.11 22.98
880 46.33 90.89 62.83 115.96 18.38
881 46.35 86.39 71.63 125.29 22.29
882 46.29 15.85 54.24 73.07 16.93
883 46.31 73.89 69.20 151.46 23.74
884 46.39 64.24 77.57 150.25 26.81
885 46.50 24.38 60.65 87.05 20.55
886 46.51 47.43 93.12 120.39 25.83
887 46.50 51.46 87.88 135.57 27.38
888 46.52 78.10 65.41 142.64 23.42
889 46.60 68.19 71.16 158.53 26.19
890 46.85 42.14 74.90 117.97 27.08
891 46.82 35.35 64.80 114.10 24.05
892 46.81 21.17 52.59 90.24 18.11
893 46.82 45.05 81.15 126.51 26.63
894 47.05 18.51 45.26 80.08 17.86
895 47.04 13.05 39.94 83.74 16.12
896 47.09 49.51 76.66 140.58 27.65
897 46.96 62.28 76.19 158.16 26.09
898 47.07 75.86 64.85 154.88 24.05
899 47.15 81.06 63.67 139.18 23.72
900 47.23 88.68 73.48 122.28 21.11
901 47.09 10.04 40.71 80.58 15.35
902 47.10 55.84 78.06 146.86 27.06
903 47.15 84.44 69.52 132.86 23.35
904 47.18 60.02 75.05 152.64 27.18
905 47.17 66.12 68.38 164.38 25.62
906 47.16 70.06 68.97 167.03 25.31
907 47.25 30.45 57.08 118.74 21.28
908 47.18 38.19 64.21 130.60 25.19
909 47.32 53.54 72.83 145.96 25.26
910 47.31 27.30 50.33 107.98 20.41
911 47.34 7.41 35.19 74.21 13.09
912 47.44 32.92 59.26 127.28 22.83
913 47.35 72.97 68.12 166.37 23.96
914 47.39 15.67 39.45 91.08 16.52
915 47.66 57.92 75.72 160.50 25.62
916 47.50 94.49 51.06 95.07 13.84
917 47.68 22.71 44.96 102.52 18.60
918 47.82 25.07 48.41 112.02 18.78
919 47.80 64.26 69.00 176.34 26.35
920 47.84 40.40 61.90 145.96 25.63
921 47.80 47.02 64.63 139.94 25.38
922 47.70 91.62 73.35 116.90 16.82
923 47.83 78.28 72.84 147.73 23.89
924 47.85 44.19 68.83 147.56 25.94
925 47.98 51.68 66.55 165.24 27.00
926 48.03 35.16 56.71 136.63 22.94
927 48.00 67.74 69.43 169.67 25.57
928 48.20 62.04 69.76 173.07 27.21
929 48.11 70.93 75.08 178.22 25.19
930 48.36 86.44 80.86 133.28 22.88
931 48.30 17.67 37.99 98.17 16.16
932 48.28 28.66 50.37 127.73 20.15
933 48.39 5.83 25.74 70.23 11.33
934 48.33 37.56 59.00 154.38 25.77
935 48.27 55.60 73.00 171.15 25.80
936 48.33 75.78 75.68 167.09 23.90
937 48.37 83.37 81.72 138.24 22.76
938 48.37 11.15 37.14 98.65 15.11
939 48.46 20.61 39.03 105.18 16.88
940 48.43 49.54 62.19 163.23 26.60
941 48.52 8.49 35.29 95.95 13.01
942 48.39 14.22 35.14 96.51 15.80
943 48.45 31.18 48.29 140.57 21.46
944 48.47 80.54 79.02 152.95 22.91
945 48.47 59.85 76.36 186.39 26.64
946 48.64 42.34 63.73 162.38 25.00
947 48.61 73.33 72.38 163.33 23.33
948 48.61 89.21 91.26 130.73 21.39
949 48.78 53.64 72.58 176.20 26.10
950 48.69 94.11 70.32 98.06 13.09
951 48.94 25.85 46.84 125.55 19.73
952 49.11 33.39 54.21 149.78 22.36
953 48.98 57.88 83.32 187.93 26.99
954 49.01 68.76 82.01 186.40 25.36
955 49.04 23.09 42.92 128.28 17.56
956 49.08 45.11 62.60 166.88 25.42
957 48.98 63.92 85.31 185.87 25.73
958 49.10 66.24 78.39 181.45 25.09
959 49.10 39.28 61.76 173.00 24.94
960 49.04 47.40 67.59 170.17 25.70
961 49.20 36.06 60.61 169.48 22.20
962 49.20 71.16 86.22 180.45 23.91
963 49.30 78.32 88.21 161.84 23.66
964 49.38 51.66 71.81 177.79 26.51
965 49.42 60.83 84.95 185.91 25.70
966 49.54 12.63 39.06 102.96 16.12
967 49.42 18.85 42.34 116.63 17.08
968 49.43 28.32 52.11 143.14 18.85
969 49.54 15.44 40.20 112.25 16.76
970 49.58 56.03 83.73 187.31 24.85
971 49.60 75.32 92.66 167.88 23.85
972 49.57 85.25 85.96 139.07 23.18
973 49.72 92.87 91.81 111.89 15.92
974 49.58 82.03 86.91 150.90 24.14
975 49.67 30.93 55.15 153.37 21.20
976 49.71 49.46 70.11 187.62 26.51
977 49.72 10.09 40.02 108.17 14.34
978 49.69 89.43 107.50 124.54 20.28
979 49.90 7.61 37.77 101.70 12.95
980 49.89 41.01 65.62 173.48 24.40
981 49.90 96.96 31.27 55.96 6.73
982 49.91 5.28 29.38 77.06 10.95
983 49.86 43.32 70.48 175.10 24.52
984 50.01 53.93 91.12 198.03 25.67
985 50.01 62.59 105.03 192.98 24.83
986 50.06 73.01 103.86 177.33 24.33
987 50.12 58.56 94.99 192.18 26.30
988 50.16 64.69 101.71 192.06 26.43
989 50.14 25.60 56.01 139.87 18.11
990 50.25 38.10 64.72 172.92 22.91
991 50.17 67.75 107.54 187.21 25.51
992 50.20 22.90 49.16 136.74 18.50
993 50.25 70.17 110.77 182.53 25.88
994 50.41 20.49 47.18 124.56 16.50
995 50.28 35.62 71.96 168.52 22.53
996 50.25 47.10 83.54 183.24 25.23
997 50.62 2.57 13.70 35.48 6.06
998 50.52 17.07 45.91 123.35 16.54
999 50.49 33.30 76.29 158.44 21.55
1000 50.45 77.37 99.59 169.21 24.85
1001 50.57 80.26 97.07 154.12 23.88
1002 50.59 87.11 104.28 136.26 21.83
1003 50.58 28.50 63.08 148.47 19.11
1004 50.72 44.82 78.72 184.10 25.70
1005 50.60 51.49 90.03 193.04 24.71
1006 50.74 60.88 108.88 198.17 26.54
1007 50.54 83.22 101.18 145.88 24.15
1008 50.84 12.00 49.21 117.28 15.69
1009 50.84 14.32 51.25 121.38 15.37
1010 50.82 56.15 105.01 193.75 25.14
1011 50.79 84.93 103.50 146.88 22.27
1012 50.92 89.69 110.22 136.57 21.23
1013 50.92 30.94 77.14 160.99 20.85
1014 51.00 66.08 123.33 201.62 25.31
1015 51.02 92.45 106.65 133.43 16.80
1016 51.03 8.91 42.04 109.13 13.92
1017 51.06 40.25 77.72 181.17 22.53
1018 51.04 49.29 103.87 196.23 25.89
1019 51.02 97.29 25.34 50.29 5.93
1020 51.19 42.68 81.58 189.51 24.34
1021 51.18 94.78 64.59 92.03 13.59
1022 51.22 53.72 111.29 196.88 25.18
1023 51.31 5.94 34.31 82.09 11.63
1024 51.24 73.10 107.71 184.04 24.15
1025 51.33 23.94 67.49 146.81 17.20
1026 51.34 26.70 58.79 143.71 18.20
1027 51.36 58.35 120.70 193.45 27.14
1028 51.30 63.44 114.83 190.73 27.40
1029 51.43 75.55 96.44 178.43 23.93
1030 51.44 18.68 52.07 126.48 17.18
1031 51.36 70.57 113.68 191.53 24.45
1032 51.41 81.84 102.18 156.49 23.49
1033 51.50 35.56 77.40 170.40 21.21
1034 51.45 37.93 85.62 181.96 22.80
1035 51.55 68.07 116.62 199.60 25.78
1036 51.46 46.79 103.58 196.43 23.57
1037 51.62 78.36 99.23 169.48 23.95
1038 51.68 21.33 55.16 132.53 16.21
1039 51.87 98.41 13.54 32.64 2.54
1040 51.88 33.39 75.40 166.70 21.52
1041 51.83 51.64 120.26 197.80 25.23
1042 51.98 10.19 46.59 119.31 14.99
1043 51.81 60.65 114.90 202.28 25.84
1044 51.99 87.72 87.77 137.85 21.73
1045 51.95 15.60 51.00 118.95 16.26
1046 52.10 28.98 70.42 164.32 20.30
1047 51.99 55.78 109.15 198.17 25.61
1048 51.92 82.88 90.69 152.17 22.25
1049 52.13 84.86 94.99 147.24 21.58
1050 52.07 31.17 77.97 173.00 22.37
1051 52.12 44.41 91.09 193.11 23.89
1052 52.17 41.52 88.12 195.76 23.71
1053 52.12 65.71 111.68 198.57 24.72
1054 52.33 7.79 37.68 98.80 12.80
1055 52.16 49.05 99.77 199.54 25.24
1056 52.14 91.12 83.13 130.34 17.63
1057 52.36 96.78 22.46 56.57 5.83
1058 52.48 13.05 43.84 118.89 15.67
1059 52.31 25.23 55.54 154.97 17.86
1060 52.43 39.29 88.42 186.07 23.54
1061 52.40 69.54 98.15 196.77 24.58
1062 52.49 71.95 94.81 188.68 24.53
1063 52.50 80.30 97.81 166.53 24.16
1064 52.46 94.13 60.42 111.26 13.60
1065 52.49 63.22 104.77 197.32 26.05
1066 52.58 74.22 92.77 182.72 24.24
1067 52.67 53.55 97.54 198.76 25.66
1068 52.57 58.18 105.87 202.20 26.21
1069 52.73 5.88 30.52 94.95 11.91
1070 52.61 17.94 51.67 128.40 16.79
1071 52.67 36.44 77.45 176.30 22.87
1072 52.59 46.76 104.77 198.18 23.11
1073 52.72 76.71 92.78 175.99 23.48
1074 52.77 22.90 50.05 143.79 17.31
1075 52.96 20.35 48.05 135.29 16.86
1076 52.94 27.14 55.60 156.84 17.97
1077 52.81 60.82 95.82 198.68 26.00
1078 52.99 51.13 86.84 197.29 23.79
1079 53.04 67.62 89.67 205.57 26.57
1080 53.10 34.05 73.30 169.91 21.08
1081 53.13 43.12 74.85 184.18 24.18
1082 53.15 55.65 85.68 205.62 26.19
1083 53.20 10.44 35.15 117.16 14.95
1084 53.18 31.64 64.64 166.56 20.80
1085 53.26 48.72 82.69 200.24 25.94
1086 53.24 65.10 85.36 199.06 26.07
1087 53.36 90.46 69.46 140.40 18.87
1088 53.44 82.14 76.33 154.45 23.08
1089 53.30 87.74 68.88 142.46 20.91
1090 53.49 15.61 39.12 126.87 16.37
1091 53.38 29.23 55.16 165.20 19.85
1092 53.40 85.00 76.55 155.55 22.76
1093 53.49 40.85 71.69 187.52 23.27
1094 53.48 38.40 71.64 182.48 22.25
1095 53.54 45.49 73.36 190.53 24.99
1096 53.41 70.18 75.14 197.67 25.75
1097 53.56 93.02 49.68 115.72 16.32
1098 53.55 78.66 69.66 164.54 23.81
1099 53.55 96.00 22.33 68.23 9.33
1100 53.63 25.32 42.27 159.04 17.89
1101 53.73 59.76 75.56 200.06 26.17
1102 53.68 72.72 66.94 187.83 23.87
1103 53.73 62.34 70.17 200.54 26.01
1104 53.79 12.90 36.69 120.06 15.81
1105 53.93 8.03 28.94 105.07 13.94
1106 53.90 57.41 72.36 196.39 26.36
1107 53.85 75.43 66.22 179.88 23.25
1108 53.88 52.72 79.85 203.99 25.59
1109 53.95 18.33 36.38 129.53 16.69
1110 54.02 35.72 58.01 171.42 21.87
1111 54.06 5.40 22.40 91.23 11.36
1112 54.00 22.98 36.89 143.55 16.79
1113 54.07 66.59 72.74 202.57 24.97
1114 54.25 47.61 66.25 190.67 23.66
1115 54.17 50.05 67.38 196.54 25.82
1116 54.30 27.79 44.31 160.52 20.09
1117 54.27 43.19 56.33 192.39 22.47
1118 54.36 31.13 46.53 162.00 21.09
1119 54.36 55.31 66.71 200.93 24.97
1120 54.28 69.12 62.57 198.44 25.09
1121 54.49 20.86 35.87 141.03 18.02
1122 54.46 33.41 53.08 166.62 21.26
1123 54.30 10.74 29.86 115.12 14.97
1124 54.42 64.11 60.25 193.45 26.05
1125 54.65 80.54 54.25 158.05 23.55
1126 54.54 37.87 51.87 184.05 22.96
1127 54.62 77.74 56.46 171.94 23.58
1128 54.63 89.15 50.65 146.06 20.82
1129 54.48 91.59 42.14 123.81 18.33
1130 54.67 40.98 55.22 189.83 23.74
1131 54.58 86.12 54.99 146.44 22.48
1132 54.80 71.69 54.48 183.52 23.78
1133 54.77 83.39 54.98 156.33 22.99
1134 54.77 15.56 33.26 122.82 16.40
1135 54.75 45.47 55.33 201.02 23.25
1136 54.77 59.04 60.64 196.55 27.15
1137 54.82 25.14 39.53 163.72 17.96
1138 54.91 61.65 56.34 204.73 26.91
1139 54.92 74.36 57.32 181.15 23.68
1140 54.93 53.15 60.86 202.20 24.53
1141 55.15 13.01 30.46 120.11 15.47
1142 55.19 29.60 46.38 165.72 19.46
1143 55.21 6.57 25.14 92.53 11.99
1144 55.19 51.00 58.78 194.97 24.63
1145 55.18 66.23 53.22 195.13 26.18
1146 55.26 4.02 15.17 56.69 7.91
1147 55.23 8.92 27.36 117.79 13.77
1148 55.20 17.97 33.69 129.66 16.42
1149 55.26 68.53 54.03 195.74 24.82
1150 55.34 34.95 48.55 173.14 21.88
1151 55.40 57.25 57.60 201.93 26.60
1152 55.37 48.46 53.30 191.49 25.04
1153 55.44 23.09 36.80 146.45 16.92
1154 55.42 39.51 50.62 188.65 23.18
1155 55.55 27.05 39.90 140.30 18.38
1156 55.53 43.64 55.32 191.47 23.89
1157 55.52 93.34 30.80 110.77 15.01
1158 55.55 55.08 53.84 196.02 24.77
1159 55.69 76.41 57.15 175.36 23.62
1160 55.57 63.74 58.17 197.35 25.23
1161 55.65 37.15 53.91 176.75 22.89
1162 55.64 87.66 44.82 139.27 21.79
1163 55.78 20.39 42.01 131.58 17.12
1164 55.75 46.27 61.68 192.67 23.61
1165 55.91 32.83 48.94 165.24 20.51
1166 55.79 60.07 59.00 201.26 25.20
1167 55.88 70.83 52.94 184.43 25.67
1168 55.93 78.84 53.17 164.87 23.49
1169 55.87 81.91 50.65 153.15 22.00
1170 56.06 41.63 54.24 179.15 22.88
1171 56.04 85.09 50.34 143.73 21.29
1172 56.11 73.89 59.57 173.70 23.79
1173 56.27 10.28 31.47 115.64 15.14
1174 56.19 15.31 37.02 121.29 16.39
1175 56.21 30.51 56.42 162.50 19.43
1176 56.31 91.25 38.10 122.64 17.04
1177 56.18 50.06 63.10 186.30 24.54
1178 56.20 52.91 61.07 188.76 24.38
1179 56.36 7.66 31.47 100.58 12.53
1180 56.47 25.12 52.31 146.66 17.73
1181 56.34 66.01 60.38 192.82 26.33
1182 56.35 68.32 56.94 191.06 23.92
1183 56.42 12.73 37.67 115.48 16.09
1184 56.47 58.13 64.67 200.65 25.75
1185 56.46 17.87 50.94 127.46 15.15
1186 56.57 61.50 64.42 188.78 26.17
1187 56.57 35.68 48.35 165.78 21.65
1188 56.66 22.67 46.49 137.02 16.80
1189 56.57 28.09 59.56 163.80 18.65
1190 56.54 38.94 55.62 171.14 22.62
1191 56.68 88.84 47.21 141.79 19.46
1192 56.62 55.51 65.69 193.39 26.10
1193 56.74 63.67 68.72 190.79 24.92
1194 56.80 93.98 31.95 100.76 13.56
1195 56.91 43.78 73.90 173.01 24.45
1196 56.75 46.08 71.05 177.68 23.03
1197 56.99 48.37 76.46 178.56 24.65
1198 56.95 72.51 71.81 189.26 24.35
1199 57.01 80.49 59.95 157.68 23.08
1200 57.03 83.22 58.83 138.53 21.33
1201 57.05 77.19 64.19 155.46 23.48
1202 57.13 20.07 49.77 120.17 16.48
1203 57.17 86.38 55.97 133.34 21.11
1204 57.11 51.34 82.16 185.52 24.71
1205 57.14 70.36 74.97 188.74 23.58
1206 57.22 31.62 67.72 155.67 20.19
1207 57.18 33.87 64.15 159.88 20.32
1208 57.14 41.17 79.80 177.32 21.41
1209 57.38 59.63 84.04 185.08 24.08
1210 57.52 74.71 79.08 169.47 23.38
1211 57.35 6.00 30.83 78.68 11.63
1212 57.46 37.43 62.38 167.54 22.06
1213 57.47 53.71 90.78 181.36 23.99
1214 57.45 65.74 78.77 184.67 25.46
1215 57.57 8.49 40.86 101.16 12.41
1216 57.56 17.05 50.33 107.54 15.51
1217 57.52 26.68 72.17 141.03 17.17
1218 57.56 29.32 74.19 146.74 19.14
1219 57.51 56.94 88.55 188.93 25.49
1220 57.52 68.12 94.79 186.79 24.97
1221 57.56 11.27 51.42 102.83 14.60
1222 57.65 14.26 63.13 131.94 17.63
1223 57.82 92.27 50.65 116.29 13.90
1224 57.74 3.93 20.66 45.66 8.30
1225 57.87 24.39 70.36 132.25 17.43
1226 57.91 89.92 56.81 124.56 18.36
1227 57.90 22.04 58.92 125.51 16.97
1228 57.93 61.80 87.72 183.92 24.87
1229 57.85 45.95 92.01 170.60 23.30
1230 58.00 39.91 81.75 164.62 22.64
1231 58.12 42.67 97.22 156.17 23.13
1232 58.09 63.99 96.64 176.68 25.74
1233 57.91 84.28 78.81 133.40 21.76
1234 58.03 79.74 78.08 148.75 21.98
1235 58.14 35.31 87.75 153.60 20.16
1236 58.15 48.46 97.92 164.15 23.62
1237 58.13 50.77 105.27 171.62 24.06
1238 58.28 72.50 114.35 173.59 23.41
1239 58.32 32.87 72.88 151.16 19.99
1240 58.29 70.04 122.56 181.46 24.17
1241 58.26 77.23 90.34 161.31 23.28
1242 58.44 94.66 39.05 86.37 10.96
1243 58.43 55.00 103.06 175.31 25.53
1244 58.51 82.21 86.29 135.80 21.53
1245 58.54 19.53 57.10 104.28 15.70
1246 58.54 87.50 69.12 120.67 20.30
1247 58.50 6.49 39.94 72.44 12.13
1248 58.34 85.27 78.54 134.11 20.40
1249 58.63 30.79 77.91 135.60 19.28
