#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
bk2 14A 4 even-skipped Kruppel giant
166 17.01 54.53 19.81 20.24 82.70
167 17.20 69.22 15.91 16.23 50.14
168 17.20 18.37 10.75 10.27 71.18
169 17.20 66.78 16.98 15.94 52.93
170 17.20 45.23 20.00 19.16 132.71
171 17.16 61.38 19.09 19.43 60.01
172 17.26 71.73 16.58 14.88 47.38
173 17.32 40.81 18.08 17.64 132.39
174 17.44 49.73 20.48 18.60 108.03
175 17.57 63.85 17.62 17.59 57.46
176 17.61 37.93 18.38 17.55 138.04
177 17.76 59.15 19.17 19.69 70.09
178 17.94 26.76 14.34 14.98 99.35
179 17.75 32.48 15.54 15.96 117.30
180 17.81 42.92 18.67 17.83 139.43
181 18.06 35.56 17.04 16.93 143.77
182 17.99 47.26 20.23 20.18 132.13
183 18.01 52.07 20.20 18.68 108.93
184 18.13 73.51 16.15 14.18 49.46
185 18.19 29.89 15.62 14.05 112.87
186 18.18 56.69 19.88 18.64 88.17
187 18.15 23.64 13.69 11.57 95.39
188 18.26 20.58 11.76 10.53 86.34
189 18.50 54.28 20.58 19.46 101.36
190 18.49 39.51 17.78 16.88 150.02
191 18.53 61.55 21.75 20.41 69.00
192 18.62 44.83 19.90 17.79 139.52
193 18.42 65.93 19.65 17.59 60.91
194 18.57 69.40 18.69 17.39 56.23
195 18.73 49.58 18.59 19.19 128.38
196 18.81 33.55 15.95 15.55 139.58
197 18.97 41.88 19.67 17.93 159.83
198 19.17 37.00 18.75 16.55 163.65
199 19.17 59.22 22.14 19.66 82.80
200 19.26 25.88 15.78 13.93 121.88
201 19.23 71.89 19.98 15.62 61.51
202 19.26 63.87 20.08 18.05 67.47
203 19.26 47.14 19.23 17.96 146.18
204 19.39 28.65 16.75 14.50 132.97
205 19.38 51.83 22.09 19.76 122.33
206 19.43 19.41 12.59 10.55 99.62
207 19.54 31.49 16.97 15.48 141.27
208 19.46 22.87 14.31 11.63 110.36
209 19.53 66.79 21.03 18.91 70.40
210 19.48 56.80 22.03 21.10 100.17
211 19.59 74.76 21.40 14.64 55.63
212 19.69 39.36 17.95 18.36 171.35
213 19.76 43.86 19.35 19.05 161.33
214 19.79 54.41 20.92 18.61 107.57
215 19.86 34.57 18.59 16.82 157.93
216 19.96 61.71 26.28 20.00 85.65
217 20.05 69.16 21.95 16.84 69.90
218 20.00 49.26 22.88 18.65 140.73
219 20.23 41.48 19.89 18.07 160.05
220 20.29 46.33 22.15 19.45 160.05
221 20.52 17.61 13.63 9.85 113.00
222 20.52 37.41 20.06 17.60 174.77
223 20.52 59.52 26.16 21.47 97.72
224 20.46 64.36 25.26 18.82 83.09
225 20.54 27.31 16.25 14.03 140.13
226 20.54 71.68 23.41 16.43 75.38
227 20.65 21.41 15.02 11.71 114.92
228 20.69 24.59 16.17 12.24 137.43
229 20.71 30.24 16.93 14.79 153.80
230 20.59 52.53 21.59 19.41 121.92
231 20.60 77.13 22.24 13.73 60.89
232 20.59 56.98 24.36 20.57 106.10
233 20.99 32.77 19.67 15.72 153.10
234 20.94 35.23 19.60 17.35 163.02
235 20.95 44.09 23.24 17.45 160.46
236 20.98 50.54 22.38 18.19 144.45
237 21.02 66.95 27.42 18.81 82.50
238 20.99 74.27 24.94 16.11 73.96
239 21.13 39.53 21.48 17.55 167.96
240 21.11 54.74 25.40 21.61 122.87
241 21.27 48.34 24.32 19.67 163.20
242 21.22 61.98 28.07 18.96 105.19
243 21.34 41.89 23.53 17.52 174.92
244 21.56 79.20 28.09 14.13 75.55
245 21.48 46.18 23.25 20.11 165.25
246 21.63 69.32 28.03 17.83 94.61
247 21.68 16.16 11.81 9.44 102.02
248 21.68 28.77 18.47 14.12 154.00
249 21.67 57.77 29.20 20.11 116.86
250 21.75 20.07 14.50 10.90 125.59
251 21.78 64.73 32.62 20.14 103.70
252 21.81 36.70 21.84 18.20 168.77
253 22.02 26.31 18.15 13.29 146.73
254 21.78 71.67 30.63 17.33 92.82
255 21.86 23.44 16.10 11.97 129.85
256 21.92 52.85 27.39 19.68 137.34
257 21.94 59.90 28.94 22.07 118.73
258 21.96 76.34 33.03 15.21 77.56
259 22.23 31.44 20.31 15.83 156.85
260 22.18 55.72 30.32 21.59 128.01
261 22.20 34.07 21.75 16.02 157.26
262 22.09 50.26 26.93 20.61 152.53
263 22.27 44.40 23.65 18.29 175.66
264 22.31 38.68 21.19 16.82 167.92
265 22.36 62.60 35.33 20.11 125.79
266 22.44 67.15 38.40 19.49 110.45
267 22.35 41.86 24.80 19.05 170.43
268 22.55 73.31 39.35 16.61 96.07
269 22.52 47.09 26.50 20.43 178.99
270 22.65 80.58 33.16 13.30 67.76
271 22.70 18.40 15.40 10.73 121.54
272 22.74 13.93 14.05 8.66 93.21
273 22.94 21.57 16.41 11.73 136.58
274 22.87 29.04 21.91 14.28 157.32
275 23.05 58.22 40.23 21.48 149.62
276 22.95 70.20 41.82 17.97 103.53
277 22.98 53.93 34.20 19.80 155.06
278 23.04 24.42 17.85 12.81 147.52
279 23.03 36.54 23.94 16.19 159.80
280 23.06 49.33 31.47 20.95 173.04
281 23.10 51.63 32.83 19.05 161.41
282 23.16 40.08 22.29 17.51 166.44
283 23.09 60.61 38.51 20.69 136.67
284 23.20 65.05 45.28 22.55 139.14
285 23.17 75.52 49.06 16.51 106.28
286 23.24 78.38 49.54 14.99 93.23
287 23.50 26.99 19.88 14.12 152.24
288 23.38 55.94 37.47 19.87 148.60
289 23.40 33.93 22.09 16.09 150.80
290 23.37 45.10 27.95 19.42 183.71
291 23.56 16.57 17.28 9.59 113.89
292 23.43 42.47 25.23 18.29 174.02
293 23.54 31.42 22.40 16.17 157.06
294 23.65 62.70 52.58 21.30 149.57
295 23.67 67.56 56.86 20.14 122.14
296 23.69 47.74 32.12 18.19 174.03
297 23.87 72.82 58.36 18.10 117.74
298 24.00 38.64 26.99 17.46 161.62
299 24.02 19.64 18.01 10.49 128.02
300 24.02 53.16 42.69 18.82 171.52
301 24.24 22.31 21.89 12.54 137.46
302 24.13 36.13 26.89 17.79 161.79
303 24.39 80.36 64.32 15.40 94.96
304 24.26 29.13 22.57 14.56 151.63
305 24.23 50.58 42.60 19.90 180.67
306 24.23 60.18 61.86 21.09 161.29
307 24.21 70.16 68.19 20.64 132.83
308 24.25 24.88 22.06 12.83 149.63
309 24.31 57.69 55.10 21.22 166.83
310 24.37 43.76 30.41 17.75 180.92
311 24.36 83.11 51.98 13.42 69.42
312 24.43 75.56 59.87 16.85 114.58
313 24.59 15.04 19.88 9.15 110.16
314 24.42 41.29 29.09 17.95 177.68
315 24.47 46.46 34.84 18.97 179.90
316 24.44 64.56 70.62 22.52 161.57
317 24.58 33.31 27.26 15.16 155.33
318 24.58 55.28 54.25 22.32 178.31
319 24.88 31.09 26.74 15.53 156.52
320 24.88 48.74 47.79 20.43 189.21
321 24.91 26.93 24.12 13.67 149.46
322 24.82 67.01 81.99 20.62 155.85
323 24.86 18.56 22.06 10.67 119.45
324 24.98 62.20 86.08 22.89 177.80
325 25.07 12.54 22.96 9.10 102.23
326 25.23 77.87 75.10 16.61 119.13
327 25.11 37.78 31.35 18.37 162.58
328 25.04 53.05 61.54 21.29 199.50
329 25.08 17.23 20.91 9.53 119.22
330 25.15 72.45 88.07 18.82 143.77
331 25.22 35.21 29.22 15.86 160.04
332 25.30 40.21 33.38 18.56 170.57
333 25.27 45.00 39.70 18.47 187.77
334 25.36 24.11 24.91 12.65 137.68
335 25.31 59.45 95.52 23.81 181.62
336 25.34 69.49 91.25 20.79 161.32
337 25.53 21.27 27.30 11.39 129.87
338 25.46 56.93 85.82 22.31 179.72
339 25.50 50.70 65.29 21.27 189.08
340 25.66 42.77 43.31 17.62 184.26
341 25.65 64.68 108.50 22.34 178.55
342 25.69 82.28 66.34 15.66 93.67
343 25.73 28.65 32.93 14.65 157.28
344 25.76 47.06 55.01 19.97 191.88
345 25.74 74.86 88.70 18.86 136.98
346 25.91 33.10 34.85 15.55 162.05
347 26.07 54.95 104.95 21.76 198.54
348 26.09 15.33 33.19 9.66 113.57
349 26.13 30.66 34.60 16.49 164.63
350 26.07 67.13 111.01 23.99 176.72
351 26.04 18.71 34.57 11.23 136.07
352 26.07 52.66 84.34 20.63 196.39
353 26.15 26.12 33.63 13.98 160.00
354 26.12 62.02 131.64 23.78 198.32
355 26.21 38.45 41.04 18.55 180.26
356 26.29 79.66 72.74 17.55 118.95
357 26.34 48.89 81.84 20.90 194.60
358 26.30 36.21 42.64 16.47 174.45
359 26.30 71.16 110.92 21.17 166.55
360 26.40 44.98 63.95 18.89 194.56
361 26.35 59.62 132.78 22.96 195.00
362 26.50 40.84 50.24 18.45 184.10
363 26.61 23.54 42.12 11.98 152.67
364 26.64 57.24 132.76 21.59 196.56
365 26.71 76.56 86.27 19.12 137.47
366 26.86 50.83 113.42 21.18 211.32
367 26.82 63.96 141.78 22.98 197.19
368 26.96 73.55 101.94 20.48 151.10
369 26.80 84.17 50.80 14.75 72.05
370 26.94 20.98 44.71 11.19 138.00
371 26.95 68.69 115.02 21.82 178.76
372 26.98 34.46 50.75 16.14 188.47
373 27.02 43.04 80.49 19.91 197.52
374 26.94 28.11 45.53 14.31 172.15
375 27.08 47.13 106.93 21.05 205.68
376 27.13 12.18 57.55 9.55 114.39
377 27.11 31.81 51.28 15.37 182.12
378 27.18 18.04 52.36 10.53 135.06
379 27.14 53.13 130.22 21.53 204.12
380 27.31 65.91 129.85 23.33 185.99
381 27.36 61.61 148.38 23.48 207.35
382 27.44 80.75 68.83 18.55 118.10
383 27.41 55.29 145.11 23.61 209.67
384 27.45 25.59 59.18 13.43 165.63
385 27.33 38.74 66.78 18.04 206.51
386 27.51 15.44 64.52 10.09 135.38
387 27.48 59.19 154.43 24.09 206.16
388 27.64 36.62 71.45 17.82 197.45
389 27.56 45.22 111.07 20.01 210.65
390 27.73 70.74 109.84 22.86 168.86
391 27.73 29.51 67.65 16.26 184.82
392 27.72 40.90 82.86 18.56 207.20
393 27.80 49.02 144.70 20.85 210.42
394 27.81 77.47 80.51 20.18 134.50
395 27.94 23.29 69.91 13.36 158.42
396 27.99 33.54 87.44 16.31 201.37
397 28.02 57.26 154.12 23.91 223.47
398 28.18 86.02 42.16 14.22 58.76
399 28.04 51.46 149.70 20.51 208.18
400 28.18 83.11 57.05 16.21 88.09
401 28.11 63.55 142.78 24.93 204.55
402 28.15 67.97 125.37 22.78 180.01
403 28.16 20.43 68.65 11.64 155.23
404 28.21 73.07 102.26 21.30 158.95
405 28.38 27.23 86.16 14.39 180.35
406 28.27 42.89 115.12 20.74 211.57
407 28.40 31.44 94.13 15.78 188.71
408 28.25 53.71 145.61 22.49 213.36
409 28.36 13.42 85.81 9.26 126.55
410 28.49 47.09 139.90 20.66 208.30
411 28.54 17.27 85.85 11.09 143.33
412 28.48 60.32 147.42 25.25 206.12
413 28.70 75.32 81.74 21.76 138.75
414 28.51 38.85 101.94 19.29 211.44
415 28.61 35.44 106.29 18.03 200.75
416 28.75 65.63 130.62 24.89 195.36
417 28.68 44.93 136.87 22.14 217.75
418 28.91 80.66 61.89 19.43 102.18
419 28.96 55.66 137.57 23.74 212.82
420 29.05 25.26 108.61 15.05 188.32
421 29.03 29.17 103.38 15.69 187.94
422 28.88 50.05 148.81 21.08 224.67
423 29.00 41.16 122.45 19.41 217.16
424 29.10 77.99 64.80 20.71 120.42
425 29.12 62.45 130.01 25.12 197.89
426 29.13 70.67 100.41 23.20 162.02
427 29.14 22.75 100.97 13.63 165.89
428 29.14 58.12 141.69 24.45 204.52
429 29.31 33.51 122.36 17.46 193.55
430 29.27 53.36 134.42 22.98 223.71
431 29.27 19.92 89.97 12.04 154.28
432 29.30 37.19 121.98 17.85 204.67
433 29.40 11.85 89.24 9.69 126.27
434 29.30 68.20 114.06 24.73 177.45
435 29.41 84.64 52.44 20.00 71.65
436 29.52 8.51 62.23 7.45 76.03
437 29.55 15.27 91.35 9.94 135.74
438 29.55 43.48 131.28 20.82 215.26
439 29.53 48.29 126.80 20.93 212.22
440 29.62 73.30 82.55 21.47 136.94
441 29.60 31.21 126.55 18.06 197.37
442 29.72 51.43 129.75 23.77 215.70
443 29.72 60.59 123.66 25.08 194.87
444 29.75 45.84 124.71 21.33 210.96
445 29.76 39.80 134.97 19.19 214.60
446 29.88 27.48 123.90 14.65 191.05
447 29.91 63.96 103.16 25.05 180.14
448 30.03 82.02 59.78 20.85 80.83
449 30.03 17.99 93.68 11.78 150.10
450 30.22 75.65 69.06 25.06 111.15
451 30.19 35.33 131.33 17.17 196.04
452 30.18 56.59 114.11 25.19 210.59
453 30.15 66.26 103.35 23.94 172.01
454 30.02 76.75 61.94 23.84 114.90
455 30.23 21.82 103.46 13.07 160.28
456 30.32 24.63 109.12 14.34 174.59
457 30.32 41.89 128.31 20.20 215.09
458 30.27 54.40 111.28 22.17 206.51
459 30.32 37.70 124.63 20.10 209.34
460 30.49 49.96 114.62 22.99 217.33
461 30.38 59.02 118.14 24.61 200.25
462 30.48 78.91 59.21 22.97 87.94
463 30.46 70.96 85.92 25.73 150.96
464 30.58 30.09 125.92 15.68 184.12
465 30.55 68.50 90.23 26.95 159.85
466 30.66 10.57 76.74 9.43 109.51
467 30.58 13.81 86.27 11.25 130.38
468 30.55 32.87 121.94 17.01 195.66
469 30.68 47.93 117.00 22.94 215.50
470 30.75 84.95 57.47 21.08 55.66
471 30.78 61.88 119.11 28.82 209.28
472 30.84 52.30 101.63 23.55 211.69
473 30.96 43.76 116.76 20.65 219.04
474 30.89 45.92 115.19 21.89 216.20
475 30.89 73.79 81.48 25.90 126.37
476 30.97 26.88 117.66 15.64 181.52
477 30.97 39.75 121.37 21.44 210.22
478 31.07 19.89 89.84 12.07 158.08
479 31.19 16.62 80.70 10.75 140.77
480 31.18 64.31 89.61 26.34 163.08
481 31.26 57.84 99.54 23.62 187.81
482 31.32 22.84 100.04 13.76 164.29
483 31.26 81.34 68.45 25.50 62.47
484 31.45 34.94 114.74 18.56 199.94
485 31.38 37.38 115.05 18.58 191.43
486 31.38 54.49 84.68 24.73 193.02
487 31.55 66.67 77.00 27.10 150.67
488 31.52 29.20 128.97 16.91 193.87
489 31.60 75.95 71.26 25.79 87.37
490 31.63 60.29 88.34 27.02 169.83
491 31.58 41.70 112.74 20.48 206.48
492 31.70 50.27 84.49 23.69 205.18
493 31.67 72.02 77.35 26.96 125.28
494 31.72 32.56 113.41 17.16 177.50
495 31.76 69.25 74.39 27.84 136.63
496 31.75 12.29 69.89 10.92 129.24
497 31.96 24.96 97.64 15.21 167.71
498 31.76 78.45 69.38 25.08 62.14
499 31.68 13.68 69.15 10.92 123.13
500 31.74 48.07 91.22 23.43 201.50
501 31.93 9.78 57.36 8.13 102.23
502 31.97 45.43 91.39 22.59 195.81
503 32.05 56.36 75.79 25.91 182.28
504 31.89 84.05 71.76 24.51 37.59
505 32.10 62.55 81.61 28.00 161.40
506 32.09 52.26 78.18 25.96 197.51
507 32.22 87.05 59.17 23.32 27.50
508 32.23 18.69 69.60 12.04 138.42
509 32.26 27.45 101.74 16.78 173.11
510 32.32 39.17 96.30 18.46 185.87
511 32.27 21.46 85.02 13.47 149.44
512 32.42 15.58 54.80 10.94 122.41
513 32.36 43.41 90.85 22.56 198.36
514 32.24 82.65 71.87 25.09 37.83
515 32.40 30.89 109.32 17.51 187.36
516 32.52 64.83 73.32 29.30 136.10
517 32.48 36.79 91.80 18.95 178.60
518 32.60 58.59 69.59 26.52 161.83
519 32.63 73.75 79.68 30.37 83.77
520 32.59 79.98 80.65 27.73 44.48
521 32.61 54.29 71.93 26.17 187.08
522 32.81 7.93 37.00 8.30 73.58
523 32.69 47.24 76.37 23.11 182.71
524 32.80 34.40 84.07 19.00 181.26
525 32.78 41.19 82.42 21.85 180.62
526 32.78 67.35 74.16 29.81 129.78
527 32.73 70.82 70.72 28.86 98.40
528 32.96 60.86 64.34 27.40 136.56
529 32.91 76.64 82.04 30.67 55.96
530 32.99 12.58 53.58 10.61 106.03
531 33.08 23.64 82.98 14.90 153.96
532 32.98 49.84 70.85 22.09 175.58
533 33.20 29.20 87.70 18.83 172.76
534 33.26 85.08 83.03 29.58 26.64
535 33.26 26.16 81.29 17.22 168.79
536 33.33 45.24 71.36 22.55 176.08
537 33.24 56.58 71.19 27.90 163.28
538 33.24 52.18 66.14 26.81 174.73
539 33.40 82.20 93.29 30.65 31.04
540 33.51 88.40 53.30 22.53 14.61
541 33.39 21.03 66.94 12.80 135.28
542 33.45 32.48 75.13 17.88 167.01
543 33.43 18.08 52.63 12.14 117.49
544 33.43 63.19 70.20 29.83 115.05
545 33.55 69.02 89.29 34.37 105.84
546 33.63 42.65 70.35 21.99 172.33
547 33.74 10.12 40.90 9.93 86.43
548 33.55 37.06 69.70 20.84 175.33
549 33.78 39.71 69.46 21.85 174.73
550 33.79 15.16 49.51 12.03 107.04
551 33.69 65.58 80.14 33.20 107.40
552 33.73 47.88 65.79 23.26 164.17
553 33.83 54.48 61.96 26.62 146.20
554 33.80 71.26 101.40 36.06 75.44
555 33.85 73.82 100.78 34.36 56.09
556 33.89 59.61 67.54 28.46 120.35
557 33.92 78.99 91.07 34.02 35.25
558 34.15 35.05 64.77 20.98 152.23
559 34.17 76.32 109.05 37.56 46.86
560 34.21 27.92 63.78 17.14 145.50
561 34.31 30.75 60.21 18.53 152.14
562 34.28 49.92 62.63 26.41 138.64
563 34.37 24.96 58.27 16.15 141.92
564 34.29 57.30 64.78 30.04 123.59
565 34.35 61.81 79.21 34.56 99.91
566 34.26 67.34 101.75 37.94 87.42
567 34.50 12.96 40.90 11.54 90.07
568 34.54 22.46 52.60 16.61 123.87
569 34.39 44.26 61.77 25.33 146.59
570 34.34 52.27 58.26 25.92 130.42
571 34.56 7.84 29.91 9.50 59.22
572 34.65 19.93 50.23 13.98 107.96
573 34.56 85.26 79.38 36.13 19.87
574 34.67 46.53 62.16 24.61 145.95
575 34.69 17.34 44.10 13.53 96.41
576 34.64 37.85 64.38 23.37 173.19
577 34.59 64.19 90.12 35.38 87.12
578 34.82 33.29 53.32 21.89 140.82
579 34.71 81.30 95.02 36.15 26.47
580 34.80 41.94 60.48 23.53 140.61
581 34.96 88.29 70.80 37.77 17.02
582 34.91 55.27 69.25 30.30 113.95
583 34.89 71.50 114.83 37.89 48.21
584 35.06 68.97 118.68 41.11 53.18
585 35.11 10.79 35.51 11.41 68.75
586 34.96 59.31 84.26 33.46 87.78
587 35.22 39.97 58.39 23.36 132.98
588 35.18 74.32 118.09 42.10 36.55
589 35.23 48.44 62.16 26.42 122.77
590 35.19 77.65 100.63 43.30 29.99
591 35.33 26.87 53.33 17.88 113.62
592 35.35 29.29 52.84 19.14 116.34
593 35.33 35.87 54.40 22.38 123.95
594 35.25 66.41 102.44 40.38 61.54
595 35.30 53.09 63.64 28.91 103.64
596 35.45 15.05 36.63 13.07 76.41
597 35.51 50.68 64.98 28.80 103.90
598 35.37 61.49 102.81 37.45 70.60
599 35.49 57.17 84.71 30.99 74.88
600 35.64 23.77 48.61 17.36 102.44
601 35.51 44.22 63.22 25.03 109.63
602 35.55 83.17 84.49 44.41 20.15
603 35.71 31.60 48.68 20.45 107.10
604 35.65 64.05 107.21 38.01 51.48
605 35.96 20.97 45.18 16.97 83.07
606 35.91 38.40 59.86 24.48 106.69
607 35.90 8.30 29.86 11.73 44.21
608 35.89 46.24 67.82 28.40 96.43
609 36.03 79.41 89.26 45.86 22.49
610 36.05 90.39 38.65 32.79 9.00
611 35.97 18.08 37.38 14.04 69.74
612 36.02 42.17 66.05 26.67 98.18
613 36.03 55.15 91.91 33.03 67.88
614 36.17 33.91 51.64 22.68 94.84
615 36.09 59.35 106.65 36.86 51.42
616 36.01 71.99 123.15 45.41 30.57
617 36.28 85.72 69.37 45.25 15.40
618 36.20 75.91 111.48 51.04 27.84
619 36.24 69.14 125.25 50.56 37.88
620 36.26 11.60 36.26 13.68 50.97
621 36.32 26.02 53.30 20.96 86.06
622 36.24 48.30 77.10 29.06 76.75
623 36.31 53.05 83.89 31.39 67.35
624 36.40 62.05 115.82 41.32 42.13
625 36.42 66.68 122.52 48.48 38.96
626 36.38 36.57 58.82 26.73 96.46
627 36.50 29.27 60.11 22.82 91.67
