#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
iz10 14A 4 even-skipped Kruppel bicoid

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - bcd>
618 38.62 83.94 182.62 70.01 31.69
619 38.75 45.39 121.46 24.67 43.72
620 38.80 88.96 141.64 73.84 24.42
621 38.77 70.98 183.73 44.71 35.11
622 39.01 47.47 121.61 27.04 45.83
623 38.93 38.20 122.41 20.13 42.21
624 39.04 42.90 128.78 23.05 45.41
625 39.07 14.43 95.78 13.61 35.45
626 39.02 62.88 140.47 30.18 37.33
627 39.07 17.14 100.51 14.32 38.55
628 39.05 65.92 167.10 32.91 35.60
629 39.26 54.40 122.13 25.17 41.75
630 39.12 59.90 134.57 28.01 39.93
631 39.20 9.81 78.30 10.96 30.41
632 39.20 91.67 92.65 65.12 20.35
633 39.25 33.75 100.80 19.41 40.95
634 39.31 19.79 101.44 15.71 37.09
635 39.40 40.53 118.43 20.51 40.86
636 39.36 57.26 129.06 28.90 39.86
637 39.60 81.95 187.11 81.20 31.10
638 39.48 26.75 109.47 17.17 42.61
639 39.45 68.60 195.78 42.82 37.14
640 39.64 74.46 196.65 56.87 32.55
641 39.73 22.33 103.25 16.08 37.95
642 39.70 51.60 128.68 28.24 44.35
643 39.79 36.31 115.21 20.17 40.58
644 39.89 77.12 200.65 71.46 33.27
645 39.86 29.11 104.83 19.05 37.41
646 39.76 84.68 168.63 93.13 32.79
647 39.88 7.17 59.47 10.09 23.17
648 40.00 87.01 141.40 92.11 26.30
649 39.94 12.45 86.32 13.12 34.20
650 39.99 31.69 104.93 18.18 38.09
651 40.12 24.86 114.16 18.56 38.71
652 39.99 79.63 197.55 80.16 32.63
653 40.05 49.24 127.60 27.57 42.43
654 39.86 72.32 193.00 51.12 30.44
655 40.11 44.14 126.85 25.43 41.35
656 40.07 61.36 179.12 34.64 37.23
657 39.85 69.93 204.52 45.44 34.00
658 40.24 89.67 120.75 99.92 25.13
659 40.21 46.53 138.33 28.22 44.05
660 40.17 65.03 191.40 40.52 35.30
661 40.24 71.16 196.84 59.65 34.96
662 40.29 15.51 101.06 15.82 33.78
663 40.45 38.52 116.44 22.46 38.54
664 40.40 17.89 109.99 18.14 36.88
665 40.51 58.41 166.35 37.22 38.76
666 40.49 53.26 164.58 33.17 42.15
667 40.52 55.80 172.61 34.69 40.79
668 40.62 9.66 85.46 13.24 31.00
669 40.59 41.53 129.98 24.65 39.01
670 40.62 92.03 78.00 81.84 19.63
671 40.64 34.50 111.60 21.46 37.28
672 40.62 67.74 202.44 53.29 33.36
673 40.69 20.18 104.98 19.39 38.60
674 40.87 27.49 110.43 20.47 37.59
675 41.00 6.78 61.93 9.99 20.53
676 40.90 73.64 196.21 78.67 33.89
677 41.03 22.92 122.23 21.01 39.10
678 41.11 63.15 195.94 46.18 36.66
679 40.99 84.17 136.00 105.00 30.58
680 41.27 51.07 171.81 35.08 43.70
681 41.08 81.31 150.48 102.20 31.32
682 41.18 30.13 109.71 21.72 35.18
683 41.29 11.69 113.14 17.03 29.75
684 41.15 78.69 175.32 101.78 31.96
685 41.14 48.68 158.35 31.98 44.39
686 41.35 14.12 116.26 17.91 32.53
687 41.19 43.89 155.58 29.22 41.69
688 41.34 76.20 179.04 91.22 31.79
689 41.36 60.61 191.26 46.57 37.47
690 41.34 70.72 199.65 70.72 32.52
691 41.32 87.27 117.99 118.24 28.57
692 41.50 46.14 163.52 32.69 40.51
693 41.49 25.47 127.53 23.73 32.97
694 41.69 32.57 131.96 26.55 37.64
695 41.57 40.04 138.39 28.70 38.19
696 41.71 65.47 195.99 60.72 34.12
697 41.64 16.79 119.06 21.09 35.26
698 41.75 89.82 93.50 117.58 24.25
699 41.67 37.43 146.15 25.29 36.34
700 41.64 53.73 198.68 39.18 41.85
701 41.77 56.36 194.33 43.04 37.59
702 41.82 35.22 136.30 27.02 35.60
703 41.79 68.14 217.85 81.72 39.22
704 42.13 18.96 136.48 24.48 35.96
705 41.92 21.14 139.08 22.81 35.05
706 42.03 58.71 200.23 51.39 36.94
707 42.04 92.05 71.17 104.04 20.17
708 42.13 9.60 97.05 16.93 26.46
709 42.19 42.19 159.87 34.37 40.94
710 42.29 7.02 94.73 17.06 23.95
711 42.18 28.08 133.22 23.87 35.83
712 42.23 85.22 107.44 127.30 28.97
713 42.15 48.31 184.25 37.51 39.78
714 42.32 73.07 183.05 95.14 31.97
715 42.34 80.46 131.70 125.03 28.72
716 42.31 82.87 122.38 129.07 31.80
717 42.35 23.48 140.57 25.14 34.28
718 42.21 38.45 152.00 28.52 32.63
719 42.52 44.47 186.43 37.96 39.78
720 42.46 62.28 195.88 60.39 33.79
721 42.55 12.45 123.27 22.89 31.89
722 42.53 51.91 210.99 44.41 39.37
723 42.59 78.09 146.42 118.93 30.84
724 42.62 15.24 130.97 27.03 33.03
725 42.65 30.62 156.21 30.27 36.37
726 42.60 75.66 153.00 115.17 31.03
727 42.79 88.07 98.74 144.32 26.37
728 42.72 70.31 184.76 91.15 31.00
729 42.94 26.15 156.24 28.33 33.79
730 42.90 54.49 207.67 51.51 38.09
731 42.97 33.48 151.93 34.33 34.71
732 43.00 39.94 165.28 37.59 36.52
733 43.03 46.92 196.49 47.28 41.49
734 43.06 67.51 179.84 84.25 33.89
735 43.03 36.75 154.63 34.58 35.70
736 43.07 49.52 201.74 48.86 41.37
737 43.06 64.79 201.36 77.39 32.73
738 43.05 57.05 205.24 66.89 39.61
739 43.17 93.23 56.88 99.59 17.06
740 43.29 59.64 207.91 74.01 35.84
741 43.30 17.89 145.74 30.20 32.32
742 43.28 21.08 166.38 30.44 32.90
743 43.49 8.29 124.82 28.49 25.78
744 43.40 90.61 82.43 137.69 22.27
745 43.46 5.16 77.63 17.19 16.95
746 43.51 85.86 92.87 142.98 27.20
747 43.62 42.39 193.74 47.49 37.52
748 43.58 24.00 175.49 34.04 33.94
749 43.68 28.41 173.31 37.69 34.33
750 43.58 83.18 101.77 144.38 29.08
751 43.83 10.78 137.93 33.31 30.96
752 43.63 51.58 222.01 54.80 40.96
753 43.82 13.35 148.37 35.88 30.22
754 43.79 62.27 182.90 84.99 33.42
755 43.68 74.48 132.87 141.23 31.47
756 43.64 79.93 104.87 146.71 31.17
757 43.84 45.05 209.42 54.67 40.13
758 43.78 71.93 152.16 121.69 30.43
759 44.03 15.88 152.33 35.53 31.83
760 43.96 31.27 176.45 39.55 32.95
761 43.97 35.50 173.86 45.64 33.08
762 43.90 77.13 120.59 143.92 30.52
763 44.08 55.90 211.29 73.56 40.52
764 44.13 68.90 148.34 112.77 30.48
765 44.18 38.56 170.39 52.72 34.30
766 44.26 53.69 214.64 70.14 36.52
767 44.15 47.42 210.29 67.12 39.00
768 44.17 65.78 166.08 104.38 33.61
769 44.43 49.44 213.91 65.75 37.72
770 44.42 87.58 87.42 148.77 25.97
771 44.48 25.88 170.74 42.96 32.95
772 44.62 57.83 193.02 93.42 34.88
773 44.68 18.12 160.57 42.99 32.89
774 44.61 20.41 156.11 39.75 30.45
775 44.66 60.24 171.26 102.03 34.11
776 44.63 22.99 166.99 41.43 31.87
777 44.61 81.92 117.34 184.18 36.84
778 44.86 93.06 68.32 126.62 18.74
779 44.68 33.53 184.98 57.05 32.91
780 44.69 40.84 179.33 63.31 36.91
781 44.65 90.40 80.46 144.37 23.08
782 44.78 6.51 94.22 33.42 20.37
783 44.77 51.57 218.62 76.12 39.35
784 44.87 43.55 195.02 69.60 35.88
785 44.85 74.46 103.67 149.24 30.05
786 44.95 84.69 99.13 154.97 26.93
787 44.97 9.24 115.39 38.61 25.75
788 44.92 63.06 156.16 112.11 32.32
789 45.04 79.75 109.78 157.93 30.05
790 45.03 28.62 169.23 50.56 33.28
791 45.22 11.94 124.86 50.07 26.63
792 45.00 71.20 112.44 146.70 31.35
793 45.14 46.39 212.01 83.77 38.02
794 45.13 14.34 133.42 47.72 29.54
795 45.24 36.45 162.88 68.84 33.70
796 45.24 77.26 103.88 164.76 28.49
797 45.34 55.05 194.78 97.01 36.76
798 45.42 31.17 173.00 62.52 33.93
799 45.35 66.08 125.59 127.83 32.23
800 45.51 68.72 106.83 142.52 32.56
801 45.62 39.03 164.68 84.00 34.96
802 45.72 16.67 149.85 57.37 30.27
803 45.71 88.52 101.73 160.45 26.70
804 45.66 49.21 190.20 94.86 40.78
805 45.67 52.15 211.41 105.22 38.48
806 45.70 25.16 153.40 62.55 32.15
807 45.71 21.58 164.02 60.46 29.26
808 45.83 58.00 150.00 120.85 35.76
809 45.97 4.79 54.53 37.11 15.90
810 45.89 33.77 154.88 75.45 33.70
811 45.91 41.64 164.40 90.92 34.04
812 45.86 60.55 143.11 124.84 34.16
813 45.89 82.41 110.25 160.78 27.71
814 46.04 19.61 138.62 57.26 28.43
815 45.94 73.03 101.45 170.24 29.95
816 46.07 86.12 101.47 159.52 27.03
817 46.04 44.47 184.82 100.19 37.01
818 46.08 91.10 99.81 154.15 21.54
819 46.12 7.46 89.80 51.89 23.04
820 45.94 22.92 144.10 55.61 31.05
821 46.04 63.17 128.65 145.43 33.65
822 46.21 27.76 147.79 69.23 30.65
823 46.28 10.01 101.61 62.30 26.70
824 46.28 75.30 99.45 171.70 29.90
825 46.28 46.88 178.09 109.51 35.45
826 46.40 70.53 90.53 165.28 30.55
827 46.53 93.69 86.63 129.63 17.66
828 46.46 53.59 179.33 120.57 35.96
829 46.51 55.99 157.26 128.62 36.30
830 46.43 79.81 116.93 162.04 27.36
831 46.52 15.02 117.95 69.21 30.50
832 46.59 12.54 104.82 75.84 28.64
833 46.53 36.23 145.17 96.88 32.40
834 46.71 30.56 135.90 80.89 30.97
835 46.65 51.04 169.75 127.81 38.37
836 46.67 65.24 108.01 159.74 31.74
837 46.73 77.37 109.38 169.83 29.53
838 46.70 67.82 101.92 163.96 29.70
839 46.98 84.17 128.25 166.24 27.40
840 46.88 17.73 118.74 72.73 28.14
841 46.82 38.77 138.30 104.42 32.28
842 46.93 43.22 160.90 125.53 36.64
843 46.93 48.68 156.81 136.85 36.97
844 46.99 60.56 113.49 158.71 33.61
845 46.99 22.31 126.81 79.66 30.23
846 46.97 25.38 115.15 79.43 29.98
847 47.19 58.19 118.22 145.73 32.15
848 47.08 88.34 122.61 165.84 24.82
849 47.29 5.83 53.13 59.80 20.29
850 47.18 33.24 128.06 95.79 29.41
851 47.32 40.99 150.03 117.42 34.33
852 47.22 72.54 98.47 176.46 27.22
853 47.31 62.96 95.92 156.98 32.89
854 47.50 81.63 140.71 173.51 27.98
855 47.51 8.30 67.34 69.35 21.00
856 47.47 19.61 105.08 84.66 29.19
857 47.40 45.61 142.07 132.36 34.84
858 47.39 90.93 108.87 152.12 20.80
859 47.52 27.98 108.68 91.29 29.83
860 47.42 54.43 130.38 149.84 35.41
861 47.52 10.84 80.10 84.52 27.32
862 47.70 75.11 117.80 182.38 27.55
863 47.63 14.36 88.20 90.37 27.53
864 47.68 52.04 141.03 152.63 35.38
865 47.92 86.24 141.90 163.89 25.13
866 47.66 36.12 118.73 110.82 32.41
867 47.77 69.62 107.74 174.56 28.69
868 47.73 78.97 142.63 170.18 27.28
869 47.83 66.42 99.28 170.50 29.33
870 47.93 94.79 111.40 119.68 15.46
871 47.93 49.96 118.51 155.23 36.43
872 47.97 23.90 94.15 104.30 29.81
873 47.97 47.62 120.96 156.18 36.90
874 48.04 56.31 120.25 167.07 33.81
875 48.07 16.95 78.61 94.86 28.89
876 48.07 31.00 98.84 104.88 27.93
877 48.11 38.80 112.98 122.74 32.52
878 48.05 43.16 124.90 136.03 35.83
879 48.25 60.98 101.36 171.05 29.69
880 48.36 76.83 143.86 176.30 27.68
881 48.39 83.35 167.49 179.98 27.64
882 48.43 92.30 128.87 157.16 20.96
883 48.43 21.46 86.15 105.26 28.17
884 48.52 58.69 101.69 178.24 31.84
885 48.47 63.57 104.11 172.34 28.81
886 48.40 4.76 35.12 52.56 14.97
887 48.47 33.88 99.80 122.29 29.98
888 48.42 53.69 111.96 172.46 34.06
889 48.50 89.04 139.81 167.43 23.50
890 48.52 12.48 71.17 100.62 27.72
891 48.47 72.83 120.52 172.92 28.96
892 48.61 26.38 83.28 109.54 29.19
893 48.66 45.09 106.15 161.63 34.44
894 48.83 6.97 58.62 76.86 18.85
895 48.67 9.83 68.90 95.73 23.75
896 48.77 41.03 109.21 144.58 32.60
897 48.80 19.07 79.83 110.83 28.80
898 48.86 29.08 92.99 116.24 29.98
899 48.95 15.13 70.01 111.16 27.90
900 48.96 36.56 99.83 139.75 31.44
901 49.03 68.47 135.05 184.51 29.89
902 49.04 81.03 196.90 182.11 28.17
903 48.98 51.56 108.04 179.03 36.81
904 48.99 49.24 107.21 174.31 34.33
905 49.01 65.86 125.36 181.85 30.22
906 49.07 78.62 187.18 188.49 26.95
907 49.17 85.02 189.57 185.47 26.39
908 49.11 47.06 109.22 173.30 35.58
909 49.17 55.50 112.72 185.83 32.71
910 49.20 70.97 145.65 184.82 26.57
911 49.22 23.93 86.59 121.90 27.00
912 49.33 74.99 155.97 186.11 27.47
913 49.47 43.17 108.56 166.58 32.72
914 49.68 86.81 180.10 168.09 25.26
915 49.43 94.04 120.95 132.05 16.56
916 49.53 38.83 110.25 158.27 30.67
917 49.54 33.12 107.20 139.48 29.88
918 49.49 57.59 122.23 200.40 33.47
919 49.45 61.03 125.44 183.08 31.57
920 49.58 91.06 143.39 165.94 21.35
921 49.69 17.11 79.37 114.12 25.87
922 49.70 96.46 65.54 75.40 9.26
923 49.70 4.06 40.63 48.12 11.86
924 49.66 53.55 123.35 197.85 35.71
925 49.81 30.85 94.74 131.97 29.82
926 49.81 11.21 82.44 107.57 26.77
927 49.75 13.40 83.07 118.76 27.62
928 49.74 63.68 143.98 184.34 29.29
929 49.84 8.83 71.43 96.38 22.96
930 49.90 22.21 96.22 125.87 27.18
931 49.97 25.91 97.60 125.88 26.49
932 50.05 82.88 205.39 175.61 27.39
933 50.04 88.78 179.45 168.88 23.49
934 49.97 19.81 92.15 119.89 26.12
935 50.08 72.42 174.08 185.53 28.40
936 50.02 45.30 115.60 179.06 33.15
937 50.24 98.10 35.82 42.66 4.24
938 50.01 49.76 121.46 183.25 32.16
939 50.09 35.47 110.88 148.39 29.85
940 50.17 41.19 129.25 169.80 33.24
941 50.13 6.57 68.20 77.71 19.50
942 50.11 28.38 110.59 133.12 27.92
943 50.27 77.49 190.69 185.96 24.50
944 50.17 66.29 165.86 187.52 27.41
945 50.36 47.74 132.00 185.40 32.49
946 50.23 51.88 152.69 213.00 38.86
947 50.30 58.95 162.55 191.92 31.22
948 50.23 69.09 158.47 182.00 26.64
949 50.33 55.77 154.01 216.77 36.67
950 50.42 80.29 193.72 180.92 26.13
951 50.62 75.01 187.64 186.89 25.95
952 50.70 92.76 128.32 149.50 17.86
953 50.77 14.79 116.71 129.09 26.30
954 50.54 61.50 175.77 198.47 30.12
955 50.79 37.25 133.68 157.12 26.65
956 50.79 84.88 184.80 162.10 24.82
957 50.81 32.96 138.18 143.49 28.01
958 50.90 43.10 153.45 176.10 31.55
959 51.19 4.78 77.70 71.06 15.38
960 50.91 17.01 123.58 130.40 27.77
961 50.99 24.27 141.09 124.70 26.90
962 50.94 39.60 157.64 165.61 31.45
963 50.99 9.90 97.96 109.63 22.83
964 51.00 64.04 188.67 193.17 28.24
965 51.01 94.99 70.33 98.77 14.05
966 51.11 90.09 170.06 174.40 21.38
967 51.17 53.07 183.96 198.65 31.28
968 51.19 12.34 112.21 115.01 24.95
969 51.05 21.74 140.15 129.63 27.23
970 51.19 19.35 144.07 135.14 27.59
971 51.15 30.39 137.61 139.70 26.78
972 51.11 45.60 146.94 187.91 32.20
973 51.24 27.40 150.31 134.39 25.86
974 51.11 50.40 168.88 196.29 32.90
975 51.23 57.58 202.49 206.31 32.32
976 51.22 69.88 196.21 185.10 26.97
977 51.34 87.35 168.44 175.68 24.06
978 51.51 7.63 103.33 94.80 19.63
979 51.33 66.71 193.61 192.69 26.73
980 51.27 72.82 185.22 191.87 25.66
981 51.30 55.10 191.00 213.64 32.46
982 51.45 97.42 34.47 58.91 6.15
983 51.50 60.10 191.51 198.37 28.39
984 51.58 82.55 189.73 181.40 24.47
985 51.63 34.78 163.90 148.15 27.82
986 51.49 47.81 181.00 183.49 30.71
987 51.62 77.18 170.42 186.43 26.41
988 51.78 80.08 172.50 182.19 24.57
989 51.93 40.61 199.13 170.98 30.17
990 51.92 62.62 204.30 196.17 27.71
991 52.01 37.63 174.86 154.22 29.43
992 51.98 91.90 108.59 156.22 18.20
993 52.13 25.54 164.19 136.65 26.65
994 52.01 43.44 188.02 181.09 29.29
995 52.07 17.82 156.38 133.06 26.23
996 52.20 85.05 170.06 179.44 24.23
997 52.10 14.26 138.82 122.48 23.57
998 52.08 49.67 211.97 197.06 30.64
999 52.33 22.95 159.59 137.10 25.49
1000 52.22 51.80 215.14 206.78 32.69
1001 52.20 74.41 169.43 194.96 26.63
1002 52.17 45.80 197.66 195.91 31.91
1003 52.27 94.27 72.98 119.58 14.70
1004 52.28 9.89 114.23 106.73 19.99
1005 52.29 29.69 168.34 145.50 25.61
1006 52.38 32.35 155.00 134.97 25.81
1007 52.26 55.83 214.00 201.10 31.38
1008 52.28 71.46 171.47 194.75 27.67
1009 52.41 20.56 154.05 137.11 27.22
1010 52.36 68.29 194.61 193.22 27.11
1011 52.34 98.44 21.05 41.29 4.68
1012 52.40 58.21 201.10 209.52 30.25
1013 52.57 65.38 193.76 186.99 27.04
1014 52.38 89.39 127.21 158.55 21.51
1015 52.44 5.93 88.90 83.43 17.87
1016 52.57 53.65 216.15 203.91 33.63
1017 52.70 96.65 36.86 83.44 10.22
1018 52.86 16.15 136.24 133.68 24.31
1019 52.79 60.47 208.49 202.73 28.64
1020 52.87 12.14 136.23 151.00 30.47
1021 52.88 27.48 164.36 147.77 25.99
1022 52.66 87.18 133.49 175.98 23.06
1023 52.99 78.78 138.06 191.44 25.37
1024 52.86 35.42 177.75 158.81 26.13
1025 52.92 76.40 139.99 194.23 26.83
1026 53.04 83.11 146.52 187.65 25.79
1027 52.91 41.81 198.88 173.81 26.69
1028 52.92 48.92 210.95 193.25 31.70
1029 52.99 46.79 198.27 198.81 29.57
1030 53.12 38.66 176.78 166.64 28.85
1031 53.06 63.03 173.14 206.01 28.42
1032 53.39 80.97 121.91 186.85 24.12
1033 53.40 44.31 198.47 185.19 28.14
1034 53.27 18.68 134.57 144.65 25.67
1035 53.32 72.70 165.84 206.35 25.27
1036 53.27 92.05 73.33 149.21 17.94
1037 53.42 7.89 77.60 99.32 19.33
1038 53.36 4.88 45.45 73.93 14.61
1039 53.39 14.27 111.08 139.31 22.80
1040 53.39 52.10 192.22 203.07 31.99
1041 53.44 69.99 173.29 196.21 26.33
1042 53.37 55.35 192.51 208.24 33.68
1043 53.52 67.15 166.84 203.38 25.03
1044 53.31 87.04 107.52 176.54 21.82
1045 53.55 24.93 117.04 141.01 24.41
1046 53.59 30.78 150.40 147.50 25.56
1047 53.47 58.07 178.38 205.83 29.04
1048 53.67 95.01 43.72 123.15 13.80
1049 53.63 10.25 81.85 110.26 20.21
1050 53.64 98.00 16.09 42.97 4.47
1051 53.59 21.87 114.83 142.69 24.91
1052 53.64 89.18 75.84 161.50 21.28
1053 53.68 33.58 149.68 153.53 26.48
1054 53.91 85.09 101.04 177.97 23.89
1055 53.84 49.74 195.19 199.65 30.41
1056 53.91 74.95 129.69 201.63 26.33
1057 54.00 28.04 125.36 155.76 27.31
1058 53.91 41.75 182.42 180.18 28.86
1059 53.91 60.97 156.45 206.91 29.59
1060 54.08 36.59 130.33 165.98 26.89
1061 54.09 63.88 127.82 200.26 28.12
1062 53.95 46.71 174.82 202.23 30.80
1063 54.23 12.35 70.47 119.96 22.63
1064 54.20 39.26 154.41 179.08 28.04
1065 54.24 16.91 81.96 127.42 23.96
1066 54.40 77.79 96.11 187.04 24.67
1067 54.37 5.98 43.43 78.89 14.43
1068 54.34 19.54 100.11 143.16 24.67
1069 54.46 54.27 150.36 210.37 29.51
1070 54.36 56.61 132.55 215.51 27.68
1071 54.56 82.48 85.24 189.17 23.05
1072 54.53 3.54 22.07 55.54 10.26
1073 54.49 14.69 71.85 131.40 23.28
1074 54.56 52.12 151.43 216.63 31.25
1075 54.58 91.94 52.67 155.64 19.37
1076 54.53 23.45 89.77 140.31 23.71
1077 54.63 58.97 130.12 202.60 28.62
1078 54.55 69.14 120.86 201.49 25.12
1079 54.60 72.30 128.78 196.61 25.58
1080 54.64 66.03 107.16 198.49 24.87
1081 54.65 8.40 54.88 110.09 20.54
1082 54.69 43.40 133.76 190.91 28.66
1083 54.82 86.86 75.65 178.75 23.50
1084 54.72 32.87 93.39 158.25 26.04
1085 54.87 26.34 82.01 140.21 25.42
1086 54.85 29.86 95.06 154.70 25.47
1087 54.85 45.57 120.98 195.63 28.38
1088 54.86 47.81 137.31 210.52 32.18
1089 54.85 89.50 57.46 168.06 21.30
1090 54.93 79.87 76.71 179.04 24.71
1091 54.99 94.38 35.52 125.74 14.95
1092 55.10 10.75 63.92 116.99 21.94
1093 54.86 50.01 143.59 219.24 32.83
1094 54.96 61.81 114.79 200.52 25.33
1095 54.99 75.22 93.64 192.02 25.40
1096 55.10 35.72 89.57 165.75 27.00
1097 55.06 40.63 108.64 179.24 26.45
1098 55.21 21.09 71.55 149.54 24.22
1099 54.99 84.79 64.15 160.90 22.45
1100 55.50 38.13 79.61 169.12 24.60
1101 55.46 18.38 60.19 123.15 24.46
1102 55.59 13.15 56.45 130.40 22.63
1103 55.41 56.74 106.61 214.40 27.35
1104 55.54 64.23 86.39 200.89 26.92
1105 55.55 15.84 56.29 128.34 22.98
1106 55.58 67.80 81.64 199.43 25.21
1107 55.69 4.71 29.19 70.54 12.33
1108 55.71 6.89 42.82 104.15 17.45
1109 55.69 70.66 80.92 187.83 25.67
1110 55.52 84.17 60.65 160.67 23.07
1111 55.67 23.69 57.56 132.60 23.72
1112 55.70 52.46 101.19 210.78 29.93
1113 55.75 54.63 104.73 212.41 29.09
1114 55.67 59.72 100.07 216.92 27.27
1115 55.85 76.75 71.64 189.57 24.01
1116 55.85 73.46 75.23 183.97 22.37
1117 55.87 81.83 65.69 181.28 23.72
1118 55.89 31.21 63.51 154.27 23.84
1119 55.78 42.45 85.20 196.67 27.42
1120 55.86 33.82 69.83 160.14 26.61
1121 55.90 44.94 88.26 199.01 28.59
1122 55.83 50.16 93.82 216.45 28.94
1123 55.86 47.69 94.76 212.01 28.49
1124 55.98 87.98 59.04 165.04 19.93
1125 56.01 9.30 50.88 119.11 20.38
1126 55.96 26.06 62.68 143.17 24.49
1127 56.04 90.25 50.19 162.35 20.32
1128 56.13 92.70 43.87 144.41 17.21
1129 56.12 28.45 70.11 152.25 23.38
1130 56.28 79.07 62.49 180.67 24.48
1131 56.30 61.75 74.53 206.61 26.15
1132 56.29 40.25 76.14 180.69 26.65
1133 56.39 85.91 62.28 171.28 22.44
1134 56.34 95.23 30.51 100.65 11.52
1135 56.29 20.54 62.12 132.89 23.19
1136 56.45 36.15 69.37 162.36 25.70
1137 56.33 58.01 85.07 209.88 27.53
1138 56.50 66.41 64.84 197.12 23.77
1139 56.66 11.44 59.33 116.60 19.88
1140 56.58 16.76 61.76 127.35 23.90
1141 56.64 13.89 64.06 121.29 23.00
1142 56.82 22.78 62.05 131.48 21.99
1143 56.82 55.65 76.67 209.18 27.03
1144 56.75 64.01 70.12 210.64 25.46
1145 56.85 69.36 64.89 193.26 25.39
1146 56.64 83.73 59.44 170.75 21.42
1147 56.75 46.23 77.24 200.50 27.89
1148 56.83 43.10 79.46 186.54 26.67
1149 56.84 48.85 81.42 215.84 29.07
1150 56.82 51.13 79.31 208.23 28.74
1151 56.84 53.38 79.84 209.81 26.56
1152 56.81 72.15 66.00 189.60 22.80
1153 56.93 75.05 70.14 170.59 22.54
1154 57.06 18.86 70.99 125.24 22.95
1155 57.04 38.17 76.56 169.37 23.38
1156 56.96 6.16 59.38 84.46 15.30
1157 57.01 33.53 74.29 157.03 23.08
1158 57.13 25.11 66.92 137.12 23.00
1159 57.11 81.05 74.35 179.10 23.45
1160 57.12 30.64 62.92 145.78 23.99
1161 57.23 60.06 80.45 207.26 25.85
1162 57.16 8.92 63.83 108.21 18.51
1163 57.27 90.90 54.41 154.74 18.71
1164 57.18 14.73 55.68 117.92 19.38
1165 57.40 77.42 72.76 177.36 23.93
1166 57.36 88.10 62.20 155.90 21.75
1167 57.44 27.67 72.55 139.84 21.86
1168 57.46 40.46 86.31 175.40 24.16
1169 57.37 57.64 74.66 211.39 25.55
1170 57.32 83.75 63.73 179.05 24.30
1171 57.71 93.34 51.14 129.66 14.97
1172 57.67 21.02 86.79 135.87 22.63
1173 57.64 44.73 94.96 195.97 28.11
1174 57.67 62.38 81.81 199.43 25.64
1175 57.65 67.60 65.02 196.71 24.14
1176 57.81 95.68 36.49 81.84 9.55
1177 57.66 47.40 103.33 207.09 28.67
1178 57.76 35.80 97.31 159.08 24.23
1179 57.75 12.68 78.55 120.71 20.80
1180 57.82 16.95 92.21 122.69 21.21
1181 57.81 65.22 90.59 222.14 31.34
1182 57.91 85.38 78.78 162.96 23.36
1183 57.88 52.13 115.36 200.67 28.48
1184 57.88 50.00 109.60 207.11 27.08
1185 57.99 54.36 114.55 199.11 25.73
1186 57.89 72.62 77.89 182.76 22.54
1187 58.06 7.51 82.34 96.91 17.79
1188 58.05 42.26 93.55 181.32 24.73
1189 58.19 10.47 89.20 99.90 19.48
1190 58.10 33.00 118.93 140.99 24.14
1191 58.15 80.03 91.86 183.77 21.72
1192 58.30 23.07 103.24 131.26 24.11
1193 58.31 69.82 83.04 178.60 23.29
1194 58.26 82.72 97.83 171.00 23.02
1195 58.35 14.91 97.97 120.66 21.59
1196 58.31 56.35 107.60 201.80 28.71
1197 58.22 29.99 95.02 134.67 23.95
1198 58.23 38.38 117.30 161.09 24.53
1199 58.35 25.60 104.71 131.39 23.33
1200 58.41 74.98 116.16 174.68 22.40
1201 58.33 59.08 111.34 195.19 24.40
1202 58.51 19.16 109.15 126.17 23.14
1203 58.60 46.04 146.04 196.96 26.61
1204 58.61 87.60 88.83 157.55 20.75
1205 58.62 90.48 86.37 143.80 17.57
1206 58.60 48.52 144.47 198.27 27.53
1207 58.63 77.60 113.32 171.90 21.84
1208 58.67 64.00 119.91 188.20 24.36
1209 58.79 27.89 104.73 130.88 23.72
1210 58.86 61.21 135.57 195.68 25.40
1211 58.88 43.84 146.58 179.97 24.63
1212 58.88 67.09 128.43 214.94 27.88
1213 59.07 12.78 113.39 99.35 19.81
1214 59.00 50.61 165.50 196.94 26.09
1215 58.93 53.17 155.70 194.78 29.42
1216 59.08 8.36 105.28 85.69 18.13
1217 59.01 36.28 142.64 136.19 22.42
1218 59.21 5.74 82.15 67.29 15.13
1219 59.12 41.35 136.83 167.31 25.10
1220 59.18 17.22 111.92 105.19 21.65
1221 59.16 71.98 118.12 177.94 23.88
1222 59.20 93.20 82.19 115.73 14.05
1223 59.19 33.62 140.93 131.29 22.52
1224 59.33 20.78 108.18 106.19 20.69
1225 59.27 31.05 129.03 120.31 21.57
1226 59.25 39.00 147.98 148.05 22.72
1227 59.27 85.17 125.43 155.13 21.75
1228 59.40 23.78 124.18 116.36 21.66
1229 59.28 57.60 152.96 190.20 24.39
1230 59.40 80.24 136.19 181.00 23.52
1231 59.64 10.96 104.41 84.10 19.81
1232 59.56 82.63 136.51 167.00 22.03
1233 59.62 55.03 170.18 178.58 25.39
1234 59.65 26.18 113.42 109.51 20.05
1235 59.51 47.54 184.00 170.36 26.98
1236 59.46 9.35 106.21 79.75 16.50
