#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
iz10 14A 4 even-skipped Kruppel bicoid

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - bcd>
1237 59.59 63.11 158.49 187.30 25.27
1238 59.64 69.52 136.07 179.30 22.89
1239 59.59 74.38 146.33 167.52 21.87
1240 59.76 15.26 115.93 102.55 21.27
1241 59.77 77.00 156.29 174.90 22.03
1242 59.82 88.52 125.57 143.47 19.20
1243 59.85 45.50 154.62 164.97 26.48
1244 59.96 65.64 163.48 168.21 22.66
1245 60.04 95.36 67.72 67.23 9.05
1246 59.86 51.93 196.63 177.12 27.12
1247 59.91 60.27 175.08 175.26 24.66
1248 59.90 28.72 121.24 114.54 21.60
1249 59.96 43.16 141.52 165.60 23.82
1250 60.05 90.84 108.20 113.44 16.83
1251 60.13 49.20 178.71 165.96 24.61
1252 60.17 35.29 156.33 113.23 23.74
1253 60.46 7.54 74.81 68.14 15.47
1254 60.33 40.46 151.22 147.63 23.59
1255 60.44 17.80 97.65 101.69 20.15
1256 60.32 22.21 104.52 109.03 21.24
1257 60.43 32.64 115.81 109.45 20.47
1258 60.48 37.97 146.02 123.36 23.36
1259 60.36 57.88 175.71 167.82 24.55
1260 60.48 12.97 91.96 82.23 18.83
1261 60.49 67.88 166.96 165.08 22.97
1262 60.64 86.50 139.72 142.55 19.96
1263 60.55 20.08 108.58 102.55 21.27
1264 60.60 72.22 144.88 164.64 22.32
1265 60.49 84.03 166.30 162.20 22.43
1266 60.49 9.83 83.39 60.68 17.59
1267 60.58 79.04 160.23 169.08 21.89
1268 60.61 24.71 90.34 101.16 20.00
1269 60.71 53.42 162.75 176.31 25.63
1270 60.64 63.32 175.03 160.21 24.81
1271 60.65 74.94 162.01 165.31 21.32
1272 60.78 81.18 151.05 160.37 23.46
1273 60.84 30.09 99.71 99.20 22.18
1274 60.84 55.70 169.66 163.71 23.29
1275 60.83 47.37 137.27 148.77 25.06
1276 60.84 50.69 173.03 169.19 25.22
1277 61.02 15.25 93.17 83.56 18.78
1278 60.85 10.97 77.62 58.44 15.47
1279 61.00 27.22 81.03 97.85 20.83
1280 60.99 45.04 144.39 142.08 25.08
1281 61.01 42.53 132.95 137.51 23.62
1282 61.20 70.15 139.65 151.31 20.85
1283 61.06 60.40 159.78 162.07 22.88
1284 61.26 88.80 132.84 130.00 18.21
1285 61.42 91.27 121.40 106.65 15.05
1286 61.29 35.91 103.61 111.60 21.07
1287 61.37 77.02 148.22 152.56 22.07
1288 61.50 22.25 73.98 85.64 19.91
1289 61.48 6.18 43.75 42.75 13.77
1290 61.57 40.55 111.51 116.32 23.67
1291 61.50 57.81 149.63 156.32 23.14
1292 61.59 67.39 151.96 144.60 22.32
1293 61.69 82.80 168.70 149.58 22.42
1294 61.66 12.15 65.40 60.99 17.78
1295 61.63 48.87 114.29 144.06 25.29
1296 61.64 52.13 142.51 151.13 25.17
1297 61.68 19.25 78.33 84.75 20.64
1298 61.68 31.50 79.78 87.29 20.48
1299 61.64 62.92 153.01 145.49 22.64
1300 61.77 85.16 170.52 163.48 22.89
1301 61.73 9.33 58.93 52.64 15.94
1302 61.70 25.05 70.92 83.64 19.40
1303 61.84 33.93 84.05 92.96 22.23
1304 61.90 74.39 144.10 154.38 21.63
1305 61.92 38.16 102.28 101.63 22.83
1306 61.85 54.33 139.00 150.09 25.59
1307 62.00 16.85 77.56 71.15 20.79
1308 61.92 28.73 72.80 79.16 19.51
1309 62.12 65.49 135.17 132.03 21.91
1310 61.96 46.38 99.90 113.31 23.99
1311 62.00 43.64 99.44 102.88 23.01
1312 62.11 79.02 143.36 154.93 21.95
1313 62.16 14.54 68.35 56.93 18.88
1314 62.20 72.15 129.13 144.52 21.45
1315 62.44 81.04 141.67 146.99 21.90
1316 62.32 60.86 112.24 135.57 23.05
1317 62.32 50.53 111.67 123.95 23.58
1318 62.53 56.08 114.59 126.78 22.60
1319 62.54 87.48 127.25 115.26 17.16
1320 62.61 90.10 110.51 96.01 15.68
1321 62.59 6.82 43.47 34.87 13.28
1322 62.51 58.45 116.50 141.32 23.29
1323 62.58 69.73 110.12 131.87 21.42
1324 62.45 92.73 74.69 74.57 13.22
1325 62.61 26.52 69.89 63.82 19.88
1326 62.72 35.75 86.59 78.14 20.33
1327 62.71 76.81 120.18 128.14 20.11
1328 62.70 23.86 69.13 60.14 18.90
1329 62.72 21.44 67.23 63.90 19.22
1330 62.68 40.89 91.80 93.38 21.94
1331 62.82 11.45 63.17 43.99 17.38
1332 62.71 32.29 83.65 75.22 20.90
1333 62.74 63.40 109.06 122.94 21.78
1334 62.79 48.25 91.93 103.14 24.94
1335 62.79 52.87 102.10 112.69 24.06
1336 62.94 18.58 69.44 60.37 19.33
1337 62.89 29.68 77.22 61.11 19.47
1338 62.88 9.22 54.04 38.55 16.04
1339 63.00 45.91 90.17 86.93 22.21
1340 63.10 13.57 66.59 42.26 19.30
1341 63.06 38.27 83.70 82.19 21.28
1342 63.02 43.33 87.49 89.18 22.68
1343 63.15 67.33 103.30 116.41 19.89
1344 63.16 85.21 110.13 127.08 19.22
1345 63.11 82.81 128.07 126.21 21.02
1346 63.22 74.49 102.99 119.70 19.65
1347 63.37 16.36 67.84 45.32 19.25
1348 63.29 50.57 88.43 95.20 25.23
1349 63.46 79.53 122.06 121.43 20.79
1350 63.46 55.03 97.31 106.48 21.60
1351 63.45 61.50 92.25 103.71 19.81
1352 63.53 72.04 87.27 111.48 20.83
1353 63.53 33.90 82.34 61.30 19.85
1354 63.46 58.64 99.50 105.22 21.05
1355 63.58 5.31 31.16 22.55 10.58
1356 63.63 27.83 75.90 48.53 18.43
1357 63.63 64.83 89.61 103.13 21.49
1358 63.66 92.04 62.69 72.52 11.43
1359 63.72 20.16 70.38 47.91 20.64
1360 63.73 25.28 75.13 44.00 19.08
1361 63.83 89.13 88.31 86.18 15.77
1362 63.83 7.63 53.69 28.60 12.78
1363 63.87 40.76 85.59 61.41 21.30
1364 63.88 22.60 70.13 43.40 18.63
1365 63.80 31.40 78.48 47.81 18.94
1366 63.83 47.98 90.09 76.47 24.09
1367 63.94 69.64 86.78 101.36 19.99
1368 63.95 10.22 58.99 28.39 16.32
1369 63.98 52.77 86.69 88.47 21.19
1370 63.99 77.10 104.62 107.91 19.03
1371 64.02 45.47 95.19 63.94 22.56
1372 64.12 86.51 89.47 95.94 18.50
1373 64.08 14.54 68.30 34.15 17.76
1374 64.04 43.20 90.84 63.82 21.32
1375 64.23 35.76 82.47 53.06 20.43
1376 64.18 81.63 117.68 117.65 21.81
1377 64.18 38.27 88.28 57.73 21.79
1378 64.24 57.10 89.81 88.81 22.66
1379 64.38 12.60 71.72 25.17 16.02
1380 64.20 50.47 90.80 76.48 23.43
1381 64.37 67.19 100.81 97.88 21.19
1382 64.55 18.62 69.49 33.00 17.91
1383 64.41 83.92 100.00 98.27 19.68
1384 64.44 62.94 97.71 85.27 20.42
1385 64.41 60.00 92.10 90.01 20.22
1386 64.58 74.70 99.86 108.66 20.51
1387 64.60 16.51 75.44 28.79 17.51
1388 64.59 29.77 81.24 37.81 18.71
1389 64.61 54.40 87.04 83.19 22.00
1390 64.72 27.12 87.80 37.60 18.73
1391 64.80 20.83 78.88 32.50 19.38
1392 64.75 24.37 94.24 33.04 19.11
1393 64.73 33.20 94.18 41.12 19.38
1394 64.77 72.30 88.89 96.26 20.21
1395 64.84 79.26 109.34 92.97 19.62
1396 64.95 91.37 57.36 60.62 12.46
1397 64.91 48.97 112.46 61.74 21.91
1398 65.00 46.80 105.75 53.31 22.68
1399 65.00 65.29 90.11 84.15 20.63
1400 65.02 7.90 64.01 17.58 13.36
1401 65.11 10.87 83.09 20.92 16.03
1402 65.01 42.08 95.47 42.62 21.58
1403 65.06 44.62 102.94 47.53 21.92
1404 65.06 88.24 79.50 82.61 15.84
1405 65.19 39.60 95.11 38.26 20.03
1406 65.16 69.80 85.15 80.26 19.09
1407 65.24 51.16 98.84 57.23 21.52
1408 65.31 76.91 93.37 91.24 20.25
1409 65.26 5.71 47.63 14.67 8.86
1410 65.26 36.80 90.92 43.70 19.54
1411 65.39 14.99 86.40 22.87 16.58
1412 65.27 56.37 87.71 68.01 21.77
1413 65.37 58.88 90.07 70.84 20.39
1414 65.47 22.53 93.91 25.09 18.51
1415 65.42 61.75 90.20 71.20 20.24
1416 65.41 81.99 107.77 92.10 20.18
1417 65.26 85.45 97.00 83.92 18.71
1418 65.64 31.45 100.66 31.60 19.66
1419 65.61 52.99 95.42 59.27 20.59
1420 65.70 26.12 109.01 27.28 17.81
1421 65.78 28.81 104.08 28.47 18.85
1422 65.76 67.50 83.24 75.12 19.26
1423 65.88 13.07 90.23 17.82 16.64
1424 65.79 17.64 88.67 22.93 17.96
1425 65.78 34.48 105.58 32.64 21.04
1426 65.85 74.38 88.81 81.56 19.70
1427 65.80 84.71 98.13 93.53 18.60
1428 65.96 19.91 91.60 22.14 18.12
1429 65.94 64.19 82.14 66.68 20.39
1430 65.93 48.55 135.21 41.61 20.45
1431 66.10 71.96 87.85 71.48 19.84
1432 66.16 89.86 67.42 64.32 14.15
1433 66.12 9.77 71.29 14.79 14.81
1434 66.07 43.27 122.37 32.36 20.71
1435 66.11 55.05 101.48 50.48 20.27
1436 66.10 45.83 130.14 36.55 21.05
1437 66.14 78.71 103.51 80.82 19.95
1438 66.33 7.21 60.19 12.40 12.04
1439 66.23 37.92 116.59 28.43 19.22
1440 66.29 40.84 127.37 30.63 19.00
1441 66.30 87.10 86.95 74.46 16.30
1442 66.39 92.25 47.01 40.73 10.61
1443 66.37 24.12 115.55 22.94 18.94
1444 66.36 60.66 83.46 55.05 20.17
1445 66.41 50.59 119.87 41.11 22.48
1446 66.39 57.78 92.44 55.59 18.31
1447 66.56 80.82 102.39 73.56 19.94
1448 66.52 69.67 86.32 67.12 20.83
1449 66.67 83.36 97.10 73.84 18.54
1450 66.73 16.31 99.06 16.67 16.39
1451 66.74 21.74 102.29 18.58 16.39
1452 66.72 76.13 103.50 73.55 20.12
1453 66.73 32.51 109.11 22.69 18.62
1454 66.70 52.95 108.91 42.24 20.82
1455 66.92 35.59 109.47 24.80 18.28
1456 66.74 66.04 85.09 61.99 18.55
1457 66.88 11.48 75.37 13.51 14.96
1458 66.92 26.62 107.89 20.40 17.10
1459 66.94 29.33 99.67 19.53 16.98
1460 66.95 63.17 79.97 53.44 18.24
1461 66.86 47.64 147.07 33.71 20.79
1462 67.15 13.75 88.68 14.26 16.42
1463 67.19 19.37 88.12 16.04 17.23
1464 67.12 73.17 91.48 59.03 19.74
1465 67.15 42.40 131.68 25.52 18.84
1466 67.18 44.87 138.74 28.49 20.09
1467 67.21 38.93 117.14 23.93 20.78
1468 67.26 55.52 119.97 38.79 21.06
1469 67.39 85.77 82.56 58.69 16.62
1470 67.47 9.29 69.37 11.87 12.99
1471 67.36 60.67 92.07 47.61 19.14
1472 67.43 88.59 68.85 52.55 14.18
1473 67.51 78.52 107.65 61.48 19.48
1474 67.58 57.93 106.61 42.50 19.45
1475 67.52 68.13 90.94 51.48 20.38
1476 67.62 51.34 132.85 33.06 21.15
1477 67.51 23.95 97.75 17.20 15.77
1478 67.71 6.65 49.05 8.55 10.25
1479 67.75 49.40 147.58 29.75 20.54
1480 67.77 91.17 49.05 34.45 11.36
1481 67.76 30.94 96.67 19.05 17.65
1482 67.73 81.30 103.27 60.29 19.04
1483 67.80 33.47 94.23 21.00 18.32
1484 67.83 53.54 120.25 33.35 21.25
1485 67.80 70.83 89.89 54.37 19.18
1486 67.79 65.20 90.27 49.74 19.22
1487 67.82 47.02 132.06 26.55 20.42
1488 67.93 75.79 110.16 55.36 19.30
1489 67.99 17.40 84.13 15.22 16.26
1490 68.03 21.67 77.64 15.26 19.09
1491 68.14 83.60 89.02 51.39 17.58
1492 68.12 35.65 100.77 20.03 18.09
1493 68.05 40.87 104.76 21.72 18.64
1494 68.05 15.03 73.85 13.25 16.37
1495 68.04 26.75 95.37 17.09 18.09
1496 68.12 11.97 64.97 11.74 15.03
1497 68.16 43.73 112.90 23.26 18.29
1498 68.26 38.10 100.98 19.14 18.90
1499 68.33 62.71 98.66 41.70 18.75
1500 68.22 73.32 98.15 50.43 19.32
1501 68.39 59.86 119.30 36.98 19.52
1502 68.46 19.60 73.27 14.80 17.37
1503 68.42 28.94 92.69 15.50 17.35
1504 68.49 55.83 127.87 33.06 20.26
1505 68.60 88.20 68.14 40.43 13.90
1506 68.56 24.57 91.95 15.10 16.59
1507 68.67 46.17 117.68 23.28 18.79
1508 68.60 68.46 96.28 42.07 18.01
1509 68.72 9.68 63.62 9.07 13.12
1510 68.74 79.95 108.30 51.59 19.23
1511 69.00 85.43 79.96 40.70 15.41
1512 68.80 31.96 98.44 16.97 18.40
1513 68.86 48.81 123.98 23.54 20.90
1514 68.87 53.10 128.55 26.49 20.38
1515 68.87 77.36 105.61 50.02 19.06
1516 68.91 7.14 43.29 6.41 9.89
1517 68.85 65.64 109.68 39.03 18.85
1518 68.98 13.60 62.09 11.34 14.89
1519 69.04 16.10 65.61 12.93 14.45
1520 69.04 71.50 99.85 40.01 18.04
1521 69.05 42.00 95.37 18.45 19.29
1522 69.22 50.95 120.67 24.38 19.73
1523 69.11 22.58 77.51 13.40 16.54
1524 69.20 57.86 126.78 27.18 18.84
1525 69.22 36.57 93.10 18.44 17.33
1526 69.26 39.63 88.75 17.21 18.56
1527 69.35 74.61 106.64 42.10 19.59
1528 69.25 82.47 91.00 40.99 17.86
1529 69.27 90.20 52.84 26.91 10.36
1530 69.42 33.90 88.06 16.16 17.08
1531 69.35 44.37 96.85 19.74 18.74
1532 69.40 18.30 71.48 12.91 16.41
1533 69.51 26.92 91.99 14.59 17.49
1534 69.44 60.89 117.26 30.02 18.74
1535 69.57 11.57 61.20 8.85 14.87
1536 69.54 29.38 98.67 15.46 16.62
1537 69.61 63.42 111.18 33.00 17.57
1538 69.74 20.78 80.37 11.87 16.23
1539 69.62 55.45 118.27 23.48 19.23
1540 69.69 24.71 86.05 12.89 17.39
1541 69.69 47.10 107.98 20.42 17.29
1542 69.60 68.36 103.67 36.50 18.24
1543 69.92 87.52 73.29 29.38 13.66
1544 69.93 9.09 48.45 7.50 11.60
1545 69.87 79.89 106.67 40.48 18.73
1546 69.97 14.68 68.43 10.07 15.92
1547 70.00 66.20 114.88 33.10 17.19
1548 70.03 31.34 97.29 15.38 16.06
1549 70.06 49.29 105.91 21.68 18.57
1550 70.02 52.99 116.86 22.29 19.46
1551 70.05 76.90 109.34 36.27 19.25
1552 70.16 38.03 85.74 16.54 18.35
1553 70.14 42.66 91.80 18.45 19.31
1554 70.38 83.83 98.81 33.34 15.28
1555 70.20 59.31 115.02 25.64 18.20
1556 70.18 72.04 113.82 35.05 19.28
1557 70.32 90.20 54.75 22.00 10.17
1558 70.48 16.75 82.18 12.04 15.14
1559 70.46 35.46 98.94 14.65 15.71
1560 70.50 22.70 88.21 11.99 16.96
1561 70.45 40.43 85.61 18.04 17.47
1562 70.50 45.40 104.56 19.49 18.12
1563 70.53 19.25 75.31 11.26 16.23
1564 70.60 57.21 113.30 25.03 18.42
1565 70.68 12.59 67.14 8.76 14.12
1566 70.72 50.94 104.64 20.01 18.93
1567 70.64 61.77 104.75 25.43 17.14
1568 70.73 74.27 117.53 33.16 18.66
1569 70.79 27.92 97.48 13.20 16.81
1570 70.75 69.68 110.62 30.71 17.74
1571 70.85 81.55 105.17 31.67 17.14
1572 70.83 33.13 111.51 14.60 16.96
1573 70.90 85.94 94.77 26.92 14.73
1574 70.78 25.28 87.36 11.87 17.88
1575 70.81 55.08 109.74 19.86 18.77
1576 70.94 64.37 124.42 29.94 21.81
1577 70.97 7.68 50.14 5.74 10.81
1578 70.95 47.79 100.08 18.40 18.76
1579 71.03 78.81 119.14 30.43 17.44
1580 71.15 67.12 116.46 28.27 17.70
1581 71.17 30.42 114.81 13.06 17.18
1582 71.28 10.28 68.18 7.52 11.53
1583 71.04 89.40 62.67 17.40 11.90
1584 71.19 37.60 107.70 15.05 16.95
1585 71.19 43.21 99.01 17.21 17.79
1586 71.28 53.25 114.60 19.42 17.87
1587 71.34 14.91 78.43 9.55 15.13
1588 71.54 21.00 95.60 10.78 16.53
1589 71.34 59.34 96.75 22.50 18.99
1590 71.51 76.33 131.70 27.44 18.03
1591 71.50 71.75 124.49 28.25 16.59
1592 71.46 18.46 96.69 10.74 16.63
1593 71.51 40.22 108.14 14.83 17.57
1594 71.72 87.80 75.79 21.17 11.43
1595 71.71 23.49 104.70 11.80 15.42
1596 71.66 45.66 110.46 18.67 17.62
1597 71.77 48.73 95.44 18.27 17.00
1598 71.79 56.69 109.10 18.97 18.79
1599 71.76 61.82 98.04 22.56 18.24
1600 71.99 35.63 127.07 13.70 17.14
1601 71.93 51.58 108.05 18.89 19.80
1602 71.96 12.59 82.03 8.49 13.14
1603 72.01 25.93 102.58 11.76 15.25
1604 72.17 82.95 94.59 24.57 14.50
1605 72.03 73.94 123.97 27.37 19.11
1606 71.90 32.86 125.80 13.16 16.57
1607 72.04 69.07 114.10 25.11 18.27
1608 72.09 80.45 100.99 22.67 17.20
1609 72.09 85.28 90.88 22.93 14.70
1610 72.18 28.19 110.38 12.22 16.88
1611 72.11 42.22 127.36 15.60 17.93
1612 72.33 16.86 110.66 8.90 15.81
1613 72.21 64.20 102.06 22.63 17.31
1614 72.31 38.22 138.48 15.24 17.29
1615 72.39 66.64 114.32 23.39 18.08
1616 72.37 30.52 120.51 12.38 16.31
1617 72.34 54.22 112.20 17.60 18.64
1618 72.49 77.93 116.72 24.15 17.63
1619 72.41 59.17 100.75 18.82 17.34
1620 72.64 10.79 79.32 6.44 11.32
1621 72.63 14.78 95.33 8.45 15.91
1622 72.64 47.13 128.28 16.92 17.81
1623 72.65 19.56 111.16 9.98 15.48
1624 72.62 44.41 143.81 15.60 16.46
1625 72.56 50.06 117.88 18.27 17.06
1626 72.86 21.99 114.65 10.68 17.55
1627 72.69 71.05 108.99 23.44 18.83
1628 72.98 40.29 135.58 14.85 16.89
1629 72.81 33.80 140.33 13.06 16.62
1630 72.94 56.82 115.31 17.61 17.67
1631 72.89 61.82 90.05 19.49 17.27
1632 73.07 24.37 115.33 9.91 15.45
1633 73.13 75.71 95.74 20.16 18.64
1634 73.11 87.52 58.59 14.48 10.87
1635 73.29 73.21 107.42 21.88 18.77
1636 73.37 51.67 137.34 17.20 18.23
1637 73.33 68.18 96.28 20.77 16.94
1638 73.33 84.40 80.67 17.81 13.43
1639 73.37 8.83 63.22 5.65 10.73
1640 73.54 13.32 89.05 7.84 15.17
1641 73.38 26.77 115.51 10.73 16.20
1642 73.41 81.22 87.82 19.91 16.01
1643 73.37 37.68 135.57 13.28 17.26
1644 73.40 42.56 144.13 14.96 16.86
1645 73.52 32.01 122.81 12.40 15.67
1646 73.42 54.77 129.62 17.74 17.57
1647 73.42 29.31 113.74 12.39 16.12
1648 73.38 64.90 91.55 19.40 16.83
1649 73.51 78.85 92.96 19.70 16.83
1650 73.56 18.04 94.99 9.13 15.74
1651 73.63 35.25 134.49 12.53 16.66
1652 73.52 49.18 145.63 16.42 17.54
1653 73.51 59.39 110.00 17.06 17.56
1654 73.64 45.14 137.71 16.72 18.13
1655 73.96 15.85 83.54 8.75 15.86
1656 73.84 70.69 103.28 19.70 16.55
1657 73.98 20.28 90.45 9.80 15.45
1658 73.94 11.46 68.22 7.29 11.75
1659 73.98 62.70 93.40 17.52 17.69
1660 74.08 22.75 92.82 10.42 16.00
1661 74.13 47.25 143.99 15.57 17.59
1662 74.17 53.22 150.66 16.92 17.52
1663 74.18 57.45 129.01 16.95 17.63
1664 74.34 39.11 120.88 14.00 17.37
1665 74.36 76.75 89.83 17.40 16.52
1666 74.41 25.16 88.26 10.48 15.19
1667 74.33 41.77 130.58 15.27 16.70
1668 74.36 73.81 87.22 17.05 17.96
1669 74.54 85.29 68.10 13.63 11.81
1670 74.34 66.21 94.76 19.57 16.74
1671 74.42 82.55 79.46 15.58 14.00
1672 74.47 87.69 45.55 9.85 8.99
1673 74.48 28.09 94.58 11.93 16.46
1674 74.54 60.58 110.53 17.01 17.19
1675 74.63 68.75 91.72 18.76 17.22
1676 74.56 30.82 102.74 11.57 15.71
1677 74.67 33.45 108.34 12.16 17.46
1678 74.61 36.41 107.45 12.36 16.88
1679 74.69 79.75 82.43 16.57 15.86
1680 74.70 51.15 161.85 17.10 17.81
1681 74.80 55.44 147.96 17.25 16.75
1682 74.79 45.21 121.43 15.51 17.48
1683 74.73 18.04 67.43 8.78 14.61
1684 74.89 49.05 141.80 16.21 17.61
1685 75.01 11.09 49.14 5.95 10.99
1686 74.96 14.20 58.07 7.64 13.44
1687 75.01 71.06 100.67 19.92 19.43
1688 75.09 62.97 109.96 16.94 16.27
1689 75.13 20.24 70.69 10.84 13.47
1690 75.25 43.13 118.36 15.18 17.74
1691 75.28 59.14 138.06 15.20 17.62
1692 75.33 22.50 65.78 9.99 16.17
1693 75.30 65.01 106.56 15.54 17.54
1694 75.49 75.44 91.98 15.74 15.86
1695 75.40 40.35 111.45 13.68 16.32
1696 75.44 53.22 157.82 16.60 16.95
1697 75.47 26.86 66.95 9.97 16.39
1698 75.67 16.61 56.49 7.56 15.35
1699 75.58 29.40 72.10 10.24 15.98
1700 75.59 37.53 94.11 12.40 14.88
1701 75.55 57.22 140.77 16.13 16.98
1702 75.60 73.10 92.70 17.94 16.86
1703 75.66 47.09 119.25 14.82 18.41
1704 75.67 67.09 102.85 16.52 16.01
1705 75.72 77.85 82.61 14.77 15.68
1706 75.65 83.00 64.81 13.21 13.12
1707 75.69 24.70 57.85 9.88 16.26
1708 75.70 34.76 85.95 11.61 15.55
1709 75.78 85.98 45.40 10.04 10.41
1710 75.83 31.89 76.33 10.44 16.66
1711 76.03 80.41 76.48 14.49 15.55
1712 76.01 61.20 130.37 16.59 16.05
1713 75.98 9.79 32.77 5.44 9.67
1714 76.03 12.46 34.44 6.62 11.36
1715 76.06 19.05 57.04 10.01 16.41
1716 76.10 51.40 140.27 15.63 17.64
1717 76.08 69.22 100.03 17.38 18.07
1718 76.11 49.20 112.75 15.61 17.27
1719 76.18 45.03 98.42 14.40 17.10
1720 76.21 55.34 125.79 15.24 16.55
1721 76.34 14.59 43.01 8.00 12.83
1722 76.34 42.13 86.51 14.10 18.38
1723 76.46 71.21 109.65 17.12 17.32
1724 76.43 64.29 140.66 15.64 16.81
1725 76.45 39.16 82.01 12.86 15.47
1726 76.64 21.07 48.65 9.24 14.38
1727 76.66 26.32 52.62 10.44 15.04
1728 76.66 23.40 53.79 9.71 14.87
1729 76.65 57.81 124.22 13.99 15.89
1730 76.70 36.37 62.46 11.58 15.32
1731 76.67 28.82 49.96 10.25 15.01
1732 76.73 73.78 97.52 16.35 17.72
1733 76.86 76.26 82.30 15.04 16.23
1734 76.80 33.62 64.13 11.38 16.30
1735 76.86 83.77 59.87 10.15 11.92
1736 76.86 53.41 106.96 15.75 17.07
1737 76.98 17.43 39.40 8.38 13.47
1738 76.96 66.66 138.22 14.72 15.92
1739 77.02 10.66 24.99 5.51 10.79
1740 76.96 47.62 85.78 15.00 17.24
1741 77.00 31.04 56.27 11.72 15.61
1742 77.07 60.06 136.88 14.02 16.24
1743 77.15 78.64 75.43 13.21 14.56
1744 77.30 81.25 68.55 12.01 13.23
1745 77.17 62.48 148.18 14.94 16.34
1746 77.18 44.08 82.04 13.72 16.01
1747 77.27 50.66 85.37 14.16 17.89
1748 77.54 13.44 35.16 6.18 12.10
1749 77.27 40.55 63.17 12.01 16.13
1750 77.32 69.03 125.93 15.52 16.36
1751 77.43 19.54 42.79 8.62 13.94
1752 77.63 15.54 43.62 7.22 14.04
1753 77.51 55.93 97.12 14.53 15.85
1754 77.60 38.14 58.58 12.66 15.74
1755 77.64 24.88 47.99 10.33 14.29
1756 77.61 71.73 126.27 16.23 17.03
1757 77.74 22.18 50.20 8.80 14.27
1758 77.75 27.73 48.22 10.67 14.86
1759 77.75 35.58 52.36 11.15 15.07
1760 77.83 46.08 63.65 13.19 16.10
1761 77.90 64.67 138.48 14.33 16.44
1762 77.92 58.50 104.27 13.39 17.52
1763 77.93 42.31 58.11 12.61 16.61
1764 77.95 53.45 74.70 14.77 15.73
1765 77.90 74.39 101.03 14.85 16.57
1766 77.91 32.68 53.13 11.21 15.07
1767 77.93 29.96 50.75 11.08 15.69
1768 78.09 11.44 32.67 5.81 10.32
1769 78.07 48.72 56.72 15.27 16.90
1770 78.27 67.21 136.11 14.62 17.04
1771 78.28 76.98 97.52 13.79 13.20
1772 78.22 61.45 127.29 14.81 17.00
1773 78.46 82.92 60.94 9.48 11.12
1774 78.29 17.90 52.48 8.51 14.45
1775 78.44 51.30 60.80 15.27 16.72
1776 78.53 20.52 57.33 9.16 15.12
1777 78.48 39.60 58.84 12.51 14.80
1778 78.50 79.47 83.85 11.98 14.02
1779 78.57 69.68 142.03 14.50 15.58
1780 78.62 26.05 57.36 9.68 15.12
1781 78.66 44.22 56.48 13.88 15.68
1782 78.70 34.48 62.07 11.75 15.47
1783 78.67 56.34 73.74 13.71 16.10
1784 78.79 72.03 127.92 14.42 15.49
1785 78.94 12.98 50.08 6.23 11.30
1786 78.75 15.80 59.48 7.02 14.19
1787 78.83 23.84 65.87 9.90 15.47
1788 78.89 37.27 61.71 12.05 14.39
1789 78.94 46.34 49.84 13.99 15.99
1790 78.92 41.58 55.17 12.36 16.03
1791 78.94 28.58 63.00 10.47 14.64
1792 79.07 31.88 70.10 10.68 14.48
1793 79.05 59.19 87.25 15.18 15.96
1794 79.13 64.61 128.73 13.57 16.19
1795 79.07 53.93 55.93 14.26 15.62
1796 79.14 74.78 109.90 12.69 16.25
1797 79.13 49.40 47.94 12.76 16.28
1798 79.24 61.97 108.47 14.53 15.22
1799 79.52 81.05 83.79 9.00 11.60
1800 79.25 14.79 59.77 5.87 12.27
1801 79.39 17.40 70.52 8.12 13.23
1802 79.45 19.52 66.04 7.81 14.18
1803 79.43 67.39 123.91 14.12 16.09
1804 79.32 39.44 69.25 10.81 13.44
1805 79.69 77.81 99.40 10.99 12.99
1806 79.65 43.05 64.42 12.21 15.92
1807 79.68 47.59 57.09 13.26 16.02
1808 79.74 51.98 46.84 13.18 15.09
1809 79.74 35.10 87.54 11.67 13.89
1810 79.74 57.22 60.67 14.23 16.35
1811 79.86 83.32 57.65 7.12 8.80
1812 79.83 27.12 84.28 10.20 15.75
1813 79.85 29.92 83.35 10.03 15.39
1814 79.84 40.01 70.23 12.49 14.99
1815 79.91 70.07 114.62 13.68 16.36
1816 79.94 72.67 116.15 13.61 15.11
1817 79.95 24.34 94.77 9.54 15.84
1818 80.13 54.81 49.52 14.13 15.70
1819 80.19 37.37 89.48 12.07 14.76
1820 80.33 15.92 84.88 7.17 12.67
1821 80.22 45.17 67.42 13.50 15.69
1822 80.18 60.57 82.57 13.88 15.48
1823 80.29 32.86 103.51 10.74 14.41
1824 80.32 63.04 96.74 14.08 15.45
1825 80.36 13.51 76.01 5.69 10.57
1826 80.08 31.48 95.18 9.86 13.77
1827 80.42 11.10 52.82 5.08 8.20
1828 80.38 65.28 105.92 13.81 15.63
1829 80.43 50.03 56.00 14.19 15.62
1830 80.55 18.74 96.93 8.08 14.58
1831 80.67 79.56 88.05 9.14 11.76
1832 80.53 67.77 108.01 12.98 15.35
1833 80.65 21.26 100.37 9.46 15.35
1834 80.72 75.26 115.26 10.20 14.26
1835 80.80 42.52 95.97 11.90 15.79
1836 80.74 47.56 78.78 13.40 17.72
1837 80.81 59.04 67.40 12.79 16.09
1838 80.87 39.81 106.12 12.38 14.67
1839 80.87 28.72 109.68 10.26 15.49
