#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ra9 14A 4 even-skipped Kruppel giant
628 39.95 64.55 113.23 31.26 45.41
629 39.89 61.78 96.58 27.14 51.23
630 39.90 80.93 105.29 54.29 23.21
631 40.01 41.15 74.32 19.86 101.33
632 40.03 77.24 99.49 46.98 26.62
633 40.17 45.83 65.54 19.62 85.84
634 40.26 13.56 46.02 10.39 60.78
635 40.32 21.30 59.24 13.54 72.79
636 40.17 18.19 51.90 11.87 68.85
637 40.34 35.92 59.16 17.07 86.94
638 40.31 52.37 93.87 25.40 65.13
639 40.38 56.20 88.17 24.22 49.90
640 40.35 72.03 111.22 40.69 28.56
641 40.46 90.58 42.52 54.25 7.31
642 40.51 43.47 81.29 20.39 71.61
643 40.38 84.68 95.04 70.28 15.59
644 40.51 31.34 60.81 16.04 86.55
645 40.42 69.04 112.22 41.22 32.94
646 40.46 24.55 60.01 14.63 83.40
647 40.58 10.54 45.20 10.56 53.47
648 40.52 49.51 83.56 23.04 58.76
649 40.60 58.96 106.46 29.67 41.57
650 40.49 87.35 77.95 68.77 12.68
651 40.87 66.41 123.51 39.10 30.88
652 40.90 39.89 63.62 19.46 78.29
653 41.10 16.07 59.60 13.08 47.68
654 41.01 82.12 88.24 75.09 17.63
655 41.08 54.40 106.44 28.23 42.25
656 41.03 79.10 96.21 71.49 19.99
657 40.97 61.37 124.52 34.77 34.12
658 41.17 47.23 91.85 24.90 54.66
659 41.20 28.88 64.55 17.67 72.48
660 41.11 33.72 63.87 18.91 69.74
661 41.31 63.86 131.69 40.24 27.71
662 41.21 76.27 90.61 66.00 20.00
663 41.29 19.30 71.54 14.83 50.80
664 41.36 26.59 72.61 18.65 62.26
665 41.40 37.66 73.20 19.96 72.80
666 41.56 72.96 99.73 57.34 19.91
667 41.52 70.63 111.06 54.07 22.07
668 41.47 51.63 111.60 28.45 36.62
669 41.67 21.77 85.88 16.55 37.39
670 41.71 9.37 57.44 12.49 29.31
671 41.64 13.08 60.14 13.12 36.36
672 41.69 44.91 107.78 27.30 40.70
673 41.70 24.20 84.67 17.61 44.76
674 41.74 88.51 54.69 84.29 10.90
675 41.83 42.60 110.14 26.41 46.09
676 41.71 68.20 109.52 49.09 22.29
677 41.74 31.13 76.08 20.74 50.05
678 41.83 35.57 81.45 21.98 50.96
679 41.81 56.71 110.48 34.50 29.85
680 41.94 49.25 121.54 29.72 33.23
681 41.75 85.40 73.57 91.66 13.24
682 41.95 91.10 35.29 73.53 7.49
683 41.95 59.27 124.75 43.30 28.18
684 41.93 40.31 93.73 26.19 54.72
685 42.15 61.70 119.37 45.16 23.38
686 42.18 74.79 87.92 80.07 16.64
687 42.18 65.79 118.70 53.27 19.59
688 42.19 80.17 70.29 93.91 14.46
689 42.28 17.34 84.64 17.24 30.12
690 42.38 33.12 94.15 25.48 38.12
691 42.29 53.84 114.86 36.18 26.97
692 42.48 82.86 62.16 104.33 13.33
693 42.56 27.98 102.11 23.96 33.64
694 42.53 46.87 120.98 32.95 27.78
695 42.58 77.52 67.09 100.67 15.39
696 42.75 38.62 100.93 28.80 37.27
697 42.75 19.87 94.53 20.56 25.82
698 42.78 25.70 98.18 24.39 27.15
699 42.86 14.94 80.14 18.12 23.59
700 42.72 69.17 93.53 74.56 17.57
701 42.79 51.43 122.03 41.21 24.39
702 42.85 36.35 109.86 30.95 32.93
703 42.90 63.46 112.64 61.07 18.92
704 42.92 29.99 109.05 25.75 29.35
705 42.85 7.82 63.70 16.99 16.82
706 43.04 11.88 71.85 17.70 19.82
707 43.00 22.70 97.76 22.40 22.58
708 43.10 92.73 17.73 63.75 3.66
709 42.95 86.96 46.73 105.63 11.06
710 43.16 71.18 68.50 87.66 16.80
711 42.96 9.49 67.21 15.82 14.84
712 43.06 44.20 113.55 37.58 26.81
713 43.04 41.34 108.30 33.30 26.62
714 43.09 55.97 104.29 47.97 21.60
715 43.19 58.44 100.23 55.42 19.83
716 43.25 73.30 71.70 103.75 15.67
717 43.28 49.05 115.77 40.56 23.09
718 43.33 89.92 38.03 108.60 9.00
719 43.45 60.94 101.59 60.02 19.13
720 43.34 65.89 85.77 75.06 17.07
721 43.49 75.72 57.46 108.18 15.53
722 43.52 84.97 54.64 116.79 12.29
723 43.56 31.84 106.71 31.82 22.35
724 43.63 34.24 111.07 34.36 21.64
725 43.48 80.35 51.08 122.46 13.29
726 43.57 53.57 104.43 50.02 20.57
727 43.86 17.70 90.99 24.18 17.47
728 43.84 46.50 108.25 46.00 19.25
729 43.90 24.49 97.67 32.07 17.62
730 43.80 68.13 64.97 94.38 15.36
731 44.06 77.95 46.03 126.71 13.47
732 44.00 20.33 89.36 28.50 16.46
733 44.11 27.15 101.91 37.08 17.40
734 44.03 36.91 104.26 38.75 20.79
735 44.11 39.38 110.24 43.27 20.75
736 44.18 41.95 112.67 47.08 18.24
737 44.16 51.23 91.65 59.00 17.82
738 44.21 82.56 45.21 128.01 12.50
739 44.21 7.94 68.41 24.32 12.09
740 44.24 14.88 80.84 25.94 15.06
741 44.29 29.77 104.08 38.68 17.18
742 44.18 63.39 76.92 92.68 16.97
743 44.30 93.99 11.20 56.87 2.12
744 44.32 56.45 84.44 68.03 16.53
745 44.51 44.29 104.18 49.11 16.53
746 44.44 87.63 38.72 130.16 10.66
747 44.47 58.79 82.74 73.17 16.49
748 44.45 11.80 72.18 24.68 12.54
749 44.56 71.91 51.95 124.58 14.33
750 44.49 74.09 48.73 128.62 14.43
751 44.53 48.80 96.87 60.51 17.63
752 44.61 69.74 61.18 120.90 15.32
753 44.66 90.64 26.66 105.37 9.02
754 44.78 22.02 81.20 38.85 13.31
755 44.65 65.59 60.87 108.02 15.44
756 44.81 54.03 80.90 76.87 16.61
757 44.86 32.25 94.75 48.52 16.45
758 44.87 61.26 69.95 98.11 15.97
759 44.94 34.85 93.97 48.74 15.21
760 44.96 79.90 42.58 148.07 12.48
761 44.98 84.92 42.35 138.92 11.29
762 45.08 76.03 43.54 146.22 12.76
763 45.06 24.41 83.92 42.86 12.94
764 45.10 67.55 57.16 138.19 15.78
765 45.22 46.61 77.46 74.37 15.48
766 45.30 19.42 77.39 40.47 12.61
767 45.30 28.45 78.43 51.81 13.56
768 45.26 37.49 88.41 55.88 15.31
769 45.41 16.23 66.50 34.40 11.56
770 45.44 39.90 96.64 63.71 15.12
771 45.27 8.95 63.16 35.21 9.81
772 45.58 6.80 50.88 33.89 7.49
773 45.62 26.17 73.58 50.43 13.62
774 45.48 42.24 91.81 67.20 14.52
775 45.46 51.59 65.75 86.81 16.05
776 45.53 63.89 53.22 132.45 14.75
777 45.61 10.15 60.87 31.55 8.33
778 45.53 92.30 21.41 88.59 5.26
779 45.60 56.31 68.74 102.43 15.46
780 45.64 82.20 40.29 148.05 12.28
781 45.75 13.07 57.08 33.65 9.80
782 45.74 59.34 51.25 106.74 14.42
783 45.97 30.35 70.24 64.50 13.56
784 45.80 49.06 67.22 93.33 14.80
785 45.84 77.66 42.01 154.75 12.83
786 45.91 71.40 43.97 151.84 13.48
787 45.81 73.67 41.27 151.39 14.27
788 45.95 44.40 74.79 89.76 15.37
789 45.80 87.58 39.26 145.87 11.04
790 45.94 69.08 44.81 140.02 14.05
791 46.01 22.57 64.99 57.49 12.04
792 46.07 32.91 74.20 69.61 12.97
793 46.16 61.81 45.71 127.77 14.01
794 46.19 53.81 53.37 109.68 14.74
795 46.16 66.28 44.71 151.62 14.04
796 46.23 35.50 70.84 75.24 13.06
797 46.49 90.23 38.84 140.56 9.48
798 46.38 18.27 55.43 57.51 9.83
799 46.43 79.78 44.14 156.48 13.54
800 46.37 84.63 46.93 150.40 11.19
801 46.62 75.43 39.90 156.45 13.08
802 46.57 57.62 46.28 134.60 15.00
803 46.57 27.33 53.36 77.68 11.68
804 46.63 37.78 60.68 88.18 13.40
805 46.60 46.38 51.45 98.46 13.48
806 46.59 14.56 49.69 48.75 10.84
807 46.67 40.15 57.40 91.90 13.92
808 46.77 93.10 24.41 101.96 4.42
809 46.81 23.97 42.04 69.59 10.97
810 46.82 42.59 51.96 100.50 14.05
811 46.81 51.15 47.33 121.08 13.88
812 46.81 8.57 41.16 49.76 8.26
813 46.80 64.15 41.69 152.53 13.80
814 46.96 21.06 44.51 71.20 11.58
815 46.98 48.78 46.09 120.99 14.84
816 46.84 25.17 51.36 69.92 12.00
817 47.08 59.96 46.23 150.03 14.33
818 47.00 68.11 43.36 163.11 13.33
819 47.13 72.96 43.04 166.53 12.80
820 47.22 70.55 44.67 159.25 13.47
821 47.18 82.07 55.25 165.77 11.74
822 47.15 87.63 54.71 149.23 10.81
823 47.28 55.61 43.66 144.07 15.22
824 47.23 30.68 50.61 90.45 11.15
825 47.22 33.38 52.25 90.36 12.55
826 47.13 5.95 26.84 47.63 5.27
827 47.35 77.20 50.21 164.41 12.72
828 47.44 11.71 38.88 55.84 8.56
829 47.34 16.57 39.02 67.65 9.49
830 47.55 28.29 41.31 89.20 11.14
831 47.47 53.34 44.12 139.93 14.22
832 47.61 62.03 46.49 159.65 14.01
833 47.61 35.67 45.36 104.15 12.23
834 47.73 19.08 40.14 77.56 9.37
835 47.73 45.00 43.36 122.88 13.94
836 47.72 66.17 49.49 166.24 14.58
837 47.63 84.80 57.27 160.90 11.38
838 47.78 79.48 56.76 168.83 13.13
839 47.84 13.87 38.00 69.54 8.86
840 47.88 25.75 38.50 85.50 10.24
841 47.90 38.05 45.35 112.28 12.68
842 47.87 57.72 46.24 151.62 14.69
843 47.95 40.42 47.52 119.77 12.86
844 47.91 47.42 41.63 129.03 13.67
845 48.01 22.94 38.84 84.80 10.51
846 48.05 90.10 52.30 137.84 9.51
847 48.06 42.71 41.78 120.23 12.99
848 48.12 64.05 52.65 174.62 13.14
849 48.04 93.30 34.99 95.50 4.51
850 48.10 50.15 42.27 138.75 13.60
851 48.10 6.20 24.85 62.02 6.66
852 48.26 73.97 66.33 164.24 13.88
853 48.22 68.65 58.11 170.08 13.22
854 48.19 8.47 26.92 71.11 8.25
855 48.31 32.01 39.95 107.94 11.94
856 48.43 10.06 32.89 66.25 7.52
857 48.41 60.05 54.65 167.84 14.42
858 48.52 71.35 65.94 170.55 13.83
859 48.57 76.15 75.24 181.36 13.43
860 48.49 52.59 47.04 146.24 12.91
861 48.51 81.37 70.80 173.70 11.01
862 48.60 29.61 40.33 109.58 11.72
863 48.52 86.90 71.82 158.70 10.81
864 48.74 20.46 37.98 95.76 9.71
865 48.64 55.37 53.69 157.69 14.64
866 48.70 16.55 32.70 79.01 8.72
867 48.71 34.24 39.93 107.58 11.76
868 48.96 27.48 40.17 104.50 10.14
869 48.86 83.86 80.91 193.21 13.47
870 48.99 13.12 35.30 76.96 9.22
871 49.06 36.65 48.84 121.83 11.75
872 49.00 39.38 45.37 121.93 12.56
873 49.03 78.48 78.77 182.84 13.37
874 48.98 44.55 49.80 131.45 11.93
875 49.01 47.96 54.41 146.90 13.66
876 48.98 66.08 81.40 175.85 14.91
877 49.18 25.07 43.06 107.40 11.42
878 49.16 57.84 63.40 167.04 13.93
879 49.13 62.85 72.83 176.45 13.87
880 49.15 92.31 43.17 109.46 5.79
881 49.35 22.54 38.63 102.26 9.74
882 49.29 41.91 51.53 139.61 12.87
883 49.31 7.13 27.48 71.53 6.61
884 49.28 50.62 57.86 142.00 13.66
885 49.38 68.91 101.29 177.44 12.73
886 49.44 89.34 67.23 149.40 9.82
887 49.58 18.44 42.83 92.04 8.74
888 49.48 31.27 48.34 115.00 11.37
889 49.54 53.64 67.57 155.61 14.18
890 49.49 73.12 97.96 187.74 12.63
891 49.64 10.46 33.93 77.12 7.55
892 49.50 60.44 79.21 176.52 14.02
893 49.79 46.19 69.05 148.78 13.23
894 49.67 80.82 82.51 171.85 13.03
895 49.77 75.95 88.80 184.70 13.50
896 49.78 86.29 71.61 163.50 11.40
897 49.87 34.26 60.23 120.67 12.07
898 49.96 55.99 83.60 170.40 13.76
899 50.04 70.80 97.84 189.81 13.13
900 50.05 64.38 111.85 181.01 14.99
901 50.11 15.87 47.12 91.57 8.39
902 50.22 29.26 56.91 114.44 11.59
903 50.00 38.83 59.36 131.10 11.90
904 50.06 83.25 75.44 170.01 11.80
905 50.14 66.86 104.25 177.92 12.23
906 50.29 93.46 30.47 93.18 4.20
907 50.24 26.87 54.40 116.82 10.79
908 50.27 48.87 68.64 151.40 12.94
909 50.29 43.84 80.21 138.46 12.95
910 50.43 13.28 45.25 83.12 8.01
911 50.32 51.62 86.89 149.19 13.55
912 50.49 20.24 55.30 103.85 10.06
913 50.41 36.38 75.17 133.56 13.00
914 50.35 78.51 86.96 181.75 12.94
915 50.50 4.78 31.83 68.12 5.12
916 50.47 41.30 72.97 145.41 12.08
917 50.44 59.10 94.96 176.41 13.79
918 50.51 61.85 97.41 174.60 14.11
919 50.65 24.68 61.35 115.00 11.08
920 50.54 32.27 70.61 131.70 11.74
921 50.54 22.59 54.42 114.08 10.26
922 50.57 7.42 40.67 84.07 6.91
923 50.66 90.49 50.47 142.75 9.32
924 50.58 73.74 84.79 189.55 13.65
925 50.88 68.83 101.64 186.75 13.50
926 50.91 54.00 99.56 165.25 13.62
927 50.90 87.38 55.99 159.77 10.81
928 50.86 11.08 52.77 80.21 8.12
929 51.02 17.91 60.08 99.59 9.77
930 50.93 46.48 88.39 154.62 13.00
931 51.09 9.59 46.20 87.43 6.97
932 51.05 81.14 75.16 172.71 12.35
933 51.00 56.84 95.70 175.55 15.04
934 51.08 76.38 68.63 178.42 12.95
935 51.13 84.26 62.85 165.69 11.81
936 51.12 38.74 83.79 136.18 11.35
937 51.24 34.30 85.48 132.35 11.25
938 51.27 71.07 97.74 184.84 13.46
939 51.23 63.93 109.19 180.89 13.79
940 51.29 66.47 110.07 177.07 13.66
941 51.41 30.82 68.38 123.22 11.36
942 51.50 26.49 78.07 123.32 10.83
943 51.63 28.60 75.32 121.66 10.77
944 51.44 43.59 90.10 138.67 13.30
945 51.43 51.13 90.71 158.33 13.48
946 51.68 15.66 63.17 91.33 8.62
947 51.61 48.80 79.54 152.35 12.48
948 51.72 78.85 57.16 172.88 12.76
949 51.68 21.70 71.65 110.51 9.52
950 51.66 59.59 97.56 176.39 14.05
951 51.76 92.61 26.23 113.74 6.56
952 51.75 36.78 76.94 137.54 12.32
953 51.80 41.08 81.55 142.84 12.54
954 51.69 73.33 76.12 188.27 13.22
955 51.88 12.53 57.71 82.53 7.83
956 51.77 5.74 45.43 80.55 5.83
957 52.00 61.67 94.31 188.08 14.08
958 51.90 89.34 35.15 152.98 10.61
959 52.07 24.41 69.56 115.00 10.91
960 52.15 19.22 67.58 105.01 9.01
961 52.16 55.23 82.23 169.96 14.19
962 52.10 45.97 76.59 153.48 13.34
963 52.22 32.83 71.98 128.91 10.80
964 52.13 52.85 77.80 163.82 13.46
965 52.10 57.45 87.96 171.35 13.94
966 52.12 68.63 81.80 180.00 13.03
967 51.97 8.01 45.62 84.62 6.00
968 52.28 75.94 49.78 183.32 12.78
969 52.17 85.42 46.14 171.57 10.57
970 52.25 9.51 56.36 82.71 7.39
971 52.33 82.22 47.12 171.96 12.45
972 52.52 35.10 67.15 134.63 12.50
973 52.52 39.06 70.22 144.81 11.72
974 52.45 63.87 84.85 181.76 13.79
975 52.45 66.20 82.14 174.46 14.10
976 52.56 70.85 68.24 181.56 13.97
977 52.60 95.80 8.09 58.60 1.11
978 52.66 43.24 72.54 148.12 12.57
979 52.79 30.83 62.84 126.08 10.28
980 52.71 48.59 60.75 162.85 12.92
981 52.97 26.62 57.20 123.61 11.38
982 52.77 73.74 47.54 193.67 12.68
983 52.88 14.54 56.92 92.23 8.66
984 52.89 22.40 57.76 115.42 8.99
985 52.93 28.73 59.44 126.74 11.41
986 52.83 79.67 40.02 182.50 12.70
987 53.10 50.97 51.10 160.66 14.42
988 52.97 87.80 34.20 170.26 10.41
989 53.03 60.01 67.40 182.35 13.98
990 52.98 6.12 46.33 77.60 6.05
991 53.13 17.80 57.76 104.50 9.65
992 53.20 36.88 53.82 130.80 11.80
993 53.19 90.63 25.92 141.47 9.00
994 53.17 11.19 52.56 89.02 7.83
995 53.33 41.01 54.04 144.35 13.09
996 53.32 93.24 16.27 106.28 4.27
997 53.20 53.51 50.95 168.70 14.02
998 53.20 57.39 62.05 176.41 14.10
999 53.38 77.41 35.44 173.76 13.03
1000 53.31 46.64 54.72 158.69 12.57
1001 53.32 84.53 32.85 165.71 11.35
1002 53.39 62.61 61.45 178.07 14.08
1003 53.39 67.94 50.49 182.24 13.69
1004 53.62 20.60 47.55 107.15 9.14
1005 53.50 24.62 51.06 121.47 10.21
1006 53.52 33.74 46.37 129.90 11.26
1007 53.59 72.02 44.62 186.67 13.28
1008 53.71 44.68 52.64 149.21 12.87
1009 53.61 65.21 50.43 178.32 13.46
1010 53.73 81.55 31.57 165.57 11.97
1011 53.87 55.30 43.73 161.38 14.02
1012 53.80 74.58 36.26 176.62 12.83
1013 54.04 8.82 41.15 84.83 7.72
1014 53.94 38.63 44.65 138.57 11.89
1015 53.98 48.94 43.59 163.02 13.16
1016 54.10 31.53 42.97 127.27 12.40
1017 54.05 69.97 39.20 179.81 12.68
1018 54.09 15.05 37.70 91.96 8.02
1019 54.26 42.83 40.17 145.88 12.33
1020 54.12 28.88 40.24 123.62 10.64
1021 54.21 58.88 42.36 171.36 12.99
1022 54.15 87.24 29.38 163.08 11.16
1023 54.20 5.93 30.09 85.67 5.58
1024 54.28 12.28 36.15 94.44 7.65
1025 54.25 61.15 43.13 172.08 13.38
1026 54.32 17.86 38.17 105.70 8.86
1027 54.51 23.14 37.73 114.94 10.27
1028 54.37 52.87 39.59 163.82 13.44
1029 54.56 79.16 31.51 172.78 12.18
1030 54.52 26.04 37.17 122.81 10.73
1031 54.49 36.32 39.23 134.97 12.32
1032 54.49 76.31 33.65 182.27 13.47
1033 54.65 50.77 43.93 163.11 13.31
1034 54.55 84.11 33.23 167.61 12.08
1035 54.52 94.15 11.34 90.43 3.18
1036 54.54 91.28 24.24 130.26 7.42
1037 54.58 46.98 40.25 154.57 13.64
1038 54.69 63.47 37.54 163.49 13.73
1039 54.69 40.73 39.73 145.54 12.43
1040 54.74 56.76 39.12 163.27 13.76
1041 54.75 67.95 35.73 181.09 13.38
1042 54.72 33.92 36.53 129.06 11.53
1043 54.82 65.74 38.30 181.80 12.36
1044 54.81 72.62 36.75 183.40 12.51
1045 54.92 20.55 32.00 105.45 9.34
1046 54.99 81.61 39.28 179.30 11.74
1047 55.16 45.00 43.78 155.81 13.61
1048 55.20 88.89 35.99 154.31 10.46
1049 55.31 3.58 13.21 65.12 3.29
1050 55.25 28.11 41.59 128.58 10.99
1051 55.29 30.51 40.61 122.32 11.68
1052 55.26 38.20 47.10 143.11 12.55
1053 55.30 54.65 41.02 164.70 13.34
1054 55.26 70.41 38.02 188.24 12.70
1055 55.43 10.24 30.78 83.27 7.77
1056 55.51 13.03 29.15 88.11 8.29
1057 55.46 15.74 31.82 95.37 8.64
1058 55.53 74.44 42.30 180.62 13.86
1059 55.46 6.50 28.40 82.44 6.02
1060 55.45 58.46 42.64 166.54 13.20
1061 55.38 60.98 39.73 164.48 14.16
1062 55.59 86.08 43.13 161.54 11.13
1063 55.57 18.36 29.31 100.87 9.61
1064 55.48 77.03 42.27 170.79 12.51
1065 55.62 42.84 46.47 144.87 12.27
1066 55.65 49.95 49.31 161.43 13.64
1067 55.72 24.59 34.29 113.43 9.77
1068 55.85 32.64 45.23 127.39 12.56
1069 55.82 52.65 51.89 160.63 13.80
1070 55.77 93.52 21.08 99.62 4.61
1071 55.74 35.35 51.20 134.99 10.71
1072 55.78 47.25 52.64 146.62 12.91
1073 56.04 22.06 36.02 103.16 10.06
1074 55.84 40.25 47.09 129.48 11.81
1075 55.96 63.70 49.69 169.28 12.69
1076 56.03 83.37 54.43 170.54 11.63
1077 56.06 68.60 47.34 170.54 13.39
1078 56.08 80.78 49.08 163.63 11.88
1079 56.19 26.95 42.40 122.80 10.93
1080 56.04 66.09 50.88 172.82 12.26
1081 56.29 90.99 43.85 132.01 8.26
1082 56.23 56.28 57.80 169.39 13.64
1083 56.31 78.43 53.29 176.77 12.83
1084 56.36 71.16 57.32 166.62 12.23
1085 56.54 29.53 53.65 126.88 11.38
1086 56.50 37.10 64.91 128.00 11.69
1087 56.53 44.82 74.71 141.68 14.06
1088 56.62 19.72 41.56 105.67 9.33
1089 56.47 61.49 59.27 168.15 12.26
1090 56.50 59.00 65.57 159.41 13.38
1091 56.65 8.37 50.04 84.81 6.63
1092 56.60 11.80 38.08 80.24 6.90
1093 56.65 88.38 61.11 149.21 10.10
1094 56.67 5.02 27.12 77.82 5.40
1095 56.74 16.83 38.67 90.57 8.42
1096 56.67 49.11 68.39 141.82 12.64
1097 56.63 73.61 59.57 177.76 12.56
1098 56.85 95.31 16.60 53.04 1.42
1099 56.78 76.14 65.19 165.66 11.95
1100 56.83 10.38 35.08 83.79 8.15
1101 56.94 14.09 43.16 85.47 8.40
1102 56.82 42.41 65.82 131.12 13.03
1103 56.73 6.92 37.65 90.41 6.82
1104 56.93 34.51 64.85 120.32 11.01
1105 56.88 39.73 64.06 125.31 11.88
1106 56.87 51.64 74.81 162.97 13.29
1107 56.87 85.56 75.77 162.42 10.34
1108 57.05 54.31 77.51 148.41 12.76
1109 57.10 23.54 50.36 113.74 9.97
1110 57.00 31.92 65.58 121.18 10.60
1111 57.18 25.70 53.98 120.71 9.70
1112 57.17 46.87 85.76 141.45 12.99
1113 57.08 67.15 70.74 167.09 12.33
1114 57.25 64.75 81.75 164.04 13.48
1115 57.29 92.77 37.32 93.12 5.25
1116 57.28 79.81 67.85 169.26 12.60
1117 57.31 57.31 89.69 150.64 12.58
1118 57.36 82.71 81.24 160.16 11.35
1119 57.42 62.45 98.52 161.30 13.04
1120 57.49 69.60 85.38 171.23 12.05
1121 57.59 27.78 73.65 120.04 11.74
1122 57.58 71.94 79.33 168.98 13.59
1123 57.70 21.24 55.29 100.89 9.83
1124 57.58 37.97 77.98 126.62 11.15
1125 57.56 60.01 102.73 149.96 12.31
1126 57.73 74.74 87.15 168.32 12.65
1127 57.81 18.40 54.81 91.00 9.04
1128 57.80 44.30 82.26 122.35 12.19
1129 57.97 77.38 78.50 147.44 12.72
1130 57.85 89.52 75.97 133.67 10.05
1131 58.03 29.94 81.84 117.56 11.30
1132 57.84 49.15 83.95 129.93 11.90
1133 58.05 3.72 33.03 63.50 3.05
1134 57.91 9.34 53.84 80.56 7.27
1135 57.84 41.31 80.31 118.28 11.60
1136 58.12 6.21 46.43 75.38 5.64
1137 58.06 12.35 45.22 82.30 7.23
1138 57.96 51.82 90.24 138.96 13.02
1139 58.06 86.39 86.20 152.61 10.44
1140 58.14 34.34 85.88 119.19 11.46
1141 58.27 36.51 78.46 114.09 12.32
1142 58.22 15.25 57.29 99.18 10.31
1143 58.15 32.16 83.71 110.75 10.56
1144 58.17 55.88 100.23 136.00 12.89
1145 58.21 67.66 94.68 161.56 12.92
1146 58.33 95.04 19.65 47.93 1.36
1147 58.52 53.84 87.72 126.56 13.41
1148 58.38 46.80 72.45 112.98 12.61
1149 58.56 23.20 61.20 106.45 10.34
1150 58.46 25.45 66.61 106.64 9.52
1151 58.52 65.42 92.73 157.88 12.91
1152 58.34 80.25 83.76 151.04 11.29
1153 58.45 63.16 112.99 148.71 12.05
1154 58.56 58.40 106.12 132.89 12.09
1155 58.52 83.29 88.72 149.71 11.48
1156 58.52 73.27 82.16 162.71 12.71
1157 58.61 92.33 54.00 96.82 6.64
1158 58.70 39.19 68.45 102.47 11.31
1159 58.70 60.83 106.28 139.73 12.26
1160 58.78 70.13 98.38 150.59 13.44
1161 58.88 27.93 67.80 103.93 10.95
1162 58.98 20.32 55.85 85.50 8.67
1163 58.94 41.87 65.37 97.94 11.16
1164 58.89 49.91 69.82 118.94 11.70
1165 58.95 17.31 59.90 79.52 7.95
1166 59.12 75.52 79.03 149.36 12.60
1167 59.01 44.45 65.43 104.47 11.88
1168 59.01 8.73 54.28 68.50 6.40
1169 59.25 89.43 75.69 112.02 8.66
1170 59.28 11.89 47.02 72.63 6.92
1171 59.38 52.22 63.45 104.88 11.82
1172 59.26 85.73 89.37 127.35 10.29
1173 59.18 10.35 40.36 66.68 6.73
1174 59.51 29.99 63.17 96.22 10.12
1175 59.38 32.19 67.31 96.78 10.36
1176 59.40 34.72 68.14 92.20 10.90
1177 59.36 56.62 84.20 111.90 13.09
1178 59.47 77.77 75.79 148.37 11.89
1179 59.32 67.61 84.74 144.66 12.55
1180 59.45 72.58 83.35 137.91 12.52
1181 59.44 7.20 43.25 74.65 5.42
1182 59.46 80.25 73.83 141.60 11.41
1183 59.71 14.66 44.73 67.69 7.47
1184 59.59 37.01 61.18 92.42 11.59
1185 59.50 47.26 57.92 96.97 11.54
1186 59.57 63.87 78.15 136.18 11.85
1187 59.72 26.38 53.09 93.28 9.56
1188 59.81 5.48 32.09 60.38 4.74
1189 59.74 82.89 78.92 130.08 10.37
1190 59.80 22.55 49.79 88.65 8.83
1191 59.90 54.55 62.84 105.18 11.92
1192 59.83 59.06 82.03 109.79 12.03
1193 59.81 61.57 73.00 124.69 11.86
1194 59.85 40.05 52.90 88.43 10.99
1195 59.89 93.17 30.84 68.99 3.67
1196 60.02 70.64 69.59 142.22 12.15
1197 60.05 17.94 48.09 71.03 7.63
1198 60.07 43.04 43.57 84.39 10.40
1199 60.15 65.83 69.69 127.51 12.11
1200 60.33 24.58 41.98 81.24 10.52
1201 60.00 49.77 53.96 89.63 12.73
1202 60.27 45.46 48.14 86.59 10.56
1203 60.27 87.44 70.15 107.69 10.04
1204 60.31 9.14 35.95 62.08 5.65
1205 60.41 20.42 44.40 78.70 8.02
1206 60.51 28.54 42.79 76.25 9.89
1207 60.47 68.55 66.73 130.95 13.12
1208 60.44 75.97 57.93 128.48 11.92
1209 60.47 33.67 52.23 75.99 9.32
1210 60.59 73.42 55.70 132.55 11.19
1211 60.64 38.18 45.93 80.52 11.47
1212 60.58 12.09 34.86 59.02 7.03
1213 60.65 31.34 46.49 72.88 9.67
1214 60.66 90.14 43.40 90.64 8.07
1215 60.62 52.58 50.74 84.49 12.82
1216 60.64 56.58 58.81 91.75 12.85
1217 60.61 79.11 52.83 122.14 11.17
1218 60.69 84.71 70.61 121.14 10.98
1219 60.79 47.61 41.23 74.32 10.24
1220 60.89 41.22 37.82 69.90 10.16
1221 60.81 63.59 57.38 108.69 11.37
1222 60.94 81.87 51.63 117.90 10.68
1223 61.07 35.99 43.14 74.00 11.34
1224 61.07 15.99 31.80 55.98 7.19
1225 60.90 61.03 53.19 97.25 11.74
1226 61.12 7.13 28.58 51.58 5.70
1227 61.14 26.77 39.29 69.77 8.76
1228 61.08 58.72 53.69 87.52 11.68
1229 61.03 50.24 42.51 77.07 10.97
1230 61.19 22.59 35.70 63.73 9.25
1231 61.21 92.89 21.96 65.57 3.33
1232 61.17 71.02 49.56 113.52 11.78
1233 61.27 66.87 47.78 106.71 11.66
1234 61.22 44.16 36.96 64.14 11.18
1235 61.37 18.77 32.79 56.37 8.33
1236 61.40 54.68 46.57 73.25 11.45
1237 61.63 77.82 41.09 105.43 11.25
1238 61.55 29.98 39.39 56.48 8.54
1239 61.70 13.44 27.89 47.41 6.52
1240 61.59 33.51 40.46 60.32 9.97
1241 61.72 86.28 51.77 96.80 9.69
1242 61.74 10.09 24.76 42.33 6.59
1243 61.68 39.35 38.72 57.95 10.14
1244 61.69 75.23 41.39 108.41 10.70
1245 61.81 25.29 33.99 57.65 8.66
1246 61.78 88.87 41.33 92.80 8.81
1247 61.86 69.30 44.49 97.77 11.30
1248 61.82 46.62 41.17 54.99 10.84
1249 61.78 52.18 41.80 59.43 11.78
