#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pe3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
613 34.65 58.35 94.64 33.37 143.92
614 34.57 64.84 82.65 31.93 110.99
615 34.62 82.59 116.95 39.34 38.95
616 34.80 60.68 85.61 30.53 127.01
617 34.95 19.24 94.08 18.09 87.66
618 35.04 27.96 117.52 21.57 126.68
619 35.07 31.30 127.22 25.57 139.42
620 35.08 54.79 96.19 32.16 131.00
621 35.10 13.53 76.24 15.48 89.63
622 35.01 21.59 94.44 18.79 84.62
623 35.11 92.02 25.19 22.05 5.84
624 35.10 35.24 109.16 26.04 139.40
625 35.11 37.53 108.17 27.10 142.09
626 35.13 89.71 59.04 38.09 12.93
627 35.11 44.95 106.55 29.31 144.45
628 35.17 79.53 114.74 39.42 45.19
629 35.26 62.70 79.25 32.95 114.06
630 35.19 72.64 102.73 37.39 69.33
631 35.14 87.34 89.14 45.18 22.53
632 35.20 70.00 100.46 35.62 76.59
633 35.35 75.06 107.50 38.13 55.58
634 35.36 16.55 83.43 16.18 82.62
635 35.35 39.77 99.93 28.15 142.96
636 35.35 42.33 102.69 30.05 146.00
637 35.31 50.32 98.15 30.10 131.73
638 35.40 47.30 98.79 32.73 135.67
639 35.53 10.69 64.58 14.60 75.27
640 35.51 85.01 109.99 46.64 25.68
641 35.75 26.20 94.97 22.81 106.68
642 35.63 56.93 93.68 33.14 114.20
643 35.51 67.63 88.48 38.15 83.96
644 35.74 7.07 53.88 12.79 58.56
645 35.59 65.36 89.58 37.28 85.99
646 35.77 33.14 108.36 28.05 127.97
647 35.85 81.26 123.10 44.86 31.71
648 35.75 52.80 93.46 33.26 118.83
649 35.77 59.46 86.56 34.07 97.22
650 36.03 77.11 120.87 43.37 40.06
651 35.67 82.76 118.88 44.52 27.43
652 36.00 23.83 85.62 19.18 91.32
653 36.22 30.72 98.76 25.01 106.24
654 36.16 71.36 115.47 44.36 55.60
655 36.17 18.98 71.33 19.10 74.48
656 36.21 21.49 72.52 19.95 70.83
657 36.18 35.83 96.92 26.62 130.10
658 36.23 48.95 89.07 34.61 122.47
659 36.16 92.98 20.07 23.62 4.38
660 36.36 28.33 92.26 24.79 103.08
661 36.21 44.56 97.55 31.94 123.86
662 36.14 88.16 82.05 50.13 15.59
663 36.23 63.55 100.62 37.66 80.72
664 36.40 38.10 92.40 29.13 117.16
665 36.41 55.17 89.52 35.93 91.92
666 36.48 61.34 92.52 35.56 79.12
667 36.37 40.96 91.63 29.03 128.81
668 36.30 91.06 40.80 38.00 9.55
669 36.22 79.84 123.56 43.00 30.44
670 36.47 89.69 65.21 53.69 14.50
671 36.62 46.86 92.59 31.76 110.75
672 36.59 51.07 88.87 35.17 96.32
673 36.56 68.91 107.10 42.57 56.59
674 36.58 74.14 118.63 45.14 41.63
675 36.62 86.18 100.48 60.27 20.01
676 36.82 11.97 55.87 16.73 65.50
677 36.58 66.30 105.87 39.21 59.11
678 36.80 9.23 52.34 15.90 60.84
679 36.74 57.60 96.26 38.11 82.97
680 36.76 79.63 113.94 56.08 30.04
681 36.80 83.20 113.58 61.51 23.29
682 36.84 34.18 104.73 28.59 117.35
683 36.95 42.83 85.75 31.49 109.72
684 37.08 17.17 64.36 20.01 68.07
685 36.92 53.23 95.67 35.08 88.86
686 36.82 88.79 70.76 58.30 16.30
687 37.11 25.55 80.10 22.94 81.48
688 37.13 59.64 110.80 40.64 66.33
689 37.23 31.93 95.33 28.34 93.25
690 37.29 20.39 64.47 21.57 63.54
691 37.32 23.01 75.94 21.84 78.72
692 37.22 63.62 119.97 41.69 53.50
693 37.27 39.36 82.78 30.05 106.28
694 37.40 29.34 90.45 26.94 89.06
695 37.31 71.72 135.67 48.22 38.61
696 37.37 77.00 124.14 55.72 28.87
697 37.36 49.33 90.90 38.04 93.04
698 37.55 92.35 25.73 40.47 6.71
699 37.64 7.22 41.22 14.90 37.60
700 37.49 36.25 91.14 32.73 102.37
701 37.51 45.26 86.35 33.68 97.06
702 37.54 14.69 57.98 19.43 64.32
703 37.66 56.01 104.96 43.00 73.76
704 37.78 87.88 79.48 74.11 14.82
705 37.70 66.09 122.74 46.89 42.81
706 37.70 68.94 117.59 48.91 40.03
707 37.84 26.99 87.89 27.80 75.86
708 37.80 51.52 95.47 38.84 71.39
709 37.92 41.04 87.49 34.76 93.00
710 37.88 47.43 90.78 36.14 81.21
711 38.02 90.43 46.67 62.64 10.40
712 37.89 74.44 129.10 59.01 29.76
713 37.90 78.81 118.35 65.55 26.51
714 37.99 53.94 108.42 42.73 67.45
715 37.84 81.51 111.10 64.44 21.27
716 37.93 85.15 92.93 74.38 17.88
717 38.04 58.26 116.50 43.31 53.27
718 38.09 60.94 130.76 46.00 46.08
719 38.18 11.13 50.80 18.74 46.48
720 38.03 33.75 92.11 31.86 79.34
721 38.08 38.06 86.94 36.37 91.49
722 37.93 80.19 116.33 77.58 24.33
723 38.16 18.71 64.08 22.24 63.07
724 38.09 43.37 93.87 38.37 85.59
725 38.09 82.78 104.18 73.02 21.45
726 38.33 63.21 138.47 52.63 41.41
727 38.35 31.10 87.09 31.02 66.60
728 38.49 13.31 55.99 21.03 43.35
729 38.40 24.08 73.99 28.03 64.04
730 38.57 21.31 69.76 25.30 65.26
731 38.40 71.50 133.04 60.82 32.22
732 38.52 49.71 109.56 43.59 63.07
733 38.68 28.86 86.90 30.66 60.70
734 38.74 16.30 59.49 23.37 45.85
735 38.76 67.39 121.85 54.72 30.71
736 38.77 45.16 112.92 40.55 67.36
737 38.86 8.54 51.43 20.03 32.44
738 38.93 35.21 88.91 36.95 59.30
739 38.85 77.39 112.22 80.06 24.98
740 38.91 65.21 134.79 58.98 33.25
741 39.00 39.65 94.26 38.20 66.75
742 38.96 52.08 118.35 48.47 52.83
743 38.84 56.43 118.85 52.38 48.75
744 39.00 26.65 87.32 31.74 51.44
745 39.00 37.35 92.95 39.71 61.49
746 38.96 42.10 104.91 41.25 65.34
747 39.23 83.95 86.36 89.43 18.64
748 39.00 47.59 112.44 43.12 57.09
749 39.13 69.53 130.50 67.33 28.97
750 39.17 81.63 95.58 92.34 20.42
751 39.04 88.88 54.00 79.41 13.99
752 39.17 32.86 90.62 39.16 49.95
753 39.17 54.33 121.63 50.88 46.00
754 39.08 59.14 138.39 54.78 38.43
755 39.12 80.05 96.28 82.54 20.42
756 39.10 74.64 121.81 78.16 24.15
757 39.35 86.53 71.12 94.21 15.99
758 39.27 61.68 142.34 61.62 33.85
759 39.40 91.81 26.98 64.96 8.65
760 39.38 12.36 57.51 24.65 30.13
761 39.53 18.71 68.11 25.13 39.36
762 39.52 24.41 83.90 32.54 45.96
763 39.52 72.08 127.16 81.85 26.26
764 39.59 30.69 88.58 36.48 43.53
765 39.76 50.03 126.92 50.09 42.32
766 39.78 21.75 77.66 31.26 41.84
767 39.82 63.66 137.05 73.09 28.79
768 39.76 14.38 67.87 27.81 31.66
769 39.87 45.80 124.03 45.91 44.16
770 40.03 9.93 62.70 27.09 24.07
771 39.91 43.41 118.85 48.15 44.53
772 39.87 57.30 130.98 59.65 32.18
773 40.14 7.16 57.10 25.26 19.39
774 39.97 41.16 117.43 45.90 46.06
775 40.10 78.94 89.26 98.39 20.00
776 39.86 11.78 61.53 26.27 28.37
777 40.01 28.15 97.60 37.71 40.04
778 40.08 66.02 129.81 80.03 26.03
779 40.00 36.72 107.01 46.04 38.71
780 40.19 76.21 103.30 98.52 20.76
781 40.13 48.03 134.95 53.77 38.94
782 40.10 34.04 100.29 43.53 36.92
783 40.25 68.23 120.21 78.83 24.46
784 40.03 90.07 44.72 83.17 10.88
785 40.25 39.19 108.33 48.84 38.94
786 40.15 59.85 147.55 70.85 31.24
787 40.16 52.40 135.76 56.71 36.63
788 40.55 93.97 11.30 43.64 4.81
789 40.30 54.90 131.61 66.27 33.43
790 40.34 70.48 111.94 87.02 23.34
791 40.30 81.92 78.80 107.17 19.04
792 40.45 87.98 60.16 103.93 13.45
793 40.56 25.74 92.77 40.31 31.33
794 40.57 73.75 110.76 101.24 22.46
795 40.68 19.95 81.96 32.03 28.83
796 40.66 61.92 139.39 85.60 28.27
797 40.74 16.82 71.55 32.40 23.88
798 40.81 85.54 67.09 112.69 16.85
799 40.78 23.30 89.79 37.37 28.83
800 40.80 30.14 101.32 46.12 31.13
801 40.94 32.35 110.67 49.25 28.98
802 40.68 83.42 65.57 107.50 18.40
803 40.90 13.03 68.81 33.22 20.75
804 40.92 91.50 25.62 80.88 9.87
805 41.02 50.72 142.47 67.11 31.66
806 41.08 35.33 116.40 52.95 28.60
807 41.02 43.81 123.57 60.43 32.60
808 41.07 64.18 122.57 87.19 22.81
809 41.07 37.68 119.58 58.40 29.74
810 41.09 46.25 129.83 61.84 31.99
811 40.95 56.97 133.43 78.22 30.32
812 41.14 41.14 130.82 62.40 31.55
813 41.23 48.57 137.15 66.64 30.74
814 41.23 59.46 127.65 84.89 26.15
815 41.23 80.28 75.04 112.86 20.52
816 41.27 10.64 67.60 33.14 17.63
817 41.27 27.73 101.48 48.12 27.08
818 41.22 53.43 130.59 70.61 28.98
819 41.41 71.73 101.83 113.87 21.62
820 41.26 77.49 85.07 118.86 19.01
821 41.45 66.44 103.96 101.90 23.40
822 41.31 9.08 66.91 34.54 18.12
823 41.43 21.49 94.64 43.31 22.50
824 41.58 69.14 98.37 108.75 21.50
825 41.62 6.57 57.18 33.27 15.84
826 41.55 88.97 45.00 108.44 12.66
827 41.70 75.07 76.47 119.20 21.34
828 41.73 82.81 62.41 109.66 18.73
829 41.58 8.02 62.00 29.30 13.96
830 41.90 18.69 86.37 45.67 19.85
831 41.84 25.45 104.46 53.84 24.64
832 41.95 39.12 133.67 80.73 28.71
833 41.82 61.75 128.21 125.30 28.31
834 41.88 33.86 116.72 70.07 25.23
835 41.94 55.67 124.13 89.45 26.03
836 42.03 93.80 12.45 57.19 5.56
837 42.08 29.64 109.46 56.12 22.23
838 42.18 86.46 53.71 116.34 15.72
839 42.03 16.07 78.81 42.75 18.83
840 42.14 23.31 97.78 57.61 21.75
841 41.96 84.17 55.79 119.06 15.55
842 42.19 42.80 125.04 76.65 26.35
843 42.13 45.06 127.57 80.19 28.72
844 42.20 51.80 128.37 86.21 24.48
845 42.08 57.92 123.92 99.76 23.22
846 42.33 13.76 74.76 43.83 16.66
847 42.34 31.83 112.59 67.98 21.58
848 42.17 36.41 117.36 73.49 25.24
849 42.30 5.00 47.26 37.66 11.16
850 42.25 49.59 131.89 84.60 27.12
851 42.28 64.08 102.04 121.35 23.84
852 42.25 91.68 25.55 90.81 9.74
853 42.22 11.61 71.64 41.75 15.13
854 42.34 47.26 132.59 87.44 25.13
855 42.46 53.93 113.62 100.94 25.14
856 42.42 77.54 68.03 130.41 18.30
857 42.50 67.90 87.52 124.01 21.83
858 42.68 59.98 98.76 119.14 23.05
859 42.49 72.55 78.03 131.63 19.71
860 42.62 27.20 104.49 66.08 21.34
861 42.65 40.88 127.45 93.67 24.16
862 42.63 80.97 62.28 123.54 18.11
863 42.68 8.26 57.34 45.03 13.49
864 42.62 89.52 46.47 125.62 11.86
865 42.70 10.41 66.56 52.24 14.32
866 43.02 65.93 80.41 141.62 21.59
867 42.98 70.22 77.85 142.68 20.57
868 42.94 75.37 68.71 139.44 20.22
869 42.98 34.20 101.32 87.20 21.14
870 43.12 83.84 56.16 123.88 16.67
871 43.13 17.62 77.26 63.48 15.29
872 43.09 22.05 86.55 68.16 16.82
873 43.05 37.53 106.00 95.51 23.50
874 43.10 62.13 78.47 132.79 22.64
875 43.30 19.99 74.76 69.24 15.75
876 43.19 24.72 91.72 77.57 17.36
877 43.18 57.51 97.05 118.80 22.49
878 43.32 44.58 101.48 111.86 23.34
879 43.33 87.82 49.07 124.96 15.01
880 43.37 50.49 105.00 117.76 23.42
881 43.48 28.67 93.67 85.94 18.52
882 43.47 30.90 91.62 83.36 18.60
883 43.52 39.44 105.89 108.33 19.82
884 43.58 93.48 17.37 70.72 6.66
885 43.48 52.68 95.35 123.48 22.83
886 43.51 55.04 90.80 126.49 22.70
887 43.47 48.36 101.75 108.14 23.35
888 43.52 5.97 42.18 59.07 10.64
889 43.51 12.52 62.79 58.79 14.32
890 43.65 15.59 67.59 67.91 14.21
891 43.51 73.25 67.61 153.16 18.81
892 43.62 42.34 104.16 108.05 22.64
893 43.72 46.45 91.05 118.97 23.84
894 43.62 67.90 73.55 151.32 20.08
895 43.46 90.04 34.07 116.98 11.90
896 43.68 91.61 31.01 104.65 9.49
897 43.71 64.16 68.05 153.66 20.92
898 43.63 78.01 57.50 150.17 18.24
899 43.63 95.20 8.86 42.19 3.17
900 43.79 35.93 85.28 114.45 19.46
901 43.94 32.93 87.70 113.03 19.17
902 43.86 80.71 59.57 139.10 18.05
903 43.74 86.05 57.31 124.93 16.69
904 43.78 10.14 49.76 64.70 13.39
905 44.08 26.58 77.98 95.27 17.29
906 43.94 59.70 75.03 144.91 21.87
907 44.06 71.43 64.66 172.89 19.82
908 44.33 22.03 66.62 96.35 15.21
909 44.38 61.87 65.87 158.64 22.11
910 44.33 9.13 41.44 74.16 11.44
911 44.23 56.91 77.07 149.72 22.57
912 44.41 75.68 66.62 166.07 18.64
913 44.33 83.04 61.82 132.63 17.62
914 44.37 85.64 52.19 134.64 16.10
915 44.37 18.22 55.69 78.44 13.40
916 44.48 24.41 68.59 100.16 15.61
917 44.48 38.02 83.07 132.92 20.90
918 44.59 7.19 36.67 77.59 10.84
919 44.56 66.30 68.54 173.36 20.74
920 44.52 69.07 66.97 172.27 20.88
921 44.50 40.61 83.05 131.13 19.86
922 44.68 89.70 47.49 130.42 11.16
923 44.57 43.76 75.56 140.81 21.24
924 44.57 50.30 73.63 142.77 22.02
925 44.74 4.41 26.68 67.99 8.24
926 44.65 29.46 79.15 134.30 22.26
927 44.57 52.66 74.94 148.05 23.14
928 44.66 12.24 45.07 79.08 13.81
929 44.67 34.78 72.66 132.84 18.45
930 44.76 48.19 72.80 152.54 21.11
931 44.88 54.53 69.93 163.37 23.33
932 44.80 73.50 61.93 174.96 19.36
933 44.91 31.35 72.79 129.63 17.71
934 44.87 46.03 67.35 146.02 23.21
935 44.86 64.10 65.25 181.33 21.13
936 44.86 78.38 64.91 159.90 18.83
937 45.00 14.85 45.93 89.32 12.79
938 44.96 92.34 32.32 100.84 9.17
939 44.98 58.82 64.31 167.07 21.23
940 44.99 87.39 53.60 122.28 14.31
941 45.17 20.68 53.46 108.87 14.06
942 45.21 80.89 67.83 156.64 18.60
943 45.20 27.60 57.64 127.02 16.14
944 45.20 71.02 66.04 182.34 19.30
945 45.30 36.60 66.77 149.25 19.60
946 45.24 56.58 67.25 173.73 22.03
947 45.28 85.11 65.22 154.09 16.73
948 45.33 33.16 60.25 142.06 17.56
949 45.45 17.14 43.01 104.60 13.53
950 45.44 41.58 63.85 160.85 20.71
951 45.47 60.80 61.76 175.80 20.86
952 45.56 8.59 33.41 90.33 11.04
953 45.66 23.19 48.24 125.76 13.84
954 45.69 25.54 50.08 133.63 15.69
955 45.59 39.21 68.63 162.91 21.23
956 45.60 67.94 66.44 169.54 19.07
957 45.59 51.66 65.38 174.14 21.40
958 45.72 82.89 70.05 145.44 16.97
959 45.67 75.36 69.01 166.60 18.79
960 45.71 11.28 36.94 98.26 12.27
961 45.75 43.62 61.05 162.67 21.89
962 45.90 63.05 63.62 187.62 20.45
963 45.90 65.43 68.36 186.91 20.16
964 45.95 5.82 28.07 84.63 9.18
965 45.96 19.26 40.83 120.90 13.67
966 45.95 49.42 63.33 174.70 21.07
967 45.93 73.05 67.75 180.88 19.11
968 45.79 76.84 73.16 171.57 19.19
969 46.08 30.40 53.71 147.71 17.00
970 46.05 47.53 68.36 184.32 21.53
971 46.08 88.95 58.46 138.28 12.21
972 46.11 34.97 57.80 162.21 17.85
973 46.02 45.65 63.43 180.33 22.21
974 46.16 53.66 65.56 187.27 22.12
975 46.08 78.70 81.19 166.15 18.56
976 46.14 58.46 63.79 175.10 22.06
977 46.21 55.89 72.15 181.87 21.87
978 46.18 91.33 50.11 120.33 9.72
979 46.27 70.28 81.93 189.81 19.73
980 46.32 28.34 49.16 146.28 15.73
981 46.44 13.50 33.75 106.16 13.08
982 46.34 37.26 58.54 169.20 20.86
983 46.39 86.22 68.97 144.13 15.28
984 46.42 32.63 51.59 163.89 17.61
985 46.61 21.50 38.85 129.89 11.98
986 46.58 15.83 36.15 116.21 13.00
987 46.69 3.73 20.33 80.98 7.27
988 46.66 40.07 61.00 185.67 20.52
989 46.58 61.20 68.91 195.91 21.35
990 46.66 42.02 60.62 182.19 21.18
991 46.81 80.72 84.22 151.74 17.51
992 46.69 51.40 64.16 191.10 22.04
993 46.79 68.07 84.31 185.93 18.70
994 46.88 8.09 29.44 100.24 10.00
995 46.88 24.10 43.53 143.64 15.31
996 46.96 26.43 46.56 151.43 15.44
997 46.88 10.97 33.31 109.90 11.60
998 46.89 75.03 88.25 176.14 18.84
999 46.94 44.22 64.15 188.61 21.02
1000 47.03 83.20 84.84 148.70 16.87
1001 46.99 18.30 38.50 127.82 12.14
1002 47.01 72.18 91.16 182.34 19.06
1003 47.06 77.59 101.85 167.33 19.72
1004 47.11 63.46 76.82 199.80 20.65
1005 47.05 65.65 80.52 191.24 20.06
1006 47.13 48.69 65.58 190.89 21.58
1007 47.20 38.17 61.92 179.20 18.88
1008 47.30 46.53 68.81 193.82 21.62
1009 47.25 57.32 76.27 188.59 22.34
1010 47.20 34.37 53.99 177.05 18.59
1011 47.26 54.87 78.05 191.95 21.82
1012 47.29 59.61 77.60 186.28 20.76
1013 47.45 29.21 47.59 168.72 16.94
1014 47.39 31.56 51.79 166.94 15.94
1015 47.39 88.20 70.46 148.36 13.31
1016 47.41 93.18 24.43 81.16 8.01
1017 47.60 5.92 26.92 97.50 8.93
1018 47.45 90.94 53.28 123.87 11.15
1019 47.61 52.83 73.84 191.16 22.14
1020 47.61 70.12 100.04 193.06 20.34
1021 47.70 20.33 39.96 143.13 12.87
1022 47.80 36.20 59.23 178.99 19.54
1023 47.77 95.27 12.24 44.13 3.50
1024 47.67 85.43 84.06 150.50 15.67
1025 47.84 14.69 36.29 123.63 12.40
1026 47.76 50.62 74.82 205.35 22.60
1027 47.86 22.81 43.92 150.77 13.22
1028 47.76 42.41 73.39 198.92 22.18
1029 47.83 61.80 89.04 201.16 20.27
1030 47.83 67.59 99.64 200.80 19.60
1031 47.93 39.81 69.94 181.58 21.53
1032 47.98 9.60 32.19 113.95 10.59
1033 48.08 12.22 35.87 121.98 12.08
1034 47.89 73.30 104.13 184.31 19.38
1035 47.95 79.29 101.73 167.03 18.50
1036 48.01 81.87 94.25 150.56 17.35
1037 48.04 17.17 40.27 135.27 13.39
1038 48.09 27.29 48.62 161.83 14.86
1039 48.11 44.66 79.80 193.61 20.40
1040 48.12 76.13 106.33 176.63 19.55
1041 48.28 25.02 49.83 159.30 13.96
1042 48.20 65.39 102.04 192.52 21.47
1043 48.27 33.68 60.88 178.78 17.73
1044 48.23 56.03 92.08 205.00 21.35
1045 48.30 48.43 85.82 208.30 21.28
1046 48.32 58.82 100.15 204.45 21.21
1047 48.51 31.14 55.31 177.42 15.81
1048 48.67 63.47 112.59 203.66 21.08
1049 48.72 37.74 77.23 198.61 19.67
1050 48.71 88.96 64.34 152.52 12.83
1051 48.84 93.98 23.14 72.65 6.24
1052 48.75 19.00 47.41 142.05 13.09
1053 48.73 46.40 92.83 193.26 21.14
1054 48.70 69.41 108.15 197.32 20.08
1055 48.75 71.67 114.42 179.95 19.27
1056 48.70 91.16 48.36 121.47 10.88
1057 48.79 7.77 36.70 113.79 9.45
1058 48.68 83.89 92.93 164.06 17.47
1059 48.75 86.48 78.28 153.92 15.55
1060 48.85 29.10 56.55 177.24 16.07
1061 48.80 41.75 80.88 193.14 19.57
1062 48.91 4.95 30.76 104.93 8.26
1063 48.85 21.39 48.66 148.90 14.09
1064 48.74 52.77 94.85 202.72 21.59
1065 48.82 60.86 112.60 201.05 21.20
1066 48.87 50.34 88.77 205.52 21.39
1067 48.87 74.07 112.22 193.01 19.83
1068 48.91 35.63 74.38 194.06 19.66
1069 49.04 67.29 119.75 198.99 19.16
1070 49.08 77.80 118.27 172.99 18.61
1071 49.13 39.69 87.32 200.27 19.68
1072 49.16 55.03 102.09 213.09 21.38
1073 49.21 13.63 40.27 121.00 11.65
1074 49.25 80.15 114.43 170.94 17.40
1075 49.25 16.19 43.91 127.39 12.19
1076 49.19 57.35 103.99 209.00 20.94
1077 49.35 23.54 56.69 157.87 14.48
1078 49.23 26.67 57.14 174.44 14.40
1079 49.16 44.04 91.53 193.66 19.96
1080 49.29 10.53 38.95 119.44 10.68
1081 49.31 32.81 65.98 183.70 16.39
1082 49.49 65.34 126.94 199.10 19.73
1083 49.59 82.21 91.92 151.02 16.81
1084 49.53 47.85 98.17 203.57 23.03
1085 49.71 75.59 107.13 174.62 19.18
1086 49.77 59.58 120.96 208.86 20.31
1087 49.70 61.97 126.59 205.58 20.21
1088 49.90 30.54 68.10 176.82 15.68
1089 49.88 34.74 78.20 200.52 17.32
1090 49.85 51.83 106.17 209.57 21.45
1091 49.88 72.53 111.37 180.84 19.28
1092 49.90 84.58 80.60 160.37 17.02
1093 49.88 37.10 87.82 206.41 18.67
1094 49.86 69.68 113.83 190.32 19.68
1095 49.94 6.79 34.63 113.02 9.02
1096 49.89 19.08 53.78 135.75 11.71
1097 49.99 87.18 65.53 152.02 13.95
1098 50.00 41.60 95.17 198.29 18.91
1099 49.99 45.63 106.76 198.26 20.23
1100 50.03 49.67 109.04 206.45 21.94
1101 49.95 89.49 49.48 142.89 11.43
1102 49.99 91.77 35.55 116.76 9.62
1103 50.06 25.36 61.21 172.20 14.69
1104 50.07 28.22 57.96 182.36 15.29
1105 50.01 53.85 120.17 223.65 24.45
1106 50.12 21.57 52.29 150.48 13.90
1107 50.20 94.16 17.66 65.48 5.71
1108 50.17 63.81 126.58 206.08 20.51
1109 50.18 39.30 87.50 199.86 20.05
1110 50.22 57.62 119.66 209.85 20.27
1111 50.26 67.29 124.00 211.91 21.37
1112 50.36 4.05 27.35 101.49 7.66
1113 50.41 43.51 109.71 202.55 20.37
1114 50.37 32.59 84.57 209.99 20.42
1115 50.46 77.93 99.68 175.82 19.01
1116 50.51 11.73 40.43 132.32 11.40
1117 50.58 9.12 34.64 122.67 10.00
1118 50.55 14.32 43.96 129.71 12.33
1119 50.49 16.83 47.39 136.60 11.94
1120 50.58 55.60 117.00 208.50 21.87
1121 50.59 80.20 89.17 170.93 20.18
1122 50.69 74.49 97.87 181.26 18.94
1123 50.71 47.62 104.83 204.67 20.67
1124 50.88 23.87 55.29 163.53 14.21
1125 50.85 70.98 105.86 196.66 19.59
1126 50.82 35.95 78.19 198.69 18.56
1127 50.84 61.50 118.84 207.75 20.34
1128 50.88 82.59 77.30 156.72 17.52
1129 50.98 65.41 117.95 198.32 19.24
1130 51.00 26.49 54.32 173.94 15.18
1131 50.99 38.10 82.67 199.42 18.18
1132 50.94 51.05 111.97 201.51 21.19
1133 51.04 59.50 120.21 210.05 19.90
1134 51.05 29.08 56.17 175.67 16.18
1135 51.05 85.35 64.71 160.00 15.40
1136 51.11 90.33 41.54 136.08 11.20
1137 51.13 19.12 44.81 152.40 13.11
1138 51.11 40.88 89.00 196.47 18.77
1139 51.16 53.30 104.36 203.32 20.62
1140 51.18 68.74 103.61 198.13 19.25
1141 51.17 6.63 29.41 112.86 9.01
1142 51.21 34.01 69.56 203.08 16.68
1143 51.13 45.21 95.46 206.50 21.41
1144 51.23 31.29 61.96 185.35 15.85
1145 51.15 87.82 51.66 144.87 14.32
1146 51.32 21.70 50.74 160.07 13.43
1147 51.38 92.62 20.23 94.94 8.51
1148 51.48 3.47 20.01 92.07 6.39
1149 51.36 57.27 106.37 210.33 20.41
1150 51.40 63.27 121.99 209.61 20.74
1151 51.61 49.41 96.35 209.02 21.23
1152 51.49 73.00 84.73 186.97 20.15
1153 51.53 76.32 77.07 174.35 18.38
1154 51.63 42.74 90.84 196.70 20.00
1155 51.70 16.32 37.65 138.29 12.45
1156 51.74 10.60 32.11 124.95 10.33
1157 51.73 13.47 35.18 132.45 11.24
1158 51.80 55.20 98.85 212.06 20.72
1159 51.82 66.68 99.01 200.83 19.58
1160 51.95 78.66 61.67 166.02 19.63
1161 51.77 47.27 88.53 212.15 20.23
1162 51.84 81.03 64.97 158.03 18.15
1163 51.82 39.35 70.75 199.25 18.07
1164 51.87 36.27 71.47 201.09 17.41
1165 52.23 94.67 9.20 53.91 4.31
1166 52.04 24.45 44.09 157.92 14.83
1167 52.17 8.15 27.52 121.76 9.19
1168 52.06 32.88 59.38 196.28 16.58
1169 52.06 51.71 90.61 210.21 21.23
1170 52.08 70.85 77.58 190.58 19.43
1171 52.11 26.77 49.50 177.46 15.04
1172 52.04 29.05 46.37 182.92 15.58
1173 52.15 61.65 90.44 200.36 19.43
1174 52.10 59.02 90.01 213.65 21.94
1175 52.28 83.29 56.23 156.16 17.27
1176 52.25 19.96 40.83 150.83 12.58
1177 52.15 44.68 75.75 203.01 19.86
1178 52.26 86.00 49.59 157.58 14.75
1179 52.27 88.40 42.07 148.23 13.69
1180 52.29 64.30 84.12 198.10 19.87
1181 52.38 90.60 31.11 132.27 10.97
1182 52.34 5.50 26.46 114.39 9.03
1183 52.52 30.88 46.85 184.39 17.11
1184 52.39 68.48 82.16 198.44 21.65
1185 52.51 22.21 40.84 160.64 13.30
1186 52.49 53.58 82.06 214.39 19.86
1187 52.52 56.89 76.27 206.85 19.73
1188 52.46 73.99 61.38 181.19 18.68
1189 52.74 17.86 34.45 136.70 11.94
1190 52.67 40.88 63.75 196.02 17.59
1191 52.68 92.68 18.76 106.61 8.78
1192 52.71 38.53 57.18 206.95 18.18
1193 52.79 34.45 49.12 192.34 17.48
1194 52.77 76.16 56.89 171.58 18.91
1195 52.77 11.98 30.00 125.34 11.04
1196 52.76 46.35 69.79 207.00 20.22
1197 52.85 15.12 33.69 128.92 11.76
1198 52.83 48.44 68.67 192.63 20.66
1199 52.88 42.98 63.90 200.42 19.90
1200 52.85 50.54 75.16 212.97 20.32
1201 53.02 3.34 14.58 85.11 5.78
1202 52.88 60.21 70.88 213.75 21.10
1203 52.94 36.50 48.19 196.79 18.37
1204 52.94 66.13 72.53 199.79 20.96
1205 52.99 80.46 52.54 151.56 18.22
1206 53.12 28.44 42.46 171.18 14.68
1207 53.17 72.39 63.64 182.55 19.42
1208 53.18 55.20 70.37 210.01 19.52
1209 53.22 9.26 27.87 118.39 10.37
1210 53.26 26.17 39.39 165.96 14.63
1211 53.29 23.86 36.96 164.43 13.66
1212 53.27 70.02 61.93 187.66 20.30
1213 53.36 77.90 51.08 162.45 18.87
1214 53.32 32.46 48.67 183.79 16.40
1215 53.37 58.31 60.82 202.93 21.81
1216 53.32 84.46 47.53 157.97 16.05
1217 53.41 6.62 24.53 108.80 9.41
1218 53.46 61.74 59.66 200.51 21.11
1219 53.43 63.95 63.78 200.40 20.94
1220 53.53 20.90 34.55 146.10 12.74
1221 53.57 86.77 42.13 146.59 14.23
1222 53.57 44.85 56.54 200.18 20.00
1223 53.55 53.01 58.96 203.60 20.64
1224 53.55 89.11 34.49 142.59 13.16
1225 53.73 67.95 59.44 189.74 19.93
1226 53.78 91.25 27.55 123.44 10.10
1227 53.81 94.69 9.47 53.44 4.31
1228 53.74 13.61 31.37 125.92 11.67
1229 53.84 30.21 41.80 180.59 16.26
1230 53.77 39.86 53.67 197.77 18.59
1231 53.82 74.79 50.71 162.52 19.02
