#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
pe3 14A 4 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
1232 53.97 82.45 49.21 152.17 17.16
1233 53.83 37.83 52.18 197.82 17.27
1234 54.00 18.66 34.70 136.38 12.43
1235 53.87 47.16 58.29 201.17 20.22
1236 53.81 51.17 56.43 201.80 19.98
1237 53.95 16.26 34.25 131.22 11.74
1238 53.99 41.85 52.78 197.95 19.18
1239 53.93 35.07 46.26 192.60 17.68
1240 54.08 49.33 58.34 202.43 20.67
1241 54.15 10.91 29.86 119.19 11.34
1242 54.06 56.48 62.32 204.51 21.15
1243 54.15 4.64 19.94 91.54 7.25
1244 53.98 80.06 49.54 155.46 19.00
1245 54.23 65.84 55.62 192.97 20.30
1246 54.19 71.93 54.80 179.89 19.47
1247 54.30 27.94 42.12 165.44 15.07
1248 54.35 59.22 57.47 198.20 19.48
1249 54.35 23.02 39.05 154.19 14.17
1250 54.33 79.08 55.23 155.86 17.93
1251 54.47 25.45 44.74 158.17 14.06
1252 54.37 32.56 44.08 184.40 16.57
1253 54.43 43.70 55.97 205.72 20.06
1254 54.50 54.03 56.29 193.07 20.38
1255 54.47 8.05 30.65 113.81 9.47
1256 54.34 77.58 52.40 163.72 19.40
1257 54.55 61.44 55.47 199.97 20.59
1258 54.59 63.63 58.68 202.36 22.44
1259 54.66 69.80 58.49 179.42 19.09
1260 54.61 84.96 46.14 144.18 16.18
1261 54.73 36.87 60.57 196.24 18.51
1262 54.88 76.92 55.46 164.82 18.35
1263 54.82 45.80 56.38 192.84 19.04
1264 54.77 89.05 35.00 128.68 12.42
1265 54.89 20.30 40.65 133.59 12.62
1266 54.75 51.34 58.82 200.21 20.12
1267 54.88 12.87 32.79 119.38 11.98
1268 54.96 93.14 17.08 80.91 6.75
1269 54.90 39.91 58.27 191.14 18.53
1270 54.95 67.57 58.78 187.05 18.76
1271 55.09 86.80 44.65 138.58 14.76
1272 54.97 74.86 57.40 166.47 18.97
1273 55.00 30.31 48.44 176.81 14.96
1274 55.02 34.71 55.31 190.11 16.72
1275 55.00 48.10 61.57 195.37 20.22
1276 55.04 81.00 58.10 144.00 17.17
1277 55.05 15.56 38.73 125.77 11.70
1278 55.13 55.76 59.47 201.37 20.38
1279 55.26 57.74 66.09 193.41 20.80
1280 55.22 72.62 57.55 173.29 20.61
1281 55.34 3.72 19.83 81.63 6.31
1282 55.39 6.39 34.02 104.45 8.64
1283 55.50 18.11 46.22 132.12 11.39
1284 55.32 27.25 47.66 166.38 14.62
1285 55.39 43.31 65.51 193.16 19.27
1286 55.43 83.47 54.12 141.41 16.44
1287 55.40 65.41 61.51 190.48 19.98
1288 55.40 9.62 34.68 110.85 10.47
1289 55.47 22.64 48.31 152.70 12.41
1290 55.60 78.53 63.20 150.42 18.69
1291 55.44 32.77 52.68 172.18 14.89
1292 55.53 52.56 58.96 187.39 19.75
1293 55.56 60.09 56.02 190.97 19.75
1294 55.55 62.47 61.61 199.70 20.53
1295 55.63 37.72 68.37 189.37 18.55
1296 55.80 24.71 49.04 146.80 13.35
1297 55.72 41.34 65.36 188.29 18.53
1298 55.66 50.18 69.36 196.60 20.44
1299 55.78 71.02 68.24 174.24 19.44
1300 55.97 90.50 38.61 133.54 10.85
1301 56.03 29.02 55.60 156.19 15.04
1302 55.89 45.90 70.86 180.37 20.68
1303 55.94 68.56 63.12 180.15 19.42
1304 55.99 11.99 41.66 121.38 11.33
1305 56.03 54.54 70.10 186.94 19.56
1306 56.06 35.64 73.63 173.68 17.11
1307 56.04 48.16 68.82 182.53 20.53
1308 56.51 94.18 13.95 45.80 4.72
1309 56.19 21.13 51.39 126.87 11.33
1310 56.19 31.39 58.15 161.25 15.46
1311 56.17 87.98 51.05 136.86 13.71
1312 56.20 14.63 44.09 115.81 11.88
1313 56.19 39.36 74.35 175.69 18.21
1314 56.15 75.29 76.46 171.15 17.70
1315 56.30 64.00 70.37 191.42 20.39
1316 56.25 80.75 71.94 146.66 17.29
1317 56.39 85.49 64.03 133.04 14.68
1318 56.47 56.47 81.15 188.68 20.69
1319 56.39 58.75 80.63 188.91 19.87
1320 56.42 26.50 63.65 147.17 14.48
1321 56.46 44.05 83.29 178.45 20.21
1322 56.50 7.38 35.53 98.75 9.21
1323 56.52 33.70 72.86 169.47 16.83
1324 56.49 66.18 78.91 181.03 20.23
1325 56.58 73.08 71.06 160.38 18.44
1326 56.66 16.88 50.42 118.42 11.12
1327 56.47 83.21 74.06 140.88 16.33
1328 56.62 4.60 28.23 82.06 7.27
1329 56.61 9.84 44.62 106.40 9.76
1330 56.61 61.73 75.95 178.13 20.02
1331 56.68 77.43 76.84 149.99 18.57
1332 56.73 19.24 58.65 128.27 11.26
1333 56.71 50.94 85.14 176.03 19.03
1334 56.63 52.90 86.30 189.77 19.80
1335 56.80 42.14 82.92 170.00 19.08
1336 56.80 70.38 82.08 177.51 18.67
1337 57.04 23.31 60.45 123.68 11.71
1338 56.94 37.28 81.20 164.78 17.84
1339 56.97 46.92 80.64 169.74 18.71
1340 57.05 49.04 86.39 180.74 18.76
1341 57.16 30.34 68.62 145.65 14.64
1342 57.16 67.86 90.76 179.78 19.63
1343 57.14 79.49 83.36 145.40 18.01
1344 57.20 28.01 65.44 146.59 15.32
1345 57.25 40.04 76.31 165.61 17.54
1346 57.25 89.34 57.54 127.32 12.27
1347 57.22 13.07 47.68 104.96 10.96
1348 57.42 92.21 32.84 85.86 8.16
1349 57.41 60.07 91.79 169.01 18.24
1350 57.42 35.11 80.38 149.84 16.63
1351 57.32 75.17 86.72 147.86 17.74
1352 57.42 86.88 67.95 116.54 13.70
1353 57.45 32.56 72.35 140.40 15.23
1354 57.37 64.28 93.08 180.84 19.16
1355 57.54 21.13 57.63 111.94 12.16
1356 57.48 25.57 64.46 128.97 13.12
1357 57.42 45.13 90.16 168.44 19.44
1358 57.47 53.88 90.49 184.09 20.64
1359 57.44 57.82 94.35 177.76 18.90
1360 57.66 81.69 85.60 130.67 16.54
1361 57.63 84.21 76.34 111.40 15.74
1362 57.78 5.75 32.21 79.90 7.80
1363 57.81 15.82 45.09 100.24 11.22
1364 57.77 55.85 95.62 176.04 19.45
1365 57.72 72.25 97.96 162.49 17.30
1366 57.82 8.37 38.72 87.79 9.43
1367 57.74 10.87 44.51 92.81 10.71
1368 57.80 62.28 97.22 173.18 20.31
1369 57.90 18.60 51.52 102.67 11.44
1370 57.83 51.56 91.25 168.70 19.25
1371 57.92 66.22 100.16 171.69 17.75
1372 57.71 95.12 6.51 15.90 2.65
1373 57.94 38.33 68.25 148.64 16.91
1374 57.80 69.67 102.14 160.49 18.26
1375 57.88 41.99 80.65 154.38 17.89
1376 58.06 78.72 89.69 132.95 17.41
1377 58.05 49.01 91.00 170.99 19.29
1378 58.24 29.02 56.51 123.36 13.75
1379 58.41 76.46 101.40 142.19 17.41
1380 58.28 44.14 90.72 147.22 17.89
1381 58.30 46.74 84.80 151.41 19.37
1382 58.48 24.31 55.07 101.57 12.68
1383 58.44 31.41 67.61 132.71 13.42
1384 58.51 36.33 68.93 137.87 16.00
1385 58.35 74.06 90.15 140.29 17.63
1386 58.46 13.27 45.37 86.73 10.72
1387 58.47 33.77 66.98 139.12 16.41
1388 58.52 26.84 52.05 118.96 13.53
1389 58.48 89.59 65.02 113.51 11.01
1390 58.70 92.92 25.11 54.24 6.35
1391 58.52 58.65 90.60 166.17 19.13
1392 58.54 64.28 108.12 162.05 18.69
1393 58.56 85.40 83.27 114.02 15.38
1394 58.62 22.04 53.26 98.38 11.92
1395 58.70 40.27 70.34 139.07 18.66
1396 58.63 68.01 108.56 152.24 18.24
1397 58.54 53.92 86.31 166.25 18.58
1398 58.61 60.78 95.85 160.43 17.56
1399 58.66 87.75 94.80 122.21 13.08
1400 58.87 82.47 94.88 112.58 16.45
1401 58.76 50.78 80.38 144.59 19.63
1402 58.83 56.58 88.14 156.42 19.01
1403 58.80 70.76 113.48 144.42 17.80
1404 58.95 7.28 30.74 71.73 8.25
1405 59.00 10.28 34.35 71.60 9.31
1406 59.04 15.75 42.18 85.12 11.27
1407 59.03 18.93 42.62 85.46 11.34
1408 59.12 42.30 77.32 123.41 18.27
1409 59.22 80.20 92.03 117.38 16.97
1410 59.14 48.68 70.21 129.89 18.44
1411 59.19 38.41 63.47 127.82 16.97
1412 59.21 62.40 101.69 157.32 19.22
1413 59.28 66.05 101.66 145.95 18.47
1414 59.30 77.95 104.52 130.40 16.85
1415 59.38 29.90 53.72 105.18 13.54
1416 59.32 44.29 82.17 117.99 17.87
1417 59.43 52.67 74.86 131.98 19.00
1418 59.36 72.96 101.68 133.10 16.66
1419 59.51 34.47 57.78 115.16 16.29
1420 59.57 46.65 69.76 113.82 18.64
1421 59.89 92.43 31.04 55.80 6.60
1422 59.67 25.64 47.60 90.65 12.33
1423 59.64 27.82 46.11 93.79 12.32
1424 59.65 32.12 59.99 108.60 14.27
1425 59.52 54.90 73.51 140.81 17.90
1426 59.58 75.19 103.60 126.46 16.77
1427 59.66 84.53 82.54 99.59 14.67
1428 59.62 21.22 43.35 79.38 11.42
1429 59.40 87.25 78.90 108.24 12.22
1430 59.68 12.73 36.58 68.70 10.68
1431 59.62 59.97 94.08 165.84 21.75
1432 59.70 58.09 86.55 144.33 18.16
1433 59.79 36.61 56.97 111.54 16.35
1434 59.85 64.25 93.56 138.30 18.42
1435 59.75 68.38 95.43 137.48 17.46
1436 59.88 50.70 71.72 119.54 19.16
1437 59.86 88.85 87.59 111.83 11.71
1438 60.10 23.61 43.30 79.39 12.50
1439 59.99 17.00 38.07 72.92 10.86
1440 59.99 40.93 63.69 104.56 18.11
1441 60.03 70.72 95.81 130.65 17.87
1442 60.09 7.17 27.56 53.32 7.90
1443 60.13 82.23 90.59 101.72 15.88
1444 60.24 56.37 69.73 124.11 18.01
1445 60.27 9.85 28.40 56.85 9.05
1446 60.35 86.69 93.89 99.62 13.54
1447 60.26 61.62 85.65 132.20 17.67
1448 60.40 19.42 37.31 66.32 11.62
1449 60.34 38.66 53.05 95.42 15.98
1450 60.29 45.03 64.12 100.73 17.24
1451 60.39 48.96 60.73 103.64 17.88
1452 60.40 78.29 93.82 104.23 17.54
1453 60.50 14.64 34.68 65.17 10.29
1454 60.51 66.50 93.32 120.44 17.40
1455 60.42 73.23 88.41 112.56 16.27
1456 60.53 30.38 46.14 79.00 13.71
1457 60.61 33.11 50.35 79.69 14.88
1458 60.74 43.17 63.75 88.00 17.70
1459 60.52 54.25 69.62 117.20 17.83
1460 60.67 76.06 88.48 102.62 16.95
1461 60.59 52.26 62.10 107.50 17.50
1462 60.66 35.33 49.76 90.01 14.11
1463 60.80 27.93 44.31 78.93 13.19
1464 60.90 21.64 38.64 60.90 12.16
1465 60.79 47.24 61.60 95.46 17.93
1466 60.83 60.01 72.68 120.70 18.00
1467 60.93 12.13 29.67 51.80 10.19
1468 60.83 63.33 76.00 116.34 16.79
1469 60.66 88.62 64.53 102.90 12.21
1470 60.93 58.01 67.52 113.50 17.92
1471 60.89 68.96 80.91 107.44 16.61
1472 61.05 84.79 82.75 92.29 14.49
1473 60.91 90.94 40.67 72.57 8.92
1474 60.95 25.73 43.71 60.03 12.67
1475 61.13 41.32 58.32 88.44 16.10
1476 61.14 80.35 92.12 103.56 14.88
1477 61.26 17.86 34.33 48.44 10.45
1478 61.26 50.62 57.05 96.33 18.31
1479 61.16 71.28 72.95 102.38 16.54
1480 61.20 7.66 26.29 41.79 7.86
1481 61.32 36.96 48.10 74.18 16.18
1482 61.37 65.20 75.77 105.76 17.03
1483 61.35 39.29 51.51 78.69 15.72
1484 61.39 82.53 79.18 85.01 15.32
1485 61.30 45.37 60.97 85.70 16.27
1486 61.39 55.60 62.26 96.77 17.73
1487 61.56 23.51 40.63 56.96 11.63
1488 61.50 31.68 51.90 66.01 14.66
1489 61.58 15.39 33.44 47.62 10.46
1490 61.58 61.65 71.86 105.35 17.34
1491 61.65 73.89 71.01 95.53 15.84
1492 61.69 78.07 80.49 87.72 16.89
1493 61.59 53.25 61.82 93.80 18.91
1494 61.60 93.38 10.57 17.28 3.47
1495 61.60 29.33 41.80 61.42 13.38
1496 61.72 10.56 30.71 38.18 9.52
1497 61.63 34.31 42.36 61.00 15.32
1498 61.75 67.47 73.61 89.39 15.39
1499 61.79 87.23 65.00 88.57 11.96
1500 61.90 20.05 39.26 45.06 11.14
1501 61.86 47.84 69.45 89.15 19.62
1502 61.95 59.60 63.68 94.52 16.99
1503 62.01 42.87 59.92 72.32 18.07
1504 62.03 57.40 60.75 95.64 17.72
1505 62.12 76.03 72.71 84.62 15.79
1506 62.07 25.32 48.25 53.96 13.56
1507 62.21 27.61 50.13 48.77 13.90
1508 62.15 63.46 69.22 101.62 17.13
1509 62.11 69.64 65.09 87.31 16.86
1510 62.07 89.31 45.21 78.37 11.26
1511 62.16 91.90 21.61 41.12 7.22
1512 62.02 13.04 34.95 34.26 11.43
1513 62.23 40.44 62.89 69.53 18.08
1514 62.13 45.18 63.03 67.22 17.52
1515 62.21 50.17 58.09 72.88 17.29
1516 62.24 71.92 69.09 82.74 15.74
1517 62.24 8.56 27.80 35.60 8.45
1518 62.42 80.39 72.67 79.72 15.56
1519 62.26 38.11 55.50 62.91 16.53
1520 62.34 17.59 34.51 36.09 10.85
1521 62.40 35.57 51.62 52.79 15.89
1522 62.49 21.99 46.11 37.68 12.97
1523 62.37 32.72 50.83 51.11 14.71
1524 62.41 30.35 47.68 46.12 14.28
1525 62.43 54.90 60.67 74.28 18.49
1526 62.53 52.29 61.59 68.07 17.87
1527 62.49 65.67 70.30 82.96 16.26
1528 62.56 82.91 69.71 71.32 14.30
1529 62.76 15.01 34.37 29.97 12.52
1530 62.78 61.58 62.32 81.00 16.70
1531 62.93 10.53 35.79 25.37 10.84
1532 62.67 12.60 31.53 33.85 11.91
1533 62.69 85.15 60.56 78.32 14.54
1534 62.88 48.28 68.00 62.52 18.54
1535 62.94 67.87 63.32 74.54 15.31
1536 63.19 77.94 65.89 64.20 16.42
1537 63.01 25.93 53.67 34.96 15.30
1538 63.00 41.70 59.52 47.92 16.84
1539 62.99 46.17 68.27 56.35 19.15
1540 62.93 59.27 65.56 77.35 16.75
1541 63.18 23.94 48.09 34.95 15.04
1542 63.07 43.88 67.00 51.73 16.75
1543 63.00 19.71 43.27 24.82 13.53
1544 63.02 57.04 63.01 73.99 17.10
1545 63.09 73.20 63.83 73.06 15.53
1546 63.19 86.81 57.15 71.47 12.29
1547 63.24 37.47 62.26 42.00 17.17
1548 63.27 7.69 32.42 22.97 8.44
1549 63.29 29.21 51.22 35.27 16.23
1550 63.18 70.48 64.09 68.58 15.87
1551 63.27 39.56 61.75 45.81 16.60
1552 63.20 75.60 64.15 74.01 16.15
1553 63.15 88.55 45.33 67.25 10.06
1554 63.36 31.39 55.96 36.11 16.01
1555 63.35 33.47 60.69 37.25 16.18
1556 63.26 64.17 66.18 75.08 16.85
1557 63.32 50.12 69.90 56.83 18.81
1558 63.36 54.47 69.36 56.03 18.22
1559 63.35 17.85 35.70 23.05 13.25
1560 63.51 35.53 64.90 38.11 16.64
1561 63.38 20.69 43.04 29.78 12.33
1562 63.70 27.52 58.92 30.33 15.79
1563 63.60 52.10 72.85 54.38 19.08
1564 63.66 80.14 66.23 61.85 15.18
1565 63.52 84.66 61.94 59.32 14.17
1566 63.69 66.11 67.03 62.26 16.94
1567 63.83 82.34 62.40 58.38 14.39
1568 63.87 60.78 69.94 63.76 18.11
1569 63.86 62.77 66.64 59.35 17.91
1570 64.00 15.19 40.95 20.02 15.67
1571 64.02 22.68 50.99 25.44 14.86
1572 63.94 47.50 77.20 42.29 19.87
1573 63.91 58.70 73.57 56.87 18.64
1574 63.88 68.70 60.67 57.56 16.18
1575 63.99 56.32 72.92 54.52 18.92
1576 64.04 42.56 68.52 38.66 19.85
1577 64.05 44.93 80.73 38.26 20.01
1578 64.02 12.48 42.02 21.30 12.01
1579 64.08 16.33 43.12 20.18 13.85
1580 64.22 71.53 61.17 55.29 15.84
1581 64.15 73.66 59.02 51.00 16.08
1582 64.31 9.88 41.28 17.93 12.92
1583 64.20 75.62 61.11 52.10 16.80
1584 64.33 40.38 69.64 38.79 21.68
1585 64.48 26.06 54.00 23.09 19.61
1586 64.67 90.62 22.21 37.29 8.53
1587 64.38 38.23 66.92 32.84 19.81
1588 64.33 6.76 37.65 15.90 8.90
1589 64.30 20.00 44.62 19.38 16.82
1590 64.34 53.93 81.24 42.92 19.51
1591 64.49 30.91 60.21 25.89 20.15
1592 64.39 49.48 101.00 46.28 25.20
1593 64.53 33.56 63.30 28.40 20.54
1594 64.51 64.80 66.36 50.59 17.42
1595 64.35 76.99 66.44 57.31 16.12
1596 64.63 78.42 65.57 49.31 15.56
1597 64.68 67.13 64.65 46.97 16.73
1598 64.61 35.91 67.26 28.94 21.83
1599 64.74 86.48 46.66 56.38 11.65
1600 64.67 51.60 88.88 40.72 22.71
1601 64.55 18.47 43.48 16.57 15.30
1602 64.77 28.21 58.78 23.82 19.72
1603 64.81 17.33 43.30 21.04 16.10
1604 64.81 57.88 82.33 41.15 19.51
1605 64.87 69.66 67.17 44.48 16.93
1606 64.70 29.27 57.53 25.00 19.68
1607 64.81 62.45 70.13 42.75 19.56
1608 64.94 83.46 54.20 47.24 13.37
1609 64.80 20.89 46.45 23.45 17.30
1610 65.02 24.26 50.76 20.64 19.60
1611 64.96 46.05 93.05 32.79 22.64
1612 64.90 60.20 78.16 42.10 19.50
1613 64.98 13.79 40.57 17.46 15.65
1614 65.00 80.15 66.92 38.81 15.44
1615 64.87 81.33 59.74 41.74 14.56
1616 65.16 88.44 37.04 48.26 9.75
1617 65.19 43.71 80.78 32.54 22.51
1618 65.07 55.68 83.50 41.12 20.64
1619 65.25 41.55 71.72 31.26 23.53
1620 65.38 21.96 46.19 19.69 19.96
1621 65.36 47.97 98.01 30.33 26.10
1622 65.28 72.79 65.80 42.15 16.18
1623 65.31 75.37 67.24 40.44 16.44
1624 65.40 53.48 83.68 33.84 24.62
1625 65.53 39.32 68.10 26.57 25.44
1626 65.58 7.47 34.45 13.79 11.06
1627 65.57 10.43 40.38 15.49 15.19
1628 65.52 36.97 68.23 27.52 24.77
1629 65.59 32.37 68.97 23.09 25.19
1630 65.54 49.86 92.59 34.69 27.19
1631 65.48 64.82 74.83 38.38 19.85
1632 65.74 30.12 63.64 23.28 31.38
1633 65.81 34.81 69.91 24.74 27.31
1634 65.45 67.35 68.73 37.93 17.13
1635 65.72 68.37 69.04 41.42 17.44
1636 65.66 78.45 80.42 37.19 16.91
1637 65.95 25.94 54.31 17.87 29.22
1638 65.83 61.73 80.40 35.65 23.11
1639 65.81 16.33 42.10 15.27 22.07
1640 66.00 28.17 59.34 20.09 31.51
1641 65.88 57.35 86.32 33.93 24.13
1642 65.91 59.43 87.44 35.63 23.36
1643 65.95 86.54 48.42 43.68 11.38
1644 65.90 70.66 69.64 38.84 18.51
1645 66.05 51.79 90.64 31.44 29.67
1646 65.93 84.24 55.48 41.95 14.43
1647 65.73 81.82 68.57 39.29 15.00
1648 65.91 17.31 40.75 14.08 21.25
1649 65.91 80.34 73.68 33.66 16.73
1650 66.12 13.52 41.20 14.72 22.39
1651 66.15 23.38 48.02 18.14 29.37
1652 66.07 45.45 82.80 27.33 26.90
1653 66.10 15.33 43.54 15.83 23.97
1654 66.31 55.52 91.64 30.97 27.59
1655 66.27 76.37 83.07 34.35 17.54
1656 66.26 42.42 77.29 27.00 31.10
1657 66.29 66.53 78.31 36.25 20.56
1658 66.16 88.68 38.64 38.28 9.66
1659 66.42 63.63 88.16 31.55 25.14
1660 66.31 82.11 64.92 37.15 14.28
1661 66.45 73.81 78.58 33.55 17.51
1662 66.52 20.80 44.58 15.78 31.59
1663 66.54 47.73 89.15 26.15 33.50
1664 66.52 37.86 75.57 23.66 34.63
1665 66.66 40.17 78.16 24.94 34.64
1666 66.69 33.48 70.39 18.79 36.09
1667 66.62 53.57 95.93 28.98 30.45
1668 66.98 9.70 41.02 12.70 22.10
1669 66.81 31.16 70.46 19.62 42.06
1670 66.77 69.17 78.68 32.15 19.23
1671 66.75 49.93 87.71 26.87 36.52
1672 66.69 11.05 40.58 10.56 20.61
1673 67.02 18.33 40.75 13.74 33.87
1674 66.98 79.35 82.39 30.67 18.04
1675 66.99 35.75 67.49 19.99 40.30
1676 66.92 58.13 86.81 28.52 32.44
1677 66.94 60.49 93.08 29.42 32.15
1678 67.02 85.14 59.97 31.58 14.02
1679 66.94 44.24 76.38 24.19 35.51
1680 67.06 71.51 85.59 32.32 20.83
1681 67.18 26.46 59.55 16.48 39.70
1682 67.20 15.49 45.01 13.09 31.76
1683 67.08 65.39 91.43 30.97 25.38
1684 67.29 88.06 42.67 31.51 11.36
1685 67.20 24.01 49.47 15.47 41.47
1686 67.27 28.75 61.55 17.12 44.90
1687 67.37 13.07 47.54 11.56 28.72
1688 67.49 62.20 100.62 25.73 33.73
1689 67.46 77.14 91.55 27.26 19.61
1690 67.44 41.46 74.28 22.28 42.59
1691 67.45 51.95 88.77 25.21 40.71
1692 67.40 82.21 73.55 27.83 15.67
1693 67.48 46.45 76.65 22.60 41.17
1694 67.46 54.46 85.14 27.21 41.05
1695 67.59 21.77 52.93 13.96 49.85
1696 67.59 56.41 88.96 25.90 40.96
1697 67.52 67.38 84.14 29.22 23.33
1698 67.64 74.16 87.28 29.09 20.64
1699 67.71 81.07 82.42 28.00 16.82
1700 67.56 38.27 68.50 20.10 46.99
1701 67.84 33.55 72.19 19.17 56.16
1702 67.73 49.46 81.11 22.61 44.17
1703 67.90 64.23 92.09 25.74 33.18
1704 67.93 30.77 64.51 17.72 60.30
1705 67.93 43.57 78.40 21.23 46.15
1706 67.99 58.58 88.84 23.26 45.19
1707 67.96 90.12 23.62 19.47 7.64
1708 68.05 69.94 90.02 26.29 23.62
1709 68.00 11.20 44.33 11.12 29.37
1710 68.16 19.50 49.29 12.92 50.10
1711 68.12 72.41 87.12 25.14 23.76
1712 68.18 83.92 69.42 29.11 16.93
1713 68.13 36.11 70.53 17.22 58.35
1714 68.29 9.85 46.24 11.27 37.51
1715 68.43 16.98 47.24 12.10 42.91
1716 68.32 25.06 55.71 14.54 60.62
1717 68.21 78.71 87.45 22.84 21.61
1718 68.37 86.51 56.62 27.39 14.94
1719 68.41 27.45 63.90 15.23 59.25
1720 68.40 39.42 77.61 19.49 68.26
1721 68.48 60.49 90.29 23.24 46.79
1722 68.50 13.97 51.03 11.28 40.97
1723 68.47 47.72 76.54 20.81 61.13
1724 68.43 53.93 85.00 22.08 52.30
1725 68.57 65.92 86.05 23.96 37.90
1726 68.60 45.55 77.30 19.96 64.60
1727 68.56 41.37 83.16 19.63 64.84
1728 68.70 51.85 79.84 22.12 58.86
1729 68.63 67.97 88.06 24.76 32.06
1730 68.58 88.75 37.59 22.17 10.48
1731 68.50 77.37 89.77 21.73 21.05
1732 68.70 22.25 60.96 12.98 60.07
1733 68.72 62.80 85.82 24.02 46.62
1734 68.79 76.41 91.89 23.21 22.19
1735 68.93 29.49 71.04 14.32 69.13
1736 68.75 32.33 69.21 17.31 75.09
1737 68.69 79.51 91.39 26.93 21.02
1738 68.77 56.22 82.55 22.04 57.45
1739 68.67 81.10 84.96 21.42 20.90
1740 68.92 49.81 80.63 20.45 66.39
1741 69.08 43.55 90.63 18.90 69.37
1742 69.26 11.25 51.36 10.34 46.45
1743 69.13 35.71 75.71 16.84 72.81
1744 69.24 38.36 78.76 17.14 75.93
1745 69.15 58.39 85.42 21.91 59.29
1746 69.17 81.80 82.48 22.09 22.82
1747 69.27 71.93 90.18 21.26 31.17
1748 69.50 24.15 69.67 13.46 75.51
1749 69.27 18.92 58.62 11.60 58.99
1750 69.43 69.56 80.15 21.82 37.84
1751 69.60 9.09 45.56 8.51 41.14
1752 69.50 83.95 75.95 21.78 20.82
1753 69.62 26.77 75.22 14.25 74.72
1754 69.64 33.46 67.56 15.88 77.45
1755 69.49 54.40 85.69 20.25 64.30
1756 69.51 65.28 84.17 20.94 48.81
1757 69.71 86.26 61.96 20.14 17.49
1758 69.69 16.16 52.91 10.57 55.35
1759 69.61 47.91 86.18 19.73 80.42
1760 69.65 41.55 86.93 17.58 79.14
1761 69.58 60.90 89.72 21.59 65.09
1762 69.85 31.30 68.96 14.98 77.67
1763 69.76 78.63 78.38 19.62 28.87
1764 69.75 45.67 90.93 19.25 85.11
1765 70.00 13.56 56.42 10.00 61.98
1766 69.92 21.38 61.89 11.44 70.01
1767 69.86 63.07 81.54 20.72 60.06
1768 70.00 52.52 93.50 19.32 80.63
1769 69.95 56.74 93.20 20.82 78.48
1770 69.94 75.96 85.35 20.22 34.04
1771 70.05 67.54 71.74 20.06 53.51
1772 70.01 50.30 90.60 19.00 80.42
1773 70.11 88.17 39.37 16.83 13.69
1774 70.28 29.10 74.46 14.26 83.98
1775 70.24 43.73 98.66 18.76 96.61
1776 70.26 59.19 93.66 19.34 75.08
1777 70.08 81.30 80.12 16.67 27.74
1778 70.22 35.29 74.55 16.16 88.86
1779 70.27 37.63 89.39 16.81 102.53
1780 70.34 39.87 82.79 17.61 96.88
1781 70.24 73.70 91.41 21.59 43.31
1782 70.35 71.10 76.93 17.99 44.50
1783 70.61 24.82 66.56 12.68 85.77
1784 70.51 65.09 86.03 18.79 68.60
1785 70.67 55.18 102.65 18.45 94.35
1786 70.61 82.51 82.20 18.16 30.88
1787 70.75 17.89 51.09 10.51 68.17
1788 70.72 61.41 92.68 18.20 81.99
1789 71.04 11.78 52.79 8.66 61.89
1790 70.72 48.38 103.88 17.91 96.57
1791 70.94 80.04 72.28 17.55 36.95
1792 71.01 84.48 71.10 16.36 26.88
1793 70.94 33.64 78.12 15.36 97.67
1794 70.90 41.84 93.73 15.16 104.51
1795 70.85 46.09 106.01 18.03 114.92
1796 71.02 27.13 70.79 13.28 90.35
1797 71.04 68.96 67.73 17.57 57.81
1798 71.09 31.42 70.69 14.36 99.11
1799 71.00 77.46 72.11 18.01 41.23
1800 71.09 14.89 54.43 10.69 69.75
1801 71.11 22.45 66.27 12.44 84.03
1802 71.24 51.07 100.66 18.35 102.81
1803 71.00 57.56 108.75 17.69 96.42
1804 71.14 53.25 107.92 19.23 94.55
1805 71.35 19.95 57.42 11.09 73.82
1806 71.21 63.57 91.45 18.18 81.33
1807 71.29 66.92 71.15 17.69 66.17
1808 71.23 36.57 83.71 15.23 106.33
1809 71.35 86.69 45.93 14.92 21.17
1810 71.45 39.03 89.97 17.11 110.73
1811 71.41 44.25 107.48 17.89 113.26
1812 71.44 73.61 75.92 17.28 51.95
1813 71.50 71.12 78.71 17.17 54.45
1814 71.67 59.79 107.65 17.27 104.28
1815 71.63 29.28 62.96 13.47 99.08
1816 71.84 82.18 65.61 14.41 39.79
1817 71.80 24.81 57.81 11.00 90.08
1818 71.83 49.18 103.73 18.16 124.15
1819 71.85 55.40 107.72 16.94 110.80
1820 71.89 46.94 113.62 18.10 127.02
1821 71.92 16.18 52.87 9.48 67.75
1822 71.90 41.36 93.55 16.43 112.76
1823 71.97 62.11 103.50 17.95 88.90
1824 72.07 35.34 78.34 14.34 113.66
1825 72.03 57.73 124.35 16.81 108.94
1826 72.02 65.22 85.39 15.95 91.06
1827 72.01 79.23 68.24 16.34 49.84
1828 72.03 33.18 71.03 13.85 117.91
1829 72.08 17.65 52.54 9.95 73.12
1830 72.09 75.69 67.68 16.92 54.33
1831 72.33 13.65 47.00 9.34 64.93
1832 72.43 27.10 51.12 11.92 94.56
1833 72.38 31.23 62.40 13.49 107.34
1834 72.23 53.08 119.30 17.87 117.96
