#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rge11 14A 4 even-skipped Kruppel giant
166 18.35 38.87 23.09 21.89 54.30
167 18.63 49.90 25.20 24.78 99.03
168 18.52 63.27 26.26 21.76 66.91
169 18.76 45.80 24.72 24.61 85.38
170 18.76 53.63 27.44 23.89 98.41
171 18.85 35.28 23.40 21.78 58.16
172 18.89 26.42 19.08 15.73 55.76
173 18.92 58.38 27.42 23.94 99.19
174 19.03 31.66 22.38 19.86 59.39
175 19.08 65.73 24.73 18.74 53.66
176 19.25 56.08 28.40 22.68 109.87
177 19.40 43.23 25.51 23.70 93.67
178 19.47 74.82 20.71 11.87 23.61
179 19.40 69.66 21.95 15.28 41.35
180 19.18 40.03 28.28 20.89 78.67
181 19.51 51.46 26.45 25.87 122.01
182 19.58 72.30 20.83 14.30 32.98
183 19.54 23.28 17.20 12.72 71.70
184 19.58 48.14 25.00 23.91 105.85
185 19.66 60.60 26.97 23.45 91.51
186 19.92 33.85 25.05 21.24 78.33
187 19.81 28.53 21.25 17.23 79.44
188 19.90 63.30 26.15 21.46 78.29
189 19.82 40.63 26.74 22.53 83.02
190 20.10 67.43 24.81 18.73 57.96
191 20.13 25.68 18.61 13.99 76.82
192 20.22 30.95 22.55 20.20 90.43
193 20.16 45.02 25.82 24.26 110.38
194 20.27 38.58 25.21 22.12 99.47
195 20.28 53.25 28.88 24.84 130.46
196 20.50 36.33 23.73 20.67 94.64
197 20.47 58.18 28.31 25.55 127.26
198 20.55 21.56 16.63 11.90 75.44
199 20.56 55.66 28.71 25.22 131.15
200 20.63 49.88 28.73 26.69 127.18
201 20.75 46.98 26.33 25.63 130.87
202 20.83 64.80 28.23 20.72 78.13
203 20.84 42.51 27.23 22.97 117.66
204 20.76 69.97 27.68 16.29 54.35
205 20.87 61.41 27.77 23.38 104.24
206 20.92 75.45 21.78 13.27 32.51
207 21.11 24.27 20.40 14.26 91.21
208 21.28 40.42 26.86 23.63 120.09
209 21.27 27.29 21.77 16.11 92.09
210 21.14 33.16 21.93 19.81 110.45
211 21.20 72.22 26.37 14.55 54.64
212 21.20 29.80 21.28 18.71 103.88
213 21.38 52.21 29.90 26.15 145.15
214 21.43 67.40 30.01 19.18 68.85
215 21.55 44.84 28.82 24.29 133.62
216 21.74 35.70 26.90 21.63 121.24
217 21.76 48.35 29.47 25.77 133.69
218 21.79 54.36 28.80 25.00 155.17
219 21.72 59.38 30.07 25.23 129.57
220 21.89 38.31 28.19 22.76 121.28
221 21.78 56.81 30.84 24.78 133.37
222 21.99 50.41 28.84 26.51 148.51
223 21.98 21.06 17.59 12.11 83.97
224 21.98 62.12 29.00 22.32 105.83
225 21.98 77.41 21.05 12.42 31.19
226 22.18 64.92 29.36 21.74 95.08
227 22.17 73.86 27.40 13.30 54.34
228 22.33 32.12 23.32 19.59 126.36
229 22.39 23.54 19.01 12.85 97.36
230 22.36 42.81 28.86 24.38 142.55
231 22.30 69.56 30.33 18.41 74.61
232 22.45 25.93 21.32 16.94 104.15
233 22.48 46.65 29.06 25.65 160.19
234 22.55 30.05 21.97 18.90 119.41
235 22.59 34.43 25.51 21.60 134.16
236 22.77 40.70 29.42 23.34 137.45
237 22.86 28.24 24.45 17.94 113.91
238 22.77 52.53 30.78 24.93 152.97
239 22.92 71.61 32.46 15.63 66.03
240 23.00 57.38 30.31 26.42 149.63
241 23.03 66.93 31.95 20.99 93.68
242 22.93 59.73 31.56 25.47 129.47
243 23.25 36.51 26.85 22.51 138.61
244 23.03 55.03 33.14 26.75 162.32
245 23.07 75.57 29.24 13.72 56.61
246 23.20 44.67 29.06 24.65 152.92
247 23.13 62.80 32.59 23.85 121.45
248 23.28 38.66 27.52 24.67 133.36
249 23.24 50.15 30.33 26.21 151.43
250 23.49 22.57 18.43 12.73 99.83
251 23.46 19.95 17.52 11.30 86.33
252 23.58 47.75 31.21 24.35 155.22
253 23.70 78.01 30.09 12.21 49.98
254 23.71 25.51 21.70 14.76 115.00
255 23.70 33.90 26.78 21.00 131.22
256 23.79 69.30 36.35 19.65 97.91
257 23.85 30.75 24.99 19.92 125.57
258 23.95 42.69 31.58 24.71 149.72
259 23.86 64.75 34.49 23.00 123.57
260 23.97 72.99 37.37 16.10 80.16
261 23.99 60.70 35.56 24.36 140.26
262 24.04 53.12 34.55 25.49 166.46
263 24.18 40.30 29.50 25.03 150.11
264 24.16 58.03 36.66 26.68 147.92
265 24.32 80.59 30.84 10.43 34.76
266 24.30 28.33 26.48 17.25 128.00
267 24.28 55.55 33.48 25.13 167.46
268 24.39 45.43 32.46 26.00 169.69
269 24.47 66.75 40.98 21.88 117.17
270 24.42 50.15 36.00 25.96 161.92
271 24.53 75.54 41.55 14.19 81.89
272 24.60 32.66 28.54 21.21 144.59
273 24.57 37.68 31.15 23.15 152.17
274 24.60 19.21 20.28 11.09 93.19
275 24.64 62.70 39.12 24.66 147.69
276 24.82 35.26 29.40 22.17 138.73
277 24.80 24.17 22.90 15.52 114.91
278 24.95 21.71 22.05 13.48 97.32
279 24.80 47.42 33.02 25.59 173.27
280 24.87 70.52 44.80 18.72 101.46
281 25.08 26.62 25.04 16.79 113.79
282 25.18 41.90 32.77 23.87 150.57
283 25.21 52.10 34.83 24.73 172.53
284 25.28 30.80 27.80 21.14 144.20
285 25.34 44.10 35.20 26.12 157.22
286 25.25 58.53 40.02 25.90 151.20
287 25.21 78.37 47.77 13.43 77.93
288 25.42 54.17 40.12 24.98 176.42
289 25.39 60.68 44.20 26.41 159.80
290 25.29 64.56 49.90 24.94 148.08
291 25.43 39.55 32.33 23.71 152.31
292 25.38 67.86 54.04 22.14 137.27
293 25.41 72.86 57.08 16.25 99.83
294 25.51 56.26 39.17 26.92 166.75
295 25.58 49.52 36.63 25.75 174.87
296 25.75 18.88 24.81 11.75 95.18
297 25.89 29.06 29.54 19.62 131.52
298 25.81 37.57 31.61 23.73 150.49
299 25.91 33.15 31.90 21.64 150.63
300 25.86 75.53 68.24 15.66 98.15
301 25.97 47.33 37.96 26.27 176.88
302 26.04 24.07 26.48 15.69 111.67
303 26.09 35.26 33.75 23.24 152.34
304 26.21 45.43 35.42 23.85 156.96
305 26.20 62.79 59.08 24.43 151.96
306 26.31 16.42 25.28 11.03 83.26
307 26.17 70.56 75.57 19.81 124.96
308 26.29 65.68 63.03 24.18 147.82
309 26.31 26.79 28.83 16.94 119.27
310 26.31 41.18 35.93 25.32 159.57
311 26.44 21.75 27.33 13.38 105.75
312 26.38 51.34 40.34 26.00 171.73
313 26.44 57.78 52.10 26.53 156.61
314 26.43 78.67 73.88 14.01 84.52
315 26.61 43.29 39.24 25.89 159.51
316 26.70 59.90 64.32 25.16 159.72
317 26.55 68.11 79.23 24.70 138.05
318 26.68 31.49 32.47 19.50 146.77
319 26.75 53.55 45.88 26.35 169.54
320 26.77 48.94 42.49 26.70 170.15
321 26.82 73.06 93.83 18.84 117.85
322 26.87 55.72 54.29 26.24 164.92
323 26.89 37.16 33.48 23.43 159.43
324 26.98 19.22 31.70 12.35 97.79
325 27.11 39.47 42.75 26.09 169.68
326 26.80 76.21 92.09 15.18 94.03
327 27.23 29.52 37.81 20.67 131.78
328 27.31 14.89 39.25 9.45 74.92
329 27.22 24.87 34.73 15.85 116.82
330 27.28 46.88 42.28 24.72 161.44
331 27.27 61.83 85.19 27.07 165.30
332 27.28 64.25 84.62 25.03 155.40
333 27.31 34.96 41.02 22.65 158.96
334 27.46 69.90 114.52 22.23 138.07
335 27.65 33.20 44.40 21.38 153.95
336 27.50 41.47 40.84 24.41 169.52
337 27.49 44.92 44.46 25.00 167.15
338 27.47 50.66 47.86 25.29 168.84
339 27.38 75.41 103.64 15.64 100.06
340 27.50 27.38 37.97 16.88 129.72
341 27.56 66.82 105.10 24.46 150.21
342 27.70 21.75 38.15 14.32 110.20
343 27.70 58.22 75.72 26.33 170.33
344 27.82 77.70 108.48 15.58 92.76
345 27.84 52.74 56.96 26.29 173.23
346 27.98 17.85 51.45 10.98 92.95
347 27.99 38.00 45.12 24.73 163.45
348 27.99 48.60 50.43 26.22 165.45
349 28.06 73.49 135.78 18.76 123.24
350 28.10 31.30 45.40 20.44 147.40
351 28.10 43.39 50.08 28.29 165.00
352 28.11 56.18 77.15 28.02 190.75
353 28.20 60.33 106.63 28.03 172.53
354 28.22 80.54 101.66 12.77 80.70
355 28.41 24.53 50.01 16.25 121.24
356 28.38 35.99 50.59 23.73 159.61
357 28.39 54.41 79.13 27.15 178.90
358 28.38 71.19 144.55 21.04 137.22
359 28.40 62.66 123.25 26.45 170.67
360 28.61 39.82 51.69 24.98 162.13
361 28.43 64.96 133.20 26.93 169.80
362 28.62 46.79 62.88 27.44 177.98
363 28.60 26.89 54.47 17.81 141.34
364 28.69 29.41 58.91 19.29 145.29
365 28.59 50.83 70.10 27.65 176.33
366 28.75 15.66 85.41 10.77 89.68
367 28.61 68.03 157.46 23.97 152.86
368 28.79 75.12 140.00 19.57 114.65
369 28.82 20.33 66.77 13.45 108.67
370 28.71 41.90 57.54 26.54 177.25
371 28.83 44.98 61.25 27.27 171.02
372 28.83 33.96 60.00 22.25 157.05
373 28.87 58.31 116.46 27.75 176.81
374 29.00 22.83 73.09 15.41 133.84
375 29.06 82.96 81.56 12.36 57.61
376 29.16 52.55 89.65 27.29 185.42
377 29.14 48.80 76.23 28.19 180.48
378 29.31 77.44 130.48 16.62 109.61
379 29.29 31.99 78.02 22.19 152.71
380 29.23 37.92 68.59 24.33 160.43
381 29.45 56.42 127.00 27.64 175.36
382 29.51 18.25 101.68 12.70 103.74
383 29.35 60.80 160.22 26.98 169.34
384 29.49 65.46 159.67 27.08 171.20
385 29.53 80.13 118.49 14.85 94.38
386 29.58 70.31 168.01 23.75 141.14
387 29.66 63.15 162.85 28.72 168.81
388 29.66 43.37 76.84 27.29 180.90
389 29.69 72.93 153.06 21.62 132.11
390 29.60 35.66 76.44 23.09 157.27
391 29.60 54.33 112.74 28.36 181.09
392 29.66 28.19 90.39 18.91 143.89
393 29.94 26.01 110.87 19.19 138.61
394 29.77 41.24 77.58 26.81 170.85
395 29.76 50.64 106.06 29.85 182.83
396 29.89 13.85 106.74 9.72 77.74
397 29.85 67.61 170.27 25.11 157.03
398 29.78 46.15 83.45 26.20 166.39
399 30.12 30.61 107.14 21.30 155.44
400 30.07 58.62 163.10 29.21 173.49
401 30.31 86.89 35.13 8.38 13.60
402 30.07 23.63 116.63 17.95 134.27
403 30.11 48.16 109.02 28.38 178.89
404 30.13 84.34 72.46 12.25 46.59
405 30.19 21.06 112.61 14.89 108.76
406 30.29 33.37 115.56 23.83 158.22
407 30.22 39.40 104.24 26.84 178.84
408 30.33 75.15 138.48 21.21 127.66
409 30.43 16.50 115.59 12.42 96.67
410 30.45 37.29 111.19 24.58 171.79
411 30.46 52.44 146.28 29.41 183.02
412 30.42 60.98 174.91 29.64 171.33
413 30.49 44.63 111.73 27.53 187.80
414 30.62 81.04 110.40 15.46 88.53
415 30.65 54.85 156.41 29.35 179.87
416 30.73 56.96 172.96 29.81 171.40
417 30.80 65.87 168.35 28.35 168.54
418 30.77 77.74 125.27 17.47 112.06
419 30.75 28.86 142.48 20.83 148.82
420 30.69 35.26 122.49 25.00 171.67
421 30.76 50.19 155.17 29.71 189.48
422 30.82 68.81 155.53 25.60 152.20
423 30.86 42.47 131.00 27.92 184.36
424 30.89 71.61 150.01 23.77 143.24
425 30.89 11.18 88.29 8.14 50.85
426 30.86 63.19 171.54 27.93 177.57
427 31.03 46.43 135.31 28.90 179.85
428 31.18 19.58 131.00 14.39 110.21
429 31.07 24.87 148.36 19.45 143.00
430 31.14 31.87 159.52 24.20 161.72
431 31.22 40.55 139.14 27.55 168.29
432 31.20 48.33 150.04 28.80 180.18
433 31.38 13.88 103.09 10.32 85.27
434 31.27 59.54 170.95 28.95 175.55
435 31.44 27.23 159.79 19.15 150.21
436 31.35 38.11 155.34 28.30 185.87
437 31.43 83.02 92.16 15.01 68.63
438 31.54 22.49 141.07 17.17 117.86
439 31.59 85.92 52.14 12.58 32.90
440 31.52 44.58 167.44 29.22 191.63
441 31.63 53.26 170.98 29.51 186.19
442 31.60 51.30 175.85 31.34 191.45
443 31.64 74.33 126.78 21.31 131.16
444 31.74 16.92 117.30 12.50 107.70
445 31.70 55.37 170.53 28.11 178.89
446 31.69 79.66 107.35 17.10 103.71
447 31.70 35.50 167.29 26.69 179.38
448 31.88 61.69 168.37 29.73 167.99
449 31.84 30.19 163.32 23.64 154.79
450 31.94 33.28 167.95 23.48 165.28
451 31.84 64.31 143.30 29.89 171.10
452 31.93 57.68 169.30 29.47 176.54
453 31.93 68.95 146.22 27.06 159.28
454 32.07 42.70 167.31 28.14 177.34
455 32.17 66.78 147.31 28.12 164.69
456 32.05 71.48 135.50 25.34 153.57
457 32.08 11.36 86.77 9.90 66.92
458 32.18 47.19 171.72 29.52 185.87
459 32.20 49.59 172.32 30.21 187.30
460 32.24 77.15 109.35 20.22 109.43
461 32.24 39.32 162.43 26.59 172.02
462 32.29 25.32 157.16 19.56 140.88
463 32.47 37.26 176.77 27.19 178.10
464 32.51 59.62 159.23 31.04 177.53
465 32.60 19.50 126.64 14.87 111.76
466 32.64 41.10 176.92 27.80 179.61
467 32.60 28.03 160.03 21.81 155.00
468 32.56 44.75 177.54 30.24 189.57
469 32.63 83.44 79.82 15.36 66.22
470 32.68 51.90 172.02 30.73 193.27
471 32.88 15.61 98.60 11.54 95.75
472 32.85 22.47 131.08 17.46 125.78
473 32.79 55.90 162.25 29.94 180.02
474 32.76 35.01 171.93 26.24 166.18
475 32.91 53.89 160.27 29.80 186.89
476 32.83 80.27 98.48 16.78 83.76
477 32.98 86.09 52.32 13.41 29.02
478 33.01 32.28 166.93 25.14 170.16
479 32.97 75.15 111.76 24.62 127.66
480 33.07 63.08 132.75 29.14 160.32
481 33.11 30.15 153.00 23.72 155.38
482 33.03 65.27 127.81 28.86 163.00
483 33.08 72.61 107.80 25.45 135.29
484 33.24 12.65 77.69 10.79 85.34
485 33.16 69.65 118.55 26.97 155.76
486 33.27 57.68 155.20 31.13 173.09
487 33.33 48.25 158.87 30.00 173.83
488 33.34 46.23 161.50 29.94 196.46
489 33.36 50.18 156.43 32.60 185.11
490 33.31 61.08 138.24 29.14 167.80
491 33.39 38.87 166.34 27.02 170.51
492 33.47 25.15 140.08 21.00 140.70
493 33.55 42.28 168.29 28.83 169.57
494 33.67 67.28 109.93 28.27 157.94
495 33.70 88.19 37.67 13.23 11.36
496 33.68 44.20 169.38 30.68 183.66
497 33.74 36.59 162.65 26.91 162.61
498 33.73 77.65 93.04 22.55 96.03
499 33.94 17.97 90.40 13.38 106.92
500 33.81 34.19 162.36 25.71 164.66
501 33.82 27.66 133.51 21.67 146.49
502 33.82 51.95 154.27 30.88 186.54
503 33.94 20.75 105.51 17.47 117.49
504 33.99 55.19 144.78 32.42 174.97
505 34.05 59.37 128.37 30.00 168.00
506 33.96 80.87 90.62 19.52 70.74
507 34.05 83.67 75.18 17.11 45.14
508 34.12 40.45 163.74 27.84 178.67
509 34.11 74.51 99.40 25.90 120.68
510 34.29 15.02 72.76 13.04 86.48
511 34.24 23.33 108.58 18.12 132.18
512 34.20 64.72 112.34 30.54 146.77
513 34.19 71.54 96.17 27.97 138.44
514 34.31 32.20 146.22 24.06 156.57
515 34.34 29.98 138.64 24.91 153.14
516 34.41 11.83 63.05 10.69 73.56
517 34.38 47.29 130.77 31.25 185.71
518 34.45 57.27 128.17 30.61 176.89
519 34.49 61.54 107.63 31.47 154.06
520 34.56 49.50 122.70 31.55 171.93
521 34.55 53.46 138.62 33.40 180.75
522 34.56 68.98 99.67 30.48 140.55
523 34.75 85.69 72.73 18.49 25.07
524 34.68 38.20 151.11 27.20 167.49
525 34.74 45.10 133.59 30.43 171.75
526 34.85 25.76 115.32 21.11 143.39
527 34.86 42.66 136.72 28.76 175.70
528 35.09 36.24 138.27 26.63 158.92
529 34.99 51.52 121.12 32.85 165.85
530 34.97 76.32 92.50 26.78 95.64
531 35.12 28.25 112.53 24.32 150.20
532 35.02 34.23 138.89 25.40 156.91
533 35.08 79.08 93.52 24.73 71.73
534 35.14 20.30 83.80 17.41 111.04
535 35.11 63.33 102.45 31.68 149.54
536 35.15 66.70 98.68 32.91 133.28
537 35.18 73.29 97.73 28.91 107.05
538 35.20 81.81 92.78 21.86 46.11
539 35.34 17.52 65.45 15.16 103.30
540 35.22 40.03 137.05 29.59 167.97
541 35.38 54.97 114.04 33.50 161.38
542 35.29 59.08 103.78 32.29 159.88
543 35.43 70.46 92.94 31.56 115.79
544 35.48 30.75 114.82 25.92 147.38
545 35.50 23.14 89.81 20.54 119.81
546 35.42 47.67 105.58 30.98 165.40
547 35.54 56.97 111.56 32.63 174.06
548 35.57 13.06 52.12 11.97 76.12
549 35.86 32.86 117.92 27.17 156.14
550 35.79 61.03 97.12 33.47 139.40
551 35.82 45.70 100.67 30.96 168.10
552 35.72 49.75 102.71 32.33 169.85
553 35.90 53.12 111.92 33.29 167.41
554 35.92 64.74 95.44 33.74 121.46
555 36.06 43.69 108.87 30.50 159.78
556 36.05 27.10 101.60 23.05 136.48
557 36.07 41.52 105.68 29.49 161.17
558 36.05 86.09 94.63 21.10 17.86
559 36.15 10.12 40.39 10.13 48.93
560 36.22 15.69 56.84 14.78 79.88
561 36.19 37.43 112.73 28.71 149.18
562 36.14 68.30 103.95 34.46 110.65
563 36.21 74.96 111.03 33.15 69.46
564 36.10 77.54 108.48 29.03 57.81
565 36.23 83.14 99.89 25.74 29.78
566 36.20 35.08 107.98 28.26 148.63
567 36.35 24.99 93.17 22.29 120.71
568 36.16 72.05 104.50 34.02 76.66
569 36.35 39.45 116.58 30.17 164.75
570 36.41 21.39 73.09 18.21 94.55
571 36.39 51.33 103.55 33.00 155.61
572 36.52 29.24 91.78 25.68 132.30
573 36.50 62.72 104.74 36.91 119.80
574 36.50 58.75 104.72 35.79 135.22
575 36.59 80.02 107.75 25.98 35.72
576 36.50 47.25 100.73 33.77 151.09
577 36.53 56.26 105.49 36.59 145.72
578 36.72 18.62 62.83 16.59 75.53
579 36.74 31.55 90.12 24.91 131.49
580 36.97 88.40 81.48 20.69 7.69
581 36.74 66.08 104.23 36.28 99.05
582 36.88 49.17 92.40 33.51 150.55
583 36.86 54.43 93.24 36.18 135.06
584 36.97 13.02 45.27 12.71 56.31
585 37.04 70.11 114.52 38.51 67.10
586 37.00 60.87 105.37 36.29 111.29
587 37.12 44.93 88.49 32.47 152.58
588 37.22 33.73 93.43 28.96 131.34
589 37.18 42.56 91.45 28.98 143.66
590 37.13 73.23 121.07 35.17 49.54
591 37.38 23.84 83.01 20.82 100.73
592 37.35 26.88 83.28 23.87 108.92
593 37.31 36.06 93.55 28.61 129.59
594 37.37 52.55 91.33 35.98 136.74
595 37.35 63.90 112.00 39.69 90.65
596 37.35 76.94 124.24 34.27 36.41
597 37.36 85.02 113.69 30.14 15.39
598 37.50 38.28 98.41 30.49 131.93
599 37.44 40.43 88.75 31.86 137.80
600 37.66 91.04 40.58 16.42 3.56
601 37.40 57.07 104.84 38.58 120.00
602 37.50 67.67 120.63 42.31 62.35
603 37.59 16.10 52.13 16.76 54.24
604 37.71 10.49 41.44 12.46 31.78
605 37.53 47.08 87.00 33.67 133.86
606 37.66 81.77 125.39 33.02 22.85
607 37.68 21.22 70.91 20.23 72.72
608 37.66 30.24 83.16 28.78 110.42
609 37.69 50.69 95.32 35.23 127.00
610 37.64 59.18 109.89 39.36 104.93
611 37.95 54.39 93.49 38.14 107.26
612 38.07 18.85 61.26 18.46 49.16
613 38.24 32.39 81.37 30.32 95.37
614 38.13 61.12 122.03 42.86 75.15
615 38.19 71.94 137.49 46.74 36.54
616 38.24 48.65 92.94 35.62 118.85
617 38.16 74.55 141.17 45.94 31.24
618 38.28 79.18 131.78 38.53 22.32
619 38.28 28.51 83.95 27.78 98.23
620 38.25 43.58 90.24 34.58 119.64
621 38.23 65.44 125.87 42.81 59.16
622 38.32 69.52 137.07 46.12 42.22
623 38.40 13.46 55.86 14.40 33.08
624 38.34 45.81 93.58 35.94 120.88
625 38.38 88.37 83.14 29.84 7.65
626 38.41 34.55 91.87 34.35 100.69
627 38.42 25.67 78.20 26.88 90.67
